
[00:00:00.000 --> 00:00:01.560]  在七月和八月的時候
[00:02:52.760 --> 00:02:54.120]  整個救恩
[00:02:54.120 --> 00:02:55.200]  可以看到
[00:02:55.200 --> 00:02:57.640]  就是在演繹神的同在
[00:02:57.640 --> 00:02:59.400]  其實神的同在在聖經裏面
[00:02:59.400 --> 00:03:03.320]  是從舊約從創世的第一章已經出現
[00:03:03.320 --> 00:03:04.840]  上帝怎樣與人同在
[00:03:04.840 --> 00:03:06.400]  在那個時空
[00:03:06.400 --> 00:03:10.480]  祂是親自在伊甸園與人同在
[00:03:10.480 --> 00:03:12.120]  人喜歡犯罪
[00:03:12.120 --> 00:03:15.840]  但是上帝用不同的方法與人同在
[00:03:15.840 --> 00:03:18.480]  後來我們見到耶穌基督的降生
[00:03:18.480 --> 00:03:22.320]  祂將神與人的罪的鴻溝打開了
[00:03:22.320 --> 00:03:23.920]  讓我們能夠與神同在
[00:03:23.920 --> 00:03:26.120]  去經歷神的那種恩憐
[00:03:26.120 --> 00:03:27.760]  然後在《瓦爾泰福音》28章
[00:03:27.760 --> 00:03:31.240]  當耶穌被釘十字架受死
[00:03:31.240 --> 00:03:32.240]  並且復活後
[00:03:32.240 --> 00:03:34.280]  祂讓我們明白
[00:03:34.280 --> 00:03:36.040]  更深的讓我們知道
[00:03:36.040 --> 00:03:38.680]  祂要與我們同在
[00:03:38.680 --> 00:03:41.920]  這段聖經前面有挺有趣的形容
[00:03:41.920 --> 00:03:43.840]  所以今天我們看神的同在
[00:03:43.840 --> 00:03:46.400]  我們認識到我們服侍神
[00:03:46.400 --> 00:03:48.920]  我們去侍奉的時候
[00:03:48.920 --> 00:03:51.840]  神同在的應許是如何實現的
[00:03:51.840 --> 00:03:54.760]  第一樣我們要去認識和明白
[00:03:54.760 --> 00:03:56.640]  或者我們要反省的就是
[00:03:56.640 --> 00:04:01.640]  你渴望神的同在嗎?
[00:04:01.640 --> 00:04:05.160]  《瓦爾泰福音》28章前那兩字很有趣
[00:04:05.160 --> 00:04:10.920]  它說到耶穌負責和門徒相遇
[00:04:10.920 --> 00:04:15.520]  然後耶穌走過來與他們說話
[00:04:15.520 --> 00:04:17.400]  它有一個形容
[00:04:17.400 --> 00:04:24.280]  在當時仍然有人疑惑
[00:04:24.280 --> 00:04:25.640]  當耶穌走過來
[00:04:25.640 --> 00:04:28.680]  顯然仍然有人疑惑
[00:04:28.680 --> 00:04:32.640]  但主耶穌在人仍然疑惑的時空裏面
[00:04:32.640 --> 00:04:34.720]  祂再一次告訴你
[00:04:34.720 --> 00:04:37.680]  祂要與我們同在
[00:04:37.680 --> 00:04:41.360]  等於今天我們在疫情
[00:04:41.360 --> 00:04:43.560]  在很多我們不習慣的
[00:04:43.560 --> 00:04:45.400]  習慣被打亂
[00:04:45.400 --> 00:04:47.440]  看不到很多前景
[00:04:47.440 --> 00:04:49.400]  似乎有些迷糊
[00:04:49.400 --> 00:04:53.640]  不能夠把握的一些時空的時候
[00:04:53.640 --> 00:04:55.960]  在我們疑惑的時候
[00:04:55.960 --> 00:04:59.680]  不要忘記耶穌基督仍然對我們說
[00:04:59.680 --> 00:05:02.160]  你們要去
[00:05:02.160 --> 00:05:03.240]  但更重要的
[00:05:03.240 --> 00:05:04.680]  耶穌基督讓我們知道
[00:05:04.680 --> 00:05:05.720]  祂這樣說
[00:05:05.720 --> 00:05:07.480]  在這個日本我比較喜歡的
[00:05:07.480 --> 00:05:08.840]  新漢語日本這樣說
[00:05:08.840 --> 00:05:09.360]  祂說
[00:05:09.360 --> 00:05:11.640]  漢雅我時時刻刻都與你們同在
[00:05:11.640 --> 00:05:15.440]  直到這時代的終結
[00:05:15.440 --> 00:05:17.280]  哇
[00:05:17.280 --> 00:05:20.320]  在疑惑的日子
[00:05:20.320 --> 00:05:24.200]  在你看不清前途的時候
[00:05:24.200 --> 00:05:27.720]  更寶貴的就是
[00:05:27.720 --> 00:05:30.640]  在我們自覺高升
[00:05:30.640 --> 00:05:32.480]  自覺低迷的時候
[00:05:32.480 --> 00:05:36.240]  耶穌說我要時時刻刻與你同在
[00:05:36.240 --> 00:05:40.040]  你渴望神的同在嗎
[00:05:40.040 --> 00:05:43.160]  很感謝教會過去三年
[00:05:43.160 --> 00:05:44.920]  對我有很大的支持
[00:05:44.920 --> 00:05:49.520]  讓我在播道會的猜全工作裏面有份
[00:05:49.520 --> 00:05:53.960]  在不同的地方去接觸不同的人
[00:05:53.960 --> 00:05:55.920]  在不同的地方里面
[00:05:55.920 --> 00:05:58.000]  能夠將福音傳開去
[00:05:58.000 --> 00:05:59.680]  那份興奮
[00:05:59.680 --> 00:06:03.720]  那份激勵是很大
[00:06:03.720 --> 00:06:05.240]  很多時候見到
[00:06:05.240 --> 00:06:07.040]  是很不容易
[00:06:07.040 --> 00:06:09.040]  很不容易
[00:06:09.040 --> 00:06:11.400]  可能是語言的阻隔
[00:06:11.400 --> 00:06:12.720]  很不容易
[00:06:12.720 --> 00:06:14.560]  哇 這麼多人沒信耶穌
[00:06:14.560 --> 00:06:18.560]  怎麼辦
[00:06:18.560 --> 00:06:23.080]  在柬埔寨的地方有一個叫驅族
[00:06:23.080 --> 00:06:26.480]  K-U-Y這個字
[00:06:26.480 --> 00:06:29.240]  這個族羣其實
[00:06:29.240 --> 00:06:32.360]  在柬埔寨裏面是一個比較少的
[00:06:32.360 --> 00:06:33.720]  應該這麼說
[00:06:33.720 --> 00:06:35.080]  不在金邊
[00:06:35.080 --> 00:06:36.800]  柬埔寨現在很出名
[00:06:36.800 --> 00:06:39.920]  大家會去那裏旅行等等
[00:06:39.920 --> 00:06:43.080]  但是這個經歷了七十年代戰禍
[00:06:43.080 --> 00:06:45.800]  在赤柬當中很多人死
[00:06:45.800 --> 00:06:50.960]  整個割破肛門的狀況
[00:06:50.960 --> 00:06:52.200]  很多慈善的工作
[00:06:52.200 --> 00:06:54.400]  很多福音進入
[00:06:54.400 --> 00:06:55.640]  但是這個民族呢
[00:06:55.640 --> 00:06:56.960]  一直都沒有人信耶穌
[00:06:56.960 --> 00:07:00.600]  當中有一個牧師 柬埔寨牧師
[00:07:00.600 --> 00:07:02.480]  他心裏面受感動
[00:07:02.480 --> 00:07:05.080]  他說他自己有一次回教會
[00:07:05.080 --> 00:07:06.880]  在路途走過的時候
[00:07:06.880 --> 00:07:09.320]  正正在路途當中
[00:07:09.320 --> 00:07:14.080]  他遇到一兩個女人抱着一個寶寶
[00:07:14.080 --> 00:07:18.240]  那些是驅族的婦女
[00:07:18.240 --> 00:07:20.400]  他就走過去問候她們
[00:07:20.400 --> 00:07:23.360]  原來當時那個寶寶正在發燒
[00:07:23.360 --> 00:07:25.800]  他就一直不知道應該在哪裏去找
[00:07:25.800 --> 00:07:28.160]  可能那個地方不是她們居住的地方
[00:07:28.160 --> 00:07:30.320]  他想找醫生
[00:07:30.320 --> 00:07:31.440]  但是那個牧師想
[00:07:31.440 --> 00:07:34.080]  我應該也要回教會
[00:07:34.080 --> 00:07:36.760]  於是他就回了教會
[00:07:36.760 --> 00:07:38.600]  聚會之後他出來
[00:07:38.600 --> 00:07:41.560]  也再一次遇到這三個
[00:07:41.560 --> 00:07:43.480]  對不起 應該是兩個人
[00:07:43.480 --> 00:07:47.440]  和抱着一個死了的寶寶
[00:07:47.440 --> 00:07:50.200]  原來他錯失了這兩個小時
[00:07:50.200 --> 00:07:53.000]  那個寶寶離開了世界 死了
[00:07:53.000 --> 00:07:54.960]  他很難過 很傷痛
[00:07:54.960 --> 00:07:56.360]  在牧師心裏面
[00:07:56.360 --> 00:07:58.160]  他覺得
[00:07:58.160 --> 00:08:01.480]  神重重地去提醒他
[00:08:01.480 --> 00:08:04.440]  人的靈魂那種重量
[00:08:04.440 --> 00:08:06.800]  他就因爲這樣
[00:08:06.800 --> 00:08:08.720]  他在主面前決定
[00:08:08.720 --> 00:08:12.960]  自己要爲這羣驅族的人去努力
[00:08:12.960 --> 00:08:14.520]  他就在周圍找
[00:08:14.520 --> 00:08:16.400]  他們最高在哪裏
[00:08:16.400 --> 00:08:18.400]  他們生活得怎麼樣
[00:08:18.400 --> 00:08:20.440]  他們的孩子有沒有書讀
[00:08:20.440 --> 00:08:22.120]  他們的福音如何
[00:08:22.120 --> 00:08:25.200]  他們在教會怎麼樣
[00:08:25.200 --> 00:08:27.320]  感恩就是
[00:08:27.320 --> 00:08:29.120]  他這份志向
[00:08:29.120 --> 00:08:32.080]  帶來他經驗到神的同在
[00:08:32.080 --> 00:08:34.360]  他裏面很渴望能夠幫助這羣人
[00:08:34.360 --> 00:08:36.200]  也渴望神的同在
[00:08:36.200 --> 00:08:38.080]  他就是這樣去經驗
[00:08:38.080 --> 00:08:39.840]  神藉着他
[00:08:39.840 --> 00:08:43.800]  開始了這個驅族的一個方案工作
[00:08:43.800 --> 00:08:45.400]  他其實經常要去打工
[00:08:45.400 --> 00:08:46.840]  然後賺錢回來
[00:08:46.840 --> 00:08:47.920]  所以我們現在在香港
[00:08:47.920 --> 00:08:49.520]  我們爲他籌款
[00:08:49.520 --> 00:08:52.560]  並且我們派不同的牧者過去
[00:08:52.560 --> 00:08:53.880]  去幫他們
[00:08:53.880 --> 00:08:55.960]  去建立那些青年的門徒
[00:08:55.960 --> 00:08:58.560]  也同時期去幫助他們
[00:08:58.560 --> 00:09:01.800]  在安宗牧養上的不足缺乏
[00:09:01.800 --> 00:09:02.720]  這個很重要
[00:09:02.720 --> 00:09:05.400]  有機會我再和大家分享
[00:09:05.400 --> 00:09:07.240]  今天和大家分享這幅圖
[00:09:07.240 --> 00:09:10.960]  這幅圖我不知道大家覺得怎麼樣
[00:09:10.960 --> 00:09:12.960]  哇 這個圖很不錯
[00:09:12.960 --> 00:09:13.920]  不錯是因爲
[00:09:13.920 --> 00:09:14.960]  哇 什麼事
[00:09:14.960 --> 00:09:18.560]  又有瓜又有豆
[00:09:18.560 --> 00:09:19.840]  2018年拍的
[00:09:19.840 --> 00:09:25.160]  當時在差會我們去了歐洲的工廠
[00:09:25.160 --> 00:09:27.440]  其中我們留了幾天在倫敦
[00:09:27.440 --> 00:09:31.400]  其實倫敦是我們當時很年輕的時候
[00:09:31.400 --> 00:09:33.960]  在倫敦侍奉的一段時間
[00:09:33.960 --> 00:09:39.200]  我再去探訪當時我們一起服侍的教會領袖
[00:09:39.200 --> 00:09:44.440]  那位長輩 其實他比我們大一大截
[00:09:44.440 --> 00:09:47.240]  他當時也是一位教會的長老
[00:09:47.240 --> 00:09:50.960]  我們只是一個初出茅廬青年的傳道人
[00:09:50.960 --> 00:09:54.160]  什麼都不懂 剛結婚
[00:09:54.160 --> 00:09:57.120]  他很愛我們 在過去的日子
[00:09:57.120 --> 00:10:00.240]  但這二十多年他同樣仍然很愛我們
[00:10:00.240 --> 00:10:03.200]  每次回到香港他都會和我們相處
[00:10:03.200 --> 00:10:04.680]  所以當時我們在倫敦
[00:10:04.680 --> 00:10:06.080]  去到有幾天的工作
[00:10:06.080 --> 00:10:09.360]  我們就住在他當中
[00:10:09.360 --> 00:10:13.080]  他以前是做一個
[00:10:13.080 --> 00:10:14.160]  我不知道大家知不知道
[00:10:14.160 --> 00:10:17.360]  中國人多數去到歐洲都是做什麼
[00:10:17.360 --> 00:10:18.680]  餐館 是不是
[00:10:18.680 --> 00:10:20.120]  不知道大家覺得
[00:10:20.120 --> 00:10:23.360]  英國有什麼好喫的
[00:10:23.360 --> 00:10:25.760]  不知道 再坐
[00:10:25.760 --> 00:10:27.680]  警察隊說不知道 不知道你知不知道
[00:10:27.680 --> 00:10:29.600]  或者你現在在喫 是不是
[00:10:29.600 --> 00:10:33.480]  我自己覺得當年 或者現在也是
[00:10:33.480 --> 00:10:36.040]  英國有些東西不是很變的
[00:10:36.040 --> 00:10:40.840]  我覺得比較好喫 最好喫的就是Fish and Chips
[00:10:40.840 --> 00:10:46.480]  這位陳長老開了一間Fish and Chips的店鋪
[00:10:46.480 --> 00:10:49.440]  他令到我從此之後就覺得
[00:10:49.440 --> 00:10:52.640]  英國唯有最好喫的第一樣東西就是Fish and Chips
[00:10:52.640 --> 00:10:54.640]  第二樣東西都是Fish and Chips
[00:10:54.640 --> 00:10:59.840]  第三樣東西是Fish and Chips
[00:10:59.840 --> 00:11:01.480]  正啊
[00:11:01.480 --> 00:11:02.560]  但是他現在沒有開了
[00:11:02.560 --> 00:11:04.080]  因爲他老了
[00:11:04.080 --> 00:11:07.240]  他退休 他就將他那間前鋪後居賣給了別人
[00:11:07.240 --> 00:11:09.880]  然後自己再買了一間小的房子
[00:11:09.880 --> 00:11:12.720]  小的房子就沒有了他以前種的花園
[00:11:12.720 --> 00:11:16.360]  你知道我們中國人去到就很恨喫唐人東西
[00:11:16.360 --> 00:11:20.360]  我還記得我當年菜心是這麼長
[00:11:20.360 --> 00:11:23.880]  你說哇 菜心這麼長 是不是很好的種品種
[00:11:23.880 --> 00:11:24.920]  我心裏告訴你
[00:11:24.920 --> 00:11:28.840]  只不過是他們想養到它盡
[00:11:28.840 --> 00:11:31.360]  讓它賣起來更加重
[00:11:31.360 --> 00:11:32.720]  而我每次看着菜心
[00:11:32.720 --> 00:11:34.720]  我都很想念香港
[00:11:34.720 --> 00:11:37.440]  因爲香港的菜心現在更誇張
[00:11:37.440 --> 00:11:41.880]  還要整理得很漂亮
[00:11:41.880 --> 00:11:44.840]  然後他說你回去不用再剝了
[00:11:44.840 --> 00:11:47.040]  但是當時我要買這麼長的菜心
[00:11:47.040 --> 00:11:48.680]  又重又貴
[00:11:48.680 --> 00:11:52.320]  重是因爲你要給多點錢
[00:11:52.320 --> 00:11:54.600]  但是回去其實你要剝很多層
[00:11:54.600 --> 00:11:59.840]  才能喫到裏面真正的菜心
[00:11:59.840 --> 00:12:02.040]  而這個菜心
[00:12:02.040 --> 00:12:09.000]  當時中國人很喜歡自己種東西
[00:12:09.000 --> 00:12:11.800]  這幅圖畫裏面就是
[00:12:11.800 --> 00:12:16.400]  陳長老沒有了自己的後院
[00:12:16.400 --> 00:12:18.680]  他出去租了一塊地
[00:12:18.680 --> 00:12:22.640]  其實這塊地差不多跟我們的摩頓臺
[00:12:22.640 --> 00:12:27.080]  我覺得有四分之一的大小
[00:12:27.080 --> 00:12:30.920]  而他要用的價錢 大家猜猜
[00:12:30.920 --> 00:12:37.680]  他用了四十英鎊一年的租用
[00:12:37.680 --> 00:12:39.600]  哇 划算不划算
[00:12:39.600 --> 00:12:43.240]  400港幣就租了一大塊地
[00:12:43.240 --> 00:12:45.960]  他可以去種東西
[00:12:45.960 --> 00:12:48.480]  所以裏面有很多東西可以喫
[00:12:48.480 --> 00:12:50.240]  說起來也流口水
[00:12:50.240 --> 00:12:52.680]  大家知不知道一條條這幅圖畫裏面
[00:12:52.680 --> 00:12:55.000]  大家看看
[00:12:55.000 --> 00:12:58.200]  一枝白白的
[00:12:58.200 --> 00:13:00.560]  花頭是不是很漂亮
[00:13:00.560 --> 00:13:03.160]  你猜是什麼
[00:13:03.160 --> 00:13:05.680]  有沒有人知道
[00:13:05.680 --> 00:13:08.080]  生活過在外國的不知道你有沒有種過
[00:13:08.080 --> 00:13:13.080]  這個是中國人煮菜必備的蒜頭
[00:13:13.080 --> 00:13:14.560]  但蒜頭不在上面
[00:13:14.560 --> 00:13:17.480]  蒜頭在根下面
[00:13:17.480 --> 00:13:20.600]  當時我就問 哇 什麼來的 這麼有趣
[00:13:20.600 --> 00:13:24.360]  他就拿出來給我看
[00:13:24.360 --> 00:13:26.440]  是蒜頭來的
[00:13:26.440 --> 00:13:28.520]  於是我們那晚就有新鮮的蒜頭
[00:13:28.520 --> 00:13:29.640]  其實那晚不止新鮮的蒜頭
[00:13:29.640 --> 00:13:30.880]  我們還有豆
[00:13:30.880 --> 00:13:32.400]  還看到有一個魚翅瓜
[00:13:32.400 --> 00:13:33.280]  不過那天不是很熟
[00:13:33.280 --> 00:13:35.160]  所以我們也不想弄
[00:13:35.160 --> 00:13:37.120]  又有那幾餐
[00:13:37.120 --> 00:13:37.960]  我天天都喫
[00:13:37.960 --> 00:13:39.200]  是有機的
[00:13:39.200 --> 00:13:42.560]  是不是很羨慕我呢
[00:13:42.560 --> 00:13:45.280]  那裏還有一棵樹
[00:13:45.280 --> 00:13:47.800]  大家知不知道杞子養生是必備的
[00:13:47.800 --> 00:13:53.080]  原來杞子樹是一個矮樹
[00:13:53.080 --> 00:13:55.400]  它剛剛收割完
[00:13:55.400 --> 00:13:57.080]  我就覺得有點可惜
[00:13:57.080 --> 00:13:59.320]  但我就看着看着
[00:13:59.320 --> 00:14:00.760]  然後他告訴我
[00:14:00.760 --> 00:14:05.040]  我自己發現還有一粒杞子在這裏
[00:14:05.040 --> 00:14:06.600]  我就一路看着杞子
[00:14:06.600 --> 00:14:07.960]  我就問長老
[00:14:07.960 --> 00:14:09.360]  長老 可以喫嗎
[00:14:09.360 --> 00:14:11.760]  他說 可以
[00:14:11.760 --> 00:14:15.360]  我就撕下來看着它很珍貴
[00:14:15.360 --> 00:14:18.760]  因爲整棵樹只有一粒
[00:14:18.760 --> 00:14:20.600]  它收割剩下的
[00:14:20.600 --> 00:14:22.040]  我一路喫一路想
[00:14:22.040 --> 00:14:24.960]  杞子明目 杞子明目 杞子明目
[00:14:24.960 --> 00:14:25.680]  接着我想想
[00:14:25.680 --> 00:14:29.720]  我喫的日子眼睛明亮了
[00:14:29.720 --> 00:14:35.040]  喫完覺得自己真的好像特別醒目
[00:14:35.040 --> 00:14:37.120]  我一路到處看着
[00:14:37.120 --> 00:14:38.800]  跟它蒐集一下
[00:14:38.800 --> 00:14:40.720]  然後看到旁邊有一棵
[00:14:40.720 --> 00:14:44.440]  另一個白地
[00:14:44.440 --> 00:14:45.720]  有一棵蘋果樹
[00:14:45.720 --> 00:14:47.640]  大家看到這棵蘋果樹嗎
[00:14:47.640 --> 00:14:50.440]  在村頭旁邊的那一棵
[00:14:50.440 --> 00:14:53.040]  比較小的 不好意思
[00:14:53.040 --> 00:14:56.720]  起碼你看到紅色一點點在地上
[00:14:56.720 --> 00:14:57.400]  我就想
[00:14:57.400 --> 00:14:59.080]  哇 蘋果這麼浪費
[00:14:59.080 --> 00:15:01.400]  全部在地上 不要浪費了
[00:15:01.400 --> 00:15:03.640]  我問長老 這個是誰
[00:15:03.640 --> 00:15:05.160]  他說 這個人呢
[00:15:05.160 --> 00:15:06.080]  也不來的
[00:15:06.080 --> 00:15:08.280]  我說 地上那麼多蘋果
[00:15:08.280 --> 00:15:10.520]  是不是可以撿來喫
[00:15:10.520 --> 00:15:11.800]  他說 千萬不要喫
[00:15:11.800 --> 00:15:16.560]  你喫的日子必定死
[00:15:16.560 --> 00:15:19.200]  我想 哇 這麼嚴重 爲什麼
[00:15:19.200 --> 00:15:22.280]  他說 這個人本來很有心機種
[00:15:22.280 --> 00:15:23.480]  但不知爲什麼
[00:15:23.480 --> 00:15:25.200]  他失去了那個興趣
[00:15:25.200 --> 00:15:27.760]  他對這個田地沒有了期望
[00:15:27.760 --> 00:15:29.200]  然後他沒有再理它
[00:15:29.200 --> 00:15:31.000]  所以蘋果是充滿蟲的
[00:15:31.000 --> 00:15:36.440]  你不要喫 喫的日子必定死
[00:15:36.440 --> 00:15:40.720]  我就在這個經驗裏面
[00:15:40.720 --> 00:15:42.520]  陳長老他種得很好
[00:15:42.520 --> 00:15:44.760]  他整塊地好好去管理
[00:15:44.760 --> 00:15:47.160]  搭了棚
[00:15:47.160 --> 00:15:48.600]  連西人都贊他
[00:15:48.600 --> 00:15:49.760]  哇 你的手工好好
[00:15:49.760 --> 00:15:50.760]  其實他真的很厲害
[00:15:50.760 --> 00:15:52.520]  以前我們在這裏侍奉的時候
[00:15:52.520 --> 00:15:55.520]  我們家裏所有的東西都是他幫我們
[00:15:55.520 --> 00:15:57.080]  但在這個時空
[00:15:57.080 --> 00:16:00.000]  我突然發現了一件事
[00:16:00.000 --> 00:16:01.520]  原來神的恩典
[00:16:01.520 --> 00:16:06.200]  或者上帝給我們各種的美麻好處
[00:16:06.200 --> 00:16:12.680]  是關乎我們內心世界的那種渴望
[00:16:12.680 --> 00:16:14.960]  真的 哇 你們要去使萬民壯門
[00:16:14.960 --> 00:16:16.520]  圖奉父子聖靈的民族
[00:16:16.520 --> 00:16:18.600]  他們施聖 我就常與你們同在
[00:16:18.600 --> 00:16:20.120]  是時時刻刻的同在
[00:16:20.120 --> 00:16:25.240]  但是 你有沒有這份渴望
[00:16:25.240 --> 00:16:29.800]  你有沒有對上帝給你的恩典和應許渴望
[00:16:29.800 --> 00:16:31.240]  好像陳長老看着他的地
[00:16:31.240 --> 00:16:34.480]  他就銳意去建設
[00:16:34.480 --> 00:16:36.880]  還是好像那個人
[00:16:36.880 --> 00:16:41.360]  他就荒廢了那個田地和生命呢
[00:16:41.360 --> 00:16:44.800]  第二方面 我們要看
[00:16:44.800 --> 00:16:48.720]  我們要去刻意地生活
[00:16:48.720 --> 00:16:49.640]  關乎神的同在
[00:16:49.640 --> 00:16:51.040]  我們要學習一件事
[00:16:51.040 --> 00:16:53.600]  我們要銳意地生活
[00:16:53.600 --> 00:16:54.880]  有一個管理學大師
[00:16:54.880 --> 00:16:58.080]  其實他是一位非常好的基督徒
[00:16:58.080 --> 00:17:00.840]  叫做John Maxwell
[00:17:00.840 --> 00:17:02.320]  日漢密斯威爾
[00:17:02.320 --> 00:17:04.600]  我想很多人都聽過他的講座
[00:17:04.600 --> 00:17:06.320]  因爲按照統計
[00:17:06.320 --> 00:17:10.320]  他在全球講座的地方
[00:17:10.320 --> 00:17:12.160]  差不多有接近600萬人
[00:17:12.160 --> 00:17:13.960]  其實應該不止
[00:17:13.960 --> 00:17:16.320]  他去過一些發展中國家
[00:17:16.320 --> 00:17:18.320]  一些沒有管理
[00:17:18.320 --> 00:17:21.280]  對領袖什麼都不知道的公司地方
[00:17:21.280 --> 00:17:23.600]  但是他感動人 改變人
[00:17:23.600 --> 00:17:25.760]  但是他永遠每一次的講座裏面
[00:17:25.760 --> 00:17:28.480]  他都會將人帶回神的面前
[00:17:28.480 --> 00:17:31.760]  這本書叫做《刻意地生活》
[00:17:31.760 --> 00:17:34.280]  他說一條路你會覺得
[00:17:34.280 --> 00:17:35.520]  你生活是什麼樣子
[00:17:35.520 --> 00:17:38.600]  他說人很多時候不選擇生命
[00:17:38.600 --> 00:17:40.200]  不選擇生活
[00:17:40.200 --> 00:17:41.200]  所以就會一路落
[00:17:41.200 --> 00:17:43.560]  他說每個人都有一個想波夢
[00:17:43.560 --> 00:17:44.520]  什麼意思呀
[00:17:44.520 --> 00:17:45.680]  他說每個人
[00:17:45.680 --> 00:17:47.760]  銳意刻意去生活
[00:17:47.760 --> 00:17:50.200]  去做好他們自己的工作
[00:17:50.200 --> 00:17:53.800]  那件事就會向上的
[00:17:53.800 --> 00:17:56.800]  他多次形容是必然的事
[00:17:56.800 --> 00:17:59.720]  你銳意努力
[00:17:59.720 --> 00:18:02.040]  那件事就會變成向上
[00:18:02.040 --> 00:18:04.040]  每個人都想自己好
