
[00:00:00.000 --> 00:00:07.000]  不知今日惡劣的環境會否打擊你對主的信心
[00:05:26.000 --> 00:05:30.000]  為什麼施洗約翰會有這樣的問題呢?
[00:05:30.000 --> 00:05:33.000]  我們不妨回到舊約的聖經裡
[00:05:33.000 --> 00:05:38.000]  因為除了約翰可能從臣直接領受
[00:05:38.000 --> 00:05:40.000]  其實他對尼塞瓦的認識
[00:05:40.000 --> 00:05:43.000]  同樣也要回到舊約的經文裡
[00:05:43.000 --> 00:05:47.000]  在《以塞瓦書》第61章一節到二節
[00:05:47.000 --> 00:05:49.000]  我highlight了紅色的字
[00:05:49.000 --> 00:05:51.000]  讀給大家聽
[00:05:51.000 --> 00:05:54.000]  叫我報好信息給貧窮的人
[00:05:54.000 --> 00:05:56.000]  差遣我醫好傷心的人
[00:05:56.000 --> 00:05:58.000]  報告被擄得釋放
[00:05:58.000 --> 00:06:01.000]  被捆綁得自由
[00:06:01.000 --> 00:06:03.000]  宣告耶和華的恩憐
[00:06:03.000 --> 00:06:06.000]  和我們的神報仇的日子
[00:06:06.000 --> 00:06:09.000]  安慰所有被愛的人
[00:06:09.000 --> 00:06:12.000]  這是其中一段在舊約《以塞瓦書》裡
[00:06:12.000 --> 00:06:15.000]  預言尼塞瓦是怎樣的呢?
[00:06:15.000 --> 00:06:18.000]  他的工作是做什麼的呢?
[00:06:18.000 --> 00:06:22.000]  原來是安慰人 醫治人
[00:06:22.000 --> 00:06:26.000]  甚至把被擄的釋放
[00:06:26.000 --> 00:06:29.000]  被捆綁的得到自由
[00:06:29.000 --> 00:06:32.000]  甚至是神報仇的日子
[00:06:32.000 --> 00:06:35.000]  即是說神的子民可能被迫害
[00:06:35.000 --> 00:06:38.000]  神就為神的子民伸冤
[00:06:38.000 --> 00:06:43.000]  所以在舊約裡尼塞瓦的信息
[00:06:43.000 --> 00:06:46.000]  原來一方面有憐憫人
[00:06:46.000 --> 00:06:51.000]  另一方面也有拯救和審判的信息
[00:06:51.000 --> 00:06:55.000]  還有就是當施舍約翰出生
[00:06:55.000 --> 00:06:58.000]  他的父親撒加利亞一位先知
[00:06:58.000 --> 00:07:02.000]  也作過一首讚美神的詩歌詩篇
[00:07:02.000 --> 00:07:07.000]  裡面由《路加福音》第一章67至75節
[00:07:07.000 --> 00:07:09.000]  在71節提到
[00:07:09.000 --> 00:07:11.000]  他拯救我們脫離受敵
[00:07:11.000 --> 00:07:14.000]  脫離一切恨我們之人的手
[00:07:14.000 --> 00:07:16.000]  74到75節
[00:07:16.000 --> 00:07:19.000]  叫我們既從受敵的手中被救出來
[00:07:19.000 --> 00:07:21.000]  就可以終身在他面前
[00:07:21.000 --> 00:07:26.000]  無所懼怕的用聖潔和公義去侍奉他
[00:07:26.000 --> 00:07:30.000]  即是說在施舍約翰的理解裡
[00:07:30.000 --> 00:07:34.000]  他知道現今他們所面對的處境
[00:07:34.000 --> 00:07:36.000]  羅馬帝國
[00:07:36.000 --> 00:07:39.000]  羅馬人是以色列人的敵人
[00:07:39.000 --> 00:07:41.000]  侵佔了以色列
[00:07:41.000 --> 00:07:44.000]  其實很多當代的人一定會期望
[00:07:44.000 --> 00:07:48.000]  這位尼塞亞來復興以色列國
[00:07:48.000 --> 00:07:51.000]  將他們從受敵裡救出來
[00:07:51.000 --> 00:07:56.000]  所以在施舍約翰裡面
[00:07:56.000 --> 00:08:03.000]  他會一直期待這位尼塞亞來拯救
[00:08:03.000 --> 00:08:07.000]  但是當聽到耶穌的工作和服侍
[00:08:07.000 --> 00:08:09.000]  沒錯 祂是有憐憫人
[00:08:09.000 --> 00:08:15.000]  但好像還沒見到有任何拯救審判的行動
[00:08:15.000 --> 00:08:18.000]  在聖經第五章也記載
[00:08:18.000 --> 00:08:20.000]  很多人去找耶穌
[00:08:20.000 --> 00:08:22.000]  要聽祂的講道
[00:08:22.000 --> 00:08:27.000]  但也記載耶穌卻到抗耶去禱告
[00:08:27.000 --> 00:08:31.000]  即是說耶穌好像沒有把握機會
[00:08:31.000 --> 00:08:34.000]  來召集動員百姓
[00:08:34.000 --> 00:08:37.000]  推翻當時羅馬的政權
[00:08:37.000 --> 00:08:40.000]  當施舍約翰被囚禁在監獄裡的時候
[00:08:40.000 --> 00:08:43.000]  他可能會覺得前路不明
[00:08:43.000 --> 00:08:45.000]  生命可能有危險
[00:08:45.000 --> 00:08:47.000]  可能心灰意冷
[00:08:47.000 --> 00:08:49.000]  可能會有沮喪
[00:08:49.000 --> 00:08:51.000]  甚至對主有失望
[00:08:51.000 --> 00:08:54.000]  信心開始動搖
[00:08:54.000 --> 00:08:56.000]  以上可能都是一些原因
[00:08:56.000 --> 00:08:59.000]  令施舍約翰對主有懷疑
[00:08:59.000 --> 00:09:01.000]  但很重要的是
[00:09:01.000 --> 00:09:03.000]  今天的訊息是想知道
[00:09:03.000 --> 00:09:05.000]  如何走出這個疑惑呢?
[00:09:05.000 --> 00:09:07.000]  第一步我們看到
[00:09:07.000 --> 00:09:11.000]  原來我們要向主發問
[00:09:11.000 --> 00:09:15.000]  在《路加福音》第七章十八至十九節裡
[00:09:15.000 --> 00:09:17.000]  提到施舍約翰
[00:09:17.000 --> 00:09:19.000]  猜他的門徒到主那裡去
[00:09:19.000 --> 00:09:22.000]  說:將要來的那位就是你嗎?
[00:09:22.000 --> 00:09:26.000]  還是我們要等候別人呢?
[00:09:26.000 --> 00:09:28.000]  解鈴還須繫鈴人
[00:09:28.000 --> 00:09:32.000]  既然對主耶穌有疑惑有疑問
[00:09:32.000 --> 00:09:35.000]  就將這個問題帶到主面前
[00:09:35.000 --> 00:09:36.000]  去問祂
[00:09:36.000 --> 00:09:38.000]  尋求祂的答案
[00:09:38.000 --> 00:09:41.000]  當門徒被差遣的時候去問
[00:09:41.000 --> 00:09:45.000]  相信可能門徒在心裡也有疑惑
[00:09:45.000 --> 00:09:47.000]  或者會有震驚
[00:09:47.000 --> 00:09:48.000]  問耶穌
[00:09:48.000 --> 00:09:51.000]  但我們看到耶穌沒有避開問題
[00:09:51.000 --> 00:09:54.000]  耶穌也沒有責備他們
[00:09:54.000 --> 00:09:57.000]  我們看到耶穌也在眾人面前
[00:09:57.000 --> 00:10:01.000]  肯定施舍約翰在過去的侍奉
[00:10:01.000 --> 00:10:04.000]  過去我們弟兄姊妹
[00:10:04.000 --> 00:10:05.000]  不知道大家有沒有經歷
[00:10:05.000 --> 00:10:08.000]  當我們有信仰上的問題的時候
[00:10:08.000 --> 00:10:10.000]  我們很自然地會怎樣做呢?
[00:10:10.000 --> 00:10:12.000]  我們會問我們的導師
[00:10:12.000 --> 00:10:14.000]  我們問傳道同工
[00:10:14.000 --> 00:10:16.000]  問我們的牧者
[00:10:16.000 --> 00:10:18.000]  這個做法是很正確的
[00:10:18.000 --> 00:10:20.000]  但是弟兄姊妹
[00:10:20.000 --> 00:10:22.000]  讓我們不要忘記
[00:10:22.000 --> 00:10:24.000]  也不要失落了一個途徑
[00:10:24.000 --> 00:10:26.000]  就是我們每一個人
[00:10:26.000 --> 00:10:29.000]  其實都可以將我們的問題
[00:10:29.000 --> 00:10:32.000]  帶到主的庚前去問祂
[00:10:32.000 --> 00:10:35.000]  因為耶穌是很願意
[00:10:35.000 --> 00:10:39.000]  和我們建立個人的關係
[00:10:39.000 --> 00:10:42.000]  耶穌基督在馬太福音第七章八節裡
[00:10:42.000 --> 00:10:44.000]  曾經有這樣的應許
[00:10:44.000 --> 00:10:45.000]  祂說
[00:10:45.000 --> 00:10:48.000]  「因為凡祈求的就得著
[00:10:48.000 --> 00:10:50.000]  尋找的就尋見
[00:10:50.000 --> 00:10:54.000]  叩門的就給他們開門」
[00:10:54.000 --> 00:10:55.000]  弟兄姊妹
[00:10:55.000 --> 00:10:58.000]  這是耶穌給我們的應許
[00:10:58.000 --> 00:11:04.000]  只要我們願意誠心地去尋求主
[00:11:04.000 --> 00:11:06.000]  去認識祂
[00:11:06.000 --> 00:11:09.000]  將問題帶到祂面前
[00:11:09.000 --> 00:11:13.000]  主耶穌的應許會為我們開門
[00:11:13.000 --> 00:11:16.000]  所以今天我不知道在座當中
[00:11:16.000 --> 00:11:18.000]  有沒有一些新朋友
[00:11:18.000 --> 00:11:20.000]  或者有一些來賓
[00:11:20.000 --> 00:11:21.000]  你還沒有認識主
[00:11:21.000 --> 00:11:23.000]  但是你願意回來教會
[00:11:23.000 --> 00:11:27.000]  你願意尋求認識這位耶穌
[00:11:27.000 --> 00:11:29.000]  我很欣賞你
[00:11:29.000 --> 00:11:32.000]  更加我很想去鼓勵你
[00:11:32.000 --> 00:11:33.000]  挑戰你
[00:11:33.000 --> 00:11:37.000]  你可以心底裡向耶穌禱告
[00:11:37.000 --> 00:11:38.000]  耶穌啊
[00:11:38.000 --> 00:11:40.000]  可能我的家人
[00:11:40.000 --> 00:11:43.000]  或者我有一些朋友認識你
[00:11:43.000 --> 00:11:45.000]  說你是真神
[00:11:45.000 --> 00:11:47.000]  求你幫助我
[00:11:47.000 --> 00:11:49.000]  讓我也可以去感受你
[00:11:49.000 --> 00:11:51.000]  去認識你的愛
[00:11:51.000 --> 00:11:53.000]  我鼓勵你
[00:11:53.000 --> 00:11:54.000]  其實是很科學的
[00:11:54.000 --> 00:11:57.000]  因為有時候我們別人的經歷
[00:11:57.000 --> 00:11:59.000]  我們會覺得很主觀
[00:11:59.000 --> 00:12:01.000]  但是當你內心裡面
[00:12:01.000 --> 00:12:05.000]  你願意向神發出誠懇的禱告的時候
[00:12:05.000 --> 00:12:10.000]  我深信神會在你心裡面去工作
[00:12:10.000 --> 00:12:11.000]  另一方面
[00:12:11.000 --> 00:12:13.000]  透過這件事我們看到
[00:12:13.000 --> 00:12:15.000]  無論是神的僕人
[00:12:15.000 --> 00:12:17.000]  無論是一個師父、徒弟
[00:12:17.000 --> 00:12:20.000]  其實我們都會有信仰上的疑惑
[00:12:20.000 --> 00:12:25.000]  我們都可以將這個問題帶到神的面前
[00:12:25.000 --> 00:12:27.000]  弟兄姊妹
[00:12:27.000 --> 00:12:29.000]  其實在過去
[00:12:29.000 --> 00:12:34.000]  我們都在香港經歷了一些很不容易的事情
[00:12:34.000 --> 00:12:36.000]  我們都會感到很困惑
[00:12:36.000 --> 00:12:37.000]  很疑惑
[00:12:37.000 --> 00:12:39.000]  不知道為什麼
[00:12:39.000 --> 00:12:41.000]  加上這個疫情
[00:12:41.000 --> 00:12:44.000]  求主幫助我們
[00:12:44.000 --> 00:12:47.000]  不知道大家會不會接受到
[00:12:47.000 --> 00:12:49.000]  就算是我們傳道人
[00:12:49.000 --> 00:12:51.000]  我們童工、導師
[00:12:51.000 --> 00:12:53.000]  其實我們都好像若翰一樣
[00:12:53.000 --> 00:12:54.000]  我們都是人
[00:12:54.000 --> 00:12:56.000]  我們都有限制
[00:12:56.000 --> 00:13:00.000]  不會因為我們從神領受了一個侍奉的即時
[00:13:00.000 --> 00:13:03.000]  就等於我們是完全100%
[00:13:03.000 --> 00:13:05.000]  完全了解神的作為
[00:13:05.000 --> 00:13:07.000]  神的旨意
[00:13:07.000 --> 00:13:11.000]  求主讓我們一同謙卑在神的面前
[00:13:11.000 --> 00:13:14.000]  我們去承認我們的智慧有限
[00:13:14.000 --> 00:13:16.000]  我們的能力有限
[00:13:16.000 --> 00:13:19.000]  我們不明白神的真理
[00:13:19.000 --> 00:13:21.000]  我們一起去尋求主
[00:13:21.000 --> 00:13:24.000]  等候主給我們的回應
[00:13:24.000 --> 00:13:26.000]  剛才我們提到
[00:13:26.000 --> 00:13:28.000]  當我們願意去叩門的時候
[00:13:28.000 --> 00:13:30.000]  神為我們開門
[00:13:30.000 --> 00:13:32.000]  但當真的去敲一道門的時候
[00:13:32.000 --> 00:13:33.000]  敲了門
[00:13:33.000 --> 00:13:38.000]  第二步大家會做什麼呢?
[00:13:38.000 --> 00:13:39.000]  還沒有做什麼
[00:13:39.000 --> 00:13:40.000]  要等
[00:13:40.000 --> 00:13:42.000]  所以第二點和大家分享的是
[00:13:42.000 --> 00:13:44.000]  我們要等候主
[00:13:44.000 --> 00:13:47.000]  和等候祂的工作
[00:13:47.000 --> 00:13:49.000]  施洗若翰去問
[00:13:49.000 --> 00:13:51.000]  將要來的那位是不是你呢?
[00:13:51.000 --> 00:13:55.000]  還是我們要等候其他人呢?
[00:13:55.000 --> 00:13:59.000]  其實施洗若翰是等對了對象
[00:13:59.000 --> 00:14:01.000]  他等耶穌
[00:14:01.000 --> 00:14:05.000]  但是在他等候的心態上需要調教
[00:14:05.000 --> 00:14:07.000]  原來關鍵的問題在於
[00:14:07.000 --> 00:14:10.000]  當這位耶穌來到的時候
[00:14:10.000 --> 00:14:14.000]  我們一般當代人的期望有落差的時候
[00:14:14.000 --> 00:14:20.000]  原來這個人的尼塞亞身份就會被否定
[00:14:20.000 --> 00:14:21.000]  其實在現今的生活裏面
[00:14:21.000 --> 00:14:24.000]  這種看法和觀點其實都很正常
[00:14:24.000 --> 00:14:27.000]  當我們去看一個人的時候
[00:14:27.000 --> 00:14:29.000]  我們會看他所做出來的事
[00:14:29.000 --> 00:14:31.000]  他的工作和表現
[00:14:31.000 --> 00:14:35.000]  來對應他的身份是否吻合
[00:14:35.000 --> 00:14:40.000]  但是原來這樣的角度調轉
[00:14:40.000 --> 00:14:41.000]  對神
[00:14:41.000 --> 00:14:42.000]  對耶穌來說
[00:14:42.000 --> 00:14:44.000]  原來未必合用
[00:14:44.000 --> 00:14:45.000]  為什麼呢?
[00:14:45.000 --> 00:14:48.000]  因為神是創造者
[00:14:48.000 --> 00:14:50.000]  我們就是被造物
[00:14:50.000 --> 00:14:53.000]  我們是被造的人
[00:14:53.000 --> 00:14:56.000]  我們需要在神面前謙卑苦服
[00:14:56.000 --> 00:14:59.000]  去承認我們的有限
[00:14:59.000 --> 00:15:00.000]  所以求著幫助
[00:15:00.000 --> 00:15:02.000]  我們不但等候基督
[00:15:02.000 --> 00:15:04.000]  等候祂作供
[00:15:04.000 --> 00:15:08.000]  也等候主工作有祂的時間
[00:15:08.000 --> 00:15:10.000]  和有祂的方法
[00:15:10.000 --> 00:15:12.000]  有祂的方式
[00:15:12.000 --> 00:15:16.000]  我們明白等候的功課其實很不容易
[00:15:16.000 --> 00:15:18.000]  以色列人出埃及
[00:15:18.000 --> 00:15:20.000]  我們很快就會記起
[00:15:20.000 --> 00:15:24.000]  誰帶他們出埃及?
[00:15:24.000 --> 00:15:26.000]  摩西
[00:15:26.000 --> 00:15:28.000]  但是大家記不記得
[00:15:28.000 --> 00:15:31.000]  其實當以色列人留在埃及地的時候
[00:15:31.000 --> 00:15:34.000]  是有多長時間呢?
[00:15:34.000 --> 00:15:37.000]  原來已經有四百三十年
[00:15:37.000 --> 00:15:40.000]  約這麼長的時間
[00:15:40.000 --> 00:15:41.000]  即是說
[00:15:41.000 --> 00:15:43.000]  其實有很多代的人
[00:15:43.000 --> 00:15:46.000]  他們都是在埃及地被奴役
[00:15:46.000 --> 00:15:47.000]  他們做奴隸
[00:15:47.000 --> 00:15:49.000]  在困苦的裏面
[00:15:49.000 --> 00:15:50.000]  他們一直等
[00:15:50.000 --> 00:15:52.000]  但是等了很久
[00:15:52.000 --> 00:15:56.000]  原來摩西還沒有出現
[00:15:56.000 --> 00:15:58.000]  當我們說等不到
[00:15:58.000 --> 00:16:01.000]  我們自己去出手會怎樣呢?
[00:16:01.000 --> 00:16:05.000]  我們發覺在《撒姆爾記》第十三章裏
[00:16:05.000 --> 00:16:07.000]  提醒我們有一個事蹟
[00:16:07.000 --> 00:16:10.000]  就是以色列的第一個皇帝
[00:16:10.000 --> 00:16:12.000]  當時神命令他
[00:16:12.000 --> 00:16:14.000]  要等七天的時間
[00:16:14.000 --> 00:16:18.000]  才有機會有一個戰事
[00:16:18.000 --> 00:16:20.000]  但是他等不及
[00:16:20.000 --> 00:16:24.000]  因為撒姆爾遲遲都覺得他還沒有到
[00:16:24.000 --> 00:16:29.000]  於是蘇羅獻了梵濟
[00:16:29.000 --> 00:16:32.000]  獻梵濟是神所吩咐的
[00:16:32.000 --> 00:16:34.000]  是應該的
[00:16:34.000 --> 00:16:37.000]  但是不是蘇羅去做
[00:16:37.000 --> 00:16:39.000]  應該是祭司去做
[00:16:39.000 --> 00:16:41.000]  但蘇羅的解釋是
[00:16:41.000 --> 00:16:43.000]  撒姆爾遲遲都還沒有到
[00:16:43.000 --> 00:16:47.000]  然後開始百姓離去而去
[00:16:47.000 --> 00:16:50.000]  於是蘇羅看了人的情面
[00:16:50.000 --> 00:16:53.000]  他疏忽了尋求神的心意
[00:16:53.000 --> 00:17:01.000]  結果被神不滿和刑罰
[00:17:01.000 --> 00:17:04.000]  所以弟兄姊妹求主幫助我們
[00:17:04.000 --> 00:17:06.000]  不容易的功課
[00:17:06.000 --> 00:17:09.000]  但是都讓我們學習去等候
[00:17:09.000 --> 00:17:10.000]  我會覺得
[00:17:10.000 --> 00:17:12.000]  其實今天我們等候
[00:17:12.000 --> 00:17:15.000]  通常都可以有兩種心態
[00:17:15.000 --> 00:17:17.000]  我們有一種僕人式的等候
[00:17:17.000 --> 00:17:22.000]  也有用家或者消費者式的等候
[00:17:22.000 --> 00:17:25.000]  什麼叫做僕人式的等候呢?
[00:17:25.000 --> 00:17:27.000]  我想到一個生活的例子
[00:17:27.000 --> 00:17:30.000]  就是我媽媽八十多歲了
[00:17:30.000 --> 00:17:33.000]  八十多歲就兩塊錢坐巴士
[00:17:33.000 --> 00:17:35.000]  到處都可以去
[00:17:35.000 --> 00:17:36.000]  於是她很喜歡
[00:17:36.000 --> 00:17:37.000]  我們住在大埔
[00:17:37.000 --> 00:17:39.000]  她很多時候從大埔坐巴士
[00:17:39.000 --> 00:17:43.000]  到旺角街市去買水果
[00:17:43.000 --> 00:17:45.000]  我們都經常跟她說
[00:17:45.000 --> 00:17:46.000]  不要啦 很重的
[00:17:46.000 --> 00:17:48.000]  她又買很多
[00:17:48.000 --> 00:17:51.000]  可能她以前工作在旺角那邊
[00:17:51.000 --> 00:17:53.000]  一個習慣
[00:17:53.000 --> 00:17:54.000]  很重的
[00:17:54.000 --> 00:17:56.000]  她說不要緊
[00:17:56.000 --> 00:17:58.000]  我每次坐巴士回來的時候
[00:17:58.000 --> 00:18:01.000]  到處都會叫工人姐姐
[00:18:01.000 --> 00:18:03.000]  我姐姐的工人姐姐
[00:18:03.000 --> 00:18:07.000]  姐姐就會在車站等我
[00:18:07.000 --> 00:18:08.000]  我們就說
[00:18:08.000 --> 00:18:10.000]  真的嗎?
[00:18:10.000 --> 00:18:12.000]  後來發覺原來工人姐姐
[00:18:12.000 --> 00:18:14.000]  每一次收到這個訊息
[00:18:14.000 --> 00:18:16.000]  她真的會很快地下街
[00:18:16.000 --> 00:18:20.000]  在巴士站等婆婆
[00:18:20.000 --> 00:18:24.000]  或者說她做足了一個僕人的角色
[00:18:24.000 --> 00:18:27.000]  哪怕我媽媽很遲才到
[00:18:27.000 --> 00:18:28.000]  或者塞車
[00:18:28.000 --> 00:18:31.000]  但她都默默地在車站等
[00:18:31.000 --> 00:18:33.000]  是一個服侍的心態
[00:18:33.000 --> 00:18:35.000]  我們都很欣賞
[00:18:35.000 --> 00:18:37.000]  什麼叫做用家式
[00:18:37.000 --> 00:18:40.000]  或者消費者式的等候呢?
[00:18:40.000 --> 00:18:42.000]  我發覺我有這個毛病
[00:18:42.000 --> 00:18:45.000]  就是現在在大埔
[00:18:45.000 --> 00:18:47.000]  回到火打老道上班
[00:18:47.000 --> 00:18:49.000]  在教會工作
[00:18:49.000 --> 00:18:51.000]  我們坐巴士
[00:18:51.000 --> 00:18:53.000]  不知道大家有沒有在電話裏
[00:18:53.000 --> 00:18:55.000]  安裝一個APP
[00:18:55.000 --> 00:18:57.000]  看到巴士何時會到
[00:18:57.000 --> 00:18:59.000]  我們預計時間
[00:18:59.000 --> 00:19:01.000]  就去下街
[00:19:01.000 --> 00:19:02.000]  如果還未到的話
[00:19:02.000 --> 00:19:04.000]  在家裏多看一點新聞
[00:19:04.000 --> 00:19:07.000]  好像覺得在車站等巴士
[00:19:07.000 --> 00:19:09.000]  好像很浪費時間
[00:19:09.000 --> 00:19:10.000]  還有就是
[00:19:10.000 --> 00:19:11.000]  突然之間不知道
[00:19:11.000 --> 00:19:13.000]  你去到一些餐室
[00:19:13.000 --> 00:19:16.000]  如果你要叫了一個命令之後
[00:19:16.000 --> 00:19:18.000]  不知道你最長最長
[00:19:18.000 --> 00:19:20.000]  一個人這個餐
[00:19:20.000 --> 00:19:22.000]  可以放在你的桌上
[00:19:22.000 --> 00:19:24.000]  是多長時間
[00:19:24.000 --> 00:19:27.000]  不知道大家會不會等到五分鐘
[00:19:27.000 --> 00:19:29.000]  十分鐘呢
[00:19:29.000 --> 00:19:31.000]  開始我們會叫侍應
[00:19:31.000 --> 00:19:33.000]  下了什麼還未到
[00:19:33.000 --> 00:19:35.000]  如果十五分鐘呢
[00:19:35.000 --> 00:19:40.000]  可能開始會考慮起身
[00:19:40.000 --> 00:19:42.000]  我們發覺在生活裏
[00:19:42.000 --> 00:19:44.000]  其實我們都
[00:19:44.000 --> 00:19:47.000]  生活的形態都會令到我們
[00:19:47.000 --> 00:19:50.000]  去等候有很多不同的看法
[00:19:50.000 --> 00:19:51.000]  但在屬靈裏面
[00:19:51.000 --> 00:19:53.000]  求主幫助我們
[00:19:53.000 --> 00:19:54.000]  面對著
[00:19:54.000 --> 00:19:57.000]  我們真的好好去等候祂
[00:19:57.000 --> 00:19:58.000]  弟兄姊妹
