
[00:00:00.000 --> 00:00:02.880]  我們今天會繼續看希伯來書
[00:02:00.480 --> 00:02:04.240]  是阿伯拉罕、以撒和雅各的神
[00:02:04.240 --> 00:02:07.040]  祂是一個世世代代的神
[00:02:07.040 --> 00:02:09.960]  一直都與他們同行
[00:02:09.960 --> 00:02:14.880]  同樣都與我們世世代代同行
[00:02:14.880 --> 00:02:15.760]  我們當然知道
[00:02:15.760 --> 00:02:17.480]  如果跟我們世世代代同行的時候
[00:02:17.480 --> 00:02:21.840]  我們每一個世代都有每一個世代的掙扎
[00:02:21.840 --> 00:02:23.760]  無論我們是嬰兒潮
[00:02:23.760 --> 00:02:26.200]  或者是歪世代的時候
[00:02:26.200 --> 00:02:29.480]  我們都會有各樣的成長背景
[00:02:29.480 --> 00:02:31.080]  有不同的掙扎
[00:02:31.080 --> 00:02:33.760]  往往會影響我們屬靈的生命
[00:02:33.760 --> 00:02:36.800]  在《希伯來書》那裏提到
[00:02:36.800 --> 00:02:38.400]  我們從第一章開始提到
[00:02:38.400 --> 00:02:42.120]  到現在都提到有兩個很嚴重的警告
[00:02:42.120 --> 00:02:45.400]  跟我們這幫基督徒跟隨主耶穌的門徒
[00:02:45.400 --> 00:02:46.880]  去警告我們
[00:02:46.880 --> 00:02:49.800]  我們在這些掙扎軟弱的時候
[00:02:49.800 --> 00:02:51.760]  不可以隨流失去
[00:02:51.760 --> 00:02:54.360]  又不可以不信福音
[00:02:54.360 --> 00:02:55.760]  我們上個主日提到
[00:02:55.760 --> 00:03:01.000]  我們的主耶穌基督是我們的尊榮的大祭司
[00:03:01.000 --> 00:03:03.960]  從中帶出了福音的真體
[00:03:03.960 --> 00:03:06.920]  究竟我們所信的福音是什麼呢
[00:03:06.920 --> 00:03:09.920]  是上個主日我們提到的
[00:03:09.920 --> 00:03:11.400]  今天我們就會看看
[00:03:11.400 --> 00:03:14.960]  究竟我們所信的福音
[00:03:14.960 --> 00:03:19.480]  是會如何能夠成爲我們人生的轉捩點
[00:03:19.480 --> 00:03:23.520]  我們是不是真的只靠那些網上平臺的apps
[00:03:23.520 --> 00:03:25.760]  來教導我們如何過生活呢
[00:03:25.760 --> 00:03:28.400]  但原來福音我們可以找到
[00:03:28.400 --> 00:03:31.720]  將我們的生命能夠扭轉過來
[00:03:31.720 --> 00:03:32.960]  我們今天就學習
[00:03:32.960 --> 00:03:35.080]  從今天的經文《希伯來書》
[00:03:35.080 --> 00:03:37.320]  五章十一節到二十節
[00:03:37.320 --> 00:03:41.880]  看看福音是如何將我們的生命去扭轉過來
[00:03:41.880 --> 00:03:45.280]  成爲我們人生的方向
[00:03:45.280 --> 00:03:47.800]  我們從中低頭祈禱
[00:03:47.800 --> 00:03:50.280]  愛你的天父上帝我們多謝你
[00:03:50.280 --> 00:03:55.280]  我們多謝你當我們來到教會仰望十字架的時候
[00:03:55.280 --> 00:03:57.120]  就看到神的救恩
[00:03:57.120 --> 00:03:59.040]  看到你的復活的大能
[00:03:59.040 --> 00:04:02.080]  求你藉着你的好消息
[00:04:02.080 --> 00:04:04.080]  告訴我們教導我們
[00:04:04.080 --> 00:04:08.120]  如何將我們的生命能夠調整過來
[00:04:08.120 --> 00:04:11.680]  能夠緊緊跟隨你向高處行
[00:04:11.680 --> 00:04:13.480]  我們以上的禱告
[00:04:13.480 --> 00:04:15.440]  奉GSO德成五字祈求
[00:04:15.440 --> 00:04:17.120]  阿門
[00:04:17.120 --> 00:04:20.280]  經文我們就從第五章開始看回
[00:04:20.280 --> 00:04:22.800]  上次就在第十節停下來
[00:04:22.800 --> 00:04:27.680]  第五章第十一節到第十四節就提到
[00:04:27.680 --> 00:04:32.960]  原來我們信了缺志信主之後
[00:04:32.960 --> 00:04:35.920]  我們有時會有掙扎
[00:04:35.920 --> 00:04:40.720]  停留在一個未成長一個嬰兒的狀態當中
[00:04:40.720 --> 00:04:43.200]  這個狀態裏面初信的狀態
[00:04:43.200 --> 00:04:47.080]  或者是情況有幾個特徵
[00:04:47.080 --> 00:04:48.720]  這裏提了有四個特徵
[00:04:48.720 --> 00:04:50.160]  在第十一節提到
[00:04:50.160 --> 00:04:53.400]  我說墨基西德你也說不明白
[00:04:53.400 --> 00:04:55.040]  是怎樣尊榮的大祭司
[00:04:55.040 --> 00:04:55.840]  你們聽不明白
[00:04:55.840 --> 00:04:57.360]  都聽不進去
[00:04:57.360 --> 00:05:01.240]  你因爲還是停留在這個階段裏面
[00:05:01.240 --> 00:05:03.160]  這個階段還有是怎樣呢
[00:05:03.160 --> 00:05:07.120]  你往往就要被人教導隱住人大
[00:05:07.120 --> 00:05:09.120]  你都不會去傳福音
[00:05:09.120 --> 00:05:12.240]  說你們這幫猶太人
[00:05:12.240 --> 00:05:14.560]  猶太背景的大仙主媒
[00:05:14.560 --> 00:05:16.320]  你們信了主耶穌基督
[00:05:16.320 --> 00:05:17.080]  信了
[00:05:17.080 --> 00:05:19.120]  你們不聽
[00:05:19.120 --> 00:05:23.520]  又不會去教人們傳講這個福音
[00:05:23.520 --> 00:05:25.400]  不會和人們分享
[00:05:25.400 --> 00:05:27.760]  對福音是完全不熟悉
[00:05:27.760 --> 00:05:31.680]  好像一個嬰兒那樣
[00:05:31.680 --> 00:05:35.520]  所以你們不喫到硬的食物
[00:05:35.520 --> 00:05:37.280]  只喫嬰兒食物
[00:05:37.280 --> 00:05:41.480]  不斷地要人帶着你走
[00:05:41.480 --> 00:05:44.720]  不能夠和人分享福音的真體
[00:05:44.720 --> 00:05:46.160]  對福音完全不熟悉
[00:05:46.160 --> 00:05:50.000]  好像處於一個膚淺的狀況當中
[00:05:50.000 --> 00:05:52.320]  這個警告就說
[00:05:52.320 --> 00:06:00.360]  你們真的完全不懂不熟練仁義的道理
[00:06:00.360 --> 00:06:03.800]  又搞到不懂分好與壞
[00:06:03.800 --> 00:06:06.200]  不懂分什麼叫好與壞
[00:06:06.200 --> 00:06:07.680]  什麼叫好與壞
[00:06:07.680 --> 00:06:09.840]  究竟我們怎麼去做人呢
[00:06:09.840 --> 00:06:11.080]  怎麼做一個基督徒
[00:06:11.080 --> 00:06:12.920]  怎麼去跟隨主耶穌基督呢
[00:06:12.920 --> 00:06:15.040]  我們是完全不懂分
[00:06:15.040 --> 00:06:23.240]  這些病徵是可以改的
[00:06:23.240 --> 00:06:24.160]  是可以救的
[00:06:24.160 --> 00:06:25.600]  是怎麼叫我們
[00:06:25.600 --> 00:06:28.320]  所以剛纔大家看第六章的時候就說
[00:06:28.320 --> 00:06:34.520]  所以我們要竭力追求去到完全的地步
[00:06:34.520 --> 00:06:35.960]  作者在這裏鼓勵我們
[00:06:35.960 --> 00:06:40.560]  我們要竭力追求去到一個成熟的地步當中
[00:06:40.560 --> 00:06:43.040]  我們要有行動的
[00:06:43.040 --> 00:06:48.000]  不要再站在這裏提到我們的人生的轉捩點
[00:06:48.000 --> 00:06:53.880]  關鍵就是一定要有一個竭力追求的心智
[00:06:53.880 --> 00:06:57.120]  既然我們是信了主耶穌基督爲我們救主
[00:06:57.120 --> 00:07:03.000]  這是一個極大的福音因典的時候
[00:07:03.000 --> 00:07:07.400]  我們就不要停留在一個嬰孩的地步
[00:07:07.400 --> 00:07:10.720]  在一個膚淺不明白福音的地步
[00:07:10.720 --> 00:07:13.760]  我們要竭力去追求成長
[00:07:13.760 --> 00:07:15.880]  那怎麼竭力去追求成長呢
[00:07:15.880 --> 00:07:21.240]  他首先接下來就會教導我們怎麼竭力去追求成長
[00:07:21.240 --> 00:07:22.920]  但是這裏首先可以看一看
[00:07:22.920 --> 00:07:27.320]  這幫猶太的信徒他們本身是信猶太教
[00:07:27.320 --> 00:07:29.840]  他們本身有道德標準
[00:07:29.840 --> 00:07:35.080]  有神叫他們做的他們在舊約聖經教導他們的標準的時候
[00:07:35.080 --> 00:07:40.880]  雖然他們明白到要悔改死行不做以前的事情
[00:07:40.880 --> 00:07:45.640]  在第一節過來提到
[00:07:45.640 --> 00:07:52.000]  你們以前的猶太教對悔改死行的看法是停留在那個階段
[00:07:52.000 --> 00:07:53.800]  你們沒錯是信靠神
[00:07:53.800 --> 00:07:56.800]  但是你的對象不是主耶穌基督
[00:07:56.800 --> 00:07:59.440]  還有你們着重洗禮
[00:07:59.440 --> 00:08:00.280]  你按手禮
[00:08:00.280 --> 00:08:06.400]  但是你沒想到主耶穌基督是差遣我們的主
[00:08:06.400 --> 00:08:12.360]  所以這裏提到他們這幫初信猶太的基督徒
[00:08:12.360 --> 00:08:16.000]  他們是停留在舊約的階段
[00:08:16.000 --> 00:08:22.200]  他們沒有完全接受主耶穌基督是成就舊約成就舊恩的計劃
[00:08:22.200 --> 00:08:26.240]  他們停留在初信的階段
[00:08:26.240 --> 00:08:27.480]  主內的弟兄姐妹
[00:08:27.480 --> 00:08:31.280]  我們千萬不要停留在初信的階段
[00:08:31.280 --> 00:08:35.520]  我們要明白到主耶穌基督我們是成就舊恩計劃
[00:08:35.520 --> 00:08:38.720]  我們不要停留在教會不要轉向變成一個
[00:08:38.720 --> 00:08:46.160]  律法主義或者是這幫法理錯人的教會
[00:08:46.160 --> 00:08:49.520]  我們要認識到原來主耶穌基督
[00:08:49.520 --> 00:08:56.080]  就是將新約和舊約連在一起的成就舊恩計劃的主角
[00:08:56.080 --> 00:08:57.520]  所以我們要提醒我們
[00:08:57.520 --> 00:09:05.400]  我們千萬不要停留在初信這個盲目的階段這個地步裏面
[00:09:05.400 --> 00:09:08.440]  我們要成長不要竭力成長
[00:09:08.440 --> 00:09:10.640]  因爲在第四節提醒我們
[00:09:10.640 --> 00:09:13.000]  第三節提醒我們
[00:09:13.000 --> 00:09:17.880]  我們已經無性地光照了我們
[00:09:17.880 --> 00:09:21.520]  我們已經接受了這個舊恩的計劃
[00:09:21.520 --> 00:09:25.280]  接受了主耶穌基督爲我們的個人救主了
[00:09:25.280 --> 00:09:28.240]  我們想起以前我們得救的時候
[00:09:28.240 --> 00:09:29.960]  之前和之後的分別
[00:09:29.960 --> 00:09:32.440]  我們已經嘗過主恩的滋味
[00:09:32.440 --> 00:09:37.120]  已經和聖靈這個舊恩計劃已經有分
[00:09:37.120 --> 00:09:39.600]  我們已經成爲主的兒女的時候
[00:09:39.600 --> 00:09:43.520]  我們要謹記這個經歷
[00:09:43.520 --> 00:09:45.800]  所以在這裏提醒我們
[00:09:45.800 --> 00:09:48.800]  我們已經嘗過主的滋味的時候
[00:09:48.800 --> 00:09:56.360]  我們明白到我們千萬不要離棄這個真道
[00:09:56.360 --> 00:09:59.480]  所以這是一個嚴重的警告
[00:09:59.480 --> 00:10:01.040]  除了我們不要隨流失去
[00:10:01.040 --> 00:10:02.480]  不要不信福音之外
[00:10:02.480 --> 00:10:03.560]  我們信了之後
[00:10:03.560 --> 00:10:06.080]  不可以 fallen away
[00:10:06.080 --> 00:10:12.520]  不可以回頭去背棄福音的真道
[00:10:12.520 --> 00:10:14.680]  主耶穌基督的真道
[00:10:14.680 --> 00:10:17.160]  千萬不要做這件事情
[00:10:17.160 --> 00:10:22.280]  因爲如果是反而走回頭背棄真道的時候
[00:10:22.280 --> 00:10:26.760]  我們就是將主耶穌基督重釘十字架
[00:10:26.760 --> 00:10:28.880]  我們現在在倒數
[00:10:28.880 --> 00:10:30.600]  快要四十多天的時候
[00:10:30.600 --> 00:10:33.320]  我們就慶祝復活節
[00:10:33.320 --> 00:10:34.880]  我們慶祝復活節的時候
[00:10:34.880 --> 00:10:36.840]  我們都思念到主耶穌基督
[00:10:36.840 --> 00:10:40.960]  在十字架上寫生流血的經歷
[00:10:40.960 --> 00:10:43.120]  祂導致肉身住在我們中間
[00:10:43.120 --> 00:10:45.920]  是爲了感受到
[00:10:45.920 --> 00:10:48.160]  祂比我們更加去認識神
[00:10:48.160 --> 00:10:51.760]  令我們知道我們所身處的軟弱困境
[00:10:51.760 --> 00:10:54.640]  祂親自被魔鬼試探過
[00:10:54.640 --> 00:10:56.680]  但是祂完全沒有犯罪
[00:10:56.680 --> 00:10:58.920]  但是祂都要死
[00:10:58.920 --> 00:11:00.200]  因爲祂用的血
[00:11:00.200 --> 00:11:03.080]  令到成爲這個挽回制
[00:11:03.080 --> 00:11:05.920]  所以我們每次想起十字架的時候
[00:11:05.920 --> 00:11:08.240]  我們在沿着復活節的期間裏面
[00:11:08.240 --> 00:11:10.120]  我們再次思想
[00:11:10.120 --> 00:11:15.720]  我們千萬不要將主耶穌基督重釘十字架
[00:11:15.720 --> 00:11:18.680]  這是一個很嚴重的警告
[00:11:18.680 --> 00:11:19.560]  告訴我們
[00:11:19.560 --> 00:11:22.280]  因爲這個例子就好像在第七節那樣說
[00:11:22.280 --> 00:11:25.760]  等於好像我們求下雨
[00:11:25.760 --> 00:11:28.040]  有下雨的蔬菜就生了
[00:11:28.040 --> 00:11:31.000]  我們當中的弟兄姊妹都很喜歡種東西
[00:11:31.000 --> 00:11:34.400]  生了之後不如燒了它
[00:11:34.400 --> 00:11:37.160]  然後叫求神給我們一個雨
[00:11:37.160 --> 00:11:39.000]  我們不是這樣做人
[00:11:39.000 --> 00:11:41.280]  我們不是這樣去做一個
[00:11:41.280 --> 00:11:44.280]  跟隨主耶穌基督的基督徒
[00:11:44.280 --> 00:11:47.480]  明明主耶穌基督神已經給了我們一些福分
[00:11:47.480 --> 00:11:49.120]  福氣我們 祝福我們
[00:11:49.120 --> 00:11:50.680]  我們就將它燒了
[00:11:50.680 --> 00:11:52.480]  然後再求過
[00:11:52.480 --> 00:11:58.600]  是不是這樣去把耶穌重釘十字架呢
[00:11:58.600 --> 00:12:00.760]  在這個警告的期間之後
[00:12:00.760 --> 00:12:02.920]  神都會有一個鼓勵
[00:12:02.920 --> 00:12:05.520]  這個作者有一個鼓勵
[00:12:05.520 --> 00:12:08.960]  希伯來書一一一再二三
[00:12:08.960 --> 00:12:10.720]  來警告我們 提醒我們
[00:12:10.720 --> 00:12:13.520]  千萬不要離開神 離開主
[00:12:13.520 --> 00:12:16.720]  在第九節就說他在勸勉我們
[00:12:16.720 --> 00:12:20.920]  所以在我剛纔邀請大家讀神的話語的時候
[00:12:20.920 --> 00:12:24.160]  大家讀神的話語 第九節就有十二節
[00:12:24.160 --> 00:12:27.560]  他說親愛的弟兄姊妹
[00:12:27.560 --> 00:12:32.080]  親愛的主內弟兄姊妹
[00:12:32.080 --> 00:12:37.440]  我們知道我們已經得救
[00:12:37.440 --> 00:12:43.080]  我們知道我們以前這些初訊的行爲
[00:12:43.080 --> 00:12:44.960]  我們要跳過去
[00:12:44.960 --> 00:12:48.760]  因爲我們明白到我們已經是得救的
[00:12:48.760 --> 00:12:52.120]  我們要完全成就這個救恩的計劃
[00:12:52.120 --> 00:12:57.760]  因爲作者強調神的屬性
[00:12:57.760 --> 00:13:00.640]  神是公義的
[00:13:00.640 --> 00:13:03.880]  我們遇到我們的軟弱困難的時候
[00:13:03.880 --> 00:13:06.520]  我們可能會想犯罪
[00:13:06.520 --> 00:13:08.600]  我們都可能會因而犯罪
[00:13:08.600 --> 00:13:11.760]  但是神是公義 神是信實詞愛
[00:13:11.760 --> 00:13:14.680]  我們向祂求祂原罪悔改
[00:13:14.680 --> 00:13:16.720]  神不是不公義的
[00:13:16.720 --> 00:13:18.560]  絕對是公義的
[00:13:18.560 --> 00:13:25.320]  我們見到我們的上司或者下屬
[00:13:25.320 --> 00:13:28.320]  他們怎麼欺負我們
[00:13:28.320 --> 00:13:31.800]  我們的家人怎麼去欺負我們
[00:13:31.800 --> 00:13:35.400]  無論是丈夫配偶
[00:13:35.400 --> 00:13:42.920]  或者是有時候有些長輩 家公家婆
[00:13:42.920 --> 00:13:48.760]  或者是兩代之間的磨擦
[00:13:48.760 --> 00:13:51.640]  覺得是不是不公平
[00:13:51.640 --> 00:13:54.920]  但是神他不會忘記
[00:13:54.920 --> 00:13:56.160]  他的屬性第二點
[00:13:56.160 --> 00:14:00.760]  他不會忘記你怎麼去愛你的主內弟兄姊妹
[00:14:00.760 --> 00:14:05.560]  他怎麼去做 盡這個基督徒的責任的時候
[00:14:05.560 --> 00:14:08.240]  神不會忘記
[00:14:08.240 --> 00:14:13.400]  我們一定要繼續去愛我們的
[00:14:13.400 --> 00:14:16.120]  用愛去表達我們的信仰
[00:14:16.120 --> 00:14:18.560]  去愛我們的主內弟兄姊妹
[00:14:18.560 --> 00:14:21.280]  你們要繼續去愛
[00:14:21.280 --> 00:14:23.080]  不要以前說
[00:14:23.080 --> 00:14:26.680]  因爲受到這些軟弱 受到這些迫害的時候
[00:14:26.680 --> 00:14:30.520]  就停止了愛神愛人
[00:14:30.520 --> 00:14:34.760]  這裏勸勉我們繼續幫助他們
[00:14:34.760 --> 00:14:37.520]  繼續去事後 繼續去愛我們
[00:14:37.520 --> 00:14:41.360]  我們雖然處於一個所謂的平衡空間
[00:14:41.360 --> 00:14:43.680]  我有我說 我有我這樣想
[00:14:43.680 --> 00:14:45.520]  他們就另外這樣想
[00:14:45.520 --> 00:14:47.200]  你說是不是 有沒有這樣
[00:14:47.200 --> 00:14:49.760]  跟那些家婆和媳婦
[00:14:49.760 --> 00:14:51.880]  我就這樣想 我就這樣教子女
[00:14:51.880 --> 00:14:56.720]  你就這樣教 我不是 我這樣教
[00:14:56.720 --> 00:14:58.120]  教子女也是
[00:14:58.120 --> 00:15:00.400]  在同時之間相處也是
[00:15:00.400 --> 00:15:05.200]  或者就算在教會里面也是
[00:15:05.200 --> 00:15:07.600]  上一輩的基督徒 嬰兒潮那幫
[00:15:07.600 --> 00:15:09.160]  這樣做纔對
[00:15:09.160 --> 00:15:10.400]  接着下一代的
[00:15:10.400 --> 00:15:12.640]  所謂千禧連安 歪世代那些
[00:15:12.640 --> 00:15:16.160]  這樣做 我是這樣做
[00:15:16.160 --> 00:15:18.320]  兩代溝通不了
[00:15:18.320 --> 00:15:22.840]  兩個人與人之間溝通不了的時候
[00:15:22.840 --> 00:15:24.720]  神是公義 神是愛我們
[00:15:24.720 --> 00:15:26.360]  他是信神
[00:15:26.360 --> 00:15:29.000]  我們繼續去愛神愛人
[00:15:29.000 --> 00:15:30.160]  繼續去愛
[00:15:30.160 --> 00:15:32.080]  但是怎樣做呢
[00:15:32.080 --> 00:15:33.840]  你這麼說就容易了
[00:15:33.840 --> 00:15:35.280]  怎樣做
[00:15:35.280 --> 00:15:37.320]  其實《希伯來書》很實際
[00:15:37.320 --> 00:15:38.160]  很實用
[00:15:38.160 --> 00:15:39.720]  它教導我們怎樣去做
[00:15:39.720 --> 00:15:41.040]  接着之後就會看了
[00:15:41.040 --> 00:15:42.800]  大家留心去看
[00:15:42.800 --> 00:15:46.000]  提出神的屬性
[00:15:46.000 --> 00:15:46.800]  就說
[00:15:46.800 --> 00:15:47.960]  我們要 第一點
[00:15:47.960 --> 00:15:56.080]  我們怎樣可以繼續去追求成長呢
[00:15:56.080 --> 00:16:00.240]  第一點就是我們要殷勤
[00:16:00.240 --> 00:16:03.000]  這是實質的行動去鼓勵我們
[00:16:03.000 --> 00:16:04.680]  實際行動出來
[00:16:04.680 --> 00:16:08.080]  我們殷勤
[00:16:08.080 --> 00:16:09.160]  我們殷勤
[00:16:09.160 --> 00:16:11.840]  這邊說的是我們怎樣殷勤呢
[00:16:11.840 --> 00:16:13.160]  我說我們真的
[00:16:13.160 --> 00:16:15.480]  我回來上班的時候
[00:16:15.480 --> 00:16:17.880]  明明有打卡的
[00:16:17.880 --> 00:16:18.400]  是不是
[00:16:18.400 --> 00:16:19.320]  又上班
[00:16:19.320 --> 00:16:21.480]  朝九晚五就打完卡了
[00:16:21.480 --> 00:16:23.520]  那還不夠殷勤嗎
[00:16:23.520 --> 00:16:24.720]  我回來教會
[00:16:24.720 --> 00:16:26.440]  朝九晚五回來
[00:16:26.440 --> 00:16:27.320]  牧師傳道
[00:16:27.320 --> 00:16:29.280]  朝九晚五我開門 鎖門
[00:16:29.280 --> 00:16:31.920]  夠殷勤了嗎
[00:16:31.920 --> 00:16:32.840]  你說夠不夠殷勤
[00:16:32.840 --> 00:16:34.440]  如果你遇到這些牧者
[00:16:34.440 --> 00:16:37.080]  朝九晚五回來
[00:16:37.080 --> 00:16:38.120]  是不是這樣就夠殷勤呢
[00:16:38.120 --> 00:16:39.640]  不是的
[00:16:39.640 --> 00:16:39.960]  是吧
[00:16:39.960 --> 00:16:43.680]  神要我們怎樣去成就祂的救殷的計劃
[00:16:43.680 --> 00:16:45.840]  不是說朝九晚五
[00:16:45.840 --> 00:16:46.760]  九至五
[00:16:46.760 --> 00:16:47.520]  有個測試清單
[00:16:47.520 --> 00:16:49.320]  我做完了
[00:16:49.320 --> 00:16:51.520]  那我們就夠殷勤
[00:16:51.520 --> 00:16:52.440]  有時候不明白
[00:16:52.440 --> 00:16:55.040]  爲什麼老師這樣對待我們
[00:16:55.040 --> 00:16:56.960]  又不明白下屬這樣怎麼想
[00:16:56.960 --> 00:16:58.200]  其實我們可能要想想
[00:16:58.200 --> 00:17:01.560]  我們是不是夠殷勤
[00:17:01.560 --> 00:17:03.440]  第一點是叫我們殷勤
[00:17:03.440 --> 00:17:06.480]  這個是幫助我們
[00:17:06.480 --> 00:17:07.800]  能夠滿足我們的志願
[00:17:07.800 --> 00:17:11.560]  帶給我們生活上又哭又哉
[00:17:11.560 --> 00:17:12.640]  又喜樂
[00:17:12.640 --> 00:17:13.880]  第二點又說
[00:17:13.880 --> 00:17:15.840]  千萬不要下臺
[00:17:15.840 --> 00:17:17.520]  第二點實際行動
[00:17:17.520 --> 00:17:18.840]  怎樣又千萬不要下臺
[00:17:18.840 --> 00:17:22.040]  說這麼困難的時候
[00:17:22.040 --> 00:17:23.680]  這樣不下臺
[00:17:23.680 --> 00:17:25.760]  那是什麼意思
[00:17:25.760 --> 00:17:28.720]  會不會停留在這個階段
[00:17:28.720 --> 00:17:31.360]  哎 這麼忙
[00:17:31.360 --> 00:17:34.040]  哇 真是要加班
[00:17:34.040 --> 00:17:35.440]  公司不夠人加班
[00:17:35.440 --> 00:17:37.520]  如果不加班不做
[00:17:37.520 --> 00:17:40.160]  那會裁員的
[00:17:40.160 --> 00:17:41.800]  現在經濟開始
[00:17:41.800 --> 00:17:42.840]  開始不是那麼好
[00:17:42.840 --> 00:17:43.840]  對不對
[00:17:43.840 --> 00:17:46.360]  看看公司在哪裏開刀
[00:17:46.360 --> 00:17:47.440]  經常都
[00:17:47.440 --> 00:17:49.880]  每間公司都有去開刀的地方
[00:17:49.880 --> 00:17:52.600]  那不做
[00:17:52.600 --> 00:17:55.400]  哇 這些壓力很大
[00:17:55.400 --> 00:17:58.080]  那我們下臺是什麼意思
[00:17:58.080 --> 00:17:58.840]  離開神
[00:17:58.840 --> 00:17:59.960]  不親近神
[00:17:59.960 --> 00:18:00.800]  那就說
[00:18:00.800 --> 00:18:02.440]  哎 看少點聖經吧
[00:18:02.440 --> 00:18:03.160]  不如
[00:18:03.160 --> 00:18:06.040]  那就是減少靈脩的時間
[00:18:06.040 --> 00:18:08.200]  減少靈脩的時間
[00:18:08.200 --> 00:18:09.360]  減少對神的親近
[00:18:09.360 --> 00:18:11.000]  不跟神溝通
[00:18:11.000 --> 00:18:15.360]  要跟神的關係慢慢疏遠
[00:18:15.360 --> 00:18:17.160]  我們千萬不要下臺
[00:18:17.160 --> 00:18:19.480]  但是還有第三點
[00:18:19.480 --> 00:18:21.040]  很實質的行動
[00:18:21.040 --> 00:18:22.800]  就是說我們要效法
[00:18:22.800 --> 00:18:27.520]  那些有信心忍耐的例子
[00:18:27.520 --> 00:18:32.400]  一會就會提到阿巴拉罕的例子
[00:18:32.400 --> 00:18:34.200]  我們身邊的主內大兄姐妹
[00:18:34.200 --> 00:18:37.240]  可能都是你的例子榜樣
[00:18:37.240 --> 00:18:38.200]  所以第三點就是說
[00:18:38.200 --> 00:18:40.720]  我們效法我們身邊的主內大兄姐妹
[00:18:40.720 --> 00:18:41.720]  好嗎
[00:18:41.720 --> 00:18:42.800]  很實質的
[00:18:42.800 --> 00:18:44.760]  你見到哪個大兄姐妹
[00:18:44.760 --> 00:18:46.400]  是哇 真是很有信心
[00:18:46.400 --> 00:18:47.280]  很有忍耐的
[00:18:47.280 --> 00:18:48.400]  你跟她多聊聊天
[00:18:48.400 --> 00:18:50.840]  多跟她做朋友好嗎
[00:18:50.840 --> 00:18:52.440]  有機會去了解她們
[00:18:52.440 --> 00:18:54.840]  爲什麼有這樣的能力
[00:18:54.840 --> 00:18:57.680]  可以在這麼困難的環境之下
[00:18:57.680 --> 00:18:59.240]  不離開神
[00:18:59.240 --> 00:19:02.240]  不離開這個真道
[00:19:02.240 --> 00:19:06.040]  不會把耶穌重釘十字架
[00:19:06.040 --> 00:19:08.840]  我們要看這三樣東西
[00:19:08.840 --> 00:19:10.680]  我們要小心我們怎麼做
[00:19:10.680 --> 00:19:13.000]  因爲我們會影響下一代
[00:19:13.000 --> 00:19:13.840]  我們當中看到
[00:19:13.840 --> 00:19:17.840]  這裏有接近十個小朋友
[00:19:17.840 --> 00:19:21.920]  如果做父母的
[00:19:21.920 --> 00:19:23.600]  又不追求
[00:19:23.600 --> 00:19:25.560]  又怠慢
[00:19:25.560 --> 00:19:30.920]  又不效法有信心的例子的時候
[00:19:30.920 --> 00:19:33.560]  我們自己出問題的時候
[00:19:33.560 --> 00:19:36.640]  下一代就會跟你走在一起
