
[00:00:00.000 --> 00:00:04.560]  好,現在我們今天要講的是《文數記》
[00:01:44.280 --> 00:01:45.840]  因為我們不是回教徒
[00:01:45.840 --> 00:01:47.240]  我們不用去的
[00:01:47.240 --> 00:01:48.720]  從這樣的角度來講
[00:01:48.720 --> 00:01:49.920]  你已經馬上知道
[00:01:49.920 --> 00:01:53.560]  《文數記》不是一本我們讀完之後應用在我們自己的生命裡面
[00:01:53.560 --> 00:01:58.160]  因為《文數記》不是教你如何進入迦南去朝聖
[00:01:58.160 --> 00:02:01.240]  《文數記》是在說另一個層次的事情
[00:02:01.240 --> 00:02:04.200]  因為它是一個影子指向一個實體
[00:02:04.200 --> 00:02:07.040]  我們今天的天路歷程
[00:02:07.040 --> 00:02:08.640]  另一樣很重要的就是說
[00:02:08.640 --> 00:02:11.720]  我們正在做這個讀聖經的程序
[00:02:11.720 --> 00:02:14.760]  不是為了一些知識投入的事情
[00:02:14.760 --> 00:02:17.280]  我們是一個屬靈的長跑
[00:02:17.280 --> 00:02:21.760]  我們希望跟其他百多二百個
[00:02:21.760 --> 00:02:23.840]  大興節目一起去讀完這本聖經
[00:02:23.840 --> 00:02:27.520]  而在當中更新我們的生命
[00:02:27.520 --> 00:02:29.320]  其實這個禮拜很有趣
[00:02:29.320 --> 00:02:32.320]  有一位大興突然間WhatsApp我
[00:02:32.320 --> 00:02:33.840]  他說不知道他從哪裡聽到
[00:02:33.840 --> 00:02:35.520]  我們有一個這樣的Bible Study
[00:02:35.520 --> 00:02:36.920]  就是Bible Reading Program
[00:02:36.920 --> 00:02:38.000]  他說已經遲到了
[00:02:38.000 --> 00:02:40.400]  但是他可不可以做翻身?
[00:02:40.400 --> 00:02:43.520]  他說他會用心趕回之前讀過的東西
[00:02:43.520 --> 00:02:46.120]  我說好,當然讓他參加
[00:02:46.120 --> 00:02:47.440]  他不是我們教會的
[00:02:47.440 --> 00:02:49.200]  但是他覺得很有興趣
[00:02:49.200 --> 00:02:51.840]  跟我們一起去讀完這本聖經
[00:02:51.840 --> 00:02:54.880]  也是讀明白這本聖經
[00:02:54.880 --> 00:02:58.440]  你記得我們有幾個大一點的異象
[00:02:58.440 --> 00:03:00.400]  就是在我們的教會裡面
[00:03:00.400 --> 00:03:04.280]  每個人都是用心的去讀聖經
[00:03:04.280 --> 00:03:06.720]  十二歲以下的小孩
[00:03:06.720 --> 00:03:08.160]  起碼讀完一次新藥
[00:03:08.160 --> 00:03:11.640]  到了十八歲起碼讀完一次新舊藥
[00:03:11.640 --> 00:03:13.920]  在你人生到盡點
[00:03:13.920 --> 00:03:15.120]  就是去死之前
[00:03:15.120 --> 00:03:16.400]  去見主面之前
[00:03:16.400 --> 00:03:18.800]  起碼讀完二十次的聖經
[00:03:18.800 --> 00:03:20.760]  因為我們真的要認識上帝
[00:03:20.760 --> 00:03:22.160]  而到了上帝的面前
[00:03:22.160 --> 00:03:23.360]  我們是有把握
[00:03:23.360 --> 00:03:25.160]  我們知道什麼是舊因
[00:03:25.160 --> 00:03:26.080]  當然
[00:03:26.080 --> 00:03:28.280]  讀這麼多聖經都是為了這個數字
[00:03:28.280 --> 00:03:31.480]  這個數字是11.2Km/s
[00:03:31.480 --> 00:03:33.200]  這個是Escape Velocity
[00:03:33.200 --> 00:03:36.440]  以致我們可以逃離這個世界對我們的掣肘
[00:03:36.440 --> 00:03:37.960]  讓我們生意更振
[00:03:37.960 --> 00:03:40.960]  我們是在跑天路
[00:03:40.960 --> 00:03:44.440]  我們不需要被這個世界所捆綁著
[00:03:44.440 --> 00:03:46.360]  我們成為一個天路客
[00:03:46.360 --> 00:03:47.720]  大家一定要記得
[00:03:47.720 --> 00:03:49.800]  每一天你去讀這本聖經的時候
[00:03:49.800 --> 00:03:51.640]  每一次你來聽講座的時候
[00:03:51.640 --> 00:03:53.920]  最後的目的都是這個
[00:03:53.920 --> 00:03:55.160]  如果不是的話
[00:03:55.160 --> 00:03:56.560]  我們所做的事
[00:03:56.560 --> 00:04:01.160]  純粹是在知識上得著更多的知識
[00:04:01.160 --> 00:04:03.480]  是沒有意思的
[00:04:03.480 --> 00:04:04.280]  所有的事
[00:04:04.280 --> 00:04:06.360]  我們都放在我們的網站
[00:04:06.360 --> 00:04:07.400]  《真理廚房》
[00:04:07.400 --> 00:04:08.760]  記得那個True Kitchen
[00:04:08.760 --> 00:04:10.520]  現在沒有了TV
[00:04:10.520 --> 00:04:12.040]  truekitchen.tk
[00:04:12.040 --> 00:04:14.520]  你可以回去重新去聽
[00:04:14.520 --> 00:04:17.080]  尤其是你今天可能聽完文數記
[00:04:17.080 --> 00:04:19.200]  你忘了你未記講過什麼
[00:04:19.200 --> 00:04:22.280]  之前True Kitchen記講過什麼
[00:04:22.280 --> 00:04:24.120]  你可以回去看
[00:04:24.120 --> 00:04:26.440]  我們現在正在讀《摩西五經》
[00:04:26.440 --> 00:04:28.680]  最後從某個角度來說
[00:04:28.680 --> 00:04:31.960]  《摩西五經》應該是一個整體來讀的
[00:04:31.960 --> 00:04:36.240]  所以我們今天會讀到《摩西五經》的五份誓
[00:04:36.240 --> 00:04:37.360]  《摩西五經》很重要
[00:04:37.360 --> 00:04:39.200]  因為曾幾何時這個世界
[00:04:39.200 --> 00:04:41.720]  未有整本聖經之前只有一本
[00:04:41.720 --> 00:04:43.360]  那本就叫《摩西五經》
[00:04:43.360 --> 00:04:44.240]  你明白嗎
[00:04:44.240 --> 00:04:46.680]  而這本聖經我稍後會最後問你
[00:04:46.680 --> 00:04:48.680]  假如我們活在這個世界
[00:04:48.680 --> 00:04:51.680]  是沒有其他六十一本聖經的
[00:04:51.680 --> 00:04:53.160]  只有這五本
[00:04:53.160 --> 00:04:55.200]  這五本告訴我們
[00:04:55.200 --> 00:04:57.200]  我們的救恩是怎樣的救恩呢
[00:04:57.200 --> 00:04:59.760]  稍後我會問你這個問題
[00:04:59.760 --> 00:05:02.000]  我們現在正在讀的是《摩西五經》
[00:05:02.000 --> 00:05:03.680]  其實我們現在讀到的是
[00:05:03.680 --> 00:05:06.520]  《摩西五經》的五份之四
[00:05:06.520 --> 00:05:10.800]  記得前面第一本是《創世記》
[00:05:10.800 --> 00:05:13.480]  《創世記》我給的主題是
[00:05:13.480 --> 00:05:15.400]  墮落、救贖三部曲
[00:05:15.400 --> 00:05:17.400]  如果你不記得為什麼叫做三部曲
[00:05:17.400 --> 00:05:18.400]  你可以回去看
[00:05:18.400 --> 00:05:20.400]  當然嚴格來說就是
[00:05:20.400 --> 00:05:24.040]  創造、墮落、救贖三部曲
[00:05:24.040 --> 00:05:26.160]  你去看《創世記》的時候
[00:05:26.160 --> 00:05:28.000]  第一段是講人的墮落
[00:05:28.000 --> 00:05:28.960]  兩次的墮落
[00:05:28.960 --> 00:05:30.760]  連羅亞也墮落了
[00:05:30.760 --> 00:05:34.120]  第二次是救贖的認許
[00:05:34.120 --> 00:05:35.720]  給阿巴拉罕的認許
[00:05:35.720 --> 00:05:38.040]  到最後在約瑟的部分裡面
[00:05:38.040 --> 00:05:39.320]  是救贖成全了
[00:05:39.320 --> 00:05:42.000]  當然這些不是說馬上成全了
[00:05:42.000 --> 00:05:43.200]  是一個影子
[00:05:43.200 --> 00:05:45.680]  所有東西都是指向主耶穌基督的
[00:05:45.680 --> 00:05:46.840]  如果你說
[00:05:46.840 --> 00:05:49.280]  約瑟已經為我們成就了救恩
[00:05:49.280 --> 00:05:50.600]  那你就是異端的了
[00:05:50.600 --> 00:05:53.000]  你就完全都不是明白
[00:05:53.000 --> 00:05:55.840]  這本聖經究竟是怎樣的
[00:05:55.840 --> 00:05:59.120]  第二本我們讀的是《塗身記》
[00:05:59.120 --> 00:06:03.160]  《塗身記》是講偶像之家塗身記
[00:06:03.160 --> 00:06:05.800]  《塗身記》裡面你記住兩個十
[00:06:05.800 --> 00:06:07.280]  你選擇兩個十
[00:06:07.280 --> 00:06:08.560]  要麼就十載
[00:06:08.560 --> 00:06:10.160]  要麼就十戒
[00:06:10.160 --> 00:06:14.080]  十載是人生最終極的奏作
[00:06:14.080 --> 00:06:17.840]  十戒是人生最終極的祝福
[00:06:17.840 --> 00:06:20.280]  你不要當十戒是另一個
[00:06:20.280 --> 00:06:21.760]  不是那麼終極的奏作
[00:06:21.760 --> 00:06:22.680]  都是奏作的
[00:06:22.680 --> 00:06:23.560]  如果你這麼想
[00:06:23.560 --> 00:06:25.160]  你完全搞錯了
[00:06:25.160 --> 00:06:28.080]  上帝給我們呈獻給以色列人看
[00:06:28.080 --> 00:06:29.160]  你一是選十載
[00:06:29.160 --> 00:06:30.440]  一是選十戒
[00:06:30.440 --> 00:06:33.640]  但是十戒不是次等的奏作
[00:06:33.640 --> 00:06:36.880]  十戒是至高的祝福
[00:06:36.880 --> 00:06:37.840]  如果你不記得
[00:06:37.840 --> 00:06:40.680]  也要回去聽回那些加油站
[00:06:40.680 --> 00:06:42.800]  你會比較清晰
[00:06:42.800 --> 00:06:46.200]  上個月我們講的是聖潔君王保衛者
[00:06:46.200 --> 00:06:47.240]  是講《利美記》
[00:06:47.240 --> 00:06:48.880]  《利美記》講一幫利美人
[00:06:48.880 --> 00:06:50.040]  或者一幫祭司
[00:06:50.040 --> 00:06:52.040]  他怎樣要保衛耶和華
[00:06:52.040 --> 00:06:54.920]  這次《利美記》其實是一個很重要的書
[00:06:54.920 --> 00:06:56.160]  因為在《利美記》裡面
[00:06:56.160 --> 00:06:58.000]  上帝開始啟示給以色列人
[00:06:58.000 --> 00:07:00.680]  以色列人是被上帝剛剛救出來的
[00:07:00.680 --> 00:07:02.000]  他不知道耶和華是誰
[00:07:02.000 --> 00:07:04.560]  因為他已經忘記了以前很多的事情
[00:07:04.560 --> 00:07:06.120]  多少百年過去了
[00:07:06.120 --> 00:07:07.160]  他都不知道
[00:07:07.160 --> 00:07:10.880]  忘記了有亞伯拉罕以撒亞國的上帝
[00:07:10.880 --> 00:07:13.760]  現在上帝帶他們出了埃及之後
[00:07:13.760 --> 00:07:15.080]  啟示給他們看
[00:07:15.080 --> 00:07:18.800]  整本書是講上帝的本性
[00:07:18.800 --> 00:07:19.800]  上帝的本質
[00:07:19.800 --> 00:07:21.400]  他是一個聖潔的上帝
[00:07:21.400 --> 00:07:24.120]  今天我們很需要知道上帝的聖潔
[00:07:24.120 --> 00:07:27.840]  因為今天我們經常都在教會裡面說
[00:07:27.840 --> 00:07:28.600]  上帝就是愛
[00:07:28.600 --> 00:07:29.480]  上帝就是愛
[00:07:29.480 --> 00:07:30.000]  上帝就是愛
[00:07:30.000 --> 00:07:32.760]  我不是告訴你上帝的愛是錯的
[00:07:32.760 --> 00:07:35.240]  而是你單單在這裡不斷講愛
[00:07:35.240 --> 00:07:36.840]  你不講他的聖潔
[00:07:36.840 --> 00:07:38.920]  講他對罪的憤怒
[00:07:38.920 --> 00:07:41.720]  你所講的愛不是聖經裡面講的愛
[00:07:41.720 --> 00:07:44.880]  只不過是你自己腦海裡面創造出來的那種愛
[00:07:44.880 --> 00:07:46.560]  是完全的錯誤
[00:07:46.560 --> 00:07:49.080]  上帝是聖潔的上帝
[00:07:49.080 --> 00:07:50.480]  但是上帝也是愛
[00:07:50.480 --> 00:07:51.640]  在《利美記》裡面
[00:07:51.640 --> 00:07:53.560]  其實我們看到上帝的愛
[00:07:53.560 --> 00:07:55.320]  在《利美記》的中心裡面
[00:07:55.320 --> 00:07:56.680]  有一個章節
[00:07:56.680 --> 00:07:58.560]  第十六章是講什麼呢
[00:07:58.560 --> 00:08:00.920]  就是他們的贖罪日
[00:08:00.920 --> 00:08:02.120]  是最重要的
[00:08:02.120 --> 00:08:04.360]  如果你忘記了
[00:08:04.360 --> 00:08:07.520]  你可以回去看《加油站》第九篇
[00:08:07.520 --> 00:08:09.760]  就是講耶和華贖罪日
[00:08:09.760 --> 00:08:13.640]  但是贖罪日也是指向將來耶穌基督的
[00:08:13.640 --> 00:08:16.000]  如果上帝只是創造了贖罪日
[00:08:16.000 --> 00:08:17.560]  耶穌不來的時候
[00:08:17.560 --> 00:08:21.000]  這個贖罪日是沒有贖罪的能力的
[00:08:21.000 --> 00:08:22.760]  但是當耶穌來了
[00:08:22.760 --> 00:08:24.200]  成就了贖罪日之後
[00:08:24.200 --> 00:08:26.120]  我們看回《利美記》的時候
[00:08:26.120 --> 00:08:27.000]  我們發現
[00:08:27.000 --> 00:08:28.200]  《利美記》告訴我們
[00:08:28.200 --> 00:08:29.720]  上帝不僅是聖潔
[00:08:29.720 --> 00:08:32.400]  上帝更是愛
[00:08:32.400 --> 00:08:33.640]  完全的愛
[00:08:33.640 --> 00:08:36.840]  祂為人預備了一個獨有
[00:08:36.840 --> 00:08:38.040]  沒有其他宗教
[00:08:38.040 --> 00:08:40.960]  沒有其他任何人可以預備的贖罪日
[00:08:40.960 --> 00:08:42.120]  耶和華的贖罪日
[00:08:42.120 --> 00:08:44.280]  耶和華是聖潔的上帝
[00:08:44.280 --> 00:08:45.960]  耶和華是慈愛的上帝
[00:08:45.960 --> 00:08:50.800]  耶和華為祂的子民預備一個贖罪日
[00:08:50.800 --> 00:08:53.800]  這是我們今天故事的背景
[00:08:53.800 --> 00:08:56.560]  如果意識的人明白耶和華是聖潔
[00:08:56.560 --> 00:08:59.640]  如果意識的人明白耶和華是慈愛
[00:08:59.640 --> 00:09:04.400]  他應該貼貼緊緊地跟隨主耶穌基督
[00:09:04.400 --> 00:09:08.360]  心裡面應該完全地降服在耶穌基督面前
[00:09:08.360 --> 00:09:11.320]  或者耶和華的面前去跟隨祂
[00:09:11.320 --> 00:09:14.040]  但是竟然他不是
[00:09:14.040 --> 00:09:15.560]  今天我們講的就是
[00:09:15.560 --> 00:09:19.160]  他們沒有明白上帝是怎樣的上帝
[00:09:19.160 --> 00:09:21.960]  於是他們在上帝面前是大叛逆
[00:09:21.960 --> 00:09:23.480]  他不怕上帝
[00:09:23.480 --> 00:09:25.800]  也更加不愛上帝
[00:09:25.800 --> 00:09:30.920]  這會成為我們今天作為基督徒的一個很大的尷尬
[00:09:30.920 --> 00:09:35.640]  今天我們會看《曠野宗的大叛逆》
[00:09:35.640 --> 00:09:38.200]  《曠野宗的大叛逆》是講述出了埃及
[00:09:38.200 --> 00:09:41.880]  到了認知地之前的三十八年
[00:09:41.880 --> 00:09:42.840]  或者四十年
[00:09:42.840 --> 00:09:44.440]  看你喜歡怎麼講
[00:09:44.440 --> 00:09:45.280]  的時候
[00:09:45.280 --> 00:09:48.280]  到了摩西五經最後一本書
[00:09:48.280 --> 00:09:51.120]  他們已經臨近將要進入迦南
[00:09:51.120 --> 00:09:52.320]  摩西要四敗八
[00:09:52.320 --> 00:09:53.800]  因為摩西進不去
[00:09:53.800 --> 00:09:54.360]  OK
[00:09:54.360 --> 00:09:58.360]  在那時候摩西就講了祂的遺言
[00:09:58.360 --> 00:10:00.040]  《生命記》講的是摩西的遺言
[00:10:00.040 --> 00:10:01.800]  總結了前面四本書
[00:10:01.800 --> 00:10:02.200]  OK
[00:10:02.200 --> 00:10:04.600]  摩西警告他們
[00:10:04.600 --> 00:10:09.240]  摩西邀請他們再次與上帝立約
[00:10:09.240 --> 00:10:12.040]  但是摩西開始講一件很重要的事情
[00:10:12.040 --> 00:10:15.560]  就是他們不僅是外在的生命要受割禮
[00:10:15.560 --> 00:10:20.680]  不僅是他們的男丁受割禮
[00:10:20.680 --> 00:10:23.800]  而是每一個人的心裡面都要受割禮
[00:10:23.800 --> 00:10:29.400]  否則其實他不是約中與上帝相親相愛的
[00:10:29.400 --> 00:10:32.440]  而唯有深受割禮的人才可以
[00:10:32.440 --> 00:10:37.560]  《生命記》裡面第六章最重要的
[00:10:37.560 --> 00:10:40.440]  盡心盡聖盡義愛你職上帝
[00:10:40.440 --> 00:10:43.560]  唯有深受割禮的人才可以做這件事
[00:10:43.560 --> 00:10:44.680]  所以要記得這件事
[00:10:44.680 --> 00:10:47.400]  當然所有事情都是影子
[00:10:47.400 --> 00:10:49.800]  因為我們今天再也不會回到聖地那裡
[00:10:49.800 --> 00:10:53.480]  重頭歷史重演做多一次
[00:10:53.480 --> 00:10:59.320]  所有事情都是指向今天在主耶穌記錄裡面的事情
[00:10:59.320 --> 00:11:02.040]  抗野中的大叛逆
[00:11:02.040 --> 00:11:04.840]  我們要看的是《文數記》
[00:11:04.840 --> 00:11:07.560]  《文數記》是講些什麼呢
[00:11:07.560 --> 00:11:08.600]  你就這樣聽下來
[00:11:08.600 --> 00:11:11.480]  《文數記》好像是講人口普查
[00:11:11.480 --> 00:11:13.880]  但是如果你留心去看的時候
[00:11:13.880 --> 00:11:15.160]  稍後我們會的
[00:11:15.160 --> 00:11:19.560]  我們會發現《文數記》所數的人是男丁
[00:11:19.560 --> 00:11:23.800]  《文數記》所數的人是二十歲以上的男丁
[00:11:23.800 --> 00:11:26.520]  更有趣的就是《文數記》裡面
[00:11:26.520 --> 00:11:29.640]  數人是數了兩次
[00:11:29.640 --> 00:11:30.600]  兩次
[00:11:30.600 --> 00:11:36.040]  我帶你去看一下這兩次的分別
[00:11:36.040 --> 00:11:38.920]  第一次《文數記》第一章第一節
[00:11:38.920 --> 00:11:40.280]  為什麼這本書叫《文數記》
[00:11:40.280 --> 00:11:43.080]  因為一開始就在這裡數人
[00:11:43.080 --> 00:11:44.600]  《文數記》第一章第一節這麼說
[00:11:44.600 --> 00:11:49.000]  以色列人出埃及地後第二年二月初一
[00:11:49.000 --> 00:11:55.400]  有話在西乃、抗野在會幕中附近吩咐摩西說
[00:11:55.400 --> 00:12:00.600]  你要按宗族附加人名的數目計算
[00:12:00.600 --> 00:12:03.800]  全會眾點數所有的男丁
[00:12:03.800 --> 00:12:09.080]  以色列中凡二十歲以上能出去打仗的
[00:12:09.080 --> 00:12:15.560]  和你和阿倫要照他們的隊伍數點
[00:12:15.560 --> 00:12:19.240]  這是第一次的數人
[00:12:19.240 --> 00:12:20.840]  在什麼時候呢?
[00:12:20.840 --> 00:12:23.560]  是以色列出埃及的第二年
[00:12:23.560 --> 00:12:25.080]  很接近他們出埃及的
[00:12:25.080 --> 00:12:26.040]  在哪裡呢?
[00:12:26.040 --> 00:12:27.640]  在西乃的抗野
[00:12:27.640 --> 00:12:28.920]  你不懂地理不要緊
[00:12:28.920 --> 00:12:31.000]  簡單來說接近埃及
[00:12:31.000 --> 00:12:31.720]  OK
[00:12:31.720 --> 00:12:35.080]  數的時候你看看誰在這裡
[00:12:35.080 --> 00:12:36.600]  阿倫
[00:12:36.600 --> 00:12:38.200]  阿倫在做祭司
[00:12:38.200 --> 00:12:40.440]  記不記得這件事?
[00:12:40.440 --> 00:12:43.960]  現在我帶你看第二次怎麼數的人
[00:12:43.960 --> 00:12:45.960]  第二次怎麼數的時候
[00:12:45.960 --> 00:12:48.200]  是《文素記》第二十六章
[00:12:48.200 --> 00:12:50.920]  《文素記》還有十章
[00:12:50.920 --> 00:12:54.360]  《文素記》第二次怎麼數
[00:12:54.360 --> 00:12:55.720]  第二十六章第一節這麼說
[00:12:55.720 --> 00:12:57.400]  瘟疫過了以後
[00:12:57.400 --> 00:12:58.520]  這個瘟疫很重要
[00:12:58.520 --> 00:13:00.120]  稍後再回來跟你說
[00:13:00.120 --> 00:13:01.480]  瘟疫過了以後
[00:13:01.480 --> 00:13:05.960]  耶和華對摩西和阿倫祭司的兒子以利亞撒
[00:13:05.960 --> 00:13:08.600]  現在是誰在做祭司?
[00:13:08.600 --> 00:13:10.680]  再不是阿倫
[00:13:10.680 --> 00:13:12.440]  阿倫釘了蓋子了
[00:13:12.440 --> 00:13:14.440]  是他的兒子以利亞撒
[00:13:14.440 --> 00:13:16.840]  你看到是一個世代過去了
[00:13:16.840 --> 00:13:18.120]  雖然摩西長命
[00:13:18.120 --> 00:13:19.800]  不過都快死了
[00:13:19.800 --> 00:13:23.000]  你們要將以色列全會眾
[00:13:23.000 --> 00:13:24.520]  按他們的附加
[00:13:24.520 --> 00:13:25.960]  凡二十歲以上
[00:13:25.960 --> 00:13:30.840]  能出去為以色列打仗的計算總數
[00:13:30.840 --> 00:13:34.680]  摩西和以利亞撒祭司
[00:13:34.680 --> 00:13:38.520]  在摩押平原和耶利哥
[00:13:38.520 --> 00:13:43.480]  相對的約旦河邊去數人
[00:13:43.480 --> 00:13:44.680]  你想想
[00:13:44.680 --> 00:13:45.960]  時代真的變了
[00:13:45.960 --> 00:13:47.480]  現在再不是阿倫
[00:13:47.480 --> 00:13:50.280]  是阿倫的兒子以利亞撒在做祭司
[00:13:50.280 --> 00:13:50.920]  OK
[00:13:50.920 --> 00:13:55.880]  他們再不在之前是西奶的狂野
[00:13:55.880 --> 00:13:58.120]  現在在摩押的平原在哪裡呢?
[00:13:58.120 --> 00:13:59.480]  如果你不知道摩押平原在哪裡
[00:13:59.480 --> 00:13:59.960]  不要緊
[00:13:59.960 --> 00:14:00.920]  告訴你
[00:14:00.920 --> 00:14:03.880]  是耶利哥相對外面的約旦河邊
[00:14:03.880 --> 00:14:04.920]  簡單來說
[00:14:04.920 --> 00:14:06.440]  近應去之地
[00:14:06.440 --> 00:14:07.960]  近加拿
[00:14:07.960 --> 00:14:09.800]  中間發生了什麼事呢?
[00:14:09.800 --> 00:14:11.640]  這就是文素記要告訴你
[00:14:11.640 --> 00:14:12.680]  中間發生了什麼事呢?
[00:14:12.680 --> 00:14:14.360]  瘟疫已經給了一個影子
[00:14:14.360 --> 00:14:17.880]  中間發生了很多很多的瘟疫
[00:14:17.880 --> 00:14:19.880]  為什麼無緣無故有瘟疫?
[00:14:19.880 --> 00:14:21.400]  不是天災人禍
[00:14:21.400 --> 00:14:22.920]  為什麼有瘟疫?
[00:14:22.920 --> 00:14:25.320]  因為以色列人做錯了很多事情
[00:14:25.320 --> 00:14:26.520]  做了很壞的事情
[00:14:26.520 --> 00:14:27.960]  搬逸耶和華的事情
[00:14:27.960 --> 00:14:32.120]  這個瘟疫是耶和華降在以色列人的當中
[00:14:32.120 --> 00:14:33.320]  所以你問你
[00:14:33.320 --> 00:14:34.840]  文素記是說什麼呢?
[00:14:34.840 --> 00:14:40.600]  文素記是說兩次點名中間的四十年
[00:14:40.600 --> 00:14:42.840]  其實嚴格來說是三十八年
[00:14:42.840 --> 00:14:45.160]  不過四十年是一個圓圈數字
[00:14:45.160 --> 00:14:46.040]  也挺漂亮的
[00:14:46.040 --> 00:14:51.400]  四十年在聖經裡面不斷重複出現
[00:14:51.400 --> 00:14:56.600]  文素記是說兩次點名中間的四十年
[00:14:56.600 --> 00:14:58.920]  點的人是藍兵
[00:14:58.920 --> 00:15:01.160]  點的人是二十歲以上的藍兵
[00:15:01.160 --> 00:15:04.440]  點的人點的原因是去打仗
[00:15:04.440 --> 00:15:07.160]  打仗是為了要進入艱難
[00:15:07.160 --> 00:15:08.600]  要得到認許
[00:15:08.600 --> 00:15:10.040]  OK,你明白了
[00:15:10.040 --> 00:15:13.000]  但是為什麼中間會多了四十年呢?
[00:15:13.000 --> 00:15:18.520]  就是因為以色列人在曠野裡面叛逆
[00:15:18.520 --> 00:15:21.800]  以致上帝要他們在曠野裡面
[00:15:21.800 --> 00:15:23.240]  一代人
[00:15:23.240 --> 00:15:24.840]  整個一代的人
[00:15:24.840 --> 00:15:26.360]  二十歲以上的藍兵
[00:15:26.360 --> 00:15:27.800]  全部死在曠野
[00:15:27.800 --> 00:15:29.800]  又不一次殺死他們
[00:15:29.800 --> 00:15:31.240]  要磨死他們
[00:15:31.240 --> 00:15:31.560]  是不是?
[00:15:31.560 --> 00:15:34.200]  因為你突然間殺死所有二十歲以上的藍兵
[00:15:34.200 --> 00:15:35.560]  那你怎麼死呢?
[00:15:35.560 --> 00:15:36.920]  誰去做事呢?
[00:15:36.920 --> 00:15:37.720]  誰去打仗?
[00:15:37.720 --> 00:15:38.920]  誰去保護呢?
[00:15:38.920 --> 00:15:40.040]  於是在磨他們
[00:15:40.040 --> 00:15:41.880]  磨到他們全部死了
[00:15:41.880 --> 00:15:45.240]  以致他們下一代再出來
[00:15:45.240 --> 00:15:46.360]  有神學家說
[00:15:46.360 --> 00:15:52.040]  你可以用這兩句話總結這個文素記
[00:15:52.040 --> 00:15:53.400]  舊一代的過去
[00:15:53.400 --> 00:15:55.960]  新一代的誕生
[00:15:55.960 --> 00:15:59.080]  The fourth of the old generation
[00:15:59.080 --> 00:16:01.320]  The birth of the new generation
[00:16:01.320 --> 00:16:03.240]  是兩代交易
[00:16:03.240 --> 00:16:07.000]  不是因為人都老了
[00:16:07.000 --> 00:16:09.480]  都要交棒給下一代
[00:16:09.480 --> 00:16:10.600]  不是交棒的問題
[00:16:10.600 --> 00:16:13.960]  因為第一代的以色列人是壞人
[00:16:13.960 --> 00:16:16.680]  第一代的以色列人是叛逆上帝
[00:16:16.680 --> 00:16:20.120]  於是上帝將他們磨死在曠野裡
[00:16:20.120 --> 00:16:22.920]  以致他們無法進入迦南地
[00:16:22.920 --> 00:16:23.880]  OK?
[00:16:23.880 --> 00:16:26.600]  那你說第二代
[00:16:26.600 --> 00:16:27.880]  新一代
[00:16:27.880 --> 00:16:30.120]  是不是就得了呢?
