
[00:00:00.000 --> 00:00:07.000]  今天你看到的經文是在讀耶利米蘇第19章和第20章
[00:04:48.900 --> 00:04:50.400]  但是另一方面
[00:04:50.400 --> 00:04:53.600]  你上帝的話語你不可以停止
[00:04:53.600 --> 00:04:55.600]  「我聽見許多人的誹謗
[00:04:55.600 --> 00:04:57.600]  四圍都是驚嚇
[00:04:57.600 --> 00:05:02.400]  連我自己的朋友都看著我跌倒」
[00:05:02.400 --> 00:05:04.700]  就是都想他跌倒 在那裡詛咒他
[00:05:04.700 --> 00:05:07.100]  「告他吧 我們要告他
[00:05:07.100 --> 00:05:09.100]  或者他被引誘
[00:05:09.100 --> 00:05:12.200]  我們就能乘他在他身上報仇」
[00:05:12.200 --> 00:05:16.400]  就是連他自己最親密的朋友
[00:05:16.400 --> 00:05:19.500]  都拒絕他的訊息
[00:05:19.500 --> 00:05:25.700]  也都是起碼在口舌上在誹謗他
[00:05:25.700 --> 00:05:27.800]  然而耶和華與我同在
[00:05:27.800 --> 00:05:29.600]  咦 是不是有好轉呢?
[00:05:29.600 --> 00:05:32.300]  「好仗可怕的勇士
[00:05:32.300 --> 00:05:35.200]  因此迫害我的都半跌
[00:05:35.200 --> 00:05:38.400]  不能得勝 他們大大蒙羞
[00:05:38.400 --> 00:05:40.300]  由於行事沒有志
[00:05:40.300 --> 00:05:44.600]  為必永遠受那不能忘懷的恥辱」
[00:05:44.600 --> 00:05:46.700]  他開始有一點點像詩篇
[00:05:46.700 --> 00:05:50.000]  就是說他很不開心
[00:05:50.000 --> 00:05:51.800]  因為被人迫害 被人拒絕
[00:05:51.800 --> 00:05:53.800]  「然而耶和華與我同在
[00:05:53.800 --> 00:05:58.800]  而有一天上帝會幫我尋冤得雪」
[00:05:58.800 --> 00:06:02.200]  就是他會證明他的審判是真實
[00:06:02.200 --> 00:06:04.800]  而這些人不聽的人
[00:06:04.800 --> 00:06:06.800]  他們會蒙羞
[00:06:06.800 --> 00:06:09.800]  他永遠被審判
[00:06:09.800 --> 00:06:10.800]  第十二節
[00:06:10.800 --> 00:06:18.700]  「考驗二人費苦心腸的萬骨之耶和華
[00:06:18.700 --> 00:06:23.500]  求祢使我得見祢在他們身上報仇
[00:06:23.500 --> 00:06:28.000]  因我已將我的案件向祢明明了」
[00:06:28.000 --> 00:06:32.200]  去到這裡 我不知道你怎麼說
[00:06:32.200 --> 00:06:34.400]  你會發現就算你去到新約的時候
[00:06:34.400 --> 00:06:35.900]  你看到保羅有些人
[00:06:35.900 --> 00:06:37.600]  有些是敵黨福音的人
[00:06:37.600 --> 00:06:42.300]  他都會說上帝會為他報仇的
[00:06:42.300 --> 00:06:44.300]  當然我們要很小心應用這些
[00:06:44.300 --> 00:06:47.100]  不是說我們平時到處見到一些人
[00:06:47.100 --> 00:06:49.000]  他可能和我們不和
[00:06:49.000 --> 00:06:50.900]  或者他拒絕福音一次
[00:06:50.900 --> 00:06:51.900]  你就詛咒他
[00:06:51.900 --> 00:06:53.900]  但是這裡他講到
[00:06:53.900 --> 00:06:57.300]  他二人被惡人所迫
[00:06:57.300 --> 00:07:00.800]  而有些人他知道他們不會回轉
[00:07:00.800 --> 00:07:03.400]  而他說他的盼望是什麼呢?
[00:07:03.400 --> 00:07:07.500]  就是「有一天看賊人費苦心腸的耶和華
[00:07:07.500 --> 00:07:13.700]  會為我尋冤 為我報仇 為我尋冤得雪」
[00:07:13.700 --> 00:07:15.400]  好 你去到第十三節
[00:07:15.400 --> 00:07:19.200]  「你們要向耶和華唱歌要讚美耶和華」
[00:07:19.200 --> 00:07:20.400]  就是詩篇
[00:07:20.400 --> 00:07:22.300]  「因他救了窮人的性命」
[00:07:22.300 --> 00:07:24.900]  就是他自己就是窮人 被迫霸的那個
[00:07:24.900 --> 00:07:27.200]  「窮人脫離惡人的手」
[00:07:27.200 --> 00:07:32.000]  好像耶利米解決了他的心結
[00:07:32.000 --> 00:07:35.600]  又很不開心 現在突然間要讚美耶和華
[00:07:35.600 --> 00:07:38.600]  你以為而已 你看到第十四節
[00:07:38.600 --> 00:07:40.700]  你知道是不行的
[00:07:40.700 --> 00:07:43.500]  「願我出生的那一日受咒咒」
[00:07:43.500 --> 00:07:45.600]  他真的是一個哭泣的仙子
[00:07:45.600 --> 00:07:48.600]  就是那個mood swing很大
[00:07:48.600 --> 00:07:51.600]  一會兒就讚美耶和華
[00:07:51.600 --> 00:07:56.800]  但是原來他一生他的事公都是要忍耐的
[00:07:56.800 --> 00:07:58.300]  接著他開始詛咒
[00:07:58.300 --> 00:07:59.700]  這個像虐伯
[00:07:59.700 --> 00:08:02.800]  「願我母親生我的那一日不蒙福
[00:08:02.800 --> 00:08:05.300]  報信給我父親說你得了兒子
[00:08:05.300 --> 00:08:07.800]  使我父親甚歡喜的
[00:08:07.800 --> 00:08:10.400]  願那人受咒咒
[00:08:10.400 --> 00:08:13.500]  我為何出胎見奴碌憂愁
[00:08:13.500 --> 00:08:17.100]  在收櫃中倒盡我的年日」
[00:08:17.100 --> 00:08:19.400]  很depressed 是吧
[00:08:19.400 --> 00:08:23.300]  Anyway 我們沒有時間再講太多
[00:08:23.300 --> 00:08:26.300]  他的心態或者那本書
[00:08:26.300 --> 00:08:29.500]  但是我想你想一下
[00:08:29.500 --> 00:08:35.800]  他這段非常自我的一個情感爆發
[00:08:35.800 --> 00:08:40.000]  其實是意味著他那個任務不可能
[00:08:40.000 --> 00:08:44.200]  那個是一個mission impossible
[00:08:44.200 --> 00:08:45.800]  真是一個不可能的任務
[00:08:45.800 --> 00:08:50.800]  那種壓力對於他的壓迫是太大了
[00:08:50.800 --> 00:08:52.800]  他要放棄他的一切
[00:08:52.800 --> 00:08:54.200]  放棄他的國民
[00:08:54.200 --> 00:08:58.600]  放棄他的知己朋友
[00:08:58.600 --> 00:09:03.500]  剛才說的 放棄可能甚至他的家人等等
[00:09:03.500 --> 00:09:05.600]  令我想起在《新約聖經》裡面
[00:09:05.600 --> 00:09:08.400]  其實那個使命那個任務
[00:09:08.400 --> 00:09:11.000]  其實沒有減低的
[00:09:11.000 --> 00:09:12.800]  甚至是提升了
[00:09:12.800 --> 00:09:15.200]  因為耶穌給他的理論
[00:09:15.200 --> 00:09:17.400]  「無論什麼人到我這裡來
[00:09:17.400 --> 00:09:20.900]  若不愛我勝過愛自己父母
[00:09:20.900 --> 00:09:23.300]  妻子兒女弟兄姊妹
[00:09:23.300 --> 00:09:24.700]  甚至自己的性命
[00:09:24.700 --> 00:09:25.900]  就不能撞我的門徒」
[00:09:25.900 --> 00:09:28.100]  這是耶穌說的話 是吧
[00:09:28.100 --> 00:09:29.200]  呼召他
[00:09:29.200 --> 00:09:33.500]  「凡不能背著自己的十字架來跟從我
[00:09:33.500 --> 00:09:35.700]  也不能撞我的門徒」
[00:09:35.700 --> 00:09:36.700]  你想一下
[00:09:36.700 --> 00:09:42.800]  如果在耶利米亞非常掙扎的時候
[00:09:42.800 --> 00:09:43.900]  耶穌出現了
[00:09:43.900 --> 00:09:45.600]  耶穌在旁邊說
[00:09:45.600 --> 00:09:48.300]  其實這句話都挺貼切的
[00:09:48.300 --> 00:09:52.200]  你要愛我勝過
[00:09:52.200 --> 00:09:53.900]  然後你看回原文
[00:09:53.900 --> 00:09:57.000]  是「恨護自己的父母」
[00:09:57.000 --> 00:09:58.300]  也不是叫你恨他們
[00:09:58.300 --> 00:09:59.600]  而是那個對比
[00:09:59.600 --> 00:10:00.900]  就是你要愛我
[00:10:00.900 --> 00:10:03.100]  愛耶和華是遠勝過
[00:10:03.100 --> 00:10:05.400]  甚至你自己的生命
[00:10:05.400 --> 00:10:09.500]  要勝過你失去的父母、妻子、兒女
[00:10:09.500 --> 00:10:11.400]  哇 這是不可思議的
[00:10:11.400 --> 00:10:14.500]  你說在這麼沉重的使命當中
[00:10:14.500 --> 00:10:17.100]  有沒有什麼安慰呢?
[00:10:17.100 --> 00:10:19.100]  我想那個安慰在27節
[00:10:19.100 --> 00:10:21.300]  《路加福音》第14章27節
[00:10:21.300 --> 00:10:26.000]  它說「凡不背著自己十字架來跟從我
[00:10:26.000 --> 00:10:28.000]  也不能撞我的門徒」
[00:10:28.000 --> 00:10:30.000]  那個安慰在哪裡呢?
[00:10:30.000 --> 00:10:31.200]  那個安慰就是
[00:10:31.200 --> 00:10:33.000]  其實很快你會發現
[00:10:33.000 --> 00:10:35.000]  背十字架的是耶穌
[00:10:35.000 --> 00:10:37.000]  或者是走在前面
[00:10:37.000 --> 00:10:39.400]  背十字架帶領著我們的是耶穌
[00:10:39.400 --> 00:10:43.100]  就不是耶穌很舒服的
[00:10:43.100 --> 00:10:45.500]  坐著馬車也好
[00:10:45.500 --> 00:10:48.500]  自己大搖大擺地走
[00:10:48.500 --> 00:10:50.400]  然後我們後面是背著十字架
[00:10:50.400 --> 00:10:53.800]  原來在前面背著十字架
[00:10:53.800 --> 00:10:57.600]  而我們仿效他背著十字架的是耶穌
[00:10:57.600 --> 00:10:59.600]  在這個時候你開始發覺
[00:10:59.600 --> 00:11:01.600]  這個是耶利米蘇看不到
[00:11:01.600 --> 00:11:03.000]  而我們今天看到的
[00:11:03.000 --> 00:11:06.400]  就是我們的救主不是坐在寶座裡
[00:11:06.400 --> 00:11:08.000]  指我們去做那些事情
[00:11:08.000 --> 00:11:11.100]  而是祂自己先背著十字架為我們而死
[00:11:11.100 --> 00:11:14.000]  然後祂鼓勵我們去拋下這一切
[00:11:14.000 --> 00:11:16.200]  哇 這是很不一樣的安慰 是吧?
[00:11:16.200 --> 00:11:17.200]  不僅如此
[00:11:17.200 --> 00:11:19.800]  更好一些
[00:11:19.800 --> 00:11:24.000]  我實在告訴你們 凡為我和福音撇下房屋
[00:11:24.000 --> 00:11:29.000]  或是兄弟姊妹父親母親兒女田地
[00:11:29.000 --> 00:11:31.400]  沒有在不在今世
[00:11:31.400 --> 00:11:34.000]  得百倍的就是房屋
[00:11:34.000 --> 00:11:36.800]  兄弟姊妹母親兒女田地
[00:11:36.800 --> 00:11:41.800]  並且要受迫害來世得永生
[00:11:41.800 --> 00:11:44.600]  我不知道你們怎樣去明白這件事
[00:11:44.600 --> 00:11:47.800]  很明顯我不知道耶穌怎樣在今世
[00:11:47.800 --> 00:11:51.600]  給我更多的房屋或是田地
[00:11:51.600 --> 00:11:54.400]  但是很明顯祂也在說
[00:11:54.400 --> 00:11:56.000]  祂在今世
[00:11:56.000 --> 00:12:01.000]  祂實在給了我們新的兄弟姊妹母親兒女
[00:12:01.000 --> 00:12:02.600]  這是屬靈上的東西
[00:12:02.600 --> 00:12:05.400]  你再拋下東西 祂要回報你
[00:12:05.400 --> 00:12:07.000]  還要是百倍
[00:12:07.000 --> 00:12:08.800]  然後來世得永生
[00:12:08.800 --> 00:12:11.800]  但是你不要漏了一件事
[00:12:11.800 --> 00:12:15.800]  在當中有一個很重要的主角
[00:12:15.800 --> 00:12:17.200]  主角就是要受迫害
[00:12:17.200 --> 00:12:21.400]  你想想這句話其實對於耶利米
[00:12:21.400 --> 00:12:24.000]  如果耶利米有機會去聽到
[00:12:24.000 --> 00:12:25.800]  然後他又看到耶穌背十字架
[00:12:25.800 --> 00:12:30.400]  是多大的一個安慰 是不是?
[00:12:30.400 --> 00:12:33.200]  因為他看到主耶穌都為他背十字架
[00:12:33.200 --> 00:12:34.800]  而他跟著他背十字架
[00:12:34.800 --> 00:12:37.600]  耶穌又應許他在今世得百倍來世得永生
[00:12:37.600 --> 00:12:43.000]  但是也同時和他不加糖衣
[00:12:43.000 --> 00:12:46.000]  告訴他你仍然要受迫害
[00:12:46.000 --> 00:12:48.600]  這個是《新約聖經》裡面
[00:12:48.600 --> 00:12:53.600]  每一個服侍上帝的傳道人必須要有的心態
[00:12:53.600 --> 00:12:55.600]  我想也是每一個基督徒
[00:12:55.600 --> 00:12:59.200]  因為這個實在是和所有跟隨耶穌的人說
[00:12:59.200 --> 00:13:00.400]  我想結束的時候
[00:13:00.400 --> 00:13:03.400]  用保羅的說話和大家去勉勵
[00:13:03.400 --> 00:13:05.800]  其實都是勉勵我自己
[00:13:05.800 --> 00:13:10.200]  這個保羅在哥倫多的後書裡面的一段
[00:13:10.200 --> 00:13:12.000]  很激情的說話
[00:13:12.000 --> 00:13:17.200]  他說到他自己的事公其實真的不容易
[00:13:17.200 --> 00:13:20.600]  他當時在寫哥倫多教會
[00:13:20.600 --> 00:13:23.600]  也是因為一些叫超級信徒的
[00:13:23.600 --> 00:13:25.200]  Super Apostles的影響
[00:13:25.200 --> 00:13:27.800]  也是背叛了保羅
[00:13:27.800 --> 00:13:31.600]  在當中保羅自己很大的掙扎
[00:13:31.600 --> 00:13:35.200]  但是他說他一定要傳真正的福音
[00:13:35.200 --> 00:13:38.600]  我們一起讀吧
[00:13:38.600 --> 00:13:41.600]  哥倫多後書第四章第一節
[00:13:41.600 --> 00:13:44.000]  所以既然我們蒙了憐憫
[00:13:44.000 --> 00:13:47.200]  受了這侍奉的責任
[00:13:47.200 --> 00:13:49.200]  就不喪膽
[00:13:49.200 --> 00:13:51.600]  反而把那些暗昧可恥的事
[00:13:51.600 --> 00:13:53.400]  棄絕了不行詭詐
[00:13:53.400 --> 00:13:55.600]  不曲解上帝的道
[00:13:55.600 --> 00:13:58.400]  只將真理宣揚出來
[00:13:58.400 --> 00:14:03.200]  好在上帝面前把自己推薦給各人的良心
[00:14:03.200 --> 00:14:05.800]  這個什麼叫做真理呢?
[00:14:05.800 --> 00:14:07.200]  什麼是不曲解上帝呢?
[00:14:07.200 --> 00:14:08.600]  就是不是一個
[00:14:08.600 --> 00:14:10.600]  如果你看回那個背景
[00:14:10.600 --> 00:14:13.000]  就不是一個成功神學富貴福音
[00:14:13.000 --> 00:14:15.400]  而是一個全十字架
[00:14:15.400 --> 00:14:17.400]  背十字架的福音
[00:14:17.400 --> 00:14:19.800]  保羅說我不會這樣
[00:14:19.800 --> 00:14:23.000]  但是為什麼他說我們不喪膽
[00:14:23.000 --> 00:14:24.400]  因為很容易喪膽
[00:14:24.400 --> 00:14:27.400]  因為這個信息很容易被這個世界所拒絕
[00:14:27.400 --> 00:14:29.600]  即使我們的福音被遮蔽
[00:14:29.600 --> 00:14:30.400]  聽不聽得到?
[00:14:30.400 --> 00:14:34.400]  就是那時只是對滅亡的人遮蔽
[00:14:34.400 --> 00:14:39.400]  這些不信的人被世界的神明弄黑了心眼
[00:14:39.400 --> 00:14:42.800]  使他們看不見基督榮耀的福音
[00:14:42.800 --> 00:14:44.800]  基督本是上帝的像
[00:14:44.800 --> 00:14:46.400]  我們不是傳自己
[00:14:46.400 --> 00:14:48.800]  而是傳耶穌基督為主
[00:14:48.800 --> 00:14:53.200]  並且自己因耶穌作了他的福音
[00:14:53.200 --> 00:14:57.800]  你看保羅的傳揚和耶利米的傳揚
[00:14:57.800 --> 00:14:58.800]  真的有一點不同
[00:14:58.800 --> 00:15:00.800]  不同的地方就是多了耶穌
[00:15:00.800 --> 00:15:02.800]  耶穌現在很清晰了
[00:15:02.800 --> 00:15:06.800]  所以我們現在傳的不單只是一個審判
[00:15:06.800 --> 00:15:09.200]  當然耶利米也傳救恩的
[00:15:09.200 --> 00:15:10.000]  即是那個恩典
[00:15:10.000 --> 00:15:12.400]  但是他看不見原來那個恩典
[00:15:12.400 --> 00:15:13.200]  怎麼來到我們
[00:15:13.200 --> 00:15:14.800]  是因為耶穌受了審判
[00:15:14.800 --> 00:15:19.000]  那種激勵是令我們得著一個安慰
[00:15:19.000 --> 00:15:21.200]  在那個不可能裏面
[00:15:21.200 --> 00:15:24.600]  變成了一個極大的安慰和支持
[00:15:24.600 --> 00:15:27.800]  那吩咐光從黑暗裏照出來的上帝
[00:15:27.800 --> 00:15:30.000]  已經照在我們心裏
[00:15:30.000 --> 00:15:32.400]  使我們知道上帝榮耀的光
[00:15:32.400 --> 00:15:35.800]  顯在耶穌基督的臉上
[00:15:35.800 --> 00:15:38.600]  我們有者寶貝放在那氣裏
[00:15:38.600 --> 00:15:41.000]  為要顯明這莫大的能力
[00:15:41.000 --> 00:15:43.200]  是出於上帝不出於我們
[00:15:43.200 --> 00:15:45.000]  我們處處受困
[00:15:45.000 --> 00:15:47.800]  你想想這個是寫給耶利米的
[00:15:47.800 --> 00:15:49.600]  卻不被困住
[00:15:49.600 --> 00:15:54.000]  內心困擾卻沒有絕望
[00:15:54.000 --> 00:15:57.000]  遭受迫害卻不被撇棄
[00:15:57.000 --> 00:16:00.000]  擊倒在地卻不致滅亡
[00:16:00.000 --> 00:16:03.200]  我們身上常帶著耶穌的死
[00:16:03.200 --> 00:16:06.200]  使耶穌的生也在我們身上顯明
[00:16:06.200 --> 00:16:08.400]  這個也是耶利米的一生
[00:16:08.400 --> 00:16:10.600]  因為我們這活著的人
[00:16:10.600 --> 00:16:14.000]  常為耶穌被置於死地
[00:16:14.000 --> 00:16:15.200]  使耶穌的生命
[00:16:15.200 --> 00:16:18.600]  在我們這必死的人身上顯出來
[00:16:18.600 --> 00:16:22.200]  我會說耶利米是一個真正的信徒
[00:16:22.200 --> 00:16:25.200]  他遙遠仰望耶穌的美臨
[00:16:25.200 --> 00:16:26.800]  但是我們看得清楚
[00:16:26.800 --> 00:16:28.200]  他看不清楚
[00:16:28.200 --> 00:16:31.800]  而他是在等待更清楚
[00:16:31.800 --> 00:16:35.800]  以致他有更力量去支持這個不可能的任務
[00:16:35.800 --> 00:16:37.400]  所以我們不喪膽
[00:16:37.400 --> 00:16:38.800]  你看不看到這個不喪膽
[00:16:38.800 --> 00:16:41.400]  和前面那個前後呼應
[00:16:41.400 --> 00:16:44.800]  雖然我們外在的人日漸扭壞
[00:16:44.800 --> 00:16:46.800]  內在的人卻日日更生
[00:16:46.800 --> 00:16:50.000]  我們這短暫而輕微的痛苦
[00:16:50.000 --> 00:16:54.200]  要為我們成就極重無比永遠的榮耀
[00:16:54.200 --> 00:16:56.800]  因為我們不是顧念看得見的
[00:16:56.800 --> 00:16:58.400]  而是顧念看不見的
[00:16:58.400 --> 00:17:01.400]  原來看得見的是暫時的
[00:17:01.400 --> 00:17:05.000]  看不見的才是永遠
[00:17:05.000 --> 00:17:08.600]  你看到保羅就是一個新約的耶利米
[00:17:08.600 --> 00:17:10.400]  他看得清楚
[00:17:10.400 --> 00:17:17.200]  儘管有膽喪的危險或者挑戰
[00:17:17.200 --> 00:17:21.000]  但是你看到他不斷尋找著耶穌基督
[00:17:21.000 --> 00:17:23.600]  努力的排除萬難
[00:17:23.600 --> 00:17:24.800]  向前邁進
[00:17:24.800 --> 00:17:27.200]  我們仍然仰望著耶穌基督
[00:17:27.200 --> 00:17:30.400]  無論這個天路歷程有多辛苦
[00:17:30.400 --> 00:17:31.600]  我們的事工
[00:17:31.600 --> 00:17:34.000]  我們的見證有多困難
[00:17:34.000 --> 00:17:35.600]  被人有多拒絕
[00:17:35.600 --> 00:17:38.200]  願我們望著耶穌基督
[00:17:38.200 --> 00:17:40.200]  不斷勇往直前
[00:17:40.200 --> 00:17:42.200]  大家努力
