
[00:00:00.000 --> 00:00:02.480]  (主席)在今天講道開始的時候
[00:05:47.360 --> 00:05:48.640]  所以弟兄姊妹
[00:05:48.640 --> 00:05:51.440]  今天我就很想和大家
[00:05:51.440 --> 00:05:54.360]  將它放在「大誡命」的重點
[00:05:54.360 --> 00:05:55.480]  因為在過去
[00:05:55.480 --> 00:05:56.400]  如果大家還記得
[00:05:56.400 --> 00:05:58.200]  我已經用了三講
[00:05:58.200 --> 00:05:59.840]  是講大使命
[00:05:59.840 --> 00:06:01.320]  馬太福音的28章
[00:06:01.320 --> 00:06:02.040]  18到20
[00:06:02.040 --> 00:06:03.480]  我都在那裏
[00:06:03.480 --> 00:06:05.720]  講解了我們怎樣去建立
[00:06:05.720 --> 00:06:06.560]  主的工作
[00:06:06.560 --> 00:06:07.720]  傳揚福音
[00:06:07.720 --> 00:06:09.600]  但是我們要回到
[00:06:09.600 --> 00:06:11.200]  既然講整全的使命的時候
[00:06:11.200 --> 00:06:13.680]  我們需要回到去了解多一些
[00:06:13.680 --> 00:06:16.920]  關於「大誡命」是甚麼
[00:06:16.920 --> 00:06:18.120]  而當想到這裏的時候
[00:06:18.120 --> 00:06:18.840]  弟兄姊妹
[00:06:18.840 --> 00:06:22.280]  請不要忘記我們剛才所讀的那段經文
[00:06:22.280 --> 00:06:26.720]  馬可福音的第十二章的28到31節
[00:06:26.720 --> 00:06:29.960]  就是一段很重要的經文
[00:06:29.960 --> 00:06:31.200]  就等於我們說
[00:06:31.200 --> 00:06:33.840]  約翰福音三章十六節很重要
[00:06:33.840 --> 00:06:36.920]  一言就講出了整本聖經要講的東西
[00:06:36.920 --> 00:06:39.920]  同樣當我們講到「大誡命」的時候
[00:06:39.920 --> 00:06:44.440]  馬可福音的這一段經文就很重要
[00:06:44.440 --> 00:06:47.560]  盼望我們能夠對這段經文多一些的認識
[00:06:47.560 --> 00:06:50.360]  以致到能夠成為一個很好的基礎
[00:06:50.360 --> 00:06:51.320]  推動
[00:06:51.320 --> 00:06:54.120]  幫助我們有力量去推進
[00:06:54.120 --> 00:06:56.360]  這些服侍的工作
[00:06:56.360 --> 00:06:59.400]  剛才我們都看完這幾節的經文
[00:06:59.400 --> 00:07:00.960]  在這裏我們發現
[00:07:00.960 --> 00:07:02.480]  有一位文士
[00:07:02.480 --> 00:07:05.680]  是和主耶穌有些對話
[00:07:05.680 --> 00:07:07.200]  主耶穌回答他
[00:07:07.200 --> 00:07:08.520]  因為他問主耶穌說
[00:07:08.520 --> 00:07:12.480]  「誡命中哪一條是第一要緊的?」
[00:07:12.480 --> 00:07:15.320]  在這個律法裏面有很多誡命
[00:07:15.320 --> 00:07:16.760]  那哪一條是第一要緊
[00:07:16.760 --> 00:07:18.360]  意思是最重要的呢?
[00:07:18.360 --> 00:07:19.720]  最大的呢?
[00:07:19.720 --> 00:07:22.480]  這個問題都不容易回答
[00:07:22.480 --> 00:07:25.960]  所以主耶穌都回答他
[00:07:25.960 --> 00:07:26.800]  但是我們發現
[00:07:26.800 --> 00:07:29.480]  我們的主能夠回答得非常準確
[00:07:29.480 --> 00:07:32.160]  所以在29、30節他就回答了
[00:07:32.160 --> 00:07:34.800]  第一要緊的就是以色列要聽
[00:07:34.800 --> 00:07:37.400]  主我們的神是獨一的神
[00:07:37.400 --> 00:07:39.760]  他指出了我們的信仰
[00:07:39.760 --> 00:07:41.760]  是指向一位獨一的主
[00:07:41.760 --> 00:07:42.800]  沒有其他神的了
[00:07:42.800 --> 00:07:44.200]  但是不單止這樣
[00:07:44.200 --> 00:07:46.800]  並且還提出要盡心盡性
[00:07:46.800 --> 00:07:49.840]  盡意盡力去愛主你的神
[00:07:49.840 --> 00:07:52.080]  很多律例怎樣講這麼多東西
[00:07:52.080 --> 00:07:53.880]  最終是講什麼呢?
[00:07:53.880 --> 00:07:56.880]  其實就是愛神
[00:07:56.880 --> 00:07:59.560]  所以耶穌基督就在這裏回答了他
[00:07:59.560 --> 00:08:01.160]  但是不單止這樣
[00:08:01.160 --> 00:08:03.080]  我們發現馬可的記載裏面
[00:08:03.080 --> 00:08:05.640]  耶穌不是停在這裏
[00:08:05.640 --> 00:08:09.360]  我們發現還有第31節
[00:08:09.360 --> 00:08:15.560]  他回答了「其次就是說要愛人如己」
[00:08:15.560 --> 00:08:16.680]  除了愛神之後
[00:08:16.680 --> 00:08:18.720]  他亦都說要愛人
[00:08:18.720 --> 00:08:23.080]  然後就說沒有一些比這兩條的誡命更大
[00:08:23.080 --> 00:08:25.320]  即是說所有的律法誡命
[00:08:25.320 --> 00:08:26.760]  講多少都好
[00:08:26.760 --> 00:08:29.920]  講來講去最終其實最重要的
[00:08:29.920 --> 00:08:32.880]  就是愛神和愛人
[00:08:32.880 --> 00:08:34.760]  在馬太福音裏面就講到
[00:08:34.760 --> 00:08:41.920]  這些就是律法和先知一切道理的總綱
[00:08:41.920 --> 00:08:43.320]  即是最高層次的
[00:08:43.320 --> 00:08:44.800]  最重要的
[00:08:44.800 --> 00:08:46.800]  所以你看到是非常重要的
[00:08:46.800 --> 00:08:49.240]  地位很高的
[00:08:49.240 --> 00:08:51.560]  這些就是值得我們去留意
[00:08:51.560 --> 00:08:58.040]  因為神的話語是我們很大的指標和標準
[00:08:58.040 --> 00:09:00.640]  當我們去思想這段經文的時候
[00:09:00.640 --> 00:09:03.160]  很簡單的分析你就看得到
[00:09:03.160 --> 00:09:07.880]  在這段經文裏面讓我們看到有兩個的向度
[00:09:07.880 --> 00:09:11.280]  一個向度就是「中」的向度
[00:09:11.280 --> 00:09:13.680]  這個向度是講到我們要愛神
[00:09:13.680 --> 00:09:15.040]  是愛神的向度
[00:09:15.040 --> 00:09:15.760]  「中」
[00:09:15.760 --> 00:09:16.720]  中層面
[00:09:16.720 --> 00:09:18.320]  上向的層面
[00:09:18.320 --> 00:09:19.400]  很清楚的
[00:09:19.400 --> 00:09:23.160]  在第29、30節就講到愛神的層次
[00:09:23.160 --> 00:09:25.400]  原來我們講這麼多的律例典章
[00:09:25.400 --> 00:09:26.160]  神的位置都好
[00:09:26.160 --> 00:09:28.360]  其實就是要帶動我們這個生命
[00:09:28.360 --> 00:09:29.880]  愛一位我們看不見的神
[00:09:29.880 --> 00:09:31.640]  但是我們要學習去愛
[00:09:31.640 --> 00:09:34.040]  不僅是下文字
[00:09:34.040 --> 00:09:36.120]  是要愛神
[00:09:36.120 --> 00:09:38.040]  耶穌帶出這樣的向度
[00:09:38.040 --> 00:09:40.080]  但是不僅如此
[00:09:40.080 --> 00:09:42.720]  耶穌接著說還有一個向度
[00:09:42.720 --> 00:09:43.880]  還有一個什麼向度?
[00:09:43.880 --> 00:09:46.040]  愛人的向度
[00:09:46.040 --> 00:09:47.960]  就是一個橫向的層面
[00:09:47.960 --> 00:09:50.360]  就是我們人與人之間的橫向層面
[00:09:50.360 --> 00:09:51.520]  所以我們叫「中橫」
[00:09:51.520 --> 00:09:52.480]  「中橫」就是這樣
[00:09:52.480 --> 00:09:53.480]  有「中」的向度
[00:09:53.480 --> 00:09:54.720]  但是也有「橫」的向度
[00:09:54.720 --> 00:10:00.280]  就是講到我們有沒有去愛周圍的人
[00:10:00.280 --> 00:10:02.320]  懂很多東西、讀很多書
[00:10:02.320 --> 00:10:03.560]  做很多事
[00:10:03.560 --> 00:10:05.040]  但是不懂得愛
[00:10:05.040 --> 00:10:07.640]  我想都有點欠缺
[00:10:07.640 --> 00:10:09.360]  我們的信仰是講愛
[00:10:09.360 --> 00:10:10.960]  所以不僅是愛神
[00:10:10.960 --> 00:10:13.840]  也是愛人
[00:10:13.840 --> 00:10:15.960]  在這裡我們發現很簡單
[00:10:15.960 --> 00:10:16.960]  你就看到
[00:10:16.960 --> 00:10:20.520]  耶穌是將兩個向度向我們陳明
[00:10:20.520 --> 00:10:21.920]  而更加重要的是
[00:10:21.920 --> 00:10:24.520]  這些東西是很重要
[00:10:24.520 --> 00:10:28.720]  沒有其他東西比這兩條界面更大
[00:10:28.720 --> 00:10:31.320]  這就是一個很重要的目標
[00:10:31.320 --> 00:10:32.720]  是很想見到
[00:10:32.720 --> 00:10:35.400]  神很期望我們做得到
[00:10:35.400 --> 00:10:36.440]  所以我們要聽
[00:10:36.440 --> 00:10:37.000]  不僅是聽
[00:10:37.000 --> 00:10:40.320]  而是聽得來就知道是很重要
[00:10:40.320 --> 00:10:41.720]  是耶穌說的
[00:10:41.720 --> 00:10:42.440]  好了
[00:10:42.440 --> 00:10:45.240]  當我們稍微對這一段經文有所了解的時候
[00:10:45.240 --> 00:10:47.040]  是否就夠呢?
[00:10:47.040 --> 00:10:48.560]  都未必夠
[00:10:48.560 --> 00:10:51.000]  當我們仔細再去思想這段經文的時候
[00:10:51.000 --> 00:10:54.360]  我們發現還有兩個很有趣的地方
[00:10:54.360 --> 00:10:56.920]  又或者還有兩個很突出的地方
[00:10:56.920 --> 00:11:00.880]  是在這段經文裡面透過耶穌和這個文士的對答
[00:11:00.880 --> 00:11:04.440]  凸顯了出來要我們更加留意的
[00:11:04.440 --> 00:11:05.960]  是什麼呢?
[00:11:05.960 --> 00:11:07.400]  我們有沒有留意到
[00:11:07.400 --> 00:11:10.840]  耶穌給這個文士的回答呢?
[00:11:10.840 --> 00:11:13.480]  是問一答二呢?
[00:11:13.480 --> 00:11:15.120]  有沒有留意到?
[00:11:15.120 --> 00:11:18.880]  這位文士只是問哪一條界面是第一要緊
[00:11:18.880 --> 00:11:20.760]  他只是問一個
[00:11:20.760 --> 00:11:22.320]  但是有沒有留意到耶穌的回答
[00:11:22.320 --> 00:11:24.200]  回答完要愛神之後
[00:11:24.200 --> 00:11:28.960]  然後就說其次就是說要愛人如己
[00:11:28.960 --> 00:11:30.360]  有沒有留意到?
[00:11:30.360 --> 00:11:31.840]  耶穌不是只回答一個
[00:11:31.840 --> 00:11:35.280]  祂回答了兩個的回應
[00:11:35.280 --> 00:11:37.520]  所以這是很奇怪的
[00:11:37.520 --> 00:11:40.920]  也是耶穌最突出的地方
[00:11:40.920 --> 00:11:42.560]  在當時的拉比
[00:11:42.560 --> 00:11:43.840]  一些文士
[00:11:43.840 --> 00:11:46.280]  他們不會這樣回答這個問題
[00:11:46.280 --> 00:11:47.760]  在他們的了解裡面
[00:11:47.760 --> 00:11:50.440]  是不會這樣看愛神就是一樣的
[00:11:50.440 --> 00:11:52.120]  但是耶穌說不是
[00:11:52.120 --> 00:11:56.160]  愛神和愛人是連繫在一起的
[00:11:56.160 --> 00:11:58.440]  不可以分割的
[00:11:58.440 --> 00:12:00.040]  是整合在一起的
[00:12:00.040 --> 00:12:01.440]  當我們說要愛神的時候
[00:12:01.440 --> 00:12:04.400]  其實你要在愛人那裡表達出來
[00:12:04.400 --> 00:12:06.560]  所以耶穌為什麼不只是回答他一條
[00:12:06.560 --> 00:12:08.000]  而是回答兩個
[00:12:08.000 --> 00:12:09.760]  是因為在祂的了解裡面
[00:12:09.760 --> 00:12:12.440]  愛神愛人是二者不可分割
[00:12:12.440 --> 00:12:14.480]  這就是一個革命式的思想
[00:12:14.480 --> 00:12:15.960]  是耶穌基督和當時的文士
[00:12:15.960 --> 00:12:17.800]  伯尼沙人很不同的地方
[00:12:17.800 --> 00:12:21.200]  是帶出整個神話語的精髓出來
[00:12:21.200 --> 00:12:23.400]  提醒我們一件事
[00:12:23.400 --> 00:12:26.680]  我們不只是把愛神放在腦海裡面
[00:12:26.680 --> 00:12:28.200]  放在我們生命裡面
[00:12:28.200 --> 00:12:30.040]  原來愛神的人是要
[00:12:30.040 --> 00:12:34.640]  潛行在愛人的行動裡面
[00:12:34.640 --> 00:12:38.720]  這就是耶穌基督特別這樣說的地方
[00:12:38.720 --> 00:12:40.480]  所以各位姐妹這個要留意
[00:12:40.480 --> 00:12:43.600]  這就是我們今天要去思想的地方
[00:12:43.600 --> 00:12:45.120]  所以一說到大革命的時候
[00:12:45.120 --> 00:12:47.960]  為什麼我們經常說要愛人
[00:12:47.960 --> 00:12:49.760]  就是因為耶穌在這段對話裡面
[00:12:49.760 --> 00:12:54.240]  是把愛人和愛神完全整合出來
[00:12:54.240 --> 00:12:56.080]  和強調
[00:12:56.080 --> 00:12:57.680]  除此這個特色之外
[00:12:57.680 --> 00:12:58.960]  還有一個特色
[00:12:58.960 --> 00:13:00.200]  是什麼特色呢?
[00:13:00.200 --> 00:13:02.240]  這個特色就是大家留意
[00:13:02.240 --> 00:13:03.440]  在第31節那裡
[00:13:03.440 --> 00:13:04.640]  耶穌說什麼呢?
[00:13:04.640 --> 00:13:07.840]  「其次就是說要愛人如己
[00:13:07.840 --> 00:13:11.280]  再沒有比這兩條誡命更大的了」
[00:13:11.280 --> 00:13:13.640]  在這裡和合本的翻譯就寫著
[00:13:13.640 --> 00:13:14.920]  「愛人如己」
[00:13:14.920 --> 00:13:16.520]  是用「人」字
[00:13:16.520 --> 00:13:18.680]  很清楚
[00:13:18.680 --> 00:13:20.760]  但是原來在原文裡面
[00:13:20.760 --> 00:13:22.960]  那個字是什麼字呢?
[00:13:22.960 --> 00:13:24.600]  是「鄰舍」
[00:13:24.600 --> 00:13:27.000]  是「鄰居」
[00:13:27.000 --> 00:13:28.200]  是「鄰舍」
[00:13:28.200 --> 00:13:30.520]  是「鄰居」的翻譯
[00:13:30.520 --> 00:13:33.320]  你看看英文的翻譯版本就看到
[00:13:33.320 --> 00:13:36.600]  是用「neighbors」那個字
[00:13:36.600 --> 00:13:38.800]  又或者我們看看《新譜及譯本》
[00:13:38.800 --> 00:13:40.480]  怎麼翻譯這字的經文呢?
[00:13:40.480 --> 00:13:46.920]  它說「並且要愛你的鄰居像愛自己一樣」
[00:13:46.920 --> 00:13:54.360]  所以耶穌基督所說的「其次就是要愛鄰居像愛自己一樣」
[00:13:54.360 --> 00:13:55.320]  經文是這樣的意思
[00:13:55.320 --> 00:13:56.800]  那什麼叫「愛鄰居」呢?
[00:13:56.800 --> 00:13:57.520]  在這裡的了解
[00:13:57.520 --> 00:13:58.760]  在當時的了解
[00:13:58.760 --> 00:14:01.400]  在耶穌心目中的了解是指什麼呢?
[00:14:01.400 --> 00:14:04.960]  「鄰居」固然就是住在我旁邊的那些叫「鄰居」
[00:14:04.960 --> 00:14:06.600]  但是意思是不是只是這樣?
[00:14:06.600 --> 00:14:09.520]  我只是愛周圍和我附近住的人就是這樣
[00:14:09.520 --> 00:14:11.120]  不是
[00:14:11.120 --> 00:14:12.440]  在整個新約裡面
[00:14:12.440 --> 00:14:14.120]  在耶穌基督的了解裡面
[00:14:14.120 --> 00:14:16.640]  什麼叫「鄰居」呢?
[00:14:16.640 --> 00:14:19.240]  在一個很撒瑪利亞人的比喻裡面
[00:14:19.240 --> 00:14:21.560]  《路加福音》第十章就很清楚反映出來
[00:14:21.560 --> 00:14:25.240]  鄰居就是那些有需要的人
[00:14:25.240 --> 00:14:27.280]  鄰居就是那些很缺乏
[00:14:27.280 --> 00:14:29.160]  是很受傷的
[00:14:29.160 --> 00:14:30.520]  很需要別人關心的人
[00:14:30.520 --> 00:14:32.320]  那些就是我的鄰居
[00:14:32.320 --> 00:14:34.080]  只要我們動了憐憫的心
[00:14:34.080 --> 00:14:36.080]  有這個愛心
[00:14:36.080 --> 00:14:37.400]  我們就是去服侍他們
[00:14:37.400 --> 00:14:38.800]  那些就是我們的鄰居
[00:14:38.800 --> 00:14:40.320]  換句話說
[00:14:40.320 --> 00:14:41.600]  很多人都是我們的鄰居
[00:14:41.600 --> 00:14:42.600]  對不對?
[00:14:42.600 --> 00:14:44.680]  所以為什麼會翻譯成為「人」呢?
[00:14:44.680 --> 00:14:46.360]  我想它也是有意思和合本的
[00:14:46.360 --> 00:14:47.080]  既然是這樣
[00:14:47.080 --> 00:14:50.040]  那就是包括所有人
[00:14:50.040 --> 00:14:51.440]  但是我們講得更清楚的時候
[00:14:51.440 --> 00:14:52.960]  用「鄰居」就是說
[00:14:52.960 --> 00:14:55.240]  那些有需要的人
[00:14:55.240 --> 00:14:57.120]  在困難中的人
[00:14:57.120 --> 00:14:58.440]  無論他信的也好
[00:14:58.440 --> 00:14:59.560]  未信的也好
[00:14:59.560 --> 00:15:00.720]  是尖鎮的會友也好
[00:15:00.720 --> 00:15:02.120]  不是尖鎮的會友也好
[00:15:02.120 --> 00:15:03.440]  只要他們有需要
[00:15:03.440 --> 00:15:04.800]  我們又做得到的話
[00:15:04.800 --> 00:15:06.240]  我們去服侍他們
[00:15:06.240 --> 00:15:08.480]  帶著耶穌基督的愛心
[00:15:08.480 --> 00:15:09.800]  去關心他們
[00:15:09.800 --> 00:15:12.880]  這個就是「大誡明」
[00:15:12.880 --> 00:15:14.440]  這個就是教會要做
[00:15:14.440 --> 00:15:18.760]  這個就是耶穌基督對他們的門徒的心意
[00:15:18.760 --> 00:15:21.760]  而今天我們強調「力淺整全使命」
[00:15:21.760 --> 00:15:24.600]  就是說不單止我們努力傳揚福音
[00:15:24.600 --> 00:15:26.120]  將好消息告訴別人
[00:15:26.120 --> 00:15:27.360]  你要悔改信耶穌
[00:15:27.360 --> 00:15:28.640]  你才會得永生
[00:15:28.640 --> 00:15:29.760]  但不只是這樣
[00:15:29.760 --> 00:15:30.840]  我們還要做的就是
[00:15:30.840 --> 00:15:34.480]  帶著愛心去服侍有需要的人
[00:15:34.480 --> 00:15:35.560]  你信的也好
[00:15:35.560 --> 00:15:36.880]  未信的也好
[00:15:36.880 --> 00:15:39.520]  我也很樂意去關心你
[00:15:39.520 --> 00:15:41.000]  去愛你
[00:15:41.000 --> 00:15:44.600]  這個就是神對教會的期望
[00:15:44.600 --> 00:15:45.840]  弟兄姊妹
[00:15:45.840 --> 00:15:48.560]  所以我們是需要彼此的勉勵
[00:15:48.560 --> 00:15:52.120]  去學習這個功課
[00:15:52.120 --> 00:15:54.360]  關心有需要的人
[00:15:54.360 --> 00:15:57.760]  「大誡明」的英文叫做Great Commandment
[00:15:57.760 --> 00:16:01.480]  有機會大家回去再進一步去了解
[00:16:01.480 --> 00:16:03.600]  今天盼望我們的教會
[00:16:03.600 --> 00:16:06.800]  都能夠去認識主耶穌這個心意
[00:16:06.800 --> 00:16:10.320]  盼望我們不單止去肯定傳福音的重要性
[00:16:10.320 --> 00:16:13.960]  也讓我們彼此的勉勵去學習一個功課
[00:16:13.960 --> 00:16:17.720]  就是實踐「大誡明」
[00:16:17.720 --> 00:16:19.440]  傳揚福音之外
[00:16:19.440 --> 00:16:23.600]  我們要關心有需要的人
[00:16:23.600 --> 00:16:27.680]  這方面讓我們來做一個簡單的總結
[00:16:27.680 --> 00:16:30.720]  耶穌基督在這裡的對話
