
[00:00:00.000 --> 00:00:05.000]  提交文件:衞生局局長的簡介 - 由何秀蘭議員發言
[00:02:25.000 --> 00:02:27.000]  就是如果我們不感恩
[00:02:27.000 --> 00:02:31.000]  上帝就不高興了
[00:02:31.000 --> 00:02:34.000]  即是折射了甚麼呢?
[00:02:34.000 --> 00:02:36.000]  上帝就很計較你
[00:02:36.000 --> 00:02:38.000]  很緊張你
[00:02:38.000 --> 00:02:40.000]  很要求你
[00:02:40.000 --> 00:02:41.000]  我幫了你
[00:02:41.000 --> 00:02:44.000]  你就要懂得感恩
[00:02:44.000 --> 00:02:45.000]  我們有一個折射出來
[00:02:45.000 --> 00:02:48.000]  上帝是一個都頗嚴苛的
[00:02:48.000 --> 00:02:49.000]  又頗計較的
[00:02:49.000 --> 00:02:53.000]  很注重你怎樣對他的一個上帝
[00:02:53.000 --> 00:02:57.000]  如果我們這樣將他放射擴大的時候
[00:02:57.000 --> 00:03:01.000]  會覺得好像有少少
[00:03:01.000 --> 00:03:02.000]  會不會有些問題呢?
[00:03:02.000 --> 00:03:06.000]  上帝會不會是這樣的呢?
[00:03:06.000 --> 00:03:08.000]  如果我們只是以為
[00:03:08.000 --> 00:03:10.000]  這個聖經裏面的記載
[00:03:10.000 --> 00:03:13.000]  耶穌對這個撒瑪利人的回應
[00:03:13.000 --> 00:03:16.000]  是間接地去責備那九個
[00:03:16.000 --> 00:03:19.000]  沒有回來感恩的人呢?
[00:03:19.000 --> 00:03:23.000]  或者我們是會有些偏差
[00:03:23.000 --> 00:03:25.000]  或者是不足夠
[00:03:25.000 --> 00:03:27.000]  因為慈悲和憐憫
[00:03:27.000 --> 00:03:33.000]  才是上帝的屬性
[00:03:33.000 --> 00:03:34.000]  我們要看到
[00:03:34.000 --> 00:03:37.000]  上帝永遠都是一個
[00:03:37.000 --> 00:03:40.000]  充滿著慈悲和憐憫的神
[00:03:40.000 --> 00:03:42.000]  當我們讀聖經的時候
[00:03:42.000 --> 00:03:44.000]  我們不是著重去看到
[00:03:44.000 --> 00:03:46.000]  人做錯了甚麼
[00:03:46.000 --> 00:03:49.000]  即是人有甚麼不是
[00:03:49.000 --> 00:03:50.000]  我們要去找
[00:03:50.000 --> 00:03:52.000]  這個不對,那個不對,那個不對
[00:03:52.000 --> 00:03:56.000]  所以我們不要學那些不對的人
[00:03:56.000 --> 00:03:57.000]  我們讀聖經的時候
[00:03:57.000 --> 00:03:59.000]  更加要重要的是
[00:03:59.000 --> 00:04:01.000]  我們要看到神的心意
[00:04:01.000 --> 00:04:05.000]  即是神的心意是怎樣的呢?
[00:04:05.000 --> 00:04:08.000]  我們今天就思想這段經文
[00:04:08.000 --> 00:04:10.000]  首先我們看到的圖畫
[00:04:10.000 --> 00:04:12.000]  就是有十個養大麻瘋的人
[00:04:12.000 --> 00:04:15.000]  一起走出來
[00:04:15.000 --> 00:04:18.000]  數量都不少
[00:04:18.000 --> 00:04:21.000]  大麻瘋病就是在
[00:04:21.000 --> 00:04:23.000]  以前的社會醫療
[00:04:23.000 --> 00:04:25.000]  不是發展的時候
[00:04:25.000 --> 00:04:26.000]  就是一個很麻煩
[00:04:26.000 --> 00:04:27.000]  就像肺癆那樣
[00:04:27.000 --> 00:04:30.000]  我們幾十年前都有肺癆
[00:04:30.000 --> 00:04:31.000]  現在基本上就沒有
[00:04:31.000 --> 00:04:32.000]  不過香港近來呢
[00:04:32.000 --> 00:04:34.000]  都發現到一些
[00:04:34.000 --> 00:04:37.000]  少量的肺癆的情況
[00:04:37.000 --> 00:04:39.000]  已經是奪了職的了
[00:04:39.000 --> 00:04:41.000]  現在又再出現
[00:04:41.000 --> 00:04:48.000]  都是一個很衛生的警號
[00:04:48.000 --> 00:04:51.000]  以前肺癆是一個很麻煩的
[00:04:51.000 --> 00:04:54.000]  麻瘋亦都有的
[00:04:54.000 --> 00:04:56.000]  香港都有喜寧洲
[00:04:56.000 --> 00:04:57.000]  現在基本上是沒有的了
[00:04:57.000 --> 00:04:59.000]  控制了的了
[00:04:59.000 --> 00:05:00.000]  但以前是有的
[00:05:00.000 --> 00:05:03.000]  有麻瘋是很大的事情
[00:05:03.000 --> 00:05:06.000]  因為會震驚整個村子
[00:05:06.000 --> 00:05:07.000]  整個村子都害怕
[00:05:07.000 --> 00:05:09.000]  因為它會傳染
[00:05:09.000 --> 00:05:11.000]  所以就要隔離
[00:05:11.000 --> 00:05:14.000]  把它推到一個地方
[00:05:14.000 --> 00:05:18.000]  這些他們會聚在一起
[00:05:18.000 --> 00:05:20.000]  在那裡被人
[00:05:20.000 --> 00:05:23.000]  某種形式來照顧來幫
[00:05:23.000 --> 00:05:25.000]  十個長大麻瘋的人
[00:05:25.000 --> 00:05:28.000]  一起走出來的情況
[00:05:28.000 --> 00:05:30.000]  應該都是很罕有的了
[00:05:30.000 --> 00:05:32.000]  比較少的情況
[00:05:32.000 --> 00:05:33.000]  但這裡是記載了
[00:05:33.000 --> 00:05:35.000]  有十個大麻瘋的人
[00:05:35.000 --> 00:05:37.000]  一起走出來
[00:05:37.000 --> 00:05:40.000]  那些收容麻瘋病的地方
[00:05:40.000 --> 00:05:43.000]  只要你有麻瘋病
[00:05:43.000 --> 00:05:45.000]  一個距離的範圍
[00:05:45.000 --> 00:05:47.000]  就會被推到那裡
[00:05:47.000 --> 00:05:49.000]  那裡就不需要選擇
[00:05:49.000 --> 00:05:50.000]  你是不是猶太人
[00:05:50.000 --> 00:05:52.000]  你有沒有錢
[00:05:52.000 --> 00:05:54.000]  就像我們的公立醫院
[00:05:54.000 --> 00:05:56.000]  你進去就可以了
[00:05:56.000 --> 00:05:58.000]  裡面有些是有錢人的
[00:05:58.000 --> 00:06:00.000]  有些是窮人的
[00:06:00.000 --> 00:06:01.000]  有不同的宗教
[00:06:01.000 --> 00:06:02.000]  有不同的信仰
[00:06:02.000 --> 00:06:03.000]  有不同的東西
[00:06:03.000 --> 00:06:04.000]  基本上都是這樣
[00:06:04.000 --> 00:06:07.000]  所以我們先看看
[00:06:07.000 --> 00:06:09.000]  這十個人
[00:06:09.000 --> 00:06:13.000]  其實是應該來自不同的地方
[00:06:13.000 --> 00:06:16.000]  有不同的背景
[00:06:16.000 --> 00:06:19.000]  甚至有不同的信仰
[00:06:19.000 --> 00:06:20.000]  所以耶穌特別說
[00:06:20.000 --> 00:06:22.000]  這個撒馬尼亞人
[00:06:22.000 --> 00:06:25.000]  即是有其他非撒馬尼亞人的人在那裡
[00:06:25.000 --> 00:06:30.000]  他們本來是互相不認識的
[00:06:30.000 --> 00:06:32.000]  甚至可能是互相排斥的
[00:06:32.000 --> 00:06:33.000]  他們正常的情況下
[00:06:33.000 --> 00:06:34.000]  可能都沒有什麼來往的
[00:06:34.000 --> 00:06:36.000]  你和我都不對的
[00:06:36.000 --> 00:06:37.000]  你信佛教的
[00:06:37.000 --> 00:06:38.000]  我信基督教的
[00:06:38.000 --> 00:06:39.000]  他信伊斯蘭教的
[00:06:39.000 --> 00:06:42.000]  可能都沒有什麼關係的
[00:06:42.000 --> 00:06:43.000]  但是因為有麻瘋病
[00:06:43.000 --> 00:06:44.000]  沒得選擇
[00:06:44.000 --> 00:06:45.000]  全部都去了一個地方
[00:06:45.000 --> 00:06:46.000]  那裡不需要選擇
[00:06:46.000 --> 00:06:47.000]  你有什麼信仰
[00:06:47.000 --> 00:06:48.000]  全部塞在那裡
[00:06:48.000 --> 00:06:51.000]  也不理這個背景
[00:06:51.000 --> 00:06:54.000]  很特別
[00:06:54.000 --> 00:06:57.000]  原來有些情況的發生
[00:06:57.000 --> 00:06:59.000]  或者我們說是疾病
[00:06:59.000 --> 00:07:01.000]  或者是不幸
[00:07:01.000 --> 00:07:04.000]  或者是苦難
[00:07:04.000 --> 00:07:07.000]  它是會分隔人的
[00:07:07.000 --> 00:07:12.000]  也都會凝聚人的
[00:07:12.000 --> 00:07:15.000]  和病就會相連
[00:07:15.000 --> 00:07:19.000]  患難是會相依的
[00:07:19.000 --> 00:07:22.000]  我們會看到事情的另外一面
[00:07:22.000 --> 00:07:23.000]  這十個人
[00:07:23.000 --> 00:07:25.000]  他們放下了他們自己的信仰
[00:07:25.000 --> 00:07:29.000]  種族、階級的分別
[00:07:29.000 --> 00:07:32.000]  共同為一個目標來奮鬥
[00:07:32.000 --> 00:07:36.000]  就是怎樣去尋找醫治
[00:07:36.000 --> 00:07:38.000]  他們變成了互相守望
[00:07:38.000 --> 00:07:40.000]  彼此照顧
[00:07:40.000 --> 00:07:42.000]  明知絕望
[00:07:42.000 --> 00:07:44.000]  又帶著冒險精神
[00:07:44.000 --> 00:07:47.000]  去探索求醫治的可能
[00:07:47.000 --> 00:07:48.000]  他們就離開
[00:07:48.000 --> 00:07:51.000]  他們本身拘禁他們的村
[00:07:51.000 --> 00:07:52.000]  他們不屈服在
[00:07:52.000 --> 00:07:53.000]  他們自己的命運底下
[00:07:53.000 --> 00:07:56.000]  他們要跑出去搏一搏
[00:07:56.000 --> 00:08:02.000]  希望找到耶穌可以醫治他們
[00:08:02.000 --> 00:08:04.000]  這是一個很美麗的圖畫
[00:08:04.000 --> 00:08:05.000]  我們看到十個大麻蜂的時候
[00:08:05.000 --> 00:08:07.000]  很恐怖
[00:08:07.000 --> 00:08:09.000]  很恐怖
[00:08:09.000 --> 00:08:11.000]  看到都害怕
[00:08:11.000 --> 00:08:12.000]  我們看到第一個圖畫
[00:08:12.000 --> 00:08:13.000]  有十個長大麻蜂
[00:08:13.000 --> 00:08:15.000]  一起走出來的時候
[00:08:15.000 --> 00:08:19.000]  我們看看這個圖畫
[00:08:19.000 --> 00:08:21.000]  其實這班絕望的人
[00:08:21.000 --> 00:08:24.000]  在呈現他們的信心
[00:08:24.000 --> 00:08:28.000]  他們的希望
[00:08:28.000 --> 00:08:29.000]  我想我們未必有
[00:08:29.000 --> 00:08:32.000]  這十個大麻蜂的人那麼慘
[00:08:32.000 --> 00:08:33.000]  但你看看他們
[00:08:33.000 --> 00:08:35.000]  他們即使那麼絕望
[00:08:35.000 --> 00:08:39.000]  但他們都沒有放棄自己
[00:08:39.000 --> 00:08:42.000]  走出來尋找希望
[00:08:42.000 --> 00:08:43.000]  互相之間
[00:08:43.000 --> 00:08:49.000]  我們首先看到這個圖畫
[00:08:49.000 --> 00:08:57.000]  它是一個很令人沉重的圖畫
[00:08:57.000 --> 00:09:00.000]  但即使在一個那麼沉重的圖畫當中
[00:09:00.000 --> 00:09:03.000]  都不是絕望
[00:09:03.000 --> 00:09:05.000]  我過去的侍奉
[00:09:05.000 --> 00:09:07.000]  因為和醫院有關
[00:09:07.000 --> 00:09:10.000]  所以接觸醫院的事情都多
[00:09:10.000 --> 00:09:13.000]  我經常聽很多醫院的故事
[00:09:13.000 --> 00:09:14.000]  在癌症中心
[00:09:14.000 --> 00:09:16.000]  腫瘤科的癌症中心
[00:09:16.000 --> 00:09:20.000]  腎科的洗腎中心
[00:09:20.000 --> 00:09:24.000]  肝臟的治療中心
[00:09:24.000 --> 00:09:27.000]  很多慢性長期病的人
[00:09:27.000 --> 00:09:32.000]  在那裏覆診、洗腎、心臟科
[00:09:32.000 --> 00:09:33.000]  你去到那裏
[00:09:33.000 --> 00:09:36.000]  你都知道那裏是一個
[00:09:36.000 --> 00:09:39.000]  很多病人聚集的地方
[00:09:39.000 --> 00:09:41.000]  但大家不要以為在那裏
[00:09:41.000 --> 00:09:44.000]  每個人都愁眉苦臉、淒涼
[00:09:44.000 --> 00:09:48.000]  有這種情景也不是唯一的情景
[00:09:48.000 --> 00:09:49.000]  他們會說笑的
[00:09:49.000 --> 00:09:51.000]  他們會互相幫助的
[00:09:51.000 --> 00:09:54.000]  甚至這些病人
[00:09:54.000 --> 00:09:58.000]  他們會帶給別人一種鼓勵
[00:09:58.000 --> 00:10:00.000]  不單鼓勵其他病人
[00:10:00.000 --> 00:10:01.000]  鼓勵探病的人
[00:10:01.000 --> 00:10:03.000]  我們去探病的時候
[00:10:03.000 --> 00:10:05.000]  探完之後都有一種感覺
[00:10:05.000 --> 00:10:06.000]  究竟是我們來探他
[00:10:06.000 --> 00:10:08.000]  還是他來幫我們呢
[00:10:08.000 --> 00:10:11.000]  所以我們不要帶著一個固定的眼光
[00:10:11.000 --> 00:10:14.000]  哎呀 他好慘呀
[00:10:14.000 --> 00:10:18.000]  我們要有一個憐憫的心
[00:10:18.000 --> 00:10:22.000]  但我們不要有一種標籤
[00:10:22.000 --> 00:10:24.000]  就是說他這樣的情況
[00:10:24.000 --> 00:10:27.000]  他一定是很慘
[00:10:27.000 --> 00:10:30.000]  他一定是很可憐
[00:10:30.000 --> 00:10:32.000]  這十個人
[00:10:32.000 --> 00:10:38.000]  其實他們雖然有一個很大的困難當中
[00:10:38.000 --> 00:10:40.000]  當然他們都要尋求他的醫治
[00:10:40.000 --> 00:10:45.000]  但是他們都是散發著一種
[00:10:45.000 --> 00:10:51.000]  很鼓勵人的一種表現
[00:10:51.000 --> 00:10:55.000]  他們彼此互助
[00:10:55.000 --> 00:10:57.000]  他們也有勇氣
[00:10:57.000 --> 00:11:00.000]  還有行動走出來
[00:11:00.000 --> 00:11:05.000]  所以病人一定是生命的一種弱者
[00:11:05.000 --> 00:11:08.000]  不是等待人去可憐的人
[00:11:08.000 --> 00:11:10.000]  雖然他需要人幫助
[00:11:10.000 --> 00:11:14.000]  他們都呈現出他們那種力量
[00:11:14.000 --> 00:11:17.000]  他們那種信心
[00:11:17.000 --> 00:11:21.000]  我一直都要鼓勵我們當中
[00:11:21.000 --> 00:11:25.000]  如果你在這種處境當中
[00:11:25.000 --> 00:11:29.000]  都不要放棄自己
[00:11:29.000 --> 00:11:33.000]  我們也要正確地對待
[00:11:33.000 --> 00:11:36.000]  這些值得敬佩的病人
[00:11:36.000 --> 00:11:39.000]  值得敬佩的不幸者
[00:11:39.000 --> 00:11:44.000]  這個記載裏面講到
[00:11:44.000 --> 00:11:47.000]  有十個被醫好的人
[00:11:47.000 --> 00:11:50.000]  有九個都沒有回來
[00:11:50.000 --> 00:11:52.000]  只有一個回來
[00:11:52.000 --> 00:11:54.000]  我剛才都講過了
[00:11:54.000 --> 00:11:56.000]  我們就會說
[00:11:56.000 --> 00:12:00.000]  亡因,這些人都是亡因的人
[00:12:00.000 --> 00:12:09.000]  但我們如果用一個正常的思考去思考的時候
[00:12:09.000 --> 00:12:12.000]  耶穌說你們去吧
[00:12:12.000 --> 00:12:16.000]  將身體給祭司檢查
[00:12:16.000 --> 00:12:20.000]  在其他的聖經裏面的記載
[00:12:20.000 --> 00:12:23.000]  耶穌對這些盲封的病人
[00:12:23.000 --> 00:12:25.000]  祂會這樣說的
[00:12:25.000 --> 00:12:27.000]  然後你們給祭司察看
[00:12:27.000 --> 00:12:31.000]  獻上摩西所規定的禮物
[00:12:31.000 --> 00:12:37.000]  當時的社會沒有現在的醫療分工的那麼具體
[00:12:37.000 --> 00:12:46.000]  祭司是負責那個潔淨與不潔淨的判斷
[00:12:46.000 --> 00:12:50.000]  當一個人如果是被診斷有盲封病會傳染的人
[00:12:50.000 --> 00:12:54.000]  就要上報給祭司聽
[00:12:54.000 --> 00:12:57.000]  祭司做了檢查之後
[00:12:57.000 --> 00:13:00.000]  就要決定這個人是否真的有病
[00:13:00.000 --> 00:13:03.000]  是否要將他驅逐離開這條村
[00:13:03.000 --> 00:13:07.000]  以至他不要傳染到其他人
[00:13:07.000 --> 00:13:12.000]  如果這個人有機會康復的話
[00:13:12.000 --> 00:13:18.000]  他就要回去找當時去判斷他的祭司或是職級的人
[00:13:18.000 --> 00:13:22.000]  然後他才有身份有權力去宣佈給其他人聽
[00:13:22.000 --> 00:13:27.000]  某某人他什麼時候有了盲封病就離開了
[00:13:27.000 --> 00:13:29.000]  但現在上帝憐憫他
[00:13:29.000 --> 00:13:31.000]  他已經康復了
[00:13:31.000 --> 00:13:33.000]  經過公佈之後
[00:13:33.000 --> 00:13:36.000]  這個人就可以進回這條村
[00:13:36.000 --> 00:13:39.000]  過回一種正常的生活
[00:13:39.000 --> 00:13:42.000]  否則別人就會驅逐他
[00:13:42.000 --> 00:13:44.000]  甚至用石頭扔他
[00:13:44.000 --> 00:13:45.000]  扔死他都可以
[00:13:45.000 --> 00:13:48.000]  因為他等於我們現在的強制性
[00:13:48.000 --> 00:13:52.000]  如果你有肺癆有傳染病就可以抓你
[00:13:52.000 --> 00:13:55.000]  你不接受他就可以抓你
[00:13:55.000 --> 00:13:57.000]  拘禁你
[00:13:57.000 --> 00:14:01.000]  所以是有這樣的實際情況
[00:14:01.000 --> 00:14:06.000]  這十個人或九個人一起走的時候
[00:14:06.000 --> 00:14:13.000]  我們沒什麼理由認為
[00:14:13.000 --> 00:14:18.000]  他回去被祭司察看了之後
[00:14:18.000 --> 00:14:22.000]  他不會去感恩
[00:14:22.000 --> 00:14:25.000]  他不會多謝耶穌
[00:14:25.000 --> 00:14:28.000]  不會感謝上帝
[00:14:28.000 --> 00:14:33.000]  我相信這是一個不合理的推斷
[00:14:33.000 --> 00:14:36.000]  耶穌說你回去被祭司察看
[00:14:36.000 --> 00:14:39.000]  你獻上莫西所給的禮物
[00:14:39.000 --> 00:14:44.000]  他們應該會照耶穌所做
[00:14:44.000 --> 00:14:47.000]  亦都很自然會照這個去做
[00:14:47.000 --> 00:14:49.000]  去感謝
[00:14:49.000 --> 00:14:53.000]  當然他們沒有像這三萬里人那樣
[00:14:53.000 --> 00:14:56.000]  折返轉頭去感謝耶穌
[00:14:56.000 --> 00:15:07.000]  但並不表示他們不會感謝
[00:15:07.000 --> 00:15:12.000]  聖經說他們靜去的時候就潔淨了
[00:15:12.000 --> 00:15:14.000]  聖經有沒有說到
[00:15:14.000 --> 00:15:21.000]  這個靜去究竟是在說哪一個時間
[00:15:21.000 --> 00:15:24.000]  誰知道他是離開了耶穌
[00:15:24.000 --> 00:15:27.000]  又在去他自己的地方
[00:15:27.000 --> 00:15:32.000]  找祭司察看這個時間
[00:15:32.000 --> 00:15:33.000]  從地理上來說
[00:15:33.000 --> 00:15:41.000]  我們這十個大麻瘋在朗平這個地方見到耶穌
[00:15:41.000 --> 00:15:46.000]  但他們不是全部都來自同一個地方
[00:15:46.000 --> 00:15:51.000]  不是全部都從錦繡花園來的
[00:15:51.000 --> 00:15:53.000]  可能有些人住錦繡
[00:15:53.000 --> 00:15:54.000]  有些人住津柏
[00:15:54.000 --> 00:15:55.000]  有些人住洪水橋
[00:15:55.000 --> 00:15:56.000]  有些人住屯門
[00:15:56.000 --> 00:15:59.000]  有些人可能住更遠都不一定
[00:15:59.000 --> 00:16:00.000]  他們離開的時候
[00:16:00.000 --> 00:16:01.000]  他們來的時候一起來
[00:16:01.000 --> 00:16:07.000]  因為他們從同一個麻瘋人聚集的地區那裡來
[00:16:07.000 --> 00:16:08.000]  但他們離開的時候
[00:16:08.000 --> 00:16:10.000]  就會走回去不同的地方
[00:16:10.000 --> 00:16:13.000]  因為他們自己的村自己的地方的祭司
[00:16:13.000 --> 00:16:16.000]  才可以做到那個判斷
[00:16:16.000 --> 00:16:24.000]  所以他們就會分散了
[00:16:24.000 --> 00:16:27.000]  究竟他們什麼時候
[00:16:27.000 --> 00:16:30.000]  發現到自己是好了呢
[00:16:30.000 --> 00:16:32.000]  這個無從得知
[00:16:32.000 --> 00:16:34.000]  可能是十幾分鐘之後
[00:16:34.000 --> 00:16:35.000]  或者可能久一點
[00:16:35.000 --> 00:16:36.000]  可能少一點
[00:16:36.000 --> 00:16:38.000]  或者我們估計
[00:16:38.000 --> 00:16:39.000]  合理的估計
[00:16:39.000 --> 00:16:41.000]  可能都是同一個時間
[00:16:41.000 --> 00:16:43.000]  同一個撒米蘭的時間
[00:16:43.000 --> 00:16:45.000]  但都要他去檢查才行
[00:16:45.000 --> 00:16:47.000]  他要摸摸自己才知道
[00:16:47.000 --> 00:16:48.000]  如果他沒有摸到
[00:16:48.000 --> 00:16:49.000]  他都不知道
[00:16:49.000 --> 00:16:50.000]  他就跑了
[00:16:50.000 --> 00:16:53.000]  正在去的時候
[00:16:53.000 --> 00:17:00.000]  這個都是一個比較有差異性的
[00:17:00.000 --> 00:17:03.000]  比較複雜的一個情況
[00:17:03.000 --> 00:17:09.000]  所以他們沒有同一個反應都是有可能的
[00:17:09.000 --> 00:17:11.000]  沒有同一個反應
[00:17:11.000 --> 00:17:13.000]  這裡一件事
[00:17:13.000 --> 00:17:14.000]  如果一件事發生
[00:17:14.000 --> 00:17:16.000]  我們這裡這麼多人
[00:17:16.000 --> 00:17:21.000]  其實反應是未必一樣的
[00:17:21.000 --> 00:17:23.000]  最近法國發生了一件事
[00:17:23.000 --> 00:17:28.000]  有槍手去挾持學生
[00:17:28.000 --> 00:17:30.000]  有一個警察就說
[00:17:30.000 --> 00:17:34.000]  我進去交換做人質
[00:17:34.000 --> 00:17:38.000]  就被殺了
[00:17:38.000 --> 00:17:41.000]  現在法國政府就認為
[00:17:41.000 --> 00:17:43.000]  他是一個非常勇敢的人
[00:17:43.000 --> 00:17:44.000]  殉職
[00:17:44.000 --> 00:17:46.000]  又舉行國葬
[00:17:46.000 --> 00:17:52.000]  這個新聞可能大家都有看到
[00:17:52.000 --> 00:17:54.000]  有些人遇到這個情況
[00:17:54.000 --> 00:17:56.000]  他就是有一個這樣的表現
[00:17:56.000 --> 00:17:57.000]  這樣的反應
[00:17:57.000 --> 00:17:58.000]  你可以說他是很勇敢
[00:17:58.000 --> 00:18:01.000]  或者他很衝動
[00:18:01.000 --> 00:18:04.000]  誰知道他當時就做了這個決定
[00:18:04.000 --> 00:18:07.000]  當然我們從一個合理的情況
[00:18:07.000 --> 00:18:09.000]  這個都是一個勇敢的人
[00:18:09.000 --> 00:18:11.000]  有些人可能比較猶豫
[00:18:11.000 --> 00:18:12.000]  他未必這樣做
[00:18:12.000 --> 00:18:14.000]  他考慮多一些事情
[00:18:14.000 --> 00:18:15.000]  他會有不同的
[00:18:15.000 --> 00:18:20.000]  但是不是其他警察
[00:18:20.000 --> 00:18:22.000]  就不理那些學生
[00:18:22.000 --> 00:18:25.000]  就什麼都不會的
[00:18:25.000 --> 00:18:26.000]  反應不同
[00:18:26.000 --> 00:18:29.000]  這個薩馬利亞人
[00:18:29.000 --> 00:18:36.000]  確是有一種比較值得去佩服
[00:18:36.000 --> 00:18:38.000]  和肯定的一個表現
[00:18:38.000 --> 00:18:41.000]  就是他正去的時候
[00:18:41.000 --> 00:18:45.000]  他就折返回來
[00:18:45.000 --> 00:18:47.000]  去感謝耶穌
[00:18:47.000 --> 00:18:52.000]  大聲歸榮要給神
[00:18:52.000 --> 00:18:59.000]  或者耶穌都沒有要求
[00:18:59.000 --> 00:19:01.000]  你們去的時候
[00:19:01.000 --> 00:19:03.000]  當你們發現自己康復
[00:19:03.000 --> 00:19:05.000]  你就要回頭
[00:19:05.000 --> 00:19:07.000]  沒有這樣的要求
[00:19:07.000 --> 00:19:11.000]  這麼說的時候
[00:19:11.000 --> 00:19:14.000]  個個都快跑去找回自己的地方
[00:19:14.000 --> 00:19:15.000]  解決問題
[00:19:15.000 --> 00:19:16.000]  然後就去獻禮物
[00:19:16.000 --> 00:19:26.000]  這個都是很想像得到的一種情況
[00:19:26.000 --> 00:19:29.000]  所以當這個人回來的時候
[00:19:29.000 --> 00:19:36.000]  耶穌是很有一種感受
[00:19:36.000 --> 00:19:37.000]  有句話說
[00:19:37.000 --> 00:19:39.000]  結證的有十個人
[00:19:39.000 --> 00:19:40.000]  那九個在哪裡呢?
[00:19:40.000 --> 00:19:41.000]  只有這個人
[00:19:41.000 --> 00:19:44.000]  其他人沒有回來給榮耀神
[00:19:44.000 --> 00:19:45.000]  於是對兩人說
[00:19:45.000 --> 00:19:46.000]  起來 走吧
[00:19:46.000 --> 00:19:51.000]  你的信救了你
[00:19:51.000 --> 00:19:55.000]  我們在這裡都見到小朋友
[00:19:55.000 --> 00:20:01.000]  如果我給一些零食給小朋友
[00:20:01.000 --> 00:20:03.000]  家長當然說
[00:20:03.000 --> 00:20:05.000]  多謝牧師
[00:20:05.000 --> 00:20:07.000]  當然這樣說
[00:20:07.000 --> 00:20:10.000]  有時候我都沒有要求
[00:20:10.000 --> 00:20:12.000]  有時候都想說不用了
[00:20:12.000 --> 00:20:14.000]  通常都不說這句話
[00:20:14.000 --> 00:20:18.000]  因為由得他多謝
[00:20:18.000 --> 00:20:20.000]  家長很著緊
[00:20:20.000 --> 00:20:22.000]  我們自己都會
[00:20:22.000 --> 00:20:24.000]  我給你吃 你多謝我
[00:20:24.000 --> 00:20:26.000]  有沒有試過是這樣
[00:20:26.000 --> 00:20:28.000]  我們都喜歡玩這個遊戲
[00:20:28.000 --> 00:20:30.000]  多謝我 多謝我給你
[00:20:30.000 --> 00:20:33.000]  通常我們對小朋友才會
[00:20:33.000 --> 00:20:35.000]  對大人會
[00:20:35.000 --> 00:20:38.000]  我不會請業績士吃一顆糖果
[00:20:38.000 --> 00:20:39.000]  多謝我 多謝我
[00:20:39.000 --> 00:20:41.000]  他說你傻的
[00:20:41.000 --> 00:20:43.000]  這麼大個人
[00:20:43.000 --> 00:20:45.000]  送禮物給別人的時候
