
[00:00:00.000 --> 00:00:04.760]  剛才大家看的短片是Mountain Park Community Church
[00:05:22.680 --> 00:05:27.160]  就是說基督耶穌是教會的
[00:05:27.160 --> 00:05:29.160]  什麼?
[00:05:29.160 --> 00:05:30.040]  啊?
[00:05:30.040 --> 00:05:31.400]  糟了
[00:05:31.400 --> 00:05:34.360]  基督耶穌是教會的什麼?
[00:05:34.360 --> 00:05:35.440]  豹!
[00:05:35.440 --> 00:05:38.280]  原來教會是基督的身體
[00:05:38.280 --> 00:05:40.640]  而教會裡面每一個成員
[00:05:40.640 --> 00:05:42.560]  就是身體裡面的肢體
[00:05:42.560 --> 00:05:46.040]  就是四肢、百體、組織、諸如此類的東西
[00:05:46.040 --> 00:05:48.480]  如果你明白剛才牧師所提到的
[00:05:48.480 --> 00:05:52.200]  教會的存在目的是要完成上帝在地上的工作
[00:05:52.200 --> 00:05:54.360]  要完成耶穌基督的使命的時候
[00:05:54.360 --> 00:05:56.280]  如果我們要做這件事的話
[00:05:56.280 --> 00:05:58.720]  我們必須要明白這個比喻裡面
[00:05:58.720 --> 00:06:00.000]  耶穌是頭
[00:06:00.000 --> 00:06:01.040]  我們是身體
[00:06:01.040 --> 00:06:03.960]  這個比喻當中所包含的意義
[00:06:03.960 --> 00:06:05.280]  今天我跟大家提的
[00:06:05.280 --> 00:06:08.680]  哥林多前書十二章其實是很熟悉的聖經
[00:06:08.680 --> 00:06:12.360]  不過裡面我覺得最少包含有四重的意思
[00:06:12.360 --> 00:06:13.320]  我們需要明白
[00:06:13.320 --> 00:06:15.440]  第一 我們是彼此相熟的
[00:06:15.440 --> 00:06:16.760]  既然彼此相熟的時候
[00:06:16.760 --> 00:06:18.560]  我們要互相賞識
[00:06:18.560 --> 00:06:20.600]  既然我們應該彼此尊重
[00:06:20.600 --> 00:06:23.000]  然後我們更加要互相照顧
[00:06:23.000 --> 00:06:26.120]  這是今天在聖經裡面讓我們看到
[00:06:26.120 --> 00:06:29.640]  在《聯經文》裡面說到教會的時候
[00:06:29.640 --> 00:06:33.960]  最低的限度有四個不同層次的意義在當中
[00:06:33.960 --> 00:06:35.760]  首先我們說到彼此相熟
[00:06:35.760 --> 00:06:38.240]  這是哥林多前書的十二章
[00:06:38.240 --> 00:06:40.720]  我們由十二節看到十六節
[00:06:40.720 --> 00:06:43.960]  哥林多前書十二章十二節開始
[00:06:43.960 --> 00:06:46.920]  「就如身子是一個,它有許多肢體
[00:06:46.920 --> 00:06:50.800]  而且諸體雖然很多,仍然是一個身子
[00:06:50.800 --> 00:06:52.280]  基督也是這樣
[00:06:52.280 --> 00:06:56.520]  我們不屈是猶太人、是希臘人、是遺奴的、是自主的
[00:06:56.520 --> 00:07:00.040]  都從一位聖靈受洗,成了一個身體
[00:07:00.040 --> 00:07:01.280]  忍於一位聖靈
[00:07:01.280 --> 00:07:04.920]  身子原不是一個肢體,乃是許多肢體
[00:07:04.920 --> 00:07:08.120]  若腳說我不是手,所以不屬乎身子
[00:07:08.120 --> 00:07:10.880]  他不能因此,就不屬乎身子
[00:07:10.880 --> 00:07:14.400]  若耳說我不是眼,所以不屬乎身子
[00:07:14.400 --> 00:07:17.800]  他不能因此,就不屬乎身子」
[00:07:17.800 --> 00:07:20.440]  這麼多東西,究竟是在說什麼呢
[00:07:20.440 --> 00:07:21.600]  簡單來說
[00:07:21.600 --> 00:07:24.640]  無論哪個肢體也好,眼也好,鼻也好,口也好
[00:07:24.640 --> 00:07:26.120]  耳朵也好,手腳也好
[00:07:26.120 --> 00:07:28.000]  我們是屬於同一個肢體
[00:07:28.000 --> 00:07:29.200]  意思是什麼呢
[00:07:29.200 --> 00:07:31.400]  原來我們彼此相熟
[00:07:31.400 --> 00:07:34.240]  當然,彼此相熟的意思是什麼呢
[00:07:34.240 --> 00:07:36.480]  不是說我是屬於你的,你是屬於我的
[00:07:36.480 --> 00:07:38.360]  所以我們兩人不分彼此
[00:07:38.360 --> 00:07:41.720]  夫妻可以這樣說,相當浪漫
[00:07:41.720 --> 00:07:43.920]  可以說出這樣的說話
[00:07:43.920 --> 00:07:46.800]  但其實這裡說到我們彼此相熟的意思是什麼呢
[00:07:46.800 --> 00:07:51.400]  原來我們大家都是同屬於一個身體
[00:07:51.400 --> 00:07:53.600]  我們是一個身體裡的一份子
[00:07:53.600 --> 00:07:56.480]  也就是說,我們是從一個聖靈受洗
[00:07:56.480 --> 00:08:00.240]  也成了一個身體,忍於一位聖靈
[00:08:00.240 --> 00:08:03.240]  也就是說,我們每個人都是透過聖靈的感動而信耶穌
[00:08:03.240 --> 00:08:06.800]  而信耶穌之後,也有聖靈駐在我們的生命當中
[00:08:06.800 --> 00:08:11.720]  因為這樣的緣故,上帝將我們聚集在一起
[00:08:11.720 --> 00:08:16.280]  成為一個身子,就是教會
[00:08:16.280 --> 00:08:22.600]  基督從那個時間開始,就成為教會的頭
[00:08:22.600 --> 00:08:23.520]  是什麼意思呢
[00:08:23.520 --> 00:08:27.000]  就是主導著整個身體
[00:08:27.000 --> 00:08:32.120]  他會一路帶領我們去完成上帝給我們的任務
[00:08:32.120 --> 00:08:35.200]  所以當我們說,我們同屬於一個身體
[00:08:35.200 --> 00:08:38.320]  We belong to the one body
[00:08:38.320 --> 00:08:41.320]  那麼我們需要做的是什麼呢
[00:08:41.320 --> 00:08:48.960]  我們必須要努力去維繫和促進教會的團結合一
[00:08:48.960 --> 00:08:50.160]  什麼意思呢
[00:08:50.160 --> 00:08:52.120]  就是說我們在教會這邊來說
[00:08:52.120 --> 00:08:54.120]  就不要自己顧自己
[00:08:54.120 --> 00:08:56.320]  就是自己顧自己
[00:08:56.320 --> 00:08:58.400]  是不是潮州人這樣說的
[00:08:58.400 --> 00:09:00.400]  就是不要自己顧自己
[00:09:00.400 --> 00:09:03.160]  就是說我們彼此都要彼此去照顧
[00:09:03.160 --> 00:09:05.920]  我們互相是相熟的
[00:09:05.920 --> 00:09:10.360]  剛才我提到一開始的短片是這樣說的
[00:09:10.360 --> 00:09:12.240]  在教會發展的過程裡面
[00:09:12.240 --> 00:09:14.440]  由於每個人的背景不同
[00:09:14.440 --> 00:09:16.880]  我們的經驗又不一樣
[00:09:16.880 --> 00:09:18.960]  所以很多時候,當我們來到一個教會
[00:09:18.960 --> 00:09:21.280]  或者成為一個教會的成員的時候
[00:09:21.280 --> 00:09:24.800]  有時候我們會發覺,教會裡面某些措施
[00:09:24.800 --> 00:09:28.280]  或者政策,或者方向
[00:09:28.280 --> 00:09:31.640]  可能你不是完全認同的
[00:09:31.640 --> 00:09:33.880]  不知道我們在座裡面有沒有這樣的人呢
[00:09:33.880 --> 00:09:36.320]  比如說,剛才我說得很興奮
[00:09:36.320 --> 00:09:37.800]  哇,就屬於今天Tracy
[00:09:37.800 --> 00:09:39.160]  First Preview Service
[00:09:39.160 --> 00:09:41.960]  3月,明天又有Preview Service了
[00:09:41.960 --> 00:09:42.880]  是不是
[00:09:42.880 --> 00:09:44.720]  我給大家很興奮的感覺
[00:09:44.720 --> 00:09:46.280]  希望我會很興奮
[00:09:46.280 --> 00:09:47.600]  目標是興奮
[00:09:47.600 --> 00:09:50.280]  但是教會需不需要搞成這樣
[00:09:50.280 --> 00:09:52.720]  需不需要這麼aggressive
[00:09:52.720 --> 00:09:55.360]  不知道大家有沒有這樣想過呢
[00:09:55.360 --> 00:09:58.000]  需不需要這樣,要開兩個教會
[00:09:58.000 --> 00:09:59.920]  教會是不是應該多放一些時間
[00:09:59.920 --> 00:10:03.480]  多放一些資源去建立信徒
[00:10:03.480 --> 00:10:06.560]  是不是應該多訓練Bible Study Teacher
[00:10:06.560 --> 00:10:10.440]  還有多做一些門徒訓練的工作
[00:10:10.440 --> 00:10:12.000]  教會開幾個,開不完的
[00:10:12.000 --> 00:10:15.040]  但是這班文員不照顧他們
[00:10:15.040 --> 00:10:16.960]  不知道我們會不會有些人
[00:10:16.960 --> 00:10:19.480]  有這樣的想法呢
[00:10:19.480 --> 00:10:21.920]  首先我要大家知道
[00:10:21.920 --> 00:10:24.600]  牧師是十分贊成,也是鼓勵
[00:10:24.600 --> 00:10:27.160]  要有計劃,還有系統性的
[00:10:27.160 --> 00:10:29.240]  去培育教會的信徒
[00:10:29.240 --> 00:10:32.360]  其實我們已經在做了很久
[00:10:32.360 --> 00:10:36.000]  事實上,似乎開兩個分堂
[00:10:36.000 --> 00:10:38.880]  就是主導我們教會的思想
[00:10:38.880 --> 00:10:39.560]  不是的
[00:10:39.560 --> 00:10:43.320]  今年我們另外兩個事工的重點是什麼呢
[00:10:43.320 --> 00:10:46.080]  是重整,應該怎麼說
[00:10:46.080 --> 00:10:50.240]  是加強,加強我們教會的小組模樣
[00:10:50.240 --> 00:10:52.880]  我也感謝梁田宇牧師來了之後
[00:10:52.880 --> 00:10:54.920]  他有些時間可以幫我做這些事
[00:10:54.920 --> 00:10:56.080]  我想做很久了
[00:10:56.080 --> 00:10:59.320]  結果我們現在有一個小組的手帳
[00:10:59.320 --> 00:11:02.280]  說了很多年,如果你在教會長時間的話
[00:11:02.280 --> 00:11:04.840]  56個專頁
[00:11:04.840 --> 00:11:09.000]  56個專頁,你看也要看很久
[00:11:09.000 --> 00:11:12.360]  因為我們希望要加強小組的模樣
[00:11:12.360 --> 00:11:15.440]  讓小組真的能夠發揮小組應有的作用
[00:11:15.440 --> 00:11:18.600]  不像現在那些小組在struggling to survive
[00:11:18.600 --> 00:11:21.240]  我們希望幫助每一個小組都能夠起飛
[00:11:21.240 --> 00:11:24.600]  每一個小組都有機會成為一個使命的小組
[00:11:24.600 --> 00:11:26.840]  像Tracy一樣,像Sylvete一樣
[00:11:26.840 --> 00:11:30.920]  可以在不同的地方建立神的家
[00:11:30.920 --> 00:11:33.120]  所以這個其實是我們今年發展的重點
[00:11:33.120 --> 00:11:35.680]  第一件事,我先弄一個手帳給大家
[00:11:35.680 --> 00:11:39.320]  有些事大家一致的,一起同心的去做
[00:11:39.320 --> 00:11:42.480]  第二件事,我們另外一個在侍奉上的重點
[00:11:42.480 --> 00:11:44.480]  就是重新去整頓我們的門徒事局
[00:11:44.480 --> 00:11:45.480]  我們覺得是相當重要
[00:11:45.480 --> 00:11:49.200]  但是可能我們有很多其他的東西浪費了
[00:11:49.200 --> 00:11:51.800]  我們的follow up做得不好
[00:11:51.800 --> 00:12:00.440]  今年梁牧師會幫助我們將它加入在小組和其他現有的工作上
[00:12:00.440 --> 00:12:04.320]  對我們的leader來說,未必要求會多一點
[00:12:04.320 --> 00:12:06.720]  但是我們發覺如果不做這件事的話
[00:12:06.720 --> 00:12:11.320]  我們不能夠承托到教會的發展
[00:12:11.320 --> 00:12:14.760]  所以讓大家知道,其實我們不是不著重門徒訓練
[00:12:14.760 --> 00:12:17.560]  不是不著重對信徒的培育
[00:12:17.560 --> 00:12:23.000]  不過與此同時,當我們看到上帝透過不同的事情
[00:12:23.000 --> 00:12:25.200]  讓我們看到這是祂的心意
[00:12:25.200 --> 00:12:30.080]  和看到祂一步一步帶領我們怎樣去開始這兩個分堂
[00:12:30.080 --> 00:12:33.160]  其實不是現在開始這兩個分堂
[00:12:33.160 --> 00:12:36.320]  這兩個小組其實是四年前開始的
[00:12:36.320 --> 00:12:37.480]  已經有四年的時間
[00:12:37.480 --> 00:12:40.280]  不過到了這個時間,剛剛都是時機成熟
[00:12:40.280 --> 00:12:43.480]  我們發覺神讓我們看到很多東西已經ready
[00:12:43.480 --> 00:12:45.120]  甚至有些東西是push我們的
[00:12:45.120 --> 00:12:46.600]  不是我們想現在這麼快開始
[00:12:46.600 --> 00:12:51.040]  不過是push我們,this is the time, go for it
[00:12:51.040 --> 00:12:54.280]  於是我不敢不聽
[00:12:54.280 --> 00:12:56.280]  我不敢攔阻上帝的心意
[00:12:56.280 --> 00:12:59.720]  唯有鼓勵大家一起去配合
[00:12:59.720 --> 00:13:02.600]  但是我相信就算我這樣說也好
[00:13:02.600 --> 00:13:06.920]  可能我們在座這邊未必還有些不以為然的
[00:13:06.920 --> 00:13:08.880]  那應該怎麼辦呢?
[00:13:08.880 --> 00:13:10.960]  牧師說得這麼興奮
[00:13:10.960 --> 00:13:13.960]  好像我四個很壞
[00:13:13.960 --> 00:13:15.680]  第一,我這樣回答一下
[00:13:15.680 --> 00:13:20.120]  我們教會是鼓勵弟兄姊妹給意見教牧同工的
[00:13:20.120 --> 00:13:22.120]  Feel free
[00:13:22.120 --> 00:13:26.480]  跟我們說一下你的看法,你的感受,你的觀點
[00:13:26.480 --> 00:13:33.160]  然後我也希望你聽一下牧師教牧同工們給你多一點解釋原因
[00:13:33.160 --> 00:13:35.600]  為什麼我們覺得this is the time
[00:13:35.600 --> 00:13:40.280]  其實很多東西我們真的看到是神一步一步的在預備
[00:13:40.280 --> 00:13:42.680]  然後我們只是跟著祂走
[00:13:42.680 --> 00:13:44.760]  透過彼此溝通
[00:13:44.760 --> 00:13:47.840]  我希望我們能夠有一個共識
[00:13:47.840 --> 00:13:49.120]  問題就是說
[00:13:49.120 --> 00:13:51.320]  如果你去找教牧同工聊天
[00:13:51.320 --> 00:13:53.040]  講完之後他又解釋給你聽
[00:13:53.040 --> 00:13:57.800]  而你也覺得不太同意
[00:13:57.800 --> 00:13:59.280]  那怎麼辦呢?
[00:13:59.280 --> 00:14:03.240]  你覺得他所說的不是完全合理
[00:14:03.240 --> 00:14:07.080]  或者覺得跟你的想法仍然不是一致
[00:14:07.080 --> 00:14:09.240]  那應該怎麼辦呢?
[00:14:09.240 --> 00:14:12.520]  牧師給你的建議
[00:14:12.520 --> 00:14:16.400]  不要因為意見的不同
[00:14:16.400 --> 00:14:20.120]  或者不認同教會某個政策或措施
[00:14:20.120 --> 00:14:23.720]  就採取工業行動
[00:14:23.720 --> 00:14:26.000]  大家知道什麼叫工業行動嗎?
[00:14:26.000 --> 00:14:27.880]  要麼就是罷工
[00:14:27.880 --> 00:14:30.440]  要麼就是桌工
[00:14:30.440 --> 00:14:33.480]  我鼓勵大家
[00:14:33.480 --> 00:14:35.480]  如果我們發覺我們是互為之體的話
[00:14:35.480 --> 00:14:36.840]  我們應該想方法
[00:14:36.840 --> 00:14:39.040]  這是我們屬靈的家
[00:14:39.040 --> 00:14:41.200]  有問題大家一起去處理
[00:14:41.200 --> 00:14:43.200]  促進團結就是這個意思
[00:14:43.200 --> 00:14:44.800]  有問題大家一起去處理
[00:14:44.800 --> 00:14:50.840]  求同存異都是我們經常說的一個基礎原則
[00:14:50.840 --> 00:14:53.520]  所以有問題一起想方法去解決
[00:14:53.520 --> 00:14:55.520]  做得不好的想法做好
[00:14:55.520 --> 00:14:59.600]  為了完成上帝給我們的使命
[00:14:59.600 --> 00:15:03.200]  因為剛才的聖經提醒我們
[00:15:03.200 --> 00:15:05.320]  我們同屬於一個身體
[00:15:05.320 --> 00:15:06.400]  我們彼此相屬的
[00:15:06.400 --> 00:15:08.200]  我們不可以分開的
[00:15:08.200 --> 00:15:10.880]  我們絕對不應該說來就來
[00:15:10.880 --> 00:15:11.800]  說走就走
[00:15:11.800 --> 00:15:13.320]  說不做就不做
[00:15:13.320 --> 00:15:17.120]  然後到處說長道短
[00:15:17.120 --> 00:15:21.880]  這不是我們教會信徒應該有的表現
[00:15:21.880 --> 00:15:22.880]  我鼓勵大家
[00:15:22.880 --> 00:15:24.200]  除非你不加入這個教會
[00:15:24.200 --> 00:15:25.560]  如果你覺得你是屬靈的家
[00:15:25.560 --> 00:15:28.160]  你是這個教會裡面一分子的成員的話
[00:15:28.160 --> 00:15:30.400]  大家一起想方法去面對
[00:15:30.400 --> 00:15:31.440]  去處理
[00:15:31.440 --> 00:15:34.480]  去完成上帝給我們的工作
[00:15:34.480 --> 00:15:38.720]  不要因為有些地方不同意的時候
[00:15:38.720 --> 00:15:40.600]  就自己跳出來
[00:15:40.600 --> 00:15:43.040]  把自己看成一個局外人
[00:15:43.040 --> 00:15:45.160]  以後就說我們是來敬拜的
[00:15:45.160 --> 00:15:47.160]  其他的事不關我的事
[00:15:47.160 --> 00:15:47.960]  我告訴你
[00:15:47.960 --> 00:15:49.000]  如果你這樣敬拜的時候
[00:15:49.000 --> 00:15:50.440]  你會敬拜得很不開心
[00:15:50.440 --> 00:15:53.800]  如果你這樣成為一個教會的會友的話
[00:15:53.800 --> 00:15:58.080]  你更加不能夠滿足神給你的要求
[00:15:58.080 --> 00:15:59.320]  所以求神憐憫我們
[00:15:59.320 --> 00:16:03.040]  讓我們能夠明白這個道理
[00:16:03.040 --> 00:16:04.560]  事實上
[00:16:04.560 --> 00:16:07.200]  其實我們要知道
[00:16:07.200 --> 00:16:10.200]  上帝創造每個人都是很獨特的
[00:16:10.200 --> 00:16:12.240]  就算是孿生兄弟
[00:16:12.240 --> 00:16:14.600]  也不是百分之百一樣的
[00:16:14.600 --> 00:16:17.880]  所以神創造每一個人都是很不同的
[00:16:17.880 --> 00:16:19.880]  而且我們會看到
[00:16:19.880 --> 00:16:22.680]  上帝是刻意把這些不同的人
[00:16:22.680 --> 00:16:25.400]  放在一個身體上面
[00:16:25.400 --> 00:16:27.320]  神是有計劃性去做的
[00:16:27.320 --> 00:16:28.960]  當然是去認識我們每一個
[00:16:28.960 --> 00:16:30.760]  把這些不同的人放在一起
[00:16:30.760 --> 00:16:32.280]  為什麼呢
[00:16:32.280 --> 00:16:33.640]  我相信主宰的目的就是
[00:16:33.640 --> 00:16:36.520]  讓我們能夠互補不足
[00:16:36.520 --> 00:16:38.640]  和各盡所長
[00:16:38.640 --> 00:16:46.000]  所以我們應該學習彼此去相識
[00:16:46.000 --> 00:16:47.840]  我們不單單是彼此相屬
[00:16:47.840 --> 00:16:48.960]  屬於同一個身體
[00:16:48.960 --> 00:16:51.960]  所以身體能夠建造起來
[00:16:51.960 --> 00:16:53.520]  去做它應該做的事
[00:16:53.520 --> 00:16:54.160]  第二件事
[00:16:54.160 --> 00:16:55.400]  既然我們把一個不同的神
[00:16:55.400 --> 00:16:56.760]  放在一起的時候
[00:16:56.760 --> 00:16:59.760]  我們學習彼此去欣賞
[00:16:59.760 --> 00:17:01.640]  十七節那裡說到
[00:17:01.640 --> 00:17:04.000]  如果全身都是眼
[00:17:04.000 --> 00:17:05.640]  從哪裡聽聲呢
[00:17:05.640 --> 00:17:06.840]  若全身是耳
[00:17:06.840 --> 00:17:08.600]  從哪裡聞味呢
[00:17:08.600 --> 00:17:11.440]  但如今神隨自己的意思
[00:17:11.440 --> 00:17:15.080]  把肢體軀殼安排在身上了
[00:17:15.080 --> 00:17:16.560]  若都是一個肢體
[00:17:16.560 --> 00:17:18.560]  身子在哪裡呢
[00:17:18.560 --> 00:17:21.080]  但如今肢體是多的
[00:17:21.080 --> 00:17:24.600]  身子卻是一個
[00:17:24.600 --> 00:17:26.160]  很明顯不同的肢體
[00:17:26.160 --> 00:17:27.240]  不同的器官
[00:17:27.240 --> 00:17:29.880]  在同一個身體上面
[00:17:29.880 --> 00:17:32.600]  很明顯有不同的功用
[00:17:32.600 --> 00:17:33.720]  所以每一個肢體
[00:17:33.720 --> 00:17:39.200]  不能被另一個肢體去取代它的工作
[00:17:39.200 --> 00:17:40.400]  所以既然如此
