
[00:00:00.000 --> 00:00:03.460]  我們繼續我們的辯臉系列
[00:01:13.420 --> 00:01:15.860]  這個並不是用人的角度去看的
[00:01:15.860 --> 00:01:18.100]  肯定是神的靈
[00:01:18.100 --> 00:01:19.480]  帶過去給你
[00:01:19.480 --> 00:01:21.480]  所以你有這個啓示
[00:01:21.480 --> 00:01:24.600]  所以彼得被主稱爲
[00:01:24.600 --> 00:01:27.080]  你是一個有福的人
[00:01:27.080 --> 00:01:28.580]  還會怎樣呢?
[00:01:28.580 --> 00:01:31.820]  於是就說彼得你會成爲教會
[00:01:31.820 --> 00:01:34.400]  首個很重要的人物
[00:01:34.400 --> 00:01:36.400]  就好像盤石一樣
[00:01:36.400 --> 00:01:38.160]  成爲一個很重要的根基
[00:01:38.160 --> 00:01:40.960]  爲什麼彼得Petra這個字
[00:01:40.960 --> 00:01:44.900]  原來的意思就是盤石的意思
[00:01:44.900 --> 00:01:46.060]  那時候
[00:01:46.060 --> 00:01:49.400]  接着很多人就在爭拗
[00:01:49.400 --> 00:01:52.680]  在彼得會不會就是第一個教皇呢?
[00:01:52.680 --> 00:01:55.540]  如果大家沒有上我這一堂課
[00:01:55.540 --> 00:01:56.760]  可以上網聽一下
[00:01:56.760 --> 00:01:58.760]  我們會解釋這段經文
[00:01:58.760 --> 00:02:01.920]  徐跡就更加說出
[00:02:01.920 --> 00:02:04.880]  教會是一個德性的羣體
[00:02:04.880 --> 00:02:06.880]  陰間的權勢
[00:02:06.880 --> 00:02:09.820]  絕對不能勝過它
[00:02:09.820 --> 00:02:13.700]  他說教會就要建基於這個盤石上
[00:02:13.700 --> 00:02:15.200]  接着就是
[00:02:15.200 --> 00:02:16.340]  第三次了
[00:02:16.340 --> 00:02:17.140]  我們所看的
[00:02:17.140 --> 00:02:19.000]  就是誤道德權
[00:02:19.000 --> 00:02:21.440]  更加說到彼得
[00:02:21.440 --> 00:02:24.060]  由你拿着這個鑰匙
[00:02:24.060 --> 00:02:26.060]  你要釋放誰就釋放誰
[00:02:26.060 --> 00:02:29.500]  就是由他來定了教會的守則
[00:02:29.500 --> 00:02:31.500]  教會的規矩
[00:02:31.500 --> 00:02:34.560]  然後管理這個初生的教會
[00:02:34.560 --> 00:02:37.140]  這就是我們對上那三次
[00:02:37.140 --> 00:02:39.140]  來帶去所看的
[00:02:39.140 --> 00:02:40.340]  這一刻的時候
[00:02:40.340 --> 00:02:41.340]  彼得可以說
[00:02:41.340 --> 00:02:44.780]  站在一個屬靈裏面的高峯
[00:02:44.780 --> 00:02:47.060]  是很令人恩善的
[00:02:47.060 --> 00:02:49.060]  但是很快
[00:02:49.060 --> 00:02:52.560]  他馬上從這個高峯裏面滑行
[00:02:52.560 --> 00:02:55.060]  是被主耶穌扎臂
[00:02:55.060 --> 00:02:59.560]  這是在《馬太福音》第十六章二十一到二十三節
[00:02:59.560 --> 00:03:03.260]  就是今天我們所說的誤道受責
[00:03:03.260 --> 00:03:05.260]  這個誤是錯誤過誤
[00:03:05.260 --> 00:03:06.360]  他說錯了一些東西
[00:03:06.360 --> 00:03:07.940]  就被耶穌來扎臂了
[00:03:07.940 --> 00:03:10.260]  但是這短短三節經文
[00:03:10.260 --> 00:03:11.580]  其實給我們很大的提醒
[00:03:11.580 --> 00:03:12.180]  好
[00:03:12.180 --> 00:03:13.680]  很久沒有聽過二王八的聲音了
[00:03:13.680 --> 00:03:15.680]  我們一起來帶大家去看
[00:03:15.680 --> 00:03:18.580]  《馬太福音》第十六章二十一到二十三節
[00:03:46.680 --> 00:03:50.680]  這三節聖經很簡單
[00:03:50.680 --> 00:03:52.180]  但是很寶貴
[00:03:52.180 --> 00:03:55.680]  首先我們看到主耶穌祂自己的宣告
[00:03:55.680 --> 00:03:58.180]  主耶穌宣告
[00:03:58.180 --> 00:04:01.180]  祂要面對很大的挑戰
[00:04:01.180 --> 00:04:03.680]  祂要面對苦難
[00:04:03.680 --> 00:04:06.180]  甚至祂要離世
[00:04:06.180 --> 00:04:08.680]  第十六章第二十一節
[00:04:08.680 --> 00:04:09.180]  好
[00:04:09.180 --> 00:04:10.680]  再請二位同學讀出來
[00:04:10.680 --> 00:04:13.680]  從此耶穌才子是門徒
[00:04:13.680 --> 00:04:16.180]  他必須上耶路撒冷去
[00:04:16.180 --> 00:04:19.180]  受長老祭司掌門示許多的苦
[00:04:19.180 --> 00:04:20.180]  並且被殺
[00:04:20.180 --> 00:04:22.180]  第三日復活
[00:04:22.180 --> 00:04:25.680]  再解釋一次什麼叫上耶路撒冷
[00:04:25.680 --> 00:04:27.180]  我們知道
[00:04:27.180 --> 00:04:29.680]  以色列是一個長型的
[00:04:29.680 --> 00:04:32.680]  北面就是丹
[00:04:32.680 --> 00:04:34.680]  最南面就是別時巴
[00:04:34.680 --> 00:04:38.180]  但是耶路撒冷其實是在南部
[00:04:38.180 --> 00:04:41.680]  我們一向都習慣北上南下
[00:04:41.680 --> 00:04:43.680]  但是爲什麼會上耶路撒冷呢?
[00:04:43.680 --> 00:04:46.680]  因爲聖殿就在耶路撒冷那裏
[00:04:46.680 --> 00:04:49.680]  聖殿就在石安山的上面
[00:04:49.680 --> 00:04:53.680]  他們去耶路撒冷朝見神的時候
[00:04:53.680 --> 00:04:56.680]  就要走上這個山上
[00:04:56.680 --> 00:05:00.680]  所以詩篇裏面是有上行之師的
[00:05:00.680 --> 00:05:02.680]  他們每走一步的時候
[00:05:02.680 --> 00:05:04.180]  就會來唱一首歌
[00:05:04.180 --> 00:05:05.180]  所以是很短的
[00:05:05.180 --> 00:05:07.680]  「我要向山舉目」這些幫助從何而來呢?
[00:05:07.680 --> 00:05:12.180]  這個就是上行之師叫上耶路撒冷
[00:05:12.180 --> 00:05:13.680]  耶路撒冷其實是在南部的
[00:05:13.680 --> 00:05:15.180]  有機會去以色列
[00:05:15.180 --> 00:05:17.680]  你就會了解多一些這些地理
[00:05:17.680 --> 00:05:18.680]  好了
[00:05:18.680 --> 00:05:19.680]  去到耶路撒冷的時候
[00:05:19.680 --> 00:05:23.680]  他要受三種人的苦
[00:05:23.680 --> 00:05:28.180]  就是長老、祭司長和文士
[00:05:28.180 --> 00:05:30.180]  我們很簡單看看
[00:05:30.180 --> 00:05:31.180]  這三種是什麼人?
[00:05:31.180 --> 00:05:34.180]  長老當然就是猶太人
[00:05:34.180 --> 00:05:38.180]  意思就是他們當中的德高望重的人
[00:05:38.180 --> 00:05:42.680]  是受到那時候的人民很尊崇的
[00:05:42.680 --> 00:05:46.180]  就好像一些鄉村的地方
[00:05:46.180 --> 00:05:49.180]  有些村長
[00:05:49.180 --> 00:05:52.680]  村長多數都是德高望重的
[00:05:52.680 --> 00:05:53.680]  那些人選出來的
[00:05:53.680 --> 00:05:58.180]  又或者在村裏面的長老或者代表
[00:05:58.180 --> 00:06:01.680]  長老就是在某個程度上
[00:06:01.680 --> 00:06:04.180]  是被人民所重視的
[00:06:04.180 --> 00:06:04.680]  好了
[00:06:04.680 --> 00:06:06.180]  祭司長
[00:06:06.180 --> 00:06:09.180]  祭司就是站在神和人的中間
[00:06:09.180 --> 00:06:11.680]  代表神去教導百姓
[00:06:11.680 --> 00:06:14.680]  指示百姓應該如何去敬拜神
[00:06:14.680 --> 00:06:17.680]  將神的律例典章宣告給他們知道
[00:06:17.680 --> 00:06:18.180]  好了
[00:06:18.180 --> 00:06:21.180]  他站在人的角度
[00:06:21.180 --> 00:06:24.680]  是代表人向神來憲制的
[00:06:24.680 --> 00:06:30.180]  就是說他是神和人中間的一位中間人
[00:06:30.180 --> 00:06:35.180]  是一個很重要很重要的宗教人士
[00:06:35.180 --> 00:06:35.680]  好了
[00:06:35.680 --> 00:06:37.680]  民事你有沒有留意到
[00:06:37.680 --> 00:06:42.180]  是在舊約特別是在亡國之前
[00:06:42.180 --> 00:06:46.180]  是沒有民事這個身份的
[00:06:46.180 --> 00:06:47.680]  因爲他們亡國了
[00:06:47.680 --> 00:06:50.180]  他們被撈到外邦之地
[00:06:50.180 --> 00:06:53.680]  又或者有些人已經流散到外邦之地
[00:06:53.680 --> 00:06:56.180]  於是那些宗教人士怎麼樣呢?
[00:06:56.180 --> 00:06:58.180]  隨着他們的流亡
[00:06:58.180 --> 00:06:59.680]  或者他們的遷徙
[00:06:59.680 --> 00:07:01.680]  他們就會去抄寫聖經
[00:07:01.680 --> 00:07:05.180]  甚至他們就建立會堂
[00:07:05.180 --> 00:07:07.180]  不是教堂
[00:07:07.180 --> 00:07:08.180]  是會堂
[00:07:08.180 --> 00:07:10.180]  就是猶太人聚集的地方
[00:07:10.180 --> 00:07:13.680]  民事就會去宣講、教導聖經
[00:07:13.680 --> 00:07:17.680]  教導神的律法、典章
[00:07:17.680 --> 00:07:20.180]  在某個程度上就是老師
[00:07:20.180 --> 00:07:22.680]  不過是宗教的老師
[00:07:22.680 --> 00:07:26.680]  而民事大部分是法尼塞人
[00:07:26.680 --> 00:07:29.680]  他們覺得自己很敬虔去尊敬神
[00:07:29.680 --> 00:07:34.180]  這三種人都是受子民的尊敬
[00:07:34.180 --> 00:07:40.180]  但也是這三種人組成了工會里面的分子
[00:07:40.180 --> 00:07:43.180]  就好像現在香港的立法會
[00:07:43.180 --> 00:07:45.180]  有民選的
[00:07:45.180 --> 00:07:47.180]  佔小部分
[00:07:47.180 --> 00:07:50.180]  接着就有委任的
[00:07:50.180 --> 00:07:51.680]  政府委任的進去
[00:07:51.680 --> 00:07:53.180]  有功能界的
[00:07:53.180 --> 00:07:55.180]  功能組別選出來
[00:07:55.180 --> 00:07:59.680]  比如旅遊界只有176個人去選
[00:07:59.680 --> 00:08:02.180]  有幾種不同的成分
[00:08:02.180 --> 00:08:04.680]  同樣原來當時的工會
[00:08:04.680 --> 00:08:10.180]  就有長老、有祭司、有民事帶進去組成的
[00:08:10.180 --> 00:08:12.180]  主耶穌就告訴他們
[00:08:12.180 --> 00:08:14.680]  他會在國內裏面的工會
[00:08:14.680 --> 00:08:19.180]  和正統的宗教信仰的領袖
[00:08:19.180 --> 00:08:22.680]  帶進去有衝突
[00:08:22.680 --> 00:08:25.680]  甚至會死在這羣人的手上
[00:08:25.680 --> 00:08:30.180]  而抗衡主的力量其實是非常大的
[00:08:30.180 --> 00:08:34.180]  他也因爲這樣的緣故會被殺
[00:08:34.180 --> 00:08:36.680]  但他很清楚地宣告
[00:08:36.680 --> 00:08:39.180]  他三天之後會復活
[00:08:39.180 --> 00:08:40.180]  不過很可惜
[00:08:40.180 --> 00:08:42.680]  叛徒經常都不記得這些事
[00:08:42.680 --> 00:08:46.680]  我們知道主耶穌來到這個世界的目的是什麼呢?
[00:08:46.680 --> 00:08:47.680]  在聖誕節的時候
[00:08:47.680 --> 00:08:49.180]  我去宣講神的道的時候
[00:08:49.180 --> 00:08:50.180]  講聖誕節
[00:08:50.180 --> 00:08:53.680]  我都講到我們每一個人出生都會死
[00:08:53.680 --> 00:08:55.680]  但是你不會問你父母
[00:08:55.680 --> 00:08:57.680]  喂!爲什麼你要我生出來?
[00:08:57.680 --> 00:08:58.680]  你父母跟你說
[00:08:58.680 --> 00:08:59.680]  沒有啊!我想你死
[00:08:59.680 --> 00:09:01.680]  你不生出來你怎麼死呢?
[00:09:01.680 --> 00:09:02.680]  是不會的
[00:09:02.680 --> 00:09:04.680]  但原來主耶穌來到這個世界
[00:09:04.680 --> 00:09:06.180]  最重要的目的是什麼呢?
[00:09:06.180 --> 00:09:07.680]  就是去死
[00:09:07.680 --> 00:09:09.180]  就是代替我們
[00:09:09.180 --> 00:09:10.680]  義代替不義
[00:09:10.680 --> 00:09:13.180]  代替我們承擔罪的刑罰
[00:09:13.180 --> 00:09:15.680]  使神的公義得到滿足
[00:09:15.680 --> 00:09:17.680]  這就是他爲了愛我們
[00:09:17.680 --> 00:09:21.180]  而今生走上這個毀身的路
[00:09:21.180 --> 00:09:21.680]  好了
[00:09:21.680 --> 00:09:24.180]  主耶穌宣告他會被殺
[00:09:24.180 --> 00:09:25.180]  我再強調
[00:09:25.180 --> 00:09:27.680]  是第三日復活
[00:09:27.680 --> 00:09:29.680]  他有講到他會復活
[00:09:29.680 --> 00:09:31.180]  但是剛纔已經講了
[00:09:31.180 --> 00:09:33.180]  叛徒經常都不記得這件事
[00:09:33.180 --> 00:09:33.680]  好了
[00:09:33.680 --> 00:09:37.180]  接着就是彼得來難阻主
[00:09:37.180 --> 00:09:40.680]  當彼得聽見主有這個宣告的時候
[00:09:40.680 --> 00:09:42.680]  他的反應是很大很大的
[00:09:42.680 --> 00:09:44.680]  他要難阻主
[00:09:44.680 --> 00:09:47.680]  絕對不要走上這條不歸之路
[00:09:47.680 --> 00:09:48.180]  好了
[00:09:48.180 --> 00:09:49.180]  22節
[00:09:49.180 --> 00:10:00.180]  你有沒有留意到
[00:10:00.180 --> 00:10:02.680]  其實彼得真的很愛主
[00:10:02.680 --> 00:10:04.180]  當他一聽到的時候
[00:10:04.180 --> 00:10:05.680]  他情遲迫切
[00:10:05.680 --> 00:10:08.180]  甚至某個程度是無大無小的
[00:10:08.180 --> 00:10:09.680]  他馬上拉住主
[00:10:09.680 --> 00:10:10.180]  你記住
[00:10:10.180 --> 00:10:12.680]  耶穌不是那時候要馬上走
[00:10:12.680 --> 00:10:14.680]  但是他就很緊張
[00:10:14.680 --> 00:10:15.180]  拉住他
[00:10:15.180 --> 00:10:18.180]  你看到這種就是很自然的流露
[00:10:18.180 --> 00:10:20.680]  正如你看到一個人過馬路
[00:10:20.680 --> 00:10:22.180]  特別是你所愛的人
[00:10:22.180 --> 00:10:22.680]  哇
[00:10:22.680 --> 00:10:24.680]  剛剛有車在衝過來的時候
[00:10:24.680 --> 00:10:26.180]  你拉都拉不及
[00:10:26.180 --> 00:10:27.180]  哇
[00:10:27.180 --> 00:10:28.180]  撞到你
[00:10:28.180 --> 00:10:30.680]  你會馬上拉住他
[00:10:30.680 --> 00:10:31.180]  第一
[00:10:31.180 --> 00:10:33.680]  耶穌不是馬上要離開
[00:10:33.680 --> 00:10:35.680]  但是彼得就已經馬上拉住他
[00:10:35.680 --> 00:10:39.180]  不要忘記那時候他們的輩分是很重要
[00:10:39.180 --> 00:10:40.180]  他是一個學生
[00:10:40.180 --> 00:10:41.680]  這樣拉住先生
[00:10:41.680 --> 00:10:44.680]  某個程度是絕對不合禮儀
[00:10:44.680 --> 00:10:47.180]  但他不會教這些東西
[00:10:47.180 --> 00:10:49.180]  中國萬不可疑之
[00:10:49.180 --> 00:10:50.180]  絕對絕對不可疑
[00:10:50.180 --> 00:10:54.180]  怎樣用這件事淋到你身上呢?
[00:10:54.180 --> 00:10:55.680]  如果你留意到彼得
[00:10:55.680 --> 00:10:56.680]  其實不是隻有彼得
[00:10:56.680 --> 00:10:58.180]  所有的猶太人
[00:10:58.180 --> 00:11:01.680]  從小到大都受到教導
[00:11:01.680 --> 00:11:03.680]  利塞亞是什麼?
[00:11:03.680 --> 00:11:05.680]  就是君王的意思
[00:11:05.680 --> 00:11:08.180]  君王就是滿有榮耀的
[00:11:08.180 --> 00:11:10.680]  是德性的
[00:11:10.680 --> 00:11:12.680]  他怎麼可能想象到
[00:11:12.680 --> 00:11:16.680]  利塞亞君王竟然是要受苦
[00:11:16.680 --> 00:11:18.180]  甚至會死
[00:11:18.180 --> 00:11:21.180]  還要死在公會的手上
[00:11:21.180 --> 00:11:24.680]  榮耀和受苦
[00:11:24.680 --> 00:11:27.680]  冠冕和十字架
[00:11:27.680 --> 00:11:30.680]  似乎是絕對不會相連的
[00:11:30.680 --> 00:11:32.680]  怎麼可能會在一起呢?
[00:11:32.680 --> 00:11:35.680]  簡直對他們一直以來
[00:11:35.680 --> 00:11:39.680]  這個思維是匪夷所思的
[00:11:39.680 --> 00:11:43.680]  利塞亞君王怎麼可能會受苦呢?
[00:11:43.680 --> 00:11:44.680]  不要忘記
[00:11:44.680 --> 00:11:46.680]  你看看聖經
[00:11:46.680 --> 00:11:48.680]  這次是主耶穌
[00:11:48.680 --> 00:11:53.680]  第一次宣告他的受苦
[00:11:53.680 --> 00:11:56.680]  受死和復活
[00:11:56.680 --> 00:12:00.680]  所以門徒聽到的時候
[00:12:00.680 --> 00:12:02.680]  覺得很震撼
[00:12:02.680 --> 00:12:05.680]  之前完全沒有這種意念
[00:12:05.680 --> 00:12:08.680]  在舊約裏所應許的利塞亞
[00:12:08.680 --> 00:12:11.680]  是有王的利塞亞
[00:12:11.680 --> 00:12:13.680]  王仔的利塞亞
[00:12:13.680 --> 00:12:15.680]  正如在香港那時候
[00:12:15.680 --> 00:12:17.680]  我申請了很多Visa Card
[00:12:17.680 --> 00:12:18.680]  爲什麼呢?
[00:12:18.680 --> 00:12:20.180]  原來有迎新禮物的
[00:12:20.180 --> 00:12:22.180]  很多小電器的東西
[00:12:22.180 --> 00:12:24.680]  都是Visa Card用回來的
[00:12:24.680 --> 00:12:26.680]  籤夠了我就不用了
[00:12:26.680 --> 00:12:29.680]  那時候不是每個人都像我這樣
[00:12:29.680 --> 00:12:31.680]  那麼懂得去控制
[00:12:31.680 --> 00:12:34.680]  他們其實就看到有什麼禮物送
[00:12:34.680 --> 00:12:36.680]  但我先洗未來錢
[00:12:36.680 --> 00:12:38.680]  就沒有想到
[00:12:38.680 --> 00:12:40.680]  如果他遲了還錢的話
[00:12:40.680 --> 00:12:42.680]  利息是很高的
[00:12:42.680 --> 00:12:44.680]  就是說很多人往往
[00:12:44.680 --> 00:12:46.680]  只是看祕書的一面
[00:12:46.680 --> 00:12:50.680]  但沒有看到原來要付代價的
[00:12:50.680 --> 00:12:51.680]  而事實上
[00:12:51.680 --> 00:12:53.680]  人看人是怎樣呢?
[00:12:53.680 --> 00:12:56.680]  往往就以他的社會地位
[00:12:56.680 --> 00:12:58.680]  他的財富
[00:12:58.680 --> 00:13:01.680]  受歡迎程度與否
[00:13:01.680 --> 00:13:03.680]  來定那個人
[00:13:03.680 --> 00:13:05.680]  他的成功與否
[00:13:05.680 --> 00:13:06.680]  你想想
[00:13:06.680 --> 00:13:08.680]  《尋秦記》很厲害
[00:13:08.680 --> 00:13:10.680]  《古天樂》很厲害
[00:13:10.680 --> 00:13:13.680]  但是如果某一套電影
[00:13:13.680 --> 00:13:15.680]  不是很賣座
[00:13:15.680 --> 00:13:17.680]  那些明星就可能會怎麼樣呢?
[00:13:17.680 --> 00:13:19.680]  被人覺得他失敗了
[00:13:19.680 --> 00:13:20.680]  是不是?
[00:13:20.680 --> 00:13:22.680]  所以黎塞亞在他們心目中
[00:13:22.680 --> 00:13:24.680]  是君王來的
[00:13:24.680 --> 00:13:26.680]  怎麼可能會受苦呢?
[00:13:26.680 --> 00:13:28.680]  這是很自然的事
[00:13:28.680 --> 00:13:30.680]  好了 我們停一停
[00:13:30.680 --> 00:13:32.680]  你不是覺得
[00:13:32.680 --> 00:13:35.680]  彼得剛剛纔說完
[00:13:35.680 --> 00:13:37.680]  你就是黎塞亞
[00:13:37.680 --> 00:13:39.680]  是永生神的兒子
[00:13:39.680 --> 00:13:42.680]  爲什麼現在會被抓住呢?
[00:13:42.680 --> 00:13:44.680]  其實彼得是什麼呢?
[00:13:44.680 --> 00:13:48.680]  他是很清楚耶穌的身份
[00:13:48.680 --> 00:13:50.680]  你就是永生神的兒子
[00:13:50.680 --> 00:13:51.680]  你就是黎塞亞
[00:13:51.680 --> 00:13:54.680]  但他卻認錯了
[00:13:54.680 --> 00:13:59.680]  或者沒有瞭解到耶穌的工作
[00:13:59.680 --> 00:14:03.680]  即是他知道主耶穌尊貴黎塞亞的身份
[00:14:03.680 --> 00:14:06.680]  但他不知道祂來的工作
[00:14:06.680 --> 00:14:09.680]  原來耶穌的使命就是要受苦
[00:14:09.680 --> 00:14:10.680]  受死
[00:14:10.680 --> 00:14:12.680]  在這一刻
[00:14:12.680 --> 00:14:16.680]  主耶穌就要將他的思維扭轉過來
[00:14:16.680 --> 00:14:19.680]  很多人就會知道
[00:14:19.680 --> 00:14:21.680]  那位是牧師
[00:14:21.680 --> 00:14:25.680]  但是他對牧師的身份
[00:14:25.680 --> 00:14:27.680]  他知道他是牧師
[00:14:27.680 --> 00:14:29.680]  但他應有的工作是什麼呢?
[00:14:29.680 --> 00:14:31.680]  很多時候我們就不知道
[00:14:31.680 --> 00:14:34.680]  我自己覺得作爲一個牧師
[00:14:34.680 --> 00:14:38.680]  是要好好地牧養神的羊
[00:14:38.680 --> 00:14:40.680]  好好地預備祂的廣張
[00:14:40.680 --> 00:14:43.680]  和關心祂的會友
[00:14:43.680 --> 00:14:45.680]  鼓勵弟兄姐妹
[00:14:45.680 --> 00:14:46.680]  親近神
[00:14:46.680 --> 00:14:47.680]  傳福音
[00:14:47.680 --> 00:14:52.680]  所以牧者不應該搞這麼多行政的事
[00:14:52.680 --> 00:14:53.680]  交給執事去做
[00:14:53.680 --> 00:14:55.680]  這是正確的
[00:14:55.680 --> 00:14:59.680]  不是做文件上的事
[00:14:59.680 --> 00:15:01.680]  但是有時候我們就不知道
[00:15:01.680 --> 00:15:04.680]  以爲牧師傳導人
[00:15:04.680 --> 00:15:06.680]  就是講唐道
[00:15:06.680 --> 00:15:07.680]  絕對不是
[00:15:07.680 --> 00:15:08.680]  好了
[00:15:08.680 --> 00:15:12.680]  其實這是情愛的陷阱
[00:15:12.680 --> 00:15:14.680]  當彼得好情迫切拉住主
[00:15:14.680 --> 00:15:16.680]  萬萬不可
[00:15:16.680 --> 00:15:19.680]  接着主耶穌怎樣去回應呢?
[00:15:19.680 --> 00:15:21.680]  第23節
[00:15:21.680 --> 00:15:25.680]  耶穌轉過來對彼得說:撒旦退我後邊去吧
[00:15:25.680 --> 00:15:27.680]  你是伴我腳的
[00:15:27.680 --> 00:15:29.680]  因爲你不體貼神的意思
[00:15:29.680 --> 00:15:32.680]  只體貼人的意思
[00:15:32.680 --> 00:15:33.680]  哇
[00:15:33.680 --> 00:15:37.680]  主耶穌這時候竟然罵彼得
[00:15:37.680 --> 00:15:41.680]  撒旦退我後邊去吧
[00:15:41.680 --> 00:15:43.680]  會不會有些高火呢?
[00:15:43.680 --> 00:15:46.680]  因爲罵人是撒旦
[00:15:46.680 --> 00:15:49.680]  是一個很嚴苛很嚴苛的責備
[00:15:49.680 --> 00:15:53.680]  主耶穌剛剛把最高的讚譽
[00:15:53.680 --> 00:15:56.680]  稱祂爲有福的人
[00:15:56.680 --> 00:15:57.680]  但是這一刻
[00:15:57.680 --> 00:15:59.680]  很快突然之間
[00:15:59.680 --> 00:16:02.680]  就把祂宰斃爲撒旦
[00:16:02.680 --> 00:16:04.680]  主耶穌很少稱呼人
[00:16:04.680 --> 00:16:07.680]  祂稱那些法利塞人
[00:16:07.680 --> 00:16:09.680]  假冒爲善的法利塞人
[00:16:09.680 --> 00:16:12.680]  稱祂爲毒蛇的種類
[00:16:12.680 --> 00:16:15.680]  這時候還沒有稱祂爲撒旦
[00:16:15.680 --> 00:16:18.680]  所以這是很大的轉變
[00:16:18.680 --> 00:16:21.680]  這是不是耶穌另類的變念呢?
[00:16:21.680 --> 00:16:22.680]  突然之間
[00:16:22.680 --> 00:16:23.680]  哇
[00:16:23.680 --> 00:16:25.680]  變成了我們所說的一口砂糖
[00:16:25.680 --> 00:16:27.680]  突然之間一口不知道是什麼
[00:16:27.680 --> 00:16:29.680]  但我們要留意
[00:16:29.680 --> 00:16:36.680]  如果一個經常發脾氣去罵人的人
[00:16:36.680 --> 00:16:39.680]  他再罵那個人一次兩次
[00:16:39.680 --> 00:16:41.680]  你不用理他
[00:16:41.680 --> 00:16:42.680]  他是這樣的
[00:16:42.680 --> 00:16:44.680]  經常罵慣人的
[00:16:44.680 --> 00:16:47.680]  但是如果一個很少發脾氣的人
[00:16:47.680 --> 00:16:49.680]  很溫文的
[00:16:49.680 --> 00:16:53.680]  如果突然之間他很發脾氣的時候
[00:16:53.680 --> 00:16:55.680]  你就要留意一下他
[00:16:55.680 --> 00:16:58.680]  爲什麼他這次發脾氣
[00:16:58.680 --> 00:17:00.680]  絕對有原因的
[00:17:00.680 --> 00:17:01.680]  還有一件事
[00:17:01.680 --> 00:17:03.680]  我們絕對不要想
[00:17:03.680 --> 00:17:06.680]  耶穌在這一刻是暴跳如雷
[00:17:06.680 --> 00:17:08.680]  睜大眼睛
[00:17:08.680 --> 00:17:10.680]  撒旦推向我後面
[00:17:10.680 --> 00:17:12.680]  絕對絕對不是
[00:17:12.680 --> 00:17:14.680]  絕對不會目露兇光
[00:17:14.680 --> 00:17:18.680]  傾盡暴烈之下來罵彼得
[00:17:18.680 --> 00:17:21.680]  我很深信
[00:17:21.680 --> 00:17:23.680]  耶穌在這一刻
[00:17:23.680 --> 00:17:27.680]  內心是很受傷
[00:17:27.680 --> 00:17:29.680]  很哀痛
[00:17:29.680 --> 00:17:31.680]  很憂愁
[00:17:31.680 --> 00:17:33.680]  很難受
[00:17:33.680 --> 00:17:35.680]  才說出這番話
[00:17:35.680 --> 00:17:38.680]  因爲我有兩個的經歷
[00:17:38.680 --> 00:17:41.680]  和這一刻是很相似的
[00:17:41.680 --> 00:17:47.680]  在這一刻主耶穌是很清楚魔鬼的工作
[00:17:47.680 --> 00:17:49.680]  撒旦的可怕
[00:17:49.680 --> 00:17:51.680]  和他的奸險
[00:17:51.680 --> 00:17:53.680]  主耶穌記不記得
[00:17:53.680 --> 00:17:55.680]  祂出來
[00:17:55.680 --> 00:17:57.680]  開始傳天國的道的時候
[00:17:57.680 --> 00:17:59.680]  祂在曠野四十日禁食土告
[00:17:59.680 --> 00:18:01.680]  跟着魔鬼尼爾斯坦去
[00:18:01.680 --> 00:18:03.680]  一次又一次的尼爾斯坦
