
[00:00:00.000 --> 00:00:04.200]  七位恩主,多謝您讓我們能夠再次有生命來到您的面前
[00:12:31.600 --> 00:12:32.600]  就到了
[00:12:32.600 --> 00:12:33.600]  馬上就到了
[00:12:33.600 --> 00:12:37.600]  還有一段時間
[00:12:37.600 --> 00:12:39.600]  是從何時開始計算呢
[00:12:39.600 --> 00:12:41.600]  五旬節是甚麼時候
[00:12:41.600 --> 00:12:43.600]  旬這個字就是十天的意思
[00:12:43.600 --> 00:12:45.600]  旬是十日的意思
[00:12:45.600 --> 00:12:49.600]  中國人旬這個字就是十天為一旬
[00:12:49.600 --> 00:12:50.600]  十天為一旬
[00:12:50.600 --> 00:12:51.600]  五旬就是五十天
[00:12:51.600 --> 00:12:52.600]  五旬是五十天
[00:12:52.600 --> 00:12:54.600]  從何時開始計算五十天呢
[00:12:54.600 --> 00:12:56.600]  是從何時開始計算五十天呢
[00:12:56.600 --> 00:12:58.600]  就是從耶穌復活的那個星期日開始
[00:12:58.600 --> 00:13:00.600]  那天叫第一日
[00:13:00.600 --> 00:13:02.600]  就是復活那天叫第一日
[00:13:02.600 --> 00:13:04.600]  然後數五十日之後呢
[00:13:04.600 --> 00:13:05.600]  就是五十天之後
[00:13:05.600 --> 00:13:07.600]  就是叫做五旬節
[00:13:07.600 --> 00:13:12.600]  其實這個節在猶太人的裏面都很盛大的
[00:13:12.600 --> 00:13:14.600]  在猶太人是個很盛大的節日
[00:13:14.600 --> 00:13:17.600]  在猶太人當中這個節旗叫做Shahut
[00:13:17.600 --> 00:13:19.600]  就是猶太人節旗叫Shahut
[00:13:19.600 --> 00:13:25.600]  是紀念昔日摩西在西乃山頒布立法的時候那個日子
[00:13:25.600 --> 00:13:30.600]  是紀念昔日摩西在西乃山頒布立法的日子
[00:13:30.600 --> 00:13:32.600]  我再次提醒大家
[00:13:32.600 --> 00:13:35.600]  路加醫生或者作者路加
[00:13:35.600 --> 00:13:37.600]  他很多時候在他的經文裏面
[00:13:37.600 --> 00:13:40.600]  都用這些時間的記號記下來告訴我們
[00:13:40.600 --> 00:13:41.600]  很準確的
[00:13:41.600 --> 00:13:47.600]  就是說路加醫生用這個時間很準確記載當時所發生的事情
[00:13:47.600 --> 00:13:48.600]  他告訴我們
[00:13:48.600 --> 00:13:49.600]  他告訴我們
[00:13:49.600 --> 00:13:53.600]  聖靈降臨其實和舊約是有關係的
[00:13:53.600 --> 00:13:54.600]  是跟舊約是有關係的
[00:13:54.600 --> 00:13:55.600]  所以解釋
[00:13:55.600 --> 00:13:57.600]  這裏第二章
[00:13:57.600 --> 00:13:58.600]  第二章
[00:13:58.600 --> 00:14:01.600]  你一定要有舊約特別是創世的你才解得通
[00:14:01.600 --> 00:14:07.600]  必須有特別的思緒的經驗才能解釋通
[00:14:07.600 --> 00:14:09.600]  一會兒我們再詳細講
[00:14:09.600 --> 00:14:10.600]  一會兒我們再詳細講
[00:14:10.600 --> 00:14:11.600]  第二在這裏講
[00:14:11.600 --> 00:14:14.600]  門徒在這裏聚集在一處
[00:14:14.600 --> 00:14:16.600]  門徒聚集在一起
[00:14:16.600 --> 00:14:17.600]  前文已經講過
[00:14:17.600 --> 00:14:22.600]  他聚集在一個很多樓梯走上去的一個樓房
[00:14:22.600 --> 00:14:25.600]  是一個很多樓梯走上去的一個樓房
[00:14:25.600 --> 00:14:27.600]  我們第一章裏面已經看過
[00:14:27.600 --> 00:14:29.600]  原來他們是一起聚集去思想
[00:14:29.600 --> 00:14:34.600]  怎樣去行上帝下一步要他們做的工作
[00:14:34.600 --> 00:14:38.600]  就是說他們怎麽一同去行上帝要他們所做的工作
[00:14:38.600 --> 00:14:40.600]  如果你還記得上一堂我們經常講
[00:14:40.600 --> 00:14:41.600]  next step
[00:14:41.600 --> 00:14:42.600]  what is the next step
[00:14:42.600 --> 00:14:43.600]  就是說
[00:14:43.600 --> 00:14:45.600]  記不記得在上一章說
[00:14:45.600 --> 00:14:46.600]  下一步會發生什麽
[00:14:46.600 --> 00:14:50.600]  門徒原來在聖經裏面找回下一步要做什麽
[00:14:50.600 --> 00:14:53.600]  就是說門徒在聖經裏面找下步要做什麽
[00:14:53.600 --> 00:14:54.600]  第一章我們已經看過
[00:14:54.600 --> 00:14:58.600]  他們要做的原來首先要選回一位
[00:14:58.600 --> 00:15:02.600]  補替加勒人猶大這個出賣主的人的位置
[00:15:02.600 --> 00:15:06.600]  就是說他們第一次要宣佈
[00:15:06.600 --> 00:15:13.600]  替代出賣主的加勒人猶大的這個位置
[00:15:13.600 --> 00:15:15.600]  有經有典
[00:15:15.600 --> 00:15:17.600]  有經有典
[00:15:17.600 --> 00:15:19.600]  要教他們怎麽做
[00:15:19.600 --> 00:15:21.600]  在這裏跟著第三章告訴他知道
[00:15:21.600 --> 00:15:22.600]  他告訴我們
[00:15:22.600 --> 00:15:27.600]  忽然有天上有把響聲如大風一樣降下來
[00:15:27.600 --> 00:15:30.600]  忽然有聲響聲下來
[00:15:30.600 --> 00:15:33.600]  路加在這裏形容大風
[00:15:33.600 --> 00:15:36.600]  路加形容為大風
[00:15:36.600 --> 00:15:39.600]  是說這個聖靈降臨下來的情景
[00:15:39.600 --> 00:15:42.600]  說明聖靈叫你下來
[00:15:42.600 --> 00:15:45.600]  留意這裏開始有些很特別的記載
[00:15:45.600 --> 00:15:47.600]  留意這個很特別的記載
[00:15:47.600 --> 00:15:48.600]  都和聲音有關係的
[00:15:48.600 --> 00:15:49.600]  都和聲音有關係
[00:15:49.600 --> 00:15:51.600]  有響聲
[00:15:51.600 --> 00:15:52.600]  有響聲
[00:15:52.600 --> 00:15:54.600]  有大風這樣吹過來
[00:15:54.600 --> 00:15:55.600]  有大風吹過來
[00:15:55.600 --> 00:15:56.600]  吹過來的時候怎麽樣
[00:15:56.600 --> 00:15:58.600]  吹過來的時候怎麽樣呢
[00:15:58.600 --> 00:15:59.600]  我們繼續看看
[00:15:59.600 --> 00:16:01.600]  我們繼續往下看
[00:16:01.600 --> 00:16:05.600]  充滿了他們所在的屋子
[00:16:05.600 --> 00:16:07.600]  充滿了他們所在的屋子
[00:16:07.600 --> 00:16:09.600]  這個大風吹下來的時候
[00:16:09.600 --> 00:16:11.600]  大風吹下來的時候
[00:16:11.600 --> 00:16:13.600]  進入到這批門徒
[00:16:13.600 --> 00:16:14.600]  進入這批門徒
[00:16:14.600 --> 00:16:15.600]  是怎麽樣
[00:16:15.600 --> 00:16:17.600]  他們有沒有在這裏點藏點借
[00:16:17.600 --> 00:16:19.600]  他們有沒有在這裏點藏點借
[00:16:19.600 --> 00:16:20.600]  沒有
[00:16:20.600 --> 00:16:22.600]  靈音派很喜歡點藏點借
[00:16:22.600 --> 00:16:24.600]  靈音派很喜歡
[00:16:24.600 --> 00:16:25.600]  靈音派很喜歡
[00:16:25.600 --> 00:16:27.600]  點藏點借
[00:16:27.600 --> 00:16:28.600]  點藏點借
[00:16:28.600 --> 00:16:29.600]  點藏點借
[00:16:29.600 --> 00:16:31.600]  點藏點借
[00:16:31.600 --> 00:16:33.600]  靈音派很喜歡在地上滾動
[00:16:33.600 --> 00:16:34.600]  靈音派很喜歡在地上滾動
[00:16:34.600 --> 00:16:36.600]  靈音派很喜歡在地上滾動
[00:16:36.600 --> 00:16:38.600]  我已經和大家分享過很多次了
[00:16:38.600 --> 00:16:39.600]  我已經和大家分享過很多次了
[00:16:39.600 --> 00:16:41.600]  我進入神學院第一個星期
[00:16:41.600 --> 00:16:42.600]  我進入神學院第一個星期
[00:16:42.600 --> 00:16:43.600]  我進入神學院第一個星期
[00:16:43.600 --> 00:16:45.600]  去一個退修營
[00:16:45.600 --> 00:16:47.600]  去一個退修營
[00:16:47.600 --> 00:16:49.600]  退修營裏面一定有敬拜
[00:16:49.600 --> 00:16:50.600]  退修營裏面一定有敬拜
[00:16:50.600 --> 00:16:51.600]  退修營裏面一定有敬拜
[00:16:51.600 --> 00:16:52.600]  其中一個教授教敬拜學的
[00:16:52.600 --> 00:16:54.600]  其中一個教授教敬拜學的
[00:16:54.600 --> 00:16:55.600]  和他們一起坐
[00:16:55.600 --> 00:16:56.600]  和他們一起坐
[00:16:56.600 --> 00:16:57.600]  一起敬拜
[00:16:57.600 --> 00:16:58.600]  一起敬拜
[00:16:58.600 --> 00:16:59.600]  誰知坐在我旁邊那個
[00:16:59.600 --> 00:17:00.600]  誰知坐在我旁邊那個
[00:17:00.600 --> 00:17:01.600]  我都不知道原來他是靈音派
[00:17:01.600 --> 00:17:02.600]  我都不知道原來他是靈音派
[00:17:02.600 --> 00:17:03.600]  因為我不知道他是靈音派
[00:17:03.600 --> 00:17:04.600]  因為我不知道他是靈音派
[00:17:04.600 --> 00:17:05.600]  音樂一起
[00:17:05.600 --> 00:17:06.600]  音樂一起
[00:17:06.600 --> 00:17:07.600]  祈禱一出
[00:17:07.600 --> 00:17:08.600]  祈禱一出
[00:17:08.600 --> 00:17:09.600]  祈禱一出
[00:17:09.600 --> 00:17:10.600]  你見他沒有停過
[00:17:10.600 --> 00:17:17.600]  你見他沒有停過
[00:17:17.600 --> 00:17:19.600]  又起又唱又在地上
[00:17:19.600 --> 00:17:20.600]  不知道搞多久
[00:17:20.600 --> 00:17:21.600]  很特別
[00:17:21.600 --> 00:17:22.600]  很特別
[00:17:22.600 --> 00:17:23.600]  他們有時祈禱怎樣
[00:17:23.600 --> 00:17:24.600]  他們有時祈禱怎樣
[00:17:24.600 --> 00:17:25.600]  我見到我會想起他
[00:17:25.600 --> 00:17:26.600]  我見到我會想起他
[00:17:26.600 --> 00:17:27.600]  喊一場我就
[00:17:27.600 --> 00:17:28.600]  喊一場我就
[00:17:28.600 --> 00:17:29.600]  不斷拍他身
[00:17:29.600 --> 00:17:30.600]  不斷拍他身
[00:17:30.600 --> 00:17:31.600]  不斷拍他身
[00:17:31.600 --> 00:17:32.600]  這樣祈禱我真的沒見過
[00:17:32.600 --> 00:17:33.600]  這樣祈禱我真的沒見過
[00:17:33.600 --> 00:17:34.600]  這樣祈禱我真的沒見過
[00:17:34.600 --> 00:17:35.600]  這樣祈禱我真的沒見過
[00:17:35.600 --> 00:17:36.600]  不過大家不要覺得奇怪
[00:17:36.600 --> 00:17:37.600]  不過大家不要覺得奇怪
[00:17:37.600 --> 00:17:38.600]  大家不要奇怪
[00:17:38.600 --> 00:17:39.600]  大家不要奇怪
[00:17:39.600 --> 00:17:40.600]  不要歧視他
[00:17:40.600 --> 00:17:41.600]  不要歧視他
[00:17:41.600 --> 00:17:42.600]  你知道他是靈恩派
[00:17:42.600 --> 00:17:43.600]  他知道他是靈恩派
[00:17:43.600 --> 00:17:44.600]  他知道他是靈恩派
[00:17:44.600 --> 00:17:45.600]  他知道他是靈恩派
[00:17:45.600 --> 00:17:46.600]  他知道他是靈恩派
[00:17:46.600 --> 00:17:47.600]  他知道他是靈恩派
[00:17:47.600 --> 00:17:48.600]  他知道他是靈恩派
[00:17:48.600 --> 00:17:49.600]  他知道他是靈恩派
[00:17:49.600 --> 00:17:50.600]  他知道他是靈恩派
[00:17:50.600 --> 00:17:51.600]  他知道他是靈恩派
[00:17:51.600 --> 00:17:52.600]  他知道他是靈恩派
[00:17:52.600 --> 00:17:53.600]  他知道他是靈恩派
[00:17:53.600 --> 00:17:54.600]  他知道他是靈恩派
[00:17:54.600 --> 00:17:55.600]  他知道他是靈恩派
[00:17:55.600 --> 00:17:56.600]  他知道他是靈恩派
[00:17:56.600 --> 00:17:57.600]  他知道他是靈恩派
[00:17:57.600 --> 00:17:58.600]  他知道他是靈恩派
[00:17:58.600 --> 00:17:59.600]  他知道他是靈恩派
[00:17:59.600 --> 00:18:00.600]  他知道他是靈恩派
[00:18:00.600 --> 00:18:01.600]  他知道他是靈恩派
[00:18:01.600 --> 00:18:11.600]  他知道他是靈恩派
[00:18:11.600 --> 00:18:12.600]  他知道他是靈恩派
[00:18:12.600 --> 00:18:13.600]  他知道他是靈恩派
[00:18:13.600 --> 00:18:14.600]  他知道他是靈恩派
[00:18:14.600 --> 00:18:15.600]  他知道他是靈恩派
[00:18:15.600 --> 00:18:16.600]  他知道他是靈恩派
[00:18:16.600 --> 00:18:17.600]  他知道他是靈恩派
[00:18:17.600 --> 00:18:18.600]  他知道他是靈恩派
[00:18:18.600 --> 00:18:19.600]  他知道他是靈恩派
[00:18:19.600 --> 00:18:20.600]  他知道他是靈恩派
[00:18:20.600 --> 00:18:21.600]  他知道他是靈恩派
[00:18:21.600 --> 00:18:22.600]  他知道他是靈恩派
[00:18:22.600 --> 00:18:23.600]  他知道他是靈恩派
[00:18:23.600 --> 00:18:24.600]  他知道他是靈恩派
[00:18:24.600 --> 00:18:25.600]  他知道他是靈恩派
[00:18:25.600 --> 00:18:26.600]  他知道他是靈恩派
[00:18:26.600 --> 00:18:27.600]  他知道他是靈恩派
[00:18:27.600 --> 00:18:28.600]  他知道他是靈恩派
[00:18:28.600 --> 00:18:29.600]  他知道他是靈恩派
[00:18:29.600 --> 00:18:30.600]  他知道他是靈恩派
[00:18:30.600 --> 00:18:31.600]  他知道他是靈恩派
[00:18:31.600 --> 00:18:32.600]  他知道他是靈恩派
[00:18:32.600 --> 00:18:33.600]  他知道他是靈恩派
[00:18:33.600 --> 00:18:34.600]  他知道他是靈恩派
[00:18:34.600 --> 00:18:35.600]  他知道他是靈恩派
[00:18:35.600 --> 00:18:36.600]  他知道他是靈恩派
[00:18:36.600 --> 00:18:37.600]  他知道他是靈恩派
[00:18:37.600 --> 00:18:38.600]  他知道他是靈恩派
[00:18:38.600 --> 00:18:39.600]  他知道他是靈恩派
[00:18:39.600 --> 00:18:40.600]  他知道他是靈恩派
[00:18:40.600 --> 00:18:41.600]  他知道他是靈恩派
[00:18:41.600 --> 00:18:42.600]  他知道他是靈恩派
[00:18:42.600 --> 00:18:43.600]  他知道他是靈恩派
[00:18:43.600 --> 00:18:44.600]  他知道他是靈恩派
[00:18:44.600 --> 00:18:45.600]  他知道他是靈恩派
[00:18:45.600 --> 00:18:46.600]  他知道他是靈恩派
[00:18:46.600 --> 00:18:47.600]  他知道他是靈恩派
[00:18:47.600 --> 00:18:48.600]  他知道他是靈恩派
[00:18:48.600 --> 00:18:49.600]  他知道他是靈恩派
[00:18:49.600 --> 00:18:50.600]  他知道他是靈恩派
[00:18:50.600 --> 00:18:51.600]  他知道他是靈恩派
[00:18:51.600 --> 00:18:52.600]  他知道他是靈恩派
[00:19:00.600 --> 00:19:01.600]  我在講天上的語言
[00:19:01.600 --> 00:19:02.600]  我在講天上的語言
[00:19:02.600 --> 00:19:03.600]  就是這個字
[00:19:03.600 --> 00:19:04.600]  就是舌頭
[00:19:04.600 --> 00:19:05.600]  就是舌頭
[00:19:05.600 --> 00:19:06.600]  聖靈降臨的時候
[00:19:06.600 --> 00:19:07.600]  聖靈降臨的時候
[00:19:07.600 --> 00:19:08.600]  路加
[00:19:08.600 --> 00:19:09.600]  聖靈降臨的時候
[00:19:09.600 --> 00:19:10.600]  路加
[00:19:10.600 --> 00:19:11.600]  聖靈降臨的時候
[00:19:11.600 --> 00:19:12.600]  聖靈降臨的時候
[00:19:12.600 --> 00:19:13.600]  聖靈降臨的時候
[00:19:13.600 --> 00:19:14.600]  聖靈降臨的時候
[00:19:14.600 --> 00:19:15.600]  聖靈降臨的時候
[00:19:15.600 --> 00:19:16.600]  聖靈降臨的時候
[00:19:16.600 --> 00:19:17.600]  聖靈降臨的時候
[00:19:17.600 --> 00:19:18.600]  聖靈降臨的時候
[00:19:18.600 --> 00:19:19.600]  聖靈降臨的時候
[00:19:19.600 --> 00:19:20.600]  聖靈降臨的時候
