
[00:00:00.000 --> 00:00:04.640]  請你打開聖經的羅馬書第十六章
[00:01:55.900 --> 00:01:58.800]  很多時候是一個家庭裏面聚會
[00:01:58.800 --> 00:02:01.500]  所以保羅問這五個家庭的時候
[00:02:01.500 --> 00:02:05.100]  其實可能就是在問候他們的家庭教會
[00:02:05.100 --> 00:02:08.800]  第二,初期的教會接近三百年的時間
[00:02:08.800 --> 00:02:11.600]  或者家庭,或者人數衆多
[00:02:11.600 --> 00:02:16.900]  在墳牆,或者一些地下洞穴那裏聚會
[00:02:16.900 --> 00:02:21.500]  所以,如果有些人說初期教會的人都是在家庭裏聚集
[00:02:21.500 --> 00:02:24.200]  那就當是教會吧,現在教會是不對的
[00:02:24.200 --> 00:02:26.500]  這種說法是偷換概念的
[00:02:26.500 --> 00:02:29.700]  因爲如果是這樣的,爲什麼你不去洞穴,不去墳牆聚會呢?
[00:02:29.700 --> 00:02:30.800]  你明白我說嗎?
[00:02:30.800 --> 00:02:34.800]  因爲說的人是等於政客一樣
[00:02:34.800 --> 00:02:38.800]  說一點不說一點,掩蓋一點不掩蓋一點來欺騙觀衆
[00:02:38.800 --> 00:02:44.700]  所以要留意的事情就是說,這些教會定義的觀念是一些偷換概念
[00:02:44.700 --> 00:02:49.600]  如果你要接受初期教會,並不是在建築物裏聚會的話
[00:02:49.600 --> 00:02:54.400]  那爲什麼你不接受在墳牆裏崇拜,或者在地下洞穴裏崇拜呢?
[00:02:54.400 --> 00:02:56.200]  而在你家裏這麼舒服呢?
[00:02:56.200 --> 00:02:57.400]  聽得明白我說嗎?
[00:02:57.400 --> 00:03:02.000]  所以,初期教會到三百二十幾年成爲國教之後
[00:03:02.000 --> 00:03:05.700]  才真真正正有建築物聚集的
[00:03:05.700 --> 00:03:09.900]  所以我們見到這個教會歷史的演變
[00:03:09.900 --> 00:03:13.800]  到了今天,我們在可以的情況底下
[00:03:13.800 --> 00:03:19.800]  我們是會回到教堂裏面去崇拜的
[00:03:19.800 --> 00:03:22.800]  我補充,是在可能的情況底下
[00:03:22.800 --> 00:03:25.700]  因爲在不可能的情況底下,我們沒有辦法
[00:03:25.700 --> 00:03:28.000]  但是在可選擇的情況底下
[00:03:28.000 --> 00:03:32.000]  但是現在美國很流行的叫Organic Church
[00:03:32.000 --> 00:03:34.300]  Organic Church就是說很自由的
[00:03:34.300 --> 00:03:37.200]  在家裏面幾個人坐在一起就叫教會
[00:03:37.200 --> 00:03:39.200]  這個是偷換概念的
[00:03:39.200 --> 00:03:42.200]  因爲教會有它自己的功能在裏面
[00:03:42.200 --> 00:03:46.600]  不是幾個人坐在這裏讀聖經,吹吹水就叫教會
[00:03:46.600 --> 00:03:49.300]  如果這樣的話,你和你老婆兩個人就已經是教會了
[00:03:49.300 --> 00:03:51.500]  兩個人在地上祈禱,耶穌都聽了,對不對?
[00:03:51.500 --> 00:03:52.800]  那你又不用回來了
[00:03:52.800 --> 00:03:55.600]  那你從昨晚開始睡到今晚都可以了
[00:03:55.600 --> 00:03:57.600]  你聽得明白我說的意思嗎?
[00:03:57.600 --> 00:04:01.600]  所以,教會不只是一羣人聚集這麼簡單的
[00:04:01.600 --> 00:04:03.700]  它必須有它自己的功能在裏面
[00:04:03.700 --> 00:04:06.100]  這個不是我今天的講題裏面
[00:04:06.100 --> 00:04:09.500]  但是我們見到在保羅體十六章第一節
[00:04:09.500 --> 00:04:12.700]  先要求羅馬教會要接待一個人
[00:04:12.700 --> 00:04:15.400]  他說:我對你們舉薦我們的姐妹菲比
[00:04:15.400 --> 00:04:18.700]  她是堅格納教會當中的女執事
[00:04:18.700 --> 00:04:22.000]  請你們爲主的接待她合乎聖徒的體統
[00:04:22.000 --> 00:04:23.900]  她在何事上要幫助你們
[00:04:23.900 --> 00:04:25.400]  你們又幫助她
[00:04:25.400 --> 00:04:27.500]  因她素來幫助許多人
[00:04:27.500 --> 00:04:29.000]  也幫助了我
[00:04:29.000 --> 00:04:31.400]  這個Helper,Good Helper
[00:04:31.400 --> 00:04:33.100]  一個很會幫助人的人
[00:04:33.100 --> 00:04:35.500]  她是女執事
[00:04:35.500 --> 00:04:37.300]  弟兄姊妹
[00:04:37.300 --> 00:04:39.300]  教會二千年的歷史
[00:04:39.300 --> 00:04:41.300]  可能比聖經落後
[00:04:41.300 --> 00:04:43.400]  有很多個教會到今天
[00:04:43.400 --> 00:04:45.800]  華人教會還是接受不了
[00:04:45.800 --> 00:04:48.300]  安納姐妹做執事
[00:04:48.300 --> 00:04:50.100]  就是說,在教會里面沒有女執事
[00:04:50.100 --> 00:04:51.900]  只有男執事,對不對?
[00:04:51.900 --> 00:04:53.500]  在初期教會里面
[00:04:53.500 --> 00:04:55.100]  這是很自然的情況
[00:04:55.100 --> 00:04:56.700]  因爲第一
[00:04:56.700 --> 00:04:58.500]  基督教的信仰認爲
[00:04:58.500 --> 00:05:01.300]  男女在上帝面前是平等的
[00:05:01.300 --> 00:05:04.300]  跟李嘉仁弟兄說,我們是平等的
[00:05:04.300 --> 00:05:06.100]  聽清楚我說
[00:05:06.100 --> 00:05:07.500]  我說的是平等
[00:05:07.500 --> 00:05:08.900]  我不是說平權
[00:05:08.900 --> 00:05:10.700]  我不是說女權
[00:05:10.700 --> 00:05:12.300]  平權和女權運動
[00:05:12.300 --> 00:05:14.300]  跟聖經說的男女平等
[00:05:14.300 --> 00:05:17.500]  是有天淵之別
[00:05:17.500 --> 00:05:19.900]  無論是基督徒出來爭取也好
[00:05:19.900 --> 00:05:21.500]  天淵之別
[00:05:21.500 --> 00:05:23.100]  我是說平等
[00:05:23.100 --> 00:05:25.800]  這個世界平等已經是艱難了
[00:05:25.800 --> 00:05:28.600]  平權更加是艱難當中的艱難
[00:05:28.600 --> 00:05:29.700]  清清楚楚
[00:05:29.700 --> 00:05:33.600]  在聖經裏面很前衛的情況
[00:05:33.600 --> 00:05:36.500]  因爲初期教會是姐妹信主居多
[00:05:36.500 --> 00:05:37.900]  和姐妹信主先
[00:05:37.900 --> 00:05:38.600]  我應該這麼說
[00:05:38.600 --> 00:05:39.900]  太太信主先
[00:05:39.900 --> 00:05:42.300]  然後丈夫後來纔信主
[00:05:42.300 --> 00:05:43.500]  因爲這樣的緣故
[00:05:43.500 --> 00:05:45.000]  姐妹的屬靈生命
[00:05:45.000 --> 00:05:46.900]  連日比丈夫長
[00:05:46.900 --> 00:05:48.200]  比較熱心
[00:05:48.200 --> 00:05:49.800]  對聖經認識比較多
[00:05:49.800 --> 00:05:52.200]  所以安立做女執事
[00:05:52.200 --> 00:05:54.800]  是一個很自然的現象
[00:05:54.800 --> 00:05:55.900]  所以姐妹
[00:05:55.900 --> 00:05:58.400]  有時你讓你老公回教會久了
[00:05:58.400 --> 00:06:00.200]  你的屬靈生命比他好
[00:06:00.200 --> 00:06:02.300]  有一天教會安立你做女執事的時候
[00:06:02.300 --> 00:06:03.200]  你不要推搪
[00:06:03.200 --> 00:06:04.400]  哎呀
[00:06:04.400 --> 00:06:05.900]  男人是頭嘛
[00:06:05.900 --> 00:06:06.900]  我老公還沒做
[00:06:06.900 --> 00:06:08.400]  我做好像不是太好
[00:06:08.400 --> 00:06:10.100]  和你旁邊的姐妹說一聲
[00:06:10.100 --> 00:06:14.000]  這是錯誤的觀念
[00:06:14.000 --> 00:06:16.400]  在整個家裏面的標準不是這樣嗎
[00:06:16.400 --> 00:06:17.800]  請你記清楚
[00:06:17.800 --> 00:06:19.200]  我們的贈信會
[00:06:19.200 --> 00:06:20.100]  和你旁邊的弟妹說一聲
[00:06:20.100 --> 00:06:22.800]  這間是贈信會
[00:06:22.800 --> 00:06:25.200]  贈信會也是很落後的
[00:06:25.200 --> 00:06:27.600]  贈信會在15年前的香港贈信會
[00:06:27.600 --> 00:06:31.200]  是接受不了安立女牧師的
[00:06:31.200 --> 00:06:32.400]  還是接受不了
[00:06:32.400 --> 00:06:33.100]  15年前
[00:06:33.100 --> 00:06:34.200]  即是911
[00:06:34.200 --> 00:06:36.200]  即是前一年
[00:06:36.200 --> 00:06:37.200]  爲什麼呢
[00:06:37.200 --> 00:06:38.800]  這個很奇怪的事情
[00:06:38.800 --> 00:06:43.200]  聖經往往都提及到女執事
[00:06:43.200 --> 00:06:44.000]  兄弟姐妹
[00:06:44.000 --> 00:06:45.600]  現在問題來了
[00:06:45.600 --> 00:06:50.000]  女執事是哪裏的教會呢
[00:06:50.000 --> 00:06:52.100]  是肩格尼
[00:06:52.100 --> 00:06:54.500]  這個地方是坐落在撒羅裏克灣
[00:06:54.500 --> 00:06:58.700]  撒羅裏克灣是靠近哥倫多的一個海廣
[00:06:58.700 --> 00:07:00.300]  這個哥倫多的海廣
[00:07:00.300 --> 00:07:01.900]  即是說這個女執事
[00:07:01.900 --> 00:07:05.100]  基本上應該是哥倫多教會的女執事
[00:07:05.100 --> 00:07:07.500]  保羅要求羅馬教會信徒
[00:07:07.500 --> 00:07:11.500]  去接待哥倫多教會的女執事
[00:07:11.500 --> 00:07:13.800]  這個不是一個命令
[00:07:13.800 --> 00:07:17.000]  證明了當時沒有一種重塑的關係
[00:07:17.000 --> 00:07:19.100]  即是說羅馬教會不會重塑哥倫多
[00:07:19.100 --> 00:07:21.300]  哥倫多不會重塑羅馬教會
[00:07:21.300 --> 00:07:25.900]  保羅只是運用了使徒的權柄
[00:07:25.900 --> 00:07:29.000]  但他並沒有命令羅馬教會接待這個女執事
[00:07:29.000 --> 00:07:32.300]  只是懇請他們做這件事情
[00:07:32.300 --> 00:07:35.000]  因爲這個人素來都幫助人
[00:07:35.000 --> 00:07:36.200]  也幫助他們
[00:07:36.200 --> 00:07:37.100]  如果是命令他
[00:07:37.100 --> 00:07:38.900]  不需要加那麼多的形容詞在這裏
[00:07:38.900 --> 00:07:40.100]  對不對
[00:07:40.100 --> 00:07:41.400]  在這裏我們看到
[00:07:41.400 --> 00:07:44.200]  保羅第一件事就是要求羅馬的信徒
[00:07:44.200 --> 00:07:47.700]  去接待一個非羅馬的信徒
[00:07:47.700 --> 00:07:48.200]  第二
[00:07:48.200 --> 00:07:51.900]  還有一個很冗長的名單裏面
[00:07:51.900 --> 00:07:53.400]  我們繼續看
[00:07:53.400 --> 00:07:56.200]  在第十六章的第三節
[00:07:56.200 --> 00:07:58.600]  「問伯基拉和雅居拉安
[00:07:58.600 --> 00:08:00.900]  他們在基督耶穌裏與我同宮
[00:08:00.900 --> 00:08:02.000]  也爲我命
[00:08:02.000 --> 00:08:04.600]  將自己的頸項接諸度外
[00:08:04.600 --> 00:08:06.200]  不但我感謝他們
[00:08:06.200 --> 00:08:09.800]  就是外邦的宗教會也感謝他們」
[00:08:09.800 --> 00:08:12.500]  我們較爲熟悉的人物
[00:08:12.500 --> 00:08:14.000]  就是這對夫婦
[00:08:14.000 --> 00:08:16.200]  因爲《士徒人傳》有提及這對夫婦
[00:08:16.200 --> 00:08:18.700]  他們是接待了保羅
[00:08:18.700 --> 00:08:21.700]  保羅當時是職葬棚做宣教
[00:08:21.700 --> 00:08:23.900]  接着他們深受保羅的感動
[00:08:23.900 --> 00:08:25.900]  與保羅一起移民
[00:08:25.900 --> 00:08:27.300]  就是自己離開了
[00:08:27.300 --> 00:08:28.500]  離鄉別井移民
[00:08:28.500 --> 00:08:30.400]  去到爾弗所教會
[00:08:30.400 --> 00:08:31.900]  我們大概知道
[00:08:31.900 --> 00:08:33.400]  他們去到爾弗所
[00:08:33.400 --> 00:08:36.300]  居留了一段很長的時間
[00:08:36.300 --> 00:08:37.400]  接着他們的行程是怎樣
[00:08:37.400 --> 00:08:38.700]  我們不是很清楚
[00:08:38.700 --> 00:08:39.800]  保羅在這裏
[00:08:39.800 --> 00:08:41.600]  究竟在問他們安安的時候
[00:08:41.600 --> 00:08:42.600]  究竟他們在哪裏
[00:08:42.600 --> 00:08:44.400]  我們也不是很清楚
[00:08:44.400 --> 00:08:46.200]  因爲經文好像沒怎麼交代
[00:08:46.200 --> 00:08:47.600]  究竟是不是已經去了羅馬呢
[00:08:47.600 --> 00:08:50.600]  這是一個大的問號
[00:08:50.600 --> 00:08:52.700]  但無論如何
[00:08:52.700 --> 00:08:55.700]  這26個名單
[00:08:55.700 --> 00:08:59.500]  重要的不是名字這麼簡單
[00:08:59.500 --> 00:09:02.000]  當我們臨修讀聖經的時候
[00:09:02.000 --> 00:09:03.600]  這一羣人我們完全不認識
[00:09:03.600 --> 00:09:05.200]  所以對我們沒有什麼意義
[00:09:05.200 --> 00:09:08.400]  很快我們納過就算了
[00:09:08.400 --> 00:09:10.000]  但你留意一下保羅
[00:09:10.000 --> 00:09:11.900]  他強調的是什麼呢
[00:09:11.900 --> 00:09:16.000]  藍色的字纔是很重要的
[00:09:16.000 --> 00:09:18.300]  究竟保羅如何介紹這對夫婦
[00:09:18.300 --> 00:09:20.300]  繼續到這26個名單裏面
[00:09:20.300 --> 00:09:21.300]  他有補充介紹
[00:09:21.300 --> 00:09:23.500]  究竟他在說什麼
[00:09:23.500 --> 00:09:25.300]  保羅所關心的是什麼
[00:09:25.300 --> 00:09:27.000]  爲什麼我們看了之後格格不入
[00:09:27.000 --> 00:09:27.900]  或者我們看了之後
[00:09:27.900 --> 00:09:29.200]  覺得我們沒什麼共鳴
[00:09:29.200 --> 00:09:31.100]  是不是其中一個原因
[00:09:31.100 --> 00:09:32.400]  就是我們的價值觀
[00:09:32.400 --> 00:09:33.300]  和保羅不一樣
[00:09:33.300 --> 00:09:35.500]  我們關心的東西和保羅不一樣
[00:09:35.500 --> 00:09:38.000]  你看看你旁邊那個人
[00:09:38.000 --> 00:09:39.300]  你看看右邊那個人之後
[00:09:39.300 --> 00:09:40.000]  你想想
[00:09:40.000 --> 00:09:41.200]  如果我要介紹右邊那個人
[00:09:41.200 --> 00:09:42.600]  給左邊那個人認識的話
[00:09:42.600 --> 00:09:44.600]  我應該怎麼介紹他呢
[00:09:44.600 --> 00:09:47.000]  你明白我的問題了嗎
[00:09:47.000 --> 00:09:49.500]  今天教會的世俗化就在這裏
[00:09:49.500 --> 00:09:50.800]  你問我
[00:09:50.800 --> 00:09:52.800]  我和聖經的價值觀不一樣
[00:09:52.800 --> 00:09:55.000]  我們看下去你就會明白了
[00:09:55.000 --> 00:09:56.800]  第二個叫以拜利土
[00:09:56.800 --> 00:09:58.100]  他在阿基雅系
[00:09:58.100 --> 00:10:00.500]  歸基督的初屬的果子
[00:10:00.500 --> 00:10:02.500]  第一粒結的果子
[00:10:02.500 --> 00:10:03.500]  是不是
[00:10:03.500 --> 00:10:07.000]  我們青衣籤合寫歌贈信會
[00:10:07.000 --> 00:10:08.600]  後來自立了之後叫
[00:10:08.600 --> 00:10:09.600]  籤合寫歌贈信會
[00:10:09.600 --> 00:10:12.500]  第一粒的果子就是B姐
[00:10:12.500 --> 00:10:14.500]  林榮安傳道
[00:10:14.500 --> 00:10:17.800]  你會提到林榮安傳道就是
[00:10:17.800 --> 00:10:20.100]  籤合寫歌贈信會初屬的果子
[00:10:20.100 --> 00:10:21.900]  你這樣形容他
[00:10:21.900 --> 00:10:23.400]  又沒有說他未嫁
[00:10:23.400 --> 00:10:24.700]  又沒有說他學歷
[00:10:24.700 --> 00:10:26.300]  又沒有說他靚還是不靚
[00:10:26.300 --> 00:10:28.900]  你明白我的問題了嗎
[00:10:28.900 --> 00:10:30.400]  奇怪了
[00:10:30.400 --> 00:10:32.900]  爲什麼說這些呢
[00:10:32.900 --> 00:10:35.000]  如果你介紹一個人給別人認識
[00:10:35.000 --> 00:10:37.300]  或者你問候那個人的時候
[00:10:37.300 --> 00:10:40.100]  要加鋸鑄腳的時候會說些什麼呢
[00:10:40.100 --> 00:10:41.400]  你明白我說嗎
[00:10:41.400 --> 00:10:43.400]  保羅究竟在關心些什麼呢
[00:10:43.400 --> 00:10:44.700]  爲什麼他會說這些呢
[00:10:44.700 --> 00:10:47.500]  這個是我們很值得思考的問題
[00:10:47.500 --> 00:10:48.500]  我們看看
[00:10:48.500 --> 00:10:49.600]  瑪利亞安
[00:10:49.600 --> 00:10:52.500]  他爲利盾多受勞苦
[00:10:52.500 --> 00:10:56.700]  安多利古和尤利亞
[00:10:56.700 --> 00:10:58.500]  他曾經和保羅一起坐牢
[00:10:58.500 --> 00:10:59.400]  他和我一起坐牢
[00:10:59.400 --> 00:11:00.700]  你會介紹一個人給別人認識
[00:11:00.700 --> 00:11:02.400]  你知道這個是誰嗎
[00:11:02.400 --> 00:11:04.400]  這個和我一起坐過牢的
[00:11:07.300 --> 00:11:11.700]  是不是很奇怪的一個註腳
[00:11:11.700 --> 00:11:13.300]  這個是很奇怪的註腳
[00:11:13.300 --> 00:11:15.400]  他在保羅想說些什麼
[00:11:15.400 --> 00:11:16.800]  暗伯利
[00:11:16.800 --> 00:11:18.300]  爾巴奴
[00:11:18.300 --> 00:11:20.100]  士大古
[00:11:20.100 --> 00:11:22.200]  士大古這個名稱
[00:11:22.200 --> 00:11:25.100]  在當時說是和皇室有關的
[00:11:25.100 --> 00:11:28.300]  保羅沒有說他是皇室身份
[00:11:28.300 --> 00:11:29.900]  不過從他的名字裏面
[00:11:29.900 --> 00:11:30.700]  我們大概看到
[00:11:30.700 --> 00:11:31.400]  你是怎麼看的呢
[00:11:31.400 --> 00:11:33.100]  我這樣說你開始明白
[00:11:33.100 --> 00:11:34.700]  我媽媽那個年代
[00:11:34.700 --> 00:11:37.700]  女性很喜歡取的名字叫
[00:11:37.700 --> 00:11:38.700]  嬌
[00:11:38.700 --> 00:11:39.800]  泥
[00:11:39.800 --> 00:11:41.200]  的
[00:11:41.200 --> 00:11:42.500]  真的好聽
[00:11:42.500 --> 00:11:44.600]  什麼美麗
[00:11:44.600 --> 00:11:46.800]  什麼嬌
[00:11:46.800 --> 00:11:49.400]  那些是我媽媽的年代
[00:11:49.400 --> 00:11:51.400]  現在很少看到女性走來跟你說
[00:11:51.400 --> 00:11:52.500]  什麼俸
[00:11:52.500 --> 00:11:53.500]  什麼嬌
[00:11:53.500 --> 00:11:55.100]  很少
[00:11:55.100 --> 00:11:55.700]  很少
[00:11:55.700 --> 00:11:57.800]  因爲這個年代我們不流行
[00:11:57.800 --> 00:12:00.100]  你就分到不同年代層
[00:12:00.100 --> 00:12:00.700]  對不對
[00:12:00.700 --> 00:12:01.400]  很容易
[00:12:01.400 --> 00:12:03.700]  你連狗都分得到
[00:12:03.700 --> 00:12:07.000]  六七十年代我們養唐狗叫什麼
[00:12:07.000 --> 00:12:08.100]  阿財
[00:12:08.100 --> 00:12:09.500]  王財
[00:12:09.500 --> 00:12:10.300]  對不對
[00:12:10.300 --> 00:12:12.100]  現在你家裏的狗叫什麼
[00:12:12.100 --> 00:12:13.100]  Tommy
[00:12:13.100 --> 00:12:14.100]  Peter
[00:12:14.100 --> 00:12:15.100]  他已經是人了
[00:12:15.100 --> 00:12:16.000]  明白嗎
[00:12:16.000 --> 00:12:18.700]  他的地位已經是一個人了
[00:12:18.700 --> 00:12:19.200]  OK
[00:12:19.200 --> 00:12:20.500]  所以你去漁景灣
[00:12:20.500 --> 00:12:21.000]  去柏麗灣
[00:12:21.000 --> 00:12:22.400]  你見到人家叫Peter
[00:12:22.400 --> 00:12:23.600]  你不要認他
[00:12:23.600 --> 00:12:25.200]  可能是狗跑過去
[00:12:25.200 --> 00:12:29.100]  就是
[00:12:29.100 --> 00:12:30.400]  你開始明白
[00:12:30.400 --> 00:12:32.100]  當這些不同的稱謂
[00:12:32.100 --> 00:12:33.300]  你就大概猜到
[00:12:33.300 --> 00:12:35.300]  有些提示
[00:12:35.300 --> 00:12:36.900]  你見到
[00:12:36.900 --> 00:12:38.300]  這個人是原來
[00:12:38.300 --> 00:12:39.400]  這個士大古
[00:12:39.400 --> 00:12:41.300]  可能是皇室人員
[00:12:41.300 --> 00:12:42.200]  我們看看
[00:12:42.200 --> 00:12:45.500]  阿比利安在基督耶穌裏面經過試驗
[00:12:45.500 --> 00:12:46.500]  經過試驗什麼
[00:12:46.500 --> 00:12:48.300]  他又沒有說
[00:12:48.300 --> 00:12:51.500]  本來想說些什麼
[00:12:51.500 --> 00:12:53.700]  阿利多布加里面的人
[00:12:53.700 --> 00:12:55.400]  我親屬希羅天
[00:12:55.400 --> 00:12:56.600]  親屬可能是
[00:12:56.600 --> 00:12:58.700]  因爲大家都是猶太人的身份
[00:12:58.700 --> 00:12:59.800]  跟着他說
[00:12:59.800 --> 00:13:02.900]  土非拿氏和土庫撒氏
[00:13:02.900 --> 00:13:04.700]  是爲主奴婦的
[00:13:04.700 --> 00:13:05.900]  比識氏
[00:13:05.900 --> 00:13:08.000]  是爲主多壽奴婦的
[00:13:08.000 --> 00:13:09.300]  哇
[00:13:09.300 --> 00:13:11.900]  奴婦什麼我不是很知道
[00:13:11.900 --> 00:13:13.300]  他不斷說奴婦
[00:13:13.300 --> 00:13:14.000]  好奴婦
[00:13:14.000 --> 00:13:16.100]  多壽奴婦
[00:13:16.100 --> 00:13:18.200]  老夫和他母親
[00:13:18.200 --> 00:13:19.900]  本來加了一句形容
[00:13:19.900 --> 00:13:21.700]  他母親就是我的母親
[00:13:21.700 --> 00:13:23.800]  就是跟他是很親的
[00:13:23.800 --> 00:13:26.600]  中文這個名字翻譯得很好
[00:13:26.600 --> 00:13:32.000]  叫黑米
[00:13:32.000 --> 00:13:36.300]  你不會把你兒子的名字叫黑米
[00:13:36.300 --> 00:13:37.500]  中文是不是翻譯得很差
[00:13:37.500 --> 00:13:38.500]  中文翻譯得很好
[00:13:38.500 --> 00:13:39.100]  爲什麼
[00:13:39.100 --> 00:13:42.200]  因爲特別是廣東人很容易明白
[00:13:42.200 --> 00:13:46.100]  這個名稱一般上是奴隸纔會改的
[00:13:46.100 --> 00:13:47.300]  你想清楚
[00:13:47.300 --> 00:13:49.400]  一個顯黑地位的人
[00:13:49.400 --> 00:13:51.300]  怎麼會叫黑米或者叫黑衣呢
[00:13:51.300 --> 00:13:52.200]  不會吧
[00:13:52.200 --> 00:13:53.500]  很明白
[00:13:53.500 --> 00:13:55.500]  所以你從他的名字裏面
[00:13:55.500 --> 00:13:58.100]  大概知道是怎麼回事
[00:13:58.100 --> 00:14:03.000]  伯羅巴、菲羅羅古、尤利亞、利利亞
[00:14:03.000 --> 00:14:04.200]  和他的姐妹
[00:14:04.200 --> 00:14:07.400]  利利亞和阿林巴
[00:14:07.400 --> 00:14:09.500]  這裏整個名單裏面
[00:14:09.500 --> 00:14:13.300]  跟着他完了這些名單之後
[00:14:13.300 --> 00:14:15.300]  十六節
[00:14:15.300 --> 00:14:17.000]  你們親嘴問安
[00:14:17.000 --> 00:14:18.500]  彼此慕要聖潔
[00:14:18.500 --> 00:14:21.200]  基督的宗教會都問你們安
[00:14:21.200 --> 00:14:25.300]  保羅每一次說親嘴問安都提要慕要聖潔
[00:14:25.300 --> 00:14:26.400]  爲什麼
[00:14:26.400 --> 00:14:30.100]  因爲信徒與信徒之間在中東的見面禮
[00:14:30.100 --> 00:14:32.100]  就是真的會擁抱親吻的
[00:14:32.100 --> 00:14:33.600]  但是親吻什麼部位
[00:14:33.600 --> 00:14:36.300]  就是他的臉輕輕碰一碰
[00:14:36.300 --> 00:14:37.500]  還是親嘴呢
[00:14:37.500 --> 00:14:39.500]  是不同的親屬
[00:14:39.500 --> 00:14:42.400]  親疏的關係決定的
[00:14:42.400 --> 00:14:45.200]  這種身體的動作
[00:14:45.200 --> 00:14:49.800]  很容易帶來了不聖潔的思維
[00:14:49.800 --> 00:14:51.700]  所以保羅不斷要提醒
[00:14:51.700 --> 00:14:53.200]  弟兄姊妹想象一下
[00:14:53.200 --> 00:14:55.800]  在你沒回教會之前
[00:14:55.800 --> 00:14:58.100]  香港多數人沒回教會之前
[00:14:58.100 --> 00:15:01.300]  生活圈子比較小
[00:15:01.300 --> 00:15:04.800]  回到教會之後生活圈子多數都擴闊了
[00:15:04.800 --> 00:15:06.400]  跟着開始比較
[00:15:06.400 --> 00:15:09.000]  哎呀 原來開眼界
[00:15:09.000 --> 00:15:11.000]  原來陳生這麼好
[00:15:11.000 --> 00:15:12.700]  李生又很好
[00:15:12.700 --> 00:15:14.700]  張生真的很有愛心
[00:15:14.700 --> 00:15:17.500]  最壞的是我老公
[00:15:17.500 --> 00:15:18.700]  你明白嗎
[00:15:18.700 --> 00:15:19.900]  跟着突然間
[00:15:19.900 --> 00:15:22.500]  原來陳太煮的食物很好
[00:15:22.500 --> 00:15:25.400]  張太做甜品一流
[00:15:25.400 --> 00:15:28.000]  哇 李太很有愛心
[00:15:28.000 --> 00:15:30.400]  我老婆一事無成
[00:15:30.400 --> 00:15:31.800]  整天喫東西
[00:15:31.800 --> 00:15:34.400]  睡醒喫完就睡
[00:15:34.400 --> 00:15:36.700]  做蛋糕又難喫到死
[00:15:36.700 --> 00:15:38.800]  煮菜又難喫到死
[00:15:38.800 --> 00:15:41.500]  牧師的形容就是每天都在犯罪
[00:15:41.500 --> 00:15:44.500]  煮東西難喫就是犯罪
[00:15:44.500 --> 00:15:46.600]  慢慢慢慢比較
[00:15:46.600 --> 00:15:48.500]  跟着就覺得人家老婆好
