
[00:00:00.000 --> 00:00:03.700]  我們剛剛聽了聖法蘭西斯的禱告
[00:02:11.480 --> 00:02:14.480]  他要彼此之間三圍一體
[00:02:14.480 --> 00:02:16.480]  關係是和諧的
[00:02:16.480 --> 00:02:19.480]  但他最重要是將平安賜給我們
[00:02:19.480 --> 00:02:21.480]  這個平安是什麼呢
[00:02:21.480 --> 00:02:23.480]  他會保守我們
[00:02:23.480 --> 00:02:25.480]  未必一定是沒有受苦難
[00:02:25.480 --> 00:02:27.480]  但是我們會在這個苦難當中
[00:02:27.480 --> 00:02:29.480]  仍然知道有神的同在
[00:02:29.480 --> 00:02:32.480]  最重要就是當我們人犯罪的時候
[00:02:32.480 --> 00:02:34.480]  我們是很怕被揭發
[00:02:34.480 --> 00:02:36.480]  我們很怕被揭發之後
[00:02:36.480 --> 00:02:38.480]  要面對那種刑罰
[00:02:38.480 --> 00:02:40.480]  我們會心裏面有很多的不安
[00:02:40.480 --> 00:02:42.480]  但是我們知道
[00:02:42.480 --> 00:02:44.480]  當我們肯真心悔改
[00:02:44.480 --> 00:02:45.480]  呼求神的時候
[00:02:45.480 --> 00:02:46.480]  神就赦免
[00:02:46.480 --> 00:02:48.480]  所以會帶給我們的平安
[00:02:48.480 --> 00:02:50.480]  這個福金是一個平安的福金
[00:02:50.480 --> 00:02:53.480]  記不記得耶穌基督降生的時候
[00:02:53.480 --> 00:02:55.480]  牧羊人見到天使報信
[00:02:55.480 --> 00:02:57.480]  天使怎麼說呢
[00:02:57.480 --> 00:02:59.480]  在至高之處榮耀歸於神
[00:02:59.480 --> 00:03:01.480]  在地上平安歸於他所棄於敵人
[00:03:01.480 --> 00:03:03.480]  當耶穌復活的時候
[00:03:03.480 --> 00:03:05.480]  跟門徒說的第一句話就是
[00:03:05.480 --> 00:03:06.480]  願你們平安
[00:03:06.480 --> 00:03:08.480]  所以我們很重要
[00:03:08.480 --> 00:03:12.480]  但是我們要做一個洗人和睦的人
[00:03:12.480 --> 00:03:13.480]  這個就是什麼呢
[00:03:13.480 --> 00:03:15.480]  我們要做一個peace maker
[00:03:15.480 --> 00:03:17.480]  而不是一個troublemaker
[00:03:17.480 --> 00:03:20.480]  我們今天就會透過《撒布爾記》上
[00:03:20.480 --> 00:03:22.480]  25章一件事
[00:03:22.480 --> 00:03:25.480]  看一個和平使者
[00:03:25.480 --> 00:03:27.480]  怎樣去排解紛爭
[00:03:27.480 --> 00:03:29.480]  一些的步驟
[00:03:29.480 --> 00:03:31.480]  事實上人與人之間
[00:03:31.480 --> 00:03:33.480]  很多時候有多一個衝突
[00:03:33.480 --> 00:03:35.480]  那個衝突往往就是來自
[00:03:35.480 --> 00:03:37.480]  可能那個人的脾氣
[00:03:37.480 --> 00:03:38.480]  那種的憤怒
[00:03:38.480 --> 00:03:40.480]  那種的暴躁
[00:03:40.480 --> 00:03:42.480]  一會兒我們看《撒布爾記》上25章
[00:03:42.480 --> 00:03:45.480]  那個的財主
[00:03:45.480 --> 00:03:47.480]  都是一個非常暴躁的人
[00:03:47.480 --> 00:03:49.480]  又或者
[00:03:49.480 --> 00:03:51.480]  有時候我們本來都很好
[00:03:51.480 --> 00:03:54.480]  但是我們面對很沉重的壓力之下
[00:03:54.480 --> 00:03:57.480]  我們有時候就會很生氣
[00:03:57.480 --> 00:04:00.480]  甚至一句話就可能會觸動到我們
[00:04:00.480 --> 00:04:03.480]  所以聖經裡面一句話怎麼說呢
[00:04:03.480 --> 00:04:05.480]  就是我們要回答的時候
[00:04:05.480 --> 00:04:08.480]  要怎樣去面對呢
[00:04:08.480 --> 00:04:10.480]  我們看看《箴言》第15章第一節
[00:04:10.480 --> 00:04:12.480]  和第18節
[00:04:12.480 --> 00:04:15.480]  回答柔和使怒消退
[00:04:15.480 --> 00:04:18.480]  言與暴戾觸動怒氣
[00:04:18.480 --> 00:04:21.480]  暴怒的人挑啟爭端
[00:04:21.480 --> 00:04:23.480]  引怒的人止息生真
[00:04:23.480 --> 00:04:26.480]  回答柔和使怒消退
[00:04:26.480 --> 00:04:28.480]  言與暴戾那些
[00:04:28.480 --> 00:04:31.480]  隨時就會觸動怒氣了
[00:04:31.480 --> 00:04:33.480]  如果沒有看powerpoint
[00:04:33.480 --> 00:04:34.480]  只是聽錄音的話
[00:04:34.480 --> 00:04:35.480]  是有點危險的
[00:04:35.480 --> 00:04:37.480]  暴怒的人挑啟爭端
[00:04:37.480 --> 00:04:39.480]  就不是那些不穿衣服
[00:04:39.480 --> 00:04:41.480]  那些暴怒
[00:04:41.480 --> 00:04:43.480]  即是很容易暴躁
[00:04:43.480 --> 00:04:44.480]  很容易生氣的人
[00:04:44.480 --> 00:04:46.480]  但是引怒的人就止息紛爭
[00:04:46.480 --> 00:04:50.480]  很想跟大家分享一個經歷
[00:04:50.480 --> 00:04:51.480]  這個經歷是很深的
[00:04:51.480 --> 00:04:53.480]  已經有十幾年前了
[00:04:53.480 --> 00:04:55.480]  因為是我葵涌堂
[00:04:55.480 --> 00:04:57.480]  當我葵涌堂一開堂的時候
[00:04:57.480 --> 00:05:00.480]  我就在葵涌村的平台裡面
[00:05:00.480 --> 00:05:02.480]  向政府申請了
[00:05:02.480 --> 00:05:03.480]  有個報道會
[00:05:03.480 --> 00:05:06.480]  我還記得請了張堅廷沒有講見證
[00:05:06.480 --> 00:05:08.480]  Eternity來唱歌
[00:05:08.480 --> 00:05:09.480]  很多人來
[00:05:09.480 --> 00:05:10.480]  七點半
[00:05:10.480 --> 00:05:12.480]  誰知道聚會中
[00:05:12.480 --> 00:05:14.480]  唱歌沒多久的時候
[00:05:14.480 --> 00:05:16.480]  有個人
[00:05:16.480 --> 00:05:17.480]  是男人
[00:05:17.480 --> 00:05:18.480]  他衝下來
[00:05:18.480 --> 00:05:19.480]  為什麼你們這麼吵
[00:05:19.480 --> 00:05:20.480]  搞什麼
[00:05:20.480 --> 00:05:22.480]  誰是負責人
[00:05:22.480 --> 00:05:24.480]  旁邊的人就指著我
[00:05:24.480 --> 00:05:26.480]  我就站在擂台旁邊
[00:05:26.480 --> 00:05:28.480]  那個負責人就衝過來
[00:05:28.480 --> 00:05:29.480]  你為什麼吵著
[00:05:29.480 --> 00:05:31.480]  我現在不用睡覺嗎
[00:05:31.480 --> 00:05:32.480]  我想
[00:05:32.480 --> 00:05:34.480]  7點8、9點而已
[00:05:34.480 --> 00:05:35.480]  你不是有病吧
[00:05:35.480 --> 00:05:36.480]  這麼早睡覺
[00:05:36.480 --> 00:05:37.480]  這是我心裡想的
[00:05:37.480 --> 00:05:39.480]  我就不敢這麼說
[00:05:39.480 --> 00:05:42.480]  我現在睡不著
[00:05:42.480 --> 00:05:44.480]  好 沒問題
[00:05:44.480 --> 00:05:46.480]  我們把我的音量調小一點
[00:05:46.480 --> 00:05:48.480]  但其實我們的音量
[00:05:48.480 --> 00:05:51.480]  全部是在合法的範圍之內
[00:05:51.480 --> 00:05:52.480]  我就打眼色
[00:05:52.480 --> 00:05:53.480]  叫大家閉嘴
[00:05:53.480 --> 00:05:55.480]  他還繼續罵
[00:05:55.480 --> 00:05:57.480]  但是我為了大局
[00:05:57.480 --> 00:05:59.480]  神真的讓我有這種情況
[00:05:59.480 --> 00:06:00.480]  對不起 對不起
[00:06:00.480 --> 00:06:01.480]  我們很快
[00:06:01.480 --> 00:06:04.480]  8點9、9點就完了
[00:06:04.480 --> 00:06:05.480]  不好意思
[00:06:05.480 --> 00:06:07.480]  他看到我
[00:06:07.480 --> 00:06:09.480]  一直說對不起就沒什麼
[00:06:09.480 --> 00:06:10.480]  他就走了
[00:06:10.480 --> 00:06:12.480]  他臨走的時候
[00:06:12.480 --> 00:06:13.480]  竟然爆他的粗口
[00:06:13.480 --> 00:06:15.480]  你仆街
[00:06:15.480 --> 00:06:17.480]  其實他是錯的
[00:06:17.480 --> 00:06:18.480]  第一他不是讀過"仆"字的
[00:06:18.480 --> 00:06:20.480]  所以證明他沒有文化
[00:06:20.480 --> 00:06:21.480]  大家記住
[00:06:21.480 --> 00:06:22.480]  那個讀過"腐"字的
[00:06:22.480 --> 00:06:23.480]  前腐後繼
[00:06:23.480 --> 00:06:25.480]  不是前仆後繼
[00:06:25.480 --> 00:06:27.480]  所以你應該叫人家"腐街"
[00:06:27.480 --> 00:06:28.480]  而不是叫什麼
[00:06:28.480 --> 00:06:30.480]  就不是叫那個仆街
[00:06:30.480 --> 00:06:32.480]  他罵我一句
[00:06:32.480 --> 00:06:33.480]  我不知道為什麼
[00:06:33.480 --> 00:06:35.480]  我竟然是很快的反應
[00:06:35.480 --> 00:06:37.480]  我說好啊 好啊
[00:06:37.480 --> 00:06:38.480]  待會我打你
[00:06:38.480 --> 00:06:39.480]  我是沒有想過
[00:06:39.480 --> 00:06:41.480]  我會這樣回答他
[00:06:41.480 --> 00:06:43.480]  他當然呆了
[00:06:43.480 --> 00:06:44.480]  然後就瘋了
[00:06:44.480 --> 00:06:45.480]  就走了
[00:06:45.480 --> 00:06:47.480]  那時候他罵我的時候
[00:06:47.480 --> 00:06:48.480]  很多人圍著我看
[00:06:48.480 --> 00:06:50.480]  有些婦女看到我走了之後
[00:06:50.480 --> 00:06:52.480]  就真的很有公義感
[00:06:52.480 --> 00:06:53.480]  瘋了
[00:06:53.480 --> 00:06:54.480]  她就是瘋了
[00:06:54.480 --> 00:06:55.480]  她說你瘋了
[00:06:55.480 --> 00:06:56.480]  她是瘋了
[00:06:56.480 --> 00:06:57.480]  我心想
[00:06:57.480 --> 00:06:58.480]  剛才你又說
[00:06:58.480 --> 00:06:59.480]  她走了你才說呢
[00:06:59.480 --> 00:07:00.480]  好了
[00:07:00.480 --> 00:07:03.480]  我就很深感受到這句話
[00:07:03.480 --> 00:07:05.480]  原來你回答柔和
[00:07:05.480 --> 00:07:07.480]  就使怒消退了
[00:07:07.480 --> 00:07:09.480]  在衝突之間
[00:07:09.480 --> 00:07:12.480]  其實有時候往往就需要一些中間人
[00:07:12.480 --> 00:07:16.480]  去幫助他之間來協調
[00:07:16.480 --> 00:07:17.480]  或者這些中間人
[00:07:17.480 --> 00:07:19.480]  甚至是
[00:07:19.480 --> 00:07:21.480]  你不知道叫什麼名字
[00:07:21.480 --> 00:07:22.480]  今天很可能
[00:07:22.480 --> 00:07:23.480]  我們會見到一些人
[00:07:23.480 --> 00:07:25.480]  可能是朋友之間
[00:07:25.480 --> 00:07:26.480]  有些誤會
[00:07:26.480 --> 00:07:28.480]  或者有些衝突
[00:07:28.480 --> 00:07:31.480]  又或者夫婦之間
[00:07:31.480 --> 00:07:33.480]  有些爭執
[00:07:33.480 --> 00:07:34.480]  我們知道的時候
[00:07:34.480 --> 00:07:35.480]  我們不是煽風點火
[00:07:35.480 --> 00:07:36.480]  是啦
[00:07:36.480 --> 00:07:37.480]  她真是壞的
[00:07:37.480 --> 00:07:39.480]  真是沒理由是這樣
[00:07:39.480 --> 00:07:40.480]  接著就對她說
[00:07:40.480 --> 00:07:42.480]  她也是不太好的
[00:07:42.480 --> 00:07:43.480]  有時候我們很喜歡
[00:07:43.480 --> 00:07:45.480]  但是她惹起人
[00:07:45.480 --> 00:07:47.480]  接著我們就吃花生
[00:07:47.480 --> 00:07:48.480]  看看她怎麼搞
[00:07:48.480 --> 00:07:50.480]  但原來我作為基督徒
[00:07:50.480 --> 00:07:52.480]  絕對不應該這樣
[00:07:52.480 --> 00:07:53.480]  所以我都很深感受
[00:07:53.480 --> 00:07:55.480]  就是我現在
[00:07:55.480 --> 00:07:57.480]  跟大家分享這邊的信息
[00:07:57.480 --> 00:07:58.480]  中天打為我祈禱
[00:07:58.480 --> 00:08:01.480]  這個星期我幾堂道
[00:08:01.480 --> 00:08:03.480]  我應該講五堂道
[00:08:03.480 --> 00:08:05.480]  就是去三個不同的地方
[00:08:05.480 --> 00:08:08.480]  但是我去完港道之後
[00:08:08.480 --> 00:08:10.480]  我都不可以走
[00:08:10.480 --> 00:08:13.480]  因為有一些人
[00:08:13.480 --> 00:08:14.480]  很想見我
[00:08:14.480 --> 00:08:15.480]  因為他們之間
[00:08:15.480 --> 00:08:17.480]  產生很大的問題
[00:08:17.480 --> 00:08:19.480]  我一開始是完全不認識他們
[00:08:19.480 --> 00:08:21.480]  但是這次我都會
[00:08:21.480 --> 00:08:23.480]  首次直接見到他們
[00:08:23.480 --> 00:08:24.480]  我都希望可以
[00:08:24.480 --> 00:08:26.480]  做一些調解的工作
[00:08:26.480 --> 00:08:28.480]  但是做調解的工作
[00:08:28.480 --> 00:08:29.480]  是絕對不容易的
[00:08:29.480 --> 00:08:32.480]  有時候有些人
[00:08:32.480 --> 00:08:33.480]  很可能他覺得
[00:08:33.480 --> 00:08:35.480]  我沒有能力去做調解
[00:08:35.480 --> 00:08:37.480]  但是你會不會去找一些
[00:08:37.480 --> 00:08:39.480]  有能力的人
[00:08:39.480 --> 00:08:42.480]  去幫助他們呢
[00:08:42.480 --> 00:08:44.480]  這個是很重要的
[00:08:44.480 --> 00:08:46.480]  而我們去幫助人的時候
[00:08:46.480 --> 00:08:48.480]  我們有些什麼步驟呢
[00:08:48.480 --> 00:08:50.480]  今天我們就會
[00:08:50.480 --> 00:08:51.480]  跟《薩姆爾記》上
[00:08:51.480 --> 00:08:53.480]  第二十五章
[00:08:53.480 --> 00:08:56.480]  去看一個處境
[00:08:56.480 --> 00:08:59.480]  我們要先了解這個背景
[00:08:59.480 --> 00:09:01.480]  就是在《薩姆爾記》上的
[00:09:01.480 --> 00:09:04.480]  第二十五章第二到第三節
[00:09:04.480 --> 00:09:06.480]  我們一起來看看這個背景
[00:09:06.480 --> 00:09:08.480]  在馬雲有一個人
[00:09:08.480 --> 00:09:10.480]  他的產業在加密
[00:09:10.480 --> 00:09:12.480]  是一個大富戶
[00:09:12.480 --> 00:09:13.480]  有三千綿羊
[00:09:13.480 --> 00:09:15.480]  一千山羊
[00:09:15.480 --> 00:09:17.480]  他正在加密剪羊毛
[00:09:17.480 --> 00:09:19.480]  乃人名叫拿霸
[00:09:19.480 --> 00:09:21.480]  是加密族職人
[00:09:21.480 --> 00:09:23.480]  他的妻名叫雅比蓋
[00:09:23.480 --> 00:09:25.480]  是聰明俊美的婦人
[00:09:25.480 --> 00:09:27.480]  拿霸為人
[00:09:27.480 --> 00:09:29.480]  光復
[00:09:29.480 --> 00:09:31.480]  兇惡
[00:09:31.480 --> 00:09:33.480]  馬雲有一個人
[00:09:33.480 --> 00:09:35.480]  記住
[00:09:35.480 --> 00:09:36.480]  因為錄音那些人
[00:09:36.480 --> 00:09:38.480]  不知道我講的是否國內的馬雲
[00:09:38.480 --> 00:09:40.480]  那個馬雲就很有錢
[00:09:40.480 --> 00:09:41.480]  但是這個聖經裡面
[00:09:41.480 --> 00:09:43.480]  說馬雲是一個地方
[00:09:43.480 --> 00:09:45.480]  有一個人
[00:09:45.480 --> 00:09:46.480]  他有很多產業
[00:09:46.480 --> 00:09:48.480]  他在加密那裡
[00:09:48.480 --> 00:09:51.480]  但是這個是他的財富
[00:09:51.480 --> 00:09:54.480]  就在這個地方
[00:09:54.480 --> 00:09:57.480]  但是他住在馬雲這個地方
[00:09:57.480 --> 00:09:59.480]  他有三千綿羊
[00:09:59.480 --> 00:10:01.480]  一千山羊
[00:10:01.480 --> 00:10:03.480]  是很厲害的
[00:10:03.480 --> 00:10:05.480]  現在正適合剪羊毛的季節
[00:10:05.480 --> 00:10:07.480]  這個人的名字叫什麼
[00:10:07.480 --> 00:10:08.480]  叫拿霸
[00:10:08.480 --> 00:10:09.480]  是加密族職人
[00:10:09.480 --> 00:10:11.480]  他的妻子叫雅比蓋
[00:10:11.480 --> 00:10:13.480]  但是很奇怪
[00:10:13.480 --> 00:10:17.480]  這個又惡又強悍的人
[00:10:17.480 --> 00:10:19.480]  但是他的妻子卻是
[00:10:19.480 --> 00:10:21.480]  聰明俊美
[00:10:21.480 --> 00:10:23.480]  你會覺得有時候很奇怪
[00:10:23.480 --> 00:10:26.480]  但是其實也不是太奇怪
[00:10:26.480 --> 00:10:28.480]  他是一個很有錢的人
[00:10:28.480 --> 00:10:30.480]  有時候你見到一些很有錢的人
[00:10:30.480 --> 00:10:32.480]  可能他娶的妻子
[00:10:32.480 --> 00:10:34.480]  是香港小姐或者什麼的
[00:10:34.480 --> 00:10:36.480]  但是為什麼她是這麼醜
[00:10:36.480 --> 00:10:38.480]  為什麼有這麼漂亮的女孩子
[00:10:38.480 --> 00:10:40.480]  肯嫁給他呢
[00:10:40.480 --> 00:10:41.480]  有很多因素的
[00:10:41.480 --> 00:10:42.480]  好了
[00:10:42.480 --> 00:10:44.480]  我們看到這個人
[00:10:44.480 --> 00:10:46.480]  他是剛愎自容
[00:10:46.480 --> 00:10:49.480]  也就是一個很粗暴的人
[00:10:49.480 --> 00:10:51.480]  大家都會明白
[00:10:51.480 --> 00:10:53.480]  粗內大義是什麼意思
[00:10:53.480 --> 00:10:54.480]  氣粗
[00:10:54.480 --> 00:10:55.480]  看不起人
[00:10:55.480 --> 00:10:57.480]  土皇帝自以為是
[00:10:57.480 --> 00:10:58.480]  目中無人
[00:10:58.480 --> 00:11:00.480]  我養你的
[00:11:00.480 --> 00:11:01.480]  現在不是我
[00:11:01.480 --> 00:11:03.480]  你們吃什麼都沒有
[00:11:03.480 --> 00:11:06.480]  我們看到有些人所謂暴發狐
[00:11:06.480 --> 00:11:08.480]  甚至有些狐假虎威的人
[00:11:08.480 --> 00:11:09.480]  都是這樣的
[00:11:09.480 --> 00:11:10.480]  好了
[00:11:10.480 --> 00:11:11.480]  我們看看
[00:11:11.480 --> 00:11:14.480]  現在是剪羊毛的時候
[00:11:14.480 --> 00:11:18.480]  大衛就叫人
[00:11:18.480 --> 00:11:21.480]  去問拿伯拿一些禮物
[00:11:21.480 --> 00:11:25.480]  我們看看第四到第九節
[00:11:25.480 --> 00:11:29.480]  大衛在曠野聽見說拿伯剪羊毛
[00:11:29.480 --> 00:11:31.480]  大衛就打發十個僕人
[00:11:31.480 --> 00:11:33.480]  吩咐他們說
[00:11:33.480 --> 00:11:35.480]  你們想加密去見拿伯
[00:11:35.480 --> 00:11:37.480]  提我的名聞他安
[00:11:37.480 --> 00:11:39.480]  要對雅虎護兒子說
[00:11:39.480 --> 00:11:40.480]  願你平安
[00:11:40.480 --> 00:11:41.480]  願你家平安
[00:11:41.480 --> 00:11:43.480]  願你一切順利
[00:11:43.480 --> 00:11:48.480]  願你一切所有的都平安
[00:11:48.480 --> 00:11:51.480]  現在我聽說有人為你剪羊毛
[00:11:51.480 --> 00:11:55.480]  你的僕人在加密的時候和我們在一處
[00:11:55.480 --> 00:11:56.480]  我們沒有欺負他們
[00:11:56.480 --> 00:11:59.480]  他們也未曾失落什麼
[00:11:59.480 --> 00:12:00.480]  可以問你的僕人
[00:12:00.480 --> 00:12:02.480]  他們必告訴你
[00:12:02.480 --> 00:12:05.480]  所以願我的僕人在你眼前蒙恩
[00:12:05.480 --> 00:12:07.480]  因為是在好日子來的
[00:12:07.480 --> 00:12:12.480]  求你隨手取點刺激僕人和你兒子大衛
[00:12:12.480 --> 00:12:14.480]  大衛這個人到了
[00:12:14.480 --> 00:12:17.480]  將這話題大衛的名都告訴了拿伯
[00:12:17.480 --> 00:12:19.480]  就注意耀口
[00:12:19.480 --> 00:12:22.480]  大家讀這段經文的時候是怎麼樣呢
[00:12:22.480 --> 00:12:26.480]  大衛知道拿伯現在是剪羊毛了
[00:12:26.480 --> 00:12:27.480]  收成的季節
[00:12:27.480 --> 00:12:29.480]  於是他插一批十個僕人進去
[00:12:29.480 --> 00:12:30.480]  還教他怎麼說
[00:12:30.480 --> 00:12:32.480]  是非常有禮貌的
[00:12:32.480 --> 00:12:35.480]  現在我們問你安
[00:12:35.480 --> 00:12:37.480]  願你平安
[00:12:37.480 --> 00:12:38.480]  願你一切都平安
[00:12:38.480 --> 00:12:39.480]  然後就說
[00:12:39.480 --> 00:12:41.480]  我們一直都有保護你的
[00:12:41.480 --> 00:12:43.480]  你不要失落什麼
[00:12:43.480 --> 00:12:44.480]  不信你問你的僕人
[00:12:44.480 --> 00:12:46.480]  現在不要客氣
[00:12:46.480 --> 00:12:48.480]  在這麼好的日子裡
[00:12:48.480 --> 00:12:50.480]  不知道你可不可以隨手
[00:12:50.480 --> 00:12:52.480]  給我們一點禮物
[00:12:52.480 --> 00:12:54.480]  和我們的僕人
[00:12:54.480 --> 00:12:57.480]  在這時候祝福我們
[00:12:57.480 --> 00:13:01.480]  不知道大家讀聖經會不會有些質疑
[00:13:01.480 --> 00:13:04.480]  大衛是不是古代的
[00:13:04.480 --> 00:13:06.480]  古惑仔或者黑社會呢
[00:13:06.480 --> 00:13:08.480]  我不知道英國有沒有這種情況
[00:13:08.480 --> 00:13:11.480]  以前在香港農曆新年的時候
[00:13:11.480 --> 00:13:14.480]  有些紋了青龍白虎那些
[00:13:14.480 --> 00:13:16.480]  攪著盤吉過來
[00:13:16.480 --> 00:13:17.480]  等你的店鋪門口
[00:13:17.480 --> 00:13:19.480]  老闆老闆老闆
[00:13:19.480 --> 00:13:21.480]  恭喜發財恭喜發財
[00:13:21.480 --> 00:13:22.480]  祝福你
[00:13:22.480 --> 00:13:25.480]  來年就真的賺多點
[00:13:25.480 --> 00:13:27.480]  大家現在都很好
[00:13:27.480 --> 00:13:28.480]  老闆老闆
[00:13:28.480 --> 00:13:33.480]  稍後給你一點利是錢
[00:13:33.480 --> 00:13:36.480]  如果那個老闆不給的話
[00:13:36.480 --> 00:13:37.480]  或者給得少
[00:13:37.480 --> 00:13:41.480]  你猜這個青龍白虎的紋身的人會怎樣呢
[00:13:41.480 --> 00:13:43.480]  你看看大衛
[00:13:43.480 --> 00:13:45.480]  就去問問他
[00:13:45.480 --> 00:13:48.480]  非常有禮貌的
[00:13:48.480 --> 00:13:51.480]  然後就說現在是修成季節
[00:13:51.480 --> 00:13:54.480]  甚至這些僕人可以做見證的
[00:13:54.480 --> 00:13:57.480]  為什麼會是這樣呢
[00:13:57.480 --> 00:14:01.480]  其實原來當一些修成的日子的時候
[00:14:01.480 --> 00:14:03.480]  記住不是在家裡
[00:14:03.480 --> 00:14:05.480]  在另外一些遠一點的地方
[00:14:05.480 --> 00:14:07.480]  他們甚至有一個紮營
[00:14:07.480 --> 00:14:08.480]  因為幾千個山羊
[00:14:08.480 --> 00:14:10.480]  當他們修成的日子的時候
[00:14:10.480 --> 00:14:11.480]  他們就會怎樣呢
[00:14:11.480 --> 00:14:15.480]  完結之後就會大排宴席
[00:14:15.480 --> 00:14:16.480]  大家享受
[00:14:16.480 --> 00:14:18.480]  有一個慶祝的
[00:14:18.480 --> 00:14:20.480]  就好像中國裏面
[00:14:20.480 --> 00:14:22.480]  或者香港叫中秋節
[00:14:22.480 --> 00:14:26.480]  中秋節其實就是修葛的日子
[00:14:26.480 --> 00:14:28.480]  所以慶祝中秋
[00:14:28.480 --> 00:14:30.480]  就會一起來這裡吃東西
[00:14:30.480 --> 00:14:32.480]  當這些這麼開心的日子裏面的時候
[00:14:32.480 --> 00:14:35.480]  他們都會怎樣呢
[00:14:35.480 --> 00:14:36.480]  都會分一些東西給別人
[00:14:36.480 --> 00:14:38.480]  很簡單舉個例子
[00:14:38.480 --> 00:14:40.480]  你看到大時大節
[00:14:40.480 --> 00:14:42.480]  那些人進廟拜菩薩
[00:14:42.480 --> 00:14:44.480]  但是在這個時候
[00:14:44.480 --> 00:14:48.480]  在廟裏面比平時多很多乞丐
[00:14:48.480 --> 00:14:50.480]  就是來乞錢的
[00:14:50.480 --> 00:14:52.480]  為什麼呢
[00:14:52.480 --> 00:14:54.480]  就是你們出去拜菩薩的時候
[00:14:54.480 --> 00:14:56.480]  有這個憐憫的心
[00:14:56.480 --> 00:14:57.480]  積些陰德
[00:14:57.480 --> 00:14:59.480]  你捐些錢給我們
[00:14:59.480 --> 00:15:00.480]  就會好一點了
[00:15:00.480 --> 00:15:05.480]  這個時候大衛真的有保護他們
[00:15:05.480 --> 00:15:08.480]  這個是問他們拿一些禮物
[00:15:08.480 --> 00:15:10.480]  在這些日子裏面
[00:15:10.480 --> 00:15:14.480]  原來當時社會裏面的習俗
[00:15:14.480 --> 00:15:16.480]  也是容許的
