
[00:00:00.000 --> 00:00:04.200]  很高興今天2017年第一次在港台跟大家見面
[00:01:27.000 --> 00:01:32.000]  原來鹹水魚很多時候很難分男女
[00:01:32.000 --> 00:01:35.800]  因為是鹹水魚,很多時候很難分牠是男還是女
[00:01:35.800 --> 00:01:37.500]  而且有些會變性
[00:01:37.500 --> 00:01:39.200]  而且有些魚牠是會變性的
[00:01:39.200 --> 00:01:41.800]  牠小時候是女的,可以長大變成男的
[00:01:41.800 --> 00:01:45.200]  牠小的時候是女的,長大了變成男的也可以
[00:01:45.200 --> 00:01:48.200]  雖然一對一對就很可愛
[00:01:48.200 --> 00:01:50.400]  雖然一對一對的也是很可愛
[00:01:50.400 --> 00:01:51.600]  但是很難的
[00:01:51.600 --> 00:01:52.400]  但是很難
[00:01:52.400 --> 00:01:54.800]  有一種魚很容易分辨
[00:01:54.800 --> 00:01:56.600]  有一種魚很好分辨
[00:01:56.600 --> 00:01:58.200]  牠叫Tricker Fish
[00:01:58.200 --> 00:02:01.000]  牠叫Tricker Fish
[00:02:01.000 --> 00:02:03.400]  中文叫引金魚
[00:02:03.400 --> 00:02:07.800]  中文叫引金魚
[00:02:07.800 --> 00:02:09.400]  跟金魚沒有關係
[00:02:09.400 --> 00:02:11.200]  跟金魚沒有關係
[00:02:11.200 --> 00:02:12.400]  牠的名字是這樣
[00:02:12.400 --> 00:02:13.400]  牠的名字是這樣
[00:02:13.400 --> 00:02:15.800]  比較上分男女容易
[00:02:15.800 --> 00:02:18.400]  比較上分男的比較容易
[00:02:18.400 --> 00:02:22.400]  動物世界除了人之外,男是比女漂亮很多
[00:02:22.400 --> 00:02:25.800]  動物世界除了人以外,男的是比女漂亮很多
[00:02:25.800 --> 00:02:28.000]  姐妹不放過我,如果我不加那句話
[00:02:28.000 --> 00:02:29.000]  除了人之外
[00:02:29.000 --> 00:02:31.600]  如果不加那句話,姐妹不會放過他
[00:02:31.600 --> 00:02:37.200]  這隻男的魚,牠的顏色是鮮艷很多
[00:02:37.200 --> 00:02:40.800]  男的魚,牠的顏色是鮮艷很多
[00:02:40.800 --> 00:02:44.200]  女的魚是很普通
[00:02:44.200 --> 00:02:46.800]  女的魚就比較普通
[00:02:46.800 --> 00:02:48.000]  很容易分辨
[00:02:48.000 --> 00:02:48.800]  所以很容易分辨
[00:02:48.800 --> 00:02:50.400]  我一直養了一對
[00:02:50.400 --> 00:02:51.800]  他就養了一對
[00:02:51.800 --> 00:02:54.800]  當然一對夫妻就很平安無事
[00:02:54.800 --> 00:02:56.800]  當然一對夫妻就很平安無事
[00:02:56.800 --> 00:02:58.000]  都很恩愛
[00:02:58.000 --> 00:02:58.800]  也很恩愛
[00:02:58.800 --> 00:03:00.800]  去年我去了旅行
[00:03:00.800 --> 00:03:02.200]  去年Andrew去了旅行
[00:03:02.200 --> 00:03:04.400]  通常去旅行就出事了
[00:03:04.400 --> 00:03:06.000]  去旅行通常就出事了
[00:03:06.000 --> 00:03:09.600]  七月的時候,英國是最熱的那個星期
[00:03:09.600 --> 00:03:11.800]  因為七月份是英國最熱的那個星期
[00:03:11.800 --> 00:03:14.200]  聽你說好像是三十四、三十五度
[00:03:14.200 --> 00:03:16.000]  聽說有三十四、三十五度
[00:03:16.000 --> 00:03:18.400]  熱到魚就不行了
[00:03:18.400 --> 00:03:20.800]  熱到這些魚就沒辦法了
[00:03:20.800 --> 00:03:22.600]  我男的最後就自殺
[00:03:22.600 --> 00:03:24.200]  最後這個男的就自殺
[00:03:24.200 --> 00:03:24.200]  最後這個男的就自殺
[00:03:24.200 --> 00:03:25.000]  真的自殺
[00:03:25.000 --> 00:03:25.800]  真的是自殺
[00:03:25.800 --> 00:03:26.800]  跳了出來
[00:03:26.800 --> 00:03:27.800]  他跳了出來
[00:03:27.800 --> 00:03:30.400]  我找了個姐妹幫我看管
[00:03:30.400 --> 00:03:32.200]  因為他找了一個姐妹幫他看管
[00:03:32.200 --> 00:03:33.800]  他就跟我拍了一張照片
[00:03:33.800 --> 00:03:35.000]  他就照了一張相
[00:03:35.000 --> 00:03:37.400]  他跟我確認了他
[00:03:37.400 --> 00:03:39.200]  簽了死亡證
[00:03:39.200 --> 00:03:40.600]  就是幫他簽了死亡證
[00:03:40.600 --> 00:03:42.800]  我沒有弄死他,他自己自殺
[00:03:42.800 --> 00:03:45.400]  不是我弄死他,是他自己自殺
[00:03:45.400 --> 00:03:47.200]  很可惜吧
[00:03:47.200 --> 00:03:47.800]  很可惜
[00:03:47.800 --> 00:03:51.000]  我回來之後發現他另外一條很孤獨
[00:03:51.000 --> 00:03:54.200]  那回來Andrew就發現另外那一條好像很孤獨
[00:03:54.200 --> 00:03:56.000]  過了幾個禮拜
[00:03:56.000 --> 00:03:56.600]  過了幾個禮拜
[00:03:56.600 --> 00:04:00.200]  我的水我弄回他那些魚缸水
[00:04:00.200 --> 00:04:02.600]  那魚缸的水把它調整好了
[00:04:02.600 --> 00:04:03.800]  那我問一下那個弟兄
[00:04:03.800 --> 00:04:05.400]  那個弟兄就賣魚給我的
[00:04:05.400 --> 00:04:06.800]  那問那個弟兄
[00:04:06.800 --> 00:04:07.800]  弟兄因為是賣魚給他的
[00:04:07.800 --> 00:04:09.800]  那我不說他什麼名字,大家猜一下
[00:04:09.800 --> 00:04:10.800]  我不講名字,大家猜猜吧
[00:04:10.800 --> 00:04:12.400]  賣金魚給我的那個人
[00:04:12.400 --> 00:04:14.200]  就是賣那一缸魚給他的
[00:04:14.200 --> 00:04:20.000]  那我就問他可不可以幫我選一條藍的給他陪他
[00:04:20.000 --> 00:04:24.000]  他說可不可以幫我選一條男性的魚陪他
[00:04:24.000 --> 00:04:25.600]  他說應該沒問題吧
[00:04:25.600 --> 00:04:28.600]  因為他另外那個老公已經過世了
[00:04:28.600 --> 00:04:32.000]  因為另外那一條的丈夫已經過世了
[00:04:32.000 --> 00:04:34.800]  這個賣魚給我的人不知道是不是年紀大了,眼花
[00:04:34.800 --> 00:04:38.800]  不知道這個賣魚給Andrew的是年紀大了還是眼花
[00:04:38.800 --> 00:04:40.000]  沒問題,我剝一條給你馬上
[00:04:40.000 --> 00:04:42.200]  沒問題,他立刻找了一條給他
[00:04:42.200 --> 00:04:44.000]  因為他有很多存貨
[00:04:44.000 --> 00:04:45.600]  因為他有很多存貨
[00:04:45.600 --> 00:04:47.200]  誰知道他給我剝了一條女的
[00:04:47.200 --> 00:04:49.000]  哪知道他給了他一條女的
[00:04:49.000 --> 00:04:50.600]  那放進了那個缸裡才知道
[00:04:50.600 --> 00:04:52.200]  那放進了魚缸裡才知道
[00:04:52.200 --> 00:04:55.000]  那紅青的魚放進了那個缸裡就捉不回來了
[00:04:55.000 --> 00:04:57.800]  那只要魚你放進了魚缸裡你很難抓回他
[00:04:57.800 --> 00:05:00.200]  因為缸裡有很多石頭、很多珊瑚
[00:05:00.200 --> 00:05:02.600]  因為缸裡有很多石頭、珊瑚
[00:05:02.600 --> 00:05:04.600]  那算了,兩個女的都好
[00:05:04.600 --> 00:05:06.000]  那算了,兩條女的
[00:05:06.000 --> 00:05:08.800]  那我看他們兩個都不是很好朋友
[00:05:08.800 --> 00:05:10.600]  那這兩條魚並不是好好的朋友
[00:05:10.600 --> 00:05:11.800]  但都OK的
[00:05:11.800 --> 00:05:12.400]  但還OK
[00:05:12.400 --> 00:05:14.200]  見到面都打個招呼
[00:05:14.200 --> 00:05:15.600]  見到面還會打個招呼
[00:05:15.600 --> 00:05:17.000]  真的沒什麼爭吵的
[00:05:17.000 --> 00:05:17.800]  也沒有什麼爭吵
[00:05:17.800 --> 00:05:19.000]  很平安無事
[00:05:19.000 --> 00:05:20.400]  很平安無事
[00:05:20.400 --> 00:05:21.600]  過了幾個星期
[00:05:21.600 --> 00:05:22.600]  過了幾個星期
[00:05:22.600 --> 00:05:25.800]  我覺得這顏色真的不是一般的
[00:05:25.800 --> 00:05:29.000]  我真的覺得那女的顏色不是那麼好看
[00:05:29.000 --> 00:05:30.800]  可不可以多買一條藍的給他
[00:05:30.800 --> 00:05:33.000]  然後就問可不可以多買一條藍的
[00:05:33.000 --> 00:05:34.400]  然後就問這個弟兄
[00:05:34.400 --> 00:05:35.200]  然後就問這個弟兄
[00:05:35.200 --> 00:05:37.000]  他說沒問題的應該
[00:05:37.000 --> 00:05:38.600]  弟兄就說沒問題的
[00:05:38.600 --> 00:05:41.800]  他說通常在魚缸裡面的世界
[00:05:41.800 --> 00:05:44.200]  他說通常在魚缸裡面的世界
[00:05:44.200 --> 00:05:45.800]  一男一女當然沒問題
[00:05:45.800 --> 00:05:47.200]  一男一女當然沒問題
[00:05:47.200 --> 00:05:48.800]  兩個女的都沒問題的
[00:05:48.800 --> 00:05:49.400]  兩個女的
[00:05:49.400 --> 00:05:51.000]  你千萬不要兩個男的
[00:05:51.000 --> 00:05:52.400]  你千萬不要兩個男的
[00:05:52.400 --> 00:05:54.800]  動物世界裡面兩個男的會打死
[00:05:54.800 --> 00:05:59.000]  在世界裡面兩個男的一定會打架
[00:05:59.000 --> 00:06:00.400]  一定打到你死我活
[00:06:00.400 --> 00:06:01.800]  一定會打到你死我活
[00:06:01.800 --> 00:06:02.800]  你大海裡面不怕
[00:06:02.800 --> 00:06:04.000]  因為大海很大
[00:06:04.000 --> 00:06:05.200]  你大海裡面不怕
[00:06:05.200 --> 00:06:06.200]  因為大海很大
[00:06:06.200 --> 00:06:07.000]  那我說OK的
[00:06:07.000 --> 00:06:08.000]  這次你沒有抓錯
[00:06:08.000 --> 00:06:09.400]  一定要抓一條藍的給我
[00:06:09.400 --> 00:06:10.000]  他說OK的
[00:06:10.000 --> 00:06:11.400]  那你這次不要抓錯
[00:06:11.400 --> 00:06:13.200]  一定要抓一條藍魚
[00:06:13.200 --> 00:06:14.000]  我家裡很多女人
[00:06:14.000 --> 00:06:15.400]  我不約三個女人
[00:06:15.400 --> 00:06:18.000]  他說我家裡已經很多女人了
[00:06:18.000 --> 00:06:19.800]  他真的抓了一條藍給我
[00:06:19.800 --> 00:06:21.400]  他真的抓了一條藍魚
[00:06:21.400 --> 00:06:22.200]  小條一點的
[00:06:22.200 --> 00:06:23.000]  小條一點的
[00:06:23.000 --> 00:06:24.400]  但是顏色很漂亮
[00:06:24.400 --> 00:06:25.400]  顏色很漂亮
[00:06:25.400 --> 00:06:27.400]  過了幾天這個弟兄就問我
[00:06:27.400 --> 00:06:28.600]  過幾天的弟兄會來找你
[00:06:28.600 --> 00:06:30.000]  你這個男的現在有兩個老婆
[00:06:30.000 --> 00:06:31.200]  他們生活得怎麼樣
[00:06:31.200 --> 00:06:33.000]  是不是很平安
[00:06:33.000 --> 00:06:34.600]  這個男的現在有兩個老婆
[00:06:34.600 --> 00:06:36.000]  生活得是不是很平安呢
[00:06:36.000 --> 00:06:37.400]  我說暫時都OK
[00:06:37.400 --> 00:06:38.600]  他說暫時還OK
[00:06:38.600 --> 00:06:40.400]  不過這個男的對後生那條女的
[00:06:40.400 --> 00:06:41.600]  就興趣多一點
[00:06:41.600 --> 00:06:43.600]  不過男的對年輕的女的
[00:06:43.600 --> 00:06:44.800]  就興趣多一點
[00:06:44.800 --> 00:06:45.800]  這個都不是很奇怪
[00:06:45.800 --> 00:06:47.200]  這也不是很奇怪
[00:06:47.200 --> 00:06:48.200]  都沒有問題嗎
[00:06:48.200 --> 00:06:48.800]  也沒問題
[00:06:48.800 --> 00:06:49.800]  最奇怪是什麼
[00:06:49.800 --> 00:06:50.600]  最奇怪是什麼
[00:06:50.600 --> 00:06:52.600]  另外一條舊的那條女的
[00:06:52.600 --> 00:06:54.600]  另外那條舊的女的那條
[00:06:54.600 --> 00:06:56.600]  就開始跟另外一個女的打架
[00:06:56.600 --> 00:06:58.600]  就開始跟那個女的打架
[00:06:58.600 --> 00:07:00.200]  到處追逐她
[00:07:00.200 --> 00:07:01.200]  到處追著她
[00:07:01.200 --> 00:07:03.200]  追逐到她平時都不敢出來了
[00:07:03.200 --> 00:07:05.800]  追到這條魚平時不敢出來
[00:07:05.800 --> 00:07:07.800]  平時是好姐妹
[00:07:07.800 --> 00:07:09.400]  以前是好姐妹
[00:07:09.400 --> 00:07:10.800]  多了一個男朋友呢
[00:07:10.800 --> 00:07:12.200]  多了一個男朋友呢
[00:07:12.200 --> 00:07:13.000]  有競爭了
[00:07:13.000 --> 00:07:14.000]  就有競爭了
[00:07:14.000 --> 00:07:15.000]  是不是很有趣
[00:07:15.000 --> 00:07:16.000]  是不是很有趣
[00:07:16.000 --> 00:07:18.000]  其實我想人的世界都是差不多的
[00:07:18.000 --> 00:07:19.200]  想想人的世界
[00:07:19.200 --> 00:07:20.600]  可能沒這麼誇張
[00:07:20.600 --> 00:07:21.800]  可能沒這麼誇張
[00:07:21.800 --> 00:07:22.800]  但一樣
[00:07:22.800 --> 00:07:23.400]  但是一樣
[00:07:23.400 --> 00:07:24.800]  我見過很多人都是
[00:07:24.800 --> 00:07:26.000]  因為我見到很多人都是
[00:07:26.000 --> 00:07:28.000]  大家認識了同一個男朋友
[00:07:28.000 --> 00:07:29.800]  大家認識同一個男朋友
[00:07:29.800 --> 00:07:32.600]  本來好朋友變成仇人
[00:07:32.600 --> 00:07:34.400]  本來是好朋友變成仇人
[00:07:34.400 --> 00:07:35.400]  就算你沒遇過
[00:07:35.400 --> 00:07:37.000]  你看戲也有
[00:07:37.000 --> 00:07:38.200]  就算你沒遇過
[00:07:38.200 --> 00:07:39.400]  你看戲也看過
[00:07:39.400 --> 00:07:40.600]  所以學了很多東西
[00:07:40.600 --> 00:07:41.800]  有時候看著魚缸
[00:07:41.800 --> 00:07:43.000]  所以看著魚缸
[00:07:43.000 --> 00:07:44.000]  你學到很多東西
[00:07:44.000 --> 00:07:45.800]  不過看聖經學得更加多
[00:07:45.800 --> 00:07:47.800]  不過看聖經你會學到更多
[00:07:47.800 --> 00:07:48.800]  如果不講聖經
[00:07:48.800 --> 00:07:50.800]  「偉傳道」下次不讓我講
[00:07:50.800 --> 00:07:52.200]  如果不講聖經
[00:07:52.200 --> 00:07:53.400]  可能下次會傳到
[00:07:53.400 --> 00:07:55.600]  我們一直是講馬可福音
[00:07:55.600 --> 00:07:57.200]  我們一直是在講馬可福音
[00:07:57.200 --> 00:07:58.600]  我知道馬可福音
[00:07:58.600 --> 00:08:01.400]  它是福音書的第二本
[00:08:01.400 --> 00:08:02.600]  我們知道馬可福音
[00:08:02.600 --> 00:08:04.000]  是福音書的第二本
[00:08:04.000 --> 00:08:06.000]  但是它雖然很短
[00:08:06.000 --> 00:08:07.600]  但是它雖然很短
[00:08:07.600 --> 00:08:08.600]  但是我們可以說
[00:08:08.600 --> 00:08:10.200]  它很到point
[00:08:10.200 --> 00:08:12.400]  它的論點是很真確
[00:08:12.400 --> 00:08:13.600]  和很肯定的
[00:08:13.600 --> 00:08:14.200]  不過我們可以說
[00:08:14.200 --> 00:08:17.000]  它的論點是非常的正確
[00:08:17.000 --> 00:08:17.600]  而且很肯定的
[00:08:17.600 --> 00:08:18.400]  我上次講過
[00:08:18.400 --> 00:08:20.600]  特別它是要高舉
[00:08:20.600 --> 00:08:22.400]  耶穌基督的權能
[00:08:22.400 --> 00:08:23.200]  上次我講過
[00:08:23.200 --> 00:08:24.200]  它是要來高舉
[00:08:24.200 --> 00:08:26.000]  耶穌基督的權能
[00:08:26.000 --> 00:08:28.600]  很多人說它是
[00:08:28.600 --> 00:08:31.200]  它是表達出
[00:08:31.200 --> 00:08:33.600]  以塞亞書所講的
[00:08:33.600 --> 00:08:35.600]  伸出埃及
[00:08:35.600 --> 00:08:37.400]  很多人講它是表達出
[00:08:37.400 --> 00:08:40.200]  以塞亞書所伸出埃及
[00:08:40.200 --> 00:08:41.200]  伸出埃及
[00:08:41.200 --> 00:08:42.000]  可能很少聽到
[00:08:42.000 --> 00:08:44.000]  伸出埃及這個名詞
[00:08:44.000 --> 00:08:45.200]  大家可能很少聽到
[00:08:45.200 --> 00:08:46.400]  這個伸出埃及這個名詞
[00:08:46.400 --> 00:08:47.600]  這是一個神學的名詞
[00:08:47.600 --> 00:08:49.200]  這是一個神學的名詞
[00:08:49.200 --> 00:08:50.200]  你發覺以塞亞書
[00:08:50.200 --> 00:08:51.400]  如果你從第四十章開始
[00:08:51.400 --> 00:08:53.000]  看到六十六章
[00:08:53.000 --> 00:08:54.000]  你可以發現
[00:08:54.000 --> 00:08:55.800]  從以塞亞書第四章開始
[00:08:55.800 --> 00:08:57.000]  一直到六十六章
[00:08:57.000 --> 00:09:00.000]  當時猶太人是被巴比倫人
[00:09:00.000 --> 00:09:01.400]  擄了去的
[00:09:01.400 --> 00:09:02.800]  當時猶太人
[00:09:02.800 --> 00:09:04.400]  滅了國和擄了去
[00:09:04.400 --> 00:09:06.000]  當時猶太人是被巴比倫
[00:09:06.000 --> 00:09:07.800]  滅了國和擄了去
[00:09:07.800 --> 00:09:09.000]  以塞亞先知
[00:09:09.000 --> 00:09:11.000]  很多安慰的說話
[00:09:11.000 --> 00:09:12.200]  臨到他們那裡
[00:09:12.200 --> 00:09:13.200]  以塞亞先知
[00:09:13.200 --> 00:09:14.800]  就有很多安慰的話語
[00:09:14.800 --> 00:09:16.000]  特別提到有一天
[00:09:16.000 --> 00:09:19.000]  他們會被釋放
[00:09:19.000 --> 00:09:20.000]  特別提到有一天
[00:09:20.000 --> 00:09:21.200]  他們會被釋放
[00:09:21.200 --> 00:09:22.800]  神會帶他們
[00:09:22.800 --> 00:09:24.800]  去一個新的耶路撒冷
[00:09:24.800 --> 00:09:25.800]  神會帶領他們
[00:09:25.800 --> 00:09:27.200]  去一個新的耶路撒冷
[00:09:27.200 --> 00:09:28.400]  重建一個新的城
[00:09:28.400 --> 00:09:29.600]  重建一個新的城
[00:09:29.600 --> 00:09:31.000]  神學家告訴我們
[00:09:31.000 --> 00:09:32.800]  這是一個新出埃及
[00:09:32.800 --> 00:09:35.200]  神學家說這是一個新出埃及
[00:09:35.200 --> 00:09:37.800]  舊的出埃及大家很清楚
[00:09:37.800 --> 00:09:39.400]  舊的出埃及大家很清楚
[00:09:39.400 --> 00:09:40.600]  記載在出埃及記
[00:09:40.600 --> 00:09:42.400]  記載在出埃及記
[00:09:42.400 --> 00:09:44.200]  摩西帶領以色列人
[00:09:44.200 --> 00:09:46.200]  離開了埃及
[00:09:46.200 --> 00:09:48.000]  摩西帶領以色列人
[00:09:48.000 --> 00:09:48.800]  出了埃及
[00:09:48.800 --> 00:09:52.800]  在曠野和神立約
[00:09:52.800 --> 00:09:54.600]  在曠野和神立約
[00:09:54.600 --> 00:09:58.400]  這是猶太人很重要的事蹟
[00:09:58.400 --> 00:10:00.800]  這是猶太人很重要的事蹟
[00:10:00.800 --> 00:10:01.800]  多重要呢
[00:10:01.800 --> 00:10:02.800]  有多重要呢
[00:10:02.800 --> 00:10:04.800]  在猶太人的七大節期當中
[00:10:04.800 --> 00:10:07.600]  其中四個都是和出埃及有關
[00:10:07.600 --> 00:10:09.800]  在猶太人的七大節期當中
[00:10:09.800 --> 00:10:11.800]  有四個是和出埃及有關
[00:10:11.800 --> 00:10:14.000]  例如大家熟悉的如月節
[00:10:14.000 --> 00:10:16.000]  例如大家所熟悉的如月節
[00:10:16.000 --> 00:10:16.800]  無孝節
[00:10:16.800 --> 00:10:18.000]  無孝節
[00:10:18.000 --> 00:10:18.800]  鑄膀節
[00:10:18.800 --> 00:10:19.800]  鑄膀節
[00:10:19.800 --> 00:10:21.400]  還有五旬節
[00:10:21.400 --> 00:10:22.400]  還有五旬節
[00:10:22.400 --> 00:10:26.200]  都是和被釋放出埃及有關
[00:10:26.200 --> 00:10:28.400]  都是和被釋放出埃及有關
[00:10:28.400 --> 00:10:29.800]  出埃及的意思就是
[00:10:29.800 --> 00:10:33.800]  他們脫離了奴僕
[00:10:33.800 --> 00:10:35.800]  他們脫離了奴僕
[00:10:35.800 --> 00:10:37.800]  得到自由
[00:10:37.800 --> 00:10:38.800]  得到自由
[00:10:38.800 --> 00:10:40.800]  去到神應許的地方
[00:10:40.800 --> 00:10:42.800]  去到神所應許的地方
[00:10:42.800 --> 00:10:44.800]  建立神的國度
[00:10:44.800 --> 00:10:46.800]  這個猶太人多年來的思想
[00:10:46.800 --> 00:10:47.800]  這個猶太人多年來的思想
[00:10:47.800 --> 00:10:49.800]  到今天都沒有變
[00:10:49.800 --> 00:10:51.800]  這是猶太人多年的思想沒有變
[00:10:51.800 --> 00:10:52.800]  這是猶太人多年的思想沒有變
[00:10:52.800 --> 00:10:54.800]  但是以塞雅書所說的新出埃及
[00:10:54.800 --> 00:10:56.800]  但是以塞雅書所說的新出埃及
[00:10:56.800 --> 00:10:58.800]  就是有一天
[00:10:58.800 --> 00:10:59.800]  就是有一天
[00:10:59.800 --> 00:11:00.800]  有一個尼塞亞
[00:11:00.800 --> 00:11:01.800]  有一個尼塞亞
[00:11:01.800 --> 00:11:08.800]  帶他們離開了被罪的綑綁
[00:11:08.800 --> 00:11:10.800]  離開了被所謂的罪所綑綁
[00:11:10.800 --> 00:11:12.800]  去到一個新的耶路撒冷
[00:11:12.800 --> 00:11:14.800]  去到一個新的耶路撒冷
[00:11:14.800 --> 00:11:16.800]  一個新天新地
[00:11:16.800 --> 00:11:17.800]  一個永恆世界
[00:11:17.800 --> 00:11:18.800]  一個永恆世界
[00:11:18.800 --> 00:11:20.800]  其實所帶的就不只是猶太人
[00:11:20.800 --> 00:11:22.800]  其實所帶的並不只是猶太人
[00:11:22.800 --> 00:11:23.800]  其實所帶的並不只是猶太人
[00:11:23.800 --> 00:11:24.800]  是凡接受基督的尼塞亞的人
[00:11:24.800 --> 00:11:25.800]  是凡接受基督的尼塞亞的人
[00:11:25.800 --> 00:11:26.800]  都是會去到一個新天新地
[00:11:26.800 --> 00:11:28.800]  而是凡接受基督
[00:11:28.800 --> 00:11:30.800]  接受彌賽亞的人
[00:11:30.800 --> 00:11:31.800]  就可以去到這個新天新地
[00:11:31.800 --> 00:11:33.800]  所以整個新約所說的救贖
[00:11:33.800 --> 00:11:35.800]  其實就是一個新的出埃及
[00:11:35.800 --> 00:11:38.800]  所以整個新約所講的救贖
[00:11:38.800 --> 00:11:40.800]  就是一個新出埃及
[00:11:40.800 --> 00:11:42.800]  所以馬可福音一開始的時候
[00:11:42.800 --> 00:11:44.800]  所以馬可福音一開始的時候
[00:11:44.800 --> 00:11:45.800]  他就已經重複了
[00:11:45.800 --> 00:11:47.800]  以塞亞書六章所說的
[00:11:47.800 --> 00:11:50.800]  他就重複了彌賽亞書六章所說的
[00:11:50.800 --> 00:11:53.800]  他就講到在曠野有人大聲喊叫
[00:11:53.800 --> 00:11:55.800]  他講到在曠野有人大聲呼喊
[00:11:55.800 --> 00:11:58.800]  他就說會修直他的路
[00:11:58.800 --> 00:12:00.800]  他就說會修直他的道路
[00:12:00.800 --> 00:12:05.800]  意思就是跟彌賽亞書六章所講的一樣
[00:12:05.800 --> 00:12:08.800]  意思跟彌賽亞書六章所講的意思是一樣
[00:12:08.800 --> 00:12:10.800]  這個人來到曠野就是思洗約翰
[00:12:10.800 --> 00:12:12.800]  這個人來到曠野就是思洗約翰
[00:12:12.800 --> 00:12:14.800]  他來預備和修直主的路
[00:12:14.800 --> 00:12:17.800]  他是預備而且是修直主的路
[00:12:17.800 --> 00:12:19.800]  今天大家看那一段經文
[00:12:19.800 --> 00:12:21.800]  今天大家看這段經文
[00:12:21.800 --> 00:12:30.800]  究竟為什麼耶穌會說一些很難解的說話呢?
[00:12:30.800 --> 00:12:30.800]  究竟為什麼耶穌會說一些很難解的說話呢?
[00:12:30.800 --> 00:12:35.800]  為什麼耶穌會說一些很難解的說話呢?
[00:12:35.800 --> 00:12:38.800]  因為他說他們看見又看不清楚
[00:12:38.800 --> 00:12:40.800]  因為他說他們看見又看不清楚
[00:12:40.800 --> 00:12:42.800]  聽又不明白
[00:12:42.800 --> 00:12:43.800]  聽了又不明白
[00:12:43.800 --> 00:12:45.800]  免得他們回轉過來就得到赦免
[00:12:45.800 --> 00:12:47.800]  免得他們回轉過來就得到赦免
[00:12:47.800 --> 00:12:48.800]  免得他們回轉過來就得到赦免
[00:12:48.800 --> 00:12:49.800]  看上去就很奇怪
[00:12:49.800 --> 00:12:50.800]  看上去很奇怪
[00:12:50.800 --> 00:12:54.800]  講這句話之前耶穌是講了一個比喻
[00:12:54.800 --> 00:12:57.800]  講這句話之前耶穌是講了一個比喻
[00:12:57.800 --> 00:12:59.800]  講了一個殺種的比喻
[00:12:59.800 --> 00:13:00.800]  講了一個殺種的比喻
[00:13:00.800 --> 00:13:01.800]  我們下個星期
[00:13:01.800 --> 00:13:03.800]  即是下次我講到才講這個殺種的比喻
[00:13:03.800 --> 00:13:07.800]  我下一次講到才會再講這個殺種的比喻
[00:13:07.800 --> 00:13:09.800]  耶穌講完這個比喻之後
[00:13:09.800 --> 00:13:10.800]  耶穌講完這個比喻之後
[00:13:10.800 --> 00:13:11.800]  耶穌講完這個比喻之後
[00:13:11.800 --> 00:13:12.800]  他就沒有解釋這個比喻
[00:13:12.800 --> 00:13:13.800]  他沒有解釋這個比喻
[00:13:13.800 --> 00:13:16.800]  在十章裡耶穌獨自一個人的時候
[00:13:16.800 --> 00:13:16.800]  在十章裡耶穌獨自一個人的時候
[00:13:16.800 --> 00:13:17.800]  在十章裡耶穌獨自一個人的時候
[00:13:17.800 --> 00:13:20.800]  跟隨他的十二個門徒問他這個比喻是什麼意思
