
[00:00:00.000 --> 00:00:09.440]  今天我講的正道經文是約翰福音一章二十九到三十四節
[00:02:12.740 --> 00:02:13.780]  不是使徒約翰
[00:02:13.780 --> 00:02:15.380]  使徒約翰是作者
[00:02:15.380 --> 00:02:19.880]  施洗約翰是使徒約翰的老師
[00:02:19.880 --> 00:02:23.280]  施洗約翰的學術性很高
[00:02:23.280 --> 00:02:23.880]  爲什麼呢?
[00:02:23.880 --> 00:02:26.380]  因爲他出生於祭司家庭
[00:02:26.380 --> 00:02:31.740]  他的父親是阿比亞班的祭司
[00:02:31.740 --> 00:02:36.380]  他的母親也是阿倫的後裔
[00:02:36.380 --> 00:02:40.180]  他是熟悉律法和先知的傳統
[00:02:40.180 --> 00:02:43.180]  當約翰未出生之前
[00:02:43.180 --> 00:02:46.640]  在母腹已經被聖靈所充滿
[00:02:46.640 --> 00:02:48.380]  他的裝備很特別
[00:02:48.380 --> 00:02:49.820]  因爲他在曠野
[00:02:49.820 --> 00:02:51.380]  神親自教導他
[00:02:51.380 --> 00:02:52.280]  塑造他
[00:02:52.280 --> 00:02:53.180]  引導他
[00:02:53.180 --> 00:02:54.180]  因爲經文講到
[00:02:54.180 --> 00:02:57.480]  孩子在長大時就指施洗約翰
[00:02:57.480 --> 00:02:58.820]  他的心靈強健
[00:02:58.820 --> 00:03:02.280]  他住在曠野當中
[00:03:02.280 --> 00:03:09.320]  他來是要顯明在以色列人面前的日子
[00:03:09.320 --> 00:03:11.620]  所以你會看到
[00:03:11.620 --> 00:03:15.780]  他的成長是和一般的祭司成長不一樣
[00:03:15.780 --> 00:03:18.180]  一般的祭司在聖殿
[00:03:18.180 --> 00:03:23.280]  約翰不僅熟悉祭司的律例
[00:03:23.280 --> 00:03:24.780]  因爲他在祭司家庭當中
[00:03:24.780 --> 00:03:29.080]  他也有神親自的裝備
[00:03:29.080 --> 00:03:32.180]  而且這些裝備是神親自帶領他的
[00:03:32.180 --> 00:03:33.680]  所以你會看到
[00:03:33.680 --> 00:03:36.420]  是傳統的祭司
[00:03:36.420 --> 00:03:38.720]  在聖殿的祭司
[00:03:38.720 --> 00:03:40.980]  一般是沒有這個特點出來的
[00:03:40.980 --> 00:03:42.520]  但是約翰一出來
[00:03:42.520 --> 00:03:44.820]  他的信息就很有影響力了
[00:03:44.820 --> 00:03:48.820]  所以當時就看到一大羣人
[00:03:48.820 --> 00:03:50.620]  來到施洗約翰那裏
[00:03:50.620 --> 00:03:54.020]  在約旦河那裏去受洗
[00:03:54.020 --> 00:03:57.820]  當一大羣人來到受洗的時候
[00:03:57.820 --> 00:04:00.220]  約旦河那裏人就越來越多了
[00:04:00.220 --> 00:04:01.720]  聖殿那裏呢
[00:04:01.720 --> 00:04:06.520]  人就越來越少了
[00:04:06.520 --> 00:04:07.280]  施洗約翰
[00:04:07.280 --> 00:04:09.520]  他是從神那裏猜來的
[00:04:09.520 --> 00:04:11.820]  除了基督以外
[00:04:11.820 --> 00:04:13.580]  沒有一處聖經說是
[00:04:13.580 --> 00:04:15.620]  另外一個人是從神那裏猜來的
[00:04:15.620 --> 00:04:16.920]  施洗約翰就是了
[00:04:16.920 --> 00:04:18.620]  這個是從神猜來的
[00:04:18.620 --> 00:04:21.820]  除了耶穌基督就是施洗約翰
[00:04:21.820 --> 00:04:23.620]  施洗約翰是誰呢
[00:04:23.620 --> 00:04:26.420]  他是應驗先知所說的
[00:04:26.420 --> 00:04:28.220]  在曠野那裏開道路
[00:04:28.220 --> 00:04:31.520]  在沙漠那裏開江河的那一位
[00:04:31.520 --> 00:04:34.020]  當耶穌基督未成名的時候
[00:04:34.020 --> 00:04:36.620]  未出道的時候可以說
[00:04:36.620 --> 00:04:40.120]  施洗約翰已經是名震四方了
[00:04:40.120 --> 00:04:44.620]  所有以色列全地的人都認識他
[00:04:44.620 --> 00:04:46.720]  在現象當中
[00:04:46.720 --> 00:04:50.020]  約翰他的名氣是很大的
[00:04:50.020 --> 00:04:52.920]  在永恆那裏他只不過是神的僕人
[00:04:52.920 --> 00:04:57.020]  他只不過是耶穌基督的先鋒
[00:04:57.020 --> 00:05:02.220]  所以當一大羣人來到施洗約翰的時候
[00:05:02.220 --> 00:05:09.020]  受法利塞人猜淺的祭司和利尼人就問他
[00:05:09.020 --> 00:05:12.420]  你是否那個基督施洗約翰很誠實地說
[00:05:12.420 --> 00:05:13.520]  我不是
[00:05:13.520 --> 00:05:16.120]  你是否以利亞施洗約翰說
[00:05:16.120 --> 00:05:17.320]  不是
[00:05:17.320 --> 00:05:20.020]  你是否那個先知施洗約翰靈靈頭
[00:05:20.020 --> 00:05:21.220]  也都不是
[00:05:21.220 --> 00:05:22.420]  這三個人
[00:05:22.420 --> 00:05:25.220]  基督、以利亞和先知
[00:05:25.220 --> 00:05:29.320]  都是關於救贖以色列的最重要的寓言
[00:05:29.320 --> 00:05:33.420]  所以他們就問了這三個人
[00:05:33.420 --> 00:05:35.320]  你到底是不是基督
[00:05:35.320 --> 00:05:36.320]  你是不是以利亞
[00:05:36.320 --> 00:05:38.520]  你是不是先知
[00:05:38.520 --> 00:05:40.420]  約翰很誠實地說我不是
[00:05:40.420 --> 00:05:44.220]  那到底你是誰
[00:05:44.220 --> 00:05:46.420]  當時很多的律法師
[00:05:46.420 --> 00:05:47.920]  他們聽這句經文的時候
[00:05:47.920 --> 00:05:49.620]  他們就很清楚了
[00:05:49.620 --> 00:05:52.420]  我就是那個抗耶的聲音
[00:05:52.420 --> 00:05:54.520]  因爲那些律法師
[00:05:54.520 --> 00:05:55.820]  他們都是研究聖經
[00:05:55.820 --> 00:05:57.820]  但是他們的缺點就是
[00:05:57.820 --> 00:06:01.420]  他們沒有突破他們原先的框架
[00:06:01.420 --> 00:06:02.720]  他們一直讀聖經
[00:06:02.720 --> 00:06:04.520]  但是他們沒有留意到
[00:06:04.520 --> 00:06:08.420]  要來的有一位是那個抗耶的聲音
[00:06:08.420 --> 00:06:09.720]  所以他們研經
[00:06:09.720 --> 00:06:13.320]  他們注意以利亞、基督
[00:06:13.320 --> 00:06:16.820]  但是他們沒有注意到
[00:06:16.820 --> 00:06:18.720]  有另外一位也是很重要的
[00:06:18.720 --> 00:06:21.120]  就是這個抗耶的聲音
[00:06:21.120 --> 00:06:23.720]  你到底是誰
[00:06:23.720 --> 00:06:24.520]  施洗約翰說
[00:06:24.520 --> 00:06:28.520]  我就是那個修籍主道路的一位
[00:06:28.520 --> 00:06:30.120]  施洗約翰是哭出來的
[00:06:30.120 --> 00:06:31.020]  他是很大聲的
[00:06:31.020 --> 00:06:32.320]  在抗耶當中
[00:06:32.320 --> 00:06:33.620]  一大羣人
[00:06:33.620 --> 00:06:37.320]  他不需要像我現在用麥一出聲
[00:06:37.320 --> 00:06:39.520]  全部的人聽得清楚
[00:06:39.520 --> 00:06:41.720]  所以他是很盡忠
[00:06:41.720 --> 00:06:45.920]  很盡責地去呼喊
[00:06:45.920 --> 00:06:48.420]  凡是神所呼召的人
[00:06:48.420 --> 00:06:50.320]  都要找到他自己的定位
[00:06:50.320 --> 00:06:52.820]  施洗約翰就可以在這個
[00:06:52.820 --> 00:06:54.820]  舊約當中、聖經當中
[00:06:54.820 --> 00:06:57.020]  找到他自己的定位
[00:06:57.020 --> 00:06:59.420]  他明白自己要做什麼
[00:06:59.420 --> 00:07:02.020]  他知道自己該做的是什麼
[00:07:02.020 --> 00:07:05.420]  該說的信息是什麼
[00:07:05.420 --> 00:07:08.120]  我記得在廣州的時候
[00:07:08.120 --> 00:07:12.820]  我們自己教會的一個很年長的傳道人
[00:07:12.820 --> 00:07:17.120]  我們就叫他林伯
[00:07:17.120 --> 00:07:18.620]  因爲他很老
[00:07:18.620 --> 00:07:19.320]  林伯
[00:07:19.320 --> 00:07:22.720]  可能有一天我都會變成阿伯
[00:07:22.720 --> 00:07:24.420]  但是呢
[00:07:24.420 --> 00:07:26.120]  他的名字是什麼呢
[00:07:26.120 --> 00:07:27.220]  獻羔
[00:07:27.220 --> 00:07:29.420]  我們今天說的是神的羔羊
[00:07:29.420 --> 00:07:30.320]  獻羔
[00:07:30.320 --> 00:07:30.820]  爲什麼呢
[00:07:30.820 --> 00:07:32.320]  因爲他有病的時候
[00:07:32.320 --> 00:07:34.520]  因爲有百後病
[00:07:34.520 --> 00:07:36.620]  然後
[00:07:36.620 --> 00:07:38.220]  神就醫治了他
[00:07:38.220 --> 00:07:40.520]  他的名字
[00:07:40.520 --> 00:07:43.020]  是他的父親給他起的
[00:07:43.020 --> 00:07:44.620]  就是獻羔
[00:07:44.620 --> 00:07:46.720]  獻給羔羊
[00:07:46.720 --> 00:07:48.320]  如果獻給獅子就好一點
[00:07:48.320 --> 00:07:49.720]  羔羊是金軟羊
[00:07:49.720 --> 00:07:51.420]  獻給羔羊
[00:07:51.420 --> 00:07:53.620]  他的意思是
[00:07:53.620 --> 00:07:54.920]  所以
[00:07:54.920 --> 00:07:56.520]  當他的那個年代
[00:07:56.520 --> 00:08:00.420]  他是1924年出生的
[00:08:00.420 --> 00:08:02.720]  當1937年的時候
[00:08:02.720 --> 00:08:04.220]  日本侵華了
[00:08:04.220 --> 00:08:06.720]  他就要在他住的地方
[00:08:06.720 --> 00:08:08.520]  他在澳門長大的
[00:08:08.520 --> 00:08:12.220]  他就要走到香港長洲那邊
[00:08:12.220 --> 00:08:13.420]  1937年的時候
[00:08:13.420 --> 00:08:14.220]  住在哪裏呢
[00:08:14.220 --> 00:08:15.620]  住在那些小木屋
[00:08:15.620 --> 00:08:16.720]  小木屋是什麼呢
[00:08:16.720 --> 00:08:18.320]  是鐵皮做的
[00:08:18.320 --> 00:08:21.320]  所以那間屋頂是鐵皮
[00:08:21.320 --> 00:08:23.320]  所以鐵皮
[00:08:23.320 --> 00:08:24.920]  冷又特別冷
[00:08:24.920 --> 00:08:26.320]  熱又特別熱
[00:08:26.320 --> 00:08:28.720]  所以他的生活是很簡樸的
[00:08:28.720 --> 00:08:29.920]  所以後來
[00:08:29.920 --> 00:08:32.620]  他有機會去長洲的王家書院
[00:08:32.620 --> 00:08:33.120]  我不知道
[00:08:33.120 --> 00:08:34.220]  可能大家知道
[00:08:34.220 --> 00:08:35.220]  王家書院
[00:08:35.220 --> 00:08:37.220]  後來又轉入了
[00:08:37.220 --> 00:08:39.620]  王人書院去讀書
[00:08:39.620 --> 00:08:42.020]  因爲他父親是做傳道人
[00:08:42.020 --> 00:08:43.720]  是贈信會的牧師
[00:08:43.720 --> 00:08:46.520]  周圍去傳道
[00:08:46.520 --> 00:08:47.320]  因爲戰亂
[00:08:47.320 --> 00:08:49.120]  所以他就和父親失聯了
[00:08:49.120 --> 00:08:51.920]  所以他只能回到廣東肇慶
[00:08:51.920 --> 00:08:53.420]  他的外旁家裏
[00:08:53.420 --> 00:08:54.220]  去避難
[00:08:54.220 --> 00:08:57.820]  因爲那時候要走日本人
[00:08:57.820 --> 00:09:04.320]  在那裏他就去讀書
[00:09:04.320 --> 00:09:05.220]  見道
[00:09:05.220 --> 00:09:06.120]  香港有見道
[00:09:06.120 --> 00:09:08.720]  那個時候在廣西也有見道
[00:09:08.720 --> 00:09:11.420]  他讀完之後
[00:09:11.420 --> 00:09:13.520]  就回到他的祖籍那裏
[00:09:13.520 --> 00:09:14.520]  就是廣州了
[00:09:14.520 --> 00:09:17.420]  所以就見了大馬站的教會
[00:09:17.420 --> 00:09:20.420]  廣州大馬站教會
[00:09:20.420 --> 00:09:23.620]  其實他在戰亂的時期
[00:09:23.620 --> 00:09:25.920]  他可以有機會遠走高飛
[00:09:25.920 --> 00:09:28.520]  可以來到美國這邊讀書
[00:09:28.520 --> 00:09:31.720]  因爲他父親本來就在紐約讀過書
[00:09:31.720 --> 00:09:34.120]  但是他明知有危險
[00:09:34.120 --> 00:09:37.320]  他還是留在廣州
[00:09:37.320 --> 00:09:38.520]  他有機會出來
[00:09:38.520 --> 00:09:41.420]  但是他沒有
[00:09:41.420 --> 00:09:43.520]  所以在那個逼迫的年代
[00:09:43.520 --> 00:09:46.120]  他就要坐牢20年了
[00:09:46.120 --> 00:09:48.820]  所以20年刑滿出來了
[00:09:48.820 --> 00:09:54.820]  他又再次開他的福音會堂
[00:09:54.820 --> 00:09:57.820]  開始只有四五個人
[00:09:57.820 --> 00:09:59.720]  後來越來越多
[00:09:59.720 --> 00:10:01.520]  四五個人就變成一羣
[00:10:01.520 --> 00:10:02.020]  一羣呢
[00:10:02.020 --> 00:10:03.520]  房子又坐不完
[00:10:03.520 --> 00:10:06.320]  然後周圍的人都來了
[00:10:06.320 --> 00:10:11.720]  所以他一生當中受洗的有五千多人
[00:10:11.720 --> 00:10:16.620]  所以他不是靠着讀多少學位出來
[00:10:16.620 --> 00:10:23.020]  可以說他自己是沒有拿過任何學位的
[00:10:23.020 --> 00:10:24.920]  他靠的是聖靈的能力
[00:10:24.920 --> 00:10:27.120]  信服神的道
[00:10:27.120 --> 00:10:28.520]  信服神的帶領
[00:10:28.520 --> 00:10:31.120]  因爲他就是找到自己的定位
[00:10:31.120 --> 00:10:32.520]  當有機會走的時候
[00:10:32.520 --> 00:10:34.120]  他就說我不走
[00:10:34.120 --> 00:10:35.120]  爲什麼
[00:10:35.120 --> 00:10:37.620]  因爲神就是要叫我在這裏
[00:10:37.620 --> 00:10:38.720]  雖然這裏危險
[00:10:38.720 --> 00:10:40.020]  是危險
[00:10:40.020 --> 00:10:41.320]  但是我就要在這裏
[00:10:41.320 --> 00:10:43.520]  這是神給我的
[00:10:43.520 --> 00:10:47.620]  他沒有因爲道路的通達而去走其他道路
[00:10:47.620 --> 00:10:51.020]  他要走的是神引導他的道路
[00:10:51.020 --> 00:10:53.620]  當你走神引導你的道路的時候
[00:10:53.620 --> 00:10:55.520]  聖靈加給你力量
[00:10:55.520 --> 00:10:57.120]  神親自高沒你
[00:10:57.120 --> 00:10:57.920]  與你同在
[00:10:57.920 --> 00:11:00.020]  這個纔是最寶貴的
[00:11:00.020 --> 00:11:02.720]  所以人的一生爲了什麼
[00:11:02.720 --> 00:11:05.520]  最重要的是找到你自己的定位是什麼
[00:11:05.520 --> 00:11:07.520]  所以施洗約翰
[00:11:07.520 --> 00:11:08.820]  他找到自己的定位
[00:11:08.820 --> 00:11:12.720]  我就是那個聲音
[00:11:12.720 --> 00:11:20.120]  所以當一大羣人來到約旦河的時候
[00:11:20.120 --> 00:11:21.020]  施洗約翰
[00:11:21.020 --> 00:11:22.720]  他沒有高舉自己
[00:11:22.720 --> 00:11:24.520]  我現在很有能力
[00:11:24.520 --> 00:11:27.020]  我已經名震四海了
[00:11:27.020 --> 00:11:29.820]  你耶穌還沒成名
[00:11:29.820 --> 00:11:31.820]  但是次日
[00:11:31.820 --> 00:11:33.820]  約翰就看到耶穌來了
[00:11:33.820 --> 00:11:35.620]  他就將衆人的目光
[00:11:35.620 --> 00:11:37.720]  一大羣人看着約翰
[00:11:37.720 --> 00:11:39.520]  好像今天看着我
[00:11:39.520 --> 00:11:40.220]  做施洗
[00:11:40.220 --> 00:11:42.920]  但是最終要看着的是誰呢
[00:11:42.920 --> 00:11:44.020]  看着基督
[00:11:44.020 --> 00:11:48.620]  施洗約翰就指向這一位要來的
[00:11:48.620 --> 00:11:49.520]  指向基督
[00:11:49.520 --> 00:11:51.220]  他沒有因爲自己
[00:11:51.220 --> 00:11:52.720]  要衆人去關注自己
[00:11:52.720 --> 00:11:56.320]  而是要將視線轉移到基督那裏
[00:11:56.320 --> 00:11:58.020]  所以我們做僕人的
[00:11:58.020 --> 00:11:59.520]  每一位信徒
[00:11:59.520 --> 00:12:01.220]  應該是你要高舉的
[00:12:01.220 --> 00:12:02.820]  是要高舉基督
[00:12:02.820 --> 00:12:04.020]  不是高舉你自己
[00:12:04.020 --> 00:12:06.620]  不是要讓人關注你自己
[00:12:06.620 --> 00:12:08.220]  因爲我們要做的
[00:12:08.220 --> 00:12:12.420]  就是要基督在我們身上照常顯大
[00:12:12.420 --> 00:12:15.720]  我們就是要見證基督的
[00:12:15.720 --> 00:12:17.820]  在猶太人當中
[00:12:17.820 --> 00:12:19.420]  猶太的文化當中
[00:12:19.420 --> 00:12:20.620]  他們多半是
[00:12:20.620 --> 00:12:23.720]  在他們的思想當中是一廂情願的
[00:12:23.720 --> 00:12:24.620]  什麼意思呢
[00:12:24.620 --> 00:12:25.220]  就是說
[00:12:25.220 --> 00:12:31.320]  他們認爲基督是很榮耀的
[00:12:31.320 --> 00:12:32.220]  是對的
[00:12:32.220 --> 00:12:34.920]  基督要來是擊敗他們的仇敵的
[00:12:34.920 --> 00:12:38.320]  是要拯救他們這個以色列的國家的
[00:12:38.320 --> 00:12:41.020]  是要重建大魏的王位的
[00:12:41.020 --> 00:12:44.520]  是要扭轉以色列現在的敗局的
[00:12:44.520 --> 00:12:47.320]  但是他們就框在自己的
[00:12:47.320 --> 00:12:50.920]  愛國和民族主義當中
[00:12:50.920 --> 00:12:58.020]  所以他們就受這種思想的一個塑造
[00:12:58.020 --> 00:13:01.020]  所以當一個人受一些思想框架
[00:13:01.020 --> 00:13:02.920]  和文化框架
[00:13:02.920 --> 00:13:05.920]  你就很難看到福音的普世性
[00:13:05.920 --> 00:13:07.720]  福音是給萬民的
[00:13:07.720 --> 00:13:09.620]  不只是給一個民族的
[00:13:09.620 --> 00:13:13.920]  所以他們就限制了福音
[00:13:13.920 --> 00:13:15.920]  他們因爲他們的文化
[00:13:15.920 --> 00:13:20.620]  而成爲接受福音的一個障礙
[00:13:20.620 --> 00:13:24.420]  文化應該是服侍福音的
[00:13:24.420 --> 00:13:29.620]  福音不是爲文化而設的
[00:13:29.620 --> 00:13:33.320]  所以約翰介紹耶穌基督的時候
[00:13:33.320 --> 00:13:35.820]  他沒有說這個就是以色列的王
[00:13:35.820 --> 00:13:37.320]  這個就是民族的救主
[00:13:37.320 --> 00:13:40.320]  反而他是給兩個稱號
[00:13:40.320 --> 00:13:41.820]  兩個很特別的稱號
[00:13:41.820 --> 00:13:46.320]  是超越了他們民族的那種救贖性
[00:13:46.320 --> 00:13:48.320]  第一個稱號就是說
[00:13:48.320 --> 00:13:50.320]  漢娜神的羔羊
[00:13:50.320 --> 00:13:54.320]  第二個是上帝的兒子
[00:13:54.320 --> 00:13:55.820]  這位基督是榮耀的
[00:13:55.820 --> 00:13:56.820]  他是上帝的兒子
[00:13:56.820 --> 00:14:00.820]  但是你會看到他也是上帝的羔羊
[00:14:00.820 --> 00:14:05.820]  如果約翰說這個是上帝的獅子
[00:14:05.820 --> 00:14:07.820]  以色列人一定歡迎他
[00:14:07.820 --> 00:14:09.820]  爲什麼?因爲我就是要一位獅子
[00:14:09.820 --> 00:14:11.820]  勇猛地爲我這個國家征戰
[00:14:11.820 --> 00:14:14.820]  爲我這個民族去打敗其他的民族
[00:14:14.820 --> 00:14:17.820]  這個我一定爲約翰點贊
[00:14:17.820 --> 00:14:19.820]  但是你說神的羔羊
[00:14:19.820 --> 00:14:20.820]  羔羊太弱了
[00:14:20.820 --> 00:14:21.820]  你喫草的
[00:14:21.820 --> 00:14:23.820]  我們是要有牙的
[00:14:23.820 --> 00:14:24.820]  麻煩
[00:14:24.820 --> 00:14:28.820]  所以在獅子當中
[00:14:28.820 --> 00:14:29.820]  他是代表什麼?
[00:14:29.820 --> 00:14:31.820]  他是代表一個王權和力量
[00:14:31.820 --> 00:14:32.820]  沒有牙的
[00:14:32.820 --> 00:14:34.820]  你怎麼咬呢?怎麼鬥呢?
[00:14:34.820 --> 00:14:36.820]  當然我們在舊約看到
[00:14:36.820 --> 00:14:38.820]  猶大他是小獅子
[00:14:38.820 --> 00:14:42.820]  猶大之派當中的獅子指向耶穌基督
[00:14:42.820 --> 00:14:44.820]  耶穌基督他是獅子
[00:14:44.820 --> 00:14:46.820]  但是他有另外一個面
[00:14:46.820 --> 00:14:48.820]  他是神的羔羊
[00:14:48.820 --> 00:14:49.820]  在獅子那裏
[00:14:49.820 --> 00:14:51.820]  你會看到他是大爲的根
[00:14:51.820 --> 00:14:53.820]  他是已經得勝的
[00:14:53.820 --> 00:14:55.820]  那我們美國呢?
[00:14:55.820 --> 00:14:57.820]  美國你會看到是用鷹
[00:14:57.820 --> 00:14:59.820]  羅馬的時候也是用鷹
[00:14:59.820 --> 00:15:00.820]  做一個代表
[00:15:00.820 --> 00:15:02.820]  因爲鷹飛得很高
[00:15:02.820 --> 00:15:03.820]  很高
[00:15:03.820 --> 00:15:04.820]  爲什麼?看得很遠
[00:15:04.820 --> 00:15:05.820]  版圖很遠
[00:15:05.820 --> 00:15:07.820]  我要征服一大片的土地
[00:15:07.820 --> 00:15:09.820]  這一片的土地對於我來說太小了
[00:15:09.820 --> 00:15:12.820]  我要征服大片土地
[00:15:12.820 --> 00:15:15.820]  所以羅馬是當時很強大的一個國家
[00:15:15.820 --> 00:15:17.820]  那我們中國呢?
[00:15:17.820 --> 00:15:18.820]  是龍
[00:15:18.820 --> 00:15:20.820]  如果說到天子的時候
[00:15:20.820 --> 00:15:21.820]  真龍天子
[00:15:21.820 --> 00:15:22.820]  真命天子
[00:15:22.820 --> 00:15:23.820]  就是指王
[00:15:23.820 --> 00:15:25.820]  用了龍這個象徵
[00:15:25.820 --> 00:15:29.820]  所以約翰一這樣說的時候
[00:15:29.820 --> 00:15:31.820]  註定他就被厭棄了
[00:15:31.820 --> 00:15:33.820]  爲什麼?因爲你說的話太不合聽了
[00:15:33.820 --> 00:15:36.820]  所以有人來試探他
[00:15:36.820 --> 00:15:37.820]  來審問他
[00:15:37.820 --> 00:15:40.820]  但是約翰沒有退縮在那個時候
[00:15:40.820 --> 00:15:43.820]  因爲他要做的不是討這些人的喜悅
[00:15:43.820 --> 00:15:45.820]  而是要討神他自己的喜悅
[00:15:45.820 --> 00:15:50.820]  所以他
[00:15:50.820 --> 00:15:52.820]  神的靈就在約翰身上
[00:15:52.820 --> 00:15:53.820]  他就看到
[00:15:53.820 --> 00:15:55.820]  以色列人
[00:15:55.820 --> 00:15:56.820]  那些祭司
[00:15:56.820 --> 00:15:57.820]  那些
[00:15:57.820 --> 00:16:01.820]  法利塞人所看不到的
[00:16:01.820 --> 00:16:04.820]  他就想到那些法利塞人想不到的
[00:16:04.820 --> 00:16:06.820]  他就勇敢的說出來
[00:16:06.820 --> 00:16:07.820]  看啊
[00:16:07.820 --> 00:16:08.820]  神的羔羊
[00:16:08.820 --> 00:16:10.820]  所以如果
[00:16:10.820 --> 00:16:12.820]  一些傳道人落在
[00:16:12.820 --> 00:16:14.820]  逼迫當中
[00:16:14.820 --> 00:16:17.820]  無論是政府也好
[00:16:17.820 --> 00:16:18.820]  其他勢力也好
[00:16:18.820 --> 00:16:19.820]  逼迫當中的時候
[00:16:19.820 --> 00:16:21.820]  你要說的每一句話
[00:16:21.820 --> 00:16:23.820]  你要經過我批准
[00:16:23.820 --> 00:16:24.820]  我纔可以說
[00:16:24.820 --> 00:16:25.820]  這樣
[00:16:25.820 --> 00:16:26.820]  這個傳道人
[00:16:26.820 --> 00:16:28.820]  他不是真正的傳道人
[00:16:28.820 --> 00:16:30.820]  真正的傳道人應該是
[00:16:30.820 --> 00:16:31.820]  信服神
[00:16:31.820 --> 00:16:32.820]  祂自己的心意
[00:16:32.820 --> 00:16:34.820]  勇敢去宣講神祂的話
[00:16:34.820 --> 00:16:37.820]  所以約翰他沒有妥協
[00:16:37.820 --> 00:16:39.820]  也沒有讓步
[00:16:39.820 --> 00:16:41.820]  他不是任由宰割的
[00:16:41.820 --> 00:16:43.820]  他是忠心的去
[00:16:43.820 --> 00:16:45.820]  服侍神
[00:16:45.820 --> 00:16:47.820]  傳揚神祂的真理
[00:16:50.820 --> 00:16:52.820]  我們在聖經看到
[00:16:52.820 --> 00:16:53.820]  的確
[00:16:53.820 --> 00:16:56.820]  神的羔羊貫穿了整本舊約聖經
[00:16:56.820 --> 00:16:58.820]  包括全本聖經
[00:16:58.820 --> 00:17:02.820]  所以約翰他可以看到
[00:17:02.820 --> 00:17:04.820]  神的羔羊就是
[00:17:04.820 --> 00:17:07.820]  在舊約當中的一條很重要的線索
[00:17:07.820 --> 00:17:09.820]  所以他就宣告
[00:17:09.820 --> 00:17:12.820]  基督應該是受苦的基督
[00:17:12.820 --> 00:17:13.820]  祂纔是真正的基督
[00:17:13.820 --> 00:17:15.820]  受難的基督
[00:17:15.820 --> 00:17:18.820]  祂纔是真正的得勝的基督
[00:17:18.820 --> 00:17:20.820]  如果有人說
[00:17:20.820 --> 00:17:21.820]  不需要信服
[00:17:21.820 --> 00:17:23.820]  不需要受苦的
[00:17:23.820 --> 00:17:25.820]  就可以興旺國度
[00:17:25.820 --> 00:17:27.820]  這個不是聖經的真理
[00:17:27.820 --> 00:17:33.820]  我們記得耶穌基督
[00:17:33.820 --> 00:17:36.820]  在以馬五師路上的時候
[00:17:36.820 --> 00:17:38.820]  會看到有兩個門徒在聊天
[00:17:38.820 --> 00:17:42.820]  他們說基督已經是被釘了
[00:17:42.820 --> 00:17:44.820]  那個就是要來的基督
[00:17:44.820 --> 00:17:46.820]  但是耶穌基督和他們解釋的時候
[00:17:47.820 --> 00:17:49.820]  復活了之後和他們解釋的時候
[00:17:49.820 --> 00:17:51.820]  說基督受苦
