
[00:00:00.000 --> 00:00:04.160]  我們上禮拜講到這個新天新地的盼望
[00:02:45.520 --> 00:02:50.000]  我又看見聖城新耶路撒冷
[00:02:50.000 --> 00:02:54.520]  由神那裡從天而降 預備好了
[00:02:54.520 --> 00:02:58.920]  這裡講到說不僅僅是新天新地來臨了
[00:02:58.920 --> 00:03:03.640]  而且新天新地他又看見了聖城新耶路撒冷
[00:03:03.640 --> 00:03:05.400]  那親愛的同志們
[00:03:05.400 --> 00:03:09.480]  他這邊就提到了耶路撒冷
[00:03:09.480 --> 00:03:11.400]  我們當中有很多人去過
[00:03:11.400 --> 00:03:12.920]  應該不是很多
[00:03:12.920 --> 00:03:16.680]  我們當中有哪一些人去過耶路撒冷的
[00:03:16.680 --> 00:03:17.680]  有去過
[00:03:17.680 --> 00:03:20.600]  好 請放下
[00:03:20.600 --> 00:03:24.360]  那麼去耶路撒冷可以說是
[00:03:24.360 --> 00:03:32.920]  基督徒 很多基督徒一生當中的一個期望
[00:03:32.920 --> 00:03:35.080]  耶路撒冷
[00:03:35.080 --> 00:03:38.320]  哇 耶路撒冷
[00:03:38.320 --> 00:03:43.480]  這個是我們夢寐以求想去的地方
[00:03:43.480 --> 00:03:45.120]  你知道耶路撒冷
[00:03:45.120 --> 00:03:47.520]  在聖經上你讀到耶路撒冷
[00:03:47.520 --> 00:03:51.200]  你讀到很多講的有關耶路撒冷的事情
[00:03:51.200 --> 00:03:56.080]  但是耶路撒冷到底它有什麼重要性
[00:03:56.080 --> 00:03:58.920]  在《立在之下》第35章第一節
[00:03:58.920 --> 00:04:03.760]  講到大衛他把當時候的首都
[00:04:03.760 --> 00:04:06.280]  他打勝了耶布斯人之後
[00:04:06.280 --> 00:04:08.400]  就把這個大衛
[00:04:08.400 --> 00:04:13.720]  把他的成都就定在耶路撒冷
[00:04:13.720 --> 00:04:19.000]  所以你知道以色列人一想到說要恢復
[00:04:19.000 --> 00:04:21.480]  恢復以色列王朝的時候
[00:04:21.480 --> 00:04:23.680]  你知道他們想到的是誰嗎
[00:04:23.680 --> 00:04:26.720]  他們想到的是大衛王朝
[00:04:26.720 --> 00:04:30.240]  所以當他們想到大衛王朝的時候
[00:04:30.240 --> 00:04:33.760]  那麼耶路撒冷這個是代表首都
[00:04:33.760 --> 00:04:38.120]  代表是政治經濟宗教的中心的地方
[00:04:38.120 --> 00:04:45.640]  就成為他們心中的一個嚮往的地方
[00:04:45.640 --> 00:04:51.920]  所以以色列人他們要到耶路撒冷去
[00:04:51.920 --> 00:04:55.440]  因為大衛的首都定在那個地方
[00:04:55.440 --> 00:04:59.320]  以色列人對耶路撒冷非常的看重
[00:04:59.320 --> 00:05:04.160]  你知道在1980年的時候
[00:05:04.160 --> 00:05:10.760]  以色列的國會它制定了一個法律
[00:05:10.760 --> 00:05:12.440]  這個法律說什麼呢
[00:05:12.440 --> 00:05:17.800]  它說耶路撒冷是以色列永遠的
[00:05:17.800 --> 00:05:25.040]  與不可分割的首都
[00:05:25.040 --> 00:05:26.760]  那你就知道對以色列人來講
[00:05:26.760 --> 00:05:28.680]  這是多重要的事情
[00:05:28.680 --> 00:05:30.640]  可是你知道嗎
[00:05:30.640 --> 00:05:37.400]  巴勒斯坦的那個叫做什麼
[00:05:37.400 --> 00:05:39.920]  他們現在算是一個自治區了
[00:05:39.920 --> 00:05:42.560]  他們也一直想要成立國家
[00:05:42.560 --> 00:05:44.960]  所以巴勒斯坦的自治政府
[00:05:44.960 --> 00:05:47.960]  他們也宣布東耶路撒冷
[00:05:47.960 --> 00:05:53.040]  要成為將來巴勒斯坦國的首都
[00:05:53.040 --> 00:05:58.760]  你就能夠瞭解到為什麼中東這個地區
[00:05:58.760 --> 00:06:02.240]  特別是耶路撒冷這個地區
[00:06:02.240 --> 00:06:10.040]  成為中東可以說是一個真實的來源
[00:06:10.040 --> 00:06:11.560]  三大宗教
[00:06:11.560 --> 00:06:14.440]  天主教、基督教、猶太教
[00:06:14.440 --> 00:06:16.200]  甚至還有包括
[00:06:16.200 --> 00:06:19.240]  如果把這個猶太教其實不算大
[00:06:19.240 --> 00:06:21.720]  在伊斯蘭教
[00:06:21.720 --> 00:06:26.000]  都把這一個地方當作是他們的
[00:06:26.000 --> 00:06:31.520]  可以說是一個聖地
[00:06:31.520 --> 00:06:33.160]  親愛的同志們
[00:06:33.160 --> 00:06:35.840]  所以這個地上的耶路撒冷
[00:06:35.840 --> 00:06:39.080]  對以色列來講非常的重要
[00:06:39.080 --> 00:06:41.440]  對全世界的基督徒來講
[00:06:41.440 --> 00:06:45.840]  也可以說是站著一個重要的地位
[00:06:45.840 --> 00:06:48.320]  不僅僅是對基督徒
[00:06:48.320 --> 00:06:57.040]  對穆斯林、對回教徒來講也是如此
[00:06:57.040 --> 00:07:03.200]  耶路撒冷既然是這麼重要
[00:07:03.200 --> 00:07:06.680]  所以還記得當川普做總統的時候
[00:07:06.680 --> 00:07:09.880]  川普總統就宣布說
[00:07:09.880 --> 00:07:14.400]  要把美國大使館遷到哪裡去
[00:07:14.400 --> 00:07:16.600]  遷到耶路撒冷
[00:07:16.600 --> 00:07:20.040]  哇!這件事情一出來你可以看見
[00:07:20.040 --> 00:07:23.240]  周邊的這些穆斯林的國家怎麼樣
[00:07:23.240 --> 00:07:25.160]  這些的國家就抗議啊
[00:07:25.160 --> 00:07:29.240]  這些國家非常的不滿啊
[00:07:29.240 --> 00:07:29.760]  親愛的同志們
[00:07:29.760 --> 00:07:35.320]  你知道他們為什麼這樣子嗎
[00:07:35.320 --> 00:07:36.480]  剛才我們一起講了
[00:07:36.480 --> 00:07:37.600]  對以色列人來講
[00:07:37.600 --> 00:07:40.480]  耶路撒冷是他們永遠不可分割的
[00:07:40.480 --> 00:07:42.480]  這是他們的首都
[00:07:42.480 --> 00:07:46.160]  可是耶路撒冷在整個的歷史上面
[00:07:46.160 --> 00:07:50.360]  可以說是經歷過許許多多的滄桑
[00:07:50.360 --> 00:07:54.640]  今天的耶路撒冷不是只有以色列
[00:07:54.640 --> 00:07:56.320]  不是只有猶太人
[00:07:56.320 --> 00:07:58.000]  在1967年的時候
[00:07:58.000 --> 00:08:06.520]  以色列人把耶路撒冷奪回來
[00:08:06.520 --> 00:08:08.160]  可是你知道嗎
[00:08:08.160 --> 00:08:12.680]  今天的耶路撒冷住在那個地方的
[00:08:12.680 --> 00:08:17.880]  猶太人並不是以色列人並不是主要的
[00:08:17.880 --> 00:08:20.680]  以色列並沒有佔一個多數的
[00:08:20.680 --> 00:08:23.280]  其中他還有阿拉伯人
[00:08:23.280 --> 00:08:25.480]  還有穆斯林也在那個地方
[00:08:25.480 --> 00:08:28.120]  所以那個地方啊很奇特的
[00:08:28.120 --> 00:08:30.040]  特別是在那個聖殿山
[00:08:30.040 --> 00:08:32.840]  你看這個地方啊
[00:08:32.840 --> 00:08:34.720]  這個聖殿山啊
[00:08:34.720 --> 00:08:36.920]  你看見這個聖殿山
[00:08:36.920 --> 00:08:39.280]  就是一個導火線
[00:08:39.280 --> 00:08:40.440]  在那個地方呢
[00:08:40.440 --> 00:08:43.520]  以色列的警察守護著他
[00:08:43.520 --> 00:08:46.920]  可是事實上那個聖殿山你看那個圓頂
[00:08:46.920 --> 00:08:49.720]  那個是什麼東西啊
[00:08:49.720 --> 00:08:52.440]  那是清真寺啊
[00:08:52.440 --> 00:08:57.320]  那是這個伊斯蘭教的
[00:08:57.320 --> 00:08:59.880]  建了一個清真寺在那個地方
[00:08:59.880 --> 00:09:01.160]  所以對他們來講
[00:09:01.160 --> 00:09:04.200]  對這個全世界的伊斯蘭教徒來講
[00:09:04.200 --> 00:09:08.200]  那個就是他們的其中一個聖地
[00:09:08.200 --> 00:09:11.520]  麥加是不是還有麥地利
[00:09:11.520 --> 00:09:12.600]  但這個也是
[00:09:12.600 --> 00:09:14.920]  這也是他們的一個朝聖之地
[00:09:14.920 --> 00:09:16.040]  所以你可以看見
[00:09:16.040 --> 00:09:18.800]  不是只有基督徒跑到那個地方去啊
[00:09:18.800 --> 00:09:22.600]  因此那是一個可以說是一個很奇妙的
[00:09:22.600 --> 00:09:29.800]  也可以說是一個很容易發生爭執的一個地方
[00:09:29.800 --> 00:09:32.280]  那麼另外耶路撒冷
[00:09:32.280 --> 00:09:34.280]  地上這個耶路撒冷
[00:09:34.280 --> 00:09:36.720]  還跟什麼會有關係呢
[00:09:36.720 --> 00:09:43.920]  還跟這個末世所謂的主耶穌再來
[00:09:43.920 --> 00:09:47.760]  這件事情有關係
[00:09:47.760 --> 00:09:51.880]  有一些基督徒
[00:09:51.880 --> 00:09:53.200]  我等一下先講
[00:09:53.200 --> 00:09:56.120]  我先講猶太教的
[00:09:56.120 --> 00:10:00.640]  現在他們已經在積極的準備
[00:10:00.640 --> 00:10:04.120]  要建造重建聖殿
[00:10:04.120 --> 00:10:08.400]  你知道這個聖殿被毀了對不對
[00:10:08.400 --> 00:10:09.640]  那麼所以呢
[00:10:09.640 --> 00:10:14.280]  以色列人他們一直想要重建聖殿
[00:10:14.280 --> 00:10:17.240]  這個聖殿就是第三聖殿
[00:10:17.240 --> 00:10:19.280]  因為前面兩個聖殿都被毀了
[00:10:19.280 --> 00:10:23.040]  所以你現在到耶路撒冷去看的話
[00:10:23.040 --> 00:10:27.240]  你看到的聖殿只剩下西牆了
[00:10:27.240 --> 00:10:30.320]  那麼所以他們根據考古的調查
[00:10:30.320 --> 00:10:35.160]  他們認為這個聖殿要重建
[00:10:35.160 --> 00:10:39.040]  就是在那個地方
[00:10:39.040 --> 00:10:41.720]  因此以色列的這個
[00:10:41.720 --> 00:10:47.840]  這邊有一個叫做什麼Institute
[00:10:47.840 --> 00:10:49.120]  這邊有一個
[00:10:49.120 --> 00:10:54.040]  這是以色列的一個Institute
[00:10:54.040 --> 00:11:03.360]  一個Institute怎麼翻
[00:11:03.360 --> 00:11:04.280]  機構
[00:11:04.280 --> 00:11:06.360]  研究機構
[00:11:06.360 --> 00:11:09.160]  是以色列的一個研究機構
[00:11:09.160 --> 00:11:14.640]  他們就是專門是做重建聖殿的這個研究機構
[00:11:14.640 --> 00:11:20.040]  他們現在已經把建造聖殿所需要的材料
[00:11:20.040 --> 00:11:22.160]  都想辦法去預備了
[00:11:22.160 --> 00:11:24.040]  譬如說他們需要有一個
[00:11:24.040 --> 00:11:28.360]  這個正統的純潔的這個洪母流
[00:11:28.360 --> 00:11:30.840]  那麼他們說現在他們已經找到了
[00:11:30.840 --> 00:11:35.360]  而且這個應該是算是OK的了
[00:11:35.360 --> 00:11:38.680]  雖然還要再經過一些檢定
[00:11:38.680 --> 00:11:40.160]  這個已經有了
[00:11:40.160 --> 00:11:41.320]  但是呢
[00:11:41.320 --> 00:11:46.200]  還有一個東西就是一個最可能最不容易的
[00:11:46.200 --> 00:11:48.240]  也就是說
[00:11:48.240 --> 00:11:51.520]  他們所要建築聖殿的地方
[00:11:51.520 --> 00:11:54.440]  就是在這一個聖殿山
[00:11:54.440 --> 00:11:58.600]  也就是這個清真寺所在的地方
[00:11:58.600 --> 00:12:00.520]  請問你們
[00:12:00.520 --> 00:12:03.760]  如果以色列人要建聖殿在那個地方
[00:12:03.760 --> 00:12:06.960]  阿拉伯人這些穆斯林
[00:12:06.960 --> 00:12:09.880]  他們會讓他建嗎
[00:12:09.880 --> 00:12:13.360]  不會讓他建
[00:12:13.360 --> 00:12:14.640]  所以你知道嗎
[00:12:14.640 --> 00:12:16.480]  這樣你可以稍微了解到
[00:12:16.480 --> 00:12:20.440]  為什麼今天也有很多的基督徒
[00:12:20.440 --> 00:12:22.600]  基本上時代派
[00:12:22.600 --> 00:12:24.320]  也是末世論的
[00:12:24.320 --> 00:12:26.160]  時代派的
[00:12:26.160 --> 00:12:27.720]  那麼像這個小群
[00:12:27.720 --> 00:12:29.680]  像這個地方教會
[00:12:29.680 --> 00:12:32.280]  這個尼托森他們這個系統的
[00:12:32.280 --> 00:12:35.960]  基本上他們都比較是屬於這樣子一個觀念
[00:12:35.960 --> 00:12:37.200]  他們認為說
[00:12:37.200 --> 00:12:38.640]  將來這一個聖殿
[00:12:38.640 --> 00:12:40.320]  第三聖殿
[00:12:40.320 --> 00:12:45.480]  要這個是主耶穌再來其中一個的印證
[00:12:45.480 --> 00:12:47.240]  也就是說徵兆
[00:12:47.240 --> 00:12:49.040]  如果說這個聖殿被建了
[00:12:49.040 --> 00:12:54.400]  那麼主來的日子就近了
[00:12:54.400 --> 00:12:58.720]  那更不要說是猶太教了
[00:12:58.720 --> 00:13:00.480]  對猶太人來講
[00:13:00.480 --> 00:13:02.000]  猶太教來講
[00:13:02.000 --> 00:13:04.000]  聖殿被建立起來
[00:13:04.000 --> 00:13:07.480]  這個是代表他們整個宗教的中心
[00:13:07.480 --> 00:13:11.000]  他們的信仰觀念還是停留在舊約裡面
[00:13:11.000 --> 00:13:13.080]  聖殿是神所在的地方
[00:13:13.080 --> 00:13:15.600]  你了解這意思嗎
[00:13:15.600 --> 00:13:18.160]  那親愛的兄弟姐妹
[00:13:18.160 --> 00:13:22.200]  請問到底
[00:13:22.200 --> 00:13:29.160]  到底我們的立場是不是要去重建聖殿
[00:13:29.160 --> 00:13:31.440]  要不要重建聖殿
[00:13:31.440 --> 00:13:34.040]  現在你知道也有不少的基督徒
[00:13:34.040 --> 00:13:35.600]  甚至美國的一些基督徒
[00:13:35.600 --> 00:13:40.440]  甚至他們捐錢去資助
[00:13:40.440 --> 00:13:44.400]  要準備要去建第三聖殿
[00:13:44.400 --> 00:13:46.720]  那這個影響所及
[00:13:46.720 --> 00:13:48.400]  你知道嗎在這些年間
[00:13:48.400 --> 00:13:50.240]  在華人教會裡面
[00:13:50.240 --> 00:13:54.240]  也有不少所謂的
[00:13:54.240 --> 00:13:57.320]  響應這種所謂的錫安主義
[00:13:57.320 --> 00:14:00.400]  也就是說幫助以色列人
[00:14:00.400 --> 00:14:03.120]  這個留歸在世界各地的人
[00:14:03.120 --> 00:14:04.480]  回歸
[00:14:04.480 --> 00:14:05.680]  回歸哪裡啊
[00:14:05.680 --> 00:14:08.440]  回歸以色列
[00:14:08.440 --> 00:14:13.760]  甚至出錢去幫助他們回到以色列
[00:14:13.760 --> 00:14:16.800]  那兄弟姐妹我今天在這裡主要不是在講這個
[00:14:16.800 --> 00:14:19.080]  但是我讓大家了解到
[00:14:19.080 --> 00:14:20.440]  當我們在講到這裡的時候
[00:14:20.440 --> 00:14:21.360]  你會發現
[00:14:21.360 --> 00:14:25.840]  在如果你有一些在講到末世論的時候
[00:14:25.840 --> 00:14:30.080]  你聽他會花功夫在講這個第三聖殿
[00:14:30.080 --> 00:14:32.560]  怎麼該講得很詳細的
[00:14:32.560 --> 00:14:35.800]  那大概基本上面就是他的立場是支持
[00:14:35.800 --> 00:14:38.560]  就是說這個第三聖殿的重建
[00:14:38.560 --> 00:14:42.200]  是跟主耶穌再來的關係的
[00:14:42.200 --> 00:14:44.080]  但是事實上 親愛的兄弟姐妹
[00:14:44.080 --> 00:14:45.920]  主耶穌要再來
[00:14:45.920 --> 00:14:49.000]  聖經上裡面有提到很多的預兆對不對
[00:14:49.000 --> 00:14:52.840]  國要攻打國 民要攻打民等等等等這些是不是
[00:14:52.840 --> 00:14:56.640]  親愛的兄弟姐妹請你告訴我
[00:14:56.640 --> 00:15:00.040]  最重要的是什麼
[00:15:00.040 --> 00:15:06.920]  最重要的是什麼
[00:15:06.920 --> 00:15:09.640]  福音 馬太福音24章14節
[00:15:09.640 --> 00:15:13.320]  這天國的福音要傳遍天下向萬民作見證
[00:15:13.320 --> 00:15:18.600]  然後末期才來到
[00:15:18.600 --> 00:15:21.640]  不要把我們的重點搞錯了
[00:15:21.640 --> 00:15:23.320]  就像我在前面信息講過
[00:15:23.320 --> 00:15:28.280]  不要把我們重點搞成說到底哪一個是666
[00:15:28.280 --> 00:15:30.840]  到底哪一個是基督
[00:15:30.840 --> 00:15:32.720]  親愛的兄弟姐妹
[00:15:32.720 --> 00:15:34.600]  這些東西都會過去的
[00:15:34.600 --> 00:15:38.160]  但是主耶穌再來這些事情是確定的
[00:15:38.160 --> 00:15:40.560]  這些徵兆會發生
[00:15:40.560 --> 00:15:44.360]  可是徵兆也只不過是在表明主來的日子近了
[00:15:44.360 --> 00:15:46.320]  你懂我意思嗎
[00:15:46.320 --> 00:15:48.040]  那跟你我有什麼關係呢
[00:15:48.040 --> 00:15:52.840]  以色列建造聖殿 我幫助他做什麼
[00:15:52.840 --> 00:15:57.520]  這些猶太教的人 這些人他們甚至不信耶穌的
[00:15:57.520 --> 00:16:04.160]  他們只是為著他們自己的祖宗的傳統信仰在大發熱心
[00:16:04.160 --> 00:16:09.400]  你基督徒你幹什麼跟著那些在瞎搞
[00:16:09.400 --> 00:16:10.640]  你懂我意思嗎
[00:16:10.640 --> 00:16:15.200]  很多基督徒搞不清楚狀況
[00:16:15.200 --> 00:16:19.240]  我甚至第一次到以色列去的時候
[00:16:19.240 --> 00:16:22.680]  那麼那時候是
[00:16:22.680 --> 00:16:28.040]  怎麼講就是說他們就是屬於那一個
[00:16:28.040 --> 00:16:34.240]  就是說支持這個為以色列 要幫助以色列
[00:16:34.240 --> 00:16:38.600]  希望能夠以色列的這些流亡各地的人回到以色列的
[00:16:38.600 --> 00:16:45.280]  這種的一個機構他們主辦的
[00:16:45.280 --> 00:16:48.440]  我當時去的時候我就很訝異
[00:16:48.440 --> 00:16:51.880]  他們怎麼安排我們到幾個地方去呢
[00:16:51.880 --> 00:16:56.600]  都是以色列的國會議員 將要選總統的來跟我們分享
[00:16:56.600 --> 00:17:00.640]  因為我載的那一車全都是美國人 美國的基督徒
[00:17:00.640 --> 00:17:04.760]  所以他們都是請來講英文的
[00:17:04.760 --> 00:17:07.160]  所以我聽他們在分享的時候
[00:17:07.160 --> 00:17:10.040]  請這些國會議員 請這些的總統候選人
[00:17:10.040 --> 00:17:13.440]  在那邊講的都是在告訴這些美國的基督徒
[00:17:13.440 --> 00:17:17.080]  你們知道嗎 這個是以色列這個什麼什麼
[00:17:17.080 --> 00:17:21.440]  就是從政治的角度來講到說你們要支持以色列
[00:17:21.440 --> 00:17:24.640]  讓以色列這是神的選民
[00:17:24.640 --> 00:17:29.200]  你可以看見他們其實是有動機的
[00:17:29.200 --> 00:17:34.400]  那反而我在這邊聽到當地的這些巴勒斯坦人
[00:17:34.400 --> 00:17:36.040]  他們提到說
[00:17:36.040 --> 00:17:39.760]  他說我們在這個地方 我們的祖先在這個地方已經幾千年了
[00:17:39.760 --> 00:17:46.240]  但是呢 以色列人怎麼樣子想把我們趕出去
[00:17:46.240 --> 00:17:49.640]  好了 同志們 你就可以看見
[00:17:49.640 --> 00:17:51.440]  這一個問題的複雜性
[00:17:51.440 --> 00:17:54.520]  連在這個基督徒對解經上面
[00:17:54.520 --> 00:17:58.440]  也都會有不同
[00:17:58.440 --> 00:18:01.440]  但是聖經上讓我們看見的
[00:18:01.440 --> 00:18:04.600]  重要的不是
[00:18:04.600 --> 00:18:10.280]  不是這個地上的耶路撒冷
[00:18:10.280 --> 00:18:14.000]  你任何把地上的東西
[00:18:14.000 --> 00:18:16.240]  當成是一個
[00:18:16.240 --> 00:18:19.720]  這種追求或者是看中的目標
[00:18:19.720 --> 00:18:23.840]  這就成為一個問題了
[00:18:23.840 --> 00:18:24.920]  所以你知道嗎
[00:18:24.920 --> 00:18:30.680]  很多支持所謂的在財務上面
[00:18:30.680 --> 00:18:34.720]  或者是在各方面幫助以色列人
[00:18:34.720 --> 00:18:39.120]  讓他們能夠流亡的人回來
[00:18:39.120 --> 00:18:45.960]  或者是建立以色列成為一個完成的國家
[00:18:45.960 --> 00:18:52.320]  你知道嗎 他們常常引用的一段經文是這裡
[00:18:52.320 --> 00:18:55.040]  我這邊122篇
[00:18:55.040 --> 00:18:57.720]  我就只念highlight的部分
[00:18:57.720 --> 00:19:00.360]  你看這段經文怎麼說
[00:19:00.360 --> 00:19:02.280]  它說耶路撒冷啊
[00:19:02.280 --> 00:19:04.280]  你們要為耶路撒冷求平安
[00:19:04.280 --> 00:19:07.400]  耶路撒冷啊 愛你的人必然興旺
[00:19:07.400 --> 00:19:12.240]  願你城中平安 願你宮內興旺
[00:19:12.240 --> 00:19:14.360]  所以你大概也聽過
[00:19:14.360 --> 00:19:19.680]  就有人提到說我們應該為耶路撒冷求平安
[00:19:19.680 --> 00:19:23.520]  現在聽到中間 我不反對
[00:19:23.520 --> 00:19:26.440]  我們應該要為耶路撒冷禱告
[00:19:26.440 --> 00:19:28.520]  要為以色列禱告
[00:19:28.520 --> 00:19:30.600]  我們禱告以色列人
[00:19:30.600 --> 00:19:32.880]  這些他們不認識耶穌的
[00:19:32.880 --> 00:19:35.960]  他們也要認識耶穌 Amen
[00:19:35.960 --> 00:19:39.240]  正如同說我們要為這些穆斯林禱告
[00:19:39.240 --> 00:19:40.880]  這些回教徒禱告
[00:19:40.880 --> 00:19:44.080]  禱告他們來信耶穌 你懂我意思嗎
[00:19:44.080 --> 00:19:48.880]  但是呢 有的人抓住這一節聖經
[00:19:48.880 --> 00:19:52.200]  就說你為以色列禱告
[00:19:52.200 --> 00:19:54.840]  為耶路撒冷求平安
[00:19:54.840 --> 00:19:58.120]  你就會興旺
[00:19:58.120 --> 00:19:59.640]  看到沒有
[00:19:59.640 --> 00:20:02.960]  但是如果你看整個詩篇的話
[00:20:02.960 --> 00:20:06.560]  這個詩篇裡面其實是詩人在那邊表達
[00:20:06.560 --> 00:20:09.520]  以色列人一連有三個大階級
[00:20:09.520 --> 00:20:14.480]  他們要去朝聖
[00:20:14.480 --> 00:20:22.200]  所以當他們在往耶路撒冷去的時候
[00:20:22.200 --> 00:20:24.560]  他們一面走一面在那個地方
[00:20:24.560 --> 00:20:29.000]  然後心中想著這個耶路撒冷
[00:20:29.000 --> 00:20:30.240]  但是請你記得
[00:20:30.240 --> 00:20:32.120]  他們到耶路撒冷是做什麼呢
[00:20:32.120 --> 00:20:36.120]  因為在那個地方是我們往耶和華的殿去
[00:20:36.120 --> 00:20:37.000]  第一節說
[00:20:37.000 --> 00:20:39.960]  人對我說我們往耶和華的殿去
[00:20:39.960 --> 00:20:42.760]  我就歡喜
[00:20:42.760 --> 00:20:44.960]  到耶路撒冷去因為那邊聖殿在那邊
[00:20:44.960 --> 00:20:47.480]  你懂這意思嗎
[00:20:47.480 --> 00:20:49.400]  可是等一下我們後面會說
[00:20:49.400 --> 00:20:53.000]  可是今天舊約裡面所說的聖殿
[00:20:53.000 --> 00:21:00.400]  也就是今天我們在新約時候所說的教會
[00:21:00.400 --> 00:21:07.640]  所以當我們這裡說為耶路撒冷求平安的時候
[00:21:07.640 --> 00:21:09.680]  親愛的吾子們
[00:21:09.680 --> 00:21:13.080]  其實他的意思是告訴我們說
[00:21:13.080 --> 00:21:20.000]  我們應當為著神的教會禱告
[00:21:20.000 --> 00:21:24.360]  如果你就是按照字面的意思去解經
[00:21:24.360 --> 00:21:27.560]  甚至是就用這一節聖經來解釋
[00:21:27.560 --> 00:21:29.600]  就會發展出就是說
[00:21:29.600 --> 00:21:32.440]  為以色列祝福的就蒙福
[00:21:32.440 --> 00:21:36.600]  你不為以色列祝福的你就不得平安
[00:21:36.600 --> 00:21:41.760]  我就聽過這樣子的一個說法出來了
[00:21:41.760 --> 00:21:43.680]  親愛的吾子們
[00:21:43.680 --> 00:21:46.160]  但是這段經文告訴我們
[00:21:46.160 --> 00:21:49.720]  我們應當為著祂的教會
[00:21:49.720 --> 00:21:52.920]  因為神的殿在舊約的時候
[00:21:52.920 --> 00:21:58.600]  其實在新約裡面就是在預表這個教會
[00:21:58.600 --> 00:22:01.200]  這個教會就是羔羊的妻
[00:22:01.200 --> 00:22:04.880]  在幾世論裡提到這個教會就是羔羊的妻
[00:22:04.880 --> 00:22:07.720]  教會是基督的心腹
[00:22:07.720 --> 00:22:10.320]  教會是基督的心腹
[00:22:10.320 --> 00:22:13.840]  教會是神在地上
[00:22:13.840 --> 00:22:16.080]  他要與教會同在
[00:22:16.080 --> 00:22:20.040]  讓人看見就如同他在聖殿的時候與聖殿同在
[00:22:20.040 --> 00:22:24.160]  他讓人看見說教會是他同在的地方
[00:22:24.160 --> 00:22:27.000]  親愛的吾子們
[00:22:27.000 --> 00:22:28.440]  在這一次的疫情當中
