
[00:00:00.000 --> 00:00:04.740]  當我去準備這次的講章的時候
[00:03:32.260 --> 00:03:37.540]  剛才我所說的《春埃及記》34章29-35那段
[00:03:37.540 --> 00:03:40.540]  歷史背景是在說
[00:03:40.540 --> 00:03:44.060]  摩西從西乃山下來之後
[00:03:44.060 --> 00:03:47.460]  他見神
[00:03:47.460 --> 00:03:49.860]  神就給了他十戒
[00:03:49.860 --> 00:03:52.660]  寫在了佛版上
[00:03:52.660 --> 00:03:56.060]  摩西不知道自己的臉上的皮膚
[00:03:56.060 --> 00:03:58.660]  因為耶和華與他說話
[00:03:58.660 --> 00:04:01.060]  即是發光
[00:04:01.060 --> 00:04:03.660]  他的臉有念光
[00:04:03.660 --> 00:04:08.860]  因為神的榮光照到摩西的臉上
[00:04:08.860 --> 00:04:14.460]  當他下來見到亞倫、見到以色列人
[00:04:14.460 --> 00:04:16.660]  那些人見到他的臉發光
[00:04:16.660 --> 00:04:18.660]  嚇到,害怕了
[00:04:18.660 --> 00:04:24.260]  於是摩西就用一個面紗蒙著臉
[00:04:24.260 --> 00:04:25.860]  即是念光
[00:04:25.860 --> 00:04:27.660]  讓他們不用那麼害怕
[00:04:27.660 --> 00:04:31.660]  這個就是當時的歷史事件
[00:04:31.660 --> 00:04:34.660]  為什麼有一個面紗在這裡
[00:04:34.660 --> 00:04:38.860]  保羅的理解又是怎樣呢?
[00:04:38.860 --> 00:04:40.860]  保羅的理解
[00:04:40.860 --> 00:04:43.660]  剛才我們沒有讀第十三節
[00:04:43.660 --> 00:04:47.460]  他說:不像摩西將面紗蒙在臉上
[00:04:47.460 --> 00:04:57.660]  使以色列人不能定睛看到那逐漸褪色的榮光的結局
[00:04:57.660 --> 00:05:08.060]  保羅的理解是摩西怕以色列人見到他念神的榮光慢慢褪去
[00:05:08.060 --> 00:05:11.460]  所以才戴一個面紗
[00:05:11.460 --> 00:05:13.260]  但實際上聖經是這樣說的
[00:05:13.260 --> 00:05:14.460]  他開始的時候
[00:05:14.460 --> 00:05:17.060]  那些人見到他有面紗有光
[00:05:17.060 --> 00:05:20.060]  但是當時摩西都沒有戴面紗
[00:05:20.060 --> 00:05:22.060]  即使講完所有說話
[00:05:22.060 --> 00:05:23.660]  與亞倫、一些以色列人講完
[00:05:23.660 --> 00:05:25.860]  他才戴那個面紗
[00:05:25.860 --> 00:05:30.660]  後來摩西也會在亂墨裏面與神見面
[00:05:30.660 --> 00:05:34.460]  又是有反映了念綱出來
[00:05:34.460 --> 00:05:35.460]  念上有綱
[00:05:35.460 --> 00:05:38.860]  於是他就開始戴一個面紗
[00:05:38.860 --> 00:05:40.660]  就是這樣的情況
[00:05:40.660 --> 00:05:50.260]  但保羅的理解是摩西怕別人看到他褪色的榮光
[00:05:50.260 --> 00:05:52.460]  保羅為什麼這樣說呢?
[00:05:52.460 --> 00:05:55.060]  他要讓大家知道
[00:05:55.060 --> 00:05:59.260]  摩西面上的榮光是一個舊約的榮光
[00:05:59.260 --> 00:06:02.860]  這個舊約神與人的那種關係
[00:06:02.860 --> 00:06:06.460]  是慢慢慢慢會消退的
[00:06:06.460 --> 00:06:10.860]  因為是要藉著律法去認識神
[00:06:10.860 --> 00:06:13.060]  而摩西這個啟示也是對的
[00:06:13.060 --> 00:06:15.660]  不過不是全面的
[00:06:15.660 --> 00:06:19.660]  直至耶穌基督裏面的啟示才是完全的
[00:06:19.660 --> 00:06:21.060]  才是最終的
[00:06:21.060 --> 00:06:26.060]  所以他說舊約乃是進入榮光的第一步
[00:06:26.060 --> 00:06:29.860]  而新約就是榮光的最高峰
[00:06:29.860 --> 00:06:33.060]  這樣的情況
[00:06:33.060 --> 00:06:38.060]  但是以色列人卻是心裏剛硬
[00:06:38.060 --> 00:06:39.860]  第十四節
[00:06:39.860 --> 00:06:43.060]  每逢讀到這些舊約的時候
[00:06:43.060 --> 00:06:50.660]  他們的面紗仍然沒有揭開
[00:06:50.660 --> 00:06:59.060]  這個意思是面紗蒙蔽了主的榮光
[00:06:59.060 --> 00:07:00.460]  這個大家就要想
[00:07:00.460 --> 00:07:02.260]  在新約來說
[00:07:02.260 --> 00:07:05.060]  主的榮光是什麼?
[00:07:05.060 --> 00:07:07.860]  主的榮光在新約來說
[00:07:07.860 --> 00:07:11.860]  就是耶穌基督道成肉身
[00:07:11.860 --> 00:07:16.060]  《約翰福音》一章十四節裏說得很清楚
[00:07:16.060 --> 00:07:18.660]  充充滿滿的是什麼?
[00:07:18.660 --> 00:07:21.460]  有恩典、有真理
[00:07:21.460 --> 00:07:22.460]  接著說什麼?
[00:07:22.460 --> 00:07:25.060]  我們都見過祂的榮光
[00:07:25.060 --> 00:07:26.060]  這個榮光是誰?
[00:07:26.060 --> 00:07:28.460]  就是主耶穌基督的榮光
[00:07:28.460 --> 00:07:32.260]  我們見到主耶穌基督就是這榮光
[00:07:32.260 --> 00:07:34.260]  我們怕不怕見到主?
[00:07:34.260 --> 00:07:35.460]  不需要再怕
[00:07:35.460 --> 00:07:39.660]  需要再把一片面紗遮住來見主?
[00:07:39.660 --> 00:07:43.260]  耶穌當時活在世上是有血有肉的人
[00:07:43.260 --> 00:07:44.860]  不是一個發光體
[00:07:44.860 --> 00:07:48.860]  不是亮眼到我們要把面紗遮住
[00:07:48.860 --> 00:07:51.260]  或者耶穌要遮住捷徑
[00:07:51.260 --> 00:07:52.460]  不是這樣的
[00:07:52.460 --> 00:07:55.860]  已經不同了舊約旅程的情況
[00:07:55.860 --> 00:07:58.660]  因為這個是恩典的時代
[00:07:58.660 --> 00:08:00.460]  所以在這裏理解
[00:08:00.460 --> 00:08:05.660]  保羅說面紗是遮蔽了主的榮光
[00:08:05.660 --> 00:08:07.660]  主耶穌的榮光
[00:08:07.660 --> 00:08:10.660]  就是遮蔽了主的恩典
[00:08:10.660 --> 00:08:13.460]  面紗遮蔽了主的恩典
[00:08:13.460 --> 00:08:18.060]  所以面紗是代表了追隨舊約的人
[00:08:18.060 --> 00:08:21.860]  和神的榮光之間一個障礙物
[00:08:21.860 --> 00:08:23.860]  它就是這樣隔絕了
[00:08:23.860 --> 00:08:26.460]  因為自己的面紗仍然保留在這裏
[00:08:26.460 --> 00:08:28.260]  沒有揭開
[00:08:28.260 --> 00:08:31.460]  於是我們和神有一個距離在裏面
[00:08:31.460 --> 00:08:34.660]  或者我們看不到聖經真正的意思
[00:08:34.660 --> 00:08:40.460]  我們的眼睛被面紗蒙蔽了
[00:08:40.460 --> 00:08:43.660]  而當時他們就很高舉律法
[00:08:43.660 --> 00:08:45.860]  繼續在這個律法時代
[00:08:45.860 --> 00:08:50.260]  繼續在摩西的五經這個律法的內容
[00:08:50.260 --> 00:08:52.860]  這個律法成為了他最大的權威
[00:08:52.860 --> 00:08:58.060]  遮蓋了這個恩典
[00:08:58.060 --> 00:09:00.860]  德國的神學家潘福華牧師
[00:09:00.860 --> 00:09:04.460]  在他的《囚室來鴻》一本書裏面
[00:09:04.460 --> 00:09:07.060]  提供了一段這樣的記載
[00:09:07.060 --> 00:09:13.660]  他說一個人對人很嚴格
[00:09:13.660 --> 00:09:16.060]  對自己很寬容
[00:09:16.060 --> 00:09:18.460]  他怎樣看待這些人呢?
[00:09:18.460 --> 00:09:21.260]  他說這些人對別人很苛刻
[00:09:21.260 --> 00:09:24.260]  而且有很多堂皇的演詞來談論
[00:09:24.260 --> 00:09:29.460]  有關一種可能以至危險的生活方式
[00:09:29.460 --> 00:09:30.660]  他想說的意思就是
[00:09:30.660 --> 00:09:33.260]  人很容易對別人苛刻
[00:09:33.260 --> 00:09:35.660]  然後對自己很寬容
[00:09:35.660 --> 00:09:38.860]  我們甚至會冒著貶低別人的努力
[00:09:38.860 --> 00:09:41.660]  價值和人格的危險
[00:09:41.660 --> 00:09:46.660]  為了將自己放在一個有力量和權威的位置裏
[00:09:46.660 --> 00:09:51.860]  同時我們會將自己變成比實際上更有能力的人
[00:09:51.860 --> 00:09:58.060]  但這種做法、這個效果是不得到彰顯的
[00:09:58.060 --> 00:10:02.260]  這個不代表我們這樣做可以將自己神化
[00:10:02.260 --> 00:10:04.460]  反而是將自己貶低
[00:10:04.460 --> 00:10:08.260]  這個就想到當時的法利塞人
[00:10:08.260 --> 00:10:10.660]  或者現代的人
[00:10:10.660 --> 00:10:14.460]  仍然好像用了面紗
[00:10:14.460 --> 00:10:18.660]  不能夠直接仰望我們的主
[00:10:18.660 --> 00:10:20.660]  能夠去知取他的恩典
[00:10:20.660 --> 00:10:23.260]  仍然用很多律法的條文
[00:10:23.260 --> 00:10:26.860]  去隔絕了神的恩典
[00:10:26.860 --> 00:10:30.660]  以至這個就是現代的法利塞人
[00:10:30.660 --> 00:10:33.060]  所以他說更確切地說
[00:10:33.060 --> 00:10:37.860]  我們是嚴格要看待自己的品格和動機
[00:10:37.860 --> 00:10:43.860]  卻要很寬容慷慨地對別人的努力和行動
[00:10:43.860 --> 00:10:47.260]  作一個最好的評價
[00:10:47.260 --> 00:10:51.460]  對他的動機作一個最好的評價
[00:10:51.460 --> 00:10:53.860]  所以去到十六節
[00:10:53.860 --> 00:10:57.460]  他說他們的心何時歸向主
[00:10:57.460 --> 00:11:00.860]  面紗就何時除去
[00:11:00.860 --> 00:11:06.460]  即是說我們要有柔軟的心回到神那裡
[00:11:06.460 --> 00:11:09.260]  去看到這個恩典的主
[00:11:09.260 --> 00:11:12.460]  能夠看到聖經真正的意義
[00:11:12.460 --> 00:11:14.060]  不要像猶太人
[00:11:14.060 --> 00:11:17.060]  他們用了這個律法
[00:11:17.060 --> 00:11:19.660]  成為了自己的面紗
[00:11:19.660 --> 00:11:24.460]  去隔絕了和神的關係
[00:11:24.460 --> 00:11:31.860]  這個就是保羅在《江唔多後書》裡帶出來的意思
[00:11:31.860 --> 00:11:34.860]  接著我想說
[00:11:34.860 --> 00:11:41.860]  撤去面紗的掙扎
[00:11:41.860 --> 00:11:42.860]  十八節他說
[00:11:42.860 --> 00:11:46.060]  既然我們眾人可以揭開面紗的簾
[00:11:46.060 --> 00:11:48.860]  可以得以看到主的榮光
[00:11:48.860 --> 00:11:51.460]  就好像從鏡裡面照鏡一樣
[00:11:51.460 --> 00:11:54.660]  就變成了主的一樣的形象
[00:11:54.660 --> 00:11:56.460]  「榮上交榮」
[00:11:56.460 --> 00:12:00.460]  如同從主的靈變成
[00:12:00.460 --> 00:12:03.260]  這裡聖經告訴我們
[00:12:03.260 --> 00:12:05.460]  我們可以改變的
[00:12:05.460 --> 00:12:07.660]  這裡告訴我們
[00:12:07.660 --> 00:12:09.660]  只要神去動功
[00:12:09.660 --> 00:12:11.460]  神會改變我們
[00:12:11.460 --> 00:12:14.460]  使我們「榮上交榮」
[00:12:14.460 --> 00:12:16.460]  甚麼是「榮上交榮」呢?
[00:12:16.460 --> 00:12:21.460]  就是我們去照著這塊鏡
[00:12:21.460 --> 00:12:24.460]  看著神的榮光
[00:12:24.460 --> 00:12:25.460]  就好像這塊鏡子
[00:12:25.460 --> 00:12:29.460]  這些榮光反照在我們的面上
[00:12:29.460 --> 00:12:34.460]  我們本來已經看到神的光
[00:12:34.460 --> 00:12:35.460]  再照回我們有光
[00:12:35.460 --> 00:12:38.460]  又反照多次
[00:12:38.460 --> 00:12:42.460]  就「榮上交榮」了
[00:12:42.460 --> 00:12:45.460]  但我們本身自己是不會發光的
[00:12:45.460 --> 00:12:48.460]  但是神的光讓我們「榮上交榮」
[00:12:48.460 --> 00:12:50.460]  我們更加賜神的時候
[00:12:50.460 --> 00:12:54.460]  又更加能夠活出神的榮光出來
[00:12:54.460 --> 00:12:57.460]  所以聖經的亮光讓我們看到
[00:12:57.460 --> 00:13:00.460]  我們可以改變
[00:13:00.460 --> 00:13:02.460]  但處身在一個
[00:13:02.460 --> 00:13:07.460]  充滿競爭壓力的現實社會裡
[00:13:07.460 --> 00:13:09.460]  教徒可能會面對很多掙扎
[00:13:09.460 --> 00:13:13.460]  甚至比一些未信主的人更多
[00:13:13.460 --> 00:13:16.460]  能夠在一個是非不分的世代裡
[00:13:16.460 --> 00:13:19.460]  能夠去把持聖經的道理
[00:13:19.460 --> 00:13:23.460]  活出基督樣式的信仰生命
[00:13:23.460 --> 00:13:26.460]  實在不是一件容易的事情
[00:13:26.460 --> 00:13:28.460]  所以我們屬靈的程度
[00:13:28.460 --> 00:13:32.460]  可能是一直起起伏伏
[00:13:32.460 --> 00:13:34.460]  我們跟隨神的話
[00:13:34.460 --> 00:13:37.460]  有時我們覺得好像紙上談兵
[00:13:37.460 --> 00:13:40.460]  好像往往做決定的時候
[00:13:40.460 --> 00:13:41.460]  三心兩意
[00:13:41.460 --> 00:13:48.460]  總是沒有力量去實踐出來
[00:13:48.460 --> 00:13:54.460]  究竟現代人的面紗是什麼呢?
[00:13:54.460 --> 00:13:55.460]  究竟現代人的面紗是什麼呢?
[00:13:55.460 --> 00:14:01.460]  是什麼蒙蔽了主的恩典呢?
[00:14:01.460 --> 00:14:10.460]  是什麼阻隔了我們和主的恩典呢?
[00:14:10.460 --> 00:14:12.460]  我會覺得
[00:14:12.460 --> 00:14:17.460]  很多時候我們跟自己是最大的爭戰
[00:14:17.460 --> 00:14:23.460]  很可能就是我們一直跟自己去爭戰
[00:14:23.460 --> 00:14:26.460]  自己去抵抗自己
[00:14:26.460 --> 00:14:27.460]  我們把自己的屬靈的情況
[00:14:27.460 --> 00:14:31.460]  和一個理想的情況互相比較的時候
[00:14:31.460 --> 00:14:35.460]  就落入很大的掙扎在裡面
[00:14:35.460 --> 00:14:38.460]  所以我們可能會不喜歡自己
[00:14:38.460 --> 00:14:41.460]  因為我們覺得我們內心裡
[00:14:41.460 --> 00:14:44.460]  內心深處有很多不完全的地方
[00:14:44.460 --> 00:14:47.460]  不斷在打仗
[00:14:47.460 --> 00:14:52.460]  所以這個也可以說是我的面紗
[00:14:52.460 --> 00:14:54.460]  我的掙扎
[00:14:54.460 --> 00:14:57.460]  剛才我說幾十年裡的侍奉
[00:14:57.460 --> 00:14:59.460]  充滿了掙扎
[00:14:59.460 --> 00:15:02.460]  也是有面紗的影響
[00:15:02.460 --> 00:15:03.460]  不知道你會不會一樣
[00:15:03.460 --> 00:15:09.460]  生活裡面原來這個也成為了自己的面紗
[00:15:09.460 --> 00:15:10.460]  很大部分的時間
[00:15:10.460 --> 00:15:14.460]  可能你會隱約聽到神對你不滿意
[00:15:14.460 --> 00:15:17.460]  神覺得你做得不好
[00:15:17.460 --> 00:15:19.460]  你努力去做
[00:15:19.460 --> 00:15:21.460]  這片道也是不行的
[00:15:21.460 --> 00:15:22.460]  你努力去做
[00:15:22.460 --> 00:15:25.460]  這個侍奉仍然是沒做到最好
[00:15:25.460 --> 00:15:27.460]  你努力去做
[00:15:27.460 --> 00:15:34.460]  神仍然是覺得沒做到最好
[00:15:34.460 --> 00:15:40.460]  甚至會因為覺得自己有缺點
[00:15:40.460 --> 00:15:43.460]  而對我生氣
[00:15:43.460 --> 00:15:46.460]  因為身邊一直都有一些人
[00:15:46.460 --> 00:15:47.460]  說你不行
[00:15:47.460 --> 00:15:50.460]  說你不好
[00:15:50.460 --> 00:15:53.460]  這好像代表了神的位置
[00:15:53.460 --> 00:15:56.460]  所以我就覺得神不愛我
[00:15:56.460 --> 00:16:01.460]  我覺得神好像不喜歡我
[00:16:01.460 --> 00:16:05.460]  多年來可能我跟自己一直的出國
[00:16:05.460 --> 00:16:07.460]  爭鬥
[00:16:07.460 --> 00:16:10.460]  是不是神都是生我的氣呢?
[00:16:10.460 --> 00:16:12.460]  是不是對我失望呢?
[00:16:12.460 --> 00:16:14.460]  於是我會慚愧
[00:16:14.460 --> 00:16:18.460]  於是我會好像被定罪一樣
[00:16:18.460 --> 00:16:21.460]  在活在這樣的環境裡面
[00:16:21.460 --> 00:16:23.460]  實在令人很苦惱
[00:16:23.460 --> 00:16:26.460]  可能你從來沒有真正去放鬆過
[00:16:26.460 --> 00:16:28.460]  每一樣事你都做得很繃緊
[00:16:28.460 --> 00:16:30.460]  這個侍奉你不喜樂
[00:16:30.460 --> 00:16:32.460]  這個生活你不喜樂
[00:16:32.460 --> 00:16:37.460]  你總是覺得自己跟自己在摔角
[00:16:37.460 --> 00:16:39.460]  鬥爭
[00:16:39.460 --> 00:16:43.460]  鬥爭成為心裡面最大的掙扎
[00:16:43.460 --> 00:16:45.460]  患得患失
[00:16:45.460 --> 00:16:48.460]  向前、向後、向左、向右
[00:16:48.460 --> 00:16:53.460]  不知如何毫無定位
[00:16:53.460 --> 00:16:57.460]  很多時候這就是一個面紗
[00:16:57.460 --> 00:17:02.460]  遮蓋著我自己不能夠看到神的恩典
[00:17:02.460 --> 00:17:06.460]  有些教徒會滿心希望自己看來完美
[00:17:06.460 --> 00:17:08.460]  但一旦發覺自己錯了
[00:17:08.460 --> 00:17:10.460]  都會恨自己
[00:17:10.460 --> 00:17:13.460]  自我的憎惡、自我的拒絕
[00:17:13.460 --> 00:17:15.460]  成為了很大的問題
[00:17:15.460 --> 00:17:18.460]  所以有時我們發覺我們很企圖
[00:17:18.460 --> 00:17:21.460]  用自己的努力進入天國
[00:17:21.460 --> 00:17:23.460]  我們雖然已經重新得救
[00:17:23.460 --> 00:17:25.460]  但我們沒有真正享受
[00:17:25.460 --> 00:17:27.460]  在主裡面那種的經歷
[00:17:27.460 --> 00:17:32.460]  沒有真正能夠享受到這種的喜樂
[00:17:32.460 --> 00:17:35.460]  因為我們從來不懂得愛自己
[00:17:35.460 --> 00:17:39.460]  和愛我們的神
[00:17:39.460 --> 00:17:41.460]  這個是我的面紗
[00:17:41.460 --> 00:17:44.460]  我的掙扎
[00:17:44.460 --> 00:17:47.460]  但是這樣的掙扎的人生
[00:17:47.460 --> 00:17:50.460]  是很困難、很痛苦
[00:17:50.460 --> 00:17:53.460]  我們可不可以揭開這個面紗
[00:17:53.460 --> 00:17:56.460]  改變我們自己呢?
[00:17:56.460 --> 00:17:57.460]  保羅說
[00:17:57.460 --> 00:18:00.460]  我們眾人以揭開這個面紗的念
[00:18:00.460 --> 00:18:04.460]  得以看見神的榮光
[00:18:04.460 --> 00:18:05.460]  對猶太人來說
[00:18:05.460 --> 00:18:07.460]  他們從來沒有這樣想過
[00:18:07.460 --> 00:18:10.460]  因為神的榮光出現是很可怕的事情
[00:18:10.460 --> 00:18:12.460]  他們可能會死
[00:18:12.460 --> 00:18:15.460]  因為他們就被提及
[00:18:15.460 --> 00:18:19.460]  神是遙遠不可及的
[00:18:19.460 --> 00:18:22.460]  但是耶穌基督的跡象
[00:18:22.460 --> 00:18:24.460]  祂自己表明
[00:18:24.460 --> 00:18:27.460]  這個就是父獨生子的榮光
[00:18:27.460 --> 00:18:29.460]  道成肉身
[00:18:29.460 --> 00:18:30.460]  來到這個世界
[00:18:30.460 --> 00:18:32.460]  充滿恩典
[00:18:32.460 --> 00:18:34.460]  有真理
[00:18:34.460 --> 00:18:37.460]  我們是這樣可以親近祂
[00:18:37.460 --> 00:18:39.460]  於是我會覺得
[00:18:39.460 --> 00:18:42.460]  我是否這樣勇敢地去親近神呢?
[00:18:42.460 --> 00:18:45.460]  可不可以勇敢地
[00:18:45.460 --> 00:18:48.460]  將自己躺露於神那裡呢?
[00:18:48.460 --> 00:18:50.460]  揭開這個面紗
[00:18:50.460 --> 00:18:53.460]  凝視我們的神呢?
[00:18:53.460 --> 00:18:56.460]  讓這個榮光進入我的內心裡
[00:18:56.460 --> 00:19:00.460]  會不會比起我隔著面紗
[00:19:00.460 --> 00:19:01.460]  那種掙扎
[00:19:01.460 --> 00:19:04.460]  過得更加的
[00:19:04.460 --> 00:19:08.460]  生活過得更加輕鬆一點呢?
[00:19:08.460 --> 00:19:09.460]  舉例來說
[00:19:09.460 --> 00:19:12.460]  我可能想走在愛裡面
[00:19:12.460 --> 00:19:14.460]  想多些結出聖靈的果子
[00:19:14.460 --> 00:19:16.460]  就算有一天我覺得自己很不如意
[00:19:16.460 --> 00:19:17.460]  我的心情不好
[00:19:17.460 --> 00:19:19.460]  我也能夠對人很仁慈
[00:19:19.460 --> 00:19:22.460]  對人很良善
[00:19:22.460 --> 00:19:23.460]  有些事情臨到
[00:19:23.460 --> 00:19:24.460]  我就是很不好的事情
[00:19:24.460 --> 00:19:26.460]  生活不順利的時候
[00:19:26.460 --> 00:19:27.460]  我也很想
[00:19:27.460 --> 00:19:30.460]  心情或者我們的情緒很平穩
[00:19:30.460 --> 00:19:33.460]  活出耶穌基督的那種屬性
[00:19:33.460 --> 00:19:35.460]  相信我們都期望一件事
[00:19:35.460 --> 00:19:37.460]  都希望能夠做到
[00:19:37.460 --> 00:19:38.460]  保羅說
[00:19:38.460 --> 00:19:41.460]  我們就好像鏡子裡面反照
[00:19:41.460 --> 00:19:44.460]  就變成和主一樣的形象
[00:19:44.460 --> 00:19:46.460]  榮上加榮
[00:19:46.460 --> 00:19:47.460]  是可以的
[00:19:47.460 --> 00:19:49.460]  保羅說是可以的
[00:19:49.460 --> 00:19:52.460]  我們可以揭開面紗
[00:19:52.460 --> 00:19:54.460]  就看到好像一塊鏡子一樣
[00:19:54.460 --> 00:19:57.460]  你見的不是你自己
[00:19:57.460 --> 00:19:58.460]  是見到誰呢?
[00:19:58.460 --> 00:20:00.460]  揭開面紗見到主
[00:20:00.460 --> 00:20:02.460]  那塊鏡子裡面照鏡子出來
[00:20:02.460 --> 00:20:03.460]  不是照到自己
[00:20:03.460 --> 00:20:06.460]  是照到主
[00:20:06.460 --> 00:20:10.460]  我不知道你喜不喜歡你的面容
[00:20:10.460 --> 00:20:12.460]  一般都可以的
[00:20:12.460 --> 00:20:13.460]  但你說
[00:20:13.460 --> 00:20:14.460]  我每天照鏡子
[00:20:14.460 --> 00:20:15.460]  就不是照到自己
[00:20:15.460 --> 00:20:16.460]  是照到耶穌出來
[00:20:16.460 --> 00:20:19.460]  你開心嗎?
[00:20:19.460 --> 00:20:21.460]  你看到耶穌的面容
[00:20:21.460 --> 00:20:22.460]  真是開心的
[00:20:22.460 --> 00:20:24.460]  原來我的樣子是這樣的
[00:20:24.460 --> 00:20:26.460]  是耶穌的樣子
[00:20:26.460 --> 00:20:28.460]  你每天都照到自己的樣子
[00:20:28.460 --> 00:20:30.460]  是耶穌的樣子
[00:20:30.460 --> 00:20:31.460]  不是自己那種
[00:20:31.460 --> 00:20:33.460]  不行
[00:20:33.460 --> 00:20:34.460]  很頹廢
[00:20:34.460 --> 00:20:36.460]  或者怎麼樣
[00:20:36.460 --> 00:20:38.460]  別人說你的情況
[00:20:38.460 --> 00:20:39.460]  保羅說
[00:20:39.460 --> 00:20:41.460]  看到你的面目
[00:20:41.460 --> 00:20:44.460]  都不想見你
[00:20:44.460 --> 00:20:45.460]  不是
[00:20:45.460 --> 00:20:46.460]  保羅說照鏡子
[00:20:46.460 --> 00:20:51.460]  是看到耶穌
[00:20:51.460 --> 00:20:53.460]  保羅說是可以的
[00:20:53.460 --> 00:20:56.460]  當我們凝視基督的時候
[00:20:56.460 --> 00:20:57.460]  我們就會將基督
[00:20:57.460 --> 00:21:02.460]  反映在我們身上
[00:21:02.460 --> 00:21:04.460]  接著我想說的是
[00:21:04.460 --> 00:21:06.460]  怎樣切開面紗
[00:21:06.460 --> 00:21:08.460]  凝視基督
[00:21:08.460 --> 00:21:12.460]  這個很重要
[00:21:12.460 --> 00:21:13.460]  第一方面
