
[00:00:00.000 --> 00:00:06.000]  今天我想藉著一段經文,指出另外一項我們需要認真思考的工程
[00:02:25.000 --> 00:02:32.000]  但是他們卻因為認識了和接受了耶穌基督的福音而得救
[00:02:32.000 --> 00:02:36.000]  但是他們卻因為認識了主耶穌基督的福音而得救
[00:02:36.000 --> 00:02:38.000]  好像我們每一個人一樣
[00:02:38.000 --> 00:02:42.000]  是經歷了生命上的改變而成為神的兒女
[00:02:42.000 --> 00:02:45.000]  是經歷了生命上的改變而成為神的兒女
[00:02:45.000 --> 00:02:47.000]  大家聚集成為教會
[00:02:47.000 --> 00:02:49.000]  他們都聚集成為教會
[00:02:50.000 --> 00:02:52.000]  這封信的目的就是要堅定他們
[00:02:52.000 --> 00:02:54.000]  這封信的目的就是要堅定他們
[00:02:54.000 --> 00:02:58.000]  讓他們肯定自己已經成為神家的一份子
[00:02:58.000 --> 00:03:00.000]  讓他們肯定自己
[00:03:00.000 --> 00:03:02.000]  讓他們知道自己已經成為神家的一份子
[00:03:02.000 --> 00:03:04.000]  以此來勉勵他們
[00:03:04.000 --> 00:03:06.000]  以此來勉勵他們
[00:03:06.000 --> 00:03:11.000]  指出他們縱使是因為信基督而受苦
[00:03:11.000 --> 00:03:14.000]  縱使他們是因為基督而受苦
[00:03:14.000 --> 00:03:16.000]  也都要繼續堅持信仰去跟隨
[00:03:17.000 --> 00:03:20.000]  也都要繼續堅持信仰去跟隨
[00:03:20.000 --> 00:03:24.000]  首先當我們看第二章第一至三節的時候
[00:03:24.000 --> 00:03:27.000]  我們看第二章第一到第三節的時候
[00:03:27.000 --> 00:03:32.000]  作者就勉勵信徒要堅持追求贖靈生命的成長
[00:03:32.000 --> 00:03:36.000]  作者就勉勵信徒要追求贖靈生命的成長
[00:03:36.000 --> 00:03:40.000]  請聽完來念第一到第三節
[00:03:41.000 --> 00:03:47.000]  所以你們既除去一切的惡毒、詭詐並假善、嫉妒和一切偽扮的話
[00:03:47.000 --> 00:03:49.000]  就要愛慕那純淨的靈奶
[00:03:49.000 --> 00:03:51.000]  像財生的嬰孩愛慕奶一樣
[00:03:51.000 --> 00:03:54.000]  叫你們因此見長以致得救
[00:03:54.000 --> 00:03:56.000]  你們若嘗過主恩的滋味
[00:03:56.000 --> 00:03:58.000]  就必如此
[00:03:58.000 --> 00:04:01.000]  作者首先要求收信的基督徒要堅持信仰
[00:04:01.000 --> 00:04:05.000]  首先作者要求收信的基督徒要堅持他們自己的信仰
[00:04:05.000 --> 00:04:10.000]  不可以因為受到其他人的排斥和歧視而灰心放棄
[00:04:11.000 --> 00:04:15.000]  不可以因為受到其他人的排斥和歧視而灰心放棄
[00:04:15.000 --> 00:04:18.000]  反而要堅持信仰上的成長
[00:04:18.000 --> 00:04:21.000]  反而要堅持信仰上的成長
[00:04:21.000 --> 00:04:26.000]  除去一切的虛假、惡毒的行為和說話
[00:04:26.000 --> 00:04:31.000]  除去一切虛假和惡毒上的話語和行為
[00:04:31.000 --> 00:04:38.000]  令我想起最近發生的一件很離譜的新聞
[00:04:39.000 --> 00:04:41.000]  令我想起最近發生的一件很離譜的新聞
[00:04:41.000 --> 00:04:45.000]  大家有沒有留意到有一個旅遊客
[00:04:45.000 --> 00:04:54.000]  在香港一間商店用信用卡買了兩支藥油的新品
[00:04:54.000 --> 00:05:04.000]  大家有沒有留意到有一個旅遊客在香港用信用卡買了兩瓶藥油的新聞
[00:05:05.000 --> 00:05:09.000]  每一支是一萬三千八百元
[00:05:09.000 --> 00:05:14.000]  每一支是一萬三千八百元
[00:05:14.000 --> 00:05:18.000]  對不起我記錯了
[00:05:18.000 --> 00:05:20.000]  我記錯了
[00:05:20.000 --> 00:05:22.000]  都是你們
[00:05:22.000 --> 00:05:25.000]  是一瓶一萬九千八百元
[00:05:25.000 --> 00:05:27.000]  嚇死我了
[00:05:27.000 --> 00:05:30.000]  正常來說它應該在零零的前面有一點
[00:05:30.000 --> 00:05:33.000]  正常來說零零前面應該是有一點的
[00:05:34.000 --> 00:05:39.000]  但是因為他沒有看就給他一張信用卡
[00:05:39.000 --> 00:05:42.000]  所以就變成一萬九千八百元
[00:05:42.000 --> 00:05:48.000]  但是他卻是因為沒有看到詳細情況就把信用卡給他了
[00:05:48.000 --> 00:05:50.000]  就變成一萬九千八百元一瓶
[00:05:50.000 --> 00:05:53.000]  事後他拿不回那些錢
[00:05:53.000 --> 00:05:56.000]  有段時間跟進了
[00:05:56.000 --> 00:05:58.000]  拿回了嗎
[00:05:58.000 --> 00:06:01.000]  事後他終於拿回那些錢
[00:06:01.000 --> 00:06:03.000]  但是也蠻麻煩的
[00:06:04.000 --> 00:06:05.000]  起初拿不回
[00:06:05.000 --> 00:06:07.000]  起先是拿不回
[00:06:07.000 --> 00:06:09.000]  起初拿不回
[00:06:09.000 --> 00:06:11.000]  他說我要換了
[00:06:11.000 --> 00:06:13.000]  我只買一支都不行
[00:06:13.000 --> 00:06:15.000]  就算是他說他只要買一瓶也不行
[00:06:15.000 --> 00:06:18.000]  最近另外一單事件就是鉛水事件
[00:06:18.000 --> 00:06:21.000]  另外一件事件就是鉛水事件
[00:06:21.000 --> 00:06:23.000]  那些鉛在哪裏來的
[00:06:23.000 --> 00:06:25.000]  那個鉛在哪裏來的
[00:06:25.000 --> 00:06:27.000]  是送給你的
[00:06:27.000 --> 00:06:29.000]  那是送給你的
[00:06:29.000 --> 00:06:31.000]  哪些人送的
[00:06:31.000 --> 00:06:33.000]  誰送的
[00:06:34.000 --> 00:06:35.000]  一定有詭詐對不對
[00:06:35.000 --> 00:06:38.000]  但是在這個事情背後一定是有詭詐的
[00:06:38.000 --> 00:06:41.000]  有些人為了貪錢所以就偷工減料
[00:06:41.000 --> 00:06:43.000]  有些人是為了貪錢所以偷工減料
[00:06:43.000 --> 00:06:45.000]  是加了一點料給你
[00:06:45.000 --> 00:06:47.000]  是加了一點東西給你
[00:06:47.000 --> 00:06:49.000]  基督徒一定不可以做這些事
[00:06:49.000 --> 00:06:51.000]  基督徒一定不可以做這些事
[00:06:51.000 --> 00:06:59.000]  另外作者亦都要求他們要好像嬰兒愛慕吃奶一樣去追求純正的靈奶
[00:07:00.000 --> 00:07:07.000]  我們應該像嬰孩愛慕奶一樣去追求信仰上的靈奶
[00:07:07.000 --> 00:07:10.000]  這個純正的靈奶就是聖經的真理
[00:07:10.000 --> 00:07:13.000]  這個純正的靈奶就是聖經的真理
[00:07:13.000 --> 00:07:16.000]  而主耶穌基督就是真理
[00:07:16.000 --> 00:07:18.000]  而主耶穌基督就是真理
[00:07:18.000 --> 00:07:22.000]  可以使他們在屬靈的生命漸漸長大
[00:07:22.000 --> 00:07:25.000]  而讓他們在屬靈的生命上漸漸地長大
[00:07:25.000 --> 00:07:28.000]  當他們一路追求認識福音的道理
[00:07:29.000 --> 00:07:30.000]  當他們一路追求認識福音的道理
[00:07:30.000 --> 00:07:37.000]  就可以同時經歷到主或神在他們身上的恩典
[00:07:37.000 --> 00:07:41.000]  他們就可以經歷主跟神在他們身上所有的恩典
[00:07:41.000 --> 00:07:45.000]  主的恩典會在他們身上發生
[00:07:45.000 --> 00:07:47.000]  讓他們得以滿足和喜樂
[00:07:47.000 --> 00:07:49.000]  主的恩典會在他們身上發生
[00:07:49.000 --> 00:07:51.000]  而讓他們得以喜樂
[00:07:51.000 --> 00:07:56.000]  真心信主的人必定會嘗到主恩的滋味
[00:07:57.000 --> 00:08:00.000]  真心信主的人必定會嘗到主恩的滋味
[00:08:00.000 --> 00:08:06.000]  神先後在我家裏顯出祂奇妙的作為
[00:08:06.000 --> 00:08:09.000]  神先後在我家裏顯出祂奇妙的作為
[00:08:09.000 --> 00:08:13.000]  所以我現在常常嘗到主恩的滋味真的很甘甜
[00:08:13.000 --> 00:08:16.000]  所以我嘗到主恩的滋味是非常甘甜的
[00:08:16.000 --> 00:08:24.000]  我想放出幾張圖片給大家回顧一下我說過的話
[00:08:25.000 --> 00:08:27.000]  我想放出幾張圖片給大家回顧一下
[00:08:27.000 --> 00:08:32.000]  在我新居的門口
[00:08:32.000 --> 00:08:34.000]  在我新居的門口
[00:08:34.000 --> 00:08:38.000]  由於拆去了一道鐵閘
[00:08:38.000 --> 00:08:41.000]  因為把鐵門拆掉了
[00:08:41.000 --> 00:08:49.000]  所以下面有一個鐵率不能拔去
[00:08:50.000 --> 00:08:55.000]  所以下面有一個鐵率不能拔去
[00:08:55.000 --> 00:09:02.000]  這是一條門開關的竹
[00:09:02.000 --> 00:09:10.000]  我要用木頭把它墊高
[00:09:10.000 --> 00:09:16.000]  這兩條木的長度 闊度 厚度絕對是對的
[00:09:17.000 --> 00:09:21.000]  這兩條木的長度 厚度 寬度絕對是對的
[00:09:21.000 --> 00:09:24.000]  但是我沒有鋸過任何東西
[00:09:24.000 --> 00:09:31.000]  只不過是我從家裏帶到新居裏
[00:09:31.000 --> 00:09:37.000]  再加上一條小小的木條
[00:09:37.000 --> 00:09:43.000]  這是另一條小小的木條把它塞住就可以剛剛好了
[00:09:44.000 --> 00:09:51.000]  這些桌子是外面那些桌子的木一樣
[00:09:51.000 --> 00:09:57.000]  這個層板的木就是跟外面桌子的木板是一樣的
[00:09:57.000 --> 00:10:04.000]  我鋸了一部分放微波爐
[00:10:04.000 --> 00:10:07.000]  我們鋸了一小部分放微波爐
[00:10:07.000 --> 00:10:11.000]  剩下的一部分剛好做這個層板
[00:10:12.000 --> 00:10:15.000]  剩下的一部分剛好做這個層板
[00:10:15.000 --> 00:10:19.000]  當我放進去的時候我感到吃驚
[00:10:19.000 --> 00:10:22.000]  我剛好放進去的時候很吃驚
[00:10:22.000 --> 00:10:25.000]  是剛剛好放得進去的
[00:10:25.000 --> 00:10:29.000]  因為剛剛好能夠放得進去
[00:10:29.000 --> 00:10:33.000]  你看看那個再大一點就放不進去了
[00:10:33.000 --> 00:10:35.000]  沒有空間的
[00:10:35.000 --> 00:10:37.000]  但是可以放進去
[00:10:37.000 --> 00:10:39.000]  但是可以剛剛好放得進去
[00:10:39.000 --> 00:10:41.000]  第三幅圖
[00:10:42.000 --> 00:10:43.000]  也都給大家看過了
[00:10:43.000 --> 00:10:45.000]  都給大家看過了
[00:10:45.000 --> 00:10:48.000]  又是剛剛好的
[00:10:48.000 --> 00:10:50.000]  也是剛剛好的
[00:10:50.000 --> 00:10:56.000]  我只是在街上撿了一塊板回來
[00:10:56.000 --> 00:10:59.000]  我只是在街上撿到一塊板
[00:10:59.000 --> 00:11:03.000]  就下面那塊板
[00:11:03.000 --> 00:11:05.000]  上面那塊也是撿回來的
[00:11:05.000 --> 00:11:07.000]  上面那塊也是撿回來的
[00:11:07.000 --> 00:11:10.000]  上面那塊就鋸短了一點點
[00:11:11.000 --> 00:11:13.000]  旁邊的木條也是撿回來的
[00:11:13.000 --> 00:11:15.000]  旁邊那兩塊木板也是撿回來的
[00:11:15.000 --> 00:11:19.000]  但是鋸好了之後剛剛好
[00:11:19.000 --> 00:11:21.000]  鋸好了也是剛剛好
[00:11:21.000 --> 00:11:23.000]  這個是第三個
[00:11:23.000 --> 00:11:26.000]  可能大家沒見過第四個
[00:11:26.000 --> 00:11:28.000]  可能大家沒看過第四個
[00:11:28.000 --> 00:11:32.000]  第四個就是這個儲物架
[00:11:32.000 --> 00:11:34.000]  是我的女兒不要的
[00:11:34.000 --> 00:11:37.000]  第四個這個儲物架子
[00:11:37.000 --> 00:11:40.000]  是我女兒不要的
[00:11:41.000 --> 00:11:44.000]  起初我都沒想過要的
[00:11:44.000 --> 00:11:46.000]  起先我也沒想過要的
[00:11:46.000 --> 00:11:48.000]  後來因為太多雜物
[00:11:48.000 --> 00:11:51.000]  我說不如都拿回來就好了
[00:11:51.000 --> 00:11:53.000]  後來因為東西太多了
[00:11:53.000 --> 00:11:55.000]  所以就拿回來
[00:11:55.000 --> 00:12:07.000]  師母說是好像公屋的貨倉
[00:12:07.000 --> 00:12:09.000]  師母說這個像個貨倉一樣
[00:12:10.000 --> 00:12:12.000]  所以我打算裝飾一下
[00:12:12.000 --> 00:12:14.000]  所以我打算裝飾一下
[00:12:14.000 --> 00:12:18.000]  就放一些照片在這裡
[00:12:18.000 --> 00:12:20.000]  就放一些家庭照片在旁邊
[00:12:20.000 --> 00:12:23.000]  就做了一些東西
[00:12:23.000 --> 00:12:25.000]  做了一些東西
[00:12:25.000 --> 00:12:34.000]  這塊板就是這個了
[00:12:34.000 --> 00:12:38.000]  這塊板就是土裡面這塊板
[00:12:39.000 --> 00:12:40.000]  我組裝好了這個架
[00:12:40.000 --> 00:12:42.000]  我把這個架子裝好了
[00:12:42.000 --> 00:12:44.000]  想起我有一塊板
[00:12:44.000 --> 00:12:46.000]  我想起我有一塊板
[00:12:46.000 --> 00:12:49.000]  這塊板是我舊屋搬去新居那裡的
[00:12:49.000 --> 00:12:51.000]  是從舊的家搬到新家裡面
[00:12:51.000 --> 00:12:53.000]  我想或者是可以
[00:12:53.000 --> 00:12:55.000]  我想可能應該也可以
[00:12:55.000 --> 00:12:57.000]  於是就放進去
[00:12:57.000 --> 00:12:59.000]  我就把它放進去
[00:12:59.000 --> 00:13:02.000]  放到原來兩邊是擠到不能動的
[00:13:02.000 --> 00:13:04.000]  然後剛剛好把它塞住
[00:13:04.000 --> 00:13:06.000]  然後都動不了
[00:13:06.000 --> 00:13:08.000]  現在我放手它就會跌是不是
[00:13:09.000 --> 00:13:10.000]  我放手它會跌下來
[00:13:10.000 --> 00:13:12.000]  放在那裡它是擠住了
[00:13:12.000 --> 00:13:15.000]  然後放在它那邊是剛剛好把它擠著
[00:13:15.000 --> 00:13:17.000]  高度也是剛剛好
[00:13:17.000 --> 00:13:19.000]  高度也是剛剛好
[00:13:19.000 --> 00:13:21.000]  這塊板是什麼板來的呢
[00:13:21.000 --> 00:13:23.000]  這塊板是什麼板來的
[00:13:23.000 --> 00:13:27.000]  是我舊居的一個儲物櫃的層板來的
[00:13:27.000 --> 00:13:30.000]  是我舊的房子一個儲物櫃的層板
[00:13:30.000 --> 00:13:33.000]  這塊板已經是放在我家15年了
[00:13:33.000 --> 00:13:36.000]  這個板子放在我家裡面放了15年了
[00:13:36.000 --> 00:13:38.000]  15年前我已經做了這塊板了
[00:13:39.000 --> 00:13:41.000]  15年以前我做了這塊板子
[00:13:41.000 --> 00:13:45.000]  我想問下大家覺不覺得很奇妙呢
[00:13:45.000 --> 00:13:47.000]  大家有沒有覺得這個很奇妙呢
[00:13:47.000 --> 00:13:49.000]  所以我說這個是神的作為
[00:13:49.000 --> 00:13:51.000]  所以我覺得這個是神的作為
[00:13:51.000 --> 00:13:53.000]  我覺得很開心
[00:13:53.000 --> 00:13:55.000]  很喜樂
[00:13:55.000 --> 00:13:57.000]  也很怕
[00:13:57.000 --> 00:14:01.000]  因為神原來是這麼偉大這麼奇妙的神
[00:14:01.000 --> 00:14:03.000]  是那麼偉大那麼奇妙的神
[00:14:03.000 --> 00:14:07.000]  梁小妹你有沒有經歷到神之恩在你身上
[00:14:08.000 --> 00:14:10.000]  梁小妹你有沒有經歷到神之恩在你身上
[00:14:10.000 --> 00:14:13.000]  接著我們看二章第四到五節
[00:14:13.000 --> 00:14:16.000]  我們看第二章第四到第五節
[00:14:16.000 --> 00:14:19.000]  這基本上是解決了一個很重要的問題
[00:14:19.000 --> 00:14:22.000]  這基本上是解決了一個很重要的問題
[00:14:22.000 --> 00:14:25.000]  是基督徒在神的面前要做什麼事才對
[00:14:25.000 --> 00:14:29.000]  這到底基督徒在神的面前應該要做什麼事情才對
[00:14:29.000 --> 00:14:31.000]  當我們看聖經的時候
[00:14:31.000 --> 00:14:34.000]  作者用了一個比喻來教導信徒
[00:14:35.000 --> 00:14:39.000]  好像活石一般去效法基督
[00:14:39.000 --> 00:14:42.000]  這個作者在這邊用了一個比喻來教導信徒
[00:14:42.000 --> 00:14:45.000]  要好像活石那樣要效法基督
[00:14:45.000 --> 00:14:47.000]  請讀出
[00:14:47.000 --> 00:14:50.000]  主來活石固然是被人所棄的
[00:14:50.000 --> 00:14:53.000]  卻是被神所揀選所寶貴的
[00:14:53.000 --> 00:14:56.000]  你們來到主面前也就像活石
[00:14:56.000 --> 00:14:58.000]  被建造成為靈宮
[00:14:58.000 --> 00:15:01.000]  作者用活石來比喻
[00:15:01.000 --> 00:15:03.000]  作為耶穌基督
[00:15:04.000 --> 00:15:06.000]  作者用活石來比喻耶穌基督
[00:15:06.000 --> 00:15:08.000]  他說這塊石是活的
[00:15:08.000 --> 00:15:10.000]  他說這塊石頭是活的
[00:15:10.000 --> 00:15:14.000]  既然是活的意思就是說主耶穌基督是有生命的
[00:15:14.000 --> 00:15:17.000]  這個既然是活就是說主耶穌基督是有生命的
[00:15:17.000 --> 00:15:21.000]  是有主權做事的
[00:15:21.000 --> 00:15:23.000]  是有主權去做事的
[00:15:23.000 --> 00:15:26.000]  當進行一個建造工程的時候
[00:15:26.000 --> 00:15:29.000]  當進行建造工程的時候
[00:15:30.000 --> 00:15:34.000]  主耶穌作為活石就是工程當中最重要的部分
[00:15:34.000 --> 00:15:37.000]  既然祂是活石在工程當中祂就是最重要的部分
[00:15:37.000 --> 00:15:41.000]  而我們基督徒因為經常和基督相交
[00:15:41.000 --> 00:15:45.000]  既然我們基督徒經常要跟基督相交
[00:15:45.000 --> 00:15:52.000]  行事為人就越來越似主耶穌基督這個活石
[00:15:52.000 --> 00:15:56.000]  我們行事為人就應該越來越像主耶穌基督這塊活石
[00:15:56.000 --> 00:15:58.000]  而我們最終也都成為活石
[00:15:59.000 --> 00:16:00.000]  而我們最終也都成為活石
[00:16:00.000 --> 00:16:05.000]  但是我們這些跟隨基督的人雖然有充分的自由
[00:16:05.000 --> 00:16:10.000]  但是我們這些跟隨基督的人雖然是有充分的自由
[00:16:10.000 --> 00:16:15.000]  但是只有在基督真正的引導之下
[00:16:15.000 --> 00:16:20.000]  才可以一同被建造成為靈工
[00:16:20.000 --> 00:16:23.000]  但只有在基督一起的領導以下
[00:16:23.000 --> 00:16:26.000]  我們才可以一同的被建造成為靈工
[00:16:27.000 --> 00:16:29.000]  講起這個建造
[00:16:29.000 --> 00:16:34.000]  我記起我以前是做老師的時代
[00:16:34.000 --> 00:16:36.000]  就想起我以前是做老師的年代
[00:16:36.000 --> 00:16:41.000]  有一次我要負責督導一班學生在校園裏面
[00:16:41.000 --> 00:16:44.000]  去用磚砌一個花圃出來
[00:16:44.000 --> 00:16:47.000]  有一次我負責要指導一些學生
[00:16:47.000 --> 00:16:51.000]  他們用磚塊來做成一個花圃
[00:16:52.000 --> 00:17:00.000]  所以就用砌好的水泥和磚塊去砌一幢矮牆
[00:17:00.000 --> 00:17:09.000]  然後我們就用已經混好的水泥和磚塊去建一塊矮的小牆
[00:17:09.000 --> 00:17:12.000]  後來我才明白到一個道理
[00:17:12.000 --> 00:17:17.000]  就是不同的砌石方法會帶來截然不同的效果
[00:17:18.000 --> 00:17:27.000]  後來我們發現原來是用不一樣的方法排列磚塊會有不同的效果
[00:17:27.000 --> 00:17:31.000]  如果我們要砌牆砌得好的話
[00:17:31.000 --> 00:17:36.000]  例如我要去組牆壁做得好的話
[00:17:36.000 --> 00:17:43.000]  首先要批在磚上的水泥的份量一定要合適
[00:17:43.000 --> 00:17:46.000]  然後我們要放在磚塊上面的水泥
[00:17:47.000 --> 00:17:48.000]  份量一定要合適
[00:17:48.000 --> 00:17:50.000]  可能要砌得很好
[00:17:50.000 --> 00:17:52.000]  然後一定要砌得很好
[00:17:52.000 --> 00:17:56.000]  如果水太多的話水泥就會很軟就不行了
[00:17:56.000 --> 00:18:01.000]  如果水太多的話水泥就會變得很軟就不行了
[00:18:01.000 --> 00:18:07.000]  如果水泥太多或太少都會影響下一塊磚的高低
[00:18:07.000 --> 00:18:12.000]  水泥太多或太少也會影響到下一塊磚塊的高低
[00:18:13.000 --> 00:18:19.000]  弄得不好的話牆身就會不平就形成一個波浪形
[00:18:19.000 --> 00:18:24.000]  如果做得不好的話牆壁就會形成一個高低波浪形
[00:18:24.000 --> 00:18:31.000]  另一方面上層的磚要怎樣砌到下層呢?
[00:18:31.000 --> 00:18:35.000]  到底上層的磚要怎麼放在下一層的磚上面呢?
[00:18:35.000 --> 00:18:37.000]  我要做示範了
[00:18:37.000 --> 00:18:39.000]  那我就要做示範了
[00:18:39.000 --> 00:18:41.000]  這是一塊磚頭
[00:18:42.000 --> 00:18:46.000]  是一個弟兄姊妹送給我的
[00:18:46.000 --> 00:18:48.000]  我忘了是哪一位弟兄姊妹送給我的
[00:18:48.000 --> 00:18:50.000]  另外一塊磚頭也是送給我的
[00:18:50.000 --> 00:18:52.000]  另外一塊磚頭也是送給我的
[00:18:52.000 --> 00:18:54.000]  我忘記了不好意思
[00:18:54.000 --> 00:18:57.000]  那你砌的時候會不會這樣直砌上去呢?
[00:18:57.000 --> 00:19:00.000]  你把它放上去會不會垂直的這樣放上去呢?
[00:19:00.000 --> 00:19:02.000]  然後第三塊這樣放在這裡呢?
[00:19:02.000 --> 00:19:04.000]  第三塊就這樣放呢?
[00:19:04.000 --> 00:19:06.000]  一塊一塊這樣呢?
[00:19:06.000 --> 00:19:08.000]  你會發覺這裡很脆弱的
[00:19:08.000 --> 00:19:11.000]  你會發覺牆壁會很脆弱的
[00:19:12.000 --> 00:19:13.000]  因為這個位置呢
[00:19:13.000 --> 00:19:16.000]  這個磚的側邊的縫隙位置是最脆弱的
[00:19:16.000 --> 00:19:19.000]  因為這個中間他們的縫隙位置是最脆弱的
[00:19:19.000 --> 00:19:21.000]  如果每一個都是這樣砌的話
[00:19:21.000 --> 00:19:23.000]  就形成一個很脆弱的地方了
[00:19:23.000 --> 00:19:25.000]  如果說現在都是這樣子
[00:19:25.000 --> 00:19:27.000]  把它搭上去的話
[00:19:27.000 --> 00:19:29.000]  那個牆壁就會成為一個很脆弱的
[00:19:29.000 --> 00:19:31.000]  大家都會知道
[00:19:31.000 --> 00:19:33.000]  如果你要砌得是有力的
[00:19:33.000 --> 00:19:35.000]  就一定要放歪一點點的
[00:19:35.000 --> 00:19:37.000]  放是這樣的
[00:19:37.000 --> 00:19:39.000]  如果說大家知道要那個牆壁比較牢固的話
[00:19:39.000 --> 00:19:41.000]  一定要是這樣子放在中間
[00:19:42.000 --> 00:19:44.000]  會放是這樣的方法
[00:19:44.000 --> 00:19:47.000]  把它組合起來
[00:19:47.000 --> 00:19:51.000]  很辛苦
[00:19:51.000 --> 00:19:56.000]  因為廣東話是很難表達的
[00:19:56.000 --> 00:20:00.000]  翻做普通話是有困難的
[00:20:00.000 --> 00:20:02.000]  這個是語言上的差別
[00:20:02.000 --> 00:20:05.000]  所以容許我
[00:20:05.000 --> 00:20:08.000]  電視用廣東話的廣東話
[00:20:08.000 --> 00:20:11.000]  所以姚叔原諒我是用
[00:20:12.000 --> 00:20:13.000]  我堅持用廣東話來表達
[00:20:13.000 --> 00:20:17.000]  另外我們最重要一點
[00:20:17.000 --> 00:20:19.000]  還有最重要一點
[00:20:19.000 --> 00:20:23.000]  就是要用一條線來做準繩
[00:20:23.000 --> 00:20:25.000]  而且我們最重要是有一條線
[00:20:25.000 --> 00:20:28.000]  如果你砌磚不用一條線來做準繩
[00:20:28.000 --> 00:20:30.000]  保證你會變成一個彎形
[00:20:30.000 --> 00:20:33.000]  我們一定要用線來做一個準繩
[00:20:33.000 --> 00:20:35.000]  不然的話它就會變成一個彎形
[00:20:35.000 --> 00:20:37.000]  我不知道看看有沒有
[00:20:38.000 --> 00:20:43.000]  中間那條新的柱我原本是放了一條線
[00:20:43.000 --> 00:20:45.000]  在中間那個路軌上面
[00:20:45.000 --> 00:20:47.000]  你就會看到旁邊有一條線在那邊
[00:20:47.000 --> 00:20:49.000]  我覺得這個頂是彎的
[00:20:49.000 --> 00:20:52.000]  在我來看這個屋頂是一個
[00:20:52.000 --> 00:20:54.000]  所以我就拉了一條線
[00:20:54.000 --> 00:20:56.000]  是一個弧形來的
[00:20:56.000 --> 00:20:58.000]  所以我就拉一條線
[00:20:58.000 --> 00:21:00.000]  發覺中間是高了半吋的
[00:21:00.000 --> 00:21:02.000]  所以發覺這個假天花的頂
[00:21:02.000 --> 00:21:04.000]  中間是高了半吋
[00:21:04.000 --> 00:21:06.000]  比方說高了半吋
[00:21:07.000 --> 00:21:08.000]  如果你沒有準繩的話
[00:21:08.000 --> 00:21:10.000]  你一定砌得不好
[00:21:10.000 --> 00:21:12.000]  如果說你沒有這個準繩的話
[00:21:12.000 --> 00:21:14.000]  你一定是做得不好
[00:21:14.000 --> 00:21:17.000]  講理論是沒有用的
[00:21:17.000 --> 00:21:19.000]  說理論是沒有用的
[00:21:19.000 --> 00:21:21.000]  不難的
[00:21:21.000 --> 00:21:23.000]  是不難的
[00:21:23.000 --> 00:21:25.000]  但實際做是談何容易呢
[00:21:25.000 --> 00:21:27.000]  但是做的時候是談何容易呢
[00:21:27.000 --> 00:21:30.000]  那到最後呢
[00:21:30.000 --> 00:21:32.000]  由於我們不是熟手技工
