
[00:00:00.000 --> 00:00:04.360]  今天是Billy 和 Melanie 的大喜日子
[00:04:22.360 --> 00:04:24.960]  我想帶你們去看一段新約的聖經
[00:04:24.960 --> 00:04:28.080]  馬拉福音第六章第三十三節
[00:04:28.080 --> 00:04:33.560]  耶穌幫我們總結基督徒人生的方向的總綱
[00:04:33.560 --> 00:04:40.000]  你們要先求上帝的國和祂的兒
[00:04:40.000 --> 00:04:43.000]  你們要求上帝的國
[00:04:43.000 --> 00:04:44.200]  上帝的兒
[00:04:44.200 --> 00:04:46.080]  要做一個好的配偶
[00:04:46.080 --> 00:04:52.520]  就是要一加一大過二
[00:04:52.520 --> 00:04:56.880]  我想結過婚的弟兄姊妹都會有這樣的經驗
[00:04:56.880 --> 00:04:58.320]  就是婚姻
[00:04:58.320 --> 00:05:00.080]  尤其是基督徒的婚姻
[00:05:00.080 --> 00:05:03.880]  不單是一個加數,其實是一個乘數
[00:05:03.880 --> 00:05:06.320]  就以我自己為例
[00:05:06.320 --> 00:05:08.640]  今日你所認識的我
[00:05:08.640 --> 00:05:12.240]  其實大部份是出於我的太太
[00:05:12.240 --> 00:05:13.960]  她是我的multiplier
[00:05:13.960 --> 00:05:16.120]  她是我的放大器
[00:05:16.120 --> 00:05:22.000]  她令我對上帝的心放大了
[00:05:22.000 --> 00:05:26.640]  我太太不單止為我生養了三個兒女
[00:05:26.640 --> 00:05:32.520]  她還增大了、增強了我對基督福音的委心
[00:05:32.520 --> 00:05:36.880]  我對天國永恆的渴求
[00:05:36.880 --> 00:05:38.800]  而我希望在我的人生裏面
[00:05:38.800 --> 00:05:43.480]  我亦都成為我太太的增大器
[00:05:43.480 --> 00:05:47.600]  一加一要大過二
[00:05:47.600 --> 00:05:51.400]  這是上帝給我們的心願
[00:05:51.400 --> 00:05:55.240]  在這裏我都想藉此提醒我們當中一些
[00:05:55.240 --> 00:05:57.080]  年輕、單身的弟兄姊妹
[00:05:57.080 --> 00:06:00.360]  當你去選擇配偶的時候
[00:06:00.360 --> 00:06:02.600]  你要問你這個對象
[00:06:02.600 --> 00:06:04.240]  你這個男朋友、女朋友
[00:06:04.240 --> 00:06:09.000]  可不可以multiplier我對基督福音的委心
[00:06:09.000 --> 00:06:11.880]  我對天國永恆的渴求
[00:06:11.880 --> 00:06:13.920]  還是你這個對象
[00:06:13.920 --> 00:06:18.840]  其實是將你對上帝的熱情縮小了呢?
[00:06:18.840 --> 00:06:20.520]  你都要問一下你自己
[00:06:20.520 --> 00:06:28.400]  你可不可以擴大你男朋友、女朋友對上帝的熱誠
[00:06:28.400 --> 00:06:29.840]  回到我們這裏
[00:06:29.840 --> 00:06:32.240]  Billy 和 Melanie
[00:06:32.240 --> 00:06:34.640]  這是上帝對你們的呼召
[00:06:34.640 --> 00:06:36.280]  在這段婚姻裏面
[00:06:36.280 --> 00:06:39.680]  你們要彼此的擴大
[00:06:39.680 --> 00:06:42.400]  擴大對方對福音的委心
[00:06:42.400 --> 00:06:45.080]  對天國的渴求
[00:06:45.080 --> 00:06:47.680]  一加一要大過二
[00:06:47.680 --> 00:06:49.080]  必須要大過二
[00:06:49.080 --> 00:06:55.360]  這是基督徒婚姻的使命和目標
[00:06:55.360 --> 00:06:58.640]  我想帶大家回到亞當夏娃的故事
[00:06:58.640 --> 00:07:02.520]  也是整個人類的故事
[00:07:02.520 --> 00:07:04.800]  《創世紀》第二章第二十節
[00:07:04.800 --> 00:07:06.600]  「那人就給一切生畜
[00:07:06.600 --> 00:07:10.560]  天上的飛鳥、野地各樣的走獸都起了名
[00:07:10.560 --> 00:07:15.320]  只是亞當沒有找到一個配偶幫助他
[00:07:15.320 --> 00:07:17.240]  也會說上帝使他沉睡
[00:07:17.240 --> 00:07:18.520]  他就睡了
[00:07:18.520 --> 00:07:21.080]  於是取了他的一根肋骨
[00:07:21.080 --> 00:07:23.680]  又在原處把肉合起來
[00:07:23.680 --> 00:07:27.840]  上帝親自為亞當做一個合適他的配偶
[00:07:27.840 --> 00:07:32.560]  一個源出於他自己的配偶」
[00:07:32.560 --> 00:07:33.320]  第二十二節
[00:07:33.320 --> 00:07:36.840]  「然後說上帝就用那人身上所取的肋骨
[00:07:36.840 --> 00:07:38.760]  做了一個女人
[00:07:38.760 --> 00:07:40.400]  帶她到那人面前
[00:07:40.400 --> 00:07:41.440]  那人說
[00:07:41.440 --> 00:07:42.960]  『這是我骨中的骨
[00:07:42.960 --> 00:07:44.240]  肉中之肉
[00:07:44.240 --> 00:07:45.840]  可以稱她為女人
[00:07:45.840 --> 00:07:51.280]  因為她是從男人身上取出來的
[00:07:51.280 --> 00:07:55.040]  一個何等歡喜快樂的日子
[00:07:55.040 --> 00:07:56.440]  骨中之骨
[00:07:56.440 --> 00:07:57.920]  肉中之肉
[00:07:57.920 --> 00:08:03.080]  上帝不單止讓亞當夏娃結成夫婦共諧連理
[00:08:03.080 --> 00:08:04.040]  結婚之後
[00:08:04.040 --> 00:08:07.320]  上帝更讓他們住在一個地方
[00:08:07.320 --> 00:08:10.480]  一個叫伊甸花園的地方
[00:08:10.480 --> 00:08:12.080]  今天有人結婚了
[00:08:12.080 --> 00:08:17.680]  住錦繡花園、富豪花園、知庫花園
[00:08:17.680 --> 00:08:19.040]  但是在那一天
[00:08:19.040 --> 00:08:22.360]  上帝為亞當夏娃預備了一個安居的地方
[00:08:22.360 --> 00:08:24.080]  一個完美的花園
[00:08:24.080 --> 00:08:25.880]  叫做伊甸花園
[00:08:25.880 --> 00:08:29.080]  在那裏是喜樂之源
[00:08:29.080 --> 00:08:30.480]  伊甸的意思是喜樂
[00:08:30.480 --> 00:08:33.440]  是一個喜樂的源子
[00:08:33.440 --> 00:08:35.600]  於是當日雙喜臨門
[00:08:35.600 --> 00:08:36.800]  橋遷新居
[00:08:36.800 --> 00:08:39.120]  成家立業
[00:08:39.120 --> 00:08:41.440]  在這個喜樂的花園裏面
[00:08:41.440 --> 00:08:42.440]  亞當夏娃
[00:08:42.440 --> 00:08:43.680]  人類的始祖
[00:08:43.680 --> 00:08:44.920]  在一神之下
[00:08:44.920 --> 00:08:46.520]  萬物之上
[00:08:46.520 --> 00:08:49.920]  所有的事他們都可以享盡
[00:08:49.920 --> 00:08:52.080]  過著一個喜樂無憂
[00:08:52.080 --> 00:08:56.520]  令人羨慕的生活
[00:08:56.520 --> 00:08:57.600]  故事還未完
[00:08:57.600 --> 00:08:59.600]  剛剛開始
[00:08:59.600 --> 00:09:01.040]  第二十四節
[00:09:01.040 --> 00:09:02.800]  因此人要離開父母
[00:09:02.800 --> 00:09:05.280]  與妻子結合
[00:09:05.280 --> 00:09:06.920]  二人成為一體
[00:09:06.920 --> 00:09:09.760]  當時夫婦二人赤身露體
[00:09:09.760 --> 00:09:12.760]  並不覺得羞恥
[00:09:12.760 --> 00:09:14.720]  這兩節聖經
[00:09:14.720 --> 00:09:16.720]  你可能覺得有少少尷尬
[00:09:16.720 --> 00:09:19.480]  尤其是我們這些小朋友在這裏
[00:09:19.480 --> 00:09:22.560]  為何這本聖經會講這些東西呢
[00:09:22.560 --> 00:09:25.320]  我沒有時間和你詳細解釋
[00:09:25.320 --> 00:09:27.840]  這兩節聖經背後的道理
[00:09:27.840 --> 00:09:30.240]  但我想交代兩件事
[00:09:30.240 --> 00:09:31.720]  第一件事就是
[00:09:31.720 --> 00:09:34.960]  如果你有少許害羞的話
[00:09:34.960 --> 00:09:38.360]  這節聖經其實可以有另外一個翻譯
[00:09:38.360 --> 00:09:40.080]  你可以這樣翻譯
[00:09:40.080 --> 00:09:41.320]  好像聖經可以這樣說
[00:09:41.320 --> 00:09:44.240]  「當時二人健康快樂
[00:09:44.240 --> 00:09:47.000]  不需要戴口罩」
[00:09:47.000 --> 00:09:49.360]  你這樣翻譯就明白意思了
[00:09:49.360 --> 00:09:51.280]  第二件事我想你知道的
[00:09:51.280 --> 00:09:53.720]  就是《創世紀》第二章第二十五節
[00:09:53.720 --> 00:09:57.880]  其實是在預備我們進入第三章
[00:09:57.880 --> 00:10:00.600]  因為在第三章裏面
[00:10:00.600 --> 00:10:03.120]  黑夜將要來臨
[00:10:03.120 --> 00:10:04.440]  在第三章裏面
[00:10:04.440 --> 00:10:05.440]  如果你有讀過
[00:10:05.440 --> 00:10:07.240]  有聽過聖經故事的時候
[00:10:07.240 --> 00:10:10.720]  你知道有個墮落的天使叫撒旦
[00:10:10.720 --> 00:10:14.080]  他取了蛇的形象
[00:10:14.080 --> 00:10:17.760]  來引誘試探夏娃
[00:10:17.760 --> 00:10:23.840]  更使亞當整個人類陷於罪惡叛逆之中
[00:10:23.840 --> 00:10:29.240]  《創世紀》第三章第六節
[00:10:29.240 --> 00:10:32.560]  「於是女人見那棵樹躍人的眼目
[00:10:32.560 --> 00:10:34.240]  令人喜悅
[00:10:34.240 --> 00:10:35.360]  使人有智慧
[00:10:35.360 --> 00:10:39.400]  她就擲下吃了又吸了丈夫」
[00:10:39.400 --> 00:10:41.040]  吃了
[00:10:41.040 --> 00:10:44.400]  如果你記得之前上帝給了他們一個命令
[00:10:44.400 --> 00:10:47.160]  一個要求
[00:10:47.160 --> 00:10:48.240]  上帝說園中
[00:10:48.240 --> 00:10:51.440]  在伊甸園中所有的樹你都可以隨意吃
[00:10:51.440 --> 00:10:54.640]  只有一棵叫做知道善惡的樹
[00:10:54.640 --> 00:10:55.480]  你不可以吃
[00:10:55.480 --> 00:10:57.000]  因為你吃的日子
[00:10:57.000 --> 00:10:58.840]  你叛變的日子
[00:10:58.840 --> 00:11:01.920]  你必定會死
[00:11:01.920 --> 00:11:03.360]  上帝用了這個命令
[00:11:03.360 --> 00:11:04.880]  這棵樹來教導他們
[00:11:04.880 --> 00:11:08.320]  他們在世上的地位
[00:11:08.320 --> 00:11:09.640]  一神之下
[00:11:09.640 --> 00:11:10.760]  萬物之上
[00:11:10.760 --> 00:11:14.120]  上帝對他們多好
[00:11:14.120 --> 00:11:16.120]  然而他們不甘心
[00:11:16.120 --> 00:11:19.560]  他們聽了撒旦的大話
[00:11:19.560 --> 00:11:21.640]  上帝說你吃的日子你必定死
[00:11:21.640 --> 00:11:25.480]  撒旦說你不一定會死
[00:11:25.480 --> 00:11:27.480]  夏娃聽了撒旦的謊言
[00:11:27.480 --> 00:11:30.240]  夏娃又聽自己所創造出來的謊言
[00:11:30.240 --> 00:11:33.000]  就是吃了會使人有智慧
[00:11:33.000 --> 00:11:36.440]  其實信靠上帝才是智慧
[00:11:36.440 --> 00:11:38.280]  叛逆上帝
[00:11:38.280 --> 00:11:40.480]  只有是愚昧
[00:11:40.480 --> 00:11:42.680]  於是他們吃了
[00:11:42.680 --> 00:11:45.920]  他們反了叛了
[00:11:45.920 --> 00:11:49.080]  結果沒有換來多一些的喜樂
[00:11:49.080 --> 00:11:50.480]  多一些的智慧
[00:11:50.480 --> 00:11:55.280]  只有罪孽和羞恥
[00:11:55.280 --> 00:11:57.600]  《創世紀》第三章第七節這樣說
[00:11:57.600 --> 00:11:59.400]  他們二人的眼睛就開了
[00:11:59.400 --> 00:12:01.560]  知道自己赤身露體
[00:12:01.560 --> 00:12:04.080]  就偏激葉子
[00:12:04.080 --> 00:12:06.280]  造成了群子
[00:12:06.280 --> 00:12:08.000]  正如我之前有提過
[00:12:08.000 --> 00:12:08.720]  這段聖經
[00:12:08.720 --> 00:12:11.600]  這節聖經可以有另外一個翻譯
[00:12:11.600 --> 00:12:14.240]  頓時二人全身感到不適
[00:12:14.240 --> 00:12:19.360]  就馬上戴上口罩
[00:12:19.360 --> 00:12:21.720]  為何要戴口罩
[00:12:21.720 --> 00:12:26.440]  因為瘟疫已經進入了喜樂的原子
[00:12:26.440 --> 00:12:29.560]  其實戴口罩只是一種心理上的反應
[00:12:29.560 --> 00:12:34.800]  根本是沒有辦法阻止瘟疫的入侵
[00:12:34.800 --> 00:12:41.120]  這個瘟疫不是今日蔓延全球的COVID-19
[00:12:41.120 --> 00:12:42.280]  而是無孔不入
[00:12:42.280 --> 00:12:43.400]  無堅不摧
[00:12:43.400 --> 00:12:46.440]  百分百死亡率
[00:12:46.440 --> 00:12:52.480]  起初的原罪叫SIN00
[00:12:52.480 --> 00:12:55.000]  而通過了亞當的夏娃
[00:12:55.000 --> 00:12:58.320]  人類的始祖SIN00病毒
[00:12:58.320 --> 00:13:02.080]  流傳至今無一倖免
[00:13:02.080 --> 00:13:04.400]  聖經說:世人都犯了罪
[00:13:04.400 --> 00:13:06.000]  規缺了上帝的榮耀
[00:13:06.000 --> 00:13:11.680]  而罪的功架乃是死
[00:13:11.680 --> 00:13:15.600]  聖經再說:我著定命人人都有一死
[00:13:15.600 --> 00:13:19.360]  死後且有審判
[00:13:19.360 --> 00:13:21.600]  如果你有讀過聖經故事
[00:13:21.600 --> 00:13:23.440]  可能有人會說
[00:13:23.440 --> 00:13:25.520]  潘林牧師
[00:13:25.520 --> 00:13:27.880]  亞當夏娃那天沒有死
[00:13:27.880 --> 00:13:33.280]  聽說亞當還活了八百九百年才死
[00:13:33.280 --> 00:13:34.920]  為何上帝
[00:13:34.920 --> 00:13:36.440]  如何去明白上帝那句說話
[00:13:36.440 --> 00:13:41.440]  你吃的日子你必定死
[00:13:41.440 --> 00:13:48.760]  不知道你有沒有看過日本原子彈的紀錄片
[00:13:48.760 --> 00:13:51.440]  我小時候有看過這些紀錄片
[00:13:51.440 --> 00:13:52.280]  其實很可怕
[00:13:52.280 --> 00:13:59.200]  他說原子彈降到廣島長崎的時候
[00:13:59.200 --> 00:14:01.160]  如果你的原子彈從你的頭頂下來
[00:14:01.160 --> 00:14:02.000]  你當然死了
[00:14:02.000 --> 00:14:04.200]  但是有些人住得很遠的
[00:14:04.200 --> 00:14:05.680]  好幾英里以外
[00:14:05.680 --> 00:14:07.480]  甚至幾十里以外
[00:14:07.480 --> 00:14:10.080]  他沒有馬上死
[00:14:10.080 --> 00:14:12.200]  但是那天
[00:14:12.200 --> 00:14:13.560]  有些紀錄片記錄到
[00:14:13.560 --> 00:14:18.240]  有一個女士可能在家裡摺衣服
[00:14:18.240 --> 00:14:21.040]  突然有一陣風吹過來
[00:14:21.040 --> 00:14:23.000]  那陣風不是普通的風
[00:14:23.000 --> 00:14:25.480]  是輻射
[00:14:25.480 --> 00:14:29.400]  接著這位太太的嬰兒夭折
[00:14:29.400 --> 00:14:34.080]  有其他的太太生出的嬰兒
[00:14:34.080 --> 00:14:35.360]  有殘缺
[00:14:35.360 --> 00:14:36.680]  有很多其他的人
[00:14:36.680 --> 00:14:43.640]  大人、小孩全部開始有不同的癌症
[00:14:43.640 --> 00:14:48.240]  因為他們受到原子彈的輻射
[00:14:48.240 --> 00:14:50.560]  這個最恐怖的死亡
[00:14:50.560 --> 00:14:53.240]  是最帶來的死亡
[00:14:53.240 --> 00:14:54.720]  來無蹤去無跡
[00:14:54.720 --> 00:14:58.160]  無色無聲無味
[00:14:58.160 --> 00:15:01.080]  殺人於無形
[00:15:01.080 --> 00:15:04.080]  我們這裡所有人都會死
[00:15:04.080 --> 00:15:05.080]  好像大吉利是
[00:15:05.080 --> 00:15:07.440]  在這樣的日子裡面敢死
[00:15:07.440 --> 00:15:11.280]  但是這是最真實的事情
[00:15:11.280 --> 00:15:12.920]  我們這裡大大小小的人
[00:15:12.920 --> 00:15:17.400]  我們不知道你將來會有什麼成就
[00:15:17.400 --> 00:15:18.360]  但是我們知道一件事
[00:15:18.360 --> 00:15:20.040]  我們每個人都會死
[00:15:20.040 --> 00:15:21.520]  而我們死的時候
[00:15:21.520 --> 00:15:24.200]  我們都會有一張死亡證
[00:15:24.200 --> 00:15:25.320]  但是我們死亡證上
[00:15:25.320 --> 00:15:30.920]  沒有人會見到死因是罪
[00:15:30.920 --> 00:15:32.200]  然而罪
[00:15:32.200 --> 00:15:34.360]  我們和上帝的分離
[00:15:34.360 --> 00:15:36.320]  我們對上帝的叛逆
[00:15:36.320 --> 00:15:38.680]  是我們最終極的死因
[00:15:38.680 --> 00:15:40.800]  每一個人的死亡證上
[00:15:40.800 --> 00:15:43.040]  都應該大大字寫著
[00:15:43.040 --> 00:15:47.360]  罪
[00:15:47.360 --> 00:15:49.000]  你相不相信呢
[00:15:49.000 --> 00:15:51.880]  你相不相信你最終的死因
[00:15:51.880 --> 00:15:55.160]  不是某一種病
[00:15:55.160 --> 00:15:57.760]  而是罪
[00:15:57.760 --> 00:16:03.280]  我們要去哪裡找尋最終極的舊因
[00:16:03.280 --> 00:16:10.040]  我們怎麼可以從死咒當中去逃脫
[00:16:10.040 --> 00:16:12.240]  但我們去到耶穌基督
[00:16:12.240 --> 00:16:16.200]  由聖經的起頭跳到聖經的新約
[00:16:16.200 --> 00:16:19.440]  耶穌的出現由舊約到新約
[00:16:19.440 --> 00:16:22.560]  今天我們剛才讀過一個耶穌的故事
[00:16:22.560 --> 00:16:25.600]  讀了一個耶穌的第一個神蹟
[00:16:25.600 --> 00:16:28.080]  第一個神蹟重不重要
[00:16:28.080 --> 00:16:28.800]  當然重要
[00:16:28.800 --> 00:16:31.280]  不重要我為什麼會讀呢
[00:16:31.280 --> 00:16:34.200]  第一個神蹟是最重要的神蹟
[00:16:34.200 --> 00:16:36.320]  第一個神蹟是耶穌的成名作
[00:16:36.320 --> 00:16:39.080]  第一個神蹟是耶穌的代表作
[00:16:39.080 --> 00:16:40.320]  祂一鳴驚人
[00:16:40.320 --> 00:16:43.360]  祂一炮而紅
[00:16:43.360 --> 00:16:45.840]  第一個神蹟裡面耶穌做了些什麼
[00:16:45.840 --> 00:16:46.520]  我再問
[00:16:46.520 --> 00:16:48.600]  耶穌選擇做了些什麼
[00:16:48.600 --> 00:16:50.160]  祂不是做了些什麼那麼簡單
[00:16:50.160 --> 00:16:53.240]  耶穌可以選擇祂第一個神蹟
[00:16:53.240 --> 00:16:54.840]  祂喜歡行什麼神蹟都可以
[00:16:54.840 --> 00:16:56.440]  但是祂選擇了這個神蹟
[00:16:56.440 --> 00:16:58.920]  祂選擇了一個神蹟叫做
[00:16:58.920 --> 00:17:00.600]  以水變酒
[00:17:00.600 --> 00:17:03.120]  拯救瘟疫
[00:17:03.120 --> 00:17:09.720]  正如今天如果Melanie和Billy突然間走進來的時候
[00:17:09.720 --> 00:17:11.000]  沒有戒指
[00:17:11.000 --> 00:17:12.640]  耶穌幫他變回幾隻戒指
[00:17:12.640 --> 00:17:13.880]  十隻給你選擇
[00:17:13.880 --> 00:17:15.520]  可以嗎
[00:17:15.520 --> 00:17:17.280]  這個是不是耶穌所顯的神蹟
[00:17:17.280 --> 00:17:21.520]  很多人以為耶穌只是幫了他們一個大忙
[00:17:21.520 --> 00:17:24.880]  但這個不是故事想告訴我們
[00:17:24.880 --> 00:17:26.760]  故事說的不是一個普通的神蹟
[00:17:26.760 --> 00:17:28.040]  是一個天國的記號
[00:17:28.040 --> 00:17:29.720]  通過這個故事
[00:17:29.720 --> 00:17:33.640]  通過這個神蹟啟示了耶穌的使命
[00:17:33.640 --> 00:17:34.480]  天國的救人
[00:17:34.480 --> 00:17:37.400]  我想你和我一起去看看第六節
[00:17:37.400 --> 00:17:39.000]  《讓福音》第二章第六節
[00:17:39.000 --> 00:17:40.040]  它說
[00:17:40.040 --> 00:17:43.720]  照猶太人潔淨禮的規矩
[00:17:43.720 --> 00:17:45.520]  有石缸擺在那裡
[00:17:45.520 --> 00:17:51.040]  每口可以盛兩三桶水
[00:17:51.040 --> 00:17:55.680]  我們所信的耶穌是創造宇宙萬物的真神
[00:17:55.680 --> 00:17:57.360]  祂什麼都可以
[00:17:57.360 --> 00:18:00.160]  祂只要動一動手指尾
[00:18:00.160 --> 00:18:02.560]  祂可以變出酒桶
[00:18:02.560 --> 00:18:03.840]  酒瓶
[00:18:03.840 --> 00:18:04.480]  酒杯
[00:18:04.480 --> 00:18:05.560]  什麼都可以變
[00:18:05.560 --> 00:18:06.560]  但是為什麼
[00:18:06.560 --> 00:18:08.800]  你有沒有看到祂怎樣變那些酒出來
[00:18:08.800 --> 00:18:10.920]  祂不是隨便叮
[00:18:10.920 --> 00:18:12.200]  有很多個酒桶出來
[00:18:12.200 --> 00:18:13.800]  裡面有很多口的酒
[00:18:13.800 --> 00:18:20.560]  祂特意去用一些已經存在的缸
[00:18:20.560 --> 00:18:24.040]  裡面有潔淨禮用的水
[00:18:24.040 --> 00:18:26.840]  祂用那些水變成了酒
[00:18:26.840 --> 00:18:28.320]  為什麼多此一舉
[00:18:28.320 --> 00:18:30.240]  為什麼要做這個動作
[00:18:30.240 --> 00:18:32.480]  是不是環保呢
[00:18:32.480 --> 00:18:35.600]  是不是用得不好浪費呢
[00:18:35.600 --> 00:18:37.240]  當然不是
[00:18:37.240 --> 00:18:39.040]  耶穌在做的不是一個普通的神蹟
[00:18:39.040 --> 00:18:41.640]  是一個天國的記號
[00:18:41.640 --> 00:18:46.360]  耶穌要特意用猶太人潔淨的水變成了酒
[00:18:46.360 --> 00:18:47.920]  以致祂告訴我們
[00:18:47.920 --> 00:18:53.880]  祂所變出來的酒可以洗罪
[00:18:53.880 --> 00:18:56.920]  祂來是要給我們一種酒
[00:18:56.920 --> 00:18:58.600]  可以洗罪的酒
[00:18:58.600 --> 00:18:59.480]  耶穌是誰
[00:18:59.480 --> 00:19:02.440]  祂不是美酒先生
[00:19:02.440 --> 00:19:05.360]  祂是洗罪先生
[00:19:05.360 --> 00:19:09.560]  耶穌用了六口石缸裡面的水
[00:19:09.560 --> 00:19:12.880]  變成了六口石缸的酒有多少
[00:19:12.880 --> 00:19:16.920]  我們知道每一缸可能盛載120公升
[00:19:16.920 --> 00:19:17.800]  你想想那支
[00:19:17.800 --> 00:19:19.680]  你平時買的那些水
[00:19:19.680 --> 00:19:21.400]  一公升有120個
[00:19:21.400 --> 00:19:25.960]  總共加起來有720公升的美酒
[00:19:25.960 --> 00:19:28.560]  我們今天這裡不是很多人
[00:19:28.560 --> 00:19:29.200]  20個
[00:19:29.200 --> 00:19:30.000]  上面20個
[00:19:30.000 --> 00:19:30.800]  下面20個
[00:19:30.800 --> 00:19:33.600]  加起來100個都不夠
[00:19:33.600 --> 00:19:34.600]  喝到你醉
[00:19:34.600 --> 00:19:35.960]  喝到你死都可以
[00:19:35.960 --> 00:19:40.400]  耶穌變成了720公升的酒
[00:19:40.400 --> 00:19:41.400]  超級多的酒
[00:19:41.400 --> 00:19:44.560]  超級好的美酒
[00:19:44.560 --> 00:19:49.200]  超能洗罪的酒
[00:19:49.200 --> 00:19:50.960]  這麼多的酒
[00:19:50.960 --> 00:19:52.240]  從哪裡來的
[00:19:52.240 --> 00:19:55.160]  為什麼法寶這麼厲害
