
[00:00:00.000 --> 00:00:03.560]  現在的現代CGI特技非常之好
[00:08:27.720 --> 00:08:28.720]  不被愛
[00:08:28.720 --> 00:08:30.120]  被人欺負
[00:08:30.120 --> 00:08:31.400]  如果是這樣的話
[00:08:31.400 --> 00:08:32.880]  我們命中注定
[00:08:32.880 --> 00:08:34.920]  如果我們自己的自我形象是這樣
[00:08:34.920 --> 00:08:36.400]  我們命中注定
[00:08:36.400 --> 00:08:37.840]  就插進去了
[00:08:37.840 --> 00:08:39.240]  但不是的
[00:08:39.240 --> 00:08:43.280]  但如果大家很詳細地看大衛的人生
[00:08:43.280 --> 00:08:44.640]  大衛
[00:08:44.640 --> 00:08:45.360]  很奇怪
[00:08:45.360 --> 00:08:48.120]  大衛的自我形象是很正面的
[00:08:48.120 --> 00:08:50.200]  他的人生跟我們想的
[00:08:50.200 --> 00:08:51.320]  他一定會是這樣
[00:08:51.320 --> 00:08:52.920]  又不一樣的
[00:08:52.920 --> 00:08:56.640]  究竟大衛有什麼秘訣可以扭轉這個人生呢
[00:08:56.640 --> 00:08:59.640]  今天晚上我想跟大家說這三件事
[00:08:59.640 --> 00:09:01.720]  大衛有三個我看得見的
[00:09:01.720 --> 00:09:02.680]  大衛秘訣
[00:09:02.680 --> 00:09:04.680]  怎樣能夠扭轉他的人生呢
[00:09:04.680 --> 00:09:07.240]  他的自我形象本來應該是不好的
[00:09:07.240 --> 00:09:10.720]  但為什麼他有一個正面的自我形象
[00:09:10.720 --> 00:09:12.560]  他的人生會不一樣呢
[00:09:12.560 --> 00:09:16.040]  我覺得有三個秘訣
[00:09:16.040 --> 00:09:18.040]  大衛第一個秘訣是什麼呢
[00:09:18.040 --> 00:09:19.280]  第一個秘訣是
[00:09:19.280 --> 00:09:21.080]  不跟人比較
[00:09:21.080 --> 00:09:23.800]  等一會我們一起再看《撒慕爾記》上
[00:09:23.800 --> 00:09:25.200]  十七章
[00:09:25.200 --> 00:09:26.960]  三十八至三十九節
[00:09:26.960 --> 00:09:27.640]  等一會我們一起讀
[00:09:27.640 --> 00:09:28.920]  一二三
[00:09:28.920 --> 00:09:33.040]  蘇羅就把自己的戰衣給大衛穿上
[00:09:33.040 --> 00:09:35.800]  將銅盔給他戴上
[00:09:35.800 --> 00:09:38.120]  又給他穿上海甲
[00:09:38.120 --> 00:09:41.120]  大衛把刀跨在戰衣外
[00:09:41.120 --> 00:09:43.840]  是是能走不能走
[00:09:43.840 --> 00:09:46.640]  因為蘇來沒有穿慣
[00:09:46.640 --> 00:09:48.240]  就對蘇羅說
[00:09:48.240 --> 00:09:50.400]  我穿戴這些不能走
[00:09:50.400 --> 00:09:52.960]  因為蘇來沒有穿慣
[00:09:52.960 --> 00:09:55.640]  於是擲脫了
[00:09:55.640 --> 00:09:57.480]  蘇羅的盔甲
[00:09:57.480 --> 00:09:59.280]  蘇羅有多高呢
[00:09:59.280 --> 00:10:03.320]  蘇羅應該比我高一個半頭
[00:10:03.320 --> 00:10:04.240]  很高的人
[00:10:04.240 --> 00:10:05.760]  他穿的盔甲很大件
[00:10:05.760 --> 00:10:07.120]  很大隻
[00:10:07.120 --> 00:10:09.000]  但是大衛是一個矮子
[00:10:09.000 --> 00:10:10.160]  一個小朋友
[00:10:10.160 --> 00:10:11.520]  比小朋友好一點
[00:10:11.520 --> 00:10:13.520]  年輕的少年人
[00:10:13.520 --> 00:10:14.840]  身材不同
[00:10:14.840 --> 00:10:17.480]  蘇羅的盔甲是應該蘇羅穿的
[00:10:17.480 --> 00:10:19.440]  是不適合大衛穿的
[00:10:19.440 --> 00:10:21.920]  有一些簡家說
[00:10:21.920 --> 00:10:24.040]  如果你穿別人的盔甲
[00:10:24.040 --> 00:10:29.840]  就永遠沒有辦法擊敗自己生命裡的巨人
[00:10:29.840 --> 00:10:33.400]  其實神創造我們每一個人都很特別
[00:10:33.400 --> 00:10:34.880]  我們每一個人都不同
[00:10:34.880 --> 00:10:37.800]  你看看你旁邊那個
[00:10:37.800 --> 00:10:39.120]  他是跟你不同的
[00:10:39.120 --> 00:10:39.560]  為什麼
[00:10:39.560 --> 00:10:43.640]  因為神創造的我們每一個人都特別
[00:10:43.640 --> 00:10:44.960]  都special
[00:10:44.960 --> 00:10:46.800]  都有特點的
[00:10:46.800 --> 00:10:48.280]  每一個人都有他的長處
[00:10:48.280 --> 00:10:48.800]  換句話說
[00:10:48.800 --> 00:10:50.640]  蘇羅有自己的長處
[00:10:50.640 --> 00:10:53.000]  大衛也有自己的長處
[00:10:53.000 --> 00:10:57.880]  但是大衛不可以令自己跟蘇羅一樣
[00:10:57.880 --> 00:10:59.200]  我們為什麼會這樣
[00:10:59.200 --> 00:11:02.000]  因為我們習慣了跟別人比較
[00:11:02.000 --> 00:11:04.120]  如果比較好像比別人差
[00:11:04.120 --> 00:11:06.440]  就覺得自己不夠好
[00:11:06.440 --> 00:11:08.240]  於是在我們生命裡
[00:11:08.240 --> 00:11:11.120]  在我們人生裡就有很多很多的壓力
[00:11:11.120 --> 00:11:12.960]  但是慢慢當我們這樣做
[00:11:12.960 --> 00:11:16.360]  我們就慢慢離開了神創造你和我
[00:11:16.360 --> 00:11:19.160]  我們本來的樣式
[00:11:19.160 --> 00:11:20.440]  最大的問題是什麼
[00:11:20.440 --> 00:11:23.800]  你想將自己變成另外一個人
[00:11:23.800 --> 00:11:25.440]  你想copy那個人
[00:11:25.440 --> 00:11:28.080]  你要想跟他一樣看齊
[00:11:28.080 --> 00:11:32.000]  弟兄姊妹千萬不要跟別人比較
[00:11:32.000 --> 00:11:33.600]  我們彼此提醒
[00:11:33.600 --> 00:11:38.240]  你和我都千萬不要跟別人比較
[00:11:38.240 --> 00:11:39.720]  不要比較
[00:11:39.720 --> 00:11:42.880]  但是我們要做些什麼呢
[00:11:42.880 --> 00:11:45.200]  我剛才說神創造我們的時候
[00:11:45.200 --> 00:11:48.880]  已經將一些很特別的東西放在我們這裡
[00:11:48.880 --> 00:11:50.080]  我們要做的是什麼呢
[00:11:50.080 --> 00:11:52.840]  我們要發掘和發揮
[00:11:52.840 --> 00:11:55.640]  神放在你和我裡面的潛能
[00:11:55.640 --> 00:11:57.040]  那些潛質
[00:11:57.040 --> 00:11:58.520]  放在那些好的東西
[00:11:58.520 --> 00:12:00.240]  但是今天可能我們還沒看見
[00:12:00.240 --> 00:12:02.400]  但是讓我們一起去發掘
[00:12:02.400 --> 00:12:04.600]  去發揮神放在你和我
[00:12:04.600 --> 00:12:06.560]  大家都不同的可能
[00:12:06.560 --> 00:12:07.920]  很不同的特點
[00:12:07.920 --> 00:12:08.880]  一些的潛能
[00:12:08.880 --> 00:12:10.240]  一些的特質
[00:12:10.240 --> 00:12:11.800]  今天我們的神
[00:12:11.800 --> 00:12:15.520]  弟兄姊妹我們的神是一個超時空的神
[00:12:15.520 --> 00:12:17.320]  為什麼是超時空的神呢
[00:12:17.320 --> 00:12:19.040]  我們看見
[00:12:19.040 --> 00:12:21.800]  我看見祂可能看見今天的祂
[00:12:21.800 --> 00:12:24.000]  但是神看祂就不同了
[00:12:24.000 --> 00:12:25.720]  神看的祂不只是今天的祂
[00:12:25.720 --> 00:12:26.840]  是將來的祂
[00:12:26.840 --> 00:12:29.840]  換句話說我們的神是一個超時空的神
[00:12:29.840 --> 00:12:32.680]  可能今天你覺得自己不夠好
[00:12:32.680 --> 00:12:34.520]  自己一點都不行
[00:12:34.520 --> 00:12:37.160]  但是我們的神看你不只是今天的你
[00:12:37.160 --> 00:12:38.720]  是將來的你
[00:12:38.720 --> 00:12:40.040]  將來的你是怎樣
[00:12:40.040 --> 00:12:41.920]  是一個活在神的旨意裡面
[00:12:41.920 --> 00:12:43.560]  過著豐盛人生的你
[00:12:43.560 --> 00:12:45.760]  弟兄姊妹你有沒有想過
[00:12:45.760 --> 00:12:48.240]  我們的神對你和我
[00:12:48.240 --> 00:12:51.160]  都有我們想象不到的特別計劃
[00:12:51.160 --> 00:12:53.240]  當我們接受神的善恩
[00:12:53.240 --> 00:12:54.920]  當我們跟從神的時候
[00:12:54.920 --> 00:12:56.760]  上帝有一個很特別
[00:12:56.760 --> 00:12:58.800]  為你度身訂做的計劃給你
[00:12:58.800 --> 00:12:59.920]  今天你看不到
[00:12:59.920 --> 00:13:02.120]  但是神要我們要發掘
[00:13:02.120 --> 00:13:04.040]  以致我們發揮這些潛能
[00:13:04.040 --> 00:13:06.040]  發揮這些潛質
[00:13:06.040 --> 00:13:08.520]  在加拿大有一個少年人
[00:13:08.520 --> 00:13:10.760]  他的爸爸是一個木匠
[00:13:10.760 --> 00:13:12.880]  媽媽是一個家庭主婦
[00:13:12.880 --> 00:13:15.920]  這兩夫婦很勤力很勤奮儲錢
[00:13:15.920 --> 00:13:18.800]  希望供兒子讀大學
[00:13:18.800 --> 00:13:21.800]  但是在這個少年16歲的時候
[00:13:21.800 --> 00:13:25.720]  學校有一些智商的平衡
[00:13:25.720 --> 00:13:30.000]  有一天老師就找他爸爸媽媽來
[00:13:30.000 --> 00:13:31.800]  他說不好意思你的兒子
[00:13:31.800 --> 00:13:34.280]  經過我們很詳細的平衡
[00:13:34.280 --> 00:13:37.360]  你的兒子的智商是沒有辦法去應付
[00:13:37.360 --> 00:13:40.720]  也都不適合我們現在讀的課程
[00:13:40.720 --> 00:13:44.200]  因為父母一心想兒子讀大學
[00:13:44.200 --> 00:13:46.560]  他聽到這個消息就很失望
[00:13:46.560 --> 00:13:49.680]  但他心裡面仍然有一種信念
[00:13:49.680 --> 00:13:51.520]  就是上帝創造我們的兒子
[00:13:51.520 --> 00:13:53.000]  上帝創造我們
[00:13:53.000 --> 00:13:55.720]  一定會有一個很獨特的計劃給他
[00:13:55.720 --> 00:13:57.240]  我們不放棄
[00:13:57.240 --> 00:13:59.520]  我們繼續為我們的兒子去祈禱
[00:13:59.520 --> 00:14:01.640]  我很相信
[00:14:01.640 --> 00:14:05.120]  有一天神放在我們的兒子的潛能
[00:14:05.120 --> 00:14:07.000]  會發揮出來
[00:14:07.000 --> 00:14:10.200]  因為這樣的平衡
[00:14:10.200 --> 00:14:13.080]  這個少年就沒有辦法上學了
[00:14:13.080 --> 00:14:16.080]  在那個時候加拿大的經濟一般般
[00:14:16.080 --> 00:14:17.640]  經濟畢竟
[00:14:17.640 --> 00:14:19.920]  他沒有辦法找到一份長工
[00:14:19.920 --> 00:14:23.560]  於是這個少年唯有幫助一下
[00:14:23.560 --> 00:14:26.720]  那些鄰舍或者認識的那些人
[00:14:26.720 --> 00:14:28.160]  去修理他們的花園
[00:14:28.160 --> 00:14:31.400]  在外國有些屋有些花園
[00:14:31.400 --> 00:14:33.600]  前院後院有些草坪
[00:14:33.600 --> 00:14:35.480]  有些花園大家都想收拾一下
[00:14:35.480 --> 00:14:38.160]  於是這個少年就做一些臨時工
[00:14:38.160 --> 00:14:39.840]  幫人家剪一下花
[00:14:39.840 --> 00:14:41.160]  種一下草
[00:14:41.160 --> 00:14:45.160]  修理一下那個花園
[00:14:45.160 --> 00:14:47.880]  這個少年是很勤力去工作
[00:14:47.880 --> 00:14:51.360]  慢慢請他們的人就發現
[00:14:51.360 --> 00:14:56.440]  這個少年原來有些天分的
[00:14:56.440 --> 00:15:01.000]  原來他每一次收拾那些花都剪得特別漂亮
[00:15:01.000 --> 00:15:03.440]  他又出一些心思
[00:15:03.440 --> 00:15:04.120]  不如這樣
[00:15:04.120 --> 00:15:06.840]  我幫你這樣這樣這樣佈置一個花園
[00:15:06.840 --> 00:15:08.200]  這裡種這些東西
[00:15:08.200 --> 00:15:10.040]  那裡就放這些東西
[00:15:10.040 --> 00:15:12.560]  原來每個人都滿意
[00:15:12.560 --> 00:15:16.240]  那些色調大家配搭得非常好
[00:15:16.240 --> 00:15:17.440]  天衣無縫的
[00:15:17.440 --> 00:15:20.280]  於是每一個被他修剪過的花園
[00:15:20.280 --> 00:15:21.520]  打理過的花園
[00:15:21.520 --> 00:15:23.160]  每個人都覺得賞心悅目
[00:15:23.160 --> 00:15:25.720]  每個人都覺得好
[00:15:25.720 --> 00:15:29.440]  那時候這個少年經過
[00:15:29.440 --> 00:15:32.840]  當時那些外國的小鎮有市政廳
[00:15:32.840 --> 00:15:34.800]  他經過這個市政廳的後面
[00:15:34.800 --> 00:15:36.920]  他有空地在那裡
[00:15:36.920 --> 00:15:41.760]  他看到一片爛泥垃圾
[00:15:41.760 --> 00:15:44.400]  他想不到他站在他旁邊
[00:15:44.400 --> 00:15:45.600]  有個人也是看著
[00:15:45.600 --> 00:15:49.640]  原來這個人就是市政廳的參議員
[00:15:49.640 --> 00:15:51.480]  他跟這個參議員說
[00:15:51.480 --> 00:15:55.440]  我可不可以將這個垃圾場
[00:15:55.440 --> 00:15:57.800]  將它變成公園
[00:15:57.800 --> 00:16:00.440]  市政廳的議員說
[00:16:00.440 --> 00:16:01.680]  好啊好
[00:16:01.680 --> 00:16:02.760]  不過沒錢給你
[00:16:02.760 --> 00:16:04.480]  因為市政廳不夠錢
[00:16:04.480 --> 00:16:06.760]  那個少年人就傻了
[00:16:06.760 --> 00:16:08.360]  他說我不收錢
[00:16:08.360 --> 00:16:09.840]  不收錢?
[00:16:09.840 --> 00:16:10.920]  不收錢好啊
[00:16:10.920 --> 00:16:13.320]  那你隨便做吧
[00:16:13.320 --> 00:16:14.680]  他就真的做了
[00:16:14.680 --> 00:16:15.480]  過了兩天
[00:16:15.480 --> 00:16:17.400]  這個少年人就帶著他的工具
[00:16:17.400 --> 00:16:18.640]  帶著他的種子
[00:16:18.640 --> 00:16:19.680]  帶著他的肥料
[00:16:19.680 --> 00:16:21.240]  就開工了
