
[00:00:00.000 --> 00:00:02.660]  今年的講題
[00:02:13.180 --> 00:02:16.540]  祂說我們仍然帶著真誠的心來到面前
[00:02:16.540 --> 00:02:17.820]  去仰望上帝
[00:02:17.820 --> 00:02:20.020]  去說神我願意降伏於你
[00:02:20.020 --> 00:02:22.020]  並且我們就來到神面前
[00:02:22.020 --> 00:02:24.340]  原來從來不是靠我們可以去拆牆
[00:02:24.340 --> 00:02:26.860]  而是我們去藉著祂的恩典
[00:02:26.860 --> 00:02:28.540]  去領受生命的活水
[00:02:28.540 --> 00:02:30.140]  這個生命的活水是什麼呢
[00:02:30.140 --> 00:02:33.380]  就是從祂而來的溫柔謙卑
[00:02:33.380 --> 00:02:34.740]  讓我們一同起來
[00:02:34.740 --> 00:02:36.820]  我們再用何等恩典這首歌
[00:02:36.820 --> 00:02:39.020]  預備我們的心去領受神的話
[00:02:39.020 --> 00:02:40.820]  預祷上帝
[00:02:40.820 --> 00:02:42.580]  剛才說過今天的講題是
[00:02:42.580 --> 00:02:45.060]  當以基督耶穌的心為心
[00:02:45.060 --> 00:02:47.060]  今天的背誦金句很簡單
[00:02:47.060 --> 00:02:48.940]  就在前面加多兩個字
[00:02:48.940 --> 00:02:50.460]  就是「你們」
[00:02:50.460 --> 00:02:52.460]  所以我們先讀一讀今天的金句
[00:02:52.460 --> 00:02:53.700]  預備起
[00:02:53.700 --> 00:02:57.580]  你們當以基督耶穌的心為心
[00:02:57.580 --> 00:02:59.940]  如果我們看其他中文版本的譯法
[00:02:59.940 --> 00:03:02.340]  有一個讓我們更加明白
[00:03:02.340 --> 00:03:03.860]  什麼叫做耶穌基督的心呢
[00:03:03.860 --> 00:03:05.700]  就是說基督耶穌的意念
[00:03:05.700 --> 00:03:07.100]  要成為你們的意念
[00:03:07.100 --> 00:03:09.060]  如果用廣東話翻譯的話
[00:03:09.060 --> 00:03:11.540]  就是說耶穌想什麼你就想什麼
[00:03:11.540 --> 00:03:14.020]  請你現在先跟旁邊的人說
[00:03:14.020 --> 00:03:15.820]  耶穌想什麼你就想什麼
[00:03:15.820 --> 00:03:19.820]  沒錯了
[00:03:19.820 --> 00:03:21.100]  如果你剛才跟著說
[00:03:21.100 --> 00:03:22.780]  你就已經背了今天的經文了
[00:03:22.780 --> 00:03:24.620]  因為今天的經文就是這麼簡單
[00:03:24.620 --> 00:03:28.740]  你以基督耶穌的心為心
[00:03:28.740 --> 00:03:30.420]  基督耶穌的心為心
[00:03:30.420 --> 00:03:33.100]  如果是我們擦牆的心法的秘訣
[00:03:33.100 --> 00:03:34.180]  第一招是什麼呢
[00:03:34.180 --> 00:03:35.980]  我們一起讀一讀第一點
[00:03:35.980 --> 00:03:37.140]  預備起
[00:03:37.140 --> 00:03:38.780]  同心合二
[00:03:38.780 --> 00:03:39.740]  是福音
[00:03:39.740 --> 00:03:41.580]  原來我們有時候很簡單
[00:03:41.580 --> 00:03:44.900]  就是我們將焦點不要放在自己身上
[00:03:44.900 --> 00:03:46.980]  我們放清楚在福音上
[00:03:46.980 --> 00:03:49.180]  神給我們交付使命的時候
[00:03:49.180 --> 00:03:51.060]  我們將心不要放在自己身上
[00:03:51.060 --> 00:03:52.300]  拿出來的時候
[00:03:52.300 --> 00:03:54.380]  這些牆可以不拆而倒
[00:03:54.380 --> 00:03:56.300]  我們先讀頭四節的經文
[00:03:56.300 --> 00:03:57.500]  我們用啟用的方式
[00:03:57.500 --> 00:03:59.700]  藍色的字請大家跟我一起讀出
[00:03:59.700 --> 00:04:04.900]  所以在基督裡若有任何勸勉
[00:04:04.900 --> 00:04:06.980]  若有任何愛心的安慰
[00:04:06.980 --> 00:04:09.020]  若有任何聖靈的團契
[00:04:09.020 --> 00:04:11.460]  若有任何慈悲憐憫
[00:04:11.460 --> 00:04:14.020]  你們就要意念相同
[00:04:14.020 --> 00:04:15.500]  愛心相同
[00:04:15.500 --> 00:04:17.460]  有一致的心思
[00:04:17.460 --> 00:04:19.060]  一致的意念
[00:04:19.060 --> 00:04:21.780]  使我的喜樂得以滿足
[00:04:21.780 --> 00:04:23.780]  凡事不可自私自利
[00:04:23.780 --> 00:04:25.020]  不可貪圖虛榮
[00:04:25.020 --> 00:04:26.740]  只要心存謙卑
[00:04:26.740 --> 00:04:29.300]  各人看別人比自己強
[00:04:29.300 --> 00:04:32.100]  各人不要單顧自己的事
[00:04:32.100 --> 00:04:34.220]  也要顧別人的事
[00:04:34.220 --> 00:04:36.460]  有些人說肥辣比書可能是什麼呢?
[00:04:36.460 --> 00:04:39.100]  弟兄姊妹懂得背今句裡面
[00:04:39.100 --> 00:04:40.940]  最多出自肥辣比書的地方
[00:04:40.940 --> 00:04:42.460]  例如剛剛讀到
[00:04:42.460 --> 00:04:43.420]  經文教我們
[00:04:43.420 --> 00:04:45.380]  各有不要單顧自己的事
[00:04:45.380 --> 00:04:46.780]  下一句是什麼?
[00:04:46.780 --> 00:04:47.900]  也是要顧別人的事
[00:04:47.900 --> 00:04:49.060]  原來你發覺
[00:04:49.060 --> 00:04:51.380]  讀了你已經懂得背了
[00:04:51.380 --> 00:04:54.780]  我現在用的版本是和合本修訂版
[00:04:54.780 --> 00:04:58.140]  由於我經常說和合本已經是99年前的
[00:04:58.140 --> 00:04:58.660]  啊不是
[00:04:58.660 --> 00:05:00.060]  現在是100年前的日本
[00:05:00.060 --> 00:05:02.020]  因為是1919年所翻譯的
[00:05:02.020 --> 00:05:04.100]  所以他用的語文或者用字
[00:05:04.100 --> 00:05:06.340]  或者一些資料已經較為舊了
[00:05:06.340 --> 00:05:08.860]  所以我們有不同的中文版本
[00:05:08.860 --> 00:05:12.060]  感恩這二三十年其實有很多不同的中文版本
[00:05:12.060 --> 00:05:13.980]  和合本修訂版的好處就是
[00:05:13.980 --> 00:05:16.980]  既用一些新的字眼或者翻譯
[00:05:16.980 --> 00:05:18.620]  也盡量貼近和合本
[00:05:18.620 --> 00:05:20.980]  所以我們有時候讀背的時候
[00:05:20.980 --> 00:05:25.260]  就發覺和合本修訂版是更加容易一點
[00:05:25.260 --> 00:05:27.700]  因為我們也習慣了用和合本
[00:05:27.700 --> 00:05:29.820]  這段經文一開始是說什麼呢?
[00:05:29.820 --> 00:05:31.940]  他提到若有任何
[00:05:31.940 --> 00:05:32.580]  任何什麼?
[00:05:32.580 --> 00:05:33.980]  在基督裡面的勸勉
[00:05:33.980 --> 00:05:34.940]  愛心的安慰
[00:05:34.940 --> 00:05:35.740]  聖靈的團契
[00:05:35.740 --> 00:05:37.260]  以及慈悲憐憫
[00:05:37.260 --> 00:05:39.580]  大概愛心的安慰是什麼呢?
[00:05:39.580 --> 00:05:41.660]  語文本身也不是很清楚
[00:05:41.660 --> 00:05:42.860]  不過我們也知道
[00:05:42.860 --> 00:05:45.100]  我們很多時候說慈悲憐憫的時候
[00:05:45.100 --> 00:05:46.220]  這個字是形容什麼呢?
[00:05:46.220 --> 00:05:47.620]  形容父上帝是嗎?
[00:05:47.620 --> 00:05:49.740]  所以其實這裡一開始說什麼呢?
[00:05:49.740 --> 00:05:51.940]  他說我們大概都經歷過什麼呢?
[00:05:51.940 --> 00:05:53.140]  就是三一真神
[00:05:53.140 --> 00:05:55.060]  無論來自基督的勸勉
[00:05:55.060 --> 00:05:57.220]  來自上帝的那份憐憫
[00:05:57.220 --> 00:05:59.300]  或者來自聖靈的團契
[00:05:59.300 --> 00:06:00.340]  就是那個交通
[00:06:00.340 --> 00:06:01.980]  可能是我們的團契
[00:06:01.980 --> 00:06:03.620]  或者是和神之間的交往
[00:06:03.620 --> 00:06:05.900]  我們都經歷過神很多美善的恩典
[00:06:05.900 --> 00:06:08.700]  於是保羅在這裡繼續勸勉
[00:06:08.700 --> 00:06:10.460]  菲律賓教會說什麼呢?
[00:06:10.460 --> 00:06:11.860]  你們要意念相同
[00:06:11.860 --> 00:06:13.260]  就是你們要一樣的想法
[00:06:13.260 --> 00:06:16.220]  然後你們的愛心彼此對待的方法也要相同
[00:06:16.220 --> 00:06:17.700]  然後有一致的心思
[00:06:17.700 --> 00:06:18.820]  一致的意念
[00:06:18.820 --> 00:06:20.500]  在這裡
[00:06:20.500 --> 00:06:22.580]  相同和一致
[00:06:22.580 --> 00:06:24.260]  其實是很特別的
[00:06:24.260 --> 00:06:25.220]  為什麼這麼說呢?
[00:06:25.220 --> 00:06:27.820]  相同和一致的意思是一樣的嗎?
[00:06:27.820 --> 00:06:29.420]  一樣啊
[00:06:29.420 --> 00:06:30.020]  一樣啊
[00:06:30.020 --> 00:06:31.220]  相同不就是一致嗎?
[00:06:31.220 --> 00:06:32.100]  不過又不一樣啊
[00:06:32.100 --> 00:06:32.900]  為什麼呢?
[00:06:32.900 --> 00:06:34.900]  因為兩個字不一樣嘛
[00:06:34.900 --> 00:06:36.740]  那你意思是什麼呢?
[00:06:36.740 --> 00:06:38.300]  其實我想告訴你
[00:06:38.300 --> 00:06:41.260]  既然他要和教會說一的時候
[00:06:41.260 --> 00:06:45.180]  不如他在這裡四個字用同一個用字就可以了
[00:06:45.180 --> 00:06:46.780]  你要一什麼什麼
[00:06:46.780 --> 00:06:48.620]  或者你要全部相同就可以了
[00:06:48.620 --> 00:06:50.860]  但是就算在希臘文裡面
[00:06:50.860 --> 00:06:51.820]  他原本的用字
[00:06:51.820 --> 00:06:52.660]  這四組裡面
[00:06:52.660 --> 00:06:54.740]  他用了三個不同的字去說一
[00:06:54.740 --> 00:06:56.420]  那是什麼意思呢?
[00:06:56.420 --> 00:06:57.980]  就是說原來我們說一的時候
[00:06:57.980 --> 00:06:59.620]  有時候是在說不同的層面
[00:06:59.620 --> 00:07:00.660]  或者在說不同的東西
[00:07:00.660 --> 00:07:01.700]  一般我們說一
[00:07:01.700 --> 00:07:02.460]  就是什麼呢?
[00:07:02.460 --> 00:07:03.700]  就是畫一
[00:07:03.700 --> 00:07:06.500]  譬如我也曾經穿過制服上來
[00:07:06.500 --> 00:07:08.620]  你穿制服的人全部都要畫一
[00:07:08.620 --> 00:07:10.380]  校服的英文是什麼呢?
[00:07:10.380 --> 00:07:11.580]  Uniform
[00:07:11.580 --> 00:07:13.060]  每個人都一樣
[00:07:13.060 --> 00:07:15.100]  這個是一模一樣的意思
[00:07:15.100 --> 00:07:15.980]  不過
[00:07:15.980 --> 00:07:20.220]  正正他用文字表達就是他在說教會的一不是要畫一
[00:07:20.220 --> 00:07:23.420]  而是大概我們有時候說和而不同
[00:07:23.420 --> 00:07:26.820]  我們有時候會說多元而為一
[00:07:26.820 --> 00:07:27.620]  就是說
[00:07:27.620 --> 00:07:29.180]  如果用英文來講叫做
[00:07:29.180 --> 00:07:31.020]  Diversity in Unity
[00:07:31.020 --> 00:07:31.660]  OK
[00:07:31.660 --> 00:07:33.180]  就是說每個人不同
[00:07:33.180 --> 00:07:34.820]  也要走在一起
[00:07:34.820 --> 00:07:37.180]  所以我們很多時候就說合一
[00:07:37.180 --> 00:07:38.620]  最好的比喻是什麼呢?
[00:07:38.620 --> 00:07:39.540]  基督的身體
[00:07:39.540 --> 00:07:41.220]  我們是作為不同的肢體
[00:07:41.220 --> 00:07:42.420]  有人做手,有人做眼
[00:07:42.420 --> 00:07:43.660]  有人做耳,有人做腳
[00:07:43.660 --> 00:07:44.500]  每個人都不同
[00:07:44.500 --> 00:07:45.860]  但是我們都是一體的
[00:07:45.860 --> 00:07:47.700]  或者你讀到這裡的時候
[00:07:47.700 --> 00:07:48.620]  你就會問一個問題
[00:07:48.620 --> 00:07:50.180]  我們每個人在基督裡面
[00:07:50.180 --> 00:07:52.020]  在三一神裡面有不同的恩惠
[00:07:52.020 --> 00:07:53.140]  有不同的領袖
[00:07:53.140 --> 00:07:55.420]  我講我的,你講你的
[00:07:55.420 --> 00:07:56.380]  其實沒有問題的
[00:07:56.380 --> 00:07:56.940]  沒有衝突
[00:07:56.940 --> 00:07:59.540]  各自各個做多元化
[00:07:59.540 --> 00:08:00.940]  為什麼要一呢?
[00:08:00.940 --> 00:08:05.180]  這裡是二章的一到二節
[00:08:05.180 --> 00:08:07.380]  我不知道大家讀的時候有沒有留意
[00:08:07.380 --> 00:08:09.460]  二章一節一開始有一個連接詞
[00:08:09.460 --> 00:08:10.580]  那個連接詞是什麼呢?
[00:08:10.580 --> 00:08:12.500]  是所以
[00:08:12.500 --> 00:08:12.980]  是不是?
[00:08:12.980 --> 00:08:13.980]  什麼叫做所以?
[00:08:13.980 --> 00:08:17.180]  就是上面有些事情發生,所以要你這樣做
[00:08:17.180 --> 00:08:18.380]  這裡是二章
[00:08:18.380 --> 00:08:21.980]  比書一章一開始是說什麼呢?
[00:08:21.980 --> 00:08:23.780]  一章五節我們先讀一讀
[00:08:23.780 --> 00:08:24.980]  預備開始
[00:08:24.980 --> 00:08:28.380]  因為從頭一天直到如今
[00:08:28.380 --> 00:08:30.780]  你們都同心合意
[00:08:30.780 --> 00:08:32.180]  慶王復任
[00:08:32.180 --> 00:08:35.180]  什麼叫做從頭一天直到如今呢?
[00:08:35.180 --> 00:08:37.780]  如果你知道肥立比教會怎麼開始
[00:08:37.780 --> 00:08:39.380]  你就明白保羅說什麼
[00:08:39.380 --> 00:08:41.780]  所以當時肥立比教會的信眾其實知道的
[00:08:41.780 --> 00:08:44.580]  如果你回去看史坂傳第十六章
[00:08:44.580 --> 00:08:45.980]  你說十六章在哪裡?
[00:08:45.980 --> 00:08:46.780]  你不是很記得
[00:08:46.780 --> 00:08:49.580]  但是如果我跟你說馬其頓的呼聲
[00:08:49.580 --> 00:08:51.180]  或者馬其頓的異象
[00:08:51.180 --> 00:08:52.980]  知道我在說哪件事嗎?
[00:08:52.980 --> 00:08:54.380]  就是保羅的宣教團隊
[00:08:54.380 --> 00:08:55.780]  他們原本打算向北走的
[00:08:55.780 --> 00:08:58.180]  但是那一晚他們就看到異象
[00:08:58.180 --> 00:08:59.780]  就在馬其頓省那裡
[00:08:59.780 --> 00:09:01.980]  有一個人向他呼聲
[00:09:01.980 --> 00:09:03.180]  你過來這邊吧
[00:09:03.180 --> 00:09:05.980]  聖靈就停在禁止他們繼續向北走
[00:09:05.980 --> 00:09:06.980]  你就過去了
[00:09:06.980 --> 00:09:09.580]  由亞洲這邊就過去了歐洲那邊
[00:09:09.580 --> 00:09:13.980]  就是馬其頓省第一個城市
[00:09:13.980 --> 00:09:14.780]  就是哪個城市呢?
[00:09:14.780 --> 00:09:16.180]  就是肥立比城市
[00:09:16.180 --> 00:09:18.580]  保羅團隊他們宣教策略一向是這樣的
[00:09:18.580 --> 00:09:19.780]  先找格傑蘭
[00:09:19.780 --> 00:09:21.380]  什麼叫格傑蘭?
[00:09:21.380 --> 00:09:22.380]  其實我也不知道的
[00:09:22.380 --> 00:09:23.380]  因為我不是潮州人
[00:09:23.380 --> 00:09:24.580]  不過小時候就學了
[00:09:24.580 --> 00:09:25.380]  先找自己人
[00:09:25.380 --> 00:09:26.380]  找猶太人
[00:09:26.380 --> 00:09:27.780]  他們找猶太會堂
[00:09:27.780 --> 00:09:29.980]  但是原來那裡連猶太會堂都沒有
[00:09:29.980 --> 00:09:31.980]  就是因為是外邦人的聚居地
[00:09:31.980 --> 00:09:34.180]  於是他們就向外邦人傳福音
[00:09:34.180 --> 00:09:35.780]  然後有些人信了主
[00:09:35.780 --> 00:09:37.580]  他們又繼續傳福音的時候
[00:09:37.580 --> 00:09:41.780]  所以原來肥立比教會一開始就是由傳福音開始
[00:09:41.780 --> 00:09:43.380]  並且他們一直發展
[00:09:43.380 --> 00:09:45.180]  都是在做福音的工作
[00:09:45.180 --> 00:09:46.780]  所以就說從頭一天
[00:09:46.780 --> 00:09:49.580]  他們就是同心合意傳揚福音
[00:09:49.580 --> 00:09:50.580]  這裡是第五節
[00:09:50.580 --> 00:09:52.380]  大概如果你繼續看下去的時候
[00:09:52.380 --> 00:09:54.780]  福音這個字還出現了三四次
[00:09:54.780 --> 00:09:55.980]  保羅就繼續提了
[00:09:55.980 --> 00:09:57.780]  他就是正在一個什麼狀態
[00:09:57.780 --> 00:10:00.180]  為福音的緣故被困鎖
[00:10:00.180 --> 00:10:02.980]  我們那時候也被困鎖
[00:10:02.980 --> 00:10:04.980]  我們今天就說他在坐牢
[00:10:04.980 --> 00:10:07.780]  所以我不知道保羅有沒有記錯
[00:10:07.780 --> 00:10:09.380]  四封的監獄書信
[00:10:09.380 --> 00:10:11.180]  其中一封就是肥立比書
[00:10:11.180 --> 00:10:13.780]  為什麼我們知道叫做監獄書信呢
[00:10:13.780 --> 00:10:16.580]  就是因為我們看經文裡面的內容
[00:10:16.580 --> 00:10:17.380]  如果學術一點說
[00:10:17.380 --> 00:10:18.380]  我們叫內政
[00:10:18.380 --> 00:10:19.780]  有時候叫外政
[00:10:19.780 --> 00:10:20.980]  內容就是內政
[00:10:20.980 --> 00:10:22.180]  我們就可以推敲到
[00:10:22.180 --> 00:10:24.380]  原來保羅當時在坐牢的狀態
[00:10:24.380 --> 00:10:26.580]  於是原來保羅也是為了福音的緣故
[00:10:26.580 --> 00:10:27.580]  去坐牢的時候
[00:10:27.580 --> 00:10:28.780]  被捆綁的時候
[00:10:28.780 --> 00:10:30.580]  中間的我們略過了
[00:10:30.580 --> 00:10:31.980]  他就去到最後
[00:10:31.980 --> 00:10:32.780]  他就說什麼呢
[00:10:32.780 --> 00:10:34.780]  這一章最後他就提到
[00:10:34.780 --> 00:10:36.580]  他說最重要的是什麼呢
[00:10:36.580 --> 00:10:38.980]  我們從頭一天直到如今
[00:10:38.980 --> 00:10:41.380]  都是為了福音的緣故同心合意
[00:10:41.380 --> 00:10:42.780]  現在要怎麼樣呢
[00:10:42.780 --> 00:10:44.980]  他說你們行事為人
[00:10:44.980 --> 00:10:47.380]  與基督的福音相稱
[00:10:47.380 --> 00:10:48.380]  就是說什麼呢
[00:10:48.380 --> 00:10:50.380]  福音就是耶穌基督的好消息
[00:10:50.380 --> 00:10:52.180]  一方面我們正在做福音的工作
[00:10:52.180 --> 00:10:53.980]  但同時請你請一請
[00:10:53.980 --> 00:10:55.180]  究竟我們教會裡面
[00:10:55.180 --> 00:10:57.580]  或者我們個人的生命裡面
[00:10:57.580 --> 00:10:59.980]  我們跟福音放在天明裡面
[00:10:59.980 --> 00:11:01.380]  是不是都是平衡的
[00:11:01.380 --> 00:11:02.980]  還是不對等的呢
[00:11:02.980 --> 00:11:04.380]  他就問一問我們
[00:11:04.380 --> 00:11:05.380]  於是經文繼續讀下去
[00:11:05.380 --> 00:11:07.380]  就說無論我在不在你那裡也好
[00:11:07.380 --> 00:11:09.980]  只要我知道你們的境況是什麼
[00:11:09.980 --> 00:11:11.380]  你們同有一個心智
[00:11:11.380 --> 00:11:12.780]  你們能夠站立登位
[00:11:12.780 --> 00:11:14.180]  你們為齊心努力
[00:11:14.180 --> 00:11:15.380]  是什麼的緣故
[00:11:15.380 --> 00:11:19.180]  是為福音信仰的緣故
[00:11:19.180 --> 00:11:21.980]  那我就喜樂滿足了
[00:11:21.980 --> 00:11:24.180]  為什麼保羅要這麼強調
[00:11:24.180 --> 00:11:26.180]  大家在基督裡面
[00:11:26.180 --> 00:11:26.980]  剛才我們講過了
[00:11:26.980 --> 00:11:28.780]  在三一神裡面領受不同的恩惠
[00:11:28.780 --> 00:11:29.980]  但為什麼要這麼強調
[00:11:29.980 --> 00:11:32.380]  你們要為福音的緣故
[00:11:32.380 --> 00:11:34.180]  要同心合一努力呢
[00:11:34.180 --> 00:11:35.980]  這個原因紅色的字你看到
[00:11:35.980 --> 00:11:37.780]  當時可能面對的這些狀況
[00:11:37.780 --> 00:11:39.580]  是什麼狀況
[00:11:39.580 --> 00:11:41.780]  敵人的威脅
[00:11:41.780 --> 00:11:43.380]  菲勒比書說敵人的威脅
[00:11:43.380 --> 00:11:44.780]  究竟是在說什麼呢
[00:11:44.780 --> 00:11:46.180]  我們其實不是很清楚
[00:11:46.180 --> 00:11:47.380]  但是你回去看一下
[00:11:47.380 --> 00:11:48.580]  有可能提到
[00:11:48.580 --> 00:11:50.180]  在第三章裡面
[00:11:50.180 --> 00:11:52.580]  頭幾節裡面提到有一個狀況就是
[00:11:52.580 --> 00:11:53.980]  當時有些人
[00:11:53.980 --> 00:11:55.780]  極有可能是外邦人
[00:11:55.780 --> 00:11:56.580]  提到他們什麼
[00:11:56.580 --> 00:11:58.180]  他們妄自行覺
[00:11:58.180 --> 00:11:59.780]  什麼叫妄自行覺呢
[00:11:59.780 --> 00:12:01.780]  就是說他們按著自己
[00:12:01.780 --> 00:12:02.380]  他們信了耶穌
[00:12:02.380 --> 00:12:04.780]  可能見猶太人他們有覺禮
[00:12:04.780 --> 00:12:06.980]  於是按著他們自己的方法
[00:12:06.980 --> 00:12:08.180]  去行覺禮
[00:12:08.180 --> 00:12:10.180]  或者妄自行覺這個譯法可以
[00:12:10.180 --> 00:12:12.580]  來自亂覺自己
[00:12:12.580 --> 00:12:13.780]  不知道他怎麼覺
[00:12:13.780 --> 00:12:15.780]  不過我讀到這裡的時候我就覺得
[00:12:15.780 --> 00:12:17.180]  我不知道你們知不知道
[00:12:17.180 --> 00:12:18.980]  猶太人怎麼行覺禮
[00:12:18.980 --> 00:12:20.780]  你們知不知道什麼叫覺禮
[00:12:20.780 --> 00:12:21.780]  覺禮的意思就是
[00:12:21.780 --> 00:12:23.580]  將納約的記號
[00:12:23.580 --> 00:12:25.980]  是男性生殖器官前端的皮膚
[00:12:25.980 --> 00:12:26.580]  就是包皮
[00:12:26.580 --> 00:12:27.580]  OK 割掉
[00:12:27.580 --> 00:12:28.380]  是不是
[00:12:28.380 --> 00:12:30.180]  我心想你妄自行覺
[00:12:30.180 --> 00:12:31.180]  亂覺
[00:12:31.180 --> 00:12:32.780]  一會兒覺多了覺錯了
[00:12:32.780 --> 00:12:33.580]  不知道變了什麼
[00:12:33.580 --> 00:12:34.380]  是不是 OK
[00:12:34.380 --> 00:12:35.580]  但是
[00:12:35.580 --> 00:12:36.980]  經文也沒怎麼說
[00:12:36.980 --> 00:12:39.780]  但是他可能面對著當時教會一些
[00:12:39.780 --> 00:12:41.180]  奇怪的做法
[00:12:41.180 --> 00:12:41.780]  OK
[00:12:41.780 --> 00:12:43.380]  所以他說你們也有這樣的危險
[00:12:43.380 --> 00:12:44.180]  你們要提出
[00:12:44.180 --> 00:12:44.980]  另外
[00:12:44.980 --> 00:12:46.580]  會不會可能是第四章提到
[00:12:46.580 --> 00:12:47.380]  有兩個姐妹
[00:12:47.380 --> 00:12:48.580]  一個叫友阿爹
[00:12:48.580 --> 00:12:49.580]  一個叫秦都基
[00:12:49.580 --> 00:12:50.580]  他們不是很大問題
[00:12:50.580 --> 00:12:52.580]  不過他們侍奉上可能不是很協調
[00:12:52.580 --> 00:12:53.180]  所以
[00:12:53.180 --> 00:12:54.780]  都可能有些狀況發生了
[00:12:54.780 --> 00:12:56.180]  他們還沒發生之前
[00:12:56.180 --> 00:12:58.180]  私患於未然之前
[00:12:58.180 --> 00:12:58.780]  我們說
[00:12:58.780 --> 00:13:00.580]  於是就提醒一下他們
[00:13:00.580 --> 00:13:01.380]  不知道
[00:13:01.380 --> 00:13:03.580]  不過原來就是這樣的背景之下
[00:13:03.580 --> 00:13:06.180]  他就說原來我們一路去做神的工作
[00:13:06.180 --> 00:13:07.780]  一路去傳福音的時候
[00:13:07.780 --> 00:13:09.180]  原來那些圍牆很容易
[00:13:09.180 --> 00:13:11.580]  因為不同狀況就蓋了上來
[00:13:11.580 --> 00:13:12.380]  今天
[00:13:12.380 --> 00:13:14.180]  圍牆那些
[00:13:14.180 --> 00:13:16.180]  拆牆的方法第一個是什麼呢
[00:13:16.180 --> 00:13:16.780]  就是
[00:13:16.780 --> 00:13:18.380]  你要留心
[00:13:18.380 --> 00:13:20.580]  不要讓這些狀況發生
