
[00:00:00.000 --> 00:00:02.660]  我們今天如果按照你的讀經計劃
[00:04:25.920 --> 00:04:27.780]  而我眼中看為惡的事
[00:04:27.780 --> 00:04:33.460]  那個呼喊仍然都是主要你要給我們一個君王
[00:04:33.460 --> 00:04:37.340]  這個君王也是出於大衛之後
[00:04:37.340 --> 00:04:39.000]  不過就不是所羅門
[00:04:39.000 --> 00:04:43.180]  因為我們今天會說所羅門的墜落
[00:04:43.180 --> 00:04:46.720]  當然如果你還記得我們之前幾個星期
[00:04:46.720 --> 00:04:48.720]  都在看《薩姆二記》
[00:04:48.720 --> 00:04:51.880]  《薩姆二記》我們給的總題是
[00:04:51.880 --> 00:04:54.220]  「永約上主薩姆君王」
[00:04:54.220 --> 00:04:55.180]  所以你給了一個約
[00:04:55.180 --> 00:04:58.640]  這個約是整個《薩姆二記》的中心
[00:04:58.640 --> 00:05:01.100]  《薩姆二記》裡面講的是三個君王的故事
[00:05:01.100 --> 00:05:05.700]  所羅、大衛其實兩個都不是最後上帝所揀選的君王
[00:05:05.700 --> 00:05:11.580]  第三個君王是指向大衛的子孫耶穌基督等等
[00:05:11.580 --> 00:05:14.860]  我還在思想這個
[00:05:14.860 --> 00:05:17.980]  昨天講了這個海報
[00:05:17.980 --> 00:05:20.300]  去到獵王記我會怎麼做
[00:05:20.300 --> 00:05:23.880]  我現在還在思量的階段
[00:05:23.880 --> 00:05:27.140]  看看下個星期可不可以和大家分享
[00:05:27.140 --> 00:05:30.840]  我想和你看《獵王記》
[00:05:30.840 --> 00:05:35.720]  《獵王記》上我先和你看第二章1至4節
[00:05:35.720 --> 00:05:38.660]  大衛的死期臨近了
[00:05:38.660 --> 00:05:42.120]  就吩咐他的兒子所羅門說
[00:05:42.120 --> 00:05:46.840]  我要走世人必走的路掉
[00:05:46.840 --> 00:05:51.480]  如果你從《薩姆二記》下開始
[00:05:51.480 --> 00:05:54.180]  你會發覺大衛都是走在下坡的
[00:05:54.180 --> 00:05:55.680]  雖然死得這麼大
[00:05:55.680 --> 00:06:01.060]  其實你會發覺他的王朝本身都是很shaky的
[00:06:01.060 --> 00:06:05.520]  你會發覺好像我們已經開始等待一個
[00:06:05.520 --> 00:06:07.400]  另外一個君王的來臨
[00:06:07.400 --> 00:06:09.900]  這個君王會不會是所羅門呢?
[00:06:09.900 --> 00:06:13.020]  大衛走的時候他被所羅門勸告
[00:06:13.020 --> 00:06:16.780]  就看到很多《新領記》的影子
[00:06:16.780 --> 00:06:19.760]  和《約書亞記》的影子
[00:06:19.760 --> 00:06:22.200]  你當江強作大將軍
[00:06:22.200 --> 00:06:24.740]  江強這個就是《約書亞記》的來臨
[00:06:24.740 --> 00:06:27.260]  遵守耶和華你上帝所吩咐的
[00:06:27.260 --> 00:06:29.780]  這些是非常之《新領記》
[00:06:29.780 --> 00:06:33.740]  照著摩西律法上所寫的行耶華的道
[00:06:33.740 --> 00:06:36.340]  謹守他的律例
[00:06:36.340 --> 00:06:37.840]  誡命典章法道
[00:06:37.840 --> 00:06:40.240]  這些完全是《新領記》的東西
[00:06:40.240 --> 00:06:42.660]  好讓你無論做什麼
[00:06:42.660 --> 00:06:46.240]  不拘往何處去進都亨通
[00:06:46.240 --> 00:06:48.060]  《約書亞記》第一章第8節
[00:06:48.060 --> 00:06:52.580]  所有的東西都是在說這個
[00:06:52.580 --> 00:06:56.040]  回到前面叫他要怎麼做一個君王
[00:06:56.040 --> 00:07:04.080]  要按照上帝的律例去做一個好的君王
[00:07:04.080 --> 00:07:05.500]  如果你做完這些東西
[00:07:05.500 --> 00:07:08.940]  如果你是緊緊跟隨耶和華的話
[00:07:08.940 --> 00:07:12.540]  必成就他所說關於我的話
[00:07:12.540 --> 00:07:16.440]  這個已經是在說上帝和他的允許
[00:07:16.440 --> 00:07:17.360]  君王的允許
[00:07:17.360 --> 00:07:20.560]  你只宣約謹慎自己的行為
[00:07:20.560 --> 00:07:25.040]  盡心盡意,憑信實,行在我面前
[00:07:25.040 --> 00:07:28.920]  就不斷有人坐在以色列的王位
[00:07:28.920 --> 00:07:34.040]  這個指回前面《撒姆爾記》下第七章裡面
[00:07:34.040 --> 00:07:35.840]  君王的允許
[00:07:35.840 --> 00:07:39.380]  我們現在想就是大衛傳位給所羅門
[00:07:39.380 --> 00:07:43.300]  會不會所羅門就可以成就到這件事呢?
[00:07:43.300 --> 00:07:47.560]  當你歲數滿足與你祖先同歲的時候
[00:07:47.560 --> 00:07:51.640]  我必使你生所生的後裔接觸你
[00:07:51.640 --> 00:07:54.200]  我也必堅定他的國
[00:07:54.200 --> 00:07:56.360]  這個後裔是誰接觸你
[00:07:56.360 --> 00:08:00.280]  最自然的可能你馬上會想到
[00:08:00.280 --> 00:08:06.040]  所羅門他必為我的名建造奠與
[00:08:06.040 --> 00:08:07.760]  建造奠與
[00:08:07.760 --> 00:08:14.500]  由此所羅門我必堅定他國道的王位
[00:08:14.500 --> 00:08:19.680]  又好像很好,因為所羅門好像那個國道都挺好
[00:08:19.680 --> 00:08:23.000]  但是最後那句來了,直到永遠
[00:08:23.000 --> 00:08:28.160]  這個王位這個國道會是直到永遠
[00:08:28.160 --> 00:08:29.560]  是不是所羅門呢?
[00:08:29.560 --> 00:08:31.760]  當然簡單來說我們都知道的
[00:08:31.760 --> 00:08:35.660]  你看下去整本舊約或者去到新約你就知道
[00:08:35.660 --> 00:08:38.520]  其實就不是所羅門,而是主耶穌基督
[00:08:38.520 --> 00:08:43.240]  我想帶你去看所羅門的墜落
[00:08:43.240 --> 00:08:47.460]  剛才你記得大衛去到第二章他就死了
[00:08:47.460 --> 00:08:49.960]  就是獵王紀上第二章
[00:08:49.960 --> 00:08:54.940]  他死的時候他就已經叫所羅門醒醒定定
[00:08:54.940 --> 00:08:59.140]  所羅門我們都聽過某些故事
[00:08:59.140 --> 00:09:01.160]  譬如他要求上帝獨自位
[00:09:01.160 --> 00:09:04.140]  好像都很正面,我們都很想很正面去看
[00:09:04.140 --> 00:09:06.440]  但是其實在第三章開始
[00:09:06.440 --> 00:09:09.100]  你已經發現所羅門不是很笨的
[00:09:09.100 --> 00:09:14.480]  他已經是有一些很不妥的地方
[00:09:14.480 --> 00:09:16.880]  所羅門第三章第一節
[00:09:16.880 --> 00:09:22.040]  與埃及王法老結親,娶了法老的女兒
[00:09:22.040 --> 00:09:27.760]  接她進入大衛城,直等到見完了自己的公和
[00:09:27.760 --> 00:09:32.320]  耶和華的殿,以及耶路撒冷周圍的城牆
[00:09:32.320 --> 00:09:34.000]  他暫時讓她先住著
[00:09:34.000 --> 00:09:43.420]  因為其實他不太想法老的女兒住在耶和華的城裡面
[00:09:43.420 --> 00:09:47.380]  我想他遲些幫她建一個宮,搬她出去
[00:09:47.380 --> 00:09:49.120]  但是問題就是這樣
[00:09:49.120 --> 00:09:53.900]  他為了要在政治上有一種結盟
[00:09:53.900 --> 00:09:56.680]  他就又去挑起埃及
[00:09:56.680 --> 00:09:59.080]  所以我說他出不了埃及的問題就是這樣
[00:09:59.080 --> 00:10:01.460]  這個是他很大的問題
[00:10:01.460 --> 00:10:07.700]  你講到他大興土木,他建造兩樣東西
[00:10:07.700 --> 00:10:10.240]  很出名,我們經常都會說
[00:10:10.240 --> 00:10:13.000]  所羅門很出名是建什麼呢?
[00:10:13.000 --> 00:10:16.440]  他就是建上帝的聖殿
[00:10:16.440 --> 00:10:18.740]  但是你看到這裡的時候,你會發覺
[00:10:18.740 --> 00:10:21.900]  他在未建上帝聖殿之前
[00:10:21.900 --> 00:10:24.740]  又或者是他建完上帝之前
[00:10:24.740 --> 00:10:28.260]  或者建的同時,他在做另外一樣東西
[00:10:28.260 --> 00:10:37.140]  他原來是在建他自己的宮殿的
[00:10:37.140 --> 00:10:39.940]  我想看你繼續讀下去的時候
[00:10:39.940 --> 00:10:42.720]  其實那個作者,我們不知道哪個是作者
[00:10:42.720 --> 00:10:44.800]  聶王紀相的作者
[00:10:44.800 --> 00:10:50.000]  是特意去對比他的宮殿和耶和華的殿
[00:10:50.000 --> 00:10:52.340]  聶王紀相第六章講到
[00:10:52.340 --> 00:10:56.480]  所羅門去建造上帝耶和華的殿
[00:10:56.480 --> 00:10:58.620]  你可以說是建得很漂亮的
[00:10:58.620 --> 00:11:01.280]  以色列人出埃及後480年
[00:11:01.280 --> 00:11:04.120]  所羅門作以色列皇帝四年二月
[00:11:04.120 --> 00:11:06.900]  他開工建造耶和華的殿
[00:11:06.900 --> 00:11:11.580]  到十一年布立月至八月
[00:11:11.580 --> 00:11:17.700]  殿和一切屬殿的都按著上帝的樣式造成
[00:11:17.700 --> 00:11:18.700]  非常之好
[00:11:18.700 --> 00:11:21.020]  他建殿共用了七年
[00:11:21.020 --> 00:11:23.980]  七年都是一個頗大的project
[00:11:23.980 --> 00:11:27.500]  我們都說所羅門起初的殿是很徬徨
[00:11:27.500 --> 00:11:31.860]  非常之靈的、徬徨等等
[00:11:31.860 --> 00:11:34.700]  但是你如果繼續看下去
[00:11:34.700 --> 00:11:35.940]  看第七章的時候
[00:11:35.940 --> 00:11:37.880]  你發現有個對比出來了
[00:11:37.880 --> 00:11:41.300]  所羅門為自己建造殿宇
[00:11:41.300 --> 00:11:42.340]  多少年了?
[00:11:42.340 --> 00:11:47.640]  十三年方才建成整座宮殿
[00:11:47.640 --> 00:11:50.420]  問題來了,究竟他建了十三年
[00:11:50.420 --> 00:11:54.960]  是因為自己的殿沒有所謂,慢慢建
[00:11:54.960 --> 00:11:57.360]  耶和華的殿還要快快建
[00:11:57.360 --> 00:12:00.260]  還是因為他自己的殿其實
[00:12:00.260 --> 00:12:04.620]  更加比耶和華的殿更加貴重
[00:12:04.620 --> 00:12:08.860]  或者更加堂皇、更加榮耀
[00:12:08.860 --> 00:12:11.100]  於是更加大了當然
[00:12:11.100 --> 00:12:13.120]  以至他建了十三年
[00:12:13.120 --> 00:12:14.760]  你自己都知道了
[00:12:14.760 --> 00:12:17.560]  但他不單只是建自己的殿
[00:12:17.560 --> 00:12:22.340]  他說所羅門又為所取法老的女兒建造一座宮
[00:12:22.340 --> 00:12:25.040]  建造方式與這庭一樣
[00:12:25.040 --> 00:12:26.540]  這個庭就是在前面
[00:12:26.540 --> 00:12:30.300]  就是跟自己的宮殿是差不多的
[00:12:30.300 --> 00:12:31.760]  嘩!很厲害
[00:12:31.760 --> 00:12:33.340]  是不是因為這樣建了十三年
[00:12:33.340 --> 00:12:34.040]  我不知道
[00:12:34.040 --> 00:12:36.240]  還是說其實他自己建了十三年
[00:12:36.240 --> 00:12:37.800]  另外那個又要建十三年
[00:12:37.800 --> 00:12:38.560]  I don't know (我不知道)
[00:12:38.560 --> 00:12:40.540]  但是你已經開始發覺
[00:12:40.540 --> 00:12:43.880]  其實所羅門是大勢超來的
[00:12:43.880 --> 00:12:47.700]  他不是說幫耶和華建殿很好
[00:12:47.700 --> 00:12:50.120]  自己的建築建得更大
[00:12:50.120 --> 00:12:51.360]  有時我們都會說
[00:12:51.360 --> 00:12:53.260]  某人在教會捐了很多錢
[00:12:53.260 --> 00:12:55.420]  但是他自己保留回來
[00:12:55.420 --> 00:12:58.300]  自己享受那一刻更厲害
[00:12:58.300 --> 00:13:01.960]  你會發現這個人其實不是真正的心取向
[00:13:01.960 --> 00:13:03.220]  所以我們今天說
[00:13:03.220 --> 00:13:04.520]  如果有人說
[00:13:04.520 --> 00:13:06.940]  所羅門都是認識上帝的人
[00:13:06.940 --> 00:13:10.300]  通常都是要假設一件事
[00:13:10.300 --> 00:13:13.840]  就是他年紀老邁的時候是有迴轉的
[00:13:13.840 --> 00:13:15.600]  通常就是看傳道書
[00:13:15.600 --> 00:13:17.400]  如果不是就這樣看
[00:13:17.400 --> 00:13:20.360]  他不是一件好事
[00:13:20.360 --> 00:13:24.880]  我想給你看看一個聖經學者做的一些研究
[00:13:24.880 --> 00:13:33.220]  就是他在研究整個獵王記的架構
[00:13:33.220 --> 00:13:38.340]  有聖經學者就畫了一個1-11章的架構
[00:13:38.340 --> 00:13:39.360]  獵王記上
[00:13:39.360 --> 00:13:44.480]  Solomon's Narrative in Kings 在獵王記裏面
[00:13:44.480 --> 00:13:45.620]  特別是關於所羅門
[00:13:45.620 --> 00:13:47.080]  因為之後所羅門死了
[00:13:47.080 --> 00:13:47.740]  不用理了
[00:13:47.740 --> 00:13:49.280]  就是1-11章
[00:13:49.280 --> 00:13:50.920]  他很棒
[00:13:50.920 --> 00:13:55.240]  他畫了一個ABCDEF
[00:13:55.240 --> 00:14:01.300]  E' D' C' B' A' 的一個架構
[00:14:01.300 --> 00:14:05.760]  這些叫做前後對應線型結構
[00:14:05.760 --> 00:14:09.400]  你看到永遠最重要的就是中間那個
[00:14:09.400 --> 00:14:11.000]  通常是單數的
[00:14:11.000 --> 00:14:11.920]  中間那個是什麼呢?
[00:14:11.920 --> 00:14:12.800]  是F
[00:14:12.800 --> 00:14:13.700]  F是說什麼?
[00:14:13.700 --> 00:14:16.240]  Palace Pharaoh's Daughter
[00:14:16.240 --> 00:14:17.160]  中間說什麼?
[00:14:17.160 --> 00:14:21.960]  是說他自己建自己的宮殿
[00:14:21.960 --> 00:14:26.760]  和為法老女兒所建的東西
[00:14:26.760 --> 00:14:28.540]  當你這樣去看的時候
[00:14:28.540 --> 00:14:32.960]  我叫這個這樣的架構叫做主寵禮米
[00:14:32.960 --> 00:14:36.360]  就是告訴你這個人還是不行
[00:14:36.360 --> 00:14:40.640]  如果你想說所羅門就是上帝所允許的
[00:14:40.640 --> 00:14:44.420]  你會將聖殿的建立放在中間
[00:14:44.420 --> 00:14:45.460]  放在架構中間
[00:14:45.460 --> 00:14:49.100]  但中間你會發覺其實不是聖殿
[00:14:49.100 --> 00:14:54.400]  而是原來所羅門王的中心是什麼呢?
[00:14:54.400 --> 00:14:56.400]  是他自己的殿
[00:14:56.400 --> 00:14:57.880]  這個當然對我們
[00:14:57.880 --> 00:14:59.740]  如果你要馬上應用的時候
[00:14:59.740 --> 00:15:00.840]  都是很大的挑戰
[00:15:00.840 --> 00:15:03.320]  但我不想你馬上去應用自己
[00:15:03.320 --> 00:15:04.800]  你要知道
[00:15:04.800 --> 00:15:07.800]  從薩姆爾記開始到現在
[00:15:07.800 --> 00:15:10.080]  我們都是在問究竟那個
[00:15:10.080 --> 00:15:12.040]  允許之子是誰?
[00:15:12.040 --> 00:15:14.040]  允許的君王是誰?
[00:15:14.040 --> 00:15:18.280]  薩姆爾記在說兩個君王的上升和下墜
[00:15:18.280 --> 00:15:21.760]  我想你現在都大概可以加上所羅門下去
[00:15:21.760 --> 00:15:23.060]  其實為什麼我說
[00:15:23.060 --> 00:15:27.240]  我這個架構叫做所羅門的墜落
[00:15:27.240 --> 00:15:32.040]  很明顯它升得快下得快
[00:15:32.040 --> 00:15:34.200]  原來薩姆爾記加上這個
[00:15:34.200 --> 00:15:37.500]  你可以說是三個君王的上升與墜落
[00:15:37.500 --> 00:15:38.800]  當然大衛悔改了
[00:15:38.800 --> 00:15:40.220]  我就不是很肯定
[00:15:40.220 --> 00:15:42.220]  究竟所羅門會不會悔改
[00:15:42.220 --> 00:15:44.940]  但是無論如何撐起整本書
[00:15:44.940 --> 00:15:48.960]  無論是薩姆爾或者是聶王記的書
[00:15:48.960 --> 00:15:52.760]  都是上帝的允許
[00:15:52.760 --> 00:15:56.680]  我們還在等待大衛之子來統管世界
[00:15:56.680 --> 00:15:59.040]  這個當然是主耶穌基督
[00:15:59.040 --> 00:16:02.360]  在這個聖誕節
[00:16:02.360 --> 00:16:04.560]  普天同慶的聖誕節裏面
[00:16:04.560 --> 00:16:08.200]  我們這樣去思想主耶穌基督是唯一的君王
[00:16:08.200 --> 00:16:09.540]  也是很適合的
[00:16:09.540 --> 00:16:12.400]  這個是今年最後的一個加油站
[00:16:12.400 --> 00:16:15.360]  大家努力繼續去思想主耶穌基督
[00:16:15.360 --> 00:16:18.960]  唯有祂才是我們真正的救主
[00:16:18.960 --> 00:16:20.960]  大家努力為祢祈禱
