
[00:00:00.000 --> 00:00:02.200]  鳳主明問下 請問展會平安
[00:03:25.300 --> 00:03:27.200]  是很有效的
[00:03:27.200 --> 00:03:28.400]  是非常有效的
[00:03:28.400 --> 00:03:30.200]  問題那個key
[00:03:30.200 --> 00:03:31.200]  問題這個關鍵
[00:03:31.200 --> 00:03:32.800]  那個重要點在哪裏呢
[00:03:32.800 --> 00:03:34.600]  那個重要點在什麼地方呢
[00:03:34.600 --> 00:03:36.200]  我等會引領你
[00:03:36.200 --> 00:03:41.100]  你等會當我講第三個section的時候
[00:03:41.100 --> 00:03:42.000]  第三點
[00:03:42.000 --> 00:03:45.000]  希西加猖獗你留意一下
[00:03:45.000 --> 00:03:46.200]  當我講第三點
[00:03:46.200 --> 00:03:48.400]  希西加向耶和華禱告
[00:03:48.400 --> 00:03:48.800]  好了
[00:03:48.800 --> 00:03:51.400]  現在我們講講前文
[00:03:51.400 --> 00:03:53.200]  現在我們講前文
[00:03:53.200 --> 00:03:55.000]  希西加
[00:03:55.000 --> 00:03:56.300]  南國王
[00:03:56.300 --> 00:03:58.700]  他因為敬畏耶和華
[00:03:58.700 --> 00:04:02.600]  希西加因為敬畏耶和華
[00:04:02.600 --> 00:04:04.500]  他不像他爸爸
[00:04:04.500 --> 00:04:07.800]  他不像他的父親
[00:04:07.800 --> 00:04:09.600]  是不是太孕不讀
[00:04:09.600 --> 00:04:11.500]  這麼大就不到呢
[00:04:11.500 --> 00:04:12.600]  阿哈斯
[00:04:12.600 --> 00:04:13.700]  亞哈斯
[00:04:13.700 --> 00:04:15.300]  是不是他爸爸
[00:04:15.300 --> 00:04:15.500]  對了
[00:04:15.500 --> 00:04:17.500]  阿哈斯的爸爸呢
[00:04:17.500 --> 00:04:19.100]  是不聽上帝的話
[00:04:19.100 --> 00:04:23.200]  他的父親是不聽上帝的話
[00:04:23.200 --> 00:04:25.700]  所以你爸爸如果不聽上帝的話
[00:04:25.700 --> 00:04:27.700]  如果你父親不聽上帝的話
[00:04:27.700 --> 00:04:29.300]  你是不是要聽上帝的話
[00:04:29.300 --> 00:04:33.300]  你是不是要聽父親的話呢
[00:04:33.300 --> 00:04:35.600]  所以爸爸如果是敬畏耶和華的話
[00:04:35.600 --> 00:04:37.300]  如果父親是敬畏耶和華的話
[00:04:37.300 --> 00:04:38.200]  就要聽上帝的話
[00:04:38.200 --> 00:04:39.200]  你就要聽上帝的話
[00:04:39.200 --> 00:04:41.300]  爸爸不聽上帝的話
[00:04:41.300 --> 00:04:42.700]  如果父親不聽上帝的話
[00:04:42.700 --> 00:04:44.300]  你不用學他
[00:04:44.300 --> 00:04:45.500]  你不需要學他
[00:04:45.500 --> 00:04:46.700]  是誰教我們的
[00:04:46.700 --> 00:04:47.700]  是誰教我們的
[00:04:47.700 --> 00:04:48.900]  是希西加教我們的
[00:04:48.900 --> 00:04:51.000]  是希西加教我們的
[00:04:51.000 --> 00:04:52.000]  阿哈斯
[00:04:52.000 --> 00:04:52.900]  亞哈斯
[00:04:52.900 --> 00:04:54.900]  當亞瑟王是神一樣的拜
[00:04:54.900 --> 00:04:57.200]  當亞瑟王是神一樣的拜
[00:04:57.200 --> 00:04:59.600]  曾經去元聚利亞回來的時候
[00:04:59.600 --> 00:05:00.800]  把聖殿改了
[00:05:00.800 --> 00:05:02.700]  然後去新利亞回來以後
[00:05:02.700 --> 00:05:04.000]  改了圖案
[00:05:04.000 --> 00:05:06.500]  把聖殿改了
[00:05:06.500 --> 00:05:08.500]  當亞瑟王是上帝
[00:05:08.500 --> 00:05:11.300]  當亞瑟王是上帝
[00:05:11.300 --> 00:05:12.300]  他過了
[00:05:12.300 --> 00:05:13.000]  他已經過去了
[00:05:13.000 --> 00:05:14.300]  希西加她的兒子上了
[00:05:14.300 --> 00:05:16.900]  她的兒子已經做完了
[00:05:16.900 --> 00:05:19.600]  當亞瑟王沒有了
[00:05:19.600 --> 00:05:21.500]  當亞瑟王不存在
[00:05:21.500 --> 00:05:23.900]  她爸爸年年進貢給亞瑟王
[00:05:23.900 --> 00:05:28.400]  她父親年年進貢給亞瑟王
[00:05:28.400 --> 00:05:31.800]  她把他的支票簿打開了
[00:05:31.800 --> 00:05:31.800]  把他的支票簿打開了
[00:05:31.800 --> 00:05:35.400]  把他的支票簿打開了
[00:05:35.400 --> 00:05:36.600]  不聽爸爸的話
[00:05:36.600 --> 00:05:38.100]  不聽父親的話
[00:05:38.100 --> 00:05:40.300]  那你不聽爸爸的話就慘了
[00:05:40.300 --> 00:05:43.500]  那你不聽父親的話就慘了
[00:05:43.500 --> 00:05:46.900]  亞瑟王叫西那基納
[00:05:46.900 --> 00:05:48.100]  這個名字要記住
[00:05:48.100 --> 00:05:50.000]  亞瑟王西那基納
[00:05:50.000 --> 00:05:54.000]  Senator大興問罪
[00:05:54.000 --> 00:05:55.100]  大興問罪
[00:05:55.100 --> 00:05:56.600]  在十八章提過了
[00:05:56.600 --> 00:05:58.400]  在十八章已經提到過
[00:05:58.400 --> 00:06:00.300]  他派了他的首席官
[00:06:00.300 --> 00:06:02.500]  他的酒政官
[00:06:02.500 --> 00:06:03.800]  他派了他的酒政官
[00:06:03.800 --> 00:06:04.900]  這個人的名字很厲害
[00:06:04.900 --> 00:06:07.000]  他叫什麼名字
[00:06:07.000 --> 00:06:11.200]  拉伯沙基
[00:06:11.200 --> 00:06:15.600]  兩番兩次講挑釁的說話
[00:06:15.600 --> 00:06:18.200]  說挑釁的話
[00:06:18.200 --> 00:06:19.300]  在軍事上
[00:06:19.300 --> 00:06:20.300]  在軍事上
[00:06:20.300 --> 00:06:21.300]  在外交上
[00:06:21.300 --> 00:06:22.100]  在外交上
[00:06:22.100 --> 00:06:23.200]  在神學上
[00:06:23.200 --> 00:06:24.200]  在神學上
[00:06:24.200 --> 00:06:26.100]  打擊猶大的士氣
[00:06:26.100 --> 00:06:28.300]  打擊猶大的士氣
[00:06:28.300 --> 00:06:31.300]  到目前為止
[00:06:31.300 --> 00:06:34.000]  大家保持沉默
[00:06:34.000 --> 00:06:35.900]  大家保持沉默
[00:06:35.900 --> 00:06:37.900]  他的反應呢
[00:06:37.900 --> 00:06:39.500]  他的反應就是在本章看到
[00:06:39.500 --> 00:06:41.000]  他的反應就是在本章看到
[00:06:41.000 --> 00:06:43.300]  一到七天
[00:06:43.300 --> 00:06:48.000]  希西加來到主座前頭
[00:06:48.000 --> 00:06:51.200]  希西加來到主座前頭
[00:06:51.200 --> 00:06:54.900]  希西加唱的那首歌叫《耶穌因有歌》
[00:06:54.900 --> 00:06:57.900]  希西加唱的那首歌叫《耶穌因有歌》
[00:06:57.900 --> 00:06:59.800]  耶穌因有歌
[00:06:59.800 --> 00:07:02.600]  What a friend we have in Jesus
[00:07:02.600 --> 00:07:07.000]  傷悲未呀
[00:07:07.000 --> 00:07:09.400]  耶穌因有歌中文翻譯
[00:07:09.400 --> 00:07:12.500]  耶穌因有歌
[00:07:12.500 --> 00:07:13.200]  受到挑釁
[00:07:13.200 --> 00:07:16.500]  所以委託不合作
[00:07:16.500 --> 00:07:19.000]  我們多少痛苦與無助
[00:07:19.000 --> 00:07:22.500]  皆因沒有
[00:07:22.500 --> 00:07:25.200]  來到主座前頭
[00:07:25.200 --> 00:07:25.900]  對不起
[00:07:25.900 --> 00:07:27.300]  不是希西加沒有聽到
[00:07:27.300 --> 00:07:29.000]  這個Joseph Scriven的那首歌
[00:07:29.000 --> 00:07:30.700]  是Joseph Scriven
[00:07:30.700 --> 00:07:35.100]  他看到希西加
[00:07:35.100 --> 00:07:37.600]  皆因來到主座前頭
[00:07:37.600 --> 00:07:39.900]  皆因來到主座前頭
[00:07:39.900 --> 00:07:42.800]  本章是我的第一個小節
[00:07:42.800 --> 00:07:45.000]  希西加進殿求耶和華
[00:07:45.000 --> 00:07:47.600]  希西加進殿求耶和華
[00:07:47.600 --> 00:07:50.000]  當時有痛苦
[00:07:50.000 --> 00:07:51.800]  來到誰面前自身疏忽呢
[00:07:51.800 --> 00:07:56.900]  來到誰面前自身疏忽呢
[00:07:56.900 --> 00:07:58.500]  耶和華
[00:07:58.500 --> 00:08:01.600]  撒姆爾基上第一章
[00:08:01.600 --> 00:08:04.300]  Hannah
[00:08:04.300 --> 00:08:05.500]  漂亮嗎
[00:08:05.500 --> 00:08:07.500]  漂亮嗎
[00:08:07.500 --> 00:08:10.000]  她來到哪裡
[00:08:10.000 --> 00:08:11.500]  她來到哪裡
[00:08:11.500 --> 00:08:13.300]  向耶和華祈禱
[00:08:13.300 --> 00:08:14.600]  向耶和華祈禱
[00:08:14.600 --> 00:08:16.800]  向耶和華祈禱 讓她生撒姆爾
[00:08:16.800 --> 00:08:18.100]  大家熟不熟悉這段經文
[00:08:18.100 --> 00:08:23.100]  向耶和華祈禱 讓她生撒姆爾
[00:08:23.100 --> 00:08:26.900]  現在我第一個題目就是
[00:08:26.900 --> 00:08:29.400]  同時派神父去見以色列
[00:08:29.400 --> 00:08:31.600]  同時派神父去見以色列
[00:08:31.600 --> 00:08:33.800]  第二點就是八到十三節
[00:08:33.800 --> 00:08:35.600]  八到十三節
[00:08:35.600 --> 00:08:36.800]  西那基那
[00:08:36.800 --> 00:08:38.500]  西那基那 跟著寫信
[00:08:38.500 --> 00:08:39.400]  寫信
[00:08:39.400 --> 00:08:41.500]  第三番的挑釁
[00:08:41.500 --> 00:08:44.800]  第三次三番的挑釁
[00:08:44.800 --> 00:08:46.300]  十四到十九節
[00:08:46.300 --> 00:08:48.200]  十四到十九節
[00:08:48.200 --> 00:08:49.900]  然後十四到十九節呢
[00:08:49.900 --> 00:08:51.100]  十四到十九節
[00:08:51.100 --> 00:08:54.500]  希西加再次來到主座前頭
[00:08:54.500 --> 00:08:57.500]  希西加再次來到主座前頭
[00:08:57.500 --> 00:09:00.300]  今天我們應該唱一首歌叫做
[00:09:00.300 --> 00:09:01.800]  耶穌因有歌
[00:09:01.800 --> 00:09:03.700]  我們應該唱什麼
[00:09:03.700 --> 00:09:04.800]  耶穌因有歌
[00:09:04.800 --> 00:09:07.300]  All the friends we have in Jesus
[00:09:07.300 --> 00:09:08.500]  我們世界會唱的
[00:09:08.500 --> 00:09:09.900]  我會背 你懂得背嗎
[00:09:09.900 --> 00:09:11.800]  我會
[00:09:11.800 --> 00:09:15.100]  然後最後二十到三十四節
[00:09:15.100 --> 00:09:16.800]  二十到三十四節
[00:09:16.800 --> 00:09:19.200]  以塞雅傳上帝的話
[00:09:19.200 --> 00:09:21.500]  以塞雅傳上帝的話
[00:09:21.500 --> 00:09:22.800]  然後最後那三節
[00:09:22.800 --> 00:09:27.200]  三十五到三十七節
[00:09:27.200 --> 00:09:28.900]  序文就證實了
[00:09:28.900 --> 00:09:32.700]  希西加的信心和先知的話
[00:09:32.700 --> 00:09:36.400]  序文證實了希西加的信心和先知話
[00:09:36.400 --> 00:09:38.800]  所以今天我就講頭三點
[00:09:38.800 --> 00:09:40.000]  我現在講頭三點
[00:09:40.000 --> 00:09:41.100]  跟著在列序表
[00:09:41.100 --> 00:09:44.600]  跟著在列序表裏面
[00:09:44.600 --> 00:09:46.800]  剛才惠多摩就一到第七節讀了
[00:09:46.800 --> 00:09:48.600]  一到七節我們已經讀過了
[00:09:48.600 --> 00:09:52.000]  那希西加被亞述王
[00:09:52.000 --> 00:09:54.800]  希納西勒這個酒店恐嚇
[00:09:54.800 --> 00:09:57.700]  希西加被亞述王
[00:09:57.700 --> 00:10:03.600]  希拉基拉的酒鎮拉伯沙基恐嚇
[00:10:03.600 --> 00:10:05.200]  十八章十七到三十五節
[00:10:05.200 --> 00:10:06.200]  我上次講過了
[00:10:06.200 --> 00:10:08.200]  十八章十七到三十五節
[00:10:08.200 --> 00:10:13.300]  全城的百姓非常焦慮
[00:10:13.300 --> 00:10:17.700]  他也非常苦惱
[00:10:17.700 --> 00:10:19.800]  現在他知道
[00:10:19.800 --> 00:10:21.100]  他之前做錯了一件事
[00:10:21.100 --> 00:10:23.400]  他做錯了一件事
[00:10:23.400 --> 00:10:25.600]  亞述王發貨的時候
[00:10:25.600 --> 00:10:28.000]  他給了罰款
[00:10:28.000 --> 00:10:30.000]  亞述王給了他罰款
[00:10:30.000 --> 00:10:32.800]  是銀子三百泰銀德
[00:10:32.800 --> 00:10:34.800]  金子三十泰銀德
[00:10:34.800 --> 00:10:36.800]  銀子三百泰銀德
[00:10:36.800 --> 00:10:38.400]  金子三十泰銀德
[00:10:38.400 --> 00:10:40.400]  這個數目只是十八章十七節告訴我們
[00:10:40.400 --> 00:10:42.900]  十八章十七節告訴我們
[00:10:42.900 --> 00:10:44.400]  忘了這麼多稅
[00:10:44.400 --> 00:10:50.200]  就是要繳這麼多稅
[00:10:50.200 --> 00:10:51.500]  沒有作用
[00:10:51.500 --> 00:10:52.100]  毫無作用
[00:10:52.100 --> 00:10:53.300]  他仍然打你
[00:10:53.300 --> 00:10:56.200]  他仍然打你
[00:10:56.200 --> 00:11:00.600]  講到就容易了
[00:11:00.600 --> 00:11:04.100]  錢可不可以消災解難
[00:11:04.100 --> 00:11:05.900]  講到這就可以問大家
[00:11:05.900 --> 00:11:08.600]  錢能不能消災解難
[00:11:08.600 --> 00:11:10.100]  請問
[00:11:10.100 --> 00:11:11.500]  他給了這麼多錢
[00:11:11.500 --> 00:11:12.900]  他使用了這麼多錢
[00:11:12.900 --> 00:11:14.300]  是不是好像倒了海
[00:11:14.300 --> 00:11:16.500]  是不是倒了大海
[00:11:16.500 --> 00:11:20.900]  看不看得到 摘不摘得到亞述王叫他不要打他
[00:11:20.900 --> 00:11:23.300]  又沒有阻止亞述王不去攻打他
[00:11:23.300 --> 00:11:25.400]  所以他
[00:11:25.400 --> 00:11:27.600]  我們講到就是了
[00:11:27.600 --> 00:11:29.100]  早知道
[00:11:29.100 --> 00:11:30.000]  早知道
[00:11:30.000 --> 00:11:31.100]  求問耶和華
[00:11:31.100 --> 00:11:31.700]  求問耶和華
[00:11:31.700 --> 00:11:33.100]  還省什麼
[00:11:33.100 --> 00:11:34.300]  還會省一點什麼
[00:11:34.300 --> 00:11:35.500]  一大筆
[00:11:35.500 --> 00:11:36.500]  一大筆
[00:11:36.500 --> 00:11:38.100]  很正常
[00:11:38.100 --> 00:11:38.600]  還有一件事
[00:11:38.600 --> 00:11:39.800]  這個省就不是一件事
[00:11:39.800 --> 00:11:41.100]  其實還有一件事
[00:11:41.100 --> 00:11:42.600]  就是
[00:11:42.600 --> 00:11:44.000]  你一開始
[00:11:44.000 --> 00:11:45.700]  你靠民主
[00:11:45.700 --> 00:11:47.500]  你不靠上帝
[00:11:47.500 --> 00:11:48.300]  你不靠上帝
[00:11:48.300 --> 00:11:50.300]  這樣就頑皮了
[00:11:50.300 --> 00:11:51.700]  這就是壞了
[00:11:51.700 --> 00:11:54.400]  是不是
[00:11:54.400 --> 00:11:57.700]  現在他兩次來嚇一嚇他
[00:11:57.700 --> 00:11:58.800]  是叫他投降的
[00:11:58.800 --> 00:12:01.300]  兩次恐嚇他 叫他投降
[00:12:01.300 --> 00:12:04.500]  所以我不知道在世界上會不會想一句
[00:12:04.500 --> 00:12:05.700]  我們中文上說的
[00:12:05.700 --> 00:12:07.400]  早知如此
[00:12:07.400 --> 00:12:09.900]  就說我不信這家不信那家
[00:12:09.900 --> 00:12:11.000]  導致如此
[00:12:11.000 --> 00:12:12.000]  何必當初呢
[00:12:12.000 --> 00:12:14.000]  何必當初
[00:12:14.000 --> 00:12:15.700]  各位兄弟妹妹
[00:12:15.700 --> 00:12:16.700]  我沒有功課
[00:12:16.700 --> 00:12:19.200]  當你有難的時候
[00:12:19.200 --> 00:12:20.700]  不是任何方法解決
[00:12:20.700 --> 00:12:23.200]  不是任何方法解決
[00:12:23.200 --> 00:12:26.000]  來到宇宙全球
[00:12:26.000 --> 00:12:29.800]  大家都知道耶穌真有過
[00:12:29.800 --> 00:12:32.400]  他受盡侮辱
[00:12:32.400 --> 00:12:34.200]  成謙卑的心
[00:12:34.200 --> 00:12:35.700]  第一件
[00:12:35.700 --> 00:12:37.500]  撕裂衣服
[00:12:37.500 --> 00:12:39.800]  披上麻布
[00:12:39.800 --> 00:12:42.800]  敬耶和華的殿
[00:12:42.800 --> 00:12:45.800]  敬耶和華的殿幹什麼呢
[00:12:45.800 --> 00:12:47.300]  祈禱
[00:12:47.300 --> 00:12:48.600]  你記得新約耶穌說
[00:12:48.600 --> 00:12:50.600]  我那個負的殿是什麼殿
[00:12:50.600 --> 00:12:52.800]  主要是說我負的殿是什麼殿
[00:12:52.800 --> 00:12:54.400]  是禱告的
[00:12:54.400 --> 00:12:54.900]  是禱告
[00:12:54.900 --> 00:12:55.400]  從哪裡來的
[00:12:55.400 --> 00:12:56.400]  你記得耶穌說的
[00:12:56.400 --> 00:12:57.500]  從新教育
[00:12:57.500 --> 00:12:59.500]  全部是有連接性的
[00:12:59.500 --> 00:13:01.200]  跟教育是有連接的
[00:13:01.200 --> 00:13:02.600]  不是去到那個殿那裡
[00:13:02.600 --> 00:13:05.100]  去表現我多威風多虔誠
[00:13:05.100 --> 00:13:07.000]  去聖殿是祈禱
[00:13:07.000 --> 00:13:09.500]  去聖殿就是禱告
[00:13:09.500 --> 00:13:11.600]  耶穌那時候的潔淨聖罪是怎樣
[00:13:11.600 --> 00:13:12.600]  耶穌的潔淨聖罪是
[00:13:12.600 --> 00:13:13.800]  我負的是聖殿
[00:13:13.800 --> 00:13:15.500]  我負的殿是祈禱的殿
[00:13:15.500 --> 00:13:17.200]  我負的殿是祈禱的殿
[00:13:17.200 --> 00:13:18.000]  你們把它變成
[00:13:18.000 --> 00:13:21.900]  Taste of Danforth
[00:13:21.900 --> 00:13:23.000]  或者說是今晚最後
[00:13:23.000 --> 00:13:25.000]  這個週末
[00:13:25.000 --> 00:13:27.900]  成為一個Circuit
[00:13:27.900 --> 00:13:29.100]  對不對
[00:13:29.100 --> 00:13:31.300]  又賣東西又賣賣賣賣
[00:13:31.300 --> 00:13:32.100]  做一個買賣的
[00:13:32.100 --> 00:13:34.300]  所以耶穌罵得很漂亮
[00:13:34.300 --> 00:13:36.500]  耶穌說得很對
[00:13:36.500 --> 00:13:38.200]  好
[00:13:38.200 --> 00:13:39.200]  撕裂衣服
[00:13:39.200 --> 00:13:39.900]  撕裂衣服
[00:13:39.900 --> 00:13:40.800]  是什麼象徵
[00:13:40.800 --> 00:13:42.800]  是什麼象徵呢
[00:13:42.800 --> 00:13:44.200]  家裡死了人
[00:13:44.200 --> 00:13:45.900]  家裡死了人
[00:13:45.900 --> 00:13:46.700]  撕裂衣服
[00:13:46.700 --> 00:13:47.500]  撕裂衣服
[00:13:47.500 --> 00:13:48.300]  約伯
[00:13:48.300 --> 00:13:49.100]  約伯
[00:13:49.100 --> 00:13:50.100]  信不信
[00:13:50.100 --> 00:13:52.000]  約伯你信不信
[00:13:52.000 --> 00:13:52.600]  第一章說什麼
[00:13:52.600 --> 00:13:54.100]  他死了十個弟弟
[00:13:54.100 --> 00:13:56.800]  他死了十個弟弟
[00:13:56.800 --> 00:13:58.600]  連他的朋友
[00:13:58.600 --> 00:13:59.400]  連他的朋友
[00:13:59.400 --> 00:14:00.500]  連他陪他
[00:14:00.500 --> 00:14:01.100]  陪他
[00:14:01.100 --> 00:14:03.500]  都怎樣
[00:14:03.500 --> 00:14:04.500]  撕裂衣服
[00:14:04.500 --> 00:14:06.000]  撕裂衣服
[00:14:06.000 --> 00:14:07.700]  這些很重要的經文
[00:14:07.700 --> 00:14:08.800]  很重要的經文
[00:14:08.800 --> 00:14:10.100]  雅各
[00:14:10.100 --> 00:14:10.600]  雅各
[00:14:10.600 --> 00:14:13.000]  聽到愛的兒子
[00:14:13.000 --> 00:14:14.600]  被老夫
[00:14:14.600 --> 00:14:16.500]  被獅子啄了
[00:14:16.500 --> 00:14:18.300]  就是他的兒子
[00:14:18.300 --> 00:14:19.700]  夜深被獅子啄了
[00:14:19.700 --> 00:14:20.400]  他做什麼
[00:14:20.400 --> 00:14:21.600]  他做什麼
[00:14:21.600 --> 00:14:22.600]  撕裂衣服
[00:14:22.600 --> 00:14:25.700]  撕裂衣服
[00:14:25.700 --> 00:14:26.900]  是悲傷的
[00:14:26.900 --> 00:14:28.200]  是悲傷的
[00:14:28.200 --> 00:14:29.500]  悲傷麻布
[00:14:29.500 --> 00:14:31.300]  悲傷麻布
[00:14:31.300 --> 00:14:33.100]  我們中文都有了
[00:14:33.100 --> 00:14:36.900]  我們中文也有
[00:14:36.900 --> 00:14:37.800]  喪禮
[00:14:37.800 --> 00:14:38.600]  是喪禮
[00:14:38.600 --> 00:14:39.500]  家屬
[00:14:39.500 --> 00:14:40.600]  家屬
[00:14:40.600 --> 00:14:42.500]  叫什麼
[00:14:42.500 --> 00:14:43.900]  披麻大孝
[00:14:43.900 --> 00:14:46.700]  披麻大孝
[00:14:46.700 --> 00:14:47.900]  披麻大孝是
[00:14:47.900 --> 00:14:49.100]  這是中國人的表現
[00:14:49.100 --> 00:14:50.600]  不過在聖經裡面
[00:14:50.600 --> 00:14:52.600]  披麻是什麼意思
[00:14:52.600 --> 00:14:55.000]  在聖經的披麻是什麼意思
[00:14:55.000 --> 00:14:56.700]  面對一個這樣的
[00:14:56.700 --> 00:14:58.400]  disaster
[00:14:58.400 --> 00:15:01.600]  的一個悲哀慘劇
[00:15:01.600 --> 00:15:03.400]  這個慘劇
[00:15:03.400 --> 00:15:05.600]  我沒有能力去應付
[00:15:05.600 --> 00:15:07.300]  我沒有能力去應付
[00:15:07.300 --> 00:15:08.600]  我與其慘無所謂
[00:15:08.600 --> 00:15:10.000]  我反正處理不好
[00:15:10.000 --> 00:15:12.900]  他在這個裝束來到耶和華的面前來祈禱
