
[00:00:00.000 --> 00:00:02.300]  願神的華語透過特別馬可福音
[00:01:21.500 --> 00:01:24.500]  可用什麽叫他再咸呢
[00:01:24.500 --> 00:01:26.500]  最後一句他這樣寫的
[00:01:26.500 --> 00:01:27.500]  第五十節
[00:01:27.500 --> 00:01:30.500]  你們裏頭應當有炎
[00:01:30.500 --> 00:01:32.500]  你們裏頭是有炎
[00:01:32.500 --> 00:01:34.500]  即是你的生命和我的生命
[00:01:34.500 --> 00:01:36.500]  是應當是有炎
[00:01:36.500 --> 00:01:38.000]  彼此和睦
[00:01:38.000 --> 00:01:40.500]  這就是在馬可福音第九章
[00:01:40.500 --> 00:01:42.500]  第四十九節五十節的總結
[00:01:42.500 --> 00:01:44.500]  這裏講到炎
[00:01:44.500 --> 00:01:49.500]  其實他引用了尼美記二章十三節
[00:01:49.500 --> 00:01:51.500]  特別指出用穀物的憲制
[00:01:51.500 --> 00:01:53.000]  用炎調和
[00:01:53.000 --> 00:01:55.000]  是代表要潔淨
[00:01:55.000 --> 00:01:59.500]  要潔淨作為土神喜悅的人
[00:01:59.500 --> 00:02:01.500]  第九章當我看的時候
[00:02:01.500 --> 00:02:03.000]  其實是教導我
[00:02:03.000 --> 00:02:07.000]  如何做一個跟隨主的門徒
[00:02:07.000 --> 00:02:08.000]  但是我們
[00:02:08.000 --> 00:02:13.000]  炎其實是一個潔淨
[00:02:13.000 --> 00:02:15.500]  大家都如果回到教會裏都知道
[00:02:15.500 --> 00:02:17.000]  但是你有沒有
[00:02:17.000 --> 00:02:19.500]  你家裏有沒有炎
[00:02:19.500 --> 00:02:20.500]  應該都有
[00:02:20.500 --> 00:02:21.500]  其實我很少吃炎的
[00:02:21.500 --> 00:02:23.500]  因為我天生血壓高
[00:02:23.500 --> 00:02:25.500]  我很年輕已經是血壓高了
[00:02:25.500 --> 00:02:26.500]  我很少吃炎
[00:02:26.500 --> 00:02:27.500]  但是我家裏都有炎的
[00:02:27.500 --> 00:02:31.500]  你家裏的炎會不會失味
[00:02:31.500 --> 00:02:32.500]  不會
[00:02:32.500 --> 00:02:35.500]  我曾經買一盒炎是用十年的
[00:02:35.500 --> 00:02:37.500]  因為我家裏很少吃炎的
[00:02:37.500 --> 00:02:39.500]  但是我兩個女兒
[00:02:39.500 --> 00:02:40.500]  一個十六歲
[00:02:40.500 --> 00:02:41.500]  一個十四歲
[00:02:41.500 --> 00:02:42.500]  現在正在新年慶祝
[00:02:42.500 --> 00:02:43.500]  炎是不會失味
[00:02:43.500 --> 00:02:45.500]  即是我們熟悉的環境當中
[00:02:45.500 --> 00:02:47.500]  炎是不會失味的
[00:02:47.500 --> 00:02:49.500]  但是炎為什麼會失味呢
[00:02:49.500 --> 00:02:50.500]  因為古代的炎
[00:02:50.500 --> 00:02:52.500]  是有很多雜質在裏面
[00:02:52.500 --> 00:02:55.500]  那些雜質就令到那些炎失味
[00:02:55.500 --> 00:02:56.500]  所以我們就很難理解
[00:02:56.500 --> 00:02:57.500]  因為我們的炎
[00:02:57.500 --> 00:02:58.500]  那些餐桌炎
[00:02:58.500 --> 00:02:59.500]  叫做是不是table sort
[00:02:59.500 --> 00:03:01.500]  餐桌炎是不會失味的
[00:03:01.500 --> 00:03:04.500]  因為它現在是淨化了的炎
[00:03:04.500 --> 00:03:05.500]  是不會失味
[00:03:05.500 --> 00:03:06.500]  但是在古代的時候
[00:03:06.500 --> 00:03:08.500]  很多時候那些炎是會失味
[00:03:08.500 --> 00:03:10.500]  因為有雜質
[00:03:10.500 --> 00:03:11.500]  這裏就在說
[00:03:11.500 --> 00:03:12.500]  其實我們生命
[00:03:12.500 --> 00:03:14.500]  其實有很多雜質
[00:03:14.500 --> 00:03:17.500]  令到我們不能夠作為
[00:03:17.500 --> 00:03:20.500]  土神喜悅的人
[00:03:20.500 --> 00:03:22.500]  那這個當中
[00:03:22.500 --> 00:03:23.500]  特別是到最後
[00:03:23.500 --> 00:03:27.500]  它是令我們不能與人和睦
[00:03:27.500 --> 00:03:28.500]  你知道我們信耶穌
[00:03:28.500 --> 00:03:29.500]  其實當然
[00:03:29.500 --> 00:03:32.500]  愛神 愛人 傳福音
[00:03:32.500 --> 00:03:37.500]  這個就是永恆不變
[00:03:37.500 --> 00:03:40.500]  愛神 愛人
[00:03:40.500 --> 00:03:43.500]  一個很容易不明白
[00:03:43.500 --> 00:03:48.500]  但是很難實踐的事情
[00:03:48.500 --> 00:03:50.500]  愛神 愛人
[00:03:50.500 --> 00:03:52.500]  我經常跟弟兄姊妹說
[00:03:52.500 --> 00:03:54.500]  其實聖經真的很高深莫測
[00:03:54.500 --> 00:03:57.500]  但是有些很淺而明白的事情
[00:03:57.500 --> 00:03:59.500]  其實是從我們一生的精力
[00:03:59.500 --> 00:04:00.500]  去到實行
[00:04:00.500 --> 00:04:02.500]  去到活出來
[00:04:02.500 --> 00:04:03.500]  愛神愛人
[00:04:03.500 --> 00:04:04.500]  有很多生命的雜質
[00:04:04.500 --> 00:04:05.500]  在我們的生命當中
[00:04:05.500 --> 00:04:06.500]  有時都不發覺的
[00:04:06.500 --> 00:04:09.500]  是令到我們不能與人和睦
[00:04:09.500 --> 00:04:11.500]  英文叫peace with people
[00:04:11.500 --> 00:04:13.500]  與人和睦
[00:04:13.500 --> 00:04:15.500]  就是與人的關係是怎樣
[00:04:15.500 --> 00:04:16.500]  其實在我自己的生命當中
[00:04:16.500 --> 00:04:18.500]  我信主二十五年
[00:04:18.500 --> 00:04:22.500]  我是很慢慢的成長
[00:04:22.500 --> 00:04:24.500]  我以前是做IT的工作
[00:04:24.500 --> 00:04:30.500]  是92到96年畢業
[00:04:30.500 --> 00:04:32.500]  到2005年
[00:04:32.500 --> 00:04:33.500]  九年做了IT的工作
[00:04:33.500 --> 00:04:35.500]  那時候我是一個
[00:04:35.500 --> 00:04:36.500]  那時候IT
[00:04:36.500 --> 00:04:38.500]  就是電腦環境是挺好的
[00:04:38.500 --> 00:04:41.500]  我信一個叫平步青雲
[00:04:41.500 --> 00:04:42.500]  我是信主的時候
[00:04:42.500 --> 00:04:47.500]  其實不是有什麼生命的
[00:04:47.500 --> 00:04:49.500]  很坎坷的八神的生命當中
[00:04:49.500 --> 00:04:52.500]  其實反而是在我生命當中
[00:04:52.500 --> 00:04:55.500]  是覺得沒什麼特別需要
[00:04:55.500 --> 00:04:57.500]  就是在我的同輩當中
[00:04:57.500 --> 00:04:59.500]  我那時候已經開始
[00:04:59.500 --> 00:05:01.500]  自己一個人去買間樓
[00:05:01.500 --> 00:05:02.500]  去那裡
[00:05:02.500 --> 00:05:03.500]  覺得完全是沒有需要
[00:05:03.500 --> 00:05:05.500]  就是因為這樣的環境之下
[00:05:05.500 --> 00:05:06.500]  我那時候還沒信耶穌
[00:05:06.500 --> 00:05:07.500]  在那時候環境之下
[00:05:07.500 --> 00:05:10.500]  就令到我一個人很高傲
[00:05:10.500 --> 00:05:11.500]  很高傲的
[00:05:11.500 --> 00:05:13.500]  是很自大的
[00:05:13.500 --> 00:05:15.500]  這個就是我二十五年前的我
[00:05:15.500 --> 00:05:16.500]  但是上帝的恩典就是
[00:05:16.500 --> 00:05:18.500]  帶領我去信耶穌
[00:05:18.500 --> 00:05:20.500]  當然信耶穌不是即時的改變
[00:05:20.500 --> 00:05:23.500]  所以如果你問回98年我信主
[00:05:23.500 --> 00:05:25.500]  98年到2000年那時候
[00:05:25.500 --> 00:05:26.500]  教會的弟兄姊妹
[00:05:26.500 --> 00:05:28.500]  就是被我的針針到
[00:05:28.500 --> 00:05:30.500]  就是戳穿了洞的
[00:05:30.500 --> 00:05:33.500]  就是因為我不懂得與人和睦
[00:05:33.500 --> 00:05:35.500]  不懂得靠著上帝的恩典
[00:05:35.500 --> 00:05:37.500]  與耶穌復活的大能與人和睦
[00:05:37.500 --> 00:05:38.500]  弟兄姊妹
[00:05:38.500 --> 00:05:40.500]  我們生命有很多雜質的
[00:05:40.500 --> 00:05:41.500]  我現在都有
[00:05:41.500 --> 00:05:42.500]  我現在都有
[00:05:42.500 --> 00:05:44.500]  有時是不自覺地
[00:05:44.500 --> 00:05:45.500]  不自覺地
[00:05:45.500 --> 00:05:47.500]  那些雜質就出來了
[00:05:47.500 --> 00:05:49.500]  在《馬可福音》第九章
[00:05:49.500 --> 00:05:51.500]  有四個片段
[00:05:51.500 --> 00:05:54.500]  去看到那四個雜質是甚麼
[00:05:54.500 --> 00:05:55.500]  第一個片段
[00:05:55.500 --> 00:05:56.500]  我不是順序的
[00:05:56.500 --> 00:05:57.500]  第一個片段是
[00:05:57.500 --> 00:06:00.500]  第三十三節到三十六
[00:06:00.500 --> 00:06:03.500]  三十三節到三十七節
[00:06:03.500 --> 00:06:08.500]  他們來到加伯隆
[00:06:08.500 --> 00:06:10.500]  耶穌在屋裡問門徒說
[00:06:10.500 --> 00:06:13.500]  你們在路上議論是甚麼
[00:06:13.500 --> 00:06:15.500]  門徒不作聲
[00:06:15.500 --> 00:06:18.500]  因為他們在路上彼此爭論
[00:06:18.500 --> 00:06:20.500]  誰為大
[00:06:20.500 --> 00:06:21.500]  你們回到教會來
[00:06:21.500 --> 00:06:22.500]  這段經文應該都很熟悉
[00:06:22.500 --> 00:06:24.500]  耶穌坐下
[00:06:24.500 --> 00:06:26.500]  叫十二個門徒來說
[00:06:26.500 --> 00:06:29.500]  若有人願意作首先的
[00:06:29.500 --> 00:06:32.500]  他必作眾人的幕後的
[00:06:32.500 --> 00:06:35.500]  作眾人的用人接待我
[00:06:35.500 --> 00:06:38.500]  乃是接待差我來的
[00:06:38.500 --> 00:06:42.500]  首先門徒在路上議論
[00:06:42.500 --> 00:06:46.500]  他爭論誰是作大
[00:06:46.500 --> 00:06:49.500]  廣東話俗語是誰大佬
[00:06:49.500 --> 00:06:50.500]  誰作大
[00:06:50.500 --> 00:06:52.500]  耶穌的回應是
[00:06:52.500 --> 00:06:54.500]  叫十二個門徒來說
[00:06:54.500 --> 00:06:58.500]  誰願意作首先的
[00:06:58.500 --> 00:07:00.500]  大同先
[00:07:00.500 --> 00:07:03.500]  the greatest and the first
[00:07:03.500 --> 00:07:06.500]  即作首先的最大
[00:07:06.500 --> 00:07:10.500]  當你聽到首先和最大
[00:07:10.500 --> 00:07:13.500]  你會想到甚麼
[00:07:13.500 --> 00:07:16.500]  大皆明
[00:07:16.500 --> 00:07:19.500]  愛人愛神
[00:07:19.500 --> 00:07:21.500]  the first and greatest
[00:07:21.500 --> 00:07:24.500]  首先和最大
[00:07:24.500 --> 00:07:25.500]  耶穌說
[00:07:25.500 --> 00:07:27.500]  你說最大最首先
[00:07:27.500 --> 00:07:28.500]  其實你要接待我
[00:07:28.500 --> 00:07:30.500]  乃是接待差我來的
[00:07:30.500 --> 00:07:32.500]  即是天賦上天賦
[00:07:32.500 --> 00:07:33.500]  再看下去
[00:07:33.500 --> 00:07:35.500]  接著耶穌就另一個小孩子來
[00:07:35.500 --> 00:07:37.500]  叫他站在門徒的中間
[00:07:37.500 --> 00:07:39.500]  接著抱起來
[00:07:39.500 --> 00:07:40.500]  抱起一個小朋友
[00:07:40.500 --> 00:07:41.500]  對他們說
[00:07:41.500 --> 00:07:46.500]  凡為我接待這個小孩子的
[00:07:46.500 --> 00:07:47.500]  凡為我接待小孩子
[00:07:47.500 --> 00:07:48.500]  就是接待我
[00:07:48.500 --> 00:07:49.500]  接待我就是不是接待我
[00:07:49.500 --> 00:07:53.500]  乃是接待差我來的人
[00:07:53.500 --> 00:07:56.500]  首先我想香港和加拿大一樣
[00:07:56.500 --> 00:07:59.500]  對小孩子真的很寵愛
[00:07:59.500 --> 00:08:00.500]  很寵愛
[00:08:00.500 --> 00:08:02.500]  你會覺得小孩子很可愛
[00:08:02.500 --> 00:08:04.500]  當然要抱一下
[00:08:04.500 --> 00:08:06.500]  但當時小孩子
[00:08:06.500 --> 00:08:08.500]  如果他生得不太正常
[00:08:08.500 --> 00:08:11.500]  或者有些不太正常
[00:08:11.500 --> 00:08:13.500]  隨時扔下街
[00:08:13.500 --> 00:08:14.500]  就不要
[00:08:14.500 --> 00:08:15.500]  扔下街就不要
[00:08:15.500 --> 00:08:17.500]  是一個叫做合法的
[00:08:17.500 --> 00:08:18.500]  合法的行為
[00:08:18.500 --> 00:08:20.500]  所以有時小孩子
[00:08:20.500 --> 00:08:21.500]  就是被人去
[00:08:21.500 --> 00:08:23.500]  不是一個那麼
[00:08:23.500 --> 00:08:25.500]  那麼視為一個寶貝的東西
[00:08:25.500 --> 00:08:27.500]  所以當耶穌做這個動作的時候
[00:08:27.500 --> 00:08:29.500]  另一個小孩子還抱起來的時候
[00:08:29.500 --> 00:08:31.500]  就說其實你要做大
[00:08:31.500 --> 00:08:34.500]  做首先你要接待那個小孩子
[00:08:34.500 --> 00:08:35.500]  要接待
[00:08:35.500 --> 00:08:37.500]  要去到最低的
[00:08:37.500 --> 00:08:38.500]  接待他
[00:08:38.500 --> 00:08:39.500]  這個故事其實
[00:08:39.500 --> 00:08:41.500]  大家都聽過很久了
[00:08:41.500 --> 00:08:42.500]  但是
[00:08:42.500 --> 00:08:45.500]  我說第一個的習則是什麼呢
[00:08:45.500 --> 00:08:46.500]  第一個習則呢
[00:08:46.500 --> 00:08:47.500]  就是憎論為大
[00:08:47.500 --> 00:08:49.500]  不能謙卑接待
[00:08:49.500 --> 00:08:50.500]  憎論為大
[00:08:50.500 --> 00:08:53.500]  不能謙卑接待
[00:08:55.500 --> 00:08:56.500]  在我的
[00:08:56.500 --> 00:08:57.500]  其實我做傳道人
[00:08:57.500 --> 00:08:58.500]  不是做了很久
[00:08:58.500 --> 00:08:59.500]  今年是第
[00:08:59.500 --> 00:09:01.500]  第幾年
[00:09:01.500 --> 00:09:02.500]  我07年
[00:09:02.500 --> 00:09:06.500]  我08年開始做
[00:09:06.500 --> 00:09:09.500]  08、09、07
[00:09:09.500 --> 00:09:10.500]  十幾年了
[00:09:10.500 --> 00:09:11.500]  做了十幾年的傳道
[00:09:11.500 --> 00:09:15.500]  今年第十六年
[00:09:15.500 --> 00:09:16.500]  當我做傳道人的時候
[00:09:16.500 --> 00:09:18.500]  我就慢慢學習
[00:09:18.500 --> 00:09:20.500]  在我的目者
[00:09:20.500 --> 00:09:21.500]  在他的教導之後
[00:09:21.500 --> 00:09:23.500]  我慢慢學習
[00:09:23.500 --> 00:09:26.500]  什麼叫明顯的侍奉
[00:09:26.500 --> 00:09:29.500]  什麼叫隱藏的服侍
[00:09:29.500 --> 00:09:30.500]  特別我現在做了
[00:09:30.500 --> 00:09:32.500]  一個課堂的主任
[00:09:32.500 --> 00:09:33.500]  當我教導
[00:09:33.500 --> 00:09:35.500]  那些新出來的傳道人
[00:09:35.500 --> 00:09:36.500]  其實我看回
[00:09:36.500 --> 00:09:38.500]  我以前的
[00:09:38.500 --> 00:09:39.500]  我以前的教導
[00:09:39.500 --> 00:09:40.500]  我以前教導我的
[00:09:40.500 --> 00:09:41.500]  他說你以前都是這樣的
[00:09:41.500 --> 00:09:42.500]  你現在這樣教人
[00:09:42.500 --> 00:09:43.500]  我以前是怎樣呢
[00:09:43.500 --> 00:09:44.500]  其實說
[00:09:44.500 --> 00:09:46.500]  哎呀 我沒什麼機會講到
[00:09:46.500 --> 00:09:48.500]  因為我以前第一間
[00:09:48.500 --> 00:09:49.500]  就是侍奉了最久的教會
[00:09:49.500 --> 00:09:52.500]  是一間四千人的教會
[00:09:52.500 --> 00:09:53.500]  我沒機會講到
[00:09:53.500 --> 00:09:55.500]  一個這麼小的傳道人
[00:09:55.500 --> 00:09:58.500]  那現在我去帶領他們的時候
[00:09:58.500 --> 00:10:00.500]  他又很想講到
[00:10:00.500 --> 00:10:02.500]  那我就跟他說一句
[00:10:02.500 --> 00:10:04.500]  某某傳道
[00:10:04.500 --> 00:10:05.500]  這是我的心聲
[00:10:05.500 --> 00:10:07.500]  包括我自己在內
[00:10:07.500 --> 00:10:08.500]  不要愛上港獨
[00:10:08.500 --> 00:10:09.500]  其實我跟他說英文
[00:10:09.500 --> 00:10:10.500]  但我回到中文
[00:10:10.500 --> 00:10:13.500]  不要愛上港獨
[00:10:13.500 --> 00:10:14.500]  要愛的
[00:10:14.500 --> 00:10:18.500]  就是愛聽你講道的人
[00:10:18.500 --> 00:10:19.500]  我用英文講的
[00:10:19.500 --> 00:10:22.500]  Don't love preaching
[00:10:22.500 --> 00:10:26.500]  Love the ones you are preaching to
[00:10:26.500 --> 00:10:27.500]  其實當然
[00:10:27.500 --> 00:10:28.500]  不是每一個人都講到
[00:10:28.500 --> 00:10:30.500]  但是每一個侍奉崗位就是
[00:10:30.500 --> 00:10:33.500]  不要愛上任何的崗位
[00:10:33.500 --> 00:10:39.500]  要愛你在你崗位服侍的人
[00:10:39.500 --> 00:10:40.500]  等於姐妹
[00:10:40.500 --> 00:10:41.500]  生命的雜質
[00:10:41.500 --> 00:10:43.500]  第一個雜質是什麼呢
[00:10:43.500 --> 00:10:47.500]  就是看到自己很大
[00:10:47.500 --> 00:10:49.500]  其實上來港台的侍奉
[00:10:49.500 --> 00:10:51.500]  其實是很大的
[00:10:51.500 --> 00:10:52.500]  英文叫Temptation
[00:10:52.500 --> 00:10:54.500]  很大的引誘
[00:10:54.500 --> 00:10:55.500]  因為是
[00:10:55.500 --> 00:10:57.500]  所以我上來教導
[00:10:57.500 --> 00:11:01.500]  我要教導現在新的傳道人就是
[00:11:01.500 --> 00:11:05.500]  當我們沒有隱藏的侍奉的時候
[00:11:05.500 --> 00:11:07.500]  不要這麼輕易
[00:11:07.500 --> 00:11:09.500]  出來做不明顯的侍奉
[00:11:09.500 --> 00:11:12.500]  有誰不想被人稱讚的
[00:11:12.500 --> 00:11:15.500]  個個都想被人稱讚
[00:11:15.500 --> 00:11:16.500]  就算在這裡
[00:11:16.500 --> 00:11:19.500]  我講得多差都可能有人稱讚我
[00:11:19.500 --> 00:11:21.500]  但是我們走到很簡簡的
[00:11:21.500 --> 00:11:23.500]  就是簡讚的聲音
[00:11:23.500 --> 00:11:25.500]  第一姐妹
[00:11:25.500 --> 00:11:27.500]  如果我們想要做首先
[00:11:27.500 --> 00:11:31.500]  這個雜質就是首先做大的時候
[00:11:31.500 --> 00:11:32.500]  記住
[00:11:32.500 --> 00:11:37.500]  不要愛上我們的崗位
[00:11:37.500 --> 00:11:40.500]  要愛在我們崗位上
[00:11:40.500 --> 00:11:43.500]  服侍的人
[00:11:43.500 --> 00:11:44.500]  無論他是多小
[00:11:44.500 --> 00:11:45.500]  一個小孩子
[00:11:45.500 --> 00:11:49.500]  或者他是多隱藏的一個人
[00:11:49.500 --> 00:11:52.500]  我不是說今天我能夠成功做到
[00:11:52.500 --> 00:11:54.500]  但我希望第一姐妹和我一起
[00:11:54.500 --> 00:11:56.500]  是靠著主的恩典
[00:11:56.500 --> 00:11:58.500]  一起去追求這件事
[00:11:58.500 --> 00:12:00.500]  這樣才能夠做一個清潔
[00:12:00.500 --> 00:12:04.500]  土神喜悅的人
[00:12:04.500 --> 00:12:07.500]  第二件事就是看
[00:12:07.500 --> 00:12:08.500]  接著第38節
[00:12:08.500 --> 00:12:10.500]  約翰對耶穌說
[00:12:10.500 --> 00:12:11.500]  夫子
[00:12:11.500 --> 00:12:14.500]  我們看見一個人奉你的名趕鬼
[00:12:14.500 --> 00:12:16.500]  我們就禁止他
[00:12:16.500 --> 00:12:18.500]  因為什麼原因
[00:12:18.500 --> 00:12:22.500]  因為他不跟從我們
[00:12:22.500 --> 00:12:25.500]  他不是說趕鬼這件事不好
[00:12:25.500 --> 00:12:27.500]  是說他禁止他
[00:12:27.500 --> 00:12:30.500]  因為他不跟從我們
[00:12:30.500 --> 00:12:31.500]  耶穌的回應就是
[00:12:31.500 --> 00:12:32.500]  不要禁止他
[00:12:32.500 --> 00:12:35.500]  因為沒有人奉我的名行義能
[00:12:35.500 --> 00:12:37.500]  翻倒反倒
[00:12:37.500 --> 00:12:40.500]  輕易毀謗我
[00:12:40.500 --> 00:12:42.500]  首先
[00:12:42.500 --> 00:12:46.500]  在當時耶穌剛剛出來侍奉的時候
[00:12:46.500 --> 00:12:47.500]  有幾件事是他會做的
[00:12:47.500 --> 00:12:50.500]  第一就是在會堂裡教導別人
[00:12:50.500 --> 00:12:51.500]  第二就是醫治
[00:12:51.500 --> 00:12:52.500]  第三是趕鬼
[00:12:52.500 --> 00:12:54.500]  雖然我們現在這個現代
[00:12:54.500 --> 00:12:55.500]  就不會說趕鬼
[00:12:55.500 --> 00:12:56.500]  但是趕鬼其實是
[00:12:56.500 --> 00:12:58.500]  耶穌和他的門徒當中
[00:12:58.500 --> 00:13:03.500]  一個行上會侍奉的一種侍奉
[00:13:03.500 --> 00:13:05.500]  有些人就是奉耶穌基督的名
[00:13:05.500 --> 00:13:07.500]  奉耶穌的名去趕鬼
[00:13:07.500 --> 00:13:08.500]  那幫門徒就禁止他
[00:13:08.500 --> 00:13:10.500]  原因不是說他做的事對不對
[00:13:10.500 --> 00:13:12.500]  就是說他不跟從我們
[00:13:12.500 --> 00:13:13.500]  他不跟從我們
[00:13:13.500 --> 00:13:15.500]  耶穌說不要禁止他
[00:13:15.500 --> 00:13:18.500]  因為沒有人奉我名行義能
[00:13:18.500 --> 00:13:21.500]  翻倒輕易毀謗我
[00:13:21.500 --> 00:13:23.500]  再看下去第四十節
[00:13:23.500 --> 00:13:25.500]  不敵擋我們的
[00:13:25.500 --> 00:13:26.500]  就是幫助我們的
[00:13:26.500 --> 00:13:28.500]  凡因你們是屬基督
[00:13:28.500 --> 00:13:31.500]  給我們一杯水喝的
[00:13:31.500 --> 00:13:32.500]  我實在告訴你們
[00:13:32.500 --> 00:13:34.500]  他不能不得上指
[00:13:34.500 --> 00:13:36.500]  反而他說凡使者信我的人
[00:13:36.500 --> 00:13:37.500]  小指跌倒
[00:13:37.500 --> 00:13:39.500]  倒不如把大磨石
[00:13:39.500 --> 00:13:42.500]  存在者人的頸項上拎在海裡
[00:13:42.500 --> 00:13:43.500]  有兩樣東西
[00:13:43.500 --> 00:13:45.500]  第一
[00:13:45.500 --> 00:13:48.500]  當我來到香港的時候
[00:13:48.500 --> 00:13:51.500]  我有多知道喝水的重要
[00:13:51.500 --> 00:13:53.500]  當然都是沒那麼容易的
[00:13:53.500 --> 00:13:55.500]  這裡是喝水的重要
[00:13:55.500 --> 00:13:56.500]  喝水其實是一個
[00:13:56.500 --> 00:13:59.500]  基本上人的需要
[00:13:59.500 --> 00:14:01.500]  特別在口渴的時候
[00:14:01.500 --> 00:14:03.500]  特別在最有需要的時候
[00:14:03.500 --> 00:14:04.500]  一杯水
[00:14:04.500 --> 00:14:07.500]  是令到一個人是多麼快樂
[00:14:07.500 --> 00:14:10.500]  多麼感受到愛
[00:14:10.500 --> 00:14:12.500]  另外反而他說
[00:14:12.500 --> 00:14:14.500]  他另一個小指跌倒
[00:14:14.500 --> 00:14:15.500]  有兩樣東西
[00:14:15.500 --> 00:14:17.500]  一個是扶持人
[00:14:17.500 --> 00:14:19.500]  就是在人最需要的時候
[00:14:19.500 --> 00:14:21.500]  給他一杯水去喝
[00:14:21.500 --> 00:14:22.500]  另一個就是
[00:14:22.500 --> 00:14:24.500]  他最需要扶持的時候就不是
[00:14:24.500 --> 00:14:28.500]  令到一個信我的人是跌倒
[00:14:28.500 --> 00:14:30.500]  這個我看到是什麼呢
[00:14:30.500 --> 00:14:33.500]  看到門徒團隊的工作
[00:14:33.500 --> 00:14:34.500]  團隊的工作
[00:14:34.500 --> 00:14:38.500]  港福堂是一間比較大的教會
[00:14:38.500 --> 00:14:40.500]  就跟我們市集都是差不多
[00:14:40.500 --> 00:14:41.500]  就是一個比較大的教會
[00:14:41.500 --> 00:14:43.500]  很重視團隊的工作
[00:14:43.500 --> 00:14:45.500]  第二個習則是什麼呢
[00:14:45.500 --> 00:14:46.500]  這個講就是
[00:14:46.500 --> 00:14:47.500]  不能同工
[00:14:47.500 --> 00:14:48.500]  不能同工
[00:14:48.500 --> 00:14:54.500]  不善彼此的建立
[00:14:54.500 --> 00:14:55.500]  原來在侍奉的當中
[00:14:55.500 --> 00:14:58.500]  很多時
[00:14:58.500 --> 00:14:59.500]  不知不覺地
[00:14:59.500 --> 00:15:00.500]  我不是說大忌大忌只會
[00:15:00.500 --> 00:15:03.500]  有時我自己都是不覺意的
[00:15:03.500 --> 00:15:05.500]  跌了一個陷阱
[00:15:05.500 --> 00:15:06.500]  就是服侍的時候
[00:15:06.500 --> 00:15:08.500]  做侍工的時候
[00:15:08.500 --> 00:15:11.500]  變成做一件事
[00:15:11.500 --> 00:15:15.500]  不是去建立一個人
[00:15:15.500 --> 00:15:17.500]  我不知道香港
[00:15:17.500 --> 00:15:19.500]  因為其實我在加拿大信主的
[00:15:19.500 --> 00:15:20.500]  我在香港是
[00:15:20.500 --> 00:15:22.500]  我這裡認識的香港的牧師
[00:15:22.500 --> 00:15:24.500]  全部在加拿大認識的
[00:15:24.500 --> 00:15:25.500]  全部在加拿大認識的
[00:15:25.500 --> 00:15:28.500]  我不知道香港是否用侍工的
[00:15:28.500 --> 00:15:32.500]  侍工
[00:15:32.500 --> 00:15:34.500]  英文叫Ministry
[00:15:34.500 --> 00:15:36.500]  中文叫侍工
[00:15:36.500 --> 00:15:37.500]  我跟第一間節目分享的時候
[00:15:37.500 --> 00:15:39.500]  其實Ministry不應該叫侍工
