
[00:00:00.000 --> 00:00:03.720]  你們大家平常在家裏做打掃嗎?
[00:02:04.280 --> 00:02:07.720]  剛纔我們讀那裏呢 可以分爲兩部分
[00:02:07.720 --> 00:02:11.640]  第一部分呢 我們叫它逃離黑暗 迎接光明
[00:02:11.640 --> 00:02:15.840]  第一部分我們叫它逃離黑暗 迎接光明
[00:02:15.840 --> 00:02:18.760]  第二部分是擺脫愚昧 尋求智慧
[00:02:18.760 --> 00:02:23.640]  第二部分就是擺脫愚昧 尋求智慧
[00:02:23.640 --> 00:02:26.920]  所以保羅在這一段的時候呢 這一段裏呢
[00:02:26.920 --> 00:02:29.200]  他說出了一個對比
[00:02:29.200 --> 00:02:32.880]  保羅在這一段經文裏面是說出了一個對比
[00:02:32.880 --> 00:02:34.880]  一個是暗 一個是光
[00:02:34.880 --> 00:02:36.600]  一個是暗 一個是光
[00:02:36.600 --> 00:02:38.480]  一個是愚昧的 一個是智慧
[00:02:38.480 --> 00:02:40.800]  一個是愚昧 一個是智慧
[00:02:40.800 --> 00:02:46.200]  但他並沒有把人世間所有的例子都拿出來說
[00:02:46.200 --> 00:02:51.200]  但他沒有將人世間所有的比喻都拿出來說
[00:02:51.200 --> 00:02:54.120]  他還是挺針對以弗所這個城市
[00:02:54.120 --> 00:02:56.880]  他只是針對以弗所這個城市
[00:02:56.880 --> 00:02:59.400]  咱們以前講到 不知道大家還有沒有印象
[00:02:59.400 --> 00:03:02.880]  以前我們曾經有講過的 不知道大家有沒有印象
[00:03:02.880 --> 00:03:07.480]  以弗所有一個在當時那個世界最有名的地方
[00:03:07.480 --> 00:03:11.560]  以弗所在當時有一個最出名的地方
[00:03:11.560 --> 00:03:13.560]  就是它那個山頂上那個廟
[00:03:13.560 --> 00:03:15.440]  就是山頂那座廟
[00:03:15.440 --> 00:03:17.080]  那廟規模特別大
[00:03:17.080 --> 00:03:19.360]  那座廟規模挺大的
[00:03:19.360 --> 00:03:22.360]  而且在最鼎盛的時候
[00:03:22.360 --> 00:03:23.520]  在最鼎盛的時候
[00:03:23.520 --> 00:03:26.440]  還有將近一千個妓女
[00:03:26.440 --> 00:03:30.480]  將近有一千個妓女在裏面
[00:03:30.480 --> 00:03:33.440]  等於就是爲這個神廟在賺錢
[00:03:33.440 --> 00:03:36.120]  是在爲神廟賺錢的
[00:03:36.120 --> 00:03:38.240]  所以你看保羅在這裏說
[00:03:38.240 --> 00:03:41.440]  說淫亂污穢貪婪
[00:03:41.440 --> 00:03:44.760]  保羅在這裏說淫亂污穢貪婪
[00:03:44.760 --> 00:03:47.520]  他指的 他其實是針對這個角度
[00:03:47.520 --> 00:03:49.800]  他其實是針對這件事來說
[00:03:49.800 --> 00:03:52.000]  就是錯誤的這種性關係
[00:03:52.000 --> 00:03:54.440]  就是這個錯誤的性關係
[00:03:54.440 --> 00:03:58.640]  當時這個廟祭也算是當地的特色
[00:03:58.640 --> 00:04:01.680]  當時的廟祭也是當地的特色
[00:04:01.680 --> 00:04:03.680]  所以那裏的人
[00:04:03.680 --> 00:04:06.880]  來往的客商什麼的
[00:04:06.880 --> 00:04:10.120]  當地那些來往的客商那些人
[00:04:10.120 --> 00:04:11.400]  都會經常去那裏
[00:04:11.400 --> 00:04:13.240]  經常都會進去的
[00:04:13.240 --> 00:04:16.520]  所以淫亂他指的就是這種錯誤的性行爲
[00:04:16.520 --> 00:04:19.800]  淫亂他指的就是這種錯誤的性行爲
[00:04:19.800 --> 00:04:21.560]  然後保羅說污穢
[00:04:21.560 --> 00:04:23.320]  保羅提到的污穢
[00:04:23.320 --> 00:04:26.720]  他指的其實就是下流的言行
[00:04:26.720 --> 00:04:29.320]  講的就是下流的言行
[00:04:29.320 --> 00:04:33.080]  也許你沒有實質的去那個廟裏做什麼
[00:04:33.080 --> 00:04:36.120]  可能你實質上沒有進去那個廟裏做什麼
[00:04:36.120 --> 00:04:38.640]  但是那個社會風氣
[00:04:38.640 --> 00:04:40.160]  但是當時的社會風氣
[00:04:40.160 --> 00:04:42.960]  會使得哪怕是信徒
[00:04:42.960 --> 00:04:46.720]  會讓這些就算是信徒
[00:04:46.720 --> 00:04:48.840]  也會有一些這種
[00:04:48.840 --> 00:04:50.480]  說一些不該說的話
[00:04:50.480 --> 00:04:53.160]  講一些不應該講的說話
[00:04:53.160 --> 00:04:54.760]  然後最後這個貪婪
[00:04:54.760 --> 00:04:55.960]  最後講的貪婪
[00:04:55.960 --> 00:04:58.560]  貪婪不是說金錢上的
[00:04:58.560 --> 00:05:00.640]  他這裏的貪婪不是講金錢上的
[00:05:00.640 --> 00:05:02.240]  而是針對這個方面的
[00:05:02.240 --> 00:05:03.800]  而是針對這一方面的
[00:05:03.800 --> 00:05:07.600]  就是你心裏頭有那個貪慾
[00:05:07.600 --> 00:05:09.560]  是你心裏面有這個貪慾
[00:05:09.560 --> 00:05:11.880]  你想有這個淫亂的這個心
[00:05:11.880 --> 00:05:15.680]  你有這個想淫亂的心
[00:05:15.680 --> 00:05:17.600]  所以他就說等同於拜偶像
[00:05:17.600 --> 00:05:19.880]  就等同於拜偶像
[00:05:19.880 --> 00:05:22.160]  你說這個怎麼跟拜偶像有關
[00:05:22.160 --> 00:05:24.240]  那你說怎麼會跟拜偶像有關
[00:05:24.240 --> 00:05:26.240]  因爲在神廟中
[00:05:26.240 --> 00:05:27.320]  因爲在神廟裏面
[00:05:27.320 --> 00:05:29.280]  那些錯誤的那種性行爲
[00:05:29.280 --> 00:05:30.640]  那些錯誤的性行爲
[00:05:30.640 --> 00:05:33.440]  他們在那個年代是跟宗教有關的
[00:05:33.440 --> 00:05:35.920]  在那個年代是跟宗教有關的
[00:05:35.920 --> 00:05:37.440]  跟拜偶像有關的
[00:05:37.440 --> 00:05:39.600]  是跟拜偶像有關的
[00:05:39.600 --> 00:05:43.040]  拜偶像的偶像崇拜其中
[00:05:43.040 --> 00:05:45.280]  在偶像崇拜的當中
[00:05:45.280 --> 00:05:49.120]  這個性的是跟他有一部分
[00:05:49.120 --> 00:05:51.480]  性其實就是其中的一部分
[00:05:51.480 --> 00:05:53.080]  他是一種參與的
[00:05:53.080 --> 00:05:54.040]  是參與當中
[00:05:54.040 --> 00:05:55.160]  是宗教性的參與
[00:05:55.160 --> 00:05:56.800]  是宗教性的參與
[00:05:56.800 --> 00:05:59.360]  所以你無論是你真的去做
[00:05:59.360 --> 00:06:01.320]  還是你說什麼話
[00:06:01.320 --> 00:06:02.800]  還是你有這個心思
[00:06:02.800 --> 00:06:04.280]  無論你是真的去做
[00:06:04.280 --> 00:06:05.720]  或者是講過一些說話
[00:06:05.720 --> 00:06:08.040]  或者是有這個心思
[00:06:08.040 --> 00:06:11.040]  其實全都是跟偶像崇拜
[00:06:11.040 --> 00:06:13.720]  跟黑暗的文化直接相關
[00:06:13.720 --> 00:06:15.200]  它是跟偶像崇拜
[00:06:15.200 --> 00:06:18.080]  跟黑暗的文化有直接的關係
[00:06:18.080 --> 00:06:20.840]  所以他跟信徒的新生命
[00:06:20.840 --> 00:06:22.960]  他跟信徒的新生命
[00:06:22.960 --> 00:06:24.320]  他是不對等的
[00:06:24.320 --> 00:06:25.200]  是不對等的
[00:06:25.200 --> 00:06:25.960]  不相稱的
[00:06:25.960 --> 00:06:27.440]  不相稱的
[00:06:27.440 --> 00:06:29.240]  他不屬於天國的
[00:06:29.240 --> 00:06:30.560]  是不屬於天國的
[00:06:30.560 --> 00:06:34.400]  所以保羅警告我們不要去參與
[00:06:34.400 --> 00:06:38.000]  所以保羅警告我們不要去參與
[00:06:38.000 --> 00:06:40.840]  因爲那不是一個信徒應該去做的
[00:06:40.840 --> 00:06:44.400]  因爲那不是一個信徒應該去做的
[00:06:44.400 --> 00:06:46.240]  甚至都不應該那樣說
[00:06:46.240 --> 00:06:50.040]  甚至都不應該在口裏面提出來
[00:06:50.040 --> 00:06:54.680]  那我們信徒應該有怎樣的生命呢
[00:06:54.680 --> 00:06:58.280]  那信徒應該有怎樣的生命呢
[00:06:58.280 --> 00:07:00.800]  就是區別於這種黑暗
[00:07:00.800 --> 00:07:03.480]  是區別於這種黑暗
[00:07:03.480 --> 00:07:06.440]  他是希望信徒有光明磊落的生命
[00:07:06.440 --> 00:07:10.160]  他是希望信徒有光明磊落的生命
[00:07:10.160 --> 00:07:12.760]  就是他提的良善公義誠實
[00:07:12.760 --> 00:07:15.760]  就是良善公義誠實
[00:07:15.760 --> 00:07:19.040]  這樣他纔跟光明相稱
[00:07:19.040 --> 00:07:22.640]  這樣纔可以與光明相稱
[00:07:22.640 --> 00:07:26.160]  人是可能有陰暗心理的
[00:07:26.160 --> 00:07:28.880]  人可能都會有陰暗的心理
[00:07:28.880 --> 00:07:31.680]  其實從很小的小孩子開始就有
[00:07:31.680 --> 00:07:35.280]  其實從很小的小孩子開始就有
[00:07:35.280 --> 00:07:38.520]  這個不必去避忌
[00:07:38.520 --> 00:07:41.480]  這個不必去避忌
[00:07:41.480 --> 00:07:44.160]  但是人是罪人
[00:07:44.160 --> 00:07:45.520]  但是我們是罪人
[00:07:45.520 --> 00:07:47.280]  我們會有陰暗的心理
[00:07:47.280 --> 00:07:49.520]  我們都會有陰暗的心理
[00:07:49.520 --> 00:07:53.120]  我們會有不妥當的言行或者是行
[00:07:53.120 --> 00:07:54.600]  一起做一些什麼事情
[00:07:54.600 --> 00:07:57.240]  我們可能會有些不妥當的言行
[00:07:57.240 --> 00:07:59.440]  或者會做些什麼不妥當的事
[00:07:59.440 --> 00:08:02.640]  這本身並不可怕的
[00:08:02.640 --> 00:08:04.560]  這本身並不是很可怕
[00:08:04.560 --> 00:08:06.600]  因爲我們有聖靈
[00:08:06.600 --> 00:08:08.280]  因爲我們有聖靈
[00:08:08.280 --> 00:08:11.000]  聖靈光照我們
[00:08:11.000 --> 00:08:12.840]  聖靈會光照我們
[00:08:12.840 --> 00:08:16.000]  聖靈光照我們就像光進了我們的心一樣
[00:08:16.000 --> 00:08:19.440]  聖靈光照我們就好像光進到我們的心裏一樣
[00:08:19.440 --> 00:08:23.800]  我們能察覺到我們有什麼樣的陰暗
[00:08:23.800 --> 00:08:28.360]  我們可以察覺到我們有什麼陰暗
[00:08:28.360 --> 00:08:30.720]  就像第十四節所說的
[00:08:30.720 --> 00:08:33.120]  就好像第十四節那裏說
[00:08:33.120 --> 00:08:34.920]  說人好像睡着了
[00:08:34.920 --> 00:08:36.680]  人就好像睡着了
[00:08:36.680 --> 00:08:38.160]  應該趕快醒來了
[00:08:38.160 --> 00:08:40.400]  要快點醒過來
[00:08:40.400 --> 00:08:43.560]  你說你們大家都睡着過
[00:08:43.560 --> 00:08:45.640]  大家都有睡着過
[00:08:45.640 --> 00:08:47.880]  你閉上眼睛就是黑的
[00:08:47.880 --> 00:08:50.680]  你一閉上眼睛就是全部是黑暗
[00:08:50.680 --> 00:08:52.160]  你就算做夢
[00:08:52.160 --> 00:08:54.120]  你即使是做夢
[00:08:54.120 --> 00:08:56.440]  你還記得夢裏什麼樣的話
[00:08:56.440 --> 00:08:59.320]  你如果還記得夢是什麼樣的話
[00:08:59.320 --> 00:09:02.080]  夢裏也都是灰暗的
[00:09:02.080 --> 00:09:03.880]  夢裏也都是灰暗的
[00:09:03.880 --> 00:09:06.760]  沒有什麼人能做出那種陽光明媚的夢來
[00:09:06.760 --> 00:09:11.400]  不會有人會做那種陽光明媚的夢的
[00:09:11.400 --> 00:09:13.080]  我給你打個比方
[00:09:13.080 --> 00:09:15.800]  就比如
[00:09:15.800 --> 00:09:17.360]  你醒了
[00:09:17.360 --> 00:09:18.200]  你醒了
[00:09:18.200 --> 00:09:20.400]  你一看 哎呀 還這麼黑
[00:09:20.400 --> 00:09:23.120]  你看看 還天很黑
[00:09:23.120 --> 00:09:24.560]  好了 接着睡吧
[00:09:24.560 --> 00:09:25.800]  那繼續睡吧
[00:09:25.800 --> 00:09:27.600]  其實是因爲你沒開燈
[00:09:27.600 --> 00:09:29.160]  其實是因爲你沒開燈
[00:09:29.160 --> 00:09:30.280]  你沒拉開窗簾
[00:09:30.280 --> 00:09:31.400]  你沒拉開窗簾
[00:09:31.400 --> 00:09:32.920]  你環境還是黑的
[00:09:32.920 --> 00:09:34.160]  環境還是黑的
[00:09:34.160 --> 00:09:35.600]  你就會願意繼續睡
[00:09:35.600 --> 00:09:38.240]  那你就繼續睡吧
[00:09:38.240 --> 00:09:40.080]  誠然
[00:09:40.080 --> 00:09:43.000]  世界是沉淪的
[00:09:43.000 --> 00:09:45.800]  雖然世界是沉淪
[00:09:45.800 --> 00:09:48.120]  沉淪是因爲是有罪的人
[00:09:48.120 --> 00:09:50.440]  沉淪是因爲是有罪的人
[00:09:50.440 --> 00:09:52.520]  我們組成有罪的這樣一個社會
[00:09:52.520 --> 00:09:54.280]  組成了這個有罪的社會
[00:09:54.280 --> 00:09:56.360]  就好像那個黑屋子一樣
[00:09:56.360 --> 00:09:59.080]  就好像那間黑暗的屋一樣
[00:09:59.080 --> 00:10:01.240]  你醒了 你都不想醒
[00:10:01.240 --> 00:10:03.240]  你醒都不想醒過來
[00:10:03.240 --> 00:10:04.240]  你願意繼續睡
[00:10:04.240 --> 00:10:05.640]  你繼續想去睡覺
[00:10:05.640 --> 00:10:07.960]  但是我們基督徒呢
[00:10:07.960 --> 00:10:09.240]  但是我們作爲基督徒
[00:10:09.240 --> 00:10:10.920]  我們有基督的光
[00:10:10.920 --> 00:10:13.480]  我們有基督的光
[00:10:13.480 --> 00:10:16.360]  我們就能夠成爲世上的光
[00:10:16.360 --> 00:10:19.520]  我們就可以成爲世上的光
[00:10:19.520 --> 00:10:22.320]  很多人會說 哎呀 我做不到了
[00:10:22.320 --> 00:10:24.400]  很多人會說 哎呀 我做不到了
[00:10:24.400 --> 00:10:25.160]  我有好多問題
[00:10:25.160 --> 00:10:26.440]  我有好多問題
[00:10:26.440 --> 00:10:27.520]  我有好多毛病
[00:10:27.520 --> 00:10:29.920]  我都有好多不妥當的地方
[00:10:29.920 --> 00:10:32.480]  我不覺得我能成爲世上的光
[00:10:32.480 --> 00:10:34.960]  我不覺得我可以作爲世上的光
[00:10:34.960 --> 00:10:36.960]  有一位老前輩說得好
[00:10:36.960 --> 00:10:39.040]  有一位老前輩是說得很好的
[00:10:39.040 --> 00:10:41.040]  說有動機
[00:10:41.040 --> 00:10:42.160]  有動機
[00:10:42.160 --> 00:10:43.640]  你纔會有動力
[00:10:43.640 --> 00:10:46.000]  你纔會有動力
[00:10:46.000 --> 00:10:50.640]  你有這個能夠成爲光明的生命的這樣的動機
[00:10:50.640 --> 00:10:53.920]  你有這個能夠成爲光明的生命的這樣的動機
[00:10:53.920 --> 00:10:57.720]  你願意自己成爲周圍人的光
[00:10:57.720 --> 00:10:59.880]  你願意成爲周圍人的光
[00:10:59.880 --> 00:11:02.760]  你願意活出那個光明的生命
[00:11:02.760 --> 00:11:05.080]  你願意活出那個光明的生命
[00:11:05.080 --> 00:11:08.480]  與這個重生得救的新生命相襯
[00:11:08.480 --> 00:11:11.440]  與這個重新得救的新生命相慶
[00:11:11.440 --> 00:11:12.600]  你就能做到
[00:11:12.600 --> 00:11:14.120]  你就可以做得到
[00:11:14.120 --> 00:11:17.400]  因爲你有那個真誠的熱烈的那個心
[00:11:17.400 --> 00:11:20.760]  因爲你有那個真誠的熱烈的那個心
[00:11:20.760 --> 00:11:22.760]  說到這個黑暗和光明
[00:11:22.760 --> 00:11:25.040]  說到黑暗和光明
[00:11:25.040 --> 00:11:28.680]  我們信徒在傳福音的時候就會有這樣的經歷
[00:11:28.680 --> 00:11:28.680]  我們信徒在傳福音的時候就會有這樣的經歷
[00:11:28.680 --> 00:11:32.600]  信徒在傳福音的時候就會有這樣的經歷
[00:11:32.600 --> 00:11:34.520]  傳福音最怕什麼
[00:11:34.520 --> 00:11:36.280]  傳福音的時候最怕什麼
[00:11:36.280 --> 00:11:39.760]  不怕你講不清楚什麼道理
[00:11:39.760 --> 00:11:41.880]  不怕你講不清楚什麼道理
[00:11:41.880 --> 00:11:44.960]  最怕就是你的福音對象他不認罪
[00:11:44.960 --> 00:11:48.160]  最怕就是你的福音對象他不認罪
[00:11:48.160 --> 00:11:50.240]  他打死都不承認自己是罪人
[00:11:50.240 --> 00:11:52.000]  他打死都不認自己是罪人
[00:11:52.000 --> 00:11:53.280]  他覺得自己挺好的
[00:11:53.280 --> 00:11:53.280]  他覺得自己挺好的
[00:11:53.280 --> 00:11:54.960]  他覺得自己挺好的
[00:11:54.960 --> 00:11:56.280]  比別人好得多
[00:11:56.280 --> 00:11:59.000]  我比其他的人好很多
[00:11:59.000 --> 00:12:01.000]  然後信徒彼此之間
[00:12:01.000 --> 00:12:02.720]  信徒彼此之間
[00:12:02.720 --> 00:12:04.800]  我們彼此相愛彼此建立
[00:12:04.800 --> 00:12:07.240]  我們彼此相愛彼此建立
[00:12:07.240 --> 00:12:09.000]  你知道什麼事最辛苦
[00:12:09.000 --> 00:12:11.840]  你知道什麼事是令你最辛苦
[00:12:11.840 --> 00:12:14.800]  就是當你指出對方的問題的時候
[00:12:14.800 --> 00:12:17.760]  就是當你指出對方的問題的時候
[00:12:17.760 --> 00:12:19.520]  那種最辛苦
[00:12:19.520 --> 00:12:22.120]  那個時候你是最辛苦的
[00:12:22.120 --> 00:12:25.680]  因爲你等於是在指出一個黑暗
[00:12:25.680 --> 00:12:28.760]  因爲你是在指出一個黑暗
[00:12:28.760 --> 00:12:33.040]  我不是在說
[00:12:33.040 --> 00:12:36.000]  我不是說人性
[00:12:36.000 --> 00:12:36.720]  人性
[00:12:36.720 --> 00:12:38.480]  就只有黑暗沒光明
[00:12:38.480 --> 00:12:40.000]  就只有黑暗沒光明
[00:12:40.000 --> 00:12:41.920]  我絕不同意這樣的話
[00:12:41.920 --> 00:12:41.920]  我絕不同意這樣的話
[00:12:41.920 --> 00:12:43.360]  我不是很同意這樣的話
[00:12:43.360 --> 00:12:45.760]  只是我們罪人的本性
[00:12:45.760 --> 00:12:47.160]  只是罪人的本性
[00:12:47.160 --> 00:12:48.200]  我們這個本質
[00:12:48.200 --> 00:12:49.240]  我們這個本質
[00:12:49.240 --> 00:12:52.800]  使得人會自然地傾向於黑暗
[00:12:52.800 --> 00:12:55.920]  是使人可以自然地傾向黑暗
[00:12:55.920 --> 00:12:57.360]  這個真的是沒辦法
[00:12:57.360 --> 00:12:59.080]  我們真的沒什麼辦法
[00:12:59.080 --> 00:13:00.520]  人類就是這樣
[00:13:00.520 --> 00:13:02.800]  人類就是這樣
[00:13:02.800 --> 00:13:05.000]  但是上帝的救恩
[00:13:05.000 --> 00:13:06.200]  但是上帝的救恩
[00:13:06.200 --> 00:13:07.120]  祂的真理
[00:13:07.120 --> 00:13:07.760]  祂的真理
[00:13:07.760 --> 00:13:08.400]  祂的愛
[00:13:08.400 --> 00:13:09.320]  祂的愛
[00:13:09.320 --> 00:13:11.280]  祂使得我們改變
[00:13:11.280 --> 00:13:13.840]  祂使得我們改變
[00:13:13.840 --> 00:13:15.520]  神國的兒女
[00:13:15.520 --> 00:13:16.720]  神國的兒女
[00:13:16.720 --> 00:13:20.600]  他們會有傾向於光明的心
[00:13:20.600 --> 00:13:24.000]  他們會有傾向於光明的心
[00:13:24.000 --> 00:13:26.080]  他們會願意被改變
[00:13:26.080 --> 00:13:26.120]  他們會願意被改變
[00:13:26.120 --> 00:13:27.640]  他們會願意被改變
[00:13:27.640 --> 00:13:28.960]  他們願意被光照
[00:13:28.960 --> 00:13:30.280]  他們願意被光照
[00:13:30.280 --> 00:13:33.160]  他們願意生命中充滿了神的光
[00:13:33.160 --> 00:13:35.760]  他們願意生命中充滿了神的光
[00:13:35.760 --> 00:13:37.600]  他們願意成爲世上的光
[00:13:37.600 --> 00:13:40.200]  他們願意成爲世上的光
[00:13:40.200 --> 00:13:42.480]  這樣的新生命就能結果子
[00:13:42.480 --> 00:13:44.480]  這樣的新生命可以結果子
[00:13:44.480 --> 00:13:46.560]  就可以說是光明的果子
[00:13:46.560 --> 00:13:48.040]  就是光明的果子
[00:13:48.040 --> 00:13:49.960]  就是良善公義誠實
[00:13:49.960 --> 00:13:52.080]  就是良善公義誠實
[00:13:52.080 --> 00:13:55.960]  我們在聖靈的保守帶領之下
[00:13:55.960 --> 00:13:58.520]  我們在聖靈的保守帶領之下
[00:13:58.520 --> 00:14:00.640]  我們就能離開陰暗
[00:14:00.640 --> 00:14:02.400]  我們可以離開陰暗
[00:14:02.400 --> 00:14:03.480]  擁抱光明
[00:14:03.480 --> 00:14:04.600]  擁抱光明
[00:14:04.600 --> 00:14:07.240]  甚至能把這種光明帶給別的人
[00:14:07.240 --> 00:14:11.200]  甚至能把這種光明帶給別的人
[00:14:11.200 --> 00:14:13.200]  那講到愚昧和智慧呢
[00:14:13.200 --> 00:14:13.200]  那講到愚昧和智慧呢
[00:14:13.200 --> 00:14:16.440]  那講到愚昧和智慧呢
[00:14:16.440 --> 00:14:18.240]  15節到20節
[00:14:18.240 --> 00:14:19.680]  15節到20節
[00:14:19.680 --> 00:14:21.720]  那分成了三組
[00:14:21.720 --> 00:14:23.400]  它分成三組
[00:14:23.400 --> 00:14:26.160]  它其實也是很明顯的對比句
[00:14:26.160 --> 00:14:26.200]  它其實也是很明顯的對比句
[00:14:26.200 --> 00:14:29.200]  它其實也是很明顯的對比句
[00:14:29.200 --> 00:14:32.000]  15節16節
[00:14:32.000 --> 00:14:33.560]  15 16節
[00:14:33.560 --> 00:14:37.120]  保羅在說抓緊時間就是智慧
[00:14:37.120 --> 00:14:40.920]  保羅在說抓緊時間就是智慧
[00:14:40.920 --> 00:14:45.320]  因爲世界的黑暗已經很深重了
[00:14:45.320 --> 00:14:45.320]  因爲世界的黑暗已經很深重了
[00:14:45.320 --> 00:14:48.440]  因爲世界的黑暗已經很深重了
[00:14:48.440 --> 00:14:50.160]  然後主也要再來
[00:14:50.160 --> 00:14:51.600]  主要再來
[00:14:51.600 --> 00:14:53.760]  就好像說夜最深的時候
[00:14:53.760 --> 00:14:55.240]  黎明就不遠了
[00:14:55.240 --> 00:14:57.320]  就是說夜最深的時候
[00:14:57.320 --> 00:14:58.960]  黎明就不遠了
[00:14:58.960 --> 00:15:00.960]  在這黑暗已深
[00:15:00.960 --> 00:15:02.640]  現在黑暗已深
[00:15:02.640 --> 00:15:04.760]  和主再來之間
[00:15:04.760 --> 00:15:06.360]  和主再來之間
[00:15:06.360 --> 00:15:08.160]  時間並不會很久
[00:15:08.160 --> 00:15:09.320]  時間不會很久
[00:15:09.320 --> 00:15:10.640]  我們不知道多久
[00:15:10.640 --> 00:15:11.920]  我們不知道多久
[00:15:11.920 --> 00:15:14.840]  但是我相信不會是非常漫長
[00:15:14.840 --> 00:15:16.680]  我相信不會是太過漫長
[00:15:16.680 --> 00:15:19.360]  而且我們信徒也盼望着主早日再來
[00:15:19.360 --> 00:15:22.200]  我們信徒也盼望着主早日再來
[00:15:22.200 --> 00:15:25.120]  所以在這有限的中間的時間裏
[00:15:25.120 --> 00:15:25.120]  所以在這有限的中間的時間裏
[00:15:25.120 --> 00:15:28.720]  所以在這有限的中間的時間裏
[00:15:28.720 --> 00:15:30.520]  信徒要抓緊時間
[00:15:30.520 --> 00:15:32.080]  信徒要抓緊時間
[00:15:32.080 --> 00:15:34.600]  抓緊時間就是有智慧的表現
[00:15:34.600 --> 00:15:37.200]  抓緊時間就是有智慧的表現
[00:15:37.200 --> 00:15:40.800]  你抓緊時間能夠活出基督的生命
[00:15:40.800 --> 00:15:40.840]  你抓緊時間能夠活出基督的生命
[00:15:40.840 --> 00:15:43.120]  你抓緊時間能夠活出基督的生命
[00:15:43.120 --> 00:15:43.120]  你抓緊時間讓儘可能多的人能夠認識這光
[00:15:43.120 --> 00:15:47.360]  你抓緊時間讓儘可能多的人能夠認識這光
[00:15:47.360 --> 00:15:47.360]  你抓緊時間讓儘可能多的人認識這個光
[00:15:47.360 --> 00:15:51.440]  你抓緊時間讓儘可能多的人認識這個光
[00:15:51.440 --> 00:15:53.080]  然後第17節
[00:15:53.080 --> 00:15:54.360]  第17節
[00:15:54.360 --> 00:15:57.600]  保羅在說你跟主的命令就是智慧
[00:15:57.600 --> 00:15:57.600]  你跟主的命令就是智慧
[00:15:57.600 --> 00:16:00.520]  你跟主的命令就是智慧
[00:16:00.520 --> 00:16:04.680]  就像之前第4章第5章裏面講那麼多
[00:16:04.680 --> 00:16:08.680]  就是之前第4第5章所講到的那麼多
[00:16:08.680 --> 00:16:10.720]  什麼拖去舊人穿上新人
[00:16:10.720 --> 00:16:12.680]  脫去舊人穿上新人
[00:16:12.680 --> 00:16:14.000]  我們要合一
[00:16:14.000 --> 00:16:15.280]  我們要合一
[00:16:15.280 --> 00:16:17.680]  我們要用我們的恩賜建立教會
[00:16:17.680 --> 00:16:17.720]  我們要用我們的恩賜建立教會
[00:16:17.720 --> 00:16:20.280]  我們要用我們的恩賜建立教會
