
[00:00:00.000 --> 00:00:02.240]  突然之間回到平安
[00:05:53.600 --> 00:05:55.360]  六隻算是
[00:05:55.360 --> 00:05:58.240]  在座的線上朋友
[00:05:58.240 --> 00:06:01.360]  在座大概都有幾十人
[00:06:01.360 --> 00:06:02.760]  百分比都很低
[00:06:02.760 --> 00:06:05.040]  十個百分比以下
[00:06:05.040 --> 00:06:05.840]  其實是的
[00:06:05.840 --> 00:06:08.480]  其實我們不斷都要面對這個問題
[00:06:08.480 --> 00:06:11.160]  但我們又想一下
[00:06:11.160 --> 00:06:15.200]  其實這個情況也讓我們去反思
[00:06:15.200 --> 00:06:19.000]  人生其實很多很多的時間我們經歷
[00:06:19.000 --> 00:06:22.400]  但是我想一個問題就是說
[00:06:22.400 --> 00:06:24.320]  在我們信仰的裏面
[00:06:24.320 --> 00:06:27.160]  特別在講壇的裏面
[00:06:27.160 --> 00:06:31.480]  好像我們很少去講到睡眠這個問題
[00:06:31.480 --> 00:06:33.680]  很多時候我們會集中在講
[00:06:33.680 --> 00:06:35.160]  那百分之七十
[00:06:35.160 --> 00:06:37.160]  我們白天醒的時候
[00:06:37.160 --> 00:06:38.320]  我們應該做什麼
[00:06:38.320 --> 00:06:39.560]  我們應該怎樣做
[00:06:39.560 --> 00:06:41.560]  但是很少講
[00:06:41.560 --> 00:06:43.200]  我們那百分之三十的時間
[00:06:43.200 --> 00:06:45.920]  我們怎樣去面對我們的睡眠
[00:06:45.920 --> 00:06:49.720]  睡眠的確是我們人生當中很重要的一部分
[00:06:49.720 --> 00:06:51.440]  我真的很多研究
[00:06:51.440 --> 00:06:53.840]  我不敢說一個人
[00:06:53.840 --> 00:06:57.560]  一晚要睡幾個小時才是一個健康的
[00:06:57.560 --> 00:07:00.120]  因為我們知道每個人的身體素質不同
[00:07:00.120 --> 00:07:01.640]  工作的壓力又不同
[00:07:01.640 --> 00:07:05.240]  都會很影響我們睡眠的質素
[00:07:05.240 --> 00:07:08.080]  但是我們其實在人生裏面
[00:07:08.080 --> 00:07:09.880]  都有很多專家講給我們聽
[00:07:09.880 --> 00:07:11.640]  有些醫學的專家
[00:07:11.640 --> 00:07:13.080]  有些心理學的專家
[00:07:13.080 --> 00:07:16.200]  有些甚至是社會學家會講
[00:07:16.200 --> 00:07:18.000]  你應該怎樣怎樣睡眠
[00:07:18.000 --> 00:07:20.360]  但是我們有沒有回到聖經的時間
[00:07:20.360 --> 00:07:23.320]  聖經任務的一些地方都會在講
[00:07:23.320 --> 00:07:27.280]  我們應該怎樣去面對睡眠的問題
[00:07:27.280 --> 00:07:29.800]  今天我就想用一些不同的經文
[00:07:29.800 --> 00:07:33.960]  希望初步地去呈現一幅
[00:07:33.960 --> 00:07:37.880]  以睡眠為主題的聖經圖畫給大家
[00:07:37.880 --> 00:07:41.040]  讓我們可以在當中去學習
[00:07:41.040 --> 00:07:45.880]  去明白更進一步是我們遵行神的心意
[00:07:45.880 --> 00:07:48.160]  首先問一下大家一個問題
[00:07:48.160 --> 00:07:51.920]  聖經哪裏是最先講睡眠這個問題
[00:07:51.920 --> 00:07:58.280]  哪個最先有這個字出現的呢
[00:07:58.280 --> 00:07:59.320]  有沒有
[00:07:59.320 --> 00:08:00.840]  創世紀
[00:08:00.840 --> 00:08:04.120]  第一卷書是哪裏呢
[00:08:04.120 --> 00:08:08.120]  你們的聖經很熟悉
[00:08:08.120 --> 00:08:10.920]  就是做夏娃的時候
[00:08:10.920 --> 00:08:13.880]  神洗亞當沉睡
[00:08:13.880 --> 00:08:17.400]  沉睡之後在他身上取了一條肋骨出來
[00:08:17.400 --> 00:08:19.160]  然後就做了夏娃
[00:08:19.160 --> 00:08:22.000]  這個記載是很重要的
[00:08:22.000 --> 00:08:24.200]  一會兒我們會再提起
[00:08:24.200 --> 00:08:27.160]  但是我想問大家另一個聖經問題
[00:08:27.160 --> 00:08:28.640]  在這裏
[00:08:28.640 --> 00:08:32.400]  神六日在創造裏面
[00:08:32.400 --> 00:08:34.560]  其實早就暗示了
[00:08:34.560 --> 00:08:39.320]  睡眠是一個很重要的人被造的特性
[00:08:39.320 --> 00:08:41.120]  我想問大家
[00:08:41.120 --> 00:08:46.120]  神第一天做了什麼
[00:08:46.120 --> 00:08:48.280]  光 非常好 光
[00:08:48.280 --> 00:08:50.280]  第一天是做了光
[00:08:50.280 --> 00:08:52.960]  他將光和暗分開
[00:08:52.960 --> 00:08:56.360]  其實光和暗為什麼要分開呢
[00:08:56.360 --> 00:08:58.080]  再問一個問題
[00:08:58.080 --> 00:09:01.080]  聖經裏面後面很多很多的記載裏面
[00:09:01.080 --> 00:09:02.400]  在說創造的時候
[00:09:02.400 --> 00:09:05.320]  都會說到神做完那一天
[00:09:05.320 --> 00:09:07.240]  然後最後就會說
[00:09:07.240 --> 00:09:09.920]  這是第幾天
[00:09:09.920 --> 00:09:12.600]  我給大家做一個選擇題
[00:09:12.600 --> 00:09:14.480]  下面有兩個
[00:09:14.480 --> 00:09:15.760]  他說做第幾天
[00:09:15.760 --> 00:09:18.760]  有早晨有晚上是第一天
[00:09:18.760 --> 00:09:19.680]  或者是首天
[00:09:19.680 --> 00:09:20.960]  然後第二天
[00:09:20.960 --> 00:09:22.800]  這裏有兩個選擇
[00:09:22.800 --> 00:09:24.000]  你覺得聖經是
[00:09:24.000 --> 00:09:25.000]  不用翻聖經
[00:09:25.000 --> 00:09:26.320]  你覺得聖經是說
[00:09:26.320 --> 00:09:30.080]  有早晨有晚上是第一天
[00:09:30.080 --> 00:09:33.520]  還是有晚上有早晨是第一天呢
[00:09:33.520 --> 00:09:36.320]  請選擇一的舉手
[00:09:36.320 --> 00:09:38.840]  小部分
[00:09:38.840 --> 00:09:40.800]  選擇二的舉手
[00:09:40.800 --> 00:09:42.400]  為什麼有些人選擇三
[00:09:42.400 --> 00:09:45.080]  聖經沒有說過這句話
[00:09:45.080 --> 00:09:46.120]  我差不多的
[00:09:46.120 --> 00:09:47.720]  一和二都差不多
[00:09:47.720 --> 00:09:49.840]  不過我真的看不到有什麼很大的區別
[00:09:49.840 --> 00:09:52.000]  其實大家留意一下
[00:09:52.000 --> 00:09:53.280]  竟然聖經是說
[00:09:53.280 --> 00:09:57.800]  有晚上有早晨是第幾天
[00:09:57.800 --> 00:10:03.720]  我問你如果是這樣寫有什麼意思
[00:10:03.720 --> 00:10:04.840]  在神的眼中
[00:10:04.840 --> 00:10:08.520]  原來晚上是一天的開始
[00:10:08.520 --> 00:10:11.080]  這個和我們一直很多人想的
[00:10:11.080 --> 00:10:12.680]  想法傳統的
[00:10:12.680 --> 00:10:13.680]  我肯定是白天
[00:10:13.680 --> 00:10:14.600]  黎明那時候
[00:10:14.600 --> 00:10:15.320]  日出的時候
[00:10:15.320 --> 00:10:16.640]  是一個開始的時間
[00:10:16.640 --> 00:10:17.440]  其實不是的
[00:10:17.440 --> 00:10:19.280]  在神的記載裏面
[00:10:19.280 --> 00:10:21.240]  在祂的眼中
[00:10:21.240 --> 00:10:23.920]  祂先說晚上再說早晨
[00:10:23.920 --> 00:10:25.680]  其實還有一點很特別
[00:10:25.680 --> 00:10:29.200]  你看猶太人他們怎樣看這個日子
[00:10:29.200 --> 00:10:34.520]  猶太人的安息日是從什麼時候開始的
[00:10:34.520 --> 00:10:36.520]  是從日落黃昏的時候開始
[00:10:36.520 --> 00:10:38.560]  其實他們看日子的時間
[00:10:38.560 --> 00:10:42.120]  是更加符合聖經創世紀的說法
[00:10:42.120 --> 00:10:45.480]  他們是從晚上開始計算一天的
[00:10:45.480 --> 00:10:46.560]  原來在神的眼中
[00:10:46.560 --> 00:10:47.760]  一天的開始不是早晨
[00:10:47.760 --> 00:10:49.400]  而是晚上
[00:10:49.400 --> 00:10:51.480]  晚上才開始
[00:10:51.480 --> 00:10:54.760]  這個給我們有什麼想法呢
[00:10:54.760 --> 00:10:58.640]  其實神的描述正正在提示我們
[00:10:58.640 --> 00:11:00.720]  人類是按著祂的旨意去做的
[00:11:00.720 --> 00:11:02.160]  我們只不過是人
[00:11:02.160 --> 00:11:03.560]  不是神
[00:11:03.560 --> 00:11:05.640]  在我們起床
[00:11:05.640 --> 00:11:07.760]  忙碌之先
[00:11:07.760 --> 00:11:13.040]  就在我們人完全停止工作的時候
[00:11:13.040 --> 00:11:15.840]  耶和華神已經在工作
[00:11:15.840 --> 00:11:19.520]  為我們預備一切美善的事情
[00:11:19.520 --> 00:11:21.480]  所以第一點我們要認清的是
[00:11:21.480 --> 00:11:26.760]  睡眠其實是人類被造的其中一個很重要的部分
[00:11:26.760 --> 00:11:28.480]  我們被造為人
[00:11:28.480 --> 00:11:32.160]  睡眠已經安排成為我們人的一部分
[00:11:32.160 --> 00:11:33.920]  不知道大家有沒有想像過一個問題
[00:11:33.920 --> 00:11:35.880]  就是如果神在創造的時候
[00:11:35.880 --> 00:11:38.520]  不會將光和暗分開
[00:11:38.520 --> 00:11:40.160]  只有白天
[00:11:40.160 --> 00:11:43.000]  人類和所有被造的生物
[00:11:43.000 --> 00:11:45.200]  都不需要睡覺的
[00:11:45.200 --> 00:11:47.760]  人不會因為疲倦而休息
[00:11:47.760 --> 00:11:49.000]  每個人都可以
[00:11:49.000 --> 00:11:50.480]  怎樣
[00:11:50.480 --> 00:11:52.400]  簡單來講可以做兩倍的事情
[00:11:52.400 --> 00:11:53.720]  厲害吧
[00:11:53.720 --> 00:11:56.200]  然後世界會不會發展得更加快
[00:11:56.200 --> 00:11:57.640]  倍速的
[00:11:57.640 --> 00:11:59.160]  兩倍不用休息
[00:11:59.160 --> 00:12:00.280]  多好
[00:12:00.280 --> 00:12:03.080]  另外一個類似的假設就是
[00:12:03.080 --> 00:12:05.440]  我女兒也問我一個問題
[00:12:05.440 --> 00:12:07.640]  如果人沒有什麼肉體的限制
[00:12:07.640 --> 00:12:09.120]  不會生病多好
[00:12:09.120 --> 00:12:10.360]  又沒有什麼軟弱
[00:12:10.360 --> 00:12:11.520]  有沒有病痛
[00:12:11.520 --> 00:12:13.600]  世界會不會更加美好
[00:12:13.600 --> 00:12:14.720]  我問一下大家
[00:12:14.720 --> 00:12:15.600]  又不用睡覺
[00:12:15.600 --> 00:12:17.080]  又沒有身體的軟弱
[00:12:17.080 --> 00:12:19.560]  世界會不會變得更加美好
[00:12:19.560 --> 00:12:21.840]  會還是不會
[00:12:21.840 --> 00:12:24.000]  我的回答就是
[00:12:24.000 --> 00:12:25.720]  一定不會
[00:12:25.720 --> 00:12:27.600]  如果人不用睡覺
[00:12:27.600 --> 00:12:31.160]  沒有所有肉體的軟弱
[00:12:31.160 --> 00:12:34.920]  這個世界會變得更加恐怖
[00:12:34.920 --> 00:12:37.360]  因為人會更加驕傲
[00:12:37.360 --> 00:12:41.160]  人更加不會去認識
[00:12:41.160 --> 00:12:44.040]  這位創天造地的神
[00:12:44.040 --> 00:12:46.640]  人更加不懂得什麼叫安息
[00:12:46.640 --> 00:12:50.880]  信靠和信服
[00:12:50.880 --> 00:12:51.920]  試想一下
[00:12:51.920 --> 00:12:54.000]  一個再有能力的人
[00:12:54.000 --> 00:12:56.200]  在座很多很有能力的人
[00:12:56.200 --> 00:12:57.680]  很強勢很有能力
[00:12:57.680 --> 00:12:59.040]  世上有很多這些人
[00:12:59.040 --> 00:13:00.040]  我們見新聞見到
[00:13:00.040 --> 00:13:03.960]  通常都是新聞主要講這些很厲害的人
[00:13:03.960 --> 00:13:05.080]  任何一個偉人
[00:13:05.080 --> 00:13:06.880]  一個強人的領袖
[00:13:06.880 --> 00:13:09.080]  他們每一天睡覺的時候
[00:13:09.080 --> 00:13:12.920]  其實他們不得不放下手頭上
[00:13:12.920 --> 00:13:16.200]  想要控制的一些事
[00:13:16.200 --> 00:13:17.800]  閉上眼睛
[00:13:17.800 --> 00:13:19.760]  躺在床上休息
[00:13:19.760 --> 00:13:21.880]  那一刻他們什麼都做不到
[00:13:21.880 --> 00:13:23.560]  當然有些人說我只睡一個小時
[00:13:23.560 --> 00:13:26.120]  但那個小時他也要睡
[00:13:26.120 --> 00:13:27.000]  因為我們是人
[00:13:27.000 --> 00:13:31.200]  我們不是那位可以支配萬物的神
[00:13:31.200 --> 00:13:33.600]  在睡眠這件事裡面
[00:13:33.600 --> 00:13:34.800]  神再次提醒
[00:13:34.800 --> 00:13:36.840]  祂才是那位創造主
[00:13:36.840 --> 00:13:38.040]  我們只不過是一個
[00:13:38.040 --> 00:13:43.600]  帶著一個肉體軟弱的被造物
[00:13:43.600 --> 00:13:47.400]  我們不僅要認識神第一個部分
[00:13:47.400 --> 00:13:48.400]  我們被造的部分
[00:13:48.400 --> 00:13:50.240]  而且我們要認清楚
[00:13:50.240 --> 00:13:51.960]  這份是一份禮物
[00:13:51.960 --> 00:13:54.240]  一份很寶貴的禮物
[00:13:54.240 --> 00:13:58.360]  以至於我們可以去認定和接受這份禮物
[00:13:58.360 --> 00:14:03.160]  並且好好地去珍惜和享用這份禮物
[00:14:03.160 --> 00:14:04.720]  我們沒有尊重信服
[00:14:04.720 --> 00:14:09.320]  和學習欣賞神的創造這個原意
[00:14:09.320 --> 00:14:12.120]  在《創世紀》記載神創造的時候
[00:14:12.120 --> 00:14:19.400]  很多地方都說「神看著是好的」
[00:14:19.400 --> 00:14:21.080]  神在做人之前
[00:14:21.080 --> 00:14:23.200]  在做亞當夏娃之前
[00:14:23.200 --> 00:14:25.160]  祂預備了一個好的環境
[00:14:25.160 --> 00:14:26.920]  無論是光暗
[00:14:26.920 --> 00:14:28.160]  白天黑夜
[00:14:28.160 --> 00:14:29.480]  空氣水
[00:14:29.480 --> 00:14:30.880]  不同的光體
[00:14:30.880 --> 00:14:32.320]  所有的動植物
[00:14:32.320 --> 00:14:34.960]  都是賜給我們一個美好的禮物
[00:14:34.960 --> 00:14:36.920]  包括睡眠
[00:14:36.920 --> 00:14:39.560]  但是我們有多少時候
[00:14:39.560 --> 00:14:42.200]  會因為這些禮物去感謝上帝
[00:14:42.200 --> 00:14:47.680]  並且去珍惜這些從神而來的禮物呢?
[00:14:47.680 --> 00:14:50.040]  第一個很簡單的應用
[00:14:50.040 --> 00:14:51.560]  一個感恩的心
[00:14:51.560 --> 00:14:53.200]  感恩的態度
[00:14:53.200 --> 00:14:57.600]  去珍惜和享受上帝所賜的這份禮物
[00:14:57.600 --> 00:15:00.880]  妨礙我們有健康睡眠的原因有很多種
[00:15:00.880 --> 00:15:02.800]  其實我正正是這樣的問題
[00:15:02.800 --> 00:15:05.520]  很多時候都是這樣的情況
[00:15:05.520 --> 00:15:09.440]  特別對於這些在職的人士來說
[00:15:09.440 --> 00:15:12.840]  其實白天上班很累
[00:15:12.840 --> 00:15:15.560]  很多事情都很疲倦
[00:15:15.560 --> 00:15:17.320]  讓我們很掙扎
[00:15:17.320 --> 00:15:20.520]  但是到晚上臨睡之前
[00:15:20.520 --> 00:15:26.160]  我們終於有一個自由的時間和空間
[00:15:26.160 --> 00:15:29.000]  我們不惜犧牲我們正常睡眠的時間
[00:15:29.000 --> 00:15:30.520]  我們打開我們的電視
[00:15:30.520 --> 00:15:31.640]  打開我們的手機
[00:15:31.640 --> 00:15:34.160]  我們的平板電腦
[00:15:34.160 --> 00:15:34.880]  YouTube
[00:15:34.880 --> 00:15:35.480]  Netflix
[00:15:35.480 --> 00:15:36.800]  IG
[00:15:36.800 --> 00:15:44.640]  很多東西都成為了我們睡覺前必備的甜品
[00:15:44.640 --> 00:15:47.400]  白天工作壓力這麼大
[00:15:47.400 --> 00:15:49.400]  我們晚上需要一些自由的空間
[00:15:49.400 --> 00:15:52.920]  自由的時間來放鬆一下
[00:15:52.920 --> 00:15:58.480]  很多人包括我自己都陷入了這些習慣
[00:15:58.480 --> 00:16:01.080]  有時候真的可以說是上癮
[00:16:01.080 --> 00:16:02.600]  但是上癮會怎樣?
[00:16:02.600 --> 00:16:06.680]  這些習慣會侵佔了我們原來
[00:16:06.680 --> 00:16:10.240]  上帝安排給我們要去休息要去睡覺的時間
[00:16:10.240 --> 00:16:13.600]  甚至進入了一個惡性的循環
[00:16:13.600 --> 00:16:15.720]  慢慢就形成了一種價值觀
[00:16:15.720 --> 00:16:18.920]  這種價值觀我們也不會很意識得到
[00:16:18.920 --> 00:16:20.640]  就是為了這些快樂的時光
[00:16:20.640 --> 00:16:22.760]  為了滿足這些眼前的
[00:16:22.760 --> 00:16:25.320]  或者眼目響落的情慾的時候
[00:16:25.320 --> 00:16:28.760]  我們不捨得浪費時間在睡覺
[00:16:28.760 --> 00:16:30.040]  有沒有聽過這種概念?
[00:16:30.040 --> 00:16:31.680]  我不捨得睡覺
[00:16:31.680 --> 00:16:33.960]  因為睡覺太浪費時間
[00:16:33.960 --> 00:16:37.000]  換句話說我們覺得睡覺
[00:16:37.000 --> 00:16:42.760]  在減少我自己快樂的時光和人生的樂趣
[00:16:42.760 --> 00:16:44.600]  我們要認清楚
[00:16:44.600 --> 00:16:48.560]  睡眠是上帝做我們的其中一部分
[00:16:48.560 --> 00:16:50.560]  當我們有意無意地
[00:16:50.560 --> 00:16:55.160]  違反上帝原有的設計的時候
[00:16:55.160 --> 00:16:58.800]  忽略了上帝賜給我們這份禮物的時候
[00:16:58.800 --> 00:17:02.160]  後果可能有很多種
[00:17:02.160 --> 00:17:06.240]  我們用一個生活的例子
[00:17:06.240 --> 00:17:09.600]  現在有燃油車和電動車
[00:17:09.600 --> 00:17:12.480]  其實按照設計師的設計
[00:17:12.480 --> 00:17:14.560]  這些車開到一定的里程數之後
[00:17:14.560 --> 00:17:17.600]  就一定要加油或者充電
[00:17:17.600 --> 00:17:20.480]  如果你不加油不充電會怎樣?
[00:17:20.480 --> 00:17:22.400]  那部車就開不動了
[00:17:22.400 --> 00:17:24.720]  這個大家都明白
[00:17:24.720 --> 00:17:26.680]  但是為什麼我們在生活裡面
[00:17:26.680 --> 00:17:29.480]  有時候我們面對休息
[00:17:29.480 --> 00:17:32.800]  面對睡覺卻是另一個態度
[00:17:32.800 --> 00:17:35.120]  我們有些不珍惜睡眠的時候
[00:17:35.120 --> 00:17:36.120]  我們會怎樣呢?
[00:17:36.120 --> 00:17:36.960]  幾個方面
[00:17:36.960 --> 00:17:40.440]  降低我們生活的質素
[00:17:40.440 --> 00:17:42.200]  工作效率會降低
[00:17:42.200 --> 00:17:43.840]  我們會情緒化
[00:17:43.840 --> 00:17:44.480]  偏執
[00:17:44.480 --> 00:17:46.720]  記憶力衰退
