
[00:00:00.000 --> 00:00:05.240]  《聖經》記載馬拿西王在十二歲的時候登基為王
[00:01:16.960 --> 00:01:18.760]  並且很多地方顯示出
[00:01:18.760 --> 00:01:20.960]  希西加是一位敬畏神的王
[00:01:20.960 --> 00:01:23.680]  但卻想不到他的兒子馬拿西
[00:01:23.680 --> 00:01:26.920]  他是《聖經》裡被認為最壞的一個王
[00:01:26.920 --> 00:01:29.520]  似乎是兩個極端
[00:01:29.520 --> 00:01:31.920]  《聖經》怎麼描述的呢
[00:01:31.920 --> 00:01:33.360]  在第二節的時候說
[00:01:33.360 --> 00:01:35.920]  他行耶和華項為惡的事
[00:01:35.920 --> 00:01:37.880]  隨從耶和華在以色列人面前
[00:01:37.880 --> 00:01:40.400]  廣州的列國所行的
[00:01:40.400 --> 00:01:43.040]  那些可憎惡的事
[00:01:43.040 --> 00:01:44.640]  為什麼這個王
[00:01:44.640 --> 00:01:48.320]  馬拿西會成為一個這麼可惡的王呢
[00:01:48.320 --> 00:01:50.320]  《聖經》沒有特別去交代
[00:01:50.320 --> 00:01:54.080]  特別是當我們看到他的父親是這麼敬畏神
[00:01:54.080 --> 00:01:56.720]  而他的兒子是這麼惡的仇
[00:01:56.720 --> 00:01:58.440]  我們很多時候疑問
[00:01:58.440 --> 00:02:00.320]  為什麼這個兒子
[00:02:00.320 --> 00:02:02.680]  在這個敬虔父親的教育之下
[00:02:02.680 --> 00:02:04.720]  會變得這麼可惡呢
[00:02:04.720 --> 00:02:06.160]  《聖經》雖然沒有交代
[00:02:06.160 --> 00:02:08.880]  不過我們可以做一些估計和推論
[00:02:08.880 --> 00:02:12.640]  又說他可能是因為希西加在晚年的仇
[00:02:12.640 --> 00:02:13.960]  得窒兒子
[00:02:13.960 --> 00:02:15.720]  所以對希西加來說
[00:02:15.720 --> 00:02:18.280]  這個晚年仇所生的小孩
[00:02:18.280 --> 00:02:20.840]  是特別令他心裡寵愛的
[00:02:20.840 --> 00:02:23.520]  於是馬拿西的成長裡
[00:02:23.520 --> 00:02:25.840]  受盡父親的寵愛
[00:02:25.840 --> 00:02:28.720]  於是就寵壞了
[00:02:28.720 --> 00:02:30.560]  又或者可能有其他原因
[00:02:30.560 --> 00:02:31.600]  不過無論如何
[00:02:31.600 --> 00:02:34.720]  《聖經》似乎沒有交代這些事
[00:02:34.720 --> 00:02:37.680]  寄述馬拿西生平的經文總共有兩處
[00:02:37.680 --> 00:02:40.520]  分別在《獵王記》下21章
[00:02:40.520 --> 00:02:43.760]  和《列內志》下的33章
[00:02:43.760 --> 00:02:45.360]  這兩處《聖經》的記述
[00:02:45.360 --> 00:02:48.480]  有著很不同的重點
[00:02:48.480 --> 00:02:50.000]  《獵王記》的作者
[00:02:50.000 --> 00:02:54.120]  除了記述他的惡事之外
[00:02:54.120 --> 00:02:56.440]  《獵王記》的作者甚至認為
[00:02:56.440 --> 00:02:58.560]  整個猶大的亡國
[00:02:58.560 --> 00:03:02.000]  都是和馬拿西所作的惡有關
[00:03:02.000 --> 00:03:03.400]  因著他所犯的惡
[00:03:03.400 --> 00:03:06.920]  這些惡甚至比以前的所有的獵王更加重要
[00:03:06.920 --> 00:03:08.800]  甚至比外邦的王
[00:03:08.800 --> 00:03:12.240]  和外邦那些不認識神的王更加可惡
[00:03:12.240 --> 00:03:13.240]  他得罪了神
[00:03:13.240 --> 00:03:17.440]  於是就帶來了整個猶大國的亡國
[00:03:17.440 --> 00:03:18.800]  所以有些目者
[00:03:18.800 --> 00:03:19.920]  我聽過一些目者
[00:03:19.920 --> 00:03:23.120]  他看完這段《聖經》的時候就這樣說
[00:03:23.120 --> 00:03:26.440]  如果當年希西加他病了的時候
[00:03:26.440 --> 00:03:27.920]  他不向神禱告
[00:03:27.920 --> 00:03:30.000]  安然地接受神的安排
[00:03:30.000 --> 00:03:31.440]  病死了
[00:03:31.440 --> 00:03:32.560]  那就好了
[00:03:32.560 --> 00:03:36.040]  起碼不會有這麼可惡的王馬拿西的出現
[00:03:36.040 --> 00:03:39.000]  猶大國也不會因此滅亡
[00:03:39.000 --> 00:03:40.320]  現在就不同了
[00:03:40.320 --> 00:03:41.680]  因禍得福
[00:03:41.680 --> 00:03:42.760]  他向神
[00:03:42.760 --> 00:03:43.440]  對不起
[00:03:43.440 --> 00:03:45.200]  因福得禍
[00:03:45.200 --> 00:03:48.640]  他向神求醫治
[00:03:48.640 --> 00:03:51.200]  結果神給他多了十五年的命
[00:03:51.200 --> 00:03:54.000]  因為這樣的緣故就生了馬拿西
[00:03:54.000 --> 00:03:56.920]  結果就是一個可惡的小孩子
[00:03:56.920 --> 00:03:58.120]  因為這樣的緣故
[00:03:58.120 --> 00:03:59.800]  猶大就亡國了
[00:03:59.800 --> 00:04:02.120]  不知道你同不同意這個說法
[00:04:02.120 --> 00:04:03.200]  這個觀點
[00:04:03.200 --> 00:04:04.400]  所以下次你有病的時候
[00:04:04.400 --> 00:04:06.480]  你祈禱要小心一點
[00:04:06.480 --> 00:04:11.400]  因為可能是因福得禍
[00:04:11.400 --> 00:04:14.280]  歷史從來都沒有這些假如的
[00:04:14.280 --> 00:04:16.480]  歷史都沒有再來一次的
[00:04:16.480 --> 00:04:21.200]  並且這種說法有種視有孔明的態度
[00:04:21.200 --> 00:04:23.200]  《歷代志》另一卷的聖經
[00:04:23.200 --> 00:04:25.160]  記述這件事的時候
[00:04:25.160 --> 00:04:27.200]  和聶王紀的作者記述
[00:04:27.200 --> 00:04:30.040]  很明顯是一個很不同的重點
[00:04:30.040 --> 00:04:32.520]  他除了和聶王紀一樣
[00:04:32.520 --> 00:04:34.800]  記述了馬拿西他所作的惡
[00:04:34.800 --> 00:04:36.560]  他的惡是怎樣的可怕
[00:04:36.560 --> 00:04:39.480]  這些惡是怎樣的空前絕後之外
[00:04:39.480 --> 00:04:41.040]  《歷代志》的作者
[00:04:41.040 --> 00:04:43.040]  更加同時記述
[00:04:43.040 --> 00:04:47.800]  馬拿西他被亞述打敗
[00:04:47.800 --> 00:04:49.760]  他被亞述王抓去
[00:04:49.760 --> 00:04:51.560]  成為了階下囚
[00:04:51.560 --> 00:04:54.640]  以及記述當他在急難的時候
[00:04:54.640 --> 00:04:57.640]  他怎樣懇求耶和華他的神
[00:04:57.640 --> 00:04:59.880]  於是神因為他禱告
[00:04:59.880 --> 00:05:02.560]  他深深經歷了神的憐憫
[00:05:02.560 --> 00:05:05.880]  聖經在《歷代志》裡面更加記述
[00:05:05.880 --> 00:05:08.920]  他怎樣來迴轉歸向神
[00:05:08.920 --> 00:05:10.560]  所以馬拿西可以說是
[00:05:10.560 --> 00:05:12.920]  整個猶大國的歷史裡面
[00:05:12.920 --> 00:05:17.520]  僅有的一位來迴轉歸向神的君王
[00:05:17.520 --> 00:05:19.600]  所以我今天講題的題目是
[00:05:19.600 --> 00:05:22.960]  迴轉歸向神的君王馬拿西
[00:05:22.960 --> 00:05:25.480]  我想和大家一起思想一下這位王
[00:05:25.480 --> 00:05:29.040]  他怎樣走一段得罪神的邪惡的路
[00:05:29.040 --> 00:05:31.760]  但他亦怎樣來經歷神的恩典
[00:05:31.760 --> 00:05:33.240]  來歸向神
[00:05:33.240 --> 00:05:35.920]  更加從他生命裡面讓我們看見
[00:05:35.920 --> 00:05:38.120]  我們的神是那位有憐憫
[00:05:38.120 --> 00:05:39.840]  有恩典的神
[00:05:39.840 --> 00:05:41.600]  提醒我們
[00:05:41.600 --> 00:05:44.600]  如果我們都是一個信仰裡面的浪子
[00:05:44.600 --> 00:05:46.120]  神今天呼喚我們
[00:05:46.120 --> 00:05:48.560]  都應該來歸向他
[00:05:48.560 --> 00:05:56.720]  讓我們一起來低頭有個禱告
[00:05:56.720 --> 00:05:58.840]  其實他對很多人來說
[00:05:58.840 --> 00:06:01.000]  馬拿西是不能夠接受的
[00:06:01.000 --> 00:06:04.560]  以致這個獵王紀的作者
[00:06:04.560 --> 00:06:08.240]  不記述他來迴轉那段經文
[00:06:08.240 --> 00:06:10.040]  但在我們神的眼中
[00:06:10.040 --> 00:06:11.880]  即使多惡的王
[00:06:11.880 --> 00:06:15.160]  你都願意呼喚他來歸向你
[00:06:15.160 --> 00:06:18.520]  今天求你同樣在我們心靈當中呼喚我們
[00:06:18.520 --> 00:06:20.600]  叫我們都歸向你
[00:06:20.600 --> 00:06:21.800]  無論我們走的路
[00:06:21.800 --> 00:06:23.480]  多少時候離開你
[00:06:23.480 --> 00:06:25.480]  叫我們心裡面都聽到
[00:06:25.480 --> 00:06:26.520]  你呼喚我們
[00:06:26.520 --> 00:06:28.200]  叫我們回到你的船
[00:06:28.200 --> 00:06:31.960]  奉耶穌名求
[00:06:31.960 --> 00:06:34.600]  聖經說馬拿西是一個作惡的王
[00:06:34.600 --> 00:06:37.000]  他怎樣惡法呢?
[00:06:37.000 --> 00:06:39.120]  第三到第五節那時候這樣說
[00:06:39.120 --> 00:06:43.160]  他重新建造了他父親希西加拆毀的休壇
[00:06:43.160 --> 00:06:45.240]  又為巴力立壇
[00:06:45.240 --> 00:06:46.760]  製造阿舍拉
[00:06:46.760 --> 00:06:50.720]  並且敬拜和侍奉天上的萬象
[00:06:50.720 --> 00:06:53.960]  馬拿西亦都在耶和華殿的兩院裡面
[00:06:53.960 --> 00:06:56.800]  為天上的萬象祝壇
[00:06:56.800 --> 00:07:00.040]  從這幾節聖經裡面給我們看見
[00:07:00.040 --> 00:07:01.960]  他沒有好像他父親一樣
[00:07:01.960 --> 00:07:04.400]  來專心敬拜耶和華神
[00:07:04.400 --> 00:07:07.040]  他父親拆毀了當時拜迦南人的
[00:07:07.040 --> 00:07:09.080]  巴力那些祭壇
[00:07:09.080 --> 00:07:11.760]  但他卻重建這些祭壇
[00:07:11.760 --> 00:07:13.200]  巴力和阿舍拉
[00:07:13.200 --> 00:07:15.360]  聖經學者認為是一對夫婦
[00:07:15.360 --> 00:07:17.200]  阿舍拉是一個女神
[00:07:17.200 --> 00:07:20.720]  他重建了為巴力和阿舍拉所祝的壇
[00:07:20.720 --> 00:07:23.320]  並且更甚的
[00:07:23.320 --> 00:07:24.400]  就是在神的殿
[00:07:24.400 --> 00:07:26.560]  就是用來敬拜神的地方那一處
[00:07:26.560 --> 00:07:29.280]  來為天上的萬象祝壇
[00:07:29.280 --> 00:07:30.800]  似乎對馬拿西來說
[00:07:30.800 --> 00:07:32.280]  多拜一些神是好的
[00:07:32.280 --> 00:07:33.080]  多拜一些神
[00:07:33.080 --> 00:07:36.160]  得到多一些神靈的庇佑
[00:07:36.160 --> 00:07:37.520]  第六節那一處
[00:07:37.520 --> 00:07:40.640]  寄述他推行交軌無術
[00:07:40.640 --> 00:07:43.600]  甚至將人獻為祭
[00:07:43.600 --> 00:07:45.800]  而交軌無術這些事
[00:07:45.800 --> 00:07:47.680]  或者將人獻為祭
[00:07:47.680 --> 00:07:50.680]  都是摩西律法裡面所禁止的
[00:07:50.680 --> 00:07:53.200]  神清楚說是他所憎惡的事
[00:07:53.200 --> 00:07:54.800]  所以聖經第六節那一句話
[00:07:54.800 --> 00:07:55.840]  他因念主谷
[00:07:55.840 --> 00:07:57.880]  就是耶路撒冷的南面那裡
[00:07:57.880 --> 00:07:59.040]  為自己的兒女
[00:07:59.040 --> 00:08:00.360]  來用火
[00:08:00.360 --> 00:08:01.600]  就是將自己的兒女
[00:08:01.600 --> 00:08:03.760]  用火燒為祭
[00:08:03.760 --> 00:08:04.840]  然後占卜
[00:08:04.840 --> 00:08:05.720]  行邪術
[00:08:05.720 --> 00:08:06.400]  用法術
[00:08:06.400 --> 00:08:07.160]  交軌
[00:08:07.160 --> 00:08:08.400]  和通靈
[00:08:08.400 --> 00:08:09.640]  做了很多這些
[00:08:09.640 --> 00:08:11.720]  神體為真惡的事
[00:08:11.720 --> 00:08:13.240]  惹神發怒
[00:08:13.240 --> 00:08:14.240]  從這些技術
[00:08:14.240 --> 00:08:14.960]  雖然很簡單
[00:08:14.960 --> 00:08:16.080]  但給我看見
[00:08:16.080 --> 00:08:17.360]  他是一位
[00:08:17.360 --> 00:08:20.400]  相當之可怕的和王
[00:08:20.400 --> 00:08:21.800]  他不單是自己做
[00:08:21.800 --> 00:08:23.280]  在第九節那一處就說
[00:08:23.280 --> 00:08:24.360]  他引入猶太人
[00:08:24.360 --> 00:08:26.680]  和耶路撒冷的居民行惡
[00:08:26.680 --> 00:08:28.800]  比耶和華在以色列人面前
[00:08:28.800 --> 00:08:31.080]  除滅的列國更甚
[00:08:31.080 --> 00:08:32.360]  由此可見
[00:08:32.360 --> 00:08:33.720]  他所作的惡
[00:08:33.720 --> 00:08:37.160]  不單是很嚴重的惡
[00:08:37.160 --> 00:08:40.040]  他更加願意鼓勵百姓作惡
[00:08:40.040 --> 00:08:41.080]  而這些罪惡
[00:08:41.080 --> 00:08:42.440]  就像病毒一樣
[00:08:42.440 --> 00:08:43.720]  會傳染
[00:08:43.720 --> 00:08:46.600]  使更多的人犯罪
[00:08:46.600 --> 00:08:48.600]  其實在猶太人的歷史裡
[00:08:48.600 --> 00:08:50.760]  馬來西亞不是一位好的和王
[00:08:50.760 --> 00:08:51.560]  所以我們見到
[00:08:51.560 --> 00:08:53.160]  列王幾個作者
[00:08:53.160 --> 00:08:54.600]  甚至不記實
[00:08:54.600 --> 00:08:57.560]  他來迴轉歸向神的事
[00:08:57.560 --> 00:09:00.280]  在新約聖經希伯來書裡
[00:09:00.280 --> 00:09:02.640]  記載信心的偉人的仇
[00:09:02.640 --> 00:09:04.560]  提到一些信心的人物
[00:09:04.560 --> 00:09:06.720]  他被割死
[00:09:06.720 --> 00:09:08.000]  有些人就問
[00:09:08.000 --> 00:09:09.640]  究竟這是什麼人呢?
[00:09:09.640 --> 00:09:11.840]  從猶太人的技術裡
[00:09:11.840 --> 00:09:14.520]  相信這是先知爾賽亞
[00:09:14.520 --> 00:09:17.520]  而殺死或將爾賽亞割死的
[00:09:17.520 --> 00:09:19.400]  在猶太人的技術裡
[00:09:19.400 --> 00:09:21.240]  就是馬來西亞王
[00:09:21.240 --> 00:09:22.360]  由此可見
[00:09:22.360 --> 00:09:24.200]  他不僅是拜偶像
[00:09:24.200 --> 00:09:27.680]  他甚至拒絕神透先知隊的提醒
[00:09:27.680 --> 00:09:29.760]  殺死先知
[00:09:29.760 --> 00:09:30.680]  所以可見
[00:09:30.680 --> 00:09:32.880]  他是一個相當惡的王
[00:09:32.880 --> 00:09:35.120]  列王幾下的23章裡
[00:09:35.120 --> 00:09:38.360]  提到猶太國晚年最後的時候
[00:09:38.360 --> 00:09:39.080]  有一個王
[00:09:39.080 --> 00:09:41.160]  一個很好的王
[00:09:41.160 --> 00:09:43.040]  他叫做約西亞王
[00:09:43.040 --> 00:09:46.200]  他在國家裡推行了宗教改革
[00:09:46.200 --> 00:09:48.840]  24至26節的時候是這樣說的
[00:09:48.840 --> 00:09:51.400]  他說約西亞也除去了猶太地
[00:09:51.400 --> 00:09:54.080]  和耶路撒冷所有的招魂
[00:09:54.080 --> 00:09:54.920]  行巫術
[00:09:54.920 --> 00:09:55.640]  家臣
[00:09:55.640 --> 00:09:56.200]  偶像
[00:09:56.200 --> 00:09:57.840]  和一切可憎的物
[00:09:57.840 --> 00:10:00.760]  為了要實踐希臘加祭司
[00:10:00.760 --> 00:10:03.400]  在耶和華諺裡面所找到的
[00:10:03.400 --> 00:10:05.360]  律法書上的話
[00:10:05.360 --> 00:10:08.280]  他所遵行的這些律法
[00:10:08.280 --> 00:10:10.520]  是衝前絕後的
[00:10:10.520 --> 00:10:12.120]  在他之前葬沒一個王
[00:10:12.120 --> 00:10:14.320]  好像他那樣來遵行的
[00:10:14.320 --> 00:10:15.920]  但聖經接著說
[00:10:15.920 --> 00:10:18.480]  但耶和華並沒有將
[00:10:18.480 --> 00:10:21.520]  向猶太所發的烈露消除
[00:10:21.520 --> 00:10:24.160]  因為馬來西亞種種的惡行
[00:10:24.160 --> 00:10:25.760]  激怒了他
[00:10:25.760 --> 00:10:27.000]  換句話說
[00:10:27.000 --> 00:10:30.720]  約西亞王即使有很好的宗教改革
[00:10:30.720 --> 00:10:32.400]  約西亞王即使是
[00:10:32.400 --> 00:10:33.720]  在猶太的王當中
[00:10:33.720 --> 00:10:36.400]  是最徹底地來遵行神的律法
[00:10:36.400 --> 00:10:38.160]  即使約西亞王是
[00:10:38.160 --> 00:10:39.920]  很盡心地遵行神的律法
[00:10:39.920 --> 00:10:40.920]  甚至聖經說
[00:10:40.920 --> 00:10:43.520]  在他之前沒有一個王能夠及他
[00:10:43.520 --> 00:10:46.880]  但是因為馬來西亞的種種罪惡
[00:10:46.880 --> 00:10:47.960]  聖經說
[00:10:47.960 --> 00:10:52.120]  猶太國依然要面對亡國的命運
[00:10:52.120 --> 00:10:53.640]  由此可見
[00:10:53.640 --> 00:10:55.680]  列王幾個作者
[00:10:55.680 --> 00:10:58.760]  清楚地將猶太國的滅亡
[00:10:58.760 --> 00:11:01.120]  亡國和馬來西亞的惡
[00:11:01.120 --> 00:11:03.320]  連繫起來
[00:11:03.320 --> 00:11:04.160]  也就是說
[00:11:04.160 --> 00:11:06.320]  他認為是馬來西亞的惡
[00:11:06.320 --> 00:11:08.960]  導致整個猶太國的亡國
[00:11:08.960 --> 00:11:10.280]  所以可以見到
[00:11:10.280 --> 00:11:14.200]  馬來西亞的罪惡是多麼的厲害
[00:11:14.200 --> 00:11:15.440]  馬來西亞的罪惡
[00:11:15.440 --> 00:11:17.760]  終於招來了神的刑罰
[00:11:17.760 --> 00:11:19.560]  神的管教
[00:11:19.560 --> 00:11:22.040]  不過聖經很清楚地給我們看見
[00:11:22.040 --> 00:11:24.680]  神的管教和神的刑罰
[00:11:24.680 --> 00:11:27.080]  在神的管教和神的刑罰之前
[00:11:27.080 --> 00:11:30.720]  神不斷地呼召人來悔改
[00:11:30.720 --> 00:11:32.320]  即使在刑罰裏面
[00:11:32.320 --> 00:11:34.520]  神仍要讓受罰的人
[00:11:34.520 --> 00:11:36.400]  有悔改的機會
[00:11:36.400 --> 00:11:37.960]  因為聖經讓我們知道
[00:11:37.960 --> 00:11:41.120]  神的管教和刑罰是一個目的
[00:11:41.120 --> 00:11:44.120]  這個目的是要呼喚人返回他的船
[00:11:44.120 --> 00:11:46.640]  神並不是好像我們有時做父親那樣
[00:11:46.640 --> 00:11:48.160]  當我們發火的時候
[00:11:48.160 --> 00:11:50.280]  就有理無理地重罰我們的兒女
[00:11:50.280 --> 00:11:52.640]  總而言之拿條藤條飛下去
[00:11:52.640 --> 00:11:54.160]  有這麼大力得這麼大力
[00:11:54.160 --> 00:11:57.040]  盡情地發洩心裏面的怒氣
[00:11:57.040 --> 00:12:00.040]  但神並不是要來發脾氣
[00:12:00.040 --> 00:12:02.920]  神的刑罰是要將人挽回
[00:12:02.920 --> 00:12:05.600]  是要將兒女從罪惡裏面帶回
[00:12:05.600 --> 00:12:08.440]  所以神的管教裏面帶著慈愛
[00:12:08.440 --> 00:12:12.160]  帶著憐憫去刑罰每一個犯罪的人
[00:12:12.160 --> 00:12:14.520]  所以聖經裏面第十字那句就記述
[00:12:14.520 --> 00:12:18.400]  神透過先知警告馬來西亞和人民
[00:12:18.400 --> 00:12:20.640]  只不過聖經亦同時這樣說
[00:12:20.640 --> 00:12:22.720]  就是他們不理會
[00:12:22.720 --> 00:12:24.640]  從猶太人的傳說裏面知道
[00:12:24.640 --> 00:12:26.960]  他殺死了先知以塞亞
[00:12:26.960 --> 00:12:28.240]  就可以清楚知道
[00:12:28.240 --> 00:12:33.040]  他沒有理會神透過先知對他的呼喚
[00:12:33.040 --> 00:12:35.640]  神不斷呼召馬來西亞悔改
[00:12:35.640 --> 00:12:38.240]  其實先知一次又一次地呼召
[00:12:38.240 --> 00:12:41.520]  但馬來西亞心眼依然偏行己路
[00:12:41.520 --> 00:12:44.440]  過著他自己認為好的生活
[00:12:44.440 --> 00:12:46.880]  過著他自己認為喜歡的生活
[00:12:46.880 --> 00:12:48.720]  做自己認為喜歡的事
[00:12:48.720 --> 00:12:51.680]  並且以自我為中心
[00:12:51.680 --> 00:12:53.480]  所以第十一節那句就提到
[00:12:53.480 --> 00:12:55.800]  神的刑罰終於來到了
[00:12:55.800 --> 00:12:59.640]  神使用當時的亞述來攻打猶太
[00:12:59.640 --> 00:13:02.400]  結果猶太大敗
[00:13:02.400 --> 00:13:05.160]  而亞述在當時的世界裏面
[00:13:05.160 --> 00:13:08.080]  是當時最強的一個強國
[00:13:08.080 --> 00:13:11.960]  北面的以色列和再北一些的阿蘭
[00:13:11.960 --> 00:13:15.960]  在當時已經被亞述攻破和消滅了
[00:13:15.960 --> 00:13:18.160]  所以對馬來西亞來說
[00:13:18.160 --> 00:13:22.680]  他面對著的亞述是當時最強盛的帝國
[00:13:22.680 --> 00:13:25.520]  亞述將馬來西亞打敗
[00:13:25.520 --> 00:13:26.800]  聖經就記述
[00:13:26.800 --> 00:13:30.120]  馬來西亞和很多人民就被擄去
[00:13:30.120 --> 00:13:31.640]  第十一節那句說
[00:13:31.640 --> 00:13:34.800]  亞述人用鉤子鉤住馬來西亞
[00:13:34.800 --> 00:13:37.120]  用銅鏈來鎖住它
[00:13:37.120 --> 00:13:39.240]  帶它去到巴比倫那裡
[00:13:39.240 --> 00:13:40.880]  雖然這裏提到巴比倫
[00:13:40.880 --> 00:13:44.560]  不過巴比倫當時還是一個很小的國家
[00:13:44.560 --> 00:13:47.400]  後來巴比倫才消滅了亞述
[00:13:47.400 --> 00:13:52.240]  並且後來也消滅了猶太國
[00:13:52.240 --> 00:13:54.080]  連皇帝都被抓去
[00:13:54.080 --> 00:13:56.240]  可以想像到這場戰役
[00:13:56.240 --> 00:13:59.080]  戰敗是相當之可怕的
[00:13:59.080 --> 00:14:00.720]  馬來西亞被勾勾
[00:14:00.720 --> 00:14:02.560]  用銅鏈鎖住
[00:14:02.560 --> 00:14:04.720]  這幅圖畫是怎樣的呢
[00:14:04.720 --> 00:14:06.000]  我們可以想像一下
[00:14:06.000 --> 00:14:07.600]  用鉤來勾住那個人
[00:14:07.600 --> 00:14:09.040]  究竟是怎樣勾的呢
[00:14:09.040 --> 00:14:10.520]  當我們釣魚的時候
[00:14:10.520 --> 00:14:11.160]  很開心
[00:14:11.160 --> 00:14:11.720]  一撐上來
[00:14:11.720 --> 00:14:13.240]  很開心
[00:14:13.240 --> 00:14:15.000]  因為抓到魚
[00:14:15.000 --> 00:14:16.680]  但你見到那條魚不斷掙扎
[00:14:16.680 --> 00:14:18.920]  因為鉤可能勾住他的嘴巴
[00:14:18.920 --> 00:14:21.680]  甚至勾住嘴巴裏面的一些部份
[00:14:21.680 --> 00:14:23.840]  然後我們勾的時候
[00:14:23.840 --> 00:14:26.040]  如果拿不到會怎樣呢
[00:14:26.040 --> 00:14:27.760]  一手扯掉它
[00:14:27.760 --> 00:14:32.000]  或者剪開嘴巴把鉤拿出來
[00:14:32.000 --> 00:14:35.960]  可以想像當時那種痛苦是多麼的嚴重
[00:14:35.960 --> 00:14:37.480]  我們不要知道當時
[00:14:37.480 --> 00:14:40.360]  亞述人是怎樣勾住馬來西亞
[00:14:40.360 --> 00:14:41.880]  不過歷史告訴我們
[00:14:41.880 --> 00:14:44.040]  亞述是相當殘忍的
[00:14:44.040 --> 00:14:47.440]  所以在《先知書》裏面有些地方質問神
[00:14:47.440 --> 00:14:51.720]  為什麼讓亞述來消滅神的百姓的時候
[00:14:51.720 --> 00:14:53.320]  技術到的情況就是
[00:14:53.320 --> 00:14:56.240]  亞述人甚至把孕婦剖開
[00:14:56.240 --> 00:14:58.280]  所以我相信勾住她的時候
[00:14:58.280 --> 00:15:01.280]  絕對不會用銅鏈綁住你
[00:15:01.280 --> 00:15:03.520]  然後把鉤勾住銅鏈
[00:15:03.520 --> 00:15:05.000]  這樣拉住你
[00:15:05.000 --> 00:15:06.440]  我想絕對不是這樣的
[00:15:06.440 --> 00:15:09.560]  很可能這些鉤是勾入皮肉裏面
[00:15:09.560 --> 00:15:13.480]  然後亞述人就把馬來西亞王
[00:15:13.480 --> 00:15:16.240]  帶到一個不知道的地方
[00:15:16.240 --> 00:15:17.520]  對當時來說
[00:15:17.520 --> 00:15:21.840]  王心裏面究竟經歷的那種心路歷程是怎樣的呢
[00:15:21.840 --> 00:15:24.680]  身體受著那種痛苦
[00:15:24.680 --> 00:15:27.040]  但心底裏面可能有很多恐懼
[00:15:27.040 --> 00:15:29.240]  究竟明天將會如何呢
[00:15:29.240 --> 00:15:30.520]  會帶我去那裏呢
[00:15:30.520 --> 00:15:33.000]  文說亞述人是相當殘忍的
[00:15:33.000 --> 00:15:34.800]  我會怎樣死呢
[00:15:34.800 --> 00:15:37.880]  在角落裏面王的心情一定要失落
[00:15:37.880 --> 00:15:40.240]  前途如何 未來如何
[00:15:40.240 --> 00:15:42.160]  真是生死茫茫
[00:15:42.160 --> 00:15:43.920]  明天是否仍然活著呢
[00:15:43.920 --> 00:15:47.400]  對這位王來說是絕對沒有把握
[00:15:47.400 --> 00:15:49.120]  《聖經紀述》在那時候
[00:15:49.120 --> 00:15:50.640]  當他成為了階下囚
[00:15:50.640 --> 00:15:51.800]  面對死亡
[00:15:51.800 --> 00:15:54.800]  面對著明天的歸宿不知在哪裏的時候
[00:15:54.800 --> 00:15:57.560]  馬來西亞想起了他父親的神
[00:15:57.560 --> 00:16:00.880]  他想起了他父親小時候教導他
[00:16:00.880 --> 00:16:03.760]  我想他父親這個希西加
[00:16:03.760 --> 00:16:05.600]  一定有很多時候抱著他的時候
[00:16:05.600 --> 00:16:06.720]  就跟他說
[00:16:06.720 --> 00:16:08.160]  你知不知道
[00:16:08.160 --> 00:16:10.080]  你未出生之前的幾年
