
[00:00:00.000 --> 00:00:06.500]  今晚的題目叫「從領恩開始去探索禱告的合宜態度與模式」
[00:01:32.000 --> 00:01:36.000]  聖經有三個願望講了給我們知道
[00:01:36.000 --> 00:01:38.000]  也是耶穌教導禱告的時候
[00:01:38.000 --> 00:01:40.000]  一開始就說
[00:01:40.000 --> 00:01:42.000]  願人都尊你的名為聖
[00:01:42.000 --> 00:01:44.000]  願你的國光臨
[00:01:44.000 --> 00:01:47.000]  願你的旨意行在地上如同行在天上
[00:01:47.000 --> 00:01:49.000]  稍後再詳細解釋這三個
[00:01:49.000 --> 00:01:51.000]  但是是一個心願
[00:01:51.000 --> 00:01:54.000]  我們是希望能夠去知道
[00:01:54.000 --> 00:01:56.000]  上帝祢想我們
[00:01:56.000 --> 00:01:59.000]  究竟怎樣走面前的路
[00:01:59.000 --> 00:02:03.000]  上帝麻煩可不可以給我們機會知道
[00:02:03.000 --> 00:02:05.000]  究竟我們有什麼地方做得好
[00:02:05.000 --> 00:02:07.000]  做得不好
[00:02:07.000 --> 00:02:09.000]  上帝當我做得好的時候
[00:02:09.000 --> 00:02:11.000]  求祢告訴我讚我
[00:02:11.000 --> 00:02:13.000]  上帝如果我做得不好的時候
[00:02:13.000 --> 00:02:15.000]  我很想祢告訴我
[00:02:15.000 --> 00:02:18.000]  有什麼地方我做得不可以去改善
[00:02:18.000 --> 00:02:20.000]  當我們在迷失的時候
[00:02:20.000 --> 00:02:21.000]  我們要有一個心願
[00:02:21.000 --> 00:02:22.000]  上帝我真的很迷失
[00:02:22.000 --> 00:02:23.000]  在這一刻
[00:02:23.000 --> 00:02:25.000]  我應該怎樣做呢
[00:02:25.000 --> 00:02:26.000]  上帝在我軟弱的時候
[00:02:26.000 --> 00:02:28.000]  我很想祢告訴我知道
[00:02:28.000 --> 00:02:32.000]  我究竟怎樣才可以重新得力
[00:02:32.000 --> 00:02:33.000]  所以
[00:02:33.000 --> 00:02:36.000]  祈禱最重要的一件事
[00:02:36.000 --> 00:02:40.000]  整個目標也是今晚我們在這個講座裏面
[00:02:40.000 --> 00:02:44.000]  是準確去尋求上帝的旨意
[00:02:44.000 --> 00:02:46.000]  耶穌基督對禱告的時候
[00:02:46.000 --> 00:02:49.000]  有一個禱告的主旨
[00:02:49.000 --> 00:02:54.000]  信徒是希望知道和明白上帝
[00:02:54.000 --> 00:02:56.000]  在我們每個人身上
[00:02:56.000 --> 00:02:59.000]  究竟和我們身邊所關連的人與事當中
[00:02:59.000 --> 00:03:02.000]  上帝你究竟怎樣去介入其中
[00:03:02.000 --> 00:03:04.000]  或者我們應該怎樣去做呢
[00:03:04.000 --> 00:03:08.000]  如果我們從這個禱告的角度去看
[00:03:08.000 --> 00:03:12.000]  我們是從上帝的旨意
[00:03:12.000 --> 00:03:14.000]  去流向於人
[00:03:14.000 --> 00:03:19.000]  換句話來說是一個神作主
[00:03:19.000 --> 00:03:23.000]  或者上帝旨意做主導的一個屬靈的生命
[00:03:23.000 --> 00:03:25.000]  這個是在聖經裏面
[00:03:25.000 --> 00:03:28.000]  耶穌基督非常強調的一點
[00:03:28.000 --> 00:03:30.000]  但這個當然是一般的基督徒
[00:03:30.000 --> 00:03:31.000]  或者在聖經裏面
[00:03:31.000 --> 00:03:34.000]  我們所學到的耶穌基督希望的介紹
[00:03:34.000 --> 00:03:37.000]  但一般的人對於祈禱是怎樣呢
[00:03:37.000 --> 00:03:38.000]  這個所謂指一般的人
[00:03:38.000 --> 00:03:40.000]  就不只是解基督徒
[00:03:40.000 --> 00:03:42.000]  是指到一般的人
[00:03:42.000 --> 00:03:45.000]  因為不只是基督徒才會祈禱
[00:03:45.000 --> 00:03:47.000]  很多人都會祈禱
[00:03:47.000 --> 00:03:50.000]  不過他們那些祈禱的形容
[00:03:50.000 --> 00:03:52.000]  有很多義詞去形容
[00:03:52.000 --> 00:03:54.000]  譬如有去「品臣」
[00:03:54.000 --> 00:03:55.000]  有沒有試過「品臣」
[00:03:55.000 --> 00:03:56.000]  我媽媽都經常說
[00:03:56.000 --> 00:03:58.000]  你已經在那裏「品臣」了
[00:03:58.000 --> 00:04:00.000]  即是我們說話
[00:04:00.000 --> 00:04:01.000]  說給自己聽
[00:04:01.000 --> 00:04:03.000]  或者「吟吟尋尋」
[00:04:03.000 --> 00:04:05.000]  其實很多中國人
[00:04:05.000 --> 00:04:08.000]  我們參加不同的宗教活動
[00:04:08.000 --> 00:04:11.000]  都有一個這樣的情況
[00:04:11.000 --> 00:04:12.000]  他們的祈求
[00:04:12.000 --> 00:04:16.000]  是為自己期望的事去祈禱
[00:04:16.000 --> 00:04:19.000]  向一個給自己強大有能力的對象
[00:04:19.000 --> 00:04:21.000]  去作出要求
[00:04:21.000 --> 00:04:22.000]  但這個很多時候
[00:04:22.000 --> 00:04:25.000]  我們的祈禱錯誤的開端也在這裏
[00:04:25.000 --> 00:04:28.000]  因為我們原本我們信主之前
[00:04:28.000 --> 00:04:32.000]  全部我們都不是在聖經學祈禱的
[00:04:32.000 --> 00:04:33.000]  我們很多時候
[00:04:33.000 --> 00:04:37.000]  是用我們對一般的宗教的看法
[00:04:37.000 --> 00:04:40.000]  人向宗教尋求上帝的啟示
[00:04:40.000 --> 00:04:42.000]  是很自然的一件事
[00:04:42.000 --> 00:04:44.000]  所以我們很期望
[00:04:44.000 --> 00:04:47.000]  有一個更大的有力量的對象
[00:04:47.000 --> 00:04:51.000]  可以去給我們一些我們很想要
[00:04:51.000 --> 00:04:53.000]  或者我們未得到的東西
[00:04:53.000 --> 00:04:56.000]  希望他幫我們去達成
[00:04:56.000 --> 00:04:58.000]  我記得我讀中學的時候
[00:04:58.000 --> 00:04:59.000]  有一晚
[00:04:59.000 --> 00:05:01.000]  明天早上考英文
[00:05:01.000 --> 00:05:03.000]  我的英文都一般般
[00:05:03.000 --> 00:05:04.000]  說出來都是笑話
[00:05:04.000 --> 00:05:05.000]  用英文讀書
[00:05:05.000 --> 00:05:07.000]  那個人說英文一般般
[00:05:07.000 --> 00:05:09.000]  的而且確都是
[00:05:09.000 --> 00:05:12.000]  其實我整年都好像沒有上過英文課
[00:05:12.000 --> 00:05:14.000]  上課的時候
[00:05:14.000 --> 00:05:16.000]  就好像很多大兄姐妹的
[00:05:16.000 --> 00:05:18.000]  翻崇拜的狀態
[00:05:18.000 --> 00:05:20.000]  就混淆障礙的
[00:05:20.000 --> 00:05:22.000]  我通常上課
[00:05:22.000 --> 00:05:25.000]  有一個就專門考
[00:05:25.000 --> 00:05:28.000]  老師上課叫我們看三本故事書
[00:05:28.000 --> 00:05:29.000]  英文故事書
[00:05:29.000 --> 00:05:32.000]  看完考試就會問那個故事內容
[00:05:32.000 --> 00:05:34.000]  上課老師就基本上說了
[00:05:34.000 --> 00:05:37.000]  不過我從來上課都沒有聽過的
[00:05:37.000 --> 00:05:39.000]  於是乎
[00:05:39.000 --> 00:05:40.000]  臨考的前一晚
[00:05:40.000 --> 00:05:42.000]  我就很緊張
[00:05:42.000 --> 00:05:44.000]  因為既然都沒有聽過
[00:05:44.000 --> 00:05:45.000]  也都不知道他講過什麼
[00:05:45.000 --> 00:05:47.000]  如果一陣考試什麼都不知道
[00:05:47.000 --> 00:05:48.000]  那怎麼辦呢
[00:05:48.000 --> 00:05:49.000]  我就祈禱了
[00:05:49.000 --> 00:05:50.000]  那一刻
[00:05:50.000 --> 00:05:51.000]  我未信主的
[00:05:51.000 --> 00:05:52.000]  我就祈禱
[00:05:52.000 --> 00:05:56.000]  祈禱希望他所問的那些問題故事的內容
[00:05:56.000 --> 00:06:00.000]  是封面和封底所講過的東西
[00:06:00.000 --> 00:06:02.000]  的而且確是
[00:06:02.000 --> 00:06:04.000]  很多時候我們祈禱很表面的
[00:06:04.000 --> 00:06:07.000]  我只是要求表面的東西達成
[00:06:07.000 --> 00:06:10.000]  我希望我想得到的東西
[00:06:10.000 --> 00:06:11.000]  上帝啊
[00:06:11.000 --> 00:06:13.000]  你就為我實踐出來吧
[00:06:13.000 --> 00:06:16.000]  不過其實這個是一個完全錯誤的方向
[00:06:16.000 --> 00:06:17.000]  因為為什麼呢
[00:06:17.000 --> 00:06:21.000]  如果我們的上帝是應我們這樣要求呢
[00:06:21.000 --> 00:06:23.000]  這個就不是上帝了
[00:06:23.000 --> 00:06:26.000]  這個就是我們的僕人
[00:06:26.000 --> 00:06:29.000]  他是幫我們履行我們的願望
[00:06:29.000 --> 00:06:30.000]  所以我可以這麼說
[00:06:30.000 --> 00:06:32.000]  通常一般人的祈禱
[00:06:32.000 --> 00:06:34.000]  或者一個期望或者去到廟宇
[00:06:34.000 --> 00:06:35.000]  去品神都好
[00:06:35.000 --> 00:06:36.000]  怎樣都好
[00:06:36.000 --> 00:06:40.000]  其實是一種自我矛盾的想法
[00:06:40.000 --> 00:06:42.000]  和一種很自尊的看法
[00:06:42.000 --> 00:06:46.000]  他要求一位有能者去滿足我自己的慾望
[00:06:46.000 --> 00:06:49.000]  但同時又希望這個有能者
[00:06:49.000 --> 00:06:50.000]  要聽我的說話
[00:06:50.000 --> 00:06:52.000]  聽足我的決定
[00:06:52.000 --> 00:06:55.000]  那究竟誰是主呢
[00:06:55.000 --> 00:06:59.000]  這個反而是一般的信徒
[00:06:59.000 --> 00:07:02.000]  今天特別祈禱的時候
[00:07:02.000 --> 00:07:05.000]  錯了或者很混亂的地方
[00:07:05.000 --> 00:07:07.000]  因為他們對於旨意的流向
[00:07:07.000 --> 00:07:10.000]  是從人的旨意出發
[00:07:10.000 --> 00:07:14.000]  將人的旨意要套成上帝的旨意
[00:07:14.000 --> 00:07:17.000]  所以在我們所了解
[00:07:17.000 --> 00:07:21.000]  很多時候靈因的講話就是說
[00:07:21.000 --> 00:07:23.000]  我感覺
[00:07:23.000 --> 00:07:25.000]  我覺得
[00:07:25.000 --> 00:07:27.000]  我體會到
[00:07:27.000 --> 00:07:28.000]  我經驗到
[00:07:28.000 --> 00:07:31.000]  很多時候出發點是從我而開始
[00:07:31.000 --> 00:07:33.000]  而不是上帝的開始
[00:07:33.000 --> 00:07:37.000]  所以當我們很多時候看見祈禱錯就是這樣
[00:07:37.000 --> 00:07:39.000]  但是有時候有些基督徒
[00:07:39.000 --> 00:07:43.000]  很懂得引經據典
[00:07:43.000 --> 00:07:45.000]  他說
[00:07:45.000 --> 00:07:47.000]  聖經裏面有一句說話
[00:07:47.000 --> 00:07:49.000]  在《馬太福音》第21章22節
[00:07:49.000 --> 00:07:52.000]  大家知不知道21章22節是說什麼
[00:07:52.000 --> 00:07:55.000]  在下一章的橫端裏面有說
[00:07:55.000 --> 00:07:59.000]  你們禱告無論求什麼
[00:07:59.000 --> 00:08:02.000]  只要信就必得著
[00:08:02.000 --> 00:08:05.000]  只要信就必得著
[00:08:05.000 --> 00:08:07.000]  很多基督徒經常說
[00:08:07.000 --> 00:08:09.000]  只要信就必得著
[00:08:09.000 --> 00:08:10.000]  你祈禱就可以了
[00:08:10.000 --> 00:08:11.000]  多祈禱一點
[00:08:11.000 --> 00:08:13.000]  禱就一定靈驗的
[00:08:13.000 --> 00:08:16.000]  最近師母在加拿大
[00:08:16.000 --> 00:08:19.000]  培靈會主題講完
[00:08:19.000 --> 00:08:21.000]  她說了一句說話
[00:08:21.000 --> 00:08:23.000]  她師母打給我
[00:08:23.000 --> 00:08:26.000]  她說現在基督教什麼都可以
[00:08:26.000 --> 00:08:27.000]  她說
[00:08:27.000 --> 00:08:31.000]  多祈禱就多力量
[00:08:31.000 --> 00:08:34.000]  少祈禱就少力量
[00:08:34.000 --> 00:08:37.000]  不祈禱就沒有力量
[00:08:37.000 --> 00:08:39.000]  對不對
[00:08:39.000 --> 00:08:42.000]  怎樣不對
[00:08:42.000 --> 00:08:44.000]  對嗎
[00:08:44.000 --> 00:08:46.000]  我勉強你說
[00:08:46.000 --> 00:08:48.000]  對嗎
[00:08:48.000 --> 00:08:49.000]  是這樣的
[00:08:49.000 --> 00:08:51.000]  很多人都這樣說
[00:08:51.000 --> 00:08:54.000]  所以我一句就跟師母說
[00:08:54.000 --> 00:08:56.000]  我說現在是這麼離譜的
[00:08:56.000 --> 00:08:57.000]  教祈禱那些
[00:08:57.000 --> 00:09:00.000]  聖經有說過一句說話
[00:09:00.000 --> 00:09:04.000]  當我們有說不出的嘆息的時候
[00:09:04.000 --> 00:09:09.000]  聖靈會為你和我去禱告
[00:09:09.000 --> 00:09:13.000]  我說不關你祈禱多不多的問題
[00:09:13.000 --> 00:09:14.000]  有沒有力量
[00:09:14.000 --> 00:09:16.000]  所以這條數不是
[00:09:16.000 --> 00:09:18.000]  祈禱多就多力量
[00:09:18.000 --> 00:09:20.000]  祈禱少就少力量
[00:09:20.000 --> 00:09:22.000]  沒有力量
[00:09:22.000 --> 00:09:23.000]  沒錯
[00:09:23.000 --> 00:09:26.000]  我們要常常行徹禱告是事實
[00:09:26.000 --> 00:09:30.000]  但是禱告不是因為祈禱多一點
[00:09:30.000 --> 00:09:34.000]  就一定上帝就聽
[00:09:34.000 --> 00:09:35.000]  所以在這段聖經
[00:09:35.000 --> 00:09:37.000]  《馬太福音》第21章22節裡
[00:09:37.000 --> 00:09:38.000]  說得很清楚
[00:09:38.000 --> 00:09:42.000]  你們禱告無論求什麼
[00:09:42.000 --> 00:09:44.000]  括號裡合神心意這幾個字
[00:09:44.000 --> 00:09:46.000]  聖經沒有說的
[00:09:46.000 --> 00:09:48.000]  不過如果當我們去看回
[00:09:48.000 --> 00:09:51.000]  《馬太福音》第21章論禱告的時候
[00:09:51.000 --> 00:09:53.000]  我們會發現一件事
[00:09:53.000 --> 00:09:57.000]  原來作者是沒有說合神心意的事
[00:09:57.000 --> 00:09:58.000]  都說了
[00:09:58.000 --> 00:10:04.000]  這句是在聖經裡經常出現的問題
[00:10:04.000 --> 00:10:07.000]  或者很多時候信徒難解這段聖經
[00:10:07.000 --> 00:10:08.000]  或者解錯的問題
[00:10:08.000 --> 00:10:10.000]  因為很多時候沒有說
[00:10:10.000 --> 00:10:11.000]  他就說沒有
[00:10:11.000 --> 00:10:13.000]  所以求什麼只要信就必得著
[00:10:13.000 --> 00:10:14.000]  我說不是
[00:10:14.000 --> 00:10:18.000]  上文已經說了合神心意的事
[00:10:18.000 --> 00:10:21.000]  如果我們不連上文去看
[00:10:21.000 --> 00:10:22.000]  而直接只是說
[00:10:22.000 --> 00:10:25.000]  你們禱告無論求什麼只要信就必得著
[00:10:25.000 --> 00:10:30.000]  那你就變成我們最常見的解釋錯誤
[00:10:30.000 --> 00:10:36.000]  叫做斷章取義
[00:10:36.000 --> 00:10:39.000]  所以我很怕背金句
[00:10:39.000 --> 00:10:42.000]  我不鼓勵教會信徒背金句
[00:10:42.000 --> 00:10:46.000]  我鼓勵信徒解釋了那句聖經之後
[00:10:46.000 --> 00:10:48.000]  承斷明白了
[00:10:48.000 --> 00:10:50.000]  然後當你看見那句說話
[00:10:50.000 --> 00:10:52.000]  是提醒你承斷經文的
[00:10:52.000 --> 00:10:54.000]  你去背
[00:10:54.000 --> 00:10:57.000]  背金句有時好像很有效
[00:10:57.000 --> 00:11:00.000]  一句說出來又有鼓勵
[00:11:00.000 --> 00:11:02.000]  神的靈又來了
[00:11:02.000 --> 00:11:04.000]  上身又來了
[00:11:04.000 --> 00:11:06.000]  但是實質上很多時候
[00:11:06.000 --> 00:11:08.000]  我們斷章取義去取一段聖經
[00:11:08.000 --> 00:11:11.000]  其實是很危險的
[00:11:11.000 --> 00:11:14.000]  聖經在詩篇裏面曾經說過
[00:11:14.000 --> 00:11:17.000]  有福的人應該怎樣做
[00:11:17.000 --> 00:11:19.000]  把嬰孩摔在盤石上
[00:11:19.000 --> 00:11:20.000]  此人便為有福了
[00:11:20.000 --> 00:11:23.000]  如果是這樣的話
[00:11:23.000 --> 00:11:25.000]  有沒有孫子
[00:11:25.000 --> 00:11:27.000]  不過你帶小孩來幫忙
[00:11:27.000 --> 00:11:30.000]  你想將你老闆有福
[00:11:30.000 --> 00:11:31.000]  你做基督徒
[00:11:31.000 --> 00:11:34.000]  你就將他的孩子摔在盤石上
[00:11:34.000 --> 00:11:35.000]  他就有福了
[00:11:35.000 --> 00:11:37.000]  這些是完全斷章取義
[00:11:37.000 --> 00:11:39.000]  因為前文所說
[00:11:39.000 --> 00:11:42.000]  嬰孩不是指以色列民
[00:11:42.000 --> 00:11:45.000]  不是一個習慣性地
[00:11:45.000 --> 00:11:47.000]  將嬰孩摔在盤石上
[00:11:47.000 --> 00:11:49.000]  在那段經文是說到
[00:11:49.000 --> 00:11:51.000]  原來以色列民被欺負
[00:11:51.000 --> 00:11:54.000]  他的敵人怎樣欺負以色列民
[00:11:54.000 --> 00:11:58.000]  然後聖經裏面的詩篇的作者
[00:11:58.000 --> 00:11:59.000]  他的符
[00:11:59.000 --> 00:12:01.000]  他說如果怎樣才可以
[00:12:01.000 --> 00:12:03.000]  我們以色列民重新得到福
[00:12:03.000 --> 00:12:05.000]  把嬰孩摔在盤石上
[00:12:05.000 --> 00:12:08.000]  是指那些敵人的子孫
[00:12:08.000 --> 00:12:11.000]  所以很多時候我們解釋聖經
[00:12:11.000 --> 00:12:12.000]  為何要很小心
[00:12:12.000 --> 00:12:13.000]  亦都是這樣
[00:12:13.000 --> 00:12:15.000]  或者我們對背聖經亦都很小心
[00:12:15.000 --> 00:12:16.000]  亦都是很重要
[00:12:16.000 --> 00:12:19.000]  今晚我希望從一個
[00:12:19.000 --> 00:12:22.000]  我從來未試過這樣解釋
[00:12:22.000 --> 00:12:24.000]  我只是分開這些講座講過
[00:12:24.000 --> 00:12:26.000]  靈因運動是甚麼
[00:12:26.000 --> 00:12:27.000]  祈禱是甚麼
[00:12:27.000 --> 00:12:30.000]  但我希望將這兩件事結集起來
[00:12:30.000 --> 00:12:32.000]  然後幫大家去看看
[00:12:32.000 --> 00:12:35.000]  特別在今日在巴黎這個地方
[00:12:35.000 --> 00:12:37.000]  靈因的運動越來越猖獗
[00:12:37.000 --> 00:12:41.000]  而你們是不覺得在靈因裏面的時候
[00:12:41.000 --> 00:12:44.000]  究竟你要怎樣小心提防
[00:12:44.000 --> 00:12:46.000]  並且去看清楚
[00:12:46.000 --> 00:12:47.000]  特別在今時今日
[00:12:47.000 --> 00:12:48.000]  我可以告訴大家
[00:12:48.000 --> 00:12:52.000]  靈因的運動是不會再分開靈因教會
[00:12:52.000 --> 00:12:53.000]  去行靈因
[00:12:53.000 --> 00:12:57.000]  靈因運動是進入到今日正統教會裏面
[00:12:57.000 --> 00:13:01.000]  浸信會、宣道會、聖公會
[00:13:01.000 --> 00:13:06.000]  總之想得出那些正派的教會
[00:13:06.000 --> 00:13:12.000]  他們都有不同的靈因的活動浸在裏面
[00:13:12.000 --> 00:13:13.000]  而我們是不覺的
[00:13:13.000 --> 00:13:16.000]  究竟怎樣去處理呢
[00:13:16.000 --> 00:13:20.000]  今日靈因運動的一些禱告官
[00:13:20.000 --> 00:13:24.000]  怎樣存在今日靈因運動裏面的祈禱
[00:13:24.000 --> 00:13:29.000]  它是主要發展在一個所謂靈修神學的掩護之下
[00:13:29.000 --> 00:13:33.000]  靈修神學叫Spiritual Theology
[00:13:33.000 --> 00:13:35.000]  或者Spiritual Formation
[00:13:35.000 --> 00:13:38.000]  靈情的建造過程
[00:13:38.000 --> 00:13:41.000]  靈修神學最大的危險在哪裏呢
[00:13:41.000 --> 00:13:43.000]  靈修神學最大的危險是
[00:13:43.000 --> 00:13:46.000]  很喜歡用心理學的教導
[00:13:46.000 --> 00:13:50.000]  來去重新幫一個人去製造一個
[00:13:50.000 --> 00:13:53.000]  另一個的思維在那個人當中
[00:13:53.000 --> 00:13:56.000]  我們中文的英文叫做Manipulation
[00:13:56.000 --> 00:13:58.000]  聖經叫做核制
[00:13:58.000 --> 00:13:59.000]  意思就是說一個人
[00:13:59.000 --> 00:14:02.000]  他是被一些的外來
[00:14:02.000 --> 00:14:06.000]  另一個思想去扭曲他去想事
[00:14:06.000 --> 00:14:10.000]  然後從而他覺得錯的東西都是對的
[00:14:10.000 --> 00:14:13.000]  不知道大家有沒有聽過一個
[00:14:13.000 --> 00:14:17.000]  即是一個犯罪的解釋
[00:14:17.000 --> 00:14:21.000]  當一個人騎劫了一班人之後
[00:14:21.000 --> 00:14:24.000]  關了他一個禁錮的地方
[00:14:24.000 --> 00:14:25.000]  最初頭這班人呢
[00:14:25.000 --> 00:14:29.000]  覺得外來這個禁錮他的賊
[00:14:29.000 --> 00:14:31.000]  是壞人來的
[00:14:31.000 --> 00:14:37.000]  不過隨著時間和這個賊越相處得來
[00:14:37.000 --> 00:14:40.000]  這班被禁錮的人
[00:14:40.000 --> 00:14:42.000]  從很憎恨這個賊
[00:14:42.000 --> 00:14:45.000]  會變成可憐這個賊
[00:14:45.000 --> 00:14:49.000]  到最後甚至將這個賊認定為
[00:14:49.000 --> 00:14:52.000]  是他們要一起幫助這個賊
[00:14:52.000 --> 00:14:57.000]  去進行這個挾持的活動
[00:14:57.000 --> 00:15:00.000]  這個只是一個心理學上的一個解釋
[00:15:00.000 --> 00:15:02.000]  但事實上是成功的
[00:15:02.000 --> 00:15:05.000]  在今天靈修神學之下
[00:15:05.000 --> 00:15:09.000]  很多的教會甚至很多教目
[00:15:09.000 --> 00:15:13.000]  所謂靈修神學家
[00:15:13.000 --> 00:15:15.000]  或者今天我們用英文說
[00:15:15.000 --> 00:15:18.000]  叫做Spiritual Guru
[00:15:18.000 --> 00:15:19.000]  即是什麼呢
[00:15:19.000 --> 00:15:20.000]  一些修道
[00:15:20.000 --> 00:15:23.000]  神學修道者
[00:15:23.000 --> 00:15:26.000]  有時他們轉很多名字的
[00:15:26.000 --> 00:15:29.000]  有時叫做沙漠祈禱
[00:15:29.000 --> 00:15:33.000]  有很多不同的名目他們創造了出來
[00:15:33.000 --> 00:15:35.000]  說我們重新要怎樣
[00:15:35.000 --> 00:15:37.000]  透過一些活動
[00:15:37.000 --> 00:15:39.000]  透過一些
[00:15:39.000 --> 00:15:41.000]  甚至呼吸
[00:15:41.000 --> 00:15:44.000]  透過一些打坐
[00:15:44.000 --> 00:15:46.000]  透過一些音樂
[00:15:46.000 --> 00:15:49.000]  甚至透過手機
[00:15:49.000 --> 00:15:54.000]  都可以幫你進入一個新的靈情層面
[00:15:54.000 --> 00:15:57.000]  所以在今天的靈修神學裏面
[00:15:57.000 --> 00:15:59.000]  為了靈因的運動
[00:15:59.000 --> 00:16:02.000]  作了一個很好的掩護
[00:16:02.000 --> 00:16:05.000]  而這個掩護也很適合
[00:16:05.000 --> 00:16:09.000]  在今天後現代的人的需要
[00:16:09.000 --> 00:16:11.000]  我們今天是屬於後現代
[00:16:11.000 --> 00:16:13.000]  大家知道什麼是後現代嗎
[00:16:13.000 --> 00:16:15.000]  Postmodern
[00:16:15.000 --> 00:16:18.000]  現代的人是說什麼呢
[00:16:18.000 --> 00:16:22.000]  說實質上的生活享受
[00:16:22.000 --> 00:16:25.000]  實質上當你在生活上面
[00:16:25.000 --> 00:16:28.000]  在未到現代化之前
[00:16:28.000 --> 00:16:30.000]  人是生活很困難的
[00:16:30.000 --> 00:16:33.000]  當人進入了現代的時代之後
[00:16:33.000 --> 00:16:36.000]  人是開始學去怎樣享受
[00:16:36.000 --> 00:16:40.000]  究竟生活裏面提供一些什麼的空間
[00:16:40.000 --> 00:16:43.000]  或者資源給你享受
[00:16:43.000 --> 00:16:48.000]  所以你發覺到在過去的二三十年裏面
[00:16:48.000 --> 00:16:50.000]  在整個世界當中
[00:16:50.000 --> 00:16:52.000]  經濟非常騰達地去發展
[00:16:52.000 --> 00:16:55.000]  人的生活越來越富庶
[00:16:55.000 --> 00:16:56.000]  特別在亞洲
[00:16:56.000 --> 00:16:59.000]  在這裏我特別插進去一件事
[00:16:59.000 --> 00:17:02.000]  靈修神學特別在靈因運動
[00:17:02.000 --> 00:17:06.000]  在亞洲是比北美洲比歐洲都來得熾熱
[00:17:06.000 --> 00:17:07.000]  為什麼呢
[00:17:07.000 --> 00:17:11.000]  因為他們的經濟發展在過去的二三十年裏面
[00:17:11.000 --> 00:17:13.000]  是最熾熱的狀態
[00:17:13.000 --> 00:17:15.000]  所以你發覺到現在
[00:17:15.000 --> 00:17:17.000]  很老實
[00:17:17.000 --> 00:17:19.000]  我在加拿大生活
[00:17:19.000 --> 00:17:21.000]  現在我們回香港
[00:17:21.000 --> 00:17:23.000]  這些叫做加燦
[00:17:23.000 --> 00:17:24.000]  你知不知道什麼是加燦
[00:17:24.000 --> 00:17:28.000]  我不知道你們是不是叫歐燦或者白燦
[00:17:28.000 --> 00:17:29.000]  我們很老土的
[00:17:29.000 --> 00:17:31.000]  我們思維是落後過他們
[00:17:31.000 --> 00:17:33.000]  亞洲很先進的
[00:17:33.000 --> 00:17:34.000]  為什麼他們先進
[00:17:34.000 --> 00:17:36.000]  因為他們後起
[00:17:36.000 --> 00:17:39.000]  後起地鐵都比我們好
[00:17:39.000 --> 00:17:41.000]  巴黎你看看
[00:17:41.000 --> 00:17:43.000]  你坐的那些地鐵
[00:17:43.000 --> 00:17:46.000]  裏面黑漆漆畫了些古靈精怪的東西
[00:17:46.000 --> 00:17:49.000]  連線亂飛
[00:17:49.000 --> 00:17:54.000]  在亞洲你從來不會見到地鐵是這樣的
[00:17:54.000 --> 00:17:56.000]  因為經濟發展
[00:17:56.000 --> 00:17:59.000]  人有很多的享受
[00:17:59.000 --> 00:18:02.000]  但當享受到了一個極點之後
[00:18:02.000 --> 00:18:06.000]  人會進入一個屬靈的空虛
