
[00:00:00.000 --> 00:00:02.880]  我們在《生命記》的時候
[00:02:27.100 --> 00:02:30.100]  也不會抓小鳥
[00:02:30.100 --> 00:02:32.060]  如果你抓了小鳥的時候
[00:02:32.060 --> 00:02:33.660]  有蛋 你只拿一個蛋好了
[00:02:33.660 --> 00:02:36.780]  就不要抓那個母親
[00:02:36.780 --> 00:02:40.740]  那個母雞 或者那個小鳥的媽媽
[00:02:40.740 --> 00:02:44.480]  我們中文有一句話就是「殺雞取卵」
[00:02:44.480 --> 00:02:46.000]  這個就很有問題了
[00:02:46.000 --> 00:02:49.560]  就是完全兩樣都毀壞了
[00:02:49.560 --> 00:02:52.900]  意思就是怎樣 就好像我們現在說的「幽餘期」
[00:02:52.900 --> 00:02:55.720]  你就不要去捕殺那些魚
[00:02:55.720 --> 00:02:57.080]  讓牠們可以養大
[00:02:57.080 --> 00:02:59.460]  所以媽媽就要放走牠
[00:02:59.460 --> 00:03:01.660]  這個是對他們其實是有幫助的
[00:03:01.660 --> 00:03:04.520]  還有 穿衣服就不可以
[00:03:04.520 --> 00:03:08.400]  羊毛和細麻混雜這些衣服
[00:03:08.400 --> 00:03:10.280]  那也是不應該的
[00:03:10.280 --> 00:03:13.800]  好 看看《生命記》22章第11節
[00:03:13.800 --> 00:03:15.640]  「不可穿羊毛 細麻
[00:03:15.640 --> 00:03:18.960]  兩樣參雜料 作的衣服」
[00:03:18.960 --> 00:03:21.400]  我不知道大家現在那些衣服是怎樣的
[00:03:21.400 --> 00:03:23.340]  我們多數是純Cotton
[00:03:23.340 --> 00:03:25.420]  但是有時候有些都不是純的
[00:03:25.420 --> 00:03:28.060]  是棉質的衣服
[00:03:28.060 --> 00:03:31.860]  究竟我們有沒有違背這些律法呢?
[00:03:31.860 --> 00:03:35.620]  就是說《生命記》好像與我們沒有什麼關係
[00:03:35.620 --> 00:03:36.420]  是不是?
[00:03:36.420 --> 00:03:37.520]  但是絕對不是
[00:03:37.520 --> 00:03:39.760]  如果我們有研究新藥的話
[00:03:39.760 --> 00:03:41.280]  我們就留意到
[00:03:41.280 --> 00:03:45.140]  原來新藥引用《生命記》的次數
[00:03:45.140 --> 00:03:51.100]  是最多的 是比其它的舊藥書卷更加多
[00:03:51.100 --> 00:03:54.120]  耶穌也經常引用《生命記》的經文
[00:03:54.120 --> 00:03:56.660]  去講到天國的福音
[00:03:56.660 --> 00:04:00.380]  所以我們絕對不能輕視這本書的
[00:04:00.380 --> 00:04:02.340]  好了 今天是第一講
[00:04:02.340 --> 00:04:04.060]  我們如果查經的時候
[00:04:04.060 --> 00:04:06.940]  一定要了解這本書的背景
[00:04:06.940 --> 00:04:09.540]  寫作的目的和給哪些人
[00:04:09.540 --> 00:04:11.660]  這些大綱是怎樣的
[00:04:11.660 --> 00:04:15.440]  所以我會和大家先去探究這些
[00:04:15.440 --> 00:04:17.300]  讓我們可以知道
[00:04:17.300 --> 00:04:20.560]  原來不僅僅是猶太人的律法
[00:04:20.560 --> 00:04:22.860]  都是我們整個的世界
[00:04:22.860 --> 00:04:25.500]  應該要去遵守原則
[00:04:25.500 --> 00:04:27.620]  和應該很悉切的
[00:04:27.620 --> 00:04:30.300]  去用在現今的生活上面
[00:04:30.300 --> 00:04:32.920]  對我們的社會有什麼影響呢?
[00:04:32.920 --> 00:04:35.420]  所以很希望大家都為我祈禱
[00:04:35.420 --> 00:04:36.860]  因為我很覺得
[00:04:36.860 --> 00:04:39.520]  我要預備《生命記》的釋經
[00:04:39.520 --> 00:04:42.060]  和預備《大衛》的
[00:04:42.060 --> 00:04:45.220]  其實《大衛》是比較容易去查的
[00:04:45.220 --> 00:04:46.900]  《生命記》是比較難的
[00:04:46.900 --> 00:04:48.700]  但是我又很深刻的體會到
[00:04:48.700 --> 00:04:50.520]  有很多人是沒有讀《生命記》的
[00:04:50.520 --> 00:04:53.280]  所以為什麼我會去查《生命記》呢?
[00:04:53.280 --> 00:04:56.100]  某個程度是捨意取難
[00:04:56.100 --> 00:04:57.720]  目的就是挑戰自己
[00:04:57.720 --> 00:04:59.940]  但是也可以成為大家的祝福
[00:04:59.940 --> 00:05:01.620]  但是很希望大家為我祈禱
[00:05:01.620 --> 00:05:03.520]  好了 我們先看看
[00:05:03.520 --> 00:05:07.280]  《生命記》的受眾或者名稱是怎樣的
[00:05:07.280 --> 00:05:10.780]  名稱就是《生命記》
[00:05:10.780 --> 00:05:14.140]  簡單的就是重申一次
[00:05:14.140 --> 00:05:18.860]  去講論到神的律例和誡命
[00:05:18.860 --> 00:05:20.620]  所以就叫做《生命記》
[00:05:20.620 --> 00:05:25.220]  就是重申一次講述神的律法
[00:05:25.220 --> 00:05:28.340]  但是你留意到猶太人
[00:05:28.340 --> 00:05:29.820]  稱《生命記》為什麼呢?
[00:05:29.820 --> 00:05:31.980]  就叫做律法的重複
[00:05:31.980 --> 00:05:34.100]  或者重複講論律法
[00:05:34.100 --> 00:05:36.700]  其實《生命記》並不是完全
[00:05:36.700 --> 00:05:39.700]  重複前面出的埃及記
[00:05:39.700 --> 00:05:43.060]  或者利美記所講的那些律法書
[00:05:43.060 --> 00:05:47.060]  是從一個新的角度來去闡明
[00:05:47.060 --> 00:05:50.740]  神在西賴山上面所頒布的律法
[00:05:50.740 --> 00:05:52.900]  並且解釋這些律法
[00:05:52.900 --> 00:05:55.500]  對他們來說是有什麼樣的意義
[00:05:55.500 --> 00:05:59.980]  好了 我們知道《生命記》的意思
[00:05:59.980 --> 00:06:02.560]  接著我們看看受眾
[00:06:02.560 --> 00:06:07.540]  就是說接受《生命記》的人是什麼人呢?
[00:06:07.540 --> 00:06:12.660]  我們先看《生命記》第一章的第三節
[00:06:12.660 --> 00:06:16.580]  出埃及第四十年十一月初一日
[00:06:16.580 --> 00:06:24.260]  摩西照也和華直著他所分佈以色列人的華都曉予他們
[00:06:24.260 --> 00:06:27.660]  出埃及第四十年十一月
[00:06:27.660 --> 00:06:31.900]  很快就到第四十一年了
[00:06:31.900 --> 00:06:35.960]  大家都知道 因為以色列人在曠野裏面
[00:06:35.960 --> 00:06:38.580]  一直沒有去珍惜神的恩典
[00:06:38.580 --> 00:06:40.580]  不斷地來埋怨
[00:06:40.580 --> 00:06:44.080]  神就要將這幫人
[00:06:44.080 --> 00:06:46.780]  特別是第一代出埃及的人
[00:06:46.780 --> 00:06:48.940]  全部的滅了
[00:06:48.940 --> 00:06:53.180]  就要他們在這個曠野裏面離開世界
[00:06:53.180 --> 00:06:55.620]  可以進到加南地的是誰?
[00:06:55.620 --> 00:07:00.120]  只有加勒和約書人
[00:07:00.120 --> 00:07:03.660]  就是說進加南地的那幫人是第二代
[00:07:03.660 --> 00:07:07.720]  第二代那些 其實可能他們出埃及的時候
[00:07:07.720 --> 00:07:10.220]  他們是少年時代
[00:07:10.220 --> 00:07:12.660]  或者是小朋友
[00:07:12.660 --> 00:07:17.820]  甚至很多是在曠野期間出生的
[00:07:17.820 --> 00:07:20.020]  就是說第四十年十一月
[00:07:20.020 --> 00:07:23.880]  就是以色列人在曠野漂流四十年最後的一個月
[00:07:23.880 --> 00:07:29.140]  那一代的人差不多全部都死了
[00:07:29.140 --> 00:07:33.620]  我們看看文書記三十二章的第十三節
[00:07:33.620 --> 00:07:36.700]  耶和華的怒氣向以色列人發作
[00:07:36.700 --> 00:07:39.420]  使他們在曠野漂流四十年
[00:07:39.420 --> 00:07:44.200]  等到在耶和華眼前行惡的那一代人都消滅了
[00:07:44.200 --> 00:07:50.200]  這裏很清楚就是第一代的人全部死在曠野裏面
[00:07:50.200 --> 00:07:56.620]  就是說現在生命記裏面受眾聽的人就是第二代的人
[00:07:56.620 --> 00:08:01.900]  好 考考大家 摩西大令二世人出埃及
[00:08:01.900 --> 00:08:04.180]  出埃及之後有多久呢?
[00:08:04.180 --> 00:08:08.100]  就開始神就向他們頒布律法
[00:08:08.100 --> 00:08:13.320]  特別是十誡 當然我們遲些就會看十誡
[00:08:13.320 --> 00:08:15.820]  原來是三個月之後
[00:08:15.820 --> 00:08:23.200]  在西荔山裏面就帶他們頒發十誡給他們
[00:08:23.200 --> 00:08:26.820]  在第十九章的第一節出埃及記
[00:08:26.820 --> 00:08:30.460]  你知道人們出埃及地以後滿了三個月的那一天
[00:08:30.460 --> 00:08:33.440]  就來到西荔的曠野
[00:08:33.440 --> 00:08:40.120]  沒錯 就是說原來這些誡命是在他們出埃及第三個月
[00:08:40.120 --> 00:08:42.460]  神已經頒布了
[00:08:42.460 --> 00:08:47.520]  就是說那一代現在在生命記聽的人
[00:08:47.520 --> 00:08:52.800]  他們有些還沒有出生 有些可能是小朋友
[00:08:52.800 --> 00:08:56.320]  所以他們對神的律法是完全的
[00:08:56.320 --> 00:08:59.140]  某個程度不是非常熟悉
[00:08:59.140 --> 00:09:02.160]  或者只是知道一點又不知道一點
[00:09:02.160 --> 00:09:05.840]  因此摩西要從頭 都是去講的
[00:09:05.840 --> 00:09:10.120]  很自然地 我舉一個例子給大家看
[00:09:10.120 --> 00:09:12.940]  我想問問大家知不知道這是誰?
[00:09:12.940 --> 00:09:18.880]  其實我很相信三四十歲以下的人
[00:09:18.880 --> 00:09:21.720]  其實不知道是誰來的
[00:09:21.720 --> 00:09:24.960]  這個就是史提夫·麥昆 我很喜歡的
[00:09:24.960 --> 00:09:27.680]  如果你有看過《龍虎榜》
[00:09:27.680 --> 00:09:30.720]  《The Great Escape》 他就是駕駛電單車的
[00:09:30.720 --> 00:09:32.300]  他真的很喜歡駕駛的
[00:09:32.300 --> 00:09:35.220]  他也拍了一套電影《The Bullets》
[00:09:35.220 --> 00:09:37.540]  就是當年的經典電影
[00:09:37.540 --> 00:09:40.400]  只是飛車鏡頭 那個年代是很重要的
[00:09:40.400 --> 00:09:42.400]  他真的不用替身的
[00:09:42.400 --> 00:09:46.200]  十幾分鐘那個飛車鏡頭是很精彩的
[00:09:46.200 --> 00:09:47.840]  我在東城戲院看的
[00:09:47.840 --> 00:09:51.040]  好 再看看這個亞洲明星
[00:09:51.040 --> 00:09:53.500]  有沒有人知道是誰?
[00:09:53.500 --> 00:09:58.080]  可能我們有些人都不知道
[00:09:58.080 --> 00:10:02.200]  (唱歌)
[00:10:02.200 --> 00:10:07.300]  前曾偷渡蕭湘館(何飛帆)
[00:10:07.300 --> 00:10:11.440]  在佐敦道開了一間齋舖
[00:10:11.440 --> 00:10:13.280]  我想說什麼呢?
[00:10:13.280 --> 00:10:14.900]  如果你給這兩張照片
[00:10:14.900 --> 00:10:17.860]  現在新一代的人 三十歲以下的人
[00:10:17.860 --> 00:10:21.060]  他們是完全不知道這些是什麼人
[00:10:21.060 --> 00:10:23.400]  所以你留意到
[00:10:23.400 --> 00:10:31.440]  摩西需要重新一次「講解神」的律法
[00:10:31.440 --> 00:10:32.640]  為什麼呢?
[00:10:32.640 --> 00:10:36.960]  因為摩西自己都不能夠進入埃及地
[00:10:36.960 --> 00:10:39.960]  我們看看第34章的第一節
[00:10:39.960 --> 00:10:43.880]  摩西從摩額平原登尼波山
[00:10:43.880 --> 00:10:48.480]  想了那與尼哥相對的鼻屍加山頂
[00:10:48.480 --> 00:10:52.120]  又話把激烈傳遞直到達
[00:10:52.120 --> 00:10:56.480]  這裡講到摩西上了尼波山
[00:10:56.480 --> 00:11:01.880]  尼波山現在是在約旦的境界裡面
[00:11:01.880 --> 00:11:05.520]  如果我們有機會去以色列的時候
[00:11:05.520 --> 00:11:08.160]  我們就一定會上尼波山的
[00:11:08.160 --> 00:11:11.040]  在尼波山裡面 有一個很出名的
[00:11:11.040 --> 00:11:13.800]  就是這個找銅造的十字架
[00:11:13.800 --> 00:11:15.880]  上面有一條蛇
[00:11:15.880 --> 00:11:18.400]  大家記得摩西曾經舉銅蛇
[00:11:18.400 --> 00:11:22.560]  叫到以色列人 被火蛇咬到 賣遠臣
[00:11:22.560 --> 00:11:24.800]  但是如果他用信心仰望的時候
[00:11:24.800 --> 00:11:26.080]  就得到一條拯救
[00:11:26.080 --> 00:11:28.680]  《聖經》裡面記載摩西已經120歲
[00:11:28.680 --> 00:11:30.000]  他上尼波山
[00:11:30.000 --> 00:11:33.600]  在尼波山 你們看到他望向那裡呢?
[00:11:33.600 --> 00:11:36.440]  我去過十幾次約旦
[00:11:36.440 --> 00:11:38.760]  曾經在早上去過
[00:11:38.760 --> 00:11:41.520]  在下午去過 甚至在黃昏去過
[00:11:41.520 --> 00:11:44.720]  但是我都不能夠完全看得很清楚
[00:11:44.720 --> 00:11:46.600]  以色列的境地
[00:11:46.600 --> 00:11:49.680]  因為有很多的蛤蟆擋著
[00:11:49.680 --> 00:11:52.680]  但是你記住 原來《聖經》裡面記得很清楚
[00:11:52.680 --> 00:11:55.960]  當日摩西上山 神是做了一些工作
[00:11:55.960 --> 00:11:59.480]  摩西是完全的 萬里無瑕
[00:11:59.480 --> 00:12:02.760]  是看到以色列的地方
[00:12:02.760 --> 00:12:04.240]  你看上面的地圖
[00:12:04.240 --> 00:12:07.560]  尼波山望過去 最近的就是耶利哥
[00:12:07.560 --> 00:12:08.800]  所以我們去以色列的時候
[00:12:08.800 --> 00:12:12.280]  就會由約旦過去耶利哥
[00:12:12.280 --> 00:12:14.560]  再遠一點就是耶路撒冷
[00:12:14.560 --> 00:12:17.520]  然後再下一點就是希伯倫
[00:12:17.520 --> 00:12:21.120]  我也講一下為什麼我會帶隊去以色列
[00:12:21.120 --> 00:12:24.720]  1990年是我第一次去以色列的
[00:12:24.720 --> 00:12:28.160]  我加入了基督教的一個團體
[00:12:28.160 --> 00:12:30.680]  但是所以為什麼我要找旅行社呢?
[00:12:30.680 --> 00:12:33.400]  就是他們不是很習慣搞旅行社
[00:12:33.400 --> 00:12:36.200]  就是搞旅行的 交給旅行社去做
[00:12:36.200 --> 00:12:39.120]  但是可能中間那個轉接位
[00:12:39.120 --> 00:12:42.080]  竟然有人是沒有做到簽證的
[00:12:42.080 --> 00:12:46.120]  結果我們就滯留了在機場幾個小時
[00:12:46.120 --> 00:12:49.000]  但是終於沒有做簽證的人都進不了境
[00:12:49.000 --> 00:12:50.760]  但是那時候是1990年
[00:12:50.760 --> 00:12:52.840]  我1986年就開了冥恩堂
[00:12:52.840 --> 00:12:55.800]  我自己想著四年就是一個循環
[00:12:55.800 --> 00:12:59.560]  我想著要離開 再重新去開新教會
[00:12:59.560 --> 00:13:02.320]  但是神就讓我在尼波山
[00:13:02.320 --> 00:13:05.080]  尼波山是摩西望進去加南地
[00:13:05.080 --> 00:13:06.480]  但是進不了去
[00:13:06.480 --> 00:13:09.600]  我在那個祈禱時神給我很清楚的意象就是
[00:13:09.600 --> 00:13:13.800]  你要留下穆揚這幫少年人
[00:13:13.800 --> 00:13:17.960]  1988年有一批少年人讀方文來了我們當中
[00:13:17.960 --> 00:13:20.320]  然後他就說什麼呢?
[00:13:20.320 --> 00:13:23.480]  他就說你要看著他們結婚 生孩子
[00:13:23.480 --> 00:13:25.800]  我說不是吧?死都還沒成功
[00:13:25.800 --> 00:13:27.280]  你看到這張照片
[00:13:27.280 --> 00:13:29.080]  就是很多年之後
[00:13:29.080 --> 00:13:33.400]  我就帶了當天我看到的意象的人
[00:13:33.400 --> 00:13:35.400]  或者被我帶大的人
[00:13:35.400 --> 00:13:37.360]  去尼波山的地方拍照
[00:13:37.360 --> 00:13:38.880]  很特別的一張照片
[00:13:38.880 --> 00:13:41.000]  看到我其他人都已經忙了
[00:13:41.000 --> 00:13:43.400]  最左手邊黑色衣服的那個
[00:13:43.400 --> 00:13:47.400]  就是我在新加坡看到的很疼愛的會友
[00:13:47.400 --> 00:13:51.680]  我看到的那個意象是右手邊第二張圖的
[00:13:51.680 --> 00:13:53.640]  就是灰色衣服的那個
[00:13:53.640 --> 00:13:55.040]  他結了婚了
[00:13:55.040 --> 00:13:57.440]  他的丈夫就在我旁邊
[00:13:57.440 --> 00:13:59.320]  就是現在高高大大的那個
[00:13:59.320 --> 00:14:01.320]  他們是很早就結婚的
[00:14:01.320 --> 00:14:02.800]  神就給我看到這些的意象
[00:14:02.800 --> 00:14:04.280]  其餘的就是我的家人
[00:14:04.280 --> 00:14:07.040]  所以為什麼我會帶他們去
[00:14:07.040 --> 00:14:08.680]  這麼深的感受呢?
[00:14:08.680 --> 00:14:10.120]  就是我很想帶大兄姐妹去
[00:14:10.120 --> 00:14:11.400]  都是同樣的感受
[00:14:11.400 --> 00:14:15.360]  摩西就在尼波山望出去
[00:14:15.360 --> 00:14:18.320]  望到加南美地
[00:14:18.320 --> 00:14:19.800]  但是進不去
[00:14:19.800 --> 00:14:23.240]  好了 那就終於死了
[00:14:23.240 --> 00:14:26.280]  我們看看《生命記》34章的第8節
[00:14:26.280 --> 00:14:27.800]  34章第8節
[00:14:27.800 --> 00:14:29.960]  以色列人在摩押平原
[00:14:29.960 --> 00:14:32.520]  為摩西哀哭了三十天
[00:14:32.520 --> 00:14:34.120]  為摩西居喪
[00:14:34.120 --> 00:14:36.720]  哀哭的日子就滿了
[00:14:36.720 --> 00:14:39.600]  好了 所以摩西離開了世界
[00:14:39.600 --> 00:14:41.400]  所以在離開世界之前
[00:14:41.400 --> 00:14:44.800]  他就會來頒布再一次神的律法
[00:14:44.800 --> 00:14:47.600]  在《生命記》裡面就有特別提到
[00:14:47.600 --> 00:14:50.400]  如果你遵守的時候有什麼祝福
[00:14:50.400 --> 00:14:52.840]  但是如果你拒絕的時候
[00:14:52.840 --> 00:14:55.400]  就會面對什麼樣的懲治
[00:14:55.400 --> 00:14:59.520]  好 《生命記》裡面有什麼重要的事呢?
[00:14:59.520 --> 00:15:02.880]  第一就是很強調在道德上
[00:15:02.880 --> 00:15:06.800]  留意到他們在埃及的時候
[00:15:06.800 --> 00:15:09.360]  埃及是一個古老的國家
[00:15:09.360 --> 00:15:11.800]  四大文明古國之一 是不是?
[00:15:11.800 --> 00:15:15.080]  但是在當時他們都很放縱的
[00:15:15.080 --> 00:15:18.160]  他們會放縱情慾
[00:15:18.160 --> 00:15:21.240]  大家都很熟悉 記不記得約瑟
[00:15:21.240 --> 00:15:26.320]  約瑟這個少年人被帶到埃及做奴隸
[00:15:26.320 --> 00:15:30.520]  但是他的主母波提佛的太太
[00:15:30.520 --> 00:15:34.280]  是主動的來勾引約瑟
[00:15:34.280 --> 00:15:36.600]  她喜歡這個小鮮肉 是不是?
[00:15:36.600 --> 00:15:39.960]  那就可以推想到當時那些人
[00:15:39.960 --> 00:15:43.600]  那個道德其實是很敗壞的
[00:15:43.600 --> 00:15:46.320]  進入加南地就更加
[00:15:46.320 --> 00:15:47.960]  如果我們有看聖經就知道
[00:15:47.960 --> 00:15:51.000]  後來他們都被誘惑 犯錯
[00:15:51.000 --> 00:15:54.240]  所以《生命記》就說以色列人的未來
[00:15:54.240 --> 00:15:58.120]  在道德上提供了正確的方向
[00:15:58.120 --> 00:16:01.600]  因為進入加南地那些人道德偏差
[00:16:01.600 --> 00:16:05.840]  人很放縱 婚姻是非常的混亂
[00:16:05.840 --> 00:16:08.880]  甚至如果你看《生命記》就會看到
[00:16:08.880 --> 00:16:13.440]  原來當時人和動物都有發生關係的
[00:16:13.440 --> 00:16:14.960]  人獸交的
[00:16:14.960 --> 00:16:18.160]  不是現在只是那些什麼四級電影
[00:16:18.160 --> 00:16:21.320]  會有這些情形出現
[00:16:21.320 --> 00:16:24.720]  原來在那個年代裡面都已經有了
[00:16:24.720 --> 00:16:28.240]  所以神是很清楚地頒下了命令
[00:16:28.240 --> 00:16:33.720]  犯奸淫的無論男女都需要被打死
[00:16:33.720 --> 00:16:36.680]  就沒有打出來的了
[00:16:36.680 --> 00:16:40.520]  《生命記》第二十二章第二十二節
[00:16:40.520 --> 00:16:43.440]  大家聽我讀出來
[00:16:43.440 --> 00:16:45.800]  在這一段經文裡面是很清晰的
[00:16:45.800 --> 00:16:47.280]  怎麼說呢?
[00:16:47.280 --> 00:16:52.360]  若遇見人與有丈夫的婦人行淫
[00:16:52.360 --> 00:16:56.560]  就要將姦夫淫婦一併致死
[00:16:56.560 --> 00:17:00.080]  就是把那惡蟲以色列宗除掉
[00:17:00.080 --> 00:17:04.560]  姦夫淫婦是一齊的致死
[00:17:04.560 --> 00:17:06.280]  所以你會看到
[00:17:06.280 --> 00:17:08.920]  我講《蛇連話蛇》的時候也提過
[00:17:08.920 --> 00:17:11.960]  記不記得耶穌被人挑戰了
[00:17:11.960 --> 00:17:13.400]  想拿去把柄
[00:17:13.400 --> 00:17:16.040]  是抓了正在行淫的時候
[00:17:16.040 --> 00:17:19.280]  那婦人來到耶穌的面前就問耶穌
[00:17:19.280 --> 00:17:21.560]  應該將這個婦人扔死
[00:17:21.560 --> 00:17:23.320]  但是律法很清楚
[00:17:23.320 --> 00:17:25.200]  不只是那個淫婦
[00:17:25.200 --> 00:17:28.200]  姦夫也要被扔死
[00:17:28.200 --> 00:17:29.560]  所以你會留意到
[00:17:29.560 --> 00:17:33.360]  當時她是故意拿這個人去質問耶穌的
[00:17:33.360 --> 00:17:36.040]  好了 又更加要保護女性
[00:17:36.040 --> 00:17:39.640]  如果你隨意指控一個女生不精潔的話
[00:17:39.640 --> 00:17:40.960]  就要受懲罰
[00:17:40.960 --> 00:17:43.000]  很可能你結婚
[00:17:43.000 --> 00:17:45.720]  那個本身是處女
[00:17:45.720 --> 00:17:47.440]  但是你就說她不是
[00:17:47.440 --> 00:17:49.120]  她沒有精潔的象徵
[00:17:49.120 --> 00:17:50.640]  就是那個表記
[00:17:50.640 --> 00:17:52.120]  那時候就質疑她
[00:17:52.120 --> 00:17:53.800]  但其實你是想放棄這段婚姻
[00:17:53.800 --> 00:17:54.800]  覺得她不好
[00:17:54.800 --> 00:17:56.840]  因為那時候都是民婚瓦解
[00:17:56.840 --> 00:18:00.680]  如果後來查到證據確鑿
[00:18:00.680 --> 00:18:03.520]  原來你去誣蔑對方
[00:18:03.520 --> 00:18:07.240]  令到她一生有一個不潔的名號
[00:18:07.240 --> 00:18:09.280]  你就要受很重的刑罰
[00:18:09.280 --> 00:18:11.640]  《生命記》22章的13到第19節
[00:18:11.640 --> 00:18:12.840]  我們不讀出來
[00:18:12.840 --> 00:18:17.040]  就會有這個提醒
[00:18:17.040 --> 00:18:19.160]  也是在保護這些女性
[00:18:19.160 --> 00:18:21.440]  好了 原來在《摩西律法》裡面
[00:18:21.440 --> 00:18:23.200]  都有提到什麼呢
[00:18:23.200 --> 00:18:24.760]  就是有離婚的
[00:18:24.760 --> 00:18:26.760]  但是在離婚的裡面
[00:18:26.760 --> 00:18:28.440]  都是有限制的
[00:18:28.440 --> 00:18:30.200]  好 大家聽我讀出
[00:18:30.200 --> 00:18:33.080]  在《生命記》24章的第1到第4節
[00:18:33.080 --> 00:18:34.600]  人若娶妻以後
[00:18:34.600 --> 00:18:36.360]  見她有什麼不合理的事
[00:18:36.360 --> 00:18:37.480]  不喜悅她
[00:18:37.480 --> 00:18:40.240]  就可以寫憂書交在她手中
[00:18:40.240 --> 00:18:42.000]  打發她離開夫家
[00:18:42.000 --> 00:18:43.800]  夫人離開夫家以後
[00:18:43.800 --> 00:18:45.720]  可以去嫁別人
[00:18:45.720 --> 00:18:47.480]  後夫若恨護她
[00:18:47.480 --> 00:18:49.600]  寫憂書交在她手中
[00:18:49.600 --> 00:18:51.320]  打發她離開夫家
[00:18:51.320 --> 00:18:54.960]  或是娶她為妻的後夫死了
[00:18:54.960 --> 00:18:58.360]  打發她去的前夫
[00:18:58.360 --> 00:19:00.840]  不可在婦人沾污之後
[00:19:00.840 --> 00:19:02.360]  再娶她為妻
[00:19:02.360 --> 00:19:04.720]  因為這是耶和華所憎惡的
[00:19:04.720 --> 00:19:08.240]  不可使耶和華你所賜為孽之地
[00:19:08.240 --> 00:19:09.720]  被沾污了
[00:19:09.720 --> 00:19:11.720]  所以你留意到什麼呢
[00:19:11.720 --> 00:19:14.320]  原來離婚也不是那麼容易
[00:19:14.320 --> 00:19:15.800]  不是那麼隨便的
[00:19:15.800 --> 00:19:16.600]  是有原則的
[00:19:16.600 --> 00:19:18.040]  但是你也看到
[00:19:18.040 --> 00:19:19.760]  很多時候一些人
