
[00:00:00.000 --> 00:00:03.940]  約瑟爾基第三章第四節
[00:02:13.000 --> 00:02:16.360]  為了配合將來在媒體的影響力
[00:02:16.360 --> 00:02:22.000]  現在我們教會正在全面改變所有的影音器材的設備
[00:02:22.000 --> 00:02:25.540]  要從過去的Analog系統一直轉到Digital系統
[00:02:25.540 --> 00:02:28.200]  這是非常大的工程跟費用
[00:02:28.200 --> 00:02:31.300]  我們為了將來產品有更好的果效
[00:02:31.300 --> 00:02:32.860]  更長遠的影響力
[00:02:32.860 --> 00:02:34.840]  這是現在正在進行的事情
[00:02:34.840 --> 00:02:37.940]  第六個,印度新的分堂
[00:02:37.940 --> 00:02:42.140]  我上個月又再一次今年第二次去了印度
[00:02:42.140 --> 00:02:44.400]  探望我們兩對新的同工
[00:02:44.400 --> 00:02:47.840]  現在兩對新的同工都已經搬到Bangalore去了
[00:02:47.840 --> 00:02:49.400]  而且都安頓好了
[00:02:49.400 --> 00:02:51.600]  這個月事實上他們剛剛收到他的E-mail
[00:02:51.600 --> 00:02:53.600]  已經在家裡開始小組聚會了
[00:02:53.600 --> 00:02:54.700]  Hallelujah
[00:02:54.700 --> 00:02:56.560]  (掌聲)
[00:02:56.560 --> 00:03:01.600]  第七個,青少年正式成立初中試工
[00:03:01.600 --> 00:03:02.840]  從九月份開始
[00:03:02.840 --> 00:03:05.160]  如果你的孩子要升六年級的話
[00:03:05.160 --> 00:03:07.340]  其實他不再留在兒童部了
[00:03:07.340 --> 00:03:09.100]  從今年九月開始
[00:03:09.100 --> 00:03:13.560]  我們從六年級、七年級、八年級要成為初中部
[00:03:13.560 --> 00:03:16.900]  然後九年級到十二年級是高中部
[00:03:16.900 --> 00:03:18.660]  完全分開來聚會
[00:03:18.660 --> 00:03:20.740]  這對我們兒童部跟青少年試工
[00:03:20.740 --> 00:03:23.260]  都是非常大一個轉型跟突破
[00:03:23.260 --> 00:03:28.040]  第八個,生命和中文首抄本聖經
[00:03:28.040 --> 00:03:28.640]  感謝主
[00:03:28.640 --> 00:03:32.540]  我們超過四百多位弟兄姊妹是文士、現代文士
[00:03:32.540 --> 00:03:34.540]  如果你是其中一個舉一下手好不好
[00:03:34.540 --> 00:03:35.160]  揮一下手
[00:03:35.160 --> 00:03:36.600]  你看不少現代文士
[00:03:36.600 --> 00:03:38.000]  正在趕工
[00:03:38.000 --> 00:03:40.640]  正在抄寫首抄本聖經
[00:03:40.640 --> 00:03:43.500]  將於八月四號那個主日崇拜那天
[00:03:43.500 --> 00:03:45.300]  我們呈現在神的面前
[00:03:45.300 --> 00:03:49.260]  第九,我們南非新的分堂即將要開始
[00:03:49.260 --> 00:03:51.960]  我們將從塞阿納拆派一隊墓者
[00:03:51.960 --> 00:03:54.900]  進入到約翰尼斯堡開始建立教會
[00:03:54.900 --> 00:03:57.260]  這個月其實他們正準備要出發
[00:03:57.260 --> 00:03:59.600]  這將是我們第十九個
[00:03:59.600 --> 00:04:01.900]  有一些跨文化分堂的國家
[00:04:01.900 --> 00:04:02.800]  Hallelujah
[00:04:02.800 --> 00:04:05.600]  最後第十,生命和全體轉化特會
[00:04:05.600 --> 00:04:08.000]  這是我們第一屆全體轉化特會
[00:04:08.000 --> 00:04:10.540]  現在緊鑼密鼓的籌劃當中
[00:04:10.540 --> 00:04:12.740]  我們也相信神要藉著這個特會
[00:04:12.740 --> 00:04:15.700]  帶領整個教會進入新的領域當中
[00:04:15.700 --> 00:04:16.600]  Amen
[00:04:16.600 --> 00:04:18.000]  哇,十大新事
[00:04:18.000 --> 00:04:19.000]  Hallelujah
[00:04:19.000 --> 00:04:23.600]  (掌聲)
[00:04:23.600 --> 00:04:25.060]  難怪你們都常常見不到我
[00:04:25.060 --> 00:04:27.060]  我現在簡直忙到不像話
[00:04:27.060 --> 00:04:28.400]  最近這六個月
[00:04:28.400 --> 00:04:31.800]  再加上墓區跟部門新的施工
[00:04:31.800 --> 00:04:34.600]  這真是一個充滿新事的一年
[00:04:34.600 --> 00:04:35.400]  Amen
[00:04:35.400 --> 00:04:36.900]  跟你們說這是充滿新事的一年
[00:04:36.900 --> 00:04:37.600]  跟他說
[00:04:37.600 --> 00:04:39.700]  充滿新事的一年
[00:04:39.700 --> 00:04:42.840]  你知道我們人總是喜歡看新事
[00:04:42.840 --> 00:04:45.800]  但是在我們跟隨神的過程當中
[00:04:45.800 --> 00:04:49.340]  神從來沒有叫我們跟隨新事
[00:04:49.340 --> 00:04:50.860]  從來沒有
[00:04:50.860 --> 00:04:54.760]  神卻是要我們不斷地跟隨主
[00:04:54.760 --> 00:04:57.700]  要走上一條新的道路
[00:04:57.700 --> 00:05:00.400]  一條向來沒走過的道路
[00:05:00.400 --> 00:05:02.540]  就像剛才我們所讀的聖經
[00:05:02.540 --> 00:05:04.200]  你知道當神來帶領我們的時候
[00:05:04.200 --> 00:05:10.000]  每一次都是一條向來沒走過的道路
[00:05:10.000 --> 00:05:11.940]  這是一條憑信心
[00:05:11.940 --> 00:05:14.540]  不憑眼見的道路
[00:05:14.540 --> 00:05:17.640]  這是一條聆聽聖靈的聲音
[00:05:17.640 --> 00:05:20.700]  順從聖靈的引導的道路
[00:05:20.700 --> 00:05:21.100]  弟兄姊妹們
[00:05:21.100 --> 00:05:24.360]  只要今天我們走在這條新的道路上
[00:05:24.360 --> 00:05:25.260]  那我告訴你
[00:05:25.260 --> 00:05:28.640]  新事一定不斷地在發生
[00:05:28.640 --> 00:05:29.700]  Amen
[00:05:29.700 --> 00:05:32.660]  回想教會過去十八年來
[00:05:32.660 --> 00:05:35.500]  我們就是這樣憑信心來跟隨神
[00:05:35.500 --> 00:05:37.100]  聆聽聖靈的聲音
[00:05:37.100 --> 00:05:38.600]  順從聖靈的引導
[00:05:38.600 --> 00:05:42.460]  所以我們看見新事不斷地在發生
[00:05:42.460 --> 00:05:44.200]  但什麼時候
[00:05:44.200 --> 00:05:46.200]  當你我如果選擇說
[00:05:46.200 --> 00:05:49.200]  不再走在新的道路上
[00:05:49.200 --> 00:05:49.900]  那我告訴你
[00:05:49.900 --> 00:05:52.540]  新事也就會停止了
[00:05:52.540 --> 00:05:53.940]  什麼時候我們再決定
[00:05:53.940 --> 00:05:56.040]  不再依靠聖靈的引導
[00:05:56.040 --> 00:05:59.000]  但是依靠自己的勢力跟才能
[00:05:59.000 --> 00:06:01.600]  新事也就會停止
[00:06:01.600 --> 00:06:02.500]  我再一次說
[00:06:02.500 --> 00:06:05.700]  什麼時候我們選擇走上新的道路
[00:06:05.700 --> 00:06:08.000]  新事就不斷發生
[00:06:08.000 --> 00:06:09.200]  什麼時候我們選擇
[00:06:09.200 --> 00:06:11.300]  不再走在新的道路
[00:06:11.300 --> 00:06:13.700]  新事就會停止
[00:06:13.700 --> 00:06:14.700]  Amen
[00:06:14.700 --> 00:06:15.000]  弟兄姊妹們
[00:06:15.000 --> 00:06:17.800]  這是為什麼我們從今年開始
[00:06:17.800 --> 00:06:19.500]  我們要舉辦這樣一個
[00:06:19.500 --> 00:06:22.560]  全地轉化特會的原因
[00:06:22.560 --> 00:06:24.060]  因為過去十五年來
[00:06:24.060 --> 00:06:26.500]  神藉著靈良特會
[00:06:26.500 --> 00:06:29.440]  來擴展我們整個靈良大家庭
[00:06:29.440 --> 00:06:33.400]  在美國、加拿大各地在不斷的擴展
[00:06:33.400 --> 00:06:37.100]  但如今我看見各地的分堂已經茁壯起來
[00:06:37.100 --> 00:06:38.900]  而且他們可以承接
[00:06:38.900 --> 00:06:42.000]  這樣一個角色跟使命了
[00:06:42.000 --> 00:06:44.400]  現在是我們生命和
[00:06:44.400 --> 00:06:46.000]  這樣一個母堂
[00:06:46.000 --> 00:06:48.800]  要開始走一條新的道路的時候
[00:06:48.800 --> 00:06:51.500]  要繼續往前走的時刻到了
[00:06:51.500 --> 00:06:52.500]  Amen
[00:06:52.500 --> 00:06:55.200]  事實上從公元2007年開始
[00:06:55.200 --> 00:06:57.200]  當我們將我們第四個策略
[00:06:57.200 --> 00:07:01.200]  從福音宣教改為全地轉化的時候
[00:07:01.200 --> 00:07:04.600]  我就知道神已經開始預備這個教會
[00:07:04.600 --> 00:07:07.300]  走上這條新的道路
[00:07:07.300 --> 00:07:10.200]  而我也相信這次全地轉化的特會
[00:07:10.200 --> 00:07:12.000]  是能夠幫助我們教會
[00:07:12.000 --> 00:07:16.400]  更整體性的能夠來跟隨神自己
[00:07:16.400 --> 00:07:18.400]  所以今天當我們在這裡分享
[00:07:18.400 --> 00:07:22.200]  來思想到這個全地轉化特會的時候
[00:07:22.200 --> 00:07:24.600]  我跟大家分享三方面
[00:07:24.600 --> 00:07:28.200]  當我在設計這樣一個program的時候
[00:07:28.200 --> 00:07:30.700]  其實有三方面最主要的目的
[00:07:30.700 --> 00:07:33.000]  我們要辦這樣一個特會
[00:07:33.000 --> 00:07:34.000]  第一個
[00:07:34.000 --> 00:07:36.600]  就是帶來個人生命的更新
[00:07:36.600 --> 00:07:40.800]  跟你們說帶來個人生命的更新
[00:07:40.800 --> 00:07:43.800]  今天我們如果想影響世代
[00:07:43.800 --> 00:07:46.400]  我告訴你首先我們個人的生命
[00:07:46.400 --> 00:07:49.000]  就需要被神所觸摸
[00:07:49.000 --> 00:07:51.400]  我們不能一天到晚就是埋怨
[00:07:51.400 --> 00:07:54.400]  或是責備這個世界太黑暗
[00:07:54.400 --> 00:07:59.400]  卻沒有看見我們自己裡面心靈的黑暗
[00:07:59.400 --> 00:08:00.600]  你還記得有一次
[00:08:00.600 --> 00:08:04.000]  在路加福音第九章五十四節到五十六節裡面
[00:08:04.000 --> 00:08:05.400]  當主耶穌帶著門徒們
[00:08:05.400 --> 00:08:08.400]  走到薩瑪利亞一個村莊去的時候
[00:08:08.400 --> 00:08:11.100]  那個地方的人不接待他們
[00:08:11.100 --> 00:08:12.500]  門徒們就對主說
[00:08:12.500 --> 00:08:14.300]  主啊要不要我們吩咐
[00:08:14.300 --> 00:08:18.300]  火從天上降下來燒死他們
[00:08:18.300 --> 00:08:20.900]  哇 人家只是不接待他們而已
[00:08:20.900 --> 00:08:25.300]  他們就想要用火燒死來毀滅他們
[00:08:25.300 --> 00:08:27.000]  但想想我常常覺得
[00:08:27.000 --> 00:08:29.200]  這也不像今天教會我們的態度
[00:08:29.200 --> 00:08:31.100]  不也是這樣嗎
[00:08:31.100 --> 00:08:33.500]  主啊 這個世界太黑暗了
[00:08:33.500 --> 00:08:34.900]  充滿了罪惡
[00:08:34.900 --> 00:08:39.100]  主啊 最好降下火來燒死他們吧
[00:08:39.100 --> 00:08:40.300]  這不是常常我們的心態
[00:08:40.300 --> 00:08:41.300]  也許我們不能這樣禱告
[00:08:41.300 --> 00:08:43.800]  但我們心態就是如此
[00:08:43.800 --> 00:08:45.300]  你知道主怎麼回答嗎
[00:08:45.300 --> 00:08:47.000]  主說 嘿
[00:08:47.000 --> 00:08:49.600]  你們的心如何
[00:08:49.600 --> 00:08:52.600]  你們並不知道啊
[00:08:52.600 --> 00:08:53.300]  換句話說
[00:08:53.300 --> 00:08:57.900]  主在說你們的心不也是一樣的黑暗嗎
[00:08:57.900 --> 00:08:59.200]  哈囉
[00:08:59.200 --> 00:09:01.500]  多少時候教會在指責世界的時候
[00:09:01.500 --> 00:09:05.500]  難道我們不明白我們裡面一樣黑暗嗎
[00:09:05.500 --> 00:09:06.500]  難怪有人說
[00:09:06.500 --> 00:09:09.200]  今天我們人最大的軟弱
[00:09:09.200 --> 00:09:11.400]  就是不認識自己的軟弱
[00:09:11.400 --> 00:09:12.800]  不是嗎
[00:09:12.800 --> 00:09:16.200]  想想看如果真的火從天上降下來
[00:09:16.200 --> 00:09:19.600]  燒死一切在罪惡跟黑暗的人
[00:09:19.600 --> 00:09:22.600]  那我們不也在其中一體被燒死嗎
[00:09:22.600 --> 00:09:24.100]  真的
[00:09:24.100 --> 00:09:25.400]  所以主的話語說
[00:09:25.400 --> 00:09:26.100]  主在教會說
[00:09:26.100 --> 00:09:29.800]  我來了不是要毀滅人的性命
[00:09:29.800 --> 00:09:33.200]  我來是要拯救人的性命
[00:09:33.200 --> 00:09:35.500]  今天我們若想影響世代
[00:09:35.500 --> 00:09:37.100]  我告訴我們的生命
[00:09:37.100 --> 00:09:39.600]  一定要被神所扭轉
[00:09:39.600 --> 00:09:42.500]  如果說我們希望說這個世代
[00:09:42.500 --> 00:09:45.800]  能夠接受聖經的道德觀價值觀的話
[00:09:45.800 --> 00:09:46.400]  那我告訴你
[00:09:46.400 --> 00:09:48.800]  我們自己最好先要接受
[00:09:48.800 --> 00:09:51.900]  聖經的道德觀跟價值觀
[00:09:51.900 --> 00:09:55.600]  我們不能一天到晚就是希望別人改變
[00:09:55.600 --> 00:09:56.800]  我們就從來沒有想到
[00:09:56.800 --> 00:10:01.000]  我們自己生命需要先被主所改變
[00:10:01.000 --> 00:10:02.700]  Amen
[00:10:02.700 --> 00:10:04.400]  事實上這是為什麼這個世代
[00:10:04.400 --> 00:10:07.200]  拒絕教會的原因
[00:10:07.200 --> 00:10:10.000]  你知道這個世界沒有拒絕耶穌
[00:10:10.000 --> 00:10:12.300]  這世代拒絕教會
[00:10:12.300 --> 00:10:12.800]  為什麼
[00:10:12.800 --> 00:10:17.100]  因為教會只會批判這個世界太黑暗
[00:10:17.100 --> 00:10:21.500]  卻看不見自己裡面的黑暗
[00:10:21.500 --> 00:10:24.800]  這次我去中歐跟巴爾幹半島
[00:10:24.800 --> 00:10:26.500]  在那裡旅遊
[00:10:26.500 --> 00:10:27.800]  我就發現一件事情
[00:10:27.800 --> 00:10:29.500]  在那些地方
[00:10:29.500 --> 00:10:31.100]  我們看見每一個村落
[00:10:31.100 --> 00:10:32.400]  或者任何的城市
[00:10:32.400 --> 00:10:34.900]  無論你到任何地方
[00:10:34.900 --> 00:10:36.600]  就發現在那裡
[00:10:36.600 --> 00:10:39.000]  最漂亮的建築
[00:10:39.000 --> 00:10:41.400]  最高的地方的建築
[00:10:41.400 --> 00:10:44.000]  一定是教會
[00:10:44.000 --> 00:10:45.000]  當我走到那裡的時候
[00:10:45.000 --> 00:10:47.000]  覺得好歡喜
[00:10:47.000 --> 00:10:47.800]  看見真的好
[00:10:47.800 --> 00:10:50.800]  每一個地方最重要的地方就是教會
[00:10:50.800 --> 00:10:54.300]  每一個地方最漂亮的地方就是教會
[00:10:54.300 --> 00:10:56.900]  可以走進去發現裡面空無一人
[00:10:56.900 --> 00:10:59.000]  而且他們告訴我除了節慶之外
[00:10:59.000 --> 00:11:01.500]  根本是沒有聚會的
[00:11:01.500 --> 00:11:04.800]  我聽了心中就很感嘆
[00:11:04.800 --> 00:11:07.500]  為什麼會變成這樣子呢
[00:11:07.500 --> 00:11:08.700]  我們的導遊對我說
[00:11:08.700 --> 00:11:10.800]  他是無神論者
[00:11:10.800 --> 00:11:12.200]  我跟他仔細再談下去
[00:11:12.200 --> 00:11:14.500]  發現其實他不是無神論
[00:11:14.500 --> 00:11:17.600]  他只是因為厭煩了教會
[00:11:17.600 --> 00:11:19.100]  閉關自守
[00:11:19.100 --> 00:11:22.000]  自以為藝的心態
[00:11:22.000 --> 00:11:25.400]  所以他選擇不再去教會
[00:11:25.400 --> 00:11:26.200]  而我就發現
[00:11:26.200 --> 00:11:27.000]  弟兄姊妹
[00:11:27.000 --> 00:11:29.300]  這就是今天這個世代
[00:11:29.300 --> 00:11:31.200]  對教會的態度
[00:11:31.200 --> 00:11:33.800]  對教會的看法
[00:11:33.800 --> 00:11:34.100]  弟兄姊姊
[00:11:34.100 --> 00:11:36.400]  今天若是我們的信仰
[00:11:36.400 --> 00:11:39.200]  只是一種宗教的儀式
[00:11:39.200 --> 00:11:40.200]  若是我們的信仰
[00:11:40.200 --> 00:11:43.400]  只是為了滿足我們裡面那種宗教的自我
[00:11:43.400 --> 00:11:45.800]  讓我們稍微得到滿足一點
[00:11:45.800 --> 00:11:47.300]  而卻不是一種
[00:11:47.300 --> 00:11:50.400]  個人生命與神的經歷的話
[00:11:50.400 --> 00:11:51.200]  那我告訴你
[00:11:51.200 --> 00:11:52.600]  遲早有一天
[00:11:52.600 --> 00:11:56.300]  我們會被這個世代所淘汰的
[00:11:56.300 --> 00:11:58.000]  反過來說
[00:11:58.000 --> 00:11:59.000]  你看見初代教會
[00:11:59.000 --> 00:12:01.300]  為什麼這麼有能力
[00:12:01.300 --> 00:12:01.800]  初代教會
[00:12:01.800 --> 00:12:05.300]  為什麼有這樣爆炸性的影響力
[00:12:05.300 --> 00:12:06.900]  就是因為初代的教會
[00:12:06.900 --> 00:12:09.500]  我告訴你是用改變的生命
[00:12:09.500 --> 00:12:12.000]  來改變世界
[00:12:12.000 --> 00:12:13.800]  是因為他們的生命被改變了
[00:12:13.800 --> 00:12:14.400]  換句話說
[00:12:14.400 --> 00:12:16.000]  要影響世代
[00:12:16.000 --> 00:12:18.700]  一定要從你我的生命開始
[00:12:18.700 --> 00:12:20.700]  Amen
[00:12:20.700 --> 00:12:21.000]  弟兄姊姊
[00:12:21.000 --> 00:12:23.800]  你渴望你的家庭被改變嗎
[00:12:23.800 --> 00:12:25.700]  多少人來到我面前
[00:12:25.700 --> 00:12:26.200]  禱告
[00:12:26.200 --> 00:12:27.500]  像我為他們禱告
[00:12:27.500 --> 00:12:28.500]  就是什麼呢
[00:12:28.500 --> 00:12:30.700]  希望家人被改變
[00:12:30.700 --> 00:12:33.400]  希望孩子要回頭
[00:12:33.400 --> 00:12:34.600]  但我常常對這些人說
[00:12:34.600 --> 00:12:35.900]  你有沒有想到過
[00:12:35.900 --> 00:12:37.300]  你自己的生命
[00:12:37.300 --> 00:12:40.400]  有沒有先迴轉到神的面前
[00:12:40.400 --> 00:12:42.900]  你有沒有先容許神來光照你的生命
[00:12:42.900 --> 00:12:46.700]  你有沒有先願意來改變你自己呢
[00:12:46.700 --> 00:12:48.700]  你知道很多時候
[00:12:48.700 --> 00:12:51.100]  家人之間的衝突
[00:12:51.100 --> 00:12:53.300]  從來不只是事情的對錯
[00:12:53.300 --> 00:12:55.700]  這麼簡單而已
[00:12:55.700 --> 00:12:56.900]  而且有一個人對我說
[00:12:56.900 --> 00:12:58.200]  牧師
[00:12:58.200 --> 00:13:00.300]  我已經反省過了
[00:13:00.300 --> 00:13:06.200]  我所做的都是對的
[00:13:06.200 --> 00:13:07.800]  我每次聽到這種話語
[00:13:07.800 --> 00:13:09.200]  我所能回答的就是
[00:13:09.200 --> 00:13:14.500]  一聲長長的嘆息
[00:13:14.500 --> 00:13:15.200]  我會對他說
[00:13:15.200 --> 00:13:15.700]  沒錯
[00:13:15.700 --> 00:13:17.300]  你是對的
[00:13:17.300 --> 00:13:20.900]  但問題不是對與錯
[00:13:20.900 --> 00:13:22.200]  真的
[00:13:22.200 --> 00:13:23.300]  家庭之間的問題
[00:13:23.300 --> 00:13:25.900]  從來不是對跟錯的問題
[00:13:25.900 --> 00:13:28.900]  是感覺的問題
[00:13:28.900 --> 00:13:32.000]  是心態的問題
[00:13:32.000 --> 00:13:33.100]  這為什麼耶穌說
[00:13:33.100 --> 00:13:35.200]  你們的心如何
[00:13:35.200 --> 00:13:37.600]  你們並不知道
[00:13:37.600 --> 00:13:38.700]  不是外面對與錯
[00:13:38.700 --> 00:13:40.500]  你就說全部都是對的
[00:13:40.500 --> 00:13:42.900]  So what
[00:13:42.900 --> 00:13:44.200]  你的心裡如何
[00:13:44.200 --> 00:13:46.900]  你知道嗎
[00:13:46.900 --> 00:13:49.200]  你是不是願意謙卑在神的面前
[00:13:49.200 --> 00:13:52.200]  願意讓神在這光照你呢
[00:13:52.200 --> 00:13:56.100]  在讓你看見你心裡的虧欠呢
[00:13:56.100 --> 00:13:56.800]  不是對與錯
[00:13:56.800 --> 00:13:59.600]  從來不是嘛
[00:13:59.600 --> 00:14:00.600]  求神來幫助我們
[00:14:00.600 --> 00:14:01.700]  讓我們真的是
[00:14:01.700 --> 00:14:03.700]  讓神的靈觸動我們
[00:14:03.700 --> 00:14:06.000]  好讓我們明白神的心意
[00:14:06.000 --> 00:14:07.500]  不再暗到極意
[00:14:07.500 --> 00:14:10.100]  一意孤行
[00:14:10.100 --> 00:14:11.000]  這就是為什麼
[00:14:11.000 --> 00:14:13.700]  你需要來參加特會的原因
[00:14:13.700 --> 00:14:14.900]  因為我每一個人生命
[00:14:14.900 --> 00:14:15.900]  都需要再一次
[00:14:15.900 --> 00:14:17.500]  被主的話所提醒
[00:14:17.500 --> 00:14:20.500]  被主的靈所眺望
[00:14:20.500 --> 00:14:22.300]  讓我們不再只是求主
[00:14:22.300 --> 00:14:24.500]  就燒死別人
[00:14:24.500 --> 00:14:25.800]  真的
[00:14:25.800 --> 00:14:26.400]  也許沒這樣講
[00:14:26.400 --> 00:14:29.300]  你心裡就這樣渴望
[00:14:29.300 --> 00:14:31.900]  而是要求聖靈的火
[00:14:31.900 --> 00:14:33.700]  更新我們
[00:14:33.700 --> 00:14:35.100]  燃燒我們
[00:14:35.100 --> 00:14:36.700]  眺望我們
[00:14:36.700 --> 00:14:38.200]  Amen
[00:14:38.200 --> 00:14:39.100]  在特會裡面
[00:14:39.100 --> 00:14:40.900]  每一天晚上
[00:14:40.900 --> 00:14:42.300]  我們都是康麥克牧師
[00:14:42.300 --> 00:14:44.700]  聖靈更新的講座
[00:14:44.700 --> 00:14:47.500]  是你絕對不能夠錯過的
[00:14:47.500 --> 00:14:51.100]  因為你需要被聖靈再次更新
[00:14:51.100 --> 00:14:52.000]  Amen
[00:14:52.000 --> 00:14:52.500]  跟你媽說
[00:14:52.500 --> 00:14:53.700]  你需要被聖靈再次更新
[00:14:53.700 --> 00:14:56.500]  跟她說
[00:14:56.500 --> 00:14:57.300]  這第一個我們看
[00:14:57.300 --> 00:14:58.200]  帶來個人生命
[00:14:58.200 --> 00:14:59.000]  跟第二個
[00:14:59.000 --> 00:15:01.600]  帶來實際行動的策略
[00:15:01.600 --> 00:15:02.100]  跟你媽說
[00:15:02.100 --> 00:15:02.600]  來
[00:15:02.600 --> 00:15:05.900]  帶來實際行動的策略
[00:15:05.900 --> 00:15:07.900]  今天我們如果是真的想影響世代
[00:15:07.900 --> 00:15:08.400]  我告訴你
[00:15:08.400 --> 00:15:12.700]  我們就必須要有實際的行動跟策略
[00:15:12.700 --> 00:15:13.700]  我們不能一天到晚
[00:15:13.700 --> 00:15:17.500]  就躲在教會裡禱告而已
[00:15:17.500 --> 00:15:18.600]  我相信我曾經跟你們講過
[00:15:18.600 --> 00:15:22.400]  禱告就好像屬靈的空軍一樣
[00:15:22.400 --> 00:15:25.600]  我們空戰就算打得再好
[00:15:25.600 --> 00:15:29.600]  但如果沒有實際地面部隊的參與的話
[00:15:29.600 --> 00:15:33.500]  我們還是沒有辦法真正影響世代的
[00:15:33.500 --> 00:15:35.200]  就像這一次
[00:15:35.200 --> 00:15:43.100]  最高法院宣判加州八號提案上訴案無效
[00:15:43.100 --> 00:15:47.000]  我看見教會界對最高法院這個判決
[00:15:47.000 --> 00:15:50.200]  大加批判
[00:15:50.200 --> 00:15:56.500]  事實上很少教會願意自我反省
[00:15:56.500 --> 00:15:59.700]  其實最高法院這次的判決
[00:15:59.700 --> 00:16:01.700]  如果你仔細看內容
[00:16:01.700 --> 00:16:06.400]  不是針對同性婚姻做任何的決議
[00:16:06.400 --> 00:16:10.200]  事實上他們根本沒有嘗試來解釋
[00:16:10.200 --> 00:16:13.600]  同性婚姻是否合法的問題
[00:16:13.600 --> 00:16:17.700]  他們只是針對這個上訴程序
[00:16:17.700 --> 00:16:19.600]  來做一個判決
[00:16:19.600 --> 00:16:25.300]  他們認為聯邦法官否決選民投票
[00:16:25.300 --> 00:16:27.800]  通過了八號提案
[00:16:27.800 --> 00:16:31.600]  只有州政府官員
[00:16:31.600 --> 00:16:37.200]  州長 副州長 州檢察官才有資格上訴
[00:16:37.200 --> 00:16:42.400]  他們不接受任何民間團體的上訴
[00:16:42.400 --> 00:16:43.600]  但問題是
[00:16:43.600 --> 00:16:48.200]  我們的州長 副州長 州檢察官都決定不上訴
[00:16:48.200 --> 00:16:49.900]  所以我們這些人
[00:16:49.900 --> 00:16:52.400]  就是搞了個半天
[00:16:52.400 --> 00:16:56.300]  在程序上還是不能夠被最高法院接受
[00:16:56.300 --> 00:16:58.300]  因為最高法院只有這三個人可以提出上訴
[00:16:58.300 --> 00:17:00.100]  你們都不行
[00:17:00.100 --> 00:17:02.700]  換句話說 你不在位置上嘛
