
[00:00:00.000 --> 00:00:02.760]  今天當我們去到聖經的時候
[00:04:33.240 --> 00:04:35.240]  其餘全部都已經出現了
[00:04:35.240 --> 00:04:41.240]  第二部分是陳設餅的桌子的裝修
[00:04:41.240 --> 00:04:45.240]  37章的10到16節清楚提及
[00:04:45.240 --> 00:04:49.240]  只有一節沒有提及就是25章的30節
[00:04:49.240 --> 00:04:54.240]  另外燈台就是37章的17到24節
[00:04:54.240 --> 00:04:59.240]  香壇和香吉油的製作
[00:04:59.240 --> 00:05:04.240]  就在37章的25到29節已經提及了
[00:05:04.240 --> 00:05:09.240]  祭壇的裝修38章1到7節
[00:05:09.240 --> 00:05:20.240]  接著洗浴盆38章的第8節已經提及
[00:05:20.240 --> 00:05:28.240]  外院的建築38章的9到20節已經提及了
[00:05:28.240 --> 00:05:31.240]  唯一我可以說
[00:05:31.240 --> 00:05:33.240]  也是我今天講到
[00:05:33.240 --> 00:05:35.240]  我會主要講
[00:05:35.240 --> 00:05:38.240]  完全在前面沒有提及過的
[00:05:38.240 --> 00:05:40.240]  全新的描述
[00:05:40.240 --> 00:05:45.240]  就是38章的21到31節
[00:05:45.240 --> 00:05:48.240]  一會兒我會在講到的時候和大家講
[00:05:48.240 --> 00:05:52.240]  接著39章的1到31節是祭司袍
[00:05:52.240 --> 00:06:00.240]  祭司袍實際上也已經在山上的樣式非常清楚提及
[00:06:00.240 --> 00:06:05.240]  包括到底山上的樣式是怎樣
[00:06:05.240 --> 00:06:06.240]  第一節提及到
[00:06:06.240 --> 00:06:10.240]  以弗德的製作2到7節
[00:06:10.240 --> 00:06:12.240]  空牌的製作8到21節
[00:06:12.240 --> 00:06:15.240]  只有29到30節沒有提及
[00:06:15.240 --> 00:06:21.240]  其餘的部分在28章15到30節全部已經有空牌
[00:06:21.240 --> 00:06:28.240]  以弗德的外袍就在28章31到35節上全部提及
[00:06:28.240 --> 00:06:36.240]  然後其他的衣冠39章27到31節已經提及
[00:06:36.240 --> 00:06:40.240]  去到32到39節
[00:06:40.240 --> 00:06:45.240]  就是整個會幕的完工
[00:06:45.240 --> 00:06:48.240]  已經完成了
[00:06:48.240 --> 00:06:54.240]  這就等於我們今天見堂的平頂禮
[00:06:54.240 --> 00:06:57.240]  去到40章的1到33節
[00:06:57.240 --> 00:06:58.240]  就是一個全新的
[00:06:58.240 --> 00:07:01.240]  你可以說是一個獻堂禮
[00:07:01.240 --> 00:07:04.240]  是會幕的呈獻和神的顯現
[00:07:04.240 --> 00:07:06.240]  告訴大家
[00:07:06.240 --> 00:07:08.240]  當整個會幕完成的時候
[00:07:08.240 --> 00:07:12.240]  剛剛好以色列人出埃及一年
[00:07:12.240 --> 00:07:17.240]  也是他們抵達西乃山之後9個月
[00:07:17.240 --> 00:07:22.240]  在那個時候完成了整個會幕的建造
[00:07:22.240 --> 00:07:25.240]  神的榮光在這個地方來著獻
[00:07:25.240 --> 00:07:27.240]  有很多人
[00:07:27.240 --> 00:07:31.240]  包括我們今天無數的目者
[00:07:31.240 --> 00:07:36.240]  當我們看我們的人生最重要是什麼的時候
[00:07:36.240 --> 00:07:38.240]  很奇怪
[00:07:38.240 --> 00:07:40.240]  我看很多不同目者
[00:07:40.240 --> 00:07:43.240]  在一間教會裡面牧養十幾年廿幾年
[00:07:43.240 --> 00:07:47.240]  他們最終最終人生的目的是什麼呢
[00:07:47.240 --> 00:07:53.240]  是見堂
[00:07:53.240 --> 00:07:56.240]  我也試過參加過兩次的見堂禮
[00:07:56.240 --> 00:08:00.240]  他是用出埃及的會幕的獻情
[00:08:00.240 --> 00:08:03.240]  來作為一個訊息
[00:08:03.240 --> 00:08:06.240]  但我今天在這個地方和大家分享的時候
[00:08:06.240 --> 00:08:10.240]  我稍微有一些不同的看法
[00:08:10.240 --> 00:08:12.240]  為什麼
[00:08:12.240 --> 00:08:15.240]  因為會幕
[00:08:15.240 --> 00:08:17.240]  建是建造了
[00:08:17.240 --> 00:08:21.240]  而實際上我們看到會幕的建造
[00:08:21.240 --> 00:08:25.240]  是非常非常昂貴
[00:08:25.240 --> 00:08:27.240]  昂貴成怎樣呢
[00:08:27.240 --> 00:08:30.240]  我給大家看看數字
[00:08:30.240 --> 00:08:33.240]  等一會兒你們會知道
[00:08:33.240 --> 00:08:37.240]  一共是一萬三千幾磅的金
[00:08:37.240 --> 00:08:42.240]  銀和銅
[00:08:42.240 --> 00:08:44.240]  來建造
[00:08:44.240 --> 00:08:47.240]  或者可能你們會覺得奇怪
[00:08:47.240 --> 00:08:52.240]  只是金有1936磅3.8安士
[00:08:52.240 --> 00:08:55.240]  大家知不知道一安士多少錢
[00:08:55.240 --> 00:08:57.240]  金是多少錢
[00:08:57.240 --> 00:09:00.240]  很貴的
[00:09:00.240 --> 00:09:02.240]  我不知道多貴
[00:09:02.240 --> 00:09:05.240]  有沒有18000元
[00:09:05.240 --> 00:09:08.240]  18000元
[00:09:08.240 --> 00:09:10.240]  有人告訴我18000元
[00:09:10.240 --> 00:09:13.240]  18000元可能是歐羅
[00:09:13.240 --> 00:09:15.240]  美金也不止
[00:09:15.240 --> 00:09:17.240]  2000元美金以上
[00:09:17.240 --> 00:09:19.240]  一安士
[00:09:19.240 --> 00:09:23.240]  如果你說18000元一安士
[00:09:23.240 --> 00:09:25.240]  你算一算
[00:09:25.240 --> 00:09:29.240]  1936磅3.8安士
[00:09:29.240 --> 00:09:31.240]  再乘一乘
[00:09:31.240 --> 00:09:33.240]  18000元一安士
[00:09:33.240 --> 00:09:34.240]  你看一看多少錢
[00:09:34.240 --> 00:09:35.240]  我可以告訴大家
[00:09:35.240 --> 00:09:37.240]  天文數字
[00:09:37.240 --> 00:09:40.240]  整個就是天文數字
[00:09:40.240 --> 00:09:43.240]  但另一方面我可以告訴大家
[00:09:43.240 --> 00:09:46.240]  會幕用了多久呢
[00:09:46.240 --> 00:09:48.240]  最多最多
[00:09:48.240 --> 00:09:52.240]  38年09個月
[00:09:52.240 --> 00:09:53.240]  最多
[00:09:53.240 --> 00:09:55.240]  甚至可以說
[00:09:55.240 --> 00:09:58.240]  更少的時間
[00:09:58.240 --> 00:10:00.240]  然後就拆了
[00:10:00.240 --> 00:10:03.240]  拆完之後就進入迦南
[00:10:03.240 --> 00:10:05.240]  因為這樣我會看到一件事
[00:10:05.240 --> 00:10:09.240]  就是會幕始終是一個工具
[00:10:09.240 --> 00:10:12.240]  而最重要的東西不是這個工具
[00:10:12.240 --> 00:10:15.240]  最重要是透過這個工具
[00:10:15.240 --> 00:10:17.240]  人和神相遇
[00:10:17.240 --> 00:10:19.240]  這個才是最重要
[00:10:19.240 --> 00:10:21.240]  換句話來說
[00:10:21.240 --> 00:10:23.240]  建堂最重要的目的
[00:10:23.240 --> 00:10:25.240]  不是建築物的被建立
[00:10:25.240 --> 00:10:27.240]  而是人的被建立
[00:10:27.240 --> 00:10:29.240]  然後人的被建立成怎樣呢
[00:10:29.240 --> 00:10:34.240]  是要人和神繼續不斷相交
[00:10:34.240 --> 00:10:37.240]  將相交成為一個生活方式
[00:10:37.240 --> 00:10:40.240]  這是最重要的東西
[00:10:40.240 --> 00:10:41.240]  是因為這樣
[00:10:41.240 --> 00:10:44.240]  我今天就要和大家分享
[00:10:44.240 --> 00:10:52.240]  是在25到31章裏面沒有提及的
[00:10:52.240 --> 00:10:55.240]  亦都是今天
[00:10:55.240 --> 00:10:58.240]  我很想和大家分享
[00:10:58.240 --> 00:11:04.240]  到底我可以為神的殿獻上什麼
[00:11:04.240 --> 00:11:08.240]  怎樣才可以真真正正滿足到神的心意
[00:11:08.240 --> 00:11:11.240]  我能夠被建立呢
[00:11:11.240 --> 00:11:13.240]  有一段聖經
[00:11:13.240 --> 00:11:16.240]  非常重要
[00:11:16.240 --> 00:11:18.240]  我們一起看看
[00:11:18.240 --> 00:11:23.240]  第38章21到31節
[00:11:23.240 --> 00:11:25.240]  出街急記
[00:11:25.240 --> 00:11:31.240]  38章21到31節
[00:11:31.240 --> 00:11:32.240]  大家找到的時候
[00:11:32.240 --> 00:11:36.240]  我們一起同聲中讀這段聖經
[00:11:36.240 --> 00:11:53.240]  (主持人翻譯)
[00:11:54.240 --> 00:12:07.240]  (主持人翻譯)
[00:12:07.240 --> 00:12:20.240]  (主持人翻譯)
[00:12:20.240 --> 00:12:40.240]  (主持人翻譯)
[00:12:40.240 --> 00:13:08.240]  (主持人翻譯)
[00:13:08.240 --> 00:13:32.240]  (主持人翻譯)
[00:13:32.240 --> 00:13:42.240]  (主持人翻譯)
[00:13:42.240 --> 00:13:45.240]  在這段聖經當中
[00:13:45.240 --> 00:13:48.240]  我可以讓大家看看
[00:13:48.240 --> 00:13:53.240]  新鮮熱辣25到31章沒有記載的東西
[00:13:53.240 --> 00:13:55.240]  全部是講到什麼呢
[00:13:55.240 --> 00:13:57.240]  是講到這班人的奉獻
[00:13:57.240 --> 00:14:00.240]  他們奉獻了多少呢
[00:14:00.240 --> 00:14:02.240]  36章第6節
[00:14:02.240 --> 00:14:15.240]  (主持人翻譯)
[00:14:15.240 --> 00:14:18.240]  他們多到一個地步
[00:14:18.240 --> 00:14:21.240]  是要牧師宣告
[00:14:21.240 --> 00:14:23.240]  夠了
[00:14:23.240 --> 00:14:25.240]  我們沒有訂莊
[00:14:25.240 --> 00:14:27.240]  你們的奉獻太多了
[00:14:27.240 --> 00:14:29.240]  不要再放了
[00:14:29.240 --> 00:14:31.240]  你有沒有聽過
[00:14:31.240 --> 00:14:34.240]  沒有聽過是不是呢
[00:14:34.240 --> 00:14:36.240]  換句話來說
[00:14:36.240 --> 00:14:43.240]  以色列人由第一章一直到31章
[00:14:43.240 --> 00:14:46.240]  你都可以說我們都看不到有哪一樣東西
[00:14:46.240 --> 00:14:50.240]  我們可以在整個會眾身上學的
[00:14:50.240 --> 00:14:53.240]  但今天就看到有一樣東西
[00:14:53.240 --> 00:14:56.240]  他們經過摩西的率帥法板
[00:14:56.240 --> 00:14:58.240]  鬧完一輪
[00:14:58.240 --> 00:15:00.240]  死了這麼多人之後
[00:15:00.240 --> 00:15:02.240]  回轉過來
[00:15:02.240 --> 00:15:06.240]  摩西再上山40天
[00:15:06.240 --> 00:15:09.240]  重新再拿這個法板下來宣告
[00:15:09.240 --> 00:15:11.240]  然後就在那個時候
[00:15:11.240 --> 00:15:13.240]  他們看到一個復興
[00:15:13.240 --> 00:15:17.240]  這個復興雖然可能是短期
[00:15:17.240 --> 00:15:21.240]  但是無論如何仍然是一個復興
[00:15:21.240 --> 00:15:23.240]  這個復興的本身
[00:15:23.240 --> 00:15:26.240]  他們真是深深感覺到
[00:15:26.240 --> 00:15:28.240]  世上拿著這些東西
[00:15:28.240 --> 00:15:29.240]  命都沒有了
[00:15:29.240 --> 00:15:32.240]  你要來做什麼呢
[00:15:32.240 --> 00:15:34.240]  奉獻
[00:15:34.240 --> 00:15:36.240]  親愛的弟兄姊妹
[00:15:36.240 --> 00:15:38.240]  我們看到這班以色列人
[00:15:38.240 --> 00:15:40.240]  到底他們奉獻了什麼
[00:15:40.240 --> 00:15:42.240]  要令摩西在那個時間攔住他們
[00:15:42.240 --> 00:15:44.240]  不要再拿東西來
[00:15:44.240 --> 00:15:48.240]  按照剛才我們所讀的經文
[00:15:48.240 --> 00:15:51.240]  38章24到29節的記載
[00:15:51.240 --> 00:15:54.240]  包括到金29他年得
[00:15:54.240 --> 00:15:57.240]  年同730射克勒
[00:15:57.240 --> 00:16:01.240]  一個他年得是等於66英鎊
[00:16:01.240 --> 00:16:03.240]  2.2安士
[00:16:03.240 --> 00:16:05.240]  那你要乘一乘它
[00:16:05.240 --> 00:16:07.240]  那我乘一乘呢
[00:16:07.240 --> 00:16:08.240]  那我就知道
[00:16:08.240 --> 00:16:10.240]  乘一乘金一共有多少呢
[00:16:10.240 --> 00:16:14.240]  是1936鎊3.8安士
[00:16:14.240 --> 00:16:16.240]  第二
[00:16:16.240 --> 00:16:19.240]  銀是100他年得
[00:16:19.240 --> 00:16:23.240]  年1775射克勒
[00:16:23.240 --> 00:16:25.240]  那就是等於現在的多少呢
[00:16:25.240 --> 00:16:29.240]  是等於現在的6658鎊2安士
[00:16:29.240 --> 00:16:31.240]  是銀
[00:16:31.240 --> 00:16:32.240]  銅有多少呢
[00:16:32.240 --> 00:16:35.240]  是70他年得2400射克勒
[00:16:35.240 --> 00:16:37.240]  乘一乘它就知道
[00:16:37.240 --> 00:16:41.240]  是4689鎊10安士
[00:16:41.240 --> 00:16:45.240]  三樣東西加起來總共有多重呢
[00:16:45.240 --> 00:16:52.240]  是13283鎊15.8安士
[00:16:52.240 --> 00:16:54.240]  多不多呀 頂姐妹
[00:16:54.240 --> 00:16:57.240]  光是金就夠了
[00:16:57.240 --> 00:16:59.240]  我想我們建堂也不用這麼多
[00:16:59.240 --> 00:17:02.240]  絕對相信不需要這麼多
[00:17:02.240 --> 00:17:03.240]  請問我個頂姐妹
[00:17:03.240 --> 00:17:06.240]  我們今天就來看一看
[00:17:06.240 --> 00:17:08.240]  到底在他們當中
[00:17:08.240 --> 00:17:11.240]  為什麼他們會有這樣的東西
[00:17:11.240 --> 00:17:13.240]  奉獻這麼多出來呢
[00:17:13.240 --> 00:17:15.240]  很重要
[00:17:15.240 --> 00:17:19.240]  就是因為他們先有心
[00:17:19.240 --> 00:17:22.240]  他們先奉獻他們自己的心
[00:17:22.240 --> 00:17:26.240]  然後才奉獻他們的金
[00:17:26.240 --> 00:17:30.240]  在大家的程序表裡面
[00:17:30.240 --> 00:17:34.240]  35章第6節
[00:17:34.240 --> 00:17:38.240]  一直到29節
[00:17:38.240 --> 00:17:42.240]  一共出現了10次
[00:17:42.240 --> 00:17:44.240]  加上上面那5次
[00:17:44.240 --> 00:17:47.240]  是11次
[00:17:47.240 --> 00:17:48.240]  是什麼呢
[00:17:48.240 --> 00:17:50.240]  就是梵梵梵
[00:17:50.240 --> 00:17:51.240]  10次的梵
[00:17:51.240 --> 00:17:53.240]  第5至29節
[00:17:53.240 --> 00:17:55.240]  第5節梵樂意的
[00:17:55.240 --> 00:17:57.240]  是樂意的
[00:17:57.240 --> 00:18:00.240]  21節梵心裡受感的
[00:18:00.240 --> 00:18:03.240]  和甘心樂意的
[00:18:03.240 --> 00:18:06.240]  都拿耶和華的禮物來
[00:18:06.240 --> 00:18:07.240]  然後接著22節
[00:18:07.240 --> 00:18:10.240]  梵心裡樂意獻禮物的
[00:18:10.240 --> 00:18:13.240]  連男帶女等等等等
[00:18:13.240 --> 00:18:14.240]  然後接著23節
[00:18:14.240 --> 00:18:17.240]  梵是有這些東西的
[00:18:17.240 --> 00:18:19.240]  全部都拿出來
[00:18:19.240 --> 00:18:21.240]  然後接著24節
[00:18:21.240 --> 00:18:25.240]  梵獻銀紙和銅吸耶和華為禮物
[00:18:25.240 --> 00:18:28.240]  都拿了來
[00:18:28.240 --> 00:18:30.240]  梵有造夾木
[00:18:30.240 --> 00:18:32.240]  可造什麼使用的
[00:18:32.240 --> 00:18:34.240]  也拿了來
[00:18:34.240 --> 00:18:35.240]  25節
[00:18:35.240 --> 00:18:38.240]  梵心裡有智慧的婦女
[00:18:38.240 --> 00:18:40.240]  親手紡扇
[00:18:40.240 --> 00:18:43.240]  然後將那些藍色紫色珠紅色細麻
[00:18:43.240 --> 00:18:45.240]  都拿了來
[00:18:45.240 --> 00:18:46.240]  26節
[00:18:46.240 --> 00:18:49.240]  梵有智慧的心裡受感的婦女
[00:18:49.240 --> 00:18:52.240]  都紡山羊毛
[00:18:52.240 --> 00:18:54.240]  然後接著去到29節
[00:18:54.240 --> 00:18:55.240]  以色列人
[00:18:55.240 --> 00:18:56.240]  我們一起讀好不好
[00:18:56.240 --> 00:18:57.240]  29節
[00:18:57.240 --> 00:18:58.240]  以色列人
[00:18:58.240 --> 00:18:59.240]  無論男女
[00:18:59.240 --> 00:19:03.240]  梵甘心樂意獻禮物給耶和華的
[00:19:03.240 --> 00:19:05.240]  都將禮物拿來
[00:19:05.240 --> 00:19:08.240]  祝耶和華籍摩西所吩咐的一切
[00:19:08.240 --> 00:19:10.240]  親愛的弟兄姊妹
[00:19:10.240 --> 00:19:12.240]  神的奉獻
[00:19:12.240 --> 00:19:14.240]  我們對神的奉獻
[00:19:14.240 --> 00:19:17.240]  神從來不勉強人的
[00:19:17.240 --> 00:19:19.240]  神說得很清楚
[00:19:19.240 --> 00:19:20.240]  千山的羊
[00:19:20.240 --> 00:19:23.240]  萬地萬山的牛
[00:19:23.240 --> 00:19:26.240]  全部全部都是祂的
[00:19:26.240 --> 00:19:29.240]  耶和華不駐人手所做的田
[00:19:29.240 --> 00:19:32.240]  祂反倒將祂自己一切的豐富
[00:19:32.240 --> 00:19:33.240]  來給人
[00:19:33.240 --> 00:19:34.240]  是因為這樣的緣故
[00:19:34.240 --> 00:19:37.240]  如果你跟我認定人在世上
[00:19:37.240 --> 00:19:40.240]  我們只不過是一個借用者
[00:19:40.240 --> 00:19:41.240]  你記得一件事
[00:19:41.240 --> 00:19:44.240]  我們是銀行的Teller
[00:19:44.240 --> 00:19:46.240]  是那些貴委員
[00:19:46.240 --> 00:19:47.240]  你天天數多少都好
[00:19:47.240 --> 00:19:49.240]  那些東西不是我們的
[00:19:49.240 --> 00:19:50.240]  你記得一件事
[00:19:50.240 --> 00:19:52.240]  所以你數成一億給人
[00:19:52.240 --> 00:19:54.240]  你不要晚上睡不著
[00:19:54.240 --> 00:19:57.240]  那些東西不是你的
[00:19:57.240 --> 00:19:58.240]  你不需要睡不著
[00:19:58.240 --> 00:19:59.240]  但另一方面
[00:19:59.240 --> 00:20:01.240]  你數一萬億回去銀行都好
[00:20:01.240 --> 00:20:03.240]  你又不需要歡喜若狂
[00:20:03.240 --> 00:20:04.240]  又是睡不著
[00:20:04.240 --> 00:20:05.240]  原因在哪裡呢
[00:20:05.240 --> 00:20:06.240]  一萬億進了銀行
[00:20:06.240 --> 00:20:07.240]  都不是你的
[00:20:07.240 --> 00:20:09.240]  是銀行的
[00:20:09.240 --> 00:20:10.240]  記得一件事
[00:20:10.240 --> 00:20:11.240]  如果我們記得
[00:20:11.240 --> 00:20:13.240]  我們只不過是地上的貴委員
[00:20:13.240 --> 00:20:14.240]  是Teller
[00:20:14.240 --> 00:20:18.240]  我們就不需要為了地上這些東西
[00:20:18.240 --> 00:20:19.240]  斤斤計較
[00:20:19.240 --> 00:20:21.240]  這麼緊張
[00:20:21.240 --> 00:20:23.240]  兄弟姐妹
[00:20:23.240 --> 00:20:25.240]  最重要的一件事
[00:20:25.240 --> 00:20:27.240]  就是到神給我管的東西
[00:20:27.240 --> 00:20:29.240]  我怎樣可以將它管到一個地步
[00:20:29.240 --> 00:20:32.240]  我得的是永恆的
[00:20:32.240 --> 00:20:34.240]  我失的是短暫的東西
[00:20:34.240 --> 00:20:36.240]  神是樂於見到我們
[00:20:36.240 --> 00:20:38.240]  是懂得用祂給我們管的東西
[00:20:38.240 --> 00:20:40.240]  去建立永恆
[00:20:40.240 --> 00:20:41.240]  建立生命
[00:20:41.240 --> 00:20:43.240]  這個才是最重要
[00:20:43.240 --> 00:20:44.240]  在這段聖經當中
[00:20:44.240 --> 00:20:46.240]  我會看到這群人
[00:20:46.240 --> 00:20:47.240]  有一件事
[00:20:47.240 --> 00:20:48.240]  他看清楚
[00:20:48.240 --> 00:20:50.240]  原來這一切的東西
[00:20:50.240 --> 00:20:52.240]  不屬於他們
[00:20:52.240 --> 00:20:54.240]  凡心裡有感動
[00:20:54.240 --> 00:20:56.240]  凡是甘心樂意
[00:20:56.240 --> 00:20:58.240]  凡是有那些
[00:20:58.240 --> 00:21:00.240]  連男帶女
[00:21:00.240 --> 00:21:02.240]  一共六十萬多男丁
[00:21:02.240 --> 00:21:04.240]  所有的這些家庭
[00:21:04.240 --> 00:21:05.240]  加起來
[00:21:05.240 --> 00:21:07.240]  二百萬以上的會眾
[00:21:07.240 --> 00:21:10.240]  全部都是這樣
[00:21:10.240 --> 00:21:12.240]  所以我們看到這件事
[00:21:12.240 --> 00:21:14.240]  是值得我們去學習
[00:21:14.240 --> 00:21:17.240]  就是先獻上自己的心
[00:21:17.240 --> 00:21:20.240]  然後才獻上金
[00:21:20.240 --> 00:21:22.240]  接著第二件事
[00:21:22.240 --> 00:21:25.240]  奉獻是信徒的特權
[00:21:25.240 --> 00:21:27.240]  是我們的恩典
[00:21:27.240 --> 00:21:29.240]  也是我們的責任
[00:21:29.240 --> 00:21:30.240]  但對不信的人
[00:21:30.240 --> 00:21:32.240]  神從來不勉強他們
[00:21:32.240 --> 00:21:33.240]  因為他們不明白
[00:21:33.240 --> 00:21:34.240]  不認識
[00:21:34.240 --> 00:21:36.240]  所以有這樣的緣故
[00:21:36.240 --> 00:21:37.240]  各位弟兄姊妹
[00:21:37.240 --> 00:21:38.240]  各位朋友
[00:21:38.240 --> 00:21:39.240]  如果你來到
[00:21:39.240 --> 00:21:41.240]  你根本不明白這些東西
[00:21:41.240 --> 00:21:44.240]  你不需要參與
[00:21:44.240 --> 00:21:46.240]  除非我們自己本身
[00:21:46.240 --> 00:21:48.240]  很明白我們在做什麼
[00:21:48.240 --> 00:21:52.240]  所以在這段聖經當中
[00:21:52.240 --> 00:21:55.240]  三十五章的第四節
[00:21:55.240 --> 00:22:00.240]  三十五章的第四節
[00:22:00.240 --> 00:22:04.240]  摩西對以色列全會眾
[00:22:04.240 --> 00:22:06.240]  你記得一件事
[00:22:06.240 --> 00:22:09.240]  是對以色列的會眾
[00:22:09.240 --> 00:22:11.240]  是對神的選民
[00:22:11.240 --> 00:22:15.240]  是對神救贖出來的這些人
[00:22:15.240 --> 00:22:18.240]  他從來不會對埃及那些人
[00:22:18.240 --> 00:22:19.240]  對迦南那些人
[00:22:19.240 --> 00:22:20.240]  你們都要這樣做
[00:22:20.240 --> 00:22:22.240]  不是的
[00:22:22.240 --> 00:22:23.240]  這不是說你去到哪個地方
[00:22:23.240 --> 00:22:26.240]  然後給幾個像徵性的
[00:22:26.240 --> 00:22:28.240]  這完全不是那回事
[00:22:28.240 --> 00:22:30.240]  我們必須要認識
[00:22:30.240 --> 00:22:32.240]  我們獻給誰
[00:22:32.240 --> 00:22:33.240]  這才是最重要的
[00:22:33.240 --> 00:22:34.240]  神最大的心願
[00:22:34.240 --> 00:22:36.240]  是我們認識他
[00:22:36.240 --> 00:22:38.240]  多過我們獻什麼給他
