
[00:00:00.000 --> 00:00:05.040]  今日的訊息與以往的差傳訊息有少許的分別
[00:02:44.160 --> 00:02:47.180]  所以現在轉了「世重」也好 還保留這首歌
[00:02:47.180 --> 00:02:51.440]  那時我發現「世重」將我的喜愛歌拿走了 真是不開心
[00:02:51.440 --> 00:02:55.320]  但是現在保留了 這首歌都很值得繼續保留
[00:02:55.320 --> 00:02:58.320]  我希望大家一邊唱 一邊留意歌詞
[00:02:58.320 --> 00:03:01.720]  一邊去體會這首歌在說些什麼
[00:03:01.720 --> 00:03:04.040]  「神是我們的異象」
[00:03:04.040 --> 00:03:08.600]  如果你的生命裏面真的能夠有這樣的感覺的話
[00:03:08.600 --> 00:03:10.560]  我想你的生命是很不一樣的
[00:03:10.560 --> 00:03:15.400]  你為神所作的擺相 一定是很不同
[00:03:15.400 --> 00:03:19.080]  而且不會因循 是有裡頭一股的動力
[00:03:19.080 --> 00:03:21.940]  好 我們一起唱這首歌
[00:03:21.940 --> 00:03:25.040]  不知道大家喜不喜歡這首歌
[00:03:25.040 --> 00:03:28.720]  每當我唱這首歌的時候都很觸動心靈
[00:03:28.720 --> 00:03:33.680]  裡頭所謂的歌詞是很深刻
[00:03:33.680 --> 00:03:37.600]  是很能夠令我有一種迴響
[00:03:37.600 --> 00:03:41.800]  裏面一路唱的時候會覺得跟神好像特別的貼近
[00:03:41.800 --> 00:03:45.800]  甚至可以說被神吸納了這個「我」一樣
[00:03:45.800 --> 00:03:48.760]  你什麼都不想 只想起的是神
[00:03:48.760 --> 00:03:52.200]  財寶 虛榮那些都不算是什麼
[00:03:52.200 --> 00:03:54.520]  智慧 聰明 是神
[00:03:54.520 --> 00:03:59.560]  自己就是完全這樣去擺相 成為我的異象
[00:03:59.560 --> 00:04:04.080]  Develop my vision 是神 你成為我的異象
[00:04:04.080 --> 00:04:06.120]  更加準確的翻譯 是不是
[00:04:06.120 --> 00:04:10.040]  所以你發現神人那種交往是多麼密切
[00:04:10.040 --> 00:04:13.420]  人是多麼願意為這位天上的大君王
[00:04:13.420 --> 00:04:15.920]  來將自己的生命呈獻
[00:04:15.920 --> 00:04:18.920]  無論什麼情況 無論境遇怎麼樣都好
[00:04:18.920 --> 00:04:20.880]  總之就是將生命呈獻
[00:04:20.880 --> 00:04:25.240]  去完成祂要我們完成的工作
[00:04:25.240 --> 00:04:29.100]  我不知道你喜不喜歡 不過我都很喜歡
[00:04:29.100 --> 00:04:31.600]  這首歌其實我都唱了很多年了
[00:04:31.600 --> 00:04:34.980]  自從信了主 去了天津 是我的舞會
[00:04:34.980 --> 00:04:37.920]  來到聚集的時候 已經在眾主裏面很喜歡這首歌
[00:04:37.920 --> 00:04:40.520]  唱了三十年都有了
[00:04:40.520 --> 00:04:43.600]  但是我發現有一樣東西是我近這兩三個禮拜
[00:04:43.600 --> 00:04:46.280]  才知道的 是關於這首歌
[00:04:46.280 --> 00:04:49.680]  給我有一個很大的激勵和很大的安慰
[00:04:49.680 --> 00:04:52.760]  也都給我更加掌握到這首歌
[00:04:52.760 --> 00:04:56.440]  原來背後有一個這樣的故事在裏面
[00:04:56.440 --> 00:05:02.800]  是什麼呢 原來這首歌是和宣教有關
[00:05:02.800 --> 00:05:05.360]  在兩三個禮拜前 我去美國讀書
[00:05:05.360 --> 00:05:09.520]  有兩個多禮拜在美國讀書 和宣教學有關
[00:05:09.520 --> 00:05:12.360]  然後在課堂裏面 我的老師講著講著
[00:05:12.360 --> 00:05:14.480]  點出了告訴我這首歌
[00:05:14.480 --> 00:05:16.840]  其實和一位偉大的宣教士有關
[00:05:16.840 --> 00:05:18.560]  我真的從來沒有聽過
[00:05:18.560 --> 00:05:21.520]  於是回去找很多資料去查 去了解
[00:05:21.520 --> 00:05:24.520]  原來發現是真的
[00:05:24.520 --> 00:05:29.280]  這首歌如果沒有了解錯 是唱了一千多年
[00:05:29.280 --> 00:05:30.760]  你們留意一下它的描述
[00:05:30.760 --> 00:05:34.680]  這是一個愛爾蘭的民謠
[00:05:34.680 --> 00:05:41.760]  那個作詞的人是在第五世紀就作了
[00:05:41.760 --> 00:05:44.000]  然後照我所知在八世紀的時候
[00:05:44.000 --> 00:05:47.440]  就有人將一些的曲 將它們匯合在一起
[00:05:47.440 --> 00:05:49.640]  原先是寫一些的詩詞
[00:05:49.640 --> 00:05:52.600]  並不是只是去作歌詞 是一個詩詞
[00:05:52.600 --> 00:05:55.440]  然後後來將它匯合在一起一首歌
[00:05:55.440 --> 00:06:00.280]  然後唱出來 是從愛爾蘭那裏開始唱了很多年
[00:06:00.280 --> 00:06:02.080]  不過後來在百多年前
[00:06:02.080 --> 00:06:06.440]  我們之前將愛爾蘭的古典文翻譯成英文
[00:06:06.440 --> 00:06:10.120]  然後我們又將英文翻譯成我們的中文
[00:06:10.120 --> 00:06:13.560]  然後在我們的教會裏面去唱
[00:06:13.560 --> 00:06:17.440]  我們就會想 這麼好的聽法 為什麼會走出來呢
[00:06:17.440 --> 00:06:21.200]  為什麼有一個作詩的人會想到這樣的歌詞
[00:06:21.200 --> 00:06:23.640]  是什麼因素導致他有個靈感
[00:06:23.640 --> 00:06:28.080]  去講了這種神人那種美好的關係 這麼深刻的呢
[00:06:28.080 --> 00:06:33.200]  我再去研究的時候發現 原來這位作詩的人
[00:06:33.200 --> 00:06:38.240]  是因為他看到有一位宣教士那種生命的見證
[00:06:38.240 --> 00:06:42.280]  那種對神那種的毀身 那種dedication是這麼厲害的時候
[00:06:42.280 --> 00:06:46.480]  感動他寫出這些的歌
[00:06:46.480 --> 00:06:53.400]  去迴響這個宣教士那種生命的見證
[00:06:53.400 --> 00:06:56.640]  他寫這首歌的時候
[00:06:56.640 --> 00:07:00.960]  已經是在那位宣教士來到愛爾蘭宣教已經超過一百年了
[00:07:00.960 --> 00:07:03.320]  所以他是透過其他的途徑
[00:07:03.320 --> 00:07:06.200]  看得到這位宣教士過去所作的
[00:07:06.200 --> 00:07:08.440]  然後他又感動就寫出來
[00:07:08.440 --> 00:07:12.000]  好了 講了這麼久 究竟是哪位宣教士呢
[00:07:12.000 --> 00:07:14.120]  可能講出來大家都不是很熟
[00:07:14.120 --> 00:07:16.760]  不過不要緊 不熟就當現在開始去認識
[00:07:16.760 --> 00:07:23.160]  這位宣教士的名字中文的翻譯就叫做帕提克
[00:07:23.160 --> 00:07:26.800]  英文比較容易記 如果我們熟悉英文 英文就叫Patrick
[00:07:26.800 --> 00:07:29.840]  Patrick 大家知道有時候有些人改名叫Patrick
[00:07:29.840 --> 00:07:33.040]  他就叫做Patrick 就是帕提克
[00:07:33.040 --> 00:07:40.200]  是一位五世紀的人 他去愛爾蘭做宣教
[00:07:40.200 --> 00:07:43.800]  他本身是不列顛的人
[00:07:43.800 --> 00:07:47.120]  他後來神感動他去到愛爾蘭這個地方宣教
[00:07:47.120 --> 00:07:51.920]  就在這個五世紀的時候去這樣做
[00:07:51.920 --> 00:07:57.440]  但是其實對他來說 愛爾蘭是一個不理想的地方
[00:07:57.440 --> 00:08:01.000]  是一個悲慘回憶的地方 為什麼呢
[00:08:01.000 --> 00:08:03.240]  因為原來我們看回他的傳記就知道
[00:08:03.240 --> 00:08:04.720]  他小時候做少年的時候
[00:08:04.720 --> 00:08:07.360]  曾經有一次有些愛爾蘭的強盜
[00:08:07.360 --> 00:08:09.160]  去了Britain這個地方
[00:08:09.160 --> 00:08:12.040]  是將這幫少年人擄掠了
[00:08:12.040 --> 00:08:14.480]  然後帶著他們去愛爾蘭這個地方
[00:08:14.480 --> 00:08:16.480]  帶了他們做什麼呢 奴役他們
[00:08:16.480 --> 00:08:18.280]  將他們賣做奴隸
[00:08:18.280 --> 00:08:21.640]  所以他其實在少年的時候做過愛爾蘭
[00:08:21.640 --> 00:08:23.840]  那個地方的奴隸
[00:08:23.840 --> 00:08:26.040]  是一些悲慘的回憶
[00:08:26.040 --> 00:08:27.600]  不過神很奇妙
[00:08:27.600 --> 00:08:31.160]  直到他在那裡做奴隸的時候
[00:08:31.160 --> 00:08:33.200]  激發他那種屬靈的生命
[00:08:33.200 --> 00:08:34.480]  人都很怪的
[00:08:34.480 --> 00:08:37.760]  平常很安心的時候 屬靈的生命都很膚淺
[00:08:37.760 --> 00:08:40.480]  在那些艱辛的裡面開始體會神的真實
[00:08:40.480 --> 00:08:41.680]  他都是這樣
[00:08:41.680 --> 00:08:44.360]  開始越來越那種屬靈的生命的提升
[00:08:44.360 --> 00:08:47.480]  然後經過了六年之後 神很奇妙的帶領他
[00:08:47.480 --> 00:08:50.200]  真的好像有聲音告訴他 你怎麼做 你怎麼做呢
[00:08:50.200 --> 00:08:52.160]  這樣就逃脫了
[00:08:52.160 --> 00:08:55.960]  然後回到這個不列顛這個地方
[00:08:55.960 --> 00:08:58.040]  好了 然後到了若干的時候
[00:08:58.040 --> 00:09:00.120]  神感動他
[00:09:00.120 --> 00:09:03.280]  告訴他 你要去愛爾蘭宣教
[00:09:03.280 --> 00:09:07.440]  一個你曾經留下一些很悲慘回憶的地方
[00:09:07.440 --> 00:09:09.120]  如果輪到我們 你會怎麼做
[00:09:09.120 --> 00:09:10.920]  是不是有很多抗拒
[00:09:10.920 --> 00:09:12.960]  但是他真的回應
[00:09:12.960 --> 00:09:15.480]  他告訴我們 他曾經在一年的時候
[00:09:15.480 --> 00:09:19.120]  在屬靈裡面有很大的感動
[00:09:19.120 --> 00:09:22.000]  很大的感動 甚至可以說是一些異象
[00:09:22.000 --> 00:09:26.800]  看到有一些人 他相信是從愛爾蘭來的人
[00:09:26.800 --> 00:09:28.800]  帶著一堆信跟他說話
[00:09:28.800 --> 00:09:31.080]  然後拿出一堆信叫他讀吧 讀吧 讀吧
[00:09:31.080 --> 00:09:33.800]  當他一邊讀的時候 他彷彿聽到一些聲音
[00:09:33.800 --> 00:09:37.520]  就是說 神聖的兒子 請你過來我們這裡
[00:09:37.520 --> 00:09:38.520]  請你過來我們這裡
[00:09:38.520 --> 00:09:41.080]  當他一邊讀這封信 一邊聽到這些聲音的時候
[00:09:41.080 --> 00:09:43.200]  他心如刀割
[00:09:43.200 --> 00:09:47.120]  似乎有一個聲音驅使他要將福音帶到愛爾蘭
[00:09:47.120 --> 00:09:51.520]  一個曾經留下不理想回憶的地方
[00:09:51.520 --> 00:09:54.080]  但是他回應了神
[00:09:54.080 --> 00:09:55.840]  然後他裝備自己
[00:09:55.840 --> 00:09:58.440]  然後去到四十多歲的時候
[00:09:58.440 --> 00:10:03.240]  才踏上宣教路 去到愛爾蘭這個地方
[00:10:03.240 --> 00:10:06.080]  但是卻在那裡開山劈石
[00:10:06.080 --> 00:10:08.680]  建立一個美好的根基
[00:10:08.680 --> 00:10:09.800]  而更加令人感動
[00:10:09.800 --> 00:10:12.640]  也都說留下一些傳奇的事蹟
[00:10:12.640 --> 00:10:14.000]  其中一件事是什麼呢
[00:10:14.000 --> 00:10:15.200]  就是當他去到的時候
[00:10:15.200 --> 00:10:20.600]  一些的土皇帝曾經和他有一種交鋒
[00:10:20.600 --> 00:10:21.520]  一個什麼交鋒呢
[00:10:21.520 --> 00:10:24.200]  這位土皇帝曾經說過
[00:10:24.200 --> 00:10:27.960]  所有在我的管轄裡面的人不准點火
[00:10:27.960 --> 00:10:29.440]  在春節來臨的時候
[00:10:29.440 --> 00:10:32.440]  一定要等到我去點火
[00:10:32.440 --> 00:10:37.600]  宣揚春節的來臨 春天的來臨
[00:10:37.600 --> 00:10:40.480]  其他是不准的
[00:10:40.480 --> 00:10:41.720]  但是不知道為什麼
[00:10:41.720 --> 00:10:46.120]  當年的聖帝帕提克這位宣教士很勇敢地
[00:10:46.120 --> 00:10:48.840]  我就是要點
[00:10:48.840 --> 00:10:51.840]  本來這位皇帝是可以殺死他的
[00:10:51.840 --> 00:10:52.720]  很有權勢
[00:10:52.720 --> 00:10:54.360]  不過這位皇帝最終不知道為什麼
[00:10:54.360 --> 00:10:55.400]  轉念之間
[00:10:55.400 --> 00:10:57.640]  他覺得這位人物真的很勇敢
[00:10:57.640 --> 00:10:58.920]  真的很欣賞他
[00:10:58.920 --> 00:11:00.920]  雖然硬是抗拒了命令
[00:11:00.920 --> 00:11:01.760]  結果就怎麼樣
[00:11:01.760 --> 00:11:03.040]  不僅沒有殺死他
[00:11:03.040 --> 00:11:03.960]  並且是
[00:11:03.960 --> 00:11:07.800]  好了 我給你一個地方去傳揚你的福音
[00:11:07.800 --> 00:11:08.560]  就是這樣
[00:11:08.560 --> 00:11:09.640]  這個很偉大的
[00:11:09.640 --> 00:11:11.560]  在某一個聖山上面
[00:11:11.560 --> 00:11:12.640]  一個山上面
[00:11:12.640 --> 00:11:14.000]  小山上面的事蹟
[00:11:14.000 --> 00:11:15.040]  就流傳下來
[00:11:15.040 --> 00:11:18.720]  而這個事蹟也是啟發了那位作詩人
[00:11:18.720 --> 00:11:20.200]  寫這首歌的作詩人
[00:11:20.200 --> 00:11:22.720]  我看見這位宣教士的生命
[00:11:22.720 --> 00:11:26.960]  我寫出他那種生命的特質
[00:11:26.960 --> 00:11:28.080]  就是這樣
[00:11:28.080 --> 00:11:30.920]  福音在那裡啟動出去了
[00:11:30.920 --> 00:11:32.880]  所以當他去到差不多
[00:11:32.880 --> 00:11:36.400]  最後要回到自己家鄉的時候
[00:11:36.400 --> 00:11:39.880]  他已經是建立了200間的教會
[00:11:39.880 --> 00:11:43.760]  和超過10萬的基督徒
[00:11:43.760 --> 00:11:46.640]  成為了人家都很尊崇的一代的僕人
[00:11:46.640 --> 00:11:47.680]  一代的使徒
[00:11:47.680 --> 00:11:49.520]  德高望重
[00:11:49.520 --> 00:11:50.840]  聖Patrick你留意一下
[00:11:50.840 --> 00:11:52.360]  在愛爾蘭裡面
[00:11:52.360 --> 00:11:54.320]  是家傳戶曉的人
[00:11:54.320 --> 00:11:56.080]  弟兄姊妹
[00:11:56.080 --> 00:11:57.240]  在這裡我們發現
[00:11:57.240 --> 00:12:00.360]  原來是和宣教有關的
[00:12:00.360 --> 00:12:02.000]  原來這位作詞人
[00:12:02.000 --> 00:12:02.720]  作詩的人
[00:12:02.720 --> 00:12:04.920]  是因為這位宣教士的啟迪
[00:12:04.920 --> 00:12:06.960]  而讓他寫出這首這麼美好的詩歌
[00:12:06.960 --> 00:12:10.360]  後來再加上這個愛爾蘭的傳統的民謠
[00:12:10.360 --> 00:12:11.160]  一配合之後
[00:12:11.160 --> 00:12:12.240]  哇 這首歌
[00:12:12.240 --> 00:12:16.080]  很大的啟發
[00:12:16.080 --> 00:12:17.440]  弟兄姊妹
[00:12:17.440 --> 00:12:20.040]  讓我們都在當中學習了一個功課
[00:12:20.040 --> 00:12:22.200]  我會想為什麼
[00:12:22.200 --> 00:12:23.760]  帕提克這位宣教士
[00:12:23.760 --> 00:12:26.560]  可以這樣千辛萬苦
[00:12:26.560 --> 00:12:28.440]  去開啟這個福音的工作
[00:12:28.440 --> 00:12:32.360]  在愛爾蘭奠定了福音的基礎
[00:12:32.360 --> 00:12:34.720]  我相信其中一個很重要的原因
[00:12:34.720 --> 00:12:38.000]  是因為他有意象
[00:12:38.000 --> 00:12:40.040]  是因為他有宣教的意象
[00:12:40.040 --> 00:12:42.200]  從神而來的意象
[00:12:42.200 --> 00:12:45.040]  令到他雖然經過很多的艱難
[00:12:45.040 --> 00:12:46.600]  很多的崎嶇路
[00:12:46.600 --> 00:12:48.560]  他克服
[00:12:48.560 --> 00:12:50.120]  他只有看著神
[00:12:50.120 --> 00:12:51.280]  神成為他的導引
[00:12:51.280 --> 00:12:53.040]  他就努力的奮進
[00:12:53.040 --> 00:12:56.760]  然後就是這樣開拓一個新的天地
[00:12:56.760 --> 00:13:00.400]  宣教的意象是很重要
[00:13:00.400 --> 00:13:02.480]  我們個人要為主工作
[00:13:02.480 --> 00:13:03.880]  在宣教路上為主工作
[00:13:03.880 --> 00:13:06.560]  讓我們在神面前有領受
[00:13:06.560 --> 00:13:10.480]  我們教會整體要為主做一些工作
[00:13:10.480 --> 00:13:13.320]  在宣教路上來擺上一份力量
[00:13:13.320 --> 00:13:15.800]  祝福更多的族群的時候
[00:13:15.800 --> 00:13:17.160]  弟兄姊妹
[00:13:17.160 --> 00:13:18.440]  讓我們開始的時候
[00:13:18.440 --> 00:13:22.880]  尋求上帝給我們的意象
[00:13:22.880 --> 00:13:24.360]  給我們的導引
[00:13:24.360 --> 00:13:25.680]  使我們可以怎樣
[00:13:25.680 --> 00:13:27.920]  因著這一股的吸引力
[00:13:27.920 --> 00:13:30.080]  神那種的引領
[00:13:30.080 --> 00:13:31.520]  我們就是擺上
[00:13:31.520 --> 00:13:33.400]  無論多麼艱辛也好
[00:13:33.400 --> 00:13:34.920]  我們會去克服它
[00:13:34.920 --> 00:13:36.760]  因為我們知道這位神
[00:13:36.760 --> 00:13:39.120]  是在我們的中間
[00:13:39.120 --> 00:13:41.560]  所以很想弟兄姊妹
[00:13:41.560 --> 00:13:44.000]  當今天思想到
[00:13:44.000 --> 00:13:46.480]  我們教會宣教工作應該怎樣發展
[00:13:46.480 --> 00:13:47.760]  應該走什麼路
[00:13:47.760 --> 00:13:50.800]  應該怎樣百尺竿頭更進一步的時候
[00:13:50.800 --> 00:13:53.120]  讓我們回到一個很根源的時候
[00:13:53.120 --> 00:13:54.360]  就是我們每一個人
[00:13:54.360 --> 00:13:56.120]  是不是很想在神面前
[00:13:56.120 --> 00:13:59.160]  尋求上帝給我們的意象呢?
[00:13:59.160 --> 00:14:01.240]  讓我們先不要去說開什麼會
[00:14:01.240 --> 00:14:03.600]  先不要說什麼資源
[00:14:03.600 --> 00:14:05.720]  讓我們先回到神的面前
[00:14:05.720 --> 00:14:09.200]  求問祂對我們有什麼的旨意
[00:14:09.200 --> 00:14:10.560]  我想這個也是很重要
[00:14:10.560 --> 00:14:12.360]  因為當我們有這樣的領袖的時候
[00:14:12.360 --> 00:14:16.000]  就一定會有一股的力量驅使我們
[00:14:16.000 --> 00:14:19.800]  去為祂來作供
[00:14:19.800 --> 00:14:22.520]  意象不知道大家講過沒有
[00:14:22.520 --> 00:14:24.440]  在你的談話裡面
[00:14:24.440 --> 00:14:27.560]  你有沒有常常講這個用詞呢?
[00:14:27.560 --> 00:14:30.680]  又或者你是不是常常都聽過呢?
[00:14:30.680 --> 00:14:33.240]  這個詞其實不容易解釋的
[00:14:33.240 --> 00:14:34.360]  很多時候我們都聽
[00:14:34.360 --> 00:14:35.320]  很多時候都講
[00:14:35.320 --> 00:14:37.880]  但是有時候不靜下來問
[00:14:37.880 --> 00:14:40.080]  那什麼叫做意象呢?
[00:14:40.080 --> 00:14:42.520]  可能我們真的不太會回答
[00:14:42.520 --> 00:14:44.400]  所以弟兄姊妹
[00:14:44.400 --> 00:14:47.160]  當我還沒再分享其他的要點的時候
[00:14:47.160 --> 00:14:48.960]  我很想稍微停一停
[00:14:48.960 --> 00:14:52.480]  和弟兄姊妹來嘗試思想一下
[00:14:52.480 --> 00:14:55.440]  究竟意象是指什麼意思
[00:14:55.440 --> 00:14:59.000]  希望我們能夠對這方面有更大的掌握的時候
[00:14:59.000 --> 00:15:03.160]  以致我們的尋求不自落空、不自圖言
[00:15:03.160 --> 00:15:04.400]  意象
[00:15:04.400 --> 00:15:08.360]  這個是一個基督教的術語來的
[00:15:08.360 --> 00:15:11.160]  所以很多人來到都不知道我們在講什麼
[00:15:11.160 --> 00:15:16.680]  甚至我們基督徒有時候都不知道我們在講什麼
[00:15:16.680 --> 00:15:18.840]  有一位台灣的基督徒
[00:15:18.840 --> 00:15:20.280]  他自小就在教會長大
[00:15:20.280 --> 00:15:22.560]  懂得很多屬靈的術語
[00:15:22.560 --> 00:15:26.280]  但是同樣他也接觸了很多未信的朋友
[00:15:26.280 --> 00:15:27.840]  他也知道很多未信的朋友
[00:15:27.840 --> 00:15:32.000]  對於我們基督教很多的術語都不太明白
[00:15:32.000 --> 00:15:33.240]  什麼「交通」
[00:15:33.240 --> 00:15:34.600]  「交通」大家知道嗎?
[00:15:34.600 --> 00:15:36.280]  「交通」不是外面的「交通」
[00:15:36.280 --> 00:15:39.400]  是我們主流的「交通傾談」那種
[00:15:39.400 --> 00:15:40.840]  很多術語我們講慣了
[00:15:40.840 --> 00:15:42.120]  其實外面的人不太明白
[00:15:42.120 --> 00:15:43.560]  意象也不太明白
[00:15:43.560 --> 00:15:49.120]  所以他就曾經為了要幫助其他教外的人
[00:15:49.120 --> 00:15:50.800]  可以多點認識基督徒的術語
[00:15:50.800 --> 00:15:52.200]  所以寫了一本小書
[00:15:52.200 --> 00:15:56.120]  選了有二、三十個一些特別的基督教術語的用詞
[00:15:56.120 --> 00:16:00.240]  然後嘗試去淺白一些去解釋
[00:16:00.240 --> 00:16:01.720]  其中選了一個字裡面
[00:16:01.720 --> 00:16:04.640]  真的包括了一個叫做「意象」
[00:16:04.640 --> 00:16:07.560]  所以我也借用一下他一些的解釋
[00:16:07.560 --> 00:16:08.800]  讓我們也去明白
[00:16:08.800 --> 00:16:11.320]  當我們說教會有宣教意象的時候
[00:16:11.320 --> 00:16:13.840]  其實是在講些什麼呢?
[00:16:13.840 --> 00:16:17.800]  他告訴我們意象不是胡思亂想的意思
[00:16:17.800 --> 00:16:21.160]  意象是這一位有真有活的上帝
[00:16:21.160 --> 00:16:24.520]  祂賜給我們的
[00:16:24.520 --> 00:16:27.400]  不是我們自己胡亂去想一些東西
[00:16:27.400 --> 00:16:30.040]  意氣用事去狂想曲講一些東西出來
[00:16:30.040 --> 00:16:30.680]  不是
[00:16:30.680 --> 00:16:34.080]  是上帝的靈去感動我們
[00:16:34.080 --> 00:16:37.840]  感動我們有所看見
[00:16:37.840 --> 00:16:40.560]  所以他就用一個詞叫做一個意象
[00:16:40.560 --> 00:16:45.040]  用今天的術語是一種屬靈的看見
[00:16:45.040 --> 00:16:46.080]  是看到一些東西
[00:16:46.080 --> 00:16:48.920]  不過是一種靈裡面的看到一些東西
[00:16:48.920 --> 00:16:50.040]  看到些什麼東西呢?
[00:16:50.040 --> 00:16:55.040]  看到的就是上帝要我們做一些事情
[00:16:55.040 --> 00:16:56.840]  又或者轉念來說
[00:16:56.840 --> 00:16:59.760]  我們覺得我們應該為神做那些事情
[00:16:59.760 --> 00:17:01.840]  是上帝給我們的
[00:17:01.840 --> 00:17:04.080]  如果用我們今天的宣教的角度去看的話
[00:17:04.080 --> 00:17:05.680]  我們覺得有些宣教的工作
[00:17:05.680 --> 00:17:09.440]  有些事情是神給我們要去做的
[00:17:09.440 --> 00:17:11.760]  我們看得見的
[00:17:11.760 --> 00:17:14.720]  我們覺得是這樣的
[00:17:14.720 --> 00:17:16.240]  當我們有同一個感動
[00:17:16.240 --> 00:17:17.640]  同一個領受的時候
[00:17:17.640 --> 00:17:20.240]  這個就是意象了
[00:17:20.240 --> 00:17:21.960]  而我們就會因為這樣的緣故
[00:17:21.960 --> 00:17:24.800]  大家努力的奮進擺上
[00:17:24.800 --> 00:17:28.080]  然後去完成這件事
[00:17:28.080 --> 00:17:30.280]  而且因為大家都一起看見
[00:17:30.280 --> 00:17:34.000]  所以大家有共同的方向去走
[00:17:34.000 --> 00:17:35.560]  因為很多時候
[00:17:35.560 --> 00:17:37.040]  教會沒有意象
[00:17:37.040 --> 00:17:39.920]  大家就各有各想事情
[00:17:39.920 --> 00:17:42.680]  所以剛才我們為什麼選擇那個經節
[00:17:42.680 --> 00:17:44.640]  針研二十九章
[00:17:44.640 --> 00:17:45.520]  十八節
[00:17:45.520 --> 00:17:48.680]  那裡告訴我們沒有意象民就放肆
[00:17:48.680 --> 00:17:52.840]  意象是吸引我們向某一個方向道路去走
[00:17:52.840 --> 00:17:54.880]  但當沒有的時候
[00:17:54.880 --> 00:17:57.360]  於是就各有各很多意見
[00:17:57.360 --> 00:17:58.520]  特別在浸信會裡面
[00:17:58.520 --> 00:17:59.480]  民主體制裡面
[00:17:59.480 --> 00:18:01.680]  個個都說要搶著去說很多事情
