
[00:00:00.000 --> 00:00:00.760]  各位親愛的姐妹
[00:04:02.360 --> 00:04:06.080]  聖靈我也求祢賜智慧給我們
[00:04:06.080 --> 00:04:07.480]  帶領著我們
[00:04:07.480 --> 00:04:10.840]  好使我們能夠更加明白主你自己的話語
[00:04:10.840 --> 00:04:13.480]  在我們生活裏作出提醒
[00:04:13.480 --> 00:04:15.200]  我們這樣的禱告祈求
[00:04:15.200 --> 00:04:17.800]  直賴救主耶穌基督的聖名
[00:04:17.800 --> 00:04:21.000]  阿門
[00:04:21.000 --> 00:04:28.640]  請大家看看希伯來書第十一章三十二節
[00:04:28.640 --> 00:04:32.200]  希伯來書十一章三十二節
[00:04:32.200 --> 00:04:37.680]  他說:「我還要說甚麼呢?若要一一世說
[00:04:37.680 --> 00:04:43.720]  基澱、巴賴、參孫、耶福他、大衛、撒姆爾和眾仙之事
[00:04:43.720 --> 00:04:46.200]  時間就不夠了。」
[00:04:46.200 --> 00:04:51.360]  基澱的故事在《史詩記》六至七章裏面
[00:04:51.360 --> 00:04:55.400]  當時阿門人來攻打上帝的子民
[00:04:55.400 --> 00:05:01.200]  基澱是以三百手下來退敵
[00:05:01.200 --> 00:05:07.440]  成為歷史以來一位很受人歌功頌德的英雄人物
[00:05:07.440 --> 00:05:13.040]  巴賴的故事亦都記載在《史詩記》第四及第五章裏面
[00:05:13.040 --> 00:05:18.440]  當時巴賴在呂仙之、底波拉的支持和鼓勵下
[00:05:18.440 --> 00:05:21.640]  召集了一萬個青少年
[00:05:21.640 --> 00:05:27.440]  來面對來勢洶洶的九百輛鐵車的加拿大軍
[00:05:27.440 --> 00:05:31.440]  當然最後他們能夠高就凱歌
[00:05:31.440 --> 00:05:36.280]  參孫的故事亦都在《史詩記》
[00:05:36.280 --> 00:05:40.560]  他天賦的神力
[00:05:40.560 --> 00:05:45.240]  每戰都能夠必定攻克,戰無不勝
[00:05:45.240 --> 00:05:50.640]  菲律賓人時刻都受到他的擾亂
[00:05:50.640 --> 00:05:57.280]  因為有參孫的出現令到那班菲律賓人聞之喪膽
[00:05:57.280 --> 00:06:02.320]  耶稣他的故事亦都在《史詩記》裏面
[00:06:02.320 --> 00:06:03.880]  我不多說了
[00:06:03.880 --> 00:06:10.400]  然後大衛、薩姆爾都出現在《薩姆爾記》上下
[00:06:10.400 --> 00:06:13.920]  當時希伯來的作者
[00:06:13.920 --> 00:06:17.240]  勞力出這些不同的人物
[00:06:17.240 --> 00:06:21.720]  還有一些甚至乎說不出名字的人
[00:06:21.720 --> 00:06:27.360]  譬如他在最後說,還有一些眾先知的事情
[00:06:27.360 --> 00:06:31.000]  如果要逐個逐個說的話,怕不夠時間
[00:06:31.000 --> 00:06:39.000]  無論如何,這些永遠不相信上帝會捨棄他們的這班人
[00:06:39.000 --> 00:06:44.600]  他們都是以寡敵眾,為著上帝而奮不顧身
[00:06:44.600 --> 00:06:50.480]  這班人盡忠報答上帝,永遠不怕孤立來作戰
[00:06:50.480 --> 00:06:53.840]  所以他們能夠成為英雄人物
[00:06:53.840 --> 00:06:57.520]  寧願站在上帝和人少的一方
[00:06:57.520 --> 00:07:05.560]  都不願意跟隨在地上眾多人來走的路
[00:07:05.560 --> 00:07:08.080]  當我們繼續看下去的時候
[00:07:08.080 --> 00:07:12.920]  他再繼續引述不同的故事
[00:07:12.920 --> 00:07:21.480]  我想請在座當中的弟兄幫我們讀出33-35節
[00:07:42.920 --> 00:07:46.840]  孫姐夫人得從死人中復活的親人
[00:07:46.840 --> 00:07:53.280]  又有忍受嚴刑,拒絕被釋放,為要得著更美好的復活
[00:07:53.280 --> 00:07:55.040]  這裡說了很多
[00:07:55.040 --> 00:07:58.160]  制服敵國,行了公義,這是大衛
[00:07:58.160 --> 00:08:01.360]  得了英許,堵住獅子的口,這個是但義理
[00:08:01.360 --> 00:08:05.000]  滅了烈火的威力,這是但義理的三個朋友
[00:08:05.000 --> 00:08:07.560]  沙特拉、米薩和阿伯尼戈
[00:08:07.560 --> 00:08:13.360]  在鋒利的刀劍下逃生,是以利亞和以利沙兩師徒
[00:08:13.360 --> 00:08:18.600]  從軟弱變剛強,爭戰中獻出勇猛,打退外邦的全軍
[00:08:18.600 --> 00:08:21.400]  是猶太人的英雄瑪加比
[00:08:21.400 --> 00:08:24.920]  有些婦人得從死人中復活的親人
[00:08:24.920 --> 00:08:28.120]  是托賴誰所賜呢?
[00:08:28.120 --> 00:08:34.760]  又是以利亞和以利沙兩師徒
[00:08:34.760 --> 00:08:39.840]  一直在說一些豐功偉績,一些很奇妙的神蹟
[00:08:39.840 --> 00:08:44.760]  但是原來大家詳細細心再看第三十五節的下半句
[00:08:44.760 --> 00:08:47.360]  原來這裡出現了一個逆轉
[00:08:47.360 --> 00:08:50.200]  第三十五節的下半句是說什麼呢?
[00:08:50.200 --> 00:08:58.440]  又有人忍受嚴刑,拒絕被釋放,為要得著更美好的復活
[00:08:58.440 --> 00:09:05.760]  又有人忍受戲弄,鞭打,困鎖,監禁,各等的磨練
[00:09:05.760 --> 00:09:11.240]  他們被石頭打死,被鋸鋸死,被刀殺,披著綿羊山羊的皮
[00:09:11.240 --> 00:09:15.400]  各處奔跑,受貧窮,患難,虐待
[00:09:15.400 --> 00:09:23.800]  這世界配不上他們,他們在曠野,山嶺,山洞,地穴,飄流無定
[00:09:23.800 --> 00:09:26.360]  之前那些都好像很成功的例子
[00:09:26.360 --> 00:09:30.240]  如今在三十五節的下半句
[00:09:30.240 --> 00:09:37.440]  作者勞烈了一群世人的眼光看似不成功的人
[00:09:37.440 --> 00:09:39.280]  首先從三十五節那裡說
[00:09:39.280 --> 00:09:42.720]  他說有人受嚴刑,拒絕被釋放
[00:09:42.720 --> 00:09:44.480]  什麼是拒絕被釋放呢?
[00:09:44.480 --> 00:09:46.240]  其實不是無條件釋放
[00:09:46.240 --> 00:09:48.680]  如果你要被釋放的話
[00:09:48.680 --> 00:09:52.840]  拜託你先否認自己的信仰,你就能夠被釋放了
[00:09:52.840 --> 00:09:57.560]  所以那些堅守著自己信仰的人,他們拒絕被釋放
[00:09:57.560 --> 00:10:00.920]  因為他們不願意苟且偷生
[00:10:00.920 --> 00:10:08.640]  而他們有這種勇氣,是要得著更美好的復活
[00:10:08.640 --> 00:10:14.280]  先知撒加利亞,他因為對自己的百姓說真話
[00:10:14.280 --> 00:10:17.480]  被那些百姓用石頭打死
[00:10:17.480 --> 00:10:20.840]  猶太人民間的故事亦都說相傳
[00:10:20.840 --> 00:10:26.560]  先知以利亞是被木鋸鋸死
[00:10:26.560 --> 00:10:31.760]  有很多很多所謂失敗的例子
[00:10:31.760 --> 00:10:33.720]  可悲的是什麼呢?
[00:10:33.720 --> 00:10:37.680]  對於重視金錢、權力、物質的世界來說
[00:10:37.680 --> 00:10:41.400]  這群受盡苦難,但靈明卻卓越的人
[00:10:41.400 --> 00:10:44.080]  這個世界根本容不下他們
[00:10:44.080 --> 00:10:48.200]  或者我應該說,這個世界根本配不上他們
[00:10:48.200 --> 00:10:53.440]  所以他們寧願到處漂流,在曠野山嶺、山洞
[00:10:53.440 --> 00:10:58.120]  在地穴來棲身
[00:10:58.120 --> 00:11:00.640]  這一部分說了很多不同的例子
[00:11:00.640 --> 00:11:03.560]  無論是因著信心來成功
[00:11:03.560 --> 00:11:08.920]  或者因著信心看似失敗的例子
[00:11:08.920 --> 00:11:12.160]  下半段是更加重要的經文
[00:11:12.160 --> 00:11:16.080]  我請姊妹為我們讀出39節
[00:11:16.080 --> 00:11:20.800]  一路去到第十二章的第二節上
[00:11:20.800 --> 00:11:24.080]  即是去到耶穌那裏,預備起
[00:11:24.080 --> 00:11:28.400]  「這些人都是因信獲得了稱讚祂
[00:11:28.400 --> 00:11:31.320]  卻仍未得著所應許的
[00:11:31.320 --> 00:11:35.240]  因為上帝給我們預備了更美好的事
[00:11:35.240 --> 00:11:39.520]  若沒有我們,他們就不能達到完全
[00:11:39.520 --> 00:11:43.320]  所以,既然我們有這許多見證人
[00:11:43.320 --> 00:11:46.040]  如同雲彩圍繞著我們
[00:11:46.040 --> 00:11:50.840]  就該卸下各樣重擔和僅僅前類的罪
[00:11:50.840 --> 00:11:55.240]  而堅忍的心,不那擺在我們前頭的路程
[00:11:55.240 --> 00:12:00.880]  仰望我們信心創始成中者,耶穌」
[00:12:00.880 --> 00:12:03.760]  希伯來斯的作者在整個十一章
[00:12:03.760 --> 00:12:07.840]  列舉了一些仍未得到應許的人
[00:12:07.840 --> 00:12:11.200]  不論他們是因著信得到豐功偉績
[00:12:11.200 --> 00:12:15.200]  或者他們是因著信受盡苦難到處漂流
[00:12:15.200 --> 00:12:18.360]  但是在三十九節,剛剛讀出的那一節
[00:12:18.360 --> 00:12:21.800]  都同時給了他們一個肯定
[00:12:21.800 --> 00:12:22.840]  這個肯定是什麼呢?
[00:12:22.840 --> 00:12:27.160]  就說「這些人因著信獲得了稱讚祂」
[00:12:27.160 --> 00:12:30.320]  「這些人因著信獲得了稱讚祂」
[00:12:30.320 --> 00:12:35.040]  為什麼他們獲得了稱讚祂呢?
[00:12:35.040 --> 00:12:37.000]  當然是有信心
[00:12:37.000 --> 00:12:41.840]  為什麼他們仍未得到所應許呢?
[00:12:41.840 --> 00:12:46.280]  在第四十節給了一個很奇怪的答案給我們
[00:12:46.280 --> 00:12:53.800]  為什麼這班人得到讚許,但未得到應許呢?
[00:12:53.800 --> 00:12:57.200]  在第四十節有一個奇怪的答案
[00:12:57.200 --> 00:12:59.040]  第四十節說
[00:12:59.040 --> 00:13:03.320]  「因為上帝給我們預備了更美好的事」
[00:13:03.320 --> 00:13:09.160]  「若沒有我們,他們就不能達到完全perfect」
[00:13:09.160 --> 00:13:13.040]  這段意思是什麼呢?各位頂子妹
[00:13:13.040 --> 00:13:18.760]  他說如果上帝要這班人得到所應許
[00:13:18.760 --> 00:13:21.920]  其實很簡單
[00:13:21.920 --> 00:13:24.320]  上帝要給的應許給你
[00:13:24.320 --> 00:13:25.760]  一給就可以
[00:13:25.760 --> 00:13:28.600]  但是上帝為什麼未給他們
[00:13:28.600 --> 00:13:34.080]  原因就是上帝已經預備了更美好的事給信徒
[00:13:34.080 --> 00:13:35.920]  是給所有的信徒
[00:13:35.920 --> 00:13:38.320]  預備了更美好的事給所有的信徒
[00:13:38.320 --> 00:13:40.200]  而這一件更美好的事
[00:13:40.200 --> 00:13:45.120]  一定要等到今天的信徒就是你和我
[00:13:45.120 --> 00:13:47.480]  甚至要加上未來的信徒
[00:13:47.480 --> 00:13:51.640]  一起才能夠達到完全
[00:13:51.640 --> 00:13:54.280]  在上帝的眼中歷世歷代
[00:13:54.280 --> 00:13:58.280]  包括今天的信徒是一個整體
[00:13:58.280 --> 00:14:02.080]  要與每個時代的信徒一同得到
[00:14:02.080 --> 00:14:05.400]  才算做完全
[00:14:05.400 --> 00:14:07.520]  或者我舉個例
[00:14:07.520 --> 00:14:10.320]  情況就好像家輝牧師
[00:14:10.320 --> 00:14:15.600]  現在想拍一張梁法堂的金禧大合照
[00:14:15.600 --> 00:14:18.320]  如果這幅大合照
[00:14:18.320 --> 00:14:25.360]  只有成年團契、婦女團契、一家團契的團友在場的話
[00:14:25.360 --> 00:14:27.760]  其實也可以拍這幅大合照
[00:14:27.760 --> 00:14:33.480]  不過如果能夠加上職稱部的So Good So Happy
[00:14:33.480 --> 00:14:36.040]  和職稱團契
[00:14:36.040 --> 00:14:39.000]  再加上青少年部的七個團契
[00:14:39.000 --> 00:14:45.320]  包括羅亞、WWJD、伊利亞、彼得、伊洛、瓦國
[00:14:45.320 --> 00:14:52.440]  以及Sunday Block和Sunday Jam的所有青少年的畫
[00:14:52.440 --> 00:14:56.760]  這幅才是更美好、更完全的金禧大合照
[00:14:56.760 --> 00:14:57.680]  是不是?
[00:14:57.680 --> 00:14:59.720]  所以各位親愛的兄弟姐妹
[00:14:59.720 --> 00:15:03.200]  你們會否覺得上帝其實很重視我們
[00:15:03.200 --> 00:15:10.440]  他重視到要那班先聖先賢等我們
[00:15:10.440 --> 00:15:18.040]  然後一次過來得著這個更美好的事
[00:15:18.040 --> 00:15:24.000]  經文去到十二章第一到第二節
[00:15:24.000 --> 00:15:26.040]  作出一個結論
[00:15:26.040 --> 00:15:31.600]  他說:既然我們有許多見證人如同雲彩圍繞著我們
[00:15:31.600 --> 00:15:35.200]  就該卸下各樣的重擔和僅僅前類的罪
[00:15:35.200 --> 00:15:38.960]  以堅忍的心擺在我們前頭的路程
[00:15:38.960 --> 00:15:45.200]  仰望我們信心的創始成中者耶穌
[00:15:45.200 --> 00:15:47.480]  這裡講出一些條件
[00:15:47.480 --> 00:15:49.200]  如果要歷世歷代的信徒
[00:15:49.200 --> 00:15:52.360]  能夠一起得著這個更美好的事情的話
[00:15:52.360 --> 00:15:54.400]  我們就要做些什麼呢?
[00:15:54.400 --> 00:15:58.840]  第一,卸下各樣的重擔和僅僅前類的罪
[00:15:58.840 --> 00:16:02.880]  第二,以堅忍的心奔跑路程
[00:16:02.880 --> 00:16:08.280]  第三,仰望創始成中者基督耶穌
[00:16:08.280 --> 00:16:12.720]  在這裡我不打算逐項逐項去作解釋
[00:16:12.720 --> 00:16:15.920]  因為若要一一細說時間就不夠了
[00:16:15.920 --> 00:16:18.800]  所以我想將焦點放在
[00:16:18.800 --> 00:16:25.560]  「仰望我們信心的創始成中者耶穌」這裡
[00:16:25.560 --> 00:16:28.160]  耶穌很自然就是我們的目標
[00:16:28.160 --> 00:16:34.120]  就算希伯來書的作者說出多少壞人也好
[00:16:34.120 --> 00:16:38.920]  耶穌是終極我們要效法的對象
[00:16:38.920 --> 00:16:43.200]  耶穌基督縱然是最完美的義人
[00:16:43.200 --> 00:16:46.840]  但祂卻經歷了最殘酷的苦痛
[00:16:46.840 --> 00:16:51.160]  為我們、為世人帶來救贖
[00:16:51.160 --> 00:16:54.360]  耶穌的受苦將苦難這件事
[00:16:54.360 --> 00:16:57.960]  賦予了一個全新的意義
[00:16:57.960 --> 00:17:00.840]  作為耶穌的門徒的我們
[00:17:00.840 --> 00:17:03.680]  也要背起自己的十字架
[00:17:03.680 --> 00:17:05.480]  天天跟從祂
[00:17:05.480 --> 00:17:07.200]  我們要和主一樣
[00:17:07.200 --> 00:17:08.360]  我們要受苦
[00:17:08.360 --> 00:17:11.080]  效法祂的死
[00:17:11.080 --> 00:17:15.040]  奔跑這條路不是簡單
[00:17:15.040 --> 00:17:17.920]  也可能會有時覺得很寂寞
[00:17:17.920 --> 00:17:21.640]  但是聖經的應許告訴我們
[00:17:21.640 --> 00:17:24.240]  我們不會孤單
[00:17:24.240 --> 00:17:26.560]  我們也不應該乏力
[00:17:26.560 --> 00:17:29.680]  因為這位創始成中的基督耶穌
[00:17:29.680 --> 00:17:33.760]  不單單是我們信心的道路的起點
[00:17:33.760 --> 00:17:36.080]  來給我們盼望和鼓勵
[00:17:36.080 --> 00:17:41.560]  同時祂也在終點張開雙臂來迎接我們
[00:17:41.560 --> 00:17:44.320]  給我們嘉許和喝采
[00:17:44.320 --> 00:17:45.760]  更加重要的是
[00:17:45.760 --> 00:17:48.240]  當我們走這條信心的路的時候
[00:17:48.240 --> 00:17:52.000]  這條路是耶穌基督親自經過
[00:17:52.000 --> 00:17:55.280]  並且祂得勝地完成了
[00:17:55.280 --> 00:17:58.760]  所以耶穌也會沿途帶領著我們
[00:17:58.760 --> 00:18:01.880]  保守著我們的腳步
[00:18:01.880 --> 00:18:03.600]  各位頂子妹
[00:18:03.600 --> 00:18:05.000]  還記不記得
[00:18:05.000 --> 00:18:08.320]  我開始用這條紗巾
[00:18:08.320 --> 00:18:10.440]  當第一代的門徒
[00:18:10.440 --> 00:18:16.520]  他們能夠親眼見到耶穌的時候
[00:18:16.520 --> 00:18:17.920]  很實在吧 耶穌
[00:18:17.920 --> 00:18:19.240]  他們不用信有耶穌
[00:18:19.240 --> 00:18:21.440]  因為耶穌根本就在這裡
[00:18:21.440 --> 00:18:22.200]  好了
[00:18:22.200 --> 00:18:25.880]  當他們見到耶穌被釘十字架
[00:18:25.880 --> 00:18:28.240]  受死
[00:18:28.240 --> 00:18:29.400]  接著怎樣
[00:18:29.400 --> 00:18:30.080]  《紙條信經》
[00:18:30.080 --> 00:18:31.400]  「降在陰間」
[00:18:31.400 --> 00:18:34.200]  「第三天從死亡中復活」
[00:18:34.200 --> 00:18:36.320]  「升天」
[00:18:36.320 --> 00:18:40.960]  接著他們再也見不到耶穌了
[00:18:40.960 --> 00:18:42.640]  但是他們知不知道耶穌在這裡
[00:18:42.640 --> 00:18:43.840]  當然知道
[00:18:43.840 --> 00:18:45.560]  因為他們之前親眼見到
[00:18:45.560 --> 00:18:46.880]  不過現在升了天
[00:18:46.880 --> 00:18:48.800]  不能夠再見到了
[00:18:48.800 --> 00:18:52.400]  好了 除了這一群第一代的信徒之外
[00:18:52.400 --> 00:18:58.360]  其實後面排著隊的有很多人
[00:18:58.360 --> 00:19:01.120]  接著這群人太老了
[00:19:01.120 --> 00:19:04.440]  他們要回到天父懷抱
[00:19:04.440 --> 00:19:09.760]  於是拿著紗巾的人就跟後面的人說
[00:19:09.760 --> 00:19:12.560]  喂 你繼續拿著這條紗巾
[00:19:12.560 --> 00:19:13.360]  雖然你見不到
[00:19:13.360 --> 00:19:15.160]  不過耶穌在這裡
[00:19:15.160 --> 00:19:17.400]  於是他就接了上去
[00:19:17.400 --> 00:19:20.200]  後面的人就拿著這條紗巾
[00:19:20.200 --> 00:19:22.200]  我從來沒有見過神
[00:19:22.200 --> 00:19:23.640]  從來沒有見過耶穌
[00:19:23.640 --> 00:19:25.480]  不過
[00:19:25.480 --> 00:19:27.760]  排我之前的人見過
[00:19:27.760 --> 00:19:31.560]  他又忍受這些苦難
[00:19:31.560 --> 00:19:33.520]  他也能夠熬過
[00:19:33.520 --> 00:19:34.960]  這麼有生命力
[00:19:34.960 --> 00:19:37.880]  我也相信他真的親眼見過耶穌
[00:19:37.880 --> 00:19:38.800]  雖然我沒見過
[00:19:38.800 --> 00:19:40.760]  就繼續拿著這條紗巾
[00:19:40.760 --> 00:19:42.920]  這一路這兩千年
[00:19:42.920 --> 00:19:46.720]  都是這樣有不同的人拿著紗巾
[00:19:46.720 --> 00:19:48.800]  直到今天
[00:19:48.800 --> 00:19:53.600]  你和我都在拿著這條紗巾
[00:19:53.600 --> 00:19:55.800]  從來沒有人見過耶穌
[00:19:55.800 --> 00:19:57.400]  尤其是我們這一代
[00:19:57.400 --> 00:20:01.240]  但是否代表沒有耶穌基督的存在呢?
[00:20:01.240 --> 00:20:06.360]  當然不代表 是不是?
[00:20:06.360 --> 00:20:07.200]  有很多時候
[00:20:07.200 --> 00:20:11.080]  當我們遇到這些苦難的時候
[00:20:11.080 --> 00:20:12.400]  我們就覺得
[00:20:12.400 --> 00:20:16.160]  根本沒有這個神存在
[00:20:16.160 --> 00:20:17.440]  對不起各位頂姐妹
[00:20:17.440 --> 00:20:18.520]  不是
[00:20:18.520 --> 00:20:20.200]  神一直都在
[00:20:20.200 --> 00:20:24.360]  不過我們是拿著這條紗巾
[00:20:24.360 --> 00:20:27.360]  如果連一個四至六月的嬰兒
[00:20:27.360 --> 00:20:31.280]  都能夠明白這個實物行傳的道理的話
[00:20:31.280 --> 00:20:33.160]  更何況我們
[00:20:33.160 --> 00:20:35.840]  但是為甚麼我們會軟弱呢?
[00:20:35.840 --> 00:20:38.800]  我們的信心都少
[00:20:38.800 --> 00:20:40.360]  親愛的頂姐妹
[00:20:40.360 --> 00:20:43.800]  尤其是我面前這班年輕人
[00:20:43.800 --> 00:20:46.280]  你們不要失去信心
[00:20:46.280 --> 00:20:48.480]  我們要堅守這個盼望
[00:20:48.480 --> 00:20:51.560]  即使我們暫時見不到
[00:20:51.560 --> 00:20:56.080]  但是上帝由始至終都根本沒有離開過我們
[00:20:56.080 --> 00:20:57.920]  我們不要失去了信心
[00:20:57.920 --> 00:20:59.920]  我們要堅守這個盼望
[00:20:59.920 --> 00:21:01.360]  親愛的頂姐妹
[00:21:01.360 --> 00:21:05.520]  尤其是我面前這一班的青少年人
[00:21:05.520 --> 00:21:08.800]  你願意在這個彎曲薄茂的世代裡面
[00:21:08.800 --> 00:21:11.440]  去堅守你們自己的信仰嗎?
[00:21:11.440 --> 00:21:14.440]  憑著信去走這條路
[00:21:14.440 --> 00:21:16.120]  一點都不簡單
[00:21:16.120 --> 00:21:18.840]  因為你可能會被身邊的人排斥
[00:21:18.840 --> 00:21:23.120]  甚至乎被身邊最愛的人排斥
[00:21:23.120 --> 00:21:25.640]  不過你放心
[00:21:25.640 --> 00:21:27.160]  當你感到疲乏
[00:21:27.160 --> 00:21:29.800]  難繼續下去的時候
[00:21:29.800 --> 00:21:31.120]  看啊
[00:21:31.120 --> 00:21:32.880]  歷世歷代
[00:21:32.880 --> 00:21:35.760]  包括在座當中
[00:21:35.760 --> 00:21:37.720]  梁法堂的見證人
[00:21:37.720 --> 00:21:41.560]  會如同雲彩一樣圍繞著你們
[00:21:41.560 --> 00:21:43.440]  當你覺得沒力氣的時候
[00:21:43.440 --> 00:21:47.080]  你再擔高頭看
[00:21:47.080 --> 00:21:50.080]  有這班歷世歷代的先政先賢
[00:21:50.080 --> 00:21:52.160]  再加上在座當中
[00:21:52.160 --> 00:21:53.800]  很多走過這條路
[00:21:53.800 --> 00:21:56.200]  拿過這條紗巾的人
[00:21:56.200 --> 00:21:58.560]  他們都是你們的見證人
[00:21:58.560 --> 00:22:01.760]  這班見證人多到好像雲彩圍繞著你們
[00:22:01.760 --> 00:22:04.200]  你根本不用怕
[00:22:04.200 --> 00:22:06.280]  一點都不孤單
[00:22:06.280 --> 00:22:09.440]  全因著信
[00:22:09.440 --> 00:22:14.480]  我們梁法國民執事
[00:22:14.480 --> 00:22:15.960]  李金福執事
[00:22:15.960 --> 00:22:17.360]  劉德華執事
[00:22:17.360 --> 00:22:18.800]  眾位教育同工
[00:22:18.800 --> 00:22:21.440]  特別是黃毓民師
[00:22:21.440 --> 00:22:24.480]  這班忠心耿耿
[00:22:24.480 --> 00:22:31.360]  還有一班默默耕耘的教友
[00:22:31.360 --> 00:22:35.560]  他們一起經歷了梁法堂這五十年的起與跌
[00:22:35.560 --> 00:22:38.480]  但他們仍然堅守著自己的崗位
[00:22:38.480 --> 00:22:40.320]  持守著自己的信仰
[00:22:40.320 --> 00:22:46.000]  依舊撐起自己的十字架來跟從主
[00:22:46.000 --> 00:22:47.840]  還有很多人
[00:22:47.840 --> 00:22:50.840]  譬如我親愛的導師一川
[00:22:50.840 --> 00:22:51.800]  美鳳
[00:22:51.800 --> 00:22:52.840]  秀英
[00:22:52.840 --> 00:22:55.760]  我好知己陳瑩
[00:22:55.760 --> 00:22:58.840]  還有眾堂位和各個團契的導師
[00:22:58.840 --> 00:23:01.560]  這班人全部都是你們的雲彩
[00:23:01.560 --> 00:23:04.280]  圍繞著你們
[00:23:04.280 --> 00:23:05.680]  全因著信
[00:23:05.680 --> 00:23:08.560]  我深信沒有任何的困難
[00:23:08.560 --> 00:23:12.400]  可以阻止我們和基督的愛隔絕
[00:23:12.400 --> 00:23:15.360]  我們必定能夠好像基督耶穌那樣
[00:23:15.360 --> 00:23:17.800]  從受苦進入榮耀
[00:23:17.800 --> 00:23:20.640]  回到我們美好的家鄉
[00:23:20.640 --> 00:23:22.560]  和歷世歷代的信徒
[00:23:22.560 --> 00:23:29.680]  一起拍一張更美好更完全的大合照
[00:23:29.680 --> 00:23:35.200]  盼望上帝自己的賜福能夠完成祂自己的說話
[00:23:35.200 --> 00:23:41.480]  我們一起祈禱
