
[00:00:00.000 --> 00:00:06.360]  我們早上起牀,每個人都有很多東西都覺得很重要要做
[00:02:16.500 --> 00:02:24.700]  但是這裏加利利湖有一條河,是約旦河,一直下到這裏就是死海、巖海
[00:02:24.700 --> 00:02:32.640]  其實加利利湖已經是低過海平線的,就是這個地中海
[00:02:32.640 --> 00:02:39.500]  就是地中海的水平還要低幾百尺,對死海那裏又再低幾百尺
[00:02:39.500 --> 00:02:42.940]  所以地形是很特別的,很有趣的
[00:02:42.940 --> 00:02:47.580]  這個地區就叫做加利利了,因爲這個湖的緣故
[00:02:47.580 --> 00:02:55.420]  耶穌那三年的時間公開傳道,其實最多時間就在加利利這個地方
[00:02:55.420 --> 00:03:03.440]  所以無論是加伯隆,或者是他出生那裏的納瑟勒,都是在這個地方
[00:03:03.440 --> 00:03:13.300]  爲什麼說這個地方呢?就是因爲這兩個地方相對來說,加利利是所謂的偏遠地區
[00:03:13.300 --> 00:03:18.300]  叫做山卡拉的地方,山高皇帝遠
[00:03:18.300 --> 00:03:30.340]  也是因爲這樣,所以耶路撒冷那裏,就是藍色這個區的那些比較重要的羅馬政府的人就不理北邊那些地方
[00:03:30.340 --> 00:03:35.940]  耶穌就很自由可以在那裏傳道,可以說到可以醫病降歸
[00:03:35.940 --> 00:03:51.700]  今天這段的經文就是說,有十個麻風的病人就在這個邊境,就是加利利區和這個所謂猶大撒馬尼亞區接壤的邊境的地方
[00:03:51.700 --> 00:04:02.580]  所以這個地方撒馬尼亞人的區就有撒馬尼亞人,外邊加利利多數都是猶太人
[00:04:02.580 --> 00:04:10.220]  這十個麻風病人可能就是有撒馬尼亞人也有加利利人,因爲在接壤的邊境下
[00:04:10.220 --> 00:04:20.460]  通常那些猶太人在加利利這個區如果是去耶路撒冷,就會走這個約旦河的東邊
[00:04:20.460 --> 00:04:34.540]  來到這裏就上回耶利哥去耶路撒冷,爲什麼?就是避開撒馬尼亞人的區,他們覺得撒馬尼亞人是外族人,是不結證的
[00:04:34.540 --> 00:04:38.620]  就寧願不走他們的路,不進他們的村
[00:04:38.620 --> 00:04:47.500]  今天的經文就特別說到耶穌在約旦河的西邊這邊就經過撒馬尼亞人的區
[00:04:47.500 --> 00:05:02.860]  所以這個記載就是說他經過這個地方,看見有十個患麻風病的人,可憐我們
[00:05:02.860 --> 00:05:13.740]  麻風病其實是一種細菌感染的皮膚病,通過病人的呼吸或者身體的接觸傳染
[00:05:13.740 --> 00:05:21.260]  染上之後就會慢慢影響全身的神經系統,有些是關節變形
[00:05:21.260 --> 00:05:25.740]  有些照片是比較恐怖的,我就不給大家看了
[00:05:25.740 --> 00:05:32.540]  這個只是兩隻手有時影響神經,有時你就不感覺到東西
[00:05:32.540 --> 00:05:39.820]  你摸到燒到都不知道痛,那就燒到了,所以有很多的問題在那裏
[00:05:39.820 --> 00:05:52.220]  當時的人好像有些我們前幾年所謂新冠病毒,最初期的時候,真的要隔離
[00:05:52.220 --> 00:06:03.180]  利美記十三章記載那些麻風病人要搬到紮營的地方外邊,遠離營地
[00:06:03.180 --> 00:06:12.460]  在耶穌時代,村鎮也是這樣的,搬到外邊,有些家人有食物,有什麼拿給他們
[00:06:12.460 --> 00:06:22.380]  遠遠等在路口回去,他們出來纔拿,真的像我們那時候COVID-19那樣
[00:06:22.380 --> 00:06:30.060]  不知道大家還記不記得幾年前,我們資格高的時候不準去超級市場買東西
[00:06:30.060 --> 00:06:39.260]  上網訂了一些菜或者菜,他拿來門口,等在那裏,司機又走後幾步
[00:06:39.260 --> 00:06:46.220]  按了鍾,我們出去打個招呼,我們自己去拿,他們就是這樣
[00:06:46.220 --> 00:06:53.420]  那時候的人對麻風病人都是這樣,有東西給他們,遠遠等在那裏
[00:06:53.420 --> 00:07:05.820]  走後一點,他們纔出來拿,在這麼困難的情況下,那十個麻風病人被耶穌醫好了
[00:07:05.820 --> 00:07:12.940]  有一個病人就回來向耶穌感謝他,歸榮耀給神
[00:07:12.940 --> 00:07:22.780]  他將歸榮耀給神看爲第一要緊的事,最重要的事,英文的First thing first
[00:07:22.780 --> 00:07:29.500]  那麼多重要的事,第一,他要回到耶穌那裏,歸榮耀給神
[00:07:29.500 --> 00:07:35.340]  我們今天也可以學學他如何榮耀神
[00:07:35.340 --> 00:07:43.420]  首先他就是宣告神的大能,這裏15節說,其中有一個見自己已經好了,就是回來
[00:07:43.420 --> 00:07:52.220]  大聲歸榮耀給上帝,大聲歸榮耀給上帝是表示他很激動
[00:07:52.220 --> 00:08:00.140]  也表示他向其他人宣告,是神的能力,神將他醫好了,解決了他的問題
[00:08:00.140 --> 00:08:05.980]  如果我們要感受一下他的心情,就要知道那時候的律法是怎麼說的
[00:08:05.980 --> 00:08:09.260]  如果你患了麻風病,行動要怎麼樣?
[00:08:09.260 --> 00:08:22.460]  年尾十三章說,患有麻風災病的人,他的衣服要撕裂,也要縫頭散發,遮住上順,哭着說,不結症,不結症
[00:08:22.460 --> 00:08:32.860]  災病還在他身上的時候,他就是不結症的,既然不結症,他就要獨居,住在營外
[00:08:32.860 --> 00:08:40.060]  大聲說,不結症,不結症,想起那時候在香港的雲吞麪譜
[00:08:40.060 --> 00:08:51.100]  有時候隨時在後面的廚房,要拿一鍋粥去前面的廚房,滾水來,大家小心
[00:08:51.100 --> 00:08:57.820]  麻風病人就是這樣,掩着嘴,怕着口水,什麼傳染
[00:08:57.820 --> 00:09:02.700]  不結症,大家走開一點,我們來,走過這條路,不是進你的屋子
[00:09:02.700 --> 00:09:06.620]  那你也要小心一點,是這樣
[00:09:06.620 --> 00:09:17.900]  但現在麻風病人得到醫治,以前掩着嘴,現在大聲說,讚美上帝,感謝主
[00:09:17.900 --> 00:09:25.340]  以前是大聲叫人走開一點,避開一點,現在就說,你們可以來了
[00:09:25.340 --> 00:09:32.620]  我自由了,可以和大家接觸,擁抱,這個心情多興奮
[00:09:32.620 --> 00:09:39.820]  剛纔我們唱歌,這是我的故事,這是我的信息,這是我的故事,耶穌如何醫治我
[00:09:39.820 --> 00:09:47.180]  他回來就是向人宣告,宣告神的大能
[00:09:47.180 --> 00:09:55.180]  你的問題如果得到解決,你的病痛得到醫治,或者你找工找到了
[00:09:55.180 --> 00:10:02.780]  或者你的婚姻,以前是就散,差不多要離婚了,因爲挽救了,被神的恩典挽救了
[00:10:02.780 --> 00:10:12.300]  你的家庭問題解決了,第一要緊的是什麼,最重要的是什麼
[00:10:12.300 --> 00:10:19.340]  以前我牧羊侍奉的第一個教會在芝加哥大學附近
[00:10:19.340 --> 00:10:28.940]  如果你有小朋友在高中要考大學,你會知道芝加哥大學是屬於名校,很難進的
[00:10:28.940 --> 00:10:38.140]  這個學校特別的地方就是70%的學生是研究院的學生,70%是研究生
[00:10:38.140 --> 00:10:48.780]  所以我們教會那些學生工作不是大學生那些常常去玩的,是有家庭有事,就是那些學者學生
[00:10:48.780 --> 00:11:00.300]  其中經濟系被稱爲諾貝爾獎的工廠,Nobel Factory
[00:11:00.300 --> 00:11:07.980]  因爲在芝加哥大學經濟系歷年來有34個諾貝爾獎
[00:11:07.980 --> 00:11:22.700]  他們的得主和學校直接有關係或者間接有關係,教授或者畢業生或者合作等等,34個諾貝爾獎,經濟系不簡單,很難讀
[00:11:22.700 --> 00:11:32.300]  如果你小朋友要去那裏讀經濟系,你要有心理準備,起碼六年以上才能拿到博士
[00:11:32.300 --> 00:11:42.540]  有一個新加坡來的學生,是國家派他出來,讀經濟學的博士,在我們教會順了主
[00:11:42.540 --> 00:11:56.860]  如果我沒記錯的話,他用了五年的時間在芝加哥大學拿到博士,屬於非常優秀的學生,後來就回到新加坡做教授,相當優秀
[00:11:56.860 --> 00:12:14.780]  在他的博士論文裏有一版是致謝的話,他說這幾年留學在芝加哥大學裏,他得到最寶貴,不是芝加哥大學的博士學位,而是認識了耶穌
[00:12:14.780 --> 00:12:32.460]  可以看出來他把榮耀神系作爲第一要緊的事,最重要的,這麼難拿到博士學位,那篇論文一開始,他就提到他自己的信仰,他認識了耶穌
[00:12:32.460 --> 00:12:50.700]  有些人中了落頭,或者是彩票,被訪問的時候,你贏了這麼多錢,第一你要做什麼,很多人就說,首先炒老闆魷魚,不用做了
[00:12:50.700 --> 00:13:15.500]  另外把車,房子,貸款全部還清,然後周遊列國,未來三個月環遊世界,很好享受,但很可惜,有些不懂管理財富的,就算中了幾百萬的獎,這麼多錢,很快就用光
[00:13:15.500 --> 00:13:35.340]  第一個統計,有些人做過統計,這些所謂中了彩票的人,有三分之一的人,在三年至五年之內就破產,三分之一,不單止是打回原形,還破產,還差過以前
[00:13:35.340 --> 00:14:04.540]  你習慣了,隨便給錢人,隨便花錢,多多錢都用光,如果你有一大筆錢的時候,你會怎麼分,會不會第一就是想到神的國度,或者教會的時工,或者宣教士的需要,或者一些福音機構,你會不會想到一些神學院,你怎麼去分,如果你有很多錢的話
[00:14:04.540 --> 00:14:21.100]  你如果拿到你的工作,第一天上班,會不會跟同事分享,這個真的是神的恩典,給你有工作的能力,有工作的機會,然後才慢慢說,多謝公司,多謝大家的同事
[00:14:21.100 --> 00:14:46.620]  如果你搬了進去一間新的房子,你會不會首先是全家一起祈禱,感謝神,也將這間房子獻上爲主所用,我們的兒子不是跟我們一起住,他買了第一間房子的時候,我們就是這樣,一進去的時候就是一起祈禱,感謝住
[00:14:46.620 --> 00:15:05.420]  他現在在這間房子裏面,很多時候都有教會一些小組的聚會,夏天在他後院裏面,一起有些團契生活,因爲他知道這間房子是屬於神的,我們都是這樣看,我們所有的東西都是屬於神的,當你擁有的時候,第一就是感謝神
[00:15:05.420 --> 00:15:23.420]  你的問題解決了,是不是要爭取機會在主佑學團契裏面分享,大聲宣告神的作爲,這個是因爲神的介入,神的恩典,祂的保守,我纔有今天,纔有這樣
[00:15:23.420 --> 00:15:49.420]  詩篇第40篇第9-10節,大衛的詩,他說我在大會中傳講公義的佳音,看下必不制止我的嘴脣,又說我這一切你都知道,我未曾把你的公義藏在心裏,我已尋明你的信實和你的救恩,在大會中我未曾隱瞞你的慈愛和信實
[00:15:49.420 --> 00:16:13.420]  大會,即是那時候的會衆一起聚集的時候,公開的聚會,大衛在那時候就是傳講神的公義,祂的介入,所以我鼓勵大家在每一個團契小組,或者是家裏人一起喫飯的時候,公開的聚會當中分享神在我們身上的作爲
[00:16:13.420 --> 00:16:29.420]  如果你有部落格,或者是你的羣組,如果你不分享,對不起神,宣告神的公義和祂的聯盟,尋明祂的信實和救恩,不隱瞞祂的慈愛
[00:16:29.420 --> 00:16:45.420]  這是宣告神的大能,榮耀神的一種方式,我們應該把握很多機會來宣講神在我們身上,在我們的生命當中,在我們家庭當中的作爲
[00:16:45.420 --> 00:17:01.420]  這個被醫好的麻風病人,有什麼方式來歸榮耀給神呢?他就是真誠地感謝耶穌,第十六節說他有俯伏在耶穌的腳前,感謝祂
[00:17:01.420 --> 00:17:19.420]  俯伏就是整個趴在那裏,面向地,是一種非常尊敬的姿勢,不是平時說"哎,謝謝,謝謝",不是這樣,是一種姿勢表示他深深的感謝
[00:17:19.420 --> 00:17:37.420]  這個被醫好的病人,他深信耶穌不是一個普通人,因爲沒有一個人能夠這麼大的能力,不用用藥物,也不用等很久的時間,只是吩咐他們去祭司面前檢查,在路上已經好了
[00:17:37.420 --> 00:17:53.420]  都沒有去到祭司那裏,已經好了,所以這個一定是神的能力將他醫好,一定是神的能力,耶穌一定是從神那裏來的,有神的能力
[00:17:53.420 --> 00:18:13.420]  這個回來的感謝耶穌的麻風病人,和其他九個沒有回來感謝耶穌最大的分別就是藉助耶穌來感謝神,通過耶穌基督來歸榮藥給神
[00:18:13.420 --> 00:18:25.420]  約翰福音第十四章第六節,耶穌說我就是道路,真理,生命,欲不藉着我,沒有人能夠到父那裏去
[00:18:25.420 --> 00:18:43.420]  其中一個門徒菲力聽了這句話好像似懂非懂,你是道路去到父那裏去到父神,那父神是怎樣的,他就問他,主啊將父顯給我們看,我們就知足了
[00:18:43.420 --> 00:19:02.420]  耶穌如果你能夠請到父神給我們看看,那就最好了,我們的父神是怎樣的,耶穌就說菲力,我願你不再一起狠狗,你還不認識我嗎,看見我的就是看見了父
[00:19:02.420 --> 00:19:24.420]  看見我的就是看見了父神,就是看見了神,菲力那時候不知道,後來當然是很明白,他那時候問這個問題,他以爲神和耶穌是不同的,所以他希望可以看到神
[00:19:24.420 --> 00:19:47.420]  也有些人的看法就是不需要通過耶穌來認識神,特別是這個時代很多人都是這樣,不需要耶穌可以去到神那裏,我們就說這些是文化上的基督徒,Cultural Christian,在美國有很多文化上的基督徒
[00:19:47.420 --> 00:20:16.420]  他們生在這個生活的文化當中,有很多教堂的觀念,但是他們不去崇拜,只不過是所謂婚事,喪事,紅白儀式就會想到教堂了,他們知道有一本書叫聖經,或者有些政府官員宣誓就職的時候按着聖經
[00:20:16.420 --> 00:20:35.420]  但是他們不看的,文化上的基督徒知道有聖誕節,但是聖誕節就是紀念那個很可愛的baby,耶穌出世了,一切都很平安,很喜樂
[00:20:35.420 --> 00:20:55.420]  但是他們經常想到買什麼禮物,送什麼禮物,唱聖誕歌,有些氣氛,所以現在美國有些聖誕的氣氛就要去商場shopping mall,因爲有些聖誕歌,音樂,報紙
[00:20:55.420 --> 00:21:23.420]  有些人知道復活節,復活節就是紀念耶穌被釘十字架,很淒涼,很困難,那些信耶穌的人就說慶祝祂死去復活,但是文化上的基督徒他們連耶穌復活都未必接受,因爲他們以爲耶穌只不過是一個人,死在十字架上面,很偉大,犧牲了
[00:21:23.420 --> 00:21:35.420]  但是他們未必相信耶穌就是復活,他們自己有沒有復活都不在乎,這些是文化上的基督徒
[00:21:35.420 --> 00:21:54.420]  在美國的人口大概有60%是宣稱自己是基督徒的,包括天主教徒60%,但是經常去教會的人口只有30%,30%的人口經常去都未必每個禮拜去
[00:21:54.420 --> 00:22:14.420]  每個禮拜去的,好像大家這樣,而且是讀正經的,祈禱的,和人分享福音的,這樣的基督徒在美國的人口屬於少數,我想都是10%,15%左右,不到30%
[00:22:14.420 --> 00:22:32.420]  這個被耶穌醫好的撒馬里人,他回來感謝耶穌,是看見耶穌是通往神的道路,對他來說神是一個抽象的觀念,又遙遠又圓,就是很玄妙的一種能量
[00:22:32.420 --> 00:22:46.420]  不能觸摸,很多人對神都是這樣,很圓的,神是一個活着的,通過耶穌能夠顯明出來,是他可以連上個人關係的對象
[00:22:46.420 --> 00:23:02.420]  好像提摩太前書第二章第五節所說,只有一位神,在神和人中間只有一位中寶,即是中間人,是成爲人的基督,耶穌,他獻上自己作人人的屬架
[00:23:02.420 --> 00:23:15.420]  這個世界只有一位是從死裏復活,然後又不再死亡的人物,就是耶穌,他將那個獨一的真神顯明出來
[00:23:15.420 --> 00:23:32.420]  耶穌不是唯一從死裏復活的人,聖經記載起碼有十個以上的人,是從死裏復活,但後來又死了,耶穌是唯一一個在死裏復活,就不再死亡的人
[00:23:32.420 --> 00:23:59.420]  約翰福音第一章第十八節說,從來沒有人見過神,只有在父懷女獨一的兒子將祂表明出來,是唯一的,如果你要認識神,第一要緊的,就要認識耶穌,不然就會變成自己的想象,神是怎樣的,你認識耶穌之後再認識神,就不會有這樣的誤解
[00:23:59.420 --> 00:24:20.420]  你要成爲神的兒女,首先要接納耶穌爲主,接納聖靈的重生,這樣才能成爲神的兒女,你要知道神對我們的要求,首先就要聽從耶穌的教導,不然你怎樣知道神要求我們怎樣過生活
[00:24:20.420 --> 00:24:38.420]  要明白神的心意,首先就要以基督的心爲心,被聖靈引領,所以要有神所要求的行爲和品格,你首先就要讓耶穌的話充滿你,讓聖靈住在你的裏面
[00:24:38.420 --> 00:25:01.420]  所以如果不熟悉耶穌說過什麼話的時候,就很難明白神對我們的要求,或者要求我們有什麼品格,所以給這十個麻風病人只有一個,他看重耶穌在神蹟上扮演的角色,他確信這個真是神的能力,而且是通過耶穌彰顯出來
[00:25:01.420 --> 00:25:18.420]  所以每一次我們祈禱的時候,結束的時候都會習慣提到耶穌的名,奉主耶穌的名來祈求,這個是對我們自己的提醒,耶穌給我們的權柄來向父神祈禱
[00:25:18.420 --> 00:25:38.420]  當然如果是一組的人,六七個人一起祈禱,有時候就後面那句,等到最後那個人纔講,我們以上所有的禱告都是奉主的名,就不用每一次都講,不過個人習慣沒什麼所謂,祈禱我們向神祈禱,提醒我們是通過耶穌來認識神
[00:25:38.420 --> 00:25:59.420]  第三方面,我們要榮耀神的時候,就要懷着一個正確的信心,這個被醫治好的密麻風病人回來,感謝耶穌將榮耀歸給神之後,耶穌說了一句話,起來走吧,你的信救了你
[00:25:59.420 --> 00:26:15.420]  耶穌在好幾次的醫治病人之後,都講了這句話,你的信救了你,我們時時有一個誤解,就是以爲有信心,事情就會成就了
[00:26:15.420 --> 00:26:43.420]  向神祈禱一次,如果未成就的時候,因爲我們的信心不夠大,有病經常祈禱,祈禱都未好,當然我們的信心不夠,有信心的時候,神就會聽,我們的信心夠大的話,就一定會成就,很多時候我們有這樣的想法
[00:26:43.420 --> 00:27:04.420]  沒錯,耶穌在聖經記載,登山變象之後,他的樣子,面貌變化之後,他在山上下來,有一個有癲癲病的小朋友,有時廣東話是癲痕病,好像是兩個讀佛,廣東話讀癲癲,即是發羊雕
[00:27:04.420 --> 00:27:33.420]  這個小朋友的爸爸和他就帶去門徒那裏,請門徒醫治,門徒就醫不好他,所以耶穌在和那三個門徒下來的時候,那個爸爸就說,耶穌我帶我兒子,這個發羊雕的兒子去你的門徒那裏,請他們醫治,他們醫不好,那怎麼辦,求你幫忙,求你憐憫
[00:27:33.420 --> 00:28:00.420]  那耶穌就醫好了他,醫好了這個小朋友,那時候的門徒就問他,夫子,老師,我們爲什麼不能夠將他醫好呢,耶穌就對門徒說,是因爲你們的信心少,是不是耶穌也有這樣的意思
[00:28:00.420 --> 00:28:12.420]  究竟耶穌說信心大小,是不是好像我們說一樣東西的體積,即是大或者小呢
[00:28:12.420 --> 00:28:41.420]  美國有一個最大的炸彈,英文有時,它全名是一個正式的名字,不過這個花名就叫Mother of all bombs,即是所有炸彈之母,那是多長,大概30呎長,我想由錸琴這裏10呎10呎,去到麥克風那裏,就是這麼長,一個大的炸彈,直徑是40寸,很厲害
[00:28:41.420 --> 00:29:02.420]  這個炸彈真是扔下來的時候,就方圓一里之外,而爲平地,即是如果今天這個炸彈扔在我們T4C的話,附近那家倭馬,神學院,全部都平了,一里之外,很大
[00:29:02.420 --> 00:29:16.420]  相對來說,在第二次世界大戰的時候,有一個小炸彈,這個炸彈10呎左右,就小很多,這是原子彈
[00:29:16.420 --> 00:29:45.420]  就是剛纔我們說的這麼大的炸彈,它差不多是三分之一的體積,但是它的威力有多厲害,這個小炸彈那時候的花名叫little boy,即是小男孩,小小個的,扔下去,整個廣島這麼大的城,全部建築物,人啊,所以體積的大和小不是一個決定因素
[00:29:45.420 --> 00:29:56.420]  是它裏面的本質,或者它炸彈的方式,怎麼有摧毀的能力,這個纔是決定因素
[00:29:56.420 --> 00:30:12.420]  所以現在我們說的核子彈,比那時候的原子彈還小,即是小小的彈頭,但是它的威力已經是原子彈的20倍,30倍,這麼厲害
[00:30:12.420 --> 00:30:30.420]  所以一樣東西的威力不是在於它大和小,信心的大小不是它的尺碼,而是說信心的對象,信心的本質是怎麼樣
[00:30:30.420 --> 00:30:57.420]  所以剛纔我們看的那段經文,老哥的封音第17章20節,我實在告訴你們,你們若有信心,像一粒芥菜種,就算對者所生雪,你從這邊挪到那邊,他也別挪下去,並且你們沒有一件不能做的事
[00:30:57.420 --> 00:31:12.420]  剛剛纔我們說的,門徒,你的信心太小了,現在跟着下來,同一段聖經,耶穌就說,如果你們有信心,像一粒芥菜種,都能將生意到那邊,芥菜種有多大
[00:31:12.420 --> 00:31:33.420]  你的手指上,你可能看不到黑色那一點,芥菜種還小過一粒芝麻,差不多就是你有就行了,有信心就行了,不在乎它多小,不是體積的問題
[00:31:33.420 --> 00:31:49.420]  那麼爲什麼耶穌所說的那個大小,究竟是怎麼解釋最好呢,有時候那個小的字,也可以翻譯爲脆弱或者貧乏,所以大概可以這麼說
[00:31:49.420 --> 00:32:07.420]  信心大的話,就是說我們有很堅強的信心,是信靠通過耶穌顯現的真神,信服祂的旨意,信從聖靈的印靈,這樣就有信心,這樣就有大的信心,是信靠神,信靠聖靈
[00:32:07.420 --> 00:32:23.420]  如果信心小,就是差不多沒有了,還小過一粒芥菜種的種子,如果有的時候就做到事了,還最小的時候,那是什麼意思呢,就是很脆弱的信心,很簡單的信心,信靠自己能夠操練
[00:32:23.420 --> 00:32:39.420]  你練吧,繼續去告訴自己,有多些信心,好多些信心,相信自己的經驗,以爲可以掌握那個結局,這就叫做信心小,甚至沒有信心
[00:32:39.420 --> 00:32:59.420]  有和沒有就好像明顯一點,大和小有時候很難說,不過大概的意思就是這樣,所以門徒的信心小,或者沒有信心,是因爲他們以爲耶穌將這個權柄給了他們,他們就可以隨時隨地醫病趕鬼,他們沒有依靠神
[00:32:59.420 --> 00:33:17.420]  所以在馬可福音同樣記載的話,他們爲什麼不能夠趕鬼,因爲你們沒有祈禱,沒有禁食祈禱,沒有依靠神,只是以爲耶穌你給了我們權柄,可以趕鬼醫病了,我們就可以做了
[00:33:17.420 --> 00:33:33.420]  就以爲這樣的時候就沒有辦法了,所以如果我今天在大家面前說,我三十多年講道經驗,你給我一本聖經,我隨便揭開,我都可以講哪裏了
[00:33:33.420 --> 00:33:52.420]  如果我是這樣的時候,我就是信心最小的,甚至沒有信心,如果你說你是第一次講道,從揀選經文或者定題目的時候,都已經開始尋求聖靈的引領,講什麼好啊,然後充分的準備
[00:33:52.420 --> 00:34:07.420]  雖然你講到的時候,上了臺,你是第一次,當然手疼腳震了,但你依然一面講道,一面是祈禱神,與神同工的話,你的信心是大的,你是有信心的
[00:34:07.420 --> 00:34:36.420]  對象的問題,本質的問題,不是說你一個人的自信心,你的經驗,不是說這方面,所以耶穌對這個被醫好的麻風病說,你的信救了你,是因爲他不單止病好了,病好了之後就走了,不像另外那九個病人一樣,好了就忙於處理自己的事
[00:34:36.420 --> 00:35:03.420]  他認爲第一要做的就是回來感謝神,感謝耶穌,這個叫做有信心,他知道耶穌纔是神的代表,是能力的源頭,他是有信心,而且他是可以靠着這個正確的信心來相信耶穌重生,重新生活,得到一個更豐盛的生命
[00:35:03.420 --> 00:35:10.420]  他看重在生命當中,以後各方面繼續依靠神,信靠神的旨意
[00:35:10.420 --> 00:35:36.420]  剛纔我們提到,麻風病人不單止要離開家庭,離開社區,要獨居,他們可能犯了什麼大罪,神才這麼重的刑罰,得罪了神,現在這個病人被醫好了,他感覺到被神赦免了
[00:35:36.420 --> 00:35:50.420]  可以重新和家人團聚,重新生活,又可以找工作,維持他的生計,又可以有新的朋友,這個纔是一個豐盛的生命,這樣才叫做一個人生
[00:35:50.420 --> 00:36:08.420]  這個纔是耶穌所說,我來是要叫人得生命,其實是得到更豐盛的生命,他就是得到拯救,所以耶穌說你的信救了你,一方面是強調他的信心是正確的,對象是對的
[00:36:08.420 --> 00:36:26.420]  也是說你的信救了你,不是說將來可以上天堂,不是死後的事,是因爲在生命當中他知道以後靠着神,靠着耶穌可以有更豐盛的生命,這個纔是一個得到拯救的生命
[00:36:26.420 --> 00:36:42.420]  所以弟兄姊妹,你是不是過一個豐盛的生命呢?你的生命是不是覺得有意義呢?不管你的年歲是怎樣,不管你能夠做多少事,究竟你的生命是不是覺得有意義呢?
[00:36:42.420 --> 00:37:02.420]  希望你不要渡過了難關之後就忘記了神,希望你不要以爲缺置信主,或者受水禮加入教會,以後神就自動將你變成一個好人,你是繼續認識耶穌
[00:37:02.420 --> 00:37:21.420]  每一天同神有來往,將祂的話語放在我們的心裏面,也都是藉着禱告,將我們的心思向祂顯明,求主監測,我們要繼續信靠祂,繼續跟隨耶穌,我們的生命一定會過得豐盛的
[00:37:21.420 --> 00:37:48.420]  請在下低頭同心祈禱,天父我們再一次感謝禰,禰不單只是在我們信主的時候,禰拯救了我們離開罪惡的捆綁,離開撒旦的權勢,也在我們信靠禰繼續跟隨禰的時候,禰不斷在每一天向我們說話,藉着聖經,藉着聖令,將我們的生命改變過來
[00:37:48.420 --> 00:38:03.420]  求主繼續給我們謙卑的心,繼續與禰同行,要在每一天的生活當中來依靠禰,知道禰纔是我們生命的中心,我們跟隨禰必定有一個豐盛的生命
[00:38:03.420 --> 00:38:07.420]  我們這樣祈禱,感謝奉主耶穌基督的聖誕祈求
