
[00:00:00.000 --> 00:00:05.800]  大家剛才聽到我們這次新的年度崇拜廣道主題
[00:07:07.200 --> 00:07:12.160]  他的生命就跌倒了
[00:07:12.160 --> 00:07:13.640]  當主耶穌這樣說的時候
[00:07:13.640 --> 00:07:17.960]  我相信在旁邊他的很重要的使徒彼得
[00:07:17.960 --> 00:07:19.800]  是很深刻聽到
[00:07:19.800 --> 00:07:21.840]  所以你記得後來當彼得寫他
[00:07:21.840 --> 00:07:23.720]  彼得前後書
[00:07:23.720 --> 00:07:27.680]  特別是寫到彼得後書第一章的時候
[00:07:27.680 --> 00:07:28.720]  他就勉勵我們
[00:07:28.720 --> 00:07:29.960]  你們要小心
[00:07:29.960 --> 00:07:32.880]  要殷勤追求
[00:07:32.880 --> 00:07:34.600]  不是說你信了耶穌之後
[00:07:34.600 --> 00:07:37.320]  我翹起手等著上天堂
[00:07:37.320 --> 00:07:39.560]  而是要殷勤
[00:07:39.560 --> 00:07:41.240]  有了信心
[00:07:41.240 --> 00:07:43.680]  要加上德行
[00:07:43.680 --> 00:07:45.680]  有了德行要加上知識
[00:07:45.680 --> 00:07:47.240]  有了知識加上節制
[00:07:47.240 --> 00:07:49.040]  一直這樣說
[00:07:49.040 --> 00:07:51.720]  然後就說你們要更加殷勤
[00:07:51.720 --> 00:07:56.240]  使你們所夢的恩兆和揀選
[00:07:56.240 --> 00:07:59.240]  是堅定不移的
[00:07:59.240 --> 00:08:01.120]  你們若行這幾樣
[00:08:01.120 --> 00:08:03.800]  就永不失腳
[00:08:03.800 --> 00:08:05.120]  是甚麼意思?
[00:08:05.120 --> 00:08:09.680]  意味著有些信主的人會失腳
[00:08:09.680 --> 00:08:11.240]  有些信主的人
[00:08:11.240 --> 00:08:13.440]  他們所夢的恩兆
[00:08:13.440 --> 00:08:16.200]  可以是很浮動
[00:08:16.200 --> 00:08:17.720]  不能夠堅定
[00:08:17.720 --> 00:08:21.040]  甚至可能會失去
[00:08:21.040 --> 00:08:22.880]  主耶穌很清楚地說
[00:08:22.880 --> 00:08:26.640]  祂所呼召的是作祂門徒的人
[00:08:26.640 --> 00:08:29.760]  不是那些只不過是口裡單單認順
[00:08:29.760 --> 00:08:31.680]  雖然認順是重要
[00:08:31.680 --> 00:08:33.400]  但是主所呼召的
[00:08:33.400 --> 00:08:36.720]  是樂意跟隨祂的旨意生活的人
[00:08:36.720 --> 00:08:39.480]  那些是祂的門徒
[00:08:39.480 --> 00:08:41.920]  而接著所說的八福經文
[00:08:41.920 --> 00:08:46.600]  正是說門徒有多少種自然生命的表現
[00:08:46.600 --> 00:08:50.320]  或者你說好像很難達到
[00:08:50.320 --> 00:08:53.040]  人靠著自己絕對不可以
[00:08:53.040 --> 00:08:55.800]  但是當人領受耶穌基督的救恩之後
[00:08:55.800 --> 00:08:58.160]  領受聖靈在我們心裏面
[00:08:58.160 --> 00:09:00.360]  剛才我們唱詩歌也有提及
[00:09:00.360 --> 00:09:03.680]  聖靈給我們力量來行出來
[00:09:03.680 --> 00:09:04.680]  但是關鍵就是
[00:09:04.680 --> 00:09:10.920]  你是不是願意去聽從神對我們的吩咐
[00:09:10.920 --> 00:09:13.280]  按祂的旨意來行事
[00:09:13.280 --> 00:09:16.000]  當你去順從神的旨意的時候
[00:09:16.000 --> 00:09:17.480]  你行出來
[00:09:17.480 --> 00:09:21.240]  你就更加確實知道
[00:09:21.240 --> 00:09:24.280]  你的生命是屬於神
[00:09:24.280 --> 00:09:26.960]  也是在天國裏面
[00:09:26.960 --> 00:09:29.040]  所以你知道聖經這樣提及
[00:09:29.040 --> 00:09:30.840]  主耶穌的心意的時候
[00:09:30.840 --> 00:09:34.440]  你帶著這樣的心去讀這段經文
[00:09:34.440 --> 00:09:39.640]  你會明白主對我們的一種吩咐是怎樣
[00:09:39.640 --> 00:09:41.720]  主耶穌開口就說
[00:09:41.720 --> 00:09:45.520]  祂說「心靈貧乏的人有福」
[00:09:45.520 --> 00:09:48.000]  當時已經看到福氣的時候
[00:09:48.000 --> 00:09:51.720]  我們很多中國人都會想起一個「輝春」
[00:09:51.720 --> 00:09:53.040]  反過來的「福」字
[00:09:53.040 --> 00:09:58.400]  從天的福氣就不斷傾注到我們身上
[00:09:58.400 --> 00:09:59.800]  當時已經說到「福」的時候
[00:09:59.800 --> 00:10:05.640]  原來的含義是「神使我們快樂」
[00:10:05.640 --> 00:10:06.920]  神令我們快樂
[00:10:06.920 --> 00:10:11.760]  那種快樂是一種真正永遠真實的喜樂
[00:10:11.760 --> 00:10:17.400]  不再在恐懼、擔憂、死亡、罪惡裏面
[00:10:17.400 --> 00:10:21.120]  神讓我們領受一種生命真正的福氣
[00:10:21.120 --> 00:10:26.400]  神使我們生命真正的喜樂和蒙恩
[00:10:26.400 --> 00:10:29.240]  主耶穌提到「心靈貧乏的人」
[00:10:29.240 --> 00:10:32.640]  好像在說一些很軟弱的人
[00:10:32.640 --> 00:10:35.080]  甚至有些人說「心靈貧乏的人」
[00:10:35.080 --> 00:10:37.960]  可能在說一些很懦弱的
[00:10:37.960 --> 00:10:40.840]  又或者是一些很自卑的人
[00:10:40.840 --> 00:10:44.760]  他們都不是很值得我們去仿效的
[00:10:44.760 --> 00:10:47.320]  但是聖經裏面所說的「心靈貧乏」
[00:10:47.320 --> 00:10:49.760]  在和本譯作「虛心」
[00:10:49.760 --> 00:10:54.560]  是說一些很清楚知道自己的不足的人
[00:10:54.560 --> 00:10:57.000]  他是承認自己的不足
[00:10:57.000 --> 00:11:02.640]  很清楚知道自己不可以憑自己去行善
[00:11:02.640 --> 00:11:05.720]  憑著自己很想做的事情偏偏做不到
[00:11:05.720 --> 00:11:07.800]  是我們一般人的經歷
[00:11:07.800 --> 00:11:10.040]  不想做的事情、不想做的惡
[00:11:10.040 --> 00:11:13.080]  反而不知為何做了
[00:11:13.080 --> 00:11:14.920]  這些人體會自己的軟弱
[00:11:14.920 --> 00:11:16.480]  承認自己的錯失
[00:11:16.480 --> 00:11:21.320]  以致他們心靈有一種貧乏
[00:11:21.320 --> 00:11:25.200]  這種貧乏是表示他願意向神尋求
[00:11:25.200 --> 00:11:28.240]  神就將他的義、將他的善
[00:11:28.240 --> 00:11:31.480]  賜下給這些人
[00:11:31.480 --> 00:11:35.840]  一個琴學生、一個小孩子去找老師學琴
[00:11:35.840 --> 00:11:37.560]  在學習的過程當中
[00:11:37.560 --> 00:11:40.480]  老師一直指教他怎樣去彈
[00:11:40.480 --> 00:11:43.440]  一告訴他「你彈錯了」
[00:11:43.440 --> 00:11:46.120]  這個學生很快就馬上回答
[00:11:46.120 --> 00:11:49.120]  「我懂了,你不要嘈著我」
[00:11:49.120 --> 00:11:51.480]  「我懂了,你不要嘈著我」
[00:11:51.480 --> 00:11:55.480]  老師一直教他,但是無從入手
[00:11:55.480 --> 00:11:59.280]  當他自己不斷彈,但彈錯了的時候
[00:11:59.280 --> 00:12:02.880]  老師再提醒他要這樣彈
[00:12:02.880 --> 00:12:05.200]  他突然說一句英文
[00:12:05.200 --> 00:12:07.840]  「You confuse me」
[00:12:07.840 --> 00:12:10.160]  「你搞到我亂了」
[00:12:10.160 --> 00:12:12.240]  然後將責任推在老師身上
[00:12:12.240 --> 00:12:16.480]  他繼續彈他的琴
[00:12:16.480 --> 00:12:21.040]  一個人當他不能有一種心靈的空間
[00:12:21.040 --> 00:12:24.800]  他不能容納恩典
[00:12:24.800 --> 00:12:28.520]  虛心也表達了一種心靈的空間
[00:12:28.520 --> 00:12:31.640]  你一定會記得聖經所提及的法利賽人
[00:12:31.640 --> 00:12:33.840]  和一位瑞麗
[00:12:33.840 --> 00:12:37.560]  他們在聖殿祈禱的分別
[00:12:37.560 --> 00:12:38.640]  法利賽人跟神說
[00:12:38.640 --> 00:12:41.640]  「神,我感謝你,我不像他們這樣」
[00:12:41.640 --> 00:12:44.880]  「他們又犯罪、又欺騙、又犯奸淫」
[00:12:44.880 --> 00:12:48.440]  「我每個星期禁食兩次」
[00:12:48.440 --> 00:12:51.120]  「我十分之一奉獻的」
[00:12:51.120 --> 00:12:52.920]  一直向神說
[00:12:52.920 --> 00:12:55.440]  但是瑞麗怎樣說呢?
[00:12:55.440 --> 00:12:58.720]  瑞麗來到神的面前
[00:12:58.720 --> 00:13:00.800]  她也不敢抬起頭
[00:13:00.800 --> 00:13:03.160]  她清楚知道自己真實的狀況
[00:13:03.160 --> 00:13:04.640]  然後隨空說
[00:13:04.640 --> 00:13:09.040]  「神啊,開恩,可憐我這個罪人」
[00:13:09.040 --> 00:13:10.480]  然後主耶穌說
[00:13:10.480 --> 00:13:15.800]  這個瑞麗她比法利賽人更異
[00:13:15.800 --> 00:13:17.560]  不是她自己得到的異
[00:13:17.560 --> 00:13:19.920]  是因為她承認自己的需要
[00:13:19.920 --> 00:13:24.360]  向神尋求神將異賜給她
[00:13:24.360 --> 00:13:27.280]  今天一個跟隨耶穌基督的人
[00:13:27.280 --> 00:13:29.000]  在我們跟隨的過程
[00:13:29.000 --> 00:13:32.360]  無論我們生活、行事、侍奉各方面
[00:13:32.360 --> 00:13:33.920]  你會察覺到
[00:13:33.920 --> 00:13:36.240]  當他更深體會自己的不足
[00:13:36.240 --> 00:13:38.680]  全心的依靠神的時候
[00:13:38.680 --> 00:13:42.280]  他的生命更加發揮出那種美善
[00:13:42.280 --> 00:13:45.960]  而他知道那些美善是從神而來
[00:13:45.960 --> 00:13:49.120]  我見過很多牧師傳道
[00:13:49.120 --> 00:13:52.040]  他們是很被神使用
[00:13:52.040 --> 00:13:54.040]  但你再問心一層的時候
[00:13:54.040 --> 00:13:55.320]  你會發覺
[00:13:55.320 --> 00:13:58.320]  在他們的生命裡有一顆很真實
[00:13:58.320 --> 00:14:01.360]  全心依靠神的心
[00:14:01.360 --> 00:14:04.120]  以致神在他們生命當中
[00:14:04.120 --> 00:14:08.240]  賜下恩賜、能力讓他們侍奉
[00:14:08.240 --> 00:14:09.080]  師兄就說
[00:14:09.080 --> 00:14:12.240]  心靈貧乏的人有福了
[00:14:12.240 --> 00:14:15.360]  因為甚麼是屬於他們的?
[00:14:15.360 --> 00:14:17.960]  天國是屬於他們的
[00:14:17.960 --> 00:14:19.840]  這些人表現出
[00:14:19.840 --> 00:14:23.640]  耶穌基督給他們生命的質素
[00:14:23.640 --> 00:14:26.840]  而他們是屬於天國的
[00:14:26.840 --> 00:14:29.320]  你跳到下面看第十節
[00:14:29.320 --> 00:14:32.640]  到第八福的時候
[00:14:32.640 --> 00:14:34.760]  師兄就說到另一種情況
[00:14:34.760 --> 00:14:36.600]  天國都是他們的
[00:14:36.600 --> 00:14:37.320]  這裡說
[00:14:37.320 --> 00:14:40.640]  「為而遭受迫害的人有福了
[00:14:40.640 --> 00:14:43.880]  因為天國是他們的」
[00:14:43.880 --> 00:14:45.400]  這些好像軟弱的人
[00:14:45.400 --> 00:14:47.800]  但他們有一種很特別的剛強
[00:14:47.800 --> 00:14:49.160]  甚麼是剛強呢?
[00:14:49.160 --> 00:14:52.240]  面對著很多不同的不義的事情
[00:14:52.240 --> 00:14:54.560]  甚至很多對這個世界
[00:14:54.560 --> 00:14:57.880]  很多很多罪惡的事情
[00:14:57.880 --> 00:14:59.960]  他們不肯妥協
[00:14:59.960 --> 00:15:02.800]  他們堅持著行義
[00:15:02.800 --> 00:15:04.280]  因為他們堅持著行義
[00:15:04.280 --> 00:15:06.720]  所以面對著別人對他們的批評
[00:15:06.720 --> 00:15:08.880]  甚至像你所說的逼迫
[00:15:08.880 --> 00:15:10.640]  自己受一些虧損
[00:15:10.640 --> 00:15:14.640]  但他們不會肯放棄公義
[00:15:14.640 --> 00:15:17.640]  正義和正直的事情
[00:15:17.640 --> 00:15:19.640]  因為聖經就說
[00:15:19.640 --> 00:15:22.120]  「天國是他們的」
[00:15:22.120 --> 00:15:25.480]  是他們在神的面前領受神給他們
[00:15:25.480 --> 00:15:29.440]  真正永遠的生命的祝福
[00:15:29.440 --> 00:15:30.600]  你再看回中間
[00:15:30.600 --> 00:15:31.840]  我們簡單地看一看
[00:15:31.840 --> 00:15:35.120]  中間所提及幾方面的福氣
[00:15:35.120 --> 00:15:37.080]  聖經提到第四節
[00:15:37.080 --> 00:15:39.320]  「哀痛的人有福了
[00:15:39.320 --> 00:15:42.760]  因為他們不必得安慰」
[00:15:42.760 --> 00:15:44.920]  是甚麼事情哀痛呢?
[00:15:44.920 --> 00:15:47.280]  因為他們懂得為罪
[00:15:47.280 --> 00:15:49.320]  來到誠實的哀痛
[00:15:49.320 --> 00:15:51.160]  也為了這個世界裡
[00:15:51.160 --> 00:15:54.440]  因為罪惡所帶來的各種苦難
[00:15:54.440 --> 00:15:56.760]  他們會懂得去哀痛
[00:15:56.760 --> 00:15:58.640]  但他們這些人
[00:15:58.640 --> 00:16:01.000]  他們始終得了神的安慰
[00:16:01.000 --> 00:16:04.480]  因為他們經歷了神給他們勝過了罪
[00:16:04.480 --> 00:16:06.160]  勝過了很多的自我
[00:16:06.160 --> 00:16:09.560]  很多的仇恨、很多的邪惡
[00:16:09.560 --> 00:16:13.120]  因此他們得到平安
[00:16:13.120 --> 00:16:15.840]  領受神給他們的安慰
[00:16:15.840 --> 00:16:17.200]  「溫柔的人有福了
[00:16:17.200 --> 00:16:21.040]  因為他們必承受地圖」
[00:16:21.040 --> 00:16:24.920]  我過去也曾經分享過一幅溫柔的圖畫
[00:16:24.920 --> 00:16:26.840]  一個卡通片
[00:16:26.840 --> 00:16:29.040]  講到一個巨人
[00:16:29.040 --> 00:16:31.360]  很高大的巨人
[00:16:31.360 --> 00:16:32.840]  去到小人國的地方
[00:16:32.840 --> 00:16:35.160]  見到一個小孩子
[00:16:35.160 --> 00:16:42.120]  用手指將小孩子放在一個小山丘上
[00:16:42.120 --> 00:16:43.280]  他雖然很巨大
[00:16:43.280 --> 00:16:47.680]  但他留意到這個小孩子的鞋帶掉了
[00:16:47.680 --> 00:16:53.440]  所以用他的手指幫小孩子綁回鞋帶
[00:16:53.440 --> 00:16:56.840]  你想一想很高難度的
[00:16:56.840 --> 00:16:59.320]  但他小心幫他綁回鞋帶
[00:16:59.320 --> 00:17:02.000]  然後將他帶回地上
[00:17:02.000 --> 00:17:06.720]  旁邊寫著「溫柔的人有福了」
[00:17:06.720 --> 00:17:08.960]  溫柔不是退縮
[00:17:08.960 --> 00:17:10.840]  不是懦弱
[00:17:10.840 --> 00:17:14.280]  而是能夠體恤別人的軟弱
[00:17:14.280 --> 00:17:16.000]  知道他們的需要
[00:17:16.000 --> 00:17:18.760]  而適切地去幫助他們
[00:17:18.760 --> 00:17:20.800]  不是要發揮自己多勇猛
[00:17:20.800 --> 00:17:22.160]  「我比你厲害」
[00:17:22.160 --> 00:17:25.200]  「我要表現給你看我比你成功」
[00:17:25.200 --> 00:17:26.000]  不是
[00:17:26.000 --> 00:17:30.720]  而是要真實地去輔助、去幫助
[00:17:30.720 --> 00:17:32.160]  師兄提到溫柔的人
[00:17:32.160 --> 00:17:33.480]  他們要承受地圖
[00:17:33.480 --> 00:17:37.880]  因為神趕盡那些驕傲的人
[00:17:37.880 --> 00:17:42.000]  謙卑的人體會自己其實都是蒙恩的罪人
[00:17:42.000 --> 00:17:43.760]  領受過耶穌基督救恩的人
[00:17:43.760 --> 00:17:47.880]  知道我們本來其實是罪人
[00:17:47.880 --> 00:17:50.480]  因為經歷耶穌給我們的赦罪
[00:17:50.480 --> 00:17:52.240]  自己都謙卑自己
[00:17:52.240 --> 00:17:55.960]  學習去輔助卑微的人
[00:17:55.960 --> 00:17:58.200]  輔助卑微的事
[00:17:58.200 --> 00:18:01.560]  以致能夠產生出生命那種溫柔
[00:18:01.560 --> 00:18:05.720]  而能夠成為很多人的幫助
[00:18:05.720 --> 00:18:07.480]  聖經說這些人
[00:18:07.480 --> 00:18:11.240]  神要將地圖賜給他們
[00:18:11.240 --> 00:18:12.320]  然後聖經又提及
[00:18:12.320 --> 00:18:15.640]  「愛無公義如飢如渴」
[00:18:15.640 --> 00:18:17.320]  在《無合本》提到
[00:18:17.320 --> 00:18:20.080]  「飢渴無意的」
[00:18:20.080 --> 00:18:21.880]  我想大家都經歷過
[00:18:21.880 --> 00:18:24.960]  很口渴的時候
[00:18:24.960 --> 00:18:26.680]  你會怎樣呢?
[00:18:26.680 --> 00:18:29.640]  很想找水喝
[00:18:29.640 --> 00:18:31.120]  你會排除萬難
[00:18:31.120 --> 00:18:34.080]  最優先喝杯水
[00:18:34.080 --> 00:18:36.880]  因為你裏面有一種渴慕
[00:18:36.880 --> 00:18:40.000]  而聖經說「飢渴無意」
[00:18:40.000 --> 00:18:42.600]  很想自己行在公義的路上
[00:18:42.600 --> 00:18:46.440]  很想這個世界能夠有公義彰顯
[00:18:46.440 --> 00:18:48.920]  因此這種內心渴求的人
[00:18:48.920 --> 00:18:52.720]  聖經說他們會得到飽足
[00:18:52.720 --> 00:18:54.600]  他們生命裏面
[00:18:54.600 --> 00:18:57.480]  得到神給他們真正的滿足
[00:18:57.480 --> 00:18:58.920]  真正的飽足
