
[00:00:00.000 --> 00:00:03.980]  今天要講到的題目是基督將臨
[00:02:38.720 --> 00:02:40.120]  知道多一點
[00:02:40.120 --> 00:02:41.960]  今天要讀的經文
[00:02:41.960 --> 00:02:44.880]  是講耶穌基督降生的
[00:02:44.880 --> 00:02:47.180]  是在馬太福音的經文
[00:02:47.180 --> 00:02:49.440]  在講馬太福音的經文之前
[00:02:49.440 --> 00:02:52.920]  讓我有一點點介紹一下馬太福音
[00:02:52.920 --> 00:02:54.640]  馬太福音有一個特色
[00:02:54.640 --> 00:02:56.920]  有一個很重要的特色
[00:02:56.920 --> 00:03:02.700]  馬太福音是很刻意將耶穌比喻為一個新的摩西
[00:03:02.700 --> 00:03:04.160]  摩西也有人知道
[00:03:04.160 --> 00:03:05.100]  舊約的摩西
[00:03:05.100 --> 00:03:06.360]  第二次靈人做什麼呢?
[00:03:06.360 --> 00:03:08.520]  唱埃及、過紅海
[00:03:08.520 --> 00:03:09.820]  能不能進入迦南亞呢?
[00:03:09.820 --> 00:03:10.840]  進不了
[00:03:10.840 --> 00:03:13.160]  他在尼泊爾山寬送他們
[00:03:13.160 --> 00:03:15.160]  然後自己就死了
[00:03:15.560 --> 00:03:21.360]  有什麼讓我們可以看看馬太福音和唱埃及記
[00:03:21.360 --> 00:03:24.160]  讓我們看馬太福音的時候
[00:03:24.160 --> 00:03:26.520]  想起耶穌就是那個新的摩西呢?
[00:03:26.520 --> 00:03:27.960]  有四個很簡單的
[00:03:27.960 --> 00:03:30.040]  我很想你知道這個概念
[00:03:30.040 --> 00:03:31.640]  以致我們待會一直讀下去
[00:03:31.640 --> 00:03:33.360]  你會明白那段經文多一點
[00:03:33.360 --> 00:03:35.520]  第一就是耶穌的出生
[00:03:35.520 --> 00:03:37.040]  和摩西的出生很相似
[00:03:37.040 --> 00:03:40.280]  在唱埃及記一章的時候
[00:03:40.280 --> 00:03:42.280]  講摩西出生的時候
[00:03:42.280 --> 00:03:46.960]  法老下了命令要殺光所有的男嬰
[00:03:46.960 --> 00:03:48.280]  記得吧?
[00:03:48.280 --> 00:03:50.600]  可能小時候上主教學都聽過了
[00:03:50.600 --> 00:03:52.280]  而到耶穌出生的時候
[00:03:52.280 --> 00:03:54.480]  就是今天讀這段經文之後
[00:03:54.480 --> 00:03:57.080]  二章十六節就是講希律
[00:03:57.080 --> 00:04:01.520]  說要將所有零至兩歲的男嬰殺光
[00:04:01.520 --> 00:04:03.520]  在他們的出生就很相似
[00:04:03.520 --> 00:04:06.720]  第二樣很相似就是他們有類似的曠野經歷
[00:04:06.720 --> 00:04:09.680]  摩西在曠野四十年
[00:04:09.680 --> 00:04:11.760]  帶領以色列人出埃及
[00:04:11.760 --> 00:04:14.840]  聖經說在《生命記》八章二節
[00:04:14.840 --> 00:04:16.840]  說為了要試驗他們
[00:04:16.840 --> 00:04:20.080]  而耶穌在他們出來傳道之前
[00:04:20.080 --> 00:04:22.840]  就說他們被聖靈引到曠野
[00:04:22.840 --> 00:04:24.400]  受試探四十天
[00:04:24.400 --> 00:04:25.520]  第三
[00:04:25.520 --> 00:04:32.320]  摩西在西乃山領受了十誡
[00:04:32.320 --> 00:04:34.320]  和很多的律例典章
[00:04:34.320 --> 00:04:35.840]  然後頒佈律法
[00:04:35.840 --> 00:04:37.120]  如果你有試過
[00:04:37.120 --> 00:04:38.760]  有沒有人曾經立志
[00:04:38.760 --> 00:04:42.080]  我要由《創世紀》一直看,直到《啟示錄》
[00:04:42.080 --> 00:04:45.600]  真可憐,連立志的人也不少
[00:04:45.600 --> 00:04:47.440]  做不到的應該很多
[00:04:47.440 --> 00:04:48.960]  立志也未必有
[00:04:48.960 --> 00:04:51.160]  有沒有人立志要看完《創世紀》
[00:04:51.160 --> 00:04:53.440]  《猜及記》、《利美記》、《文素記》那些
[00:04:53.440 --> 00:04:54.960]  有些的
[00:04:54.960 --> 00:04:58.320]  通常我們說出不了埃及
[00:04:58.320 --> 00:05:00.120]  就是去到這一段
[00:05:00.120 --> 00:05:01.720]  《創世紀》很好看
[00:05:01.720 --> 00:05:03.480]  講一些歷史故事
[00:05:03.480 --> 00:05:05.280]  講一下阿伯拉罕
[00:05:05.280 --> 00:05:06.560]  講一下以撒瓦國
[00:05:06.560 --> 00:05:08.760]  約瑟如何被賣
[00:05:08.760 --> 00:05:10.160]  然後到摩西
[00:05:10.160 --> 00:05:13.640]  摩西講《猜及記》的頭二十章也很簡單
[00:05:13.640 --> 00:05:16.080]  就是講他們如何拾災
[00:05:16.080 --> 00:05:17.480]  如何最後逃脫
[00:05:17.480 --> 00:05:18.520]  紅海分開
[00:05:18.520 --> 00:05:20.120]  他一上山你就慘了
[00:05:20.120 --> 00:05:22.840]  聖經說他上山幾十天
[00:05:22.840 --> 00:05:24.840]  那些民就在下面等了幾十天
[00:05:24.840 --> 00:05:25.800]  很不耐煩
[00:05:25.800 --> 00:05:28.120]  然後下來就頒佈十誡
[00:05:28.120 --> 00:05:29.960]  在第二十章開始
[00:05:29.960 --> 00:05:34.520]  在《猜及記》的二十章至三十五章
[00:05:34.520 --> 00:05:36.360]  全部都是講律法
[00:05:37.560 --> 00:05:39.400]  不可以做什麼
[00:05:39.400 --> 00:05:40.120]  要做什麼
[00:05:40.120 --> 00:05:40.920]  要怎樣做
[00:05:40.920 --> 00:05:42.440]  怎樣待人處事
[00:05:42.440 --> 00:05:44.440]  怎樣去做律例典章
[00:05:44.440 --> 00:05:45.920]  那耶穌呢
[00:05:45.920 --> 00:05:47.440]  其實如果你有留意
[00:05:47.440 --> 00:05:49.520]  《馬太福音》有二十八章
[00:05:49.520 --> 00:05:50.200]  OK
[00:05:50.200 --> 00:05:52.200]  《馬可福音》知不知道有多少章
[00:05:52.200 --> 00:05:54.000]  十六章
[00:05:54.000 --> 00:05:56.200]  那差那十二章到底是什麼呢
[00:05:56.200 --> 00:05:59.160]  教導
[00:05:59.160 --> 00:06:00.960]  原來你留意一下
[00:06:00.960 --> 00:06:04.680]  在《馬可福音》是甚少講耶穌基督的教導
[00:06:04.680 --> 00:06:06.680]  只是講耶穌做了什麼,做了什麼
[00:06:06.680 --> 00:06:07.800]  很多事工
[00:06:07.800 --> 00:06:10.880]  但是《馬太福音》很強調耶穌的教導
[00:06:10.880 --> 00:06:17.360]  總共有五個很大段的教導經文
[00:06:17.360 --> 00:06:21.080]  其中一段大家都很熟悉的是第五至第七章
[00:06:21.080 --> 00:06:24.360]  俗稱為登山補訓
[00:06:24.360 --> 00:06:26.000]  你回去再留意一下
[00:06:26.000 --> 00:06:28.200]  登山補訓的內容
[00:06:28.200 --> 00:06:31.520]  其實跟摩西頒佈的律法
[00:06:31.520 --> 00:06:32.920]  是很相似的
[00:06:32.920 --> 00:06:35.240]  只不過他有一個新的演繹
[00:06:35.240 --> 00:06:37.080]  摩西說不可殺人
[00:06:37.080 --> 00:06:39.920]  耶穌說你不單止不可以殺人
[00:06:39.920 --> 00:06:41.600]  你還不可以生氣
[00:06:41.600 --> 00:06:43.600]  你不可以憎恨一個弟兄
[00:06:43.600 --> 00:06:46.720]  你憎他恨他等於殺他
[00:06:46.720 --> 00:06:48.960]  摩西說不可以行淫
[00:06:48.960 --> 00:06:52.480]  耶穌說你看到一個異性
[00:06:52.480 --> 00:06:55.760]  你有淫念其實等於犯了奸淫
[00:06:55.760 --> 00:06:56.520]  明白嗎
[00:06:56.520 --> 00:06:57.760]  其實很相似的
[00:06:57.760 --> 00:06:59.560]  最後一樣很相似的是什麼呢
[00:06:59.560 --> 00:07:01.560]  他們有一個很相似的使命
[00:07:01.560 --> 00:07:04.560]  在《倡埃及記》十三章十四節這樣說
[00:07:04.560 --> 00:07:09.760]  摩西將以色列人從埃及圍爐之家領出來
[00:07:09.760 --> 00:07:12.080]  在《馬太福音》一章二十一節
[00:07:12.080 --> 00:07:14.160]  馬太怎麼說
[00:07:14.160 --> 00:07:17.080]  他說耶穌的名字的意思是什麼
[00:07:17.080 --> 00:07:20.400]  將百姓從罪女救出來
[00:07:20.400 --> 00:07:21.360]  可以嗎
[00:07:21.360 --> 00:07:25.360]  我很希望透過這四個很簡單的比較
[00:07:25.360 --> 00:07:26.640]  讓你知道這件事
[00:07:26.640 --> 00:07:28.280]  起碼你認同
[00:07:28.280 --> 00:07:31.280]  原來耶穌和摩西是很有關係的
[00:07:31.280 --> 00:07:33.120]  我稍後會告訴你
[00:07:33.120 --> 00:07:35.800]  為什麼我覺得這件事很重要
[00:07:35.800 --> 00:07:37.800]  今天要讀的經文
[00:07:37.800 --> 00:07:40.560]  在《馬太福音》第二章一至十二節
[00:07:40.560 --> 00:07:42.560]  這次不用你讀了
[00:07:42.560 --> 00:07:45.120]  我當講故事這樣講給你聽
[00:07:45.120 --> 00:07:47.720]  你留意當中的細節
[00:07:47.720 --> 00:07:51.600]  因為我們未必有這麼多機會看回那段經文
[00:07:51.600 --> 00:07:53.600]  你記得多少就多少
[00:07:53.600 --> 00:07:55.600]  他說當希律做皇帝的時候
[00:07:55.600 --> 00:07:58.800]  耶穌在猶大的伯尼衡出世
[00:07:58.800 --> 00:08:02.760]  有幾個博學之士從東方去到耶路撒冷
[00:08:02.760 --> 00:08:04.160]  他們要找耶穌
[00:08:04.160 --> 00:08:05.080]  他就問
[00:08:05.080 --> 00:08:09.080]  那個生下來作猶大人之王的在哪裡
[00:08:09.080 --> 00:08:11.280]  我們在東方看到他的一顆星
[00:08:11.280 --> 00:08:13.280]  我們很想來拜他
[00:08:13.280 --> 00:08:18.160]  希律王聽見心中感到不安
[00:08:18.160 --> 00:08:19.280]  你也猜到了
[00:08:19.280 --> 00:08:21.560]  耶路撒冷傳承的人也不安
[00:08:21.560 --> 00:08:25.360]  他就召集祭司長和文士問他
[00:08:25.360 --> 00:08:28.000]  根據你們對舊約的認識
[00:08:28.000 --> 00:08:30.000]  基督應該是在哪裡出世呢
[00:08:30.000 --> 00:08:32.560]  他們說在猶大的伯尼衡
[00:08:32.560 --> 00:08:34.560]  因為有先知記著
[00:08:34.560 --> 00:08:37.560]  猶大地的伯尼衡
[00:08:37.560 --> 00:08:40.360]  你在猶大諸城中並不是最少的
[00:08:40.360 --> 00:08:43.920]  因為將來有一位統治者要從你那裡出來
[00:08:43.920 --> 00:08:45.920]  牧養我的以色列民
[00:08:45.920 --> 00:08:49.040]  於是希律就鬼鬼祟祟
[00:08:49.040 --> 00:08:51.040]  他叫了幾個博學之士來
[00:08:51.040 --> 00:08:51.920]  就問他
[00:08:51.920 --> 00:08:55.920]  你什麼時候開始看到這顆古怪的星
[00:08:55.920 --> 00:08:56.920]  這麼古怪是沒有的
[00:08:56.920 --> 00:08:58.120]  只是國家內的
[00:08:58.120 --> 00:09:01.000]  然後就派他到伯尼衡找
[00:09:01.000 --> 00:09:03.480]  伯尼衡應該找到基督
[00:09:03.480 --> 00:09:07.200]  就說你們去仔細尋訪那個小孩子
[00:09:07.200 --> 00:09:10.040]  找到的時候要怎樣
[00:09:10.040 --> 00:09:11.400]  回來告訴我
[00:09:11.400 --> 00:09:16.600]  讓我也好去拜他
[00:09:16.600 --> 00:09:19.000]  博學之士聽到王的話就去
[00:09:19.000 --> 00:09:23.880]  忽然在東方所看到的那顆火星
[00:09:23.880 --> 00:09:25.560]  又在他前面引領他
[00:09:25.560 --> 00:09:30.840]  直到他去到小孩子所在的地方就停住了
[00:09:30.840 --> 00:09:33.160]  他們看到那顆火星就很開心
[00:09:33.160 --> 00:09:34.560]  進入房間
[00:09:34.560 --> 00:09:35.680]  看到小孩子
[00:09:35.680 --> 00:09:38.200]  即是耶穌和他的母親瑪利亞
[00:09:38.200 --> 00:09:41.120]  就俯伏下拜那個小孩子
[00:09:41.120 --> 00:09:42.480]  打開寶盒
[00:09:42.480 --> 00:09:43.720]  有多少個?
[00:09:43.720 --> 00:09:44.400]  三個
[00:09:44.400 --> 00:09:49.000]  有黃金、乳香、抹藥作為禮物獻給他
[00:09:49.000 --> 00:09:51.360]  接著那群博學之士
[00:09:51.360 --> 00:09:53.880]  就在夢中得到主的指示
[00:09:53.880 --> 00:09:56.480]  叫他不要回去見希律
[00:09:56.480 --> 00:10:00.160]  結果這幾個博學之士就繞路回到自己的家裡
[00:10:00.160 --> 00:10:00.960]  行不行?
[00:10:00.960 --> 00:10:02.200]  故事是這樣
[00:10:02.200 --> 00:10:04.880]  其實我估計
[00:10:04.880 --> 00:10:08.960]  如果你在基督教或天主教的學校大
[00:10:08.960 --> 00:10:12.200]  可能你也做過這個話劇
[00:10:12.200 --> 00:10:13.480]  你是扮演什麼角色?
[00:10:13.480 --> 00:10:15.680]  有沒有人扮演聖嬰?
[00:10:15.680 --> 00:10:17.200]  扮演聖嬰那個最悶
[00:10:17.200 --> 00:10:18.240]  全程不能動
[00:10:18.240 --> 00:10:21.400]  其實你用毛巾包著也可以扮演聖嬰
[00:10:21.400 --> 00:10:24.960]  有些人會扮演牧羊人,在路加坊有講到牧羊人
[00:10:24.960 --> 00:10:27.480]  有些人扮演博士
[00:10:27.480 --> 00:10:29.920]  有些人扮演希律
[00:10:29.920 --> 00:10:30.440]  扮演...
[00:10:30.440 --> 00:10:31.760]  啊?
[00:10:31.760 --> 00:10:34.560]  有羊啊?
[00:10:34.560 --> 00:10:36.680]  這就證明你們一群很多人
[00:10:36.680 --> 00:10:40.840]  是不夠那麼多角色給你扮演
[00:10:40.840 --> 00:10:42.640]  在這段經文裡面
[00:10:42.640 --> 00:10:44.800]  講關於基督降生
[00:10:44.800 --> 00:10:47.840]  我看到除了基督自己
[00:10:47.840 --> 00:10:50.200]  和他媽媽瑪利亞之外
[00:10:50.200 --> 00:10:52.000]  有四種人
[00:10:52.000 --> 00:10:55.200]  這兩種是你不會看不到的
[00:10:55.200 --> 00:10:56.760]  第一個就是博學之士
[00:10:56.760 --> 00:10:59.440]  或者我們俗稱的東方博士
[00:10:59.440 --> 00:11:01.000]  第二種就是希律王
[00:11:01.000 --> 00:11:06.120]  另外那兩種你剛才看完記不記得?
[00:11:06.120 --> 00:11:07.200]  還有什麼?
[00:11:07.200 --> 00:11:08.080]  文士
[00:11:08.080 --> 00:11:09.600]  還有呢?
[00:11:09.600 --> 00:11:10.560]  祭司文士
[00:11:10.560 --> 00:11:11.400]  那個是一類
[00:11:11.400 --> 00:11:12.960]  OK
[00:11:12.960 --> 00:11:14.560]  對的
[00:11:14.560 --> 00:11:17.920]  還有沒有?
[00:11:17.920 --> 00:11:18.680]  什麼?
[00:11:18.680 --> 00:11:19.200]  百姓
[00:11:19.200 --> 00:11:20.080]  對了
[00:11:20.080 --> 00:11:23.920]  聖經說有耶路撒冷傳承的人
[00:11:23.920 --> 00:11:26.600]  還有祭司長和文士
[00:11:26.600 --> 00:11:27.480]  OK
[00:11:27.480 --> 00:11:29.960]  在耶穌基督降生這個故事裡面
[00:11:29.960 --> 00:11:31.480]  這四種人
[00:11:31.480 --> 00:11:33.960]  都對他的降生有不同
[00:11:33.960 --> 00:11:34.440]  不是
[00:11:34.440 --> 00:11:36.600]  應該說有反應
[00:11:36.600 --> 00:11:39.760]  我自己一直去研讀這段經文的時候
[00:11:39.760 --> 00:11:41.840]  我就將這四類人
[00:11:41.840 --> 00:11:44.480]  分為兩對
[00:11:44.480 --> 00:11:45.440]  是怎樣的呢?
[00:11:45.440 --> 00:11:46.240]  第一類
[00:11:46.240 --> 00:11:49.720]  第一對就是希律王和耶路撒冷傳承的人
[00:11:49.720 --> 00:11:51.720]  第二類就是博學之士
[00:11:51.720 --> 00:11:53.920]  和祭司長和文士
[00:11:53.920 --> 00:11:57.320]  我希望透過比較他們的反應
[00:11:57.320 --> 00:11:59.960]  讓我們對我們的信仰有一些反省
[00:11:59.960 --> 00:12:00.480]  好嗎?
[00:12:00.480 --> 00:12:01.320]  好,第一件事
[00:12:01.320 --> 00:12:02.440]  很簡單而已
[00:12:02.440 --> 00:12:05.040]  希律王和耶路撒冷
[00:12:05.040 --> 00:12:07.520]  希律王和耶路撒冷傳承的人
[00:12:07.520 --> 00:12:10.800]  本應是完全敵對的群體
[00:12:10.800 --> 00:12:12.320]  一個是皇帝
[00:12:12.320 --> 00:12:15.040]  另一個是被欺壓的民眾
[00:12:15.040 --> 00:12:15.840]  OK
[00:12:15.840 --> 00:12:19.480]  但是有趣的地方就是在第三節
[00:12:19.480 --> 00:12:23.240]  他說當希律王知道耶穌基督降生的故事時
[00:12:23.240 --> 00:12:24.760]  他感到不安
[00:12:24.760 --> 00:12:26.760]  下半句有沒有印象?
[00:12:26.760 --> 00:12:30.000]  耶路撒冷傳承的人
[00:12:30.000 --> 00:12:32.360]  同樣感到不安
[00:12:32.360 --> 00:12:33.480]  為什麼呢?
[00:12:33.480 --> 00:12:36.800]  希律王感到不安是很正常的
[00:12:36.800 --> 00:12:40.400]  耶路撒冷的人為什麼感到不安呢?
[00:12:40.400 --> 00:12:42.400]  是令我很莫名其妙的
[00:12:42.400 --> 00:12:43.680]  雖然很正常
[00:12:43.680 --> 00:12:45.240]  也很簡單的說一下吧
[00:12:45.240 --> 00:12:48.600]  經文沒有很直接交代
[00:12:48.600 --> 00:12:51.120]  到底希律王為什麼感到不安
[00:12:51.120 --> 00:12:53.040]  他沒有說他因為妒忌
[00:12:53.040 --> 00:12:54.720]  沒有說他因為王位不保
[00:12:54.720 --> 00:12:56.520]  沒有很直接地說
[00:12:56.520 --> 00:12:58.160]  但是在第一、第二節
[00:12:58.160 --> 00:12:59.920]  其實交代了原因
[00:12:59.920 --> 00:13:00.720]  第一節這樣說
[00:13:00.720 --> 00:13:03.440]  他說當誰作王的時候
[00:13:03.440 --> 00:13:05.040]  當希律王作王的時候
[00:13:05.040 --> 00:13:06.200]  耶穌生在伯尼恆
[00:13:06.200 --> 00:13:08.400]  有幾個愛邦的人
[00:13:08.400 --> 00:13:09.640]  走來就問
[00:13:09.640 --> 00:13:17.200]  那個生下來作耶路撒冷王的小孩子在哪裡?
[00:13:17.200 --> 00:13:19.400]  我們很想去拜祂
[00:13:19.400 --> 00:13:21.760]  你明不明白其實這句話
[00:13:21.760 --> 00:13:24.120]  已經是死罪了
[00:13:24.120 --> 00:13:26.600]  我又讓你幻想一下
[00:13:26.600 --> 00:13:30.280]  你現在站在天安門
[00:13:30.280 --> 00:13:33.400]  那幅畫像下面
[00:13:33.400 --> 00:13:35.800]  然後你有三五知己
[00:13:35.800 --> 00:13:37.760]  就在那裡說
[00:13:37.760 --> 00:13:44.360]  那生下來要推翻現任政權的那位
[00:13:44.360 --> 00:13:45.720]  在哪裡?
[00:13:45.720 --> 00:13:48.440]  我們在東方看見祂的星
[00:13:48.440 --> 00:13:49.880]  特來拜祂
[00:13:49.880 --> 00:13:51.000]  你明白了嗎?
[00:13:51.000 --> 00:13:52.360]  如果這樣對比之下
[00:13:52.360 --> 00:13:53.800]  你代入去你就明白
[00:13:53.800 --> 00:13:55.840]  其實原來
[00:13:55.840 --> 00:13:59.320]  你猜會有什麼發生在今天?
[00:13:59.320 --> 00:14:01.800]  表面上是沒有事情發生的
[00:14:01.800 --> 00:14:02.920]  不過那個城
[00:14:02.920 --> 00:14:05.600]  那一晚之後就少了幾個人
[00:14:05.600 --> 00:14:06.720]  OK
[00:14:06.720 --> 00:14:13.240]  其實是這樣的一個情況下
[00:14:13.240 --> 00:14:15.400]  希律王不安有兩個原因
[00:14:15.400 --> 00:14:20.000]  因為希律本身不是一個羅馬的皇帝
[00:14:20.000 --> 00:14:21.560]  他只是一個分封王
[00:14:21.560 --> 00:14:23.400]  羅馬帝國這麼大
[00:14:23.400 --> 00:14:25.480]  將他分開很多個省
[00:14:25.480 --> 00:14:28.960]  而希律就是管理猶大省的王
[00:14:28.960 --> 00:14:30.200]  所以嚴格來講
[00:14:30.200 --> 00:14:32.160]  希律就是猶太人的王
[00:14:32.160 --> 00:14:32.960]  行不行?
[00:14:32.960 --> 00:14:33.720]  第二
[00:14:33.720 --> 00:14:38.480]  聖經說那幾個東方博士來找猶太人之王
[00:14:38.480 --> 00:14:41.640]  那個生下來猶太人之王這句話
[00:14:41.640 --> 00:14:44.320]  其實希律聽起來很猶豫
[00:14:44.320 --> 00:14:45.480]  為什麼呢?
[00:14:45.480 --> 00:14:47.440]  知不知道希律是什麼人?
[00:14:47.440 --> 00:14:51.680]  希律是一半猶太人
[00:14:51.680 --> 00:14:53.680]  一半以東人
[00:14:53.680 --> 00:14:55.480]  如果你以今天的說法
[00:14:55.480 --> 00:14:56.560]  他是一個混血兒
[00:14:56.560 --> 00:14:59.120]  你見到混血兒是覺得很漂亮
[00:14:59.120 --> 00:15:01.120]  這個中國人金頭髮的
[00:15:01.120 --> 00:15:03.120]  這個中國人藍眼睛的
[00:15:03.120 --> 00:15:04.640]  但是在古時
[00:15:04.640 --> 00:15:08.480]  當你看到一個不是純種的猶太人
[00:15:08.480 --> 00:15:10.480]  你只會視之為
[00:15:12.080 --> 00:15:15.840]  這個名字我不能亂用
[00:15:15.840 --> 00:15:19.560]  視之為一個叛逃犯
[00:15:19.560 --> 00:15:22.880]  當他成為了猶太人的王
[00:15:22.880 --> 00:15:24.880]  可不可以cut了這段?
[00:15:24.880 --> 00:15:28.000]  謝謝
[00:15:28.000 --> 00:15:33.960]  當他成為了猶太人的王
[00:15:33.960 --> 00:15:36.280]  其實他得不到猶太人的尊重
[00:15:36.280 --> 00:15:38.440]  猶太人覺得他根本不配
[00:15:38.440 --> 00:15:39.640]  而你現在說
[00:15:39.640 --> 00:15:40.520]  不是的
[00:15:40.520 --> 00:15:42.160]  有一個根正苗紅
[00:15:42.160 --> 00:15:46.440]  一出生在伯利恆大衛的城市出生的人
[00:15:46.440 --> 00:15:47.880]  將來要做王
[00:15:47.880 --> 00:15:48.880]  那我是誰呢?
[00:15:48.880 --> 00:15:53.640]  希律的國不是靠繼承回來的
[00:15:53.640 --> 00:15:55.120]  是靠打回來的
[00:15:55.120 --> 00:15:57.240]  年年的征戰
[00:15:57.240 --> 00:15:59.960]  跟中國很多歷代帝王一樣
[00:15:59.960 --> 00:16:03.760]  其實他到後期擔心有人謀朝篡位
[00:16:03.760 --> 00:16:05.760]  他是殺了自己的老婆
[00:16:05.760 --> 00:16:07.760]  還殺了自己的兒子
[00:16:07.760 --> 00:16:10.400]  以至他的地位可以鞏固起來
[00:16:10.400 --> 00:16:12.280]  希律王有什麼行動?
[00:16:12.280 --> 00:16:13.280]  他有三個行動
[00:16:13.280 --> 00:16:15.280]  第一個行動就是問祭司長文氏
[00:16:15.280 --> 00:16:17.280]  基督應該在哪裡出生?
[00:16:17.280 --> 00:16:18.280]  Where?
[00:16:18.280 --> 00:16:20.840]  第二個行動就是問那些博學之士
[00:16:20.840 --> 00:16:22.320]  你說見到一顆星
[00:16:22.320 --> 00:16:24.720]  你什麼時候開始見到一顆星?
[00:16:24.720 --> 00:16:25.560]  When?
[00:16:25.560 --> 00:16:27.560]  接著你猜他要做什麼?
[00:16:27.560 --> 00:16:30.160]  請你們讀第十六節
[00:16:30.160 --> 00:16:31.320]  預備,1,2,3
[00:16:41.400 --> 00:16:43.520]  根據大陸的國旗之旨
[00:16:43.520 --> 00:16:45.840]  與大陸人下奮鬥的消極
[00:16:45.840 --> 00:16:47.680]  大陸人最熱愛的
[00:16:47.680 --> 00:16:49.000]  高層聚會
[00:16:49.000 --> 00:16:49.840]  你看見了
[00:16:49.840 --> 00:16:51.840]  其實他一點都不手軟
