
[00:00:00.000 --> 00:00:11.000]  各位親愛的同工,在網絡上的弟兄姊妹,主內平安,讓我們先一起祈禱。
[00:06:05.000 --> 00:06:16.000]  君子坦蕩蕩,大家有沒有人適合下戀?小人長戚戚。什麼叫君子坦蕩蕩,小人長戚戚?
[00:06:16.000 --> 00:06:26.000]  坦蕩其實就是蕩這個字,不是蕩千秋,是同一個字,蕩就是有清除和洗滌的意思。
[00:06:27.000 --> 00:06:38.000]  坦蕩就是形容這個人率真,真實,沒有雜念,心神很安寧,就好像我們還是嬰兒的時候,總是睡得很甜。
[00:06:38.000 --> 00:06:50.000]  戚這個字很有趣,戚原來的形聲字是什麼呢?斧頭,斬人的斧頭。
[00:06:51.000 --> 00:06:58.000]  戚戚形容什麼呢?就是不斷用斧頭在砍伐的聲音。
[00:06:58.000 --> 00:07:13.000]  你想想,如果你睡覺的時候不是聽到那些夜半傳來的鬼哭神號,而是夜半都是聽到好像用斧頭在砍東西的聲音,你會很害怕旁邊是不是有兇殺案。
[00:07:14.000 --> 00:07:21.000]  你怎麼會睡得著?程子也有說,有另外一個當時的思想家,
[00:07:21.000 --> 00:07:28.000]  他說君子循禮,故常舒泰,小人亦於物,故多憂戚。
[00:07:28.000 --> 00:07:35.000]  他說君子是按照天地的規律來要求自己,所以他舒適安寧。
[00:07:35.000 --> 00:07:42.000]  小人就被愛物所奴役,求名俗利,常常去思慮怎樣去計算別人。
[00:07:43.000 --> 00:07:52.000]  弟兄姊妹,今天職場有時我們時時都會聽到,那些人很壞的,踩著別人上,時時計算著別人。
[00:07:52.000 --> 00:08:01.000]  或者總之是好像你發覺他好像拿著算盤在後面這樣計算著你。
[00:08:01.000 --> 00:08:04.000]  但更可悲的是神的家有時都是這樣。
[00:08:04.000 --> 00:08:10.000]  不過弟兄姊妹,其實任憑你怎樣機關算盡,你算不到上帝,我告訴你。
[00:08:11.000 --> 00:08:15.000]  因為上帝是沒辦法讓你欺騙的。
[00:08:15.000 --> 00:08:22.000]  不過我們用積極的角度來說,我們其實都可以計算,計算什麼?
[00:08:22.000 --> 00:08:28.000]  計算上帝的恩典,因為歌都可以唱,主的恩典怎樣?
[00:08:28.000 --> 00:08:33.000]  樣樣都要數,主的作為都要記清楚。
[00:08:33.000 --> 00:08:40.000]  他說主的恩典樣樣都要數,必能叫你驚訝,主奇妙看顧。
[00:08:41.000 --> 00:08:45.000]  值得注意的是,要做到完全無憂無慮,
[00:08:45.000 --> 00:08:49.000]  弟兄姊妹我告訴你,基本上是沒可能的。
[00:08:49.000 --> 00:08:53.000]  因為你和我都是人,總是有自己很多的思慮,
[00:08:53.000 --> 00:08:56.000]  有時很少的事情都會令我們很不開心。
[00:08:56.000 --> 00:09:01.000]  但我們能夠做到的是什麼呢?就是教堂。
[00:09:01.000 --> 00:09:07.000]  你慢慢不斷透過通過不斷教堂,你慢慢下來就沒那麼憂慮,
[00:09:08.000 --> 00:09:15.000]  沒那麼緊張,慢慢你就能夠可以無憂地安眠。
[00:09:15.000 --> 00:09:22.000]  其實肉身安然居住,其實不是指住的地方,不是指那些外在的東西。
[00:09:22.000 --> 00:09:28.000]  不是你住在半山豪宅,你就一定能夠安眠。
[00:09:28.000 --> 00:09:35.000]  反而更害怕,為什麼?因為那些明鏢珠寶太多,
[00:09:36.000 --> 00:09:38.000]  你會擔心那些賊人會不會來光顧。
[00:09:38.000 --> 00:09:43.000]  也不是說我們住在劏房,就一定不能夠安然居住,
[00:09:43.000 --> 00:09:49.000]  因為那個不是外在,是我們內心裏面那份精神的力量。
[00:09:49.000 --> 00:10:00.000]  昨晚我還在努力,因為我們現在很多時候,
[00:10:01.000 --> 00:10:07.000]  中間的佳節,現在是什麼節?不是聖誕吧?
[00:10:07.000 --> 00:10:12.000]  現在是中秋節,吃飯,現在通常都不靜一做。
[00:10:12.000 --> 00:10:19.000]  我吃完一點,我又繼續努力,打算煲一鍋靚湯。
[00:10:19.000 --> 00:10:27.000]  很愁,怎麼辦呢?忽然休息一會兒的時候,
[00:10:28.000 --> 00:10:37.000]  看WhatsApp,有一位手機傳來一個對我窩心的問候。
[00:10:37.000 --> 00:10:43.000]  看完之後,心裏面很觸動,他問我幾句話。
[00:10:43.000 --> 00:10:48.000]  他說:「蔡木,你好嗎?小朋友都開火學了,
[00:10:48.000 --> 00:10:51.000]  你有沒有又緊張又擔憂?」
[00:10:51.000 --> 00:10:55.000]  他說:「世間父母都是這樣,凡事交託,
[00:10:56.000 --> 00:11:00.000]  祂的恩會遮蓋我們的憂。」
[00:11:00.000 --> 00:11:07.000]  特別是最後這兩句,凡事交託,祂的恩會遮蓋我們的憂。
[00:11:07.000 --> 00:11:13.000]  詩人在第九節提到,祂的心,祂的靈,祂的肉身,
[00:11:13.000 --> 00:11:20.000]  這裏強調什麼呢?全人都應該靠上帝而有的喜樂和平安。
[00:11:21.000 --> 00:11:27.000]  心有增樂,就無掛礙,自然就能夠安眠。
[00:11:27.000 --> 00:11:32.000]  第二,我們一起讀第十節。
[00:11:48.000 --> 00:11:52.000]  第二個,上帝對我們的保護是什麼呢?
[00:11:52.000 --> 00:11:57.000]  第十節,祂不會見死不救。
[00:11:57.000 --> 00:12:02.000]  這裏祂說,必不將我的靈魂撇在陰間,
[00:12:02.000 --> 00:12:07.000]  和十一節,必將生命的道路指示我們,
[00:12:07.000 --> 00:12:09.000]  是一個很強烈的對比。
[00:12:09.000 --> 00:12:15.000]  詩人說,信靠上帝的人,上帝是不會見死不救,
[00:12:16.000 --> 00:12:22.000]  不過這裏所說,不會見死不救,不是說我們患了重病,
[00:12:22.000 --> 00:12:29.000]  或者得到癌症,就一定得到醫治。
[00:12:29.000 --> 00:12:31.000]  這裏說的不是這件事。
[00:12:31.000 --> 00:12:38.000]  這裏說的是,上帝不會將我們的靈魂撇在陰間,
[00:12:38.000 --> 00:12:42.000]  也不會叫你的聖者見紐壞。
[00:12:42.000 --> 00:12:44.000]  聖者是指什麼呢?
[00:12:45.000 --> 00:12:46.000]  就是那些忠信的人。
[00:12:46.000 --> 00:12:48.000]  什麼叫忠信的人呢?
[00:12:48.000 --> 00:12:54.000]  就是那些遵守上帝的盟約,而經歷上帝慈愛的人。
[00:12:54.000 --> 00:13:00.000]  而且原文是福數,即是你和我都可以。
[00:13:00.000 --> 00:13:13.000]  紐壞的意思是心坑、心冤,也是象徵墳墓。
[00:13:14.000 --> 00:13:19.000]  有人提到,他不想未到死期就死亡,或者被埋葬,
[00:13:19.000 --> 00:13:23.000]  因為當時的人認為,死了就會失去了上帝的同在。
[00:13:23.000 --> 00:13:26.000]  所以詩篇第六篇第五節這樣說,
[00:13:26.000 --> 00:13:34.000]  因為死了的人不會紀念你,在陰間有誰稱謝你。
[00:13:34.000 --> 00:13:37.000]  其實當我們去到新約的時候,
[00:13:37.000 --> 00:13:41.000]  使徒彼得和使徒保羅都有引用這幾節的經文,
[00:13:42.000 --> 00:13:49.000]  大家可以回去看,在《使徒行傳》二章二十五、二十八、三十一節,
[00:13:49.000 --> 00:13:55.000]  使徒彼得就是引述今天這首詩篇的第八到十一節。
[00:13:55.000 --> 00:14:01.000]  使徒保羅就在《使徒行傳》十三章三十五節引用第十節,
[00:14:01.000 --> 00:14:03.000]  說的是什麼呢?
[00:14:03.000 --> 00:14:06.000]  那裡說的是談論基督的復活,
[00:14:06.000 --> 00:14:10.000]  說的是預言尼塞亞的經驗,
[00:14:11.000 --> 00:14:13.000]  其實最初只是在說私人的經歷,
[00:14:13.000 --> 00:14:15.000]  但是最終應驗的是在哪裡呢?
[00:14:15.000 --> 00:14:18.000]  應驗在耶穌基督的身上。
[00:14:18.000 --> 00:14:26.000]  丁姐妹,大衛說他自己會從死亡中得拯救,
[00:14:26.000 --> 00:14:30.000]  不會被撇下陰間,
[00:14:30.000 --> 00:14:34.000]  或者更可能是他一種好像預先已經看到,
[00:14:34.000 --> 00:14:39.000]  可能大衛是一種很貼近上帝的人,
[00:14:40.000 --> 00:14:42.000]  說得好像預見到耶穌基督,
[00:14:42.000 --> 00:14:46.000]  他就是會脫離死亡,脫離扭壞的痕跡,
[00:14:46.000 --> 00:14:50.000]  因為從來只有基督是不見扭壞,
[00:14:50.000 --> 00:14:56.000]  丁姐妹,你和我總有一天都會與草木同流,
[00:14:56.000 --> 00:14:59.000]  你和我總有一天都會扭壞,
[00:14:59.000 --> 00:15:01.000]  但是值得注意的是,
[00:15:01.000 --> 00:15:03.000]  縱然去到死的地步,
[00:15:03.000 --> 00:15:06.000]  私人仍然選擇相信上帝,
[00:15:07.000 --> 00:15:12.000]  死亡,特別是死亡,其實這一關我們總是要經過的,
[00:15:12.000 --> 00:15:17.000]  我們在這個世界不是永恆的,
[00:15:17.000 --> 00:15:24.000]  我很記得當我剛剛來尖浸的時候,
[00:15:24.000 --> 00:15:30.000]  我爸爸,我記得開第一次的童工會,
[00:15:30.000 --> 00:15:34.000]  我收到姐姐給我的電話,
[00:15:35.000 --> 00:15:39.000]  我爸爸暈倒了,送我去醫院搶救,
[00:15:39.000 --> 00:15:46.000]  我在車程,當然你不會再坐巴士,
[00:15:46.000 --> 00:15:50.000]  你只會坐計程車趕去仁濟醫院,
[00:15:50.000 --> 00:15:56.000]  我祈禱,其實就算作為一個牧師,
[00:15:56.000 --> 00:16:02.000]  對著爸爸,有時都很難跟他傳福音,
[00:16:03.000 --> 00:16:06.000]  我們經常說,世上最難傳福音的人是什麼人呢?
[00:16:06.000 --> 00:16:08.000]  就是我們的家人,
[00:16:08.000 --> 00:16:12.000]  太知道我們仍然有很多軟弱,
[00:16:12.000 --> 00:16:14.000]  太知道我們的個性,
[00:16:14.000 --> 00:16:19.000]  而且爸爸那邊的家族從來都沒有人信耶穌,
[00:16:19.000 --> 00:16:25.000]  爸爸現在離開了我剛剛兩年,
[00:16:28.000 --> 00:16:34.000]  我爸爸後來被搶救,多活了一個多月的時間,
[00:16:34.000 --> 00:16:37.000]  把握機會跟他傳福音,
[00:16:37.000 --> 00:16:41.000]  後來他願意相信,而且很真心地相信,
[00:16:41.000 --> 00:16:46.000]  我記得當晚醫院打電話給我,
[00:16:46.000 --> 00:16:50.000]  是凌晨十二點多,
[00:16:50.000 --> 00:16:54.000]  他說蔡先生,你爸爸應該都不行了,
[00:16:54.000 --> 00:16:56.000]  你要趕過來,
[00:16:57.000 --> 00:17:01.000]  趕過去的時候,我在爸爸的耳邊說了一句話,
[00:17:01.000 --> 00:17:03.000]  當然我們還有跟他道別,
[00:17:03.000 --> 00:17:06.000]  跟爸爸說,多謝爸爸,
[00:17:06.000 --> 00:17:08.000]  多謝爸爸那麼愛我們,
[00:17:08.000 --> 00:17:10.000]  我們都做了很多有事,
[00:17:10.000 --> 00:17:14.000]  都是令你傷心的事,求你原諒,
[00:17:14.000 --> 00:17:17.000]  將來我們在天家見,
[00:17:17.000 --> 00:17:21.000]  等我哄在他耳邊,我跟他說,
[00:17:23.000 --> 00:17:31.000]  爸爸,要經過這條好像死亡的通道,
[00:17:31.000 --> 00:17:33.000]  我陪不到你去,
[00:17:33.000 --> 00:17:36.000]  不過耶穌基督陪到你,
[00:17:36.000 --> 00:17:39.000]  祂在光明,在盡頭,
[00:17:39.000 --> 00:17:42.000]  你就見到光明,向著那個方向走,
[00:17:42.000 --> 00:17:49.000]  我就看著那架機,心臟的機,
[00:17:49.000 --> 00:17:52.000]  就變成一條直線,
[00:17:53.000 --> 00:17:58.000]  我年紀大了,
[00:17:58.000 --> 00:18:00.000]  我自己都慢慢覺得自己年紀大,
[00:18:00.000 --> 00:18:03.000]  我越多主持安息禮拜,
[00:18:03.000 --> 00:18:05.000]  我就知道總有一天,
[00:18:05.000 --> 00:18:07.000]  我不需要主持了,
[00:18:07.000 --> 00:18:09.000]  我就睡在那裡,
[00:18:09.000 --> 00:18:12.000]  是別人為我主持安息禮拜,
[00:18:12.000 --> 00:18:15.000]  聽姐妹,這不是一個不吉利的話,
[00:18:15.000 --> 00:18:18.000]  這是一個鐵一般的事實,
[00:18:18.000 --> 00:18:22.000]  值得注意的是華人總是很忌諱說死,
[00:18:23.000 --> 00:18:25.000]  但是我們有時時罵人家死仔,
[00:18:25.000 --> 00:18:28.000]  你的死仔包,
[00:18:28.000 --> 00:18:31.000]  華人教會都是很忌諱,
[00:18:31.000 --> 00:18:35.000]  但是近來多了機構去說生死和善別,
[00:18:35.000 --> 00:18:37.000]  我覺得很有意思,
[00:18:37.000 --> 00:18:39.000]  內容有什麼呢?
[00:18:39.000 --> 00:18:41.000]  怎樣準備自己的喪禮呢?
[00:18:41.000 --> 00:18:46.000]  你想在教會搞,還是想在大酒店搞?
[00:18:46.000 --> 00:18:48.000]  你知道我說大酒店是什麼意思嗎?
[00:18:48.000 --> 00:18:51.000]  靈堂的相片你想用哪一張?
[00:18:52.000 --> 00:18:55.000]  花海的顏色你想怎樣佈置?
[00:18:55.000 --> 00:18:58.000]  或者說我根本不需要花,
[00:18:58.000 --> 00:19:00.000]  環保一點,
[00:19:00.000 --> 00:19:02.000]  怎樣的棺木呢?
[00:19:02.000 --> 00:19:04.000]  火葬還是土葬呢?
[00:19:04.000 --> 00:19:06.000]  不過現在大部分都是火化,
[00:19:06.000 --> 00:19:08.000]  很少可以土葬,
[00:19:08.000 --> 00:19:10.000]  都不是不行,
[00:19:10.000 --> 00:19:12.000]  不過你要付很高昂的費用,
[00:19:12.000 --> 00:19:14.000]  火葬就灰位了,
[00:19:14.000 --> 00:19:16.000]  灰位其實都很緊張,
[00:19:16.000 --> 00:19:19.000]  可以考慮紀念花園殺灰,
[00:19:19.000 --> 00:19:21.000]  或者海上殺灰等等,
[00:19:22.000 --> 00:19:23.000]  其實弟兄姊妹,
[00:19:23.000 --> 00:19:25.000]  這些都是很好的準備,
[00:19:25.000 --> 00:19:28.000]  因為我告訴你,
[00:19:28.000 --> 00:19:30.000]  死亡是可以突如其來,
[00:19:30.000 --> 00:19:32.000]  而不需要和你預約,
[00:19:32.000 --> 00:19:34.000]  可能我說著說著,
[00:19:34.000 --> 00:19:36.000]  還沒說到結論,
[00:19:36.000 --> 00:19:38.000]  我突然間斷氣了,
[00:19:38.000 --> 00:19:40.000]  羅莫斯過來摸一摸,
[00:19:40.000 --> 00:19:42.000]  原來已經沒有氣息了,
[00:19:42.000 --> 00:19:44.000]  他繼續說我要說的話,
[00:19:44.000 --> 00:19:46.000]  死亡不會和你預約,
[00:19:46.000 --> 00:19:48.000]  弟兄姊妹,
[00:19:48.000 --> 00:19:50.000]  所以自己想怎樣辦呢?
[00:19:51.000 --> 00:19:54.000]  好過你的家人不知道你的意思,
[00:19:54.000 --> 00:19:56.000]  只能一般這樣辦,
[00:19:56.000 --> 00:19:58.000]  到時你自己躺在那裡,
[00:19:58.000 --> 00:20:00.000]  你會很不滿,
[00:20:00.000 --> 00:20:02.000]  但你起不到身,
[00:20:02.000 --> 00:20:04.000]  我自己的安息禮我都準備好了,
[00:20:04.000 --> 00:20:06.000]  我已經選好了我喜歡的詩歌,
[00:20:06.000 --> 00:20:08.000]  我亦都說不要花籃,
[00:20:08.000 --> 00:20:10.000]  誰在這裡擺,
[00:20:10.000 --> 00:20:12.000]  除了可能太太擺一個,
[00:20:12.000 --> 00:20:14.000]  如果我被她詛咒的話,
[00:20:14.000 --> 00:20:16.000]  如果其他擺花籃的,
[00:20:16.000 --> 00:20:19.000]  我就會回來找你,
[00:20:20.000 --> 00:20:23.000]  我亦都和自己相約很多年的牧師約好,
[00:20:23.000 --> 00:20:25.000]  如果誰先回天家,
[00:20:25.000 --> 00:20:28.000]  就和對方主持安息禮,
[00:20:28.000 --> 00:20:31.000]  親愛的弟兄姊妹,
[00:20:31.000 --> 00:20:33.000]  總有一天,
[00:20:33.000 --> 00:20:35.000]  我們都會走到這一步,
[00:20:35.000 --> 00:20:37.000]  但我們仍然相信上帝,
[00:20:37.000 --> 00:20:39.000]  縱然我們真的死,
[00:20:39.000 --> 00:20:42.000]  上帝都絕對不會將我們的靈魂撇在陰間,
[00:20:42.000 --> 00:20:44.000]  祂會拯救我們到底,
[00:20:44.000 --> 00:20:47.000]  其實這個就是主耶穌的信心,
[00:20:47.000 --> 00:20:49.000]  這個就是主耶穌的服事,
[00:20:50.000 --> 00:20:53.000]  這個就是我們每個人應該有的信心和服事,
[00:20:53.000 --> 00:20:56.000]  有一位很愛主的姊妹,
[00:20:56.000 --> 00:20:59.000]  在她臨終的時候,
[00:20:59.000 --> 00:21:03.000]  很多弟兄姊妹圍在她的床邊,
[00:21:03.000 --> 00:21:05.000]  他們就在說,
[00:21:05.000 --> 00:21:07.000]  她快不行了,
[00:21:07.000 --> 00:21:11.000]  因為她越來越衰敗,
[00:21:11.000 --> 00:21:14.000]  但那位姊妹聽到別人這樣說的時候,
[00:21:14.000 --> 00:21:17.000]  她不知為何突然很有精神地說,
[00:21:18.000 --> 00:21:21.000]  她說,我不是下去,
[00:21:21.000 --> 00:21:23.000]  我是正在上升,
[00:21:23.000 --> 00:21:28.000]  我是上升到我救主的懷抱裡面,
[00:21:28.000 --> 00:21:31.000]  親愛的弟兄姊妹,
[00:21:31.000 --> 00:21:34.000]  這種信心我們就沒有了,
[00:21:34.000 --> 00:21:37.000]  值得注意的是這裡所說的陰間,
[00:21:37.000 --> 00:21:40.000]  其實就是死亡的刑罰,
[00:21:40.000 --> 00:21:43.000]  那種永遠和上主分開,
[00:21:43.000 --> 00:21:47.000]  陰間就是受死亡權勢所捆綁,
[00:21:48.000 --> 00:21:51.000]  其實如果基督徒連死都不怕,
[00:21:51.000 --> 00:21:56.000]  我時時在安息禮拜都提醒家屬和弟兄姊妹,
[00:21:56.000 --> 00:21:58.000]  我說為基督的信仰,
[00:21:58.000 --> 00:22:00.000]  每一位基督徒來說,
[00:22:00.000 --> 00:22:03.000]  安息禮拜其實是一個歡慶,
[00:22:03.000 --> 00:22:05.000]  為什麼是歡慶呢?
[00:22:05.000 --> 00:22:09.000]  因為我們有新的開始,
[00:22:09.000 --> 00:22:11.000]  不是結束,
[00:22:11.000 --> 00:22:13.000]  將來才是永恆,
[00:22:13.000 --> 00:22:15.000]  我甚至有時想,
[00:22:15.000 --> 00:22:17.000]  我也想做這件事,
[00:22:18.000 --> 00:22:20.000]  但我發現自己的說話,
[00:22:20.000 --> 00:22:22.000]  在安息禮拜播放,
[00:22:22.000 --> 00:22:24.000]  引人笑,
[00:22:24.000 --> 00:22:26.000]  那些笑話,
[00:22:26.000 --> 00:22:28.000]  當然要請教劉全導,
[00:22:28.000 --> 00:22:30.000]  因為他也有很多這些笑話,
[00:22:30.000 --> 00:22:32.000]  是一種不怕死的勇氣,
[00:22:32.000 --> 00:22:34.000]  但這種不怕死的勇氣,
[00:22:34.000 --> 00:22:36.000]  不是一種沒有智慧的愚昧,
[00:22:36.000 --> 00:22:38.000]  而是一種真正信心的倚靠,
[00:22:38.000 --> 00:22:40.000]  沒有人叫你真的走去,
[00:22:40.000 --> 00:22:45.000]  海洋公園,
[00:22:46.000 --> 00:22:48.000]  香港也應該沒有獅子和老虎,
[00:22:48.000 --> 00:22:52.000]  或者你要去台北木澤動物園,
[00:22:52.000 --> 00:22:54.000]  曾經有人這樣做,
[00:22:54.000 --> 00:22:56.000]  跳進獅子籠裡,
[00:22:56.000 --> 00:22:59.000]  他說我要學習現代的彈移理,
[00:22:59.000 --> 00:23:01.000]  我相信你不會這樣做,
[00:23:01.000 --> 00:23:04.000]  只是在看網絡的弟兄姊妹,
[00:23:04.000 --> 00:23:06.000]  千萬不要學,
[00:23:06.000 --> 00:23:08.000]  那些不是一種沒有智慧的愚昧,
[00:23:08.000 --> 00:23:10.000]  而是真正的信靠,
[00:23:10.000 --> 00:23:13.000]  我們在任何災難和危險裡面,
[00:23:14.000 --> 00:23:16.000]  我們仍然相信上帝的保守,
[00:23:16.000 --> 00:23:18.000]  相信上帝他會不離不棄,
[00:23:18.000 --> 00:23:21.000]  就算死亡我們也不會下到陰間,
[00:23:21.000 --> 00:23:24.000]  親愛的弟兄姊妹,
[00:23:24.000 --> 00:23:28.000]  人生有時道路真的好像很崎嶇難行,
[00:23:28.000 --> 00:23:31.000]  但我們有主的指引,
[00:23:31.000 --> 00:23:33.000]  很清楚,
[00:23:33.000 --> 00:23:35.000]  不知你有沒有坐過飛機,
[00:23:35.000 --> 00:23:37.000]  有多少人坐過飛機的舉手?
[00:23:44.000 --> 00:23:45.000]  大部分都有,
[00:23:45.000 --> 00:23:48.000]  你知道當關了燈的時候,
[00:23:48.000 --> 00:23:52.000]  你看不看到走廊有些小,
[00:23:52.000 --> 00:23:54.000]  地氈上有些燈,
[00:23:54.000 --> 00:23:58.000]  如果家裡這樣安裝也不錯,
[00:23:58.000 --> 00:24:05.000]  你就看到那條通道有些燈一直指引你,
[00:24:05.000 --> 00:24:08.000]  我想上帝給我們的指引就是這樣,
[00:24:08.000 --> 00:24:12.000]  相信前途總是有盼望,
[00:24:13.000 --> 00:24:15.000]  相信總是光明和榮耀,
[00:24:15.000 --> 00:24:21.000]  最後一點可以說是前兩點的基礎也是結果,
[00:24:21.000 --> 00:24:24.000]  既是後者也是前者,
[00:24:24.000 --> 00:24:30.000]  我們一起讀第九和第十一節,
[00:24:43.000 --> 00:24:48.000]  第九和第十一節,
[00:25:13.000 --> 00:25:14.000]  心呢?
[00:25:14.000 --> 00:25:17.000]  希伯來人說心,
[00:25:17.000 --> 00:25:20.000]  就好像我們現在中國人,
[00:25:20.000 --> 00:25:22.000]  不過中國人也類似,
[00:25:22.000 --> 00:25:29.000]  心就不是我們按著現在感覺的跳動,
[00:25:29.000 --> 00:25:31.000]  說的這個意思,
[00:25:31.000 --> 00:25:35.000]  不是,希伯來人說心其實象徵理性和思想,
[00:25:35.000 --> 00:25:37.000]  而且和情緒有關係,
[00:25:37.000 --> 00:25:42.000]  包括喜樂、不安、憤怒、嫉妒、懼怕、羨慕,
[00:25:43.000 --> 00:25:48.000]  所以舊約的作者經常用心代表全部的情緒,
[00:25:48.000 --> 00:25:51.000]  他說我的心歡喜,我的靈快樂,
[00:25:51.000 --> 00:25:54.000]  我的靈直譯就是我的榮耀,
[00:25:54.000 --> 00:25:59.000]  人是有讚美上帝的功能,
[00:25:59.000 --> 00:26:01.000]  也是指整個人,
[00:26:01.000 --> 00:26:06.000]  這裡詩人說如果你當一個人將耶和華擺在自己面前,
[00:26:06.000 --> 00:26:08.000]  注視他的時候,
[00:26:08.000 --> 00:26:10.000]  感受到他的愛的同在,
[00:26:11.000 --> 00:26:13.000]  你的內心就會歡喜,你的靈就會快樂,
[00:26:13.000 --> 00:26:16.000]  這個特別我想說一說,
[00:26:16.000 --> 00:26:19.000]  有人說動物,
[00:26:19.000 --> 00:26:21.000]  問一問這裡的大家,
[00:26:21.000 --> 00:26:26.000]  有多少人覺得動物沒有讚美上帝的功能,
[00:26:26.000 --> 00:26:28.000]  舉手看看,
[00:26:28.000 --> 00:26:30.000]  動物沒有讚美上帝的功能,
[00:26:30.000 --> 00:26:32.000]  舉手看看,
[00:26:32.000 --> 00:26:38.000]  動物也有讚美上帝的功能,
[00:26:38.000 --> 00:26:40.000]  舉手看看,
[00:26:41.000 --> 00:26:44.000]  有三個,四個,五個,
[00:26:44.000 --> 00:26:46.000]  看到了,請放下,
[00:26:46.000 --> 00:26:51.000]  其實這個到現在還沒有蓋棺論定,
[00:26:51.000 --> 00:26:57.000]  其實我覺得只是我們跟他的頻道不一樣,
[00:26:57.000 --> 00:27:01.000]  頻道就是我們無法調整對不對的台,
[00:27:01.000 --> 00:27:04.000]  所以我們其實聽不明白他在說什麼,
[00:27:04.000 --> 00:27:06.000]  他在那裡喵喵喵,
[00:27:06.000 --> 00:27:08.000]  其實他在跟你聊天,
[00:27:08.000 --> 00:27:10.000]  不過你是聽不明白,
[00:27:11.000 --> 00:27:14.000]  我記得三色台有一個處境連續劇,
[00:27:14.000 --> 00:27:17.000]  曾經有一集,
[00:27:17.000 --> 00:27:20.000]  講紅家的主角,
[00:27:20.000 --> 00:27:22.000]  一個大家庭,
[00:27:22.000 --> 00:27:24.000]  話事人就叫Tree Gun,
[00:27:24.000 --> 00:27:27.000]  他有一隻小狗,
[00:27:27.000 --> 00:27:29.000]  叫什麼名字?
[00:27:29.000 --> 00:27:31.000]  有人看嗎?
[00:27:31.000 --> 00:27:33.000]  你們都不看電視的嗎?
[00:27:33.000 --> 00:27:36.000]  叫Bear Bear,
