
[00:00:00.000 --> 00:00:02.940]  今天我們的題目是《夢人說癡》
[00:04:48.800 --> 00:04:50.800]  突破了泥土的壓制
[00:04:50.800 --> 00:04:53.200]  而變成美麗的花朵
[00:04:53.200 --> 00:04:54.600]  同樣今日
[00:04:54.600 --> 00:04:57.200]  我們怎樣有美麗的生命呢?
[00:04:57.200 --> 00:05:01.000]  我們是需要我們的老鵝死去
[00:05:01.000 --> 00:05:03.200]  將我們的老鵝釘在十字架上
[00:05:03.200 --> 00:05:05.200]  讓耶穌基督的生命在我們裏面
[00:05:05.200 --> 00:05:08.200]  我們不斷追求親近神的時候
[00:05:08.200 --> 00:05:10.000]  我們的生命纔是美麗的
[00:05:10.000 --> 00:05:15.000]  好了 爲何耶穌要帶着這三個門徒上山呢?
[00:05:15.000 --> 00:05:18.000]  其實一定有祂的原因
[00:05:18.000 --> 00:05:20.400]  我不知道大家知不知道
[00:05:20.400 --> 00:05:22.000]  或者你可否想到
[00:05:22.000 --> 00:05:25.400]  耶穌帶着彼得雅各約翰
[00:05:25.400 --> 00:05:28.200]  在他那三年多的生活裏面
[00:05:28.200 --> 00:05:32.400]  這樣的情況出現過多少次呢?
[00:05:32.400 --> 00:05:36.000]  原來出現過三次
[00:05:36.000 --> 00:05:39.400]  第二次就是登山變象
[00:05:39.400 --> 00:05:43.000]  第一次原來就是艾努的女兒復活
[00:05:43.000 --> 00:05:45.400]  如果大家熟悉的時候
[00:05:45.400 --> 00:05:47.600]  艾努就是管理會堂的人
[00:05:47.600 --> 00:05:49.200]  就是一個宗教人士
[00:05:49.200 --> 00:05:51.000]  他的女兒病了
[00:05:51.000 --> 00:05:52.200]  很嚴重
[00:05:52.200 --> 00:05:55.400]  於是就叫人去找耶穌來
[00:05:55.400 --> 00:05:57.400]  希望可以醫治到她
[00:05:57.400 --> 00:05:58.600]  她是有信心的
[00:05:58.600 --> 00:06:01.200]  誰知道耶穌去的時候
[00:06:01.200 --> 00:06:03.400]  因爲有很多人擁擠着耶穌
[00:06:03.400 --> 00:06:08.400]  特別有一個患了十二年血漏病的女人
[00:06:08.400 --> 00:06:11.200]  她很想得到醫治
[00:06:11.200 --> 00:06:17.600]  她靜靜地在耶穌的後面摸耶穌衣裳的睡紙
[00:06:17.600 --> 00:06:21.000]  耶穌感受到有力量從她出來
[00:06:21.000 --> 00:06:22.000]  是耶穌知道的
[00:06:22.000 --> 00:06:24.000]  然後說: 誰摸我?
[00:06:24.000 --> 00:06:27.000]  我們在神學院經常是這樣說的
[00:06:27.000 --> 00:06:28.200]  誰摸我?
[00:06:28.200 --> 00:06:33.400]  這個婦人逼於無奈要面對耶穌
[00:06:33.400 --> 00:06:34.600]  請你記住
[00:06:34.600 --> 00:06:37.200]  其實當時她是犯了律法的
[00:06:37.200 --> 00:06:39.600]  因爲一個血漏的女人
[00:06:39.600 --> 00:06:42.000]  是不可以觸摸其他人的
[00:06:42.000 --> 00:06:44.600]  所以某個程度是犯了律法
[00:06:44.600 --> 00:06:47.200]  但是耶穌要逼她去面對他
[00:06:47.200 --> 00:06:50.200]  這時候她終於面對耶穌
[00:06:50.200 --> 00:06:52.200]  然後耶穌赦免了她的罪
[00:06:52.200 --> 00:06:55.800]  誰知道去到艾努那裏
[00:06:55.800 --> 00:07:01.400]  艾努的女兒已經死了
[00:07:01.400 --> 00:07:03.400]  聖經裏面怎樣記載呢?
[00:07:03.400 --> 00:07:06.600]  我們一起來看看聖經裏面是否記載
[00:07:06.600 --> 00:07:09.200]  好 我們請議會同學讀出來
[00:07:09.200 --> 00:07:10.600]  「還說話的時候
[00:07:10.600 --> 00:07:13.400]  有人從管會堂的家裏來說
[00:07:13.400 --> 00:07:14.800]  你的女兒死了
[00:07:14.800 --> 00:07:16.800]  何必還勞動先生呢?
[00:07:16.800 --> 00:07:18.400]  耶穌聽見所說的話
[00:07:18.400 --> 00:07:20.000]  就對管會堂的說
[00:07:20.000 --> 00:07:21.600]  不要怕 只要信」
[00:07:21.600 --> 00:07:23.000]  我想大家很熟悉這句話
[00:07:23.000 --> 00:07:25.600]  不要怕 只要信
[00:07:25.600 --> 00:07:28.400]  今天我們有時也有很多巨炮
[00:07:28.400 --> 00:07:29.800]  死了
[00:07:29.800 --> 00:07:32.800]  但是耶穌說不要怕 只要信的時候
[00:07:32.800 --> 00:07:35.600]  究竟有些什麼情形出現呢?
[00:07:35.600 --> 00:07:39.000]  好 我們再帶大家去看那些經文
[00:07:39.000 --> 00:07:42.600]  我們繼續帶大家去讀出來
[00:07:42.600 --> 00:07:44.800]  「他們來到管會堂的家裏
[00:07:44.800 --> 00:07:46.800]  耶穌看見那女兒憐羊
[00:07:46.800 --> 00:07:49.400]  並有人大大的哭泣哀嚎
[00:07:49.400 --> 00:07:51.800]  進到裏面就對他們說
[00:07:51.800 --> 00:07:53.800]  爲什麼憐羊哭泣呢?
[00:07:53.800 --> 00:07:56.400]  孩子不是死了 是睡着了
[00:07:56.400 --> 00:07:58.200]  他們就恥笑耶穌
[00:07:58.200 --> 00:08:00.400]  耶穌把他們都連出去
[00:08:00.400 --> 00:08:03.200]  就帶着孩子的父母和跟隨的人
[00:08:03.200 --> 00:08:05.600]  進了孩子所在的地方
[00:08:05.600 --> 00:08:08.000]  就拉着孩子的手對他說
[00:08:08.000 --> 00:08:10.000]  大理大 古米
[00:08:10.000 --> 00:08:11.800]  翻出來的就是雪
[00:08:11.800 --> 00:08:13.800]  閨女我吩咐你起來
[00:08:13.800 --> 00:08:15.800]  那閨女立時起來走
[00:08:15.800 --> 00:08:17.600]  他們就大大驚奇
[00:08:17.600 --> 00:08:19.800]  閨女已經十二歲了」
[00:08:19.800 --> 00:08:21.000]  如果你留意到的時候
[00:08:21.000 --> 00:08:23.000]  耶穌說不要怕 只要信
[00:08:23.000 --> 00:08:25.600]  原來當去到管會堂的地方
[00:08:25.600 --> 00:08:27.600]  那些人因爲這個女孩子死了
[00:08:27.600 --> 00:08:29.600]  就很難過在那裏哭
[00:08:29.600 --> 00:08:31.000]  總之很亂
[00:08:31.000 --> 00:08:33.000]  耶穌就說你們在哭什麼?
[00:08:33.000 --> 00:08:36.600]  孩子不是死了 只是睡着了
[00:08:36.600 --> 00:08:39.800]  你留意到我們的信仰對死亡
[00:08:39.800 --> 00:08:41.800]  不是忌諱不要說死
[00:08:41.800 --> 00:08:42.800]  他走了
[00:08:42.800 --> 00:08:44.800]  很多中國人很怕這些
[00:08:44.800 --> 00:08:45.600]  不是
[00:08:45.600 --> 00:08:47.600]  只是用睡覺
[00:08:47.600 --> 00:08:48.600]  不是爲了忌諱
[00:08:48.600 --> 00:08:50.600]  而是你睡覺會醒
[00:08:50.600 --> 00:08:52.100]  我們是會復活的
[00:08:52.100 --> 00:08:53.600]  這些人就笑耶穌
[00:08:53.600 --> 00:08:54.600]  不是啊
[00:08:54.600 --> 00:08:55.100]  搞什麼?
[00:08:55.100 --> 00:08:56.600]  你有沒有留意到
[00:08:56.600 --> 00:08:59.100]  耶穌將這羣不信恥笑的人
[00:08:59.100 --> 00:09:00.100]  扔了出去
[00:09:00.100 --> 00:09:01.100]  不讓他在那裏
[00:09:01.100 --> 00:09:03.600]  就帶着孩子的父母和跟隨的人
[00:09:03.600 --> 00:09:04.600]  留意
[00:09:04.600 --> 00:09:08.100]  是跟隨的人進入了孩子所在的地方
[00:09:08.100 --> 00:09:11.600]  拉着這個女孩子的手跟他說
[00:09:11.600 --> 00:09:13.600]  你起來
[00:09:13.600 --> 00:09:16.600]  大老的女兒立刻起來
[00:09:16.600 --> 00:09:18.600]  那時是十二歲
[00:09:18.600 --> 00:09:19.600]  好了
[00:09:19.600 --> 00:09:22.600]  留意到他扔走了很多
[00:09:22.600 --> 00:09:23.600]  閒集人
[00:09:23.600 --> 00:09:27.600]  就說到耶穌帶着跟隨他的人
[00:09:27.600 --> 00:09:30.600]  究竟跟隨的是什麼人呢?
[00:09:30.600 --> 00:09:31.100]  好
[00:09:31.100 --> 00:09:33.600]  我們一起來看馬福音第五章
[00:09:33.600 --> 00:09:35.600]  第37節
[00:09:35.600 --> 00:09:40.600]  「於是帶着彼得、雅各和雅各的兄弟約翰同去
[00:09:40.600 --> 00:09:42.600]  不許別人跟從他」
[00:09:42.600 --> 00:09:43.600]  有沒有留意到
[00:09:43.600 --> 00:09:45.600]  這是第一次
[00:09:45.600 --> 00:09:49.600]  耶穌只是帶着三個門徒
[00:09:49.600 --> 00:09:50.600]  去看一些東西
[00:09:50.600 --> 00:09:52.600]  讓我們經歷一些東西
[00:09:52.600 --> 00:09:54.600]  某個程度九個門徒
[00:09:54.600 --> 00:09:56.600]  都被摒之於門外
[00:09:56.600 --> 00:10:00.600]  爲什麼特別去寵愛他呢?
[00:10:00.600 --> 00:10:02.600]  要聽前面再前面
[00:10:02.600 --> 00:10:04.600]  就是兩個星期前
[00:10:04.600 --> 00:10:05.600]  三人行
[00:10:05.600 --> 00:10:08.600]  解釋了爲什麼耶穌特別帶彼得、雅各和雅各去看
[00:10:08.600 --> 00:10:09.600]  好了
[00:10:09.600 --> 00:10:10.600]  你有沒有留意到
[00:10:10.600 --> 00:10:14.600]  原來當他叫雅老女兒復活的時候
[00:10:14.600 --> 00:10:16.600]  只是彼得、雅各、約翰
[00:10:16.600 --> 00:10:22.600]  加上雅老和他的妻子和耶穌在
[00:10:22.600 --> 00:10:24.600]  其他人是不在的
[00:10:24.600 --> 00:10:26.600]  爲什麼要這樣呢?
[00:10:26.600 --> 00:10:29.600]  就是要帶出一個很重要的事
[00:10:29.600 --> 00:10:31.600]  就是讓這些人知道
[00:10:31.600 --> 00:10:35.600]  我們的主是有復活的能力
[00:10:35.600 --> 00:10:36.600]  主
[00:10:36.600 --> 00:10:37.600]  你有沒有留意到
[00:10:37.600 --> 00:10:40.600]  不是大聲呼喊
[00:10:40.600 --> 00:10:42.600]  叫雅老的女兒復活
[00:10:42.600 --> 00:10:44.600]  她很溫柔
[00:10:44.600 --> 00:10:47.600]  但是她顯出了她的權柄
[00:10:47.600 --> 00:10:53.600]  她用慈愛的呼喚女孩起身
[00:10:53.600 --> 00:10:58.600]  這樣就可以叫死了的12歲的女孩子
[00:10:58.600 --> 00:10:59.600]  從死裏復活
[00:10:59.600 --> 00:11:04.600]  在這三個門徒和雅老和他妻子的面前
[00:11:04.600 --> 00:11:06.600]  顯示出很重要的
[00:11:06.600 --> 00:11:09.600]  就是她能夠管轄死亡
[00:11:09.600 --> 00:11:11.600]  她是掌管死亡
[00:11:11.600 --> 00:11:13.600]  也可以叫人復活
[00:11:13.600 --> 00:11:15.600]  正如主耶穌曾經說
[00:11:15.600 --> 00:11:17.600]  我就是復活
[00:11:17.600 --> 00:11:18.600]  復活在我
[00:11:18.600 --> 00:11:19.600]  生命也在我
[00:11:19.600 --> 00:11:21.600]  英文語文意思就是
[00:11:21.600 --> 00:11:22.600]  我就是復活
[00:11:22.600 --> 00:11:26.600]  所以主的大能量叫他們起死回生
[00:11:26.600 --> 00:11:29.600]  這一次登山的時候
[00:11:29.600 --> 00:11:32.600]  這羣人就模模糊糊地
[00:11:32.600 --> 00:11:36.600]  聽到摩西爾利亞
[00:11:36.600 --> 00:11:39.600]  講論主耶穌離世的事
[00:11:39.600 --> 00:11:42.600]  但是其實他們可能聽得不清楚
[00:11:42.600 --> 00:11:43.600]  一會兒我們會看
[00:11:43.600 --> 00:11:44.600]  他閉上眼睛
[00:11:44.600 --> 00:11:48.600]  但是最後就見到主榮耀的形象
[00:11:48.600 --> 00:11:50.600]  這個就是他們看到
[00:11:50.600 --> 00:11:52.600]  剎那很短暫
[00:11:52.600 --> 00:11:54.600]  見到永恆的主
[00:11:54.600 --> 00:11:56.600]  祂的生命是怎樣的?
[00:11:56.600 --> 00:11:59.600]  原來祂能夠超越了死亡
[00:11:59.600 --> 00:12:04.600]  死亡絕對不能夠碰到我們的主
[00:12:04.600 --> 00:12:06.600]  但是很奇妙
[00:12:06.600 --> 00:12:08.600]  他們在講主耶穌的離世
[00:12:08.600 --> 00:12:09.600]  見到我們講離世
[00:12:09.600 --> 00:12:11.600]  會出埃及這個字
[00:12:11.600 --> 00:12:15.600]  第一次帶着三個門徒
[00:12:15.600 --> 00:12:17.600]  其他門徒沒有份的
[00:12:17.600 --> 00:12:20.600]  就是去看艾努的女兒復活
[00:12:20.600 --> 00:12:23.600]  讓他看到耶穌基督掌管死亡
[00:12:23.600 --> 00:12:25.600]  可以叫死人復活
[00:12:25.600 --> 00:12:29.600]  第二次就是現在我們所看的登山變象
[00:12:29.600 --> 00:12:31.600]  讓他看到耶穌基督真正的本相
[00:12:31.600 --> 00:12:33.600]  原來很榮耀
[00:12:33.600 --> 00:12:34.600]  第三次
[00:12:34.600 --> 00:12:37.600]  最後一次是什麼時候呢?
[00:12:37.600 --> 00:12:39.600]  我想大家就會熟悉了
[00:12:39.600 --> 00:12:41.600]  就是在《喀西瑪麗園》的土告
[00:12:41.600 --> 00:12:45.600]  可以看《馬可福音》第14章33到34節
[00:12:45.600 --> 00:12:49.600]  「於是帶着彼得、雅各、約翰同去
[00:12:49.600 --> 00:12:51.600]  就驚恐起來極其難過
[00:12:51.600 --> 00:12:54.600]  對他們說:我心裏甚是憂傷
[00:12:54.600 --> 00:12:56.600]  幾乎要死
[00:12:56.600 --> 00:12:59.600]  你們在這裏等候警醒」
[00:12:59.600 --> 00:13:02.600]  你留意到主耶穌
[00:13:02.600 --> 00:13:04.600]  面對十字架的死亡
[00:13:04.600 --> 00:13:09.600]  祂很肯定知道自己一定會從死裏復活
[00:13:09.600 --> 00:13:12.600]  但是面對十字架的苦楚
[00:13:12.600 --> 00:13:14.600]  祂也害怕
[00:13:14.600 --> 00:13:18.600]  正如我近期也會撓撓手指
[00:13:18.600 --> 00:13:20.600]  看看血糖是怎樣
[00:13:20.600 --> 00:13:21.600]  到了家裏人
[00:13:21.600 --> 00:13:23.600]  他們很害怕
[00:13:23.600 --> 00:13:24.600]  我說:害怕什麼?
[00:13:24.600 --> 00:13:26.600]  撓這樣
[00:13:26.600 --> 00:13:28.600]  很痛很痛很痛
[00:13:28.600 --> 00:13:30.600]  這些是很自然的
[00:13:30.600 --> 00:13:32.600]  但是耶穌基督
[00:13:32.600 --> 00:13:33.600]  祂面對死亡
[00:13:33.600 --> 00:13:35.600]  雖然知道自己會復活
[00:13:35.600 --> 00:13:36.600]  但是祂也知道
[00:13:36.600 --> 00:13:38.600]  十字架的苦楚是很痛苦的
[00:13:38.600 --> 00:13:40.600]  所以祂也害怕
[00:13:40.600 --> 00:13:43.600]  祂甚至求神拿下這個虎杯
[00:13:43.600 --> 00:13:45.600]  所以祂很難過
[00:13:45.600 --> 00:13:47.600]  於是祂和門徒說
[00:13:47.600 --> 00:13:48.600]  大家有沒有留意到
[00:13:48.600 --> 00:13:51.600]  祂特別帶着彼得、雅各、約翰
[00:13:51.600 --> 00:13:53.600]  近一些他們在那裏
[00:13:53.600 --> 00:13:55.600]  其他八個門徒
[00:13:55.600 --> 00:13:57.600]  就會離遠一些
[00:13:57.600 --> 00:14:00.600]  然後祂很真誠地跟他們說
[00:14:00.600 --> 00:14:03.600]  我心裏甚至憂傷
[00:14:03.600 --> 00:14:05.600]  幾乎要死
[00:14:05.600 --> 00:14:06.600]  你們在這裏等候
[00:14:06.600 --> 00:14:07.600]  警醒
[00:14:07.600 --> 00:14:09.600]  所以讓我們看到
[00:14:09.600 --> 00:14:15.600]  主耶穌因爲要甘心承擔人的罪
[00:14:15.600 --> 00:14:16.600]  屈身
[00:14:16.600 --> 00:14:19.600]  降服於死亡裏面的時候
[00:14:19.600 --> 00:14:21.600]  於是祂就能夠面對
[00:14:21.600 --> 00:14:24.600]  這個死亡的驚恐
[00:14:24.600 --> 00:14:26.600]  請你們來支持
[00:14:26.600 --> 00:14:27.600]  所以你有沒有留意到
[00:14:27.600 --> 00:14:30.600]  主耶穌三次帶着這三個門徒
[00:14:30.600 --> 00:14:33.600]  都是與死亡有關的
[00:14:33.600 --> 00:14:37.600]  就是叫大佬的女兒復活
[00:14:37.600 --> 00:14:38.600]  燈芯變障
[00:14:38.600 --> 00:14:40.600]  但是會說到她的死亡之後
[00:14:40.600 --> 00:14:43.600]  祂有榮耀的復活
[00:14:43.600 --> 00:14:46.600]  第三就是面對十字架的苦楚
[00:14:46.600 --> 00:14:48.600]  都是面對死亡
[00:14:48.600 --> 00:14:51.600]  因爲他們不明白主走向死亡的意義
[00:14:51.600 --> 00:14:54.600]  更加不明白主耶穌死了之後復活
[00:14:54.600 --> 00:14:56.600]  帶來的那種勝利
[00:14:56.600 --> 00:14:58.600]  這一次上山
[00:14:58.600 --> 00:15:02.600]  是主耶穌特別刻意的安排
[00:15:02.600 --> 00:15:05.600]  是主給他們有特別的預備
[00:15:05.600 --> 00:15:09.600]  日後他們再想的時候
[00:15:09.600 --> 00:15:11.600]  就知道這個意思在哪裏了
[00:15:11.600 --> 00:15:14.600]  所以對他們來說是有深遠的影響的
[00:15:14.600 --> 00:15:16.600]  記不記得上次我們說
[00:15:16.600 --> 00:15:19.600]  彼得書信寫到自己的去世
[00:15:19.600 --> 00:15:24.600]  都是用了主當日在山上容去世
[00:15:24.600 --> 00:15:27.600]  就是出來這個字來說的
[00:15:27.600 --> 00:15:30.600]  所以今天我們有時候會有懼怕
[00:15:30.600 --> 00:15:34.600]  很多人在今年裏面都有很多的謊言
[00:15:34.600 --> 00:15:36.600]  包括我們在內
[00:15:36.600 --> 00:15:38.600]  因爲來了英國五年了
[00:15:38.600 --> 00:15:40.600]  很多人在申請5+1
[00:15:40.600 --> 00:15:43.600]  就是要永居
[00:15:43.600 --> 00:15:45.600]  有很多不同的資訊
[00:15:45.600 --> 00:15:46.600]  有不同的人去說
[00:15:46.600 --> 00:15:49.600]  那些人越看就越慌張
[00:15:49.600 --> 00:15:50.600]  越看就越害怕
[00:15:50.600 --> 00:15:51.600]  死了會不會又漏了這些
[00:15:51.600 --> 00:15:52.600]  又漏了那些
[00:15:52.600 --> 00:15:54.600]  一會兒又按不按到快診
[00:15:54.600 --> 00:15:56.600]  可不可以申請到
[00:15:56.600 --> 00:15:58.600]  甚至我今天聽到一個人說
[00:15:58.600 --> 00:15:59.600]  我說不是吧
[00:15:59.600 --> 00:16:02.600]  他說到他現在打算賣樓
[00:16:02.600 --> 00:16:04.600]  因爲不知道自己能不能申請到
[00:16:04.600 --> 00:16:06.600]  不如先賣了物業吧
[00:16:06.600 --> 00:16:08.600]  我說那也行
[00:16:08.600 --> 00:16:10.600]  你申請不到你才賣物業
[00:16:10.600 --> 00:16:11.600]  爲什麼現在都沒申請
[00:16:11.600 --> 00:16:13.600]  你就賣定物業呢
[00:16:13.600 --> 00:16:15.600]  我再想一想
[00:16:15.600 --> 00:16:18.600]  不是的 英國和香港很不同
[00:16:18.600 --> 00:16:21.600]  因爲要一段很長的時間
[00:16:21.600 --> 00:16:23.600]  如果申請了的時候
[00:16:23.600 --> 00:16:24.600]  雖然賣了給人家
[00:16:24.600 --> 00:16:25.600]  但未到成交
[00:16:25.600 --> 00:16:26.600]  他都可以推翻的
[00:16:26.600 --> 00:16:27.600]  但無論怎樣
[00:16:27.600 --> 00:16:30.600]  今天可能很多人都會有這個懼怕
[00:16:30.600 --> 00:16:32.600]  但我們真的需要仰望神
[00:16:32.600 --> 00:16:34.600]  不要怕 只要信
[00:16:34.600 --> 00:16:35.600]  如果我們相信神
[00:16:35.600 --> 00:16:37.600]  仍然是我們生命的主宰
[00:16:37.600 --> 00:16:38.600]  祂必定爲我們預備的
[00:16:38.600 --> 00:16:41.600]  有時候我們會不會有些很特別的經歷
[00:16:41.600 --> 00:16:44.600]  以致我們可以有不同的體會呢
[00:16:44.600 --> 00:16:46.600]  曾經跟大家分享過的
[00:16:46.600 --> 00:16:48.600]  這張照片很重要
[00:16:48.600 --> 00:16:51.600]  就是1990年我第一次去以色列的時候
[00:16:51.600 --> 00:16:52.600]  就在尼泊爾山
[00:16:52.600 --> 00:16:55.600]  我說我經歷了一個土告
[00:16:55.600 --> 00:16:56.600]  很經歷到
[00:16:56.600 --> 00:16:57.600]  就是神告訴我
[00:16:57.600 --> 00:16:58.600]  你留在這裏
[00:16:58.600 --> 00:16:59.600]  湊大這羣人
[00:16:59.600 --> 00:17:01.600]  當時在這個異像裏面
