
[00:00:00.000 --> 00:00:03.440]  講起新年 我們華人的文化
[00:10:14.400 --> 00:10:16.400]  我們都會
[00:10:16.400 --> 00:10:18.400]  所以
[00:10:18.400 --> 00:10:20.400]  這裡智者就說
[00:10:20.400 --> 00:10:22.400]  我們去看看這個世界
[00:10:22.400 --> 00:10:24.400]  我們就得到
[00:10:24.400 --> 00:10:26.400]  這些智慧
[00:10:26.400 --> 00:10:28.400]  最近你和上帝的關係
[00:10:28.400 --> 00:10:30.400]  怎樣
[00:10:30.400 --> 00:10:32.400]  近來怎樣
[00:10:32.400 --> 00:10:34.400]  看看你有沒有下功夫
[00:10:34.400 --> 00:10:36.400]  你沒有下功夫的話
[00:10:36.400 --> 00:10:38.400]  感謝包單
[00:10:38.400 --> 00:10:40.400]  你一定
[00:10:40.400 --> 00:10:42.400]  會變成混亂
[00:10:42.400 --> 00:10:44.400]  最後就是死亡
[00:10:44.400 --> 00:10:46.400]  所以
[00:10:46.400 --> 00:10:48.400]  看針研的時候
[00:10:48.400 --> 00:10:50.400]  你會發現它很多時候
[00:10:50.400 --> 00:10:52.400]  要求我們
[00:10:52.400 --> 00:10:54.400]  或者一些針研的句語
[00:10:54.400 --> 00:10:56.400]  去描述
[00:10:56.400 --> 00:10:58.400]  這個世界發生了什麼事
[00:10:58.400 --> 00:11:00.400]  然後要我們去
[00:11:00.400 --> 00:11:02.400]  給一點心思
[00:11:02.400 --> 00:11:04.400]  去思考
[00:11:04.400 --> 00:11:06.400]  去想想到底在我們心靈裡面
[00:11:06.400 --> 00:11:08.400]  應該怎樣去應用出來
[00:11:08.400 --> 00:11:10.400]  所以有時候
[00:11:10.400 --> 00:11:12.400]  我們看針研的時候就會覺得
[00:11:12.400 --> 00:11:14.400]  很世俗
[00:11:14.400 --> 00:11:16.400]  好像很世俗
[00:11:16.400 --> 00:11:18.400]  因為沒有講一些
[00:11:18.400 --> 00:11:20.400]  以色列的重要的
[00:11:20.400 --> 00:11:22.400]  一些體制
[00:11:22.400 --> 00:11:24.400]  其他書都有
[00:11:24.400 --> 00:11:26.400]  講到出埃及
[00:11:26.400 --> 00:11:28.400]  堅勝殿
[00:11:28.400 --> 00:11:30.400]  耶路撒冷的敬拜等等
[00:11:30.400 --> 00:11:32.400]  很多時候針研
[00:11:32.400 --> 00:11:34.400]  就沒有怎樣看過
[00:11:34.400 --> 00:11:36.400]  所以我們的感覺就是
[00:11:36.400 --> 00:11:38.400]  譬如看到這些
[00:11:38.400 --> 00:11:40.400]  針研的格言
[00:11:40.400 --> 00:11:42.400]  好像覺得和我們華人的文化
[00:11:42.400 --> 00:11:44.400]  差不多
[00:11:44.400 --> 00:11:46.400]  不過
[00:11:46.400 --> 00:11:48.400]  我們不要忘記
[00:11:48.400 --> 00:11:50.400]  很多時候它會提到耶和華這個字
[00:11:50.400 --> 00:11:52.400]  就是上帝
[00:11:52.400 --> 00:11:54.400]  與以色列人的約
[00:11:54.400 --> 00:11:56.400]  所以針研
[00:11:56.400 --> 00:11:58.400]  雖然我感覺可能會
[00:11:58.400 --> 00:12:00.400]  一些比較
[00:12:00.400 --> 00:12:02.400]  世俗的講法
[00:12:02.400 --> 00:12:04.400]  但裡面久不久都會提到
[00:12:04.400 --> 00:12:06.400]  耶和華這個字
[00:12:06.400 --> 00:12:08.400]  耶和華這個名字
[00:12:08.400 --> 00:12:10.400]  所以是
[00:12:10.400 --> 00:12:12.400]  以我們和上帝的關係開始
[00:12:12.400 --> 00:12:14.400]  才能夠領略到
[00:12:14.400 --> 00:12:16.400]  這些智慧
[00:12:16.400 --> 00:12:18.400]  一章第七節
[00:12:18.400 --> 00:12:20.400]  開頭的時候
[00:12:20.400 --> 00:12:22.400]  很多時候我們都會背
[00:12:22.400 --> 00:12:24.400]  或者會記得
[00:12:24.400 --> 00:12:26.400]  這裡講什麼呢
[00:12:26.400 --> 00:12:28.400]  敬畏耶和華才是智慧的開端
[00:12:28.400 --> 00:12:30.400]  知識的開端
[00:12:30.400 --> 00:12:32.400]  但慾望人就是藐視智慧和教訓
[00:12:32.400 --> 00:12:34.400]  針研一開始
[00:12:36.400 --> 00:12:38.400]  有一個context
[00:12:38.400 --> 00:12:40.400]  就好像爸爸去教
[00:12:40.400 --> 00:12:42.400]  子女
[00:12:42.400 --> 00:12:44.400]  告訴他要走在智慧的道裡面
[00:12:44.400 --> 00:12:46.400]  要忠於
[00:12:46.400 --> 00:12:48.400]  恩若裡面的上帝
[00:12:48.400 --> 00:12:50.400]  要忠於你所信仰的上帝
[00:12:50.400 --> 00:12:52.400]  你和上帝的關係
[00:12:52.400 --> 00:12:54.400]  因為這個兒子
[00:12:54.400 --> 00:12:56.400]  快要成家立室
[00:12:56.400 --> 00:12:58.400]  所以用一個家庭教育的
[00:12:58.400 --> 00:13:00.400]  場景
[00:13:00.400 --> 00:13:02.400]  表達出智慧的重要
[00:13:02.400 --> 00:13:04.400]  生命裡面一定要做一些決定
[00:13:04.400 --> 00:13:06.400]  一些很重要的決定
[00:13:06.400 --> 00:13:08.400]  一定要今天
[00:13:08.400 --> 00:13:10.400]  你就要去做
[00:13:10.400 --> 00:13:12.400]  所以由第一章到第九章
[00:13:12.400 --> 00:13:14.400]  花了很多
[00:13:14.400 --> 00:13:16.400]  口水
[00:13:16.400 --> 00:13:18.400]  花了很多篇幅
[00:13:18.400 --> 00:13:20.400]  去呼籲讀者
[00:13:20.400 --> 00:13:22.400]  呼籲我們
[00:13:22.400 --> 00:13:24.400]  告訴我們我們一定要
[00:13:24.400 --> 00:13:26.400]  在我們心靈裡面
[00:13:26.400 --> 00:13:28.400]  去揀選智慧
[00:13:28.400 --> 00:13:30.400]  揀選耶和華
[00:13:30.400 --> 00:13:32.400]  由耶和華開始
[00:13:32.400 --> 00:13:34.400]  信耶穌開始
[00:13:34.400 --> 00:13:36.400]  以至我們能夠
[00:13:36.400 --> 00:13:38.400]  聽到智慧
[00:13:38.400 --> 00:13:40.400]  我們生活裡面有智慧
[00:13:40.400 --> 00:13:42.400]  所以在針研
[00:13:42.400 --> 00:13:44.400]  很多時候我們都會skip了
[00:13:44.400 --> 00:13:46.400]  就是頭九章
[00:13:46.400 --> 00:13:48.400]  頭九章都是一個很長很長的序言
[00:13:48.400 --> 00:13:50.400]  這個和我們今天
[00:13:50.400 --> 00:13:52.400]  寫作的手法有點不同
[00:13:52.400 --> 00:13:54.400]  因為我們拿一本書的時候
[00:13:54.400 --> 00:13:56.400]  看一本書的時候
[00:13:56.400 --> 00:13:58.400]  序言的preface通常是一兩頁
[00:13:58.400 --> 00:14:00.400]  很短的
[00:14:00.400 --> 00:14:02.400]  但是之後
[00:14:02.400 --> 00:14:04.400]  所以很多時候我們都不看preface
[00:14:04.400 --> 00:14:06.400]  但是在這些智慧的文學
[00:14:06.400 --> 00:14:08.400]  preface就是最重要的
[00:14:08.400 --> 00:14:10.400]  頭九章告訴你
[00:14:10.400 --> 00:14:12.400]  勵勸我們
[00:14:12.400 --> 00:14:14.400]  就是要聽智慧的說話
[00:14:14.400 --> 00:14:16.400]  要行在智慧的道裡面
[00:14:16.400 --> 00:14:18.400]  第九章第一節
[00:14:18.400 --> 00:14:22.400]  這裡是preface
[00:14:22.400 --> 00:14:24.400]  最後的時候
[00:14:24.400 --> 00:14:26.400]  九章第一節
[00:14:26.400 --> 00:14:28.400]  智慧建造自己的房屋
[00:14:28.400 --> 00:14:30.400]  作成有
[00:14:30.400 --> 00:14:32.400]  七斤的柱子
[00:14:32.400 --> 00:14:34.400]  他宰殺
[00:14:34.400 --> 00:14:36.400]  牲口
[00:14:36.400 --> 00:14:38.400]  調配美酒
[00:14:38.400 --> 00:14:40.400]  擺設筵席
[00:14:40.400 --> 00:14:42.400]  他就是智慧
[00:14:42.400 --> 00:14:44.400]  就差派他的侍女出去
[00:14:44.400 --> 00:14:46.400]  自己又在城的高處呼喊
[00:14:46.400 --> 00:14:48.400]  瑞士御夢人
[00:14:48.400 --> 00:14:50.400]  可以到我這裡來
[00:14:50.400 --> 00:14:52.400]  然後跳到第十節
[00:14:52.400 --> 00:14:54.400]  敬畏耶和華
[00:14:54.400 --> 00:14:56.400]  是智慧的開端
[00:14:56.400 --> 00:14:58.400]  讀者便是聰明
[00:14:58.400 --> 00:15:00.400]  你藉著我
[00:15:00.400 --> 00:15:02.400]  你作為讀者
[00:15:02.400 --> 00:15:04.400]  你藉著我
[00:15:04.400 --> 00:15:06.400]  智慧
[00:15:06.400 --> 00:15:08.400]  日子就會增多
[00:15:08.400 --> 00:15:10.400]  年歲也會加添
[00:15:10.400 --> 00:15:12.400]  這裡原文
[00:15:12.400 --> 00:15:14.400]  由第二節開始
[00:15:14.400 --> 00:15:16.400]  他字是一個音成
[00:15:16.400 --> 00:15:18.400]  女性的他
[00:15:18.400 --> 00:15:20.400]  我就不知道為什麼
[00:15:20.400 --> 00:15:22.400]  新譯本或者和學本
[00:15:22.400 --> 00:15:24.400]  武譯或者新譯本
[00:15:24.400 --> 00:15:26.400]  將他譯成一個死物他
[00:15:26.400 --> 00:15:28.400]  其實原文
[00:15:28.400 --> 00:15:30.400]  真是女性的他
[00:15:30.400 --> 00:15:32.400]  這個有道理
[00:15:32.400 --> 00:15:34.400]  為什麼要這樣譯
[00:15:34.400 --> 00:15:36.400]  或者原文為什麼要有這個意思
[00:15:36.400 --> 00:15:38.400]  因為希伯來文
[00:15:38.400 --> 00:15:40.400]  智慧這個字
[00:15:40.400 --> 00:15:42.400]  是女性的
[00:15:42.400 --> 00:15:44.400]  因為希伯來文
[00:15:44.400 --> 00:15:46.400]  和很多
[00:15:46.400 --> 00:15:48.400]  譬如法文等等
[00:15:48.400 --> 00:15:50.400]  有相似的地方
[00:15:50.400 --> 00:15:52.400]  他的名詞
[00:15:52.400 --> 00:15:54.400]  有陰性有陽性
[00:15:54.400 --> 00:15:56.400]  有些是男有些是女
[00:15:56.400 --> 00:15:58.400]  哭罵智慧
[00:15:58.400 --> 00:16:00.400]  剛剛就是女性
[00:16:00.400 --> 00:16:02.400]  在這本的智慧文學
[00:16:02.400 --> 00:16:04.400]  針研裡面
[00:16:04.400 --> 00:16:06.400]  智慧就是
[00:16:06.400 --> 00:16:08.400]  好像女性一樣
[00:16:08.400 --> 00:16:10.400]  所以有時候我們會
[00:16:10.400 --> 00:16:12.400]  形容他是女性智慧
[00:16:12.400 --> 00:16:14.400]  或者女性智慧
[00:16:14.400 --> 00:16:16.400]  就是這個
[00:16:16.400 --> 00:16:18.400]  女士
