
[00:00:00.000 --> 00:00:03.080]  我在二十年前左右做過一間
[00:01:45.480 --> 00:01:48.560]  三個大字整個曾錦權的大相在那裡
[00:01:48.560 --> 00:01:50.360]  接著另外一半的人
[00:01:50.360 --> 00:01:53.720]  包括我在內我們覺得應該寫著
[00:01:53.720 --> 00:01:57.160]  「我自卑」三個大字
[00:01:57.160 --> 00:02:00.320]  為什麼一些人說自大 都說自卑呢
[00:02:00.320 --> 00:02:02.960]  因為曾錦權他自己的講法
[00:02:02.960 --> 00:02:05.680]  其實兩樣東西都有的
[00:02:05.680 --> 00:02:09.680]  他的訪問裡面大部分的間接是在講
[00:02:09.680 --> 00:02:13.600]  他長期覺得自己要證明自己
[00:02:13.600 --> 00:02:16.080]  處於一種很自卑的心態
[00:02:16.080 --> 00:02:18.080]  大家知不知道曾錦權的成長裡面
[00:02:18.080 --> 00:02:21.200]  為什麼他有這麼強烈的自卑的心態
[00:02:21.200 --> 00:02:24.160]  因為他讀完中學之後
[00:02:24.160 --> 00:02:26.160]  他沒有機會讀大學
[00:02:26.160 --> 00:02:27.960]  他當時很多人都知道
[00:02:27.960 --> 00:02:30.080]  他爸爸在這個基督部隊
[00:02:30.080 --> 00:02:32.280]  所以他的弟弟就在基督部隊
[00:02:32.280 --> 00:02:35.280]  曾錦培做了警務處處長那一位
[00:02:35.280 --> 00:02:37.520]  講著講著曾培住在我樓下
[00:02:37.520 --> 00:02:39.880]  同一部碟子都經常碰到他
[00:02:39.880 --> 00:02:44.760]  因為出了基督部隊人工不高當時
[00:02:44.760 --> 00:02:46.600]  所以他沒有錢讀大學
[00:02:46.600 --> 00:02:48.080]  他作為一個大哥
[00:02:48.080 --> 00:02:51.600]  他選擇讀完中學就出來工作
[00:02:51.600 --> 00:02:52.760]  他厲害
[00:02:52.760 --> 00:02:55.880]  居然中學出來工作之後一段時間
[00:02:55.880 --> 00:02:58.160]  進了政府考做AO
[00:02:58.160 --> 00:03:00.880]  大家都知道AO當時是很難考的
[00:03:00.880 --> 00:03:02.120]  現在都不容易
[00:03:02.120 --> 00:03:03.960]  就算我出生的時候
[00:03:03.960 --> 00:03:06.480]  AO每年請20個政府
[00:03:06.480 --> 00:03:08.960]  通常10個是香港大學
[00:03:08.960 --> 00:03:11.680]  只是港大當時中大都是沒有人做AO的
[00:03:11.680 --> 00:03:13.960]  港大最頂尖的學生
[00:03:13.960 --> 00:03:16.680]  另外10個大部份都是我的同學
[00:03:16.680 --> 00:03:18.440]  即是劍橋大學的畢業生
[00:03:18.440 --> 00:03:20.520]  牛津都極少好像沒有見過
[00:03:20.520 --> 00:03:22.200]  我幾屆全都是劍橋人
[00:03:22.200 --> 00:03:24.960]  劍橋人加港大人就講完了
[00:03:24.960 --> 00:03:26.920]  但曾蔭權他連大學都沒有讀
[00:03:26.920 --> 00:03:28.640]  居然進去做AO
[00:03:28.640 --> 00:03:30.240]  這些全部是後來的高官
[00:03:30.240 --> 00:03:32.920]  當然都是那個時代的AO出身的
[00:03:32.920 --> 00:03:33.960]  很厲害
[00:03:33.960 --> 00:03:36.400]  表面上很叻的人就進去做AO
[00:03:36.400 --> 00:03:38.120]  但他的同班同學
[00:03:38.120 --> 00:03:39.720]  即同屆他做AO的人
[00:03:39.720 --> 00:03:42.640]  全部都是港大最頂尖的畢業生
[00:03:42.640 --> 00:03:44.800]  即陳方安生那班人
[00:03:44.800 --> 00:03:46.960]  所以一直都有一個很強烈的自卑感
[00:03:46.960 --> 00:03:49.440]  覺得我跟我一起出身的這班高官
[00:03:49.440 --> 00:03:51.680]  個個都是港大first class honor
[00:03:51.680 --> 00:03:53.520]  我連大學都沒有讀過
[00:03:53.520 --> 00:03:54.520]  被他們看不起
[00:03:54.520 --> 00:03:56.600]  我們這些中學仔走來做AO
[00:03:56.600 --> 00:03:58.920]  所以經常有強烈的傾向
[00:03:58.920 --> 00:04:01.600]  要證明給身邊的這班AO看
[00:04:01.600 --> 00:04:03.600]  我都可以 我曾蔭權都可以
[00:04:03.600 --> 00:04:05.640]  後來走去外國
[00:04:05.640 --> 00:04:09.640]  你知道AO當時都會送寶送去外國讀master
[00:04:09.640 --> 00:04:12.640]  用很高分成績去畢業
[00:04:12.640 --> 00:04:15.000]  所以後來他做到政務司司長
[00:04:15.000 --> 00:04:17.200]  他就很proud(自豪) 你明不明
[00:04:17.200 --> 00:04:22.360]  你看看你們這班港大畢業的頂尖高材生
[00:04:22.360 --> 00:04:25.240]  現在全部最多只做到局長
[00:04:25.240 --> 00:04:27.240]  我做到政務司司長
[00:04:27.240 --> 00:04:30.080]  是最頂尖 即除了特首以下
[00:04:30.080 --> 00:04:31.600]  最頂尖就是我
[00:04:31.600 --> 00:04:34.480]  當然他當時不知道後來還要做特首
[00:04:34.480 --> 00:04:37.280]  他覺得我終於證明到
[00:04:37.280 --> 00:04:41.320]  我比你們這班港大仔都厲害
[00:04:41.320 --> 00:04:43.320]  所以在訪問當中
[00:04:43.320 --> 00:04:45.320]  他一種很自大的豪氣
[00:04:45.320 --> 00:04:46.320]  亦都出到來
[00:04:46.320 --> 00:04:51.840]  他的生命就經常處於一種自卑與自大之間
[00:04:51.840 --> 00:04:54.560]  亦都後來做特首那段時間
[00:04:54.560 --> 00:04:56.960]  我跟他的交往
[00:04:56.960 --> 00:04:58.960]  你看他電視上的表現
[00:04:58.960 --> 00:05:02.320]  你都看得出他心裏面的情緒
[00:05:02.320 --> 00:05:06.640]  亦都長期處於一種自卑與自大之間的情緒交接點
[00:05:06.640 --> 00:05:08.640]  所以他站在立法會那裏
[00:05:08.640 --> 00:05:10.640]  他不能夠很容易控制自己的情緒
[00:05:10.640 --> 00:05:11.640]  一時很有自信
[00:05:11.640 --> 00:05:15.040]  一時就表現出情緒容易有失控的感覺
[00:05:15.040 --> 00:05:20.400]  為何一個人的情緒會經常處於自大與自卑之間呢
[00:05:20.400 --> 00:05:22.400]  不是剛好相反的嗎
[00:05:22.400 --> 00:05:25.280]  其實無論一個人自大或自卑
[00:05:25.280 --> 00:05:28.200]  當日我們討論這個封面的時候
[00:05:28.200 --> 00:05:30.680]  我記得很清楚誰指出這件事的
[00:05:30.680 --> 00:05:31.680]  就是李淳欣
[00:05:31.680 --> 00:05:33.680]  當時李淳欣在我的雜誌裏面
[00:05:33.680 --> 00:05:37.360]  她是做副刊那邊的其中一位編輯
[00:05:37.360 --> 00:05:39.360]  可能你都知道李淳欣
[00:05:39.360 --> 00:05:41.360]  電視裏面的白頭佬
[00:05:41.360 --> 00:05:43.360]  經常帶大家去吃美食
[00:05:43.360 --> 00:05:46.240]  所以我們都是負責寫美食的
[00:05:46.240 --> 00:05:48.240]  我記得我第一次去北海道玩
[00:05:48.240 --> 00:05:50.240]  當時我很年輕就做上升主席
[00:05:50.240 --> 00:05:52.240]  三十多歲就做上升主席
[00:05:52.240 --> 00:05:54.240]  我當時還是第一次去北海道
[00:05:54.240 --> 00:05:56.240]  誰教我怎樣玩的就是李淳欣
[00:05:56.240 --> 00:05:58.240]  我記得坐在那裏
[00:05:58.240 --> 00:06:00.240]  人家說日本專家去北海道
[00:06:00.240 --> 00:06:02.240]  我第一次去就說第一次去北海道那麼誇張
[00:06:02.240 --> 00:06:04.240]  我很深印象
[00:06:04.240 --> 00:06:06.240]  當時第一次去的時候就說
[00:06:06.240 --> 00:06:08.240]  其實自大和自卑都是一樣的
[00:06:08.240 --> 00:06:10.240]  都是源於同樣的心理狀態
[00:06:10.240 --> 00:06:12.240]  就是一種心裏面的不安全感
[00:06:12.240 --> 00:06:16.240]  覺得其他人能不能接納到我呢
[00:06:16.240 --> 00:06:18.240]  很想用自己的成就
[00:06:18.240 --> 00:06:20.240]  去證明給身邊的人看
[00:06:20.240 --> 00:06:22.240]  我是可以的
[00:06:22.240 --> 00:06:24.240]  這種強烈的不安全感
[00:06:24.240 --> 00:06:26.240]  就成為你自卑
[00:06:26.240 --> 00:06:28.240]  亦都是你後來自大的同一個存在
[00:06:28.240 --> 00:06:30.240]  我很清楚這種感受
[00:06:30.240 --> 00:06:32.240]  我自己成長時都一樣
[00:06:32.240 --> 00:06:34.240]  我成日都想在我成長當中
[00:06:34.240 --> 00:06:36.240]  證明給我身邊的人看
[00:06:36.240 --> 00:06:38.240]  我是可以的
[00:06:38.240 --> 00:06:40.240]  這種強烈證明自己的感受
[00:06:40.240 --> 00:06:42.240]  我在回想甚麼令到我這樣呢
[00:06:42.240 --> 00:06:44.240]  我估其中一個因素
[00:06:44.240 --> 00:06:46.240]  就是我爸爸
[00:06:46.240 --> 00:06:48.240]  我爸爸沒有怎樣讀過書
[00:06:48.240 --> 00:06:50.240]  但他就覺得有一個兒子讀書
[00:06:50.240 --> 00:06:52.240]  是一個很驕傲
[00:06:52.240 --> 00:06:54.240]  我是最大的兒子
[00:06:54.240 --> 00:06:56.240]  我小時候就入了一間名校
[00:06:56.240 --> 00:07:00.240]  都是在建浸附近的中西區
[00:07:00.240 --> 00:07:02.240]  叫聖保羅南校
[00:07:02.240 --> 00:07:04.240]  即是全名聖保羅書院
[00:07:04.240 --> 00:07:06.240]  我當時已經覺得是一間不錯的學校
[00:07:06.240 --> 00:07:08.240]  現在可能定位跌了一點
[00:07:08.240 --> 00:07:10.240]  當時是二線的名校
[00:07:10.240 --> 00:07:12.240]  但雖然是二線的名校
[00:07:12.240 --> 00:07:14.240]  我身分證入了聖保羅南校後
[00:07:14.240 --> 00:07:18.240]  我爸爸其實成日都很肯定我是聖保羅南校
[00:07:18.240 --> 00:07:20.240]  我爸爸介紹給親戚時
[00:07:20.240 --> 00:07:22.240]  都有人問
[00:07:22.240 --> 00:07:26.240]  我叫葉松茂
[00:07:26.240 --> 00:07:28.240]  松茂在哪裏讀書
[00:07:28.240 --> 00:07:30.240]  我爸爸最流行這樣說
[00:07:30.240 --> 00:07:32.240]  聖保羅
[00:07:32.240 --> 00:07:34.240]  我在座很多
[00:07:34.240 --> 00:07:36.240]  就是這間
[00:07:36.240 --> 00:07:38.240]  那些親戚就說
[00:07:38.240 --> 00:07:40.240]  嘩 聰明呀
[00:07:40.240 --> 00:07:42.240]  入到聖保羅南女 入到Coed
[00:07:42.240 --> 00:07:44.240]  我爸爸笑著笑著又不出聲
[00:07:44.240 --> 00:07:46.240]  我就望著他
[00:07:46.240 --> 00:07:48.240]  甚麼意思呀 你這樣
[00:07:48.240 --> 00:07:50.240]  我心裏想 人家說我是Coed
[00:07:50.240 --> 00:07:52.240]  不是說我是聖保羅Boys
[00:07:52.240 --> 00:07:54.240]  為甚麼要告訴別人
[00:07:54.240 --> 00:07:56.240]  後來更誇張 試過當著我的面
[00:07:56.240 --> 00:07:58.240]  他直接說謊
[00:07:58.240 --> 00:08:00.240]  跟親戚說我是聖保羅南女
[00:08:00.240 --> 00:08:02.240]  有時候就說我是英皇
[00:08:02.240 --> 00:08:04.240]  我心裏想 怎麼搞的
[00:08:04.240 --> 00:08:06.240]  我是聖保羅Boys
[00:08:06.240 --> 00:08:08.240]  英皇在我隔離 不是英皇
[00:08:08.240 --> 00:08:10.240]  當然我很快就明白
[00:08:10.240 --> 00:08:12.240]  在我成長當中
[00:08:12.240 --> 00:08:14.240]  在親戚朋友 在我爸爸心目中
[00:08:14.240 --> 00:08:16.240]  聖保羅南校是真的不及英皇
[00:08:16.240 --> 00:08:18.240]  也不及聖保羅Coed
[00:08:18.240 --> 00:08:20.240]  所以我爸爸才會這樣說話
[00:08:20.240 --> 00:08:22.240]  製造這種假象
[00:08:22.240 --> 00:08:24.240]  以為我是聖保羅Boys
[00:08:24.240 --> 00:08:26.240]  以為我是Coed 即是跟英皇
[00:08:26.240 --> 00:08:28.240]  所以我小時候有這樣的情意結
[00:08:28.240 --> 00:08:30.240]  到現在還有
[00:08:30.240 --> 00:08:32.240]  就是想證明給我身邊的人看
[00:08:32.240 --> 00:08:34.240]  證明甚麼
[00:08:34.240 --> 00:08:36.240]  不難想像
[00:08:36.240 --> 00:08:38.240]  證明我雖然是聖保羅Boys
[00:08:38.240 --> 00:08:40.240]  我是絕對不比
[00:08:40.240 --> 00:08:42.240]  一個英皇和Coed的人差
[00:08:42.240 --> 00:08:44.240]  Coed的人做到的事
[00:08:44.240 --> 00:08:46.240]  我一樣做到
[00:08:46.240 --> 00:08:48.240]  Kings的人做到的事
[00:08:48.240 --> 00:08:50.240]  我一樣做到
[00:08:50.240 --> 00:08:52.240]  我怎樣證明自己
[00:08:52.240 --> 00:08:54.240]  從兩方面
[00:08:54.240 --> 00:08:56.240]  化學活動
[00:08:56.240 --> 00:08:58.240]  人家說Coed音樂怎樣厲害
[00:08:58.240 --> 00:09:00.240]  Kings當時有一個
[00:09:00.240 --> 00:09:02.240]  音樂項目跟Coed一樣厲害
[00:09:02.240 --> 00:09:04.240]  我就要證明給你看
[00:09:04.240 --> 00:09:06.240]  在音樂上
[00:09:06.240 --> 00:09:08.240]  我是聖保羅Boys 特別是我葉松茂
[00:09:08.240 --> 00:09:10.240]  一樣可以做得那麼好
[00:09:10.240 --> 00:09:12.240]  甚至更好的
[00:09:12.240 --> 00:09:14.240]  由窮小時候沒機會學音樂
[00:09:14.240 --> 00:09:16.240]  到中三才開始學學氣
[00:09:16.240 --> 00:09:18.240]  短短幾年之間
[00:09:18.240 --> 00:09:20.240]  在中三至中六
[00:09:20.240 --> 00:09:22.240]  我參加
[00:09:22.240 --> 00:09:24.240]  四次的校際音樂節
[00:09:24.240 --> 00:09:26.240]  四次都拿冠軍
[00:09:26.240 --> 00:09:28.240]  四次都砌下英皇和Coed
[00:09:28.240 --> 00:09:30.240]  好想想像
[00:09:30.240 --> 00:09:32.240]  有一次
[00:09:32.240 --> 00:09:34.240]  我自己做指揮
[00:09:34.240 --> 00:09:36.240]  那個樂隊的話
[00:09:36.240 --> 00:09:38.240]  其實Kings
[00:09:38.240 --> 00:09:40.240]  那年都有參加
[00:09:40.240 --> 00:09:42.240]  還是走一首很難的歌
[00:09:42.240 --> 00:09:44.240]  我跟那個負責音樂的老師
[00:09:44.240 --> 00:09:46.240]  討論
[00:09:46.240 --> 00:09:48.240]  Kings的整隊音樂技巧
[00:09:48.240 --> 00:09:50.240]  遠遠比我們高
[00:09:50.240 --> 00:09:52.240]  因為大家只學了幾年
[00:09:52.240 --> 00:09:54.240]  但怎麼辦
[00:09:54.240 --> 00:09:56.240]  大家決定不要緊
[00:09:56.240 --> 00:09:58.240]  可以走一首很深的歌
[00:09:58.240 --> 00:10:00.240]  我們選一首淺的莫扎特
[00:10:00.240 --> 00:10:02.240]  不過透過我作為指揮
[00:10:02.240 --> 00:10:04.240]  一個很精彩
[00:10:04.240 --> 00:10:06.240]  很準確對莫扎特的演繹
[00:10:06.240 --> 00:10:08.240]  來贏他
[00:10:08.240 --> 00:10:10.240]  結果那次比賽我聽著英皇
[00:10:10.240 --> 00:10:12.240]  很厲害的音樂水平
[00:10:12.240 --> 00:10:14.240]  不過失控了
[00:10:14.240 --> 00:10:16.240]  因為那隊太厲害了
[00:10:16.240 --> 00:10:18.240]  指揮越奏越快
[00:10:18.240 --> 00:10:20.240]  完全快過打一首英雄的節奏
[00:10:20.240 --> 00:10:22.240]  技巧很高
[00:10:22.240 --> 00:10:24.240]  但找不到那首歌的神髓
[00:10:24.240 --> 00:10:26.240]  反而我出來走一首很淺的莫扎特
[00:10:26.240 --> 00:10:28.240]  走到剛剛好完美
[00:10:28.240 --> 00:10:30.240]  就贏了他那一年
[00:10:30.240 --> 00:10:32.240]  更深印象
[00:10:32.240 --> 00:10:34.240]  當年
[00:10:34.240 --> 00:10:36.240]  我在中六那年
[00:10:36.240 --> 00:10:38.240]  跟一個同學叫劉永年
[00:10:38.240 --> 00:10:40.240]  他是一個博士
[00:10:40.240 --> 00:10:42.240]  在ivy其中一個學院
[00:10:42.240 --> 00:10:44.240]  做他們工程系的主任
[00:10:44.240 --> 00:10:46.240]  跟劉永年一首二重奏
[00:10:46.240 --> 00:10:48.240]  我奏一音他奏二音
[00:10:48.240 --> 00:10:50.240]  參加公開組
[00:10:50.240 --> 00:10:52.240]  更困難
[00:10:52.240 --> 00:10:54.240]  當年我十八歲
[00:10:54.240 --> 00:10:56.240]  公開組裡有好幾隊
[00:10:56.240 --> 00:10:58.240]  是co-ed我們那些師兄
[00:10:58.240 --> 00:11:00.240]  跟我們同一個老師
[00:11:00.240 --> 00:11:02.240]  他們那些師兄
[00:11:02.240 --> 00:11:04.240]  我們認識的
[00:11:04.240 --> 00:11:06.240]  技巧相當之高
[00:11:06.240 --> 00:11:08.240]  因為當時十八歲
[00:11:08.240 --> 00:11:10.240]  我們實際學的樂器只學了四年
[00:11:10.240 --> 00:11:12.240]  他們有幾個人學了十幾年
[00:11:12.240 --> 00:11:14.240]  技巧遠超我們
[00:11:14.240 --> 00:11:16.240]  但我們又博猛
[00:11:16.240 --> 00:11:18.240]  我們兩個選了一首法國的浪漫派音樂
[00:11:18.240 --> 00:11:20.240]  結果比賽
[00:11:20.240 --> 00:11:22.240]  我們連公開組都贏
[00:11:22.240 --> 00:11:24.240]  砌低了那些廿幾歲的co-ed
[00:11:24.240 --> 00:11:26.240]  為什麼
[00:11:26.240 --> 00:11:28.240]  因為我們運氣好
[00:11:28.240 --> 00:11:30.240]  剛好當年那個評判
[00:11:30.240 --> 00:11:32.240]  他那個評判自己
[00:11:32.240 --> 00:11:34.240]  都是法國人
[00:11:34.240 --> 00:11:36.240]  國決定比賽
[00:11:36.240 --> 00:11:38.240]  因為真的很遷就我們法國人
[00:11:38.240 --> 00:11:40.240]  那些浪漫音樂的浪漫地方
[00:11:40.240 --> 00:11:42.240]  還說幫我們兩個去法國
[00:11:42.240 --> 00:11:44.240]  當時報紙有賣
[00:11:44.240 --> 00:11:46.240]  在街邊黑色
[00:11:46.240 --> 00:11:48.240]  玩樂器
[00:11:48.240 --> 00:11:50.240]  拿著一個盤子
[00:11:50.240 --> 00:11:52.240]  一定很多人給錢你們
[00:11:52.240 --> 00:11:54.240]  不需要帶錢去法國旅行
[00:11:54.240 --> 00:11:56.240]  你們去就行了
[00:11:56.240 --> 00:11:58.240]  這樣說
[00:11:58.240 --> 00:12:00.240]  但我到現在都沒機會做這件事
[00:12:00.240 --> 00:12:02.240]  透過音樂
[00:12:02.240 --> 00:12:04.240]  透過成績
[00:12:04.240 --> 00:12:06.240]  我大學
[00:12:06.240 --> 00:12:08.240]  入大學那一年
[00:12:08.240 --> 00:12:10.240]  公開試我是全香港的狀元
[00:12:10.240 --> 00:12:12.240]  不是現在那些十個八個
[00:12:12.240 --> 00:12:14.240]  幾十個在學一樣成績的狀元
[00:12:14.240 --> 00:12:16.240]  是真的全香港成績最好的狀元
[00:12:16.240 --> 00:12:18.240]  高分過Kings仔
[00:12:18.240 --> 00:12:20.240]  高分過co-ed仔
[00:12:20.240 --> 00:12:22.240]  拿全獎學金去劍橋大學讀書
[00:12:22.240 --> 00:12:24.240]  那個獎學金以前
[00:12:24.240 --> 00:12:26.240]  頭兩屆全部都是
[00:12:26.240 --> 00:12:28.240]  co-ed那些人拿的
[00:12:28.240 --> 00:12:30.240]  去到第三屆只有兩個人拿
[00:12:30.240 --> 00:12:32.240]  一個就是我
[00:12:32.240 --> 00:12:34.240]  另外一個就是我的好同學
[00:12:34.240 --> 00:12:36.240]  都是我自己學校的
[00:12:36.240 --> 00:12:38.240]  我們兩個都砌低所有co-ed和英廣的人
[00:12:38.240 --> 00:12:40.240]  拿了那個獎學金
[00:12:40.240 --> 00:12:42.240]  去證明自己
[00:12:42.240 --> 00:12:44.240]  當然要證明自己的路越走越遠
[00:12:44.240 --> 00:12:46.240]  後來大學我又再考第一
[00:12:46.240 --> 00:12:48.240]  在劍橋再讀博士學位
[00:12:48.240 --> 00:12:50.240]  回來香港
[00:12:50.240 --> 00:12:52.240]  做一間很多人都羨慕
[00:12:52.240 --> 00:12:54.240]  想做的公司叫麥肯錫
[00:12:54.240 --> 00:12:56.240]  很多名校畢業生
[00:12:56.240 --> 00:12:58.240]  都在這間工作
[00:12:58.240 --> 00:13:00.240]  很出名的一個企業
[00:13:00.240 --> 00:13:02.240]  跳板
[00:13:02.240 --> 00:13:04.240]  在那間公司做完諮詢工作之後
[00:13:04.240 --> 00:13:06.240]  很多時候加入一些大學企業做高層的管理
[00:13:06.240 --> 00:13:08.240]  做完麥肯錫之後
[00:13:08.240 --> 00:13:10.240]  遇到科網股的狂潮
[00:13:10.240 --> 00:13:12.240]  出來籌了一些錢
[00:13:12.240 --> 00:13:14.240]  開了一間上市公司
[00:13:14.240 --> 00:13:16.240]  剛才講過了
[00:13:16.240 --> 00:13:18.240]  上市公司是主席和創辦人
[00:13:18.240 --> 00:13:20.240]  不停嘗試去證明自己
[00:13:20.240 --> 00:13:22.240]  不過今天和大家分享
[00:13:22.240 --> 00:13:24.240]  不停嘗試
[00:13:24.240 --> 00:13:26.240]  證明自己的路
[00:13:26.240 --> 00:13:28.240]  在人生上是走不通的
[00:13:28.240 --> 00:13:30.240]  有一個聖經裡面的人物
[00:13:30.240 --> 00:13:32.240]  叫保羅
[00:13:32.240 --> 00:13:34.240]  他一生都是這樣不停嘗試
[00:13:34.240 --> 00:13:36.240]  證明自己
[00:13:36.240 --> 00:13:38.240]  到他晚年回望他一生的時候
[00:13:38.240 --> 00:13:40.240]  他自己這樣講
[00:13:40.240 --> 00:13:42.240]  這是我最喜歡的保羅寫的
[00:13:42.240 --> 00:13:44.240]  菲勒比書裡的一句話
[00:13:44.240 --> 00:13:46.240]  保羅說
[00:13:46.240 --> 00:13:48.240]  我先前以為如愛有益的
[00:13:48.240 --> 00:13:50.240]  現在因基督都當作有損的
[00:13:50.240 --> 00:13:52.240]  不但如此
[00:13:52.240 --> 00:13:54.240]  我又將萬事當作有損的
[00:13:54.240 --> 00:13:56.240]  我以認識我主基督耶穌為自保
[00:13:56.240 --> 00:13:58.240]  我為他已經雕漢萬事
[00:13:58.240 --> 00:14:00.240]  漢作糞土
[00:14:00.240 --> 00:14:02.240]  為要得著基督
[00:14:02.240 --> 00:14:04.240]  好長啊
[00:14:04.240 --> 00:14:06.240]  我只是讀多一次最後那句
[00:14:06.240 --> 00:14:08.240]  我為他已經雕器萬事
[00:14:08.240 --> 00:14:10.240]  當作糞土
[00:14:10.240 --> 00:14:12.240]  為要得著基督
[00:14:12.240 --> 00:14:14.240]  我刻意來到這個point才講這一句
[00:14:14.240 --> 00:14:16.240]  看看大家懂不懂
[00:14:16.240 --> 00:14:18.240]  中文聖經譯作
[00:14:18.240 --> 00:14:20.240]  保羅為了耶穌基督將一切事情當作糞土
[00:14:20.240 --> 00:14:22.240]  是譯錯的
[00:14:22.240 --> 00:14:24.240]  發氣易發
[00:14:24.240 --> 00:14:26.240]  什麼叫當作糞土
[00:14:26.240 --> 00:14:28.240]  原文的希臘文沒有糞土
[00:14:28.240 --> 00:14:30.240]  沒有土只有糞
[00:14:30.240 --> 00:14:32.240]  即是說保羅說
[00:14:32.240 --> 00:14:34.240]  我為了耶穌的緣故
[00:14:34.240 --> 00:14:36.240]  我前半生覺得最正最勁的那些東西
[00:14:36.240 --> 00:14:38.240]  我當它是一篤屎
[00:14:38.240 --> 00:14:40.240]  所以你們在吃東西
[00:14:40.240 --> 00:14:42.240]  我就講篤屎
[00:14:42.240 --> 00:14:44.240]  所以來到這裡才講
[00:14:44.240 --> 00:14:46.240]  可能還有下一味
[00:14:46.240 --> 00:14:48.240]  下一味你吃不下
[00:14:48.240 --> 00:14:50.240]  什麼叫保羅將一切當作篤屎
[00:14:50.240 --> 00:14:52.240]  保羅何許人
[00:14:52.240 --> 00:14:54.240]  在他自己當時作為猶太人
[00:14:54.240 --> 00:14:56.240]  保羅是比我們這一代
[00:14:56.240 --> 00:14:58.240]  所有的人都最值得羨慕
[00:14:58.240 --> 00:15:00.240]  所有的人都最值得羨慕
[00:15:00.240 --> 00:15:02.240]  絕對受歡迎
[00:15:02.240 --> 00:15:04.240]  也有最崇高的社會地位
[00:15:04.240 --> 00:15:06.240]  也有最崇高的社會地位
[00:15:06.240 --> 00:15:08.240]  保羅老師就是當時猶太工會的領袖
[00:15:08.240 --> 00:15:10.240]  保羅老師就是當時猶太工會的領袖
[00:15:10.240 --> 00:15:12.240]  加瑪烈
[00:15:12.240 --> 00:15:14.240]  什麼叫猶太工會的領袖
[00:15:14.240 --> 00:15:16.240]  猶太工會就是猶太人當中最絕對的權力架構
[00:15:16.240 --> 00:15:18.240]  當時是羅馬統治
[00:15:18.240 --> 00:15:20.240]  但雖然是羅馬人統治
[00:15:20.240 --> 00:15:22.240]  所有的法律政治上
[00:15:22.240 --> 00:15:24.240]  一切的實權其實在羅馬工會手上
[00:15:24.240 --> 00:15:26.240]  其實在羅馬工會手上
[00:15:26.240 --> 00:15:28.240]  他的直系老師
[00:15:28.240 --> 00:15:30.240]  就是猶太工會的主席
[00:15:30.240 --> 00:15:32.240]  所以他作為猶太人
[00:15:32.240 --> 00:15:34.240]  居然他社會地位高得一地步
[00:15:34.240 --> 00:15:36.240]  他可以帶著一班羅馬兵
[00:15:36.240 --> 00:15:38.240]  到處去抓基督徒
[00:15:38.240 --> 00:15:40.240]  我們在香港
