
[00:00:00.000 --> 00:00:03.640]  今天我們要去講建立基督的身體
[00:02:37.240 --> 00:02:39.440]  其實可能堂會要考慮的就是
[00:02:39.440 --> 00:02:42.160]  究竟我們本身的信義代理
[00:02:42.160 --> 00:02:45.240]  是不是都能夠和一些街外
[00:02:45.240 --> 00:02:48.120]  即是他們家裏沒有信仰的
[00:02:48.120 --> 00:02:50.920]  他們信了耶穌然後回教會的青少年
[00:02:50.920 --> 00:02:53.360]  是不是能夠可以融合到一起
[00:02:53.360 --> 00:02:59.160]  這個可能就是堂會需要去考慮去思考的一個很重要的問題
[00:02:59.160 --> 00:03:02.960]  和大家分享這些數據其實很重要的一件事就是
[00:03:02.960 --> 00:03:06.480]  當我們今天要去講我們要建立一間基督的教會
[00:03:06.480 --> 00:03:09.840]  究竟我們應該要怎樣去建立
[00:03:09.840 --> 00:03:13.200]  這個是我們今天需要一起去思考的問題
[00:03:13.200 --> 00:03:15.280]  但當我們要去看經文之前
[00:03:15.280 --> 00:03:17.880]  我就想問一下大家一個很重要的問題
[00:03:17.880 --> 00:03:23.960]  姐妹 你為什麼要回教會?
[00:03:23.960 --> 00:03:26.640]  你回教會有什麼目的?
[00:03:26.640 --> 00:03:31.400]  有些人就說我回教會就是基督徒的習慣
[00:03:31.400 --> 00:03:33.320]  基督徒的習慣是怎樣?
[00:03:33.320 --> 00:03:37.160]  會回團聚 會回崇拜
[00:03:37.160 --> 00:03:39.400]  星期天我們的習慣是什麼?
[00:03:39.400 --> 00:03:43.680]  回崇拜 就好像今早我和長者聊天的時候
[00:03:43.680 --> 00:03:50.240]  他就和我說 我問他 你有沒有出街走走?
[00:03:50.240 --> 00:03:53.560]  他說九十幾歲了 不會到處去
[00:03:53.560 --> 00:03:56.880]  接著下一句我就問他 你有沒有去飲茶?
[00:03:56.880 --> 00:04:00.240]  飲茶就天天都有 這是習慣來的
[00:04:00.240 --> 00:04:02.120]  我們都有習慣
[00:04:02.120 --> 00:04:04.120]  我們基督徒可能都有我們的習慣
[00:04:04.120 --> 00:04:07.280]  就是我們每個主日都會回來崇拜
[00:04:07.280 --> 00:04:09.840]  可能有些弟兄姐妹就說我比較熟悉的
[00:04:09.840 --> 00:04:12.800]  我的答案就是實踐聖經的要求
[00:04:12.800 --> 00:04:14.800]  因為聖經說我們要守主日
[00:04:14.800 --> 00:04:18.200]  所以我們星期天的時間會回來教會
[00:04:18.200 --> 00:04:19.800]  我們會去敬拜主
[00:04:19.800 --> 00:04:24.840]  又有些人可能回教會是為了參與義務工作
[00:04:24.840 --> 00:04:26.320]  我們很喜歡做義工
[00:04:26.320 --> 00:04:28.680]  就算我不回教會 我都會做義工
[00:04:28.680 --> 00:04:30.600]  回到教會也有很多義務工作
[00:04:30.600 --> 00:04:32.800]  所以我們今天有我們的師禽
[00:04:32.800 --> 00:04:36.560]  有領師 有主席 有音控 有powerpoint
[00:04:36.560 --> 00:04:37.960]  全部都是義工來的
[00:04:37.960 --> 00:04:39.800]  還有我們外面的招待等等
[00:04:39.800 --> 00:04:40.960]  全部都是義工來的
[00:04:40.960 --> 00:04:44.120]  可能我們有些人就說喜歡做義務的工作
[00:04:44.120 --> 00:04:45.680]  所以回教會
[00:04:45.680 --> 00:04:47.680]  又有些人回教會是為了甚麼呢
[00:04:47.680 --> 00:04:50.640]  我喜歡認識一下朋友
[00:04:50.640 --> 00:04:52.600]  擴闊一下生活圈子
[00:04:52.600 --> 00:04:55.960]  平時個人很悶 人都不認識多個
[00:04:55.960 --> 00:04:59.160]  但是回到教會就認識到很多人
[00:04:59.160 --> 00:05:00.440]  你看一看你旁邊那個
[00:05:00.440 --> 00:05:02.400]  你是不是認識多了一個朋友
[00:05:02.400 --> 00:05:03.880]  是不是
[00:05:03.880 --> 00:05:05.800]  回到教會可以認識到朋友
[00:05:05.800 --> 00:05:08.520]  也可以擴闊了生活圈子
[00:05:08.520 --> 00:05:16.640]  有些人回教會是為了參與一些有娛樂性的活動
[00:05:16.640 --> 00:05:19.560]  回教會真的有很多很有娛樂性的活動
[00:05:19.560 --> 00:05:24.480]  一個星期裡面教會有很多很有娛樂性的活動
[00:05:24.480 --> 00:05:25.320]  包括甚麼呢
[00:05:25.320 --> 00:05:28.760]  星期二的早上就有書法班
[00:05:28.760 --> 00:05:33.320]  我真的聽每一個回書法班的弟兄姊妹都跟我說
[00:05:33.320 --> 00:05:36.760]  回書法班是很開心的
[00:05:38.560 --> 00:05:41.520]  最重要是說甚麼
[00:05:41.520 --> 00:05:44.040]  由他們以前連寫字都不漂亮
[00:05:44.040 --> 00:05:46.600]  他說現在寫書法都寫得很漂亮
[00:05:46.600 --> 00:05:47.880]  老師又教得好
[00:05:47.880 --> 00:05:49.400]  他們回教會很開心
[00:05:49.400 --> 00:05:51.200]  我們又有書法班
[00:05:51.200 --> 00:05:54.080]  又有福音樂曲班
[00:05:54.080 --> 00:05:56.080]  他們又可以唱福音樂曲
[00:05:56.080 --> 00:05:58.240]  近來還要一起去插花
[00:05:58.240 --> 00:05:59.760]  剛剛星期五上午
[00:05:59.760 --> 00:06:02.840]  我還看到姐妹組還要一起去做月餅
[00:06:02.840 --> 00:06:06.800]  這些都是很有娛樂性的活動
[00:06:06.800 --> 00:06:12.120]  可能我們回教會都會喜歡參與娛樂性的活動
[00:06:12.120 --> 00:06:17.640]  但有些人可能回教會就是去填塞一些很閒餘的時間
[00:06:17.640 --> 00:06:19.120]  沒空 沒有事情做
[00:06:19.120 --> 00:06:20.720]  回來教會挺好的
[00:06:20.720 --> 00:06:22.120]  又有空調
[00:06:22.120 --> 00:06:24.120]  坐一下又可以唱歌
[00:06:24.120 --> 00:06:24.880]  跟別人聊天
[00:06:24.880 --> 00:06:27.040]  整件事填塞一下時間
[00:06:27.040 --> 00:06:28.960]  這些可能我們都很喜歡
[00:06:28.960 --> 00:06:33.400]  甚至在我以前讀中學的時候
[00:06:33.400 --> 00:06:34.880]  有人叫我回教會
[00:06:34.880 --> 00:06:37.680]  那時候已經叫我回來土鎮
[00:06:37.680 --> 00:06:43.000]  那些人跟我說回來土鎮還有一個原因
[00:06:43.000 --> 00:06:45.640]  沒錯 就是認識女孩子
[00:06:45.640 --> 00:06:47.640]  結果我真的在這裡認識了一個女孩子
[00:06:47.640 --> 00:06:48.840]  娶了一個老婆
[00:06:48.840 --> 00:06:54.400]  娶了全土鎮最漂亮的女孩子做我老婆
[00:06:54.400 --> 00:06:55.880]  我專門在這裡說的
[00:06:55.880 --> 00:07:00.880]  因為這堂是我老婆又回來的
[00:07:00.880 --> 00:07:01.680]  所以我們很多人
[00:07:01.680 --> 00:07:04.520]  我們回教會可能帶著很多不同的原因
[00:07:04.520 --> 00:07:05.760]  不同的目的
[00:07:05.760 --> 00:07:06.840]  但是弟兄姊妹
[00:07:06.840 --> 00:07:08.280]  今天我們要問的是
[00:07:08.280 --> 00:07:12.200]  究竟我們回教會是不是真的為了這些目的
[00:07:12.200 --> 00:07:15.680]  教會建立的意義是不是就是因為這些原因
[00:07:15.680 --> 00:07:19.520]  這個反而是我們今天很需要去問
[00:07:19.520 --> 00:07:21.520]  今天我們看回這段經文
[00:07:21.520 --> 00:07:26.000]  經文我們看到主耶穌要在地上建立教會
[00:07:26.000 --> 00:07:29.280]  主耶穌帶著他的門徒去到一個叫做
[00:07:29.280 --> 00:07:31.520]  該撒尼亞肥納比的地方
[00:07:31.520 --> 00:07:33.200]  這個地方是什麼地方呢
[00:07:33.200 --> 00:07:35.960]  是一個充滿異教徒的地方
[00:07:35.960 --> 00:07:38.320]  它是一個沿海的一座城
[00:07:38.320 --> 00:07:40.720]  有一個專門拜希臘的一個神子
[00:07:40.720 --> 00:07:43.640]  翻譯的名字是潘的一個神子
[00:07:43.640 --> 00:07:46.120]  這個神子是在一個岩月的裡面
[00:07:46.120 --> 00:07:51.240]  希律也建造了一座廟來拜該撒
[00:07:51.240 --> 00:07:54.040]  但是竟然主耶穌帶著他的門徒
[00:07:54.040 --> 00:07:55.440]  來到這個地方
[00:07:55.440 --> 00:07:57.720]  一個充滿異教徒的地方
[00:07:57.720 --> 00:08:00.200]  一個又拜天上的神子
[00:08:00.200 --> 00:08:04.680]  又拜地下的一個他建造的神廟
[00:08:04.680 --> 00:08:07.160]  就是拜該撒的這個地方
[00:08:07.160 --> 00:08:09.480]  竟然主耶穌在這裡他要去宣告
[00:08:09.480 --> 00:08:11.600]  他要去建立教會
[00:08:11.600 --> 00:08:15.840]  並且他更加要賜予權並給門徒去建造教會
[00:08:15.840 --> 00:08:18.000]  等姐妹當我們講到建立教會的時候
[00:08:18.000 --> 00:08:19.760]  我們很清楚一件事
[00:08:19.760 --> 00:08:24.000]  建立教會從來都不單止是建築物
[00:08:24.000 --> 00:08:26.440]  或者是一個機構組織
[00:08:26.440 --> 00:08:34.200]  當年我們教會最煩惱的一件事是什麼呢?
[00:08:34.200 --> 00:08:36.000]  地方
[00:08:36.000 --> 00:08:40.280]  我還記得當年我們在龍華閣有兩層
[00:08:40.280 --> 00:08:43.120]  樓下那層是禮堂
[00:08:43.120 --> 00:08:45.880]  上面那層是很多活動室
[00:08:45.880 --> 00:08:50.600]  還有教務同工的辦公室等等的一個地方
[00:08:50.600 --> 00:08:54.080]  所以教會很多時候最煩惱的就是地方
[00:08:54.080 --> 00:08:56.440]  通常我們沒有地方的時候我們就想
[00:08:56.440 --> 00:08:59.280]  要買大一點的地方我們可以多一點地方用
[00:08:59.280 --> 00:09:01.040]  但當我們買了大一點的地方用的時候
[00:09:01.040 --> 00:09:03.000]  我們又發現還不夠地方用
[00:09:03.000 --> 00:09:05.440]  那又要想有沒有買大一點的地方
[00:09:05.440 --> 00:09:06.640]  所以我們很多時候教會
[00:09:06.640 --> 00:09:08.280]  我們說要建立教會的時候
[00:09:08.280 --> 00:09:12.040]  我們就會想可能是建立一個建築物
[00:09:12.040 --> 00:09:15.120]  但是建立教會不單止是建築物
[00:09:15.120 --> 00:09:18.680]  更加不單止是我們要建立一個機構或者組織
[00:09:18.680 --> 00:09:22.720]  我們上個禮拜剛公佈了我們當選的理事
[00:09:22.720 --> 00:09:26.320]  教會不單止是要建立一些組織
[00:09:26.320 --> 00:09:28.480]  有一些人出來承擔一些的服事
[00:09:28.480 --> 00:09:31.680]  一些的崗位來建立一個機構組織
[00:09:31.680 --> 00:09:34.520]  並且建立教會更加不單止是
[00:09:34.520 --> 00:09:37.960]  只是那些牧師傳道或者信徒領袖的責任
[00:09:37.960 --> 00:09:42.120]  而是說我們每一個基督徒的一個使命
[00:09:42.120 --> 00:09:46.240]  今天弟兄姊妹我們要建立土瓜人贈信會
[00:09:46.240 --> 00:09:49.160]  是我們每一個的使命
[00:09:49.160 --> 00:09:51.520]  是我們一起要去建立的
[00:09:51.520 --> 00:09:54.880]  不會只是一個人兩個人來去建立
[00:09:54.880 --> 00:09:56.520]  不會只是小部分人去建立
[00:09:56.520 --> 00:09:58.520]  而是我們要一起去建立
[00:09:58.520 --> 00:10:00.800]  而我們說建立教會就是要做些什麼
[00:10:00.800 --> 00:10:04.160]  就是要向這個世界的人要去彰顯神的角度
[00:10:04.160 --> 00:10:10.200]  要讓人能夠可以認識到耶穌基督
[00:10:10.200 --> 00:10:12.520]  因為弟兄姊妹很重要的一件事
[00:10:12.520 --> 00:10:15.240]  其實今時今日
[00:10:15.240 --> 00:10:21.640]  很多人都不認識耶穌基督是誰
[00:10:21.640 --> 00:10:27.320]  他根本都不知道耶穌基督在這個世界上是為了什麼
[00:10:27.320 --> 00:10:29.200]  當我們看回經文
[00:10:29.200 --> 00:10:33.440]  主耶穌當時就向著門徒發出天國的使命
[00:10:33.440 --> 00:10:37.480]  主耶穌就帶著這幫門徒去到哥薩里亞菲勒比
[00:10:37.480 --> 00:10:39.240]  這個拜異教
[00:10:39.240 --> 00:10:41.280]  說的是一個空中掌權者
[00:10:41.280 --> 00:10:42.800]  和拜地上的王
[00:10:42.800 --> 00:10:44.440]  這個地上掌權者的地方
[00:10:44.440 --> 00:10:48.480]  就要向門徒發出天國的使命這一個呼召
[00:10:48.480 --> 00:10:50.080]  這代表著什麼
[00:10:50.080 --> 00:10:52.760]  就是代表著教會的權柄
[00:10:52.760 --> 00:10:57.520]  是遠超過這些空中掌權者和地上掌權者的權柄
[00:10:57.520 --> 00:10:58.560]  所以今天弟兄姊妹
[00:10:58.560 --> 00:10:59.840]  我們最重要的任務
[00:10:59.840 --> 00:11:01.240]  我們最重要的責任
[00:11:01.240 --> 00:11:05.720]  我們最重要的就是我們要向這個世界去彰顯神的角度
[00:11:05.720 --> 00:11:10.520]  讓人從我們身上都能夠認識這位耶穌基督
[00:11:10.520 --> 00:11:14.360]  因為這個世界上很多人都不認識基督
[00:11:14.360 --> 00:11:16.280]  接著我們見到有一段對話
[00:11:16.280 --> 00:11:18.040]  就是耶穌去問門徒
[00:11:18.040 --> 00:11:20.240]  「人說我人子是誰」
[00:11:20.240 --> 00:11:22.120]  門徒的回答就是這樣說的
[00:11:22.120 --> 00:11:24.040]  就說施震日漢
[00:11:24.040 --> 00:11:25.160]  以利亞
[00:11:25.160 --> 00:11:25.920]  耶利米
[00:11:25.920 --> 00:11:27.800]  或者先知的一位
[00:11:27.800 --> 00:11:29.800]  門徒當時的回應
[00:11:29.800 --> 00:11:32.320]  是說當時的人們
[00:11:32.320 --> 00:11:33.200]  即是那些世人
[00:11:33.200 --> 00:11:36.320]  其實他們都認識的這位人子主耶穌
[00:11:36.320 --> 00:11:40.480]  其實只是認為祂只是一個先知的一位
[00:11:40.480 --> 00:11:41.520]  反映當時的人
[00:11:41.520 --> 00:11:47.320]  他們都不太認識耶穌就是那位基督
[00:11:47.320 --> 00:11:48.400]  並且弟兄姊妹
[00:11:48.400 --> 00:11:49.760]  其實在今時今日
[00:11:49.760 --> 00:11:51.280]  在我們這個世代
[00:11:51.280 --> 00:11:54.040]  很多人都不認識基督
[00:11:54.040 --> 00:11:58.000]  過去很多人對耶穌基督的認識是很簡單的
[00:11:58.000 --> 00:11:59.200]  如果你上一代
[00:11:59.200 --> 00:12:01.120]  你跟親人講基督教
[00:12:01.120 --> 00:12:04.440]  通常人們第一句跟你講的都是
[00:12:04.440 --> 00:12:08.000]  宗教都是導人向善的
[00:12:08.000 --> 00:12:09.560]  這句經常都聽的
[00:12:09.560 --> 00:12:13.240]  每個宗教都是很好的 都是導人向善的
[00:12:13.240 --> 00:12:15.320]  我們懂得回教會
[00:12:15.320 --> 00:12:17.680]  即是跟人傳福音
[00:12:17.680 --> 00:12:19.720]  或者叫人回教會
[00:12:19.720 --> 00:12:21.280]  我們經常都會有一句說話
[00:12:21.280 --> 00:12:22.040]  就是說什麼
[00:12:22.040 --> 00:12:23.920]  你又講耶穌
[00:12:23.920 --> 00:12:26.320]  你又講耶穌代表著什麼
[00:12:26.320 --> 00:12:27.400]  悶
[00:12:27.400 --> 00:12:28.880]  很煩
[00:12:28.880 --> 00:12:31.240]  我還記得我當年那些人
[00:12:31.240 --> 00:12:32.480]  即是那些同學
[00:12:32.480 --> 00:12:33.840]  即是要逼我
[00:12:33.840 --> 00:12:34.960]  真是逼的
[00:12:34.960 --> 00:12:37.480]  逼我參加報道會
[00:12:37.480 --> 00:12:38.880]  他們是怎樣逼的呢
[00:12:38.880 --> 00:12:41.320]  就是一群人一齊走過來
[00:12:41.320 --> 00:12:43.080]  然後推我到牆角
[00:12:43.080 --> 00:12:44.240]  然後就圍著我
[00:12:44.240 --> 00:12:47.600]  喂 去報道會啊
[00:12:47.600 --> 00:12:48.640]  我心裏就覺得
[00:12:48.640 --> 00:12:50.240]  嘩 真是很煩的這群人
[00:12:50.240 --> 00:12:52.400]  不過你一群人圍著
[00:12:52.400 --> 00:12:56.000]  那好吧 去吧去吧
[00:12:56.000 --> 00:12:57.440]  以前的人就會覺得
[00:12:57.440 --> 00:13:00.760]  回教會講耶穌是等於悶和煩
[00:13:00.760 --> 00:13:02.760]  而今天呢
[00:13:02.760 --> 00:13:05.960]  世人對耶穌的認識是什麼呢
[00:13:05.960 --> 00:13:07.960]  用一個字來形容
[00:13:07.960 --> 00:13:09.000]  耶L
[00:13:09.000 --> 00:13:10.400]  弟兄姊妹
[00:13:10.400 --> 00:13:13.160]  我用一個英文字母L來形容
[00:13:13.160 --> 00:13:16.400]  其實這句不是真實的表達
[00:13:16.400 --> 00:13:19.400]  真實的表達是粗口
[00:13:19.400 --> 00:13:21.680]  世人對耶穌基督的認識
[00:13:21.680 --> 00:13:24.080]  是一句粗口
[00:13:24.080 --> 00:13:27.200]  他表達的意思是說什麼
[00:13:27.200 --> 00:13:28.680]  這一群基督徒
[00:13:28.680 --> 00:13:31.800]  就是對信仰麻木迷信
[00:13:31.800 --> 00:13:33.920]  不能辨別是非
[00:13:33.920 --> 00:13:37.240]  和是離地的一群
[00:13:37.240 --> 00:13:43.920]  這就是現代世人對耶穌基督的認識
[00:13:43.920 --> 00:13:45.840]  所以弟兄姊妹
[00:13:45.840 --> 00:13:48.640]  今天我在這裏要跟大家講一句說話
[00:13:48.640 --> 00:13:50.000]  我就要問大家
[00:13:50.000 --> 00:13:52.400]  弟兄姊妹 為什麼這個世代的人
[00:13:52.400 --> 00:13:54.000]  會不認識耶穌基督
[00:13:54.000 --> 00:13:55.520]  是因為什麼
[00:13:55.520 --> 00:13:57.080]  是因為我們教會
[00:13:57.080 --> 00:13:58.600]  因為我們基督徒
[00:13:58.600 --> 00:14:00.480]  沒有將耶穌基督
[00:14:00.480 --> 00:14:03.360]  向這個世代的人去彰顯
[00:14:03.360 --> 00:14:07.440]  讓人認識耶穌基督究竟是哪一位
[00:14:07.440 --> 00:14:09.240]  並且更加重要的是
[00:14:09.240 --> 00:14:11.600]  其實世人他們不認識耶穌基督
[00:14:11.600 --> 00:14:12.920]  是因為這個世界上的人
[00:14:12.920 --> 00:14:15.120]  只是想求見到一個什麼
[00:14:15.120 --> 00:14:17.840]  只是求他自己想見到的基督
[00:14:17.840 --> 00:14:20.520]  所以你看回在《馬太福音》第十六章
[00:14:20.520 --> 00:14:23.120]  前面那些法利塞人
[00:14:23.120 --> 00:14:24.760]  薩都哥人他們求什麼
[00:14:24.760 --> 00:14:26.200]  就是在求神蹟
[00:14:26.200 --> 00:14:28.480]  所以耶穌就吩咐那些門徒要怎樣
[00:14:28.480 --> 00:14:32.840]  就要防備法利塞人和薩都哥人的教導
[00:14:32.840 --> 00:14:34.880]  所以我們今天作為教會
[00:14:34.880 --> 00:14:35.880]  我們作為基督徒
[00:14:35.880 --> 00:14:39.120]  我們都要讓世人能夠認識耶穌基督
[00:14:39.120 --> 00:14:42.120]  所以教會是很需要去彰顯神的角度
[00:14:42.120 --> 00:14:47.120]  基督徒要彰顯是基督徒的樣式
[00:14:47.120 --> 00:14:48.760]  弟兄姊妹
[00:14:48.760 --> 00:14:50.800]  幫我看看你旁邊那個
[00:14:50.800 --> 00:14:56.440]  他有沒有基督的樣式
[00:14:56.440 --> 00:14:57.920]  今天我們作為基督徒
[00:14:57.920 --> 00:14:59.440]  我們要彰顯神的角度
[00:14:59.440 --> 00:15:01.960]  我們要有基督的樣式
[00:15:01.960 --> 00:15:03.720]  聖經裏面都不斷去記載著
[00:15:03.720 --> 00:15:06.040]  就是神不斷去呼召人
[00:15:06.040 --> 00:15:08.360]  要將神的角度彰顯出來
[00:15:08.360 --> 00:15:10.440]  無論在舊約的會幕
[00:15:10.440 --> 00:15:13.160]  聖殿到新約的教會
[00:15:13.160 --> 00:15:14.360]  神一直都去呼召人
[00:15:14.360 --> 00:15:17.200]  要去彰顯祂的角度
[00:15:17.200 --> 00:15:18.880]  而我們要去彰顯神的角度
[00:15:18.880 --> 00:15:20.480]  其實弟兄姊妹
[00:15:20.480 --> 00:15:24.400]  兩樣很簡單的要求
[00:15:24.400 --> 00:15:27.200]  亦都是老吊牙的要求
[00:15:27.200 --> 00:15:30.040]  是我們都知道的
[00:15:30.040 --> 00:15:31.960]  是教會經常都講的
[00:15:31.960 --> 00:15:33.800]  第一樣是甚麼
[00:15:33.800 --> 00:15:38.920]  我們要在世上作炎作光
[00:15:38.920 --> 00:15:39.600]  弟兄姊妹
[00:15:39.600 --> 00:15:42.040]  如果在我們的生命
[00:15:42.040 --> 00:15:44.280]  我們信了耶穌基督之後
[00:15:44.280 --> 00:15:47.760]  我們跟那些未信主的朋友是一樣
[00:15:47.760 --> 00:15:52.640]  其實我們跟不信的沒有分別
[00:15:52.640 --> 00:15:54.320]  可能你未信的朋友叫你
[00:15:54.320 --> 00:15:56.440]  今天放工打牌
[00:15:56.440 --> 00:15:58.440]  你又跟他一起去打牌的時候
[00:15:58.440 --> 00:16:06.640]  其實我們跟那些未信的朋友沒甚麼分別
[00:16:06.640 --> 00:16:09.360]  可能有些未信的朋友
[00:16:09.360 --> 00:16:11.440]  未信的同事
[00:16:11.440 --> 00:16:13.440]  未信的親戚
[00:16:13.440 --> 00:16:17.200]  可能叫你一起去觀音廟
[00:16:17.200 --> 00:16:19.120]  我們當旅遊
[00:16:19.120 --> 00:16:20.800]  初三赤口不要拜年
[00:16:20.800 --> 00:16:23.880]  我們一起去赤公廟
[00:16:23.880 --> 00:16:26.000]  甚至可能參與很多
[00:16:26.000 --> 00:16:28.800]  基督徒才會做的事
[00:16:28.800 --> 00:16:33.120]  其實我們跟未信的朋友是沒分別
[00:16:33.120 --> 00:16:35.040]  所以主耶穌說我們要怎樣
[00:16:35.040 --> 00:16:38.120]  我們要作炎作光
[00:16:38.120 --> 00:16:40.720]  《馬太福音》五章十四至十六節說
[00:16:40.720 --> 00:16:42.280]  你們是世上的炎
[00:16:42.280 --> 00:16:44.080]  炎藥失了味
[00:16:44.080 --> 00:16:46.280]  怎能叫它再咸
[00:16:46.280 --> 00:16:47.400]  以後無用
[00:16:47.400 --> 00:16:49.120]  不過凋在外面
[00:16:49.120 --> 00:16:50.280]  被人踐踏
[00:16:50.280 --> 00:16:51.520]  其實弟兄姊妹
[00:16:51.520 --> 00:16:53.480]  這句吩咐
[00:16:53.480 --> 00:16:56.960]  是一個很強烈很重的吩咐
[00:16:56.960 --> 00:16:58.640]  如果我們是炎
[00:16:58.640 --> 00:17:01.320]  我們沒了味
[00:17:01.320 --> 00:17:03.400]  我們怎能叫它再咸
[00:17:03.400 --> 00:17:04.200]  以後無用的
[00:17:04.200 --> 00:17:06.320]  接著是怎樣
[00:17:06.320 --> 00:17:07.680]  凋在外面
[00:17:07.680 --> 00:17:09.480]  被人踐踏
[00:17:09.480 --> 00:17:12.360]  當我們基督徒發揮不到我們
[00:17:12.360 --> 00:17:15.000]  那個影響力的時候
[00:17:15.000 --> 00:17:17.080]  就是凋在外面
[00:17:17.080 --> 00:17:18.520]  被人踐踏
[00:17:18.520 --> 00:17:19.880]  並且經文它說
[00:17:19.880 --> 00:17:21.720]  你們是世上的光
[00:17:21.720 --> 00:17:24.520]  靜坐在山上是不能隱藏的
[00:17:24.520 --> 00:17:26.880]  人點燈不放在斗底下
[00:17:26.880 --> 00:17:28.640]  是放在燈台上
[00:17:28.640 --> 00:17:30.600]  就照亮一家的人
[00:17:30.600 --> 00:17:32.080]  你們的光
[00:17:32.080 --> 00:17:34.440]  也當這樣照在人前
[00:17:34.440 --> 00:17:36.960]  叫他們看見你們的好行為
[00:17:36.960 --> 00:17:40.200]  便將榮耀歸給你們在天上的父
[00:17:40.200 --> 00:17:42.640]  所以我們要讓我們的生命
[00:17:42.640 --> 00:17:43.960]  我們能夠有好行為
[00:17:43.960 --> 00:17:47.840]  可以榮耀主
[00:17:47.840 --> 00:17:49.360]  昨天我完了崇拜
[00:17:49.360 --> 00:17:52.240]  有個姐妹跟我分享
[00:17:52.240 --> 00:17:53.880]  她跟我說
[00:17:53.880 --> 00:17:56.120]  很多時候她在工作上
[00:17:56.120 --> 00:17:57.840]  她都不會告訴別人
[00:17:57.840 --> 00:18:00.000]  她是一個基督徒
[00:18:00.000 --> 00:18:01.480]  因為通常她一告訴別人
[00:18:01.480 --> 00:18:03.040]  她是基督徒的時候
[00:18:03.040 --> 00:18:04.640]  知不知道別人都跟她說一句
[00:18:04.640 --> 00:18:06.040]  是甚麼說話
[00:18:06.040 --> 00:18:09.480]  你也是基督徒
[00:18:09.480 --> 00:18:12.560]  各位姐妹
[00:18:12.560 --> 00:18:14.640]  我們是世上的光
[00:18:14.640 --> 00:18:16.480]  我們要有好見證
[00:18:16.480 --> 00:18:20.280]  要有好行為去榮耀主
[00:18:20.280 --> 00:18:22.960]  然後第二件事
[00:18:22.960 --> 00:18:26.160]  教會我們基督徒要去彰顯基督
[00:18:26.160 --> 00:18:31.200]  就要有彼此相愛的心
[00:18:31.200 --> 00:18:32.560]  各位姐妹
[00:18:32.560 --> 00:18:34.440]  我們做基督徒
[00:18:34.440 --> 00:18:36.880]  不是因為我們星期天有回教會
[00:18:36.880 --> 00:18:39.800]  我們就是基督徒
[00:18:39.800 --> 00:18:42.080]  你幫我看一下你旁邊的基督徒
[00:18:42.080 --> 00:18:45.840]  他的額頭有沒有寫著基督徒三個字
