
[00:00:00.000 --> 00:00:05.960]  不知道大家有沒有收藏物品的習慣
[00:01:50.920 --> 00:01:56.760]  而敬拜者 到聖殿敬拜的時候
[00:01:56.760 --> 00:02:00.920]  也不能夠很自由地行走聖殿
[00:02:00.920 --> 00:02:04.260]  雖然今天的故事發生在聖殿
[00:02:04.260 --> 00:02:07.100]  2000年以前的事情
[00:02:07.100 --> 00:02:09.560]  不過我覺得對我們每一個基督徒來說
[00:02:09.560 --> 00:02:10.920]  其實是一個很重要
[00:02:10.920 --> 00:02:13.840]  也有很多人會忽略的功課
[00:02:13.840 --> 00:02:15.640]  我們需要去學習的
[00:02:15.640 --> 00:02:18.800]  讓我來看看今天的經文
[00:02:18.800 --> 00:02:21.840]  今天的經文的故事
[00:02:21.840 --> 00:02:26.420]  發生在張耀逾越節的時候
[00:02:26.420 --> 00:02:27.800]  大家知道了
[00:02:27.800 --> 00:02:30.800]  逾越節是猶太人的節期裡面
[00:02:30.800 --> 00:02:33.800]  一個相當重要的日子
[00:02:33.800 --> 00:02:34.540]  為什麼呢?
[00:02:34.540 --> 00:02:38.920]  因為當時散居在不同地方的猶太人
[00:02:38.920 --> 00:02:41.380]  都會在逾越節的時候
[00:02:41.380 --> 00:02:46.420]  來到耶路撒冷這個聖殿去獻祭
[00:02:46.420 --> 00:02:49.120]  主耶穌也是其中一個
[00:02:49.120 --> 00:02:53.180]  當他去到耶路撒冷進入聖殿的時候
[00:02:53.180 --> 00:02:55.420]  發覺眼前所看到的
[00:02:55.420 --> 00:03:00.000]  不是敬虔的信徒在聖殿裡面聚集敬拜神
[00:03:00.000 --> 00:03:01.080]  而是什麼呢?
[00:03:01.080 --> 00:03:03.580]  而是混亂不堪
[00:03:03.580 --> 00:03:07.540]  好像市集 逛街市那樣
[00:03:07.540 --> 00:03:09.580]  所以聖經告訴我們
[00:03:09.580 --> 00:03:12.300]  當耶穌見到這樣的情景的時候
[00:03:12.300 --> 00:03:14.620]  祂就將那些動物驅趕出去
[00:03:14.620 --> 00:03:19.960]  也將兌換銀錢的人的攤檔全部反轉
[00:03:19.960 --> 00:03:22.040]  這個事情發生
[00:03:22.040 --> 00:03:27.800]  應該是在聖殿的外邦人的院子裡面發生的
[00:03:27.800 --> 00:03:30.460]  大家知道外邦人就是非猶太人
[00:03:30.460 --> 00:03:36.540]  這群人不能夠去到聖殿裡面獻祭的地方
[00:03:36.540 --> 00:03:38.800]  那裡只有猶太人才可以進去
[00:03:38.800 --> 00:03:39.880]  那他們怎麼辦呢?
[00:03:39.880 --> 00:03:41.380]  他們要敬拜的時候
[00:03:41.380 --> 00:03:47.380]  只能夠在外邦人的院子裡面聚集祈禱
[00:03:47.380 --> 00:03:49.080]  所以你可以想像
[00:03:49.080 --> 00:03:51.420]  這個外邦人的院子
[00:03:51.420 --> 00:03:57.960]  就成為不同的人種去到那裡聚集敬拜神
[00:03:57.960 --> 00:03:59.500]  禱告的地方
[00:03:59.500 --> 00:04:00.200]  不過很可惜
[00:04:00.200 --> 00:04:01.660]  聖經告訴我們
[00:04:01.660 --> 00:04:04.280]  這樣應該是敬拜的地方
[00:04:04.280 --> 00:04:05.960]  卻成為了什麼呢?
[00:04:05.960 --> 00:04:12.240]  它成為了又吵又臭又腐敗的買賣市場
[00:04:12.240 --> 00:04:13.240]  你會覺得
[00:04:13.240 --> 00:04:15.660]  為什麼聖殿明明是聖殿
[00:04:15.660 --> 00:04:17.620]  為什麼變成了街市呢?
[00:04:17.620 --> 00:04:20.540]  為什麼會有人兌換銀錢呢?
[00:04:20.540 --> 00:04:22.240]  理由很簡單
[00:04:22.240 --> 00:04:24.820]  一段很長的時間
[00:04:24.820 --> 00:04:26.580]  大家剛才也說了
[00:04:26.580 --> 00:04:28.540]  散居不同地方的人
[00:04:28.540 --> 00:04:33.200]  要去到過如月節這個節期的時候
[00:04:33.200 --> 00:04:34.540]  就要去到耶路撒冷
[00:04:34.540 --> 00:04:36.000]  來到獻祭的
[00:04:36.000 --> 00:04:39.500]  由於這麼遠的長途的原因
[00:04:39.500 --> 00:04:41.920]  如果你帶著動物
[00:04:41.920 --> 00:04:42.960]  帶著祭神
[00:04:42.960 --> 00:04:45.200]  走一段這麼長的路的時候
[00:04:45.200 --> 00:04:46.780]  很不方便
[00:04:46.780 --> 00:04:48.620]  所以大部分的人
[00:04:48.620 --> 00:04:49.660]  都選擇
[00:04:49.660 --> 00:04:51.040]  不要這麼麻煩
[00:04:51.040 --> 00:04:52.660]  去到那裡耶路撒冷
[00:04:52.660 --> 00:04:53.820]  然後再去買祭神
[00:04:53.820 --> 00:04:56.040]  獻祭就比較簡單
[00:04:56.040 --> 00:04:57.120]  你說多好啊
[00:04:57.120 --> 00:05:01.620]  這個市集提供了
[00:05:01.620 --> 00:05:05.080]  敬拜者很大的方便
[00:05:05.080 --> 00:05:06.280]  是不是?
[00:05:06.280 --> 00:05:07.780]  似乎是吧
[00:05:07.780 --> 00:05:11.040]  讓人們不用這麼麻煩
[00:05:11.040 --> 00:05:13.160]  不過如果我們再細心去理解
[00:05:13.160 --> 00:05:15.420]  當中所發生的事情的時候
[00:05:15.420 --> 00:05:17.280]  發覺不是這樣的
[00:05:17.280 --> 00:05:21.620]  原來在那裡賣動物
[00:05:21.620 --> 00:05:24.000]  你要擁有一個攤檔的時候
[00:05:24.000 --> 00:05:25.620]  不是誰人都可以擁有的
[00:05:25.620 --> 00:05:27.620]  你要拿牌照
[00:05:27.620 --> 00:05:30.620]  你不可以做無牌小販
[00:05:30.620 --> 00:05:32.620]  這個牌照的發出
[00:05:32.620 --> 00:05:35.080]  不是羅馬政府在哪裡發出的
[00:05:35.080 --> 00:05:37.620]  是聖殿的管理層
[00:05:37.620 --> 00:05:38.960]  你都要發牌照
[00:05:38.960 --> 00:05:39.820]  做監管
[00:05:39.820 --> 00:05:40.780]  做管理的
[00:05:40.780 --> 00:05:43.460]  如果你沒有牌照的話
[00:05:43.460 --> 00:05:44.960]  那就麻煩了
[00:05:44.960 --> 00:05:46.960]  你有牌照的時候
[00:05:46.960 --> 00:05:48.960]  你所賣的動物
[00:05:48.960 --> 00:05:53.420]  就預先給了聖殿的管理層
[00:05:53.420 --> 00:05:55.040]  預先批准了
[00:05:55.040 --> 00:05:57.960]  你賣的動物就合乎規格了
[00:05:57.960 --> 00:05:59.320]  換言之
[00:05:59.320 --> 00:06:00.620]  我想省錢
[00:06:00.620 --> 00:06:03.820]  我自己帶自己的製身去行不行?
[00:06:03.820 --> 00:06:08.820]  或者在外面沒有牌照的地方買動物行不行?
[00:06:08.820 --> 00:06:11.820]  你猜行不行?
[00:06:11.820 --> 00:06:15.120]  等於我現在開一家餐廳
[00:06:15.120 --> 00:06:16.620]  你阻礙我自己的食物
[00:06:16.620 --> 00:06:18.620]  跑去那家餐廳吃東西
[00:06:18.620 --> 00:06:19.620]  行不行?
[00:06:19.620 --> 00:06:25.120]  所以當時的制度就是說
[00:06:25.120 --> 00:06:27.120]  如果你帶自己的製身
[00:06:27.120 --> 00:06:33.120]  如果你在不合牌照的地方買動物來獻祭的話
[00:06:33.120 --> 00:06:35.120]  隨時會告訴你
[00:06:35.120 --> 00:06:37.120]  你這隻東西不合規格
[00:06:37.120 --> 00:06:39.120]  因為當時獻祭是怎樣的?
[00:06:39.120 --> 00:06:43.120]  獻祭的製身是必須要沒有殘疾
[00:06:43.120 --> 00:06:44.620]  我這隻東西多好啊
[00:06:44.620 --> 00:06:46.120]  我說走就走
[00:06:46.120 --> 00:06:48.620]  大家看到那個問題吧
[00:06:48.620 --> 00:06:51.120]  當有這樣的情況出現的時候
[00:06:51.120 --> 00:06:55.120]  我們可以想像一個原本是提供方便的安排
[00:06:55.120 --> 00:06:58.120]  卻是成為某些人
[00:06:58.120 --> 00:07:03.120]  某些利益的集團
[00:07:03.120 --> 00:07:09.120]  成為他們謀取暴利的一盤大生意
[00:07:09.120 --> 00:07:11.120]  你也可以想像
[00:07:11.120 --> 00:07:13.120]  這裡是毒市生意
[00:07:13.120 --> 00:07:15.120]  明明外面賣一百元的
[00:07:15.120 --> 00:07:17.120]  這裡要五百元
[00:07:17.120 --> 00:07:23.120]  所以成為一盤賺錢的生意
[00:07:23.120 --> 00:07:32.120]  而當敬拜者要做金錢的奉獻的時候
[00:07:32.120 --> 00:07:39.120]  當時他們官方認可的錢幣是什麼?
[00:07:39.120 --> 00:07:41.120]  是羅馬錢幣
[00:07:41.120 --> 00:07:47.120]  大家知道羅馬錢幣有羅馬的凱撒大帝
[00:07:47.120 --> 00:07:50.120]  羅馬政府的皇的頭像在上面
[00:07:50.120 --> 00:07:54.120]  在猶太人來說銀幣有頭像是什麼?
[00:07:54.120 --> 00:07:56.120]  就是和偶像有牽連
[00:07:56.120 --> 00:07:59.120]  所有和偶像有關係的東西
[00:07:59.120 --> 00:08:02.120]  不能夠在聖殿裡面被接納
[00:08:02.120 --> 00:08:06.120]  所以如果你在聖殿裡面要入錢到錢箱的時候
[00:08:06.120 --> 00:08:09.120]  你不能夠用有頭像的羅馬幣
[00:08:09.120 --> 00:08:10.120]  那怎麼辦呢?
[00:08:10.120 --> 00:08:12.120]  你要把有頭像的羅馬幣
[00:08:12.120 --> 00:08:16.120]  換成聖殿才可以接納的銀幣
[00:08:16.120 --> 00:08:19.120]  聖殿有一些專門給聖殿用的銀幣
[00:08:19.120 --> 00:08:22.120]  你用那些銀幣進入錢箱
[00:08:22.120 --> 00:08:23.120]  那怎麼辦呢?
[00:08:23.120 --> 00:08:25.120]  你換啊
[00:08:25.120 --> 00:08:26.120]  換錢沒問題
[00:08:26.120 --> 00:08:28.120]  不過問題在於
[00:08:28.120 --> 00:08:32.120]  聖經的歷史學家告訴我們
[00:08:32.120 --> 00:08:37.120]  你要去那些換錢幣的攤子換錢的時候
[00:08:37.120 --> 00:08:41.120]  你要付很貴的手續費
[00:08:41.120 --> 00:08:42.120]  多少?
[00:08:42.120 --> 00:08:46.120]  通常是一個人一天的工資
[00:08:46.120 --> 00:08:47.120]  總之是多少?
[00:08:47.120 --> 00:08:48.120]  不是很多吧
[00:08:48.120 --> 00:08:49.120]  我想問大家
[00:08:49.120 --> 00:08:54.120]  知不知道澳洲最低工資是多少?
[00:08:54.120 --> 00:08:59.120]  最低工資澳洲一個小時是24.95元
[00:08:59.120 --> 00:09:00.120]  我先算一算
[00:09:00.120 --> 00:09:03.120]  8個小時是多少?
[00:09:03.120 --> 00:09:05.120]  199元6毫子
[00:09:05.120 --> 00:09:07.120]  就是差不多200元
[00:09:07.120 --> 00:09:10.120]  你換一換錢你給200元澳幣
[00:09:10.120 --> 00:09:12.120]  貴不貴?
[00:09:12.120 --> 00:09:14.120]  簡直是謀取暴利
[00:09:14.120 --> 00:09:15.120]  所以整個的制度
[00:09:15.120 --> 00:09:19.120]  我們可以看到是一個人的貪心和制度腐敗
[00:09:19.120 --> 00:09:22.120]  而製造出來的一個情況
[00:09:22.120 --> 00:09:25.120]  所以當耶穌見到這個情況的時候
[00:09:25.120 --> 00:09:27.120]  耶穌心裏面很焦急
[00:09:27.120 --> 00:09:30.120]  甚至焦急到對方很憤怒
[00:09:30.120 --> 00:09:33.120]  因為他所見到的不單止
[00:09:33.120 --> 00:09:37.120]  這個原本是給外邦人或者所有人聚集
[00:09:37.120 --> 00:09:38.120]  禱告的地方
[00:09:38.120 --> 00:09:40.120]  成為一個買賣的地方
[00:09:40.120 --> 00:09:43.120]  而整個的聖殿的敬拜
[00:09:43.120 --> 00:09:45.120]  變成了甚麼?
[00:09:45.120 --> 00:09:50.120]  變成了一系列的宗教活動
[00:09:50.120 --> 00:09:52.120]  甚麼宗教活動?
[00:09:52.120 --> 00:09:54.120]  你想想當時的敬拜是怎樣?
[00:09:54.120 --> 00:10:02.120]  我現在去逾越節去做獻祭
[00:10:02.120 --> 00:10:04.120]  帶夠錢
[00:10:04.120 --> 00:10:06.120]  去到的時候我要買祭身
[00:10:06.120 --> 00:10:10.120]  買完祭身之後將祭身交給祭師
[00:10:10.120 --> 00:10:13.120]  很亂,然後我要賺錢
[00:10:13.120 --> 00:10:15.120]  很辛苦賺了錢
[00:10:15.120 --> 00:10:17.120]  給了他200元的手續費
[00:10:17.120 --> 00:10:20.120]  將我的聖殿的錢放到錢箱裏
[00:10:20.120 --> 00:10:25.120]  我要做的事情都做完了
[00:10:25.120 --> 00:10:27.120]  一一的取消了
[00:10:27.120 --> 00:10:31.120]  我可以很安心了結了一個敬拜的活動
[00:10:31.120 --> 00:10:33.120]  可以回家
[00:10:33.120 --> 00:10:36.120]  儲一年錢明年再來做多一次
[00:10:36.120 --> 00:10:42.120]  你覺得這種清單式的敬拜活動
[00:10:42.120 --> 00:10:44.120]  有沒有問題?
[00:10:44.120 --> 00:10:46.120]  我想問大家
[00:10:46.120 --> 00:10:49.120]  你每個星期日來到教會的時候
[00:10:49.120 --> 00:10:51.120]  是不是好像清單形式
[00:10:51.120 --> 00:10:56.120]  要履行一系列的宗教責任?
[00:10:56.120 --> 00:10:58.120]  是不是?
[00:10:58.120 --> 00:11:00.120]  還是你每一次是帶著謙卑的心
[00:11:00.120 --> 00:11:02.120]  來到這個教會裏面
[00:11:02.120 --> 00:11:06.120]  為的就是要讚美神
[00:11:06.120 --> 00:11:07.120]  向祂感恩
[00:11:07.120 --> 00:11:09.120]  榮耀祂
[00:11:09.120 --> 00:11:13.120]  將我們的生命再一次交給神
[00:11:13.120 --> 00:11:14.120]  奇怪的是
[00:11:14.120 --> 00:11:15.120]  有一個很奇怪的
[00:11:15.120 --> 00:11:17.120]  不知道大家有沒有留意
[00:11:17.120 --> 00:11:19.120]  聖經裏面所講的這麼多問題
[00:11:19.120 --> 00:11:21.120]  我剛才所講的這麼多問題
[00:11:21.120 --> 00:11:25.120]  似乎在那個時候沒有人察覺到
[00:11:25.120 --> 00:11:29.120]  直到耶穌基督去到的時候
[00:11:29.120 --> 00:11:32.120]  似乎人漸漸地將一些不合理的事情
[00:11:32.120 --> 00:11:35.120]  成為一種事實來接受
[00:11:35.120 --> 00:11:37.120]  有什麼例子?
[00:11:37.120 --> 00:11:39.120]  我在想的時候
[00:11:39.120 --> 00:11:40.120]  不知道大家記不記得
[00:11:40.120 --> 00:11:42.120]  很多年之前
[00:11:42.120 --> 00:11:47.120]  現在大家有沒有開車去雪梨機場接過機
[00:11:47.120 --> 00:11:48.120]  很多年之前
[00:11:48.120 --> 00:11:52.120]  未有15分鐘可以停車接客上客
[00:11:52.120 --> 00:11:53.120]  那時候怎樣?
[00:11:53.120 --> 00:11:55.120]  那時候被迫停車
[00:11:55.120 --> 00:11:57.120]  雪梨停車場停車
[00:11:57.120 --> 00:12:01.120]  它的收費是外面的兩三倍
[00:12:01.120 --> 00:12:05.120]  我明知是要給一個貴到不得了的停車場
[00:12:05.120 --> 00:12:06.120]  但也要給
[00:12:06.120 --> 00:12:09.120]  漸漸成為一個接受的事實
[00:12:09.120 --> 00:12:12.120]  就是你去到雪梨機場接人的時候
[00:12:12.120 --> 00:12:15.120]  你就要給這個二三十元的停車費
[00:12:15.120 --> 00:12:16.120]  你不要太久
[00:12:16.120 --> 00:12:18.120]  過了不止
[00:12:18.120 --> 00:12:23.120]  漸漸成為一個我們要接受的事實
[00:12:23.120 --> 00:12:24.120]  我想問大家
[00:12:24.120 --> 00:12:27.120]  在我們的屬靈生命裏面
[00:12:27.120 --> 00:12:29.120]  有沒有一些我們回想
[00:12:29.120 --> 00:12:31.120]  我們再認真反思的時候
[00:12:31.120 --> 00:12:32.120]  其實不合理的
[00:12:32.120 --> 00:12:33.120]  其實是不正當的
[00:12:33.120 --> 00:12:34.120]  不過
[00:12:34.120 --> 00:12:38.120]  我們卻慢慢將它接受成為一個事實
[00:12:38.120 --> 00:12:41.120]  這個就是當時在耶穌年代
[00:12:41.120 --> 00:12:46.120]  那一班百姓所經歷的事情
[00:12:46.120 --> 00:12:47.120]  你說
[00:12:47.120 --> 00:12:49.120]  外邦人在那裏
[00:12:49.120 --> 00:12:51.120]  明明入到聖殿
[00:12:51.120 --> 00:12:54.120]  但是沒有一個地方來禱告聚集
[00:12:54.120 --> 00:12:56.120]  沒有問題
[00:12:56.120 --> 00:12:58.120]  那些人要買祭僧
[00:12:58.120 --> 00:13:00.120]  我們看兩下
[00:13:00.120 --> 00:13:01.120]  不是的
[00:13:01.120 --> 00:13:02.120]  我們去的時候
[00:13:02.120 --> 00:13:05.120]  要給很多錢來換錢或者買祭僧
[00:13:05.120 --> 00:13:07.120]  不要緊
[00:13:07.120 --> 00:13:12.120]  聖殿也要用錢來運作
[00:13:12.120 --> 00:13:15.120]  但是
[00:13:15.120 --> 00:13:17.120]  當各樣的事情
[00:13:17.120 --> 00:13:20.120]  好像都有一個解釋的時候
[00:13:20.120 --> 00:13:24.120]  直到耶穌基督出現
[00:13:24.120 --> 00:13:26.120]  各位姐妹
[00:13:26.120 --> 00:13:28.120]  我們所需要的
[00:13:28.120 --> 00:13:32.120]  就是邀請耶穌基督進入我們的生命
[00:13:32.120 --> 00:13:34.120]  告訴我們
[00:13:34.120 --> 00:13:36.120]  一些我們以為已經是合理的事情
[00:13:36.120 --> 00:13:40.120]  一些我們覺得已經是接受為事實的事情
[00:13:40.120 --> 00:13:43.120]  讓耶穌基督監察我們的生命
[00:13:43.120 --> 00:13:45.120]  看我們的生命裏面
[00:13:45.120 --> 00:13:48.120]  有沒有一些隱藏的黑暗的角落
[00:13:48.120 --> 00:13:52.120]  施人大衛很清楚這個情況
[00:13:52.120 --> 00:13:54.120]  所以他就在禱告裏面說
[00:13:54.120 --> 00:13:56.120]  神求你監察我
[00:13:56.120 --> 00:13:58.120]  知道我的心思
[00:13:58.120 --> 00:13:59.120]  試煉我
[00:13:59.120 --> 00:14:00.120]  知道我的意念
[00:14:00.120 --> 00:14:06.120]  好使我能夠走在你永生的道路上
[00:14:06.120 --> 00:14:08.120]  所以各位姐妹
[00:14:08.120 --> 00:14:11.120]  當耶穌真的來到你的內心
[00:14:11.120 --> 00:14:12.120]  要你審查
[00:14:12.120 --> 00:14:17.120]  監察我們每一個人的生命深處的時候
[00:14:17.120 --> 00:14:18.120]  我告訴大家
[00:14:18.120 --> 00:14:22.120]  也許這個經驗是不舒服的
[00:14:22.120 --> 00:14:24.120]  當耶穌說
[00:14:24.120 --> 00:14:28.120]  你有些壞習慣需要更改
[00:14:28.120 --> 00:14:29.120]  當耶穌說
[00:14:29.120 --> 00:14:33.120]  你有些罪惡還沒有承認
[00:14:33.120 --> 00:14:34.120]  當耶穌說
[00:14:34.120 --> 00:14:38.120]  你需要向某某人道歉
[00:14:38.120 --> 00:14:39.120]  當耶穌說
[00:14:39.120 --> 00:14:42.120]  有些事情你需要開始做
[00:14:42.120 --> 00:14:44.120]  我告訴大家
[00:14:44.120 --> 00:14:47.120]  這些經驗並不舒服
[00:14:47.120 --> 00:14:49.120]  當耶穌
[00:14:49.120 --> 00:14:54.120]  就好像耶穌要驅趕這些買賣牛羊
[00:14:54.120 --> 00:14:56.120]  換錢幣的商人一樣
[00:14:56.120 --> 00:14:58.120]  我告訴大家
[00:14:58.120 --> 00:15:01.120]  如果我們想在耶穌基督
[00:15:01.120 --> 00:15:04.120]  或者在神面前守潔心清的時候
[00:15:04.120 --> 00:15:05.120]  我告訴大家
[00:15:05.120 --> 00:15:09.120]  這個不舒服的過程是必須要的
[00:15:09.120 --> 00:15:11.120]  當耶穌進入聖殿
[00:15:11.120 --> 00:15:14.120]  聖經告訴我們驅趕牛羊
[00:15:14.120 --> 00:15:18.120]  將兌換銀錢的檔攤反轉
[00:15:18.120 --> 00:15:20.120]  大家記不記得我開始的時候
[00:15:20.120 --> 00:15:21.120]  跟大家說過
[00:15:21.120 --> 00:15:23.120]  一間房間滿了垃圾的時候
[00:15:23.120 --> 00:15:26.120]  光不能夠透進來
[00:15:26.120 --> 00:15:31.120]  也是割削了你在家裡走動的自由
[00:15:31.120 --> 00:15:33.120]  我想問大家
[00:15:33.120 --> 00:15:35.120]  在你的生命裡面
[00:15:35.120 --> 00:15:37.120]  現在來說
[00:15:37.120 --> 00:15:40.120]  如果神要進入你的內心的時候
[00:15:40.120 --> 00:15:47.120]  你猜祂會在你的內心裡驅趕什麼走呢?
[00:15:47.120 --> 00:15:49.120]  使徒保羅告訴我們
[00:15:49.120 --> 00:15:53.120]  我們的身體就是神的殿
[00:15:53.120 --> 00:15:55.120]  就是聖靈的殿
[00:15:55.120 --> 00:15:58.120]  是聖靈在我們的內心裡居住
[00:15:58.120 --> 00:15:59.120]  我想問大家
[00:15:59.120 --> 00:16:04.120]  為什麼信徒的身體可以成為聖靈的殿呢?
[00:16:04.120 --> 00:16:09.120]  那聖靈原本的殿去了哪裡呢?
[00:16:09.120 --> 00:16:11.120]  我們回顧歷史的時候
[00:16:11.120 --> 00:16:12.120]  歷史告訴我們
[00:16:12.120 --> 00:16:14.120]  在主要的70年
[00:16:14.120 --> 00:16:16.120]  這個原本很漂亮很宏偉的殿
[00:16:16.120 --> 00:16:19.120]  已經被羅馬軍兵所破壞
[00:16:19.120 --> 00:16:22.120]  所毀滅了
[00:16:22.120 --> 00:16:26.120]  雖然以色列人一直這麼多年以來
[00:16:26.120 --> 00:16:28.120]  都想重建這個聖殿
[00:16:28.120 --> 00:16:31.120]  不過還沒有找到機會
[00:16:31.120 --> 00:16:32.120]  那你說
[00:16:32.120 --> 00:16:36.120]  為什麼信徒的身體會成為聖殿呢?
[00:16:36.120 --> 00:16:39.120]  或者更加準確地問大家
[00:16:39.120 --> 00:16:43.120]  為什麼信徒的身體可以成為聖殿呢?
[00:16:43.120 --> 00:16:45.120]  記不記得
[00:16:45.120 --> 00:16:49.120]  主耶穌基督在十字架上死亡的情景
[00:16:49.120 --> 00:16:50.120]  聖經告訴我們
[00:16:50.120 --> 00:16:53.120]  當耶穌基督斷氣不久之後
[00:16:53.120 --> 00:16:55.120]  馬上就怎樣呢?
[00:16:55.120 --> 00:16:59.120]  殿裡的萬子從上到下列為兩半
[00:16:59.120 --> 00:17:05.120]  這個萬子就是分隔聖殿裡的聖所和致聖所
[00:17:05.120 --> 00:17:06.120]  大家知道致聖所
[00:17:06.120 --> 00:17:09.120]  致聖所是聚聖的地方
[00:17:09.120 --> 00:17:12.120]  這個地方代表著神的同在
[00:17:12.120 --> 00:17:17.120]  只有大祭司每年一次可以進去這個致聖所的地方
[00:17:17.120 --> 00:17:23.120]  為人的罪和緣故來施行這個贖罪禮
[00:17:23.120 --> 00:17:25.120]  換言之
[00:17:25.120 --> 00:17:31.120]  如果我們想去親近神的時候
[00:17:31.120 --> 00:17:32.120]  在那個年代
[00:17:32.120 --> 00:17:35.120]  我們只能夠去到聖殿那裡
[00:17:35.120 --> 00:17:41.120]  只能夠要當時的祭司成為我們的中間人
[00:17:41.120 --> 00:17:43.120]  現在這段經文告訴我們
[00:17:43.120 --> 00:17:49.120]  這個萬子代表著人神相隔的東西
[00:17:49.120 --> 00:17:52.120]  現在已經從上到下分為兩半
[00:17:52.120 --> 00:17:54.120]  為什麼從上到下這麼有趣呢?
[00:17:54.120 --> 00:17:55.120]  就是告訴我們
[00:17:55.120 --> 00:17:58.120]  這個萬子被撕為兩半
[00:17:58.120 --> 00:17:59.120]  不是人的作為
[00:17:59.120 --> 00:18:01.120]  人的作為當然是由下至上
[00:18:01.120 --> 00:18:03.120]  由上至下列為兩半
[00:18:03.120 --> 00:18:05.120]  這個明顯是神的作為
[00:18:05.120 --> 00:18:13.120]  神將人神左隔的萬子拿去除走
[00:18:13.120 --> 00:18:15.120]  意思很明顯
[00:18:15.120 --> 00:18:19.120]  就是說在以後我們要親近神的時候
[00:18:19.120 --> 00:18:21.120]  我們不再需要去到聖殿
[00:18:21.120 --> 00:18:25.120]  我們不再需要祭司
[00:18:25.120 --> 00:18:29.120]  也不需要通過獻祭來到神面前
[00:18:29.120 --> 00:18:34.120]  我們在耶穌基督成就救恩之後
[00:18:34.120 --> 00:18:38.120]  我們可以直接的去到神那裡
[00:18:38.120 --> 00:18:40.120]  聖殿一直都說
[00:18:40.120 --> 00:18:45.120]  代表著神在他的百姓當中的同在
[00:18:45.120 --> 00:18:47.120]  今天通過聖靈
[00:18:47.120 --> 00:18:49.120]  聖經告訴我們
[00:18:49.120 --> 00:18:52.120]  神就住在我們當中
[00:18:52.120 --> 00:18:54.120]  所以就是因為這個原因
[00:18:54.120 --> 00:18:59.120]  使徒保羅告訴我們我們的身體就是聖靈的殿
[00:18:59.120 --> 00:19:03.120]  整個全世界宇宙最神聖的地方
[00:19:03.120 --> 00:19:06.120]  不再是一個我們要去的地方
[00:19:06.120 --> 00:19:11.120]  而是一個我們能夠建立親密關係的一個人
[00:19:11.120 --> 00:19:14.120]  我們不再需要一個物質的聖殿
[00:19:14.120 --> 00:19:17.120]  我們需要的是耶穌基督
[00:19:17.120 --> 00:19:19.120]  耶穌基督這個舉動
[00:19:19.120 --> 00:19:21.120]  對當時的門徒來說
[00:19:21.120 --> 00:19:25.120]  讓他們想起大衛王的一個詩篇
[00:19:25.120 --> 00:19:26.120]  那裡這樣說
[00:19:26.120 --> 00:19:32.120]  「我為你的殿心裡焦急如同火燒」
[00:19:32.120 --> 00:19:34.120]  當時的大衛王
