
[00:00:00.000 --> 00:00:02.920]  今天和大家分享的一個題目
[00:03:28.920 --> 00:03:31.560]  是這樣的
[00:03:31.560 --> 00:03:32.680]  有醫生告訴你
[00:03:32.680 --> 00:03:33.960]  你有病
[00:03:33.960 --> 00:03:34.880]  我有病
[00:03:34.880 --> 00:03:37.320]  有什麼病
[00:03:37.320 --> 00:03:38.920]  哦
[00:03:38.920 --> 00:03:41.960]  我不想理著
[00:03:41.960 --> 00:03:44.320]  你的膽子有事
[00:03:44.320 --> 00:03:46.640]  有一點膽石
[00:03:46.640 --> 00:03:48.520]  那怎麼辦
[00:03:48.520 --> 00:03:51.680]  進醫院用十幾萬來割了它
[00:03:51.680 --> 00:03:53.680]  嚴不嚴重
[00:03:53.680 --> 00:03:55.600]  都有一段時間的
[00:03:55.600 --> 00:03:56.560]  你可以等
[00:03:56.560 --> 00:03:58.160]  那等一下
[00:03:58.160 --> 00:04:03.160]  嚴重一點再解決
[00:04:03.160 --> 00:04:05.280]  有病不醫的
[00:04:05.280 --> 00:04:07.520]  我們有時是
[00:04:07.520 --> 00:04:09.760]  你覺不覺得
[00:04:09.760 --> 00:04:10.440]  當我說
[00:04:10.440 --> 00:04:12.360]  你有一點傷風感冒
[00:04:12.360 --> 00:04:15.240]  由得你先慢慢好
[00:04:15.240 --> 00:04:16.240]  鼻水很多
[00:04:16.240 --> 00:04:18.560]  慢慢變青色了
[00:04:18.560 --> 00:04:19.480]  由得你先
[00:04:19.480 --> 00:04:21.280]  捱一捱
[00:04:21.280 --> 00:04:23.560]  我們都會有這樣的心理
[00:04:23.560 --> 00:04:25.240]  都不是很嚴重
[00:04:25.240 --> 00:04:27.600]  不要理它
[00:04:27.600 --> 00:04:28.960]  意思就是這樣
[00:04:28.960 --> 00:04:30.480]  聽了
[00:04:30.480 --> 00:04:33.680]  等於沒聽到
[00:04:33.680 --> 00:04:34.680]  忠言
[00:04:34.680 --> 00:04:36.760]  一定是逆耳的
[00:04:36.760 --> 00:04:38.960]  但門徒問耶穌的時候
[00:04:38.960 --> 00:04:41.080]  耶穌就告訴你
[00:04:41.080 --> 00:04:44.080]  為什麼要說這個比喻
[00:04:44.080 --> 00:04:47.280]  意思就是讓大家能夠慢慢咀嚼
[00:04:47.280 --> 00:04:50.560]  究竟裡面有什麼意思
[00:04:50.560 --> 00:04:51.600]  另一方面就是
[00:04:51.600 --> 00:04:57.360]  只是叫你們這一班
[00:04:57.360 --> 00:04:59.320]  跟隨耶穌基督的人
[00:04:59.320 --> 00:05:02.360]  來明白而已
[00:05:02.360 --> 00:05:04.120]  好不好
[00:05:04.120 --> 00:05:05.480]  那我繼續讀
[00:05:05.480 --> 00:05:06.400]  十八節這樣說
[00:05:06.400 --> 00:05:09.640]  所以你們要聽者殺種的比喻
[00:05:09.640 --> 00:05:12.640]  凡聽見天國的道而不明白的
[00:05:12.640 --> 00:05:14.840]  那惡者就來把
[00:05:14.840 --> 00:05:18.080]  殺在他心裡的奪了去
[00:05:18.080 --> 00:05:20.760]  這就是殺在路旁的了
[00:05:20.760 --> 00:05:22.960]  殺在石頭上的
[00:05:22.960 --> 00:05:25.560]  就是人聽了道立刻歡喜領受
[00:05:25.560 --> 00:05:27.160]  只因心裡沒有根
[00:05:27.160 --> 00:05:29.280]  不過是暫時的
[00:05:29.280 --> 00:05:33.080]  一旦為道遭受患難或逼迫
[00:05:33.080 --> 00:05:35.840]  立刻就跌倒
[00:05:35.840 --> 00:05:37.160]  殺在荊棘裡的
[00:05:37.160 --> 00:05:38.640]  就是人聽了道
[00:05:38.640 --> 00:05:40.600]  後來有世上的憂慮
[00:05:40.600 --> 00:05:43.160]  潛在的迷惑把道擠住了
[00:05:43.160 --> 00:05:45.000]  結不出果實
[00:05:45.000 --> 00:05:46.600]  殺在好土裡的
[00:05:46.600 --> 00:05:48.080]  就是人聽了道
[00:05:48.080 --> 00:05:49.320]  明白了
[00:05:49.320 --> 00:05:50.760]  後來結了果實
[00:05:50.760 --> 00:05:52.040]  有一百倍的
[00:05:52.040 --> 00:05:53.240]  有六十倍的
[00:05:53.240 --> 00:05:57.160]  有三十倍的
[00:05:57.160 --> 00:05:59.880]  經文讀完了
[00:05:59.880 --> 00:06:04.040]  那你要不要做好土呢
[00:06:04.040 --> 00:06:05.800]  殺種的人拿著這個種子
[00:06:05.800 --> 00:06:07.480]  就是神的道
[00:06:07.480 --> 00:06:10.880]  殺在不同的土壤裡面
[00:06:10.880 --> 00:06:18.800]  但是只有好土才可以發芽生長
[00:06:18.800 --> 00:06:21.320]  結出果子
[00:06:21.320 --> 00:06:27.000]  你要做好土嗎
[00:06:27.000 --> 00:06:30.000]  我猜在這裡所有的電影姐妹
[00:06:30.000 --> 00:06:32.080]  都是一個答案
[00:06:32.080 --> 00:06:33.200]  要
[00:06:33.200 --> 00:06:34.920]  我要做好土
[00:06:34.920 --> 00:06:37.240]  要做好土的時候
[00:06:37.240 --> 00:06:38.680]  我們說
[00:06:38.680 --> 00:06:40.760]  要結果實
[00:06:40.760 --> 00:06:42.240]  就是一百倍
[00:06:42.240 --> 00:06:43.080]  六十倍
[00:06:43.080 --> 00:06:44.280]  三十倍
[00:06:44.280 --> 00:06:45.240]  經文不是這樣說
[00:06:45.240 --> 00:06:46.880]  三十、六十、一百
[00:06:46.880 --> 00:06:47.800]  我現在反過來
[00:06:47.800 --> 00:06:50.640]  一百、六十、三十
[00:06:50.640 --> 00:06:54.240]  給你新的目標
[00:06:54.240 --> 00:06:57.280]  主耶穌在祂的教導裡面
[00:06:57.280 --> 00:06:59.160]  神的
[00:06:59.160 --> 00:07:01.000]  神權要臨到我們身上
[00:07:01.000 --> 00:07:03.240]  每一個跟隨耶穌基督的人身上
[00:07:03.240 --> 00:07:04.240]  所以就是說
[00:07:04.240 --> 00:07:06.640]  神在你生命中掌權
[00:07:06.640 --> 00:07:07.640]  接著
[00:07:07.640 --> 00:07:11.400]  走在神的旨意中
[00:07:11.400 --> 00:07:13.920]  好土
[00:07:13.920 --> 00:07:15.640]  神的權
[00:07:15.640 --> 00:07:17.480]  神的神權臨到你
[00:07:17.480 --> 00:07:19.440]  在生命裡面掌權
[00:07:19.440 --> 00:07:20.640]  接著你的責任就是
[00:07:20.640 --> 00:07:24.360]  走在神的旨意中
[00:07:24.360 --> 00:07:28.400]  好土
[00:07:28.400 --> 00:07:31.160]  你做好土嗎
[00:07:31.160 --> 00:07:33.800]  意思就是說
[00:07:33.800 --> 00:07:35.160]  相信耶穌基督是神的兒子
[00:07:35.160 --> 00:07:36.720]  起碼是這樣
[00:07:36.720 --> 00:07:38.320]  悔改接受救恩
[00:07:38.320 --> 00:07:40.720]  走在主的話語中
[00:07:40.720 --> 00:07:45.920]  並且願意為主來承擔使命
[00:07:45.920 --> 00:07:50.240]  神已經做了祂做的事情
[00:07:50.240 --> 00:07:53.360]  我們有責任的
[00:07:53.360 --> 00:07:57.360]  你願意做好土嗎
[00:07:57.360 --> 00:07:59.000]  有人說就是
[00:07:59.000 --> 00:08:00.440]  信耶穌
[00:08:00.440 --> 00:08:02.000]  或者是基督教
[00:08:02.000 --> 00:08:03.360]  一說到基督教的時候
[00:08:03.360 --> 00:08:06.480]  就搬聖經出來
[00:08:06.480 --> 00:08:08.680]  搬聖經就是告訴我們
[00:08:08.680 --> 00:08:11.600]  聖經裡面有神
[00:08:11.600 --> 00:08:13.440]  有救恩
[00:08:13.440 --> 00:08:16.600]  以及有復活節
[00:08:16.600 --> 00:08:18.800]  有聖誕節
[00:08:18.800 --> 00:08:22.800]  這些全部我們都要遵守參加的
[00:08:22.800 --> 00:08:25.440]  所以
[00:08:25.440 --> 00:08:26.560]  不要了
[00:08:26.560 --> 00:08:30.760]  我沒有什麼時間
[00:08:30.760 --> 00:08:32.320]  你以後你慶祝
[00:08:32.320 --> 00:08:35.000]  或者我有我信的
[00:08:35.000 --> 00:08:38.760]  好不好
[00:08:38.760 --> 00:08:40.320]  你跟別人分享的時候
[00:08:40.320 --> 00:08:41.800]  他當然說
[00:08:41.800 --> 00:08:43.560]  我不是很相信
[00:08:43.560 --> 00:08:45.240]  我知道的
[00:08:45.240 --> 00:08:47.280]  你一定是說聖經的
[00:08:47.280 --> 00:08:49.280]  你說我們信耶穌
[00:08:49.280 --> 00:08:50.800]  不是說聖經說什麼
[00:08:50.800 --> 00:08:52.360]  聖經是告訴我們的
[00:08:52.360 --> 00:08:54.320]  或者聖經很清楚記載了
[00:08:54.320 --> 00:08:55.440]  神的救恩
[00:08:55.440 --> 00:08:57.240]  以及這個世界的創造
[00:08:57.240 --> 00:09:03.320]  做了我們應該做的事情
[00:09:03.320 --> 00:09:05.440]  不是每個人都接受的
[00:09:05.440 --> 00:09:10.800]  因為不同的人對聖經有不同的看法
[00:09:10.800 --> 00:09:15.360]  我們說
[00:09:15.360 --> 00:09:16.240]  牛頓
[00:09:16.240 --> 00:09:17.920]  牛頓怎麼看呢
[00:09:17.920 --> 00:09:18.720]  牛頓說
[00:09:18.720 --> 00:09:22.200]  聖經裡面有很多可信的憑據
[00:09:22.200 --> 00:09:24.200]  林肯說什麼呢
[00:09:24.200 --> 00:09:27.440]  聖經是神給人類最好的禮物
[00:09:27.440 --> 00:09:29.360]  拿破崙怎麼說呢
[00:09:29.360 --> 00:09:31.120]  聖經不單只是一本書
[00:09:31.120 --> 00:09:32.720]  更加是一種實質的能力
[00:09:32.720 --> 00:09:38.960]  可以征服一切反對他的人
[00:09:38.960 --> 00:09:41.000]  羅斯福怎麼說呢
[00:09:41.000 --> 00:09:42.520]  對聖經有透徹的認識
[00:09:42.520 --> 00:09:45.240]  比受大學的教育更為重要
[00:09:45.240 --> 00:09:48.440]  很多不同的見解
[00:09:48.440 --> 00:09:55.120]  甚至有人說聖經是
[00:09:55.120 --> 00:09:58.400]  時代雜誌創辦人路斯爾這麼說的
[00:09:58.400 --> 00:10:01.360]  不是時代首先強調人物故事
[00:10:01.360 --> 00:10:05.200]  真正創始者乃是聖經
[00:10:05.200 --> 00:10:12.120]  或者這位英國貴官詩人丁彌生
[00:10:12.120 --> 00:10:16.520]  他說讀聖經本身就是一種教育
[00:10:16.520 --> 00:10:19.960]  可能不同的人對聖經的觀感
[00:10:19.960 --> 00:10:22.840]  和去詮釋都有不同
[00:10:22.840 --> 00:10:28.480]  或者對聖經的見解也有不同
[00:10:28.480 --> 00:10:30.960]  那你對聖經的見解是什麼
[00:10:30.960 --> 00:10:32.280]  有深入研究嗎
[00:10:32.280 --> 00:10:35.360]  有深入去讀好嗎
[00:10:35.360 --> 00:10:36.760]  是何等的重要
[00:10:36.760 --> 00:10:43.440]  但今天人對聖經實在有很多不同的看法
[00:10:43.440 --> 00:10:45.360]  甚至在教會裡面
[00:10:45.360 --> 00:10:47.200]  作為一個基督教國家
[00:10:47.200 --> 00:10:54.320]  美國根據統計對聖經的反應
[00:10:54.320 --> 00:10:56.880]  一項就是美國人2017
[00:10:56.880 --> 00:11:01.400]  名為2017年美國人讀聖經情況
[00:11:01.400 --> 00:11:06.680]  和給他有解決的方法
[00:11:06.680 --> 00:11:10.960]  很多人都沒空讀聖經
[00:11:10.960 --> 00:11:18.680]  這個調查的資料就說
[00:11:18.680 --> 00:11:22.080]  為什麼這麼少人讀聖經
[00:11:22.080 --> 00:11:25.880]  第一項就說生活太忙了
[00:11:25.880 --> 00:11:27.720]  工作太忙了
[00:11:27.720 --> 00:11:29.640]  家庭太忙了
[00:11:29.640 --> 00:11:34.160]  所以就沒讀聖經
[00:11:34.160 --> 00:11:40.080]  第二就說有部分人成為無神論者
[00:11:40.080 --> 00:11:43.160]  成為不可知論者
[00:11:43.160 --> 00:11:45.640]  或者他們已經離開教會了
[00:11:45.640 --> 00:11:48.440]  還看著聖經
[00:11:48.440 --> 00:11:49.440]  改信另一個宗教
[00:11:49.440 --> 00:11:54.200]  或者是沒有其他的宗教信仰等等
[00:11:54.200 --> 00:11:55.800]  說到不可知論者
[00:11:55.800 --> 00:12:02.200]  我們知道有一個人物就是麥道偉
[00:12:02.200 --> 00:12:05.800]  Josh Mugwell
[00:12:05.800 --> 00:12:09.000]  就是一個讀法律的人
[00:12:09.000 --> 00:12:10.760]  他說聖經不是真實的
[00:12:10.760 --> 00:12:14.000]  聖經裡面有很多假的記載
[00:12:14.000 --> 00:12:16.120]  聖經裡面不真實的情況
[00:12:16.120 --> 00:12:21.920]  就是令人感到不可置信
[00:12:21.920 --> 00:12:25.640]  所以他就尋尋覓覓
[00:12:25.640 --> 00:12:31.720]  他要找到聖經裡面的漏洞
[00:12:31.720 --> 00:12:33.640]  攻擊他
[00:12:33.640 --> 00:12:36.480]  可以叫讀聖經信耶穌的人
[00:12:36.480 --> 00:12:39.320]  不再讀聖經,不再信耶穌
[00:12:39.320 --> 00:12:44.120]  最後麥道偉他就信了耶穌
[00:12:44.120 --> 00:12:45.520]  是很特別的
[00:12:45.520 --> 00:12:48.440]  寫了一本書《鐵證代判》
[00:12:48.440 --> 00:12:52.720]  有真真實實的證據
[00:12:52.720 --> 00:12:56.320]  因為他研讀
[00:12:56.320 --> 00:13:01.520]  我們說今天很多人都不讀聖經
[00:13:01.520 --> 00:13:03.320]  就算是準備受診的弟兄姊妹
[00:13:03.320 --> 00:13:08.720]  都問他,我偶爾讀而已
[00:13:08.720 --> 00:13:13.880]  所以人家說就聽,聽了就相信
[00:13:13.880 --> 00:13:17.760]  原來不是這樣,就不相信
[00:13:17.760 --> 00:13:21.600]  這位就是英國坎特柏雷的大主教
[00:13:21.600 --> 00:13:23.520]  2002年退休了
[00:13:23.520 --> 00:13:24.880]  感恩的就是
[00:13:24.880 --> 00:13:28.120]  因為他居然在任的時候
[00:13:28.120 --> 00:13:32.240]  他質疑耶穌的復活的可信性
[00:13:32.240 --> 00:13:36.920]  今天他仍然發表一些爭議性的言論
[00:13:36.920 --> 00:13:41.920]  來講教會最腐敗的地方
[00:13:41.920 --> 00:13:52.360]  教會就是人類的半個石
[00:13:52.360 --> 00:13:54.840]  是這樣的
[00:13:54.840 --> 00:13:58.800]  你在教會裡面
[00:13:58.800 --> 00:14:00.560]  你信耶穌
[00:14:00.560 --> 00:14:02.360]  你常常讀聖經
[00:14:02.360 --> 00:14:04.640]  假設你常常讀聖經的時候
[00:14:04.640 --> 00:14:06.040]  你想一想
[00:14:06.040 --> 00:14:12.920]  有沒有這樣的人做聖公會的大主教呢?
[00:14:12.920 --> 00:14:13.880]  如果今天我在台上
[00:14:13.880 --> 00:14:15.560]  那個人說我不信聖經的時候
[00:14:15.560 --> 00:14:17.520]  就很大件事了
[00:14:17.520 --> 00:14:20.720]  那你究竟說什麼?牧師
[00:14:20.720 --> 00:14:23.160]  令人很擔心的
[00:14:23.160 --> 00:14:27.160]  因為聖經裡面說
[00:14:27.160 --> 00:14:30.400]  有種子撒在路旁
[00:14:30.400 --> 00:14:33.960]  飛鳥來把牠們吃掉
[00:14:33.960 --> 00:14:35.720]  耶穌解釋
[00:14:35.720 --> 00:14:38.560]  魔鬼將你在心裡面
[00:14:38.560 --> 00:14:40.400]  你未曾想過
[00:14:40.400 --> 00:14:42.080]  或者是聽到這個訊息之後
[00:14:42.080 --> 00:14:44.880]  你剛剛聽到我的訊息之後
[00:14:44.880 --> 00:14:47.680]  接著就忘記了
[00:14:47.680 --> 00:14:50.720]  走了就忘記了
[00:14:50.720 --> 00:14:52.040]  我的禱告就是
[00:14:52.040 --> 00:14:55.680]  神的訊息打動你的心
[00:14:55.680 --> 00:14:57.280]  這是我的禱告
[00:14:57.280 --> 00:14:58.720]  你的禱告是不是
[00:14:58.720 --> 00:15:00.240]  我來參不崇拜
[00:15:00.240 --> 00:15:03.640]  我來領受神的道
[00:15:03.640 --> 00:15:09.640]  小心被魔鬼來得及拿走
[00:15:09.640 --> 00:15:17.320]  撒在路旁
[00:15:17.320 --> 00:15:20.560]  剛才我和大家分享查理韋斯理
[00:15:20.560 --> 00:15:23.760]  怎能如此像我這個罪人
[00:15:23.760 --> 00:15:25.880]  我以為跟著《世紀重戰》
[00:15:25.880 --> 00:15:29.520]  289首的旋律來唱
[00:15:29.520 --> 00:15:33.160]  那我聽一下會不會唱錯音
[00:15:33.160 --> 00:15:35.720]  因為那裡有些陷阱
[00:15:35.720 --> 00:15:38.920]  怎能如此像我這個罪人
[00:15:38.920 --> 00:15:40.600]  也無空
[00:15:40.600 --> 00:15:42.120]  唱了上去
[00:15:42.120 --> 00:15:43.720]  也無空
[00:15:43.720 --> 00:15:45.360]  是唱了下去
[00:15:45.360 --> 00:15:48.200]  我不知道有沒有錯
[00:15:48.200 --> 00:15:51.200]  查理韋斯理作這首詩歌的時候
[00:15:51.200 --> 00:15:54.840]  他心被恩感
[00:15:54.840 --> 00:15:58.400]  但為什麼要作這首詩歌呢
[00:15:58.400 --> 00:16:00.680]  有他的歷史背景
[00:16:00.680 --> 00:16:02.280]  查理韋斯理和約翰韋斯理
[00:16:02.280 --> 00:16:04.000]  是17世紀的人
[00:16:04.000 --> 00:16:06.800]  英國
[00:16:06.800 --> 00:16:08.840]  他的父親
[00:16:08.840 --> 00:16:10.440]  他的上一代
[00:16:10.440 --> 00:16:11.720]  尤其是他的父親
[00:16:11.720 --> 00:16:14.040]  薩姆爾韋斯理
[00:16:14.040 --> 00:16:16.920]  是牧師
[00:16:16.920 --> 00:16:20.160]  牧師的家庭當然從小教導他
[00:16:20.160 --> 00:16:24.680]  讓他能夠行在主的道路上
[00:16:24.680 --> 00:16:29.360]  秦道衛理 香港有個宗派叫做秦道衛理
[00:16:29.360 --> 00:16:31.680]  秦道衛理就是
[00:16:31.680 --> 00:16:32.880]  他們的意思就是說
[00:16:32.880 --> 00:16:38.360]  按著聖經的教導去生活行為
[00:16:38.360 --> 00:16:42.920]  所以他們有個稱呼叫做秦道人
[00:16:42.920 --> 00:16:45.280]  我們叫做誠真人
[00:16:45.280 --> 00:16:47.920]  你知不知道我們誠真
[00:16:47.920 --> 00:16:50.720]  有時會稱呼我們誠真人
[00:16:50.720 --> 00:16:53.360]  我們慢慢考究什麼叫誠真人
[00:16:53.360 --> 00:16:54.880]  不要說現在
[00:16:54.880 --> 00:16:57.440]  我們說查理韋斯理
[00:16:57.440 --> 00:16:59.200]  一個少年人
[00:16:59.200 --> 00:17:00.440]  當時是少年人
[00:17:00.440 --> 00:17:02.520]  和他的哥哥約翰韋斯理
[00:17:02.520 --> 00:17:04.720]  分別在不同的學校讀書
[00:17:04.720 --> 00:17:05.840]  升學
[00:17:05.840 --> 00:17:08.720]  當時19歲的時候讀大學
[00:17:08.720 --> 00:17:12.040]  在他所讀的學校
[00:17:12.040 --> 00:17:15.600]  我沒有記錯應該是牛津
[00:17:15.600 --> 00:17:19.040]  當時成績很好
[00:17:19.040 --> 00:17:21.840]  還有拿了獎學金
[00:17:21.840 --> 00:17:22.760]  是什麼獎學金
[00:17:22.760 --> 00:17:25.560]  就是他的成績優越獎
[00:17:25.560 --> 00:17:27.280]  每一年17世紀
[00:17:27.280 --> 00:17:32.040]  每一年可以拿到100英鎊的獎學金
[00:17:32.040 --> 00:17:33.840]  很難想像
[00:17:33.840 --> 00:17:36.000]  17世紀100英鎊是多少呢
[00:17:36.000 --> 00:17:37.680]  我們今天就成了
[00:17:37.680 --> 00:17:39.520]  英鎊一直在跌
[00:17:39.520 --> 00:17:41.320]  但我們說
[00:17:41.320 --> 00:17:42.320]  當時對他們來說
[00:17:42.320 --> 00:17:46.720]  一個少年人是意義深重
[00:17:46.720 --> 00:17:48.880]  又可以有這樣的花費
[00:17:48.880 --> 00:17:54.920]  所以慢慢離開教會
[00:17:54.920 --> 00:18:00.320]  慢慢離開聖經
[00:18:00.320 --> 00:18:03.520]  哥哥不是教導他的嗎
[00:18:03.520 --> 00:18:05.040]  爸爸不是教導他的嗎
[00:18:05.040 --> 00:18:08.120]  教會沒有教導的嗎
[00:18:08.120 --> 00:18:09.880]  有的
[00:18:09.880 --> 00:18:14.640]  但你有沒有深入研究呢
[00:18:14.640 --> 00:18:18.160]  我們成長班都很著重真理教導
[00:18:18.160 --> 00:18:22.680]  所以我們成長班真理教導課程
[00:18:22.680 --> 00:18:24.320]  是為大家而設的
[00:18:24.320 --> 00:18:28.400]  但當然不能取代大家讀好聖經
[00:18:28.400 --> 00:18:31.600]  你說我今天太忙了
[00:18:31.600 --> 00:18:35.520]  不能夠讀好聖經
[00:18:35.520 --> 00:18:39.680]  或者你說真的很艱辛
[00:18:39.680 --> 00:18:42.760]  又或者頂節目分享的時候
[00:18:42.760 --> 00:18:47.280]  都是淺層的分享
[00:18:47.280 --> 00:18:50.400]  我不知道你的胃口如何
[00:18:50.400 --> 00:18:52.760]  你的心情如何
[00:18:52.760 --> 00:18:55.960]  你有沒有很努力去研究
[00:18:55.960 --> 00:19:01.120]  最低限度有沒有備課
[00:19:01.120 --> 00:19:04.160]  我不問大家有沒有備課
[00:19:04.160 --> 00:19:06.720]  大家可能是專題周
[00:19:06.720 --> 00:19:07.960]  但有沒有備課
[00:19:07.960 --> 00:19:11.960]  我們說就是看聖經的text
[00:19:11.960 --> 00:19:16.880]  最主要的神說話源頭
[00:19:16.880 --> 00:19:20.600]  看看text 即是聖經本身
[00:19:20.600 --> 00:19:25.280]  這個很重要
[00:19:25.280 --> 00:19:27.720]  在D.A. Carson去形容
[00:19:27.720 --> 00:19:37.200]  這個落在淺土石頭的種子
[00:19:37.200 --> 00:19:40.240]  這一類
[00:19:40.240 --> 00:19:44.040]  D.A. Carson說是暫時的悶肚
[00:19:44.040 --> 00:19:47.080]  其實經文有說他暫時喜歡
[00:19:47.080 --> 00:19:49.320]  接著發芽生長最快
[00:19:49.320 --> 00:19:54.200]  日頭出來一散就枯乾
[00:19:54.200 --> 00:19:56.160]  是暫時的悶肚
[00:19:56.160 --> 00:19:58.920]  或者是暫時的基督徒
[00:19:58.920 --> 00:20:00.920]  有另一位學者就說
[00:20:00.920 --> 00:20:02.760]  稱之為未曾把事情
[00:20:02.760 --> 00:20:06.360]  經過深刻透徹考慮的人
[00:20:06.360 --> 00:20:09.000]  即是說你聽了聖經很開心
[00:20:09.000 --> 00:20:10.360]  因為你快要結婚了
[00:20:10.360 --> 00:20:14.360]  愛他就最開心
[00:20:14.360 --> 00:20:15.720]  你快要結婚了
[00:20:15.720 --> 00:20:18.080]  已不鎖書就最開心
[00:20:18.080 --> 00:20:21.760]  丈夫是妻子的頭
[00:20:21.760 --> 00:20:22.720]  是最開心的
[00:20:22.720 --> 00:20:23.880]  但遇到困難的時候
[00:20:23.880 --> 00:20:24.840]  家庭有問題
[00:20:24.840 --> 00:20:27.080]  或者你學業有問題
[00:20:27.080 --> 00:20:30.680]  或者你覺得弟兄姊妹對你不好
[00:20:30.680 --> 00:20:33.200]  弟兄姊妹不關心你
[00:20:33.200 --> 00:20:34.560]  愛他去哪裏
[00:20:34.560 --> 00:20:37.120]  或者弟兄姊妹對你發脾氣的時候
[00:20:37.120 --> 00:20:40.240]  他都有軟弱
[00:20:40.240 --> 00:20:41.640]  我不信
[00:20:41.640 --> 00:20:44.680]  因為都不是真實的
