
[00:00:00.000 --> 00:00:02.300]  歡迎大家來到我們的周六、上五拜
[00:01:42.920 --> 00:01:45.240]  這個架構裡面是
[00:01:45.240 --> 00:01:49.840]  除了這個主線之外,有趣的是有兩段
[00:01:49.840 --> 00:01:51.120]  分支
[00:01:51.120 --> 00:01:53.940]  這兩段分支都是在說
[00:01:54.200 --> 00:01:55.480]  獅洗約翰
[00:01:55.480 --> 00:02:01.880]  所以幾個禮拜之前,當我未去美國之前,我們開始說獅洗約翰的見證
[00:02:01.880 --> 00:02:03.420]  今天只說了一半
[00:02:03.420 --> 00:02:06.480]  今天我們要繼續說另外一半
[00:02:06.480 --> 00:02:09.040]  完成獅洗約翰的見證
[00:02:09.040 --> 00:02:12.880]  我們回到起初獅洗約翰的出現
[00:02:12.880 --> 00:02:15.700]  楊福音第一章第六節,有一個人
[00:02:15.700 --> 00:02:19.300]  是從上帝那裏差來的名叫約翰
[00:02:19.300 --> 00:02:22.620]  這人來是為了作見證
[00:02:22.880 --> 00:02:24.920]  是為那光作見證
[00:02:24.920 --> 00:02:31.320]  要使眾人藉著他而信,他不是那光而是要為那光作見證
[00:02:31.320 --> 00:02:34.900]  第十五節,約翰為他作見證,約翰
[00:02:34.900 --> 00:02:37.720]  就是要作見證,說
[00:02:37.720 --> 00:02:39.520]  這就是我曾說
[00:02:39.520 --> 00:02:45.920]  那在我以後來的先於我,因為他在我以前他已經
[00:02:45.920 --> 00:02:46.940]  存在
[00:02:46.940 --> 00:02:48.740]  獅洗約翰是一個
[00:02:48.740 --> 00:02:51.560]  第一個出現的人物
[00:02:51.820 --> 00:02:56.680]  他做的事就是作見證,你不要以為獅洗約翰和我們無關,其實你
[00:02:56.680 --> 00:03:01.280]  看完整個約翰福音之後,你會知道約翰都想你作見證
[00:03:01.280 --> 00:03:06.660]  假設來說,簡單來說就是獅洗約翰就是那個人版
[00:03:06.660 --> 00:03:11.540]  獅洗約翰所做的,我們都要跟著他去做,於是
[00:03:11.540 --> 00:03:15.120]  我們要很留心的去聽獅洗約翰
[00:03:15.120 --> 00:03:16.920]  的見證的內容
[00:03:16.920 --> 00:03:21.000]  因為他的見證內容將會成為你和我
[00:03:21.520 --> 00:03:24.340]  將來見證的內容
[00:03:24.340 --> 00:03:28.440]  我們跳到約翰福音第一章第十九節
[00:03:28.440 --> 00:03:31.500]  這次約翰的見證又是見證
[00:03:31.500 --> 00:03:33.820]  猶他人從耶路撒冷
[00:03:33.820 --> 00:03:38.420]  祭司和利美人到約翰那裡去問他你是誰
[00:03:38.420 --> 00:03:39.960]  他就承認
[00:03:39.960 --> 00:03:43.020]  並不隱瞞,承認說我不是基督
[00:03:43.020 --> 00:03:48.660]  他們又問他那麼你是誰,是以利亞嗎?他說不是,我不是
[00:03:48.660 --> 00:03:51.220]  是那位先知嗎?他回答說
[00:03:51.480 --> 00:03:56.340]  也不是,看到這裡我們都仍然搞不定他究竟是誰
[00:03:56.340 --> 00:03:59.680]  第22節,於是他們對
[00:03:59.680 --> 00:04:00.700]  他說
[00:04:00.700 --> 00:04:06.080]  你到底是誰,好讓我們回覆,猜我們來的人
[00:04:06.080 --> 00:04:07.600]  你說
[00:04:07.600 --> 00:04:09.140]  你自己是誰
[00:04:09.140 --> 00:04:10.420]  於是他
[00:04:10.420 --> 00:04:12.480]  獅洗約翰就說
[00:04:12.480 --> 00:04:16.820]  我就是那在曠野呼喊的聲音
[00:04:16.820 --> 00:04:17.840]  修植
[00:04:18.360 --> 00:04:23.220]  修的路,正如那句說話是出於以塞亞書
[00:04:23.220 --> 00:04:25.780]  出於以塞亞先知
[00:04:25.780 --> 00:04:27.060]  所說的
[00:04:27.060 --> 00:04:33.460]  這裡我想你看到有兩個約翰,一個是獅洗約翰,另一個是寫約翰福音的作者
[00:04:33.460 --> 00:04:34.740]  叫使徒約翰
[00:04:34.740 --> 00:04:41.400]  兩個人都異口同聲的要強調一樣東西,強調什麼呢?就是以塞亞書和
[00:04:41.400 --> 00:04:43.960]  獅洗約翰的事工
[00:04:43.960 --> 00:04:45.500]  的使命的人生
[00:04:45.500 --> 00:04:47.300]  有一個很密切的
[00:04:47.300 --> 00:04:48.320]  關係
[00:04:48.580 --> 00:04:49.600]  他說正如
[00:04:49.600 --> 00:04:54.960]  以塞亞先知所說的,這是一個很重要的提示
[00:04:54.960 --> 00:04:58.300]  這句說話只出現過一次,不會再重複
[00:04:58.300 --> 00:04:59.320]  然而
[00:04:59.320 --> 00:05:01.360]  以塞亞的影子
[00:05:01.360 --> 00:05:04.700]  覆蓋了獅洗約翰全盤的見證
[00:05:04.700 --> 00:05:06.480]  你明白我的意思嗎?
[00:05:06.480 --> 00:05:09.560]  跟著你要讀獅洗約翰的見證的時候
[00:05:09.560 --> 00:05:11.100]  你要想想
[00:05:11.100 --> 00:05:14.420]  以塞亞書裏面講的東西和他的
[00:05:14.420 --> 00:05:15.200]  關係
[00:05:15.460 --> 00:05:19.040]  因為這句說話好像出現在這裏,但其實
[00:05:19.040 --> 00:05:26.220]  有個很巨大的影子照耀著獅洗約翰之後所講的所有
[00:05:26.220 --> 00:05:28.260]  見證
[00:05:28.260 --> 00:05:32.100]  在這裏,獅洗約翰先帶我們回到以塞亞書
[00:05:32.100 --> 00:05:33.900]  第40章
[00:05:33.900 --> 00:05:40.560]  要安慰,第一節,安慰我的百姓,對耶路撒冷說安慰的說
[00:05:41.060 --> 00:05:46.700]  有聲音呼喊著,要再抗野,為耶和華預備道路在沙漠
[00:05:46.700 --> 00:05:53.100]  為我們的上帝修植大道,這就是他引用那句,但其實他當然引用整個
[00:05:53.100 --> 00:05:55.140]  上下文的東西
[00:05:55.140 --> 00:05:58.720]  第五節,耶和華的榮耀必然顯現
[00:05:58.720 --> 00:06:01.280]  凡有血肉的都會
[00:06:01.280 --> 00:06:02.820]  看見
[00:06:02.820 --> 00:06:08.960]  這裏講的先知預言,我們記得是有個歷史的背景,歷史背景就是
[00:06:08.960 --> 00:06:10.240]  猶太
[00:06:10.500 --> 00:06:12.800]  亡國秘魯巴比倫
[00:06:12.800 --> 00:06:19.200]  現而以塞亞卻歡欣的預言,將來有個回歸的日子
[00:06:19.200 --> 00:06:26.880]  亡國秘魯其實是因為以色列人的叛逆,因為他們的罪業
[00:06:26.880 --> 00:06:33.800]  於是當他說有一天上帝要向你們說安慰的說話的時候
[00:06:33.800 --> 00:06:35.340]  上帝的榮耀要
[00:06:35.340 --> 00:06:39.940]  開心的顯現的時候,代表了最會得到赦免
[00:06:40.700 --> 00:06:44.540]  所以他們秘魯是因為罪,然而上帝
[00:06:44.540 --> 00:06:50.180]  告訴他們會和他們去安慰的說話,代表了最會得到
[00:06:50.180 --> 00:06:51.960]  赦免
[00:06:51.960 --> 00:06:53.000]  獅子約翰說
[00:06:53.000 --> 00:06:56.840]  你看看我要宣告最得赦免的
[00:06:56.840 --> 00:06:58.120]  好消息
[00:06:58.120 --> 00:07:03.740]  不過獅子約翰說,我其實就沒有赦罪的能力,我只是
[00:07:03.740 --> 00:07:06.300]  扮演一個呼召罪人
[00:07:06.300 --> 00:07:09.120]  預備自己迴轉悔改
[00:07:09.380 --> 00:07:14.500]  預備那條道路,修正那條大道,但是我是沒有
[00:07:14.500 --> 00:07:16.540]  赦免你們罪
[00:07:16.540 --> 00:07:18.340]  的能力
[00:07:18.340 --> 00:07:21.660]  那樣東西留待上帝
[00:07:21.660 --> 00:07:22.940]  去成全
[00:07:22.940 --> 00:07:25.000]  我們回到約翰福音
[00:07:25.000 --> 00:07:27.300]  第一章第26節
[00:07:27.300 --> 00:07:29.100]  約翰回答說
[00:07:29.100 --> 00:07:30.880]  我是用水
[00:07:30.880 --> 00:07:34.220]  撕洗,但有一位站在你們當中是
[00:07:34.220 --> 00:07:36.520]  你們不認識的就是
[00:07:36.520 --> 00:07:38.820]  那在我以後來的
[00:07:39.080 --> 00:07:42.400]  我給他解鞋帶也不配,如果你記得
[00:07:42.400 --> 00:07:45.740]  那個人會為你們用聖靈的去
[00:07:45.740 --> 00:07:50.600]  撕洗,那個和取得赦免是非常密切的關係
[00:07:50.600 --> 00:07:52.380]  然後他說
[00:07:52.380 --> 00:07:53.420]  第28節
[00:07:53.420 --> 00:07:56.480]  這些事發生在約旦河
[00:07:56.480 --> 00:07:58.540]  東邊的伯達利
[00:07:58.540 --> 00:08:00.320]  約翰
[00:08:00.320 --> 00:08:01.340]  撕洗
[00:08:01.340 --> 00:08:02.620]  的地方
[00:08:02.620 --> 00:08:05.960]  我想你留意約翰撕洗的地點
[00:08:05.960 --> 00:08:08.520]  首先這個地點是在
[00:08:09.280 --> 00:08:09.800]  約旦河
[00:08:09.800 --> 00:08:14.140]  約旦河撕洗好不好呢?如果你一個有罪的人
[00:08:14.140 --> 00:08:17.220]  與上帝隔絕的人在約旦河
[00:08:17.220 --> 00:08:19.260]  受洗好不好呢?好啊
[00:08:19.260 --> 00:08:21.060]  好在哪裏
[00:08:21.060 --> 00:08:26.180]  好在約旦河的水連大麻蜂都可以醫治
[00:08:26.180 --> 00:08:27.980]  但是我們回到舊約
[00:08:27.980 --> 00:08:31.060]  這個列王記下第五章裏面
[00:08:31.060 --> 00:08:36.940]  奶萬這個大麻蜂,一個外邦人的大麻蜂者,卻可以
[00:08:36.940 --> 00:08:38.480]  因為約旦河
[00:08:38.740 --> 00:08:40.520]  得到醫治與上帝
[00:08:40.520 --> 00:08:45.400]  和好,代表了就算我們當中最大惡極的人
[00:08:45.400 --> 00:08:48.980]  上帝都可以通過他的撕洗
[00:08:48.980 --> 00:08:50.780]  讓他們與上帝
[00:08:50.780 --> 00:08:52.060]  和好
[00:08:52.060 --> 00:08:58.460]  我們再看,他說這個洗禮的地點不單止在約旦河,他還在約旦河的
[00:08:58.460 --> 00:08:59.980]  東邊
[00:08:59.980 --> 00:09:04.600]  其實很麻煩的,因為其實每個人都在約旦河的西邊住的
[00:09:04.860 --> 00:09:11.000]  為什麼要他們從西邊移去東邊,再在約旦河的東邊
[00:09:11.000 --> 00:09:13.060]  受洗呢
[00:09:13.060 --> 00:09:18.680]  原因是因為他要指出他們當時屬靈的真相
[00:09:18.680 --> 00:09:22.520]  儘管以色列人已經回歸了
[00:09:22.520 --> 00:09:25.860]  應許之地,他們在河的西邊
[00:09:25.860 --> 00:09:30.460]  他們在聖地裏面,但其實從屬靈的層面上
[00:09:30.460 --> 00:09:31.740]  他們仍然
[00:09:32.260 --> 00:09:38.400]  在外面,他們仍然在被擄的狀態,他們仍然在東邊,他們仍然與上帝
[00:09:38.400 --> 00:09:40.200]  所隔絕
[00:09:40.200 --> 00:09:44.540]  甚至我們可以說,他們仍然被困在埃及
[00:09:44.540 --> 00:09:48.900]  他們被困在偶像假神的奴役之中
[00:09:48.900 --> 00:09:51.460]  從現代的
[00:09:51.460 --> 00:09:58.120]  語言來說,他們貪愛這個世界,他們追求地上的國度,地上的榮耀
[00:09:58.880 --> 00:10:05.020]  他們迷戀的是金牛獨,他們不愛耶和華與他的國度,他們不愛耶和華的高揚
[00:10:05.020 --> 00:10:08.340]  他們要的是金牛獨
[00:10:08.340 --> 00:10:10.900]  他們不要上帝的
[00:10:10.900 --> 00:10:12.440]  高揚
[00:10:12.440 --> 00:10:16.020]  於是約旦引他們去東邊
[00:10:16.020 --> 00:10:22.940]  要以色列人知道他們必須要重新的立志,他們要離開他們的罪孽,要離開他們的偶像
[00:10:23.200 --> 00:10:29.340]  離開他們對這個世界的愛慕,要再從東邊再次進入
[00:10:29.340 --> 00:10:34.460]  進入上帝認許之地,進入上帝
[00:10:34.460 --> 00:10:35.500]  的家
[00:10:35.500 --> 00:10:36.780]  如果你要
[00:10:36.780 --> 00:10:39.080]  過約旦河,你需要
[00:10:39.080 --> 00:10:43.940]  約書,因為當年約書帶領他們過河
[00:10:43.940 --> 00:10:51.880]  但我們要的不是一個已經死了的約書,我們需要一個更偉大更完美的約書
[00:10:52.900 --> 00:10:54.180]  那個約書叫耶穌
[00:10:54.180 --> 00:11:00.580]  耶穌其實是希臘文,約書是希伯來文,但原來耶穌和約書是同一個名字
[00:11:00.580 --> 00:11:03.660]  只是兩個不同的文字,於是
[00:11:03.660 --> 00:11:04.680]  耶穌
[00:11:04.680 --> 00:11:07.760]  來到約旦河邊受洗
[00:11:07.760 --> 00:11:10.560]  第一章第29節
[00:11:10.560 --> 00:11:16.440]  約翰看見耶穌來到那裡,就說:看啊,上帝的高揚
[00:11:16.440 --> 00:11:19.780]  隨去世人的罪的
[00:11:20.800 --> 00:11:26.940]  這就是我曾說,那在我以後來的先於我
[00:11:26.940 --> 00:11:28.480]  因為他在我
[00:11:28.480 --> 00:11:31.560]  以前,他已經存在的
[00:11:31.560 --> 00:11:33.340]  那一位
[00:11:33.340 --> 00:11:39.240]  耶穌你要成為上帝的高揚,耶穌你要隨去
[00:11:39.240 --> 00:11:41.020]  世人的罪
[00:11:41.020 --> 00:11:42.560]  耶穌是誰
[00:11:42.560 --> 00:11:45.120]  第一章第30節這樣說
[00:11:45.640 --> 00:11:51.780]  那在我以後來的先於我,因為他在我以前,他已經存在
[00:11:51.780 --> 00:11:54.600]  這次聖經其實是呼喚
[00:11:54.600 --> 00:11:58.440]  呼應回到第一章第15節
[00:11:58.440 --> 00:12:02.280]  約翰為他作見證,這就是我曾說
[00:12:02.280 --> 00:12:05.860]  那在我以後來的先於我
[00:12:05.860 --> 00:12:06.880]  因為
[00:12:06.880 --> 00:12:07.920]  他在
[00:12:07.920 --> 00:12:09.700]  我以前,他已經存在
[00:12:10.980 --> 00:12:17.120]  你可以說出生的次序,約翰其實是耶穌的表哥
[00:12:17.120 --> 00:12:19.680]  約翰比他早生大概半年
[00:12:19.680 --> 00:12:22.760]  但他說耶穌其實在我之前
[00:12:22.760 --> 00:12:27.880]  因為他是永恆的道,到成了肉身住在
[00:12:27.880 --> 00:12:29.160]  我們當中
[00:12:29.160 --> 00:12:31.460]  約翰自己彷彿知道
[00:12:31.460 --> 00:12:38.120]  耶穌就是那個天賦上帝獨一的兒子,他是永恆的真道成為了肉身
[00:12:38.380 --> 00:12:44.520]  現在永恆的真道成為了肉身,為要成為上帝的高揚
[00:12:44.520 --> 00:12:51.180]  而唯有這個上帝的高揚,才可以除去世人的罪
[00:12:51.180 --> 00:12:53.480]  所以學者
[00:12:53.480 --> 00:12:57.840]  留意到一樣很特別的,這裡說的罪
[00:12:57.840 --> 00:13:01.940]  如果你看回你的英文或者原文,你會發現
[00:13:01.940 --> 00:13:03.720]  不是複數的
[00:13:03.980 --> 00:13:08.840]  是單數的,即是sin sin,而不是sin s
[00:13:08.840 --> 00:13:15.760]  意味著什麼呢?意味著這裡所說的罪不是那些小小個別的罪行
[00:13:15.760 --> 00:13:18.820]  即是你說我今天有沒有犯罪?有
[00:13:18.820 --> 00:13:22.160]  犯了多少條罪,可能你回去可以數一下,你說
[00:13:22.160 --> 00:13:26.500]  這裡我犯了罪,當然你可能數漏了很多,但是仍然你可以數到的
[00:13:26.500 --> 00:13:30.600]  這裡說的是sin,而不是sin s
[00:13:30.860 --> 00:13:36.500]  他說的是一個單數的罪,不是小小個別的罪行
[00:13:36.500 --> 00:13:37.780]  而是一個
[00:13:37.780 --> 00:13:39.300]  大大
[00:13:39.300 --> 00:13:40.840]  罪惡的
[00:13:40.840 --> 00:13:46.980]  心冤,耶穌要成為上帝的高揚,要除去
[00:13:46.980 --> 00:13:52.360]  世人的罪,這個罪說的是一個大大罪惡的
[00:13:52.360 --> 00:13:53.640]  心冤
[00:13:53.640 --> 00:13:55.940]  我不知道你有沒有想過什麼是
[00:13:55.940 --> 00:13:57.220]  罪
[00:13:58.000 --> 00:14:02.100]  原來聖經裡面所說的罪,上帝眼中看見的罪
[00:14:02.100 --> 00:14:04.660]  就不是,給大家打個比喻
[00:14:04.660 --> 00:14:05.680]  不是這個
[00:14:05.680 --> 00:14:08.500]  白色的手帕上面
[00:14:08.500 --> 00:14:11.320]  弄了幾點黑色的物質
[00:14:11.320 --> 00:14:12.860]  大家明白我的意思嗎?
[00:14:12.860 --> 00:14:18.480]  這個叫罪,因為你可以數的,你說這裡有一點,那裡有一點
[00:14:18.480 --> 00:14:24.880]  有多少個罪?有10個罪,有20個罪,你可以要1000萬個罪,但是你是數到的
[00:14:25.900 --> 00:14:31.020]  但上帝不是在說這個罪,是在說一個單數的罪
[00:14:31.020 --> 00:14:35.120]  就是這個整個手帕墮入
[00:14:35.120 --> 00:14:36.900]  浸淫在一個
[00:14:36.900 --> 00:14:39.200]  黑墨之中
[00:14:39.200 --> 00:14:41.760]  落在一個
[00:14:41.760 --> 00:14:45.860]  黑墨的心冤裡面,你掉進坑渠
[00:14:45.860 --> 00:14:50.220]  你拾都拾不切那隻,掉進坑渠
[00:14:50.220 --> 00:14:53.560]  好心好心拿不出來,到你拿到出來的時候
[00:14:53.800 --> 00:14:56.100]  沒有一寸不被漸污
[00:14:56.100 --> 00:15:00.200]  整塊東西都是充滿罪
[00:15:00.200 --> 00:15:03.780]  所以這個是一個個體來的
[00:15:03.780 --> 00:15:06.600]  是單數,不是
[00:15:06.600 --> 00:15:08.140]  眾數
[00:15:08.140 --> 00:15:11.200]  若要除罪
[00:15:11.200 --> 00:15:16.580]  弄髒了,你現在要除罪,真真正正
[00:15:16.580 --> 00:15:17.860]  除罪
[00:15:17.860 --> 00:15:23.240]  你需要的不單止是代罪的羔羊,你需要的是
[00:15:23.500 --> 00:15:26.060]  愚弱的羔羊
[00:15:26.060 --> 00:15:31.700]  什麼意思?出埃及,你不可以將這東西留在坑渠
[00:15:31.700 --> 00:15:37.320]  然後不斷用水射他,你說我乾淨了,但是這東西在哪裡
[00:15:37.320 --> 00:15:40.140]  這東西仍然在埃及裡面
[00:15:40.140 --> 00:15:43.200]  這東西仍然在坑渠裡面
[00:15:43.200 --> 00:15:45.260]  這東西需要
[00:15:45.260 --> 00:15:47.560]  從
[00:15:47.560 --> 00:15:52.180]  污穢的坑渠裡面被提升起來
[00:15:52.680 --> 00:15:57.800]  提升起來都沒有解決,因為他還是滴滴滴滴
[00:15:57.800 --> 00:16:04.720]  但是他離開了污穢的根源,他必須要離開了污穢的根源
[00:16:04.720 --> 00:16:07.020]  才可以有潔淨的
[00:16:07.020 --> 00:16:08.300]  可能
[00:16:08.300 --> 00:16:09.840]  你開始明白了
[00:16:09.840 --> 00:16:14.700]  所以為什麼上帝的羔羊的意思不單止是一個
[00:16:14.700 --> 00:16:18.020]  代罪的羔羊,更要是一個愚弱
[00:16:18.020 --> 00:16:19.820]  出埃及的
[00:16:19.820 --> 00:16:21.360]  羔羊
[00:16:21.620 --> 00:16:25.960]  因為如果上帝說我幫你搞定了你的罪,以後不用
[00:16:25.960 --> 00:16:31.600]  釘你十字架,以後不需要審判你,不過你繼續留在埃及
[00:16:31.600 --> 00:16:36.720]  這樣你的罪沒有除,因為你繼續在埃及裡面
[00:16:36.720 --> 00:16:39.020]  繼續在坑渠
[00:16:39.020 --> 00:16:40.300]  裡面是
[00:16:40.300 --> 00:16:41.840]  不成立的
[00:16:41.840 --> 00:16:43.880]  於是
[00:16:43.880 --> 00:16:47.720]  這套上帝的羔羊給了我們兩個影像
[00:16:47.980 --> 00:16:53.100]  有兩重的意義,第一個是代罪的羔羊
[00:16:53.100 --> 00:16:54.640]  第二個
[00:16:54.640 --> 00:16:56.180]  可能更重要的
[00:16:56.180 --> 00:17:02.840]  是愚弱節的羔羊,而這兩個影像,這兩個意思都出現在
[00:17:02.840 --> 00:17:03.860]  以塞亞書
[00:17:03.860 --> 00:17:10.520]  的閱言當中,大家記得我已經說過,約翰所講的一切,所有的一切都和以塞亞有關係
[00:17:10.520 --> 00:17:11.540]  於是
[00:17:11.540 --> 00:17:13.320]  我們有機會
[00:17:13.320 --> 00:17:15.880]  回到以塞亞書看的時候,我們
[00:17:15.880 --> 00:17:17.680]  見到以塞亞書
[00:17:18.960 --> 00:17:19.460]  第
[00:17:19.460 --> 00:17:22.280]  五十三章第七節裡面
[00:17:22.280 --> 00:17:26.640]  那個受苦的僕人如同羔羊一般
[00:17:26.640 --> 00:17:27.920]  他被
[00:17:27.920 --> 00:17:32.260]  欺壓受苦,將羔羊被牽去
[00:17:32.260 --> 00:17:33.300]  宰殺
[00:17:33.300 --> 00:17:39.700]  他不開口,如果你看上下文,很明顯這個代罪的羔羊,他承認
[00:17:39.700 --> 00:17:42.520]  擔當我們的憂患,背負我們的痛苦
[00:17:42.520 --> 00:17:47.380]  他為我們的過犯受害,為我們的罪業被壓傷
[00:17:47.880 --> 00:17:54.020]  我們都如羊走迷,各人偏行幾老爺,或使眾人的罪業都歸在他身上
[00:17:54.020 --> 00:17:57.860]  因為代罪的羔羊
[00:17:57.860 --> 00:17:59.900]  是完全對的
[00:17:59.900 --> 00:18:00.680]  不過
[00:18:00.680 --> 00:18:03.240]  不過聖經學者告訴你
[00:18:03.240 --> 00:18:08.360]  你不要看漏了,還有另外一個羔羊是藏在
[00:18:08.360 --> 00:18:11.420]  以塞亞書其他的經文裡面
[00:18:11.680 --> 00:18:17.820]  於是他帶我們回去看以塞亞書第十一章,在以塞亞書的起頭已經開始
[00:18:17.820 --> 00:18:21.140]  說一個新的出埃及記
[00:18:21.140 --> 00:18:22.680]  說一個
[00:18:22.680 --> 00:18:30.120]  真的出埃及記,為什麼?因為舊約那個出了埃及,其實埃及仍然存在,帶著埃及離開
[00:18:30.120 --> 00:18:31.400]  帶著埃及
[00:18:31.400 --> 00:18:35.240]  去到上帝認去之地,那個不是出埃及的
[00:18:35.240 --> 00:18:39.580]  以塞亞書第十一章第十五節這樣說
[00:18:40.100 --> 00:18:43.940]  必使埃及的海灣沽幹
[00:18:43.940 --> 00:18:46.240]  必有一條大道
[00:18:46.240 --> 00:18:48.800]  為百姓中的愚民
[00:18:48.800 --> 00:18:50.860]  真是迴轉那些
[00:18:50.860 --> 00:18:52.140]  而開
[00:18:52.140 --> 00:18:53.660]  如當日
[00:18:53.660 --> 00:18:55.980]  為以色列從埃及
[00:18:55.980 --> 00:18:57.760]  上來
[00:18:57.760 --> 00:19:01.860]  一樣,先知預言一個新的出埃及
[00:19:01.860 --> 00:19:06.460]  先知預言一個真真正正的出埃及,意味著
[00:19:06.980 --> 00:19:11.320]  在這個出埃及裡面,會有一個新的,會有一個真正的愚弱的
[00:19:11.320 --> 00:19:18.500]  羔羊,這個愚弱的羔羊會為我們替死,但是替死的目的是什麼?要成全出埃及
[00:19:18.500 --> 00:19:23.620]  他不是為了死了之後,跟著你繼續留在埃及,那個不是愚弱羔羊來的
[00:19:23.620 --> 00:19:25.660]  那個羔羊
[00:19:25.660 --> 00:19:26.940]  代死
[00:19:26.940 --> 00:19:32.580]  替死,代罪的目的是要你可以逃離
[00:19:32.580 --> 00:19:33.860]  埃及
[00:19:33.860 --> 00:19:36.940]  唯有逃離埃及
[00:19:37.440 --> 00:19:38.720]  離開坑渠
[00:19:38.720 --> 00:19:41.020]  才可以
[00:19:41.020 --> 00:19:42.300]  除去
[00:19:42.300 --> 00:19:43.600]  世人
[00:19:43.600 --> 00:19:46.140]  我們的罪
[00:19:46.140 --> 00:19:48.460]  或者我們可以
[00:19:48.460 --> 00:19:50.500]  這樣去思想
[00:19:50.500 --> 00:19:52.560]  罪這個
[00:19:52.560 --> 00:19:53.580]  concept
[00:19:53.580 --> 00:19:57.920]  在聖經的光照底下,我們發現罪
[00:19:57.920 --> 00:19:59.460]  有三重
[00:19:59.460 --> 00:20:02.020]  三種的層次
[00:20:02.020 --> 00:20:06.620]  我們很多時候一看,我們一想罪,我們在想一個罪的人
[00:20:06.880 --> 00:20:11.220]  所做的罪行,我們都是這樣想,比如說我們今天犯了很大罪
[00:20:11.220 --> 00:20:14.040]  我今天犯了很多個罪,其實你想的都是罪行
[00:20:14.040 --> 00:20:16.860]  但你計不到的是
[00:20:16.860 --> 00:20:18.400]  你罪行
[00:20:18.400 --> 00:20:19.680]  之前
[00:20:19.680 --> 00:20:23.780]  的罪惡思念,那些你怎麼數呢
[00:20:23.780 --> 00:20:30.420]  你一分鐘裡面有千千萬萬個思緒,你怎麼數你現在犯了多少個思想上的
[00:20:30.420 --> 00:20:31.200]  罪惡呢
[00:20:31.200 --> 00:20:32.480]  犯不了,但是
[00:20:32.980 --> 00:20:38.100]  在眾多思想的罪惡的背後或者根源
[00:20:38.100 --> 00:20:41.680]  還有一個更深層的東西
[00:20:41.680 --> 00:20:43.740]  叫做罪惡的
[00:20:43.740 --> 00:20:44.760]  本性
[00:20:44.760 --> 00:20:48.080]  這個你根本想都不想
[00:20:48.080 --> 00:20:51.420]  我們見到的只是冰山的一個
[00:20:51.420 --> 00:20:53.720]  在你的罪行
[00:20:53.720 --> 00:20:55.000]  以下
[00:20:55.000 --> 00:20:57.820]  已經有90%,你當他是吧
[00:20:58.060 --> 00:21:04.200]  你的罪惡的思念,但在罪惡思念的最根本的地方有一個罪惡的
[00:21:04.200 --> 00:21:07.540]  本性,那樣東西才令人害怕
[00:21:07.540 --> 00:21:10.100]  這個世界的
[00:21:10.100 --> 00:21:12.900]  道德宗教
[00:21:12.900 --> 00:21:14.700]  他們要幫你
[00:21:14.700 --> 00:21:17.000]  剷除的,除掉的
[00:21:17.000 --> 00:21:18.280]  其實都是
[00:21:18.280 --> 00:21:21.100]  上面的罪惡的行為
[00:21:21.100 --> 00:21:24.420]  最多幫你處理好罪惡的思念
[00:21:24.420 --> 00:21:26.980]  但他們不要真是對待
[00:21:28.780 --> 00:21:31.340]  最底下的那個罪惡的
[00:21:31.340 --> 00:21:33.400]  根源,罪惡的
