
[00:00:00.000 --> 00:00:06.000]  未來在崇拜中會加入更多見證元素
[00:02:43.000 --> 00:02:49.000]  就是被神反傳的生命
[00:02:49.000 --> 00:02:50.000]  有意思的
[00:02:50.000 --> 00:02:54.000]  一會兒會告訴你們
[00:02:54.000 --> 00:02:56.000]  三個希伯來的年輕人
[00:02:56.000 --> 00:02:57.000]  三個被神反傳的生命
[00:02:57.000 --> 00:02:59.000]  他們將會遇到什麼?
[00:02:59.000 --> 00:03:00.000]  他們對信仰的堅持
[00:03:00.000 --> 00:03:02.000]  會為他們帶來一個怎樣的人生呢?
[00:03:02.000 --> 00:03:03.000]  親愛的主
[00:03:03.000 --> 00:03:05.000]  我們感謝祢給我們一首這麼美好的詩歌
[00:03:05.000 --> 00:03:06.000]  如意這首詩歌
[00:03:06.000 --> 00:03:10.000]  都是我們從心裡面去唱出來給祢
[00:03:10.000 --> 00:03:12.000]  如意我們呈現到祢面前的
[00:03:12.000 --> 00:03:13.000]  我們的生命
[00:03:13.000 --> 00:03:15.000]  如同活者一樣
[00:03:15.000 --> 00:03:17.000]  讓祢使用
[00:03:17.000 --> 00:03:19.000]  願祢的榮耀得到彰顯
[00:03:19.000 --> 00:03:20.000]  多謝耶穌
[00:03:20.000 --> 00:03:21.000]  禱告奉耶穌
[00:03:21.000 --> 00:03:22.000]  基督保衛生命祈求
[00:03:22.000 --> 00:03:23.000]  Amen
[00:03:23.000 --> 00:03:24.000]  請坐
[00:03:24.000 --> 00:03:29.000]  謝謝營運隊
[00:03:29.000 --> 00:03:31.000]  其實除了一個很爛的主題
[00:03:31.000 --> 00:03:33.000]  叫做EFIL之外
[00:03:33.000 --> 00:03:35.000]  其實今天這三個的分題
[00:03:35.000 --> 00:03:37.000]  其實我都是用了
[00:03:37.000 --> 00:03:39.000]  Live的反傳
[00:03:39.000 --> 00:03:41.000]  來帶出來的
[00:03:41.000 --> 00:03:42.000]  希望幫助大家記得
[00:03:42.000 --> 00:03:44.000]  原來被神反傳的生命
[00:03:44.000 --> 00:03:45.000]  我們的生命裡面
[00:03:45.000 --> 00:03:47.000]  會出現什麼東西
[00:03:47.000 --> 00:03:48.000]  第一個被神反傳的生命
[00:03:48.000 --> 00:03:50.000]  會出現的東西就是Furnace
[00:03:50.000 --> 00:03:54.000]  Furnace這個詞是什麼意思?
[00:03:54.000 --> 00:03:56.000]  是火搖火爐的意思
[00:03:56.000 --> 00:03:58.000]  其實還有一個意思
[00:03:58.000 --> 00:04:01.000]  就是嚴峻的考驗
[00:04:01.000 --> 00:04:03.000]  今天跟大家講的經文
[00:04:03.000 --> 00:04:04.000]  所記載的就是
[00:04:04.000 --> 00:04:06.000]  三個希伯來的年輕人
[00:04:06.000 --> 00:04:08.000]  他們正正就要接受一個
[00:04:08.000 --> 00:04:11.000]  丟進火爐裡面的嚴峻考驗
[00:04:11.000 --> 00:04:12.000]  知道我在講什麼嗎?
[00:04:12.000 --> 00:04:13.000]  在哪裡?
[00:04:13.000 --> 00:04:14.000]  有沒有人回家很久
[00:04:14.000 --> 00:04:16.000]  才會知道我在講哪一段經文?
[00:04:16.000 --> 00:04:17.000]  都知道吧?
[00:04:17.000 --> 00:04:18.000]  但義理書
[00:04:18.000 --> 00:04:19.000]  但義理的三個朋友
[00:04:19.000 --> 00:04:20.000]  就是他們
[00:04:20.000 --> 00:04:22.000]  沙特拉米什和亞伯尼哥
[00:04:22.000 --> 00:04:24.000]  但義理書的第三章
[00:04:24.000 --> 00:04:26.000]  先講一下當時的背景
[00:04:26.000 --> 00:04:29.000]  當時猶大被巴比倫滅了國
[00:04:29.000 --> 00:04:30.000]  猶大的以色列民
[00:04:30.000 --> 00:04:32.000]  他們就被擄到巴比倫
[00:04:32.000 --> 00:04:34.000]  巴比倫王尼姆格尼撒
[00:04:34.000 --> 00:04:36.000]  他就嘗試在這群的
[00:04:36.000 --> 00:04:38.000]  以色列民的宗室和貴族裡
[00:04:38.000 --> 00:04:40.000]  選一些年輕人出來
[00:04:40.000 --> 00:04:41.000]  希望培育他們
[00:04:41.000 --> 00:04:43.000]  幫助國家將來可以
[00:04:43.000 --> 00:04:45.000]  一起來施政
[00:04:45.000 --> 00:04:48.000]  今天只講到
[00:04:48.000 --> 00:04:49.000]  今天講第三章的經文
[00:04:49.000 --> 00:04:50.000]  但義理書第三章
[00:04:50.000 --> 00:04:52.000]  但其實第二章是背景
[00:04:52.000 --> 00:04:54.000]  所以容許我先
[00:04:54.000 --> 00:04:56.000]  大概講講第二章講什麼
[00:04:56.000 --> 00:04:57.000]  第二章講什麼呢?
[00:04:57.000 --> 00:04:59.000]  就是講到巴比倫王尼姆格尼撒
[00:04:59.000 --> 00:05:00.000]  他發了一個夢
[00:05:00.000 --> 00:05:02.000]  發了夢之後醒了
[00:05:02.000 --> 00:05:03.000]  然後
[00:05:03.000 --> 00:05:04.000]  糟糕了
[00:05:04.000 --> 00:05:06.000]  我記得這個夢很重要
[00:05:06.000 --> 00:05:07.000]  我只記得這個夢很重要
[00:05:07.000 --> 00:05:08.000]  大家有沒有試過
[00:05:08.000 --> 00:05:09.000]  我記得這個夢很重要
[00:05:09.000 --> 00:05:11.000]  但忘了這個夢是發了什麼
[00:05:11.000 --> 00:05:12.000]  巴比倫王就是這樣
[00:05:12.000 --> 00:05:13.000]  我記得發了一個夢
[00:05:13.000 --> 00:05:14.000]  但我忘了是什麼
[00:05:14.000 --> 00:05:15.000]  就叫了神父來
[00:05:15.000 --> 00:05:16.000]  你們要告訴我
[00:05:16.000 --> 00:05:17.000]  究竟我發了什麼夢
[00:05:17.000 --> 00:05:19.000]  解釋給我聽這個夢的原因
[00:05:19.000 --> 00:05:21.000]  否則就要凌遲處死
[00:05:21.000 --> 00:05:23.000]  這個皇帝是不是很無賴
[00:05:23.000 --> 00:05:26.000]  其實每個人都想著
[00:05:26.000 --> 00:05:29.000]  都真的預了要凌遲
[00:05:29.000 --> 00:05:31.000]  本來都要死的但義理
[00:05:31.000 --> 00:05:33.000]  得到神的啟示
[00:05:33.000 --> 00:05:34.000]  神告訴你
[00:05:34.000 --> 00:05:35.000]  尼姆格尼撒
[00:05:35.000 --> 00:05:36.000]  他發了什麼夢
[00:05:36.000 --> 00:05:37.000]  並且這個夢的原因
[00:05:37.000 --> 00:05:39.000]  原來這個皇帝
[00:05:39.000 --> 00:05:40.000]  他發了一個夢
[00:05:40.000 --> 00:05:42.000]  夢到一個很高的像
[00:05:42.000 --> 00:05:44.000]  好像圖中所見到的
[00:05:44.000 --> 00:05:46.000]  就是頭是金造的
[00:05:46.000 --> 00:05:49.000]  胸膛和手臂是銀造的
[00:05:49.000 --> 00:05:53.000]  肚腩和腰是銅造的
[00:05:53.000 --> 00:05:55.000]  一雙腿是鐵造的
[00:05:55.000 --> 00:05:58.000]  最後腳掌是鐵和泥混合造成的
[00:05:58.000 --> 00:05:59.000]  除了這個之外
[00:05:59.000 --> 00:06:00.000]  他還見到
[00:06:00.000 --> 00:06:03.000]  有一個不是人手造的石頭
[00:06:03.000 --> 00:06:04.000]  打下來
[00:06:04.000 --> 00:06:08.000]  打在半泥半鐵造成的腳掌上
[00:06:08.000 --> 00:06:13.000]  然後就問了
[00:06:13.000 --> 00:06:14.000]  為什麼
[00:06:14.000 --> 00:06:15.000]  原來
[00:06:15.000 --> 00:06:16.000]  但義理告訴他
[00:06:16.000 --> 00:06:17.000]  那個金頭
[00:06:17.000 --> 00:06:19.000]  就是代表著尼姆格尼撒
[00:06:19.000 --> 00:06:22.000]  然後不同的物料
[00:06:22.000 --> 00:06:23.000]  造成的金像
[00:06:23.000 --> 00:06:24.000]  那些部分就是
[00:06:24.000 --> 00:06:26.000]  不同的列國興起
[00:06:26.000 --> 00:06:29.000]  最後那塊不是人手造的石頭
[00:06:29.000 --> 00:06:31.000]  就是上帝原來要興起一個
[00:06:31.000 --> 00:06:33.000]  永遠不扭曲的國度
[00:06:33.000 --> 00:06:34.000]  要打下來
[00:06:34.000 --> 00:06:37.000]  要粉碎列國
[00:06:37.000 --> 00:06:39.000]  但義理他講出了
[00:06:39.000 --> 00:06:41.000]  這個皇帝的夢
[00:06:41.000 --> 00:06:42.000]  有解釋得到
[00:06:42.000 --> 00:06:44.000]  所以最後他不單止不用死
[00:06:44.000 --> 00:06:47.000]  還被國王提拔
[00:06:47.000 --> 00:06:49.000]  提拔他成為
[00:06:49.000 --> 00:06:53.000]  巴比倫省全省的總理
[00:06:53.000 --> 00:06:56.000]  但義理當然很驚訝
[00:06:56.000 --> 00:06:59.000]  拉了他那三個好朋友
[00:06:59.000 --> 00:07:00.000]  提攜他們
[00:07:00.000 --> 00:07:01.000]  皇帝 皇帝
[00:07:01.000 --> 00:07:02.000]  我這三個好朋友
[00:07:02.000 --> 00:07:04.000]  撒德拉 米薩 阿伯尼哥
[00:07:04.000 --> 00:07:06.000]  他們都很能幹
[00:07:06.000 --> 00:07:09.000]  所以巴比倫王就同樣地指派他們
[00:07:09.000 --> 00:07:11.000]  去做巴比倫省的事務
[00:07:11.000 --> 00:07:14.000]  去處理這些事務
[00:07:14.000 --> 00:07:16.000]  好了 第二章講完了
[00:07:16.000 --> 00:07:17.000]  這個就是背景
[00:07:17.000 --> 00:07:18.000]  來到第三章了
[00:07:18.000 --> 00:07:20.000]  尼姆格尼撒王就命令人
[00:07:20.000 --> 00:07:23.000]  去造一個很高很大的金像
[00:07:23.000 --> 00:07:24.000]  高二十七米
[00:07:24.000 --> 00:07:26.000]  不知道有多高 應該高過這裡
[00:07:26.000 --> 00:07:27.000]  二十七米
[00:07:27.000 --> 00:07:29.000]  有二點七米闊
[00:07:29.000 --> 00:07:30.000]  一比十的比例
[00:07:30.000 --> 00:07:32.000]  然後他就要所有的人
[00:07:32.000 --> 00:07:33.000]  因為這麼高
[00:07:33.000 --> 00:07:35.000]  你一定看到的
[00:07:35.000 --> 00:07:38.000]  無論你是什麼種族 什麼語言
[00:07:38.000 --> 00:07:41.000]  總之聽到有樂器
[00:07:41.000 --> 00:07:42.000]  奏起響起
[00:07:42.000 --> 00:07:44.000]  就要向金像跪拜
[00:07:44.000 --> 00:07:46.000]  就是說不小心有個人
[00:07:46.000 --> 00:07:47.000]  不小心打了鼓
[00:07:47.000 --> 00:07:48.000]  我們的musician
[00:07:48.000 --> 00:07:50.000]  哎呀 打了鼓就要起身了
[00:07:50.000 --> 00:07:52.000]  就要向金像下拜
[00:07:52.000 --> 00:07:54.000]  就是這樣
[00:07:54.000 --> 00:07:56.000]  這個就是尼姆格尼撒的命令
[00:07:56.000 --> 00:07:57.000]  大律師講得很清楚
[00:07:57.000 --> 00:07:59.000]  沒有人可以躲得到
[00:07:59.000 --> 00:08:01.000]  因為如果不拜金像的
[00:08:01.000 --> 00:08:04.000]  就必須要被關進火窯裡燒死
[00:08:04.000 --> 00:08:07.000]  為什麼尼姆格尼撒要下聖旨呢
[00:08:07.000 --> 00:08:08.000]  我想說有兩個原因
[00:08:08.000 --> 00:08:11.000]  第一個原因就和第二章有關
[00:08:11.000 --> 00:08:13.000]  第二章講到什麼呢
[00:08:13.000 --> 00:08:16.000]  尼姆格尼撒是那個像的金頭
[00:08:16.000 --> 00:08:18.000]  尼姆格尼撒就想
[00:08:18.000 --> 00:08:21.000]  如果我是代表金頭的話
[00:08:21.000 --> 00:08:23.000]  就索性做一個金像
[00:08:23.000 --> 00:08:24.000]  代表什麼呢
[00:08:24.000 --> 00:08:25.000]  代表我的國度
[00:08:25.000 --> 00:08:27.000]  是不會被別的國度取代
[00:08:27.000 --> 00:08:28.000]  代表我的國度
[00:08:28.000 --> 00:08:33.000]  是不會被甚至神打碎
[00:08:33.000 --> 00:08:35.000]  這是第一個原因
[00:08:35.000 --> 00:08:38.000]  如果相信第二個原因
[00:08:38.000 --> 00:08:41.000]  就是這一群在不同的地方
[00:08:41.000 --> 00:08:46.000]  被擄回來的民族的人民
[00:08:46.000 --> 00:08:49.000]  我怎樣可以令他們連結起來呢
[00:08:49.000 --> 00:08:52.000]  令他們臣服在自己底下呢
[00:08:52.000 --> 00:08:55.000]  最好的政治工具就是宗教的統一
[00:08:55.000 --> 00:08:57.000]  所以對他們來說
[00:08:57.000 --> 00:09:01.000]  我相信這個命令不是宗教的問題
[00:09:01.000 --> 00:09:04.000]  而是國家整治的問題
[00:09:04.000 --> 00:09:07.000]  是效忠對象的問題
[00:09:07.000 --> 00:09:09.000]  尼姆格尼撒立這個像
[00:09:09.000 --> 00:09:12.000]  真正的意思就是要和這群人說
[00:09:12.000 --> 00:09:17.000]  你們真正要效忠的對象是我
[00:09:17.000 --> 00:09:21.000]  但對於這群敬拜獨一真神的猶太人來說
[00:09:21.000 --> 00:09:24.000]  大祭是一個噩耗
[00:09:24.000 --> 00:09:28.000]  因為這對他們來說是一個信仰很大的磨練
[00:09:28.000 --> 00:09:29.000]  我不知道來到這一刻
[00:09:29.000 --> 00:09:32.000]  當你聽聖經記載的時候
[00:09:32.000 --> 00:09:35.000]  你會否只當作是故事去聽
[00:09:35.000 --> 00:09:36.000]  因為可能你已經覺得
[00:09:36.000 --> 00:09:39.000]  今天信仰不會再受磨練
[00:09:39.000 --> 00:09:40.000]  如果是這樣
[00:09:40.000 --> 00:09:43.000]  我想跟你說錯得很厲害
[00:09:43.000 --> 00:09:46.000]  因為其實從我們信耶穌開始
[00:09:46.000 --> 00:09:50.000]  我們就不斷被同一個問題去挑戰
[00:09:50.000 --> 00:09:51.000]  什麼問題
[00:09:51.000 --> 00:09:55.000]  就是到底你在效忠誰
[00:09:55.000 --> 00:09:58.000]  到底你在效忠誰
[00:09:58.000 --> 00:10:00.000]  其實是同一個問題
[00:10:00.000 --> 00:10:03.000]  今天同樣在挑戰你和我
[00:10:03.000 --> 00:10:06.000]  原來每當我們被這個問題衝擊的時候
[00:10:06.000 --> 00:10:11.000]  我們都會遇到考驗
[00:10:11.000 --> 00:10:13.000]  我舉個例子
[00:10:13.000 --> 00:10:16.000]  例如在職場上
[00:10:16.000 --> 00:10:19.000]  上司要求你效忠他
[00:10:19.000 --> 00:10:22.000]  例如上司要你幫他做兩盤數
[00:10:22.000 --> 00:10:27.000]  例如上司要你幫忙招呼客人去夜場
[00:10:27.000 --> 00:10:31.000]  又或者你的同事要你去排隊
[00:10:31.000 --> 00:10:32.000]  都是效忠
[00:10:32.000 --> 00:10:34.000]  或者同事要你同流合污
[00:10:34.000 --> 00:10:38.000]  串通去害另一個同事
[00:10:38.000 --> 00:10:39.000]  家庭呢
[00:10:39.000 --> 00:10:40.000]  未信主的家人
[00:10:40.000 --> 00:10:42.000]  可能要你做一些違背信任的事
[00:10:42.000 --> 00:10:45.000]  可能要你盲目去維護他
[00:10:45.000 --> 00:10:48.000]  幫他說一些大話
[00:10:48.000 --> 00:10:50.000]  情侶關係呢
[00:10:50.000 --> 00:10:53.000]  男朋友女朋友都一樣要你效忠
[00:10:53.000 --> 00:10:56.000]  要你和他一起單獨去旅行
[00:10:56.000 --> 00:10:59.000]  要你在婚前和他發生性關係
[00:10:59.000 --> 00:11:01.000]  說什麼這樣才表示你愛他
[00:11:01.000 --> 00:11:03.000]  這些廢話
[00:11:03.000 --> 00:11:08.000]  他們認為這些事情和信仰沒有關係
[00:11:08.000 --> 00:11:13.000]  弟兄姊妹,會不會你都覺得沒有關係?
[00:11:13.000 --> 00:11:15.000]  我想告訴你
[00:11:15.000 --> 00:11:18.000]  我們所信的耶穌
[00:11:18.000 --> 00:11:21.000]  祂極度恨惡
[00:11:21.000 --> 00:11:25.000]  你會不會就是為了一份合同
[00:11:25.000 --> 00:11:27.000]  一份工作
[00:11:27.000 --> 00:11:29.000]  一段短暫的關係
[00:11:29.000 --> 00:11:33.000]  就放棄效忠這位主耶穌
[00:11:33.000 --> 00:11:35.000]  出賣耶穌
[00:11:35.000 --> 00:11:38.000]  其實都沒有使出火搖
[00:11:38.000 --> 00:11:43.000]  我們就已經選擇放棄
[00:11:43.000 --> 00:11:47.000]  雖然今天逼我們拜的不是金像
[00:11:47.000 --> 00:11:50.000]  但同樣是在說效忠的問題
[00:11:50.000 --> 00:11:51.000]  是否效忠這位主
[00:11:51.000 --> 00:11:54.000]  雖然刑罰不再是火搖
[00:11:54.000 --> 00:11:57.000]  但同樣是在說
[00:11:57.000 --> 00:12:01.000]  你已經抵受不了那個代價
[00:12:01.000 --> 00:12:03.000]  你會不會這樣說?
[00:12:03.000 --> 00:12:06.000]  因為我媽媽是一隻蛇
[00:12:06.000 --> 00:12:08.000]  我暫時不效忠
[00:12:08.000 --> 00:12:10.000]  我之後認罪悔改就可以了
[00:12:10.000 --> 00:12:11.000]  弟兄姊妹,是不是這樣?
[00:12:11.000 --> 00:12:13.000]  這個是不是真是你的信仰?
[00:12:13.000 --> 00:12:18.000]  這個真是你的信仰?
[00:12:18.000 --> 00:12:20.000]  你有沒有聽過
[00:12:20.000 --> 00:12:23.000]  在小事上不忠心
[00:12:23.000 --> 00:12:25.000]  在大事上不忠心
[00:12:25.000 --> 00:12:27.000]  在小事上不忠心
[00:12:27.000 --> 00:12:29.000]  火搖來到的時間
[00:12:29.000 --> 00:12:32.000]  我們怎麼辦?
[00:12:32.000 --> 00:12:34.000]  在上星期,我聽到一宗新聞
[00:12:34.000 --> 00:12:36.000]  在美格匹茲堡猶太教堂
[00:12:36.000 --> 00:12:39.000]  當他們舉行一個為嬰兒命名的禮儀的時候
[00:12:39.000 --> 00:12:41.000]  有一個槍手衝進來
[00:12:41.000 --> 00:12:43.000]  開槍打死了11個猶太人
[00:12:43.000 --> 00:12:46.000]  其實剛剛在前天前晚
[00:12:46.000 --> 00:12:48.000]  在埃及這個地方
[00:12:48.000 --> 00:12:50.000]  有些基督徒當他們完了一些聚會
[00:12:50.000 --> 00:12:51.000]  回家的時間
[00:12:51.000 --> 00:12:54.000]  被極端分子開槍掃射
[00:12:54.000 --> 00:12:56.000]  有7個基督徒死了
[00:12:56.000 --> 00:12:59.000]  其實這些都讓我想起之前我聽過的故事
[00:12:59.000 --> 00:13:01.000]  在一個偏遠的村落
[00:13:01.000 --> 00:13:03.000]  早上,同樣有一群基督徒
[00:13:03.000 --> 00:13:05.000]  像我們一樣在教會裡崇拜
[00:13:05.000 --> 00:13:07.000]  那時候突然有一個槍手
[00:13:07.000 --> 00:13:09.000]  走進來教會
[00:13:09.000 --> 00:13:10.000]  有誰不是信耶穌的
[00:13:10.000 --> 00:13:11.000]  現在就離開
[00:13:11.000 --> 00:13:14.000]  因為我要殺死所有基督徒
[00:13:14.000 --> 00:13:17.000]  說完之後,立刻大批人走了
[00:13:17.000 --> 00:13:19.000]  然後他再問一次
[00:13:19.000 --> 00:13:21.000]  我再給你們一次機會
[00:13:21.000 --> 00:13:24.000]  有誰現在放棄信耶穌的
[00:13:24.000 --> 00:13:25.000]  立刻可以走
[00:13:25.000 --> 00:13:27.000]  然後又有一批人走了
[00:13:27.000 --> 00:13:28.000]  當這個槍手
[00:13:28.000 --> 00:13:30.000]  看著這群人走得很遠
[00:13:30.000 --> 00:13:32.000]  他將門關上
[00:13:32.000 --> 00:13:34.000]  他跪下來
[00:13:34.000 --> 00:13:36.000]  他請求留下的信徒原諒
[00:13:36.000 --> 00:13:38.000]  因為原來他想信耶穌
[00:13:38.000 --> 00:13:41.000]  但是他的上級下了命令
[00:13:41.000 --> 00:13:43.000]  一定不可以信
[00:13:43.000 --> 00:13:45.000]  君命如山
[00:13:45.000 --> 00:13:48.000]  他知道留下的這群忠心的信徒
[00:13:48.000 --> 00:13:50.000]  一定不會出賣他
[00:13:50.000 --> 00:13:53.000]  所以他就出此下策
[00:13:53.000 --> 00:13:54.000]  我不知道你們聽完之後
[00:13:54.000 --> 00:13:56.000]  會不會覺得都是快樂的結局
[00:13:56.000 --> 00:14:00.000]  因為就算沒有人死
[00:14:00.000 --> 00:14:03.000]  我就認為這是一個可悲的故事
[00:14:03.000 --> 00:14:05.000]  可悲在於有大批人
[00:14:05.000 --> 00:14:10.000]  因著患難而背棄這位主
[00:14:10.000 --> 00:14:12.000]  弟兄姊妹
[00:14:12.000 --> 00:14:14.000]  當我說這個故事的時候
[00:14:14.000 --> 00:14:17.000]  你覺得自己是第一批的人
[00:14:17.000 --> 00:14:18.000]  第二批的人
[00:14:18.000 --> 00:14:22.000]  還是第三批的人
[00:14:22.000 --> 00:14:24.000]  當我們的祖國
[00:14:24.000 --> 00:14:27.000]  不斷有刷十字架的消息
[00:14:27.000 --> 00:14:29.000]  傳到我們耳裡的時候
[00:14:29.000 --> 00:14:30.000]  弟兄姊妹
[00:14:30.000 --> 00:14:32.000]  你們不會還天真到
[00:14:32.000 --> 00:14:34.000]  以為昔日發生在
[00:14:34.000 --> 00:14:37.000]  這三個希伯來年輕人身上的事情
[00:14:37.000 --> 00:14:42.000]  今天不會在我們身上重演吧
[00:14:42.000 --> 00:14:47.000]  那有沒有出路?
[00:14:47.000 --> 00:14:48.000]  有的
[00:14:48.000 --> 00:14:50.000]  聖經已經告訴我們
[00:14:50.000 --> 00:14:52.000]  出路在哪裡?
[00:14:52.000 --> 00:14:57.000]  出路在我們要從小事上忠心
[00:14:57.000 --> 00:15:03.000]  我們要從小事上忠心
[00:15:03.000 --> 00:15:07.000]  當那些人
[00:15:07.000 --> 00:15:09.000]  世界的人
[00:15:09.000 --> 00:15:10.000]  無論是你的老闆
[00:15:10.000 --> 00:15:11.000]  是你的同事
[00:15:11.000 --> 00:15:13.000]  是未相處的家人
[00:15:13.000 --> 00:15:15.000]  是你的男朋友 女朋友
[00:15:15.000 --> 00:15:17.000]  當他們對你的要求
[00:15:17.000 --> 00:15:20.000]  是背棄你的信仰的時候
[00:15:20.000 --> 00:15:22.000]  你就開始要跟他們說
[00:15:22.000 --> 00:15:23.000]  對不起
[00:15:23.000 --> 00:15:25.000]  我不能答應你
[00:15:25.000 --> 00:15:26.000]  因為這樣做
[00:15:26.000 --> 00:15:29.000]  背棄了我的信仰
[00:15:29.000 --> 00:15:32.000]  背棄了我的主
[00:15:32.000 --> 00:15:36.000]  我只會效忠這位耶穌
[00:15:36.000 --> 00:15:37.000]  弟兄姊妹
[00:15:37.000 --> 00:15:40.000]  只有在小事上忠心
[00:15:40.000 --> 00:15:43.000]  在大事上才可以怎樣?
[00:15:43.000 --> 00:15:45.000]  忠心
[00:15:45.000 --> 00:15:50.000]  這就是出路
[00:15:50.000 --> 00:15:51.000]  所以第一個
[00:15:51.000 --> 00:15:54.000]  被神反轉生命裡會出現的事情
[00:15:54.000 --> 00:15:55.000]  你猜也猜不到
[00:15:55.000 --> 00:15:58.000]  原來是一個磨練
[00:15:58.000 --> 00:16:01.000]  是總會遇到的磨練
[00:16:01.000 --> 00:16:02.000]  意思就是
[00:16:02.000 --> 00:16:05.000]  我請你遇到基督徒的人生
[00:16:05.000 --> 00:16:07.000]  是一定會有考驗的
[00:16:07.000 --> 00:16:09.000]  是一定會有磨練的
[00:16:09.000 --> 00:16:10.000]  沒有信仰的人
[00:16:10.000 --> 00:16:12.000]  他們會趨吉避凶
[00:16:12.000 --> 00:16:14.000]  第一個被神反轉的生命
[00:16:14.000 --> 00:16:15.000]  他們會明白
[00:16:15.000 --> 00:16:16.000]  真正信仰的生命
[00:16:16.000 --> 00:16:18.000]  是一定會遇到磨練
[00:16:18.000 --> 00:16:19.000]  就好像保羅在
[00:16:19.000 --> 00:16:20.000]  《鐵石羅里加前書》
[00:16:20.000 --> 00:16:22.000]  三章三節那裡提到我們
[00:16:22.000 --> 00:16:25.000]  他說你們受到患難
[00:16:25.000 --> 00:16:27.000]  原是命定的
[00:16:27.000 --> 00:16:28.000]  原是命定的
[00:16:28.000 --> 00:16:29.000]  為什麼保羅會這樣說?
[00:16:29.000 --> 00:16:31.000]  因為耶穌也是這樣說
[00:16:31.000 --> 00:16:32.000]  耶穌怎麼說?
[00:16:32.000 --> 00:16:34.000]  他說世界恨門徒
[00:16:34.000 --> 00:16:35.000]  因為他們不屬世界
