
[00:00:00.000 --> 00:00:03.800]  今天是Bible Month的結束
[00:13:54.960 --> 00:13:56.960]  甚至我們用一些很熟悉的藉口
[00:13:56.960 --> 00:13:57.960]  這個為主做見證
[00:13:57.960 --> 00:13:59.960]  我做基督徒都可以做生意做到很成功的
[00:13:59.960 --> 00:14:02.960]  我打工可以做到很叻的
[00:14:02.960 --> 00:14:04.960]  但其實我們知道
[00:14:04.960 --> 00:14:07.960]  我最終只是想滿足我自己
[00:14:07.960 --> 00:14:10.960]  我想讓神得榮耀
[00:14:10.960 --> 00:14:12.960]  很多時候我們是不知不覺地
[00:14:12.960 --> 00:14:17.960]  我們是沒有將天父上帝給我們的使命
[00:14:17.960 --> 00:14:19.960]  放在首位
[00:14:19.960 --> 00:14:23.960]  相反是放在最多的第二位
[00:14:23.960 --> 00:14:25.960]  不過今天這個時間
[00:14:25.960 --> 00:14:26.960]  透過這兩本聖經
[00:14:26.960 --> 00:14:27.960]  我們給自己提醒
[00:14:27.960 --> 00:14:29.960]  無論你是基督徒也好
[00:14:29.960 --> 00:14:32.960]  或者是一個慕道的朋友也好
[00:14:32.960 --> 00:14:34.960]  因為只要我們能夠坐下來安靜一下
[00:14:34.960 --> 00:14:35.960]  想一想
[00:14:35.960 --> 00:14:37.960]  你能夠在時間坐下來想一想的時候
[00:14:37.960 --> 00:14:44.960]  我相信其實我們大家都不會否定保羅的說法
[00:14:44.960 --> 00:14:47.960]  還有保羅對人生的慾望渴求
[00:14:47.960 --> 00:14:51.960]  對虛榮感的渴慕
[00:14:51.960 --> 00:14:52.960]  下了一個結論
[00:14:52.960 --> 00:14:54.960]  在17節就說得很清楚了
[00:14:54.960 --> 00:14:55.960]  17節接著保羅說什麼呢
[00:14:55.960 --> 00:14:58.960]  他說這個世界和一切熟悉的慾望
[00:14:58.960 --> 00:15:00.960]  都正在消逝
[00:15:00.960 --> 00:15:02.960]  但是實行上帝旨意的人
[00:15:02.960 --> 00:15:04.960]  是要永遠長存
[00:15:04.960 --> 00:15:06.960]  這是聖經所說的
[00:15:06.960 --> 00:15:07.960]  你同意嗎
[00:15:07.960 --> 00:15:10.960]  這是約翰的結論
[00:15:10.960 --> 00:15:11.960]  人是有慾望的
[00:15:11.960 --> 00:15:12.960]  No doubt about it
[00:15:12.960 --> 00:15:14.960]  人是有虛榮心的
[00:15:14.960 --> 00:15:15.960]  有沒有
[00:15:15.960 --> 00:15:17.960]  不要告訴我你沒有
[00:15:17.960 --> 00:15:18.960]  每個人都有
