
[00:00:00.000 --> 00:00:04.240]  今天分享的題目是最偉大的禮物
[00:01:31.200 --> 00:01:33.200]  到他的時候就說我要這份
[00:01:33.200 --> 00:01:35.200]  因為他很想把這份桌遊
[00:01:35.200 --> 00:01:37.200]  帶去和少年玩
[00:01:37.200 --> 00:01:39.200]  所以不同的禮物
[00:01:39.200 --> 00:01:41.200]  又會帶來不同的反應
[00:01:41.200 --> 00:01:43.200]  我知道有些群體
[00:01:43.200 --> 00:01:47.200]  又會用一個叫secret angel的方式
[00:01:47.200 --> 00:01:49.200]  去交換禮物
[00:01:49.200 --> 00:01:51.200]  即是一個神秘的天使
[00:01:51.200 --> 00:01:53.200]  每一個人都會抽一個人
[00:01:53.200 --> 00:01:55.200]  但他不會告訴你的
[00:01:55.200 --> 00:01:57.200]  於是兒童就會
[00:01:57.200 --> 00:01:59.200]  按照他對你的認知
[00:01:59.200 --> 00:02:01.200]  去買一份禮物
[00:02:01.200 --> 00:02:03.200]  我其實在這些地方
[00:02:03.200 --> 00:02:05.200]  就比較不太敏感
[00:02:05.200 --> 00:02:07.200]  因為譬如我抽到一個人
[00:02:07.200 --> 00:02:09.200]  我要關心他
[00:02:09.200 --> 00:02:11.200]  其實有時我不知道他需要什麼
[00:02:11.200 --> 00:02:13.200]  所以有時成為一個神秘天使
[00:02:13.200 --> 00:02:15.200]  都會有些壓力
[00:02:15.200 --> 00:02:17.200]  不知道他喜歡什麼
[00:02:17.200 --> 00:02:19.200]  但其實神秘天使的時候
[00:02:19.200 --> 00:02:21.200]  他開禮物的時候
[00:02:21.200 --> 00:02:23.200]  我都很緊張
[00:02:23.200 --> 00:02:25.200]  他開的時候會不會一開就這樣
[00:02:25.200 --> 00:02:27.200]  只開的時候
[00:02:27.200 --> 00:02:29.200]  或者他會很懂得
[00:02:29.200 --> 00:02:31.200]  哄梁牧師開心
[00:02:31.200 --> 00:02:33.200]  就算他的心是這樣
[00:02:33.200 --> 00:02:35.200]  但他的樣子都這樣
[00:02:35.200 --> 00:02:37.200]  我都不知道
[00:02:37.200 --> 00:02:39.200]  所以其實這個神秘天使
[00:02:39.200 --> 00:02:41.200]  有時我都覺得幾得意
[00:02:41.200 --> 00:02:43.200]  我知道在網上
[00:02:43.200 --> 00:02:47.200]  有年度最佳禮物的報導
[00:02:47.200 --> 00:02:49.200]  大家知道我在英國
[00:02:49.200 --> 00:02:51.200]  我很喜歡看在英國
[00:02:51.200 --> 00:02:53.200]  現在五大最佳禮物是什麼
[00:02:53.200 --> 00:02:55.200]  原來這個每日郵報
[00:02:55.200 --> 00:02:57.200]  亦都公佈了
[00:02:57.200 --> 00:02:59.200]  今年他們覺得
[00:02:59.200 --> 00:03:01.200]  五大最佳聖誕禮物
[00:03:01.200 --> 00:03:03.200]  你們可以看看
[00:03:03.200 --> 00:03:05.200]  如果你收到這份禮物的時候
[00:03:05.200 --> 00:03:07.200]  你的心情會是怎樣
[00:03:07.200 --> 00:03:09.200]  第一份排第五
[00:03:09.200 --> 00:03:13.200]  是一個乾花的擺設
[00:03:13.200 --> 00:03:17.200]  我不知道
[00:03:17.200 --> 00:03:19.200]  如果你收到這個乾花擺設
[00:03:19.200 --> 00:03:21.200]  你會是怎樣
[00:03:21.200 --> 00:03:23.200]  如果你問我
[00:03:23.200 --> 00:03:25.200]  我都有少少迷惘
[00:03:25.200 --> 00:03:27.200]  因為我太太在英國
[00:03:27.200 --> 00:03:29.200]  不知道她會不會看
[00:03:29.200 --> 00:03:31.200]  千萬不要買這個乾花回來
[00:03:31.200 --> 00:03:33.200]  另外排第四是什麼
[00:03:33.200 --> 00:03:35.200]  排第四我很喜歡
[00:03:35.200 --> 00:03:37.200]  是一個品牌朱古力
[00:03:37.200 --> 00:03:39.200]  這個品牌朱古力
[00:03:39.200 --> 00:03:41.200]  是聖誕鹿形狀的
[00:03:41.200 --> 00:03:43.200]  昨天我和太太的家人
[00:03:43.200 --> 00:03:45.200]  一起慶祝聖誕
[00:03:45.200 --> 00:03:47.200]  她們都為我預備了
[00:03:47.200 --> 00:03:49.200]  啤啤熊形狀的朱古力
[00:03:49.200 --> 00:03:51.200]  不過我不捨得去吃
[00:03:51.200 --> 00:03:53.200]  這個啤啤熊形狀的朱古力
[00:03:53.200 --> 00:03:55.200]  我不知道如果你收到
[00:03:55.200 --> 00:03:57.200]  這個聖誕鹿的朱古力
[00:03:57.200 --> 00:03:59.200]  你又有幾開心
[00:03:59.200 --> 00:04:01.200]  排第三位
[00:04:01.200 --> 00:04:03.200]  這個可愛的
[00:04:03.200 --> 00:04:05.200]  是可以讓你搓圓按扁的狗狗
[00:04:05.200 --> 00:04:07.200]  是舒緩你的壓力
[00:04:07.200 --> 00:04:09.200]  不知道有沒有人想要
[00:04:09.200 --> 00:04:11.200]  這樣的狗狗
[00:04:11.200 --> 00:04:13.200]  大家沒什麼壓力
[00:04:13.200 --> 00:04:15.200]  不是的
[00:04:15.200 --> 00:04:17.200]  狗狗很可愛
[00:04:17.200 --> 00:04:19.200]  第二個大家應該很喜歡的
[00:04:19.200 --> 00:04:21.200]  是一隻運動型手錶
[00:04:21.200 --> 00:04:23.200]  這個想要
[00:04:23.200 --> 00:04:25.200]  我希望遠在英國的太太
[00:04:25.200 --> 00:04:27.200]  聽到
[00:04:27.200 --> 00:04:29.200]  是一個運動型的手錶
[00:04:29.200 --> 00:04:31.200]  第一是什麼
[00:04:31.200 --> 00:04:33.200]  大家猜猜
[00:04:33.200 --> 00:04:35.200]  英國郵報排第一的禮物是什麼
[00:04:35.200 --> 00:04:37.200]  我看看你的反應是
[00:04:37.200 --> 00:04:41.200]  排第一的
[00:04:41.200 --> 00:04:43.200]  是香薰機
[00:04:43.200 --> 00:04:45.200]  是有人想要香薰機
[00:04:45.200 --> 00:04:49.200]  我都不想
[00:04:49.200 --> 00:04:51.200]  給你一個提示
[00:04:51.200 --> 00:04:53.200]  如果你想要
[00:04:53.200 --> 00:04:55.200]  是我的神秘天使
[00:04:55.200 --> 00:04:57.200]  我就不太會購買香薰機
[00:04:57.200 --> 00:04:59.200]  我們看了
[00:04:59.200 --> 00:05:01.200]  英國五大禮物
[00:05:01.200 --> 00:05:03.200]  每一年我都會問一下少年人
[00:05:03.200 --> 00:05:05.200]  今年
[00:05:05.200 --> 00:05:07.200]  你又很想要什麼聖誕禮物
[00:05:07.200 --> 00:05:09.200]  什麼你都猜猜
[00:05:09.200 --> 00:05:11.200]  少年今年最想要的
[00:05:11.200 --> 00:05:13.200]  聖誕禮物是什麼
[00:05:13.200 --> 00:05:15.200]  很容易猜的
[00:05:15.200 --> 00:05:17.200]  真的聰明
[00:05:17.200 --> 00:05:19.200]  無論星期六的少年崇拜
[00:05:19.200 --> 00:05:21.200]  星期日的少年崇拜
[00:05:21.200 --> 00:05:23.200]  他們都只叫了一個名字
[00:05:23.200 --> 00:05:25.200]  我初初都不知道叫錯了
[00:05:25.200 --> 00:05:27.200]  我要iPhone
[00:05:27.200 --> 00:05:29.200]  15 Pro Max
[00:05:29.200 --> 00:05:31.200]  有沒有叫錯
[00:05:31.200 --> 00:05:33.200]  放心
[00:05:33.200 --> 00:05:35.200]  我們沒有送過這些禮物
[00:05:35.200 --> 00:05:37.200]  Pastor Joyce
[00:05:37.200 --> 00:05:39.200]  很懂得處理我們的財政
[00:05:39.200 --> 00:05:41.200]  我們送了一些很美的
[00:05:41.200 --> 00:05:43.200]  但不是iPhone Pro Max
[00:05:43.200 --> 00:05:45.200]  給少年人
[00:05:45.200 --> 00:05:47.200]  但我心想一件事
[00:05:47.200 --> 00:05:49.200]  今年
[00:05:49.200 --> 00:05:51.200]  少年不斷叫iPhone
[00:05:51.200 --> 00:05:53.200]  15 Pro Max
[00:05:53.200 --> 00:05:55.200]  你猜下年他會不會
[00:05:55.200 --> 00:05:57.200]  再叫iPhone 15 Pro Max
[00:05:57.200 --> 00:05:59.200]  今年你很喜歡的禮物
[00:05:59.200 --> 00:06:01.200]  其實下年
[00:06:01.200 --> 00:06:03.200]  可能你都不會再叫了
[00:06:03.200 --> 00:06:05.200]  究竟有什麼禮物
[00:06:05.200 --> 00:06:07.200]  能夠真正帶給我們
[00:06:07.200 --> 00:06:09.200]  恆久的喜樂
[00:06:09.200 --> 00:06:11.200]  和快樂呢
[00:06:11.200 --> 00:06:13.200]  當然我們知道
[00:06:13.200 --> 00:06:15.200]  梁牧師我知道你想說什麼
[00:06:15.200 --> 00:06:17.200]  最偉大的禮物
[00:06:17.200 --> 00:06:19.200]  就是耶穌
[00:06:19.200 --> 00:06:21.200]  我就是想說最偉大的禮物
[00:06:21.200 --> 00:06:23.200]  就是耶穌
[00:06:23.200 --> 00:06:25.200]  你問我是不是可以走了
[00:06:25.200 --> 00:06:27.200]  可能不是
[00:06:27.200 --> 00:06:29.200]  但是
[00:06:29.200 --> 00:06:31.200]  很重要的是
[00:06:31.200 --> 00:06:33.200]  聖經記載了最偉大的禮物
[00:06:33.200 --> 00:06:35.200]  但今天我們要問
[00:06:35.200 --> 00:06:37.200]  我們一個問題
[00:06:37.200 --> 00:06:39.200]  其實我有沒有真正去領受
[00:06:39.200 --> 00:06:41.200]  聖經講這份
[00:06:41.200 --> 00:06:43.200]  最偉大的禮物
[00:06:43.200 --> 00:06:45.200]  所以今天我們一起
[00:06:45.200 --> 00:06:47.200]  用一段我們很熟悉的聖經
[00:06:47.200 --> 00:06:49.200]  去看究竟我們在聖誕節裡面
[00:06:49.200 --> 00:06:51.200]  有沒有真正去領受
[00:06:51.200 --> 00:06:53.200]  聖經講最偉大的禮物
[00:06:53.200 --> 00:06:55.200]  到我們生命的當中
[00:06:55.200 --> 00:06:57.200]  所以今天我們第一個分享
[00:06:57.200 --> 00:06:59.200]  是我們跟隨生命的真光
[00:06:59.200 --> 00:07:01.200]  我們一起去看
[00:07:01.200 --> 00:07:03.200]  路加福金第二章
[00:07:03.200 --> 00:07:05.200]  當天使向牧羊人顯現的
[00:07:05.200 --> 00:07:07.200]  一個記載
[00:07:07.200 --> 00:07:09.200]  我們首先一起讀第八節到九節
[00:07:09.200 --> 00:07:11.200]  一二三
[00:07:11.200 --> 00:07:13.200]  在百里行之野地裡
[00:07:13.200 --> 00:07:15.200]  有牧羊的人
[00:07:15.200 --> 00:07:17.200]  夜間按著姦次
[00:07:17.200 --> 00:07:19.200]  看守羊群
[00:07:19.200 --> 00:07:21.200]  有主的使者
[00:07:21.200 --> 00:07:23.200]  旁邊主的榮光
[00:07:23.200 --> 00:07:25.200]  四面照著他們
[00:07:25.200 --> 00:07:27.200]  牧羊的人就
[00:07:27.200 --> 00:07:29.200]  甚懼怕
[00:07:29.200 --> 00:07:31.200]  這段聖經我們很熟悉
[00:07:31.200 --> 00:07:33.200]  但如果我們仔細去看
[00:07:33.200 --> 00:07:35.200]  其實裡面有一些東西是帶來一個
[00:07:35.200 --> 00:07:37.200]  很深層的訊息
[00:07:37.200 --> 00:07:39.200]  牧羊人是當時很普通
[00:07:39.200 --> 00:07:41.200]  很日常的職業
[00:07:41.200 --> 00:07:43.200]  這個職業是在
[00:07:43.200 --> 00:07:45.200]  城市外面
[00:07:45.200 --> 00:07:47.200]  而不是在城市裡面
[00:07:47.200 --> 00:07:49.200]  工作的
[00:07:49.200 --> 00:07:51.200]  這個工作是很多時候要在
[00:07:51.200 --> 00:07:53.200]  晚上黑暗的時候
[00:07:53.200 --> 00:07:55.200]  去工作
[00:07:55.200 --> 00:07:57.200]  其實這裡福音書的
[00:07:57.200 --> 00:07:59.200]  作者很想告訴我們
[00:07:59.200 --> 00:08:01.200]  很想強調
[00:08:01.200 --> 00:08:03.200]  耶穌基督的救恩
[00:08:03.200 --> 00:08:05.200]  不是給被揀選的
[00:08:05.200 --> 00:08:07.200]  少數而是給
[00:08:07.200 --> 00:08:09.200]  所有的人所以今天我們每一個
[00:08:09.200 --> 00:08:11.200]  都可以領受
[00:08:11.200 --> 00:08:13.200]  耶穌進入我們生命的當中
[00:08:13.200 --> 00:08:15.200]  另一方面
[00:08:15.200 --> 00:08:17.200]  當我們去看這個牧羊人
[00:08:17.200 --> 00:08:19.200]  好像很平凡
[00:08:19.200 --> 00:08:21.200]  沒有特別希望的世界裡面
[00:08:21.200 --> 00:08:23.200]  原來他們
[00:08:23.200 --> 00:08:25.200]  遇見一個非凡
[00:08:25.200 --> 00:08:27.200]  的好消息
[00:08:27.200 --> 00:08:29.200]  在這裡我們看到有兩個很重要的
[00:08:29.200 --> 00:08:31.200]  對比
[00:08:31.200 --> 00:08:33.200]  牧羊人其實是一個
[00:08:33.200 --> 00:08:35.200]  很平凡不起眼的職業
[00:08:35.200 --> 00:08:37.200]  在我們日常覺得自己很不起眼
[00:08:37.200 --> 00:08:39.200]  的生命裡面
[00:08:39.200 --> 00:08:41.200]  卻有主的使者
[00:08:41.200 --> 00:08:43.200]  進到我們生命的當中
[00:08:43.200 --> 00:08:45.200]  可能今天我們都覺得我們的生命
[00:08:45.200 --> 00:08:47.200]  是普通人的生活
[00:08:47.200 --> 00:08:49.200]  但是今天原來這件事
[00:08:49.200 --> 00:08:51.200]  已經告訴我們主要
[00:08:51.200 --> 00:08:53.200]  進到我們生命的當中
[00:08:53.200 --> 00:08:55.200]  第二個的對比
[00:08:55.200 --> 00:08:57.200]  是在黑暗
[00:08:57.200 --> 00:08:59.200]  工作的牧羊人
[00:08:59.200 --> 00:09:01.200]  有主的榮光
[00:09:01.200 --> 00:09:03.200]  進到我們生命裡面
[00:09:03.200 --> 00:09:05.200]  而榮光
[00:09:05.200 --> 00:09:07.200]  這個字榮耀
[00:09:07.200 --> 00:09:09.200]  在希伯來文的意思
[00:09:09.200 --> 00:09:11.200]  是一個很重的臨在
[00:09:11.200 --> 00:09:13.200]  而在希伯來文的意思
[00:09:13.200 --> 00:09:15.200]  是一個很真實
[00:09:15.200 --> 00:09:17.200]  顯著光輝的意思
[00:09:17.200 --> 00:09:19.200]  這個好消息就是
[00:09:19.200 --> 00:09:21.200]  我們好像看似黑暗
[00:09:21.200 --> 00:09:23.200]  看似平凡
[00:09:23.200 --> 00:09:25.200]  看似沒有希望的生命裡面
[00:09:25.200 --> 00:09:27.200]  原來卻有主的榮光
[00:09:27.200 --> 00:09:29.200]  要進到我們每一個人的
[00:09:29.200 --> 00:09:31.200]  生命裡面
[00:09:31.200 --> 00:09:33.200]  今天我們有沒有去領受
[00:09:33.200 --> 00:09:35.200]  這個真光進到我們
[00:09:35.200 --> 00:09:37.200]  生命裡面呢
[00:09:37.200 --> 00:09:39.200]  我曾經聽過一個真人的故事
[00:09:39.200 --> 00:09:41.200]  有一個媽媽
[00:09:41.200 --> 00:09:43.200]  在聖誕節的時候
[00:09:43.200 --> 00:09:45.200]  當她跟女兒一起看電視的時候
[00:09:45.200 --> 00:09:47.200]  她收到一個鄰居的短訊
[00:09:47.200 --> 00:09:49.200]  這個鄰居跟她說
[00:09:49.200 --> 00:09:51.200]  你看看你外面的後院
[00:09:51.200 --> 00:09:53.200]  這個鄰居做了什麼呢
[00:09:53.200 --> 00:09:55.200]  原來這個鄰居買了一排
[00:09:55.200 --> 00:09:57.200]  白色的聖誕燈
[00:09:57.200 --> 00:09:59.200]  從鄰居的後院
[00:09:59.200 --> 00:10:01.200]  一直延伸到她的後院那裡
[00:10:01.200 --> 00:10:03.200]  而在這個
[00:10:03.200 --> 00:10:05.200]  白色聖誕燈的連接的尾
[00:10:05.200 --> 00:10:07.200]  掛了一盒
[00:10:07.200 --> 00:10:09.200]  自家製的
[00:10:09.200 --> 00:10:11.200]  聖誕曲奇餅
[00:10:11.200 --> 00:10:13.200]  這個媽媽分享
[00:10:13.200 --> 00:10:15.200]  原來當時她正在經歷
[00:10:15.200 --> 00:10:17.200]  人生一個黑暗的時期
[00:10:17.200 --> 00:10:19.200]  因為她失去了親人
[00:10:19.200 --> 00:10:21.200]  她的生命正在經歷
[00:10:21.200 --> 00:10:23.200]  憂鬱和焦慮
[00:10:23.200 --> 00:10:25.200]  加上工作面對很大的壓力
[00:10:25.200 --> 00:10:27.200]  她經常都有
[00:10:27.200 --> 00:10:29.200]  很多這個恐慌的攻擊
[00:10:29.200 --> 00:10:31.200]  就是這個恐慌的攻擊
[00:10:31.200 --> 00:10:33.200]  就在她覺得四面都環繞著
[00:10:33.200 --> 00:10:35.200]  黑暗的時候
[00:10:35.200 --> 00:10:37.200]  她收到鄰居這個短訊
[00:10:37.200 --> 00:10:39.200]  當她望出的時候
[00:10:39.200 --> 00:10:41.200]  她看到一路光
[00:10:41.200 --> 00:10:43.200]  從鄰居的家到她的家
[00:10:43.200 --> 00:10:45.200]  最後居然有一盒
[00:10:45.200 --> 00:10:47.200]  是鄰居自家製的
[00:10:47.200 --> 00:10:49.200]  曲奇餅
[00:10:49.200 --> 00:10:51.200]  她說在黑暗
[00:10:51.200 --> 00:10:53.200]  在我覺得沒有出路的裏面
[00:10:53.200 --> 00:10:55.200]  我看到光
[00:10:55.200 --> 00:10:57.200]  而這個故事傳開去之後
[00:10:57.200 --> 00:10:59.200]  他們整個社區都說
[00:10:59.200 --> 00:11:01.200]  他們要用這個行動
[00:11:01.200 --> 00:11:03.200]  去給予祝福
[00:11:03.200 --> 00:11:05.200]  於是他們每個人都去買聖誕燈
[00:11:05.200 --> 00:11:07.200]  一個後院一個後院
[00:11:07.200 --> 00:11:09.200]  連接在一起
[00:11:09.200 --> 00:11:11.200]  最後發達的
[00:11:11.200 --> 00:11:13.200]  就是賣燈的店鋪
[00:11:13.200 --> 00:11:15.200]  因為賣燈的店鋪
[00:11:15.200 --> 00:11:17.200]  賣光聖誕燈
[00:11:17.200 --> 00:11:19.200]  但這個行動
[00:11:19.200 --> 00:11:21.200]  帶來了這個社區
[00:11:21.200 --> 00:11:23.200]  很多彼此的聯想
[00:11:23.200 --> 00:11:25.200]  彼此的溫暖
[00:11:25.200 --> 00:11:27.200]  和彼此的祝福
[00:11:27.200 --> 00:11:29.200]  但今天更加重要
[00:11:29.200 --> 00:11:31.200]  在聖誕節裏面
[00:11:31.200 --> 00:11:33.200]  耶穌是生命真正的光
[00:11:33.200 --> 00:11:35.200]  今天我們要問一個很重要的問題
[00:11:35.200 --> 00:11:37.200]  我們有沒有開放我們的生命
[00:11:37.200 --> 00:11:39.200]  讓耶穌的光
[00:11:39.200 --> 00:11:41.200]  進入我們生命裏面
[00:11:41.200 --> 00:11:43.200]  我自己都記得當我信耶穌的時候
[00:11:43.200 --> 00:11:45.200]  其實我生命都經歷
[00:11:45.200 --> 00:11:47.200]  一個很不確定
[00:11:47.200 --> 00:11:49.200]  很沒有安全感的日子
[00:11:49.200 --> 00:11:51.200]  我自己都不知道我生命的前路會是怎樣
[00:11:51.200 --> 00:11:53.200]  但就在我很多混亂
[00:11:53.200 --> 00:11:55.200]  很多不確定
[00:11:55.200 --> 00:11:57.200]  但當我接受耶穌的時候
[00:11:57.200 --> 00:11:59.200]  我記得在窗外有一個陽光
[00:11:59.200 --> 00:12:01.200]  照到我房間裏
[00:12:01.200 --> 00:12:03.200]  它告訴我
[00:12:03.200 --> 00:12:05.200]  是真光來到我的生命
[00:12:05.200 --> 00:12:07.200]  我感受得很溫暖
[00:12:07.200 --> 00:12:09.200]  我知道無論生命我面對什麼狀況
[00:12:09.200 --> 00:12:11.200]  是有耶穌的光
[00:12:11.200 --> 00:12:13.200]  進到我生命裏面
[00:12:13.200 --> 00:12:15.200]  很多時候聖誕節
[00:12:15.200 --> 00:12:17.200]  你都會見到很多廣告
[00:12:17.200 --> 00:12:19.200]  那些廣告都是會
[00:12:19.200 --> 00:12:21.200]  很多很歡欣的禮物
[00:12:21.200 --> 00:12:23.200]  也有很多很幸福的家庭的照片
[00:12:23.200 --> 00:12:25.200]  但今天
[00:12:25.200 --> 00:12:27.200]  我們生命有時是會面對困難
[00:12:27.200 --> 00:12:29.200]  失望和黑暗
[00:12:29.200 --> 00:12:31.200]  但今天在我們面對困難
[00:12:31.200 --> 00:12:33.200]  失望和黑暗裏面
[00:12:33.200 --> 00:12:35.200]  我們要知道耶穌的真光
[00:12:35.200 --> 00:12:37.200]  進到我們生命裏面
[00:12:37.200 --> 00:12:39.200]  所以在聖誕節
[00:12:39.200 --> 00:12:41.200]  讓我們再次開放我們的生命
[00:12:41.200 --> 00:12:43.200]  我不知道現在你的生命
[00:12:43.200 --> 00:12:45.200]  在經歷什麼
[00:12:45.200 --> 00:12:47.200]  可能你經歷的是家庭關係的緊張
[00:12:47.200 --> 00:12:49.200]  特別在聖誕節
[00:12:49.200 --> 00:12:51.200]  有很多歡欣家庭的時候
[00:12:51.200 --> 00:12:53.200]  可能你會覺得我很孤單
[00:12:53.200 --> 00:12:55.200]  因為我家庭裏面有很多緊張的關係
[00:12:55.200 --> 00:12:57.200]  但今天耶穌的光
[00:12:57.200 --> 00:12:59.200]  進到你生命裏面
[00:12:59.200 --> 00:13:01.200]  可能現在令你透不過氣
[00:13:01.200 --> 00:13:03.200]  是你工作的狀況
[00:13:03.200 --> 00:13:05.200]  可能是你現在工作
[00:13:05.200 --> 00:13:07.200]  很多的壓力
[00:13:07.200 --> 00:13:09.200]  其實我想說很多時候我都聽到弟兄姊妹
[00:13:09.200 --> 00:13:11.200]  一聖誕節反而是最忙的時間
[00:13:11.200 --> 00:13:13.200]  那些工作壓到透不過氣
[00:13:13.200 --> 00:13:15.200]  但今天
[00:13:15.200 --> 00:13:17.200]  讓耶穌的光再一次
[00:13:17.200 --> 00:13:19.200]  進到我們生命裏面
[00:13:19.200 --> 00:13:21.200]  可能你的工作不是你很多事做
[00:13:21.200 --> 00:13:23.200]  而可能是同事的人際關係
[00:13:23.200 --> 00:13:25.200]  但今天
[00:13:25.200 --> 00:13:27.200]  讓耶穌的光進到我們生命裏面
[00:13:27.200 --> 00:13:29.200]  可能今天你擔心的是
[00:13:29.200 --> 00:13:31.200]  你身體上的需要
[00:13:31.200 --> 00:13:33.200]  可能你是身體上的健康
[00:13:33.200 --> 00:13:35.200]  但今天
[00:13:35.200 --> 00:13:37.200]  讓耶穌的光進到
[00:13:37.200 --> 00:13:39.200]  我們生命裏面
[00:13:39.200 --> 00:13:41.200]  可能你好像我信耶穌的時候一樣
[00:13:41.200 --> 00:13:43.200]  不知道你前面的路會怎樣走
[00:13:43.200 --> 00:13:45.200]  可能你覺得面對前面好像是一片的漆黑
[00:13:45.200 --> 00:13:47.200]  但在這片漆黑裏面
[00:13:47.200 --> 00:13:49.200]  讓耶穌的光
[00:13:49.200 --> 00:13:51.200]  進到你生命裏面
[00:13:51.200 --> 00:13:53.200]  其實有時可能你覺得好灰心
[00:13:53.200 --> 00:13:55.200]  你就打開電視
[00:13:55.200 --> 00:13:57.200]  你都會覺得好灰心
[00:13:57.200 --> 00:13:59.200]  因為當你見到這個世界所發生的事的時候
[00:13:59.200 --> 00:14:01.200]  我還記得兩日之前我開電視
[00:14:01.200 --> 00:14:03.200]  我看到一個新聞
[00:14:03.200 --> 00:14:05.200]  看到現在在世界上和地方的衝突
[00:14:05.200 --> 00:14:07.200]  有好多人連吃都很困難的時候
[00:14:07.200 --> 00:14:09.200]  你可能覺得這個世界
[00:14:09.200 --> 00:14:11.200]  有好多黑暗
[00:14:11.200 --> 00:14:13.200]  但今天讓耶穌的光
[00:14:13.200 --> 00:14:15.200]  進到我們生命裏面
[00:14:15.200 --> 00:14:17.200]  所以聖誕節
[00:14:17.200 --> 00:14:19.200]  是講耶穌是生命真正的光
[00:14:19.200 --> 00:14:21.200]  我們不單止
[00:14:21.200 --> 00:14:23.200]  要開放我們的生命
[00:14:23.200 --> 00:14:25.200]  讓這個真光進到我們生命裏面
[00:14:25.200 --> 00:14:27.200]  更加讓我們知道我們的生命
[00:14:27.200 --> 00:14:29.200]  是跟隨世界的真光
[00:14:29.200 --> 00:14:31.200]  當我們的生命
[00:14:31.200 --> 00:14:33.200]  跟隨世界真光的時候
[00:14:33.200 --> 00:14:35.200]  我們今天分享的第二點
[00:14:35.200 --> 00:14:37.200]  是我們的生命
[00:14:37.200 --> 00:14:39.200]  要經歷
[00:14:39.200 --> 00:14:41.200]  真正的拯救
[00:14:41.200 --> 00:14:43.200]  我們一起去讀第十
[00:14:43.200 --> 00:14:45.200]  第十二節我們一起讀
[00:14:45.200 --> 00:14:47.200]  一二三
[00:14:47.200 --> 00:14:49.200]  那天使對他們說
[00:14:49.200 --> 00:14:51.200]  我報給你們
[00:14:51.200 --> 00:14:53.200]  大喜的信息
[00:14:53.200 --> 00:14:55.200]  是關乎萬民的
[00:14:55.200 --> 00:14:57.200]  因今天在大衛的城裏
[00:14:57.200 --> 00:14:59.200]  為你們
[00:14:59.200 --> 00:15:01.200]  生了救主
[00:15:01.200 --> 00:15:03.200]  就是主基督
[00:15:03.200 --> 00:15:05.200]  你們要看見一個嬰孩
[00:15:05.200 --> 00:15:07.200]  包著布
[00:15:07.200 --> 00:15:09.200]  臥在馬槽裏
[00:15:09.200 --> 00:15:11.200]  那就是記號了
[00:15:11.200 --> 00:15:13.200]  這張聖經跟著告訴我
[00:15:13.200 --> 00:15:15.200]  特別當那些牧羊人
[00:15:15.200 --> 00:15:17.200]  見到這個事
[00:15:17.200 --> 00:15:19.200]  今天我們可能在
[00:15:19.200 --> 00:15:21.200]  平常的生命裏面都不是很怕
