
[00:00:00.000 --> 00:00:04.360]  今天我想跟大家藉著《詩篇》第二篇
[00:01:55.800 --> 00:01:59.600]  當傳威懼侍奉耀華,
[00:01:59.600 --> 00:02:02.600]  又當傳戰經而快樂,
[00:02:02.600 --> 00:02:05.080]  當以咀親子,
[00:02:05.080 --> 00:02:09.520]  恐怕他發怒,你們便在道中滅亡,
[00:02:09.520 --> 00:02:14.680]  因他的怒氣快要發作,凡投靠他的,
[00:02:14.680 --> 00:02:20.320]  到時有福的,讓我們一起低頭,我們同心祈禱。』
[00:02:20.320 --> 00:02:24.280]  親愛的天父,多謝祢讓我們在一起,
[00:02:24.280 --> 00:02:27.280]  雖然天氣或許寒冷,
[00:02:27.280 --> 00:02:34.080]  但是求神給我們一個願意來敬拜祢的心,
[00:02:34.080 --> 00:02:38.960]  願意我們的心能夠被祢的說話所溫暖,
[00:02:38.960 --> 00:02:45.720]  也願意我們來跟隨祢、敬拜祢、侍奉祢,
[00:02:45.720 --> 00:02:48.760]  讓我們的生命呈現在祢的面前,
[00:02:48.760 --> 00:02:52.560]  聽我們的祈禱,奉耶穌的聖名祈禱,
[00:02:52.560 --> 00:02:53.360]  阿們。
[00:02:53.360 --> 00:02:56.840]  在今年的裏面,
[00:02:56.840 --> 00:03:00.960]  我不知道新的一年你有沒有什麼立志,
[00:03:01.320 --> 00:03:09.560]  今年教會的主題就是「成為一個敬拜的群體」。
[00:03:09.560 --> 00:03:14.760]  什麼是敬拜的群體呢?
[00:03:14.760 --> 00:03:20.880]  對我來說,敬拜的群體就是將自己獻上,
[00:03:20.880 --> 00:03:24.520]  我想到《羅馬書第十二章》第一節這樣說,
[00:03:24.520 --> 00:03:28.840]  「所以弟兄們,我以神的慈悲勸你們,
[00:03:28.840 --> 00:03:32.600]  將身體獻上,當作活祭,
[00:03:32.600 --> 00:03:35.960]  是聖潔的,是神所喜悅的,
[00:03:35.960 --> 00:03:41.360]  你們如此侍奉乃是理所當然的。」
[00:03:41.360 --> 00:03:43.600]  祂說你們這樣的侍奉,
[00:03:43.600 --> 00:03:47.240]  你們這樣的敬拜乃是應該的,
[00:03:47.240 --> 00:03:50.320]  當我們將我們的生命來獻上,
[00:03:50.320 --> 00:03:52.600]  這個就是一個敬拜。
[00:03:52.600 --> 00:03:58.360]  敬拜就是我們再不會跟隨這個世界,
[00:03:58.360 --> 00:04:00.800]  我不知道今年你預備好了沒有,
[00:04:00.800 --> 00:04:06.360]  你不要跟隨這個世界的作風來做事,
[00:04:06.360 --> 00:04:09.240]  你有沒有立定這個心志,
[00:04:09.240 --> 00:04:14.880]  我們要成為一個不跟隨世界走的這樣的人呢?
[00:04:14.880 --> 00:04:18.520]  我們成為一個敬拜的群體,
[00:04:18.520 --> 00:04:24.200]  就是我們要成為一個不跟隨這個世界走的這樣的人。
[00:04:25.200 --> 00:04:28.480]  究竟今天我們活在一個甚麼時代呢?
[00:04:28.480 --> 00:04:32.120]  從一個信仰的角度來看,
[00:04:32.120 --> 00:04:35.720]  我們處身在一個對信仰冷漠,
[00:04:35.720 --> 00:04:39.640]  甚至是一個敵視的環境,
[00:04:39.640 --> 00:04:42.200]  可能生活在香港的基督徒,
[00:04:42.200 --> 00:04:44.840]  或者你感受不到這個威脅,
[00:04:44.840 --> 00:04:49.640]  如果你留心去看一看這幅圖畫,
[00:04:49.640 --> 00:04:56.840]  可能你會發現到今天基督徒處身在一個甚麼世界,
[00:04:56.840 --> 00:05:00.040]  紅色那些地方,
[00:05:00.040 --> 00:05:05.640]  就是說基督徒所處身這些地方、這些國家,
[00:05:05.640 --> 00:05:08.920]  是十分極度的危險。
[00:05:08.920 --> 00:05:13.800]  而紫色的地方的基督徒,
[00:05:13.800 --> 00:05:20.160]  如果你處身在紫色地方生活的一些基督徒,
[00:05:20.160 --> 00:05:24.760]  你是處身一個十分危險的國家。
[00:05:24.760 --> 00:05:30.640]  在全球有人統計最危險的地方,
[00:05:30.640 --> 00:05:33.920]  是極度危險的國家,
[00:05:33.920 --> 00:05:38.120]  有北韓、阿富汗、索馬里、利比亞等等,
[00:05:38.120 --> 00:05:40.280]  這些這麼多的國家,
[00:05:40.280 --> 00:05:42.880]  11個是極度危險的。
[00:05:42.880 --> 00:05:48.080]  有差不多40個左右,
[00:05:48.080 --> 00:05:50.960]  是十分危險的。
[00:05:50.960 --> 00:05:54.720]  當你處身在一個這樣的環境裏面,
[00:05:54.720 --> 00:05:56.960]  做基督徒是不容易的,
[00:05:56.960 --> 00:05:58.720]  受很多衝擊的,
[00:05:58.720 --> 00:06:00.400]  很多壓力的。
[00:06:00.400 --> 00:06:06.360]  這個有Open Door,
[00:06:06.360 --> 00:06:09.640]  他們有一個全球首望的名單,
[00:06:10.480 --> 00:06:14.320]  他們有一個這樣的統計數字,
[00:06:14.320 --> 00:06:17.080]  他說每8名的基督徒,
[00:06:17.080 --> 00:06:21.520]  就有一個是面對壁壩的。
[00:06:21.520 --> 00:06:25.280]  可能我們在香港的基督徒,
[00:06:25.280 --> 00:06:30.480]  我們未必有這樣的感受,
[00:06:30.480 --> 00:06:35.560]  不過其實做基督徒真的不容易,
[00:06:35.560 --> 00:06:39.080]  做一個你跟隨耶穌的基督徒,
[00:06:39.080 --> 00:06:41.080]  是十分之不容易的。
[00:06:41.080 --> 00:06:48.360]  所以你會受到不同的或許壁壩,
[00:06:48.360 --> 00:06:50.840]  或許有人排擠你,
[00:06:50.840 --> 00:06:52.640]  因為你是基督徒。
[00:06:52.640 --> 00:06:55.760]  當教會初期的時候,
[00:06:55.760 --> 00:07:01.880]  有很多由尼祿王開始,
[00:07:02.560 --> 00:07:09.160]  一直打號,十多個羅馬的君主,
[00:07:09.160 --> 00:07:14.320]  他們對基督徒有不同程度的壁壩。
[00:07:14.320 --> 00:07:20.760]  去到第三、第四世紀的時間,
[00:07:20.760 --> 00:07:26.040]  丁克利前的一個皇帝,
[00:07:26.040 --> 00:07:35.520]  我打錯了,應該是公元284到公元305年,
[00:07:35.520 --> 00:07:41.320]  這個皇帝他計劃從羅馬帝國裏面,
[00:07:41.320 --> 00:07:44.560]  將所有的基督徒來銷毀,
[00:07:44.560 --> 00:07:46.840]  他要拆教堂,
[00:07:46.840 --> 00:07:49.600]  他要監禁基督徒的領袖,
[00:07:49.600 --> 00:07:52.280]  他要捉所有的基督徒,
[00:07:52.280 --> 00:07:57.280]  他在一些基督徒的村莊進行大的屠殺。
[00:07:57.280 --> 00:08:04.760]  他的繼任人加利劉更想到一個絕招,
[00:08:04.760 --> 00:08:11.480]  將拜過偶像的酒灑在全國所有的食物裏面。
[00:08:11.480 --> 00:08:15.960]  當時基督徒有一個這樣的想法,
[00:08:15.960 --> 00:08:19.360]  拒絕吃拜偶像的食物,
[00:08:19.360 --> 00:08:27.920]  所以他們如果知道這些食物被玷污的時候,
[00:08:27.920 --> 00:08:33.160]  他們選擇可能不吃這些食物,
[00:08:33.160 --> 00:08:38.080]  所以皇帝出了這個絕招,
[00:08:38.080 --> 00:08:39.360]  要麼你餓死,
[00:08:39.360 --> 00:08:40.640]  要麼你餓死,
[00:08:40.640 --> 00:08:50.960]  就要你去叫基督徒去做一些對自己良心有少許影響的事情。
[00:08:50.960 --> 00:08:56.200]  不過當他死前的差不多時間,
[00:08:56.200 --> 00:08:58.640]  他就改了這條命令,
[00:08:58.640 --> 00:09:05.360]  更加再去接任軍事坦丁登基之後,
[00:09:05.360 --> 00:09:12.480]  竟然羅馬的帝國成為一個基督教的國教。
[00:09:12.480 --> 00:09:15.520]  在歷史的鴻厚裏面,
[00:09:15.520 --> 00:09:20.640]  很多國家的領袖都很想除滅基督徒,
[00:09:20.640 --> 00:09:23.440]  不過在這麼多年裏面,
[00:09:23.440 --> 00:09:28.160]  基督的信仰沒有因為逼迫而消失。
[00:09:28.160 --> 00:09:38.520]  詩篇就是其中在信仰感到壓力的時候,
[00:09:38.520 --> 00:09:44.080]  他仍然宣告上帝在掌權。
[00:09:44.080 --> 00:09:50.640]  詩篇不單止是我們基督徒用來祈禱的一卷書,
[00:09:50.640 --> 00:09:55.000]  同樣也是一個信仰的認訊。
[00:09:55.000 --> 00:10:01.000]  在上個星期,馮牧師帶領我們思想詩篇第一篇,
[00:10:01.000 --> 00:10:04.640]  人在神的面前我們應該怎樣生活?
[00:10:04.640 --> 00:10:10.760]  我們不要跟隨世人行在罪惡裏面,
[00:10:10.760 --> 00:10:14.520]  我們應該默想上帝的說話。
[00:10:14.520 --> 00:10:18.320]  今天我們思想詩篇第二篇,
[00:10:18.320 --> 00:10:30.560]  我們作為人應該怎樣去對待那位創造我們的神?
[00:10:30.560 --> 00:10:37.360]  神應該接受人甚麼對待呢?
[00:10:37.360 --> 00:10:40.880]  今年我們講敬拜,
[00:10:40.880 --> 00:10:43.680]  敬拜就是你怎樣對神?
[00:10:43.680 --> 00:10:46.120]  你對神甚麼態度呢?
[00:10:46.120 --> 00:10:49.440]  甚麼是反映我們對神的態度?
[00:10:49.440 --> 00:10:51.920]  就是你聽不聽祂的說話?
[00:10:51.920 --> 00:10:56.000]  究竟我們有沒有聽上帝的說話?
[00:10:56.000 --> 00:11:02.320]  我們應該用甚麼態度去對神呢?
[00:11:02.320 --> 00:11:05.800]  在詩篇第二篇的最後說,
[00:11:05.800 --> 00:11:08.120]  你應該去信靠祂,
[00:11:08.120 --> 00:11:10.520]  你應該去馴服祂。
[00:11:10.520 --> 00:11:16.400]  我們今天就試試從詩篇第二篇來看一看,
[00:11:16.400 --> 00:11:20.160]  我們對上帝的態度是應該怎樣的。
[00:11:20.160 --> 00:11:22.600]  第一方面我們思想,
[00:11:22.600 --> 00:11:26.200]  詩篇第二篇的第一至第三節,
[00:11:26.200 --> 00:11:30.360]  這一段聖經講甚麼呢?
[00:11:30.360 --> 00:11:33.320]  它說外邦為甚麼爭鬧,
[00:11:33.320 --> 00:11:39.080]  萬民為甚麼來謀算虛妄的事,
[00:11:39.080 --> 00:11:41.880]  世上的君王一齊來,
[00:11:41.880 --> 00:11:44.240]  臣宰的一齊相依,
[00:11:44.240 --> 00:11:48.080]  要敵黨而華並去的受高者說,
[00:11:48.080 --> 00:11:51.640]  我們要掙開他們的捆綁,
[00:11:51.640 --> 00:11:55.160]  脫去他們的繩索。
[00:11:55.160 --> 00:12:01.960]  這首詩是在一個甚麼背景裏面寫的呢?
[00:12:01.960 --> 00:12:06.720]  很多研究詩篇的人告訴我們這首詩篇,
[00:12:06.720 --> 00:12:11.600]  就是皇帝登基時候所使用的一首詩篇,
[00:12:11.600 --> 00:12:14.760]  可能寫的時候就是大衛登基的時候,
[00:12:14.760 --> 00:12:16.760]  他寫了這個詩篇,
[00:12:16.760 --> 00:12:23.280]  在每一個皇帝改朝換代的時候,
[00:12:23.280 --> 00:12:26.520]  大衛的子孫來登基的時候,
[00:12:26.520 --> 00:12:29.880]  他們都來使用這個詩篇,
[00:12:29.880 --> 00:12:32.680]  在登基的時候發生甚麼事呢?
[00:12:32.680 --> 00:12:40.360]  很多時候在改朝換代很容易產生政變,
[00:12:40.360 --> 00:12:48.800]  對當時來說就是附庸國脫離君主國最好的時機,
[00:12:48.800 --> 00:12:55.200]  所以詩篇第一節到第三節就是講到這樣的背景,
[00:12:55.200 --> 00:13:04.560]  在第二個大段落,第四節到第九節,
[00:13:04.560 --> 00:13:07.480]  其中有一句說話,
[00:13:07.480 --> 00:13:15.200]  「耀華曾對我說,你是我的兒子,我今日生你。」
[00:13:15.200 --> 00:13:27.280]  君王在猶太人來說就是代表他是上帝的兒子,
[00:13:27.280 --> 00:13:34.800]  他是代表著上帝揀選了他成為這個國家的領袖,
[00:13:34.800 --> 00:13:42.040]  他代表上帝來管理他的百姓,
[00:13:42.040 --> 00:13:49.400]  跟中國人的思想很有相關,
[00:13:49.400 --> 00:13:54.240]  我們認為皇帝就是天子,上天的兒子,
[00:13:54.240 --> 00:14:01.680]  皇帝就是反抗上天的一樣。
[00:14:01.680 --> 00:14:06.240]  猶太人同樣有這個看法,
[00:14:06.240 --> 00:14:10.880]  在詩篇最後的一個段落,
[00:14:10.880 --> 00:14:18.760]  他最後講到要投靠新的王,
[00:14:18.760 --> 00:14:23.920]  投靠君王的人就是有福的人。
[00:14:23.920 --> 00:14:33.040]  詩篇第二篇的第一節,
[00:14:33.040 --> 00:14:39.440]  在新約的時候曾經被引用,
[00:14:39.440 --> 00:14:46.520]  當時彼得和約翰被捉拿,
[00:14:46.520 --> 00:14:49.080]  然後被釋放,
[00:14:49.080 --> 00:14:53.880]  回到弟兄姊妹當中的時候,
[00:14:53.880 --> 00:14:58.240]  他們講了一番這樣的說話,
[00:14:58.240 --> 00:15:00.160]  在這段說話裡面,
[00:15:00.160 --> 00:15:05.440]  引用詩篇第二篇這一段的說話,
[00:15:05.440 --> 00:15:12.720]  來成為他們所引用的一段說話。
[00:15:12.720 --> 00:15:15.760]  當二人被釋放,
[00:15:15.760 --> 00:15:18.200]  他們就回到弟兄姊妹那裡,
[00:15:18.200 --> 00:15:27.520]  來將祭司長和長老講的話告訴弟兄姊妹,
[00:15:27.520 --> 00:15:33.040]  弟兄姊妹聽到就同心合意高聲地向神說,
[00:15:33.040 --> 00:15:37.720]  主啊你是做天地海和其中萬物的,
[00:15:37.720 --> 00:15:41.120]  你曾藉著聖靈托你僕人,
[00:15:41.120 --> 00:15:44.560]  我們祖宗大衛的口這樣講。
[00:15:44.560 --> 00:15:49.320]  沒錯,詩篇第二篇在新約裡面,
[00:15:49.320 --> 00:16:01.000]  告訴我們知道是聖靈來將這段說話給大衛的,
[00:16:01.000 --> 00:16:06.280]  感動大衛的寫下這個詩篇。
[00:16:06.280 --> 00:16:08.680]  他寫了些什麼呢?
[00:16:08.680 --> 00:16:13.520]  他提出了兩個這樣的問題,
[00:16:13.520 --> 00:16:17.920]  他說為什麼人們大吵大鬧呢?
[00:16:17.920 --> 00:16:22.440]  他說外邦人為什麼在爭鬧呢?
[00:16:22.440 --> 00:16:24.960]  有日本列為憤怒,
[00:16:24.960 --> 00:16:27.360]  他們為什麼大吵大鬧這麼憤怒呢?
[00:16:27.360 --> 00:16:30.440]  為什麼你們串謀在做什麼呢?
[00:16:30.440 --> 00:16:36.120]  當無論大衛也好,大衛的子孫,
[00:16:36.120 --> 00:16:38.320]  他們做皇帝的時候,
[00:16:38.320 --> 00:16:44.320]  他們和一些附庸國的君王,
[00:16:44.320 --> 00:16:47.880]  他們就起來抗議,
[00:16:47.880 --> 00:16:51.040]  想來造反,
[00:16:51.040 --> 00:16:54.840]  他說為什麼他們要這樣做呢?
[00:16:54.840 --> 00:17:04.280]  接著在第二個問題,他提到他們這樣做也是徒勞無功,
[00:17:04.280 --> 00:17:09.200]  意思就是問,究竟他們這樣做有什麼好處呢?
[00:17:09.200 --> 00:17:19.480]  為什麼他們要對上帝,對管轄他的君王要這樣的做法呢?
[00:17:19.480 --> 00:17:28.080]  這個不單止是對大衛,或者對當時以色列的君王而言,
[00:17:28.080 --> 00:17:34.920]  其實他也是對上帝來作出抗議,
[00:17:34.920 --> 00:17:41.280]  這個憤怒,這個對抗,一個這樣的態度,
[00:17:41.280 --> 00:17:43.440]  為什麼他們要這樣做呢?
[00:17:43.440 --> 00:17:45.960]  在第三節告訴我們,
[00:17:45.960 --> 00:17:50.840]  因為他們這樣說,我們要爭脫這個君王,
[00:17:50.840 --> 00:17:53.440]  上帝那個捆綁我們的,
[00:17:53.440 --> 00:17:56.440]  脫去我們的繩索。
[00:17:56.440 --> 00:18:03.240]  當時君主國和附庸國所立的那個約,
[00:18:03.240 --> 00:18:08.960]  可以說有時候其實都是出於平等和互惠,
[00:18:08.960 --> 00:18:13.640]  如果我們看看上帝和人立約的時候,
[00:18:13.640 --> 00:18:17.120]  這一段《出乃及記》第二十章,
[00:18:17.120 --> 00:18:21.080]  就是講到上帝怎樣和以色列人立約,
[00:18:21.080 --> 00:18:25.720]  特別在第二節,他講什麼呢?
[00:18:25.720 --> 00:18:29.480]  他說:我是耶和華,是你的神,
[00:18:29.480 --> 00:18:36.040]  曾將你們從埃及的遺牢之家領出來,
[00:18:36.040 --> 00:18:38.800]  然後跟著就講了十誡,
[00:18:38.800 --> 00:18:41.800]  很多時候基督徒就看到十誡,
[00:18:41.800 --> 00:18:45.000]  但看不到第二節,這個很重要的一節。
[00:18:45.000 --> 00:18:47.000]  第二節講什麼?
[00:18:47.000 --> 00:18:51.160]  講到上帝對這群以色列人立約的時候,
[00:18:51.160 --> 00:18:53.160]  他對他們的恩情,
[00:18:53.160 --> 00:18:55.840]  我們沒有想到那個恩情,
[00:18:55.840 --> 00:19:00.640]  我們只是想到為什麼有這麼多律例在那裡呢?
[00:19:00.640 --> 00:19:13.440]  有人數過摩西五經有多少條律例,
[00:19:13.440 --> 00:19:15.600]  突然間我記不住,
[00:19:15.600 --> 00:19:19.320]  不記得了,三百多條還是六百多條,
[00:19:19.320 --> 00:19:21.320]  有這麼多條律例,
[00:19:21.320 --> 00:19:37.360]  當這群外邦的君王,他們就好像有一種反應,
[00:19:37.360 --> 00:19:42.040]  這種反應就是為什麼你有這麼多,
[00:19:42.040 --> 00:19:49.440]  好像要我們供奉你,要給你一些東西呢?
[00:19:49.440 --> 00:19:54.160]  他沒有想到上帝給我們的東西。
[00:19:54.160 --> 00:20:00.440]  今天當我們想一想這個十誡的時候,
[00:20:00.440 --> 00:20:08.080]  我們都會覺得好像是一些約或者一些律例捆著我們,
[00:20:08.080 --> 00:20:16.160]  但沒有想到這些律例其實是幫助我們如何和諧的共存,
[00:20:16.160 --> 00:20:18.640]  和諧的相處。
[00:20:18.640 --> 00:20:24.120]  當我們預備這篇講章的時候,
[00:20:24.120 --> 00:20:26.840]  我就看到一幅圖畫,
[00:20:26.840 --> 00:20:35.720]  這幅圖畫可能是去年或者年中的時候,
[00:20:35.720 --> 00:20:44.600]  在歐美的國家來實施口罩令,
[00:20:44.600 --> 00:20:52.240]  有很多人就舉牌抗議為什麼要我們戴口罩,
[00:20:52.240 --> 00:20:59.560]  甚至你會看到大遊行抗議為什麼要戴口罩。
[00:20:59.560 --> 00:21:03.600]  有時候我們對我們香港人來說戴口罩,
[00:21:03.600 --> 00:21:08.800]  其實不是在講自不自由的問題,
[00:21:08.800 --> 00:21:15.440]  有時候其實戴口罩不單止是保護自己,是保護別人的問題。
[00:21:15.440 --> 00:21:22.840]  今天很多人我們認為我們要想追求自由,
[00:21:22.840 --> 00:21:25.720]  我們不要任何的束縛,
[00:21:25.720 --> 00:21:31.800]  其實究竟自由真正帶給我們什麼呢?
[00:21:31.800 --> 00:21:35.120]  人追求越來越想著自由,
[00:21:35.120 --> 00:21:39.840]  但是這個社會卻是越來越混亂,
[00:21:39.840 --> 00:21:44.800]  很多年輕人,很多人說我追求打機的自由,
[00:21:44.800 --> 00:21:48.040]  如果你問小朋友,問年輕人,
[00:21:48.040 --> 00:21:54.040]  你想打多少小時機,最好全日都打,
[00:21:54.040 --> 00:21:55.040]  是不是?
[00:21:55.040 --> 00:22:02.680]  打機卻是不會讓我們內心得著滿足,
[00:22:02.680 --> 00:22:09.680]  社會越自由,人社會就越來越混亂,
[00:22:09.680 --> 00:22:13.960]  美國可以代表一個自由的社會,
[00:22:13.960 --> 00:22:18.360]  不過這個自由的社會究竟要付出什麼代價呢?
[00:22:18.360 --> 00:22:21.080]  在美國的社會,
[00:22:21.080 --> 00:22:28.360]  如果你能夠去了解一下整個美國社會的情況,
[00:22:28.360 --> 00:22:30.640]  或者在道德方面,
[00:22:30.640 --> 00:22:35.360]  一個很自由的社會究竟有多少暴力事件呢?
[00:22:35.360 --> 00:22:39.680]  美國大概有三億的人口,
[00:22:39.680 --> 00:22:49.040]  在這個國家裏面2019年有過百萬宗的暴力事件,
[00:22:49.040 --> 00:22:53.600]  入屋偷竊有五百萬宗嚇壞你,
[00:22:53.600 --> 00:22:57.400]  差不多全個香港每間屋都入過了,
[00:22:57.400 --> 00:23:05.560]  墮胎,2017年墮胎的指數的數字回落八十六萬,
[00:23:05.560 --> 00:23:09.680]  在70年、80年是百多二百萬,
[00:23:09.680 --> 00:23:11.840]  未婚生育有多少?
[00:23:11.840 --> 00:23:13.080]  一百五十萬,
[00:23:13.080 --> 00:23:15.360]  離婚有多少?
[00:23:15.360 --> 00:23:23.160]  差不多有四成結婚的人都離婚,
[00:23:23.160 --> 00:23:25.760]  單親家庭有多少?
[00:23:25.760 --> 00:23:30.080]  在2019年有一百五十萬的家庭,
[00:23:30.080 --> 00:23:41.200]  青少年的自殺率在這十年裏面上升了有五十六個百分比,
[00:23:41.200 --> 00:23:46.880]  2018年在美國共有大概四萬多五萬人,
[00:23:46.880 --> 00:23:51.280]  計算所有年齡的人來自殺,
[00:23:51.280 --> 00:24:01.880]  自由,我們不想被上帝的律來困住我們,
[00:24:01.880 --> 00:24:03.880]  我們要自由,
[00:24:03.880 --> 00:24:06.640]  我們要同性的婚姻,
[00:24:06.640 --> 00:24:10.600]  我們要自由,
[00:24:10.600 --> 00:24:20.680]  我們要不讓有一個道德的規範來約束我們,
[00:24:20.680 --> 00:24:27.760]  不單止世界的人來找尋自由,
[00:24:27.760 --> 00:24:29.760]  基督徒又如何?
[00:24:29.760 --> 00:24:34.200]  我們有沒有反抗上帝的主權?
[00:24:34.200 --> 00:24:40.360]  基督徒我們有沒有來做違背上帝旨意的事?
[00:24:40.360 --> 00:24:44.280]  其實還是在我們基督徒來說,
[00:24:44.280 --> 00:24:51.880]  當我有時候打開一些基督教的一些報章,
[00:24:51.880 --> 00:25:00.560]  最近看到一位打機的KOL被控來非禮的事件,
[00:25:00.560 --> 00:25:10.280]  在基督徒裏面同樣有一些做一些來違背上帝旨意的事,
[00:25:10.280 --> 00:25:17.280]  不單止是世界的人去反叛君王,
[00:25:17.280 --> 00:25:26.160]  作為基督徒的同樣很多時候我們都沒有行上帝叫我們行的旨意,
[00:25:26.160 --> 00:25:33.400]  第二方面我們思想到耶穌基督是要作王,
[00:25:33.400 --> 00:25:39.000]  人反對神來成為我們的王,
[00:25:39.000 --> 00:25:45.760]  但是上帝卻是要基督成為地上的君王,
[00:25:45.760 --> 00:25:52.280]  在第二段聖經開始的時候,
[00:25:52.280 --> 00:26:00.280]  上帝對反抗祂的人一個回應,
[00:26:00.280 --> 00:26:02.760]  祂的回應是什麼呢?
[00:26:02.760 --> 00:26:04.760]  在這裏祂說,
[00:26:04.760 --> 00:26:16.760]  祂在天上來發笑,主必來發笑,來癡笑這些人,
[00:26:16.760 --> 00:26:28.960]  其實你想一想我們究竟可以反抗上帝的管治有多少呢?
[00:26:28.960 --> 00:26:41.960]  我們是否能夠有能力去對抗上帝在我們當中的管治呢?
[00:26:41.960 --> 00:26:49.960]  當在去年我們新冠病毒,一個小小的病毒,
[00:26:49.960 --> 00:26:59.360]  搞到全世界有幾千萬人感染這個確診,
[00:26:59.360 --> 00:27:08.280]  有幾百萬人因為這個病而死亡,
[00:27:08.280 --> 00:27:20.760]  所以我們想一想有百多萬人因為這個病毒而滅亡,
[00:27:20.760 --> 00:27:25.280]  整個世界都是處於停頓的裏面,
[00:27:25.280 --> 00:27:29.960]  一個看不到這麼微小的病毒,
[00:27:29.960 --> 00:27:37.160]  都足以將我們整個人類搞到差不多停下來,
[00:27:37.160 --> 00:27:40.760]  我們怎樣能勝過上帝呢?
[00:27:40.760 --> 00:27:45.480]  上帝說在天上,天同地比,
[00:27:45.480 --> 00:27:51.760]  我們真的不能夠有能力去反抗上帝,
[00:27:51.760 --> 00:27:56.960]  上帝面對人的反叛,上帝做了什麼呢?
[00:27:56.960 --> 00:28:07.560]  在第二段落裏面,祂說我要立我的兒子,你就是我的兒子,
[00:28:07.560 --> 00:28:16.760]  我今天來到生你,上帝要立基督成為地上的君王,
[00:28:16.760 --> 00:28:20.520]  祂要建立一個新的角度,
[00:28:20.520 --> 00:28:26.640]  祂要將我們這些反叛的人類搞到烏煙瘴氣,
[00:28:26.640 --> 00:28:29.560]  神要重整這個世界,
[00:28:29.560 --> 00:28:37.240]  這個就是上帝在地上的一個意思。
[00:28:37.240 --> 00:28:43.400]  當我們來分析這段聖經的大綱的時候,
[00:28:43.400 --> 00:28:50.800]  我們會發現在第一至第三節講到人的反叛,
[00:28:50.800 --> 00:28:56.600]  第四至第九節講到上帝仍然掌權,
[00:28:56.600 --> 00:29:01.240]  祂選擇了耶穌基督成為地上的王,
[00:29:01.240 --> 00:29:08.600]  我們做一個人,我們應該怎樣去對待耶穌呢?
[00:29:08.600 --> 00:29:12.800]  祂說「當耳嘴來親耳」,
[00:29:12.800 --> 00:29:15.840]  究竟我們怎樣看《詩篇》呢?
[00:29:15.840 --> 00:29:19.720]  《詩篇》你可以當作是獨立的《詩篇》,
[00:29:19.720 --> 00:29:25.040]  《詩篇》第二章講到君王的登基,
[00:29:25.040 --> 00:29:28.880]  可以這樣去解釋。
[00:29:28.880 --> 00:29:33.800]  《詩篇》同樣你帶另一種眼鏡去解釋它,
[00:29:33.800 --> 00:29:38.920]  《詩篇》不單止是獨立的一篇,
[00:29:38.920 --> 00:29:42.720]  並且《詩篇》是經過編輯的,
[00:29:42.720 --> 00:29:48.680]  整個《詩篇》有150篇分開五卷書,
[00:29:48.680 --> 00:29:53.160]  而每卷書最後那一句都是一樣的,
[00:29:53.160 --> 00:30:01.360]  換句話來說,是刻意編輯的人來編寫的時候,
[00:30:01.360 --> 00:30:05.640]  將特定的意思來加進去,
[00:30:05.640 --> 00:30:14.400]  讓我們能夠去了解他想有編輯的原意。
[00:30:14.400 --> 00:30:18.800]  究竟《詩篇》編輯的時候,
[00:30:18.800 --> 00:30:27.640]  究竟編輯的人有什麼心意想我們明白呢?
[00:30:27.640 --> 00:30:32.720]  這就是我們要解釋《詩篇》,
