
[00:00:00.000 --> 00:00:02.260]  很高興今天又有機會在這裡
[00:02:04.200 --> 00:02:06.900]  我們想先了解一下這段經文的背景
[00:02:06.900 --> 00:02:11.300]  約翰福音是一本我在《四福音》當中
[00:02:11.300 --> 00:02:13.000]  書中當中最喜歡的一本
[00:02:13.000 --> 00:02:14.800]  約翰福音是在《四福音》裡面
[00:02:14.800 --> 00:02:16.100]  我最喜歡的一本
[00:02:16.100 --> 00:02:20.000]  因為它把耶穌的神性展示得非常的明白
[00:02:20.000 --> 00:02:23.600]  因為它把耶穌的神性展示得非常明白
[00:02:23.600 --> 00:02:26.200]  而且約翰祂有兩個特殊性
[00:02:26.200 --> 00:02:28.000]  約翰有兩個特殊性
[00:02:28.000 --> 00:02:33.600]  第一祂是十二門徒裡自然善忠的一位
[00:02:33.600 --> 00:02:38.300]  第一祂在十二門徒裡面是一位自然善忠的一位
[00:02:38.300 --> 00:02:39.400]  唯一一位
[00:02:39.400 --> 00:02:40.200]  唯一一位
[00:02:40.200 --> 00:02:43.100]  其他的我們知道祂都是殉道的
[00:02:43.100 --> 00:02:45.500]  其他的我們知道都是殉道的
[00:02:45.500 --> 00:02:49.300]  當然除了出賣主的這個猶大以外
[00:02:49.300 --> 00:02:51.800]  當然除了出賣耶穌的猶大
[00:02:51.800 --> 00:02:53.200]  還有一個特點就是
[00:02:53.200 --> 00:02:57.400]  當時耶穌在十字架上托忠的人是誰
[00:02:57.400 --> 00:02:59.100]  同樣一件事
[00:02:59.100 --> 00:03:03.400]  耶穌基督十字架上面托忠的人是誰呢
[00:03:03.400 --> 00:03:07.900]  耶穌知道祂是門徒當中最後過世的人
[00:03:07.900 --> 00:03:10.400]  所以祂把祂自己的母親托付給祂
[00:03:10.400 --> 00:03:13.700]  耶穌知道祂是最後一個在門徒裡面過世的人
[00:03:13.700 --> 00:03:16.400]  所以耶穌將自己媽媽托付給祂
[00:03:16.400 --> 00:03:23.200]  而且老約翰在寫這個福音書的時候有一個特點
[00:03:23.200 --> 00:03:26.900]  還有老約翰寫這個福音書的時候有一個特點
[00:03:26.900 --> 00:03:31.400]  其他的作者都是A B C D一層層遞進的
[00:03:31.400 --> 00:03:36.400]  其他的作者都是A B C D一層一層遞進
[00:03:36.400 --> 00:03:39.700]  可是老約翰有點像我們的爸爸媽媽
[00:03:39.700 --> 00:03:41.600]  老約翰有點像我們爸爸媽媽
[00:03:41.600 --> 00:03:42.600]  有點囉嗦
[00:03:42.600 --> 00:03:43.500]  有點囉嗦
[00:03:43.500 --> 00:03:49.600]  他是A B C D然後A E B E C E D E
[00:03:49.600 --> 00:03:51.400]  一個環形的論述
[00:03:51.400 --> 00:03:59.800]  他是A B C D E然後他又A E B E C E D E
[00:03:59.800 --> 00:04:02.500]  然後再A R然後這樣環形的論述
[00:04:02.500 --> 00:04:05.600]  一路循環地去論述
[00:04:05.600 --> 00:04:06.800]  所以很有意思
[00:04:06.800 --> 00:04:08.900]  大家可以去仔細對比一下
[00:04:08.900 --> 00:04:10.600]  是很有意思的
[00:04:10.600 --> 00:04:12.300]  大家可以對比一下
[00:04:12.300 --> 00:04:17.000]  那麼當時的這段經文的背景是什麼呢
[00:04:17.000 --> 00:04:19.800]  是法律賽人和文士
[00:04:19.800 --> 00:04:24.700]  在當時得到了空前的尊重和利益
[00:04:24.700 --> 00:04:26.200]  當時的背景是什麼呢
[00:04:26.200 --> 00:04:30.900]  是法律賽人和文士得到空前的尊敬和利益
[00:04:30.900 --> 00:04:34.500]  因為當時猶太人遭到驅趕示散
[00:04:34.500 --> 00:04:37.900]  因為當時的猶太人遭到驅趕和四位的失散
[00:04:37.900 --> 00:04:40.100]  當時大家聚在一起
[00:04:40.100 --> 00:04:43.200]  像我們現在這樣是很困難的一件事
[00:04:43.200 --> 00:04:44.600]  當時大家聚在一起
[00:04:44.600 --> 00:04:47.000]  好像我們現在這樣是很困難的
[00:04:47.000 --> 00:04:51.100]  所以他們就把神的榮耀放在自己身上
[00:04:51.100 --> 00:04:53.400]  所以他們就把神的榮耀放在自己身上
[00:04:53.400 --> 00:04:56.900]  他們非常以他們遵守律法為自豪
[00:04:56.900 --> 00:05:00.500]  他們非常以自己遵守律法為自豪
[00:05:00.500 --> 00:05:03.400]  而且他們認為他們是有知識的人
[00:05:03.400 --> 00:05:05.100]  他們認為自己有知識的人
[00:05:05.100 --> 00:05:09.300]  可是耶穌基督當然他認為律法很重要
[00:05:09.300 --> 00:05:11.600]  耶穌基督當然他認為律法很重要
[00:05:11.600 --> 00:05:12.900]  但是他更強調什麼
[00:05:12.900 --> 00:05:14.500]  律法的總綱是什麼
[00:05:14.500 --> 00:05:15.900]  但是他更強調的
[00:05:15.900 --> 00:05:17.500]  律法的總綱是什麼
[00:05:17.500 --> 00:05:18.400]  「愛」
[00:05:18.400 --> 00:05:19.100]  「愛」
[00:05:19.100 --> 00:05:19.900]  對嗎
[00:05:19.900 --> 00:05:20.300]  是嗎
[00:05:20.300 --> 00:05:23.300]  所以他受到了當時很多民眾的喜歡
[00:05:23.300 --> 00:05:25.800]  所以他受到當時很多民眾的喜歡
[00:05:25.800 --> 00:05:28.200]  那法律賽人和文士就想
[00:05:28.200 --> 00:05:30.700]  就想迫害他反對他
[00:05:30.700 --> 00:05:33.300]  法律賽人和民士就想迫害他
[00:05:33.300 --> 00:05:35.300]  那麼這四段經文
[00:05:35.300 --> 00:05:37.800]  我以這四個標題來
[00:05:37.800 --> 00:05:39.500]  就是大家可以看
[00:05:39.500 --> 00:05:42.300]  這四段經文我就用了四個標題
[00:05:42.300 --> 00:05:43.700]  大家可以看一下
[00:05:43.700 --> 00:05:44.900]  那我就不重複了
[00:05:44.900 --> 00:05:46.300]  時間問題
[00:05:46.300 --> 00:05:47.200]  我不重複了
[00:05:47.200 --> 00:05:48.000]  因為時間問題
[00:05:48.000 --> 00:05:49.100]  那我們現在看看
[00:05:49.100 --> 00:05:50.200]  耶穌的宣告
[00:05:50.200 --> 00:05:51.900]  「榮耀時刻」
[00:05:51.900 --> 00:05:53.400]  耶穌的宣告
[00:05:53.400 --> 00:05:55.000]  「榮耀的時刻」
[00:05:55.000 --> 00:05:55.700]  耶穌說
[00:05:55.700 --> 00:05:58.300]  「人只得榮耀的時候到了」
[00:05:58.300 --> 00:05:59.100]  耶穌說
[00:05:59.100 --> 00:06:01.500]  「人只得榮耀的時候到了」
[00:06:01.500 --> 00:06:03.000]  這裡用的是完成式
[00:06:03.000 --> 00:06:03.900]  「Has come」
[00:06:03.900 --> 00:06:05.800]  這裡用了的是完成式
[00:06:05.800 --> 00:06:06.800]  「Has come」
[00:06:06.800 --> 00:06:09.000]  祂在宣告這件事之前
[00:06:09.000 --> 00:06:10.600]  發生了三件事
[00:06:10.600 --> 00:06:12.500]  祂宣告這件事的時候
[00:06:12.500 --> 00:06:14.600]  之前發生了三件事
[00:06:14.600 --> 00:06:17.300]  一個是馬利亞高耶穌
[00:06:17.300 --> 00:06:19.900]  一個是馬利亞高耶穌
[00:06:19.900 --> 00:06:21.300]  一個是耶穌
[00:06:21.300 --> 00:06:23.300]  「榮耀的進入耶路撒冷」
[00:06:23.300 --> 00:06:26.100]  一個是耶穌榮耀的進入耶路撒冷
[00:06:26.100 --> 00:06:28.600]  一個是希臘人要求見耶穌
[00:06:28.600 --> 00:06:31.300]  一個是希臘人要求見耶穌
[00:06:31.300 --> 00:06:33.100]  當然這個希臘人
[00:06:33.100 --> 00:06:35.400]  在這個新約裡面
[00:06:35.400 --> 00:06:37.100]  代表的是整個外邦人
[00:06:37.100 --> 00:06:38.200]  當然這個希臘人
[00:06:38.200 --> 00:06:40.600]  在新約來講是代表全部的外邦人
[00:06:40.600 --> 00:06:43.300]  就好像我們廣東人說
[00:06:43.300 --> 00:06:46.800]  出了廣東省全是北方人
[00:06:46.800 --> 00:06:48.300]  就好像我們廣東人說
[00:06:48.300 --> 00:06:50.500]  出了廣東全部都是北方人
[00:06:50.500 --> 00:06:51.900]  那麼他就認為
[00:06:51.900 --> 00:06:54.700]  除了猶太人以外
[00:06:54.700 --> 00:06:56.300]  所有的人都是希臘人
[00:06:56.300 --> 00:06:57.700]  所以他們認為
[00:06:57.700 --> 00:06:59.100]  除了猶太人之外
[00:06:59.100 --> 00:07:00.500]  所有的都是希臘人
[00:07:00.500 --> 00:07:02.900]  其實我們來自大陸的人都知道
[00:07:02.900 --> 00:07:05.000]  應該是以長江為界的是吧
[00:07:05.000 --> 00:07:06.200]  但是我們在國內來的
[00:07:06.200 --> 00:07:08.100]  都知道應該用長江為界
[00:07:08.100 --> 00:07:10.800]  長江以北的才是中國的北方
[00:07:10.800 --> 00:07:12.800]  長江以北的中國北方
[00:07:12.800 --> 00:07:14.900]  長江以南的是中國的南方
[00:07:14.900 --> 00:07:17.300]  長江以南的中國南方
[00:07:17.300 --> 00:07:20.100]  這個建是要面談的意思
[00:07:20.100 --> 00:07:22.800]  這個建是面談的意思
[00:07:22.800 --> 00:07:23.900]  我們知道這裡面
[00:07:23.900 --> 00:07:25.900]  匪歷起的作用很大
[00:07:25.900 --> 00:07:28.100]  這裡匪歷起的作用很大
[00:07:28.100 --> 00:07:30.600]  它還有一個外邦人的名字
[00:07:30.600 --> 00:07:32.400]  它有一個外邦人的名字
[00:07:32.400 --> 00:07:34.800]  就好像我們宣教士
[00:07:34.800 --> 00:07:36.700]  也有一個當地人的名字
[00:07:36.700 --> 00:07:38.200]  就好像我們宣教士
[00:07:38.200 --> 00:07:39.800]  都有一個當地人的名字
[00:07:39.800 --> 00:07:42.300]  比如說戴德生 馬里遜
[00:07:42.300 --> 00:07:44.000]  比如說戴德生 馬里遜
[00:07:44.000 --> 00:07:45.500]  姓戴的 姓馬的
[00:07:45.500 --> 00:07:47.300]  姓戴的 姓馬的
[00:07:47.300 --> 00:07:49.900]  這也為我們後來的宣教士
[00:07:49.900 --> 00:07:53.000]  有一個參考的典範的作用
[00:07:53.000 --> 00:07:54.800]  這個就是為日後的宣教士
[00:07:54.800 --> 00:07:57.300]  作為一個參考的典範
[00:07:57.300 --> 00:07:58.700]  在這個之前
[00:07:58.700 --> 00:08:00.300]  耶穌總是堅持說
[00:08:00.300 --> 00:08:01.500]  時候未到
[00:08:01.500 --> 00:08:04.100]  在這個之前耶穌一直都堅持
[00:08:04.100 --> 00:08:05.300]  時候未到
[00:08:05.300 --> 00:08:08.200]  那麼我在這裡簡單的舉三個
[00:08:08.200 --> 00:08:10.000]  祂說時候沒有到的經文
[00:08:10.000 --> 00:08:12.100]  我這裡簡單提出三個
[00:08:12.100 --> 00:08:14.100]  祂說時候未到的經文
[00:08:14.100 --> 00:08:15.300]  大家知道約翰福音
[00:08:15.300 --> 00:08:16.800]  你第一個福音是
[00:08:16.800 --> 00:08:18.600]  以水變酒 對嗎
[00:08:18.600 --> 00:08:19.900]  大家知道約翰福音
[00:08:19.900 --> 00:08:22.000]  第一個神蹟是以水變酒
[00:08:22.000 --> 00:08:23.800]  那祂媽媽找到祂說很著急
[00:08:23.800 --> 00:08:25.600]  哎呀 你快點解決問題
[00:08:25.600 --> 00:08:27.400]  祂媽媽找到祂就很焦急
[00:08:27.400 --> 00:08:29.000]  你快點解決問題
[00:08:29.000 --> 00:08:29.900]  酒不夠了
[00:08:29.900 --> 00:08:30.900]  酒不夠
[00:08:30.900 --> 00:08:32.200]  但是祂說什麼
[00:08:32.200 --> 00:08:34.400]  這關我什麼事 我的時候還沒有到
[00:08:34.400 --> 00:08:35.300]  但是祂說什麼
[00:08:35.300 --> 00:08:36.700]  祂說這個關我什麼事
[00:08:36.700 --> 00:08:38.300]  我的時候還沒有到
[00:08:38.300 --> 00:08:41.300]  還有祂醫治了很多的人
[00:08:41.300 --> 00:08:42.700]  然後祂跟別人說
[00:08:42.700 --> 00:08:44.000]  我的時候還沒有到
[00:08:44.000 --> 00:08:45.700]  你不要在外面宣揚
[00:08:45.700 --> 00:08:47.300]  還有祂醫治了很多人
[00:08:47.300 --> 00:08:48.700]  祂跟別人說
[00:08:48.700 --> 00:08:50.100]  我的時候還沒有到
[00:08:50.100 --> 00:08:51.900]  請你不要在外面宣揚
[00:08:51.900 --> 00:08:54.000]  還有就是官兵來抓祂的時候
[00:08:54.000 --> 00:08:55.700]  祂也說我的時候還沒有到
[00:08:55.700 --> 00:08:57.500]  還有官兵來抓祂的時候
[00:08:57.500 --> 00:08:59.700]  祂都說我的時候還沒有到
[00:08:59.700 --> 00:09:02.100]  所以在這裡是一個巨大的轉折點
[00:09:02.100 --> 00:09:05.000]  所以在這裡是一個巨大的轉折點
[00:09:05.000 --> 00:09:07.800]  那麼台灣人叫轉捩點
[00:09:07.800 --> 00:09:10.000]  台灣人叫轉捩點
[00:09:10.000 --> 00:09:10.800]  我好奇怪
[00:09:10.800 --> 00:09:12.900]  有這個眼淚還會轉彎嗎
[00:09:12.900 --> 00:09:13.800]  我很奇怪
[00:09:13.800 --> 00:09:15.300]  眼淚還會轉彎嗎
[00:09:15.300 --> 00:09:17.100]  總之是一個意思
[00:09:17.100 --> 00:09:18.100]  也是一個意思
[00:09:18.100 --> 00:09:21.000]  那麼祂指的時候是什麼時候呢
[00:09:21.000 --> 00:09:23.100]  祂說的時候是什麼時候
[00:09:23.100 --> 00:09:26.400]  是祂即將受難和復活的時候
[00:09:26.400 --> 00:09:29.400]  是祂即將受難和復活的時候
[00:09:29.400 --> 00:09:31.500]  是祂成就救恩的時候
[00:09:31.500 --> 00:09:33.800]  是祂成就救恩的時候
[00:09:33.800 --> 00:09:36.700]  好 這個時候耶穌就用了一個脈種的比喻
[00:09:36.700 --> 00:09:39.700]  這個時候耶穌就用了一個脈種的比喻
[00:09:39.700 --> 00:09:41.500]  耶穌很喜歡用比喻的
[00:09:41.500 --> 00:09:42.900]  耶穌喜歡用比喻的
[00:09:42.900 --> 00:09:44.400]  來講天國的道理
[00:09:44.400 --> 00:09:46.000]  來講天國的道理
[00:09:46.000 --> 00:09:47.000]  大家注意在這裡
[00:09:47.000 --> 00:09:48.200]  祂沒有用珍珠
[00:09:48.200 --> 00:09:50.400]  很珍貴的東西來做比喻
[00:09:50.400 --> 00:09:51.600]  大家留意
[00:09:51.600 --> 00:09:52.900]  這裡祂沒有用珍珠
[00:09:52.900 --> 00:09:54.700]  一些很珍貴的東西來做比喻
[00:09:54.700 --> 00:09:57.900]  祂是用一個很卑賤的脈種
[00:09:57.900 --> 00:10:00.200]  到處可以見到的東西來做比喻
[00:10:00.200 --> 00:10:02.400]  祂是用一個很卑賤的脈種
[00:10:02.400 --> 00:10:05.100]  到處可以見到的東西來做比喻
[00:10:05.100 --> 00:10:09.300]  那麼也是祂對自己身份的一種表白
[00:10:09.300 --> 00:10:12.800]  這個也是祂對自己身份的一種表白
[00:10:12.800 --> 00:10:15.100]  那麼這個時候我們要想到
[00:10:15.100 --> 00:10:18.200]  時候什麼時候傳福音
[00:10:18.200 --> 00:10:20.600]  時候什麼時候傳福音
[00:10:20.600 --> 00:10:22.100]  什麼時候宣教呢
[00:10:22.100 --> 00:10:23.400]  什麼時候宣教
[00:10:23.400 --> 00:10:25.100]  就是now and here
[00:10:25.100 --> 00:10:27.200]  就是now and here
[00:10:27.200 --> 00:10:30.800]  是你現在就是榮耀的時刻
[00:10:30.800 --> 00:10:32.600]  現在就是榮耀的時刻
[00:10:32.600 --> 00:10:33.700]  就是重要的時刻
[00:10:33.700 --> 00:10:34.800]  就是現身的時候
[00:10:34.800 --> 00:10:36.000]  就是死亡的時候
[00:10:36.000 --> 00:10:37.400]  就是重要的時刻
[00:10:37.400 --> 00:10:38.600]  現身的時刻
[00:10:38.600 --> 00:10:41.200]  死亡的時刻
[00:10:41.200 --> 00:10:44.300]  那麼很多人就說
[00:10:44.300 --> 00:10:46.300]  我又沒有錢又沒有時間
[00:10:46.300 --> 00:10:47.400]  我怎麼去宣教
[00:10:47.400 --> 00:10:49.400]  有些人說我又沒有錢又沒有時間
[00:10:49.400 --> 00:10:50.300]  怎麼宣教
[00:10:50.300 --> 00:10:53.500]  其實有一位神學家說
[00:10:53.500 --> 00:10:55.400]  走出臥室就是宣教
[00:10:55.400 --> 00:10:56.900]  有一位神學家說
[00:10:56.900 --> 00:10:59.700]  走出臥室就是宣教
[00:10:59.700 --> 00:11:01.900]  因為你還有家人沒有信徒吧
[00:11:01.900 --> 00:11:04.200]  你還有家人沒有信徒
[00:11:04.200 --> 00:11:06.900]  你還有同事朋友沒有信徒
[00:11:06.900 --> 00:11:09.000]  還有同事朋友沒有信徒
[00:11:09.000 --> 00:11:09.500]  是嗎
[00:11:09.500 --> 00:11:12.700]  我們宣教的概念是廣義的
[00:11:12.700 --> 00:11:14.700]  宣教的概念是廣義的
[00:11:14.700 --> 00:11:16.400]  是包括傳福音的
[00:11:16.400 --> 00:11:18.100]  是包括傳福音的
[00:11:18.100 --> 00:11:20.000]  所以
[00:11:20.000 --> 00:11:21.500]  那麼就是
[00:11:21.500 --> 00:11:22.500]  第二個就是
[00:11:22.500 --> 00:11:24.300]  雖死猶生
[00:11:24.300 --> 00:11:26.600]  第二個就是雖死猶生
[00:11:26.600 --> 00:11:28.000]  那這個時候
[00:11:28.000 --> 00:11:30.900]  耶穌所用的麥子的比喻
[00:11:30.900 --> 00:11:33.000]  這個時候耶穌用的麥子比喻
[00:11:33.000 --> 00:11:36.300]  其實在聖經裡還有很多類似的比喻
[00:11:36.300 --> 00:11:39.500]  其實聖經裡面還有很多類似的比喻
[00:11:39.500 --> 00:11:40.500]  你比如說
[00:11:40.500 --> 00:11:44.900]  現在是說麥子不論在地裡面死了
[00:11:44.900 --> 00:11:45.900]  還是一顆
[00:11:45.900 --> 00:11:48.400]  若是死了就結出許多的子粒來
[00:11:48.400 --> 00:11:50.500]  譬如說一顆麥子落在地上
[00:11:50.500 --> 00:11:51.700]  如果不是死了
[00:11:51.700 --> 00:11:53.000]  就仍然都是一顆
[00:11:53.000 --> 00:11:53.900]  如果死了
[00:11:53.900 --> 00:11:55.600]  就會結出很多的子粒來
[00:11:55.600 --> 00:11:57.000]  那我們想想這個
[00:11:57.000 --> 00:11:58.800]  橄欖油是怎麼出來的
[00:11:58.800 --> 00:12:00.700]  我們看看橄欖油是怎麼出來的
[00:12:00.700 --> 00:12:02.000]  它是不是要
[00:12:02.000 --> 00:12:06.000]  橄欖通過很高壓的壓榨才能出橄欖油
[00:12:06.000 --> 00:12:07.600]  它是不是需要很高壓
[00:12:07.600 --> 00:12:09.900]  這樣一路壓榨才能出橄欖油
[00:12:09.900 --> 00:12:12.800]  那如果一個雞蛋它不破裂自己
[00:12:12.800 --> 00:12:14.300]  小雞能不能出來
[00:12:14.300 --> 00:12:16.300]  如果雞蛋不破裂自己
[00:12:16.300 --> 00:12:18.000]  小雞能不能出來
[00:12:18.000 --> 00:12:20.600]  一個很醜很醜的蠶蛹
[00:12:20.600 --> 00:12:22.600]  它如果不破裂開來
[00:12:22.600 --> 00:12:24.800]  有沒有美麗的蝴蝶飛出來
[00:12:24.800 --> 00:12:27.500]  一個很醜很醜的蠶蛹
[00:12:27.500 --> 00:12:28.600]  如果不破裂
[00:12:28.600 --> 00:12:30.300]  蝴蝶飛不飛出來
[00:12:30.300 --> 00:12:33.400]  所以這都是類似的意思
[00:12:33.400 --> 00:12:35.700]  這個都是類似的意思
[00:12:35.700 --> 00:12:37.800]  那麼神在這裡
[00:12:37.800 --> 00:12:38.800]  耶穌在這裡
[00:12:38.800 --> 00:12:42.700]  用受造的氯來比喻天國的氯
[00:12:42.700 --> 00:12:44.900]  耶穌在這裡用了受造的氯
[00:12:44.900 --> 00:12:46.800]  來比喻天國的氯
[00:12:46.800 --> 00:12:49.200]  氯在希臘文裡就是logos
[00:12:49.200 --> 00:12:51.400]  氯在希臘文就是logos
[00:12:51.400 --> 00:12:54.100]  就是我哥蘇子妹的神學院的
[00:12:54.100 --> 00:12:55.500]  名字就叫logos
[00:12:55.500 --> 00:12:59.200]  就是我們讀神學院的名字
[00:12:59.200 --> 00:13:00.500]  所以在這裡我們看到
[00:13:00.500 --> 00:13:02.700]  沒有死就沒有生
[00:13:02.700 --> 00:13:05.000]  我們看到沒有死就沒有生
[00:13:05.000 --> 00:13:06.500]  所以麥子在這裡是
[00:13:06.500 --> 00:13:09.500]  初死入生死去活來
[00:13:09.500 --> 00:13:11.000]  所以麥子在這裡是
[00:13:11.000 --> 00:13:13.900]  出死入生死去活來
[00:13:13.900 --> 00:13:15.700]  是先死才生
[00:13:15.700 --> 00:13:17.300]  是先死才後生
[00:13:17.300 --> 00:13:19.300]  所以耶穌在這裡講得很清楚了
[00:13:19.300 --> 00:13:22.200]  死亡是通往生命的道路
[00:13:22.200 --> 00:13:23.900]  所以耶穌講得很清楚
[00:13:23.900 --> 00:13:26.200]  死亡是通往生命的路
[00:13:26.200 --> 00:13:29.000]  在這裡耶穌祂預示了
[00:13:29.000 --> 00:13:31.200]  祂會為千萬人死
[00:13:31.200 --> 00:13:33.000]  在這裡耶穌預示了
[00:13:33.000 --> 00:13:34.700]  祂會為千萬人死
[00:13:34.700 --> 00:13:36.200]  其實何止千萬
[00:13:36.200 --> 00:13:37.800]  現在世界上三分之一的人
[00:13:37.800 --> 00:13:38.500]  都是基督徒
[00:13:38.500 --> 00:13:40.000]  其實何止千萬
[00:13:40.000 --> 00:13:42.000]  現在世界上三分之一的人
[00:13:42.000 --> 00:13:43.100]  都是基督徒
[00:13:43.100 --> 00:13:46.800]  而且祂預示了以後門徒的命運
[00:13:46.800 --> 00:13:49.200]  祂都預示了以後門徒的命運
[00:13:49.200 --> 00:13:53.000]  祂的十二使徒基本上都是殉道了
[00:13:53.000 --> 00:13:55.700]  祂的十二使徒基本上都是殉道了
[00:13:55.700 --> 00:13:57.700]  而且在基督教的歷史當中
[00:13:57.700 --> 00:14:00.000]  多少人都殉道了
[00:14:00.000 --> 00:14:01.600]  在基督教的歷史裡面
[00:14:01.600 --> 00:14:05.700]  有很多人都是殉道
[00:14:05.700 --> 00:14:07.500]  那有意思的是
[00:14:07.500 --> 00:14:09.200]  不僅僅是基督教
[00:14:09.200 --> 00:14:11.900]  其他的宗教
[00:14:11.900 --> 00:14:15.900]  也有這種出死入生的概念
[00:14:15.900 --> 00:14:18.200]  有意思的不是只有基督教
[00:14:18.200 --> 00:14:21.400]  其他宗教都有這個出死入生的概念
[00:14:21.400 --> 00:14:25.300]  我曾經在印度的巴厘島
[00:14:25.300 --> 00:14:28.200]  見過他們這個印度教
[00:14:28.200 --> 00:14:29.800]  我曾經在印度的巴厘島
[00:14:29.800 --> 00:14:32.900]  見過他們的印度教
[00:14:32.900 --> 00:14:35.100]  是印尼的巴厘島
[00:14:35.100 --> 00:14:36.600]  是印尼的巴厘島
[00:14:36.600 --> 00:14:38.100]  祂有四個神
[00:14:38.100 --> 00:14:39.200]  祂有四個神
[00:14:39.200 --> 00:14:43.300]  其中破壞神和創造神都是濕婆神
[00:14:43.300 --> 00:14:46.300]  其中破壞神和創造神都是濕婆神
[00:14:46.300 --> 00:14:49.200]  祂創造神又叫做又拐生育的
[00:14:49.200 --> 00:14:52.100]  祂這個創造神也是拐生育的
[00:14:52.100 --> 00:14:54.500]  祂也是不破不立的概念
[00:14:54.500 --> 00:14:57.100]  祂也是不破不立的概念
[00:14:57.100 --> 00:15:00.600]  如果先不破碎
[00:15:00.600 --> 00:15:03.700]  就沒有新造的東西出來
[00:15:03.700 --> 00:15:05.300]  如果先不破碎
[00:15:05.300 --> 00:15:07.300]  就不會有新造的東西出來
[00:15:07.300 --> 00:15:08.600]  所以奇妙吧
[00:15:08.600 --> 00:15:11.100]  其實很多東西都是相通的
[00:15:11.100 --> 00:15:11.800]  好奇妙啊
[00:15:11.800 --> 00:15:13.400]  很多東西都是相通的
[00:15:13.400 --> 00:15:15.000]  不願意破碎的種子
[00:15:15.000 --> 00:15:17.500]  和願意破碎的種子做一個對照
[00:15:17.500 --> 00:15:19.100]  不願意破碎的種子
[00:15:19.100 --> 00:15:22.100]  和願意破碎的種子做一個對比
