
[00:00:00.000 --> 00:00:04.240]  家中的弟兄姊妹平安
[00:02:51.600 --> 00:02:56.560]  包括了今天星期五我們有受苦節的晚會
[00:02:56.560 --> 00:03:00.000]  在下星期日我們有戶外崇拜
[00:03:00.000 --> 00:03:01.120]  一個復活節的崇拜
[00:03:01.120 --> 00:03:03.360]  我們都去紀念我們的主
[00:03:03.360 --> 00:03:09.680]  而今天《簡約經文》集中在耶穌受難的日子
[00:03:09.680 --> 00:03:10.800]  就是那個Friday
[00:03:10.800 --> 00:03:12.800]  就是星期五的日子
[00:03:12.800 --> 00:03:14.960]  一般我們叫Good Friday
[00:03:14.960 --> 00:03:18.800]  那個Friday星期五發生什麼事呢?
[00:03:18.800 --> 00:03:20.800]  特別我們今天讀的經文
[00:03:20.800 --> 00:03:23.920]  就是在第27章45至50
[00:03:23.920 --> 00:03:26.720]  就是說耶穌要受死了
[00:03:26.720 --> 00:03:31.360]  他斷氣之前的一個時刻、一個描述
[00:03:31.360 --> 00:03:34.480]  讓我再讀一次這一段經文
[00:03:34.480 --> 00:03:36.480]  讓我們去加深我們的印象
[00:03:36.480 --> 00:03:38.000]  待會我讀講解的時候
[00:03:38.000 --> 00:03:39.920]  大家就容易一點記得明白了
[00:03:39.920 --> 00:03:46.320]  45:從正午到下午三點鐘遍地都黑暗了
[00:03:46.320 --> 00:03:47.920]  約在下午三點鐘
[00:03:47.920 --> 00:03:49.920]  耶穌大聲高呼說
[00:03:49.920 --> 00:03:52.720]  「以利以利拉瑪撒巴各大利」
[00:03:52.720 --> 00:03:56.960]  就是說我的上帝我的上帝為什麼離棄我
[00:03:56.960 --> 00:04:00.080]  站在那裏的人有的聽見就說
[00:04:00.080 --> 00:04:02.160]  這個人呼叫以利亞
[00:04:02.160 --> 00:04:07.920]  其中有一個人立刻跑去拿海綿招滿了曹
[00:04:07.920 --> 00:04:12.080]  綁在盧偉鶴谷旱上送給他河
[00:04:12.080 --> 00:04:16.880]  其餘的人說且等著看以利亞來不來救他
[00:04:16.880 --> 00:04:20.720]  耶穌又大喊一聲氣就斷了
[00:04:20.720 --> 00:04:24.320]  這段聖經裏面就說一個時間
[00:04:24.320 --> 00:04:28.480]  就是我們所認定的一個星期五
[00:04:28.480 --> 00:04:30.480]  一個Good Friday的日子
[00:04:30.480 --> 00:04:32.480]  這段經文開始的描述就是說
[00:04:32.480 --> 00:04:38.880]  從正午就是十二點的時刻
[00:04:38.880 --> 00:04:44.000]  到下午三點鐘的時刻
[00:04:44.000 --> 00:04:50.400]  所以你會發現這個段落其實是三個小時的事情
[00:04:50.400 --> 00:04:52.400]  三個小時是很漫長的
[00:04:52.400 --> 00:04:55.040]  但是這三個小時是發生什麼事呢?
[00:04:55.040 --> 00:04:57.040]  其中經文告訴我們
[00:04:57.040 --> 00:05:01.920]  遍地都黑暗了
[00:05:01.920 --> 00:05:03.920]  我不知道你有沒有想過
[00:05:03.920 --> 00:05:05.920]  在日光日白的白天裏面
[00:05:05.920 --> 00:05:07.920]  整個天都黑了
[00:05:07.920 --> 00:05:09.920]  會有什麼感覺
[00:05:09.920 --> 00:05:11.920]  晚上黑漆漆很容易想像
[00:05:11.920 --> 00:05:16.080]  特別是萬家燈火準備好燃點燈
[00:05:16.080 --> 00:05:18.960]  預備迎接黑漆漆的晚上
[00:05:18.960 --> 00:05:22.720]  所以黑夜對你來說也不會覺得很黑
[00:05:22.720 --> 00:05:25.760]  但是在白天正常的時間
[00:05:25.760 --> 00:05:28.480]  中午的時間應該是烈日當空的日子
[00:05:28.480 --> 00:05:32.000]  到了下午三點鐘竟然是遍地黑暗
[00:05:32.000 --> 00:05:35.600]  氣象氣氛都會很不同
[00:05:35.600 --> 00:05:38.960]  你會感受到很龐大的壓力
[00:05:38.960 --> 00:05:41.760]  或者很幽暗的角度
[00:05:41.760 --> 00:05:45.520]  所以如果你記得你們讀經運動裏面
[00:05:45.520 --> 00:05:48.480]  讀到出埃及記不記得有這一幕
[00:05:48.480 --> 00:05:51.680]  記不記得是第幾災
[00:05:51.680 --> 00:05:56.480]  黑暗籠罩黑暗的災是在第九災
[00:05:56.480 --> 00:06:01.600]  所以在出埃及記當第九災全地都黑暗的時候
[00:06:01.600 --> 00:06:04.160]  對於法老來說是很震撼的事
[00:06:04.160 --> 00:06:07.680]  整個天都黑了什麼都看不到
[00:06:07.680 --> 00:06:11.360]  特別是在整個正常的日子裏面不能運作
[00:06:11.360 --> 00:06:16.960]  所以有一種帶來審判好像末日的意味在裏面
[00:06:16.960 --> 00:06:19.680]  黑暗之災之後下一個是什麼災
[00:06:19.680 --> 00:06:23.440]  殺長子之災十災裏面
[00:06:23.440 --> 00:06:27.040]  遍地黑暗之後就殺了他的長子
[00:06:27.040 --> 00:06:29.840]  現在在這個畫面裏面
[00:06:29.840 --> 00:06:33.920]  十二點至三點遍地黑暗之後下一幕是什麼
[00:06:33.920 --> 00:06:37.760]  耶穌這位獨生子就要為我們死
[00:06:37.760 --> 00:06:42.880]  所以都頗有連貫性有個相關在當中
[00:06:42.880 --> 00:06:45.040]  就是在這個時刻裏面
[00:06:45.040 --> 00:06:48.720]  大家沒有遇到帶燈出街的環境
[00:06:48.720 --> 00:06:52.880]  不會像現在這樣帶著手提電話帶電筒出街的時候
[00:06:52.880 --> 00:06:54.960]  在這個黑暗的環境裏面
[00:06:54.960 --> 00:06:58.320]  那些在十字架旁邊的人
[00:06:58.320 --> 00:07:02.160]  他們就聽到耶穌說話
[00:07:02.160 --> 00:07:03.200]  聽到耶穌叫
[00:07:03.200 --> 00:07:04.480]  你可以想像一下
[00:07:04.480 --> 00:07:07.680]  可能耶穌的面孔都不是看得很清楚
[00:07:07.680 --> 00:07:09.360]  因為太黑了
[00:07:09.360 --> 00:07:12.720]  但是他們知道耶穌在哪個位置
[00:07:12.720 --> 00:07:16.560]  因為祂就釘在十字架上面那個位置上
[00:07:16.560 --> 00:07:22.000]  而在上面裏面耶穌就發出一種呼聲叫聲
[00:07:22.000 --> 00:07:23.840]  在這個黑暗裏面耶穌就說
[00:07:23.840 --> 00:07:28.880]  以利以利拉瑪撒巴葛大利
[00:07:28.880 --> 00:07:33.120]  聽完之後不知道你有什麼感受
[00:07:33.120 --> 00:07:37.280]  如果你在當時裏面其中一個在十字架下面的人
[00:07:37.280 --> 00:07:40.720]  你聽到的時候會想起什麼呢
[00:07:40.720 --> 00:07:47.520]  以利以利其實以利以利就應該是屬於一些希伯來文
[00:07:47.520 --> 00:07:50.400]  希伯來他們的語言就是以利以利
[00:07:50.400 --> 00:07:53.360]  其中就是拉瑪撒巴葛大利
[00:07:53.360 --> 00:07:58.080]  可能經過一些研究就應該是屬於阿蘭文
[00:07:58.080 --> 00:08:02.160]  你記得我們說過在聖經裏面
[00:08:02.160 --> 00:08:07.040]  他們一直以色列人傳統的語言就是希伯來的語言
[00:08:07.040 --> 00:08:10.880]  但是他們去到他們坊間流行說的話裏面
[00:08:10.880 --> 00:08:13.440]  他們就會用了阿蘭文
[00:08:13.440 --> 00:08:17.040]  而另外在國際溝通上就用了希臘文
[00:08:17.040 --> 00:08:18.560]  幾種不同的語言
[00:08:18.560 --> 00:08:21.760]  而這裡耶穌就說以利以利用了希伯來文
[00:08:21.760 --> 00:08:26.880]  然後拉瑪撒巴葛大利就是阿蘭文
[00:08:26.880 --> 00:08:30.080]  當他呼叫大喊的時候
[00:08:30.080 --> 00:08:35.840]  你可以想像一下下面的人聽到些什麼呢
[00:08:35.840 --> 00:08:38.160]  因為你見到在上面喊下來
[00:08:38.160 --> 00:08:41.360]  特別是耶穌確實為我們受苦流血
[00:08:41.360 --> 00:08:43.920]  可能身體都疲弱了
[00:08:43.920 --> 00:08:45.760]  但是當他喊出來的時候
[00:08:45.760 --> 00:08:51.840]  下面的人突然間聽到聽錯了另一個字
[00:08:51.840 --> 00:08:53.520]  聽錯了什麼字
[00:08:53.520 --> 00:08:55.600]  以利亞
[00:08:55.600 --> 00:08:56.640]  以利亞
[00:08:56.640 --> 00:08:57.840]  可能就是這樣
[00:08:57.840 --> 00:08:59.360]  我想像一下耶穌就是這樣
[00:08:59.360 --> 00:09:00.880]  當他喊完以利之後
[00:09:00.880 --> 00:09:03.360]  就馬上呼一呼氣
[00:09:03.360 --> 00:09:04.800]  以利
[00:09:04.800 --> 00:09:05.920]  可能是這樣
[00:09:05.920 --> 00:09:09.120]  所以樓下的人就聽到什麼
[00:09:09.120 --> 00:09:11.200]  以利亞
[00:09:11.200 --> 00:09:13.520]  以利亞
[00:09:13.520 --> 00:09:17.680]  所以原來當時我們見到經文的描述
[00:09:17.680 --> 00:09:20.560]  就告訴我們樓下的人
[00:09:20.560 --> 00:09:22.080]  就是十字架下面的人
[00:09:22.080 --> 00:09:24.720]  就似乎他們不是聽到以利以利
[00:09:24.720 --> 00:09:26.160]  而是聽到以利亞
[00:09:26.160 --> 00:09:27.280]  以利亞
[00:09:27.280 --> 00:09:29.360]  他們就聽到耶穌喊以利亞
[00:09:29.360 --> 00:09:30.640]  以利亞
[00:09:30.640 --> 00:09:32.480]  喊以利亞做什麼呢
[00:09:32.480 --> 00:09:33.520]  你想一下
[00:09:33.520 --> 00:09:35.760]  喊人都有原因的
[00:09:35.760 --> 00:09:37.920]  什麼事可能就會喊一些什麼人
[00:09:37.920 --> 00:09:39.920]  特別是一些出名的人
[00:09:39.920 --> 00:09:41.360]  我什麼時候喊Rainbow
[00:09:41.360 --> 00:09:43.600]  可能有些銀行的東西不明白
[00:09:43.600 --> 00:09:45.200]  就喊Rainbow
[00:09:45.200 --> 00:09:47.520]  有些事我就會喊
[00:09:47.520 --> 00:09:50.640]  如果某些人在下面聽下去
[00:09:50.640 --> 00:09:53.360]  他們聽到以利亞的時候
[00:09:53.360 --> 00:09:56.240]  想像著耶穌喊他做什麼呢
[00:09:56.240 --> 00:09:58.960]  因為你記得聖經裡面描述到
[00:09:58.960 --> 00:10:01.280]  以利亞是其中一個
[00:10:01.280 --> 00:10:03.760]  聖經裡面沒有描述他死亡的人
[00:10:03.760 --> 00:10:08.240]  甚至乎你見到他升天的時候
[00:10:08.240 --> 00:10:10.640]  是旋風帶他升天的
[00:10:10.640 --> 00:10:14.160]  你見到的畫面就是
[00:10:14.160 --> 00:10:17.280]  以利亞是一個很重要的舊約人物
[00:10:17.280 --> 00:10:19.200]  甚至乎你記得
[00:10:19.200 --> 00:10:22.800]  我們說理賽亞再來的時候
[00:10:22.800 --> 00:10:26.000]  其中哪一個就要先來
[00:10:26.000 --> 00:10:27.920]  就是以利亞
[00:10:27.920 --> 00:10:30.000]  馬拉基書裡面第四章
[00:10:30.000 --> 00:10:32.080]  你見到以利亞
[00:10:32.080 --> 00:10:33.840]  所以以利亞的來臨
[00:10:33.840 --> 00:10:36.000]  是有一個很重要的意義
[00:10:36.000 --> 00:10:39.920]  甚至乎在猶太人的眼裡
[00:10:39.920 --> 00:10:41.120]  就是這樣的
[00:10:41.120 --> 00:10:42.160]  猶太人的眼裡
[00:10:42.160 --> 00:10:43.120]  以利亞是什麼呢
[00:10:43.120 --> 00:10:46.080]  是末日裡面一個重要人物
[00:10:46.080 --> 00:10:47.120]  他們認為
[00:10:47.120 --> 00:10:50.480]  以利亞會在一個異人遭遇困苦的時候
[00:10:50.480 --> 00:10:53.360]  就會從天而來答救他們
[00:10:53.360 --> 00:10:55.760]  因為知道以利亞被接上天
[00:10:55.760 --> 00:10:58.080]  所以他們根據猶太傳統
[00:10:58.080 --> 00:10:59.200]  就會知道
[00:10:59.200 --> 00:11:01.440]  以利亞會在一些有需要的人
[00:11:01.440 --> 00:11:03.440]  特別是一些異人
[00:11:03.440 --> 00:11:04.400]  他遭遇困難的時候
[00:11:04.400 --> 00:11:06.080]  當他們呼求以利亞
[00:11:06.080 --> 00:11:07.600]  以利亞就會救他
[00:11:07.600 --> 00:11:09.680]  所以你可以想像
[00:11:09.680 --> 00:11:12.000]  在十字架下面的那群人
[00:11:12.000 --> 00:11:12.640]  當他們聽到
[00:11:12.640 --> 00:11:14.560]  以利亞 以利亞
[00:11:14.560 --> 00:11:15.840]  為什麼離棄我的時候
[00:11:15.840 --> 00:11:16.800]  就好像
[00:11:16.800 --> 00:11:18.560]  他們就以為
[00:11:18.560 --> 00:11:21.600]  耶穌就好像這幅圖畫一樣
[00:11:21.600 --> 00:11:23.600]  耶穌好像在游水一樣
[00:11:23.600 --> 00:11:25.600]  就是你現在淹死了
[00:11:25.600 --> 00:11:26.240]  淹死的時候
[00:11:26.240 --> 00:11:27.600]  在水裡面就喊
[00:11:27.600 --> 00:11:28.480]  以利亞 以利亞
[00:11:28.480 --> 00:11:30.160]  扔個水泡來救我
[00:11:30.160 --> 00:11:31.680]  類似這樣
[00:11:31.680 --> 00:11:33.520]  當然在這個畫面裡面
[00:11:33.520 --> 00:11:36.080]  似乎就是以利亞沒有扔過水泡
[00:11:36.080 --> 00:11:36.720]  所以就說
[00:11:36.720 --> 00:11:38.880]  你為什麼還走開
[00:11:38.880 --> 00:11:40.880]  好像一個這樣的畫面
[00:11:40.880 --> 00:11:43.520]  原來在下面的人
[00:11:43.520 --> 00:11:46.240]  似乎就是這樣拿著
[00:11:46.240 --> 00:11:48.720]  耶穌所說的話的意思
[00:11:48.720 --> 00:11:51.680]  他們以為耶穌在求救
[00:11:51.680 --> 00:11:53.120]  向以利亞求救
[00:11:53.120 --> 00:11:56.240]  以利亞來到救他這個異人
[00:11:56.240 --> 00:12:00.000]  以致免去他受這個刑罰
[00:12:00.000 --> 00:12:03.200]  所以他們在47-49節
[00:12:03.200 --> 00:12:04.560]  我們看到就是
[00:12:04.560 --> 00:12:07.200]  在十字架下面站著的人裡面
[00:12:07.200 --> 00:12:09.200]  有一些人聽到
[00:12:09.200 --> 00:12:12.160]  這個人在呼叫以利亞
[00:12:12.160 --> 00:12:14.480]  而其中有些人就立刻跑去
[00:12:14.480 --> 00:12:17.200]  拿海綿去沾醋
[00:12:17.200 --> 00:12:20.000]  綁在路上遞給耶穌喝
[00:12:20.000 --> 00:12:21.760]  而還有一些人就
[00:12:21.760 --> 00:12:23.120]  我們等一等
[00:12:23.120 --> 00:12:25.760]  就看看以利亞來不來救他
[00:12:25.760 --> 00:12:27.280]  因為他們就期望
[00:12:27.280 --> 00:12:29.280]  耶穌似乎在呼叫以利亞
[00:12:29.280 --> 00:12:31.200]  那耶穌說到自己這麼厲害
[00:12:31.200 --> 00:12:34.160]  那以利亞是不是會來救他
[00:12:34.160 --> 00:12:37.680]  這群人就在這裡等待著
[00:12:37.680 --> 00:12:39.600]  但我們今天第一個分題
[00:12:39.600 --> 00:12:40.960]  就是在說什麼呢
[00:12:40.960 --> 00:12:42.320]  旁人看耶穌
[00:12:42.320 --> 00:12:44.240]  這群旁觀者
[00:12:44.240 --> 00:12:45.600]  其實站在那裡的那些人
[00:12:45.600 --> 00:12:46.560]  其實是什麼呢
[00:12:46.560 --> 00:12:48.480]  他們誤解了耶穌
[00:12:48.480 --> 00:12:50.400]  他們拿一些醋
[00:12:50.400 --> 00:12:51.600]  倒給耶穌的時候
[00:12:51.600 --> 00:12:53.680]  其實是想戲弄耶穌
[00:12:53.680 --> 00:12:57.280]  甚至其實他們是不信耶穌
[00:12:57.280 --> 00:12:58.880]  這群人他們對耶穌
[00:12:58.880 --> 00:13:02.240]  整個的行動帶來一些誤解
[00:13:02.240 --> 00:13:04.640]  不知道今天你有沒有對耶穌
[00:13:04.640 --> 00:13:09.440]  這一句話都有誤解呢
[00:13:09.440 --> 00:13:10.400]  有沒有啊
[00:13:10.400 --> 00:13:11.600]  我們分開教會這麼久
[00:13:11.600 --> 00:13:13.760]  可能我們都會
[00:13:13.760 --> 00:13:14.800]  誤解是什麼呢
[00:13:14.800 --> 00:13:16.960]  耶穌很慘
[00:13:16.960 --> 00:13:19.840]  耶穌在十字架上真的很慘
[00:13:19.840 --> 00:13:20.640]  我們無可否認
[00:13:20.640 --> 00:13:21.840]  耶穌在十字架上
[00:13:21.840 --> 00:13:22.960]  我們釘身流血
[00:13:22.960 --> 00:13:24.560]  帶著荊棘的冠冕
[00:13:24.560 --> 00:13:27.760]  是很慘的一個畫面
[00:13:27.760 --> 00:13:29.680]  但耶穌是不是在這個時候
[00:13:29.680 --> 00:13:32.640]  大家不知道祂很慘
[00:13:32.640 --> 00:13:35.120]  就在那裡埋慘呢
[00:13:35.120 --> 00:13:36.880]  在那裡埋慘就去告訴別人
[00:13:36.880 --> 00:13:37.920]  現在我很慘了
[00:13:37.920 --> 00:13:39.920]  連神都不要我了
[00:13:39.920 --> 00:13:41.920]  我們會不會有時候都這樣想呢
[00:13:41.920 --> 00:13:42.960]  因為有時候我們讀聖經
[00:13:42.960 --> 00:13:45.200]  我們都會這樣想
[00:13:45.200 --> 00:13:48.960]  特別很多時候當我們覺得
[00:13:48.960 --> 00:13:50.560]  神不在我們身邊的時候
[00:13:50.560 --> 00:13:52.480]  我們覺得好像
[00:13:52.480 --> 00:13:54.960]  神啊你在哪裡
[00:13:54.960 --> 00:13:56.160]  神你在哪裡的時候
[00:13:56.160 --> 00:13:56.960]  我們經常說
[00:13:56.960 --> 00:13:58.960]  神啊你會不會離我很遠
[00:13:58.960 --> 00:14:02.160]  神啊你會不會都離棄我
[00:14:02.160 --> 00:14:05.600]  我們甚至將耶穌說過這句話
[00:14:05.600 --> 00:14:07.120]  投入在自己身上
[00:14:07.120 --> 00:14:10.160]  就是耶穌都覺得神不要祂
[00:14:10.160 --> 00:14:12.560]  所以有時候我們都覺得自己很慘
[00:14:12.560 --> 00:14:14.720]  神不要我們
[00:14:14.720 --> 00:14:15.360]  弟兄姊妹
[00:14:15.360 --> 00:14:17.440]  神會不會不要我們呢
[00:14:17.440 --> 00:14:19.440]  神會不會離棄我們呢
[00:14:19.440 --> 00:14:22.960]  如果我們知道神不會離棄我們的話
[00:14:22.960 --> 00:14:25.680]  那神會不會離棄耶穌呢
[00:14:25.680 --> 00:14:27.520]  如果你的答案是不會的話
[00:14:27.520 --> 00:14:30.560]  那耶穌這句話在做什麼呢
[00:14:30.560 --> 00:14:32.960]  耶穌是不是真的覺得自己很慘
[00:14:32.960 --> 00:14:34.160]  以致告訴別人
[00:14:34.160 --> 00:14:36.880]  是神離開了我呢
[00:14:36.880 --> 00:14:39.040]  今天我們就去想這個問題
[00:14:39.040 --> 00:14:40.080]  在十誡上面
[00:14:40.080 --> 00:14:41.840]  耶穌說了這句話
[00:14:41.840 --> 00:14:44.800]  究竟是什麼意思呢
[00:14:44.800 --> 00:14:47.280]  我們會不會就好像剛才
[00:14:47.280 --> 00:14:50.800]  十字架下面那群人誤會了耶穌
[00:14:50.800 --> 00:14:52.160]  是在求救
[00:14:52.160 --> 00:14:53.360]  耶穌不行了
[00:14:53.360 --> 00:14:54.800]  耶穌死定了
[00:14:54.800 --> 00:14:58.480]  耶穌要呼求 求拯救 求伊利亞幫助他
[00:14:58.480 --> 00:15:00.320]  是不是這樣呢
[00:15:00.320 --> 00:15:01.760]  求主幫助我們
[00:15:01.760 --> 00:15:03.200]  在我們的第二部分
[00:15:03.200 --> 00:15:05.680]  我們去明白多一點
[00:15:05.680 --> 00:15:09.680]  耶穌在這個十字架上面的情景
[00:15:09.680 --> 00:15:11.520]  所以第二個的分題
[00:15:11.520 --> 00:15:16.000]  就是明眼人看耶穌
[00:15:16.000 --> 00:15:16.960]  明眼人看耶穌
[00:15:16.960 --> 00:15:19.600]  就是我們怎麼去重新去
[00:15:19.600 --> 00:15:22.800]  用一個新舊約穿插的角度
[00:15:22.800 --> 00:15:25.120]  和他們去看看究竟
[00:15:25.120 --> 00:15:26.640]  耶穌在做什麼呢
[00:15:26.640 --> 00:15:30.800]  耶穌說這句話是想做什麼呢
[00:15:30.800 --> 00:15:33.760]  第一個B的分題就是
[00:15:33.760 --> 00:15:37.520]  禱告交託就一身輕
[00:15:37.520 --> 00:15:40.240]  當我們懷疑耶穌是不是很慘
[00:15:40.240 --> 00:15:44.640]  很辛苦很痛苦痛苦到叫救命的時候
[00:15:44.640 --> 00:15:45.520]  我們都要問
[00:15:45.520 --> 00:15:47.680]  究竟現在耶穌是不是身負重壓
[00:15:47.680 --> 00:15:50.160]  重壓到一個地步一定要求救
[00:15:50.160 --> 00:15:51.920]  這個是不是他的求救聲音
[00:15:51.920 --> 00:15:53.920]  還是說其實他已經能夠
[00:15:53.920 --> 00:15:58.160]  昂然踏上這個十字架的路呢
[00:15:58.160 --> 00:16:01.920]  耶穌上十字架是不是被逼的
[00:16:01.920 --> 00:16:02.800]  不是的
[00:16:02.800 --> 00:16:05.120]  耶穌甘願上這個十字架
[00:16:05.120 --> 00:16:06.160]  但是我們怎麼去看
[00:16:06.160 --> 00:16:08.960]  他在這個十字架上面的呼求呢
[00:16:08.960 --> 00:16:11.120]  第一個我剛才說到看的是什麼呢
[00:16:11.120 --> 00:16:15.280]  那個禱告交託
[00:16:15.280 --> 00:16:16.160]  禱告交託
[00:16:16.160 --> 00:16:17.760]  你記得我們一直說馬太福音
[00:16:17.760 --> 00:16:19.120]  說登山補訓
[00:16:19.120 --> 00:16:21.840]  我們說過耶穌祈禱的了
[00:16:21.840 --> 00:16:22.880]  是不是
[00:16:22.880 --> 00:16:27.120]  耶穌的祈禱通常叫神做什麼
[00:16:27.120 --> 00:16:28.560]  符是不是
[00:16:28.560 --> 00:16:30.720]  你記得嗎
[00:16:30.720 --> 00:16:32.720]  耶穌教我們怎麼去叫神呢
[00:16:32.720 --> 00:16:36.960]  他通常叫我們跟神祈禱叫符的
[00:16:36.960 --> 00:16:38.320]  是不是
[00:16:38.320 --> 00:16:40.800]  是符來的
[00:16:40.800 --> 00:16:42.320]  所以我們知道我們說
[00:16:42.320 --> 00:16:45.760]  當我們說到我們平時說主禱文
[00:16:45.760 --> 00:16:48.160]  我們說那個主禱文其實不是主禱文來的
[00:16:48.160 --> 00:16:50.960]  是主教導我們祈禱的禱文
[00:16:50.960 --> 00:16:52.960]  其實耶穌不會這樣祈禱的
[00:16:52.960 --> 00:16:56.560]  所以你記得耶穌是怎麼祈禱的呢
[00:16:56.560 --> 00:16:59.840]  就是在前一晚
[00:16:59.840 --> 00:17:02.160]  在前一晚在那個我們所謂的
[00:17:02.160 --> 00:17:05.840]  用一些理解就是星期四晚上
[00:17:05.840 --> 00:17:08.640]  就是在赫西瑪利園裡面
[00:17:08.640 --> 00:17:11.840]  耶穌就真的有他的禱文
[00:17:11.840 --> 00:17:12.960]  我們在赫西瑪利園裡面
[00:17:12.960 --> 00:17:15.040]  真的有耶穌的主禱文
[00:17:15.040 --> 00:17:19.200]  耶穌的主禱文裡面他怎麼去祈禱呢
[00:17:19.200 --> 00:17:22.080]  我們看到耶穌的祈禱就是說
[00:17:22.080 --> 00:17:25.360]  第一次他說我父啊
[00:17:25.360 --> 00:17:26.640]  他稱神為什麼
[00:17:26.640 --> 00:17:27.440]  我父啊
[00:17:27.440 --> 00:17:30.160]  我的爸爸
[00:17:30.160 --> 00:17:33.120]  如果可能求你將這個杯離開
[00:17:33.120 --> 00:17:34.880]  然而不要照我所願的
[00:17:34.880 --> 00:17:37.280]  是照你所願的
[00:17:37.280 --> 00:17:40.400]  我們確實知道耶穌在當下那一刻
[00:17:40.400 --> 00:17:42.080]  完了這個最後晚餐之後
[00:17:42.080 --> 00:17:45.600]  他在這個赫西瑪利園的禱告裡面
[00:17:45.600 --> 00:17:48.800]  確實顯出那種禱告的迫切
[00:17:48.800 --> 00:17:51.040]  和那種的掙扎
[00:17:51.040 --> 00:17:54.720]  因為他知道關鍵的時刻將要來臨
[00:17:54.720 --> 00:17:58.080]  猶大將要帶兵丁來到這個園裡面
[00:17:58.080 --> 00:18:00.560]  要捉拿耶穌
[00:18:00.560 --> 00:18:02.960]  所以耶穌就在這裡發出一個迫切的禱告
[00:18:02.960 --> 00:18:05.760]  說我的父親啊
[00:18:05.760 --> 00:18:07.600]  如果可以就怎樣
[00:18:07.600 --> 00:18:10.800]  但是我會跟著你的意思
[00:18:10.800 --> 00:18:13.760]  第二次耶穌的祈禱是什麼
[00:18:13.760 --> 00:18:16.480]  他也是說我父啊
[00:18:16.480 --> 00:18:18.080]  這個杯如果不能夠離開我
[00:18:18.080 --> 00:18:19.040]  我必須要學
[00:18:19.040 --> 00:18:24.480]  我就願你的旨意成就
