
[00:00:00.000 --> 00:00:05.000]  好,今日想同大家分享的題目是神的道路
[00:02:58.000 --> 00:02:59.000]  他怎樣反應?
[00:02:59.000 --> 00:03:02.000]  不會的,我一定不會不刑你
[00:03:02.000 --> 00:03:04.000]  第四組的經文
[00:03:04.000 --> 00:03:10.000]  我們看到耶穌帶著門徒到赫西瑪利園禱告
[00:03:10.000 --> 00:03:13.000]  門徒做什麼呢?睡覺
[00:03:13.000 --> 00:03:15.000]  但是不能夠為耶穌守望
[00:03:15.000 --> 00:03:19.000]  耶穌就在那裡禱告
[00:03:19.000 --> 00:03:21.000]  很感動我們
[00:03:21.000 --> 00:03:24.000]  另一邊看到一禱告完
[00:03:24.000 --> 00:03:28.000]  敵人就出來捉拿他
[00:03:28.000 --> 00:03:31.000]  看到門徒都離開他
[00:03:31.000 --> 00:03:33.000]  第五組的經文
[00:03:33.000 --> 00:03:34.000]  大家留意一下
[00:03:34.000 --> 00:03:37.000]  比較不同的事件
[00:03:37.000 --> 00:03:39.000]  但是看到中間有個溝叉
[00:03:39.000 --> 00:03:44.000]  你會發覺原來這段經文有個溝叉的結構
[00:03:44.000 --> 00:03:49.000]  一開始說到羅馬人來審訊耶穌
[00:03:49.000 --> 00:03:54.000]  後面是猶太人來審訊耶穌
[00:03:54.000 --> 00:03:59.000]  兩邊是猶太人後悔自殺的事件
[00:03:59.000 --> 00:04:03.000]  另一邊是彼得不認耶穌
[00:04:03.000 --> 00:04:06.000]  全部都是失敗的例子
[00:04:06.000 --> 00:04:10.000]  所以這是我們今天的經文
[00:04:10.000 --> 00:04:16.000]  我想由三個角度來反省這件事
[00:04:16.000 --> 00:04:19.000]  第一就是用敵人的角度
[00:04:19.000 --> 00:04:23.000]  我們看看敵人那裡有什麼值得我們反省
[00:04:23.000 --> 00:04:26.000]  另外就是門徒和弟心
[00:04:26.000 --> 00:04:29.000]  從耶穌的角度來反省
[00:04:29.000 --> 00:04:31.000]  我們先看敵人
[00:04:31.000 --> 00:04:34.000]  敵人那裡有幾段經文
[00:04:34.000 --> 00:04:37.000]  第一段是三節至四節
[00:04:37.000 --> 00:04:40.000]  說到那時祭司掌和民間的長老聚集
[00:04:40.000 --> 00:04:45.000]  在大祭司稱為蓋亞佛的院裡
[00:04:45.000 --> 00:04:49.000]  大家相議用詭計拿著耶穌殺他
[00:04:49.000 --> 00:04:50.000]  在這裡停一停
[00:04:50.000 --> 00:04:53.000]  我忍不住要做個廣告
[00:04:53.000 --> 00:04:59.000]  大家知不知道現在明珠台可以看《聖經故事》
[00:04:59.000 --> 00:05:03.000]  叫做《聖經公元後的故事》
[00:05:03.000 --> 00:05:06.000]  如果你不知道還可以追得及
[00:05:06.000 --> 00:05:08.000]  好像已經做了三集
[00:05:08.000 --> 00:05:11.000]  放星期四10點40分
[00:05:11.000 --> 00:05:14.000]  明珠台拍得很好
[00:05:14.000 --> 00:05:18.000]  因為他把一些護舊學
[00:05:18.000 --> 00:05:21.000]  一些聖經的細節
[00:05:21.000 --> 00:05:25.000]  都拍成一個不錯的電視劇集
[00:05:25.000 --> 00:05:28.000]  在裡面來推論
[00:05:28.000 --> 00:05:33.000]  為什麼比拉多會這樣說
[00:05:33.000 --> 00:05:37.000]  大祭司怎樣設計他們的詭計
[00:05:37.000 --> 00:05:40.000]  門徒他們怎樣轉變
[00:05:40.000 --> 00:05:42.000]  拍得很好
[00:05:42.000 --> 00:05:44.000]  我們能夠更加立體
[00:05:44.000 --> 00:05:46.000]  來認識這個信仰
[00:05:46.000 --> 00:05:47.000]  認識我們的主
[00:05:47.000 --> 00:05:50.000]  我相信會激勵我們的心
[00:05:50.000 --> 00:05:52.000]  這裡我們看到敵人
[00:05:52.000 --> 00:05:56.000]  他好像可以為所欲為
[00:05:56.000 --> 00:05:59.000]  敵人在這幾章的經文
[00:05:59.000 --> 00:06:04.000]  好像做什麼都可以
[00:06:04.000 --> 00:06:06.000]  這裡看到他們商議
[00:06:06.000 --> 00:06:08.000]  用什麼來捉拿耶穌
[00:06:08.000 --> 00:06:09.000]  詭計
[00:06:09.000 --> 00:06:11.000]  在這裡設計
[00:06:11.000 --> 00:06:13.000]  想要捉拿耶穌
[00:06:13.000 --> 00:06:15.000]  耶穌是一個怎樣的人
[00:06:15.000 --> 00:06:17.000]  是不是大奸大惡的人
[00:06:17.000 --> 00:06:19.000]  不是
[00:06:19.000 --> 00:06:21.000]  是一個無辜的人
[00:06:21.000 --> 00:06:22.000]  一個無辜的人
[00:06:22.000 --> 00:06:24.000]  但是大祭司
[00:06:24.000 --> 00:06:27.000]  他們是宗教領袖
[00:06:27.000 --> 00:06:29.000]  在這裡設計詭計
[00:06:29.000 --> 00:06:31.000]  來捉拿耶穌
[00:06:31.000 --> 00:06:33.000]  並且不只是捉拿
[00:06:33.000 --> 00:06:35.000]  是要殺他
[00:06:35.000 --> 00:06:38.000]  我們看下一段的經文
[00:06:38.000 --> 00:06:42.000]  這裡說到有十二個門徒
[00:06:42.000 --> 00:06:47.000]  一個稱為加略人猶大的建制司長
[00:06:47.000 --> 00:06:50.000]  他說我把他交給你們
[00:06:50.000 --> 00:06:53.000]  你們願意給我多少錢
[00:06:53.000 --> 00:06:54.000]  給我多少錢呢
[00:06:54.000 --> 00:06:57.000]  他就給他三十塊錢
[00:06:57.000 --> 00:07:01.000]  這個我們知道是應驗了先知書的寓言
[00:07:01.000 --> 00:07:07.000]  從那時候猶大就來預備機會
[00:07:07.000 --> 00:07:10.000]  來找機會將耶穌出賣
[00:07:10.000 --> 00:07:15.000]  門徒竟然在這裡變成敵人的角色
[00:07:15.000 --> 00:07:18.000]  在我們要跟隨神的人
[00:07:18.000 --> 00:07:19.000]  神的道路裡
[00:07:19.000 --> 00:07:22.000]  有些時候這些事是令我們難過的
[00:07:22.000 --> 00:07:26.000]  如果我們知道有跟我們一起
[00:07:26.000 --> 00:07:28.000]  同一個信仰的人
[00:07:28.000 --> 00:07:31.000]  會做到敵人的角色
[00:07:31.000 --> 00:07:33.000]  這樣來攻擊的時候
[00:07:33.000 --> 00:07:35.000]  我們是難過的
[00:07:35.000 --> 00:07:39.000]  這裡似乎一個小小的角色猶大
[00:07:39.000 --> 00:07:44.000]  他竟然都可以好像為所欲為
[00:07:44.000 --> 00:07:49.000]  好像沒什麼能阻到他們要做的那種大惡
[00:07:49.000 --> 00:07:51.000]  我們再看下一段的經文
[00:07:51.000 --> 00:07:57.000]  這裡說到祭司長和全工會尋找假見證
[00:07:57.000 --> 00:08:00.000]  控告耶穌要致死他
[00:08:00.000 --> 00:08:01.000]  簡單一句
[00:08:01.000 --> 00:08:04.000]  但是可圈可點
[00:08:04.000 --> 00:08:06.000]  為什麼呢
[00:08:06.000 --> 00:08:09.000]  祭司長和全工會
[00:08:09.000 --> 00:08:14.000]  應該是整個神的百姓以色列的群體裡
[00:08:14.000 --> 00:08:19.000]  執行公義的地方
[00:08:19.000 --> 00:08:22.000]  現在他們想做什麼呢
[00:08:22.000 --> 00:08:24.000]  找假見證
[00:08:24.000 --> 00:08:25.000]  假見證
[00:08:25.000 --> 00:08:29.000]  是特意去找人說一些不符合事實的東西
[00:08:29.000 --> 00:08:30.000]  來控告耶穌
[00:08:30.000 --> 00:08:31.000]  以致可以怎樣呢
[00:08:31.000 --> 00:08:33.000]  殺他
[00:08:33.000 --> 00:08:36.000]  這個是反映到罪
[00:08:36.000 --> 00:08:40.000]  是可以滲透到人心到一個地步
[00:08:40.000 --> 00:08:44.000]  變成一個邪惡的宗教群體
[00:08:44.000 --> 00:08:46.000]  我們如果沒有這樣去想
[00:08:46.000 --> 00:08:48.000]  我們就這樣看福音書
[00:08:48.000 --> 00:08:54.000]  感受不到這個宗教群體已經變成很邪惡
[00:08:54.000 --> 00:08:59.000]  是祭司長和全工會要致死他
[00:08:59.000 --> 00:09:00.000]  是驚訝的
[00:09:00.000 --> 00:09:04.000]  公義是蕩然無存
[00:09:04.000 --> 00:09:07.000]  我們再看多一段的經文
[00:09:07.000 --> 00:09:11.000]  這裡說到比拉多
[00:09:11.000 --> 00:09:16.000]  羅馬出了名要執行公義
[00:09:16.000 --> 00:09:18.000]  很公正的
[00:09:18.000 --> 00:09:20.000]  很嚴峻的羅馬律法
[00:09:20.000 --> 00:09:28.000]  但事實上都不能抵擋罪衝擊人的軟弱
[00:09:28.000 --> 00:09:31.000]  比拉多當時最有權力的人
[00:09:31.000 --> 00:09:32.000]  他做什麼呢
[00:09:32.000 --> 00:09:36.000]  他說他怎樣勸那些猶太人的領袖呢
[00:09:36.000 --> 00:09:38.000]  這個耶穌是沒有罪的
[00:09:38.000 --> 00:09:39.000]  找不到什麼罪
[00:09:39.000 --> 00:09:40.000]  放走他
[00:09:40.000 --> 00:09:42.000]  你們放不放走他呢
[00:09:42.000 --> 00:09:43.000]  不肯
[00:09:43.000 --> 00:09:46.000]  反而看到他們要伸亂
[00:09:46.000 --> 00:09:47.000]  就怎樣
[00:09:47.000 --> 00:09:49.000]  我不理這件事
[00:09:49.000 --> 00:09:50.000]  我無辜的
[00:09:50.000 --> 00:09:51.000]  但他有權的
[00:09:51.000 --> 00:09:54.000]  他不能夠脫離這個責任
[00:09:54.000 --> 00:09:56.000]  他就這樣
[00:09:56.000 --> 00:10:00.000]  為了迎合多數人的意見
[00:10:00.000 --> 00:10:06.000]  這樣來將耶穌決定釘死十字架
[00:10:06.000 --> 00:10:08.000]  把他鞭打
[00:10:08.000 --> 00:10:10.000]  交給人釘在十字架
[00:10:10.000 --> 00:10:13.000]  將一個囚犯釋放
[00:10:13.000 --> 00:10:16.000]  主耶穌就像一個羔羊一樣
[00:10:16.000 --> 00:10:18.000]  完全是被動的
[00:10:18.000 --> 00:10:19.000]  把耶穌鞭打了
[00:10:19.000 --> 00:10:22.000]  聖經描述他是一個被動的角色
[00:10:22.000 --> 00:10:25.000]  如果我們離開今天的101節
[00:10:25.000 --> 00:10:28.000]  去到28節再看下去
[00:10:28.000 --> 00:10:31.000]  你會看到主耶穌為他們受的苦
[00:10:31.000 --> 00:10:35.000]  好像人人宰割一樣
[00:10:35.000 --> 00:10:37.000]  他們給了他脫離衣服
[00:10:37.000 --> 00:10:40.000]  穿上一件珠紅色袍子
[00:10:40.000 --> 00:10:42.000]  用荊棘鞭做冠冕
[00:10:42.000 --> 00:10:44.000]  戴在他頭上
[00:10:44.000 --> 00:10:49.000]  拿一根老子放在他右手裡
[00:10:49.000 --> 00:10:50.000]  跪在他面前
[00:10:50.000 --> 00:10:51.000]  氣囊他說
[00:10:51.000 --> 00:10:53.000]  恭喜猶太人的王
[00:10:53.000 --> 00:10:56.000]  套陀膜在他臉上
[00:10:56.000 --> 00:10:59.000]  由老子來打他的頭
[00:10:59.000 --> 00:11:03.000]  我們的主為了拯救人的緣故
[00:11:03.000 --> 00:11:04.000]  人人宰割
[00:11:04.000 --> 00:11:07.000]  在經文裡給我們的感覺是
[00:11:07.000 --> 00:11:11.000]  敵人好像很有權利
[00:11:11.000 --> 00:11:13.000]  很有力量
[00:11:13.000 --> 00:11:15.000]  做什麼都可以
[00:11:15.000 --> 00:11:17.000]  我不知道你作為耶穌基督的門徒
[00:11:17.000 --> 00:11:19.000]  有沒有遇到這樣的情況
[00:11:19.000 --> 00:11:22.000]  覺得有些微信主的人
[00:11:22.000 --> 00:11:25.000]  好像很powerful
[00:11:25.000 --> 00:11:27.000]  他們做的事情
[00:11:27.000 --> 00:11:30.000]  你不喜歡也沒辦法
[00:11:30.000 --> 00:11:31.000]  如果不關你的事
[00:11:31.000 --> 00:11:32.000]  你還覺得會好一點
[00:11:32.000 --> 00:11:34.000]  但你還是會很生氣
[00:11:34.000 --> 00:11:35.000]  但有些時候
[00:11:35.000 --> 00:11:37.000]  你是under他
[00:11:37.000 --> 00:11:39.000]  你是要受他影響
[00:11:39.000 --> 00:11:41.000]  你就更加難過
[00:11:41.000 --> 00:11:43.000]  我們在這裡
[00:11:43.000 --> 00:11:46.000]  我想說的第一個功課就是
[00:11:46.000 --> 00:11:48.000]  行神的道路
[00:11:48.000 --> 00:11:52.000]  是需要預備面對挑戰的
[00:11:52.000 --> 00:11:56.000]  這是我們需要計算代價的
[00:11:56.000 --> 00:11:58.000]  我們需要知道的
[00:11:58.000 --> 00:12:01.000]  敵人在所做的事情中
[00:12:01.000 --> 00:12:04.000]  仍然在上帝的掌握裡
[00:12:04.000 --> 00:12:06.000]  所以我們不需要害怕
[00:12:06.000 --> 00:12:13.000]  好像我們現在經常聽到的伊斯蘭國的暴行
[00:12:13.000 --> 00:12:16.000]  是令人很憤怒的
[00:12:16.000 --> 00:12:19.000]  因為他們濫殺無辜
[00:12:19.000 --> 00:12:24.000]  他們支持自己的極端神學
[00:12:24.000 --> 00:12:26.000]  極端的回教神學
[00:12:26.000 --> 00:12:29.000]  他們連穆斯林都殺
[00:12:29.000 --> 00:12:33.000]  甚至他們殺穆斯林的數目
[00:12:33.000 --> 00:12:36.000]  是多於殺基督徒的數目
[00:12:36.000 --> 00:12:40.000]  他們是瘋狂到這個地步
[00:12:40.000 --> 00:12:45.000]  巴黎的事件令我們非常痛心
[00:12:45.000 --> 00:12:50.000]  我們看到他們好像很有能耐
[00:12:50.000 --> 00:12:52.000]  做什麼都可以
[00:12:52.000 --> 00:12:55.000]  但聖經的訊息告訴我們
[00:12:55.000 --> 00:12:58.000]  一切都是在上帝的掌握裡
[00:12:58.000 --> 00:13:02.000]  上帝會自己來執行公義
[00:13:02.000 --> 00:13:05.000]  如果我們不說他們
[00:13:05.000 --> 00:13:08.000]  我們說一些敵基督教的人
[00:13:08.000 --> 00:13:14.000]  或多或少都會在我們弟兄姊妹的生活或者工作的地方
[00:13:14.000 --> 00:13:19.000]  都給弟兄姊妹有些不好受的情況
[00:13:19.000 --> 00:13:22.000]  我曾經有一個年輕人
[00:13:22.000 --> 00:13:24.000]  是因為他的親人知道
[00:13:24.000 --> 00:13:26.000]  他的家人知道
[00:13:26.000 --> 00:13:32.000]  他一定會遵循上帝的指示來做十一奉獻
[00:13:32.000 --> 00:13:34.000]  處處為難他
[00:13:34.000 --> 00:13:39.000]  令他活在很痛苦的日子裡
[00:13:39.000 --> 00:13:45.000]  有些年輕人因為洗禮的原因
[00:13:45.000 --> 00:13:49.000]  讓自己的家人向他發脾氣
[00:13:49.000 --> 00:13:52.000]  不跟他說話
[00:13:52.000 --> 00:13:55.000]  有一個姐妹因為分崇拜的原因
[00:13:55.000 --> 00:13:59.000]  聖經被爸爸撕毀了
[00:13:59.000 --> 00:14:03.000]  當然經常罵她
[00:14:03.000 --> 00:14:07.000]  在很多事情上
[00:14:07.000 --> 00:14:11.000]  有些時候基督徒覺得很無力
[00:14:11.000 --> 00:14:13.000]  很無助無力
[00:14:13.000 --> 00:14:16.000]  但敵人又好像為所欲為
[00:14:16.000 --> 00:14:20.000]  但聖經會告訴我們
[00:14:20.000 --> 00:14:22.000]  一切都是在上帝的掌握裡
[00:14:22.000 --> 00:14:26.000]  但基督徒需要有心理準備
[00:14:26.000 --> 00:14:28.000]  我們需要面對挑戰
[00:14:28.000 --> 00:14:31.000]  如果我們連心理預備都沒有
[00:14:31.000 --> 00:14:34.000]  我們在面對這些情況的時候
[00:14:34.000 --> 00:14:36.000]  我們一就是妥協
[00:14:36.000 --> 00:14:41.000]  一就是我們的信仰崩潰
[00:14:41.000 --> 00:14:44.000]  我們可能會離開
[00:14:44.000 --> 00:14:47.000]  我們需要有心理準備
[00:14:47.000 --> 00:14:51.000]  以前的逼迫好像離我們很遠
[00:14:51.000 --> 00:14:57.000]  但伊斯蘭國在各個地方所做的事情
[00:14:57.000 --> 00:14:59.000]  我們突然間發覺
[00:14:59.000 --> 00:15:02.000]  可以發生在任何一個地方
[00:15:02.000 --> 00:15:05.000]  甚至我們去旅行
[00:15:05.000 --> 00:15:07.000]  都可以發生這些事情
[00:15:07.000 --> 00:15:10.000]  突然間離我們很近
[00:15:10.000 --> 00:15:13.000]  但我們做好心理準備沒有
[00:15:13.000 --> 00:15:16.000]  就是要面對各種挑戰
[00:15:16.000 --> 00:15:18.000]  這是行神的道路
[00:15:18.000 --> 00:15:20.000]  我們要學的第一個功課
[00:15:20.000 --> 00:15:22.000]  但巴黎的事件
[00:15:22.000 --> 00:15:25.000]  令我有一個很大的反省
[00:15:25.000 --> 00:15:29.000]  就是我沒有很仁慈
[00:15:29.000 --> 00:15:31.000]  我的祈禱是什麼呢
[00:15:31.000 --> 00:15:33.000]  當我聽到那宗新聞的時候
[00:15:33.000 --> 00:15:34.000]  我的祈禱是
[00:15:34.000 --> 00:15:39.000]  神要恕我們
[00:15:39.000 --> 00:15:41.000]  我們
[00:15:41.000 --> 00:15:44.000]  我想神自己有自己的原因
[00:15:44.000 --> 00:15:49.000]  令我們生長在一個受教育比較好的地方
[00:15:49.000 --> 00:15:53.000]  一個宗教比較自由的地方
[00:15:53.000 --> 00:15:57.000]  我們變成我們今天的人
[00:15:57.000 --> 00:16:00.000]  我們大多數不會去到這麼極端的情況
[00:16:00.000 --> 00:16:04.000]  倘若我們不是生長在這些地方
[00:16:04.000 --> 00:16:08.000]  倘若我們是生長在他們那裡的地方
[00:16:08.000 --> 00:16:10.000]  受到這樣的影響
[00:16:10.000 --> 00:16:15.000]  罪仍然會影響我們
[00:16:15.000 --> 00:16:20.000]  我們怎麼能說我們不會這麼瘋狂呢
[00:16:20.000 --> 00:16:24.000]  所以真是求神憐憫我們人
[00:16:24.000 --> 00:16:27.000]  這樣的角度來看
[00:16:27.000 --> 00:16:29.000]  我們更加珍惜我們的救恩
[00:16:29.000 --> 00:16:33.000]  是上帝真是救到我們什麼為善
[00:16:33.000 --> 00:16:35.000]  什麼為好
[00:16:35.000 --> 00:16:38.000]  我們看第二方面,滿圖
[00:16:38.000 --> 00:16:41.000]  滿圖似乎是完全的失敗
[00:16:41.000 --> 00:16:43.000]  我們看那裡
[00:16:43.000 --> 00:16:46.000]  猶弟說
[00:16:46.000 --> 00:16:48.000]  我給你們一個暗號
[00:16:48.000 --> 00:16:51.000]  他和一同來的羅馬兵
[00:16:51.000 --> 00:16:52.000]  就說給你一個暗號
[00:16:52.000 --> 00:16:55.000]  我和哪一個親嘴
[00:16:55.000 --> 00:16:56.000]  那個就是耶穌
[00:16:56.000 --> 00:16:58.000]  你們就可以抓他
[00:16:58.000 --> 00:17:02.000]  親嘴原本是那時候很普遍
[00:17:02.000 --> 00:17:06.000]  而且是很親密的一個行動
[00:17:06.000 --> 00:17:08.000]  但是這個親密
[00:17:08.000 --> 00:17:11.000]  變成一個出賣的暗號
[00:17:11.000 --> 00:17:14.000]  滿圖似乎是完全失敗的
[00:17:14.000 --> 00:17:16.000]  第二,22節那裡說
[00:17:16.000 --> 00:17:18.000]  他們就憂愁
[00:17:18.000 --> 00:17:21.000]  他們是誰呢?滿圖
[00:17:21.000 --> 00:17:23.000]  當時發生什麼事呢?
[00:17:23.000 --> 00:17:27.000]  耶穌在晚餐的時候突然說
[00:17:27.000 --> 00:17:31.000]  你們中間有人會出賣我
[00:17:31.000 --> 00:17:33.000]  滿圖就一個個問
[00:17:33.000 --> 00:17:35.000]  是不是我?是不是我?
[00:17:35.000 --> 00:17:36.000]  很緊張
[00:17:36.000 --> 00:17:38.000]  他們憂愁就一個個問耶穌
[00:17:38.000 --> 00:17:39.000]  主呀,是我什麼?
[00:17:39.000 --> 00:17:41.000]  主呀,是我什麼?
[00:17:41.000 --> 00:17:43.000]  但是猶太人怎麼問呢?
[00:17:43.000 --> 00:17:44.000]  猶太人就問
[00:17:44.000 --> 00:17:47.000]  拉比,是我什麼?
[00:17:47.000 --> 00:17:48.000]  很有趣的
[00:17:48.000 --> 00:17:49.000]  你看到這段經文的時候
[00:17:49.000 --> 00:17:51.000]  你看到這個分別
[00:17:51.000 --> 00:17:52.000]  每個滿圖都說
[00:17:52.000 --> 00:17:54.000]  主呀,是我什麼?
[00:17:54.000 --> 00:17:55.000]  猶太人就問
[00:17:55.000 --> 00:17:57.000]  拉比,是我什麼?
[00:17:57.000 --> 00:17:58.000]  對其他滿圖來說
[00:17:58.000 --> 00:18:02.000]  主是他的主,主宰
[00:18:02.000 --> 00:18:04.000]  但是猶太人一直反映出來
[00:18:04.000 --> 00:18:05.000]  是一個老師
[00:18:05.000 --> 00:18:08.000]  一個拉比,是我什麼?
[00:18:08.000 --> 00:18:11.000]  他的心不在主那裡
[00:18:11.000 --> 00:18:14.000]  他的心在金錢那裡
[00:18:14.000 --> 00:18:17.000]  我們看另外一個
[00:18:17.000 --> 00:18:18.000]  彼得
[00:18:18.000 --> 00:18:21.000]  彼得是不是好像完全失敗一樣
[00:18:21.000 --> 00:18:22.000]  彼得很有趣
[00:18:22.000 --> 00:18:23.000]  你們要留意一下彼得
[00:18:23.000 --> 00:18:24.000]  彼得就說
[00:18:24.000 --> 00:18:26.000]  我就是必須和你死
[00:18:26.000 --> 00:18:28.000]  有一種不能不認你
[00:18:28.000 --> 00:18:31.000]  這是耶穌預言了他會不認他
[00:18:31.000 --> 00:18:32.000]  他就這樣說
[00:18:32.000 --> 00:18:34.000]  第二他就說什麼呢?
[00:18:34.000 --> 00:18:37.000]  當那些人來抓耶穌的時候
[00:18:37.000 --> 00:18:38.000]  他就怎樣呢?
[00:18:38.000 --> 00:18:39.000]  要幫助耶穌
[00:18:39.000 --> 00:18:40.000]  很勇敢
[00:18:40.000 --> 00:18:42.000]  有跟隨耶穌的一個人
[00:18:42.000 --> 00:18:45.000]  這裡就說跟隨耶穌的一個人
[00:18:45.000 --> 00:18:46.000]  如果你看到《約翰福音》
[00:18:46.000 --> 00:18:47.000]  十八章那裡
[00:18:47.000 --> 00:18:50.000]  他指明是彼得
[00:18:50.000 --> 00:18:53.000]  但是《馬太福音》要教導我們什麼呢?
[00:18:53.000 --> 00:18:55.000]  跟隨耶穌的人不應該怎樣
[00:18:55.000 --> 00:18:56.000]  跟隨耶穌的人
[00:18:56.000 --> 00:18:58.000]  他伸手拔出刀來
[00:18:58.000 --> 00:19:01.000]  將大祭司的僕人砍了一刀
[00:19:01.000 --> 00:19:03.000]  削掉一個耳朵
[00:19:03.000 --> 00:19:07.000]  這裡就看到他是用自己的方法
[00:19:07.000 --> 00:19:09.000]  想來幫助耶穌
[00:19:09.000 --> 00:19:10.000]  另外呢
[00:19:10.000 --> 00:19:13.000]  五十七字的時候
[00:19:13.000 --> 00:19:15.000]  當耶穌被捕的時候
[00:19:15.000 --> 00:19:18.000]  去到大祭司乖亞發那裡的時候
[00:19:18.000 --> 00:19:21.000]  彼得是怎樣來跟隨耶穌呢?
[00:19:21.000 --> 00:19:22.000]  遠遠地
[00:19:22.000 --> 00:19:24.000]  遠遠地來跟隨耶穌
[00:19:24.000 --> 00:19:26.000]  最後彼得是怎樣呢?
[00:19:26.000 --> 00:19:28.000]  當很多人認得出
[00:19:28.000 --> 00:19:32.000]  他就是耶穌的門徒之一的時候
[00:19:32.000 --> 00:19:34.000]  大家很熟悉的
[00:19:34.000 --> 00:19:36.000]  極力地來否認
[00:19:36.000 --> 00:19:37.000]  不認耶穌
[00:19:37.000 --> 00:19:41.000]  最後他甚至是發咒
[00:19:41.000 --> 00:19:42.000]  起誓的說
[00:19:42.000 --> 00:19:46.000]  我不認得這個人
[00:19:46.000 --> 00:19:49.000]  我們再看看彼得作為門徒
[00:19:49.000 --> 00:19:51.000]  他發生了什麼事
[00:19:51.000 --> 00:19:53.000]  彼得開始的時候
[00:19:53.000 --> 00:19:59.000]  他只認為自己夠忠心
[00:19:59.000 --> 00:20:01.000]  我們作為耶穌基督門徒
[00:20:01.000 --> 00:20:04.000]  有時我們也會有這些旨意
[00:20:04.000 --> 00:20:06.000]  我們覺得很有把握
[00:20:06.000 --> 00:20:07.000]  我們夠忠心
[00:20:07.000 --> 00:20:08.000]  但彼得是覺得
[00:20:08.000 --> 00:20:09.000]  我不會的
[00:20:09.000 --> 00:20:10.000]  我不會出賣你的
[00:20:10.000 --> 00:20:12.000]  我不會不認你的
[00:20:12.000 --> 00:20:14.000]  他自認忠心
[00:20:14.000 --> 00:20:15.000]  第二
[00:20:15.000 --> 00:20:19.000]  他是用自己的方法來幫助耶穌
[00:20:19.000 --> 00:20:20.000]  他做什麼呢?
[00:20:20.000 --> 00:20:21.000]  出刀
[00:20:21.000 --> 00:20:23.000]  動刀
[00:20:23.000 --> 00:20:25.000]  用自己的方法來覺得
[00:20:25.000 --> 00:20:27.000]  我這樣可以幫助到耶穌
[00:20:27.000 --> 00:20:32.000]  這是否行在神的道路的門徒呢?
[00:20:32.000 --> 00:20:33.000]  當然不是
[00:20:33.000 --> 00:20:34.000]  第三
[00:20:34.000 --> 00:20:39.000]  你看到他漸漸遠遠地跟著耶穌
[00:20:39.000 --> 00:20:40.000]  一步一步地
[00:20:40.000 --> 00:20:41.000]  開始的時候
[00:20:41.000 --> 00:20:43.000]  因為他由血氣開始
