
[00:00:00.000 --> 00:00:02.000]  在上年11月
[00:02:33.000 --> 00:02:37.000]  以前香港沒有試過
[00:02:37.000 --> 00:02:40.000]  幾十年一遇或八年一遇都會發生
[00:02:40.000 --> 00:02:41.000]  例如現在一月的時候
[00:02:41.000 --> 00:02:43.000]  五十九年一遇最冷的天氣
[00:02:43.000 --> 00:02:47.000]  甚至有時從未想過這麼大的對風
[00:02:47.000 --> 00:02:50.000]  從未想過這麼巨大的海嘯出現
[00:02:50.000 --> 00:02:52.000]  都會在這種情況出現
[00:02:52.000 --> 00:02:54.000]  這就是全球暖化的問題
[00:02:54.000 --> 00:03:00.000]  其中因為全球暖化導致冰融化帶來水位上升
[00:03:00.000 --> 00:03:03.000]  有些海島倒過
[00:03:03.000 --> 00:03:07.000]  因為要面對被淹沒的情況
[00:03:07.000 --> 00:03:10.000]  於是居民無宿家園離開
[00:03:10.000 --> 00:03:12.000]  其實很不公平
[00:03:12.000 --> 00:03:13.000]  為什麼不公平?
[00:03:13.000 --> 00:03:17.000]  因為他們的溫室氣體或碳排放是最低的
[00:03:17.000 --> 00:03:22.000]  但最多的地方碳排放最多的是歐美
[00:03:22.000 --> 00:03:24.000]  包括我們香港和中國大陸
[00:03:24.000 --> 00:03:26.000]  包括在東南亞的工廠
[00:03:26.000 --> 00:03:29.000]  最多的溫室氣體排放
[00:03:29.000 --> 00:03:31.000]  但他們不會陸沉、被淹沒
[00:03:31.000 --> 00:03:35.000]  但排放最少的地方就受了這種苦
[00:03:35.000 --> 00:03:39.000]  所以其實間別地導致人沒有家園的情況出現
[00:03:39.000 --> 00:03:42.000]  是很不公平的,他們也很無辜
[00:03:42.000 --> 00:03:48.000]  而這個全球暖化帶來的問題
[00:03:48.000 --> 00:03:53.000]  就是很多生態的奇怪現象出現了
[00:03:53.000 --> 00:03:58.000]  甚至生態系統裡的食物鏈也被破壞了
[00:03:58.000 --> 00:04:01.000]  某一種食物鏈裡的某個不見了
[00:04:01.000 --> 00:04:04.000]  因為早出現或氣候不適宜生存的時候
[00:04:04.000 --> 00:04:06.000]  整個食物鏈就出了問題
[00:04:06.000 --> 00:04:09.000]  整個問題最後也影響了人類
[00:04:09.000 --> 00:04:12.000]  也影響了我們的情況
[00:04:12.000 --> 00:04:18.000]  而這些碳排放、溫室氣體的排放
[00:04:18.000 --> 00:04:20.000]  你們有沒有份參與?
[00:04:20.000 --> 00:04:22.000]  我們開冷氣就有
[00:04:22.000 --> 00:04:24.000]  我們開冷氣已經造成了
[00:04:24.000 --> 00:04:28.000]  我們試車的排放,我們用交通工具造成了
[00:04:28.000 --> 00:04:32.000]  有些要焚化燒掉的東西也造成了
[00:04:32.000 --> 00:04:36.000]  我也有份參與
[00:04:36.000 --> 00:04:39.000]  這個地球原本是上帝所創造的
[00:04:39.000 --> 00:04:41.000]  我們這個世界真的不理會
[00:04:41.000 --> 00:04:43.000]  這個地球真的不理會
[00:04:43.000 --> 00:04:46.000]  主天贖雪神的榮耀
[00:04:46.000 --> 00:04:48.000]  窮娼傳揚神的手段
[00:04:48.000 --> 00:04:51.000]  但今天可能有一次你再去大自然看的時候
[00:04:51.000 --> 00:04:52.000]  你就覺得不理會了
[00:04:52.000 --> 00:04:57.000]  很多破壞、很多垃圾在裡面
[00:04:57.000 --> 00:05:03.000]  在聖經創世紀第一第二章裡面
[00:05:03.000 --> 00:05:05.000]  記載了上帝創造這個世界
[00:05:05.000 --> 00:05:08.000]  用了六天創造天地一切
[00:05:08.000 --> 00:05:10.000]  包括人類出去休息
[00:05:10.000 --> 00:05:12.000]  然後上帝有些命令、有些任務
[00:05:12.000 --> 00:05:14.000]  吩咐給人的
[00:05:14.000 --> 00:05:16.000]  這是第一第二章裡面的
[00:05:16.000 --> 00:05:18.000]  然後第三章就是記載了人類犯罪
[00:05:18.000 --> 00:05:20.000]  阮滅了上帝
[00:05:20.000 --> 00:05:22.000]  於是罪就在這個世界上出現
[00:05:22.000 --> 00:05:24.000]  但是在第一和第二章的時候
[00:05:24.000 --> 00:05:26.000]  上帝特別吩咐
[00:05:26.000 --> 00:05:27.000]  上帝做了人之後
[00:05:27.000 --> 00:05:30.000]  特別吩咐有個任務給人的
[00:05:30.000 --> 00:05:31.000]  是什麼任務呢?
[00:05:31.000 --> 00:05:33.000]  我們一起讀一讀這幾節聖經好嗎?
[00:05:33.000 --> 00:05:36.000]  創世紀一章二十六至二十八
[00:05:36.000 --> 00:05:38.000]  和二章十五預備起
[00:05:38.000 --> 00:05:42.000]  神說:我們要照著我們的形象
[00:05:42.000 --> 00:05:44.000]  按照我們的樣式做人
[00:05:44.000 --> 00:05:47.000]  使他們管理海裡的魚
[00:05:47.000 --> 00:05:48.000]  空中的鳥
[00:05:48.000 --> 00:05:51.000]  地上的生畜和泉地
[00:05:51.000 --> 00:05:54.000]  並地上所爬的一切昆蟲
[00:05:54.000 --> 00:05:57.000]  神就照著自己的形象做人
[00:05:57.000 --> 00:05:59.000]  乃至照著他的形象
[00:05:59.000 --> 00:06:00.000]  做男做女
[00:06:00.000 --> 00:06:02.000]  神就賜福給他們
[00:06:02.000 --> 00:06:04.000]  有句他們說
[00:06:04.000 --> 00:06:06.000]  要生養眾多
[00:06:06.000 --> 00:06:07.000]  遍滿地面
[00:06:07.000 --> 00:06:08.000]  治理這地
[00:06:08.000 --> 00:06:11.000]  也要管理海裡的魚
[00:06:11.000 --> 00:06:12.000]  空中的鳥
[00:06:12.000 --> 00:06:15.000]  和地上各樣行動的活物
[00:06:15.000 --> 00:06:19.000]  也要將那人安置在伊甸園
[00:06:19.000 --> 00:06:21.000]  視生修理看守
[00:06:21.000 --> 00:06:24.000]  這裡說到上帝創造了人類的時候
[00:06:24.000 --> 00:06:27.000]  給人類有一個這樣的任務
[00:06:27.000 --> 00:06:28.000]  也就是使命
[00:06:28.000 --> 00:06:30.000]  我們稱之為文化使命
[00:06:30.000 --> 00:06:32.000]  就是要管理這個大地
[00:06:32.000 --> 00:06:33.000]  治理這個大地
[00:06:33.000 --> 00:06:35.000]  其中第二節這樣說
[00:06:35.000 --> 00:06:36.000]  第二章十五節說
[00:06:36.000 --> 00:06:40.000]  要去修理和看守這個大地
[00:06:40.000 --> 00:06:42.000]  這個是給人類
[00:06:42.000 --> 00:06:44.000]  這個不是單單給基督徒
[00:06:44.000 --> 00:06:46.000]  不是基督徒就不需要領會
[00:06:46.000 --> 00:06:47.000]  是所有人類
[00:06:47.000 --> 00:06:49.000]  所以基督徒更加要領會
[00:06:49.000 --> 00:06:50.000]  因為上帝創造的時候
[00:06:50.000 --> 00:06:52.000]  我們每一個人都有一個禁忌
[00:06:52.000 --> 00:06:54.000]  就是沒有使命在裡面
[00:06:54.000 --> 00:06:56.000]  當我們說到文化使命的時候
[00:06:56.000 --> 00:06:57.000]  或者是果斷性意義的時候
[00:06:57.000 --> 00:06:58.000]  我們很自然就想到
[00:06:58.000 --> 00:07:01.000]  是說這個地球大自然的保護
[00:07:01.000 --> 00:07:02.000]  這個固然
[00:07:02.000 --> 00:07:04.000]  其實說得很清楚
[00:07:04.000 --> 00:07:06.000]  但文化使命不單止是說
[00:07:06.000 --> 00:07:08.000]  這個地球大自然的管理
[00:07:08.000 --> 00:07:14.000]  也都涉及到人類生活文化範疇裡面的範圍
[00:07:14.000 --> 00:07:16.000]  包括我們文化藝術
[00:07:16.000 --> 00:07:17.000]  宗教
[00:07:17.000 --> 00:07:19.000]  民生社會政治
[00:07:19.000 --> 00:07:21.000]  各行各業裡面的文化
[00:07:21.000 --> 00:07:23.000]  裡面的文化若有含有罪惡
[00:07:23.000 --> 00:07:27.000]  或者是被扭曲了一些尾線的情況之下
[00:07:27.000 --> 00:07:29.000]  人類就有這個責任
[00:07:29.000 --> 00:07:32.000]  你這個文化使命去扭正來更新
[00:07:32.000 --> 00:07:35.000]  以至能夠回應上帝原初所創造
[00:07:35.000 --> 00:07:37.000]  設立那份的尾義
[00:07:37.000 --> 00:07:39.000]  尾線在哪裡
[00:07:39.000 --> 00:07:40.000]  這個就是文化使命
[00:07:40.000 --> 00:07:43.000]  而作為人類就有一份子
[00:07:43.000 --> 00:07:45.000]  當然基督徒也都不例外
[00:07:45.000 --> 00:07:47.000]  我們舉一個例子
[00:07:47.000 --> 00:07:49.000]  你見到那幅圖畫嗎
[00:07:49.000 --> 00:07:50.000]  扎腳
[00:07:50.000 --> 00:07:53.000]  我起初想找一隻脫了布的給大家看
[00:07:53.000 --> 00:07:55.000]  不過我怕很噁心
[00:07:55.000 --> 00:07:57.000]  大家在裡面不太舒服
[00:07:57.000 --> 00:07:59.000]  我找一個有布擋住的
[00:07:59.000 --> 00:08:00.000]  扎腳
[00:08:00.000 --> 00:08:03.000]  這是一個很扭曲的文化
[00:08:03.000 --> 00:08:04.000]  不知道多少天年
[00:08:04.000 --> 00:08:05.000]  中國人不是多少天年
[00:08:05.000 --> 00:08:06.000]  中國人以前不知道為什麼
[00:08:06.000 --> 00:08:09.000]  有一種這樣的審美眼光
[00:08:09.000 --> 00:08:10.000]  就是男人
[00:08:10.000 --> 00:08:12.000]  就是要拆三寸金蓮
[00:08:12.000 --> 00:08:13.000]  這樣才漂亮
[00:08:13.000 --> 00:08:15.000]  於是女性就要扎腳
[00:08:15.000 --> 00:08:17.000]  一出生就要扎腳
[00:08:17.000 --> 00:08:18.000]  自小就扎腳
[00:08:18.000 --> 00:08:19.000]  扎成這樣
[00:08:19.000 --> 00:08:20.000]  扭曲了它
[00:08:20.000 --> 00:08:22.000]  但當傳教士來到中國的時候
[00:08:22.000 --> 00:08:23.000]  裡面見到這樣的情況
[00:08:23.000 --> 00:08:25.000]  他覺得是不妥當的
[00:08:25.000 --> 00:08:26.000]  因為上帝創造人
[00:08:26.000 --> 00:08:28.000]  給人的腳是很健康的
[00:08:28.000 --> 00:08:29.000]  很自然的 很天然的
[00:08:29.000 --> 00:08:30.000]  就這樣走路
[00:08:30.000 --> 00:08:33.000]  現在變成了為了滿足某些
[00:08:33.000 --> 00:08:35.000]  男性扭曲的審美觀念
[00:08:35.000 --> 00:08:37.000]  以致造成這樣
[00:08:37.000 --> 00:08:39.000]  以致他們辛苦一輩子
[00:08:39.000 --> 00:08:41.000]  以致他們提倡要改善
[00:08:41.000 --> 00:08:42.000]  所以入讀他們的學校的時候
[00:08:42.000 --> 00:08:44.000]  所有女性都不准前足
[00:08:44.000 --> 00:08:46.000]  就是不可以扎腳
[00:08:46.000 --> 00:08:47.000]  另外就推動一個
[00:08:47.000 --> 00:08:48.000]  叫做天足運動
[00:08:48.000 --> 00:08:50.000]  天就是天然的意思
[00:08:50.000 --> 00:08:52.000]  就是腳有天然的本
[00:08:52.000 --> 00:08:53.000]  本來就是這樣
[00:08:53.000 --> 00:08:54.000]  就讓她這樣養
[00:08:54.000 --> 00:08:55.000]  以致她能夠更自然
[00:08:55.000 --> 00:08:57.000]  更舒服 更開心的生活
[00:08:57.000 --> 00:08:59.000]  就成立天足會
[00:08:59.000 --> 00:09:02.000]  來推動一個天足運動
[00:09:02.000 --> 00:09:04.000]  天然的腳
[00:09:04.000 --> 00:09:05.000]  這個就是改善
[00:09:05.000 --> 00:09:08.000]  這個扭曲的文化在裡面
[00:09:08.000 --> 00:09:10.000]  他不是傳福音
[00:09:10.000 --> 00:09:13.000]  但他有一個文化的使命
[00:09:13.000 --> 00:09:15.000]  這些是被扭曲的東西
[00:09:15.000 --> 00:09:17.000]  他覺得是需要去更正
[00:09:17.000 --> 00:09:21.000]  讓他回復上帝創造人原本
[00:09:21.000 --> 00:09:22.000]  那種的情況
[00:09:22.000 --> 00:09:24.000]  那種的美善在裡面
[00:09:24.000 --> 00:09:25.000]  簡單來說
[00:09:25.000 --> 00:09:26.000]  大家有時候都要留意
[00:09:26.000 --> 00:09:29.000]  社會上曾經有種族歧視
[00:09:29.000 --> 00:09:31.000]  黑人那些被歧視
[00:09:31.000 --> 00:09:34.000]  但現在也開始減少了
[00:09:34.000 --> 00:09:38.000]  奴隸制度也被取消了
[00:09:38.000 --> 00:09:40.000]  他說在男權之上
[00:09:40.000 --> 00:09:44.000]  現在也漸漸提升男女平等
[00:09:44.000 --> 00:09:45.000]  就是一些人
[00:09:45.000 --> 00:09:47.000]  裡面還有一些是小徒
[00:09:47.000 --> 00:09:51.000]  他看到這些文化的扭曲
[00:09:51.000 --> 00:09:53.000]  他了解到上帝的原意不是這樣
[00:09:53.000 --> 00:09:55.000]  於是在當中
[00:09:55.000 --> 00:09:57.000]  做這種根深柳澄的工作
[00:09:57.000 --> 00:10:00.000]  以致讓人恢復原本有的美善
[00:10:00.000 --> 00:10:03.000]  或者原本有的慰藉在裡面
[00:10:03.000 --> 00:10:07.000]  我自己就是基督教界
[00:10:07.000 --> 00:10:09.000]  也就是宗教界
[00:10:09.000 --> 00:10:12.000]  其實有一個行業我接觸比較多
[00:10:12.000 --> 00:10:16.000]  就是殯儀行業
[00:10:16.000 --> 00:10:19.000]  因為我們有些教殯儀
[00:10:19.000 --> 00:10:22.000]  接觸殯儀館的人士來處理
[00:10:22.000 --> 00:10:24.000]  特別是早期的時候
[00:10:24.000 --> 00:10:26.000]  我都沒有二十多年了
[00:10:26.000 --> 00:10:27.000]  早期的時候
[00:10:27.000 --> 00:10:30.000]  發覺跟今天的殯儀改變了很多文化
[00:10:30.000 --> 00:10:32.000]  最初做這些主禮的時候
[00:10:32.000 --> 00:10:36.000]  那些五族、殯儀館的人士就很大
[00:10:36.000 --> 00:10:38.000]  覺得我懂得多一點
[00:10:38.000 --> 00:10:39.000]  他們會教你怎樣做事
[00:10:39.000 --> 00:10:40.000]  有些事不是應該這樣擺
[00:10:40.000 --> 00:10:41.000]  不是這樣說
[00:10:41.000 --> 00:10:42.000]  要這樣做
[00:10:42.000 --> 00:10:43.000]  他們都會指示你
[00:10:43.000 --> 00:10:45.000]  特別是那些五族的人
[00:10:45.000 --> 00:10:46.000]  我在這裡處理
[00:10:46.000 --> 00:10:48.000]  他在後面後堂就說得大大聲聲
[00:10:48.000 --> 00:10:50.000]  但最近又要說髒話
[00:10:50.000 --> 00:10:53.000]  人家主家這麼傷這麼痛的時候
[00:10:53.000 --> 00:10:55.000]  你看他好像他沒什麼事
[00:10:55.000 --> 00:10:56.000]  還在說話
[00:10:56.000 --> 00:10:57.000]  影響人家的情況
[00:10:57.000 --> 00:11:00.000]  這些這樣的文化都有的
[00:11:00.000 --> 00:11:01.000]  有一次
[00:11:01.000 --> 00:11:02.000]  我記得我一次處理的時候
[00:11:02.000 --> 00:11:04.000]  他說「時間夠了牧師」
[00:11:04.000 --> 00:11:06.000]  我跟他說「時間夠了」
[00:11:06.000 --> 00:11:08.000]  「都不尊重主禮」
[00:11:08.000 --> 00:11:11.000]  「一時還要教你怎樣做」
[00:11:11.000 --> 00:11:13.000]  我們這些基督教儀式有我們自己
[00:11:13.000 --> 00:11:15.000]  他還要指示怎樣怎樣
[00:11:15.000 --> 00:11:19.000]  你發覺那些文化是很不妥當
[00:11:19.000 --> 00:11:21.000]  但今時今日就很不同
[00:11:21.000 --> 00:11:23.000]  今時今日不會了
[00:11:23.000 --> 00:11:24.000]  改變了
[00:11:24.000 --> 00:11:26.000]  所以當他們到我們主禮的時候
[00:11:26.000 --> 00:11:29.000]  就很有禮貌問我們怎樣做
[00:11:29.000 --> 00:11:30.000]  怎樣安排
[00:11:30.000 --> 00:11:31.000]  這樣好不好
[00:11:31.000 --> 00:11:32.000]  我說OK
[00:11:32.000 --> 00:11:33.000]  怎樣要處理
[00:11:33.000 --> 00:11:35.000]  很接受我們的意見
[00:11:35.000 --> 00:11:37.000]  而且服飾也改變了
[00:11:37.000 --> 00:11:39.000]  現在不叫旁觀人用基督教禮儀
[00:11:39.000 --> 00:11:40.000]  要用詩儀
[00:11:40.000 --> 00:11:41.000]  穿黑色的
[00:11:41.000 --> 00:11:42.000]  以前穿白袍
[00:11:42.000 --> 00:11:46.000]  不配合我們基督教禮儀的情況
[00:11:46.000 --> 00:11:48.000]  現在變了
[00:11:48.000 --> 00:11:49.000]  以前在新頭
[00:11:49.000 --> 00:11:52.000]  去一些喪禮道教佛教的時候
[00:11:52.000 --> 00:11:53.000]  去到的時候
[00:11:53.000 --> 00:11:55.000]  究竟鞠躬還是三鞠躬
[00:11:55.000 --> 00:11:56.000]  還是蜜桃
[00:11:56.000 --> 00:11:57.000]  真的掙扎
[00:11:57.000 --> 00:11:58.000]  現在有些受過訓練的
[00:11:58.000 --> 00:11:59.000]  有些詩儀
[00:11:59.000 --> 00:12:00.000]  一去到的時候
[00:12:00.000 --> 00:12:01.000]  你低頭
[00:12:01.000 --> 00:12:02.000]  他就知道你是基督
[00:12:02.000 --> 00:12:04.000]  他就叫你低頭蜜桃
[00:12:04.000 --> 00:12:05.000]  普通人就叫你三鞠躬
[00:12:05.000 --> 00:12:07.000]  再上香
[00:12:07.000 --> 00:12:09.000]  為什麼會改變
[00:12:09.000 --> 00:12:10.000]  因為有些人
[00:12:10.000 --> 00:12:11.000]  或者基督徒
[00:12:11.000 --> 00:12:12.000]  從事這個行業的人
[00:12:12.000 --> 00:12:14.000]  發覺這個殯儀行業裡
[00:12:14.000 --> 00:12:16.000]  太不尊重喪禮
[00:12:16.000 --> 00:12:18.000]  住家人那種情況
[00:12:18.000 --> 00:12:19.000]  太沒規矩
[00:12:19.000 --> 00:12:20.000]  或者太凌亂
[00:12:20.000 --> 00:12:22.000]  於是有些人起來就改變
[00:12:22.000 --> 00:12:23.000]  就更新
[00:12:23.000 --> 00:12:24.000]  我不知道是什麼人
[00:12:24.000 --> 00:12:26.000]  不過我相信有部分是基督徒
[00:12:26.000 --> 00:12:29.000]  於是影響了今時的情況
[00:12:29.000 --> 00:12:30.000]  很不同
[00:12:30.000 --> 00:12:31.000]  很被尊重
[00:12:31.000 --> 00:12:34.000]  當你動得協調到基督教
[00:12:34.000 --> 00:12:37.000]  信徒來表示的時候
[00:12:37.000 --> 00:12:40.000]  需要用適當的詞語來表達
[00:12:40.000 --> 00:12:44.000]  這個就是文化的根深
[00:12:44.000 --> 00:12:46.000]  文化的使命
[00:12:46.000 --> 00:12:49.000]  基督徒不單止有職音使命
[00:12:49.000 --> 00:12:51.000]  還有文化使命
[00:12:51.000 --> 00:12:53.000]  可能今天他們的工作環境
[00:12:53.000 --> 00:12:54.000]  或者你的行業環境裡
[00:12:54.000 --> 00:12:55.000]  你發覺有時候
[00:12:55.000 --> 00:12:57.000]  這個文化一般般的時候
[00:12:57.000 --> 00:12:58.000]  其實你想一想
[00:12:58.000 --> 00:13:00.000]  上帝都可能安放你在這個環境
[00:13:00.000 --> 00:13:02.000]  在這個行業的文化裡
[00:13:02.000 --> 00:13:04.000]  去做一些工作
[00:13:04.000 --> 00:13:05.000]  做一些功夫
[00:13:05.000 --> 00:13:07.000]  當然我覺得不是容易
[00:13:07.000 --> 00:13:11.000]  但是有一個這樣的作用在裡面
[00:13:11.000 --> 00:13:18.000]  詩篇二十四篇第一節是這樣說
[00:13:18.000 --> 00:13:21.000]  地和其中所充滿的
[00:13:21.000 --> 00:13:23.000]  世界和諸葛其間的
[00:13:23.000 --> 00:13:25.000]  都屬耀華
[00:13:25.000 --> 00:13:26.000]  就是這個世界
[00:13:26.000 --> 00:13:27.000]  這個地球
[00:13:27.000 --> 00:13:28.000]  是上帝所創造
[00:13:28.000 --> 00:13:29.000]  裡面其中一切東西
[00:13:29.000 --> 00:13:31.000]  都是屬於上帝
[00:13:31.000 --> 00:13:33.000]  上帝就托付給人
[00:13:33.000 --> 00:13:35.000]  將他管理責任托付給人
[00:13:35.000 --> 00:13:37.000]  人就成為一個管家
[00:13:37.000 --> 00:13:40.000]  而奉天教我們所做管家的責任是什麼
[00:13:40.000 --> 00:13:41.000]  派到去什麼
[00:13:41.000 --> 00:13:43.000]  就要他有忠心
[00:13:43.000 --> 00:13:45.000]  忠心就是盡責
[00:13:45.000 --> 00:13:46.000]  我交託給你的時候
[00:13:46.000 --> 00:13:47.000]  你要盡力盡責
[00:13:47.000 --> 00:13:48.000]  做好它
[00:13:48.000 --> 00:13:50.000]  這個就是忠心在裡面
[00:13:50.000 --> 00:13:53.000]  上帝交託給我們什麼任務
[00:13:53.000 --> 00:13:55.000]  就說要去治理這個大地
[00:13:55.000 --> 00:13:57.000]  管理海裡的魚
[00:13:57.000 --> 00:13:58.000]  地上的一切
[00:13:58.000 --> 00:14:00.000]  現在十五節就說
[00:14:00.000 --> 00:14:03.000]  要去修理看守
[00:14:03.000 --> 00:14:06.000]  就好像一個花園裡面的園丁
[00:14:06.000 --> 00:14:07.000]  或者花王一樣
[00:14:07.000 --> 00:14:09.000]  修理看守
[00:14:09.000 --> 00:14:11.000]  管理我們都很明白
[00:14:11.000 --> 00:14:12.000]  看守是什麼
[00:14:12.000 --> 00:14:14.000]  看守就是免治有東西遭破壞
[00:14:14.000 --> 00:14:15.000]  就要看守著
[00:14:15.000 --> 00:14:18.000]  看著免治的日吞破壞了
[00:14:18.000 --> 00:14:20.000]  上帝給創造人的時候
[00:14:20.000 --> 00:14:22.000]  人類有一個任務
[00:14:22.000 --> 00:14:24.000]  就是守著這個大地
[00:14:24.000 --> 00:14:27.000]  免治遭受破壞
[00:14:27.000 --> 00:14:28.000]  不單止修理
[00:14:28.000 --> 00:14:30.000]  修理去形容一個花王
[00:14:30.000 --> 00:14:32.000]  你知道植物有時候生長得不好
[00:14:32.000 --> 00:14:34.000]  那情況如何
[00:14:34.000 --> 00:14:35.000]  就剪掉一些不好的地方
[00:14:35.000 --> 00:14:38.000]  讓它可以成長得更好
[00:14:38.000 --> 00:14:39.000]  或者開花
[00:14:39.000 --> 00:14:41.000]  這些就是修理在裡面
[00:14:41.000 --> 00:14:44.000]  就是上帝給人有一個責任
[00:14:44.000 --> 00:14:45.000]  在這個大地裡面
[00:14:45.000 --> 00:14:47.000]  要看有沒有一些東西破壞
[00:14:47.000 --> 00:14:49.000]  或者一些不好的東西出現的時候
[00:14:49.000 --> 00:14:50.000]  人類有一個責任
[00:14:50.000 --> 00:14:53.000]  看守和修理這個大地
[00:14:53.000 --> 00:14:55.000]  以至這個大地能夠
[00:14:55.000 --> 00:14:58.000]  繼續在裡面將上帝的榮美
[00:14:58.000 --> 00:15:01.000]  上帝創造的美善原意
[00:15:01.000 --> 00:15:05.000]  繼續去彰顯出來
[00:15:05.000 --> 00:15:09.000]  但今天當你在大自然世界看的時候
[00:15:09.000 --> 00:15:11.000]  你覺得大自然這個世界
[00:15:11.000 --> 00:15:12.000]  這個地球
[00:15:12.000 --> 00:15:14.000]  我們生活的地球
[00:15:14.000 --> 00:15:17.000]  能夠彰顯上帝的榮耀
[00:15:17.000 --> 00:15:22.000]  彰顯上帝創造的完善美好
[00:15:22.000 --> 00:15:25.000]  原因在哪裡
[00:15:25.000 --> 00:15:27.000]  問題在哪裡
[00:15:27.000 --> 00:15:31.000]  我想跟大家看一個影片
[00:15:31.000 --> 00:15:33.000]  這個影片就可以播放了
[00:15:33.000 --> 00:15:34.000]  麻煩了
[00:15:34.000 --> 00:15:35.000]  有聲音的
[00:15:35.000 --> 00:15:37.000]  麻煩你播出來
[00:15:37.000 --> 00:15:40.000]  這個影片就是說
[00:15:40.000 --> 00:15:42.000]  今天這個地球的破壞
[00:15:42.000 --> 00:15:43.000]  它的主要人類是什麼
[00:15:43.000 --> 00:15:45.000]  就是我們人類
[00:15:53.000 --> 00:15:54.000]  這是什麼
[00:16:23.000 --> 00:16:24.000]  這是什麼
[00:16:53.000 --> 00:16:54.000]  這是什麼
[00:16:54.000 --> 00:16:58.000]  這是什麼
[00:16:58.000 --> 00:17:01.000]  這是什麼
[00:17:22.000 --> 00:17:23.000]  這是什麼
[00:17:23.000 --> 00:17:27.000]  這是什麼
[00:17:27.000 --> 00:17:30.000]  這是什麼
[00:17:30.000 --> 00:17:33.000]  這是什麼
[00:17:33.000 --> 00:17:35.000]  這是什麼
[00:17:35.000 --> 00:17:37.000]  這是什麼
[00:17:37.000 --> 00:17:39.000]  這是什麼
[00:17:39.000 --> 00:17:41.000]  這是什麼
[00:17:41.000 --> 00:17:43.000]  這是什麼
[00:17:43.000 --> 00:17:45.000]  這是什麼
[00:17:45.000 --> 00:17:47.000]  這是什麼
[00:17:47.000 --> 00:17:49.000]  這是什麼
[00:17:49.000 --> 00:17:51.000]  這是什麼
[00:17:52.000 --> 00:17:53.000]  這是什麼
[00:17:53.000 --> 00:17:55.000]  這是什麼
[00:17:55.000 --> 00:17:57.000]  這是什麼
