
[00:00:00.000 --> 00:00:01.000]  領子們平安
[00:02:37.000 --> 00:02:39.000]  祂主動的
[00:02:39.000 --> 00:02:44.000]  帶門徒來到這個格拉森的地方
[00:02:44.000 --> 00:02:48.000]  在上文《某福音》的四章三十五到四十一節
[00:02:48.000 --> 00:02:52.000]  讓我們看到當耶穌基督帶領門徒的時候
[00:02:52.000 --> 00:02:55.000]  祂不是一帆風順就來到這個地方
[00:02:55.000 --> 00:02:57.000]  祂們經歷了大風大浪
[00:02:57.000 --> 00:03:00.000]  甚至聖經形容船要沉
[00:03:00.000 --> 00:03:03.000]  祂們甚至要死在海裏面
[00:03:03.000 --> 00:03:06.000]  經歷死裡逃生
[00:03:06.000 --> 00:03:10.000]  經歷了一大番的困難之後
[00:03:10.000 --> 00:03:13.000]  祂們才來到五章一節所講的
[00:03:13.000 --> 00:03:15.000]  祂們一上岸
[00:03:15.000 --> 00:03:20.000]  就有一個人迎面的衝過來
[00:03:20.000 --> 00:03:24.000]  當然這個不是一個普通的人
[00:03:24.000 --> 00:03:29.000]  是一個被鬼附的人
[00:03:29.000 --> 00:03:33.000]  下面我就嘗試用一個第一身的角度
[00:03:33.000 --> 00:03:37.000]  來表達這個被鬼附的人
[00:03:37.000 --> 00:03:41.000]  第一身的意思就是我會扮演這個人的角色
[00:03:41.000 --> 00:03:43.000]  就好像你看電影那樣
[00:03:43.000 --> 00:03:46.000]  想真實的將這個當事人
[00:03:46.000 --> 00:03:49.000]  他的心路歷程呈現出來
[00:03:49.000 --> 00:03:52.000]  意思是大家可以很專心的
[00:03:52.000 --> 00:03:55.000]  去嘗試聆聽一下這個被鬼附的人
[00:03:55.000 --> 00:03:58.000]  他的見證
[00:03:58.000 --> 00:04:09.000]  以下我開始就是來嘗試用這個角色
[00:04:09.000 --> 00:04:12.000]  我本來是一個很正常的人
[00:04:12.000 --> 00:04:14.000]  有家庭
[00:04:14.000 --> 00:04:16.000]  有朋友
[00:04:16.000 --> 00:04:19.000]  但不知什麼時候
[00:04:19.000 --> 00:04:22.000]  我竟然成為了被鬼附的人
[00:04:22.000 --> 00:04:24.000]  從那一刻開始
[00:04:24.000 --> 00:04:27.000]  我已經不再是我
[00:04:27.000 --> 00:04:30.000]  甚至乎我不再是人
[00:04:30.000 --> 00:04:31.000]  在被鬼附的時候
[00:04:31.000 --> 00:04:33.000]  我有很多不正常的行動
[00:04:33.000 --> 00:04:36.000]  我控制不了我自己
[00:04:36.000 --> 00:04:37.000]  我常常會失控
[00:04:37.000 --> 00:04:39.000]  我會大聲地叫
[00:04:39.000 --> 00:04:43.000]  甚至乎我有傷人的傾向
[00:04:43.000 --> 00:04:44.000]  很多人會怕我
[00:04:44.000 --> 00:04:46.000]  很多人會生我的氣
[00:04:46.000 --> 00:04:50.000]  當然有時候我是清醒的
[00:04:50.000 --> 00:04:51.000]  在清醒的時候
[00:04:51.000 --> 00:04:54.000]  我很討厭我自己
[00:04:54.000 --> 00:04:56.000]  我看著自己沒有穿衣服
[00:04:56.000 --> 00:04:58.000]  全身都是泥
[00:04:58.000 --> 00:05:02.000]  很難受
[00:05:02.000 --> 00:05:04.000]  很多時候人會在我清醒的時候
[00:05:04.000 --> 00:05:09.000]  可能用鐵鏈、用腳鏈去鎖著我
[00:05:09.000 --> 00:05:13.000]  甚至乎有人來看守著我
[00:05:13.000 --> 00:05:16.000]  他們怕我出去傷害人
[00:05:16.000 --> 00:05:19.000]  在人的眼中
[00:05:19.000 --> 00:05:22.000]  我已經不是一個人
[00:05:22.000 --> 00:05:27.000]  我只不過是一個會傷害人很危險的野獸
[00:05:27.000 --> 00:05:29.000]  打多數的時候
[00:05:29.000 --> 00:05:32.000]  我都不是我自己
[00:05:32.000 --> 00:05:34.000]  我多次被鬼控制
[00:05:34.000 --> 00:05:37.000]  並且這個鬼不是一兩隻
[00:05:37.000 --> 00:05:38.000]  在我身上的鬼
[00:05:38.000 --> 00:05:41.000]  比莫大拉的瑪利亞更多
[00:05:41.000 --> 00:05:43.000]  在他身上的有七個
[00:05:43.000 --> 00:05:45.000]  但控制我的有一群
[00:05:45.000 --> 00:05:49.000]  甚至乎有幾千個
[00:05:49.000 --> 00:05:52.000]  我長期地被折磨
[00:05:52.000 --> 00:05:53.000]  當鬼控制我的時候
[00:05:53.000 --> 00:05:54.000]  我會發瘋
[00:05:54.000 --> 00:05:57.000]  我會掙脫那些鎖鏈
[00:05:57.000 --> 00:06:00.000]  並且我會去到沒有人的地方
[00:06:00.000 --> 00:06:04.000]  去到曠野那裡
[00:06:04.000 --> 00:06:05.000]  其實有些時候
[00:06:05.000 --> 00:06:08.000]  不單止我自己生我的氣
[00:06:08.000 --> 00:06:10.000]  身邊的人都很生我的氣
[00:06:10.000 --> 00:06:14.000]  他們遠離我
[00:06:14.000 --> 00:06:17.000]  我的朋友當我是一個怪物
[00:06:17.000 --> 00:06:20.000]  沒有人喜歡和我一起
[00:06:20.000 --> 00:06:22.000]  我的家人不喜歡我
[00:06:22.000 --> 00:06:24.000]  放棄我
[00:06:24.000 --> 00:06:25.000]  我沒有家
[00:06:25.000 --> 00:06:27.000]  我又不住在家裡
[00:06:27.000 --> 00:06:32.000]  沒有朋友、沒有家人
[00:06:32.000 --> 00:06:33.000]  我唯一能夠存留的地方
[00:06:33.000 --> 00:06:36.000]  就是沒有人的地方
[00:06:36.000 --> 00:06:39.000]  遠離社區的墳墓
[00:06:39.000 --> 00:06:43.000]  因為在那裡只有我
[00:06:43.000 --> 00:06:56.000]  很孤單地在那裡守護
[00:06:56.000 --> 00:06:57.000]  領子妹
[00:06:57.000 --> 00:06:59.000]  這就是我第一身的表達
[00:06:59.000 --> 00:07:02.000]  嘗試在這裡暫時結束
[00:07:02.000 --> 00:07:06.000]  讓大家想一想
[00:07:06.000 --> 00:07:08.000]  感受一下
[00:07:08.000 --> 00:07:11.000]  如果你是一個被鬼附的人
[00:07:11.000 --> 00:07:16.000]  我想你一定是相當難受
[00:07:16.000 --> 00:07:21.000]  很難接受自己
[00:07:21.000 --> 00:07:24.000]  這個人當他被鬼附上的時候
[00:07:24.000 --> 00:07:27.000]  就是他失去了自己
[00:07:27.000 --> 00:07:30.000]  他看不起自己
[00:07:30.000 --> 00:07:33.000]  在這個人的眼中
[00:07:33.000 --> 00:07:38.000]  他是一個不可能有盼望的人
[00:07:38.000 --> 00:07:39.000]  不可能
[00:07:39.000 --> 00:07:42.000]  甚至別人覺得可以救他
[00:07:42.000 --> 00:07:45.000]  不可能可以拯救的一個人
[00:07:45.000 --> 00:07:46.000]  被鬼控制
[00:07:46.000 --> 00:07:48.000]  被鎖鏈鎖住
[00:07:48.000 --> 00:07:50.000]  完全不能夠自主
[00:07:50.000 --> 00:07:52.000]  我想今天我們四周圍
[00:07:52.000 --> 00:07:55.000]  可能很少遇到被鬼控制的人
[00:07:55.000 --> 00:07:58.000]  或者被鬼附的人
[00:07:58.000 --> 00:07:59.000]  但是我們可能發現
[00:07:59.000 --> 00:08:00.000]  越來越多人
[00:08:00.000 --> 00:08:05.000]  可能被某一些東西來控制
[00:08:05.000 --> 00:08:09.000]  以致受盡很多的折磨
[00:08:09.000 --> 00:08:10.000]  特別你發現
[00:08:10.000 --> 00:08:11.000]  我們現在活在一個
[00:08:11.000 --> 00:08:12.000]  相對來講
[00:08:12.000 --> 00:08:13.000]  有人形容我們今天
[00:08:13.000 --> 00:08:17.000]  是一個很病態的社會
[00:08:17.000 --> 00:08:18.000]  你發現可能我們見到
[00:08:18.000 --> 00:08:22.000]  很多科技進步了通訊工具很多
[00:08:22.000 --> 00:08:24.000]  但是人與人的距離
[00:08:24.000 --> 00:08:27.000]  好像就越來越遠
[00:08:27.000 --> 00:08:30.000]  我們今天的娛樂方式越來越多
[00:08:30.000 --> 00:08:33.000]  但是人好像就越來越空虛
[00:08:33.000 --> 00:08:35.000]  越來越孤單
[00:08:35.000 --> 00:08:38.000]  我們今天的人接受教育很多
[00:08:38.000 --> 00:08:42.000]  但是父母與子女的距離
[00:08:42.000 --> 00:08:45.000]  好像就越來越遠
[00:08:45.000 --> 00:08:48.000]  人呢彷彿是你和我上上都好像
[00:08:48.000 --> 00:08:51.000]  面對著一個缺少愛
[00:08:51.000 --> 00:08:54.000]  缺少肯定的一個現實
[00:08:54.000 --> 00:08:56.000]  一個社會
[00:08:56.000 --> 00:08:58.000]  以前你發現有些人
[00:08:58.000 --> 00:09:00.000]  在這樣的情況底下
[00:09:00.000 --> 00:09:03.000]  就不自願地來到去
[00:09:03.000 --> 00:09:08.000]  可能驗上某一些邪惡的影響
[00:09:08.000 --> 00:09:10.000]  慢慢地被吞食
[00:09:10.000 --> 00:09:12.000]  甚至乎上癮
[00:09:12.000 --> 00:09:14.000]  不能自拔
[00:09:14.000 --> 00:09:17.000]  不能完全地去控制
[00:09:17.000 --> 00:09:19.000]  在我過去的模樣裏面
[00:09:19.000 --> 00:09:22.000]  真的遇到很多不同的個案
[00:09:22.000 --> 00:09:24.000]  其中我想比較典型的
[00:09:24.000 --> 00:09:26.000]  就是所謂的病態賭徒
[00:09:26.000 --> 00:09:28.000]  不知道大家有沒有聽過
[00:09:28.000 --> 00:09:31.000]  當一個人沉迷於賭博的時候
[00:09:31.000 --> 00:09:32.000]  到了一個地步
[00:09:32.000 --> 00:09:35.000]  好像在精神來控制到
[00:09:35.000 --> 00:09:37.000]  他有一個慾望
[00:09:37.000 --> 00:09:39.000]  是不賭不行的
[00:09:39.000 --> 00:09:40.000]  常常賭了輸了
[00:09:40.000 --> 00:09:41.000]  又回去跟家裏拿錢
[00:09:41.000 --> 00:09:44.000]  或者四周圍現在網絡平台很方便
[00:09:44.000 --> 00:09:46.000]  在網絡去借錢
[00:09:46.000 --> 00:09:47.000]  借了錢之後又去賭
[00:09:47.000 --> 00:09:49.000]  賭輸了又回去繼續借
[00:09:49.000 --> 00:09:51.000]  然後這個循環
[00:09:51.000 --> 00:09:55.000]  不停地影響著他
[00:09:55.000 --> 00:09:58.000]  我在很多求救的弟兄姊妹
[00:09:58.000 --> 00:10:00.000]  或者是一些特別距離的家人
[00:10:00.000 --> 00:10:02.000]  有這樣的情況的時候
[00:10:02.000 --> 00:10:03.000]  在他們的眼神裏面
[00:10:03.000 --> 00:10:05.000]  在他們的分享裏面
[00:10:05.000 --> 00:10:07.000]  真的看到很多的無助
[00:10:07.000 --> 00:10:09.000]  很多的無力
[00:10:09.000 --> 00:10:11.000]  很多的徬徨
[00:10:11.000 --> 00:10:13.000]  真的好像感受到
[00:10:13.000 --> 00:10:16.000]  好像那個加拉森被鬼附近一樣
[00:10:16.000 --> 00:10:20.000]  不能夠控制他自己
[00:10:20.000 --> 00:10:23.000]  除了病態賭徒之外
[00:10:23.000 --> 00:10:25.000]  其實又有很多不同的病態
[00:10:25.000 --> 00:10:26.000]  不知道大家有沒有聽過
[00:10:26.000 --> 00:10:29.000]  病態上網
[00:10:29.000 --> 00:10:33.000]  這個也是我牧養的一個個案裏面
[00:10:33.000 --> 00:10:36.000]  那些小朋友他們在家裏打機
[00:10:36.000 --> 00:10:37.000]  上網
[00:10:37.000 --> 00:10:38.000]  爸爸媽媽有的時候
[00:10:38.000 --> 00:10:40.000]  看到好像用太長的時間
[00:10:40.000 --> 00:10:42.000]  可能就說了一兩句
[00:10:42.000 --> 00:10:43.000]  說了一兩句之後
[00:10:43.000 --> 00:10:44.000]  整個人好像
[00:10:44.000 --> 00:10:46.000]  那個小朋友好像發瘋似的
[00:10:46.000 --> 00:10:48.000]  不單止拿手機調自己的父母
[00:10:48.000 --> 00:10:50.000]  甚至乎後來用自殺
[00:10:50.000 --> 00:10:55.000]  來去要脅父母
[00:10:55.000 --> 00:10:56.000]  你會發現這個就是
[00:10:56.000 --> 00:10:58.000]  我們所活的一個世代裏面
[00:10:58.000 --> 00:11:01.000]  不單止有病態賭徒
[00:11:01.000 --> 00:11:03.000]  病態上網
[00:11:03.000 --> 00:11:06.000]  甚至乎有些所謂的病態購物
[00:11:06.000 --> 00:11:08.000]  不斷地賣東西
[00:11:08.000 --> 00:11:12.000]  來滿足自己內心的虛空
[00:11:12.000 --> 00:11:14.000]  我曾經牧養過一個姊妹
[00:11:14.000 --> 00:11:16.000]  她常常一出糧
[00:11:16.000 --> 00:11:18.000]  她就要買一些很貴的手袋
[00:11:18.000 --> 00:11:20.000]  那時候當然她已經
[00:11:20.000 --> 00:11:22.000]  後來靠著信仰她改變
[00:11:22.000 --> 00:11:24.000]  但是她說她曾經有一段時間
[00:11:24.000 --> 00:11:25.000]  每次一出糧
[00:11:25.000 --> 00:11:26.000]  她就一定要買手袋
[00:11:26.000 --> 00:11:28.000]  一出糧她一定要買手袋
[00:11:28.000 --> 00:11:30.000]  她買了三十幾個
[00:11:30.000 --> 00:11:31.000]  放在家裏
[00:11:31.000 --> 00:11:33.000]  在那裏展覽
[00:11:33.000 --> 00:11:34.000]  但是她的人工
[00:11:34.000 --> 00:11:36.000]  她的各方面是不足夠的
[00:11:36.000 --> 00:11:37.000]  那她怎樣呢
[00:11:37.000 --> 00:11:38.000]  她就去借錢
[00:11:38.000 --> 00:11:40.000]  去各方面的方式
[00:11:40.000 --> 00:11:41.000]  但是她自己都不明白
[00:11:41.000 --> 00:11:44.000]  自己為什麼會這樣做
[00:11:44.000 --> 00:11:47.000]  甚至乎後來她不單止買手袋
[00:11:47.000 --> 00:11:49.000]  還有做各種的美容
[00:11:49.000 --> 00:11:52.000]  有些所謂容貌焦慮
[00:11:52.000 --> 00:11:54.000]  來不斷不斷地
[00:11:54.000 --> 00:11:56.000]  參與不同的所謂計劃
[00:11:56.000 --> 00:11:59.000]  信用卡不斷地滾滾滾滾
[00:11:59.000 --> 00:12:03.000]  進入一個所謂病態的情況
[00:12:03.000 --> 00:12:04.000]  除了這些
[00:12:04.000 --> 00:12:05.000]  你發現在社會裏面
[00:12:05.000 --> 00:12:07.000]  還有很多什麼聖刃
[00:12:07.000 --> 00:12:08.000]  濫藥 濫酒
[00:12:08.000 --> 00:12:09.000]  甚至乎毒品等等
[00:12:09.000 --> 00:12:10.000]  真的太多太多
[00:12:10.000 --> 00:12:14.000]  不能夠一一去述說
[00:12:14.000 --> 00:12:15.000]  你發現這些人
[00:12:15.000 --> 00:12:18.000]  就好像我們剛才所看經文裏面
[00:12:18.000 --> 00:12:21.000]  被鬼附的一樣
[00:12:21.000 --> 00:12:23.000]  他們控制不了自己
[00:12:23.000 --> 00:12:24.000]  他們沒有了自己
[00:12:24.000 --> 00:12:26.000]  他們沒有了朋友
[00:12:26.000 --> 00:12:29.000]  甚至乎沒有了所有的家人
[00:12:29.000 --> 00:12:38.000]  成為人體裏不可能有盼望的地步
[00:12:38.000 --> 00:12:39.000]  細心地觀察
[00:12:39.000 --> 00:12:42.000]  聆聽一下這個社會
[00:12:42.000 --> 00:12:43.000]  你會發現
[00:12:43.000 --> 00:12:46.000]  可能今天在我們四周圍
[00:12:46.000 --> 00:12:48.000]  可能一些親戚朋友
[00:12:48.000 --> 00:12:51.000]  處於在這樣的情況之下
[00:12:51.000 --> 00:12:53.000]  很可能他們都是一個
[00:12:53.000 --> 00:12:55.000]  好像格拉森一樣
[00:12:55.000 --> 00:12:57.000]  那麼可憐的人
[00:12:57.000 --> 00:13:01.000]  看起來就是毫無盼望
[00:13:01.000 --> 00:13:02.000]  當我們再看一看
[00:13:02.000 --> 00:13:05.000]  這些人有沒有在我們四周圍
[00:13:05.000 --> 00:13:09.000]  他們是不是真的毫無盼望呢
[00:13:09.000 --> 00:13:10.000]  聖經
[00:13:10.000 --> 00:13:12.000]  特別是《馬可》的記載
[00:13:12.000 --> 00:13:16.000]  耶穌的生命給我們的答案
[00:13:16.000 --> 00:13:19.000]  肯定不是
[00:13:19.000 --> 00:13:21.000]  留意
[00:13:21.000 --> 00:13:23.000]  耶穌是主動的
[00:13:23.000 --> 00:13:25.000]  來去尋找
[00:13:25.000 --> 00:13:30.000]  一個人體裏不可能有盼望拯救的人
[00:13:30.000 --> 00:13:33.000]  耶穌他愛這位
[00:13:33.000 --> 00:13:35.000]  人體裏沒有希望
[00:13:35.000 --> 00:13:38.000]  沒有價值的人
[00:13:38.000 --> 00:13:41.000]  甚至乎耶穌他用了極大的代價
[00:13:41.000 --> 00:13:43.000]  來去救贖他
[00:13:43.000 --> 00:13:44.000]  在上文我們知道
[00:13:44.000 --> 00:13:47.000]  耶穌即使要面對大風大浪
[00:13:47.000 --> 00:13:49.000]  但是他仍然選擇
[00:13:49.000 --> 00:13:52.000]  來尋找這個被鬼附的人
[00:13:52.000 --> 00:13:55.000]  甚至乎我們知道他用了一大群豬
[00:13:55.000 --> 00:14:00.000]  在人體裏是極大利益的一個物件
[00:14:00.000 --> 00:14:02.000]  二千隻豬
[00:14:02.000 --> 00:14:03.000]  我上網查一查
[00:14:03.000 --> 00:14:05.000]  大概如果用香港的市價
[00:14:05.000 --> 00:14:09.000]  大約是四百萬左右
[00:14:09.000 --> 00:14:11.000]  四百萬的代價
[00:14:11.000 --> 00:14:16.000]  來換取一個人體裏沒有價值的人
[00:14:16.000 --> 00:14:22.000]  這讓我們看到耶穌基督對人那種深深的愛
[00:14:22.000 --> 00:14:25.000]  我想這也給我們一個很大的提醒
[00:14:25.000 --> 00:14:27.000]  很大的鼓勵
[00:14:27.000 --> 00:14:32.000]  神他是主動的愛臨到我們每一個人
[00:14:32.000 --> 00:14:37.000]  他不會放棄任何一個他所愛的
[00:14:37.000 --> 00:14:39.000]  即使在人體裏
[00:14:39.000 --> 00:14:43.000]  似乎是不能改變的人
[00:14:43.000 --> 00:14:45.000]  不僅如此
[00:14:45.000 --> 00:14:47.000]  我們繼續看經文
[00:14:47.000 --> 00:14:50.000]  經文的發展給我們是一個極大的盼望
[00:14:50.000 --> 00:14:52.000]  愛我們的主
[00:14:52.000 --> 00:14:54.000]  他絕對有可能
[00:14:54.000 --> 00:14:58.000]  將人體裏不可能有盼望的轉化成為可能
[00:14:58.000 --> 00:15:01.000]  轉化成為有盼望的人
[00:15:01.000 --> 00:15:04.000]  甚至給我們看到被鬼附的人
[00:15:04.000 --> 00:15:08.000]  他身上的鬼可能看上來很厲害
[00:15:08.000 --> 00:15:11.000]  數量非常龐大
[00:15:11.000 --> 00:15:15.000]  有很大的力氣可以掙脫那些鎖鏈
[00:15:15.000 --> 00:15:18.000]  並且多次附在這個人身上
[00:15:18.000 --> 00:15:20.000]  所以在人體裏
[00:15:20.000 --> 00:15:23.000]  這是不可能被打敗的對象
[00:15:23.000 --> 00:15:27.000]  在人體裏這是一個很厲害的鬼
[00:15:27.000 --> 00:15:31.000]  但經文給我們看到當耶穌一出現的時候
[00:15:31.000 --> 00:15:34.000]  他甚麼都做不到
[00:15:34.000 --> 00:15:37.000]  他只能夠求
[00:15:37.000 --> 00:15:40.000]  他只能夠求至高神的兒子耶穌
[00:15:40.000 --> 00:15:44.000]  不要這麼快讓他去到他的結局
[00:15:44.000 --> 00:15:48.000]  當然這個結局盧家福音給我們一個指示
[00:15:48.000 --> 00:15:50.000]  或者給我們一個補充
[00:15:50.000 --> 00:15:53.000]  就是去到這個墓底坑裏
[00:15:53.000 --> 00:15:55.000]  耶穌基督的出現
[00:15:55.000 --> 00:15:57.000]  鬼就出來了
[00:15:57.000 --> 00:16:00.000]  接著進入了污穢的豬裏面
[00:16:00.000 --> 00:16:03.000]  闖入了山崖
[00:16:03.000 --> 00:16:07.000]  投入了猶太人體裏同樣邪惡的海裏面
[00:16:07.000 --> 00:16:10.000]  在你留意馬河的敘述
[00:16:10.000 --> 00:16:12.000]  乾淨利落
[00:16:12.000 --> 00:16:18.000]  表達了鬼徹底的被打敗
[00:16:18.000 --> 00:16:22.000]  在人體裏不可能改變的人
[00:16:22.000 --> 00:16:25.000]  在至高神兒子面前
[00:16:25.000 --> 00:16:30.000]  毫無難度的就改變
[00:16:30.000 --> 00:16:32.000]  至高神兒子耶穌基督
[00:16:32.000 --> 00:16:34.000]  他不單只能夠平靜海浪
[00:16:34.000 --> 00:16:36.000]  戰勝大戰的力量
[00:16:36.000 --> 00:16:40.000]  他甚至乎能夠打敗撒旦的權勢
[00:16:40.000 --> 00:16:46.000]  扭轉人體裏不可能改變的生命
[00:16:46.000 --> 00:16:49.000]  《景聞》裏面給我們看到被鬼附的人
[00:16:49.000 --> 00:16:51.000]  當耶穌基督出現的時候
[00:16:51.000 --> 00:16:56.000]  他的改變真的令人感覺到不可思議
[00:16:56.000 --> 00:17:00.000]  之前他是被鬼控制
[00:17:00.000 --> 00:17:02.000]  但現在他彷彿好像選擇了
[00:17:02.000 --> 00:17:05.000]  上好福份的瑪利亞一樣
[00:17:05.000 --> 00:17:09.000]  他坐在耶穌的腳前
[00:17:09.000 --> 00:17:12.000]  之前他不穿衣服
[00:17:12.000 --> 00:17:15.000]  但現在他不再看不起自己
[00:17:15.000 --> 00:17:18.000]  他找回尊貴的自己
[00:17:18.000 --> 00:17:21.000]  他穿回那件衣服
[00:17:21.000 --> 00:17:23.000]  之前他失去理性
[00:17:23.000 --> 00:17:26.000]  但現在他有意識
[00:17:26.000 --> 00:17:30.000]  《墨可記載》他明白過內
[00:17:30.000 --> 00:17:33.000]  被鬼附的人他完全得救了
[00:17:33.000 --> 00:17:37.000]  他不只是脫離鬼的控制
[00:17:37.000 --> 00:17:41.000]  而是能夠全人的得救
[00:17:41.000 --> 00:17:43.000]  愛我們的主
[00:17:43.000 --> 00:17:44.000]  至高上帝的兒子
[00:17:44.000 --> 00:17:46.000]  絕對有可能
[00:17:46.000 --> 00:17:48.000]  將人體裏不可能有改變
[00:17:48.000 --> 00:17:50.000]  不可能有盼望的人
[00:17:50.000 --> 00:17:52.000]  轉化成為有可能
[00:17:52.000 --> 00:17:57.000]  轉化成為有盼望的人
[00:17:57.000 --> 00:18:01.000]  在這裏跟大家分享一個人物
[00:18:01.000 --> 00:18:03.000]  這個人物大概在清朝的時候
[00:18:03.000 --> 00:18:06.000]  他的原名叫做子直
[00:18:06.000 --> 00:18:07.000]  直子直
[00:18:07.000 --> 00:18:09.000]  當時他是一個秀才
[00:18:09.000 --> 00:18:13.000]  話說在他算是不錯的生活
[00:18:13.000 --> 00:18:14.000]  有個太太
[00:18:14.000 --> 00:18:17.000]  有一個不錯的工作
[00:18:17.000 --> 00:18:19.000]  有不錯的家庭
[00:18:19.000 --> 00:18:23.000]  但後來有一次他面對自己的太太
[00:18:23.000 --> 00:18:25.000]  因為一些緣故離世
[00:18:25.000 --> 00:18:28.000]  所以心裏面很大的創傷
[00:18:28.000 --> 00:18:29.000]  他沒有子女
[00:18:29.000 --> 00:18:31.000]  在這樣的創傷裏面
[00:18:31.000 --> 00:18:33.000]  他嘗試尋找不同的答案
[00:18:33.000 --> 00:18:35.000]  不同的一些法方式
[00:18:35.000 --> 00:18:38.000]  但結果他找來找去都找不到
[00:18:38.000 --> 00:18:41.000]  心裏面有很多的煩惱
[00:18:41.000 --> 00:18:43.000]  很多的痛苦
[00:18:43.000 --> 00:18:46.000]  而那時候所謂在坊間
[00:18:46.000 --> 00:18:49.000]  有一些購買這個福壽膏
[00:18:49.000 --> 00:18:51.000]  其實就是鴉片
[00:18:51.000 --> 00:18:53.000]  他就以為這個福壽膏
[00:18:53.000 --> 00:18:54.000]  當時候的宣傳
[00:18:54.000 --> 00:18:56.000]  可以幫他忘記煩惱
[00:18:56.000 --> 00:18:58.000]  可以幫他解決問題
[00:18:58.000 --> 00:19:01.000]  於是他就所謂吸大煙
[00:19:01.000 --> 00:19:06.000]  吸鴉片來驗上毒癮
[00:19:06.000 --> 00:19:07.000]  當他驗上毒癮之後
[00:19:07.000 --> 00:19:08.000]  他的身體的情況
[00:19:08.000 --> 00:19:11.000]  當然受到很大的影響
[00:19:11.000 --> 00:19:15.000]  家人就開始覺得他
[00:19:15.000 --> 00:19:19.000]  都很大晒勝負的家產
[00:19:19.000 --> 00:19:22.000]  家人就開始遠離他
[00:19:22.000 --> 00:19:25.000]  他的朋友開始看不起他
[00:19:25.000 --> 00:19:28.000]  當時其實人體裏
[00:19:28.000 --> 00:19:30.000]  他好像一個垃圾一樣
[00:19:30.000 --> 00:19:31.000]  沒有人看得起他
