
[00:00:00.000 --> 00:00:01.160]  (主席) 提問節目組成
[00:03:00.200 --> 00:03:02.700]  (主席) 我知道大家有這本講道的經文
[00:03:02.700 --> 00:03:04.000]  (主席) 但我鼓勵你帶聖經
[00:03:04.000 --> 00:03:06.800]  (主席) 因為有時候我會跳出《港島集》的經文
[00:03:06.800 --> 00:03:09.000]  (主席) 你會按聖經而看
[00:03:09.000 --> 00:03:10.100]  (主席) 我也鼓勵你帶聖經
[00:03:10.100 --> 00:03:13.600]  (主席) 因為有時候我會跳出這個經文來看我們的聖經
[00:03:13.600 --> 00:03:16.400]  (主席) 我先講講山上摩西的經歷
[00:03:16.400 --> 00:03:18.600]  (主席) 先講一講山上摩西的經歷
[00:03:18.600 --> 00:03:20.100]  (主席) 我先讀幾節二十四章的經文
[00:03:20.100 --> 00:03:22.300]  (主席) 我讀幾節二十四章的經文
[00:03:22.300 --> 00:03:23.800]  (主席) 第一節
[00:03:23.800 --> 00:03:24.800]  (主席) 耶和華對摩西說
[00:03:24.800 --> 00:03:26.800]  (主席) 你和亞倫、阿達、阿比胡
[00:03:26.800 --> 00:03:29.000]  (主席) 並以色列長老的七十個人
[00:03:29.000 --> 00:03:31.300]  (主席) 都要上到我們這裏來
[00:03:31.300 --> 00:03:33.500]  (主席) 遠遠下拜
[00:03:33.500 --> 00:03:34.300]  (主席) 二十四章一節
[00:03:34.300 --> 00:03:43.000]  (主席) 耶和華對摩西說 你和亞倫、阿達、阿比胡 並以色列長老的七十人 都要上到我們這裏來 遠遠下拜
[00:03:43.000 --> 00:03:43.600]  (主席) 第二節
[00:03:43.600 --> 00:03:48.600]  (主席) 耶和華對摩西說 唯獨你可以親近耶和華 他們卻不可親近
[00:03:48.600 --> 00:03:49.300]  (主席) 第二節
[00:03:49.300 --> 00:03:53.900]  (主席) 耶和華對摩西說 唯獨你可以親近耶和華 他們卻不可親近
[00:03:53.900 --> 00:03:54.800]  (主席) 十一節
[00:03:54.800 --> 00:03:57.000]  (主席) 耶和華對摩西說
[00:03:57.000 --> 00:03:57.800]  (主席) 十一節
[00:03:57.800 --> 00:03:59.100]  (主席) 耶和華對摩西說
[00:03:59.100 --> 00:04:07.000]  (主席) 耶和華對摩西說 你到山上來 住在這裏 我要將石板和我所寫的律法誡命賜給你 你可以教訓百姓
[00:04:07.000 --> 00:04:07.500]  (主席) 十二節
[00:04:07.500 --> 00:04:18.000]  (主席) 耶和華對摩西說 你到山上來 住在這裏 我要將石板和我所寫的律法和誡命賜給你 你可以教訓百姓
[00:04:18.000 --> 00:04:19.300]  (主席) 然後十四節裏面
[00:04:19.300 --> 00:04:20.500]  (主席) 摩西對長老說
[00:04:20.500 --> 00:04:22.600]  (主席) 耶和華對摩西說 你
[00:04:22.600 --> 00:04:23.100]  (主席) 十四節
[00:04:23.100 --> 00:04:24.000]  (主席) 摩西對長老說
[00:04:24.000 --> 00:04:24.800]  (主席) 耶和華對摩西說 你
[00:04:24.800 --> 00:04:31.600]  (主席) 凡有贈頌的都可以近他們 就是阿倫和胡爾 凡有贈送的都可以就近他們去
[00:04:31.600 --> 00:04:32.900]  (主席) 然後去到十八節
[00:04:32.900 --> 00:04:34.200]  (主席) 然後到十八節
[00:04:34.200 --> 00:04:39.600]  (主席) 耶和華的榮耀停於西乃山 雲彩遮蓋山六天
[00:04:39.600 --> 00:04:43.900]  (主席) 耶和華的榮耀停在西乃山 在山上
[00:04:43.900 --> 00:04:45.200]  (主席) 然後十八節
[00:04:45.200 --> 00:04:45.900]  (主席) 十八節
[00:04:45.900 --> 00:04:49.200]  (主席) 摩西進入雲中 上山在山上四十晝夜
[00:04:49.200 --> 00:04:53.400]  (主席) 摩西進入雲中 上山在山上四十晝夜
[00:04:53.400 --> 00:04:57.800]  (主席) 今天這段經文很詳細 我只是很簡略再重複講一次給你聽
[00:04:57.800 --> 00:04:59.800]  (主席) 二十四章的處境是怎樣
[00:04:59.800 --> 00:05:03.200]  (主席) 經文很長 我簡略的講一下二十四章的處境
[00:05:03.200 --> 00:05:08.100]  (主席) 你留意到當時神對摩西的要求和對其他人的要求有些不同
[00:05:08.100 --> 00:05:11.400]  (主席) 當時神對摩西和其他人的要求不一樣
[00:05:11.400 --> 00:05:15.200]  (主席) 當然這裡有七十個長老 有阿達 有阿比夫 同一齊上山
[00:05:15.200 --> 00:05:18.500]  (主席) 當然這裡有七十位長老 有阿達 阿比夫 一起上山
[00:05:18.500 --> 00:05:22.600]  (主席) 但是他們上山只是去到一段路
[00:05:22.600 --> 00:05:26.900]  (主席) 但是神要求他們 停止說遠遠下拜
[00:05:26.900 --> 00:05:31.100]  (主席) 他們上山只要求到一段路 讓他們遠遠的下拜
[00:05:31.100 --> 00:05:34.900]  (主席) 而神對摩西說 唯獨你可以親近耶和華
[00:05:34.900 --> 00:05:38.400]  (主席) 那神對摩西說 唯獨你可以親近耶和華
[00:05:38.400 --> 00:05:42.300]  (主席) 你問為什麼神要唯獨摩西自己一個人上山呢?
[00:05:42.300 --> 00:05:46.100]  (主席) 為什麼神要摩西自己一個人上山呢?
[00:05:46.100 --> 00:05:48.900]  (主席) 這個神解釋為什麼 有三個原因
[00:05:48.900 --> 00:05:52.200]  (主席) 這裡要解釋為什麼有三個原因
[00:05:52.200 --> 00:05:54.900]  (主席) 這裡講到只是摩西上來和他一起
[00:05:54.900 --> 00:05:57.500]  (主席) 這裡講只有摩西上去與神一起
[00:05:57.500 --> 00:06:01.100]  (主席) 第一個原因是 神要他領受神的話語
[00:06:01.100 --> 00:06:03.800]  (主席) 第一個原因 神要他領受神的話語
[00:06:03.800 --> 00:06:06.100]  (主席) 你留意到第十二節 祂說你上山
[00:06:06.100 --> 00:06:10.000]  (主席) 住在這裡 我要將石板並我所寫的律法給你
[00:06:10.000 --> 00:06:12.400]  (主席) 以至你可以教訓百姓
[00:06:12.400 --> 00:06:14.800]  (主席) 十二節這裡說 你上山住到這裡
[00:06:14.800 --> 00:06:18.500]  (主席) 我要將石板並我所寫的律法和誡命賜給你
[00:06:18.500 --> 00:06:20.800]  (主席) 以致使你可以教訓百姓
[00:06:20.800 --> 00:06:23.200]  (主席) 神邀請摩西上山 住在這裡
[00:06:23.200 --> 00:06:25.600]  (主席) 神邀請摩西上山 住在那裡
[00:06:25.600 --> 00:06:27.900]  (主席) 祂說你要領受這個話語我給你
[00:06:27.900 --> 00:06:29.400]  (主席) 以致你能夠教訓百姓
[00:06:29.400 --> 00:06:33.000]  (主席) 你要領受這個話語 以致你能夠教訓百姓
[00:06:33.000 --> 00:06:34.200]  (主席) 摩西一個人上山
[00:06:34.200 --> 00:06:35.600]  (主席) 摩西一個人上山
[00:06:35.600 --> 00:06:38.200]  (主席) 將其他繁瑣的事務放下
[00:06:38.200 --> 00:06:40.400]  (主席) 將其他繁瑣的事情放下
[00:06:40.400 --> 00:06:42.800]  (主席) 所以摩西這樣講 祂說如果你們有爭拗的話
[00:06:42.800 --> 00:06:50.800]  (主席) 你去找亞倫護耳 你不要找我 因為我要上山 你去找他們
[00:06:50.800 --> 00:06:53.800]  (主席) 這是在十四節有記載
[00:06:53.800 --> 00:06:56.400]  (主席) 對我們有一個很大的提醒
[00:06:56.400 --> 00:07:02.800]  (主席) 神要摩西放下一切繁瑣的事務
[00:07:02.800 --> 00:07:06.200]  (主席) 祂說住在這裡 到我這裡來
[00:07:06.200 --> 00:07:10.200]  (主席) 我知道我聽到頂節目有些人是特意告假十天
[00:07:10.200 --> 00:07:11.200]  (主席) 是能夠聽到
[00:07:11.200 --> 00:07:14.800]  (主席) 我聽說有的靜音姐妹特別放假十天來這裡聽到
[00:07:14.800 --> 00:07:17.600]  (主席) 有的是特意告假早上下午上班
[00:07:17.600 --> 00:07:21.400]  (主席) 有的是特別是上午請假然後再去上班
[00:07:21.400 --> 00:07:25.400]  (主席) 有的是放下教會工作能夠十天專心聽神的話語
[00:07:25.400 --> 00:07:28.800]  (主席) 有的是放下教會的工作十天專心聽神的話語
[00:07:28.800 --> 00:07:32.800]  (主席) 神要摩西放下其他繁瑣的事務
[00:07:32.800 --> 00:07:35.000]  (主席) 能夠專心領受神的話語
[00:07:35.000 --> 00:07:40.000]  (主席) 神要摩西放下其他繁瑣的事情來專心聽神的話語
[00:07:40.000 --> 00:07:41.600]  (主席) 但是神給摩西有第二個原因
[00:07:41.600 --> 00:07:43.400]  (主席) 為什麼要上山住在那裡?
[00:07:43.400 --> 00:07:46.400]  (主席) 神給摩西第二個原因為什麼要上山?
[00:07:46.400 --> 00:07:49.400]  (主席) 是要摩西經歷神的同在
[00:07:49.400 --> 00:07:52.200]  (主席) 要摩西經歷神的同在
[00:07:52.200 --> 00:07:55.400]  (主席) 這裡第十六節裡面有一個很特別的字
[00:07:55.400 --> 00:07:57.200]  (主席) 在十六節有一個很特別的字
[00:07:57.200 --> 00:08:00.000]  (主席) 耶和華的榮耀停於西乃山
[00:08:00.000 --> 00:08:02.600]  (主席) 耶和華的榮耀停於西乃山
[00:08:02.600 --> 00:08:03.600]  (主席) 在中文的翻譯裡面
[00:08:03.600 --> 00:08:06.200]  (主席) 停於這個字很普遍是停於西乃山
[00:08:06.200 --> 00:08:10.200]  (主席) 中文的翻譯停就好像停在西乃山
[00:08:10.200 --> 00:08:13.000]  (主席) 停這個字原文在新約教有一個很重要的字
[00:08:13.000 --> 00:08:15.800]  (主席) 停這個字在新舊約是很重要的字
[00:08:15.800 --> 00:08:17.000]  (主席) 是會沐的意思
[00:08:17.000 --> 00:08:18.000]  (主席) 是會沐的意思
[00:08:18.000 --> 00:08:19.800]  (主席) 我剛才講到那七章都是關於會沐
[00:08:19.800 --> 00:08:22.000]  (主席) 是這七章都是關於會沐的
[00:08:22.000 --> 00:08:24.000]  (主席) 但是當然我們用會沐是一個名詞
[00:08:24.000 --> 00:08:25.800]  (主席) 但是當然我們用會沐是一個名詞
[00:08:25.800 --> 00:08:27.800]  (主席) 但是在這裡講到會沐是一個動詞
[00:08:27.800 --> 00:08:31.800]  (主席) 神會沐在山上,會沐在他們中間
[00:08:31.800 --> 00:08:36.800]  (主席) 這裡會沐是動詞,神會沐在山上,神會沐在他們中間
[00:08:36.800 --> 00:08:38.800]  (主席) 就好像《約翰福音》第一章十四節裡面
[00:08:38.800 --> 00:08:40.300]  (主席) 好像《約翰福音》一章十四節
[00:08:40.300 --> 00:08:44.800]  (主席) 他說道成肉身住在我們中間就是道成肉身會沐在我們中間
[00:08:44.800 --> 00:08:50.800]  (主席) 道成肉身住在我們中間就是住在我們中間的會沐在我們當中
[00:08:50.800 --> 00:08:57.800]  (主席) 所謂摩西上山是敬拜神,神會沐在山上與他同在的意思
[00:08:57.800 --> 00:09:01.800]  (主席) 摩西上山是神同在,神的會沐在那裡的意思
[00:09:01.800 --> 00:09:05.800]  (主席) 今天我們聚集在這裡十天
[00:09:05.800 --> 00:09:08.800]  (主席) 不單領受神的話語
[00:09:08.800 --> 00:09:12.800]  (主席) 神會沐在我們中間,與我們一起,要我們經歷神的同在
[00:09:12.800 --> 00:09:16.800]  (主席) 神會沐在我們當中,要我們經歷祂的同在
[00:09:16.800 --> 00:09:20.800]  (主席) 但是神也給摩西第三個原因
[00:09:20.800 --> 00:09:22.800]  (主席) 為什麼要上山呢?
[00:09:22.800 --> 00:09:27.800]  (主席) 因為你看十八節裡面,摩西進入雲中上山四十天
[00:09:27.800 --> 00:09:30.800]  (主席) 因為雲中,雲彩是一個很重要的字
[00:09:30.800 --> 00:09:34.800]  (主席) 在十八節這裡講到摩西進入雲中上山四十天
[00:09:34.800 --> 00:09:37.800]  (主席) 這雲中,雲彩是很重要的
[00:09:37.800 --> 00:09:40.800]  (主席) 雲彩在《春夏集記》出現了十九次,是一個很重要的名詞
[00:09:40.800 --> 00:09:44.800]  (主席) 雲彩在《春夏集記》出現了十九次,是很重要的
[00:09:44.800 --> 00:09:48.800]  (主席) 今天沒有時間講完,雲彩在《春夏集記》的重要意思
[00:09:48.800 --> 00:09:53.800]  (主席) 今天沒有時間講完,雲彩在《春夏集記》的重要意思
[00:09:53.800 --> 00:09:57.800]  (主席) 我就簡單講,雲彩在《春夏集記》有兩個很重要的意思
[00:09:57.800 --> 00:10:00.800]  (主席) 我就簡單講,雲彩在《春夏集記》有兩個很重要的意思
[00:10:00.800 --> 00:10:03.800]  (主席) 第一個是神的保護,神的帶領的意思
[00:10:03.800 --> 00:10:05.800]  (主席) 第一個是神的保護,神的帶領的意思
[00:10:05.800 --> 00:10:07.800]  (主席) 如果你看十三章二十一節的時候
[00:10:07.800 --> 00:10:09.800]  (主席) 如果你看十三章二十一節的時候
[00:10:09.800 --> 00:10:22.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:22.800 --> 00:10:24.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:24.800 --> 00:10:26.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:26.800 --> 00:10:27.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:27.800 --> 00:10:28.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:28.800 --> 00:10:29.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:29.800 --> 00:10:41.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:41.800 --> 00:10:42.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:42.800 --> 00:10:43.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:43.800 --> 00:10:44.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:44.800 --> 00:10:45.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:10:45.800 --> 00:10:46.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:10:46.800 --> 00:11:00.800]  (主席) 雲柱中領他們的路,夜間在火柱中光照他們
[00:11:00.800 --> 00:11:01.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:11:01.800 --> 00:11:02.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中光照他們
[00:11:02.800 --> 00:11:03.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:03.800 --> 00:11:04.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:04.800 --> 00:11:05.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:05.800 --> 00:11:19.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:19.800 --> 00:11:20.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:20.800 --> 00:11:21.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:21.800 --> 00:11:22.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:22.800 --> 00:11:23.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:23.800 --> 00:11:35.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:35.800 --> 00:11:36.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:36.800 --> 00:11:37.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:37.800 --> 00:11:38.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:38.800 --> 00:11:39.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:39.800 --> 00:11:53.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:53.800 --> 00:11:54.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:54.800 --> 00:11:55.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:55.800 --> 00:11:56.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:56.800 --> 00:11:57.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:11:57.800 --> 00:12:09.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:09.800 --> 00:12:10.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:10.800 --> 00:12:11.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:11.800 --> 00:12:12.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:12.800 --> 00:12:13.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:13.800 --> 00:12:27.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:27.800 --> 00:12:28.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:28.800 --> 00:12:29.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:29.800 --> 00:12:30.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:30.800 --> 00:12:31.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:31.800 --> 00:12:43.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:43.800 --> 00:12:44.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:44.800 --> 00:12:45.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:45.800 --> 00:12:46.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:46.800 --> 00:12:47.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:12:47.800 --> 00:13:02.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:02.800 --> 00:13:03.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:03.800 --> 00:13:04.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:04.800 --> 00:13:05.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:05.800 --> 00:13:06.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:06.800 --> 00:13:17.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:17.800 --> 00:13:18.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:18.800 --> 00:13:19.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:19.800 --> 00:13:20.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:20.800 --> 00:13:21.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:21.800 --> 00:13:36.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:36.800 --> 00:13:37.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:37.800 --> 00:13:38.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:38.800 --> 00:13:39.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:39.800 --> 00:13:40.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:40.800 --> 00:13:51.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:51.800 --> 00:13:52.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:52.800 --> 00:13:53.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:53.800 --> 00:13:54.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:54.800 --> 00:13:55.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:13:55.800 --> 00:14:10.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:10.800 --> 00:14:13.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:13.800 --> 00:14:14.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:14.800 --> 00:14:15.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:15.800 --> 00:14:16.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:16.800 --> 00:14:25.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:25.800 --> 00:14:28.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:28.800 --> 00:14:29.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:29.800 --> 00:14:30.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:30.800 --> 00:14:31.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:31.800 --> 00:14:46.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:46.800 --> 00:14:47.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:47.800 --> 00:14:48.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:48.800 --> 00:14:49.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
[00:14:49.800 --> 00:14:50.800]  (主席) 日間耶和華在雲柱中領他們的路,夜間在火柱中領他們的路
