
[00:00:00.000 --> 00:00:02.000]  剛才讀過的一段聖經
[00:05:23.000 --> 00:05:37.000]  詩篇第24篇,第3、4、2節,「誰能登耶和華的山,誰能站在他的聖所,就是守結心清,意念不向虛妄,喜誓不懷鬼詐的人」
[00:05:37.000 --> 00:05:51.000]  由雙手的潔淨,表達內心的清潔,不靠說謊,或者行騙的人,就可以來敬拜上主
[00:05:51.000 --> 00:05:56.000]  所以你想想洗手的禮儀,是很有意思的
[00:05:56.000 --> 00:06:03.000]  於是乎法利菜人見到耶穌的表現,就感到驚訝
[00:06:03.000 --> 00:06:08.000]  當然耶穌會想,雖然是結手,但是不清心
[00:06:08.000 --> 00:06:14.000]  其實洗手禮,走來都徒勞無功
[00:06:14.000 --> 00:06:23.000]  於是乎耶穌隨即表達,對法利菜人的表裡不一有所針對
[00:06:23.000 --> 00:06:31.000]  說他們喊滿了貪婪和邪惡,還說他們是無知的人
[00:06:31.000 --> 00:06:38.000]  有時我們都會想想,耶穌既沒有行到當時應該行的洗手禮
[00:06:38.000 --> 00:06:47.000]  然後第一句說話,就說他們是無知,或者是愚蠢,就像是搵交涯一樣
[00:06:47.000 --> 00:06:52.000]  你換上是耶穌,你可能都不敢這樣說話
[00:06:52.000 --> 00:06:58.000]  不過如果無知,亦即是糊塗,就像是呂鎮宗牧師的做法
[00:06:58.000 --> 00:07:05.000]  那可能就好一點,耶穌勸法利菜人不要這麼糊塗
[00:07:05.000 --> 00:07:11.000]  我們友好的時候都會說,不要這麼傻
[00:07:11.000 --> 00:07:20.000]  未必是很有挑戰的意味,反而是好言相勸都不一定
[00:07:20.000 --> 00:07:23.000]  耶穌勸法利菜人的什麼呢?
[00:07:23.000 --> 00:07:28.000]  祂說做外面的,不是做裡面的嗎?
[00:07:28.000 --> 00:07:36.000]  即是裡外應該一致,雙手的潔淨和內心的清潔,應該是互為表裡的
[00:07:36.000 --> 00:07:46.000]  甚至耶穌說,如果你只要關心裡面,其實對人來說,一切都潔淨了
[00:07:46.000 --> 00:07:55.000]  所以經文的翻譯是有些少論盡的,究竟是不是在裡面要拿些東西出來,去施捨給人呢?
[00:07:55.000 --> 00:08:02.000]  剛才才說裡面是充滿了貪婪和邪惡,哪裡有些什麼好東西施捨給人呢?
[00:08:02.000 --> 00:08:08.000]  所以很可能,原本的文字說,用裡面的東西去關心人
[00:08:08.000 --> 00:08:13.000]  倒不如說,調一下次序,應該說關心一下裡面
[00:08:13.000 --> 00:08:18.000]  這個反而是最重要的事情
[00:08:18.000 --> 00:08:24.000]  不過言猶在矣,耶穌又隨即向法利菜人指出
[00:08:24.000 --> 00:08:33.000]  這次提及,法利菜人有禍了,還不是忍不住要責備法利菜人
[00:08:33.000 --> 00:08:39.000]  當然了,不是不可以責備的,主要責備哪一個,為什麼不可以呢?
[00:08:39.000 --> 00:08:46.000]  有禍了這個說法,在現代中文譯本,是譯作「遭殃」
[00:08:46.000 --> 00:08:52.000]  那我就想起,我們近日流行這個粵語,「弊家火」
[00:08:52.000 --> 00:08:56.000]  這是我們報道會的題目,記住要帶朋友來
[00:08:56.000 --> 00:09:02.000]  弊家火,法利菜人就不是不記得要拿些什麼傢生的工具
[00:09:02.000 --> 00:09:10.000]  法利菜人不見了,耶穌基督說是公義,以及對神的愛
[00:09:10.000 --> 00:09:16.000]  耶穌沒有叫法利菜人不要理會那些很細緻的十一奉獻
[00:09:16.000 --> 00:09:22.000]  你又不要讀到這裡,覺得我們跟神講心不講金,所以不要講奉獻那些
[00:09:22.000 --> 00:09:29.000]  反過來這裡說,那麼多東西之中,這原是你們該做的
[00:09:29.000 --> 00:09:35.000]  我們今天的講道題目,就是公義,以及對神的愛
[00:09:35.000 --> 00:09:40.000]  而不是法利菜人喜歡的那些去街市
[00:09:40.000 --> 00:09:45.000]  你說我不去街市,春央街街市,那有什麼好去的呢?除了買菜
[00:09:45.000 --> 00:09:49.000]  不是呀,街市,你想一下中環街市
[00:09:49.000 --> 00:09:54.000]  整得美輪美奐,達官貴人會去那裡那些
[00:09:54.000 --> 00:09:59.000]  或者是集市,市集,這樣的翻譯可能會好一點
[00:09:59.000 --> 00:10:04.000]  去那裡是威風的,不過法利菜人去那裡威風的時候
[00:10:04.000 --> 00:10:10.000]  卻是靜靜的扮跌了人,污染了人
[00:10:10.000 --> 00:10:16.000]  因為宗教領袖不應該去這些地方威風的
[00:10:16.000 --> 00:10:22.000]  聽起來好像有點抽象,如果我們很熟悉的法利菜人
[00:10:22.000 --> 00:10:26.000]  我們想一下他們想的東西,其實我們就會明白
[00:10:26.000 --> 00:10:32.000]  因為其實對於法利菜人來說,舊約聖經是他們瞭如指掌的事情
[00:10:32.000 --> 00:10:38.000]  當經文提及耶穌說公義和愛神的事是最重要的
[00:10:38.000 --> 00:10:42.000]  首先公義,公平這一類的課題
[00:10:42.000 --> 00:10:48.000]  其實一定想起的,是亞摩斯書第五章第24節
[00:10:48.000 --> 00:10:52.000]  整個亞摩斯書我們不是很熟悉也好
[00:10:52.000 --> 00:10:57.000]  「惟願公平如大水滾滾,公義如江河滔滔」
[00:10:57.000 --> 00:10:59.000]  大概你也聽過
[00:10:59.000 --> 00:11:03.000]  但是原來我們近來在查的河西亞書
[00:11:03.000 --> 00:11:09.000]  是更加貼近耶穌對於法利菜人的要求
[00:11:09.000 --> 00:11:15.000]  尤其是河西亞書第十二章第六節
[00:11:15.000 --> 00:11:22.000]  這裏提及要持守的是慈愛和公平
[00:11:22.000 --> 00:11:26.000]  公平有時翻譯為「公正」
[00:11:26.000 --> 00:11:32.000]  就像「包青天」一樣,公正嚴明
[00:11:32.000 --> 00:11:38.000]  一說到公正的時候,相關的意思就是「判斷」
[00:11:38.000 --> 00:11:42.000]  人就是「判斷」,神就是「審判」
[00:11:42.000 --> 00:11:49.000]  所以對於我們來說,公正是我們可以持守的
[00:11:49.000 --> 00:11:53.000]  反而公義就常常是神的秩序
[00:11:53.000 --> 00:11:58.000]  有時我們只能夠配合,所做的事不是很多
[00:11:58.000 --> 00:12:03.000]  不過對我們來說,神要求我們耶穌基督要求法利菜人
[00:12:03.000 --> 00:12:08.000]  要持守對神的愛和持守公正
[00:12:08.000 --> 00:12:15.000]  那我們就會問,怎樣才是公正的判斷呢?
[00:12:15.000 --> 00:12:24.000]  究竟我們可以怎樣做,才能滿足到慈愛與公正並肩的內容呢?
[00:12:24.000 --> 00:12:30.000]  很自然我們就會想起,在耶穌基督的口裏面
[00:12:30.000 --> 00:12:38.000]  都曾經跟我們提及過,在舊約聖經首要的,以及其次的誡命
[00:12:38.000 --> 00:12:41.000]  這兩個誡命是最重要的
[00:12:41.000 --> 00:12:44.000]  《新明記》第六章第四至五節
[00:12:44.000 --> 00:12:52.000]  就鼓勵我們用全部的心知,全部的性命,全部的力量,去愛上主你的神
[00:12:52.000 --> 00:12:55.000]  就是我們平時說的,盡心盡性盡力
[00:12:55.000 --> 00:12:59.000]  我們很熟悉的,那你說公正的判斷呢?
[00:12:59.000 --> 00:13:03.000]  同樣,《利未記》第十九章十七至十八節
[00:13:03.000 --> 00:13:08.000]  這個其次的誡命,其實是在說這件事
[00:13:08.000 --> 00:13:12.000]  除了要愛倫社如同自己
[00:13:12.000 --> 00:13:19.000]  嘩!原來上半節還在說,要對祂作出責備
[00:13:19.000 --> 00:13:25.000]  適當的時候要作出責備,所謂「愛之心,責之切」
[00:13:25.000 --> 00:13:28.000]  總之,不可以不作聲
[00:13:28.000 --> 00:13:35.000]  如果你覺得罵人不是太行的
[00:13:35.000 --> 00:13:38.000]  有些人是很不可以說的
[00:13:38.000 --> 00:13:40.000]  不是牙醫器那種不可以說的
[00:13:40.000 --> 00:13:42.000]  你一說他,他就會反抗那些人
[00:13:42.000 --> 00:13:45.000]  例如是暴風期的少年人
[00:13:45.000 --> 00:13:48.000]  又或者你覺得,在社會的處境
[00:13:48.000 --> 00:13:50.000]  有些事情我們都不必說了
[00:13:50.000 --> 00:13:52.000]  無論哪一樣都好
[00:13:52.000 --> 00:13:59.000]  要去直言責備的說話,總不是很容易
[00:13:59.000 --> 00:14:02.000]  所以,聖經的說法就是
[00:14:02.000 --> 00:14:07.000]  當遇到這樣,不可以出聲去責備的處境
[00:14:07.000 --> 00:14:12.000]  就只能夠將那個對象交給神
[00:14:12.000 --> 00:14:15.000]  難聽點說,叫「任憑」祂
[00:14:15.000 --> 00:14:17.000]  同一個字來的
[00:14:17.000 --> 00:14:19.000]  同時,不是任憑祂那麼簡單
[00:14:19.000 --> 00:14:21.000]  而是將祂交出來
[00:14:21.000 --> 00:14:24.000]  在禱告之中,交回給神
[00:14:24.000 --> 00:14:26.000]  剛才我舉的例子
[00:14:26.000 --> 00:14:28.000]  可在暴風期的少年人
[00:14:28.000 --> 00:14:30.000]  你自己的兒女
[00:14:30.000 --> 00:14:35.000]  甚至是一個很好的經驗
[00:14:35.000 --> 00:14:38.000]  捱過了暴風期之後
[00:14:38.000 --> 00:14:40.000]  你變成一個正常人了
[00:14:40.000 --> 00:14:42.000]  我們可以繼續聊天
[00:14:42.000 --> 00:14:47.000]  「全心全意地計劃人生」
[00:14:47.000 --> 00:14:50.000]  「全副性命地投入群體」
[00:14:50.000 --> 00:14:54.000]  「全力以赴地做到最好」
[00:14:54.000 --> 00:14:57.000]  「就是表達我們對上主的愛」
[00:14:57.000 --> 00:15:02.000]  「如是者能夠說得到的,就說」
[00:15:02.000 --> 00:15:03.000]  「說不到的時候」
[00:15:03.000 --> 00:15:07.000]  「我們仍然立志地去跟從神」
[00:15:07.000 --> 00:15:09.000]  相傳有一段
[00:15:09.000 --> 00:15:14.000]  是神學家尼布爾所寫的「平靜討問」
[00:15:14.000 --> 00:15:16.000]  我很喜歡這個討問
[00:15:16.000 --> 00:15:18.000]  今次突然想起這個討問
[00:15:18.000 --> 00:15:22.000]  就覺得大誡命、其次的誡命
[00:15:22.000 --> 00:15:24.000]  有時候有些事情做不到
[00:15:24.000 --> 00:15:25.000]  那怎麼辦呢?
[00:15:25.000 --> 00:15:29.000]  我就立刻想起這段「平靜討問」
[00:15:29.000 --> 00:15:31.000]  中文是我自己翻譯的
[00:15:31.000 --> 00:15:33.000]  「神啊求祢賜給我平靜」
[00:15:33.000 --> 00:15:37.000]  「去接受我改變不了的事情」
[00:15:37.000 --> 00:15:39.000]  「勇氣去改變」
[00:15:39.000 --> 00:15:41.000]  「我可以改變的事情」
[00:15:41.000 --> 00:15:47.000]  「並智慧去對兩者作出判別」
[00:15:47.000 --> 00:15:51.000]  「如是者,我們在這樣的環境下」
[00:15:51.000 --> 00:15:53.000]  「求主賜給我們平靜」
[00:15:53.000 --> 00:15:55.000]  「賜給我們勇氣」
[00:15:55.000 --> 00:15:57.000]  「賜給我們智慧」
[00:15:57.000 --> 00:16:03.000]  「仍然可以對神有所忠心」
[00:16:03.000 --> 00:16:06.000]  到了下一個回合
[00:16:06.000 --> 00:16:12.000]  剛才說耶穌去赴賢席
[00:16:12.000 --> 00:16:17.000]  輪到律法專家加入賤團
[00:16:17.000 --> 00:16:20.000]  耶穌吃這頓飯真的很困難
[00:16:20.000 --> 00:16:24.000]  又有人加入,要挑戰祂
[00:16:24.000 --> 00:16:29.000]  第四十五至四十六節和五十二節
[00:16:29.000 --> 00:16:33.000]  就是耶穌第一次和第三次
[00:16:33.000 --> 00:16:37.000]  指出律法專家有禍
[00:16:37.000 --> 00:16:39.000]  必加火
[00:16:39.000 --> 00:16:43.000]  首先,祂指出他們將神的訓誨
[00:16:43.000 --> 00:16:46.000]  可以說是在耶穌基督的口中提出
[00:16:46.000 --> 00:16:48.000]  這是合適的騙
[00:16:48.000 --> 00:16:52.000]  但是就變成了難擔的擔子
[00:16:52.000 --> 00:16:55.000]  然後將祂改頭換面
[00:16:55.000 --> 00:16:57.000]  弄得很複雜之後
[00:16:57.000 --> 00:17:01.000]  自己卻不會去觸碰祂
[00:17:01.000 --> 00:17:04.000]  這也很現實
[00:17:04.000 --> 00:17:07.000]  複雜到可能法尼塞人自己也不知道怎麼做
[00:17:07.000 --> 00:17:10.000]  群眾更加不知道怎麼做
[00:17:10.000 --> 00:17:13.000]  與此相關的第三項必加火的事情
[00:17:13.000 --> 00:17:16.000]  就是法尼塞人
[00:17:16.000 --> 00:17:18.000]  或者說律法的專家
[00:17:18.000 --> 00:17:21.000]  將真正關鍵的知識封鎖起來
[00:17:21.000 --> 00:17:23.000]  自己不進去
[00:17:23.000 --> 00:17:27.000]  想進去的人也找不到
[00:17:27.000 --> 00:17:31.000]  因為真正關鍵的知識封鎖起來了
[00:17:31.000 --> 00:17:37.000]  於是剩下的就是難擔的擔子
[00:17:37.000 --> 00:17:39.000]  以及不著邊際的知識
[00:17:39.000 --> 00:17:40.000]  很簡單
[00:17:40.000 --> 00:17:41.000]  我舉個例子
[00:17:41.000 --> 00:17:44.000]  如果教會鼓勵你
[00:17:44.000 --> 00:17:47.000]  每天讀十章聖經
[00:17:47.000 --> 00:17:49.000]  期一小時左右
[00:17:49.000 --> 00:17:51.000]  一個星期七天天天如是
[00:17:51.000 --> 00:17:53.000]  那你猜猜
[00:17:53.000 --> 00:17:55.000]  法尼塞人自己有沒有做?
[00:17:55.000 --> 00:17:58.000]  如果這樣建議你的人有沒有做?
[00:17:58.000 --> 00:18:01.000]  可以想像其實不是很困難的事情
[00:18:01.000 --> 00:18:04.000]  但是難擔的擔子
[00:18:04.000 --> 00:18:06.000]  以及不著邊際
[00:18:06.000 --> 00:18:10.000]  就是耶穌指責的關鍵
[00:18:10.000 --> 00:18:12.000]  而中間那一段
[00:18:12.000 --> 00:18:18.000]  耶穌第二次指責律法專家必加火
[00:18:18.000 --> 00:18:23.000]  討論起來感覺上是缺席斑斑
[00:18:23.000 --> 00:18:28.000]  不過用這個內容就講得到
[00:18:28.000 --> 00:18:33.000]  真正關鍵的知識的關鍵究竟在哪裡
[00:18:33.000 --> 00:18:36.000]  耶穌指出律法教師當時
[00:18:36.000 --> 00:18:41.000]  暗暗地同意祂的前人
[00:18:41.000 --> 00:18:46.000]  對神的眾多發言人的殘殺和迫害
[00:18:46.000 --> 00:18:48.000]  很嚴重的指控
[00:18:48.000 --> 00:18:50.000]  殘殺和迫害
[00:18:50.000 --> 00:18:57.000]  甚至是形容為創世以來所留眾先知的血的罪
[00:18:57.000 --> 00:18:59.000]  由亞伯的血數起
[00:18:59.000 --> 00:19:02.000]  去到撒加利亞的血
[00:19:02.000 --> 00:19:07.000]  你說這只是括號的頭和尾
[00:19:07.000 --> 00:19:10.000]  中間那些都入了他們的帳
[00:19:10.000 --> 00:19:11.000]  你說不是吧?
[00:19:11.000 --> 00:19:15.000]  該忍撒亞伯又入律法教師的帳
[00:19:15.000 --> 00:19:19.000]  若阿斯王殺死撒加利亞
[00:19:19.000 --> 00:19:22.000]  又入律法專家的帳
[00:19:22.000 --> 00:19:23.000]  兩宗血案
[00:19:23.000 --> 00:19:25.000]  還有更多的血案的帳
[00:19:25.000 --> 00:19:28.000]  為何會入他們的帳呢?
[00:19:28.000 --> 00:19:31.000]  其實嚴格來說
[00:19:31.000 --> 00:19:37.000]  並不是因為這些血案與他們有關
[00:19:37.000 --> 00:19:40.000]  而是這些血案本身
[00:19:40.000 --> 00:19:48.000]  其實是舊約聖經所說的人性軟弱的代表
[00:19:48.000 --> 00:19:50.000]  首先這些說法
[00:19:50.000 --> 00:19:53.000]  是符合他們當時熟悉的希伯來聖經
[00:19:53.000 --> 00:19:55.000]  即是我們的舊約聖經
[00:19:55.000 --> 00:19:59.000]  不過它的編排與我們中文聖經有少許不同
[00:19:59.000 --> 00:20:01.000]  因為我們中文聖經的編排
[00:20:01.000 --> 00:20:06.000]  通常是比較吻合希臘文役本的排法的
[00:20:06.000 --> 00:20:08.000]  但簡單來說
[00:20:08.000 --> 00:20:11.000]  希伯來聖經和舊約聖經的分類
[00:20:11.000 --> 00:20:13.000]  在猶太人的做法就是
[00:20:13.000 --> 00:20:17.000]  分成訓誨、信息和著作
[00:20:17.000 --> 00:20:20.000]  你看到剛才亞伯的血是在《創世紀》
[00:20:20.000 --> 00:20:26.000]  撒加利亞的血是在歷代治下的地方
[00:20:26.000 --> 00:20:28.000]  明顯就是聖經的開頭
[00:20:28.000 --> 00:20:30.000]  聖經的結束
[00:20:30.000 --> 00:20:34.000]  這兩項罪的的確確
[00:20:34.000 --> 00:20:37.000]  是在反映人性的軟弱
[00:20:37.000 --> 00:20:40.000]  以及應該要有的抉擇
[00:20:40.000 --> 00:20:45.000]  或者我們可以簡單地去看一次這兩宗血案
[00:20:45.000 --> 00:20:49.000]  《創世紀》第四章第三至第八節
[00:20:49.000 --> 00:20:54.000]  提及上主看中了亞伯和他的獻禮
[00:20:54.000 --> 00:20:56.000]  該隱和他的獻禮
[00:20:56.000 --> 00:20:59.000]  上主就沒有看中
[00:20:59.000 --> 00:21:02.000]  換轉是你去獻祭
[00:21:02.000 --> 00:21:04.000]  該隱的十分老奴
[00:21:04.000 --> 00:21:06.000]  臉沉下來
[00:21:06.000 --> 00:21:09.000]  我們都可以了解的
[00:21:09.000 --> 00:21:12.000]  是吧,即是生氣得臉色一沉
[00:21:12.000 --> 00:21:15.000]  上主好好和該隱說話
[00:21:15.000 --> 00:21:18.000]  好言相勸勸他不要
[00:21:18.000 --> 00:21:21.000]  然後一個屈尾十
[00:21:21.000 --> 00:21:24.000]  該隱又和他的兄弟說話
[00:21:24.000 --> 00:21:26.000]  不過就不懷好意
[00:21:26.000 --> 00:21:30.000]  起來攻擊他的兄弟亞伯
[00:21:30.000 --> 00:21:31.000]  殺了他
[00:21:31.000 --> 00:21:34.000]  亞伯的血的這件事件
[00:21:34.000 --> 00:21:39.000]  真正關鍵和我們透露的知識
[00:21:39.000 --> 00:21:42.000]  是說我們要對神信任和
[00:21:42.000 --> 00:21:43.000]  是吧
[00:21:43.000 --> 00:21:46.000]  在不順遂的環境裏面
[00:21:46.000 --> 00:21:47.000]  是吧
[00:21:47.000 --> 00:21:49.000]  不合我們心意的處境裏面
[00:21:49.000 --> 00:21:54.000]  仍然要愛好上主的判決
[00:21:54.000 --> 00:21:57.000]  和心意
[00:21:57.000 --> 00:21:59.000]  愛好
[00:21:59.000 --> 00:22:02.000]  其實在聖經裏面
[00:22:02.000 --> 00:22:06.000]  該隱都沒有做什麼事情
[00:22:06.000 --> 00:22:07.000]  他沒有殺人的
[00:22:07.000 --> 00:22:09.000]  所以也不是做得好
[00:22:09.000 --> 00:22:13.000]  而是認為上主的決定是好的
[00:22:13.000 --> 00:22:17.000]  即使你心裏面覺得有沒有搞錯
[00:22:17.000 --> 00:22:19.000]  但是上主應該沒有搞錯的
[00:22:19.000 --> 00:22:20.000]  好,我就相信你
[00:22:20.000 --> 00:22:25.000]  這個態度反而是上帝所要的
[00:22:25.000 --> 00:22:27.000]  又或者反過來
[00:22:27.000 --> 00:22:28.000]  其實他都連續我們
[00:22:28.000 --> 00:22:31.000]  如果我們是一味的很憤怒
[00:22:31.000 --> 00:22:33.000]  一味的在惱怒的裏面
[00:22:33.000 --> 00:22:35.000]  其實是很累的
[00:22:35.000 --> 00:22:36.000]  是吧
[00:22:36.000 --> 00:22:38.000]  你也試過惱怒別人
[00:22:38.000 --> 00:22:39.000]  是吧
[00:22:39.000 --> 00:22:40.000]  惱怒別人是很累的
[00:22:40.000 --> 00:22:41.000]  是吧
[00:22:41.000 --> 00:22:44.000]  即是惱怒你越親密的人就越累
[00:22:44.000 --> 00:22:46.000]  越是家人就
[00:22:46.000 --> 00:22:47.000]  是吧
[00:22:47.000 --> 00:22:48.000]  即是冷戰那樣就很累
[00:22:48.000 --> 00:22:49.000]  是吧
[00:22:49.000 --> 00:22:52.000]  為何不放自己一馬
[00:22:52.000 --> 00:22:53.000]  又或者說
[00:22:53.000 --> 00:22:56.000]  上主的判斷和決定
[00:22:56.000 --> 00:22:58.000]  我們又接受他
[00:22:58.000 --> 00:23:00.000]  又去相信他
[00:23:00.000 --> 00:23:02.000]  於是乎聖經就說
[00:23:02.000 --> 00:23:03.000]  如果是這樣的話
[00:23:03.000 --> 00:23:06.000]  我們就可以抬起頭
[00:23:06.000 --> 00:23:07.000]  仰起臉
[00:23:07.000 --> 00:23:08.000]  抬起頭
[00:23:08.000 --> 00:23:10.000]  可以輕輕鬆鬆
[00:23:10.000 --> 00:23:13.000]  堂堂正正這樣做人
[00:23:13.000 --> 00:23:17.000]  如果繼續在腦露當中去旋轉
[00:23:17.000 --> 00:23:18.000]  聖經就說
[00:23:18.000 --> 00:23:20.000]  罪就伏在門口
[00:23:20.000 --> 00:23:22.000]  他要亂冒你
[00:23:22.000 --> 00:23:25.000]  雖然聖經說
[00:23:25.000 --> 00:23:27.000]  你卻要管轄他
[00:23:27.000 --> 00:23:29.000]  我想其實你心裏有數
[00:23:29.000 --> 00:23:31.000]  罪找到你上門
[00:23:31.000 --> 00:23:34.000]  其實你是沒有可能管轄到他
[00:23:34.000 --> 00:23:38.000]  好像其實是一念之間的決定
[00:23:38.000 --> 00:23:42.000]  才是真正關鍵的知識
[00:23:42.000 --> 00:23:44.000]  這個是亞伯的血
[00:23:44.000 --> 00:23:46.000]  撒加利亞的血
[00:23:46.000 --> 00:23:48.000]  在歷代之下
[00:23:48.000 --> 00:23:49.000]  第二十四章
[00:23:49.000 --> 00:23:52.000]  第二十到二十二節
[00:23:52.000 --> 00:23:55.000]  在撒加利亞的血這件事件裏面
[00:23:55.000 --> 00:24:01.000]  先提及是神的令感動耶河耶大
[00:24:01.000 --> 00:24:06.000]  祂去的兒子撒加利亞祭司
[00:24:06.000 --> 00:24:10.000]  去跟那些百姓說一些老實的話
[00:24:10.000 --> 00:24:11.000]  就是說
[00:24:11.000 --> 00:24:13.000]  你們現在不得亨通
[00:24:13.000 --> 00:24:15.000]  是因爲什麽緣故
[00:24:15.000 --> 00:24:16.000]  是因爲離棄上主
[00:24:16.000 --> 00:24:18.000]  那上主就離棄你了
[00:24:18.000 --> 00:24:21.000]  那是不是應該反應是
[00:24:21.000 --> 00:24:23.000]  披麻蒙灰悔改才對
[00:24:23.000 --> 00:24:25.000]  但是他們不是
[00:24:25.000 --> 00:24:26.000]  憤怒撒加利亞
[00:24:26.000 --> 00:24:29.000]  眾人就殺害撒加利亞
[00:24:29.000 --> 00:24:30.000]  謀害祂
[00:24:30.000 --> 00:24:35.000]  整件事反映約亞斯王不紀念撒加利亞父親
[00:24:35.000 --> 00:24:40.000]  耶河耶大向自己所施的恩惠
[00:24:40.000 --> 00:24:44.000]  竟然因爲忠言逆耳就殺了祂的兒子
[00:24:44.000 --> 00:24:45.000]  簡單來說
[00:24:45.000 --> 00:24:47.000]  我們的說法很簡單
[00:24:47.000 --> 00:24:49.000]  恩將仇報
[00:24:49.000 --> 00:24:50.000]  是吧
[00:24:50.000 --> 00:24:51.000]  恩將仇報
[00:24:51.000 --> 00:24:55.000]  當然了聖經甚至要求我們要以德報怨
[00:24:55.000 --> 00:24:58.000]  現在這裏只是在說不要恩將仇報
[00:24:58.000 --> 00:25:00.000]  聖經很實際的
[00:25:00.000 --> 00:25:02.000]  你做不到不要恩將仇報
[00:25:02.000 --> 00:25:04.000]  又怎會做到以德報怨
[00:25:04.000 --> 00:25:11.000]  但是耶穌基督現在說撒加利亞的血
[00:25:11.000 --> 00:25:12.000]  是在說
[00:25:12.000 --> 00:25:14.000]  很低要求的
[00:25:14.000 --> 00:25:17.000]  不要恩將仇報
