
[00:00:00.000 --> 00:00:02.620]  聖誕的時候好像特別忙
[00:02:40.180 --> 00:02:49.860]  President Grant才正式將十二月廿五日定為聖誕節
[00:02:49.860 --> 00:02:52.100]  不過有些事情大家還是不知道
[00:02:52.100 --> 00:02:53.780]  1962年的時候
[00:02:53.780 --> 00:02:55.620]  美國法庭裁定
[00:02:55.620 --> 00:02:58.900]  在公立學校裏面
[00:02:58.900 --> 00:03:01.420]  如果是做一些聖誕劇
[00:03:01.420 --> 00:03:05.180]  找學生放聖景諸如此類的東西
[00:03:05.180 --> 00:03:08.420]  或者由政府去資助
[00:03:08.420 --> 00:03:13.940]  這些和耶穌誕生有關的活動的時候
[00:03:13.940 --> 00:03:19.220]  法庭裁定這是違反了政教分離的原則
[00:03:19.220 --> 00:03:21.460]  這個可能大家不知道
[00:03:21.460 --> 00:03:24.980]  所以不知不覺從那個時間開始
[00:03:24.980 --> 00:03:27.620]  在公共場合到聖誕節的時候
[00:03:27.620 --> 00:03:33.300]  那些擺設就用了很多世俗的象徵
[00:03:33.300 --> 00:03:34.260]  比如什麼
[00:03:34.260 --> 00:03:35.940]  聖誕老人
[00:03:35.940 --> 00:03:37.700]  還有什麼
[00:03:37.700 --> 00:03:38.820]  聖誕樹
[00:03:38.820 --> 00:03:39.860]  還有什麼
[00:03:39.860 --> 00:03:42.260]  Red Deer
[00:03:42.260 --> 00:03:43.700]  Red Nose Deer
[00:03:43.700 --> 00:03:45.620]  就是紅鼻的馴鹿
[00:03:45.620 --> 00:03:47.060]  諸如此類的東西
[00:03:47.060 --> 00:03:50.900]  就取代了聖景
[00:03:50.900 --> 00:03:54.420]  事實上我剛才開頭的那張圖畫
[00:03:54.420 --> 00:03:56.420]  主題的背景
[00:03:56.420 --> 00:03:57.540]  我上網搜尋
[00:03:57.540 --> 00:04:00.580]  耶穌誕生
[00:04:00.580 --> 00:04:02.820]  全部都是聖誕樹
[00:04:02.820 --> 00:04:04.820]  我只找到兩張
[00:04:04.820 --> 00:04:06.020]  整整一百張
[00:04:06.020 --> 00:04:11.300]  圖畫當中很少講到耶穌誕生
[00:04:11.300 --> 00:04:14.020]  到了21世紀的情況更加嚴重
[00:04:14.020 --> 00:04:15.700]  嚴重的意思是什麼呢
[00:04:15.700 --> 00:04:17.140]  越來越不講聖誕節了
[00:04:17.140 --> 00:04:18.500]  現在講什麼
[00:04:18.500 --> 00:04:20.660]  Happy Holiday
[00:04:20.660 --> 00:04:22.340]  假日快樂
[00:04:22.340 --> 00:04:23.460]  特朗普總統說不行
[00:04:23.460 --> 00:04:25.140]  我要講Merry Christmas
[00:04:25.140 --> 00:04:26.020]  Whatever
[00:04:26.020 --> 00:04:28.180]  但是已經成為一種文化
[00:04:28.180 --> 00:04:29.460]  一個文化
[00:04:29.460 --> 00:04:30.500]  現在很多時候
[00:04:30.500 --> 00:04:32.100]  在過聖誕節裡面
[00:04:32.100 --> 00:04:35.300]  人家怎麼過我們就怎麼過
[00:04:35.300 --> 00:04:37.380]  這個我再講一次
[00:04:37.380 --> 00:04:38.980]  我們沒有留意到
[00:04:38.980 --> 00:04:41.060]  原來我們基督徒在過聖誕節的時候
[00:04:41.060 --> 00:04:46.660]  在不知不覺當中都受了世俗潮流的影響
[00:04:46.660 --> 00:04:48.420]  我們被那些廣告商
[00:04:48.420 --> 00:04:52.260]  透過不同的媒體鋪天蓋地
[00:04:52.260 --> 00:04:53.460]  告訴我們
[00:04:53.460 --> 00:04:55.540]  我們應該怎麼過聖誕節
[00:04:55.540 --> 00:04:57.620]  我們需要什麼過聖誕節
[00:04:57.620 --> 00:05:00.740]  我們應該做什麼去過聖誕節
[00:05:00.740 --> 00:05:02.420]  要不要我再講一次
[00:05:02.420 --> 00:05:04.340]  大家同不同意
[00:05:04.340 --> 00:05:06.340]  在不知不覺的人家怎麼過聖誕
[00:05:06.340 --> 00:05:07.540]  我們怎麼過聖誕
[00:05:07.540 --> 00:05:09.380]  但是我們的身分不同
[00:05:09.380 --> 00:05:10.820]  我們是什麼人
[00:05:10.820 --> 00:05:11.780]  我們是基督徒
[00:05:11.780 --> 00:05:12.820]  我們是耶穌
[00:05:12.820 --> 00:05:18.340]  是不是要隨流地一起去過聖誕
[00:05:18.340 --> 00:05:21.540]  我們應該怎麼過聖誕節
[00:05:21.540 --> 00:05:23.300]  我們很常在想
[00:05:23.300 --> 00:05:27.220]  聖誕到底是怎麼來的
[00:05:27.220 --> 00:05:30.500]  到底我們基督徒應該怎麼去過聖誕節
[00:05:30.500 --> 00:05:32.660]  聖經告訴我們
[00:05:32.660 --> 00:05:33.860]  聖誕
[00:05:33.860 --> 00:05:35.140]  剛才聖經說什麼
[00:05:35.140 --> 00:05:39.300]  就是由童女瑪利亞被聖靈感染
[00:05:39.300 --> 00:05:41.300]  於是懷了一個嬰兒
[00:05:41.300 --> 00:05:48.100]  後來耶穌在一個簡陋的馬牌出生
[00:05:48.100 --> 00:05:50.980]  但是今天我想和大家看的重點是什麼
[00:05:50.980 --> 00:05:55.140]  如果瑪利亞的未婚夫約瑟
[00:05:55.140 --> 00:05:58.980]  不理天使在夢中給他的指示
[00:05:58.980 --> 00:06:01.060]  那個吩咐
[00:06:01.060 --> 00:06:05.220]  這個聖誕節可能會完全改寫
[00:06:05.220 --> 00:06:06.900]  而聖經告訴我們
[00:06:06.900 --> 00:06:10.260]  當約瑟知道他未過門的妻子
[00:06:10.260 --> 00:06:13.300]  那個老婆瑪利亞有了嬰兒
[00:06:13.300 --> 00:06:14.500]  我不知道怎麼聽回來
[00:06:14.500 --> 00:06:16.420]  總之知道了
[00:06:16.420 --> 00:06:18.740]  他可以怎麼做呢
[00:06:18.740 --> 00:06:22.100]  我發覺最低限度他有四個選擇
[00:06:22.100 --> 00:06:23.940]  就是約瑟
[00:06:23.940 --> 00:06:25.940]  第一個選擇很簡單
[00:06:25.940 --> 00:06:27.060]  輕施問罪
[00:06:27.060 --> 00:06:30.340]  有沒有搞錯 未過門竟然懷孕了
[00:06:30.340 --> 00:06:32.260]  要拿回聘金
[00:06:32.260 --> 00:06:34.100]  很重要的 為什麼呢
[00:06:34.100 --> 00:06:36.820]  一般的人家在耶穌的時代
[00:06:36.820 --> 00:06:41.460]  那個聘金大概是50個銀子
[00:06:41.460 --> 00:06:42.900]  等於多少錢呢
[00:06:42.900 --> 00:06:48.340]  今天來說大概是400到420美元左右
[00:06:48.340 --> 00:06:50.260]  對當時的人來說
[00:06:50.260 --> 00:06:53.700]  一個普通人要做幾年才有這樣的人工
[00:06:53.700 --> 00:06:55.780]  所以他們很著重婚禮
[00:06:55.780 --> 00:06:57.620]  儲了幾年錢
[00:06:57.620 --> 00:07:00.900]  然後才可以拿聘金娶老婆回來
[00:07:00.900 --> 00:07:02.660]  現在你懷孕了
[00:07:02.660 --> 00:07:06.980]  我就拿回聘金 這裡有幾年工資
[00:07:06.980 --> 00:07:09.460]  這是第一個做法
[00:07:09.460 --> 00:07:12.500]  第二個做法可能懶一點也不一定
[00:07:12.500 --> 00:07:13.300]  什麼都不做
[00:07:13.300 --> 00:07:14.900]  不了了之
[00:07:14.900 --> 00:07:16.420]  從那個時候開始
[00:07:16.420 --> 00:07:18.020]  我和你一刀兩斷
[00:07:18.020 --> 00:07:20.660]  和瑪利亞和家人說
[00:07:20.660 --> 00:07:23.860]  再無瓜葛 斷絕來往 各走各路
[00:07:23.860 --> 00:07:26.100]  這個可能是第二個想法
[00:07:26.100 --> 00:07:27.140]  這樣好一點
[00:07:27.140 --> 00:07:29.540]  免得拿回禮金
[00:07:29.540 --> 00:07:32.820]  第三個可能誇張一點
[00:07:32.820 --> 00:07:35.060]  算了反正我都要娶老婆
[00:07:35.060 --> 00:07:37.220]  現在好的女孩少
[00:07:37.220 --> 00:07:38.500]  不過是不是好都不知道
[00:07:38.500 --> 00:07:39.780]  因為懷孕了
[00:07:39.780 --> 00:07:43.140]  等她生了再娶
[00:07:43.140 --> 00:07:45.220]  這是一個可行的方法
[00:07:45.220 --> 00:07:47.140]  不過當他這樣做的時候
[00:07:47.140 --> 00:07:49.380]  結果是什麼呢
[00:07:49.380 --> 00:07:50.500]  一定是被人取笑
[00:07:50.500 --> 00:07:51.300]  大陸沒有
[00:07:51.300 --> 00:07:53.940]  還有第四個做法
[00:07:53.940 --> 00:07:58.180]  第四個做法是靜悄悄休了她
[00:07:58.180 --> 00:08:03.300]  暗地裡和瑪利亞解除婚約
[00:08:03.300 --> 00:08:04.820]  很明顯
[00:08:04.820 --> 00:08:08.020]  如果大家熟悉聖誕節的故事
[00:08:08.020 --> 00:08:12.500]  約瑟經過思量考慮之後
[00:08:12.500 --> 00:08:15.140]  選擇了第四個做法
[00:08:15.140 --> 00:08:20.180]  靜悄悄和瑪利亞解除婚約
[00:08:20.180 --> 00:08:23.380]  《聖經》裡面有沒有留意到
[00:08:23.380 --> 00:08:26.020]  有一個很簡單的註解
[00:08:26.020 --> 00:08:27.620]  這個註解是什麼呢
[00:08:27.620 --> 00:08:29.940]  原來約瑟為什麼會這樣做
[00:08:29.940 --> 00:08:31.460]  因為他是一個異人
[00:08:31.460 --> 00:08:33.540]  一個公義人
[00:08:33.540 --> 00:08:34.420]  一個好人
[00:08:34.420 --> 00:08:38.260]  他不想瑪利亞再次受羞辱
[00:08:38.260 --> 00:08:39.620]  傳了出來當然很沒面子
[00:08:39.620 --> 00:08:41.700]  還沒結婚就已經懷孕了
[00:08:41.700 --> 00:08:43.780]  不想再明明去羞辱她
[00:08:43.780 --> 00:08:46.500]  所以就給她一種優恕
[00:08:46.500 --> 00:08:47.860]  讓她能夠合法的
[00:08:47.860 --> 00:08:50.980]  以後可以合法的和人結婚
[00:08:50.980 --> 00:08:52.740]  就不用被社會唾棄
[00:08:52.740 --> 00:08:55.380]  約瑟這個行動
[00:08:55.380 --> 00:08:57.860]  其實不單止讓我們看到
[00:08:57.860 --> 00:09:00.100]  約瑟是一個異人
[00:09:00.100 --> 00:09:01.140]  不單止是一個好人
[00:09:01.140 --> 00:09:02.820]  他好到怎樣呢
[00:09:02.820 --> 00:09:04.740]  雖然他知道一個女孩子
[00:09:04.740 --> 00:09:06.100]  不知道為什麼被人搞大了肚子
[00:09:06.100 --> 00:09:08.820]  但他考慮到這個女孩子的情況
[00:09:08.820 --> 00:09:10.740]  她的處境
[00:09:10.740 --> 00:09:12.020]  如果不給她優恕的話
[00:09:12.020 --> 00:09:13.620]  她以後不知怎麼做人了
[00:09:13.620 --> 00:09:17.460]  於是就寫封優恕給她
[00:09:17.460 --> 00:09:19.700]  不然的話沒有人會娶她的
[00:09:19.700 --> 00:09:23.940]  甚至在當時猶太人的文化當中
[00:09:23.940 --> 00:09:26.820]  她的父親都不可以自立她
[00:09:26.820 --> 00:09:30.420]  想去養她照顧她都不可以
[00:09:30.420 --> 00:09:34.180]  所以一個這樣的女孩子出來的時候
[00:09:34.180 --> 00:09:36.420]  她的處境是相當淒涼的
[00:09:36.420 --> 00:09:39.540]  當時的女人沒有什麼謀生技能
[00:09:39.540 --> 00:09:40.740]  不可以自立
[00:09:40.740 --> 00:09:42.500]  所以很多人都說
[00:09:42.500 --> 00:09:43.540]  如果是這樣的話
[00:09:43.540 --> 00:09:44.660]  只可以有兩個選擇
[00:09:44.660 --> 00:09:46.260]  要麼做乞丐要麼做妓女
[00:09:46.260 --> 00:09:48.260]  你要生存的話
[00:09:48.260 --> 00:09:53.380]  所以其實聖經說約瑟是一個異人
[00:09:53.380 --> 00:09:57.940]  但是神怎麼去對待這個異人呢
[00:09:57.940 --> 00:09:58.900]  大家有沒有想到
[00:09:58.900 --> 00:10:01.060]  神怎麼去對待這個好人呢
[00:10:01.060 --> 00:10:03.940]  神就差一個天使在夢中
[00:10:03.940 --> 00:10:07.220]  向這個約瑟顯現
[00:10:07.220 --> 00:10:10.260]  就叫他做第五個選擇
[00:10:10.260 --> 00:10:11.940]  還多一個選擇
[00:10:11.940 --> 00:10:13.380]  神給他多一個選擇
[00:10:13.380 --> 00:10:14.580]  這個選擇是什麼
[00:10:14.580 --> 00:10:17.460]  立坑將瑪利亞娶過來
[00:10:17.460 --> 00:10:20.580]  這個是他沒有想過的
[00:10:20.580 --> 00:10:23.460]  定了婚的
[00:10:23.460 --> 00:10:26.180]  但是天使說立刻將她娶過來
[00:10:26.180 --> 00:10:33.860]  如果約瑟選擇天使給他這個建議的時候
[00:10:33.860 --> 00:10:37.700]  大家想一下他的朋友
[00:10:37.700 --> 00:10:40.500]  家人 親戚 鄰居
[00:10:40.500 --> 00:10:42.020]  會怎麼想他呢
[00:10:42.020 --> 00:10:44.020]  不用想了
[00:10:44.020 --> 00:10:45.540]  一定是你搞大了他的肚子
[00:10:45.540 --> 00:10:47.380]  會不會這樣想
[00:10:47.380 --> 00:10:48.820]  很正常
[00:10:48.820 --> 00:10:51.700]  一定是你就是那個主事人
[00:10:51.700 --> 00:10:53.700]  不然你怎麼會娶過來
[00:10:53.700 --> 00:10:57.780]  一個異人
[00:10:57.780 --> 00:11:00.900]  如果要選擇這個抉擇的時候
[00:11:00.900 --> 00:11:05.220]  能不能夠抵受這些人的誤會呢
[00:11:05.220 --> 00:11:07.780]  水洗不清 你怎麼解釋
[00:11:07.780 --> 00:11:10.420]  其實沒得解釋
[00:11:10.420 --> 00:11:12.500]  當然約瑟也沒有解釋
[00:11:12.500 --> 00:11:14.740]  但是我們看看這個約瑟
[00:11:14.740 --> 00:11:16.740]  一覺醒來
[00:11:16.740 --> 00:11:18.740]  立刻起身
[00:11:18.740 --> 00:11:22.100]  遵照天使的吩咐
[00:11:22.100 --> 00:11:24.100]  將瑪利亞娶過門
[00:11:24.100 --> 00:11:26.100]  大家知不知道
[00:11:26.100 --> 00:11:28.100]  如果換了是你
[00:11:28.100 --> 00:11:30.100]  還是我
[00:11:30.100 --> 00:11:32.100]  我們會不會這樣做
[00:11:32.100 --> 00:11:34.100]  我們會不會這樣做呢
[00:11:34.100 --> 00:11:36.100]  是做夢見到天使
[00:11:36.100 --> 00:11:41.940]  我們記得先使約翰的爸爸
[00:11:41.940 --> 00:11:43.940]  在聖殿見到天使
[00:11:43.940 --> 00:11:45.940]  親眼見到
[00:11:45.940 --> 00:11:47.940]  他做夢見到天使
[00:11:47.940 --> 00:11:49.940]  天使跟他說
[00:11:49.940 --> 00:11:51.940]  瑪利亞是有個寶寶
[00:11:51.940 --> 00:11:53.940]  是有個寶寶
[00:11:53.940 --> 00:11:55.940]  不過她這個寶寶是內著聖靈
[00:11:55.940 --> 00:11:57.940]  聖靈懷孕 你說什麼
[00:11:57.940 --> 00:11:59.940]  什麼叫聖靈懷孕
[00:11:59.940 --> 00:12:01.940]  不要說約瑟
[00:12:01.940 --> 00:12:03.940]  今天我們聽到的時候
[00:12:03.940 --> 00:12:05.940]  我們都摸不著頭腦
[00:12:05.940 --> 00:12:07.940]  沒辦法明白
[00:12:07.940 --> 00:12:09.940]  何況是當時做木匠的約瑟
[00:12:09.940 --> 00:12:11.940]  聖靈懷孕
[00:12:11.940 --> 00:12:13.940]  誰會相信呢
[00:12:13.940 --> 00:12:15.940]  做夢見到的事可不可以當真
[00:12:15.940 --> 00:12:17.940]  大家說呢
[00:12:17.940 --> 00:12:21.940]  所以早日聽師們
[00:12:21.940 --> 00:12:23.940]  當我們去反思
[00:12:23.940 --> 00:12:25.940]  聖誕節的意思的時候
[00:12:25.940 --> 00:12:27.940]  我們首先可以從約瑟的身上
[00:12:27.940 --> 00:12:29.940]  學幾個功課
[00:12:29.940 --> 00:12:31.940]  第一
[00:12:31.940 --> 00:12:33.940]  聖經說什麼
[00:12:33.940 --> 00:12:35.940]  約瑟是什麼人
[00:12:35.940 --> 00:12:37.940]  是一個異人
[00:12:37.940 --> 00:12:39.940]  這個異人不單單是
[00:12:39.940 --> 00:12:41.940]  說他奉公守法
[00:12:41.940 --> 00:12:43.940]  循規蹈矩
[00:12:43.940 --> 00:12:45.940]  沒有做壞事
[00:12:45.940 --> 00:12:47.940]  不單單說這件事
[00:12:47.940 --> 00:12:49.940]  從他的表現來說
[00:12:49.940 --> 00:12:51.940]  我們看到他顧念
[00:12:51.940 --> 00:12:53.940]  人的處境
[00:12:53.940 --> 00:12:55.940]  時時為他人的好處著想
[00:12:55.940 --> 00:12:57.940]  這個反映出
[00:12:57.940 --> 00:12:59.940]  他那種熟悉的品格
[00:12:59.940 --> 00:13:01.940]  溫柔 良善
[00:13:01.940 --> 00:13:03.940]  和平
[00:13:03.940 --> 00:13:05.940]  信實
[00:13:05.940 --> 00:13:07.940]  滿有恩慈和愛心
[00:13:07.940 --> 00:13:09.940]  否則他怎麼能夠
[00:13:09.940 --> 00:13:11.940]  做出這樣的回應
[00:13:13.940 --> 00:13:15.940]  求聖靈幫助我們
[00:13:15.940 --> 00:13:17.940]  如果我們
[00:13:17.940 --> 00:13:19.940]  用我們自己設身處地的想法
[00:13:19.940 --> 00:13:21.940]  我們覺得很不值
[00:13:21.940 --> 00:13:23.940]  有沒有搞錯
[00:13:23.940 --> 00:13:25.940]  但忽然之間我要承受這樣的壓力
[00:13:25.940 --> 00:13:27.940]  是不是
[00:13:27.940 --> 00:13:29.940]  甚至是
[00:13:29.940 --> 00:13:31.940]  這些是羞辱
[00:13:31.940 --> 00:13:33.940]  我們怎麼能夠頂得住
[00:13:33.940 --> 00:13:35.940]  我們有沒有試過被人欺壓
[00:13:35.940 --> 00:13:37.940]  我們有沒有試過被人欺騙
[00:13:37.940 --> 00:13:39.940]  有沒有試過
[00:13:39.940 --> 00:13:41.940]  如果我們這樣做很吃虧
[00:13:41.940 --> 00:13:43.940]  有沒有落在這樣的處境
[00:13:43.940 --> 00:13:45.940]  你是怎麼回應的
[00:13:45.940 --> 00:13:47.940]  若失是怎麼回應的
[00:13:47.940 --> 00:13:49.940]  求神幫助我們
[00:13:49.940 --> 00:13:53.940]  當我們落在這樣的處境當中
[00:13:53.940 --> 00:13:55.940]  先去想一下
[00:13:55.940 --> 00:13:57.940]  什麼
[00:13:57.940 --> 00:13:59.940]  才是會合神的心意
[00:13:59.940 --> 00:14:01.940]  什麼的回應
[00:14:01.940 --> 00:14:03.940]  什麼的做法
[00:14:03.940 --> 00:14:05.940]  才能夠抱住喜悅
[00:14:05.940 --> 00:14:07.940]  讓神得榮耀
[00:14:07.940 --> 00:14:09.940]  看這件事
[00:14:09.940 --> 00:14:11.940]  我不相信天使的說話
[00:14:11.940 --> 00:14:13.940]  雖然是在夢中
[00:14:13.940 --> 00:14:15.940]  天使跟他說
[00:14:15.940 --> 00:14:17.940]  他竟然相信
[00:14:17.940 --> 00:14:19.940]  為什麼會相信
[00:14:19.940 --> 00:14:21.940]  大家覺得他為什麼會相信
[00:14:21.940 --> 00:14:23.940]  天使在夢中跟他說的話
[00:14:23.940 --> 00:14:25.940]  其實很好
[00:14:25.940 --> 00:14:27.940]  在夢中第一件事
[00:14:27.940 --> 00:14:29.940]  天使跟他說的第一句說話是什麼
[00:14:29.940 --> 00:14:31.940]  不要怕
[00:14:31.940 --> 00:14:35.940]  天使其實來到的時候
[00:14:35.940 --> 00:14:37.940]  他沒有讀過心理學
[00:14:37.940 --> 00:14:39.940]  天使有沒有讀過
[00:14:39.940 --> 00:14:41.940]  我不知道
[00:14:41.940 --> 00:14:43.940]  但從弱勢角度
[00:14:43.940 --> 00:14:45.940]  天使知道我現在怕什麼
[00:14:45.940 --> 00:14:47.940]  我憂慮什麼
[00:14:47.940 --> 00:14:49.940]  我害怕什麼
[00:14:49.940 --> 00:14:51.940]  天使跟他說第一句說話
[00:14:51.940 --> 00:14:53.940]  他已經得到很大的安慰
[00:14:53.940 --> 00:14:55.940]  這些不是人可以說的說話
[00:14:55.940 --> 00:14:57.940]  特別是當個時代
[00:14:57.940 --> 00:14:59.940]  而且
[00:14:59.940 --> 00:15:01.940]  天使還告訴他
[00:15:01.940 --> 00:15:03.940]  馬利亞所懷的孩子
[00:15:05.940 --> 00:15:07.940]  是要應驗
[00:15:07.940 --> 00:15:09.940]  先知的預言
[00:15:09.940 --> 00:15:11.940]  先知的預言
[00:15:11.940 --> 00:15:13.940]  必有童女懷孕生子
[00:15:13.940 --> 00:15:15.940]  你讀過的
[00:15:15.940 --> 00:15:17.940]  先知書你沒有讀過
[00:15:17.940 --> 00:15:19.940]  先知的預言
[00:15:19.940 --> 00:15:21.940]  必有童女懷孕生子
[00:15:21.940 --> 00:15:23.940]  他要取名的
[00:15:23.940 --> 00:15:25.940]  爾瑪奈利
[00:15:25.940 --> 00:15:29.940]  不單單天使告訴他
[00:15:29.940 --> 00:15:31.940]  這是應驗先知的預言
[00:15:31.940 --> 00:15:33.940]  童女會懷孕
[00:15:33.940 --> 00:15:35.940]  連孩子的名字
[00:15:35.940 --> 00:15:37.940]  都幫他講了
[00:15:37.940 --> 00:15:39.940]  你給他取名叫耶穌
[00:15:39.940 --> 00:15:45.940]  弱勢怎麼可能不相信
[00:15:45.940 --> 00:15:47.940]  這些不是他自己想到
[00:15:47.940 --> 00:15:49.940]  或者聽說過的
[00:15:49.940 --> 00:15:51.940]  完全是從神那裡而來
[00:15:51.940 --> 00:15:53.940]  所以當你醒來的時候
[00:15:53.940 --> 00:15:55.940]  想起夢境、弱勢思想的時候
[00:15:55.940 --> 00:15:57.940]  天使
[00:15:57.940 --> 00:15:59.940]  向弱勢講到
[00:15:59.940 --> 00:16:01.940]  有關馬利亞懷孕的細節
[00:16:03.940 --> 00:16:05.940]  雖然他不完全明白
[00:16:05.940 --> 00:16:07.940]  我相信他不完全明白
[00:16:07.940 --> 00:16:09.940]  但足以讓他相信
[00:16:09.940 --> 00:16:11.940]  天使在夢境當中
[00:16:11.940 --> 00:16:13.940]  跟他說過的話
[00:16:13.940 --> 00:16:15.940]  是來自至高的上帝
[00:16:15.940 --> 00:16:17.940]  是上帝指示他
[00:16:17.940 --> 00:16:19.940]  應該如何處理未婚妻
[00:16:19.940 --> 00:16:21.940]  未過門就懷孕的情況
[00:16:21.940 --> 00:16:25.940]  如果上個星期大家在這裡
[00:16:25.940 --> 00:16:27.940]  好像我跟大家提過
[00:16:27.940 --> 00:16:29.940]  如果上帝要我們做些什麼
[00:16:29.940 --> 00:16:31.940]  他會讓我們
[00:16:31.940 --> 00:16:33.940]  很清楚地知道
[00:16:33.940 --> 00:16:35.940]  是一點都不含糊的
[00:16:35.940 --> 00:16:37.940]  有時候會透過不同的人與事和方法
[00:16:37.940 --> 00:16:39.940]  對弱勢來說
[00:16:39.940 --> 00:16:41.940]  這個夢境對他來說
[00:16:41.940 --> 00:16:43.940]  忽然之間一個從來沒想過的做法
[00:16:43.940 --> 00:16:45.940]  竟然透過天使在夢境裡面
[00:16:45.940 --> 00:16:47.940]  跟他說
[00:16:47.940 --> 00:16:49.940]  我們看到弱勢的反應是什麼
[00:16:49.940 --> 00:16:51.940]  弱勢醒來第一件事是什麼
[00:16:51.940 --> 00:16:53.940]  立刻行動
[00:16:53.940 --> 00:16:55.940]  就將馬利亞娶過門
[00:16:55.940 --> 00:16:57.940]  這個需要什麼
[00:16:57.940 --> 00:16:59.940]  需要很大的信心
[00:16:59.940 --> 00:17:01.940]  和勇氣
[00:17:01.940 --> 00:17:03.940]  大家同意嗎
[00:17:03.940 --> 00:17:05.940]  這個就是第三件事
[00:17:05.940 --> 00:17:07.940]  我們要從弱勢身上
[00:17:07.940 --> 00:17:09.940]  學的功課
[00:17:09.940 --> 00:17:11.940]  正如我剛才提過
[00:17:11.940 --> 00:17:13.940]  如果弱勢不是這樣做
[00:17:13.940 --> 00:17:15.940]  他仍然按照自己的方法
[00:17:15.940 --> 00:17:17.940]  悄悄地
[00:17:17.940 --> 00:17:19.940]  去休了馬利亞
[00:17:19.940 --> 00:17:21.940]  我剛才說過什麼
[00:17:21.940 --> 00:17:23.940]  聖誕節的故事就要改寫
[00:17:23.940 --> 00:17:25.940]  沒有弱勢
[00:17:25.940 --> 00:17:27.940]  對整個中國的敬畏和信奉
[00:17:27.940 --> 00:17:29.940]  中國的敬畏和信奉
[00:17:29.940 --> 00:17:31.940]  我們過聖誕節
