
[00:00:00.000 --> 00:00:03.000]  各位兄弟姐妹,早安!
[00:02:06.000 --> 00:02:13.000]  卻是發現原來人越追求自主,卻是越來越失控
[00:02:13.000 --> 00:02:17.000]  究竟人開了一個什麼玩笑呢?
[00:02:17.000 --> 00:02:22.000]  今天,我要從我們剛才所讀的經文
[00:02:22.000 --> 00:02:26.000]  我們一起來拆解一下這個荒謬的玩笑
[00:02:26.000 --> 00:02:32.000]  我會分為三個部分,讓我們一起來進入神的話語裏面
[00:02:32.000 --> 00:02:38.000]  首先,第一部分就是,阻擋真理是故意自欺
[00:02:38.000 --> 00:02:43.000]  在第十八節裏,保羅用了一個極其震撼的開頭
[00:02:43.000 --> 00:02:53.000]  他說,原來神的憤怒,是從天上顯明給一切不乾不易的人身上
[00:02:53.000 --> 00:02:57.000]  這句話好像是法庭開審的一個宣告
[00:02:57.000 --> 00:03:03.000]  人為什麼要受到審判呢?因為人的不乾不易
[00:03:03.000 --> 00:03:10.000]  簡單來說,就是人是破壞了神與人,和人與人之間的關係
[00:03:10.000 --> 00:03:16.000]  接下來,保羅就提出他的證據
[00:03:16.000 --> 00:03:21.000]  他在這裏揭開了人類犯罪的根源
[00:03:21.000 --> 00:03:31.000]  保羅在第十九節裏講到,神的事情,人所能知道的,原顯明在人的心裏
[00:03:31.000 --> 00:03:36.000]  這就是神學家所講的,所謂的普遍啟示
[00:03:36.000 --> 00:03:42.000]  大家有沒有想過,當你舉目來觀看這個浩瀚的銀河
[00:03:42.000 --> 00:03:47.000]  或者低頭來看看這個微觀的世界的時候
[00:03:47.000 --> 00:03:55.000]  你會直覺地告訴你自己知道,這些自然的運作和規律
[00:03:55.000 --> 00:04:04.000]  都是多麼有美感,難道這些東西都是隨機而來的嗎?
[00:04:04.000 --> 00:04:11.000]  保羅在第二十節因此指出,自從造天地以來
[00:04:11.000 --> 00:04:16.000]  神的永能和神聖是明明可知的
[00:04:16.000 --> 00:04:19.000]  什麼叫明明可知呢?
[00:04:19.000 --> 00:04:24.000]  在希臘文裏,是清楚地被看到
[00:04:24.000 --> 00:04:31.000]  就好像一個藝術家在他的作品上簽了名一樣
[00:04:31.000 --> 00:04:35.000]  神將他的智慧和權能就好像水印一樣
[00:04:35.000 --> 00:04:39.000]  深深地刻在每一個受眾物裏面
[00:04:39.000 --> 00:04:45.000]  因此人對秩序、理性、美感是有直覺的
[00:04:45.000 --> 00:04:49.000]  這些東西不是後天學回來的
[00:04:49.000 --> 00:04:53.000]  而是早早刻在人的心裏面
[00:04:53.000 --> 00:04:57.000]  就正如數學的存在一樣
[00:04:57.000 --> 00:05:01.000]  證明了宇宙不是雜亂無章
[00:05:01.000 --> 00:05:03.000]  是一個理性的設計
[00:05:03.000 --> 00:05:08.000]  就好像連小學生都懂得的一加一等於二
[00:05:08.000 --> 00:05:10.000]  早就已經存在了
[00:05:10.000 --> 00:05:15.000]  並且自古以來都被人使用
[00:05:15.000 --> 00:05:27.000]  然後差不多是上個世紀才被人證明出來的羅素大數學家
[00:05:27.000 --> 00:05:33.000]  用了380頁紙去證明一加一等於二
[00:05:33.000 --> 00:05:40.000]  其實數學早就神放在受眾界裏面的秩序
[00:05:40.000 --> 00:05:45.000]  承認他人才有理性的根基
[00:05:45.000 --> 00:05:47.000]  如果我們拒絕他
[00:05:47.000 --> 00:05:51.000]  我們一切的邏輯都會崩潰
[00:05:51.000 --> 00:05:53.000]  不單止是這樣
[00:05:53.000 --> 00:05:59.000]  數學的美更是彰顯著神的屬性
[00:05:59.000 --> 00:06:05.000]  例如數學裏面的多個黃金比例是無處不在
[00:06:05.000 --> 00:06:11.000]  這些黃金螺旋可以出現在銀河系的星雲裏面
[00:06:11.000 --> 00:06:17.000]  亦都可以出現在地上植物的向日葵裏面
[00:06:17.000 --> 00:06:22.000]  甚至連人類的DNA裏面的排列都是這樣
[00:06:22.000 --> 00:06:26.000]  大家還可以嘗試摸摸自己的耳朵
[00:06:26.000 --> 00:06:33.000]  你的耳朵的形狀其實就是這個螺旋的形狀
[00:06:33.000 --> 00:06:37.000]  因此世人當你面對大自然的時候
[00:06:37.000 --> 00:06:43.000]  你就會不自覺地對這些東西產生了無比的敬畏
[00:06:43.000 --> 00:06:50.000]  其實這些是人對這個創造者的奇妙足跡的回應
[00:06:50.000 --> 00:06:53.000]  但是悲劇就在這個時候發生
[00:06:53.000 --> 00:06:58.000]  保羅說人是行不易阻擋真理
[00:06:58.000 --> 00:07:05.000]  在這裏「阻擋」這個字是有壓低和按住的意思
[00:07:05.000 --> 00:07:07.000]  大家想想
[00:07:07.000 --> 00:07:14.000]  你如果將一個充滿了氣的皮球按下水
[00:07:14.000 --> 00:07:18.000]  這個皮球會自動反上來
[00:07:18.000 --> 00:07:20.000]  但是你出力地按住它
[00:07:20.000 --> 00:07:25.000]  這個就是人對待真理的方式
[00:07:25.000 --> 00:07:28.000]  人不是看不到神的榮耀
[00:07:28.000 --> 00:07:34.000]  而是因為人很怕那些真理浮上來
[00:07:34.000 --> 00:07:36.000]  它會挑戰人的主權
[00:07:36.000 --> 00:07:39.000]  它會指責人的不義
[00:07:39.000 --> 00:07:43.000]  所以人就發展出很多不同的理論
[00:07:43.000 --> 00:07:46.000]  目的是想來壓制這個真理
[00:07:46.000 --> 00:07:52.000]  例如科學主義、存在主義、生物進化等等
[00:07:52.000 --> 00:07:55.000]  其實目的只有一個
[00:07:55.000 --> 00:08:02.000]  就是想將人對創造主的直覺壓低
[00:08:02.000 --> 00:08:05.000]  但這只不過是鴕鳥
[00:08:05.000 --> 00:08:09.000]  你以為我們不承認神的存在
[00:08:09.000 --> 00:08:13.000]  人就可以成為這個世界的主人嗎?
[00:08:13.000 --> 00:08:18.000]  這只不過是你刻意阻擋真理的行為
[00:08:18.000 --> 00:08:20.000]  其實就是一種自欺
[00:08:20.000 --> 00:08:23.000]  對現實的扭曲
[00:08:23.000 --> 00:08:28.000]  其實我們都不是好得多
[00:08:28.000 --> 00:08:31.000]  我們不會否認神的存在
[00:08:31.000 --> 00:08:36.000]  但祂常常怕我們沒面子
[00:08:36.000 --> 00:08:39.000]  我們要死撐
[00:08:39.000 --> 00:08:43.000]  這種其實都是自己騙自己的行為
[00:08:43.000 --> 00:08:47.000]  就好像有一位電影巨星一樣
[00:08:47.000 --> 00:08:49.000]  他犯了錯
[00:08:49.000 --> 00:08:52.000]  他不知後悔
[00:08:52.000 --> 00:08:55.000]  還說了一句說話
[00:08:55.000 --> 00:09:02.000]  我只不過是犯了全天下男人都會犯的錯
[00:09:02.000 --> 00:09:06.000]  他以為將所有的人都拖下水
[00:09:06.000 --> 00:09:10.000]  就可以合理化他的行為
[00:09:10.000 --> 00:09:15.000]  但保羅在第二十節說了一個很冷酷的結論
[00:09:15.000 --> 00:09:21.000]  他說:「神是藉著所做之物,是召人無可推諉的。」
[00:09:21.000 --> 00:09:23.000]  「推諉」這個字
[00:09:23.000 --> 00:09:26.000]  就是說在審判面前
[00:09:26.000 --> 00:09:31.000]  人提出他不認罪的理由
[00:09:31.000 --> 00:09:33.000]  我們常常會給自己一個理由
[00:09:33.000 --> 00:09:36.000]  「不知者不罪」
[00:09:36.000 --> 00:09:42.000]  我們試圖以此來逃避道德的責任
[00:09:42.000 --> 00:09:49.000]  但保羅說這也是人在現實面前的一種自欺
[00:09:49.000 --> 00:09:51.000]  大家有沒有想過
[00:09:51.000 --> 00:09:54.000]  當你走進一個沙漠
[00:09:54.000 --> 00:09:56.000]  你快要口渴要死了
[00:09:56.000 --> 00:09:59.000]  突然間看到一棵樹
[00:09:59.000 --> 00:10:01.000]  這棵樹代表甚麼
[00:10:01.000 --> 00:10:05.000]  代表住附近有水源
[00:10:05.000 --> 00:10:09.000]  但如果你只是說我甚麼都看不到
[00:10:09.000 --> 00:10:11.000]  那你渴死了
[00:10:11.000 --> 00:10:14.000]  那可以怪誰呢
[00:10:14.000 --> 00:10:17.000]  這就是睜大眼說謊
[00:10:17.000 --> 00:10:20.000]  這就是自己騙自己
[00:10:20.000 --> 00:10:27.000]  這也是保羅對人性的罪惡深層的剖析
[00:10:27.000 --> 00:10:34.000]  罪的本質就是人對已知真理的背叛
[00:10:34.000 --> 00:10:38.000]  其實在人的內心深處裏
[00:10:38.000 --> 00:10:42.000]  一早已經知道有一位主宰
[00:10:42.000 --> 00:10:47.000]  亦知道受眾物有神聖的規律在
[00:10:47.000 --> 00:10:52.000]  但人卻是為了所謂虛妄的自由自主
[00:10:52.000 --> 00:10:55.000]  而玩起自欺的遊戲
[00:10:55.000 --> 00:10:59.000]  就好像我們剛才所聽的那首歌
[00:10:59.000 --> 00:11:04.000]  人以為是開了一個聰明的玩笑
[00:11:04.000 --> 00:11:08.000]  到最後才發覺這個玩笑
[00:11:08.000 --> 00:11:11.000]  其實是落在自己的身上
[00:11:11.000 --> 00:11:14.000]  這正是一個悲劇的起點
[00:11:14.000 --> 00:11:17.000]  當人不斷阻擋真理
[00:11:17.000 --> 00:11:22.000]  最終會發生甚麼事呢
[00:11:22.000 --> 00:11:26.000]  接著保羅在第21節說
[00:11:26.000 --> 00:11:29.000]  他們的思念會變為虛妄
[00:11:29.000 --> 00:11:34.000]  無知的心就會昏暗
[00:11:34.000 --> 00:11:39.000]  保羅其實是在捕捉一場荒謬的鬧劇
[00:11:39.000 --> 00:11:42.000]  人雖然明明知道是有神
[00:11:42.000 --> 00:11:48.000]  但一直不當他是神來榮耀
[00:11:48.000 --> 00:11:51.000]  他是做出一件非常令人費解的事
[00:11:51.000 --> 00:11:53.000]  正如23節所說
[00:11:53.000 --> 00:12:00.000]  將不能扭壞之神的榮耀變為偶像
[00:12:00.000 --> 00:12:02.000]  大家有沒有看到
[00:12:02.000 --> 00:12:05.000]  這不單是講到偶像的崇拜
[00:12:05.000 --> 00:12:08.000]  更是指到利益的交換
[00:12:08.000 --> 00:12:12.000]  人是用永恆的真理來換取短暫的成功
[00:12:12.000 --> 00:12:17.000]  人是用神聖的呼嘯來換取自我的膨脹
[00:12:17.000 --> 00:12:20.000]  還以為自己賺了
[00:12:20.000 --> 00:12:23.000]  其實在這段交易裡
[00:12:23.000 --> 00:12:26.000]  正是賠上了自己的靈魂
[00:12:26.000 --> 00:12:29.000]  所以保羅用了一句非常諷刺的話
[00:12:29.000 --> 00:12:32.000]  來形容這個過程
[00:12:32.000 --> 00:12:34.000]  正如22節所說
[00:12:34.000 --> 00:12:36.000]  自以為聰明
[00:12:36.000 --> 00:12:38.000]  反成為愚蠢
[00:12:38.000 --> 00:12:41.000]  人以為自己能夠掌控一切
[00:12:41.000 --> 00:12:44.000]  其實就是在玩火
[00:12:44.000 --> 00:12:49.000]  這場玩笑似乎愈玩愈大
[00:12:49.000 --> 00:12:52.000]  人類最愚蠢的地方就是
[00:12:52.000 --> 00:12:54.000]  以為將這個造物主
[00:12:54.000 --> 00:12:57.000]  從他的寶座那裡拉下來
[00:12:57.000 --> 00:13:00.000]  然後隨便放一隻媽媽的狗上去
[00:13:00.000 --> 00:13:04.000]  這個世界仍然會運作自如
[00:13:04.000 --> 00:13:07.000]  是不是這樣呢?
[00:13:07.000 --> 00:13:10.000]  誰不知當人這樣做完之後
[00:13:10.000 --> 00:13:15.000]  神的審判就馬上臨到了
[00:13:15.000 --> 00:13:18.000]  這個審判不是五雷轟頂
[00:13:18.000 --> 00:13:21.000]  也不是天火降臨
[00:13:21.000 --> 00:13:25.000]  好像我們最近雪梨的火災那樣
[00:13:25.000 --> 00:13:31.000]  但是是一個令人心碎的淫貧
[00:13:31.000 --> 00:13:35.000]  淫貧保羅在這裡連用了三次
[00:13:35.000 --> 00:13:37.000]  通常一句說話說了三次
[00:13:37.000 --> 00:13:39.000]  都是很重要的
[00:13:39.000 --> 00:13:41.000]  淫貧是什麼意思呢?
[00:13:41.000 --> 00:13:45.000]  淫貧是交付的意思
[00:13:45.000 --> 00:13:50.000]  本身來說其實就是有自我毀滅的性質
[00:13:50.000 --> 00:13:54.000]  平時神的恩典就好像提拜一樣
[00:13:54.000 --> 00:13:56.000]  擋住了洪水
[00:13:56.000 --> 00:13:59.000]  但是當神淫貧人的時候
[00:13:59.000 --> 00:14:03.000]  祂只不過是將他的恩手
[00:14:03.000 --> 00:14:05.000]  擋住罪惡的手
[00:14:05.000 --> 00:14:07.000]  送飯去
[00:14:07.000 --> 00:14:09.000]  就好像一位父親一樣
[00:14:09.000 --> 00:14:13.000]  看到他的兒子執意離家出走的時候
[00:14:13.000 --> 00:14:15.000]  當他勸了無效
[00:14:15.000 --> 00:14:20.000]  最終他只能夠將他一直拉著兒子的手
[00:14:20.000 --> 00:14:23.000]  鬆開
[00:14:23.000 --> 00:14:25.000]  我們每一個人都可能經歷到神
[00:14:25.000 --> 00:14:29.000]  對我們的忍耐和寬容
[00:14:29.000 --> 00:14:32.000]  但是當神沉默的時候
[00:14:32.000 --> 00:14:36.000]  當人以致為可以隨心所欲的時候
[00:14:36.000 --> 00:14:41.000]  其實我們就是落在這個災難裡面
[00:14:41.000 --> 00:14:43.000]  古來在第24至28節紀錄
[00:14:43.000 --> 00:14:49.000]  就講出了淫貧的三種情況
[00:14:49.000 --> 00:14:53.000]  第一就是神是淫貧人的私慾
[00:14:53.000 --> 00:14:59.000]  既然人是不尊重次生命的創造主的時候
[00:14:59.000 --> 00:15:04.000]  人亦都不會去尊重他自己的身體
[00:15:04.000 --> 00:15:07.000]  這個所謂神聖的殿
[00:15:07.000 --> 00:15:12.000]  所以會將身體變成一些發洩的工具
[00:15:12.000 --> 00:15:15.000]  去盡量糟蹋我們自己
[00:15:15.000 --> 00:15:18.000]  在現代生活裡面
[00:15:18.000 --> 00:15:23.000]  身體會被造成商品化
[00:15:23.000 --> 00:15:25.000]  那些整容成癮
[00:15:25.000 --> 00:15:27.000]  那些暴飲暴食
[00:15:27.000 --> 00:15:34.000]  其實是將人的身體的私慾
[00:15:34.000 --> 00:15:37.000]  來盡量的發揮
[00:15:37.000 --> 00:15:41.000]  似乎是永無休止的
[00:15:41.000 --> 00:15:45.000]  他們以為在追求美和善
[00:15:45.000 --> 00:15:50.000]  但是這只不過是來沾污自己
[00:15:50.000 --> 00:15:57.000]  同樣當社會集體來拒絕神的聖潔的時候
[00:15:57.000 --> 00:16:02.000]  神就會任憑色情產業的氾濫
[00:16:02.000 --> 00:16:07.000]  結果人是將這個性物化
[00:16:07.000 --> 00:16:11.000]  隨意來買賣來交換
[00:16:11.000 --> 00:16:17.000]  反而當人面對真實的感情關係的時候
[00:16:17.000 --> 00:16:21.000]  他會感覺到懼怕
[00:16:21.000 --> 00:16:25.000]  第二點就是神任憑人的情慾
[00:16:25.000 --> 00:16:31.000]  在這裡保羅是描寫一個逆性的狀態
[00:16:31.000 --> 00:16:35.000]  既然人是拒絕了神創造的秩序
[00:16:35.000 --> 00:16:39.000]  並且自己試圖來定義什麼叫性別
[00:16:39.000 --> 00:16:41.000]  什麼叫婚姻
[00:16:41.000 --> 00:16:44.000]  和什麼是人的本質的時候
[00:16:44.000 --> 00:16:46.000]  人是需要負責
[00:16:46.000 --> 00:16:53.000]  來為這個反自然來負擔它的後果
[00:16:53.000 --> 00:16:55.000]  大家還記不記得
[00:16:55.000 --> 00:16:59.000]  最近在美國高等法院有一個聽證會
[00:16:59.000 --> 00:17:04.000]  當一位法官問到一位法律專家
[00:17:04.000 --> 00:17:08.000]  問他你怎樣定義男女的時候
[00:17:08.000 --> 00:17:11.000]  這個法律專家李烏他怎麼說
[00:17:11.000 --> 00:17:14.000]  他說我沒有定義
[00:17:14.000 --> 00:17:19.000]  大家覺不覺得是很諷刺呢
[00:17:19.000 --> 00:17:26.000]  當人要求法院來審理一單性別歧視的案件
[00:17:26.000 --> 00:17:31.000]  但又不能提供性別定義的時候
[00:17:31.000 --> 00:17:38.000]  那你叫法院怎樣來幫你判案呢
[00:17:38.000 --> 00:17:43.000]  其實性別就好像一加一等於二一樣
[00:17:43.000 --> 00:17:45.000]  是常識來的
[00:17:45.000 --> 00:17:49.000]  但怎麼會人是視若無睹呢
[00:17:49.000 --> 00:17:53.000]  聖經裡面亞當這個原文就是男人
[00:17:53.000 --> 00:17:57.000]  夏娃就是女人
[00:17:57.000 --> 00:18:01.000]  但結果神是任憑人傳邪的心
[00:18:01.000 --> 00:18:10.000]  最後人在與人的關係裡面迷失了你自己
[00:18:10.000 --> 00:18:18.000]  並且陷入嚴重的心理和生理的危機裡面
[00:18:18.000 --> 00:18:24.000]  保羅他不是站在一個道德高地來說這句話
[00:18:24.000 --> 00:18:28.000]  而是指出當人們藐視神創造的秩序的時候
[00:18:28.000 --> 00:18:31.000]  其實人是會出現問題的
[00:18:31.000 --> 00:18:35.000]  因為人人失去了神的形象
[00:18:35.000 --> 00:18:39.000]  第三點就是神是任憑人的妄為
[00:18:39.000 --> 00:18:44.000]  當事人來拒絕神找代替品的時候
[00:18:44.000 --> 00:18:47.000]  他連那些辨別能力都會失去
[00:18:47.000 --> 00:18:50.000]  當羞恥當為榮耀
[00:18:50.000 --> 00:18:52.000]  人們還以為這是進步
[00:18:52.000 --> 00:18:58.000]  誰不知這只不過是文明集體的退化
[00:18:58.000 --> 00:19:02.000]  所以當神將他的恩手縮回頭的時候
[00:19:02.000 --> 00:19:07.000]  人就會陷入自食其果的螺旋裡面
[00:19:07.000 --> 00:19:13.000]  雖然神的任憑不是先發生在這個社會上
[00:19:13.000 --> 00:19:17.000]  但很多時候當我們對這個罪
[00:19:17.000 --> 00:19:19.000]  感覺到麻木的那一刻
[00:19:19.000 --> 00:19:23.000]  當我們自己以為只是享受著自由的那一刻
[00:19:23.000 --> 00:19:29.000]  其實你就是慢慢地走進文明的死胡同裡面
[00:19:29.000 --> 00:19:33.000]  最後保羅在第29至31節裏
[00:19:33.000 --> 00:19:37.000]  列出了長長的一份罪惡的清單
[00:19:37.000 --> 00:19:41.000]  裏面我綜合來看包括了21種罪行
[00:19:41.000 --> 00:19:44.000]  歸納為四大類別
[00:19:44.000 --> 00:19:53.000]  這是神任憑人之後的人全面的崩潰和失敗
[00:19:53.000 --> 00:19:58.000]  這些罪行讀起來
[00:19:58.000 --> 00:20:01.000]  是會使人有些窒息的
[00:20:01.000 --> 00:20:03.000]  所以我不會一一讀出來
[00:20:03.000 --> 00:20:06.000]  大家回去自己讀吧
[00:20:06.000 --> 00:20:13.000]  這正是不前不義的人破壞了神與人
[00:20:13.000 --> 00:20:17.000]  人與人之間的關係的行為
[00:20:17.000 --> 00:20:22.000]  但最重要的是保羅在第32節裏
[00:20:22.000 --> 00:20:27.000]  所指出最可怕的地方是什麼呢?
[00:20:27.000 --> 00:20:33.000]  他們不但自己去行還喜歡別人去行
[00:20:33.000 --> 00:20:38.000]  這正是揭示出罪惡的傳染途徑
[00:20:38.000 --> 00:20:41.000]  罪惡比這個病毒更加厲害
[00:20:41.000 --> 00:20:45.000]  傳播更加迅速
[00:20:45.000 --> 00:20:50.000]  原來當一個人走在黑暗裏的時候
[00:20:50.000 --> 00:20:53.000]  他的良心會不安
[00:20:53.000 --> 00:20:55.000]  他會不安樂
[00:20:55.000 --> 00:20:58.000]  他要找一個同溫層
[00:20:58.000 --> 00:21:02.000]  他要找他自己的價值觀
[00:21:02.000 --> 00:21:05.000]  他要告訴自己自己不用怕
[00:21:05.000 --> 00:21:07.000]  這些都是很正常的
[00:21:07.000 --> 00:21:13.000]  於是罪惡就開始一步一步傳播出去
[00:21:13.000 --> 00:21:15.000]  在社群裏面
[00:21:15.000 --> 00:21:20.000]  其實最容易成為罪惡的同溫層的
[00:21:20.000 --> 00:21:25.000]  大家猜到是什麼嗎?
[00:21:25.000 --> 00:21:29.000]  很多時候我們蛛絲八卦
[00:21:29.000 --> 00:21:32.000]  當一個人在講
[00:21:32.000 --> 00:21:34.000]  一群人在附和的時候
[00:21:34.000 --> 00:21:36.000]  就會越講就越大
[00:21:36.000 --> 00:21:38.000]  越大就越興奮
[00:21:38.000 --> 00:21:41.000]  越興奮就越傳得快
[00:21:41.000 --> 00:21:45.000]  很容易過了火都不知道
[00:21:45.000 --> 00:21:50.000]  到最後還有人覺得有什麼不妥
[00:21:50.000 --> 00:21:52.000]  還以為我們志同道合
[00:21:52.000 --> 00:21:55.000]  互通有無
[00:21:55.000 --> 00:21:57.000]  在這個時候我就想起
[00:21:57.000 --> 00:22:03.000]  詩篇第二篇裏面所講的那個場景
[00:22:03.000 --> 00:22:04.000]  第一節那裏講到
[00:22:04.000 --> 00:22:08.000]  外邦為什麼要爭鬧呢?
[00:22:08.000 --> 00:22:12.000]  萬民為什麼要謀算虛妄的事呢?
[00:22:12.000 --> 00:22:16.000]  這個其實是一個共反的結構
[00:22:16.000 --> 00:22:21.000]  當全世界都圍繞著一個荒謬的玩笑
[00:22:21.000 --> 00:22:25.000]  來鼓掌來認同的時候
[00:22:25.000 --> 00:22:31.000]  人的罪惡感就會一下子被稀釋了
[00:22:31.000 --> 00:22:34.000]  人更加以為這就是正義
[00:22:34.000 --> 00:22:37.000]  集體的聲音可以蓋過神的審判
[00:22:37.000 --> 00:22:41.000]  以為法不治眾
[00:22:41.000 --> 00:22:43.000]  誰不知我們這種思維
[00:22:43.000 --> 00:22:49.000]  正是將人拖入死亡的循環的螺旋裏面
[00:22:49.000 --> 00:22:52.000]  這也是詩篇第二篇所描寫的
[00:22:52.000 --> 00:22:54.000]  集體性的玩笑
[00:22:54.000 --> 00:22:56.000]  正如第三節那裏講到
[00:22:56.000 --> 00:23:01.000]  我們要爭開他們的捆綁
[00:23:01.000 --> 00:23:05.000]  他們當然是指的是上帝
[00:23:05.000 --> 00:23:07.000]  但當少數敬畏神的人
[00:23:07.000 --> 00:23:11.000]  對於這些虛妄的事感到擔憂的時候
[00:23:11.000 --> 00:23:14.000]  但其他的大多數的人
[00:23:14.000 --> 00:23:16.000]  都是一同在嘲笑
[00:23:16.000 --> 00:23:20.000]  一同在合理化自己的反叛行為
[00:23:20.000 --> 00:23:23.000]  在這種荒謬的思維底下
[00:23:23.000 --> 00:23:27.000]  真理就是放在一邊了
[00:23:27.000 --> 00:23:31.000]  自欺又成為了皇帝的新衣
[00:23:31.000 --> 00:23:36.000]  這場玩笑已經不再是一個人偶然不慎
[00:23:36.000 --> 00:23:40.000]  而是變成了一個集體的反叛
[00:23:40.000 --> 00:23:44.000]  一同的墮落
[00:23:44.000 --> 00:23:48.000]  這時候我才深深地明白到
[00:23:48.000 --> 00:23:53.000]  在第四節那種無奈的笑聲
[00:23:53.000 --> 00:23:57.000]  神為何在這裏發笑呢?
[00:23:57.000 --> 00:24:03.000]  因為神是看到受造物的那種盲目和荒謬
[00:24:03.000 --> 00:24:05.000]  其實羅馬書裏面的那個任憑
[00:24:05.000 --> 00:24:08.000]  和詩篇裏面的那個發笑
[00:24:08.000 --> 00:24:13.000]  其實是銀幣的一體兩面
[00:24:13.000 --> 00:24:17.000]  神的任憑是因為他尊重人的選擇
[00:24:17.000 --> 00:24:21.000]  即使這個選擇是通向滅亡
[00:24:21.000 --> 00:24:24.000]  神的發笑是因為他看到
[00:24:24.000 --> 00:24:29.000]  人那個自以為聰明卻是多麼愚蠢
[00:24:29.000 --> 00:24:31.000]  當創造主看到受造物
[00:24:31.000 --> 00:24:34.000]  他自毀前程的時候
[00:24:34.000 --> 00:24:38.000]  他只不過是在那裏感覺到軟弛
[00:24:38.000 --> 00:24:43.000]  廣東人有一句很抵死盜獄的話
[00:24:43.000 --> 00:24:49.000]  他說如果他要死,你不讓他死嗎?
[00:24:49.000 --> 00:24:51.000]  那些頂子妹
[00:24:51.000 --> 00:24:53.000]  人是可以放棄人
[00:24:53.000 --> 00:24:56.000]  但是神不會
[00:24:56.000 --> 00:24:59.000]  當我們再看看另一個場景
[00:24:59.000 --> 00:25:04.000]  我們回到各國的十字架底下
[00:25:04.000 --> 00:25:06.000]  當耶穌正為此而到
[00:25:06.000 --> 00:25:09.000]  被釘在十字架上的時候
[00:25:09.000 --> 00:25:12.000]  那些自以為聰明的人
[00:25:12.000 --> 00:25:15.000]  正是圍在十字架底下
[00:25:15.000 --> 00:25:18.000]  指著耶穌來嘲笑
[00:25:18.000 --> 00:25:24.000]  這一刻正是人類反叛的高峰
[00:25:24.000 --> 00:25:27.000]  人以為可以不再需要神了
[00:25:27.000 --> 00:25:34.000]  誰知人卻是陷入罪惡的深淵裏面
[00:25:34.000 --> 00:25:37.000]  這是一個玩笑
[00:25:37.000 --> 00:25:42.000]  結果還是落在自己的身上
[00:25:42.000 --> 00:25:46.000]  人能不能夠回頭呢?
[00:25:46.000 --> 00:25:50.000]  最終人是被罪惡所控制
[00:25:50.000 --> 00:25:52.000]  在道德失喪
[00:25:52.000 --> 00:25:53.000]  關係破裂
[00:25:53.000 --> 00:25:56.000]  家庭破碎的環境裏面
[00:25:56.000 --> 00:25:59.000]  看上去好像繁榮
[00:25:59.000 --> 00:26:04.000]  卻是失去靈魂的文明裏面
[00:26:04.000 --> 00:26:09.000]  有沒有覺得這場玩笑還笑得下去呢?
[00:26:09.000 --> 00:26:14.000]  這樣我們還有沒有希望呢?
[00:26:14.000 --> 00:26:16.000]  各位弟兄姊妹
[00:26:16.000 --> 00:26:18.000]  今天保羅這段經文
[00:26:18.000 --> 00:26:22.000]  可能令到你和我都感覺到有些沉重
[00:26:22.000 --> 00:26:23.000]  但是記住
[00:26:23.000 --> 00:26:26.000]  保羅筆下所描寫的罪惡的黑暗面
[00:26:26.000 --> 00:26:31.000]  正是他要襯托出神的救恩光芒
[00:26:31.000 --> 00:26:34.000]  正如詩篇的第二篇結尾那裏
[00:26:34.000 --> 00:26:39.000]  經文突然轉向神的慈悲呼籲
[00:26:39.000 --> 00:26:41.000]  在第十節裏講到
