
[00:00:00.000 --> 00:00:02.720]  如果大家看一看你的年齡
[00:03:09.460 --> 00:03:12.460]  向著不凡的境界來奔馳
[00:03:12.460 --> 00:03:17.460]  平凡好像變成了貶義詞
[00:03:19.460 --> 00:03:24.460]  至今平凡好像和至今墮落差不多意思
[00:03:24.460 --> 00:03:28.460]  其實人是怎樣知道自己
[00:03:28.460 --> 00:03:32.460]  已經進入了不平凡的境界呢
[00:03:32.460 --> 00:03:37.460]  你又怎樣知道自己是不平凡呢
[00:03:37.460 --> 00:03:40.460]  當你去追求不凡的時候
[00:03:40.460 --> 00:03:42.460]  你怎知道自己已經到達了不凡呢
[00:03:42.460 --> 00:03:48.460]  最普遍和最常用的方法
[00:03:48.460 --> 00:03:50.460]  就是和大眾來比較
[00:03:50.460 --> 00:03:53.460]  好像剛才那首廣告歌那樣說
[00:03:53.460 --> 00:03:55.460]  在食方面
[00:03:55.460 --> 00:03:58.460]  能夠吃得到大眾都吃不到的食物
[00:03:58.460 --> 00:03:59.460]  就是不凡
[00:03:59.460 --> 00:04:02.460]  吃大眾吃的東西就是平凡
[00:04:02.460 --> 00:04:05.460]  在讀書方面
[00:04:05.460 --> 00:04:07.460]  特別在香港的處境底下
[00:04:07.460 --> 00:04:10.460]  入讀本地的公立學校
[00:04:10.460 --> 00:04:13.460]  接受本地的教育體系的教育就是平凡
[00:04:13.460 --> 00:04:16.460]  能夠超脫本地的教育體系
[00:04:16.460 --> 00:04:17.460]  就是不凡
[00:04:18.460 --> 00:04:21.460]  連我們制定教育政策的人
[00:04:21.460 --> 00:04:23.460]  都是這樣安排他們的子女
[00:04:23.460 --> 00:04:25.460]  在機場出入境的時候
[00:04:25.460 --> 00:04:28.460]  按規定的程序和路線的人
[00:04:28.460 --> 00:04:29.460]  當然是平凡
[00:04:29.460 --> 00:04:32.460]  能夠用特別通道和特別程序的
[00:04:32.460 --> 00:04:33.460]  就顯出不凡了
[00:04:33.460 --> 00:04:35.460]  綜合來看
[00:04:35.460 --> 00:04:39.460]  我們覺得接受一般的待遇
[00:04:39.460 --> 00:04:40.460]  就是平凡的
[00:04:40.460 --> 00:04:43.460]  能夠享用特別的待遇
[00:04:43.460 --> 00:04:44.460]  才是不凡的
[00:04:44.460 --> 00:04:46.460]  試想一想
[00:04:46.460 --> 00:04:48.460]  大概一年前
[00:04:48.460 --> 00:04:50.460]  當所有人都在扑口罩的時候
[00:04:50.460 --> 00:04:52.460]  你都想像到
[00:04:52.460 --> 00:04:54.460]  或者你自己都曾經試過
[00:04:54.460 --> 00:04:57.460]  在排隊買口罩那條長長的人龍
[00:04:57.460 --> 00:05:01.460]  如果在這條長長的人龍面前
[00:05:01.460 --> 00:05:03.460]  有一輛汽車
[00:05:03.460 --> 00:05:05.460]  一直向人龍前面走
[00:05:05.460 --> 00:05:07.460]  一直向人龍前面駛
[00:05:07.460 --> 00:05:09.460]  然後停在店舖門口
[00:05:09.460 --> 00:05:13.460]  接著售貨員就將口罩隔著窗
[00:05:13.460 --> 00:05:15.460]  打開窗遞給他
[00:05:15.460 --> 00:05:17.460]  然後汽車就絕塵而去
[00:05:17.460 --> 00:05:21.460]  相對於那條長長的人龍
[00:05:21.460 --> 00:05:23.460]  看著絕塵而去的汽車
[00:05:23.460 --> 00:05:25.460]  在這一刻
[00:05:25.460 --> 00:05:27.460]  大家馬上感覺到
[00:05:27.460 --> 00:05:28.460]  誰是平凡
[00:05:28.460 --> 00:05:30.460]  誰是不凡
[00:05:30.460 --> 00:05:34.460]  在這種觀念底下
[00:05:34.460 --> 00:05:38.460]  人人都渴望自己和大眾不一樣
[00:05:38.460 --> 00:05:42.460]  用這樣來確定和展示自己的不凡
[00:05:44.460 --> 00:05:46.460]  剛才我們問耶穌是平凡還是不凡
[00:05:46.460 --> 00:05:48.460]  你一定會說
[00:05:48.460 --> 00:05:50.460]  耶穌當然不是凡人
[00:05:50.460 --> 00:05:53.460]  相信你都認同
[00:05:53.460 --> 00:05:54.460]  耶穌不是凡人
[00:05:54.460 --> 00:05:57.460]  有一首詩歌的名字叫做
[00:05:57.460 --> 00:05:58.460]  《耶穌啟示凡人》
[00:05:58.460 --> 00:06:02.460]  今天我們再來讀
[00:06:02.460 --> 00:06:07.460]  《呼音書經課》對於耶穌出場的描述
[00:06:07.460 --> 00:06:10.460]  再加上《書信經課》的解釋
[00:06:10.460 --> 00:06:13.460]  看看耶穌到底是平凡還是不凡
[00:06:14.460 --> 00:06:15.460]  或者祂有多平凡
[00:06:15.460 --> 00:06:17.460]  又有多不凡
[00:06:17.460 --> 00:06:21.460]  我們藉著思考耶穌的平凡和不凡
[00:06:21.460 --> 00:06:26.460]  來對我們自己對於平凡的概念
[00:06:26.460 --> 00:06:28.460]  有一種反省和更新
[00:06:28.460 --> 00:06:36.460]  讓我們翻開《書信經課》和《呼音書經課》
[00:06:36.460 --> 00:06:39.460]  我們會互相參考
[00:06:39.460 --> 00:06:41.460]  第一
[00:06:42.460 --> 00:06:44.460]  在加拉太書四章四節
[00:06:44.460 --> 00:06:46.460]  這樣說
[00:06:46.460 --> 00:06:47.460]  「及至時候滿足
[00:06:47.460 --> 00:06:51.460]  上帝就差遣他的兒子為女子所生
[00:06:51.460 --> 00:06:53.460]  且生在律法以下」
[00:06:53.460 --> 00:06:59.460]  從加拉太書的介紹可以見到
[00:06:59.460 --> 00:07:01.460]  一方面
[00:07:01.460 --> 00:07:03.460]  耶穌是不凡的
[00:07:03.460 --> 00:07:05.460]  為什麼呢
[00:07:05.460 --> 00:07:07.460]  因為祂是上帝的兒子
[00:07:07.460 --> 00:07:09.460]  另外一方面
[00:07:09.460 --> 00:07:11.460]  耶穌是平凡的
[00:07:12.460 --> 00:07:14.460]  因為祂和普天下的人一樣
[00:07:14.460 --> 00:07:16.460]  都是為女子所生
[00:07:16.460 --> 00:07:20.460]  上帝的兒子是祂的身份
[00:07:20.460 --> 00:07:23.460]  但是身份是看不到的
[00:07:23.460 --> 00:07:28.460]  正如今天我們生活在一個城市裡
[00:07:28.460 --> 00:07:31.460]  可能不同人擁有不同國籍的護照
[00:07:31.460 --> 00:07:33.460]  但是你是不知道的
[00:07:33.460 --> 00:07:36.460]  你是看不到的
[00:07:36.460 --> 00:07:38.460]  看得到的是什麼呢
[00:07:38.460 --> 00:07:40.460]  是為女子所生
[00:07:41.460 --> 00:07:42.460]  這是一個事實
[00:07:42.460 --> 00:07:44.460]  即是說
[00:07:44.460 --> 00:07:46.460]  祂經歷在媽媽的肚子裡
[00:07:46.460 --> 00:07:48.460]  懷胎十月的過程
[00:07:48.460 --> 00:07:51.460]  祂經歷出世和出世後長大的過程
[00:07:51.460 --> 00:07:54.460]  耶穌擁有不凡的身份
[00:07:54.460 --> 00:07:56.460]  與眾不同的來頭
[00:07:56.460 --> 00:07:59.460]  但是沒有免去和眾生一樣的生命歷程
[00:07:59.460 --> 00:08:02.460]  眾生所經歷的懷孕
[00:08:02.460 --> 00:08:04.460]  出生
[00:08:04.460 --> 00:08:07.460]  長大這些過程和其中的風險
[00:08:07.460 --> 00:08:09.460]  耶穌都沒有倖免
[00:08:10.460 --> 00:08:11.460]  我們可以假設
[00:08:11.460 --> 00:08:15.460]  如果在耶穌生存的年代
[00:08:15.460 --> 00:08:20.460]  是有一個很龐大的傳染病的話
[00:08:20.460 --> 00:08:23.460]  耶穌和其他嬰孩
[00:08:23.460 --> 00:08:25.460]  其他兒童
[00:08:25.460 --> 00:08:28.460]  一樣都是處於同樣的風險底下
[00:08:28.460 --> 00:08:30.460]  祂的父母
[00:08:30.460 --> 00:08:33.460]  都一樣處於同樣的擔心和操心底下
[00:08:33.460 --> 00:08:37.460]  格拉太書繼續指出
[00:08:38.460 --> 00:08:40.460]  耶穌生在律法之下
[00:08:40.460 --> 00:08:42.460]  讓我們思想另一個層面
[00:08:42.460 --> 00:08:45.460]  律法是誰發出的呢?
[00:08:45.460 --> 00:08:50.460]  律法是發出給誰遵守的呢?
[00:08:50.460 --> 00:08:54.460]  根據舊約的記載
[00:08:54.460 --> 00:08:56.460]  律法是上帝所發出的
[00:08:56.460 --> 00:09:00.460]  是給摩西所帶領的以色列人遵守的
[00:09:00.460 --> 00:09:02.460]  那我們又問
[00:09:02.460 --> 00:09:04.460]  耶穌是誰呢?
[00:09:04.460 --> 00:09:06.460]  耶穌是上帝的兒子
[00:09:07.460 --> 00:09:08.460]  耶穌是上帝的同等
[00:09:08.460 --> 00:09:11.460]  祂要不要遵守律法呢?
[00:09:11.460 --> 00:09:14.460]  讓我們看一看
[00:09:14.460 --> 00:09:18.460]  《路加福音》的經課是怎樣描述的呢?
[00:09:18.460 --> 00:09:21.460]  你會看到作者是很刻意地
[00:09:21.460 --> 00:09:23.460]  寫出來的
[00:09:23.460 --> 00:09:25.460]  第二章二十二節
[00:09:25.460 --> 00:09:31.460]  按摩西律法滿了潔淨的日子
[00:09:31.460 --> 00:09:33.460]  他們帶著孩子上耶路撒冷去
[00:09:33.460 --> 00:09:35.460]  要把他獻於主
[00:09:36.460 --> 00:09:38.460]  正如主的律法所記
[00:09:38.460 --> 00:09:42.460]  凡投生的男子必稱聖貴主
[00:09:42.460 --> 00:09:44.460]  二十四節
[00:09:44.460 --> 00:09:46.460]  又要照主的律法上所說
[00:09:46.460 --> 00:09:50.460]  或用一對班溝或兩隻初甲獻祭
[00:09:50.460 --> 00:09:54.460]  第三十九節結束的時候
[00:09:54.460 --> 00:09:59.460]  約瑟和瑪利亞照主的律法辦完了一切事
[00:09:59.460 --> 00:10:03.460]  就回加利尼到自己的城拿撒勒去了
[00:10:05.460 --> 00:10:09.460]  似乎《路加福音》的作者很刻意地說
[00:10:09.460 --> 00:10:16.460]  耶穌正如其他生活在律法下的人一樣
[00:10:16.460 --> 00:10:19.460]  遵守律法
[00:10:19.460 --> 00:10:21.460]  耶穌作為上帝的兒子
[00:10:21.460 --> 00:10:23.460]  這個不平凡的身份
[00:10:23.460 --> 00:10:26.460]  律法本來不是給他遵守的
[00:10:26.460 --> 00:10:31.460]  但是他就像其他平凡的人一樣
[00:10:31.460 --> 00:10:33.460]  來遵守律法
[00:10:35.460 --> 00:10:36.460]  反過來
[00:10:36.460 --> 00:10:39.460]  平凡的世人
[00:10:39.460 --> 00:10:45.460]  就很渴望自己與眾不同
[00:10:45.460 --> 00:10:48.460]  可以不受律法的約束
[00:10:48.460 --> 00:10:51.460]  視自己為超越律法
[00:10:51.460 --> 00:10:55.460]  不受律法所監管
[00:10:55.460 --> 00:11:00.460]  二零一零年十月十六日
[00:11:00.460 --> 00:11:03.460]  晚上九時四十分
[00:11:04.460 --> 00:11:07.460]  在河北大學新區超市前
[00:11:07.460 --> 00:11:13.460]  有一排趙維契FWE420的黑色轎車
[00:11:13.460 --> 00:11:16.460]  將兩名女生撞出掃米犬
[00:11:16.460 --> 00:11:18.460]  被撞一名姓陳的女生
[00:11:18.460 --> 00:11:22.460]  在十七日傍晚經過搶救無效死亡
[00:11:22.460 --> 00:11:24.460]  另一女生重傷
[00:11:24.460 --> 00:11:26.460]  肇事者口出狂言
[00:11:26.460 --> 00:11:29.460]  你有本事就來抓我
[00:11:29.460 --> 00:11:31.460]  我爸爸是李剛
[00:11:33.460 --> 00:11:34.460]  從此之後
[00:11:34.460 --> 00:11:37.460]  這句說話成為了網友
[00:11:37.460 --> 00:11:40.460]  嘲諷拔虎的官二代的流行語
[00:11:40.460 --> 00:11:45.460]  耶穌是不凡的
[00:11:45.460 --> 00:11:49.460]  但是他接受和平凡的大眾一樣
[00:11:49.460 --> 00:11:51.460]  生活在律法之下
[00:11:51.460 --> 00:11:54.460]  他沒有運用特權
[00:11:54.460 --> 00:11:58.460]  耶穌自己知道自己不凡嗎
[00:11:58.460 --> 00:12:02.460]  還是他根本不知道自己有這麼特別的來頭
[00:12:03.460 --> 00:12:05.460]  所以他懵懵懂懂
[00:12:05.460 --> 00:12:07.460]  大家說怎樣就怎樣
[00:12:07.460 --> 00:12:12.460]  我們可以在他洗禮的時候
[00:12:12.460 --> 00:12:17.460]  知道他是清楚自己不凡的身份
[00:12:17.460 --> 00:12:20.460]  只是他刻意和眾生看齊
[00:12:20.460 --> 00:12:25.460]  在《瑪撻福音》第三章記載他洗禮的這一段
[00:12:25.460 --> 00:12:28.460]  當下耶穌從加利利來到約旦河
[00:12:28.460 --> 00:12:31.460]  見了約翰要受他的洗
[00:12:32.460 --> 00:12:33.460]  約翰想要攔住他說
[00:12:33.460 --> 00:12:35.460]  我當受你的洗
[00:12:35.460 --> 00:12:38.460]  你反倒上來到我這裡來嗎
[00:12:38.460 --> 00:12:40.460]  耶穌回答說
[00:12:40.460 --> 00:12:42.460]  你暫且許我
[00:12:42.460 --> 00:12:46.460]  因為我們理當這樣盡諸般的義
[00:12:46.460 --> 00:12:49.460]  不平凡的耶穌
[00:12:49.460 --> 00:12:52.460]  視自己和平凡的世人一樣
[00:12:52.460 --> 00:12:56.460]  而且願意接受在律法下的要求
[00:12:56.460 --> 00:12:58.460]  我們作為平凡的人的試探
[00:12:58.460 --> 00:13:00.460]  就是以為自己不凡
[00:13:01.460 --> 00:13:03.460]  以為自己可以不受約束不受監管
[00:13:03.460 --> 00:13:05.460]  這個往往都是危機的開始
[00:13:05.460 --> 00:13:07.460]  越成功的人
[00:13:07.460 --> 00:13:09.460]  越受歡迎的人
[00:13:09.460 --> 00:13:11.460]  越有權力的人
[00:13:11.460 --> 00:13:14.460]  就越容易代入這種試探裡面
[00:13:14.460 --> 00:13:19.460]  我們間中都在新聞上見到
[00:13:19.460 --> 00:13:21.460]  無論是政界商界
[00:13:21.460 --> 00:13:23.460]  甚至教育界宗教界
[00:13:23.460 --> 00:13:25.460]  都有類似的例子
[00:13:25.460 --> 00:13:28.460]  以為自己超凡脫俗得不受規管
[00:13:29.460 --> 00:13:31.460]  結果就聾得聲名狼藉
[00:13:31.460 --> 00:13:34.460]  第二
[00:13:34.460 --> 00:13:38.460]  加拉太書四章五節跟著這樣說
[00:13:38.460 --> 00:13:41.460]  要把律法以下的人贖出來
[00:13:41.460 --> 00:13:43.460]  叫我們得著兒子的名分
[00:13:43.460 --> 00:13:47.460]  從外表看來
[00:13:47.460 --> 00:13:49.460]  耶穌是平凡的
[00:13:49.460 --> 00:13:51.460]  從際遇來看
[00:13:51.460 --> 00:13:53.460]  耶穌都是平凡的
[00:13:53.460 --> 00:13:55.460]  你記不記得
[00:13:55.460 --> 00:13:57.460]  剛才盧家輝的那段經課
[00:13:58.460 --> 00:14:01.460]  西面跟耶穌的媽媽說
[00:14:01.460 --> 00:14:05.460]  耶穌將來會成為
[00:14:05.460 --> 00:14:09.460]  被人談論
[00:14:09.460 --> 00:14:14.460]  甚至是被批判的對象
[00:14:14.460 --> 00:14:17.460]  你作為祂的媽媽
[00:14:17.460 --> 00:14:21.460]  你會心如刀割
[00:14:21.460 --> 00:14:27.460]  從這個際遇來看
[00:14:28.460 --> 00:14:30.460]  耶穌和耶穌的媽媽
[00:14:30.460 --> 00:14:32.460]  耶穌的家庭
[00:14:32.460 --> 00:14:35.460]  都是和世人一樣
[00:14:35.460 --> 00:14:41.460]  到底耶穌是怎樣不平凡呢?
[00:14:41.460 --> 00:14:43.460]  或者你會說
[00:14:43.460 --> 00:14:45.460]  都說祂是上帝的兒子
[00:14:45.460 --> 00:14:47.460]  從上帝而來
[00:14:47.460 --> 00:14:49.460]  當然是不平凡
[00:14:49.460 --> 00:14:51.460]  但正如我們剛才說過
[00:14:51.460 --> 00:14:53.460]  這個身份不是從祂的外表
[00:14:53.460 --> 00:14:55.460]  和人生的際遇來看見
[00:14:56.460 --> 00:14:58.460]  就正如王子和黑丐
[00:14:58.460 --> 00:15:00.460]  調換了衣著
[00:15:00.460 --> 00:15:02.460]  和調換了地方之後
[00:15:02.460 --> 00:15:04.460]  人人都以為
[00:15:04.460 --> 00:15:06.460]  那個王子就是黑丐
[00:15:06.460 --> 00:15:08.460]  黑丐就是王子
[00:15:08.460 --> 00:15:11.460]  因為世界是用外表和際遇
[00:15:11.460 --> 00:15:14.460]  來判斷不平凡和平凡
[00:15:14.460 --> 00:15:17.460]  但聖經是怎樣判斷的呢?
[00:15:17.460 --> 00:15:24.460]  回到盧家福音第二章25節
[00:15:25.460 --> 00:15:27.460]  耶穌按照律法的要求
[00:15:27.460 --> 00:15:29.460]  在日期滿了進入聖殿
[00:15:29.460 --> 00:15:31.460]  祂遇到一個人
[00:15:31.460 --> 00:15:33.460]  那個人叫西面
[00:15:33.460 --> 00:15:35.460]  這個人又公義又虔誠
[00:15:35.460 --> 00:15:37.460]  素常盼望而惜念的安慰者來到
[00:15:37.460 --> 00:15:39.460]  也有聖靈在他身上
[00:15:39.460 --> 00:15:41.460]  26節 祂得了聖靈的啟示
[00:15:41.460 --> 00:15:43.460]  知道自己未死以前
[00:15:43.460 --> 00:15:45.460]  必看見主所立的基督
[00:15:45.460 --> 00:15:49.460]  當祂見到耶穌BB的時候
[00:15:49.460 --> 00:15:52.460]  祂就用手接過來抱住
[00:15:52.460 --> 00:15:54.460]  然後就稱頌上帝說
[00:15:55.460 --> 00:15:56.460]  如今可以照祢的話
[00:15:56.460 --> 00:15:58.460]  釋放僕人安然去世
[00:15:58.460 --> 00:16:01.460]  因為我的眼睛已經看見祢的救恩
[00:16:01.460 --> 00:16:03.460]  就是祢在萬民面前所預備的
[00:16:03.460 --> 00:16:05.460]  是照亮外邦人的光
[00:16:05.460 --> 00:16:07.460]  又是領民以色列的榮耀
[00:16:07.460 --> 00:16:10.460]  如果不用外表和際遇
[00:16:10.460 --> 00:16:12.460]  去判斷平凡和不凡
[00:16:12.460 --> 00:16:16.460]  那用什麼呢?
[00:16:16.460 --> 00:16:19.460]  西面的說法
[00:16:19.460 --> 00:16:21.460]  是用這個人
[00:16:21.460 --> 00:16:23.460]  到底為世界帶來了什麼
[00:16:25.460 --> 00:16:28.460]  他帶來了的是光明還是黑暗
[00:16:28.460 --> 00:16:31.460]  他帶來了的是建立還是摧毀
[00:16:31.460 --> 00:16:35.460]  他帶來了的是剝削還是幫助人
[00:16:35.460 --> 00:16:39.460]  是拯救還是邪惡
[00:16:39.460 --> 00:16:43.460]  西面知道他手上抱著平凡的英械
[00:16:43.460 --> 00:16:45.460]  是不平凡的
[00:16:45.460 --> 00:16:49.460]  是因為他為萬民帶來救恩
[00:16:49.460 --> 00:16:51.460]  是外邦人帶來光
[00:16:51.460 --> 00:16:54.460]  又為以色列民帶來榮耀
[00:16:55.460 --> 00:16:56.460]  第三
[00:16:56.460 --> 00:16:59.460]  加拉太書繼續說
[00:16:59.460 --> 00:17:04.460]  你不是六福乃是兒子了
[00:17:04.460 --> 00:17:08.460]  剛才我們提過
[00:17:08.460 --> 00:17:11.460]  人是不假思索地
[00:17:11.460 --> 00:17:15.460]  以為耶穌作為上帝兒子的身份
[00:17:15.460 --> 00:17:17.460]  來判斷耶穌不平凡
[00:17:17.460 --> 00:17:19.460]  我們從沒有否定
[00:17:19.460 --> 00:17:21.460]  耶穌是上帝兒子的身份
[00:17:22.460 --> 00:17:26.460]  只是世人習慣用外表和際遇來顯示身份
[00:17:26.460 --> 00:17:28.460]  耶穌卻不是這樣
[00:17:28.460 --> 00:17:31.460]  祂的外表和際遇和世人是無異的
[00:17:31.460 --> 00:17:34.460]  因此祂作為上帝兒子的身份
[00:17:34.460 --> 00:17:36.460]  並不是從祂的外表和際遇顯示
[00:17:36.460 --> 00:17:40.460]  而是從祂為這個世界帶來什麼好處來顯示
[00:17:40.460 --> 00:17:43.460]  是祂將祂的身份活出來
[00:17:43.460 --> 00:17:45.460]  為這個世界帶來幸福
[00:17:45.460 --> 00:17:47.460]  顯示祂的不平凡
[00:17:47.460 --> 00:17:49.460]  這一方面
[00:17:50.460 --> 00:17:56.460]  是很值得每一位跟隨耶穌基督的人所學習
[00:17:56.460 --> 00:18:02.460]  亦都很值得每一位要追求不凡的人所留意
[00:18:02.460 --> 00:18:05.460]  關於上帝兒子的身份
[00:18:05.460 --> 00:18:07.460]  加拉太書是這樣說的
[00:18:07.460 --> 00:18:09.460]  第四章四節
[00:18:09.460 --> 00:18:12.460]  及至時候滿足上帝就差遣他的兒子為女子所生
[00:18:12.460 --> 00:18:14.460]  且生在律法以下
[00:18:14.460 --> 00:18:16.460]  要把律法以下的人贖出來
[00:18:16.460 --> 00:18:18.460]  叫我們得著兒子的名分
[00:18:19.460 --> 00:18:20.460]  你們既為兒子
[00:18:20.460 --> 00:18:23.460]  上帝就差他的兒子的靈進入你們的心
[00:18:23.460 --> 00:18:25.460]  呼叫阿爸阿父
[00:18:25.460 --> 00:18:27.460]  可見從此以後你不是奴僕乃是兒子了
[00:18:27.460 --> 00:18:30.460]  既是兒子就靠著上帝為後子
[00:18:30.460 --> 00:18:37.460]  原來不單單是耶穌擁有上帝兒子這個獨特的身份
[00:18:37.460 --> 00:18:41.460]  原來世人都可以是上帝的兒女
[00:18:41.460 --> 00:18:44.460]  得到上帝兒女這個身份
[00:18:45.460 --> 00:18:52.460]  但其實仍然都是平凡的人
[00:18:52.460 --> 00:19:01.460]  有時候仍然都脫離不了世人對平凡和不平凡的判斷
[00:19:01.460 --> 00:19:10.460]  就是用外表用際遇來證明或肯定自己是平凡還是不平凡
[00:19:11.460 --> 00:19:15.460]  因此以為自己是上帝的兒女
[00:19:15.460 --> 00:19:20.460]  就以為自己可以免受眾生的際遇
[00:19:20.460 --> 00:19:22.460]  變成超人
[00:19:22.460 --> 00:19:29.460]  例如遇上疾病的時候我們會問
[00:19:29.460 --> 00:19:39.460]  為何上帝的兒女都會患上這些惡劣的疾病呢?
[00:19:40.460 --> 00:19:43.460]  遇上意外的時候我們會問
[00:19:43.460 --> 00:19:46.460]  為何上帝不看顧他的兒女呢?
[00:19:46.460 --> 00:19:49.460]  為何會讓他遇上這些不幸呢?
[00:19:49.460 --> 00:19:54.460]  過去一年新冠病毒肆虐
[00:19:54.460 --> 00:19:59.460]  上帝的兒女會否以為自己可以自動免疫呢?
[00:19:59.460 --> 00:20:02.460]  如果不是自動免疫
[00:20:02.460 --> 00:20:04.460]  那又跟世人有甚麼分別呢?
[00:20:05.460 --> 00:20:10.460]  所以有些人真的以為
[00:20:10.460 --> 00:20:12.460]  作為上帝的兒女
[00:20:12.460 --> 00:20:15.460]  這個不平凡的身份能夠令他與眾生不同
[00:20:15.460 --> 00:20:17.460]  甚至生理結構都不同
[00:20:17.460 --> 00:20:21.460]  這些信念不但沒有為世界帶來好處
[00:20:21.460 --> 00:20:23.460]  甚至帶來傷害
[00:20:23.460 --> 00:20:25.460]  大家仍然記得
[00:20:25.460 --> 00:20:27.460]  在二月底的時候
[00:20:27.460 --> 00:20:30.460]  韓國有一間新天地教會
[00:20:30.460 --> 00:20:33.460]  在疫情蔓延的時候
[00:20:34.460 --> 00:20:36.460]  仍然舉辦大型的宗教活動
[00:20:36.460 --> 00:20:39.460]  導致成為了防疫的破口
[00:20:39.460 --> 00:20:42.460]  他們那些超級傳播者
[00:20:42.460 --> 00:20:45.460]  隱藏自己的身份
[00:20:45.460 --> 00:20:50.460]  然後教會還要鼓勵信徒在活動的時間
[00:20:50.460 --> 00:20:52.460]  禁止戴口罩和眼罩
[00:20:52.460 --> 00:20:56.460]  半年之後
[00:20:56.460 --> 00:21:01.460]  又有一間叫做愛第一教會
[00:21:04.460 --> 00:21:06.460]  他的牧師確診了新冠病毒
[00:21:06.460 --> 00:21:08.460]  但他一直都相信
[00:21:08.460 --> 00:21:10.460]  憑著信心上帝的恩典
[00:21:10.460 --> 00:21:12.460]  是可以克服病情的
[00:21:12.460 --> 00:21:14.460]  所以他沒有主動求醫
[00:21:14.460 --> 00:21:16.460]  最後被人抓住的時候
