
[00:00:00.000 --> 00:00:03.680]  不如我們先有個祈禱開始
[00:02:36.320 --> 00:02:41.640]  而是在日常生活裡面去實踐出來的一個敬拜
[00:02:41.640 --> 00:02:44.200]  所以邀請你跟旁邊那個說
[00:02:44.200 --> 00:02:46.880]  敬拜不只是剛才那個二十分鐘
[00:02:51.560 --> 00:02:54.760]  好 我們出回剛才的PowerPoint
[00:02:54.760 --> 00:02:56.560]  好 我們看一下
[00:02:56.560 --> 00:02:58.560]  我在這裡先訪問一下大家
[00:02:58.560 --> 00:03:02.960]  有誰在同福信主一回就是回同福了
[00:03:02.960 --> 00:03:04.840]  又可不可以舉一隻手
[00:03:04.840 --> 00:03:05.920]  都有一些
[00:03:05.920 --> 00:03:09.040]  那其他的就是回過其他教會了
[00:03:09.040 --> 00:03:10.720]  其實我自己也是
[00:03:10.720 --> 00:03:13.840]  我回同福之前我是回過另外一間教會
[00:03:13.840 --> 00:03:15.520]  在那裡信主的
[00:03:15.520 --> 00:03:19.000]  那記得那間教會大約有二百多人
[00:03:19.000 --> 00:03:24.160]  然後當時候崇拜就不像現在那樣有Full Band
[00:03:24.160 --> 00:03:26.040]  只有一個琴
[00:03:26.040 --> 00:03:30.680]  而崇拜的程序就有一個角色叫做主席
[00:03:30.680 --> 00:03:34.160]  主席其實是做領詩的角色
[00:03:34.160 --> 00:03:35.440]  主席領詩
[00:03:35.440 --> 00:03:39.800]  我記得我最初做這個崗位的時候
[00:03:39.800 --> 00:03:42.320]  我就帶大家唱完詩
[00:03:42.320 --> 00:03:43.960]  然後我說了一句話
[00:03:43.960 --> 00:03:46.680]  今天敬拜時間到這裡
[00:03:46.680 --> 00:03:49.200]  接下來是講道的時間
[00:03:49.200 --> 00:03:52.120]  然後如是者就完了崇拜
[00:03:52.120 --> 00:03:55.280]  完了的時候有一位弟兄就走過來
[00:03:55.280 --> 00:03:56.280]  跟我說
[00:03:56.280 --> 00:03:59.120]  弟兄啊 剛才你也很好啊
[00:03:59.120 --> 00:04:00.480]  帶領各方面
[00:04:00.480 --> 00:04:02.480]  不過提示一下
[00:04:02.480 --> 00:04:06.400]  其實有一句用語可能未必那麼貼切
[00:04:06.400 --> 00:04:09.440]  你說今天敬拜時間到這裡
[00:04:09.440 --> 00:04:10.960]  接著是講道時間
[00:04:10.960 --> 00:04:12.120]  他說其實
[00:04:12.120 --> 00:04:14.680]  講道也是一個敬拜來的
[00:04:14.680 --> 00:04:16.120]  你這樣說
[00:04:16.120 --> 00:04:17.560]  好像讓大家覺得
[00:04:17.560 --> 00:04:19.120]  現在不是敬拜了
[00:04:19.120 --> 00:04:20.080]  聽道啊
[00:04:20.080 --> 00:04:23.160]  我就被他當頭棒喝
[00:04:23.160 --> 00:04:24.680]  是啊
[00:04:24.680 --> 00:04:28.200]  然後我自此再做崇拜主席的時候
[00:04:28.200 --> 00:04:30.040]  我就不會再這樣說了
[00:04:30.040 --> 00:04:34.480]  我就說今天唱詩時間到這裡
[00:04:34.480 --> 00:04:38.240]  我們繼續用一個敬拜的心去聽神的話
[00:04:38.240 --> 00:04:39.560]  是不是很不同啊
[00:04:39.560 --> 00:04:41.640]  所以有時候站在台上
[00:04:41.640 --> 00:04:42.880]  我在舊教會學會
[00:04:42.880 --> 00:04:46.680]  很多時候要很警醒地說每一句話
[00:04:46.680 --> 00:04:47.880]  因為說每一句話
[00:04:47.880 --> 00:04:50.680]  其實是在反映背後的一些心態
[00:04:50.680 --> 00:04:54.800]  潛移默化地影響台下的人
[00:04:54.800 --> 00:04:56.880]  所以舊教會的教導
[00:04:56.880 --> 00:04:57.960]  我到今天都記得
[00:04:57.960 --> 00:05:00.000]  要很警醒地站在台上
[00:05:00.000 --> 00:05:02.320]  所以今天準備這篇道的時候
[00:05:02.320 --> 00:05:05.600]  我在心裡也說過很多次了
[00:05:05.600 --> 00:05:08.160]  然後我看看有沒有說錯的東西
[00:05:08.160 --> 00:05:09.680]  有些東西有危險
[00:05:09.680 --> 00:05:11.200]  有同工聽過
[00:05:11.200 --> 00:05:15.640]  用一個謹守的心去做這樣的崗位
[00:05:15.640 --> 00:05:18.320]  所以敬拜很明顯
[00:05:18.320 --> 00:05:19.960]  不單是唱詩
[00:05:19.960 --> 00:05:21.080]  更是整個崇拜
[00:05:21.080 --> 00:05:23.920]  其實更加不得了
[00:05:23.920 --> 00:05:26.080]  其實更加不只是這樣
[00:05:26.080 --> 00:05:28.480]  更加是一個247
[00:05:28.480 --> 00:05:30.240]  不是說健身
[00:05:30.240 --> 00:05:35.240]  更加是一個247的生活敬拜態度
[00:05:35.240 --> 00:05:38.760]  其實我也是在那裡做健身的
[00:05:38.760 --> 00:05:40.280]  是啊
[00:05:40.280 --> 00:05:43.160]  所以今天我會分開三方面
[00:05:43.160 --> 00:05:45.480]  跟大家說今天的訊息
[00:05:45.480 --> 00:05:47.760]  包括敬拜與神
[00:05:47.760 --> 00:05:49.040]  敬拜與人
[00:05:49.040 --> 00:05:52.560]  以及敬拜與自己
[00:05:52.560 --> 00:05:54.240]  好 看到了
[00:05:54.240 --> 00:05:56.800]  不如我們一二三一起讀一段聖經
[00:05:56.800 --> 00:05:57.160]  好不好
[00:05:57.160 --> 00:05:59.000]  一二三
[00:05:59.000 --> 00:06:02.280]  你們要將所講出的國民
[00:06:02.280 --> 00:06:04.840]  侍奉神的各地方
[00:06:04.840 --> 00:06:07.000]  無論在高山
[00:06:07.000 --> 00:06:08.160]  在小山
[00:06:08.160 --> 00:06:10.240]  在各青翠樹下
[00:06:10.240 --> 00:06:11.840]  都毀壞了
[00:06:11.840 --> 00:06:14.720]  也要拆毀他們的祭壇
[00:06:14.720 --> 00:06:17.080]  打碎他們的儲藏
[00:06:17.080 --> 00:06:19.840]  用火焚燒他們的木偶
[00:06:19.840 --> 00:06:22.720]  撼下他們雕刻的神像
[00:06:22.720 --> 00:06:26.400]  並將其名從那地方除滅
[00:06:26.400 --> 00:06:27.160]  留意到了
[00:06:27.160 --> 00:06:30.320]  這段聖經我已經將它分開了不同顏色
[00:06:30.320 --> 00:06:33.440]  大家可能已經看到一個歸類了
[00:06:33.440 --> 00:06:35.120]  首先藍色就是那些
[00:06:35.120 --> 00:06:38.000]  你呀他 你們呀他們
[00:06:38.000 --> 00:06:40.760]  然後紅色是那些地方
[00:06:40.760 --> 00:06:42.480]  一些物件
[00:06:42.480 --> 00:06:44.880]  另外綠色好像全部都是動詞
[00:06:44.880 --> 00:06:48.520]  然後都是拆毀 打碎 撼下
[00:06:48.520 --> 00:06:51.280]  整段經文當變成這些顏色的時候
[00:06:51.280 --> 00:06:54.240]  其實只剩下黑色的很少
[00:06:54.240 --> 00:06:56.960]  其實很容易理解這段經文講什麼
[00:06:56.960 --> 00:06:59.360]  首先我想講講出
[00:06:59.360 --> 00:07:01.480]  這段經文的背景講什麼呢
[00:07:01.480 --> 00:07:04.680]  當時候以色列人進入迦南地
[00:07:04.680 --> 00:07:07.040]  按照神的吩咐
[00:07:07.040 --> 00:07:11.160]  是要將那些住在那裏的迦南人趕走出去
[00:07:11.160 --> 00:07:13.400]  但是趕完的時候怎樣呢
[00:07:13.400 --> 00:07:15.800]  剩下很多拜偶像的地方
[00:07:15.800 --> 00:07:18.160]  而這些地方
[00:07:18.160 --> 00:07:19.640]  什麼高山小山樹下
[00:07:19.640 --> 00:07:22.960]  這些就是迦南人拜偶像的地方
[00:07:22.960 --> 00:07:24.600]  所以其實是講出
[00:07:24.600 --> 00:07:26.600]  你不單止趕出那裏的人
[00:07:26.600 --> 00:07:28.720]  更加要趕出一些習俗
[00:07:28.720 --> 00:07:31.360]  有機會影響你自己的東西
[00:07:31.360 --> 00:07:33.160]  其實神另外一個吩咐就是
[00:07:33.160 --> 00:07:34.760]  你千萬不要跟他們通婚
[00:07:34.760 --> 00:07:37.680]  但是我們看到故事後來發生是怎樣呢
[00:07:37.680 --> 00:07:38.920]  他跟他們通婚
[00:07:38.920 --> 00:07:41.040]  然後受他們影響很大
[00:07:41.040 --> 00:07:43.200]  這些高山什麼小山
[00:07:43.200 --> 00:07:44.680]  其實你會看到
[00:07:44.680 --> 00:07:47.200]  就是好像一個Google Earth
[00:07:47.200 --> 00:07:49.920]  大家有沒有玩過Google Earth
[00:07:49.920 --> 00:07:51.480]  我試過玩
[00:07:51.480 --> 00:07:52.760]  我特意準備這篇圖的時候
[00:07:52.760 --> 00:07:54.320]  我又特意再玩一下
[00:07:54.320 --> 00:07:56.800]  我試一下由人造衛星
[00:07:56.800 --> 00:07:59.320]  因為Google Earth是人造衛星的視覺
[00:07:59.320 --> 00:08:01.320]  然後看我地球
[00:08:01.320 --> 00:08:02.920]  首先看完整個地球
[00:08:02.920 --> 00:08:05.120]  接著我試一下再zoom in
[00:08:05.120 --> 00:08:08.080]  看看我們亞洲
[00:08:08.080 --> 00:08:09.560]  接著整個中國
[00:08:09.560 --> 00:08:10.880]  接著香港
[00:08:10.880 --> 00:08:12.200]  接著我再zoom下去
[00:08:12.200 --> 00:08:13.360]  香港島
[00:08:13.360 --> 00:08:14.840]  接著我zoom銅鑼灣
[00:08:14.840 --> 00:08:15.880]  接著還可以zoom下去
[00:08:15.880 --> 00:08:17.400]  zoom我看看可以zoom到多大
[00:08:17.400 --> 00:08:20.880]  我zoom到去耶穌事主的牌我都看到
[00:08:20.880 --> 00:08:22.440]  我就是這樣
[00:08:22.440 --> 00:08:26.000]  我曾經嘗試過將這條片變成一個video
[00:08:26.000 --> 00:08:27.560]  但是後來我發覺都
[00:08:27.560 --> 00:08:28.360]  不是那麼成功
[00:08:28.360 --> 00:08:30.960]  所以算了我口述給大家聽
[00:08:30.960 --> 00:08:33.160]  大家有興趣可以回去玩一下
[00:08:33.160 --> 00:08:34.080]  即是什麼呢
[00:08:34.080 --> 00:08:36.720]  其實我會看到好像是一個
[00:08:36.720 --> 00:08:38.800]  上帝的視覺
[00:08:38.800 --> 00:08:41.160]  無論是一個很大的環境
[00:08:41.160 --> 00:08:43.200]  慢慢去到很小
[00:08:43.200 --> 00:08:47.680]  你會發覺有些地方是很容易看到的
[00:08:47.680 --> 00:08:48.880]  高山
[00:08:48.880 --> 00:08:50.400]  小山都容易看到
[00:08:50.400 --> 00:08:52.920]  但去到青翠樹下
[00:08:52.920 --> 00:08:54.560]  神都看到
[00:08:54.560 --> 00:08:57.200]  去到後面有一些祭壇
[00:08:57.200 --> 00:08:58.920]  柱像 木偶
[00:08:58.920 --> 00:09:00.800]  雕刻的神像
[00:09:00.800 --> 00:09:01.800]  那些雕刻的神像
[00:09:01.800 --> 00:09:03.280]  你看回舊約有時記載
[00:09:03.280 --> 00:09:05.400]  那些神像可以放在袋子
[00:09:05.400 --> 00:09:06.280]  插在裏面
[00:09:06.280 --> 00:09:08.320]  別人看不到
[00:09:08.320 --> 00:09:10.880]  今天我們說的是敬拜與神
[00:09:10.880 --> 00:09:14.800]  我們嘗試用神的眼光去看回我們自己
[00:09:14.800 --> 00:09:16.800]  有一些東西
[00:09:16.800 --> 00:09:19.000]  有一些東西可能你得罪神
[00:09:19.000 --> 00:09:19.840]  就好像這裡
[00:09:19.840 --> 00:09:21.320]  這些地方得罪神
[00:09:21.320 --> 00:09:23.160]  全部要除滅
[00:09:23.160 --> 00:09:25.920]  但有一些東西可能你自己才知道
[00:09:25.920 --> 00:09:28.760]  可能在你自己的睡房
[00:09:28.760 --> 00:09:32.720]  可能在你自己的一個空間
[00:09:32.720 --> 00:09:35.520]  你才知道有沒有一些東西在得罪神
[00:09:35.520 --> 00:09:37.680]  我們每個人都有的
[00:09:37.680 --> 00:09:39.080]  每個人都有
[00:09:39.080 --> 00:09:40.520]  但這些東西
[00:09:40.520 --> 00:09:42.280]  神看得到
[00:09:42.280 --> 00:09:43.800]  神要我們
[00:09:43.800 --> 00:09:46.800]  不只是表面在高山小山那裏
[00:09:46.800 --> 00:09:48.640]  讓人看到我是一個很好
[00:09:48.640 --> 00:09:51.400]  嘩 不錯呀 多漂亮呀
[00:09:51.400 --> 00:09:54.320]  一去到深入的位置
[00:09:54.320 --> 00:09:56.000]  原來是這樣
[00:09:56.000 --> 00:09:58.560]  其實我們都要對付這些東西
[00:09:58.560 --> 00:10:02.280]  當我們用Google Earth神的視覺去看的時候
[00:10:02.280 --> 00:10:05.480]  我們要對付一些細微的東西
[00:10:05.480 --> 00:10:08.440]  另外有一些綠色的字
[00:10:08.440 --> 00:10:09.320]  你會發覺
[00:10:09.320 --> 00:10:11.000]  其實全部用打碎就可以了
[00:10:11.000 --> 00:10:13.280]  或者全部用毀壞就可以了
[00:10:13.280 --> 00:10:16.280]  為什麼又要用不同的字呢
[00:10:16.280 --> 00:10:18.640]  其實有不同的罪
[00:10:18.640 --> 00:10:21.680]  是有不同的方法去處理
[00:10:21.680 --> 00:10:24.400]  無所不用其極地去處理
[00:10:24.400 --> 00:10:27.600]  我記得有個弟兄曾經這樣分享
[00:10:27.600 --> 00:10:29.160]  他說
[00:10:29.160 --> 00:10:36.000]  他在一些事情上很容易軟弱跌倒
[00:10:36.000 --> 00:10:37.160]  原因是什麼呢
[00:10:37.160 --> 00:10:40.080]  他後來回想為什麼會跌倒
[00:10:40.080 --> 00:10:42.080]  他說每次在街上
[00:10:42.080 --> 00:10:45.880]  可能見到一些穿得性感的女士
[00:10:45.880 --> 00:10:51.080]  然後回到家裏就可能會犯罪
[00:10:51.080 --> 00:10:53.040]  然後他發現了這個模式之後
[00:10:53.040 --> 00:10:54.920]  他怎樣做呢
[00:10:54.920 --> 00:10:57.720]  他就在源頭處理了
[00:10:57.720 --> 00:11:03.520]  他每逢見到那些有機會影響他犯罪的畫面
[00:11:03.520 --> 00:11:05.000]  就不看了
[00:11:05.000 --> 00:11:06.480]  不看了
[00:11:06.480 --> 00:11:09.320]  令他警醒了自己
[00:11:09.320 --> 00:11:11.760]  避開他無所不用其極
[00:11:11.760 --> 00:11:14.480]  我記得有個賭徒曾經這樣說過
[00:11:14.480 --> 00:11:16.760]  他說每次經過那條街
[00:11:16.760 --> 00:11:17.640]  有間投注站
[00:11:17.640 --> 00:11:20.280]  他就心癮起就要進去
[00:11:20.280 --> 00:11:21.560]  但是他就說
[00:11:21.560 --> 00:11:23.880]  我就繞過另一條街走
[00:11:23.880 --> 00:11:26.120]  每個人都不同
[00:11:26.120 --> 00:11:30.720]  你要想一下自己犯罪之前有什麼誘因
[00:11:30.720 --> 00:11:31.720]  令到你犯罪
[00:11:31.720 --> 00:11:34.440]  我們要對付他無所不用其極
[00:11:34.440 --> 00:11:36.480]  繞路走不看
[00:11:36.480 --> 00:11:37.960]  每個人都不同
[00:11:37.960 --> 00:11:39.360]  每個人都不同
[00:11:39.360 --> 00:11:41.080]  你可以問一下自己
[00:11:41.080 --> 00:11:42.480]  你犯的罪
[00:11:42.480 --> 00:11:44.520]  然後你可以怎樣對付他
[00:11:44.520 --> 00:11:47.840]  你試一下在源頭那裏對付
[00:11:47.840 --> 00:11:51.520]  在馬太福音有道這樣說的
[00:11:51.520 --> 00:11:55.680]  他說 若果你的右眼叫你跌倒就畫出來
[00:11:55.680 --> 00:11:58.320]  若果你寧可失去八體中的一體
[00:11:58.320 --> 00:12:00.440]  都不叫你全身丟在地獄
[00:12:00.440 --> 00:12:02.920]  若果你右手叫你跌倒就斬了它
[00:12:02.920 --> 00:12:04.880]  寧可八體中的一體
[00:12:04.880 --> 00:12:06.440]  都不叫你全身落地獄
[00:12:06.440 --> 00:12:07.800]  都是這樣說
[00:12:07.800 --> 00:12:09.600]  那這裏的意思是什麼呢
[00:12:09.600 --> 00:12:11.400]  可不可以對付D這些罪
[00:12:11.400 --> 00:12:14.280]  可不可以只對付樹下的罪
[00:12:14.280 --> 00:12:16.920]  小山的罪又不對付呢
[00:12:16.920 --> 00:12:19.120]  其實你會看清楚藍色的字
[00:12:19.120 --> 00:12:22.200]  就是分開你門他門
[00:12:22.200 --> 00:12:25.240]  神對於罪這件事是分得很清楚的
[00:12:25.240 --> 00:12:26.400]  是神的
[00:12:26.400 --> 00:12:27.880]  不是神
[00:12:27.880 --> 00:12:29.320]  一是你一是他
[00:12:29.320 --> 00:12:30.920]  沒有中間的
[00:12:30.920 --> 00:12:34.920]  以色列人的跌倒就是因為他們含糊不清
[00:12:34.920 --> 00:12:36.120]  覺得沒什麼所謂
[00:12:36.120 --> 00:12:37.720]  然後就跌倒了
[00:12:37.720 --> 00:12:38.840]  所以
[00:12:38.840 --> 00:12:39.760]  一是不對付
[00:12:39.760 --> 00:12:41.640]  一對付就對付了
[00:12:41.640 --> 00:12:44.440]  我記得有一次
[00:12:44.440 --> 00:12:47.320]  我是青少年的導師
[00:12:47.320 --> 00:12:48.800]  小組導師
[00:12:48.800 --> 00:12:51.240]  我突然間有一天有個感動
[00:12:51.240 --> 00:12:52.400]  我先問一下大家
[00:12:52.400 --> 00:12:54.040]  大家有沒有用IG的
[00:12:54.040 --> 00:12:55.600]  又是舉手
[00:12:55.600 --> 00:12:57.160]  應該有吧
[00:12:57.160 --> 00:12:58.760]  全部都有
[00:12:58.760 --> 00:13:01.640]  待會可能叫大家拿出來
[00:13:01.640 --> 00:13:05.440]  我叫青少年拿部手機出來
[00:13:05.440 --> 00:13:09.120]  現在交換電話
[00:13:09.120 --> 00:13:13.920]  其實IG背後有一套推送的原理
[00:13:13.920 --> 00:13:15.600]  推送原理是什麼呢
[00:13:15.600 --> 00:13:18.040]  就是你停留在什麼畫面看得多
[00:13:18.040 --> 00:13:19.080]  或者看得多什麼
[00:13:19.080 --> 00:13:21.200]  背後就會計算你
[00:13:21.200 --> 00:13:22.200]  然後計算
[00:13:22.200 --> 00:13:23.920]  原來這個人喜歡這些東西
[00:13:23.920 --> 00:13:26.480]  然後就推這些東西給你看
[00:13:26.480 --> 00:13:27.560]  不像是flag的
[00:13:27.560 --> 00:13:28.920]  flag不是這樣的
[00:13:28.920 --> 00:13:31.160]  IG就是這樣推這些東西給你看
[00:13:31.160 --> 00:13:35.760]  這件事有什麼關係呢
[00:13:35.760 --> 00:13:39.320]  因為IG裡面有個放大鏡
[00:13:39.320 --> 00:13:43.760]  你待會試試附近兩個交換來試試看
[00:13:43.760 --> 00:13:46.760]  那天我就叫青年人交換部手機
[00:13:46.760 --> 00:13:48.320]  大家按一下這個按鈕
[00:13:48.320 --> 00:13:50.400]  大家看到什麼可以分享一下
[00:13:50.400 --> 00:13:53.520]  大家嘩嘩嘩就有很多嘩嘩聲
[00:13:53.520 --> 00:14:00.840]  原來這個放大鏡正正是展示你平時會看什麼
[00:14:00.840 --> 00:14:02.560]  就會展示出來
[00:14:02.560 --> 00:14:03.400]  好了現在可以了
[00:14:03.400 --> 00:14:04.960]  大家交換可以
[00:14:04.960 --> 00:14:06.200]  開玩笑而已
[00:14:06.200 --> 00:14:08.360]  不用這樣做
[00:14:08.360 --> 00:14:10.960]  後來這件事發生了之後
[00:14:10.960 --> 00:14:13.960]  產生了一個什麼後果呢
[00:14:13.960 --> 00:14:18.240]  我和一群年輕人自發地在上年11月
[00:14:18.240 --> 00:14:19.840]  有個叫NNN運動
[00:14:19.840 --> 00:14:21.280]  不知道大家有沒有聽過
[00:14:21.280 --> 00:14:22.280]  NNN
[00:14:22.280 --> 00:14:26.400]  就是在11月的裡面要持守聖結
[00:14:26.400 --> 00:14:27.560]  一個月
[00:14:27.560 --> 00:14:29.200]  然後我們開了一個群組
[00:14:29.200 --> 00:14:33.280]  互相report你有沒有失敗
[00:14:33.280 --> 00:14:35.600]  他們真的有很多人參與
[00:14:35.600 --> 00:14:36.720]  互相提醒
[00:14:36.720 --> 00:14:38.800]  但也有很多人成功
[00:14:38.800 --> 00:14:41.880]  後來不是我發起的
[00:14:41.880 --> 00:14:44.040]  是他們自己發起
[00:14:44.040 --> 00:14:46.040]  我們要在2026年
[00:14:46.040 --> 00:14:48.680]  成年持守聖結
[00:14:48.680 --> 00:14:50.800]  成年
[00:14:50.800 --> 00:14:52.120]  嘩
[00:14:52.120 --> 00:14:54.080]  我想和大家說
[00:14:54.080 --> 00:14:57.640]  上個星期我再見到部分的年輕人
[00:14:57.640 --> 00:14:59.040]  還有好幾位
[00:14:59.040 --> 00:15:00.560]  去到7月
[00:15:00.560 --> 00:15:03.160]  都仍然持守到
[00:15:03.160 --> 00:15:05.040]  我真的很欣賞他們
[00:15:05.040 --> 00:15:06.160]  我記得有個年輕人
[00:15:06.160 --> 00:15:07.560]  他和他爸爸說
[00:15:07.560 --> 00:15:10.480]  我們教會現在有個這樣的持守聖結運動
[00:15:10.480 --> 00:15:10.960]  一年了
[00:15:10.960 --> 00:15:11.880]  跟著爸爸說
[00:15:11.880 --> 00:15:12.960]  我都還沒成功
[00:15:12.960 --> 00:15:14.680]  如果你成功的話告訴我
[00:15:14.680 --> 00:15:15.520]  但是
[00:15:15.520 --> 00:15:17.200]  很感恩
[00:15:17.200 --> 00:15:21.360]  當我們願意對付這些罪的時候
[00:15:21.360 --> 00:15:23.960]  就不讓魔鬼撒旦留地步
[00:15:23.960 --> 00:15:28.920]  我們過一個土神喜悅聖結的生活
[00:15:28.920 --> 00:15:30.920]  我IG這個例子想說什麼呢
[00:15:30.920 --> 00:15:32.600]  對付罪呢
[00:15:32.600 --> 00:15:33.840]  你要一是不對付
[00:15:33.840 --> 00:15:35.880]  一對付就要對付到底
[00:15:35.880 --> 00:15:37.920]  那做了什麼行動
[00:15:37.920 --> 00:15:40.120]  就是當他推送那些東西的時候
[00:15:40.120 --> 00:15:41.600]  其實有個按鈕
[00:15:41.600 --> 00:15:42.920]  你按進去說
[00:15:42.920 --> 00:15:48.920]  我不喜歡這類型的帖子
[00:15:48.920 --> 00:15:50.640]  我不喜愛
[00:15:50.640 --> 00:15:53.280]  一出現就說我不喜愛
[00:15:53.280 --> 00:15:57.160]  按到你的版面完全沒有那些東西為止
[00:15:57.160 --> 00:15:59.040]  若果不是只要有一點點
[00:15:59.040 --> 00:16:00.320]  他漏出來
[00:16:00.320 --> 00:16:02.120]  他又會影響你
[00:16:02.120 --> 00:16:03.800]  跟著你不經意看久了
[00:16:03.800 --> 00:16:06.360]  他又會繼續給你看
[00:16:06.360 --> 00:16:07.920]  所以對付罪
[00:16:07.920 --> 00:16:10.440]  不斷篤下去我不喜歡
[00:16:10.440 --> 00:16:11.760]  鼓勵大家
[00:16:11.760 --> 00:16:13.240]  今天已經完結了
[00:16:13.240 --> 00:16:15.200]  回去你也試試按一下
[00:16:15.200 --> 00:16:16.920]  看看會看到什麼
[00:16:16.920 --> 00:16:19.480]  老婆的看看老公的是什麼
[00:16:19.480 --> 00:16:21.560]  我不想搞到大家
[00:16:21.560 --> 00:16:24.960]  大家待會去廁所自己處理了再出來
[00:16:24.960 --> 00:16:26.640]  開玩笑的
[00:16:26.640 --> 00:16:28.640]  交換
[00:16:28.640 --> 00:16:30.200]  好
[00:16:30.200 --> 00:16:32.600]  接著另一段聖經
[00:16:32.600 --> 00:16:34.000]  不如我們
[00:16:34.000 --> 00:16:35.360]  我請
[00:16:35.360 --> 00:16:37.600]  請大家幫我讀
[00:16:37.600 --> 00:16:39.120]  一二三
[00:16:39.120 --> 00:16:59.400]  這裡我特別
[00:16:59.400 --> 00:17:01.920]  將四個字放大你要謹慎
[00:17:01.920 --> 00:17:02.840]  為什麼
[00:17:02.840 --> 00:17:04.360]  剛才明明
[00:17:04.360 --> 00:17:06.000]  十二章開始的時候
[00:17:06.000 --> 00:17:07.560]  才說了一些東西
[00:17:07.560 --> 00:17:09.400]  為什麼這裡又要說謹慎
[00:17:09.400 --> 00:17:11.400]  還有提到那些地方
[00:17:11.400 --> 00:17:14.800]  這裡看到所選擇的地方是什麼地方
[00:17:14.800 --> 00:17:17.920]  就是剛才那些高山小山的地方
[00:17:17.920 --> 00:17:19.040]  他說你要謹慎
[00:17:19.040 --> 00:17:22.480]  不可以在那些地方獻梵祭
[00:17:22.480 --> 00:17:23.960]  那些還是你自己選擇的
[00:17:23.960 --> 00:17:26.040]  因為那些是拜偶像
[00:17:26.040 --> 00:17:28.240]  之前迦南人在那些地方拜偶像
[00:17:28.240 --> 00:17:30.880]  你現在又選擇在那些地方拜
[00:17:30.880 --> 00:17:32.360]  所以你們要謹慎
[00:17:32.360 --> 00:17:35.680]  千萬不可以在那些地方拜
[00:17:35.680 --> 00:17:37.480]  再三提醒
