
[00:00:00.000 --> 00:00:02.000]  各位靜靜平安
[00:03:35.000 --> 00:03:38.000]  當他知道自己所擁有的
[00:03:38.000 --> 00:03:40.000]  也不是自己
[00:03:40.000 --> 00:03:44.000]  他就會更樂意地分享出去
[00:03:44.000 --> 00:03:48.000]  一個人當他感受到自己足夠
[00:03:48.000 --> 00:03:51.000]  其實因為弟兄相信都不會有很多多餘錢
[00:03:51.000 --> 00:03:55.000]  離開的時候都需要一些錢在身邊
[00:03:55.000 --> 00:03:58.000]  但是他覺得自己足夠
[00:03:58.000 --> 00:04:00.000]  所以他不會把自己的物品
[00:04:00.000 --> 00:04:03.000]  要逐件計價賣出去
[00:04:03.000 --> 00:04:05.000]  要很樂意很甘心地
[00:04:05.000 --> 00:04:08.000]  分享給其他有需要的同學
[00:04:08.000 --> 00:04:12.000]  我心裡面就是因為弟兄身上學了功課
[00:04:12.000 --> 00:04:14.000]  也到今天
[00:04:14.000 --> 00:04:17.000]  當我們思想到偷渡的時候
[00:04:17.000 --> 00:04:19.000]  我就想起他
[00:04:19.000 --> 00:04:20.000]  不是想起他偷渡
[00:04:20.000 --> 00:04:21.000]  而是想起他
[00:04:21.000 --> 00:04:24.000]  怎樣在那種甘心分享的過程裡面
[00:04:24.000 --> 00:04:28.000]  去勝過很多偷渡的試探
[00:04:28.000 --> 00:04:30.000]  當我們說到聖經裡面十誡的時候
[00:04:30.000 --> 00:04:31.000]  大家一定會記得
[00:04:31.000 --> 00:04:34.000]  就是聖經裡面主耶穌說
[00:04:34.000 --> 00:04:37.000]  律法的總綱是什麼
[00:04:37.000 --> 00:04:41.000]  就是愛神和愛人
[00:04:41.000 --> 00:04:44.000]  當我們讀聖經的十誡的時候
[00:04:44.000 --> 00:04:47.000]  你試試多點從愛人的角度
[00:04:47.000 --> 00:04:50.000]  去思想十誡
[00:04:50.000 --> 00:04:51.000]  雖然你看到我們讀到
[00:04:51.000 --> 00:04:53.000]  過去的第六第七誡
[00:04:53.000 --> 00:04:54.000]  提到很多「不」
[00:04:54.000 --> 00:04:56.000]  但是裡面其實
[00:04:56.000 --> 00:04:58.000]  你從愛的角度思想的時候
[00:04:58.000 --> 00:04:59.000]  你都會明白
[00:04:59.000 --> 00:05:00.000]  不可殺人
[00:05:00.000 --> 00:05:04.000]  不只是一種負面的警告
[00:05:04.000 --> 00:05:06.000]  更加是正面的提出
[00:05:06.000 --> 00:05:08.000]  因為愛人的緣故
[00:05:08.000 --> 00:05:10.000]  我們去尊重生命
[00:05:10.000 --> 00:05:12.000]  在其他的處境
[00:05:12.000 --> 00:05:15.000]  去表達出你對生命的尊重
[00:05:15.000 --> 00:05:18.000]  你就是守緊第六誡
[00:05:18.000 --> 00:05:20.000]  四經提到不可姦淫
[00:05:20.000 --> 00:05:22.000]  其實因為愛人的緣故
[00:05:22.000 --> 00:05:25.000]  而尊重別人的婚姻
[00:05:25.000 --> 00:05:30.000]  不會去介入在別人的婚姻的關係裡面
[00:05:30.000 --> 00:05:34.000]  那個是一種不可姦淫的努力
[00:05:34.000 --> 00:05:36.000]  今天來到第八誡的時候
[00:05:36.000 --> 00:05:38.000]  聖經提到不可偷渡
[00:05:38.000 --> 00:05:40.000]  因為愛人的緣故
[00:05:40.000 --> 00:05:42.000]  而尊重別人的財產
[00:05:42.000 --> 00:05:45.000]  和他的權利
[00:05:45.000 --> 00:05:47.000]  所以你發覺聖經裡面提到
[00:05:47.000 --> 00:05:52.000]  偷渡其實正正就是和愛是相違背的
[00:05:52.000 --> 00:05:54.000]  因為偷渡的人
[00:05:54.000 --> 00:05:56.000]  在心裡面他們很想能夠
[00:05:56.000 --> 00:05:58.000]  去得到別人所得到的
[00:05:58.000 --> 00:06:01.000]  或者貪取別人所得到的
[00:06:01.000 --> 00:06:03.000]  要去奪取屬於別人的
[00:06:03.000 --> 00:06:05.000]  無論是物質
[00:06:05.000 --> 00:06:07.000]  或者是權利
[00:06:07.000 --> 00:06:08.000]  或者是利益
[00:06:08.000 --> 00:06:11.000]  甚至用一些不誠實的方法
[00:06:11.000 --> 00:06:13.000]  將別人所有的
[00:06:13.000 --> 00:06:15.000]  轉到自己手裡面
[00:06:15.000 --> 00:06:17.000]  這個是偷渡
[00:06:17.000 --> 00:06:21.000]  也都是和愛完全是相違背的事情
[00:06:21.000 --> 00:06:25.000]  所以當你思想到律法的總綱的時候
[00:06:25.000 --> 00:06:28.000]  帶著愛神愛人的心來思想
[00:06:28.000 --> 00:06:31.000]  你會更加知道如何在生活上應用
[00:06:31.000 --> 00:06:33.000]  如何學習不可殺人
[00:06:33.000 --> 00:06:34.000]  不可姦淫
[00:06:34.000 --> 00:06:36.000]  不可偷渡等等
[00:06:36.000 --> 00:06:38.000]  當然當我們想到偷渡的時候
[00:06:38.000 --> 00:06:40.000]  或者我們都可以再想一想
[00:06:40.000 --> 00:06:42.000]  偷渡的行為
[00:06:42.000 --> 00:06:44.000]  其實是在很多不同的形式之下
[00:06:44.000 --> 00:06:46.000]  來出現的
[00:06:46.000 --> 00:06:49.000]  大家常常都會說起
[00:06:49.000 --> 00:06:52.000]  近幾年香港很多電話騙案
[00:06:52.000 --> 00:06:54.000]  很多不同的方式
[00:06:54.000 --> 00:06:57.000]  電話騙案其實是一種偷渡
[00:06:57.000 --> 00:06:59.000]  用一種方式將你的錢財
[00:06:59.000 --> 00:07:02.000]  帶入他自己的手袋裡面
[00:07:02.000 --> 00:07:04.000]  當然不單止金錢
[00:07:04.000 --> 00:07:06.000]  很多人告訴你
[00:07:06.000 --> 00:07:11.000]  他很無緣無故的失去了他的物品
[00:07:11.000 --> 00:07:13.000]  甚至是一些工具
[00:07:13.000 --> 00:07:15.000]  我最近留意到
[00:07:15.000 --> 00:07:19.000]  巴赫木斯佩克他講了一個歷史故事
[00:07:19.000 --> 00:07:21.000]  這個故事講到在很多年前
[00:07:21.000 --> 00:07:23.000]  1922年
[00:07:23.000 --> 00:07:27.000]  在英國的貝爾法斯特的地方
[00:07:27.000 --> 00:07:30.000]  有一個很特別的屬靈的大復興
[00:07:30.000 --> 00:07:32.000]  很多人信了主
[00:07:32.000 --> 00:07:34.000]  很多人歸向上帝
[00:07:34.000 --> 00:07:36.000]  其中有一個當地的船鷗
[00:07:36.000 --> 00:07:40.000]  這個船鷗有很多的工友都信耶穌
[00:07:40.000 --> 00:07:43.000]  而他們的生命有一種很明顯的改變
[00:07:43.000 --> 00:07:45.000]  他們是悔而改
[00:07:45.000 --> 00:07:47.000]  其中一個表現是什麼呢
[00:07:47.000 --> 00:07:49.000]  突然間他們發覺
[00:07:49.000 --> 00:07:52.000]  很多的工人過去曾經在工廠裡面
[00:07:52.000 --> 00:07:54.000]  偷了很多物品
[00:07:54.000 --> 00:07:57.000]  很多不同形式的工具、儀器
[00:07:57.000 --> 00:07:59.000]  在那個時候突然間他們
[00:07:59.000 --> 00:08:01.000]  好有一種的感動提醒
[00:08:01.000 --> 00:08:04.000]  將這些偷取的物品再拿回來
[00:08:04.000 --> 00:08:07.000]  當這些物品在那裡回來的時候
[00:08:07.000 --> 00:08:09.000]  一個廠東突然間發覺
[00:08:09.000 --> 00:08:10.000]  不行了
[00:08:10.000 --> 00:08:13.000]  他另外有一間大的廠房
[00:08:13.000 --> 00:08:18.000]  是要收集這些工具和儀器
[00:08:18.000 --> 00:08:21.000]  無數的物品曾經被人偷渡出去
[00:08:21.000 --> 00:08:24.000]  但當人知道上帝的心意的時候
[00:08:24.000 --> 00:08:28.000]  他們全部將這些物品拿回來
[00:08:28.000 --> 00:08:30.000]  當然不單止是金錢
[00:08:30.000 --> 00:08:32.000]  不單止是物品
[00:08:32.000 --> 00:08:34.000]  有些時候你明白嗎
[00:08:34.000 --> 00:08:36.000]  違背了一些承諾
[00:08:36.000 --> 00:08:38.000]  一些契約
[00:08:38.000 --> 00:08:40.000]  其實都是偷渡
[00:08:40.000 --> 00:08:45.000]  去剝奪人家所應得有的保障和利益
[00:08:45.000 --> 00:08:47.000]  是偷渡
[00:08:47.000 --> 00:08:49.000]  大家很多時候看到新聞
[00:08:49.000 --> 00:08:53.000]  講到不同地區有地震的事情
[00:08:53.000 --> 00:08:55.000]  地震發覺某些區域
[00:08:55.000 --> 00:08:58.000]  突然間房屋最多倒塌
[00:08:58.000 --> 00:09:00.000]  為什麼會這樣呢
[00:09:00.000 --> 00:09:03.000]  因為建築過程偷工減料
[00:09:03.000 --> 00:09:06.000]  本來應該別人得到的保障
[00:09:06.000 --> 00:09:09.000]  為了加多自己的利益
[00:09:09.000 --> 00:09:10.000]  減少材料
[00:09:10.000 --> 00:09:13.000]  以致帶來很多的傷亡
[00:09:13.000 --> 00:09:15.000]  最近土耳其地震的事情
[00:09:15.000 --> 00:09:17.000]  大家都一定會留意
[00:09:17.000 --> 00:09:18.000]  他們後來發覺一件事情
[00:09:18.000 --> 00:09:20.000]  在鎮央附近的地方
[00:09:20.000 --> 00:09:23.000]  一個叫做Hetley的地方
[00:09:23.000 --> 00:09:24.000]  這個小城市裡面
[00:09:24.000 --> 00:09:26.000]  有一件很特別的情形
[00:09:26.000 --> 00:09:28.000]  就是整個城市裡面
[00:09:28.000 --> 00:09:30.000]  沒有一座樓倒塌
[00:09:30.000 --> 00:09:33.000]  沒有一個人死亡
[00:09:33.000 --> 00:09:34.000]  他們很奇怪
[00:09:34.000 --> 00:09:36.000]  就問為什麼這個小城市
[00:09:36.000 --> 00:09:38.000]  會有這樣的不同的情況呢
[00:09:38.000 --> 00:09:39.000]  後來就發覺
[00:09:39.000 --> 00:09:41.000]  這個小城市的市政府
[00:09:41.000 --> 00:09:44.000]  他們是特別留意1999年
[00:09:44.000 --> 00:09:46.000]  當地大地震之後
[00:09:46.000 --> 00:09:48.000]  是訂出很多新的
[00:09:48.000 --> 00:09:52.000]  建築的房陣的條例
[00:09:52.000 --> 00:09:53.000]  而這個市政府是
[00:09:53.000 --> 00:09:56.000]  按照這個條例來執行
[00:09:56.000 --> 00:09:58.000]  建築這些房屋的時候
[00:09:58.000 --> 00:10:01.000]  是完全沒有偷工減料
[00:10:01.000 --> 00:10:04.000]  所以他們明白為什麼這個城鎮
[00:10:04.000 --> 00:10:07.000]  是這麼少傷亡
[00:10:07.000 --> 00:10:09.000]  因此你都會明白
[00:10:09.000 --> 00:10:10.000]  很多時候我們認為
[00:10:10.000 --> 00:10:12.000]  是天災的事情
[00:10:12.000 --> 00:10:14.000]  其實是什麼
[00:10:14.000 --> 00:10:16.000]  是人禍
[00:10:16.000 --> 00:10:18.000]  背後那種貪婪
[00:10:18.000 --> 00:10:21.000]  是帶來了很多生命的死傷
[00:10:21.000 --> 00:10:23.000]  帶來了很多人
[00:10:23.000 --> 00:10:26.000]  很多一生的遺憾
[00:10:26.000 --> 00:10:28.000]  聖經提到不可偷渡
[00:10:28.000 --> 00:10:30.000]  如果是從愛國的角度思想
[00:10:30.000 --> 00:10:32.000]  如果是愛的時候
[00:10:32.000 --> 00:10:36.000]  你不會願意去偷渡
[00:10:36.000 --> 00:10:38.000]  當然有其他的處境
[00:10:38.000 --> 00:10:39.000]  我們都要留意的時候
[00:10:39.000 --> 00:10:42.000]  就是就算一些工作環境
[00:10:42.000 --> 00:10:43.000]  你都會留意到
[00:10:43.000 --> 00:10:46.000]  這時候出現了偷渡的試探
[00:10:46.000 --> 00:10:49.000]  僱主去黑扣一些工資
[00:10:49.000 --> 00:10:53.000]  僱員沒有按照所立的合約
[00:10:53.000 --> 00:10:55.000]  遲到早退
[00:10:55.000 --> 00:10:58.000]  其實都是令到僱主受虧損
[00:10:58.000 --> 00:11:00.000]  是某一種的偷渡
[00:11:00.000 --> 00:11:02.000]  或者再想一想
[00:11:02.000 --> 00:11:04.000]  很多時候生活上
[00:11:04.000 --> 00:11:07.000]  背後去毀謗別人
[00:11:07.000 --> 00:11:10.000]  其實都是偷取了別人的名聲
[00:11:10.000 --> 00:11:12.000]  名譽
[00:11:12.000 --> 00:11:14.000]  又或者做一些
[00:11:14.000 --> 00:11:17.000]  好像是抄襲的活動
[00:11:17.000 --> 00:11:19.000]  抄襲別人在版權上
[00:11:19.000 --> 00:11:22.000]  已經定了版權的作品
[00:11:22.000 --> 00:11:25.000]  其實是將別人的成果
[00:11:25.000 --> 00:11:28.000]  偷取成為自己的成果
[00:11:28.000 --> 00:11:29.000]  很多事情
[00:11:29.000 --> 00:11:31.000]  求神給我們一種敏感
[00:11:31.000 --> 00:11:32.000]  一種敏銳
[00:11:32.000 --> 00:11:33.000]  知道哪些事情
[00:11:33.000 --> 00:11:35.000]  其實是不出於愛
[00:11:35.000 --> 00:11:37.000]  其實是出於偷渡
[00:11:37.000 --> 00:11:39.000]  求神幫助我們能夠
[00:11:39.000 --> 00:11:42.000]  快快地停止
[00:11:42.000 --> 00:11:43.000]  在《聖經》裡面
[00:11:43.000 --> 00:11:44.000]  《新約》裡面
[00:11:44.000 --> 00:11:45.000]  特別提到
[00:11:45.000 --> 00:11:47.000]  人在這些罪裡面的時候
[00:11:47.000 --> 00:11:49.000]  要小心警覺
[00:11:49.000 --> 00:11:50.000]  《聖經》的
[00:11:50.000 --> 00:11:52.000]  《國南代前書》第六章
[00:11:52.000 --> 00:11:55.000]  就提到你們不知不意的人
[00:11:55.000 --> 00:11:58.000]  不能承受神的禍嗎
[00:11:58.000 --> 00:12:00.000]  有很多不同的情況
[00:12:00.000 --> 00:12:01.000]  特別再提的是
[00:12:01.000 --> 00:12:02.000]  偷攝的
[00:12:02.000 --> 00:12:03.000]  貪婪的
[00:12:03.000 --> 00:12:04.000]  醉酒的
[00:12:04.000 --> 00:12:05.000]  辱罵的
[00:12:05.000 --> 00:12:06.000]  勒索的
[00:12:06.000 --> 00:12:09.000]  都不能承受神的禍
[00:12:09.000 --> 00:12:11.000]  當然這裡所說的
[00:12:11.000 --> 00:12:13.000]  不是因為你一次軟弱
[00:12:13.000 --> 00:12:16.000]  或者一時間自己不留意
[00:12:16.000 --> 00:12:19.000]  做了一些好像得罪神的事情
[00:12:19.000 --> 00:12:20.000]  《聖經》所說的
[00:12:20.000 --> 00:12:23.000]  偷攝是一種長期的
[00:12:23.000 --> 00:12:25.000]  不改變的偷攝
[00:12:25.000 --> 00:12:28.000]  是一種持續的行為
[00:12:28.000 --> 00:12:29.000]  《聖經》說
[00:12:29.000 --> 00:12:30.000]  這些不義的人
[00:12:30.000 --> 00:12:34.000]  是不能承受神的禍
[00:12:34.000 --> 00:12:36.000]  當人在罪當中的時候
[00:12:36.000 --> 00:12:37.000]  要知道
[00:12:37.000 --> 00:12:40.000]  神是不會不監察的
[00:12:40.000 --> 00:12:41.000]  不要以為
[00:12:41.000 --> 00:12:43.000]  我小小事而已
[00:12:43.000 --> 00:12:44.000]  不傷大雅的
[00:12:44.000 --> 00:12:45.000]  不是
[00:12:45.000 --> 00:12:46.000]  《聖經》說到
[00:12:46.000 --> 00:12:48.000]  神是會審判的
[00:12:48.000 --> 00:12:52.000]  這些人是不能承受神的禍
[00:12:52.000 --> 00:12:53.000]  所以到了《聖經》
[00:12:53.000 --> 00:12:54.000]  葉佛所說的時候
[00:12:54.000 --> 00:12:55.000]  再提到偷攝的時候
[00:12:55.000 --> 00:12:57.000]  就特別很清楚
[00:12:57.000 --> 00:12:58.000]  一開始就說
[00:12:58.000 --> 00:13:02.000]  偷攝的不要再偷
[00:13:02.000 --> 00:13:05.000]  因為再偷的後果很嚴重
[00:13:05.000 --> 00:13:07.000]  不要再偷
[00:13:07.000 --> 00:13:09.000]  停止這些得罪神
[00:13:09.000 --> 00:13:12.000]  得罪人的事情
[00:13:12.000 --> 00:13:14.000]  當我們再讀到《聖經》的時候
[00:13:14.000 --> 00:13:16.000]  《聖經》在新約的地方
[00:13:16.000 --> 00:13:18.000]  提到十誡
[00:13:18.000 --> 00:13:20.000]  《聖經》在其中一處的地方
[00:13:20.000 --> 00:13:21.000]  特別提到
[00:13:21.000 --> 00:13:23.000]  要面對十誡
[00:13:23.000 --> 00:13:25.000]  提醒我們的事情的時候
[00:13:25.000 --> 00:13:27.000]  一個很重要的方向就是
[00:13:27.000 --> 00:13:31.000]  凡事不可虧欠人
[00:13:31.000 --> 00:13:34.000]  凡事不要虧欠
[00:13:34.000 --> 00:13:35.000]  剛才我們讀到
[00:13:35.000 --> 00:13:36.000]  《舊約聖經》裡面
[00:13:36.000 --> 00:13:38.000]  也提到偷渡的事情
[00:13:38.000 --> 00:13:39.000]  特別是《聖經》
[00:13:39.000 --> 00:13:40.000]  剛才我們讀過的
[00:13:40.000 --> 00:13:42.000]  《二創下書》第一章
[00:13:42.000 --> 00:13:44.000]  就提到耶路撒冷
[00:13:44.000 --> 00:13:46.000]  一個宗信的城市
[00:13:46.000 --> 00:13:48.000]  本來是宗信的城市
[00:13:48.000 --> 00:13:50.000]  但是變成為妓女
[00:13:50.000 --> 00:13:54.000]  妓女是說一種屬靈的淫亂
[00:13:54.000 --> 00:13:55.000]  這些百姓
[00:13:55.000 --> 00:13:58.000]  以前是敬畏神 聽從神的
[00:13:58.000 --> 00:14:02.000]  但是現在他們背逆神
[00:14:02.000 --> 00:14:03.000]  他們敬拜巴力
[00:14:03.000 --> 00:14:08.000]  他們聽從神以外的一些道理
[00:14:08.000 --> 00:14:09.000]  違背了上帝
[00:14:09.000 --> 00:14:13.000]  成為了屬靈的淫亂者
[00:14:13.000 --> 00:14:14.000]  在這個時候聖經說出
[00:14:14.000 --> 00:14:16.000]  一些很具體的例子
[00:14:16.000 --> 00:14:18.000]  他們將銀紙變為渣紙
[00:14:18.000 --> 00:14:21.000]  把酒用水沖淡
[00:14:21.000 --> 00:14:23.000]  把雜質放在銀紙裡面
[00:14:23.000 --> 00:14:26.000]  變成了一些有雜質的銀紙
[00:14:26.000 --> 00:14:27.000]  但是它在過程當中
[00:14:27.000 --> 00:14:30.000]  謀取更大的利潤
[00:14:30.000 --> 00:14:32.000]  那些酒本來是純酒
[00:14:32.000 --> 00:14:33.000]  用水沖淡
[00:14:33.000 --> 00:14:36.000]  以致它也可以用更低的成本
[00:14:36.000 --> 00:14:39.000]  來賺取更多的金錢
[00:14:39.000 --> 00:14:41.000]  這些情況聖經提到
[00:14:41.000 --> 00:14:45.000]  其實是一種對神不忠的表達
[00:14:45.000 --> 00:14:47.000]  當然是一種偷渡的行為
[00:14:47.000 --> 00:14:49.000]  偷去了別人所應得的
[00:14:49.000 --> 00:14:53.000]  但同時它是對神的不忠
[00:14:53.000 --> 00:14:56.000]  它沒有聽從了神對我們的吩咐
[00:14:56.000 --> 00:14:58.000]  而去做這件事情
[00:14:58.000 --> 00:14:59.000]  然後請再提到
[00:14:59.000 --> 00:15:01.000]  他們當中的官長
[00:15:01.000 --> 00:15:03.000]  一些領袖
[00:15:03.000 --> 00:15:06.000]  他們喜愛賄賂
[00:15:06.000 --> 00:15:08.000]  追求贓物
[00:15:08.000 --> 00:15:09.000]  他們很歡喜
[00:15:09.000 --> 00:15:11.000]  透過一些貪污的方式
[00:15:11.000 --> 00:15:14.000]  去奪取一些不應該得到的利益
[00:15:14.000 --> 00:15:15.000]  但是它的後果是
[00:15:15.000 --> 00:15:19.000]  令到孤兒得不到公平的對待
[00:15:19.000 --> 00:15:21.000]  一些寡婦
[00:15:21.000 --> 00:15:23.000]  一些無權無勢的人
[00:15:23.000 --> 00:15:26.000]  失去了他們的保障
[00:15:26.000 --> 00:15:28.000]  當你讀到聖經的時候
[00:15:28.000 --> 00:15:29.000]  你會察覺到
[00:15:29.000 --> 00:15:30.000]  其實這些偷渡的行為
[00:15:30.000 --> 00:15:33.000]  背後是一種對神的不忠
[00:15:33.000 --> 00:15:36.000]  也是一種貪婪
[00:15:36.000 --> 00:15:41.000]  背後的原因是一種貪
[00:15:41.000 --> 00:15:43.000]  是要得到一些不屬於自己
[00:15:43.000 --> 00:15:46.000]  不應該是自己的東西
[00:15:46.000 --> 00:15:47.000]  因為貪婪
[00:15:47.000 --> 00:15:50.000]  所以要去偷取別人的權益
[00:15:50.000 --> 00:15:54.000]  別人的保障
[00:15:54.000 --> 00:15:56.000]  我最近再想起一件事情
[00:15:56.000 --> 00:15:59.000]  就是大家都會很多都記得的
[00:15:59.000 --> 00:16:02.000]  2008年在中國內地
[00:16:02.000 --> 00:16:05.000]  出現了毒奶粉
[00:16:05.000 --> 00:16:06.000]  三聚氰胺
[00:16:06.000 --> 00:16:08.000]  以前我們都不知道什麼來的
[00:16:08.000 --> 00:16:09.000]  但是經過那次之後
[00:16:09.000 --> 00:16:10.000]  我們明白
[00:16:10.000 --> 00:16:11.000]  三聚氰胺
[00:16:11.000 --> 00:16:14.000]  其實是一些化工的原料
[00:16:14.000 --> 00:16:16.000]  混入到奶粉裡面
[00:16:16.000 --> 00:16:17.000]  減少它們的成本
[00:16:17.000 --> 00:16:20.000]  賺取更多的利潤
[00:16:20.000 --> 00:16:22.000]  但是這些物品
[00:16:22.000 --> 00:16:23.000]  三聚氰胺
[00:16:23.000 --> 00:16:25.000]  令到很多小孩子飲用之後
[00:16:25.000 --> 00:16:27.000]  出現了腎結石
[00:16:27.000 --> 00:16:28.000]  腎衰竭
[00:16:28.000 --> 00:16:29.000]  甚至死亡
[00:16:29.000 --> 00:16:30.000]  統計當中
[00:16:30.000 --> 00:16:32.000]  三千萬的中國孩子
[00:16:32.000 --> 00:16:34.000]  因為這些毒品
[00:16:34.000 --> 00:16:37.000]  受到各種程度的影響
[00:16:37.000 --> 00:16:39.000]  但是我想說的是
[00:16:39.000 --> 00:16:40.000]  在過程當中
[00:16:40.000 --> 00:16:42.000]  我最留意的一件事情
[00:16:42.000 --> 00:16:44.000]  就是這個集團
[00:16:44.000 --> 00:16:45.000]  這個集團
[00:16:45.000 --> 00:16:47.000]  他們見到當年
[00:16:47.000 --> 00:16:49.000]  有一個大的災禍
[00:16:49.000 --> 00:16:53.000]  2008年四川發生什麼事
[00:16:53.000 --> 00:16:55.000]  汶川大地震
[00:16:55.000 --> 00:16:57.000]  很多的人死亡
[00:16:57.000 --> 00:16:58.000]  很多的嬰孩
[00:16:58.000 --> 00:17:00.000]  突然間變成了孤兒
[00:17:00.000 --> 00:17:03.000]  也得不到人的照顧
[00:17:03.000 --> 00:17:04.000]  這個集團
[00:17:04.000 --> 00:17:07.000]  他們就很慷慨
[00:17:07.000 --> 00:17:10.000]  運送了過千萬人民幣的奶粉
[00:17:10.000 --> 00:17:12.000]  去到英國地區
[00:17:12.000 --> 00:17:15.000]  給這些嬰孩來飲用
[00:17:15.000 --> 00:17:16.000]  很多人讚賞他們
[00:17:16.000 --> 00:17:18.000]  他們很慷慨
