
[00:00:00.000 --> 00:00:08.000]  各位大英姊妹,我感謝神再有機會和大家聊聊、講解、分享在菲律賓書裡的經文
[00:17:48.000 --> 00:17:52.000]  能夠在信仰上扎根、成長
[00:17:52.000 --> 00:17:56.000]  經得起考驗、經得起逼迫
[00:17:56.000 --> 00:17:59.000]  經得起疾病、困苦之下
[00:17:59.000 --> 00:18:02.000]  仍然能夠堅守信仰的時候
[00:18:02.000 --> 00:18:05.000]  信靠耶穌基督、蒙神、月立
[00:18:05.000 --> 00:18:07.000]  當主耶穌見到他們的時候
[00:18:07.000 --> 00:18:08.000]  就稱讚他們
[00:18:08.000 --> 00:18:12.000]  「你們是有良善、有忠心的僕人」
[00:18:12.000 --> 00:18:14.000]  那份的喜悅
[00:18:14.000 --> 00:18:16.000]  而保羅的選擇
[00:18:16.000 --> 00:18:18.000]  他的期盼
[00:18:18.000 --> 00:18:20.000]  已經顯示出他的心智了
[00:18:20.000 --> 00:18:26.000]  怎樣去叫基督在他身上照常顯大
[00:18:26.000 --> 00:18:31.000]  怎樣藉著他在福音上的功夫
[00:18:31.000 --> 00:18:36.000]  來被受尊崇
[00:18:36.000 --> 00:18:39.000]  當我們明白了第20到26節裡面
[00:18:39.000 --> 00:18:43.000]  保羅他要表白他自己心聲的時候
[00:18:43.000 --> 00:18:46.000]  我們有什麼思想和提醒呢?
[00:18:46.000 --> 00:18:49.000]  當我們看到這位使徒
[00:18:49.000 --> 00:18:53.000]  在他生命和主耶穌基督那種關係
[00:18:53.000 --> 00:18:54.000]  那份的結連
[00:18:54.000 --> 00:18:56.000]  活著就是基督
[00:18:56.000 --> 00:18:58.000]  他的生命就是要為主而活
[00:18:58.000 --> 00:19:03.000]  他的使命就是要讓基督在他身上照常顯大
[00:19:03.000 --> 00:19:06.000]  他很希望能夠仍然住在世間上
[00:19:06.000 --> 00:19:10.000]  為了讓大興姐妹的生命得到造就
[00:19:10.000 --> 00:19:11.000]  得到牧養
[00:19:11.000 --> 00:19:15.000]  以致成長在基督裡面有這份的喜樂
[00:19:15.000 --> 00:19:17.000]  這就是保羅的心智了
[00:19:17.000 --> 00:19:22.000]  那我們呢?
[00:19:22.000 --> 00:19:26.000]  你的心智是什麼呢?
[00:19:26.000 --> 00:19:29.000]  你為了什麼而活呢?
[00:19:29.000 --> 00:19:33.000]  你為了誰而活呢?
[00:19:33.000 --> 00:19:36.000]  在世界裡面我們的觀察
[00:19:36.000 --> 00:19:39.000]  很多人都是為自己
[00:19:39.000 --> 00:19:41.000]  為了要在這個世界上生存
[00:19:41.000 --> 00:19:43.000]  為了要搏鬥
[00:19:43.000 --> 00:19:45.000]  有時候都不是一定自己所想的
[00:19:45.000 --> 00:19:47.000]  而是環境逼成的
[00:19:47.000 --> 00:19:49.000]  尤其是我們身處在香港
[00:19:49.000 --> 00:19:53.000]  這個很極端的資本主義社會裡面
[00:19:53.000 --> 00:19:56.000]  金錢和權力就是道理的時候
[00:19:56.000 --> 00:19:59.000]  假如我們缺乏信仰
[00:19:59.000 --> 00:20:01.000]  真理的道德價值觀
[00:20:01.000 --> 00:20:05.000]  以及可能是政策和法律上的制衡的話
[00:20:05.000 --> 00:20:08.000]  社會雖然看起來富裕也好
[00:20:08.000 --> 00:20:12.000]  但是扭曲仍然會很嚴重的
[00:20:12.000 --> 00:20:13.000]  不單止香港
[00:20:13.000 --> 00:20:16.000]  世界上貧富懸殊比我們所看到的
[00:20:16.000 --> 00:20:20.000]  就是讓到一部分人
[00:20:20.000 --> 00:20:22.000]  雖然可以享受到當中的成果
[00:20:22.000 --> 00:20:24.000]  但是看起來好像更加多的人
