
[00:00:00.000 --> 00:00:03.260]  大型節目很高興能夠和大家分享聖經神的話語
[00:02:32.440 --> 00:02:37.640]  但是因為不見了那張英文版
[00:02:37.640 --> 00:02:44.120]  所以我會今天和下一個主日都講這篇訊息
[00:02:44.120 --> 00:02:48.600]  不是一篇訊息講兩次,是分開上下集來講
[00:02:50.320 --> 00:02:57.240]  首先我讀出這個中文版的,我不見了那張單張,是什麼呢?
[00:02:57.240 --> 00:03:03.840]  它的題目叫做《他的一生》
[00:03:03.840 --> 00:03:09.360]  英文很有趣的,叫做《One Solitary Life》
[00:03:09.360 --> 00:03:12.200]  One Solitary Life
[00:03:12.200 --> 00:03:19.040]  大約二千年前,在一個無名的村莊
[00:03:19.680 --> 00:03:24.400]  一個貧寒的家庭裡,誕下了一個嬰孩
[00:03:24.400 --> 00:03:30.440]  這個孩子後來在另一村莊生活
[00:03:30.440 --> 00:03:34.400]  長大成人,並且成為一個木匠
[00:03:34.400 --> 00:03:42.440]  直至三十歲時,他卻忽然搖身一變,不再作木匠
[00:03:42.440 --> 00:03:46.880]  反而成了一個巡迴報導家
[00:03:48.480 --> 00:03:53.320]  寫人從來沒有進過高等學府或神學院
[00:03:53.320 --> 00:03:56.920]  例如,你現在不就是高等學府了
[00:03:56.920 --> 00:04:00.640]  例如,浸會神學院不就是神學院了
[00:04:00.640 --> 00:04:09.800]  沒寫過什麼著作,也未曾擔任過任何公職
[00:04:09.800 --> 00:04:16.320]  他沒有結婚,也未曾擁有過一個屬於自己的家
[00:04:17.640 --> 00:04:23.360]  他甚至從未踏足過離開自己家鄉二百里外的地方
[00:04:23.360 --> 00:04:32.560]  今天,我們坐著飛機,隨時都一萬幾千里這樣去
[00:04:32.560 --> 00:04:38.640]  但是當時,這位人物從來未離開過他家鄉二百里外的地方
[00:04:38.640 --> 00:04:42.480]  他沒有幹過什麼豐功偉績
[00:04:42.480 --> 00:04:46.720]  但是,卻有無數的群眾跟隨他
[00:04:47.200 --> 00:04:49.440]  別人對他毫無所知
[00:04:49.440 --> 00:04:55.920]  除了他自己,沒有人會給他的身份任何肯定和證明
[00:04:55.920 --> 00:05:01.400]  當他正壯年時
[00:05:01.400 --> 00:05:08.120]  反對他的輿論日益成了一股敵對他的強大勢力
[00:05:08.120 --> 00:05:12.920]  使他的跟隨者四散
[00:05:13.560 --> 00:05:17.640]  而他自己則被交付反對他的人手裏
[00:05:17.640 --> 00:05:21.960]  並且經歷極具羞辱的審訊
[00:05:21.960 --> 00:05:25.320]  他們把他判處死刑
[00:05:25.320 --> 00:05:31.240]  他被釘在十字架上,且處身於兩個強盜中間
[00:05:31.240 --> 00:05:34.560]  當他奄奄一息之際
[00:05:34.560 --> 00:05:39.640]  控訴他的人竟爭奪他在世上唯一的財物
[00:05:39.640 --> 00:05:43.360]  一件他穿過的平凡外衣
[00:05:43.800 --> 00:05:49.360]  最後,他的屍體被埋葬在一個借來的墳墓裏
[00:05:49.360 --> 00:05:57.960]  這墳穴是屬於他生前一個富有憐憫心腸的朋友的
[00:05:57.960 --> 00:06:01.080]  然而,三日之後
[00:06:01.080 --> 00:06:06.320]  此人從死裏復活,正如他自己生前曾宣告的
[00:06:06.320 --> 00:06:11.560]  他是從神而來的救主,是神的兒子
[00:06:12.880 --> 00:06:14.880]  十九個世紀過去了
[00:06:14.880 --> 00:06:17.680]  當然現在不止十九個世紀了
[00:06:17.680 --> 00:06:19.680]  因為這個單章寫的時候
[00:06:19.680 --> 00:06:23.080]  是……我都忘記了多少年,所以說是十九個世紀
[00:06:23.080 --> 00:06:25.080]  現在可能是說二十個世紀也說不定
[00:06:25.080 --> 00:06:29.880]  今天,這位已經從死裏復活的主,耶穌基督
[00:06:29.880 --> 00:06:34.120]  成為各國國民的心中人物,忠心人物
[00:06:34.120 --> 00:06:38.280]  只要我們翻開日曆,就會察覺到人類的歷史
[00:06:38.280 --> 00:06:43.280]  以恩著他的生辰,被劃成兩個世紀
[00:06:43.280 --> 00:06:45.280]  主前與主後
[00:06:45.280 --> 00:06:49.280]  而每個星期都會有一天被分別出來
[00:06:49.280 --> 00:06:51.280]  今天是主日
[00:06:51.280 --> 00:06:53.960]  用以紀念他的復活
[00:06:53.960 --> 00:06:57.680]  至於我們擁有兩個最重要的假期
[00:06:57.680 --> 00:07:02.280]  就更是為了慶祝他的出生與死亡而設立的
[00:07:02.280 --> 00:07:06.880]  我們有沒有慶祝孔子生日呀?
[00:07:08.000 --> 00:07:09.080]  有沒有呀?
[00:07:09.080 --> 00:07:13.080]  不是我們,即是世人有沒有慶祝孔子生日呀?
[00:07:13.080 --> 00:07:15.080]  有!孔誕呀!
[00:07:15.080 --> 00:07:17.080]  是不是呀?
[00:07:17.080 --> 00:07:19.080]  有沒有慶祝孫中山先生
[00:07:19.080 --> 00:07:21.080]  我們的國父的生日呀?
[00:07:21.080 --> 00:07:23.080]  有沒有呀?
[00:07:23.080 --> 00:07:25.080]  有沒有慶祝孔子的死忌呀?
[00:07:25.080 --> 00:07:30.080]  有沒有慶祝孫中山先生的死忌呀?
[00:07:30.080 --> 00:07:36.080]  但居然這位是他生他死
[00:07:36.080 --> 00:07:38.080]  甚至復活
[00:07:38.080 --> 00:07:41.080]  都是一個被紀念的日子
[00:07:41.080 --> 00:07:47.080]  就更是為了慶祝他的出生與死亡而設立的
[00:07:47.080 --> 00:07:52.080]  全世界的教堂的頂尖都樹立了一個十字架
[00:07:52.080 --> 00:07:56.080]  標誌著罪惡與死亡已被戰勝了
[00:07:56.080 --> 00:07:59.080]  這人的一生事蹟
[00:07:59.080 --> 00:08:05.080]  較歷史上任何重要人物更多被人選取
[00:08:05.080 --> 00:08:10.080]  成為許多歌曲、書籍、詩畫的主題
[00:08:10.080 --> 00:08:14.080]  世上無數學校、醫院、孤兒院及其他組織
[00:08:14.080 --> 00:08:20.080]  都是因著紀念和傳揚他為我們付上生命而建立的
[00:08:20.080 --> 00:08:22.080]  歷世歷代中
[00:08:22.080 --> 00:08:26.080]  多少君王、政權、軍人出現過
[00:08:26.080 --> 00:08:28.080]  但對人類歷史的影響力
[00:08:28.080 --> 00:08:34.080]  還遠不及如這一人棲燃一生所帶來的震撼
[00:08:35.080 --> 00:08:37.080]  幾許世代過去了
[00:08:37.080 --> 00:08:41.080]  數以百萬計的人因著信靠耶穌基督
[00:08:41.080 --> 00:08:46.080]  已找到了罪得赦免與神和好的新生命
[00:08:46.080 --> 00:08:51.080]  今天他繼續將這新生命賜給相信他的人
[00:08:51.080 --> 00:08:55.080]  聖經的約翰福音十四章第六節記載
[00:08:55.080 --> 00:08:59.080]  耶穌說:我就是道路真理生命
[00:08:59.080 --> 00:09:04.080]  若不直著我,沒有人能到乎那裡去
[00:09:05.080 --> 00:09:08.080]  另外五章二十四節又說
[00:09:08.080 --> 00:09:11.080]  我實實在在地告訴你們
[00:09:11.080 --> 00:09:16.080]  聽我說:由信差我來者的,就有永生
[00:09:16.080 --> 00:09:22.080]  不至於定罪,是已經出死入生了
[00:09:22.080 --> 00:09:27.080]  你的生命是否已被耶穌基督改變呢?
[00:09:27.080 --> 00:09:29.080]  有沒有改變呀?
[00:09:29.080 --> 00:09:32.080]  有沒有接受到耶穌基督成為你的救主呀?
[00:09:32.080 --> 00:09:34.080]  生命有沒有改變呀?
[00:09:34.080 --> 00:09:38.080]  在幾年前有一齣戲很出名的
[00:09:38.080 --> 00:09:39.080]  很出名的
[00:09:39.080 --> 00:09:47.080]  我最近聽收音機說無線的收視不太好
[00:09:47.080 --> 00:09:49.080]  結果他出了一齣戲
[00:09:49.080 --> 00:09:50.080]  收視率大高
[00:09:50.080 --> 00:09:52.080]  知不知道是哪一齣?
[00:09:52.080 --> 00:09:55.080]  第一個字是包字
[00:09:55.080 --> 00:09:57.080]  包什麼呀?
[00:09:57.080 --> 00:09:59.080]  包青天呀,記不記得呀?
[00:09:59.080 --> 00:10:02.080]  燈燈燈燈燈燈燈那一齣呢?
[00:10:02.080 --> 00:10:04.080]  是吧?
[00:10:04.080 --> 00:10:06.080]  我的大女兒很小的時候
[00:10:06.080 --> 00:10:07.080]  她聽完那首歌
[00:10:07.080 --> 00:10:09.080]  她沒有譜的
[00:10:09.080 --> 00:10:11.080]  沒有譜的即是沒有那個譜
[00:10:11.080 --> 00:10:13.080]  她聽完之後將琴在那裏彈
[00:10:13.080 --> 00:10:14.080]  彈出來
[00:10:14.080 --> 00:10:16.080]  因為她是不看譜
[00:10:16.080 --> 00:10:18.080]  聽到她可以彈
[00:10:18.080 --> 00:10:19.080]  摸一摸就彈出來
[00:10:19.080 --> 00:10:20.080]  她是這樣的
[00:10:20.080 --> 00:10:23.080]  包青天裏面有一樣東西很出名的是什麼?
[00:10:23.080 --> 00:10:25.080]  大家知不知道?
[00:10:25.080 --> 00:10:27.080]  有個狗字的
[00:10:27.080 --> 00:10:29.080]  有個虎字
[00:10:29.080 --> 00:10:31.080]  狗頭雜是不是呀?
[00:10:31.080 --> 00:10:33.080]  那個雜是用來做什麼的?
[00:10:33.080 --> 00:10:36.080]  是一個行刑工具來的
[00:10:36.080 --> 00:10:37.080]  我想問一下你們
[00:10:37.080 --> 00:10:40.080]  你們會不會吊一個狗頭雜
[00:10:40.080 --> 00:10:42.080]  在胸口那裏做裝飾物?
[00:10:42.080 --> 00:10:43.080]  有沒有?
[00:10:43.080 --> 00:10:44.080]  有沒有哪一位?
[00:10:44.080 --> 00:10:45.080]  姐妹
[00:10:45.080 --> 00:10:49.080]  弟兄有時候都會帶一條鏈吊一個東西在那裏的
[00:10:49.080 --> 00:10:51.080]  有沒有哪一個耳環?
[00:10:51.080 --> 00:10:53.080]  現在男孩子都有耳環的
[00:10:53.080 --> 00:10:55.080]  有沒有吊兩個狗頭雜在耳環裏?
[00:10:55.080 --> 00:10:56.080]  哪一個有?
[00:10:56.080 --> 00:10:57.080]  你告訴我
[00:10:57.080 --> 00:10:58.080]  你舉手
[00:10:58.080 --> 00:11:01.080]  但是
[00:11:01.080 --> 00:11:02.080]  但是
[00:11:02.080 --> 00:11:05.080]  耶穌基督用來行刑的那個十字架
[00:11:05.080 --> 00:11:07.080]  十字架
[00:11:07.080 --> 00:11:09.080]  各位有沒有哪一位
[00:11:09.080 --> 00:11:12.080]  是有一條鏈有個十字架的
[00:11:12.080 --> 00:11:13.080]  有沒有?
[00:11:13.080 --> 00:11:14.080]  有呀
[00:11:14.080 --> 00:11:15.080]  不是摸鼻子
[00:11:15.080 --> 00:11:17.080]  這個舉在這裏
[00:11:17.080 --> 00:11:18.080]  是有是不是呀?
[00:11:18.080 --> 00:11:20.080]  有沒有一些姐妹
[00:11:20.080 --> 00:11:21.080]  通常姐妹
[00:11:21.080 --> 00:11:22.080]  帶一個耳環
[00:11:22.080 --> 00:11:24.080]  是兩個釘著十字架的耳環
[00:11:24.080 --> 00:11:25.080]  有沒有人有呀?
[00:11:25.080 --> 00:11:26.080]  有沒有人有呀?
[00:11:26.080 --> 00:11:28.080]  沒有?
[00:11:28.080 --> 00:11:29.080]  老實一點
[00:11:29.080 --> 00:11:30.080]  有沒有呀?
[00:11:30.080 --> 00:11:32.080]  你們不流行嗎?
[00:11:32.080 --> 00:11:34.080]  但是起碼這個十字架有
[00:11:34.080 --> 00:11:35.080]  是不是呀?
[00:11:35.080 --> 00:11:37.080]  奇怪嗎?
[00:11:37.080 --> 00:11:40.080]  居然用一個行刑的刑具來戴在身上
[00:11:40.080 --> 00:11:42.080]  你會不會戴一個狗頭雜?
[00:11:42.080 --> 00:11:43.080]  不會
[00:11:43.080 --> 00:11:46.080]  你會不會戴一條用來吊死人的繩子?
[00:11:46.080 --> 00:11:48.080]  吊一條吊頸的繩子?
[00:11:48.080 --> 00:11:50.080]  即是處死的那條
[00:11:50.080 --> 00:11:51.080]  會不會呀?
[00:11:51.080 --> 00:11:52.080]  不會呀
[00:11:52.080 --> 00:11:54.080]  是不是很特別呀?
[00:11:54.080 --> 00:11:57.080]  這就是我們去看的耶穌基督
[00:11:57.080 --> 00:11:58.080]  我這樣說
[00:11:58.080 --> 00:12:00.080]  不說兩堂怎麼行呀?
[00:12:00.080 --> 00:12:01.080]  沒辦法呀
[00:12:01.080 --> 00:12:03.080]  這些都是設計來的
[00:12:03.080 --> 00:12:05.080]  等一下我們看看
[00:12:05.080 --> 00:12:08.080]  拿回你的程序表裏面的副頁
[00:12:08.080 --> 00:12:11.080]  首先就是那些人對耶穌的看法是怎樣的呢?
[00:12:11.080 --> 00:12:13.080]  根據聖經
[00:12:13.080 --> 00:12:15.080]  有不好的看法的
[00:12:15.080 --> 00:12:16.080]  為甚麼不好呢?
[00:12:16.080 --> 00:12:18.080]  在瑪芬第三章第二十一節
[00:12:18.080 --> 00:12:20.080]  耶穌的家人聽見
[00:12:20.080 --> 00:12:21.080]  祂的家人聽見
[00:12:21.080 --> 00:12:23.080]  就出來要拉著祂
[00:12:23.080 --> 00:12:26.080]  因為他們覺得祂癲狂了
[00:12:26.080 --> 00:12:28.080]  覺得祂好像
[00:12:28.080 --> 00:12:29.080]  縮小了
[00:12:29.080 --> 00:12:30.080]  是不是呀?
[00:12:30.080 --> 00:12:32.080]  為甚麼人家會覺得祂縮小了?
[00:12:32.080 --> 00:12:34.080]  你看回上文的時候
[00:12:34.080 --> 00:12:35.080]  耶穌基督呢
[00:12:35.080 --> 00:12:37.080]  祂真是很勤力的
[00:12:37.080 --> 00:12:38.080]  我最近靈修的時候
[00:12:38.080 --> 00:12:39.080]  看到這段經文
[00:12:39.080 --> 00:12:40.080]  我跟自己說
[00:12:40.080 --> 00:12:41.080]  哇
[00:12:41.080 --> 00:12:42.080]  Michael
[00:12:42.080 --> 00:12:45.080]  其實你也很懶惰而已
[00:12:45.080 --> 00:12:48.080]  現在已經好像半退休狀態了
[00:12:48.080 --> 00:12:50.080]  在辦公室工作
[00:12:50.080 --> 00:12:51.080]  當我看見耶穌
[00:12:51.080 --> 00:12:53.080]  哇,祂真是
[00:12:53.080 --> 00:12:54.080]  吃東西又忘記吃
[00:12:54.080 --> 00:12:56.080]  睡覺又忘記睡
[00:12:56.080 --> 00:12:59.080]  繼續去醫病講鬼
[00:12:59.080 --> 00:13:02.080]  因為祂才能夠做到這些事
[00:13:02.080 --> 00:13:06.080]  但是祂真是不辭勞苦去做
[00:13:06.080 --> 00:13:08.080]  我心裏也覺得
[00:13:08.080 --> 00:13:13.080]  要勤力一點
[00:13:13.080 --> 00:13:16.080]  所以祂的父母
[00:13:16.080 --> 00:13:18.080]  其實祂有兄弟姊妹
[00:13:18.080 --> 00:13:19.080]  根據聖經說
[00:13:19.080 --> 00:13:21.080]  耶穌基督
[00:13:21.080 --> 00:13:23.080]  是瑪利亞聖靈感人所生
[00:13:23.080 --> 00:13:25.080]  但是瑪利亞和約瑟結了婚
[00:13:25.080 --> 00:13:27.080]  又生了一些兒子
[00:13:27.080 --> 00:13:28.080]  又生了一些女兒
[00:13:28.080 --> 00:13:32.080]  所以耶穌是有同母
[00:13:32.080 --> 00:13:34.080]  同母是吧?
[00:13:34.080 --> 00:13:35.080]  異父
[00:13:35.080 --> 00:13:38.080]  的弟弟、妹妹
[00:13:38.080 --> 00:13:40.080]  所以祂的家人說
[00:13:40.080 --> 00:13:42.080]  祂瘋了
[00:13:42.080 --> 00:13:44.080]  這些就是一些負面的
[00:13:44.080 --> 00:13:47.080]  對耶穌的看法
[00:13:47.080 --> 00:13:48.080]  有時候我也會說
[00:13:48.080 --> 00:13:50.080]  他不知道在做什麼
[00:13:50.080 --> 00:13:52.080]  平常很好的
[00:13:52.080 --> 00:13:54.080]  很溫柔的
[00:13:54.080 --> 00:13:55.080]  很斯文的
[00:13:55.080 --> 00:13:57.080]  突然間無端端的
[00:13:57.080 --> 00:13:58.080]  瘋了
[00:13:58.080 --> 00:14:01.080]  嘩!發脾氣
[00:14:01.080 --> 00:14:04.080]  我也見過有人這樣的
[00:14:04.080 --> 00:14:06.080]  耶穌就說
[00:14:06.080 --> 00:14:08.080]  祂瘋了
[00:14:08.080 --> 00:14:09.080]  祂瘋狂了
[00:14:09.080 --> 00:14:11.080]  是祂的家人說的
[00:14:11.080 --> 00:14:15.080]  另外在馬方三章22節
[00:14:15.080 --> 00:14:17.080]  從耶路撒冷下來的文士說
[00:14:17.080 --> 00:14:23.080]  祂是被別西卜附身了
[00:14:23.080 --> 00:14:24.080]  Belzebub
[00:14:24.080 --> 00:14:25.080]  英文叫Belzebub
[00:14:25.080 --> 00:14:26.080]  什麼來的?
[00:14:26.080 --> 00:14:27.080]  什麼Belzebub
[00:14:27.080 --> 00:14:29.080]  這麼怪的一個音
[00:14:29.080 --> 00:14:33.080]  又說祂是靠著鬼王講鬼的
[00:14:33.080 --> 00:14:34.080]  什麼意思呢?
[00:14:34.080 --> 00:14:37.080]  其實當主耶穌基督聽到你說的時候
[00:14:37.080 --> 00:14:38.080]  耶穌很生氣
[00:14:38.080 --> 00:14:39.080]  生氣到怎樣?
[00:14:39.080 --> 00:14:41.080]  祂說你攻擊我
[00:14:41.080 --> 00:14:43.080]  我也可以饒恕你
[00:14:43.080 --> 00:14:45.080]  你叫我這個名稱
[00:14:45.080 --> 00:14:47.080]  你是褻瀆聖靈
[00:14:47.080 --> 00:14:48.080]  褻瀆聖靈
[00:14:48.080 --> 00:14:49.080]  罪不得赦
[00:14:49.080 --> 00:14:51.080]  無得傾
[00:14:51.080 --> 00:14:52.080]  你攻擊我
[00:14:52.080 --> 00:14:53.080]  OK
[00:14:53.080 --> 00:14:55.080]  你攻擊聖靈
[00:14:55.080 --> 00:14:56.080]  三話一體的神
[00:14:56.080 --> 00:14:59.080]  因為耶穌是透過神的能力
[00:14:59.080 --> 00:15:00.080]  聖父、聖子、聖靈
[00:15:00.080 --> 00:15:01.080]  三話一體的神
[00:15:01.080 --> 00:15:03.080]  祂醫病講鬼
[00:15:03.080 --> 00:15:05.080]  是靠著神的靈
[00:15:05.080 --> 00:15:06.080]  聖靈就是神的靈
[00:15:06.080 --> 00:15:08.080]  基督的靈也是神的靈
[00:15:08.080 --> 00:15:10.080]  聖父的靈也是神的靈
[00:15:10.080 --> 00:15:11.080]  只有一個神
[00:15:11.080 --> 00:15:12.080]  只有一個靈
[00:15:12.080 --> 00:15:15.080]  但是他們是三話一體
[00:15:15.080 --> 00:15:16.080]  這是奧秘
[00:15:16.080 --> 00:15:18.080]  耶穌的行神之騎士
[00:15:18.080 --> 00:15:19.080]  就是神在做事
[00:15:19.080 --> 00:15:21.080]  而那些人詩俗說
[00:15:21.080 --> 00:15:23.080]  祂是Belzebub
[00:15:23.080 --> 00:15:24.080]  什麼叫Belzebub?
[00:15:24.080 --> 00:15:25.080]  你知不知道?
[00:15:25.080 --> 00:15:27.080]  烏鷹神
[00:15:27.080 --> 00:15:31.080]  我們中國人也有狗神
[00:15:31.080 --> 00:15:34.080]  青蛙神
[00:15:34.080 --> 00:15:38.080]  有些地方是拜大象
[00:15:38.080 --> 00:15:40.080]  牛也很聖的
[00:15:40.080 --> 00:15:42.080]  但太離譜了
[00:15:42.080 --> 00:15:44.080]  烏鷹也當神
[00:15:44.080 --> 00:15:46.080]  太離譜了
[00:15:46.080 --> 00:15:48.080]  已經是扁了
[00:15:48.080 --> 00:15:50.080]  扁得很厲害
[00:15:50.080 --> 00:15:51.080]  扁得很厲害
[00:15:51.080 --> 00:15:53.080]  所以耶穌說
[00:15:53.080 --> 00:15:54.080]  你罵我
[00:15:54.080 --> 00:15:56.080]  我也OK
[00:15:56.080 --> 00:15:58.080]  你指著人質來罵
[00:15:58.080 --> 00:16:00.080]  但是你指著
[00:16:00.080 --> 00:16:02.080]  褻瀆聖靈的時候
[00:16:02.080 --> 00:16:03.080]  罪不得赦
[00:16:03.080 --> 00:16:05.080]  褻瀆聖靈罪不得赦
[00:16:05.080 --> 00:16:09.080]  所以有些人對祂有些不好的看法
[00:16:09.080 --> 00:16:12.080]  說祂是靠鬼王來講鬼
[00:16:12.080 --> 00:16:14.080]  那些不是神的工作
[00:16:14.080 --> 00:16:16.080]  是鬼的工作
[00:16:16.080 --> 00:16:18.080]  所以主人嫂很生氣
[00:16:18.080 --> 00:16:20.080]  但有沒有好的方法呢?
[00:16:20.080 --> 00:16:22.080]  人就是這樣
[00:16:22.080 --> 00:16:24.080]  我們中國人真的很厲害
[00:16:24.080 --> 00:16:26.080]  不過我經常說這句話
[00:16:26.080 --> 00:16:28.080]  因為我是中國人
[00:16:28.080 --> 00:16:29.080]  如果我是印度人
[00:16:29.080 --> 00:16:31.080]  我就說我們印度人很厲害
[00:16:31.080 --> 00:16:33.080]  因為我懂印度文化
[00:16:33.080 --> 00:16:35.080]  我現在不懂印度文化
[00:16:35.080 --> 00:16:36.080]  如果我是非洲人
[00:16:36.080 --> 00:16:38.080]  我就說我們非洲人很厲害
[00:16:38.080 --> 00:16:40.080]  因為我懂得非洲文化
[00:16:40.080 --> 00:16:41.080]  非洲的智慧
[00:16:41.080 --> 00:16:43.080]  我現在沒有非洲智慧
[00:16:43.080 --> 00:16:45.080]  我沒有印度智慧
[00:16:45.080 --> 00:16:47.080]  有少許中國文化智慧
[00:16:47.080 --> 00:16:48.080]  以前也讀過中文
[00:16:48.080 --> 00:16:49.080]  讀過論語
[00:16:49.080 --> 00:16:51.080]  讀過莊子
[00:16:51.080 --> 00:16:52.080]  讀過孟子
[00:16:52.080 --> 00:16:53.080]  少許吧
[00:16:53.080 --> 00:16:54.080]  也要讀的
[00:16:54.080 --> 00:16:55.080]  少許而已
[00:16:55.080 --> 00:16:57.080]  所以我們經常說
[00:16:57.080 --> 00:16:59.080]  我們中國的文化多好多好
[00:16:59.080 --> 00:17:01.080]  其實你不知道別人的文化也不錯
[00:17:01.080 --> 00:17:03.080]  在這裡來講
[00:17:03.080 --> 00:17:05.080]  我們有一句話
[00:17:05.080 --> 00:17:07.080]  曹操都有什麼
[00:17:07.080 --> 00:17:09.080]  知心友
[00:17:09.080 --> 00:17:10.080]  關公也有什麼
[00:17:10.080 --> 00:17:12.080]  對頭人
[00:17:12.080 --> 00:17:15.080]  所以當有人不friend你的時候
[00:17:15.080 --> 00:17:17.080]  不要緊
[00:17:17.080 --> 00:17:19.080]  記住
[00:17:19.080 --> 00:17:21.080]  關公也有對頭人
[00:17:21.080 --> 00:17:23.080]  當有人friend你的時候
[00:17:23.080 --> 00:17:25.080]  不要那麼開心
[00:17:25.080 --> 00:17:27.080]  曹操也有知心友
[00:17:27.080 --> 00:17:28.080]  甚至聖經說了一句
[00:17:28.080 --> 00:17:30.080]  人的稱讚是自戀人
[00:17:30.080 --> 00:17:32.080]  不要飄飄然
[00:17:32.080 --> 00:17:34.080]  稱讚你兩讚
[00:17:34.080 --> 00:17:36.080]  飄飄然
[00:17:36.080 --> 00:17:38.080]  有街市嗎
[00:17:38.080 --> 00:17:40.080]  有沒有街市
[00:17:40.080 --> 00:17:41.080]  如果你想說你帥
[00:17:41.080 --> 00:17:43.080]  去街市走一圈
[00:17:43.080 --> 00:17:45.080]  我經常去街市
[00:17:45.080 --> 00:17:47.080]  帥
[00:17:47.080 --> 00:17:49.080]  今天的菜很美
[00:17:49.080 --> 00:17:50.080]  帥
[00:17:50.080 --> 00:17:52.080]  我絕對沒有相信
[00:17:52.080 --> 00:17:53.080]  我絕對不相信
[00:17:53.080 --> 00:17:55.080]  叫我哥哥吧
[00:17:55.080 --> 00:17:57.080]  叫我哥哥吧
[00:17:57.080 --> 00:17:59.080]  好的看法是什麼
[00:17:59.080 --> 00:18:00.080]  悼念安息日
[00:18:00.080 --> 00:18:01.080]  他在會堂裡
[00:18:01.080 --> 00:18:02.080]  教導人
[00:18:02.080 --> 00:18:03.080]  眾人聽見
[00:18:03.080 --> 00:18:05.080]  就肯經其說
[00:18:05.080 --> 00:18:07.080]  那女來者本是呢
[00:18:07.080 --> 00:18:09.080]  所賜給他的是什麼智慧呢
[00:18:09.080 --> 00:18:11.080]  他所做的何等的異能呢
[00:18:11.080 --> 00:18:12.080]  就是說
[00:18:12.080 --> 00:18:13.080]  主耶穌說的時候
[00:18:13.080 --> 00:18:14.080]  人們覺得
[00:18:14.080 --> 00:18:15.080]  哇
[00:18:15.080 --> 00:18:16.080]  是智慧的說話
[00:18:16.080 --> 00:18:17.080]  哇
[00:18:17.080 --> 00:18:18.080]  他所做的事
[00:18:18.080 --> 00:18:20.080]  是神蹟奇事
[00:18:20.080 --> 00:18:21.080]  所以這些就是
[00:18:21.080 --> 00:18:22.080]  人們看見他
[00:18:22.080 --> 00:18:23.080]  哇
[00:18:23.080 --> 00:18:24.080]  他好像不是
[00:18:24.080 --> 00:18:26.080]  很多銜頭
[00:18:26.080 --> 00:18:28.080]  連碩士也沒有
[00:18:28.080 --> 00:18:30.080]  大學也沒有讀過
[00:18:30.080 --> 00:18:32.080]  博士更加不用想了
[00:18:32.080 --> 00:18:35.080]  為什麼他能夠這麼有智慧呢
[00:18:35.080 --> 00:18:36.080]  為什麼他能夠
[00:18:36.080 --> 00:18:37.080]  行神蹟奇事呢
[00:18:37.080 --> 00:18:38.080]  因為他們看見
[00:18:38.080 --> 00:18:40.080]  這些是不可能的
[00:18:40.080 --> 00:18:41.080]  另外
[00:18:41.080 --> 00:18:43.080]  耶穌的名聲傳開了
[00:18:43.080 --> 00:18:45.080]  希律王也聽見
[00:18:45.080 --> 00:18:46.080]  有人說
