
[00:00:00.000 --> 00:00:05.000]  在復活節的主日 向各位問安 祝你平安
[00:01:40.000 --> 00:01:45.000]  問問大家 如果你當時有機會見到復活主
[00:01:45.000 --> 00:01:50.000]  你會預期是一個怎樣的形象在你面前出現呢?
[00:01:50.000 --> 00:01:54.000]  既然升過了死亡 是不是應該散發著光芒
[00:01:54.000 --> 00:01:58.000]  有一個威榮的形態去顯現呢?
[00:01:58.000 --> 00:02:00.000]  你看他剛才讀過的經文
[00:02:00.000 --> 00:02:05.000]  復活主留下了手上的釘痕 立旁的傷痕作為記號
[00:02:05.000 --> 00:02:10.000]  展現在門徒的面前 為何要留下這些傷痕?
[00:02:10.000 --> 00:02:14.000]  這是一個羞辱的記號 還是榮耀的記號?
[00:02:14.000 --> 00:02:17.000]  讓我們著今天的經文思想
[00:02:17.000 --> 00:02:22.000]  我們重點會看約翰福音20章24至29節
[00:02:22.000 --> 00:02:25.000]  耶穌向多瑪顯現的場景
[00:02:25.000 --> 00:02:28.000]  我們先了解一下上文
[00:02:28.000 --> 00:02:34.000]  約翰福音來到20章 開始描述耶穌復活之後的場景
[00:02:34.000 --> 00:02:40.000]  作者刻意描述了當中不同人物 他們看見不同的景況
[00:02:40.000 --> 00:02:43.000]  我們握腰來概念一下
[00:02:43.000 --> 00:02:48.000]  耶穌復活的當天的清早 穆大拉瑪利亞來到墳墓
[00:02:48.000 --> 00:02:54.000]  他看見墳墓的石頭被人挪開了
[00:02:54.000 --> 00:02:58.000]  他跑去找西門彼得和耶穌所愛的那個門徒
[00:02:58.000 --> 00:03:00.000]  兩個門徒走到墳墓裡
[00:03:00.000 --> 00:03:04.000]  在看見墳墓裡 耶穌的屍體不見了
[00:03:04.000 --> 00:03:08.000]  但果頭巾和細麻布仍然捲著放在那裡
[00:03:08.000 --> 00:03:11.000]  聖經記載 那個門徒就信了
[00:03:11.000 --> 00:03:17.000]  瑪利亞在墳墓外哭 最初看見兩個天使
[00:03:17.000 --> 00:03:20.000]  然後看見能夠說出祂名字的男士
[00:03:20.000 --> 00:03:23.000]  最後認出祂就是耶穌
[00:03:23.000 --> 00:03:26.000]  於是穆大拉瑪利亞就向門徒報信
[00:03:26.000 --> 00:03:31.000]  我已經看見主了 有福術主耶穌跟他說的一番話
[00:03:31.000 --> 00:03:36.000]  我要升上去見我的父 也是你們的父
[00:03:36.000 --> 00:03:39.000]  見我的神 也是你們的神
[00:03:39.000 --> 00:03:43.000]  如果你的門徒聽到這番信息
[00:03:43.000 --> 00:03:45.000]  你的心情會是怎樣呢
[00:03:45.000 --> 00:03:49.000]  是不是應該說 哇 謝 好喜樂 主復活了
[00:03:49.000 --> 00:03:53.000]  聖經描述 就是剛才的輔助經文
[00:03:53.000 --> 00:03:57.000]  在穆大拉瑪利亞告訴門徒看見主
[00:03:57.000 --> 00:04:02.000]  同一個晚上 當時的門徒只是聚聾在一起
[00:04:02.000 --> 00:04:06.000]  但不是為了這個信息而興奮 而是什麼呢
[00:04:06.000 --> 00:04:10.000]  他們仍然害怕 害怕什麼 害怕猶太人
[00:04:10.000 --> 00:04:14.000]  可能是當時一些宗教領袖或官員
[00:04:14.000 --> 00:04:18.000]  所以身處的地方的門全部都關上了
[00:04:18.000 --> 00:04:25.000]  不過中原們是觀賞耶穌可以出現在門徒的當中
[00:04:25.000 --> 00:04:31.000]  但耶穌不是一個幻影 而是帶著復活的身體跟他們說
[00:04:31.000 --> 00:04:33.000]  願你們平安
[00:04:33.000 --> 00:04:39.000]  還向他們展示他的手和肋膀 見證著已經戰勝了死亡
[00:04:39.000 --> 00:04:44.000]  聖經描述 門徒一看見主就喜樂了
[00:04:44.000 --> 00:04:48.000]  接著門徒領受聖靈 被差遣領受使命
[00:04:48.000 --> 00:04:55.000]  接著我們進入今天的經文24-29節 耶穌向多瑪顯現的場景
[00:04:55.000 --> 00:05:00.000]  第24節 那十二使徒中 有個叫底土瑪的多瑪
[00:05:00.000 --> 00:05:05.000]  耶穌來的時候 他們有和他們在一起
[00:05:05.000 --> 00:05:10.000]  作者刻意去提出身為十二使徒之一的多瑪
[00:05:10.000 --> 00:05:14.000]  當耶穌向他顯現的時候 沒有和門徒在一起
[00:05:14.000 --> 00:05:20.000]  雖然沒有明確的表現 在暗示著 身處一個這樣的非常時期
[00:05:20.000 --> 00:05:24.000]  他不應該不和其他門徒在一起
[00:05:24.000 --> 00:05:31.000]  25節 門徒告訴多瑪這個大好的消息 我們已經看見主了
[00:05:31.000 --> 00:05:36.000]  並且復述主如何向他顯示他的手和肋膀
[00:05:36.000 --> 00:05:41.000]  但多瑪並未說服到他不相信 多瑪這樣回應
[00:05:41.000 --> 00:05:46.000]  除非你讓我看見他手上的釘痕 用我的指頭探入那個釘痕
[00:05:46.000 --> 00:05:51.000]  用我的手探入他的肋膀 我絕對不會相信
[00:05:51.000 --> 00:05:57.000]  多瑪要求自己親身去驗證 他不但要看 還要甚麼呢
[00:05:57.000 --> 00:06:00.000]  還要磨這個物理學上的驗證
[00:06:00.000 --> 00:06:06.000]  意味著他覺得耶穌復活的這個信息 通不過去理性的思維
[00:06:06.000 --> 00:06:10.000]  可能他覺得這群門徒會不會其實是個錯覺
[00:06:10.000 --> 00:06:14.000]  又或者 耶穌只是一個幻影 一個靈魂
[00:06:14.000 --> 00:06:18.000]  不可能帶著身體復活在人面前
[00:06:18.000 --> 00:06:24.000]  26至27節 過了八天 門徒同樣聚集在房間
[00:06:24.000 --> 00:06:29.000]  門同樣地關上 耶穌再次的顯現 同樣向門徒說
[00:06:29.000 --> 00:06:33.000]  願你們平安 一切重復著早前
[00:06:33.000 --> 00:06:37.000]  耶穌向門徒顯現的場景 唯一不同的是
[00:06:37.000 --> 00:06:40.000]  這次多瑪在場了
[00:06:40.000 --> 00:06:44.000]  耶穌第二次的顯現是特別為了多瑪
[00:06:44.000 --> 00:06:47.000]  耶穌沒有責備他 而是撫咒他的軟弱
[00:06:47.000 --> 00:06:51.000]  邀請他做 說他要做的事
[00:06:51.000 --> 00:06:53.000]  於是耶穌和多瑪說
[00:06:53.000 --> 00:06:57.000]  將你的指頭伸到我這裡來 看看我的手
[00:06:57.000 --> 00:07:00.000]  將你的手伸過來 看我的肋膀
[00:07:00.000 --> 00:07:05.000]  一次中的話 不要疑惑 你總要相信
[00:07:05.000 --> 00:07:10.000]  聖經記載到 多瑪是否真的用手去摸
[00:07:10.000 --> 00:07:14.000]  但他哪怕在耶穌面前做了一個很真切的宣告
[00:07:14.000 --> 00:07:17.000]  28節 多瑪回答跟他說什麼
[00:07:17.000 --> 00:07:21.000]  我的主 我的神
[00:07:21.000 --> 00:07:25.000]  很奇怪 我們仿佛看見多瑪從一個信仰路上
[00:07:25.000 --> 00:07:31.000]  一個低谷 突然之間驟然升上來的一個轉捩點
[00:07:31.000 --> 00:07:35.000]  多瑪如何從失落 懷疑裏面
[00:07:35.000 --> 00:07:37.000]  轉化了這個信心的宣告
[00:07:37.000 --> 00:07:40.000]  說得出 我的主 我的神
[00:07:40.000 --> 00:07:44.000]  我們嘗試揣摩一下多瑪走過的心路歷程
[00:07:44.000 --> 00:07:48.000]  約翰夫音的上文另外有兩處記載了多瑪
[00:07:48.000 --> 00:07:52.000]  在兩個不同的場景 凸顯到他的個性
[00:07:52.000 --> 00:07:55.000]  第一處記載在十一章
[00:07:55.000 --> 00:07:59.000]  當時有人告訴耶穌 他的好朋友拉薩路病重
[00:07:59.000 --> 00:08:03.000]  兩天後傳來拉薩路的死信 耶穌決意要去白大利
[00:08:03.000 --> 00:08:07.000]  當時猶太宗教領袖正在密謀要害耶穌
[00:08:07.000 --> 00:08:10.000]  在門徒一片的反對聲裏 多瑪這樣說
[00:08:10.000 --> 00:08:13.000]  我們就去跟他一起死吧
[00:08:13.000 --> 00:08:18.000]  表面看來 多瑪不滿意耶穌的決定 有些很晦氣的說話
[00:08:18.000 --> 00:08:23.000]  但畢竟他用行動 連用行動跟著耶穌叫做忠心跟隨
[00:08:23.000 --> 00:08:26.000]  盡上門徒的責任 有些晦氣而已
[00:08:26.000 --> 00:08:30.000]  另一處記載在約翰夫音的十四章
[00:08:30.000 --> 00:08:35.000]  十家路越走越近 耶穌知道跟門徒一起的時日無多
[00:08:35.000 --> 00:08:39.000]  就透露他很快要回到天父那裡去
[00:08:39.000 --> 00:08:45.000]  他跟門徒說 我要去的地方 那條路你們是知道的
[00:08:45.000 --> 00:08:50.000]  多瑪怎麼回應呢 主啊 我都不知道你去那裡
[00:08:50.000 --> 00:08:54.000]  怎麼會知道那條路啊 好像很小孩子似的
[00:08:54.000 --> 00:08:57.000]  耶穌作出一個我們很熟悉的回應
[00:08:57.000 --> 00:09:01.000]  我就是道路 真理 生命 若不藉著我
[00:09:01.000 --> 00:09:04.000]  沒有人能夠到父那裡去
[00:09:04.000 --> 00:09:08.000]  多瑪的反應表達出一個很率直的本性
[00:09:08.000 --> 00:09:13.000]  不過又確實缺乏一些屬靈的智慧和動見
[00:09:13.000 --> 00:09:16.000]  好了 來到我們今天第三段經文
[00:09:16.000 --> 00:09:18.000]  就是今天看的一段經文
[00:09:18.000 --> 00:09:22.000]  按當時的背景 我相信 多瑪跟很多門徒一樣
[00:09:22.000 --> 00:09:27.000]  本來期盼著耶穌在政治上可以去復興以色列國
[00:09:27.000 --> 00:09:31.000]  但是竟然眼前的這位耶穌被釘十架的現實
[00:09:31.000 --> 00:09:36.000]  粉碎了他們的夢想 陷入一個很絕望的低谷
[00:09:36.000 --> 00:09:40.000]  當復活主帶著有釘痕的肉身
[00:09:40.000 --> 00:09:43.000]  竟然顯現在他們面前的時候
[00:09:43.000 --> 00:09:46.000]  我們可以想像多麼震撼
[00:09:46.000 --> 00:09:50.000]  多瑪早前向其他門徒理直氣壯地說
[00:09:50.000 --> 00:09:54.000]  要這樣那樣 這樣的條件我才會相信 是不是
[00:09:54.000 --> 00:09:59.000]  她說這番話的時候 耶穌明明不在場
[00:09:59.000 --> 00:10:02.000]  但是如今眼前的耶穌瞭如指掌
[00:10:02.000 --> 00:10:05.000]  就去滿足你說要這樣那樣的要求
[00:10:05.000 --> 00:10:09.000]  展示了他一份超自然的力量
[00:10:09.000 --> 00:10:12.000]  多瑪最初要求一個很理性的驗證
[00:10:12.000 --> 00:10:17.000]  但體現了耶穌 超越人理解的神聖
[00:10:17.000 --> 00:10:20.000]  多瑪看到自己 一個自以為是
[00:10:20.000 --> 00:10:23.000]  這份高傲 無知 愚昧
[00:10:23.000 --> 00:10:27.000]  內心浮現出一份錯愕 羞愧
[00:10:27.000 --> 00:10:30.000]  顯示一份敬畏 帶著信心的跳躍
[00:10:30.000 --> 00:10:35.000]  去宣告 我的主 我的神
[00:10:35.000 --> 00:10:39.000]  這個宣稱給予多瑪激勵了個人
[00:10:39.000 --> 00:10:43.000]  與主耶穌自己的相遇
[00:10:43.000 --> 00:10:46.000]  以確信主耶穌對方的神聖
[00:10:46.000 --> 00:10:50.000]  願意將自己的生命投放在神的主權帶領下
[00:10:50.000 --> 00:10:55.000]  耶穌按著我們每一個人很獨特的景況
[00:10:55.000 --> 00:10:59.000]  介入我們的生命 帶來生命的改革
[00:10:59.000 --> 00:11:02.000]  復活主母按著這班門徒的心意
[00:11:02.000 --> 00:11:06.000]  成就他們的願望 帶來地上的政治改革
[00:11:06.000 --> 00:11:10.000]  卻是揭示了不一樣的屬靈視野
[00:11:10.000 --> 00:11:13.000]  我相信多瑪 她慢慢去回憶
[00:11:13.000 --> 00:11:15.000]  去整理耶穌以往的教訓
[00:11:15.000 --> 00:11:17.000]  慢慢就謊言大悟
[00:11:17.000 --> 00:11:19.000]  耶穌所說的德性
[00:11:19.000 --> 00:11:23.000]  不是推翻羅馬政權 是戰勝死亡
[00:11:23.000 --> 00:11:26.000]  多瑪的例子讓我們看見
[00:11:26.000 --> 00:11:29.000]  可能有人會對信仰提出各樣
[00:11:29.000 --> 00:11:32.000]  通不過去理解的疑問
[00:11:32.000 --> 00:11:34.000]  回應這些疑問不是沒有意義
[00:11:34.000 --> 00:11:38.000]  不過等於你回應了疑問 他就會相信
[00:11:38.000 --> 00:11:42.000]  唯有人願意去開放 讓神自己的工作
[00:11:42.000 --> 00:11:44.000]  在神的光照底下
[00:11:44.000 --> 00:11:47.000]  人親自去遇見 去經驗神
[00:11:47.000 --> 00:11:51.000]  才能夠被說服 真正去體會
[00:11:51.000 --> 00:11:53.000]  所以老是一個歷程
[00:11:53.000 --> 00:11:55.000]  你往往可能土象多瑪
[00:11:55.000 --> 00:11:57.000]  又要求各樣的驗證
[00:11:57.000 --> 00:11:59.000]  有時沒有朋友也會這樣說
[00:11:59.000 --> 00:12:02.000]  如果我家人的病得到醫治
[00:12:02.000 --> 00:12:05.000]  如果我的工作可以順利一點 我就相信了
[00:12:05.000 --> 00:12:07.000]  帶著這樣的期盼
[00:12:07.000 --> 00:12:09.000]  我也是人之常情
[00:12:09.000 --> 00:12:11.000]  上帝確實也願意去體貼我們的需要
[00:12:11.000 --> 00:12:14.000]  我們的心意去成就
[00:12:14.000 --> 00:12:16.000]  就算我們信了一段日子
[00:12:16.000 --> 00:12:19.000]  我們何嘗不是常常帶著我們的限制
[00:12:19.000 --> 00:12:21.000]  將復活主的作為
[00:12:21.000 --> 00:12:24.000]  框在我們自己想要的那個框框裡
[00:12:24.000 --> 00:12:26.000]  但我們總不是原地踏步
[00:12:26.000 --> 00:12:28.000]  我們追求屬靈生命不斷的蛻變
[00:12:28.000 --> 00:12:31.000]  不斷的成長
[00:12:31.000 --> 00:12:33.000]  回望我自己走過的信仰歷程
[00:12:33.000 --> 00:12:35.000]  可能我也分享過
[00:12:35.000 --> 00:12:37.000]  在2003年SARS的時候
[00:12:37.000 --> 00:12:39.000]  因為患了情緒病
[00:12:39.000 --> 00:12:42.000]  希望得到醫治 所以我步入教會
[00:12:42.000 --> 00:12:44.000]  當時心底裡
[00:12:44.000 --> 00:12:46.000]  何嘗在想
[00:12:46.000 --> 00:12:48.000]  如果這個神醫到我的病就好了
[00:12:48.000 --> 00:12:50.000]  問我的信心 我的信是什麼
[00:12:50.000 --> 00:12:52.000]  我根本不知道 是不是
[00:12:52.000 --> 00:12:55.000]  我只是想病得醫治而已
[00:12:55.000 --> 00:12:57.000]  好了 過了一段日子
[00:12:57.000 --> 00:12:59.000]  初信的時候
[00:12:59.000 --> 00:13:01.000]  剛好工作遇到一些不太穩定的事
[00:13:01.000 --> 00:13:03.000]  我向上帝這樣祈禱
[00:13:03.000 --> 00:13:05.000]  你什麼都可以搞我的
[00:13:05.000 --> 00:13:07.000]  你不要碰我的工作 拜託你
[00:13:07.000 --> 00:13:09.000]  你說我信什麼
[00:13:09.000 --> 00:13:11.000]  耶穌是我的救主
[00:13:11.000 --> 00:13:13.000]  寫給我最有永恆的盼望
[00:13:13.000 --> 00:13:15.000]  我當然要信
[00:13:15.000 --> 00:13:17.000]  作為生命的救主
[00:13:17.000 --> 00:13:21.000]  仍然要在這裡拉鋸一下
[00:13:21.000 --> 00:13:23.000]  又過了一段日子
[00:13:23.000 --> 00:13:26.000]  直至我很真誠地體會上帝的愛
[00:13:26.000 --> 00:13:29.000]  心甘命抵自己說要辭了工作
[00:13:29.000 --> 00:13:32.000]  要進神學院去接受裝備
[00:13:32.000 --> 00:13:35.000]  這個時候我想我稍稍體會到
[00:13:35.000 --> 00:13:38.000]  什麼是我的主 我的神
[00:13:38.000 --> 00:13:40.000]  而這份體會是
[00:13:40.000 --> 00:13:42.000]  「現在進行式」
[00:13:42.000 --> 00:13:45.000]  直至很近很近
[00:13:45.000 --> 00:13:48.000]  跟大家分享一個很深切的體會
[00:13:48.000 --> 00:13:50.000]  很多個月之前
[00:13:50.000 --> 00:13:53.000]  藉著一些事件我經歷到我的生命
[00:13:53.000 --> 00:13:55.000]  被上帝的拆毀和建立
[00:13:55.000 --> 00:13:57.000]  當時很不容易
[00:13:57.000 --> 00:14:00.000]  當我已經感到很沉重的時候
[00:14:00.000 --> 00:14:03.000]  執事會的主席竟然走來
[00:14:03.000 --> 00:14:05.000]  向我提出邀請
[00:14:05.000 --> 00:14:07.000]  你會考慮承擔作為其中一位
[00:14:07.000 --> 00:14:10.000]  管理委員我們叫MC的角色
[00:14:10.000 --> 00:14:13.000]  我自覺我不是一個管理的材料
[00:14:13.000 --> 00:14:15.000]  我不明白上帝你為什麼要搞
[00:14:15.000 --> 00:14:18.000]  這麼大的工程又拆毀又建立
[00:14:18.000 --> 00:14:20.000]  現成的不就好了嗎
[00:14:20.000 --> 00:14:22.000]  和上帝有很多拉鋸
[00:14:22.000 --> 00:14:24.000]  甚至有很多淚土
[00:14:24.000 --> 00:14:26.000]  花了一段時間
[00:14:26.000 --> 00:14:28.000]  狠切的禱告祈求
[00:14:28.000 --> 00:14:31.000]  引證上帝將我推向去接受
[00:14:31.000 --> 00:14:33.000]  這個挑戰
[00:14:33.000 --> 00:14:36.000]  推向其中一項埋門的那一腳
[00:14:36.000 --> 00:14:38.000]  我的下午
[00:14:38.000 --> 00:14:40.000]  執事會主席又跟我說
[00:14:40.000 --> 00:14:42.000]  說回你祈禱了很久
[00:14:42.000 --> 00:14:45.000]  何時可以有一個最終的決定
[00:14:45.000 --> 00:14:48.000]  就在那天晚上
[00:14:48.000 --> 00:14:50.000]  我在地鐵站的門外
[00:14:50.000 --> 00:14:52.000]  我遇見一位我沒見很久的
[00:14:52.000 --> 00:14:54.000]  新學院的舊同學
[00:14:54.000 --> 00:14:56.000]  他見面的時候竟然什麼都不說
[00:14:56.000 --> 00:14:57.000]  第一句就問
[00:14:57.000 --> 00:14:59.000]  你還在窩福事房嗎
[00:14:59.000 --> 00:15:00.000]  他竟然記得
[00:15:00.000 --> 00:15:02.000]  就知道你的堂主任說要退休
[00:15:02.000 --> 00:15:04.000]  找到新的堂主任沒有
[00:15:04.000 --> 00:15:05.000]  什麼都不問
[00:15:05.000 --> 00:15:07.000]  只是問這件事
[00:15:07.000 --> 00:15:08.000]  我說沒有
[00:15:08.000 --> 00:15:11.000]  有些叫MC在那裡暫時管理
[00:15:11.000 --> 00:15:12.000]  你服侍了這麼久
[00:15:12.000 --> 00:15:14.000]  你一定是其中一位MC
[00:15:14.000 --> 00:15:15.000]  我說不是
[00:15:15.000 --> 00:15:17.000]  是的 你一定是
[00:15:17.000 --> 00:15:19.000]  就這樣寒暄幾句
[00:15:19.000 --> 00:15:21.000]  就走了
[00:15:21.000 --> 00:15:23.000]  很奇怪
[00:15:23.000 --> 00:15:25.000]  當天的晚上
[00:15:25.000 --> 00:15:28.000]  我就回應了我的上帝
[00:15:28.000 --> 00:15:31.000]  我沒想過上帝為我預備的出路
[00:15:31.000 --> 00:15:33.000]  不是去減輕我的生命
[00:15:33.000 --> 00:15:34.000]  被他修剪過程
[00:15:34.000 --> 00:15:36.000]  那種其實有點疼痛
[00:15:36.000 --> 00:15:38.000]  而是將更大的目標
[00:15:38.000 --> 00:15:40.000]  擺在我面前
[00:15:40.000 --> 00:15:44.000]  叫我為了這個目標去學習
[00:15:44.000 --> 00:15:46.000]  我對我的主
[00:15:46.000 --> 00:15:47.000]  我的神
[00:15:47.000 --> 00:15:50.000]  有一個很新的相遇
[00:15:50.000 --> 00:15:52.000]  而我起碼
[00:15:52.000 --> 00:15:53.000]  在這個時刻
[00:15:53.000 --> 00:15:55.000]  現在我的主
[00:15:55.000 --> 00:15:57.000]  我的神在我生命裡面
[00:15:57.000 --> 00:15:58.000]  大過了
[00:15:58.000 --> 00:16:00.000]  他佔據了更加大的位置
[00:16:00.000 --> 00:16:01.000]  當然我不能夠擔保
[00:16:01.000 --> 00:16:03.000]  是不是經常都會將盡
[00:16:03.000 --> 00:16:05.000]  信仰是一個歷程
[00:16:05.000 --> 00:16:07.000]  今天的經文描述到
[00:16:07.000 --> 00:16:08.000]  當門徒知道
[00:16:08.000 --> 00:16:10.000]  耶穌已經復活勝過死亡
[00:16:10.000 --> 00:16:12.000]  理應興奮
[00:16:12.000 --> 00:16:14.000]  但何嘗卻害怕
[00:16:14.000 --> 00:16:18.000]  躲在門要關上的房間裡
[00:16:18.000 --> 00:16:20.000]  多瑪仍然疑惑
[00:16:20.000 --> 00:16:22.000]  不過我們在落馬書之後
[00:16:22.000 --> 00:16:23.000]  我們要看《仕途行傳》
[00:16:23.000 --> 00:16:24.000]  在《仕途行傳》
[00:16:24.000 --> 00:16:26.000]  我們看到這班門徒是怎樣的
[00:16:26.000 --> 00:16:29.000]  剛強勇敢地去擔當
[00:16:29.000 --> 00:16:32.000]  建政福音的工作
[00:16:32.000 --> 00:16:34.000]  我們當中可能有著
[00:16:34.000 --> 00:16:36.000]  我們現在不同的屬靈光景
[00:16:36.000 --> 00:16:39.000]  可能有些仍然你看他不敢
[00:16:39.000 --> 00:16:40.000]  仍然好像有點軟弱
[00:16:40.000 --> 00:16:41.000]  看自己
[00:16:41.000 --> 00:16:42.000]  對自己都可能
[00:16:42.000 --> 00:16:43.000]  我們仍然有懷疑
[00:16:43.000 --> 00:16:45.000]  仍然有害怕的時候
[00:16:45.000 --> 00:16:48.000]  但一個真誠願意尋求神的心
[00:16:48.000 --> 00:16:52.000]  我相信神會不停在你生命裡面工作
[00:16:52.000 --> 00:16:55.000]  多瑪表現出疑惑
[00:16:55.000 --> 00:16:57.000]  那復活主怎樣去回應呢
[00:16:57.000 --> 00:16:59.000]  二十九節
[00:16:59.000 --> 00:17:00.000]  耶穌跟他說
[00:17:00.000 --> 00:17:03.000]  你因為看見了我才信嗎
[00:17:03.000 --> 00:17:08.000]  那沒有看見卻信的有福了
[00:17:08.000 --> 00:17:10.000]  大家認為耶穌這個回應
[00:17:10.000 --> 00:17:13.000]  是不是在責備多瑪呢
[00:17:13.000 --> 00:17:14.000]  二十九節
[00:17:14.000 --> 00:17:16.000]  是不是在罵他呢
[00:17:16.000 --> 00:17:18.000]  傳統上我們很喜歡給多瑪一個
[00:17:18.000 --> 00:17:20.000]  負面的綽號叫做什麼
[00:17:20.000 --> 00:17:23.000]  多兒的多瑪
[00:17:23.000 --> 00:17:27.000]  或者耶穌是不是在比較信心的根基
[00:17:27.000 --> 00:17:29.000]  有高低之分
[00:17:29.000 --> 00:17:32.000]  或者有不同的詮釋
[00:17:32.000 --> 00:17:34.000]  我按我的理解
[00:17:34.000 --> 00:17:37.000]  針對多瑪不相信其他門徒的見證
[00:17:37.000 --> 00:17:39.000]  要自己親身去驗證
[00:17:39.000 --> 00:17:40.000]  耶穌這個回應
[00:17:40.000 --> 00:17:42.000]  確實帶著一些的提點
[00:17:42.000 --> 00:17:46.000]  不過我覺得頂多是一個溫和的訓練
[00:17:46.000 --> 00:17:49.000]  不是真正的責備
[00:17:49.000 --> 00:17:50.000]  其他的門徒
[00:17:50.000 --> 00:17:51.000]  一班的婦女
[00:17:51.000 --> 00:17:53.000]  當中有些最初何嘗米
[00:17:53.000 --> 00:17:55.000]  帶著失望
[00:17:55.000 --> 00:17:56.000]  傷心
[00:17:56.000 --> 00:17:57.000]  誤解
[00:17:57.000 --> 00:17:58.000]  疑惑
[00:17:58.000 --> 00:17:59.000]  大悟
[00:17:59.000 --> 00:18:00.000]  停滯不前
[00:18:00.000 --> 00:18:02.000]  也是一步一步邁向
[00:18:02.000 --> 00:18:06.000]  更全面更成熟的相信
[00:18:06.000 --> 00:18:07.000]  耶穌說
[00:18:07.000 --> 00:18:11.000]  那沒有看見卻信的有福了
[00:18:11.000 --> 00:18:14.000]  我相信是藉著多瑪的場景
[00:18:14.000 --> 00:18:16.000]  引出當時的背景一個
[00:18:16.000 --> 00:18:19.000]  即將發生很大的轉變
[00:18:19.000 --> 00:18:21.000]  因為復活主
[00:18:21.000 --> 00:18:24.000]  耶穌很快要升天離開門徒
[00:18:24.000 --> 00:18:25.000]  跟著祂的人
[00:18:25.000 --> 00:18:27.000]  不可能再憑肉眼看到耶穌
[00:18:27.000 --> 00:18:29.000]  看到耶穌所行的神蹟歧視
[00:18:29.000 --> 00:18:31.000]  這班門徒的信心
[00:18:31.000 --> 00:18:33.000]  要面對很大的考驗
[00:18:33.000 --> 00:18:35.000]  耶穌要門徒步入一個
[00:18:35.000 --> 00:18:37.000]  更加成熟的信仰歷程
[00:18:37.000 --> 00:18:40.000]  不要只想著看得見
[00:18:40.000 --> 00:18:44.000]  那沒有看見卻信的有福了
[00:18:44.000 --> 00:18:45.000]  這番說話
[00:18:45.000 --> 00:18:48.000]  也是對當時約翰福音的讀者
[00:18:48.000 --> 00:18:49.000]  而說的
[00:18:49.000 --> 00:18:51.000]  如果我們看下文二十章的
[00:18:51.000 --> 00:18:53.000]  三十節三十一節
[00:18:53.000 --> 00:18:56.000]  耶穌在他門徒面前
[00:18:56.000 --> 00:18:58.000]  另外行了許多神蹟
[00:18:58.000 --> 00:19:00.000]  沒有記錄在這書上
[00:19:00.000 --> 00:19:02.000]  但記載這些事
[00:19:02.000 --> 00:19:04.000]  是要使你們信
[00:19:04.000 --> 00:19:06.000]  耶穌基督是神的兒子
[00:19:06.000 --> 00:19:08.000]  並且使你們信他
[00:19:08.000 --> 00:19:11.000]  好欣著他的名得生命
[00:19:11.000 --> 00:19:13.000]  耶穌復活升天之後
[00:19:13.000 --> 00:19:15.000]  人不可能再見到他
[00:19:15.000 --> 00:19:17.000]  但人如果能夠因為
[00:19:17.000 --> 00:19:19.000]  門徒所傳的道
[00:19:19.000 --> 00:19:21.000]  神的話語試圖見證
[00:19:21.000 --> 00:19:23.000]  而他信福音的人
[00:19:23.000 --> 00:19:25.000]  他們就有福氣了
[00:19:25.000 --> 00:19:27.000]  這正正是約翰要寫
[00:19:27.000 --> 00:19:29.000]  約翰福音的目的
