
[00:00:00.000 --> 00:00:03.880]  這本書的作者提醒我們作為領袖有三件事
[00:01:56.400 --> 00:01:58.760]  成為了我自己的榜樣
[00:01:58.760 --> 00:02:01.680]  台灣的牧師他能夠給我看到
[00:02:01.680 --> 00:02:05.160]  他的榜樣就是能夠很關心一班童工
[00:02:05.160 --> 00:02:07.320]  當時我只是一個很年輕的傳道人
[00:02:07.320 --> 00:02:09.600]  但他對我仍然有很多的尊重
[00:02:09.600 --> 00:02:10.960]  很多的服侍
[00:02:10.960 --> 00:02:13.840]  甚至在一個很大雨的晚上
[00:02:13.840 --> 00:02:16.720]  他拿三千五百元去到我家
[00:02:16.720 --> 00:02:18.840]  他知道我家沒有錢
[00:02:18.840 --> 00:02:20.280]  他知道我沒有錢看醫生
[00:02:20.280 --> 00:02:22.160]  他知道我們不夠錢去吃飯
[00:02:22.160 --> 00:02:26.640]  他就自己將三千五百元親身帶去給我
[00:02:26.640 --> 00:02:28.680]  給我家 交到我手那邊
[00:02:28.680 --> 00:02:29.680]  當時我自己說
[00:02:29.680 --> 00:02:31.800]  牧師 你人工都不是很多
[00:02:31.800 --> 00:02:34.960]  但怎麼可以你給三千五百元給我
[00:02:34.960 --> 00:02:36.480]  但他說 你拿著的
[00:02:36.480 --> 00:02:38.040]  只要我能夠給到你的
[00:02:38.040 --> 00:02:41.080]  我就按著上帝給我的感動來給你
[00:02:41.080 --> 00:02:42.560]  以前我沒辦法忘記
[00:02:42.560 --> 00:02:44.640]  這些點滴 這些前輩
[00:02:44.640 --> 00:02:47.520]  他的生命對我的影響
[00:02:47.520 --> 00:02:48.360]  相對之下
[00:02:48.360 --> 00:02:51.280]  今天我的生命有沒有值得別人
[00:02:51.280 --> 00:02:54.680]  值得大家去效法呢
[00:02:54.680 --> 00:02:55.600]  我不知道
[00:02:55.600 --> 00:02:57.200]  可能有 可能沒有
[00:02:57.200 --> 00:02:58.640]  如果真的有的話
[00:02:58.640 --> 00:03:00.520]  我祈求天父讓我們去效法
[00:03:00.520 --> 00:03:01.680]  如果真的沒有的話
[00:03:01.680 --> 00:03:05.080]  我祈求天父也讓大家能夠為我祈禱
[00:03:05.080 --> 00:03:08.080]  希望我的生命有一天能夠有些榜樣
[00:03:08.080 --> 00:03:11.480]  我的生活方式能夠令到弟兄姊妹覺得
[00:03:11.480 --> 00:03:14.520]  這個人的生命值得我效法
[00:03:14.520 --> 00:03:15.720]  第一 我們要反省
[00:03:15.720 --> 00:03:17.800]  作為領袖時刻都要反省
[00:03:17.800 --> 00:03:19.520]  第二 我們作為領袖的
[00:03:19.520 --> 00:03:23.880]  必須要帶頭去持守正確的真理
[00:03:23.880 --> 00:03:25.680]  正確的教義
[00:03:25.680 --> 00:03:28.680]  換言之 今天我們不只是單單自己讀聖經
[00:03:28.680 --> 00:03:30.280]  就覺得聖經是甚麼意思
[00:03:30.280 --> 00:03:32.240]  我們很深信過去二千年當中
[00:03:32.240 --> 00:03:33.680]  有很多的前輩
[00:03:33.680 --> 00:03:36.480]  很多的聖經研讀的一些學者
[00:03:36.480 --> 00:03:37.880]  甚至很多的神學家
[00:03:37.880 --> 00:03:40.760]  都能夠在他們的研究當中
[00:03:40.760 --> 00:03:43.240]  在他們的讀經的過程當中
[00:03:43.240 --> 00:03:46.360]  在他們不同的研究那邊
[00:03:46.360 --> 00:03:48.840]  的確是存在了很多的書籍
[00:03:48.840 --> 00:03:50.560]  很多的提醒
[00:03:50.560 --> 00:03:54.160]  是令到我們更加對信仰更加的清晰
[00:03:54.160 --> 00:03:55.560]  以致到我們看到
[00:03:55.560 --> 00:03:56.520]  這個作者就說
[00:03:56.520 --> 00:04:00.160]  他說我們的耶穌基督是昨日今日一直到永遠
[00:04:00.160 --> 00:04:01.680]  都是永不甚麼
[00:04:01.680 --> 00:04:03.680]  都是一樣的 都不會改變的
[00:04:03.680 --> 00:04:05.400]  我們的耶穌基督都是一樣的
[00:04:05.400 --> 00:04:06.880]  如果有一天我們聽到有人說
[00:04:06.880 --> 00:04:09.640]  喂 耶穌基督從來沒有釘過十字架的
[00:04:09.640 --> 00:04:11.240]  你就知道他一定說錯話了
[00:04:11.240 --> 00:04:12.960]  因為二千年我們都知道
[00:04:12.960 --> 00:04:14.600]  耶穌基督是釘了十字架
[00:04:14.600 --> 00:04:15.800]  我們說耶穌基督
[00:04:15.800 --> 00:04:18.560]  祂的救恩是有確據的
[00:04:18.560 --> 00:04:19.560]  今天我們不能夠說
[00:04:19.560 --> 00:04:21.000]  我們都不知道自己能不能夠救
[00:04:21.000 --> 00:04:22.320]  將來到天上才知道的
[00:04:22.320 --> 00:04:24.240]  如果是這樣我們會很痛苦的
[00:04:24.240 --> 00:04:25.400]  我們每一天都在痛苦
[00:04:25.400 --> 00:04:26.320]  都不知道自己能不能夠救
[00:04:26.320 --> 00:04:27.600]  都不知道自己能不能夠救
[00:04:27.600 --> 00:04:28.680]  到死的時候才知道
[00:04:28.680 --> 00:04:32.120]  那幾十年那邊多麼的慘
[00:04:32.120 --> 00:04:33.200]  我們說 不是
[00:04:33.200 --> 00:04:34.240]  我們的信仰
[00:04:34.240 --> 00:04:36.400]  我們的救恩是有確據的
[00:04:36.400 --> 00:04:37.880]  我們抓住這個確據
[00:04:37.880 --> 00:04:39.200]  有一天我們回到天家
[00:04:39.200 --> 00:04:41.640]  我們是與神永遠相遇
[00:04:41.640 --> 00:04:43.000]  而同樣作為一個領袖
[00:04:43.000 --> 00:04:44.400]  我們要凡事借恩
[00:04:44.400 --> 00:04:46.640]  我們要成為一個借恩的榜樣
[00:04:46.640 --> 00:04:47.960]  給到弟兄姐妹就是說
[00:04:47.960 --> 00:04:50.120]  我們看世界不要看得那麼灰
[00:04:50.120 --> 00:04:51.880]  不要看得那麼負面
[00:04:51.880 --> 00:04:53.880]  我們要深信任何的事情
[00:04:53.880 --> 00:04:55.640]  發生在我們的身上
[00:04:55.640 --> 00:04:57.760]  一定是有上帝的美意在當中
[00:04:57.760 --> 00:04:58.720]  甚至去到
[00:04:58.720 --> 00:05:00.760]  我們在讀《江南多前書》
[00:05:00.760 --> 00:05:02.080]  我們DWA
[00:05:02.080 --> 00:05:04.160]  在我們去到頂不住手的時候
[00:05:04.160 --> 00:05:06.240]  神一定會為我們開一條出路
[00:05:06.240 --> 00:05:08.600]  讓我們能夠在那條出路那邊走
[00:05:08.600 --> 00:05:09.680]  我們抓緊
[00:05:09.680 --> 00:05:11.640]  我們要凡事借恩
[00:05:11.640 --> 00:05:12.520]  而去到最後
[00:05:12.520 --> 00:05:13.880]  我們說作為領袖
[00:05:13.880 --> 00:05:15.320]  我們要有責任
[00:05:15.320 --> 00:05:19.640]  是牧養上帝所託付給我們的群羊
[00:05:19.640 --> 00:05:21.160]  縱然今天我們同福堂
[00:05:21.160 --> 00:05:21.960]  有很多的牧區
[00:05:21.960 --> 00:05:23.920]  有很多不同的堂點
[00:05:23.920 --> 00:05:25.280]  不可能一個人
[00:05:25.280 --> 00:05:27.440]  是可以牧養所有的人
[00:05:27.440 --> 00:05:28.480]  但我感謝天父
[00:05:28.480 --> 00:05:30.360]  上帝給我們一班好的童工
[00:05:30.360 --> 00:05:31.520]  一班好的堂主任
[00:05:31.520 --> 00:05:32.840]  一班好的牧者
[00:05:32.840 --> 00:05:35.280]  他們能夠去牧養弟兄姐妹
[00:05:35.280 --> 00:05:37.800]  以致我們彼此的分工
[00:05:37.800 --> 00:05:39.320]  我們彼此的學習
[00:05:39.320 --> 00:05:40.480]  彼此的服侍
[00:05:40.480 --> 00:05:41.800]  我們能夠一起
[00:05:41.800 --> 00:05:44.520]  將上帝所託付給我們的群羊
[00:05:44.520 --> 00:05:46.240]  我們可以去關懷
[00:05:46.240 --> 00:05:47.560]  但這個是作為領袖
[00:05:47.560 --> 00:05:50.840]  我們時刻要提醒我們自己三樣東西
[00:05:50.840 --> 00:05:51.880]  所以很多人會問
[00:05:51.880 --> 00:05:54.240]  你們作為領袖會不會沒有了自由呢
[00:05:54.240 --> 00:05:57.240]  因為有時我們要面對一些枉養的時候
[00:05:57.240 --> 00:05:59.320]  是否真的在做你自己呢
[00:05:59.320 --> 00:06:00.040]  我曾經都
[00:06:00.040 --> 00:06:01.160]  我自己都反省
[00:06:01.160 --> 00:06:02.560]  我都試過有一段時間我說
[00:06:02.560 --> 00:06:03.200]  唉
[00:06:03.200 --> 00:06:04.080]  我跟上帝說
[00:06:04.080 --> 00:06:06.720]  上帝不如給我一天
[00:06:06.720 --> 00:06:08.280]  一天go wild
[00:06:08.280 --> 00:06:09.680]  一天給我要做一個
[00:06:09.680 --> 00:06:11.080]  一個一個可以
[00:06:11.080 --> 00:06:12.760]  喜歡做什麼就做什麼的
[00:06:12.760 --> 00:06:14.200]  但上帝沒有讓我這樣做
[00:06:14.200 --> 00:06:15.400]  上帝讓我說
[00:06:15.400 --> 00:06:18.720]  為什麼你不可以在現在的光景去享受呢
[00:06:18.720 --> 00:06:21.600]  為什麼一定要去做一些狂野的行動
[00:06:21.600 --> 00:06:22.680]  才叫做享受呢
[00:06:22.680 --> 00:06:25.280]  為什麼我不可以求主讓我滿足
[00:06:25.280 --> 00:06:27.200]  我現在的生活方式呢
[00:06:27.200 --> 00:06:28.160]  弟兄姊妹
[00:06:28.160 --> 00:06:28.600]  真是的
[00:06:28.600 --> 00:06:29.800]  作為領袖
[00:06:29.800 --> 00:06:30.600]  旁人會看
[00:06:30.600 --> 00:06:32.040]  你是不是沒有了自由呢
[00:06:32.040 --> 00:06:33.320]  我覺得不是
[00:06:33.320 --> 00:06:35.240]  我深信聖經那邊說得很清楚
[00:06:35.240 --> 00:06:36.960]  我們在耶穌基督那邊
[00:06:36.960 --> 00:06:37.800]  是有自由的
[00:06:37.800 --> 00:06:38.680]  你明白嗎
[00:06:38.680 --> 00:06:40.720]  我們在耶穌基督那邊是有自由的
[00:06:40.720 --> 00:06:42.080]  所以我覺得我有自由
[00:06:42.080 --> 00:06:45.000]  不過我不會按著你們
[00:06:45.000 --> 00:06:46.520]  或者外面的世界
[00:06:46.520 --> 00:06:48.160]  覺得我的自由的方式
[00:06:48.160 --> 00:06:49.640]  去過我的生活
[00:06:49.640 --> 00:06:50.880]  而是我看回
[00:06:50.880 --> 00:06:52.520]  耶穌基督的自由那邊
[00:06:52.520 --> 00:06:54.840]  我能夠過得很開心
[00:06:54.840 --> 00:06:57.160]  所以領袖要時刻去反省
[00:06:57.160 --> 00:06:59.520]  但終於去到回眾
[00:06:59.520 --> 00:07:02.040]  今天上帝對回眾有什麼要求
[00:07:02.040 --> 00:07:04.080]  我覺得是有關係的
[00:07:04.080 --> 00:07:05.760]  是雙方都有關係的
[00:07:05.760 --> 00:07:07.080]  所以領袖這三點
[00:07:07.080 --> 00:07:08.320]  我們不可以忘記的
[00:07:08.320 --> 00:07:09.320]  就是今天我們這三點
[00:07:09.320 --> 00:07:10.760]  我自己不可以忘記
[00:07:10.760 --> 00:07:12.440]  回眾也不可以忘記這三點
[00:07:12.440 --> 00:07:14.200]  眾議院說我都不是教會的領袖
[00:07:14.200 --> 00:07:14.760]  不關我的事
[00:07:14.760 --> 00:07:15.440]  我又不是掌執
[00:07:15.440 --> 00:07:16.080]  我又不是拘謀
[00:07:16.080 --> 00:07:16.560]  又不是組長
[00:07:16.560 --> 00:07:17.360]  什麼都不是
[00:07:17.360 --> 00:07:19.160]  但你都要記得這三點
[00:07:19.160 --> 00:07:20.960]  因為下面那四點
[00:07:20.960 --> 00:07:22.400]  和上面那三點
[00:07:22.400 --> 00:07:23.720]  是有關係
[00:07:23.720 --> 00:07:24.880]  是有互動的
[00:07:24.880 --> 00:07:25.760]  所以第一
[00:07:25.760 --> 00:07:27.200]  對回眾的要求
[00:07:27.200 --> 00:07:28.000]  對會友的要求
[00:07:28.000 --> 00:07:28.600]  第一
[00:07:28.600 --> 00:07:30.160]  我用四個「要」字
[00:07:30.160 --> 00:07:32.640]  第一是要觀察
[00:07:32.640 --> 00:07:33.880]  我們作為會友
[00:07:33.880 --> 00:07:35.320]  我們要觀察
[00:07:35.320 --> 00:07:36.440]  不是我說的
[00:07:36.440 --> 00:07:37.240]  這個聖經那邊
[00:07:37.240 --> 00:07:38.720]  十三章第七節那裡說的
[00:07:38.720 --> 00:07:39.800]  我們一起多讀
[00:07:39.800 --> 00:07:40.880]  第十三章第七節
[00:07:40.880 --> 00:07:42.280]  準備一二三
[00:07:42.280 --> 00:07:44.000]  從前引導你們
[00:07:44.000 --> 00:07:46.800]  全神之道給你們的人
[00:07:46.800 --> 00:07:48.800]  你們要賞念他們
[00:07:48.800 --> 00:07:50.920]  效法他們的信心
[00:07:50.920 --> 00:07:53.880]  留心看他們為人的結局
[00:07:53.880 --> 00:07:55.040]  這裡很清楚的
[00:07:55.040 --> 00:07:56.240]  他說我們作為會眾
[00:07:56.240 --> 00:07:57.240]  作為會友
[00:07:57.240 --> 00:08:01.360]  我們要效法前輩的信心
[00:08:01.360 --> 00:08:05.880]  同樣要留心看他們為人的結局
[00:08:05.880 --> 00:08:06.760]  意思是
[00:08:06.760 --> 00:08:08.600]  這個留心
[00:08:08.600 --> 00:08:09.720]  我上次在這裡說過
[00:08:09.720 --> 00:08:12.240]  我們要細心地觀察
[00:08:12.240 --> 00:08:15.000]  我們領袖的行事為人
[00:08:15.000 --> 00:08:16.120]  我們的一生
[00:08:16.120 --> 00:08:17.720]  你們要觀察
[00:08:17.720 --> 00:08:19.120]  觀察就是兩方面
[00:08:19.120 --> 00:08:19.880]  第一
[00:08:19.880 --> 00:08:21.520]  你看到我們有些榜樣
[00:08:21.520 --> 00:08:22.520]  好像前面所說
[00:08:22.520 --> 00:08:24.040]  你看到我們有信心
[00:08:24.040 --> 00:08:26.920]  你就去效法我們的信心
[00:08:26.920 --> 00:08:28.880]  但是如果你看到你們的目者
[00:08:28.880 --> 00:08:30.400]  你們的教導
[00:08:30.400 --> 00:08:31.520]  你們聖經的人
[00:08:31.520 --> 00:08:34.000]  他們的生命一般般
[00:08:34.000 --> 00:08:35.480]  不太好
[00:08:35.480 --> 00:08:39.400]  我希望大家為我們去祈禱
[00:08:39.400 --> 00:08:41.880]  亞伯拉罕並不是一個完美的人
[00:08:41.880 --> 00:08:44.400]  摩西並不是一個完美的人
[00:08:44.400 --> 00:08:47.760]  甚至保羅也不是一個完美的人
[00:08:47.760 --> 00:08:49.040]  保羅曾經自己說過
[00:08:49.040 --> 00:08:51.400]  他說我的心真的很苦
[00:08:51.400 --> 00:08:51.960]  苦什麼呢
[00:08:51.960 --> 00:08:53.600]  他說我心裡面有兩個栗
[00:08:53.600 --> 00:08:56.200]  兩個栗就是彼此在鬥爭
[00:08:56.200 --> 00:08:58.120]  我想做的反而不去做
[00:08:58.120 --> 00:08:59.840]  我不想做的反而去做
[00:08:59.840 --> 00:09:01.520]  以致到他說我真的苦
[00:09:01.520 --> 00:09:03.720]  以致出自保羅的口中
[00:09:03.720 --> 00:09:05.120]  他說我真的苦
[00:09:05.120 --> 00:09:08.680]  誰可以救我脫離這個取死的身體
[00:09:08.680 --> 00:09:10.480]  換言之很多學者都說
[00:09:10.480 --> 00:09:12.160]  那段聖經《羅馬書》第七章
[00:09:12.160 --> 00:09:15.360]  正是保羅信了耶穌之後的光景
[00:09:15.360 --> 00:09:16.320]  不是他未信耶穌
[00:09:16.320 --> 00:09:17.440]  他信了耶穌
[00:09:17.440 --> 00:09:19.520]  如果有一天我們看到保羅
[00:09:19.520 --> 00:09:20.360]  在我們生命當中
[00:09:20.360 --> 00:09:22.240]  我們覺得保羅很厲害
[00:09:22.240 --> 00:09:24.240]  今天保羅很厲害
[00:09:24.240 --> 00:09:26.960]  但是保羅都自己描述他自己的生命的時候
[00:09:26.960 --> 00:09:29.960]  他仍然都有他自己的困難當中
[00:09:29.960 --> 00:09:31.280]  但是保羅夠膽說
[00:09:31.280 --> 00:09:32.880]  他說你們要效法我
[00:09:32.880 --> 00:09:33.880]  你們要效法我
[00:09:33.880 --> 00:09:35.160]  因為他自己有信心
[00:09:35.160 --> 00:09:38.640]  他不斷地在學習效法耶穌
[00:09:38.640 --> 00:09:42.520]  所以今天我們不是說我們的榜樣
[00:09:42.520 --> 00:09:44.760]  我們的榜樣是沒有好的榜樣
[00:09:44.760 --> 00:09:46.320]  我相信我們今天每個區域
[00:09:46.320 --> 00:09:48.840]  我們每個童宮一定有好的榜樣
[00:09:48.840 --> 00:09:50.600]  但是很多時候我們人
[00:09:50.600 --> 00:09:53.440]  是永遠看到別人眼中的刺
[00:09:53.440 --> 00:09:55.160]  看到很多不好的東西
[00:09:55.160 --> 00:09:56.800]  人看不好的東西很快的
[00:09:56.800 --> 00:09:59.160]  看好的東西是很慢的
[00:09:59.160 --> 00:10:01.760]  所以這個作者已經很醒目的
[00:10:01.760 --> 00:10:03.560]  他說要留心看
[00:10:03.560 --> 00:10:04.800]  要細心觀察
[00:10:04.800 --> 00:10:05.680]  所以弟兄姊妹
[00:10:05.680 --> 00:10:08.040]  如果剛好你的組長坐在你旁邊
[00:10:08.040 --> 00:10:09.560]  或者你的區務坐在你旁邊
[00:10:09.560 --> 00:10:11.480]  或者你的副區務坐在你旁邊
[00:10:11.480 --> 00:10:13.120]  你看看他
[00:10:13.120 --> 00:10:14.800]  你跟他笑一笑
[00:10:14.800 --> 00:10:16.200]  先笑一笑
[00:10:16.200 --> 00:10:17.680]  因為你知道他存在
[00:10:17.680 --> 00:10:19.960]  這個很重要
[00:10:19.960 --> 00:10:21.280]  真的
[00:10:21.280 --> 00:10:22.920]  觀察
[00:10:22.920 --> 00:10:27.080]  看看我們有什麼地方值得其他人去效法
[00:10:27.080 --> 00:10:29.320]  但是如果真的沒有的時候
[00:10:29.320 --> 00:10:33.640]  我希望大家不要在祈禱那邊
[00:10:33.640 --> 00:10:36.960]  一直咒助他們的區務
[00:10:36.960 --> 00:10:38.400]  應該在祈禱那邊
[00:10:38.400 --> 00:10:41.800]  去為你們區務的弱點去祈禱
[00:10:41.800 --> 00:10:43.320]  第一 觀察
[00:10:43.320 --> 00:10:44.960]  我們作為會友要觀察
[00:10:44.960 --> 00:10:47.480]  對我來說我仍然要觀察我的前輩
[00:10:47.480 --> 00:10:48.280]  我的前輩
[00:10:48.280 --> 00:10:48.960]  我有很多前輩
[00:10:48.960 --> 00:10:50.760]  大家不要以為我今天去做主任牧師
[00:10:50.760 --> 00:10:52.360]  已經幾十歲人沒有前輩
[00:10:52.360 --> 00:10:53.840]  到今天我仍然有很多前輩
[00:10:53.840 --> 00:10:55.960]  我仍然可以在我的前輩上面
[00:10:55.960 --> 00:10:58.760]  效法他們的行事為人
[00:10:58.760 --> 00:10:59.680]  第二
[00:10:59.680 --> 00:11:03.360]  作為會友一定要受教
[00:11:03.360 --> 00:11:06.760]  我們讀一讀十三章第九節的第一句
[00:11:06.760 --> 00:11:07.760]  和第二句
[00:11:07.760 --> 00:11:08.760]  我們準備
[00:11:08.760 --> 00:11:13.600]  你們不要被那諸般怪異的教訓勾引了去
[00:11:13.600 --> 00:11:17.840]  因為人心靠因得堅固才是好的
[00:11:17.840 --> 00:11:19.040]  很重要
[00:11:19.040 --> 00:11:20.240]  我們停在這裡
[00:11:20.240 --> 00:11:21.960]  這個作者就說我們要小心
[00:11:21.960 --> 00:11:28.640]  不要被那些諸般怪異的道理和教訓勾引了去
[00:11:28.640 --> 00:11:31.520]  因為其實我們中文有句說話
[00:11:31.520 --> 00:11:33.760]  牛不喝水
[00:11:33.760 --> 00:11:34.960]  怎麼行
[00:11:34.960 --> 00:11:36.360]  牛頭低
[00:11:36.360 --> 00:11:40.440]  如果真的要按都要他自己自願
[00:11:40.440 --> 00:11:42.440]  你的信仰
[00:11:42.440 --> 00:11:45.440]  為什麼被人勾引了過去
[00:11:45.440 --> 00:11:50.040]  就是因為自己對信仰沒有那麼抓緊
[00:11:50.040 --> 00:11:53.040]  如果我們對信仰不紮根
[00:11:53.040 --> 00:11:54.840]  我們對信仰不紮實
[00:11:54.840 --> 00:12:01.040]  我們很容易被一些諸般怪異的教訓勾引了去
[00:12:01.040 --> 00:12:04.840]  這個和寶哥曾經在《異佛所書》說過的話是類近的
[00:12:04.840 --> 00:12:06.440]  他曾經說過
[00:12:06.440 --> 00:12:08.840]  使我們不再作小孩子
[00:12:08.840 --> 00:12:11.440]  重要人的詭計和欺騙的法術
[00:12:11.440 --> 00:12:13.840]  被一切異教之風搖動
[00:12:13.840 --> 00:12:15.240]  飄來飄去
[00:12:15.240 --> 00:12:17.840]  就隨從各人的疑端
[00:12:17.840 --> 00:12:22.840]  即是說今天如果我們自己在信仰上不紮根
[00:12:22.840 --> 00:12:23.840]  不紮實
[00:12:23.840 --> 00:12:26.040]  今天我們不知道什麼叫做真理的時候
[00:12:26.040 --> 00:12:29.640]  我們很容易就被外面不同的人說的話
[00:12:29.640 --> 00:12:34.640]  影響了、偏向了其他人的疑端
[00:12:34.640 --> 00:12:35.640]  也不奇怪
[00:12:35.640 --> 00:12:39.040]  所以這兩句聖經正正提醒我們
[00:12:39.040 --> 00:12:43.040]  今天我們自己要好好地去讀聖經
[00:12:43.040 --> 00:12:47.240]  不只是單單星期天回來教會聽一篇道
[00:12:47.240 --> 00:12:52.240]  不只是單單聽十篇培訓會
[00:12:52.240 --> 00:12:54.040]  我們的信仰就可以紮根
[00:12:54.040 --> 00:12:55.440]  我覺得不是這樣
[00:12:55.440 --> 00:12:57.240]  今天我們自己要好好地
[00:12:57.240 --> 00:12:59.840]  牧師我剛剛才信耶穌,怎麼辦?
[00:12:59.840 --> 00:13:01.240]  我不是跟大家說過
[00:13:01.240 --> 00:13:02.440]  有心不怕遲
[00:13:02.440 --> 00:13:06.240]  如果大家能夠買一本有一些注釋的聖經
[00:13:06.240 --> 00:13:09.440]  不要單單買一本最普通的一本聖經
[00:13:09.440 --> 00:13:10.840]  買一本有一些注釋的聖經
[00:13:10.840 --> 00:13:12.840]  來幫我們讀聖經的時候
[00:13:12.840 --> 00:13:17.240]  最低限度我們自己有機會去看不同的人
[00:13:17.240 --> 00:13:19.640]  對聖經的某些詮釋
[00:13:19.640 --> 00:13:21.840]  如果我們能夠有一些這樣的聖經
[00:13:21.840 --> 00:13:23.040]  所謂Study Bible
[00:13:23.040 --> 00:13:26.040]  幫自己對信仰一個起步的時候
[00:13:26.040 --> 00:13:28.040]  我們慢慢慢慢越有味道
[00:13:28.040 --> 00:13:30.840]  越看一些其他人的聖經書
[00:13:30.840 --> 00:13:32.440]  越去上多些課的時候
[00:13:32.440 --> 00:13:33.640]  我們都能夠慢慢慢慢
[00:13:33.640 --> 00:13:37.240]  在我們自己的真理上面要紮根
[00:13:37.240 --> 00:13:42.440]  教會我們不想永遠餵大家吃東西
[00:13:42.440 --> 00:13:45.840]  教會是希望能夠教大家去釣魚
[00:13:45.840 --> 00:13:48.240]  以後自己去釣魚去謀生
[00:13:48.240 --> 00:13:49.440]  大家明白我的意思嗎?
[00:13:49.440 --> 00:13:52.040]  不是我要弄些魚給大家吃
[00:13:52.040 --> 00:13:53.040]  給些魚給大家吃
[00:13:53.040 --> 00:13:57.440]  今天吃石斑明天吃烏頭魚
[00:13:57.440 --> 00:13:59.240]  一天我給你吃什麼你吃什麼
[00:13:59.240 --> 00:14:02.840]  但我希望能夠教到大家去自己釣魚
[00:14:02.840 --> 00:14:04.840]  所以我經常都和我自己
[00:14:04.840 --> 00:14:06.440]  有時候都會說一下不是經常說
[00:14:06.440 --> 00:14:07.240]  有時候我會說一下
[00:14:07.240 --> 00:14:09.040]  其實我們小組查經
[00:14:09.040 --> 00:14:13.040]  我希望我們弟兄姊妹可以自己去找些資料
[00:14:13.040 --> 00:14:15.640]  不要只是單單區域給你什麼
[00:14:15.640 --> 00:14:17.840]  選區域給你什麼就查這麼多
[00:14:17.840 --> 00:14:20.040]  如果有一天能夠我們自己
[00:14:20.040 --> 00:14:21.840]  除了區域一些資料之外
[00:14:21.840 --> 00:14:23.840]  自己再去找一些資料
[00:14:23.840 --> 00:14:28.240]  這個才是我們信徒成長的要訣之一
[00:14:28.240 --> 00:14:30.040]  我不是說自己很厲害
[00:14:30.040 --> 00:14:33.640]  我信主第一年我已經講道
[00:14:33.640 --> 00:14:34.840]  我第一年已經講道
[00:14:34.840 --> 00:14:36.240]  我還記得講了一篇什麼道
[00:14:36.240 --> 00:14:37.040]  到現在還記得
[00:14:37.040 --> 00:14:38.040]  三十多年前
[00:14:38.040 --> 00:14:40.040]  我還記得是講馬太方第五章
[00:14:40.040 --> 00:14:43.440]  說耶穌說如果人叫他行一里路
[00:14:43.440 --> 00:14:44.440]  你就行多一里
[00:14:44.440 --> 00:14:46.240]  我還記得講這篇道
[00:14:46.240 --> 00:14:48.440]  弟兄姊妹我不是很厲害
