
[00:00:00.000 --> 00:00:05.000]  西法亞書是十二仙之書的第九卷
[00:04:11.000 --> 00:04:14.000]  最後他被毀滅
[00:04:14.000 --> 00:04:17.000]  他的餘黨退守到哈蘭
[00:04:17.000 --> 00:04:20.000]  希望和埃及聯手
[00:04:20.000 --> 00:04:23.000]  能夠捲土重來
[00:04:23.000 --> 00:04:27.000]  來打敗這些聯軍
[00:04:27.000 --> 00:04:31.000]  可惜我們今天所說的這位賢君
[00:04:31.000 --> 00:04:34.000]  約西亞他就作錯了一個決定
[00:04:34.000 --> 00:04:37.000]  他的決定就是要來敵對埃及
[00:04:37.000 --> 00:04:43.000]  結果就在米吉多平原被遭到殺害
[00:04:43.000 --> 00:04:47.000]  這件事發生在公元前的609年
[00:04:47.000 --> 00:04:49.000]  而在三年後
[00:04:49.000 --> 00:04:53.000]  606年也在另外一場戰爭
[00:04:53.000 --> 00:04:56.000]  就是加基米斯這場戰爭
[00:04:56.000 --> 00:05:00.000]  尼泊爾格尼沙統領他的巴比倫軍隊
[00:05:00.000 --> 00:05:05.000]  徹底地打敗了亞述和埃及
[00:05:05.000 --> 00:05:10.000]  西班牙書成書的日期
[00:05:10.000 --> 00:05:13.000]  我們先看看約西亞當政的時候
[00:05:13.000 --> 00:05:18.000]  是在公元前的640年至609年
[00:05:18.000 --> 00:05:21.000]  在西班牙書的二章十三節
[00:05:21.000 --> 00:05:24.000]  是說到亞述國
[00:05:24.000 --> 00:05:26.000]  所以我們知道亞述國還沒有滅亡
[00:05:26.000 --> 00:05:30.000]  而當時巴比倫已經崛起了
[00:05:30.000 --> 00:05:33.000]  而在西班牙書裡面
[00:05:33.000 --> 00:05:39.000]  所說的猶太國的敵人就是巴比倫
[00:05:39.000 --> 00:05:41.000]  約西亞我們剛才說
[00:05:41.000 --> 00:05:42.000]  他是廢去丘壇
[00:05:42.000 --> 00:05:44.000]  他是打碎牛杖
[00:05:44.000 --> 00:05:49.000]  這個我們相信是在公元前621年開始
[00:05:49.000 --> 00:05:53.000]  但是在西班牙書的一章三到六節
[00:05:53.000 --> 00:05:57.000]  仍然說到猶大人是拜牛杖
[00:05:57.000 --> 00:06:01.000]  所以我們看到西班牙書成書的日期
[00:06:01.000 --> 00:06:04.000]  應該是在公元前621年之前
[00:06:04.000 --> 00:06:07.000]  所以一般的神學家
[00:06:07.000 --> 00:06:09.000]  一般的聖經學者
[00:06:09.000 --> 00:06:13.000]  都認為西班牙書真正成書的日期
[00:06:13.000 --> 00:06:19.000]  應該是在635至625年公元前
[00:06:19.000 --> 00:06:23.000]  西班牙書我們剛才說
[00:06:23.000 --> 00:06:26.000]  究竟西班牙書的主題是什麼
[00:06:26.000 --> 00:06:28.000]  在西班牙書裡面
[00:06:28.000 --> 00:06:32.000]  頻頻提到耶和華的日子
[00:06:32.000 --> 00:06:36.000]  我們知道耶和華的日子是約爾書的主題
[00:06:36.000 --> 00:06:42.000]  在西班牙書裡面提過很多的耶和華的日子
[00:06:42.000 --> 00:06:44.000]  一共有七次這麼多
[00:06:44.000 --> 00:06:48.000]  而且給我們有一個很清晰很清楚的教導
[00:06:48.000 --> 00:06:53.000]  就是由不同的眼光來看耶和華的日子
[00:06:53.000 --> 00:06:55.000]  例如在西班牙書裡面說
[00:06:55.000 --> 00:06:59.000]  耶和華的日子是迫切臨近的日子
[00:06:59.000 --> 00:07:01.000]  是可怕的日子
[00:07:01.000 --> 00:07:04.000]  是審判人罪的日子
[00:07:04.000 --> 00:07:07.000]  是對全地審判的日子
[00:07:07.000 --> 00:07:10.000]  或者說是大自然變色的日子
[00:07:10.000 --> 00:07:14.000]  也都說是愚民避屬的日子
[00:07:14.000 --> 00:07:17.000]  所以我們看到在西班牙書裡面給我們看到
[00:07:17.000 --> 00:07:19.000]  這個耶和華的日子
[00:07:19.000 --> 00:07:21.000]  不是只是一天的時間
[00:07:21.000 --> 00:07:23.000]  而是一段的日子
[00:07:23.000 --> 00:07:29.000]  而這段的日子是包括了天地間有很多很多的異象
[00:07:29.000 --> 00:07:31.000]  大自然都會變色
[00:07:31.000 --> 00:07:36.000]  也都說到這段時間是一段審判的日子
[00:07:36.000 --> 00:07:41.000]  也都是神救贖以色列人的日子
[00:07:41.000 --> 00:07:46.000]  西班牙書可以說是很容易解釋
[00:07:46.000 --> 00:07:50.000]  因為傳書是很直接
[00:07:50.000 --> 00:07:53.000]  有四個部份是很簡單
[00:07:53.000 --> 00:07:57.000]  但是也都可以說是不容易解釋
[00:07:57.000 --> 00:08:01.000]  因為書裡面是提到有近和遠的寓言
[00:08:01.000 --> 00:08:06.000]  這個也是在舊約的先知當中常常面臨的問題
[00:08:06.000 --> 00:08:08.000]  我以前都講過
[00:08:08.000 --> 00:08:12.000]  很多舊約的先知都能夠見到有近和遠的寓言
[00:08:12.000 --> 00:08:15.000]  近的寓言就好像前面的一座山
[00:08:15.000 --> 00:08:18.000]  遠的寓言就好像後面的一座山
[00:08:18.000 --> 00:08:22.000]  他們看起來就好像覺得兩座山是疊在一起
[00:08:22.000 --> 00:08:24.000]  好像是同一件事
[00:08:24.000 --> 00:08:26.000]  但他們不知道原來兩座山當中
[00:08:26.000 --> 00:08:28.000]  是有一個山谷
[00:08:28.000 --> 00:08:30.000]  是有一個很長的日子
[00:08:30.000 --> 00:08:33.000]  我記得我講《但以理書》的時候
[00:08:33.000 --> 00:08:35.000]  曾經講過一篇道
[00:08:35.000 --> 00:08:38.000]  叫做「寓言而重奏」
[00:08:38.000 --> 00:08:40.000]  在這篇道裡面我講得很清楚
[00:08:40.000 --> 00:08:43.000]  這些近和遠的寓象
[00:08:43.000 --> 00:08:47.000]  這些面臨舊約先知的難題
[00:08:47.000 --> 00:08:49.000]  在這篇道裡講得很清楚
[00:08:49.000 --> 00:08:53.000]  西班牙書也是面對近和遠的寓言
[00:08:53.000 --> 00:08:56.000]  近的寓言就是神將會審判猶大國
[00:08:56.000 --> 00:09:00.000]  他將會是差派巴比倫來攻打他們
[00:09:00.000 --> 00:09:06.000]  這個就是記載在西班牙書的一章一節和二章二節
[00:09:06.000 --> 00:09:10.000]  當神審判完他自己的管教員
[00:09:10.000 --> 00:09:11.000]  他自己的子民
[00:09:11.000 --> 00:09:13.000]  他就會去審判列國
[00:09:13.000 --> 00:09:20.000]  這個也是記載在西班牙書二章四節和二章十五節
[00:09:20.000 --> 00:09:23.000]  但是也有一個遠的寓言
[00:09:23.000 --> 00:09:28.000]  就是在末世神將會聚集列國來攻打以色列
[00:09:28.000 --> 00:09:33.000]  當時會是一個非常恐怖的時間
[00:09:33.000 --> 00:09:35.000]  天地都有異象
[00:09:35.000 --> 00:09:38.000]  有白天變黑
[00:09:38.000 --> 00:09:41.000]  有血腥
[00:09:41.000 --> 00:09:44.000]  也有地震和火災
[00:09:44.000 --> 00:09:49.000]  到時候神就會救贖以色列
[00:09:49.000 --> 00:09:52.000]  就會打敗列國來懲罰列國
[00:09:52.000 --> 00:09:55.000]  這個所謂耶和華的日子
[00:09:55.000 --> 00:09:57.000]  我們說不是一天的日子
[00:09:57.000 --> 00:09:58.000]  而是一段的日子
[00:09:58.000 --> 00:10:02.000]  這段的日子是由神審判列國
[00:10:02.000 --> 00:10:04.000]  也是啟示錄裡面告訴我們
[00:10:04.000 --> 00:10:07.000]  七年的災難作為一個開始
[00:10:07.000 --> 00:10:11.000]  一直直到千禧年的國度
[00:10:11.000 --> 00:10:13.000]  其實在聖經裡面
[00:10:13.000 --> 00:10:16.000]  有時時提到這個審判
[00:10:16.000 --> 00:10:17.000]  在這裡申約
[00:10:17.000 --> 00:10:19.000]  叫他做審判的日子
[00:10:19.000 --> 00:10:22.000]  在彼得後書二章
[00:10:22.000 --> 00:10:24.000]  在這裡啟示錄六章
[00:10:24.000 --> 00:10:26.000]  叫他做憤怒的日子
[00:10:26.000 --> 00:10:28.000]  接著我們看到
[00:10:28.000 --> 00:10:30.000]  在西班牙書裡面告訴我們
[00:10:30.000 --> 00:10:34.000]  尼泰亞就會帶領以色列人得勝
[00:10:34.000 --> 00:10:38.000]  然後在地上建立他的國度
[00:10:38.000 --> 00:10:43.000]  在這裡舊約有超過一千八百節的經文
[00:10:43.000 --> 00:10:46.000]  是講到耶穌基督將會建立他的國度
[00:10:46.000 --> 00:10:49.000]  然後在地上統治列國
[00:10:49.000 --> 00:10:52.000]  在這裡舊約三十九章的經文
[00:10:52.000 --> 00:10:56.000]  有三十九部的舊約書
[00:10:56.000 --> 00:11:00.000]  有十七部是講到耶穌基督的統治
[00:11:00.000 --> 00:11:05.000]  而在這裡新約有二百十六章的經文
[00:11:05.000 --> 00:11:07.000]  裡面有三百一十八處
[00:11:07.000 --> 00:11:10.000]  是講到耶穌基督的第二次來臨
[00:11:10.000 --> 00:11:13.000]  在這裡新約的二十七部書裡面
[00:11:13.000 --> 00:11:17.000]  是有二十三部是講到耶穌基督第二次的降臨
[00:11:17.000 --> 00:11:20.000]  只有四部是沒有講到
[00:11:20.000 --> 00:11:21.000]  就是加拉太書
[00:11:21.000 --> 00:11:25.000]  和三部只有一章經文的新約書
[00:11:25.000 --> 00:11:27.000]  在這裡聖經裡面
[00:11:27.000 --> 00:11:29.000]  每一次提到耶穌基督的第一次來臨
[00:11:29.000 --> 00:11:33.000]  就有八次提到他第二次的來臨
[00:11:33.000 --> 00:11:37.000]  這個是很重要的聖經裡面的一個信息
[00:11:37.000 --> 00:11:40.000]  很可惜有很多的神學家
[00:11:40.000 --> 00:11:42.000]  有很多的聖經學者、牧師
[00:11:42.000 --> 00:11:47.000]  都不願意講這些的寓言
[00:11:47.000 --> 00:11:50.000]  西班牙書的大綱其實是很簡單
[00:11:50.000 --> 00:11:52.000]  只有四個部份
[00:11:52.000 --> 00:11:56.000]  一開始是講神對他子民的管教
[00:11:56.000 --> 00:11:59.000]  一章一節至到二章二節
[00:11:59.000 --> 00:12:03.000]  為什麼神要管教審判他自己的子民?
[00:12:03.000 --> 00:12:05.000]  在彼得前書新約也有講
[00:12:05.000 --> 00:12:07.000]  四章十七節
[00:12:07.000 --> 00:12:10.000]  神的審判是從他的家開始
[00:12:10.000 --> 00:12:15.000]  所以神是對他的子民有管教
[00:12:15.000 --> 00:12:17.000]  這個是近的寓言
[00:12:17.000 --> 00:12:19.000]  但也有遠的寓言
[00:12:19.000 --> 00:12:21.000]  如果我們留意的話
[00:12:21.000 --> 00:12:25.000]  其實西班牙書和啟示錄的經文結構
[00:12:25.000 --> 00:12:27.000]  是非常非常相似
[00:12:27.000 --> 00:12:31.000]  我們知道啟示錄一章至到三章
[00:12:31.000 --> 00:12:36.000]  也是講耶穌基督對教會的教訓
[00:12:36.000 --> 00:12:41.000]  耶穌基督寫了七封信給七個教會
[00:12:41.000 --> 00:12:44.000]  啟示錄二章至到三章
[00:12:44.000 --> 00:12:48.000]  是教他們、警告他們應該要怎麼做
[00:12:48.000 --> 00:12:53.000]  神的管教是由他的子民、他的兒女開始
[00:12:53.000 --> 00:12:56.000]  接著管教完是怎樣?
[00:12:56.000 --> 00:13:00.000]  神就是向列國來審判
[00:13:00.000 --> 00:13:07.000]  這個也是記載在西班牙書的二章四節至到十五節
[00:13:07.000 --> 00:13:12.000]  對列國、對猶大國四周圍的國家的審判
[00:13:12.000 --> 00:13:14.000]  東南西北的國家
[00:13:14.000 --> 00:13:16.000]  這個是近的寓言
[00:13:16.000 --> 00:13:18.000]  是當時的寓言
[00:13:18.000 --> 00:13:20.000]  但是神也有一個比較遠的寓言
[00:13:20.000 --> 00:13:24.000]  就是在末世他將會對列國有審判
[00:13:24.000 --> 00:13:26.000]  對全世界有審判
[00:13:26.000 --> 00:13:31.000]  這個是記載在啟示錄的四章至到十八章
[00:13:31.000 --> 00:13:34.000]  所謂的七年的災難
[00:13:34.000 --> 00:13:42.000]  第三個部分就是神會差派尼塞亞來幫助以色列人得勝
[00:13:42.000 --> 00:13:47.000]  是記載在西班牙書的三章一節至到三章八節
[00:13:47.000 --> 00:13:52.000]  在啟示錄的十九章也是講到同樣的經文
[00:13:52.000 --> 00:13:56.000]  耶穌基督會回來帶領以色列人得勝
[00:13:56.000 --> 00:14:00.000]  最後第四個部分就是千禧年的國度
[00:14:00.000 --> 00:14:06.000]  神會建立他的國在地上有一個實實在在的國度
[00:14:06.000 --> 00:14:10.000]  當時列國都會來投靠耶和華的名
[00:14:10.000 --> 00:14:15.000]  在西班牙書三章九節至到二十節講得很清楚
[00:14:15.000 --> 00:14:21.000]  而在啟示錄的二十章也是記載同樣千禧年國度的情景
[00:14:21.000 --> 00:14:26.000]  西班牙書和啟示錄唯一不同的地方經文的結構
[00:14:26.000 --> 00:14:33.000]  就是啟示錄有講到新天新地和進入永恆
[00:14:33.000 --> 00:14:35.000]  而西班牙書就沒有講到
[00:14:35.000 --> 00:14:40.000]  在啟示錄的二十一章二十二章都講得很清楚
[00:14:40.000 --> 00:14:47.000]  我們不妨來看看神怎樣對他的子民來管教
[00:14:47.000 --> 00:14:52.000]  我們講過在彼得前書的四章十七節
[00:14:52.000 --> 00:14:55.000]  這個審判是從神的家開始
[00:14:55.000 --> 00:14:58.000]  在舊約也有一節很相同的經文
[00:14:58.000 --> 00:15:01.000]  就是在我們西班牙書一章四節
[00:15:01.000 --> 00:15:06.000]  神說我必伸手攻擊猶大和耶路撒冷一切的居民
[00:15:06.000 --> 00:15:10.000]  神說管教是從我的子民開始
[00:15:10.000 --> 00:15:12.000]  我一定要管教他們
[00:15:12.000 --> 00:15:15.000]  首先是數算以色列人的罪
[00:15:15.000 --> 00:15:16.000]  拜偶像的罪
[00:15:16.000 --> 00:15:18.000]  他們是拜巴力
[00:15:18.000 --> 00:15:20.000]  我們知道巴力是迦南人的神
[00:15:20.000 --> 00:15:22.000]  是封城的神
[00:15:22.000 --> 00:15:25.000]  他們也都拜阿門人的神
[00:15:25.000 --> 00:15:27.000]  就是馬勒堪
[00:15:27.000 --> 00:15:30.000]  馬勒堪這個神就是阿門人的神
[00:15:30.000 --> 00:15:36.000]  阿門人是將兒女經火將兒女獻給神
[00:15:36.000 --> 00:15:37.000]  這位神就是馬勒堪
[00:15:37.000 --> 00:15:40.000]  而以色列人也都有當中
[00:15:40.000 --> 00:15:44.000]  神說他們是叫做基瑪林的祭司
[00:15:44.000 --> 00:15:49.000]  基瑪林的祭司就是那些拜偶像假的祭司
[00:15:49.000 --> 00:15:52.000]  在西班牙書一章六節
[00:15:52.000 --> 00:15:56.000]  神繼續來教訓他的子民
[00:15:56.000 --> 00:16:00.000]  當中有很多轉去不跟從耶和華
[00:16:00.000 --> 00:16:02.000]  什麼叫做轉去不跟從耶和華
[00:16:02.000 --> 00:16:05.000]  就是知道真理以前是跟從過
[00:16:05.000 --> 00:16:07.000]  後來就沒有跟從
[00:16:07.000 --> 00:16:11.000]  這個我講哈巴曲書的時候也都講過
[00:16:11.000 --> 00:16:16.000]  「而人因信得新」的信字是一個繼續的信心
[00:16:16.000 --> 00:16:20.000]  是一個繼續向前不退後的信心
[00:16:20.000 --> 00:16:22.000]  神說你退後我就不喜悅
[00:16:22.000 --> 00:16:24.000]  這裡所講的是一樣
[00:16:24.000 --> 00:16:26.000]  有很多人所謂是信徒
[00:16:26.000 --> 00:16:27.000]  他們說信
[00:16:27.000 --> 00:16:31.000]  但是到了一半就變得漠不關心
[00:16:31.000 --> 00:16:33.000]  無伶兩可
[00:16:33.000 --> 00:16:35.000]  經文一章六節也都講到
[00:16:35.000 --> 00:16:37.000]  罵那些不尋求耶和華
[00:16:37.000 --> 00:16:39.000]  不訪問他的人
[00:16:39.000 --> 00:16:40.000]  在這裡經文說
[00:16:40.000 --> 00:16:42.000]  這幫人是跟拜偶像一樣
[00:16:42.000 --> 00:16:46.000]  是沒有分別的
[00:16:46.000 --> 00:16:48.000]  接著在這裡一章九節
[00:16:48.000 --> 00:16:50.000]  神說到那一天
[00:16:50.000 --> 00:16:53.000]  我必懲罰一切跳過門欄的人
[00:16:53.000 --> 00:16:55.000]  什麼叫做跳過門欄
[00:16:55.000 --> 00:16:58.000]  原來猶太人很迷信
[00:16:58.000 --> 00:17:03.000]  他們認為門欄那裡是不潔的
[00:17:03.000 --> 00:17:06.000]  是魔鬼和鬼魔住的地方
[00:17:06.000 --> 00:17:08.000]  所以當他經過這個門欄的時候
[00:17:08.000 --> 00:17:10.000]  他們都很容易就要跳過
[00:17:10.000 --> 00:17:11.000]  不要碰到
[00:17:11.000 --> 00:17:14.000]  好像中國人說大步瀾過
[00:17:14.000 --> 00:17:17.000]  其實有很多的基督徒都很迷信
[00:17:17.000 --> 00:17:18.000]  當他們是信了
[00:17:18.000 --> 00:17:20.000]  接受了耶穌基督之後
[00:17:20.000 --> 00:17:23.000]  他們仍然是很迷信
[00:17:23.000 --> 00:17:24.000]  神說什麼
[00:17:24.000 --> 00:17:28.000]  神說我必懲罰這一切的人
[00:17:28.000 --> 00:17:30.000]  接著在一章十二節
[00:17:30.000 --> 00:17:32.000]  神說我必懲罰那些
[00:17:32.000 --> 00:17:36.000]  如走在渣滓上澄清的
[00:17:36.000 --> 00:17:40.000]  什麼叫做走在渣滓上澄清
[00:17:40.000 --> 00:17:42.000]  原來猶太人我們知道
[00:17:42.000 --> 00:17:44.000]  他們是採葡萄汁出來的
[00:17:44.000 --> 00:17:46.000]  用人工來採
[00:17:46.000 --> 00:17:48.000]  採完之後
[00:17:48.000 --> 00:17:50.000]  去到一個地方
[00:17:50.000 --> 00:17:52.000]  他們要等這些渣滓
[00:17:52.000 --> 00:17:55.000]  這些渣滓來到沉澱
[00:17:55.000 --> 00:17:58.000]  下去這個酒或者葡萄汁的下面
[00:17:58.000 --> 00:17:59.000]  當他們在等候的時候
[00:17:59.000 --> 00:18:00.000]  他們不可以動
[00:18:00.000 --> 00:18:02.000]  因為你一動的時候
[00:18:02.000 --> 00:18:05.000]  那些渣滓又開始會亂了
[00:18:05.000 --> 00:18:08.000]  所以他們是等候那些渣滓沉澱
[00:18:08.000 --> 00:18:09.000]  在這一段的時候
[00:18:09.000 --> 00:18:11.000]  就好像一個人漠不關心
[00:18:11.000 --> 00:18:13.000]  無寧兩海一樣
[00:18:13.000 --> 00:18:16.000]  頭頭可能是很尋求神
[00:18:16.000 --> 00:18:18.000]  有很多侍奉
[00:18:18.000 --> 00:18:20.000]  慢慢慢慢就變得漠不關心
[00:18:20.000 --> 00:18:22.000]  無寧兩海
[00:18:22.000 --> 00:18:26.000]  神說我一定要懲罰這些人
[00:18:26.000 --> 00:18:29.000]  不單止這班人自己無寧兩海
[00:18:29.000 --> 00:18:30.000]  漠不關心
[00:18:30.000 --> 00:18:32.000]  他們還說神也是一樣
[00:18:32.000 --> 00:18:36.000]  他說十夜禍華必不降福也不降災
[00:18:36.000 --> 00:18:39.000]  神說我一定懲罰這種人
[00:18:39.000 --> 00:18:42.000]  最後我們見到
[00:18:42.000 --> 00:18:45.000]  在經文裡面一章七節
[00:18:45.000 --> 00:18:46.000]  西伐瓦樹說
[00:18:46.000 --> 00:18:49.000]  耶和華已經預備祭物
[00:18:49.000 --> 00:18:52.000]  將他的客分別為聖
[00:18:52.000 --> 00:18:55.000]  什麼叫做將他的客
[00:18:55.000 --> 00:18:57.000]  他的客就是那些被召的人
[00:18:57.000 --> 00:18:59.000]  這節經文很有趣
[00:18:59.000 --> 00:19:02.000]  好像是舊約裡面的福音經文一樣
[00:19:02.000 --> 00:19:05.000]  那些接受耶和華的
[00:19:05.000 --> 00:19:07.000]  接受耶穌基督的神醫兵
[00:19:07.000 --> 00:19:10.000]  已經為他們準備了祭物
[00:19:10.000 --> 00:19:12.000]  耶穌基督就是我們的祭物
[00:19:12.000 --> 00:19:14.000]  祂就是我們待罪的羔羊
[00:19:14.000 --> 00:19:16.000]  是那些被召的
[00:19:16.000 --> 00:19:19.000]  那些注定會分別為聖的人
[00:19:19.000 --> 00:19:22.000]  那些不接受的就要怎樣呢?
[00:19:22.000 --> 00:19:24.000]  沒有祭物幫助他們
[00:19:24.000 --> 00:19:25.000]  預備給他們
[00:19:25.000 --> 00:19:29.000]  所以他們要自己為自己的罪來贖罪
[00:19:29.000 --> 00:19:32.000]  這節的經文真的是新約的福音經文
[00:19:32.000 --> 00:19:35.000]  是在舊約裡面的福音經文
[00:19:35.000 --> 00:19:37.000]  很多時候我們見到
[00:19:37.000 --> 00:19:42.000]  我們讀到羅馬書十二章一節或者二節
[00:19:42.000 --> 00:19:45.000]  要將自己獻上當作活祭
[00:19:45.000 --> 00:19:47.000]  我們很容易就會引用這些經文
[00:19:47.000 --> 00:19:50.000]  要將自己獻上當作活祭
[00:19:50.000 --> 00:19:53.000]  但是有沒有見到西班牙書一章七節
[00:19:53.000 --> 00:19:57.000]  我們真正屬於神的人是分別為聖
[00:19:57.000 --> 00:20:00.000]  不是說將自己獻上當作活祭
[00:20:00.000 --> 00:20:02.000]  我們真的要過著一個聖潔
[00:20:02.000 --> 00:20:04.000]  分別為聖的生活
[00:20:04.000 --> 00:20:07.000]  我們是不是真的有這樣的心
[00:20:07.000 --> 00:20:09.000]  還是我們只是下巴輕輕
[00:20:09.000 --> 00:20:12.000]  在西班牙書的一章三節
[00:20:12.000 --> 00:20:17.000]  說到去到末世神將會毀滅所有的造物
[00:20:17.000 --> 00:20:19.000]  這個毀滅的過程很有趣
[00:20:19.000 --> 00:20:23.000]  這個次序和神的創造是剛剛相反
[00:20:23.000 --> 00:20:25.000]  在西班牙書一章三節
[00:20:25.000 --> 00:20:28.000]  說神要先除去人
[00:20:28.000 --> 00:20:29.000]  接著是畜牲
[00:20:29.000 --> 00:20:31.000]  接著是空中的飛鳥
[00:20:31.000 --> 00:20:33.000]  接著是海裡面的魚
[00:20:33.000 --> 00:20:38.000]  但是當神創造這個造物的時候
[00:20:38.000 --> 00:20:40.000]  在《創世紀》的第一章
[00:20:40.000 --> 00:20:43.000]  是先創造海裡面的魚
[00:20:43.000 --> 00:20:45.000]  然後才是空中的飛鳥
[00:20:45.000 --> 00:20:46.000]  然後才是畜牲
[00:20:46.000 --> 00:20:48.000]  然後才是人
[00:20:48.000 --> 00:20:50.000]  我以前都跟大家說過
[00:20:50.000 --> 00:20:52.000]  在聖經裡面說出來的次序
[00:20:52.000 --> 00:20:54.000]  去到末世的時候
[00:20:54.000 --> 00:20:57.000]  很多時候這個次序就是相反了
[00:20:57.000 --> 00:20:58.000]  原因很簡單
